""	IFITM1	CD44	PTPRC	ITGA4	CD8A	CD8B	CD2	CD69	SIGIRR	LAG3	CXCR3	CXCR4	S1PR4	CD3G	KLRD1	CD3D	ITGAL	KLRC1	ITGB1	CD47	CD247	PTGER4	CD226	CCR5	ITGB2	KLRF1	CD46	IL2RG	ADRB2	KLRC2	CD7	SPN	CD4	TNFRSF1B	RIPK1	SORL1	C1QBP	CD96	SLC1A5	ADGRE5	CD27	CD81	CCR1	CD6	F2R	HLA.DPB1	TNFRSF1A	TSPAN14	TIGIT	KLRB1	PILRB	ADCY7	TFRC	CLEC2D	LAIR1	TNFRSF14	PTGDR	FAS	TRADD	TSPAN5	VSIR	NCR3	IGF2R	HAVCR2	SIRPG	JMJD6	SLC16A7	ATP5F1B	PTGER2	ADGRG1	RACK1	SMAP1	NOTCH2	LPP	CD82	ERAP1	CD74	CANX	CD63	PTPRA	RPSA	STX4	GPR171	CD9	MCFD2	EGFR	LAMP1	LRP10	APLP2	NCL	PTPRZ1
CXCR3	0.895162184800262	0.906261222331932	0.911213450197715	0.940801371567366	0.748521345554234	0.7560389299226	0.952639377087067	0.877967210967646	0.939507858464555	0.796004944065509	1	0.931788286153736	0.85441427647438	0.841972279862115	0.558571013523499	0.866008867658853	0.909527086497878	0.543733525464133	0.822159098383908	0.742723190947158	0.585518723876771	0.836128237568047	0.821527146133669	0.371167929490271	0.84736735918951	0.444235170483904	0.467697444355392	0.909202929439061	0.813457695684663	0.37822929428775	0.794374486824868	0.773819431937827	0.80428301757152	0.915111456068311	0.673507277948791	0.652148673544604	0.349659027375264	0.903614813584355	0.701774662121798	0.874616354763094	0.85166869219156	0.607213079245161	0.38454425474934	0.83967173277501	0.639192726271116	0.686824059633465	0.505787366833889	0.887472668031827	0.679497449841179	0.769263538589965	0.603215244710117	0.828520703882912	0.451040635859246	0.764225949633094	0.767627207963427	0.845664934006796	0.468044127641931	0.873308422451028	0.863908438744385	0.439146188041151	0.905759013669555	0.881222426477428	0.449871982721905	0.563337683702975	0.708007992769733	0.340356342797319	0.706537774532234	0.264344890316897	0.803541000904633	-0.110003419151179	0.753713006979727	0.727423812420393	0.478518471223379	0.217708306445701	-0.101901363263856	0.737413927697583	0.568085395128834	-0.123291468501649	0.400496466459058	0.348755562896623	0.822257815373813	0.226150642942879	0.817937853275381	-0.26049186403284	-0.371601685539588	-0.275325651978989	0.429361158203753	0.595944841678302	0.0921287239297951	0.460018879388196	-0.22661859949121
CXCR4	0.821836141210251	0.910924349550086	0.929494757718773	0.934060619508594	0.841870528669334	0.833872286662791	0.949839688522512	0.971715299528484	0.970621636812083	0.887349021389836	0.931788286153736	1	0.889643661440599	0.928397580628205	0.504347149133123	0.944229755590231	0.967204951183258	0.456391512964145	0.747944643819352	0.856766574891784	0.513496496628444	0.916234036750941	0.85740390881881	0.365179056733309	0.770383481940955	0.525461341098307	0.638791346534446	0.889713168729284	0.85705147105182	0.239378801017431	0.685716900107476	0.885995609233396	0.851740222301176	0.89771841742518	0.737694520048108	0.708559282676915	0.382944804878953	0.912885471312258	0.678713269671833	0.905159040725481	0.905303381196712	0.535381698225331	0.279510548196254	0.876022004490325	0.667895351891256	0.616267500686599	0.490337839872079	0.945958503311718	0.669347051013367	0.923079527177099	0.648186327297373	0.86930967278051	0.501844977038408	0.901477822951705	0.759272234256249	0.884931601245742	0.558007827469569	0.875643176834645	0.945806022205017	0.602642037954049	0.825846835162125	0.78588041559099	0.557288240743232	0.544288290889597	0.798247592367551	0.205134106607096	0.834409003826201	0.322500669659147	0.899402895808971	-0.0544713391647162	0.839411550038539	0.798949964980112	0.4836303547722	0.224161548049438	-0.0660952411486175	0.780455223802188	0.499993778002288	-0.0746615124330934	0.381519891292053	0.457295830157377	0.892475632562998	0.282484581254724	0.926579274065926	-0.208812180598663	-0.301357297642269	-0.215215412157966	0.537583846139391	0.681255683593909	0.0940610559362102	0.557167817903621	-0.167479146148747
S1PR4	0.899128206065612	0.851465120903168	0.831930288906665	0.87758874976158	0.519176714251293	0.499900803032006	0.816111765141221	0.793735864421267	0.857455102835937	0.707328096775721	0.85441427647438	0.889643661440599	1	0.696112563144236	0.662800177509519	0.782044748532763	0.801279969134707	0.638220752745309	0.789878839717116	0.698072348043408	0.659658559469143	0.65799723259035	0.610290499014451	0.362608705611766	0.881652484091472	0.626622068255768	0.495278079668655	0.932426567592499	0.895997125558547	0.480705173055668	0.826851107770299	0.661964161041293	0.864905231059886	0.890702562171278	0.407166137703781	0.598020226703336	0.0738978680934928	0.858027235550409	0.755324071921441	0.879398371677434	0.745538577196753	0.581112540283442	0.359206293479993	0.667945395343459	0.647687711885148	0.776845025777463	0.590962257513866	0.787770695759022	0.623348095780091	0.762330533528145	0.759331404713077	0.922340225756181	0.139166576501407	0.647161935186342	0.799348974198631	0.868257359237175	0.62445838763154	0.709749274192949	0.744913418315805	0.413685451078666	0.737312920563858	0.758634242310661	0.297848009929244	0.586808255318885	0.461147793994556	0.224094812241154	0.703780388050683	0.188333904564941	0.6406803522461	-0.152517959734994	0.684269742978645	0.539113034507507	0.487388544497463	0.216628059641233	-0.177998486250264	0.534984258881727	0.631091158376363	-0.2850724446749	0.283770818311784	0.216468884191735	0.761278650974991	-0.00279180553560657	0.803869970398876	-0.356561881638837	-0.508406510562175	-0.315646485156393	0.412362537992143	0.43707996571711	-0.0482824313417805	0.250467084865702	-0.284740931425444
CD3G	0.597540677576762	0.782447765108523	0.809964395015843	0.827341902062208	0.952605536884861	0.930882061630314	0.904006295777151	0.966677232861626	0.899289403860995	0.922844338122398	0.841972279862115	0.928397580628205	0.696112563144236	1	0.233020804967775	0.976218559031501	0.94926725676669	0.165934321252146	0.555057650273856	0.813106757868932	0.252888375991973	0.969269800576411	0.942519645467337	0.266856298347625	0.600336436911971	0.283283623149048	0.693516315026099	0.746730130380886	0.66755704399512	-0.0622923737323019	0.429374435427065	0.874872237295367	0.773492040230052	0.818411227901861	0.850954546855218	0.673273556453148	0.569919242275012	0.768740038722867	0.515734566812939	0.775995384899573	0.929185507087927	0.410720039672817	0.0511027941747916	0.945884183920715	0.635821511389306	0.38101664376382	0.308804902586066	0.944531018009401	0.514321037795303	0.917135529122507	0.443126803729277	0.657922374530363	0.712612269102679	0.931764525384478	0.639692572277277	0.813401996995714	0.360504956568821	0.858625646213742	0.971562380586467	0.656988046196622	0.766001880728185	0.624898483239472	0.649334948844384	0.393063483526993	0.924186888699486	0.189839847919854	0.811347033974264	0.461540691515107	0.967382932008137	0.0133857358817256	0.850155465172363	0.848293322865	0.381596680140141	0.177755737018902	0.0507149283844848	0.784305639578323	0.317549819551846	0.0710631290450093	0.383411673672769	0.527780968253145	0.890259519672169	0.451743007060944	0.919897220640023	-0.0626453708726606	-0.0861370902546299	-0.115099421430019	0.618588562436751	0.675011027888798	0.218258139858881	0.669375784939196	-0.0668354913957516
KLRD1	0.84268827485584	0.719845421140553	0.70570593314817	0.573981040508901	0.164216354580635	0.158913248405811	0.579811270142726	0.355811266754639	0.475055576980475	0.351777090130741	0.558571013523499	0.504347149133123	0.662800177509519	0.233020804967775	1	0.274993949193501	0.463820561667028	0.970957511993221	0.820684608917831	0.405883077095605	0.983766958513036	0.247815134065703	0.139529780687983	0.620661279607155	0.750987122294925	0.886485825210028	0.0997208373175547	0.729362098035017	0.755705951505369	0.896543721179803	0.902445096772724	0.520582688965481	0.420620282239033	0.490993311139478	0.116274929188851	0.385194129738141	-0.384137514501578	0.770348665040779	0.734479897249485	0.719089358093597	0.225918553422443	0.54146518621163	0.744958785887339	0.270674102794515	0.58111383689683	0.691303583947813	0.664874116406017	0.424245363261279	0.849861975610253	0.292267772166819	0.648886225846766	0.633668423962309	-0.292663054618367	0.305465970823092	0.460536156265231	0.438590449104839	0.888702863855113	0.447734722165789	0.222008652670868	0.0168081486848188	0.4237805348855	0.579644024176912	0.331882934552473	0.720268922822143	0.153260053915354	0.194111462511171	0.327311171218433	-0.0814859830177601	0.128588807122645	-0.094587610314274	0.0789182943350167	0.144522004695919	0.285769521156803	0.258529607209189	-0.261582352196821	0.505932150322645	0.515010850203978	-0.425717195940376	0.120106098660772	0.0459941179686426	0.154193200178712	-0.194809639245318	0.450578653245418	-0.438838820662563	-0.714185746945678	-0.316984969142962	-0.0213583068763033	0.38566861541703	-0.235303848616015	-0.0290219892424311	-0.286783956872949
CD3D	0.650806046480555	0.796602682614245	0.821911572631669	0.85802729963144	0.888332488324331	0.865108348411341	0.910514276626295	0.961876945509009	0.919409402005234	0.941783675397476	0.866008867658853	0.944229755590231	0.782044748532763	0.976218559031501	0.274993949193501	1	0.947366244301659	0.20022112111984	0.582444080003051	0.797772727987965	0.298834697186322	0.932805810337027	0.917114259069129	0.322377676588848	0.678802004037082	0.309913758204626	0.681226494684051	0.798734348399483	0.722797641390716	-0.0175805464782038	0.482932088559912	0.821324186081533	0.821748863347199	0.867059016736171	0.782178772122617	0.700798920131642	0.487059969570424	0.794943473107757	0.535269405982196	0.781091454943446	0.970503751872566	0.432518317495802	0.0684119041076161	0.918923036422676	0.671825122883593	0.467120436601817	0.349392193917928	0.952509714102289	0.500890802152517	0.919974191618535	0.518132461715054	0.709588189058348	0.634967782846384	0.895119897014818	0.72022675380527	0.869242474771434	0.365953558707769	0.862999766784949	0.965638641543607	0.648545893289894	0.779743238141069	0.649594622774722	0.56976629565898	0.384312518155223	0.853610627620638	0.173982021290682	0.802267561474882	0.400538542864011	0.943366417777675	-0.037059321054302	0.846307551391331	0.789284479780627	0.408961057582398	0.174306129717758	0.00678702780445649	0.715907839355591	0.400941541725425	-0.0067459139702135	0.333866254544504	0.454805779911742	0.899346487279758	0.340563237449428	0.918506032559778	-0.140722371108989	-0.171012878859819	-0.164414057374103	0.611148636755202	0.615109850529913	0.188639701084081	0.58458155873149	-0.118657162680472
ITGAL	0.768534574588038	0.899815221312855	0.920713111243508	0.896189208730759	0.892651106354517	0.873375850742544	0.964835614692814	0.960906086708086	0.936435734833032	0.914610488932433	0.909527086497878	0.967204951183258	0.801279969134707	0.94926725676669	0.463820561667028	0.947366244301659	1	0.398823515720576	0.746094334838634	0.871052130839708	0.483434591434721	0.940997076420958	0.897068000674016	0.441490701304053	0.755407949989645	0.459162020614348	0.678367510339605	0.866842230939073	0.789472544803696	0.176149853932278	0.631819477028854	0.917846081068688	0.81134697447531	0.871961748101572	0.817878945350443	0.787614562357603	0.436140381252583	0.889146718265829	0.676096256782817	0.870943290857339	0.904028630217577	0.571817655477002	0.323313531662523	0.923477249371482	0.73048970076914	0.560681719205531	0.497231192013124	0.979140675859653	0.662250148555095	0.878006453424999	0.628476161203338	0.765246467497548	0.597209394966087	0.919317115667128	0.753056489343686	0.877448413728132	0.548952989249408	0.860608029701708	0.935483655396188	0.645278423152644	0.832254312563769	0.753634581582568	0.698484527592805	0.558831351292966	0.871225216416368	0.215135811692389	0.839960096895051	0.358113552630274	0.904534828983265	0.0647382691166816	0.793061850242586	0.828620458618177	0.518477699043514	0.311883187781034	0.0520280314441351	0.834884031542424	0.499296361599087	0.0221443604301622	0.447878074901491	0.543112132524706	0.83904747137847	0.378954880464829	0.93702252339562	-0.112796807554409	-0.253492857562363	-0.113125819700325	0.611015652321839	0.760220671722618	0.222044460503478	0.624424246024624	-0.0560103879145979
KLRC1	0.835620864617356	0.672527574182213	0.641099825552228	0.568018831285895	0.0987108507839348	0.0964270104421525	0.516374109354221	0.30075954160499	0.426457489601347	0.247850944791686	0.543733525464133	0.456391512964145	0.638220752745309	0.165934321252146	0.970957511993221	0.20022112111984	0.398823515720576	1	0.823261937686671	0.359308126924446	0.943980209159601	0.201157193294344	0.113890171126567	0.474656281459227	0.732214250922737	0.827176319159859	0.0422608585445906	0.700792562031632	0.691235237516839	0.919775212962347	0.922077987236486	0.435528527778387	0.428338735443605	0.48209234609462	0.0515070576573492	0.314693190416637	-0.376075907254729	0.704247708443153	0.745467839839263	0.694673966555607	0.134204226730137	0.558937560516863	0.740045626327123	0.238240807528885	0.488693241852464	0.701906926352887	0.669278717248215	0.354088733037129	0.771443825374217	0.226661219456468	0.604116620169177	0.649295873742422	-0.314405368873369	0.235894720877581	0.449824236244893	0.397632791226375	0.831761999750178	0.35806542718168	0.174820096532062	-0.0438822444630723	0.45805658924504	0.603058774979851	0.230852354603877	0.724979930357619	0.0786397959676553	0.239337969388209	0.299701396795981	-0.0910100506118974	0.0743197809367985	-0.102699812426342	0.0791297309410946	0.121120384758833	0.31344030781785	0.252982136374168	-0.26557249871179	0.43158290876923	0.534882117112765	-0.406810566695589	0.169529695146019	0.0119117180993884	0.151994077746884	-0.183091738931925	0.401311757247845	-0.404203644533088	-0.690232342269022	-0.322203530743515	-0.0447230167034355	0.324647222273386	-0.225376125381628	-0.0702363895030417	-0.295722800603147
ITGB1	0.927989356245515	0.889546759813582	0.847949174710462	0.822282514476299	0.473045193619085	0.466797917186823	0.804618246222224	0.638934358551062	0.756315648364125	0.562289006964314	0.822159098383908	0.747944643819352	0.789878839717116	0.555057650273856	0.820684608917831	0.582444080003051	0.746094334838634	0.823261937686671	1	0.713336476170265	0.825097078029907	0.592612476831152	0.542320864248859	0.519656813391533	0.894132430517799	0.661098681105566	0.438611586038478	0.883327274555311	0.806160316285516	0.688013179837996	0.916625574533663	0.684846956523663	0.724972123395302	0.804227261120363	0.500000239677675	0.699306990541898	0.0879692502196649	0.865644847778234	0.897372762963194	0.856906294918733	0.525291858206437	0.848010172389561	0.733604347975617	0.60531001646759	0.758053402772565	0.807442977067041	0.8195392926737	0.737253390054704	0.779212554176673	0.507727075466291	0.811345831084609	0.78341268868467	0.184615770366925	0.566972017662834	0.767308399641343	0.76802024369201	0.735266587574766	0.649471232065833	0.580879125594619	0.399407387787548	0.791448056529355	0.796242453351066	0.531432781990864	0.841356757138531	0.457430279506785	0.382244184784286	0.657335615817379	0.22812535572185	0.472745947451415	0.173333318081318	0.475970547983184	0.571581253988114	0.632011392041363	0.543138442463925	0.0681339108213265	0.721769843988835	0.734006160801503	-0.050636465748568	0.550070548138544	0.414950955794297	0.522274752483189	0.208772053884147	0.689346515496618	-0.111781564503953	-0.497804516565357	-0.07176198613673	0.424650152107771	0.671869455741267	0.230106347137358	0.357010813600239	-0.0202957822287692
CD47	0.636044242931379	0.852951635549044	0.837028630012934	0.766438765664611	0.773475349756882	0.784207829612347	0.805179533135764	0.827033610557508	0.874675191295485	0.755688217932995	0.742723190947158	0.856766574891784	0.698072348043408	0.813106757868932	0.405883077095605	0.797772727987965	0.871052130839708	0.359308126924446	0.713336476170265	1	0.433448230587333	0.843021211362406	0.743515476401002	0.42148407754868	0.631542371291117	0.511287505192494	0.756819090958027	0.698072566374417	0.766133509825471	0.173515154553806	0.512236758368499	0.850518522799333	0.751851558139265	0.763715860933307	0.812939434619029	0.820894262405952	0.497510147734874	0.782582731708564	0.636022551061137	0.774685882508229	0.748522544492993	0.668212550655929	0.418620704974559	0.761608956405251	0.655145007890842	0.534269787005859	0.638109675726518	0.856440091304717	0.62908912751788	0.803334936107764	0.747306148218034	0.737176114166759	0.587090645827317	0.87592888709705	0.726419872430058	0.822567921155271	0.542530995719209	0.737795939032063	0.846476374606612	0.828034613306284	0.692927045624165	0.627334773218652	0.69905625230281	0.608966297046262	0.758247556767181	0.213303871093014	0.847437138040994	0.398209363647698	0.785301913854873	0.342474402926869	0.769778626949833	0.872224050217686	0.694230406545684	0.5116695256238	0.312506196292911	0.856789242006387	0.504498532875813	0.334115511783437	0.636177349138776	0.774537578587931	0.75173580232316	0.515042863553066	0.816220727000591	0.190775358435199	-0.0889685626994191	0.181684931990593	0.721455840935886	0.898643019560482	0.407203091830458	0.756568502752818	0.241525912294188
CD247	0.842959818589021	0.75108152983052	0.735419477287293	0.563633592339392	0.176439796860613	0.179479463240535	0.604475378103423	0.359984148452895	0.514891335265523	0.370177974616568	0.585518723876771	0.513496496628444	0.659658559469143	0.252888375991973	0.983766958513036	0.298834697186322	0.483434591434721	0.943980209159601	0.825097078029907	0.433448230587333	1	0.258165501880061	0.141396578223128	0.68513948033427	0.772379907449531	0.868215617539401	0.100247228991359	0.731055984798806	0.787311980938552	0.901569842464085	0.896714679105602	0.527949971286133	0.413208699097062	0.512282482907859	0.154655643601605	0.418549182549804	-0.363935742994501	0.788882320646668	0.704576496975038	0.720043683172686	0.267619423286168	0.561369251092507	0.779646573691764	0.276529144441623	0.600252736276365	0.681946477540589	0.659219186776173	0.447992674566133	0.888801968785309	0.300737104387355	0.663413553650667	0.614167890063757	-0.267246391660564	0.315173151884928	0.471585051757099	0.456795873947612	0.847708375075538	0.497042360565154	0.241918828571104	0.0413731438571625	0.419369896887301	0.583787877986369	0.33311139334323	0.704466830817675	0.165084287280887	0.208968157323063	0.308435723826379	-0.0915461317248257	0.143713058382194	-0.0815412407160306	0.0810015650355816	0.162056877982987	0.316269654592751	0.264119877211109	-0.22918539466549	0.536317902407965	0.508201286964363	-0.396711122120496	0.130071769693641	0.0719832212320492	0.152193404970661	-0.205183166163257	0.44117187047277	-0.430040252449003	-0.709850544988596	-0.297202857315537	-0.0105104584180456	0.412122212029291	-0.212035273683644	-0.0110300486648977	-0.263439897138013
PTGER4	0.606378065437388	0.77881576655516	0.815968238282656	0.834172867051479	0.971035164106337	0.959786668113682	0.893834905236909	0.959696885804344	0.884081615693414	0.882453121155507	0.836128237568047	0.916234036750941	0.65799723259035	0.969269800576411	0.247815134065703	0.932805810337027	0.940997076420958	0.201157193294344	0.592612476831152	0.843021211362406	0.258165501880061	1	0.955458640992434	0.251231300025088	0.570432812378577	0.3062423793257	0.679482029151303	0.714325928576018	0.645770997682537	-0.0512631299973327	0.448326715042483	0.883595009672895	0.750389463813725	0.782335162359685	0.8962691743094	0.680932497339404	0.603799157663625	0.772757663696279	0.527070965763086	0.757341554442541	0.88325328156575	0.443822295437732	0.132697356489193	0.939208739732206	0.582477901673922	0.385951818456447	0.358558978414097	0.923786605962454	0.515188605730092	0.900670535832638	0.455088394807012	0.69327469592869	0.745428796342054	0.944153109529866	0.639985960923569	0.773650939782316	0.369652489379616	0.822250048015531	0.958190686356585	0.687611424384817	0.810010667230779	0.696736639727347	0.677140441298724	0.407006491187348	0.933866097329146	0.206678799568032	0.824371076140523	0.428591639786264	0.966623869887235	0.0687916577197615	0.848341455499881	0.887513195578833	0.433285556155312	0.215422325695801	0.075399605045481	0.816002715731931	0.334060791759462	0.147664947214432	0.442453801052557	0.594624832672403	0.878380211727642	0.51975236891893	0.895555716517142	-0.00583983866125543	-0.040435140664958	-0.0746192512125557	0.607095391481452	0.7453348378336	0.263638548313045	0.723918616913376	-0.0199377908881438
CD226	0.556508206938614	0.686058550410789	0.717577737599403	0.838938150966636	0.924146679117029	0.911212564567987	0.846885545882256	0.910656132080776	0.82095252494264	0.844098241488691	0.821527146133669	0.85740390881881	0.610290499014451	0.942519645467337	0.139529780687983	0.917114259069129	0.897068000674016	0.113890171126567	0.542320864248859	0.743515476401002	0.141396578223128	0.955458640992434	1	0.125535465253451	0.551173004949437	0.131983825522039	0.628680348153592	0.690117797240177	0.515155605782806	-0.154637936821317	0.394046668802996	0.777426941863714	0.769867666029387	0.782306812046362	0.824110884570582	0.664483733159521	0.648434498942113	0.678987454874114	0.4960435314554	0.671852480335507	0.869249217092769	0.422694655309067	0.0234672908616814	0.937546690730071	0.549951001482017	0.40784616255065	0.27495944058756	0.88813527904002	0.363762535108348	0.806473918868077	0.369817814258261	0.609377266934949	0.789095694522459	0.885667921946912	0.656351524894862	0.767764235893074	0.239140247668288	0.767311752736373	0.930005760458257	0.603677894921217	0.861787598431619	0.663476643763722	0.590483245742848	0.360142003338916	0.902346154850489	0.232458467426592	0.792959368536259	0.449252393333684	0.938800897730457	0.0381897202742505	0.850050846349754	0.844448768799625	0.38198502519038	0.209310394713316	0.0732294348087666	0.709879679792151	0.407619298028218	0.146234250843059	0.446833418132731	0.503961922731727	0.881868815075171	0.524730287570895	0.856731455225249	0.00490152292016383	-0.019326374420717	-0.0944537492147393	0.623217683584819	0.64888379042809	0.309914473178323	0.665156970856689	-0.0442149324625082
CCR5	0.478242078211316	0.573353195035802	0.618035559095177	0.275855353633767	0.273956786947142	0.27490888497116	0.526903565341463	0.266515614281734	0.388358877624596	0.504900858556542	0.371167929490271	0.365179056733309	0.362608705611766	0.266856298347625	0.620661279607155	0.322377676588848	0.441490701304053	0.474656281459227	0.519656813391533	0.42148407754868	0.68513948033427	0.251231300025088	0.125535465253451	1	0.50777041126487	0.568623695720694	0.177449932740249	0.427514944089558	0.563683110234911	0.501010430222142	0.462581458517251	0.464064518702084	0.156412666834688	0.308321541983769	0.359898547394984	0.515870530541838	-0.184460625190155	0.597952606244791	0.339647381196422	0.397328296395533	0.372450249318522	0.3743829667546	0.671484954409731	0.274861348648797	0.608515990800786	0.401588937548565	0.496683967132853	0.430375274083892	0.732261496348101	0.224122134950061	0.511068790036027	0.259525770548923	0.0292337338773438	0.321489172586808	0.36284440344615	0.370279733370302	0.56201880292394	0.487181854943845	0.236288873579437	0.243268877451046	0.206440611812305	0.31989984299567	0.520371371383909	0.436201766864714	0.330498772026463	0.0219430692498405	0.153697170754858	-0.133333841907827	0.192583800429706	0.111466943445823	-0.01646278529348	0.172826383394781	0.291455749608182	0.26996273585374	0.0169578908289438	0.562326522971743	0.336543547305537	-0.10503636279699	0.0687241395521336	0.255977003456052	0.000263487307404337	-0.0752124096232762	0.30183149903624	-0.203443759053903	-0.401219537081681	-0.0230727830120913	0.0953114528048483	0.498504958085246	0.0621073639476826	0.181492194780283	0.0157740532051306
ITGB2	0.910014651957511	0.863304834191152	0.809199069190039	0.83248962301935	0.437444867981363	0.411168957857003	0.818466440674581	0.655582643093882	0.769946247221385	0.628135539009741	0.84736735918951	0.770383481940955	0.881652484091472	0.600336436911971	0.750987122294925	0.678802004037082	0.755407949989645	0.732214250922737	0.894132430517799	0.631542371291117	0.772379907449531	0.570432812378577	0.551173004949437	0.50777041126487	1	0.588406826434562	0.425882228132684	0.946024425550434	0.833992509291716	0.625365626947808	0.896536128039383	0.597156594794561	0.813137526297109	0.893225853401492	0.396626700517452	0.660857089147326	-0.00203970567650521	0.842306761986601	0.827183268906509	0.863130556029486	0.635834020529799	0.757107806760925	0.559591192324779	0.649830941126848	0.764794488667437	0.799038421652566	0.730942931392371	0.758535767980638	0.683664715081217	0.562355144693794	0.775022332251366	0.779763569469283	0.104207696680703	0.51888946001674	0.830946715163255	0.833041851125801	0.640419304713434	0.663522288251273	0.604217575958511	0.332898980454945	0.780619479986481	0.733473021417898	0.404597897591158	0.710600137631607	0.400184307531995	0.377368929636225	0.611688834138019	0.191089799075045	0.482138289108225	0.00470250452887452	0.487478623957585	0.463464197714818	0.563690404071462	0.389371245205492	-0.0244086067391691	0.576636627310247	0.704142863360222	-0.225742411271227	0.386145054726295	0.226586211146782	0.578869125267055	0.0279701234743626	0.73306557031374	-0.279694494426444	-0.585748632209117	-0.211467700284327	0.417446342026547	0.46170355185419	0.108007523768953	0.197126695460015	-0.16627739215029
KLRF1	0.693200039751325	0.681374438474197	0.684668651886457	0.521575704547338	0.238132622127824	0.244642945306201	0.518717547854035	0.401532746487964	0.487814544036705	0.415548873164808	0.444235170483904	0.525461341098307	0.626622068255768	0.283283623149048	0.886485825210028	0.309913758204626	0.459162020614348	0.827176319159859	0.661098681105566	0.511287505192494	0.868215617539401	0.3062423793257	0.131983825522039	0.568623695720694	0.588406826434562	1	0.230155219265133	0.615988191603125	0.799720937822956	0.713001551843726	0.717509049336143	0.592877333270328	0.420290945137095	0.404958236858571	0.161358448388114	0.378034768669297	-0.367085923770482	0.745757217207148	0.590558620800777	0.690339952922655	0.245795768067428	0.387349609019506	0.582867229791809	0.249937637309427	0.519595750830909	0.522418613270318	0.591879339238479	0.419108034841088	0.831190064970801	0.452143315238797	0.626906653509394	0.658240847615472	-0.264869338762105	0.438235864742601	0.409495841787103	0.400603436371452	0.911644887101763	0.448743778602226	0.267482442633977	0.172739900867836	0.278133294472976	0.411765895672017	0.362096466934323	0.625476124481844	0.204986614236811	0.00869233906565802	0.386086817190137	-0.0790284479180466	0.197604108306652	-0.0560856649835228	0.129166764553484	0.186473219604803	0.233951881279247	0.199631523847346	-0.234233127936399	0.531496598385129	0.323842641769492	-0.359687312737096	0.0175943892063705	0.128725479416524	0.186153160688914	-0.172147362807123	0.493521831502962	-0.381420729170267	-0.609859031085908	-0.25070490953058	0.0184091026714444	0.458634290705109	-0.280130790693479	0.0506923948629376	-0.222497670742405
CD46	0.32799408043034	0.582574007546423	0.505145143184862	0.54030079839295	0.632735051001715	0.578783794221913	0.552779038106565	0.683449723901319	0.635721806139991	0.635954104759815	0.467697444355392	0.638791346534446	0.495278079668655	0.693516315026099	0.0997208373175547	0.681226494684051	0.678367510339605	0.0422608585445906	0.438611586038478	0.756819090958027	0.100247228991359	0.679482029151303	0.628680348153592	0.177449932740249	0.425882228132684	0.230155219265133	1	0.517310172846462	0.506151814893658	-0.105545228250131	0.208506674152824	0.626603674783757	0.653576350023669	0.6397553219964	0.713998383799673	0.738726823340291	0.515100234818058	0.472630930602682	0.528939738703214	0.591702802492891	0.606195130117813	0.589460074857113	0.131084187124249	0.630783229859371	0.599373906732938	0.215874476520448	0.533074475334765	0.756289351440061	0.268766421008321	0.695159405944352	0.62885667814776	0.490562780767849	0.597966244310411	0.661973028836632	0.650727022214778	0.737303640048304	0.347579844258419	0.498671776890839	0.690640842776103	0.835182539783519	0.499779536126206	0.29571625545484	0.690661173296166	0.523184800558871	0.607916038620939	0.263627430126346	0.828342566945323	0.592840240827099	0.646963098570152	0.527705097171612	0.651022578520748	0.753218621644055	0.687578770937233	0.593345663171998	0.522621710924257	0.589602842654254	0.279698064346646	0.456130117390252	0.605007227174039	0.757145874150191	0.655538609951653	0.58552636309532	0.719944782713169	0.410371753043253	0.175153447517207	0.408914314480836	0.879732751715361	0.648114483358131	0.586015624505405	0.712617780493552	0.441675508955209
IL2RG	0.937515917045954	0.909997612198522	0.879269160886716	0.920029652010624	0.602663842257772	0.565312523762518	0.899486996379136	0.815821380359314	0.85524937521315	0.746566564302245	0.909202929439061	0.889713168729284	0.932426567592499	0.746730130380886	0.729362098035017	0.798734348399483	0.866842230939073	0.700792562031632	0.883327274555311	0.698072566374417	0.731055984798806	0.714325928576018	0.690117797240177	0.427514944089558	0.946024425550434	0.615988191603125	0.517310172846462	1	0.863559876276463	0.518195783535436	0.882631914170072	0.751818463207389	0.856344204164549	0.921786059688414	0.500967214114301	0.667474494615015	0.104838784587079	0.910037127977247	0.856833292361158	0.941488302096182	0.731933879170734	0.675999504245653	0.447917124331459	0.758338001961378	0.767347121305595	0.745460291878586	0.634420883365498	0.861012959452597	0.710197396690927	0.723126896935989	0.733192472784117	0.838551388234621	0.215708256694162	0.679848503841058	0.791216955139092	0.868182254676961	0.697923370519335	0.750915263172698	0.738167849670917	0.390404890381189	0.817633410492698	0.782832270585397	0.485483035628321	0.694228467718108	0.561685160548982	0.334447348090407	0.744134243712895	0.281471171139888	0.647122246617885	-0.0666618829655506	0.623968931388814	0.580091264814961	0.497338989820481	0.31314811618367	-0.110974094486411	0.655714397521237	0.629404768313645	-0.256403295140381	0.368030220502382	0.277878890262202	0.716397952238586	0.112868273931296	0.868894786449197	-0.315962072918635	-0.531357723994887	-0.284480640318933	0.45172507351169	0.523288658429297	0.0365813432595534	0.304503790516723	-0.242663534892725
