""	CD3D	CD8A	CD3G	CD8B	CD2	CD247	KLRD1	KLRB1	F2R	CXCR3	CCR4	ITGAL	CCR5	ICOS	FAS	PILRB	TRADD	SIRPG	CD47	CXCR4	CCR6	TNFRSF25	SELL	TNFRSF14	IGF2R	TFRC	CD81	CD4	TNFRSF1B	ITGA4	LDLR	SMAP1	ITGB1	PTPRA	TNFRSF9	NOTCH1	CD44	SLC16A7	CLEC2D	TNFRSF1A	TRAF3	CD53	RIPK1	CD226	ITGB2	VSIR	LAG3	SMAD3	HLA.DPA1	TSPAN5	S1PR4	NOTCH2	ADGRE5	PDCD1	CANX	PTGER4	SORL1	CD69	RACK1	JMJD6	TSPAN14	LPP	SLC16A1	ADCY7	CD74	PTPRC	IL6R	STX4	HAVCR2	APLP2	LAMP1	SIGIRR	CD63
SELL	0.694681895259848	-0.173670444712092	0.748848404105303	-0.165662428490468	0.566401552693942	0.563653836039144	-0.274686606351083	0.704729030215951	-0.046842061867195	0.18278740358643	0.797409519546532	0.250829344423528	0.0328918054161862	0.663938904136039	0.675146497313156	0.242568507768522	0.800926886606998	0.347782980574479	0.78417996113776	0.766214781840992	0.639722308401103	0.780711541106054	1	0.774062225845828	0.441948548007488	0.492740794546101	0.426208526665814	0.62413979419558	0.457588984376094	0.385333004878335	0.731589031895374	0.762591411398338	0.681636055370516	0.678083745115055	0.194032808338636	0.528733338282875	0.734835929402821	0.651420421350577	0.664651028823289	0.427364730037503	0.594881846077328	0.737405444063374	0.557830221979609	0.706457915476202	0.561181056796399	0.803330452743854	0.0712227357051017	0.69632198476295	0.35064022941169	0.55856065858337	0.692175445448154	0.587802854155418	0.639345486605849	0.284247553045651	0.570445000698441	0.845592616908671	0.844852515363971	0.843148458470532	0.912895706440681	0.303646867967189	0.69601170992012	0.556338089756309	0.454926249561775	0.453341008339023	0.436939362448619	0.587368611196363	0.665500117028987	0.578732345794701	0.188714176537278	0.380605063677066	0.542793171601655	0.70271926605729	0.42678682405989
TNFRSF14	0.924755932785168	0.0652994832883591	0.927088743191127	0.0497519045185892	0.86833984661905	0.856404285815073	-0.0693409525328061	0.756778697697233	0.187291365452952	0.578106017265892	0.792361246986243	0.573824052234687	0.404004041005025	0.863364217618122	0.862920024938499	0.424612375718442	0.854897032711846	0.664267246058104	0.903962833905035	0.881377652156426	0.833063261544115	0.868666748401844	0.774062225845828	1	0.682616061648129	0.742894065106459	0.601979964810596	0.814551675533647	0.753320743144679	0.720012908465792	0.834897509136549	0.881459103739026	0.755377586868075	0.848884193346353	0.483660000932422	0.677810767315857	0.863788360331965	0.765572525554618	0.852039545918063	0.521069900015086	0.83075455409162	0.923905049461045	0.787114793717393	0.792635684520411	0.814270824356332	0.888368522856329	0.415781180581806	0.773078592938456	0.468326733176238	0.839069530555872	0.885576089846663	0.77290590965658	0.847964270596822	0.607704631832413	0.666158218622414	0.793161103540853	0.813131635929004	0.86964502417346	0.874403988133568	0.590157753971162	0.861405551355804	0.67118406147415	0.687297303905702	0.652089078397194	0.57045232102075	0.840797845344762	0.799036217819681	0.759839637140671	0.444475338396853	0.469948450787387	0.747931343594944	0.90663308046459	0.515874761954202
IGF2R	0.67629334681935	0.247621448278602	0.694848006323082	0.195474762114147	0.747425854200848	0.700042658343855	0.151780658843267	0.379955917664443	0.526040199522651	0.625278056931975	0.459874233152233	0.726960197308587	0.644212270044637	0.629382981249017	0.655159135470409	0.684277608026392	0.479827849327653	0.672393193671507	0.775612395869808	0.576722089912548	0.547551365266762	0.55955480195241	0.441948548007488	0.682616061648129	1	0.799366261051829	0.769376661704119	0.750484598958242	0.754418844410238	0.821784564623864	0.753074783667844	0.695165499631151	0.779364252402957	0.828215968668587	0.549284731648783	0.793827909432151	0.812021847300674	0.7111619439085	0.721953391508256	0.725231670743023	0.774660151356488	0.769821521499709	0.755431145089142	0.630634753710357	0.850391873065621	0.69253311694255	0.587738456679667	0.699304983686187	0.676616832424335	0.791115342026141	0.706991476264469	0.736108219908548	0.804048839058743	0.629842000255651	0.801024429551845	0.396644308515652	0.635241817519774	0.458351734462566	0.541688626197646	0.660979900183123	0.805766814538816	0.794433967479473	0.78500648370002	0.738219603183911	0.756894708679154	0.791568365389444	0.742707077202798	0.81753496790564	0.723124541432625	0.731862589801537	0.826734723196455	0.733465561530297	0.714050844974573
TFRC	0.756188383183563	0.0245712898150563	0.72393836513749	-0.035333529819259	0.836498453313832	0.794068128724803	-0.038065962726278	0.51545350060539	0.297244974995757	0.60141396718718	0.591548110791463	0.651457304476723	0.567080294181631	0.784491832835173	0.829608458325511	0.5295792844812	0.639725449881479	0.780973520452097	0.78140601409516	0.537772555950208	0.741526613651303	0.714748560825209	0.492740794546101	0.742894065106459	0.799366261051829	1	0.695377039494191	0.919273334330014	0.87727543545979	0.842346136523776	0.777707306737126	0.787501091972657	0.776726500177423	0.843308753104203	0.629912185044079	0.753440540835381	0.797534052088412	0.673895477033477	0.744650849736906	0.688565060014473	0.904174908922583	0.843999647445154	0.751107083757712	0.764581764402492	0.869899502276592	0.785886139264976	0.673477346196043	0.707382414630239	0.698129517732316	0.798193275283328	0.747065100987564	0.895434814919164	0.786975764199182	0.655184314032843	0.808234156712958	0.440353126209862	0.663158921583977	0.48954593619546	0.625689451821518	0.514932444934726	0.828086016341118	0.789460327106405	0.821711960262707	0.691046806225025	0.782328946592025	0.766016784271813	0.865135718029222	0.807419108930875	0.804929032900274	0.724479877034255	0.868041016013955	0.780724692393329	0.716588758014895
CD81	0.560880624513654	0.451553363792039	0.577446428922684	0.409792627157108	0.59991090476205	0.554676763981754	0.304516076098128	0.262310333344597	0.67147607189081	0.575195716954914	0.290938618409815	0.689474826706161	0.607547975923575	0.434479245932353	0.486340990159899	0.758703287660355	0.40746910980949	0.561906218249905	0.738524112785728	0.583675991338132	0.32790097345145	0.394321986817817	0.426208526665814	0.601979964810596	0.769376661704119	0.695377039494191	1	0.603828965631599	0.573338211686832	0.705946805045311	0.667846957637061	0.681252966267193	0.815881998357022	0.760173343044532	0.294004907999495	0.854486267531057	0.753467987833212	0.710559522145533	0.574750227345051	0.906189140086738	0.663373397532048	0.696715072923981	0.657921050408262	0.44106257553461	0.850056077196245	0.612564460359751	0.523577334345799	0.684675708434676	0.837273050836186	0.712802635206783	0.599511174831382	0.65145658128066	0.782143398207142	0.520341486416376	0.892989798802711	0.407867449731714	0.590557426846445	0.410820557668962	0.573091539984845	0.779006374760747	0.753966107528464	0.837170023987126	0.735220076962832	0.763491814782989	0.884028092472335	0.663650391325125	0.596946167800091	0.858272888413864	0.707109911486907	0.854825199506638	0.877585667855726	0.692454517682171	0.88177232097671
CD4	0.835143379442735	-0.142838477463554	0.804966692422171	-0.186280952660687	0.864227186699716	0.834826943972995	-0.186477191686479	0.690363347833962	0.141580526375462	0.55484573321371	0.754783835800246	0.571141034629307	0.44931557522545	0.877449281960745	0.890774977520316	0.408498720372571	0.793252395022592	0.779269401654927	0.822886239679123	0.598111062241484	0.848995931523034	0.8557013072111	0.62413979419558	0.814551675533647	0.750484598958242	0.919273334330014	0.603828965631599	1	0.873603169360038	0.797359979375906	0.804286682108498	0.870206139746146	0.802848634764451	0.852685122710251	0.568453747597846	0.704994978528321	0.801277625102722	0.682291302701645	0.78182941888516	0.627747000942079	0.913093339283401	0.880822360612568	0.755802335834191	0.883705912326838	0.823189151625344	0.869361721623929	0.58314325337591	0.755898445453431	0.593691878898941	0.783309465553922	0.83130968290135	0.910198224797566	0.772178507784016	0.656438412994952	0.770576935451561	0.573231656134443	0.728242095716935	0.624271506911461	0.74905008625461	0.410040320155861	0.852893638897362	0.755747163103312	0.792773280642497	0.638562990146591	0.696201689714848	0.751949709464733	0.906559292450539	0.749678679713334	0.680096592645102	0.636754240439254	0.82011906350742	0.822891318782122	0.647123341948224
TNFRSF1B	0.810796880629364	0.0102116743959029	0.766007384189926	-0.0301572857307175	0.884819726561769	0.857389968430403	-0.0726431565228036	0.483405421234866	0.281307946330641	0.684408906678495	0.619495083465038	0.643859946242622	0.578044131732928	0.876631336881982	0.878892862531705	0.443056151276473	0.626518242732376	0.884393585024319	0.74170910135064	0.536486739906023	0.8391346442791	0.71677973109056	0.457588984376094	0.753320743144679	0.754418844410238	0.87727543545979	0.573338211686832	0.873603169360038	1	0.840591227510073	0.755754535869233	0.750508207723992	0.694210906177803	0.792159492744605	0.802580946503896	0.672877265038688	0.731895160275125	0.597374993248202	0.757600285374022	0.562866756363583	0.909456959371088	0.788773329178898	0.761867889504313	0.697980936686955	0.770694962287092	0.744818447040155	0.653299662761743	0.609847935392379	0.539747452335685	0.801453389694748	0.79664097775051	0.785796859002233	0.72129507107087	0.642240051054078	0.68411228631095	0.365305409946601	0.533245751462053	0.487639296728235	0.573391219092416	0.502899315111639	0.767323380279009	0.6958028672077	0.809978940528608	0.615754186734627	0.641556040559642	0.784930728866208	0.836942959695079	0.698889568159003	0.659861628923619	0.572746167517614	0.741364697991296	0.769152584393393	0.560618119498685
ITGA4	0.765657250095288	0.291785917476985	0.762955837221956	0.254735431904882	0.861748613457534	0.807643683169464	0.12820882976786	0.394316576851667	0.537945630328862	0.72297240756115	0.498073315675289	0.786788939188196	0.724023354849098	0.728220934286291	0.758324928334884	0.64410852771414	0.504694713077316	0.789529553802631	0.766930484038879	0.612237491147919	0.639109452622889	0.585413094278832	0.385333004878335	0.720012908465792	0.821784564623864	0.842346136523776	0.705946805045311	0.797359979375906	0.840591227510073	1	0.740463585690995	0.718088142105242	0.710130706597616	0.852215869516018	0.685097451251377	0.740042809000296	0.785589164302594	0.719267881162442	0.812877875216079	0.619190925125572	0.844187726348066	0.784667872895288	0.801851461659594	0.650524813103677	0.824242341790061	0.68072799477032	0.684130772417031	0.68786807439582	0.611053550426867	0.838772791088815	0.757684059144013	0.771809187403292	0.819103798666456	0.673366878397341	0.735558745125783	0.414780524633347	0.586455964687782	0.484003822251475	0.52519234725254	0.683304083924327	0.789189169921368	0.751527950081489	0.814163953160036	0.703843356356659	0.696551208865554	0.879057952130592	0.745708164652371	0.745167267431209	0.714273776220403	0.620950386985435	0.781163458110648	0.762204429396046	0.606279894476517
LDLR	0.77708147733401	0.0308378685053144	0.80775531496089	-0.0200931314663274	0.77381983552118	0.736475080786148	-0.155384949955701	0.579366205924131	0.296707114997967	0.470797724650537	0.754160613161027	0.581115678655994	0.4186333994126	0.763322274584667	0.805999003895652	0.549650832140658	0.71924844525681	0.599811567397143	0.888576749474473	0.711050101420857	0.743990529091732	0.766748395133013	0.731589031895374	0.834897509136549	0.753074783667844	0.777707306737126	0.667846957637061	0.804286682108498	0.755754535869233	0.740463585690995	1	0.827418739739721	0.853052283538595	0.88125131500581	0.514445231087293	0.802435975518877	0.873861689377962	0.758797099396662	0.832443176761155	0.678757928835128	0.837263303160533	0.859289136647176	0.796162674367947	0.72358797963267	0.794845560552123	0.822994480403657	0.405304625450061	0.786519412470517	0.600534598526278	0.805272886240194	0.788818629082881	0.77737704754274	0.820953689412456	0.508523625416528	0.801582662763275	0.652012003170493	0.772269670704577	0.69197380413057	0.784009554503442	0.534151458851498	0.885804403649377	0.825110608875906	0.782410782536919	0.685919612407937	0.69685467168069	0.81624588660892	0.858696929370705	0.804253210006396	0.524542618140767	0.673551718042961	0.787957101165412	0.819676987915005	0.679916399381359
SMAP1	0.878769648478315	-0.0100731509419372	0.872993280445406	-0.031859784426608	0.823406189183415	0.811976134336925	-0.0973506056937402	0.756165350210732	0.186442182931029	0.541745377842129	0.756731066685494	0.531280226054322	0.380873540444601	0.827362964611659	0.826006350190055	0.431568898898101	0.86536235462821	0.674003780504914	0.888191006529787	0.78328523300113	0.787916725118009	0.84872445326583	0.762591411398338	0.881459103739026	0.695165499631151	0.787501091972657	0.681252966267193	0.870206139746146	0.750508207723992	0.718088142105242	0.827418739739721	1	0.850501684393894	0.86408910997029	0.412553774153282	0.754173648129609	0.839312663866341	0.75459984326786	0.789403196831685	0.651425994976396	0.856319151965295	0.9032931640545	0.746115256969599	0.829874635450381	0.827909709947709	0.903710299190061	0.477563936258173	0.791680508185189	0.578069654973351	0.804025872932357	0.864288759206053	0.854147990042566	0.816451411836031	0.625690866531039	0.777397642742455	0.7504250796392	0.813340891390232	0.777315491420574	0.87824125695726	0.539133405343769	0.877896992434802	0.761158581164893	0.735331843786822	0.62222700039108	0.668360120318729	0.767545544648895	0.81984435210714	0.785714238828212	0.541998601575139	0.608134054115377	0.81131291508573	0.877284442493572	0.657564300271292
ITGB1	0.696044270134184	-0.0235608095184637	0.722729736369255	-0.0654930164533294	0.682797481626882	0.640272604955603	-0.0938611951183421	0.572998058928833	0.334265698585716	0.431604694142943	0.663111988301418	0.491345898061	0.352986653512954	0.683325203720208	0.716075834899792	0.550407448095981	0.696232835606243	0.577716605799397	0.870128175512015	0.625297859152046	0.652607286451898	0.717952677562708	0.681636055370516	0.755377586868075	0.779364252402957	0.776726500177423	0.815881998357022	0.802848634764451	0.694210906177803	0.710130706597616	0.853052283538595	0.850501684393894	1	0.873352680042307	0.36516106331797	0.869683439541001	0.833691094308272	0.756400250598848	0.704856845735246	0.861894020203329	0.796535951861965	0.808598009322047	0.761447813204337	0.721103194068639	0.80209275024984	0.831116140593204	0.381994362167296	0.842528576626687	0.742680956726326	0.747428466972319	0.764765210281351	0.801002817926376	0.785854795210662	0.476474835886094	0.94573188531188	0.627322318614669	0.749884588112893	0.618753683104238	0.794768171472044	0.548672820950655	0.891541522418767	0.930427826172524	0.833138981356941	0.658572662521298	0.81952498130622	0.696353232411944	0.825481737613167	0.858930719903414	0.618775790977515	0.850666791532675	0.88397678557769	0.767418847180345	0.877049088185122
PTPRA	0.813886059384479	0.13722465046175	0.840126682319026	0.0849565195036436	0.830863852166156	0.789875370923493	-0.00125118799612862	0.578978247838234	0.40331938813475	0.569336899224001	0.690776112504151	0.677845853083794	0.539824633721213	0.784453355322783	0.81545863550102	0.637135387649473	0.693830732923583	0.687315061423605	0.903195982614893	0.743288335354899	0.721083762336534	0.76169906235552	0.678083745115055	0.848884193346353	0.828215968668587	0.843308753104203	0.760173343044532	0.852685122710251	0.792159492744605	0.852215869516018	0.88125131500581	0.86408910997029	0.873352680042307	1	0.546525876676831	0.83218070677303	0.894039283992327	0.809207308609103	0.865076825008737	0.726098641445301	0.87392932833945	0.879671009671121	0.838074927188382	0.76950748871059	0.861230532468691	0.842117294426527	0.516694789404384	0.822590280127912	0.657005393838639	0.866230599315292	0.814424617792334	0.840857031453161	0.876584837950185	0.593626355918603	0.843045867645505	0.648588248380504	0.796393688908212	0.685986257055935	0.770479368230846	0.636172888310632	0.910880132108573	0.863239009355668	0.817714086908166	0.73151539406215	0.75428702476252	0.86760958381157	0.850433524393254	0.851361153615762	0.632181210626484	0.715423542717387	0.854992706207094	0.859626670401276	0.726255825838239
TNFRSF9	0.548121163053117	0.0911276786055569	0.520753129591712	0.0697018002102732	0.658474343559873	0.632733032122923	-0.0299848275897655	0.139427164380292	0.286261882739596	0.571580011962988	0.350736583973442	0.542069126029254	0.528908074895446	0.687509113288216	0.634003912602422	0.35348307907725	0.294594709991946	0.744041602801011	0.452487107202442	0.342391736675281	0.603543515380707	0.408253512050607	0.194032808338636	0.483660000932422	0.549284731648783	0.629912185044079	0.294004907999495	0.568453747597846	0.802580946503896	0.685097451251377	0.514445231087293	0.412553774153282	0.36516106331797	0.546525876676831	1	0.411567705377111	0.471877068455541	0.345306935471246	0.600082274230342	0.26452668285205	0.645539644787796	0.485947972394522	0.549294022886418	0.396119175506139	0.474287691052043	0.410887761967898	0.466923152124885	0.307737862734	0.292148797988867	0.592100225872291	0.503359031702182	0.492816839998133	0.455118679391808	0.442001342008964	0.360907805301218	0.102333257020423	0.285229834251825	0.228951297095608	0.212219751737746	0.392355341684417	0.49993215082121	0.459328290554253	0.649792263379608	0.391689495274761	0.373613634856018	0.627279300977621	0.57963942759059	0.401851042866463	0.457665420939688	0.332523059450822	0.443842278148304	0.483039485142572	0.290238759485771
NOTCH1	0.634683393541921	0.256921809466315	0.642285899758039	0.199554043222947	0.666637163902739	0.639461001160297	0.120787321755587	0.358986833429838	0.555447868577403	0.540510013216569	0.479935891706662	0.657695991735906	0.545960938454382	0.560890486915159	0.623721882377755	0.749227180915783	0.507500194120828	0.586873960356005	0.797356803604741	0.598252181285278	0.513801389667117	0.555072939741067	0.528733338282875	0.677810767315857	0.793827909432151	0.753440540835381	0.854486267531057	0.704994978528321	0.672877265038688	0.740042809000296	0.802435975518877	0.754173648129609	0.869683439541001	0.83218070677303	0.411567705377111	1	0.798858764900681	0.777690368013202	0.699668150494626	0.834034290533385	0.752174173831602	0.754406870347669	0.757819810676457	0.585515595692864	0.822234808640334	0.697447928624546	0.500122540244911	0.75820423264048	0.735478986238005	0.766460117310388	0.647080449632801	0.733874938154846	0.797199489980616	0.546921857054894	0.899117909717009	0.462371678036008	0.65515839697113	0.486953061928009	0.628354885473444	0.66593076040902	0.83123143456856	0.897811791094663	0.781969615628933	0.739687175022341	0.808788659784443	0.73649036109667	0.73426999164006	0.846579077075445	0.634727999227125	0.8223868710007	0.84990608201036	0.739811166244412	0.830524121039307
CD44	0.802100801818259	0.179256693675802	0.835099998645555	0.152371900298651	0.790892212661253	0.754329702646427	0.0159472839301031	0.563271862797902	0.39820925382608	0.525409222155643	0.687008396995543	0.694228644748326	0.490959157894092	0.727280474861279	0.773652470974037	0.635952920816813	0.697555012175944	0.595700029776505	0.918990949292153	0.814950323408079	0.681858165212666	0.749817529688673	0.734835929402821	0.863788360331965	0.812021847300674	0.797534052088412	0.753467987833212	0.801277625102722	0.731895160275125	0.785589164302594	0.873861689377962	0.839312663866341	0.833691094308272	0.894039283992327	0.471877068455541	0.798858764900681	1	0.846122070758415	0.864388079089618	0.686742617971198	0.831045858378664	0.909822921334949	0.820533136752796	0.749336164730809	0.881218187434202	0.850279093529864	0.436689938717275	0.840763580267277	0.661354407831614	0.825327883698162	0.804042052301679	0.791705979381331	0.927788899726	0.535105068025428	0.819956222039363	0.72433660941422	0.864455582444459	0.759262488952557	0.797545815983584	0.668178929031752	0.90693197556659	0.81640315466759	0.755777216277256	0.808449919827081	0.747535521621759	0.89491048056	0.831721453630606	0.884993282196965	0.593305846480563	0.687809762214607	0.841847736892211	0.829904565483464	0.690073282658049
SLC16A7	0.727545664287347	0.251460195939308	0.762869574026971	0.23462189061572	0.723226823135598	0.679484100497502	0.0768687962081535	0.491849964498888	0.433569861066127	0.468173557683004	0.57722361584664	0.6650735544742	0.496167475141116	0.624967240203406	0.641322508877084	0.640023102112917	0.60600224948069	0.507592795299405	0.801541556322898	0.75647139220466	0.56000685522512	0.654969646250217	0.651420421350577	0.765572525554618	0.7111619439085	0.673895477033477	0.710559522145533	0.682291302701645	0.597374993248202	0.719267881162442	0.758797099396662	0.75459984326786	0.756400250598848	0.809207308609103	0.345306935471246	0.777690368013202	0.846122070758415	1	0.773583998362888	0.602784212173019	0.704600980862813	0.794450886429373	0.743401423164617	0.6535870844698	0.76877615950867	0.72589120815395	0.40280826266413	0.782624562773906	0.531940947206279	0.748289581484104	0.696915366187768	0.693266607497364	0.846230880627124	0.523172980474135	0.740147984879844	0.674099993013136	0.770608145015701	0.692707279670347	0.723032028130386	0.651921842317578	0.790659769375969	0.726946195837127	0.639085911690857	0.715443183353343	0.617635160050194	0.812808963695998	0.670005949241005	0.756720696592277	0.472807205478157	0.576361966803301	0.733383670540152	0.767032668018869	0.586381562850439
CLEC2D	0.841407243144593	0.162847088197426	0.871941290075811	0.13844654594598	0.852872734105191	0.815243945603434	-0.0231346241072575	0.567291969783791	0.35495151422263	0.574389048006626	0.726437328479506	0.70197992712573	0.505800138706484	0.785161888714475	0.826853227929323	0.56550171033321	0.676347208987475	0.649326336745873	0.864018740886337	0.792604367865944	0.739784759287915	0.769364186415262	0.664651028823289	0.852039545918063	0.721953391508256	0.744650849736906	0.574750227345051	0.78182941888516	0.757600285374022	0.812877875216079	0.832443176761155	0.789403196831685	0.704856845735246	0.865076825008737	0.600082274230342	0.699668150494626	0.864388079089618	0.773583998362888	1	0.481267063065537	0.825834415728977	0.847286843606362	0.826999781823468	0.740679360940033	0.767062097014835	0.763855544413017	0.494310948617207	0.746989430432322	0.435178980658626	0.830439220181778	0.797541436004995	0.751617202229463	0.842832773846006	0.58487367503043	0.648927199767047	0.684102575672482	0.778369576708177	0.739301945133673	0.719090530644864	0.620602625208576	0.832734252950682	0.706069737226316	0.717559923169498	0.688818933056141	0.546050214010294	0.922661391181081	0.788573996128562	0.72116859949174	0.462232346619272	0.475477807234993	0.701692716791987	0.812058686574148	0.493611019342556
TNFRSF1A	0.458608647510693	0.176748383961574	0.471914102629433	0.120752650255025	0.499435432635348	0.449651538124653	0.11199690939958	0.279812366876311	0.500315159662972	0.42676026275455	0.336969229236186	0.505513562448864	0.434430158340845	0.433258617103878	0.474227902402519	0.635824955164031	0.409496262748765	0.514730349217717	0.680907748077765	0.417110195143187	0.358759475386006	0.412983692441482	0.427364730037503	0.521069900015086	0.725231670743023	0.688565060014473	0.906189140086738	0.627747000942079	0.562866756363583	0.619190925125572	0.678757928835128	0.651425994976396	0.861894020203329	0.726098641445301	0.26452668285205	0.834034290533385	0.686742617971198	0.602784212173019	0.481267063065537	1	0.635802270883752	0.634080808147643	0.61068336116326	0.465789284309573	0.75573839705628	0.629006823636781	0.418723292363857	0.67797556742962	0.855926335244773	0.615597951552072	0.547189535159661	0.646670732913415	0.664922839874256	0.427215108439822	0.928836152007043	0.337192233811547	0.544248630132733	0.316810966410643	0.554833903935394	0.581785564381718	0.73919978852837	0.868995867550994	0.756391407466762	0.650575804328187	0.898275004391989	0.514222022532588	0.656518150701842	0.828066906275551	0.721994308012101	0.93541406538116	0.859627745523182	0.620028667596537	0.941433768447636
TRAF3	0.861700612488835	0.0379513581375556	0.83560915585902	-0.0131845748974024	0.909688141991857	0.876719955839768	-0.0643481420224008	0.621454434806062	0.297861504926694	0.635135633998679	0.691212493491179	0.654667649484948	0.548419740208284	0.856124625874126	0.897101565299371	0.511866699838027	0.737250811361554	0.811103716385155	0.850470205639913	0.65796179861426	0.827121190319435	0.804615125368635	0.594881846077328	0.83075455409162	0.774660151356488	0.904174908922583	0.663373397532048	0.913093339283401	0.909456959371088	0.844187726348066	0.837263303160533	0.856319151965295	0.796535951861965	0.87392932833945	0.645539644787796	0.752174173831602	0.831045858378664	0.704600980862813	0.825834415728977	0.635802270883752	1	0.888040195647237	0.799457417293279	0.794335842680084	0.855890701130296	0.841811583046094	0.664885787512268	0.729913302552167	0.60106875436791	0.861559564530202	0.849898678090485	0.871827493300249	0.818488304434388	0.683393335582973	0.773720017025364	0.546295405572141	0.681621293447218	0.622411622796851	0.728733273315411	0.557250719465551	0.85390055666702	0.763847770530246	0.816824387917517	0.688566935943535	0.705564310592406	0.832544125486884	0.882317707865313	0.782948086407618	0.665872322698715	0.620591260683966	0.813387829027669	0.859979392346456	0.639306373089378
CD53	0.925533638587292	0.0910211456069327	0.915421769778699	0.0675708908743963	0.896684019109124	0.886639833557033	-0.0119637241974759	0.737123739892483	0.261937004071156	0.636973959964511	0.741041843702753	0.659530269149224	0.493647553165687	0.837671042501574	0.85509348155017	0.504850496764789	0.844547049509816	0.712000357267005	0.929151409579975	0.838256229279047	0.787635744157673	0.847730843906599	0.737405444063374	0.923905049461045	0.769821521499709	0.843999647445154	0.696715072923981	0.880822360612568	0.788773329178898	0.784667872895288	0.859289136647176	0.9032931640545	0.808598009322047	0.879671009671121	0.485947972394522	0.754406870347669	0.909822921334949	0.794450886429373	0.847286843606362	0.634080808147643	0.888040195647237	1	0.797401549835321	0.849058183325027	0.909010480813569	0.919047162170941	0.548336210304978	0.812570736537038	0.603447104653105	0.854198442398823	0.896342997085857	0.853201176913798	0.894304701581947	0.710087829995003	0.766985394559006	0.745505974383057	0.832426778691777	0.804037100938748	0.856118609298919	0.610010897531439	0.902345369325768	0.742557209689923	0.740047904581817	0.739216941085055	0.700767327327499	0.850555748351282	0.848101517115309	0.838718064714692	0.615689365044237	0.591696058224352	0.840043612672444	0.927336773361353	0.635827156840158
RIPK1	0.761435343295487	0.139568444382679	0.777588124022629	0.120388102285459	0.786410778568886	0.751885038364455	0.0230828036460617	0.484425028508323	0.390509231281434	0.560576438175481	0.63354267333257	0.656029552909393	0.490890873161219	0.727340635201421	0.742815042284094	0.589433000332843	0.596333491535309	0.656123611462102	0.817986480452475	0.701497597741188	0.702016716851172	0.685550818756189	0.557830221979609	0.787114793717393	0.755431145089142	0.751107083757712	0.657921050408262	0.755802335834191	0.761867889504313	0.801851461659594	0.796162674367947	0.746115256969599	0.761447813204337	0.838074927188382	0.549294022886418	0.757819810676457	0.820533136752796	0.743401423164617	0.826999781823468	0.61068336116326	0.799457417293279	0.797401549835321	1	0.679569341667312	0.770482479161404	0.749788075606715	0.474894804425191	0.708369168649521	0.569650755086913	0.795304060203347	0.751182546096039	0.727857489513524	0.807050746698165	0.546468623890915	0.72903990391582	0.584310333624295	0.666906286781345	0.625514216587394	0.648497568783554	0.618901647266393	0.825063460564388	0.735510444358515	0.744538087161172	0.661239058370613	0.651986957195565	0.839951516705311	0.765486428074535	0.744069935780961	0.546274977516121	0.595552475031431	0.766103006122511	0.776177670967505	0.601766637704794
CD226	0.806211234243222	-0.252838064298567	0.792677977823578	-0.269135140274682	0.784084759384643	0.771267178423256	-0.205336691237681	0.808131635312529	-0.0341870461828924	0.423711016959762	0.786778985095806	0.42230168623643	0.240950554892879	0.802895188534711	0.818243639196477	0.281037345826184	0.849515145274681	0.615078373937541	0.786781776111666	0.648509314820832	0.80739547661402	0.897114958817608	0.706457915476202	0.792635684520411	0.630634753710357	0.764581764402492	0.44106257553461	0.883705912326838	0.697980936686955	0.650524813103677	0.72358797963267	0.829874635450381	0.721103194068639	0.76950748871059	0.396119175506139	0.585515595692864	0.749336164730809	0.6535870844698	0.740679360940033	0.465789284309573	0.794335842680084	0.849058183325027	0.679569341667312	1	0.708221059257621	0.890181457638518	0.425172861988087	0.753606475021041	0.417787115450826	0.69192498000409	0.789778850856847	0.838994558665445	0.716264017420144	0.622556520631212	0.64455625524928	0.713882840962929	0.786370429362463	0.737565833700294	0.78992912682026	0.303354801997428	0.802059531283129	0.635919155537069	0.633015572376916	0.548573127354546	0.519105400607761	0.676422041823604	0.803275832414872	0.646477824286042	0.489887742412727	0.455650111791154	0.686637822459444	0.779948371651167	0.497734060095359
ITGB2	0.808752852196903	0.298723091571463	0.79592655464586	0.253875054774004	0.83041635494061	0.811483979295942	0.191944308893677	0.532796270766052	0.47692453510685	0.694374527513629	0.533920726979457	0.77103253723303	0.644999099363056	0.693245590666223	0.742316771663659	0.666302590361348	0.649688218364733	0.716000352365458	0.868161120591342	0.725374495443251	0.618881224314216	0.65826624771537	0.561181056796399	0.814270824356332	0.850391873065621	0.869899502276592	0.850056077196245	0.823189151625344	0.770694962287092	0.824242341790061	0.794845560552123	0.827909709947709	0.80209275024984	0.861230532468691	0.474287691052043	0.822234808640334	0.881218187434202	0.76877615950867	0.767062097014835	0.75573839705628	0.855890701130296	0.909010480813569	0.770482479161404	0.708221059257621	1	0.801719260353988	0.64531079348653	0.758409555454264	0.766356778896598	0.844949889620383	0.796117916458166	0.819830712356223	0.900459286311932	0.701718370595828	0.840843392305326	0.557228462867663	0.734140914546521	0.610895387606019	0.714604247955786	0.726612947283547	0.854235033577341	0.791032941580481	0.77582287235466	0.811116601109874	0.837896180639041	0.828591600833253	0.778340877457252	0.894047884884946	0.754797544833399	0.715926902383935	0.895310568524231	0.859778854248775	0.74571775227199
