""	CD3D	CD3G	CD8A	KLRD1	KLRK1	CD44	CD247	CD69	LAG3	CD8B	SIGIRR	ITGA4	CD2	IFITM1	PTGER4	PTPRC	CXCR4	KLRC1	CXCR6	CCR5	CD47	TNFRSF14	IL2RG	CD4	CD226	ADGRE5	ITGB2	CCR4	TNFRSF1A	ITGB1	TGFBR3	ADRB2	CD28	TNFRSF1B	CD5	ICOS	CD46	CXCR3	S1PR4	LDLR	F2R	TRADD	CTLA4	ADCY7	SORL1	PILRB	CLEC2D	RACK1	FAS	SPN	SLC1A5	HAVCR2	DPP4	ITGAL	TSPAN5	CD96	TIGIT	TFRC	TNFRSF13C	NOTCH1	SEMA4C	SIRPG	PTGDR	IGF2R	PDCD1	CD81	CRTAM	JMJD6	PTGER2	HLA.DPB1	LPP	STX4	TSPAN14	SLC16A1	CD82	CD63	C1QBP	VSIR	KLRB1	LRP10	CD74	PTPRA	ATP5F1B	RPSA	CANX	LAMP1	CADM1	ERAP1	APLP2	HLA.DPA1	SMAP1
SIGIRR	0.974435256415191	0.974623169219391	0.887063363350515	0.946222108308175	0.976413861422014	0.966718188269896	0.907861295400468	0.946754230592484	0.867952009363796	0.975840484019098	1	0.735132773900943	0.959610504807673	0.851149900958155	0.950605184717967	0.899924603422443	0.93898596304252	0.927054365334795	0.954284577086639	0.216202686726116	0.848536024760782	0.837052867778434	0.961023531239782	0.118771578065839	0.925088565027759	0.987156286668863	0.51644289223043	0.943351647125963	-0.229151839391403	0.80024043192019	0.843784048062197	0.639155285004986	0.727668917352901	0.630699403964133	0.858240047889171	0.906055965197791	0.443913025332832	0.838859540730184	0.828173842200613	0.903750965863987	0.818056845544001	0.793221733060924	-0.0342189884408461	0.647555479259129	-0.12945283560428	0.710104621165647	0.96048177159714	0.765439212788695	0.865116154416813	0.711606718713707	-0.303118421577981	0.0664168650982744	0.900075103909725	0.8744043150734	0.929397481650734	-0.197899018082771	0.68824646051861	0.490541694961807	-0.713023542618226	0.818943505328226	0.872924235701419	0.922583561265897	0.902881103132404	0.91244418660246	0.622245679473462	-0.323982486587936	0.0376406272055815	0.836226420803354	0.864786451502755	-0.473236568352923	0.263156494017756	0.611515853531078	0.324507534267303	0.903953637194611	-0.275268541192001	-0.34371792924083	0.256674109619637	-0.560452621665722	0.903224073067536	0.748527786921597	-0.527291126515168	0.788093490642902	0.33050425097371	0.869954717923202	-0.0631123822610901	0.0183783053171735	-0.404375970345031	0.623256868602375	-0.145580078226727	-0.484560510418479	0.55299458428076
ITGA4	0.702055139340006	0.67869249271497	0.606735900193301	0.555557509938719	0.765673996921473	0.606722739991306	0.681087944427129	0.576567492933556	0.418017908706017	0.664952700849923	0.735132773900943	1	0.652706325366839	0.709585648578851	0.814327160870255	0.844153266104025	0.675222162425058	0.86222122616751	0.875709732092096	0.0788619265817166	0.902912349830176	0.8890514065061	0.828772022683488	0.00650067350639474	0.908056432457495	0.744221624295011	0.350896541133984	0.899820325136085	-0.407848413698109	0.883767502896962	0.701001452372416	0.890728595487772	0.995488260056091	0.697855357836942	0.795021478702836	0.883489414506073	0.658906893598934	0.945277832460845	0.284383560765979	0.856896806530232	0.96655006822875	0.298405791858293	0.106006564570873	0.816288729333301	0.0698300941195812	0.610850687579869	0.6101435319802	0.620382477280601	0.720177888291397	0.147922359563451	0.214070478922546	0.16752654704337	0.466697826820642	0.934384244376163	0.769969206143646	-0.261540395712516	0.870921382990857	0.652004764232221	-0.405642807206946	0.765110292744101	0.628619402281782	0.892292857456654	0.440812828251889	0.788933337000414	0.522575169554715	0.123295148416115	0.606636115212578	0.733373330066703	0.3372483968364	-0.350498299424961	0.706768832266916	0.405019024608354	0.572385377440314	0.554246713686361	0.270809255033366	0.0326000500541226	0.442546235042105	-0.153669715751403	0.667982256693539	0.147341597970092	-0.26998006267365	0.787141380359273	0.681323191393564	0.645104305499664	0.497828496009431	0.26120670577864	0.189645085734518	0.876888290215703	0.384965077941326	-0.326631479207916	0.693059911935211
CD2	0.995268925076773	0.989465182123261	0.970023160511657	0.955546662087173	0.981005767587943	0.970088697597389	0.980317842853758	0.970541505862134	0.912177499921908	0.972457719329035	0.959610504807673	0.652706325366839	1	0.927014683127124	0.911466127249318	0.888164174501367	0.952660485600837	0.863765793802068	0.879141718310483	0.407475391230501	0.706606681257752	0.706802275604878	0.952374967342821	0.248273295970617	0.869099450571591	0.971597222990444	0.65342016398562	0.868140884004341	-0.0722541187458077	0.711739579168809	0.907645207252344	0.472666832074383	0.638493524784362	0.577041094767019	0.902608554855238	0.85466885669202	0.245727481114345	0.820386446586093	0.882248110232427	0.79512846568743	0.767959703460197	0.849754764964166	0.20733010046139	0.46383159397247	-0.163039799494254	0.512554835774034	0.992668552017088	0.848860932226636	0.81126263881432	0.719977310160878	-0.397336388949677	-0.157370463016427	0.915696406416208	0.780435164591903	0.927742156693935	0.0661021409635008	0.718556957450636	0.285590324140964	-0.636608450012611	0.79719114315462	0.83612557301265	0.892241221597809	0.901382560394227	0.848034558751214	0.730263594863093	-0.359768985377024	0.0721239060659263	0.726269236838774	0.908545789748322	-0.386880136590438	0.0568219242737541	0.407746318907537	0.11947531166903	0.866934109612332	-0.297977791684423	-0.290495783625766	0.331456373888854	-0.672477349078627	0.913671636090202	0.811420440357724	-0.508676144802634	0.680896126618331	0.233354791241974	0.94496835338129	-0.17910207303483	-0.00115941033451755	-0.495088157822798	0.462769274124361	-0.241888135225564	-0.418346074079995	0.441355321919163
IFITM1	0.922574980042912	0.914850999577293	0.916406858555152	0.834075647430529	0.921283327247435	0.870675484165259	0.967488732536596	0.880312363911068	0.75281717323554	0.854811353996185	0.851149900958155	0.709585648578851	0.927014683127124	1	0.877666095134747	0.855913160863559	0.872030369856507	0.837176032697203	0.826109841255905	0.398022876384313	0.649657309452313	0.6270566843662	0.893866551464849	0.25358597692385	0.859470262195765	0.897967090842887	0.673233213351436	0.822429951351404	-0.0454971035920117	0.732258161588857	0.954671209857171	0.464691856309572	0.701688548541657	0.539926557894296	0.956010243102625	0.848254965416214	0.252572412589798	0.87257592495062	0.693932702172115	0.745028315821706	0.796121121530788	0.675295014916267	0.438744666050122	0.437607644241862	-0.118694696469798	0.325313810262685	0.886685472458663	0.861653361231389	0.776374371297896	0.543461818524738	-0.310993051442729	-0.30396797389763	0.80716569378965	0.737096873854673	0.90517556175112	0.202316196695628	0.803511163366759	0.244300875053083	-0.544622439383877	0.74517507378643	0.803639006192137	0.894268986354142	0.724258726786163	0.775325847378285	0.716285002796334	-0.227676020540439	0.283476072324723	0.60746951409968	0.767026945078325	-0.318461626775758	0.0868782249245869	0.220567719830347	0.0981109259652936	0.746819373084073	-0.0451454950092282	-0.114523731317033	0.469688116888313	-0.628993347631114	0.895847649289624	0.641447300361674	-0.44626190409908	0.619404192911884	0.294232030964952	0.938854069146562	-0.0529313380911266	0.0160657589640589	-0.360453399910433	0.449790722250554	-0.113329818177441	-0.347121344472837	0.380817063035153
PTGER4	0.937537476394808	0.952043154400122	0.82106961702748	0.900953201786561	0.956614449175438	0.93840290051101	0.895648512432659	0.926548629938373	0.739856345946716	0.920133335880809	0.950605184717967	0.814327160870255	0.911466127249318	0.877666095134747	1	0.904310023072061	0.931157031082325	0.977989174390811	0.976487104837022	0.111019040009696	0.878946438237048	0.820612149652413	0.92831344855378	0.0666516123904048	0.965592931529833	0.977184127191279	0.474071781444068	0.967234712605986	-0.249973125635004	0.904029675972559	0.915487230953609	0.687686435428021	0.827102219550212	0.623608865725575	0.932587616103738	0.98384610847169	0.589135217189477	0.908911851586287	0.682632626003599	0.95018744197524	0.876302294617152	0.620193156937753	0.026201195726838	0.75785161075818	-0.0689160889191904	0.668286607099225	0.896872458144145	0.763485199621469	0.953108397291806	0.661456293930084	-0.206804456333996	0.0888127978152841	0.883533500443979	0.880231638646591	0.956491734877809	-0.236804689583617	0.714359209446583	0.595678124073433	-0.730279006607122	0.839682714546598	0.930063551256779	0.980749818450467	0.819847040826068	0.911050166108124	0.502850804226661	-0.229250481323471	0.131094373751243	0.860013556319208	0.786740161800637	-0.497504175668756	0.374584077294138	0.607601711795085	0.435819109069323	0.852206532988278	-0.0669062282402079	-0.268635942166659	0.333155834158704	-0.506483303078907	0.962818806459689	0.632373033625783	-0.51479759857812	0.792239161618197	0.424919981223469	0.870576147399579	0.0442807443275167	-0.00233845240761269	-0.279636318228465	0.687958835968136	-0.00352312813146564	-0.486253536318351	0.569456458144127
PTPRC	0.901906099530128	0.881943456232811	0.87071767516528	0.816549104018318	0.922575394642982	0.832295465549029	0.887411072552993	0.83483443532898	0.751386450504795	0.887681357212883	0.899924603422443	0.844153266104025	0.888164174501367	0.855913160863559	0.904310023072061	1	0.938213471561971	0.89329024497015	0.896701981460757	0.396252370401738	0.838407191776602	0.844513522217871	0.962980227402753	0.393472289872215	0.912671805616285	0.908452237369984	0.712120229766146	0.903243640185064	-0.0406818888918474	0.889036715305783	0.845708136032023	0.731965372903992	0.83392269398391	0.855719691743814	0.885034127779542	0.921444514131979	0.492258865791235	0.911148045059478	0.665702601955612	0.866141589755826	0.920347083225064	0.708334157004645	0.21169701537582	0.641273217714096	0.186634592056404	0.552371004423675	0.869821728878418	0.903179551271676	0.80599283221941	0.472256986644957	0.0553477604468307	0.122615169002171	0.72925581934557	0.920349319519967	0.901041922629009	-0.0207221783163393	0.835209373169287	0.554998814197141	-0.401836332713439	0.894273995604554	0.722667409226091	0.938507753643075	0.763759061186758	0.904669630876925	0.739136233667711	0.0516914581359853	0.370270202990102	0.844652309754425	0.658551638747306	-0.182663181940348	0.431996048931126	0.394853462378376	0.430813125768148	0.775619424311509	0.00835404439756915	0.0494453831502127	0.595427797076952	-0.313414742110214	0.813586484470822	0.573377450569075	-0.196377925969035	0.817796748265336	0.619446765870098	0.909036711205381	0.254293458263629	0.369633999226389	-0.114543983135321	0.751408956662468	0.213835888858253	-0.173300650274322	0.7383913335199
CXCR4	0.955583789956202	0.95827176142103	0.914890391518318	0.942031657419056	0.951382684503659	0.944345146285128	0.929218431537679	0.95568432345777	0.874931151252776	0.957362025156806	0.93898596304252	0.675222162425058	0.952660485600837	0.872030369856507	0.931157031082325	0.938213471561971	1	0.890518520928372	0.883012712496407	0.389731997089236	0.756297313216273	0.737020062280228	0.93584018693121	0.346291021865321	0.867840393522891	0.957368216473194	0.686099493436177	0.870758989443229	0.0330435268583697	0.817300587617246	0.891865519411189	0.556997882517968	0.677651975819902	0.726779292917924	0.886819917507004	0.900699966677751	0.407361228076029	0.822652665416768	0.829634321375091	0.840023669752863	0.793049147550709	0.797702810485058	0.144383328999146	0.5608386872447	0.045975361662085	0.548112404832275	0.954207460787903	0.880439400731784	0.867098641637841	0.721324735928106	-0.200573027068476	0.062901397591555	0.89877906976529	0.81393263542967	0.925074060188289	-0.0189119932840417	0.689697092002476	0.473012841407754	-0.56785051687209	0.857759432329804	0.830503569252791	0.912300512584447	0.903229010868592	0.886931419898213	0.643321203342464	-0.179322822062171	0.0809179799003609	0.849245710120509	0.850391220469739	-0.286495846192609	0.204043072887751	0.487403365951733	0.320502741819084	0.886239331445229	-0.188102619328377	-0.15248264397667	0.448105433009877	-0.488376043179472	0.912687879177792	0.77547436294446	-0.345008060516746	0.747087301431521	0.391191820001873	0.938988327121545	-0.0363851957254366	0.152803673067433	-0.382897718763288	0.569718395675173	-0.0452414077140421	-0.284916947322309	0.56873184353478
KLRC1	0.896675267898928	0.907669011750794	0.778420101579871	0.872708985694477	0.935867567463433	0.893151465292551	0.845140207656339	0.875673136627865	0.713874636323368	0.904452523832964	0.927054365334795	0.86222122616751	0.863765793802068	0.837176032697203	0.977989174390811	0.89329024497015	0.890518520928372	1	0.982120328375995	0.0740183194716081	0.929537567177156	0.87443388014934	0.922643183621572	-0.0141554973215883	0.956260345020254	0.943630883820947	0.401298936975482	0.9810248258823	-0.26753521936877	0.928806187972838	0.879992330301135	0.781739176939751	0.87295273872007	0.650146033441073	0.88498682285763	0.982618446260794	0.648267367683711	0.915354174827701	0.631101051082542	0.955314008667687	0.890322194362426	0.544995773016422	-0.0357540064410142	0.803140623829689	-0.0519678103848388	0.731616156927442	0.848382655568006	0.713000876512563	0.932078654249692	0.61449320145204	-0.139051060486942	0.159697710023015	0.830449090914545	0.927739980781158	0.938266298181177	-0.320074904753931	0.719177078758468	0.661187635816589	-0.721690521033518	0.858364149124033	0.899518887376825	0.981901040901726	0.788123309221757	0.937345087739042	0.475608339981982	-0.175726638201992	0.177309266552	0.897528356234226	0.710166340213004	-0.50571556759626	0.470514128051829	0.643376799957339	0.518659425865269	0.867901024853426	0.0259888272275266	-0.241037676280927	0.299065693940436	-0.415175352332161	0.924655719674563	0.549738060155261	-0.490071911091395	0.849375686737745	0.478892036441436	0.813167542387913	0.146933275135362	0.0560264878565129	-0.221305722875146	0.74375296938242	0.0551139445905511	-0.490158793607366	0.591520018587423
CXCR6	0.915226253948336	0.918814440244335	0.787902654512571	0.860412216560066	0.944290174733075	0.897163674866702	0.849574032231376	0.868362889195715	0.721259792728968	0.907936565591001	0.954284577086639	0.875709732092096	0.879141718310483	0.826109841255905	0.976487104837022	0.896701981460757	0.883012712496407	0.982120328375995	1	0.0762251569091962	0.937397260793677	0.903430383301157	0.941418795148075	-0.027918300983743	0.982331244542166	0.955767246926378	0.391856870009222	0.996351393107988	-0.367383297833975	0.897148940490997	0.842963509727774	0.779893415024805	0.879648373298716	0.639507455986287	0.884301883898455	0.970426648237582	0.614538239803488	0.926298962433833	0.644850094936539	0.966814201071617	0.910976579232242	0.584336371061707	-0.062509985825248	0.81249031159499	-0.108625255667185	0.755561767187979	0.865815999365854	0.695249457193114	0.908441496523448	0.579938760725064	-0.159511115311804	0.149892617946059	0.814782883336668	0.936515421769821	0.92895715388813	-0.332144027732664	0.755140233629707	0.632023463056427	-0.725427894399356	0.833112874342746	0.88312438957488	0.973547730251667	0.778044842155183	0.919677026572269	0.508717480197387	-0.224307615271746	0.191972784836707	0.872212220109723	0.722954123983759	-0.542403996574751	0.466727487462686	0.649649145213326	0.482555633062987	0.841481178654135	-0.0775009341922836	-0.296436344903514	0.269554433867591	-0.450197102493587	0.899133386244614	0.546726618132561	-0.530769350919675	0.835855546207618	0.449071305359525	0.800171397147239	0.119991411050571	0.01830027726826	-0.218055152914332	0.758581569415069	0.0227710353699672	-0.532546269120732	0.599921830089318
CCR5	0.363437441721099	0.298067600688512	0.591812061536893	0.282687778674301	0.322041213989007	0.223796416545131	0.459878423497409	0.277864278136031	0.530900175005905	0.343370393101262	0.216202686726116	0.0788619265817166	0.407475391230501	0.398022876384313	0.111019040009696	0.396252370401738	0.389731997089236	0.0740183194716081	0.0762251569091962	1	-0.0716201664737832	0.0253862444310744	0.38039908225982	0.699936394468171	0.121460182921942	0.23092785929995	0.703742006901376	0.0866455794474982	0.500393021364375	0.00898269434147984	0.311248213810494	-0.13455471755767	0.0291717673927234	0.377282103312254	0.313478568657389	0.0963257318101955	-0.464353507729433	0.250253478219739	0.478181892089263	-0.0339450463111487	0.226914381569171	0.524652203314259	0.681134558188031	-0.364244380688589	0.0606595651867559	-0.290631665591436	0.410954221149434	0.564495245408306	-0.052339472210741	0.0497105068703984	-0.028792537553839	-0.435496897523918	0.163618723409555	0.149529277159661	0.252988515960716	0.758494635432019	0.486707018363478	-0.369421553645211	0.287657987018412	0.357104120057474	-0.0866693654728325	0.186400353294206	0.281702042406841	0.149679604412986	0.732330167116078	0.040088547121307	0.354877668008344	0.0760855155270138	0.270127081759793	0.320452659288609	-0.347406792980167	-0.467616288553604	-0.382386909211532	0.229070409874821	-0.201741709320533	0.273024557397842	0.499345953868301	-0.231125524624786	0.124752700039743	0.320015626634824	0.185077438309344	0.0430741984222348	0.051436790670766	0.466076349846557	-0.0975674489910889	0.355980762170176	-0.198707413352602	-0.100565459799597	-0.0839426121308361	0.267914713259347	0.12545972555536
CD47	0.755653768675689	0.756368299482032	0.602035127131687	0.709334024744829	0.811174264640264	0.737769916951433	0.660493658746661	0.698553623247216	0.560068626425056	0.779180721794704	0.848536024760782	0.902912349830176	0.706606681257752	0.649657309452313	0.878946438237048	0.838407191776602	0.756297313216273	0.929537567177156	0.937397260793677	-0.0716201664737832	1	0.956510981812906	0.844559887373239	-0.0630140986746452	0.903569648493893	0.828270301430399	0.267833287714319	0.947324133328195	-0.40844907810662	0.920707206624359	0.669975308224205	0.914040161642094	0.909560257850469	0.700602494041377	0.722499916769393	0.91329722541124	0.79340995643918	0.851651858076725	0.457546464454665	0.950086703257989	0.887812292730787	0.433888116093377	-0.227684748659565	0.894772881220393	0.0661774053317727	0.865605453595065	0.695547109546715	0.582364413871859	0.825722176451525	0.427665551348177	0.0890148491649152	0.388372201307382	0.639704037779059	0.962516881520539	0.813997525083021	-0.514210725542337	0.673325908388624	0.798427684473367	-0.603519711511439	0.811765176003527	0.757419086733913	0.897590975171258	0.647656094770503	0.885496046349718	0.397926661031953	-0.000352239729611083	0.249440672463345	0.891509993413568	0.508271170563393	-0.442427680875667	0.709357163412912	0.729204417042983	0.702336967740008	0.75367465395999	0.118854575100485	-0.154290460047438	0.262076209986193	-0.175378705893665	0.74667360848221	0.367888004056726	-0.351941059191555	0.896435697406068	0.631708337842174	0.646821457648276	0.369298614673747	0.190788281351824	0.0229674253183089	0.87922413787485	0.25486012493306	-0.412642074016793	0.743168909049846
TNFRSF14	0.744660083463885	0.730759788983704	0.619581243749012	0.676610138498094	0.792423387810111	0.700769702293619	0.650311197599875	0.658279498592415	0.580326334411274	0.767903076579525	0.837052867778434	0.8890514065061	0.706802275604878	0.6270566843662	0.820612149652413	0.844513522217871	0.737020062280228	0.87443388014934	0.903430383301157	0.0253862444310744	0.956510981812906	1	0.856205202636977	0.00202817350276784	0.87165792863813	0.794355765245301	0.352961206979365	0.915098032542478	-0.335288781616062	0.860578696879288	0.60458941472424	0.927870766365667	0.881720116520511	0.75964805092404	0.672022383177588	0.852470448635121	0.688005364503212	0.83063875431386	0.47605960721692	0.875767854879837	0.864816440955096	0.494458044523554	-0.181651002248492	0.845127312516762	0.113473482300289	0.831366884825398	0.687901093452892	0.601886649570817	0.744165770217865	0.378538087448986	0.120038061551107	0.398059390947495	0.581653942577146	0.960254853817669	0.748276815084001	-0.436102033847957	0.711689382179183	0.725138206355404	-0.492001935801018	0.736599159463789	0.67752648436013	0.851304537421987	0.624326490919591	0.851632920787198	0.497824683025046	0.0380211141260777	0.301660167556911	0.847513795583844	0.481553291113743	-0.328837230615544	0.671811608516837	0.662218699067254	0.65807294895652	0.715927944679297	0.0372145845837829	-0.0938054984850566	0.251833790079495	-0.122384269052253	0.671156500117417	0.377120031141416	-0.263962613256221	0.866023058953477	0.593527967472858	0.637991346850002	0.36011554986145	0.279142529260326	-0.0195150515811754	0.848176167094469	0.22448700745294	-0.314956317288531	0.707105949856508
IL2RG	0.96618869522058	0.946005446680208	0.927663973914284	0.889290192677351	0.980122190574982	0.904016513336433	0.937055840007271	0.89331185754432	0.841752545771844	0.953692571748783	0.961023531239782	0.828772022683488	0.952374967342821	0.893866551464849	0.92831344855378	0.962980227402753	0.93584018693121	0.922643183621572	0.941418795148075	0.38039908225982	0.844559887373239	0.856205202636977	1	0.227847034129938	0.938800984461773	0.958792701619955	0.621145401664774	0.944251879541462	-0.161814472780833	0.824788956546138	0.870729521488599	0.688003586537733	0.810084995078042	0.724797665867978	0.901294036481915	0.916432930024467	0.401102327833963	0.919246944211935	0.764640720359115	0.874343071646704	0.90415250504828	0.755052641454247	0.159291473242913	0.615178347656081	-0.0493562869425047	0.611810307499239	0.938490822549834	0.84452918474739	0.810825618866272	0.556896499127597	-0.161381835406221	-0.00258584223097821	0.805131727642341	0.920891166337469	0.934880178117664	-0.049460488424681	0.838782824110784	0.452699142084801	-0.557817481532661	0.876747877041169	0.783509030055684	0.950378855489019	0.825430198609118	0.913042413166617	0.752682093677556	-0.177447609517225	0.280292085838535	0.817507466898502	0.761813753712578	-0.360070608997349	0.316529009761552	0.440440430747494	0.307681676214601	0.844349588984236	-0.140027684463307	-0.165527088303635	0.415692167089882	-0.489728510865446	0.859135504987033	0.639227788053039	-0.408189456793984	0.802141869469823	0.447782631335897	0.904286190673495	0.088002536164153	0.175998921671938	-0.272304138987039	0.673832919708933	-0.00723511216424113	-0.373152478795249	0.616136055307653
CD4	0.196324566590921	0.158926314782917	0.362535776595385	0.139004882777843	0.159016603469351	0.112744417577251	0.280123022143413	0.177676018747209	0.278915138888764	0.171290481209546	0.118771578065839	0.00650067350639474	0.248273295970617	0.25358597692385	0.0666516123904048	0.393472289872215	0.346291021865321	-0.0141554973215883	-0.027918300983743	0.699936394468171	-0.0630140986746452	0.00202817350276784	0.227847034129938	1	0.0354124429350003	0.133836115177271	0.83498091296515	-0.0234652083522952	0.679620797356099	0.139938052731553	0.185424204672238	-0.0510509778052365	-0.018148504723558	0.558167399990389	0.19274263174093	0.0767760227384478	-0.161200690882904	0.101429296100323	0.267342929281758	-0.0218898249999295	0.143455430308227	0.494773194786198	0.549298397142078	-0.257345684989066	0.63528399841656	-0.299867195845875	0.238198850887548	0.638264647464037	-0.0199771768376892	-0.00111742814293872	0.347660201545592	-0.0477407202623143	0.0723288518886195	0.0971482853052087	0.136741437512944	0.627431762849349	0.248718658806338	-0.0847046443491926	0.485709686042834	0.271093110369712	-0.126664456783796	0.101284194711314	0.200070199819691	0.120912776953045	0.569520108858134	0.495255824689206	0.25886994297008	0.0971566319506337	0.120786619776422	0.706274238889187	-0.0887173904957923	-0.371153804193271	-0.0452253329423121	0.0744530708652245	0.0631338763675034	0.646847014630396	0.747424572584882	0.138406857036018	0.046261497535341	0.324221823875893	0.607830722997592	0.0753119770311956	0.383613294398944	0.453421859166645	0.165553601504918	0.687700606978131	0.0574090500841219	0.0430032940535018	0.313062244968125	0.696303178342721	0.418280176299635
CD226	0.905859681738927	0.901867596234123	0.792803415034725	0.80668254866678	0.932047385913342	0.861345881301653	0.866121030054101	0.836598093993576	0.663795187203277	0.866322778723282	0.925088565027759	0.908056432457495	0.869099450571591	0.859470262195765	0.965592931529833	0.912671805616285	0.867840393522891	0.956260345020254	0.982331244542166	0.121460182921942	0.903569648493893	0.87165792863813	0.938800984461773	0.0354124429350003	1	0.93906163710853	0.449785428854487	0.981653161427435	-0.370636575155348	0.89555902988585	0.860238479779212	0.763103412960729	0.909297948034359	0.652612206568962	0.926410887695177	0.968144357841032	0.579626833273682	0.963169283730292	0.584538926606388	0.951694240326249	0.947245817416974	0.557196493811116	0.0608962652602494	0.792040204381042	-0.0805847904049593	0.655589574710842	0.845023672358543	0.733033161560872	0.887219479328765	0.479074171510179	-0.106248221472735	0.0781504223174324	0.761379190634285	0.921326664170798	0.924187076359444	-0.233732064218842	0.827061722760421	0.59581376994336	-0.64911682084403	0.82057978684363	0.84866304594902	0.977379765676831	0.706218091796286	0.892390918596578	0.557225744140058	-0.16431735106581	0.31284702157194	0.815213876339823	0.676224213302276	-0.496012597846689	0.47006858322786	0.534897232564324	0.438402247178871	0.762752672696738	-0.0323582370330535	-0.214782748713502	0.377330865331407	-0.447870841955773	0.880156736503315	0.48277743511696	-0.490902498791491	0.800114328837865	0.490325550836323	0.820521784115958	0.173445994545747	0.048945292567762	-0.141691512114646	0.772567641921533	0.0927428261940567	-0.484493134414625	0.611748447767335
ADGRE5	0.985586784722184	0.991013275012312	0.901079192427027	0.953425864025914	0.987601776871833	0.979937947310473	0.941781212282042	0.969807676922095	0.847917962916464	0.972010393619775	0.987156286668863	0.744221624295011	0.971597222990444	0.897967090842887	0.977184127191279	0.908452237369984	0.957368216473194	0.943630883820947	0.955767246926378	0.23092785929995	0.828270301430399	0.794355765245301	0.958792701619955	0.133836115177271	0.93906163710853	1	0.541917786324247	0.945498398973461	-0.199887316141155	0.823017163140097	0.910283712814765	0.603944533106707	0.743500534805282	0.606503860181098	0.917801643458854	0.936956688795553	0.447470851609326	0.868739838400552	0.808582671742611	0.906769643649429	0.83269216712364	0.75827586074166	0.0540586473674874	0.64312200096389	-0.131295752371484	0.648636380620843	0.966065321415603	0.799504102880494	0.906062322354841	0.720794246458613	-0.31615374659894	0.00206472199160715	0.923972241706932	0.855199385149415	0.95789346415211	-0.139484011994169	0.706873370108376	0.474678367542373	-0.721387048651861	0.836153220958336	0.905561434498689	0.951304064036817	0.89141908330717	0.907308995201997	0.611185121100379	-0.320234079196157	0.0661846553998109	0.825487178779539	0.873678716615985	-0.478455038929254	0.236472889612663	0.564609381073555	0.300900604453021	0.890264017730146	-0.21702781866246	-0.323453142192484	0.303879784325455	-0.598247241176154	0.95248646182904	0.744016623652569	-0.541564629151812	0.764208258293103	0.333823972383981	0.909505873494287	-0.0736017643443661	-0.0143938750180508	-0.397587878568702	0.601942935167182	-0.134248028503282	-0.487372221719012	0.531962328037064
ITGB2	0.60736260600688	0.576869549562602	0.723335735396826	0.523270471255295	0.575560218148338	0.522089464471709	0.685270956777232	0.570297759417278	0.587477844301139	0.556422356248255	0.51644289223043	0.350896541133984	0.65342016398562	0.673233213351436	0.474071781444068	0.712120229766146	0.686099493436177	0.401298936975482	0.391856870009222	0.703742006901376	0.267833287714319	0.352961206979365	0.621145401664774	0.83498091296515	0.449785428854487	0.541917786324247	1	0.391686841364995	0.499994367391029	0.448551678015069	0.587014349504202	0.214515928254793	0.323570338412531	0.690192954424081	0.598196030472398	0.465928456523387	-0.0274607484499486	0.504131119774047	0.555882441240587	0.33200440494281	0.484147248269082	0.725582540870049	0.615425361014852	0.0403422762008278	0.441644690314767	-0.0521803715735009	0.618260788752239	0.919480035311358	0.387089968015962	0.295030928334333	0.0704043840809562	-0.143899065273167	0.460182154495575	0.431234397211073	0.533738675880658	0.564771890903636	0.583548171191663	0.0410321115051462	0.10213650013566	0.530264548106956	0.312751968365065	0.508927833380132	0.511533734505056	0.486709834704798	0.783557120638816	0.261701709848015	0.307577494314579	0.371845223963446	0.489121660405183	0.41239902895759	-0.0509431125552157	-0.149132950413194	-0.00432475993937412	0.417187572267338	-0.0190649404040367	0.439707221292521	0.762039888641818	-0.201461800933921	0.47615863759597	0.59005438097954	0.245875415870225	0.404572726738088	0.402891012035769	0.815648613237299	0.088613998435897	0.528372253643126	-0.17762389599728	0.245114781798249	0.138304940652686	0.384044790987916	0.464002946385493
CCR4	0.90532779401396	0.904046479882717	0.783793191063219	0.840973134767639	0.93895983812904	0.877306885983364	0.844150061024939	0.848594307291714	0.703379051772899	0.896785337516702	0.943351647125963	0.899820325136085	0.868140884004341	0.822429951351404	0.967234712605986	0.903243640185064	0.870758989443229	0.9810248258823	0.996351393107988	0.0866455794474982	0.947324133328195	0.915098032542478	0.944251879541462	-0.0234652083522952	0.981653161427435	0.945498398973461	0.391686841364995	1	-0.375667342349666	0.899066236808716	0.837337095351609	0.799595155957433	0.901479678544294	0.650595839315742	0.880687614561788	0.970185367764579	0.619752298849206	0.934684069058407	0.621301196560553	0.960253764422911	0.923102674566563	0.568822556139277	-0.0426577923635707	0.812273132664909	-0.0995245200402366	0.760566238089228	0.852996084783717	0.696556975890683	0.8955754823846	0.545936582636862	-0.12766567477827	0.145696406113746	0.786838918262623	0.952984316277076	0.918165891865501	-0.321483190184665	0.773381743654138	0.632348178037865	-0.69274279832504	0.837314253405094	0.860190598314209	0.976309751181547	0.755074989921566	0.915991213612838	0.534962174086674	-0.194266663091892	0.240945877087042	0.863692824914329	0.691569525548452	-0.526534529410728	0.492559954248315	0.630105682040481	0.490793104933629	0.820572061667184	-0.0441348392827905	-0.270138158374224	0.278262894331156	-0.426179061294339	0.883168970712768	0.516587113950183	-0.510074453202702	0.838616741481193	0.47499356454842	0.795120352045699	0.156563286174229	0.0484405603699751	-0.182871307323701	0.773368681205824	0.0528722857180354	-0.518516055404688	0.615879551398944
