""	PTPRZ1	SDC3	NCL	NRCAM	EGFR	THY1	APLP2	NRXN1	ITGB1	ACKR3	LRP1	NOTCH1	ROBO1	ITGAV	NCAM2	NLGN1	RPSA	CD63	PTPRA	SLC16A1	RXRA	NLGN3	CDH2	PDGFRA	FGFR1	LINGO1	LRP6	GPC1	NOTCH2	TNFRSF21	TSPAN12	APLP1	NLGN2	PLXNA3	CD99L2	CHL1	PTPRF	NRXN2	CNTN1	INSR	TYRO3	LIFR	LAMP1	CAV1	MCFD2	EPHB1	DDR1	CADM1	F3	EPHA4	NCSTN	MCAM	BMPR2	DAG1	ANTXR1	SORT1	AMFR	KLRC2	IGF1R	GPR37L1	ACTR2	ABCA1	TSPAN5	TFRC	STX4	CD81	LY96	CANX	CD74	SORL1	C1QBP	TNFRSF1A	TSPAN14	CD46
LRP1	0.837151807346316	0.811134388386947	0.826504745916269	0.863300631250904	0.282580494376606	0.758193130003617	0.911143004075863	0.718255653806573	0.851056145291476	0.809484097266349	1	0.84369216701806	0.8276237910562	0.922715877682496	0.802382634283252	0.850245679672208	0.780763365082979	0.851930447326425	0.877825983184042	0.867207820058475	0.777930280984895	0.852817133016711	0.828587085104655	0.355568889598453	0.758565950209281	0.720067032948491	0.758361483560669	0.841784913553106	0.827780185586603	0.442079629571246	0.828529571051114	0.561535790644787	0.794201862499554	0.632961721754938	0.858158611587567	0.684553671524613	0.805127741385244	0.759219576762638	0.701945790840944	0.699890240958952	0.877605678858283	0.566152350214823	0.905640278251563	0.797809792040195	0.856142746594153	0.69590583369489	0.843720065531264	0.706776540303862	0.684607954934168	0.721962815958666	0.81200950219354	0.645713889256904	0.828419277699301	0.844791402940307	0.735093359951669	0.879394122331257	0.853710674323555	0.464852518036707	0.838304240869439	0.38453469756812	0.878858430856133	0.739672701257173	0.676159422361392	0.660987988367521	0.791439087340314	0.910362891488894	0.671121785853072	0.921767457687674	0.477840115705928	0.49030509849265	0.753962963113434	0.826461483010641	0.759195324145248	0.865457175701402
NOTCH1	0.864773306165283	0.800334943523418	0.901737147131327	0.799500384526936	0.277013617341637	0.832264422097589	0.854310979897369	0.773851767065461	0.852504642316791	0.825795597868668	0.84369216701806	1	0.89187249857324	0.808996824164289	0.849583596291208	0.837221653005727	0.88209936054188	0.86293750348753	0.821843221448804	0.819190541885542	0.623350824359879	0.903977699598826	0.912319554369068	0.309236912200608	0.851261849257559	0.766190289161498	0.748475663169588	0.808073678034737	0.730501314437638	0.530944594219055	0.861687471032701	0.551364359300722	0.811953505799441	0.766076934014238	0.743949692349382	0.597079782745148	0.668121188546401	0.796150472701999	0.664445160917975	0.615597608951383	0.843023803097389	0.533853670606254	0.833332433393857	0.855433705095225	0.848644787434775	0.692997873769241	0.816788016221891	0.759883392664825	0.596191834879913	0.648345815642982	0.767011130918695	0.756215030997366	0.858367325670564	0.831409009474846	0.811963903651394	0.844295518863198	0.788416638310001	0.604079514378244	0.754460669205076	0.299476630630859	0.805331422260354	0.652586221482294	0.73760337249369	0.544182517867343	0.665094837276261	0.773409630352582	0.563640683015399	0.875921509809963	0.291760775856901	0.288964156376341	0.886487109536623	0.775626335206131	0.687058445463295	0.826703289724821
ROBO1	0.77641337134442	0.860765981984847	0.862745127350508	0.756077609647682	0.238809555416127	0.713676813484474	0.870300852810584	0.806726988492001	0.871625726922885	0.871033522707052	0.8276237910562	0.89187249857324	1	0.840776995784273	0.800319822715024	0.843332307864018	0.796690946770237	0.894432933257096	0.881802514134854	0.853461256357099	0.739583938469903	0.837895635451693	0.890492977203228	0.0997993186957888	0.822186102638228	0.713486627310313	0.601257926513931	0.831062558223325	0.750090272526727	0.337792901270436	0.844506658643904	0.536377902331651	0.796665714732834	0.644710605956277	0.839571419018409	0.70790261035396	0.772296643972129	0.781959537755166	0.554934897580471	0.585929329139619	0.858734041302265	0.665705488134709	0.857083668344258	0.900843335250377	0.886523888773619	0.520091260136891	0.911137753608279	0.662809422371541	0.70757453874101	0.799682921727757	0.719820173713857	0.61273211595518	0.831117742985322	0.847004335043743	0.766608774521748	0.84280202820175	0.846626110521064	0.590833627906016	0.883783963290334	0.333941366914035	0.793086287513043	0.736631674143762	0.730046927268066	0.536230021110245	0.650132136139889	0.788356645813627	0.577642135784718	0.911366172937466	0.282313992888484	0.292215123981847	0.832458898594949	0.832200492218512	0.634428020562848	0.823954115456822
ITGAV	0.692873847328308	0.772407209920281	0.747772237355222	0.852313522536048	0.23079438132205	0.607234741359607	0.904852416878389	0.624563092390835	0.803139518710526	0.862576705701834	0.922715877682496	0.808996824164289	0.840776995784273	1	0.697384565059726	0.736084176064272	0.683269667230965	0.842919374768954	0.887997569013891	0.847265862849785	0.816910934791744	0.721867953672572	0.740031655979322	0.209982345581297	0.754980719742965	0.562783263134927	0.634622501264795	0.816331319827422	0.910702619721296	0.32477706739727	0.768873059142331	0.493125959566264	0.728379077208671	0.549063880088585	0.86643233085781	0.799871593694971	0.816800668868637	0.614603321820252	0.537510350883322	0.624926297915064	0.87428983429935	0.613227643957275	0.933104714379765	0.762009987461375	0.834604806219978	0.575939882696483	0.855981634777226	0.588226275087266	0.823637446412058	0.841701628624654	0.769111946545155	0.501006816945819	0.705055963507222	0.77706339572801	0.68794689656543	0.836981410277003	0.91114238243219	0.347798785976045	0.855401364592879	0.408491238444543	0.842610568818594	0.846015295835453	0.623028869171918	0.654529007397866	0.793514470816124	0.928007967800159	0.753315954756526	0.893944105066813	0.529653409193571	0.557044286881362	0.650776438633584	0.88202845114145	0.745437341105212	0.83396262371909
NCAM2	0.917606129411707	0.779591675236945	0.846906032103423	0.726556045820168	0.203327443216053	0.889867415019528	0.796517555829192	0.705812962916352	0.780807187446855	0.792573506231338	0.802382634283252	0.849583596291208	0.800319822715024	0.697384565059726	1	0.890759691156415	0.84902414444919	0.806506100875718	0.73625246074033	0.733960000416955	0.558242749347397	0.905953733320681	0.899890937546824	0.328363171708183	0.763511297670653	0.76245572981376	0.78664400420682	0.802774367693022	0.585115464998451	0.596183571564142	0.81681262893513	0.566618469433863	0.814089743098565	0.79553977974946	0.694572522363223	0.492049257041966	0.641859163861623	0.913578921497669	0.707739346131913	0.663907575403066	0.810585009045866	0.509286607894448	0.740611158865092	0.855370784353881	0.84651158931844	0.719815127633304	0.811649384456401	0.844723173958764	0.481319664450167	0.510298121917947	0.790468569977954	0.782799760566398	0.869083284556282	0.835054686190724	0.828697613964228	0.822306128705544	0.674658601464698	0.726353437482344	0.738474384596322	0.326604310633391	0.6792592449606	0.480708486474639	0.733335878250984	0.367784113289733	0.531374380718277	0.662313170519619	0.351112696123293	0.843168623824253	0.0759697820505315	0.0664835446417628	0.86015809647752	0.65520261702611	0.480701846853353	0.720954993850132
NLGN1	0.906680518620324	0.811875159920414	0.880894732921569	0.733393174665117	0.393304135899024	0.826119108727543	0.829551443983895	0.8402574771064	0.855660249254153	0.787860224300228	0.850245679672208	0.837221653005727	0.843332307864018	0.736084176064272	0.890759691156415	1	0.809099819812791	0.819884142671767	0.821486628401004	0.781488481410762	0.657111139246631	0.883136882911854	0.92486393801934	0.320996387547076	0.726068284566204	0.828984051042362	0.816444005028756	0.808089337963411	0.59703505651727	0.402374199468278	0.841573303294067	0.624983174331212	0.815840908648418	0.698053739736081	0.802107391976817	0.598731024342405	0.722014229891934	0.917699312485526	0.724925025053112	0.71488669180922	0.849923613015951	0.524725916246198	0.774890410298903	0.839039625260095	0.84469290589678	0.704925709422663	0.821265177410726	0.755896050768685	0.510928201092371	0.572681943843777	0.723205274979712	0.75898462456447	0.914625724392002	0.880899600454118	0.741814327921322	0.804139577437446	0.756278938694108	0.715580510218294	0.816696645094961	0.227720808969536	0.781069191184956	0.533598063795261	0.754483688893887	0.445331275816536	0.583118827172671	0.687190766483822	0.391206097695076	0.87741880566389	0.171696997216864	0.182185442984866	0.83784432567582	0.700944086432709	0.572194440299033	0.811385354070926
RPSA	0.836474188197715	0.692083890219791	0.962921429559617	0.626477916497821	0.0500185893630043	0.907503736908591	0.837260085081764	0.668341932731843	0.858204917029329	0.772773784372256	0.780763365082979	0.88209936054188	0.796690946770237	0.683269667230965	0.84902414444919	0.809099819812791	1	0.879052733944605	0.758789434278113	0.782127101065246	0.514803758201446	0.867553047802781	0.907818658884035	0.213271354486881	0.806084571429301	0.762336545788571	0.713440663770883	0.845053746358424	0.554708731311398	0.572212965999731	0.844016143564428	0.503396629119313	0.808574395459344	0.717589810056732	0.629184407923181	0.404996705151452	0.520292629142254	0.815638848405474	0.598144292753192	0.538790373317148	0.799052929745838	0.331737205118071	0.765357248235901	0.889332875022858	0.835315921488489	0.595678805677744	0.697179249443895	0.682495509256328	0.417767737329149	0.47236250336064	0.77842778481159	0.831699512298504	0.846141010680092	0.762914779708304	0.781876936385889	0.789775663277913	0.745474999642899	0.690048395045445	0.685639870545793	0.0662381092070172	0.768567908247489	0.488163144698912	0.7255254524153	0.534638178703115	0.660516739291879	0.67950895733647	0.559783208859765	0.839536205458319	0.285708919518229	0.212991131640484	0.967056938416911	0.72276680605888	0.613140340830224	0.732148505154857
CD63	0.75130044534566	0.84616695487937	0.915957432993766	0.681466146657097	0.0382190416491371	0.7445177309971	0.9437334211981	0.682948737584646	0.95145519508659	0.875564960749132	0.851930447326425	0.86293750348753	0.894432933257096	0.842919374768954	0.806506100875718	0.819884142671767	0.879052733944605	1	0.854489319811406	0.848751061336962	0.738310572046051	0.842752884037838	0.907337920737542	-0.00323943167332732	0.872532455440336	0.650784916026355	0.562211624569346	0.931318457753004	0.734815561043395	0.295124408382937	0.820110978180887	0.554523717151395	0.791579062550268	0.661932257671402	0.808472080872074	0.633234399300984	0.734176371574391	0.789306788490866	0.473237434198032	0.618577060511527	0.919005463233118	0.546087664922175	0.908668691790556	0.959050743604109	0.931638703942518	0.489020721601592	0.882794135012114	0.599407400719359	0.690072477321925	0.74779846160522	0.795406719751974	0.713892526809656	0.801318962743796	0.872521126500456	0.735082448712146	0.883115139555399	0.8881318820092	0.558519565357861	0.880468436419559	0.164324483441636	0.892045529112615	0.757011699308497	0.763443039084785	0.683828719637127	0.793796529226857	0.844449223628918	0.744115879179891	0.9557160735503	0.453258886748185	0.43536653121779	0.887067128381993	0.936413529661084	0.751255073421758	0.858173415996015
PTPRA	0.763764707264169	0.809949475227951	0.857816998410454	0.80061689735658	0.354260530423845	0.670003756715847	0.894859227702397	0.809985060815099	0.867613760296099	0.84421924676929	0.877825983184042	0.821843221448804	0.881802514134854	0.887997569013891	0.73625246074033	0.821486628401004	0.758789434278113	0.854489319811406	1	0.917336892651813	0.785868512699616	0.768439447050977	0.830948320019649	0.188548744396765	0.80711577150147	0.727024551809135	0.709554956484823	0.838010301027696	0.801204232748263	0.329675851325571	0.800987614175308	0.613115709600595	0.840857151670772	0.622003776473987	0.898160978103903	0.704332879216623	0.81482055713602	0.718019050303219	0.566788150661468	0.604907449337445	0.888400473375469	0.565231390222816	0.911818472087035	0.800336520471879	0.875920483692174	0.576482358730798	0.84939858828106	0.64448833057335	0.707835235632614	0.801367123730467	0.733398270191453	0.623613089522819	0.817263578378709	0.799997407087558	0.689616541683987	0.854414828475494	0.89981182142548	0.543353049454478	0.882767761076026	0.300104896838469	0.832276692278995	0.745738383578531	0.79416034900601	0.60633224791029	0.73625567861039	0.846064651275281	0.660743110600252	0.909565553088266	0.41635864537029	0.437947539537934	0.766497392067446	0.81702426607665	0.727114592839554	0.846621326562783
SLC16A1	0.765085860797345	0.773562013797118	0.857629065317314	0.77818230377481	0.259996723751414	0.710362515109062	0.908651265974779	0.766496894571387	0.860505190369656	0.807494312117053	0.867207820058475	0.819190541885542	0.853461256357099	0.847265862849785	0.733960000416955	0.781488481410762	0.782127101065246	0.848751061336962	0.917336892651813	1	0.838420061271999	0.807066715787878	0.82798172211666	0.22921611248856	0.77232521527036	0.73792122083921	0.683297515177897	0.855623302679623	0.822384787254874	0.340577769215578	0.833467529372169	0.553279611690029	0.859809990510307	0.626320231102263	0.854860441394601	0.654804679951844	0.769761438900735	0.692134940100787	0.53515220986658	0.463410150394555	0.819355158631942	0.495550397536941	0.89793124289045	0.788797849019748	0.81801384304827	0.589585267321639	0.836010418511879	0.629716206374012	0.652822806441467	0.774096992004729	0.700134407759899	0.582367458440502	0.74220462660651	0.834737596492566	0.603947678834113	0.80780354764246	0.819850646368979	0.484692613732259	0.841157404881271	0.307094693590106	0.778061017362614	0.658664503062785	0.646359225648994	0.58412834737237	0.708284739125427	0.817843030677162	0.625102527025169	0.896021632334833	0.393784588554059	0.381348707442952	0.80288444451828	0.782849881670203	0.651845318481097	0.765011579751925
RXRA	0.526991636160593	0.733919221660234	0.631125471872444	0.674612429284402	0.292860554274601	0.420063154099226	0.8448790505641	0.670824023829508	0.771223496031917	0.705570391585658	0.777930280984895	0.623350824359879	0.739583938469903	0.816910934791744	0.558242749347397	0.657111139246631	0.514803758201446	0.738310572046051	0.785868512699616	0.838420061271999	1	0.63685951290939	0.651251064259877	0.0123820606037496	0.615627735302402	0.493607491598048	0.499655267230003	0.769632763362351	0.859858929821449	0.0535678587876906	0.708676622519229	0.504444310785542	0.751064476218323	0.494959633158307	0.872422578183568	0.735783794444508	0.849244996363832	0.546145645001443	0.298868027202541	0.459151645735548	0.687785522867516	0.532236035279652	0.844927234364183	0.637790010294477	0.679295996131385	0.412640898927645	0.831915858012664	0.488763986874299	0.737211612374637	0.888421965135327	0.643115830044084	0.264245084198454	0.568881130958984	0.805411336621595	0.414113505945019	0.717941819203333	0.756987820532716	0.228661144985411	0.850171411729636	0.342071429717183	0.744350198753009	0.74635875215381	0.524773146844297	0.593745214557363	0.643879750550578	0.790790351390182	0.645273841368312	0.831312908775841	0.479136328933465	0.513937185780684	0.541324122791353	0.764365409740754	0.589205194455031	0.727543198617532
NLGN3	0.931618280544244	0.82412641408245	0.889292444071189	0.797621231724058	0.237908736526192	0.903223243754741	0.823391345779691	0.789371111885892	0.829490812046425	0.772914551706613	0.852817133016711	0.903977699598826	0.837895635451693	0.721867953672572	0.905953733320681	0.883136882911854	0.867553047802781	0.842752884037838	0.768439447050977	0.807066715787878	0.63685951290939	1	0.939244910857468	0.369991196270881	0.816585863401769	0.833066911265669	0.760593677756683	0.804655004525488	0.668535174609839	0.542983029740522	0.861593032658501	0.606893240417333	0.84788214662866	0.775544453863048	0.742526018306361	0.475408961897377	0.686656854566016	0.893753313200303	0.741157992898885	0.652333235646168	0.809702227200977	0.514559202941927	0.779187784508526	0.85999670221324	0.817344613018465	0.769537028793067	0.816415461992122	0.791746500822472	0.501022547471559	0.565144950995975	0.745842524585512	0.758847106728146	0.853851932405865	0.89240021402481	0.779272014999485	0.834142401580992	0.690044929789176	0.634105543278935	0.742809039285837	0.324264387988026	0.74751716132776	0.515285384348081	0.710814104569303	0.44993321034027	0.585706010541584	0.703979227245905	0.433319539057575	0.868298848612181	0.145680297566533	0.154004494473978	0.908515416406711	0.708792099453141	0.574737378860658	0.777126371636607
