""	CD2	CD3D	CXCR3	DPP4	CD3G	CXCR4	KLRB1	KLRK1	CD8A	CD247	CD8B	KLRC1	KLRD1	CD69	CD44	CD53	ADGRE5	PTGER4	ITGB2	KLRF1	S1PR4	S1PR1	PTPRC	SMAP1	ITGB1	TNFRSF1A	VSIR	ITGA4	CD226	PTPRA	TRADD	CCR6	TNFRSF25	TNFRSF1B	GPR171	TNFRSF14	CXCR6	SLC16A7	CD9	SORL1	LPP	CD47	SIGIRR	CANX	HAVCR2	C1QBP	CAV1	HLA.DPB1	MCFD2	CD74	APLP2	CD81	CD63	RHBDF2	NCL	TREM2	CD68	RAMP1	PTPRZ1
ITGA4	0.882466482546552	0.895869466371589	0.662437263289303	0.671311251764197	0.744402538724429	0.877615518772197	0.723446451202447	0.257320578928387	0.598098834901519	0.593416538471967	0.588172038745076	0.172768205778828	0.365849224520681	0.886832780635249	0.834428187137929	0.889951482102161	0.921526586620046	0.906760864297007	0.674178644092939	0.127837328120662	0.825068313884338	0.911452393186395	0.853867234980297	-0.608900100307548	-0.566330567804005	-0.729764002074434	0.603478169904788	1	0.730586584590816	-0.560248957060377	0.737440119501796	0.85163823190807	0.778820743176456	0.438356913728365	0.880608115193055	0.77263425808367	0.580890928440631	0.410419326100574	-0.779101716034319	0.034092316163308	-0.759177313025424	-0.63517393624013	0.724886894521229	-0.808293566988509	-0.0452390934150964	-0.397766556008874	-0.723015954522648	0.373572466496675	-0.613563249380618	0.389415401495179	-0.852779343377923	-0.746596263296356	-0.689601011406652	0.519926120240417	-0.55819349444045	0.0377169419004694	-0.056425822043385	-0.725618819285702	-0.783324620728766
CD226	0.886559242194057	0.88727996782161	0.719307772765676	0.911446227277841	0.904676340665802	0.866414664976689	0.972154631157255	0.130275971293421	0.413421728775107	0.768619410441488	0.482941290228099	0.119721094875401	0.371082186149717	0.910700744502738	0.931975340418678	0.840907532177418	0.738996233958741	0.799649065542571	0.598681324374988	0.135308772456945	0.869444852509913	0.824729596686779	0.901129567768855	-0.432761210224457	-0.339793808177421	-0.631041245608831	0.663071128970178	0.730586584590816	1	-0.290632378462822	0.933698910231561	0.894874388175513	0.820663176082662	0.47546615173366	0.904139726391047	0.870508212161304	0.627047413534394	0.74416592557481	-0.65703581760914	0.141208930940896	-0.531617189034284	-0.460863956606154	0.866577691981406	-0.634014436612084	-0.122301379568797	-0.265674848313663	-0.657319168376199	0.425608999633846	-0.583075519453367	0.365465421483903	-0.724205406436791	-0.652670792252998	-0.591876440586693	0.519762096487478	-0.420871016308829	0.0226865430858638	-0.0586796137175898	-0.633238876570984	-0.669008196746029
PTPRA	-0.34129323811809	-0.434812547810089	-0.316800119564108	-0.29209284271815	-0.240339688530299	-0.293447002977413	-0.24053624398689	0.251683720155239	-0.14508478707352	0.0235918540737388	-0.222030375994398	0.34559016310393	0.0959712412329491	-0.45271222931192	-0.333445538205239	-0.445180817845558	-0.430591617854478	-0.517830584912806	-0.426892973834137	0.122271314492777	-0.520137398040657	-0.443830907107665	-0.420247892904848	0.865226366817956	0.808515593577478	0.743850897842068	-0.252768907432337	-0.560248957060377	-0.290632378462822	1	-0.323222170458963	-0.271771828400934	-0.211210509304137	-0.501756352087719	-0.319042492881049	-0.154714285566521	-0.378812602745618	0.23347831531741	0.773772470654882	0.291516497102992	0.903016830916697	0.838482812605132	-0.153392480978649	0.805898723769336	0.00525499877226462	0.742674747220238	0.770398109747239	0.0194587420592515	0.768247692352742	-0.207710641033044	0.69599927861797	0.66251539016383	0.687590930818291	-0.375975491132201	0.797943080922225	-0.143718343699288	-0.0446762235664881	0.785309636183986	0.761974238975381
TRADD	0.822774847185213	0.880454436288127	0.70081237180902	0.883869377765444	0.820021459035616	0.780665181293137	0.920684111296838	-0.0276196486817548	0.28709584899889	0.60534855711334	0.348386346392281	0.0772952205704092	0.164090125064881	0.923053680864012	0.866942469770667	0.750082433358505	0.805379355926664	0.839722218190828	0.463046699184539	0.0719269481881034	0.842822055718437	0.835349926743682	0.803886532721611	-0.36757867501302	-0.352964007231671	-0.659002635104227	0.499322620330651	0.737440119501796	0.933698910231561	-0.323222170458963	1	0.852250369064767	0.898203025022688	0.463111900382212	0.865870492896348	0.818122944267799	0.504080109455755	0.734906133535122	-0.586865621397095	-0.0858760562303226	-0.609803979166147	-0.395169952528672	0.733388002126108	-0.581910750933375	-0.279446530252937	-0.215910554237958	-0.565483722895382	0.219779899461125	-0.517749349920157	0.205057562659899	-0.732189965522655	-0.65267631224172	-0.565125853021164	0.444905004619443	-0.382160430874314	-0.13366956359222	-0.202282898805705	-0.600309329608667	-0.648456225373662
CCR6	0.91794160442941	0.921106411628589	0.732195618151874	0.793281628298629	0.881102316137517	0.910553218577929	0.88150021584472	0.224306410753983	0.557183267767791	0.756916569772092	0.569945587496914	0.227803367108163	0.425978812594177	0.92021278955079	0.911258372986469	0.847701821623688	0.842696897472716	0.841182183527526	0.547599568337514	0.120592058390194	0.818739519054014	0.907349166361805	0.854008498551018	-0.448816331913129	-0.391485620264741	-0.658142260404195	0.593860762121401	0.85163823190807	0.894874388175513	-0.271771828400934	0.852250369064767	1	0.88033402404082	0.332905494084069	0.940674642868907	0.899145407156759	0.534107003762887	0.680871699713092	-0.656620900510501	0.117998337931891	-0.523848747518053	-0.467672427377805	0.815809040753841	-0.663097562519265	-0.179042693081916	-0.277123350524754	-0.618363031282378	0.389490456297677	-0.550499494602365	0.307985172422797	-0.774842365784607	-0.708312585624064	-0.631888707889783	0.410371086392898	-0.410714584675461	-0.0785750903521112	-0.149984800316519	-0.63152311211433	-0.685775675727547
TNFRSF25	0.795392314409668	0.86742282070214	0.631663420646292	0.749690133297581	0.737967813346654	0.798853258482305	0.827613036070212	-0.0168292500603494	0.327570494969714	0.53273092180289	0.303503753926656	0.14416707625743	0.102559262774447	0.910114299443839	0.784353886065782	0.73692521057328	0.87343120481826	0.872322436328343	0.411757122466648	-0.0545751691558767	0.72858130504889	0.876656919633247	0.717499904958888	-0.341387657112583	-0.365077868053384	-0.645562173591885	0.459346842771018	0.778820743176456	0.820663176082662	-0.211210509304137	0.898203025022688	0.88033402404082	1	0.359133545173956	0.90193649100156	0.853763780663927	0.325480232726677	0.74175124267854	-0.544950582359512	-0.0595191621033159	-0.537986120350299	-0.376073779595181	0.685875247749039	-0.514896732526916	-0.336135929566088	-0.22246401517601	-0.511695653600458	0.233343323420679	-0.393305068147615	0.180629717694894	-0.700731026819745	-0.657341589408064	-0.564257246191964	0.405572828199981	-0.368349481283389	-0.208706493527857	-0.238268960501543	-0.550572544120016	-0.609736020172716
TNFRSF1B	0.437540647402748	0.484188613265187	0.486661654713615	0.433935699828786	0.448458477934809	0.464512006112405	0.400115185743381	0.00382294790375054	0.310128221953897	0.297807097330737	0.429294876566475	-0.191994195342044	0.163194402847125	0.443136020288775	0.524033200153408	0.570263848147671	0.357016957674537	0.517059583491205	0.634321623828802	0.0611986443590491	0.578352835075664	0.370986361810571	0.578467513464642	-0.478355938879529	-0.323044006770325	-0.365356181845799	0.60483005673067	0.438356913728365	0.47546615173366	-0.501756352087719	0.463111900382212	0.332905494084069	0.359133545173956	1	0.371034606109875	0.444251302986315	0.574833142317793	0.321129283365435	-0.510991990067463	0.35736083609005	-0.546241374723166	-0.565314145113065	0.470240978371554	-0.45367081365965	0.391274290654618	-0.418895791670187	-0.570751580066439	0.499104126794596	-0.424161556993468	0.573955741810529	-0.37120768991584	-0.335389668715226	-0.361017471550747	0.710037825903642	-0.489695892771002	0.516204297191553	0.502987211663258	-0.590587391697859	-0.614365833202568
GPR171	0.916476136948573	0.929283434997785	0.657900812600658	0.80729016719297	0.834268612230795	0.94053362694973	0.901708538017435	0.184288404954038	0.500825743615237	0.702969702008932	0.494591021795396	0.202042643127634	0.361667175650138	0.957036700059	0.905827230622518	0.902999174296861	0.880826500094928	0.884979780904812	0.631245480884288	0.103360020452633	0.818365754491126	0.923952138826692	0.887228662137818	-0.471774559239672	-0.426206846587151	-0.67952991642301	0.634995696681084	0.880608115193055	0.904139726391047	-0.319042492881049	0.865870492896348	0.940674642868907	0.90193649100156	0.371034606109875	1	0.90716306733005	0.539626064809663	0.683115172989709	-0.685179618490323	0.116535963796497	-0.575010466036949	-0.497404692230355	0.840948673759752	-0.664132126187613	-0.168743614708892	-0.287151037705901	-0.65940696939095	0.438453779961281	-0.528323316990799	0.370473774553451	-0.781069574660208	-0.714508649268518	-0.627428739158264	0.493385477310392	-0.445730072108124	-0.0535076706026188	-0.121795917826963	-0.652673235378895	-0.706233870431456
TNFRSF14	0.895797801759577	0.906342268102615	0.693319500252797	0.776588395035956	0.878195251944842	0.937519496009464	0.885714711540981	0.269863565493033	0.575676596876203	0.769969618532363	0.580294664214774	0.240541256102158	0.453549298721318	0.883367745501836	0.916624024981742	0.823430141537862	0.804317747726197	0.831331521997464	0.557551316853912	0.0817697835862533	0.796888791925507	0.859292553883152	0.859103617736515	-0.363587580661402	-0.290051389182035	-0.543336245506346	0.625991322668372	0.77263425808367	0.870508212161304	-0.154714285566521	0.818122944267799	0.899145407156759	0.853763780663927	0.444251302986315	0.90716306733005	1	0.51117961333014	0.795454234625188	-0.565693448819967	0.278507322890402	-0.418730625821994	-0.422824534630184	0.874199540807546	-0.544895808263433	-0.14041884449475	-0.223472411879148	-0.551458456721529	0.500612965413827	-0.432997399851401	0.353270796826179	-0.66487539061284	-0.622204353471978	-0.536016643975636	0.452694674570298	-0.347081125716272	-0.0505868765520492	-0.0452382783182072	-0.556190859884652	-0.617559712227937
CXCR6	0.712001534783226	0.647939571777983	0.758081817378307	0.55084271651065	0.749839718025016	0.688616549947372	0.573620608352427	0.476404655869559	0.728044094984703	0.719585771930968	0.841403146504474	-0.00684010858417058	0.637123688134782	0.533819428351577	0.748499418265139	0.626881412342767	0.417189980787216	0.516524094225028	0.558654309526324	0.330789043868076	0.784173480382468	0.413947231590685	0.824282993042207	-0.413285067999111	-0.310738299526488	-0.378920317869388	0.542502080162754	0.580890928440631	0.627047413534394	-0.378812602745618	0.504080109455755	0.534107003762887	0.325480232726677	0.574833142317793	0.539626064809663	0.51117961333014	1	0.422256209501514	-0.562794831298727	0.357219640238544	-0.458241665595514	-0.486641119602297	0.657618697712202	-0.580852179138786	0.217983122515027	-0.328871793947219	-0.585490154559688	0.44683091327318	-0.582357097667817	0.368295690811869	-0.550615470358555	-0.494581545820625	-0.479624620630955	0.30947059712233	-0.403515820751391	0.227151361716077	0.148802125900509	-0.583316678137303	-0.581152005061284
SLC16A7	0.679920619920199	0.676418475844523	0.634324673636341	0.700424366125098	0.750775940863793	0.67739804409439	0.772989946241981	0.216524348298966	0.398114380217764	0.704379488458869	0.408184063193802	0.28304648070875	0.331779561226927	0.647169936815863	0.716510417963627	0.504970963826882	0.528639192480768	0.59417637131016	0.236402497679066	0.0961768343351557	0.607718093126424	0.528140991930906	0.638471984611911	0.0505926661287919	0.100344954936388	-0.232846205227114	0.394201610800171	0.410419326100574	0.74416592557481	0.23347831531741	0.734906133535122	0.680871699713092	0.74175124267854	0.321129283365435	0.683115172989709	0.795454234625188	0.422256209501514	1	-0.198961727895207	0.23991771762974	-0.0937440111686789	-0.00117164605001452	0.731082438106179	-0.179522422041966	-0.205316404564275	0.13598266284874	-0.202574265032485	0.320565469188502	-0.141356595254523	0.114713424888877	-0.362177740099798	-0.336891985842051	-0.204443779267682	0.230078478249672	0.0175282096725214	-0.195500370039708	-0.150892351117162	-0.206529848817232	-0.257269027005474
CD9	-0.70284594307569	-0.765275452582655	-0.592693177957466	-0.59853671020991	-0.654583621815704	-0.680621287186645	-0.627456316653818	0.0113067598437006	-0.428993535044692	-0.41343551873549	-0.47098582241537	0.205688350567354	-0.168480376131051	-0.761422430602209	-0.670672435854224	-0.723528539587967	-0.679001630493257	-0.770035429820661	-0.562621154046106	0.157853499331127	-0.78433967774895	-0.741330300836154	-0.746745970088098	0.900750749859511	0.787689220242657	0.912006196079109	-0.490309569986996	-0.779101716034319	-0.65703581760914	0.773772470654882	-0.586865621397095	-0.656620900510501	-0.544950582359512	-0.510991990067463	-0.685179618490323	-0.565693448819967	-0.562794831298727	-0.198961727895207	1	0.0846132164025358	0.859740198803004	0.871244156672069	-0.545750195843008	0.926852983385172	0.0902262856722953	0.730780892102023	0.97359342121486	-0.216248911942598	0.890616279361352	-0.295875946536326	0.882061454976254	0.844608839412702	0.889867875829629	-0.487188428507702	0.845138197938468	-0.0653178641666762	0.0462008801101113	0.850974011276559	0.815842818495927
SORL1	0.209727447354135	0.0350480278047244	0.155191818278907	0.00786315719748209	0.235153981116369	0.319171661824043	0.0866297314997893	0.63044067112595	0.475105696973252	0.510702579726452	0.50385428296947	0.307246740414741	0.698416352987313	-0.066365193969952	0.253792131130709	0.339366333745781	-0.109999619282592	-0.0520891610775484	0.529552190109898	0.41374760449728	0.0513678103233176	-0.0602538333382651	0.292978204499921	0.130758443853407	0.301875006286187	0.349677446800472	0.653640932751546	0.034092316163308	0.141208930940896	0.291516497102992	-0.0858760562303226	0.117998337931891	-0.0595191621033159	0.35736083609005	0.116535963796497	0.278507322890402	0.357219640238544	0.23991771762974	0.0846132164025358	1	0.339603780057127	0.00849102376983572	0.46994712758391	0.126052401178117	0.716797782139975	0.122601546511101	-0.0103405123365567	0.877894128253529	0.160956204136184	0.719341095413055	0.227039578554504	0.23844592624819	0.209305984687125	0.439363942390609	0.13117495282355	0.675252449985673	0.733926527852313	-0.0109132388510937	-0.0548625141307648
LPP	-0.558890992639333	-0.684432090629375	-0.519213019923012	-0.503622947061285	-0.463722095928111	-0.520901717979444	-0.488718520535684	0.233519622930889	-0.248337932666665	-0.145584238707473	-0.29168581777069	0.312438562624239	0.100411446734722	-0.713237801087664	-0.550564659818299	-0.599854106706826	-0.691914041734412	-0.767818729658408	-0.453569424504579	0.204103618517414	-0.722533859463433	-0.674389738059688	-0.604755068592605	0.848477465808183	0.831835694328282	0.879536197974925	-0.327900157743558	-0.759177313025424	-0.531617189034284	0.903016830916697	-0.609803979166147	-0.523848747518053	-0.537986120350299	-0.546241374723166	-0.575010466036949	-0.418730625821994	-0.458241665595514	-0.0937440111686789	0.859740198803004	0.339603780057127	1	0.83467072238597	-0.344003067566298	0.887659767111027	0.177281174735215	0.701634145665012	0.838548130028082	0.00141157333972696	0.796465463738558	-0.168210366394393	0.871101140493915	0.818783286538881	0.813175954988722	-0.421847731126848	0.82430430931933	0.0124323136272212	0.107612669418058	0.837861240206932	0.834936431732061
CD47	-0.510380977978243	-0.600572448740367	-0.480048217895225	-0.361554218945045	-0.463367748550211	-0.533613825514834	-0.404692553022131	0.127993911889005	-0.384494264561564	-0.199464548424729	-0.422086150359124	0.414631718108555	-0.0641355776947269	-0.579321388459587	-0.515581036187302	-0.579400691992914	-0.500072257856524	-0.627831465202171	-0.502794681733626	0.288185510191084	-0.628164630121263	-0.553329070770455	-0.58610674370318	0.953566752138841	0.919256202053765	0.824115499622581	-0.427818650533224	-0.63517393624013	-0.460863956606154	0.838482812605132	-0.395169952528672	-0.467672427377805	-0.376073779595181	-0.565314145113065	-0.497404692230355	-0.422824534630184	-0.486641119602297	-0.00117164605001452	0.871244156672069	0.00849102376983572	0.83467072238597	1	-0.365138522217456	0.8603001594494	0.0549913015119823	0.927745465256596	0.919388944330533	-0.205121261684808	0.86759692710866	-0.293567988015106	0.789498522626346	0.831224814810247	0.886154583094708	-0.417196896362724	0.955332983153621	-0.143274040216193	-0.0945283916205363	0.917982215963633	0.891106299444699
SIGIRR	0.915570526548337	0.803104000218174	0.686873764124607	0.802860281145843	0.879411214559561	0.897307584515052	0.865707203155668	0.516983183925189	0.62312923535395	0.915961747828595	0.6578032869016	0.439841409460382	0.678713699663572	0.761781036320708	0.910767820556438	0.888134742184213	0.678636490216908	0.725242278421703	0.746071767600732	0.387663389461993	0.782977606783434	0.720597605215867	0.918499759931867	-0.298092302364967	-0.138388133078838	-0.409456740897482	0.828677629280504	0.724886894521229	0.866577691981406	-0.153392480978649	0.733388002126108	0.815809040753841	0.685875247749039	0.470240978371554	0.840948673759752	0.874199540807546	0.657618697712202	0.731082438106179	-0.545750195843008	0.46994712758391	-0.344003067566298	-0.365138522217456	1	-0.529165432445739	0.188891008868162	-0.0960698105176726	-0.553633637147064	0.689807385025233	-0.41075691653365	0.567942693784386	-0.570449064842979	-0.478173776807889	-0.402043141097128	0.599231307143654	-0.253953260162018	0.222021061274849	0.198922132286592	-0.523991575252034	-0.579904964982799
CANX	-0.703253240296549	-0.764676712080254	-0.622994515375713	-0.577481097922176	-0.641803727984603	-0.664072437083135	-0.604253592992953	-0.0147246520634807	-0.467248979212174	-0.412366838587787	-0.513030440670929	0.193975012099589	-0.190474178412103	-0.754165986340884	-0.686798209394615	-0.693474093573412	-0.680560109554976	-0.779963505036816	-0.520856275588115	0.152083629953199	-0.792458156824053	-0.732928146003967	-0.734505619769751	0.878177325939743	0.801041740732301	0.86668221040695	-0.449850105752444	-0.808293566988509	-0.634014436612084	0.805898723769336	-0.581910750933375	-0.663097562519265	-0.514896732526916	-0.45367081365965	-0.664132126187613	-0.544895808263433	-0.580852179138786	-0.179522422041966	0.926852983385172	0.126052401178117	0.887659767111027	0.8603001594494	-0.529165432445739	1	0.119692306725262	0.6992585698287	0.908292921915368	-0.165847770918528	0.898704968581773	-0.247983838039814	0.944404469391852	0.871510728332822	0.878630743671603	-0.421966967217601	0.828275364132632	-0.0271031052754013	0.0947639535069252	0.830449481164733	0.834988679288946
HAVCR2	-0.0572656981847434	-0.253146167340998	-0.138502071616734	-0.120585268420703	-0.124400225443671	-0.0297171952858727	-0.19483024121088	0.472312002382016	0.134730432528963	0.173140243930249	0.210467502928565	0.29864759039267	0.463277431089929	-0.295362758341438	-0.0533882134200932	0.226525309651309	-0.255482354930786	-0.234977127425688	0.598824978607843	0.578988566120851	-0.137617092626619	-0.228844134808976	0.068780695728302	0.0890711094345565	0.339346678225414	0.407749487412741	0.586531482673609	-0.0452390934150964	-0.122301379568797	0.00525499877226462	-0.279446530252937	-0.179042693081916	-0.336135929566088	0.391274290654618	-0.168743614708892	-0.14041884449475	0.217983122515027	-0.205316404564275	0.0902262856722953	0.716797782139975	0.177281174735215	0.0549913015119823	0.188891008868162	0.119692306725262	1	0.190317426128326	0.0356853793791488	0.721780323481277	0.234360159402769	0.800177689838256	0.349132627302891	0.448632304229053	0.377246907493351	0.569082759239338	0.155054852606892	0.935121647985065	0.915865628254674	0.0670914437886526	0.0337448881807269
C1QBP	-0.272381102301874	-0.39885519529291	-0.313672298607931	-0.17380806724299	-0.272612721124062	-0.306748508581381	-0.219952969481367	0.307394317554617	-0.21041712574273	0.0187243695156492	-0.251218520628351	0.622203983352195	0.11965097897863	-0.381153113515325	-0.286738082248226	-0.314257805550828	-0.266963505739191	-0.409428454714302	-0.251674844998874	0.454827234062528	-0.414943232758762	-0.35342996563461	-0.344055623676758	0.909043707560555	0.929811251377205	0.753543179922062	-0.179146204872799	-0.397766556008874	-0.265674848313663	0.742674747220238	-0.215910554237958	-0.277123350524754	-0.22246401517601	-0.418895791670187	-0.287151037705901	-0.223472411879148	-0.328871793947219	0.13598266284874	0.730780892102023	0.122601546511101	0.701634145665012	0.927745465256596	-0.0960698105176726	0.6992585698287	0.190317426128326	1	0.796315552365813	-0.0124685125085687	0.807951368790795	-0.0995917590891467	0.6485225447867	0.764720256407747	0.853500002958042	-0.188729830371906	0.950923251790122	-0.0379914113776991	0.00450027032096894	0.824183591118659	0.769814362458846
CAV1	-0.667006858014099	-0.725336501445673	-0.574473432524505	-0.585551432236771	-0.634798225160072	-0.663360510357377	-0.617443969043437	0.0411941791344164	-0.402401440870654	-0.401110665625717	-0.46656046505513	0.293942718377341	-0.166616779119182	-0.71874658952284	-0.661553233497438	-0.719785553534514	-0.595074610038309	-0.722516430386298	-0.600232756214827	0.186959635289525	-0.75192336162082	-0.676123428685292	-0.73958015223166	0.926951490719683	0.812275025428	0.88912808772226	-0.548833552186342	-0.723015954522648	-0.657319168376199	0.770398109747239	-0.565483722895382	-0.618363031282378	-0.511695653600458	-0.570751580066439	-0.65940696939095	-0.551458456721529	-0.585490154559688	-0.202574265032485	0.97359342121486	-0.0103405123365567	0.838548130028082	0.919388944330533	-0.553633637147064	0.908292921915368	0.0356853793791488	0.796315552365813	1	-0.292108986896715	0.897561365117149	-0.367760696265934	0.855367646282697	0.838689507877888	0.898792380926381	-0.531724321028298	0.904268572292754	-0.153281029997761	-0.0659329649407052	0.900609393437997	0.862405195494104
HLA-DPB1	0.460971121103022	0.298019456485557	0.242906372058037	0.306694854728989	0.398857631364375	0.560506628730299	0.36778444006658	0.561794034327095	0.453119959411928	0.611937110756991	0.499140987251735	0.340093864715363	0.681776880868527	0.261857414959141	0.488661974590961	0.682160686926928	0.208929518426466	0.246127759801307	0.838273991425153	0.473529607681883	0.290108830059234	0.293835470445246	0.54998164264045	-0.12561745437304	0.0870924590584662	0.0453632095334225	0.899103018110155	0.373572466496675	0.425608999633846	0.0194587420592515	0.219779899461125	0.389490456297677	0.233343323420679	0.499104126794596	0.438453779961281	0.500612965413827	0.44683091327318	0.320565469188502	-0.216248911942598	0.877894128253529	0.00141157333972696	-0.205121261684808	0.689807385025233	-0.165847770918528	0.721780323481277	-0.0124685125085687	-0.292108986896715	1	-0.0275654327684159	0.928705599593254	-0.0722342326008059	0.0038903946155349	-0.0222848116271244	0.725146536854284	-0.0992578141179058	0.759450466601706	0.753267790134108	-0.275320555948348	-0.336532984621973
MCFD2	-0.607753776722886	-0.676894886814651	-0.627955573056129	-0.536775904500509	-0.629254787250412	-0.536351707113325	-0.557887636916101	0.0931680258350269	-0.400271707573722	-0.36071639820536	-0.469974916723429	0.333628046136836	-0.134386002570568	-0.643302317963986	-0.605182993681527	-0.525292691159062	-0.498938660402966	-0.652458869199707	-0.341981297786513	0.209180578847948	-0.739948894275503	-0.581301630749986	-0.645917199175756	0.878574641540237	0.827214776081285	0.865098854442963	-0.308419379724263	-0.613563249380618	-0.583075519453367	0.768247692352742	-0.517749349920157	-0.550499494602365	-0.393305068147615	-0.424161556993468	-0.528323316990799	-0.432997399851401	-0.582357097667817	-0.141356595254523	0.890616279361352	0.160956204136184	0.796465463738558	0.86759692710866	-0.41075691653365	0.898704968581773	0.234360159402769	0.807951368790795	0.897561365117149	-0.0275654327684159	1	-0.0946865736239214	0.8612393394515	0.867863914047796	0.902767740962699	-0.265882883162919	0.853610800239121	0.0606066275401501	0.184216061942324	0.844282600934717	0.805660662463147
CD74	0.366342789821387	0.223820914335801	0.126581557382252	0.300657663913071	0.260676820841037	0.43469973921333	0.294583864602809	0.36911200662106	0.249151498469873	0.426184449562562	0.326880085104602	0.239010322590818	0.495977433192386	0.232895621982522	0.388680241983121	0.685012132704975	0.190417930105266	0.23310462131756	0.904792241716778	0.462408945305809	0.241286784750407	0.295766637525373	0.477929477683405	-0.254548351863192	-0.0124808885959898	-0.034104683862435	0.905676556457355	0.389415401495179	0.365465421483903	-0.207710641033044	0.205057562659899	0.307985172422797	0.180629717694894	0.573955741810529	0.370473774553451	0.353270796826179	0.368295690811869	0.114713424888877	-0.295875946536326	0.719341095413055	-0.168210366394393	-0.293567988015106	0.567942693784386	-0.247983838039814	0.800177689838256	-0.0995917590891467	-0.367760696265934	0.928705599593254	-0.0946865736239214	1	-0.0999904188335648	0.0107793201965011	-0.0449263011503429	0.859702995125364	-0.211002585658259	0.889019305746031	0.832525598281359	-0.345877825500131	-0.405510107683391
APLP2	-0.782865244352687	-0.873447847019615	-0.700768466823062	-0.658776729713277	-0.728436745387238	-0.745526488221647	-0.71680097291948	0.0160071427617281	-0.476374599676102	-0.45453061800359	-0.496656643265882	0.161431505777024	-0.148074465012326	-0.869613427389526	-0.765638054869069	-0.695985602981732	-0.798841819008652	-0.871251229479726	-0.415509960452692	0.191048046560133	-0.84760878611128	-0.824882195355578	-0.76708674256883	0.791556664630722	0.796499600942739	0.922027555023715	-0.366953768010884	-0.852779343377923	-0.724205406436791	0.69599927861797	-0.732189965522655	-0.774842365784607	-0.700731026819745	-0.37120768991584	-0.781069574660208	-0.66487539061284	-0.550615470358555	-0.362177740099798	0.882061454976254	0.227039578554504	0.871101140493915	0.789498522626346	-0.570449064842979	0.944404469391852	0.349132627302891	0.6485225447867	0.855367646282697	-0.0722342326008059	0.8612393394515	-0.0999904188335648	1	0.950466862928985	0.91727441617835	-0.306258457703247	0.779811997187824	0.201552998843513	0.299591136569072	0.832896713007343	0.842423881252094
CD81	-0.696500859168237	-0.815590275052865	-0.646095314841557	-0.554865987498023	-0.671298877626207	-0.691326767862128	-0.640692730624506	0.114623418339636	-0.454113194166667	-0.363860360627715	-0.450422120401897	0.277835470224984	-0.0667679017998488	-0.801440617118009	-0.685094464351691	-0.58926550184692	-0.712186700358865	-0.8033086625938	-0.300454094862304	0.324406520291141	-0.773710194792718	-0.728666384971151	-0.681674594200294	0.817744453577662	0.859372015982237	0.939279392188919	-0.261961343081463	-0.746596263296356	-0.652670792252998	0.66251539016383	-0.65267631224172	-0.708312585624064	-0.657341589408064	-0.335389668715226	-0.714508649268518	-0.622204353471978	-0.494581545820625	-0.336891985842051	0.844608839412702	0.23844592624819	0.818783286538881	0.831224814810247	-0.478173776807889	0.871510728332822	0.448632304229053	0.764720256407747	0.838689507877888	0.0038903946155349	0.867863914047796	0.0107793201965011	0.950466862928985	1	0.945433462679333	-0.175140641695998	0.822389435617767	0.292411846239455	0.335196078958828	0.874425197703307	0.86303188202618
CD63	-0.621502862574142	-0.735652427654459	-0.606288269214314	-0.492906389662228	-0.611375457217684	-0.611737243683803	-0.572367176668809	0.123005761483412	-0.407483839206104	-0.308596654789193	-0.432084056629436	0.399466844188642	-0.0472089956528571	-0.722914833901534	-0.612058973496955	-0.548212196596639	-0.613134901989369	-0.717169962107758	-0.314058396386987	0.367650453753847	-0.719145003961978	-0.676994459067157	-0.630211199955864	0.881905779602855	0.912871330987156	0.931657076647061	-0.274996734276241	-0.689601011406652	-0.591876440586693	0.687590930818291	-0.565125853021164	-0.631888707889783	-0.564257246191964	-0.361017471550747	-0.627428739158264	-0.536016643975636	-0.479624620630955	-0.204443779267682	0.889867875829629	0.209305984687125	0.813175954988722	0.886154583094708	-0.402043141097128	0.878630743671603	0.377246907493351	0.853500002958042	0.898792380926381	-0.0222848116271244	0.902767740962699	-0.0449263011503429	0.91727441617835	0.945433462679333	1	-0.217221125476405	0.914993585595818	0.178242279398922	0.264222788941847	0.859710487686341	0.82448766809218
RHBDF2	0.457995765778597	0.408609510215841	0.210806001588941	0.510951764809089	0.368938130744741	0.487114408372137	0.473009844080812	0.0922991998422898	0.119944790179339	0.360237700765611	0.1887096732347	0.133744390905109	0.220416194539314	0.456165240834539	0.481518268644035	0.748848022929372	0.41014124217077	0.480214746989385	0.865803870840127	0.212783708597314	0.403262872577178	0.49405440808847	0.550435920319676	-0.392954835741528	-0.171928459949493	-0.297572171226757	0.855718357297196	0.519926120240417	0.519762096487478	-0.375975491132201	0.444905004619443	0.410371086392898	0.405572828199981	0.710037825903642	0.493385477310392	0.452694674570298	0.30947059712233	0.230078478249672	-0.487188428507702	0.439363942390609	-0.421847731126848	-0.417196896362724	0.599231307143654	-0.421966967217601	0.569082759239338	-0.188729830371906	-0.531724321028298	0.725146536854284	-0.265882883162919	0.859702995125364	-0.306258457703247	-0.175140641695998	-0.217221125476405	1	-0.353082542424489	0.718703246325246	0.633835897182028	-0.456680232444908	-0.510226878443831
