""	TREM2	C3AR1	PLXDC2	ITGAX	CD33	HAVCR2	HLA.DPB1	CD81	ITGB2	CD4	ITGAM	CD68	SORL1	LAIR1	TMIGD3	ITGB1	PTPRC	TLR1	GPNMB	LRP1	AXL	CD163	TLR6	MRC2	TLR2	TLR4	P2RY12	FPR1	C5AR1	LILRB1	RHBDF2	CCR1	LILRA4	SCARB1	IL6R	CD40	CD46	ADORA3	PTGER4	TNFRSF1B	ADRB2	TNFRSF1A	LILRB2	MERTK	CD74	SORT1	ENG	CD9	SLC1A5	CD180	NRP1	PLAUR	C1QBP	ABCA1	TSPAN14	KCNQ3	UNC5B	ADCY7	CD69	RIPK1	PECAM1	IL18BP	PLSCR1	SIGIRR	ITGAL	SELL	CXCR4	LPP	CD47	CD226	RYR1	CD300LF	KCNQ1	CD44	ITGB5	PILRA	ST14	PLXNB2	SIGLEC1	SIRPA	TNFRSF11B	PLD2	TLR7	ITGA6	PDE1B	FPR3	STAB1	TNFRSF10B	TREM1	INSR	TFRC	P2RY6	VSIR	ITGA4	ALOX5	SMAD3	KCNN4	ITGAV	IGF2R	ITGA5	CADM1	TRPM2	TSPAN15	NOTCH1	ADGRE2	NOTCH2	RXRA	CANX	ATP5F1B	PROCR	GPR84	OPRL1	PLXND1	LILRA1	PLD1	ASGR1	PDCD2	SEMA4C	SPN	NCSTN	RYK	CD82	TNFRSF12A	TSPAN17	STX3	JMJD6	MCFD2	STX4	RACK1	FAS	APLP2	TNFRSF14	SMAP1	CD63	ADGRE5	TRADD	PLXNA3	AMFR	LAMP1	PTPRA	EPHB6	PLXNA1	LRP10	SDC3	CD99L2	IL2RG	SLC16A1	CCRL2	RPSA	EPHB2	PILRB	EGFR	SIGLEC10	ERAP1	CLEC2D	NCL	PTPRZ1
ITGAL	0.87455908537607	0.872407980508353	0.960292699225592	0.927384708271214	0.888962488018178	0.900921103945421	0.812304353710433	0.886782835191894	0.928645704701431	0.953697813048477	0.95818231277876	0.839757994160997	0.954731505148268	0.930386926194302	0.835677293425757	0.934311369412646	0.953679639988194	0.895599459803773	0.777077118785708	0.951339735101498	0.922098801840937	0.778772513102051	0.92467982504334	0.898813164123061	0.949647344974748	0.932843717635158	0.844982695560593	0.961419982835912	0.932638271446659	0.970710732133031	0.973166110509761	0.915849639142262	0.824076602208833	0.919034468967377	0.965169577862138	0.889718721721321	0.925185498134346	0.95155800294922	0.888919988438545	0.947314714300605	0.90983822581852	0.963430663224378	0.873133169656917	0.906071360265547	0.918917277235974	0.946434294446216	0.91126590284184	0.829020439165056	0.931586433445522	0.826425006623425	0.925462561192288	0.829209162988203	0.91642572457992	0.934034332016994	0.970863713332825	0.96177504993063	0.973432930376169	0.965918089537945	0.836888079777313	0.941339464918944	0.914468541781049	0.915353086488388	0.91641504324523	0.87965023013286	1	0.904956431521555	0.766166852329303	0.952321705417497	0.901734737141756	0.916731755273262	0.886357425956194	0.846253927818349	0.925137580374	0.778519271391281	0.934527681143617	0.878881963025369	0.86638158672018	0.947289075227227	0.932759342579983	0.923344602419789	0.775578427276696	0.871074838365684	0.883120496125654	0.876090014913517	0.881947581782544	0.799330919470803	0.870372244321093	0.918526202202469	0.845303833370905	0.713585557108705	0.895925566663541	0.821338648964568	0.882133432261019	0.359642939534129	0.948495341907053	0.877385502663423	0.875350014834346	0.942950662259118	0.865341795626923	0.945489953786492	0.873895973690253	0.848472232344661	0.746477644370987	0.937209364894172	0.802356959056425	0.928407935449074	0.957234321099291	0.934121519086187	0.88363505226611	0.85472336642215	0.908578361157907	0.863043947197738	0.89742553417545	0.707290078655565	0.905462732882184	0.492345604296314	0.908817059581523	0.897897375708785	0.941607933035556	0.929992358053732	0.922182519211759	0.914639116250177	0.897355268168648	0.841434782383578	0.916182908604378	0.929332439767698	0.91052404637323	0.937602449770829	0.908560156384645	0.884335913299286	0.944124893435485	0.924062876817452	0.926772180742476	0.807642002717551	0.957731805368735	0.874267203698997	0.871826585676209	0.803140213538926	0.891526340004475	0.949488442308568	0.87666915213418	0.922413212680279	0.929159612886388	0.666172083230994	0.817534252189207	0.86313518356663	0.892617105919377	0.877099318875732	0.914343997270141	0.914475771583328	0.784191468412654	0.526674249532919	0.944542219391014	0.798911654306186	0.878323261069611	0.9569518250216	0.372709740833992
SELL	0.844861435099379	0.883331157551014	0.903403293743191	0.871469742098466	0.917676573767566	0.866051987108484	0.83185284420686	0.861848246557046	0.889904801172675	0.918599082625183	0.92641783634051	0.79756046560735	0.911517245609199	0.891274898625401	0.802747041491194	0.875963665747629	0.927047890725058	0.892518242037922	0.680114206546016	0.880881372031771	0.905352170288518	0.708310169856651	0.875263286904378	0.858946501671395	0.899488139782645	0.912667421469224	0.884928737734421	0.922825323528494	0.842903385234535	0.915631031663083	0.9236181864263	0.8853720671537	0.77079793556527	0.862716838653972	0.912732116000721	0.876959237118893	0.893083099543041	0.921369077618273	0.82935026152428	0.894707433493218	0.921272758647521	0.930218310965063	0.838919884306712	0.871636332181723	0.908180234789978	0.879483695066625	0.868668874184483	0.779559734657238	0.907073725809267	0.776603186519853	0.86470348640735	0.776771974753226	0.886640525752424	0.880151615194051	0.911475245838846	0.885777546178691	0.903544183513372	0.907865748288884	0.793903415320747	0.867944348384041	0.870527402405946	0.871046994247732	0.911141968130749	0.887743910227733	0.904956431521555	1	0.702289383513345	0.861589613004464	0.864270583357115	0.861393046773579	0.861382401432522	0.791884081490665	0.87542020880591	0.726344826980117	0.889338184657613	0.847705942146819	0.817623168155651	0.92725428386331	0.867974523481398	0.884715301223554	0.792931916418502	0.857945235524778	0.90812557825211	0.836131236798892	0.872408766744185	0.746227288022112	0.881042458239836	0.85110976213056	0.765243324449489	0.681285576170135	0.822997860166549	0.85308154799876	0.928875826957432	0.321819935947452	0.928186850360626	0.837823552754326	0.82344884433535	0.883782755731284	0.7685587879889	0.895940049946549	0.837801582374081	0.856134122877044	0.761655708364421	0.836009919434767	0.807220228712643	0.850419385238501	0.913180863965338	0.87735169486787	0.866742130512366	0.796287852351476	0.907790608914532	0.837610984128551	0.835606894450347	0.787226873938365	0.850636456752184	0.540876698518795	0.917701192624504	0.856001261675652	0.875524132984178	0.871893953738646	0.895803508108714	0.883028525227329	0.838382377885017	0.820708861095408	0.851074557922655	0.826434994934496	0.868912625481562	0.896162302008689	0.914502460547218	0.827268671806126	0.885359450233711	0.858553447560692	0.878897482103966	0.749322874947542	0.897385397378885	0.871371883877492	0.762075843249178	0.770129538169648	0.836776619208782	0.884401409963445	0.843196503357391	0.83626349954927	0.900125630126696	0.547012795944301	0.710822861094971	0.747317511214399	0.857916634817576	0.826501749996571	0.910137868923412	0.874817276636426	0.687473035476372	0.418572012613805	0.917887523047599	0.782764264428462	0.797711233099367	0.913574534432994	0.265884752013094
CXCR4	0.569885517753604	0.62374339068728	0.755312922151069	0.681227322493016	0.669969720415571	0.614034724765413	0.727762388552914	0.586605205427944	0.663413550755898	0.727059909908573	0.744160853160243	0.544129608655115	0.647186301756274	0.69115109303458	0.507544518617988	0.658158628153345	0.74945042569045	0.690099793233386	0.495156239671015	0.739628872786079	0.69309436705908	0.678995320609555	0.732187093140823	0.804423922967366	0.77900087298571	0.687504168783387	0.558549583228179	0.764976603096379	0.86613429746551	0.772660670729449	0.803753321602811	0.659339152591582	0.495099408614826	0.670462902679373	0.732281409109296	0.583516811777821	0.671618016649418	0.715408347922251	0.902132823456027	0.80853810813891	0.67640225384352	0.750333300858531	0.730529815963684	0.69989085980988	0.72146459222523	0.695650843746641	0.660834795579412	0.534146195557428	0.735608886730057	0.495730965167649	0.742507896511011	0.596809380321303	0.669544143769596	0.760335291505164	0.818696043333066	0.733639491847033	0.709318936684506	0.719299925176184	0.877292015555536	0.744810847013441	0.732417771345236	0.706722963595842	0.702426541402158	0.660915535254311	0.766166852329303	0.702289383513345	1	0.677769162379961	0.644743927292566	0.700953498619315	0.853567761561393	0.60408743162529	0.70395448541276	0.699068027030963	0.687107244587518	0.57211118357207	0.672229673334491	0.762582839038208	0.66035260326523	0.644818923656112	0.602058725638138	0.663218291845394	0.704429461466681	0.646219362222081	0.740067859943101	0.530875489445168	0.638181683421705	0.741777770067691	0.8054639982549	0.746600642604802	0.841936794733917	0.541532592915149	0.674318934671645	0.447773616168564	0.700087834807871	0.632535644404996	0.624862256712705	0.677346468134709	0.553453452746342	0.784834104807254	0.668019834846671	0.736962198249475	0.504945670991512	0.75333497425547	0.737300595743907	0.736090879351045	0.714735461297412	0.703944121766168	0.609077334832775	0.566779127506132	0.705743996699607	0.65284702568806	0.616884279260227	0.610351594957213	0.579277600531961	0.461892159800629	0.700370980785756	0.821115611102696	0.701100819510563	0.671806332912943	0.721086824434382	0.664074627872773	0.611446485372045	0.679593257316235	0.744234222076632	0.820854053442162	0.668134051143876	0.783825610021036	0.696283080588945	0.643879396980428	0.719851886446162	0.681766083810918	0.693459979320244	0.506638567901795	0.722373530589154	0.612747037074624	0.641511771047144	0.650126089436326	0.578885104383399	0.723738807447859	0.731803429857897	0.716121248347946	0.699218688619736	0.562687071464679	0.627210024597941	0.696884033789273	0.670532889228291	0.634565545489134	0.700338206218313	0.672317503477	0.789585960376301	0.489735418536044	0.724512906259326	0.735581826451957	0.774367205435459	0.821442508633095	0.373928744156209
LPP	0.922479120543958	0.89832262823629	0.955504426396621	0.952034405305917	0.877971605322319	0.930536682618097	0.766541765504072	0.92774296934402	0.945955725363401	0.953344440043231	0.948253933636304	0.895666651954776	0.964752622739236	0.941980634426752	0.890902326404262	0.966586388562644	0.941155279713885	0.875457524746805	0.859080005275255	0.970182154838887	0.92873658894334	0.781724338666135	0.901165715086707	0.863090384657008	0.932088074701701	0.930772408983628	0.832712824478947	0.94633325284322	0.90993411098388	0.950495640254181	0.945708245224313	0.928316242339563	0.889702927379716	0.939475703266109	0.95124649072637	0.879331657168677	0.946678068750371	0.943056852605109	0.850967932264417	0.938803734632739	0.905028731044159	0.934462230373115	0.853869052503002	0.92608525702925	0.895230134085469	0.970292728478453	0.942451836424384	0.895488053555359	0.930200396064411	0.878030482208098	0.938436559534267	0.886453064871381	0.93437911088104	0.946576028222268	0.95056602934352	0.9529488285594	0.965750473539106	0.948317358014303	0.790351464848718	0.939772505633618	0.902014962731366	0.935543026629477	0.917032116226568	0.887473074380898	0.952321705417497	0.861589613004464	0.677769162379961	1	0.936343193207553	0.898927499982105	0.82561502214061	0.873481597628551	0.938543963343203	0.782620217662837	0.945484288878088	0.917655177908552	0.897179187018904	0.92719303253959	0.949798806511705	0.957477249502361	0.769292873072426	0.874873457714099	0.873870542388596	0.915191577042102	0.872973981003105	0.87092152952044	0.881037616435655	0.916663431034276	0.813660208453241	0.666369987222822	0.89325258165526	0.797235261728279	0.835832055146586	0.288777685876009	0.941829891978688	0.91740146135298	0.889083639177791	0.980170651794928	0.93051038847153	0.918219552827416	0.8951263740232	0.863916543223689	0.76220354619737	0.930830802248995	0.754983800239559	0.943465753329176	0.95148185485802	0.972894597807266	0.914277947452115	0.902913461227278	0.897801824403021	0.850403296895542	0.939077948205817	0.678364762229016	0.924613417905788	0.47908735384307	0.90476536815556	0.851419561496377	0.952918563988916	0.943054843949902	0.918412312128121	0.926660585868416	0.934668136278081	0.8337934136711	0.914814276465483	0.904576677949779	0.951422725849793	0.938154699529519	0.905869912960256	0.927641509089413	0.970728191688069	0.934657748625153	0.946242559025385	0.884685569268406	0.972335203089827	0.905300445924198	0.913876190660061	0.807364496604508	0.942757208876035	0.973777927970678	0.886818703991449	0.942079301227236	0.94310496123551	0.72939607478948	0.848380124201864	0.881466152334225	0.923794042734748	0.924147459248409	0.914677203614242	0.937096662354833	0.780256606614484	0.571565442045457	0.930358368901022	0.796942156151334	0.856528353652541	0.944218478409367	0.429496053986528
CD47	0.956880206454218	0.932072316625173	0.932731552068862	0.918749302802488	0.934765415058602	0.945221003328528	0.847841493963674	0.969729265746987	0.969046768287816	0.939428308035672	0.931554878805242	0.955567307454357	0.945244620527379	0.965174027157937	0.900459555936596	0.972304708085759	0.931468307842275	0.873073840347609	0.901204840197299	0.943542457369872	0.962750756532128	0.829644813556255	0.877611751511339	0.792827731096543	0.921977524543109	0.926469954183054	0.793236087147459	0.923491233384016	0.82864044429745	0.916394066614368	0.900181146376639	0.942472167086174	0.921528912908586	0.915651742341047	0.926672190726797	0.89014992340649	0.959617151565778	0.942005461931788	0.815922746430888	0.907807705440762	0.882212487609673	0.918133875304565	0.822400558127324	0.901358862176845	0.92921996659528	0.956808358203541	0.948665464293073	0.949462801163241	0.935178941274941	0.931664012448346	0.86308416348889	0.939641897701775	0.976622357981732	0.918629157117328	0.914216679592329	0.917102015386831	0.923998038199416	0.923023137285031	0.729655024571473	0.90733249923801	0.925222108689557	0.922766053448502	0.952084959551028	0.955458224870487	0.901734737141756	0.864270583357115	0.644743927292566	0.936343193207553	1	0.805633970632628	0.771720726828402	0.919262523785575	0.939544702866612	0.83377711677455	0.913886630833469	0.943871277839352	0.927644231652573	0.889060373888692	0.949708167688204	0.959564136825685	0.767191139016489	0.852005661705823	0.922973543501172	0.941611601316295	0.819285320961407	0.924640144133147	0.867382695282967	0.877015666501721	0.77132382600391	0.684528627659301	0.801830238088227	0.809849176494296	0.878431768329427	0.339274278212784	0.946502962513438	0.922326040454797	0.912226173008691	0.942424042007916	0.936591694941809	0.899903477200642	0.934475920466191	0.88514687690374	0.767794460163402	0.879299810160901	0.732487697416712	0.908210275121007	0.948954179420772	0.961192741984141	0.969418035963575	0.926823878681877	0.91077745120489	0.835552179138198	0.939786536408076	0.728058066769366	0.905033798675126	0.603645051744584	0.93654677306237	0.814536600401026	0.959358025205656	0.946463372472005	0.898678612454541	0.934291238974489	0.929326550538041	0.869557346272174	0.901216662386222	0.858863553598988	0.962985539228811	0.924532607417106	0.96320421814801	0.887673020870422	0.957194435831056	0.957930330325396	0.967789147592498	0.937370511695821	0.929031145999899	0.946928707900469	0.842807932475674	0.83737154322228	0.956593705606744	0.941906955466411	0.892055819490212	0.888897672469114	0.963742708431558	0.628243903591175	0.782114099895764	0.881466080859584	0.928253709090628	0.929719095493036	0.965655801410963	0.91526064934654	0.677001585140774	0.448764865927331	0.939261449954164	0.778896894879421	0.818680302534123	0.912785981302762	0.298801619131706
CD226	0.800061269356981	0.82192435367892	0.883248507917609	0.900269944929923	0.802102433399283	0.837144542391341	0.659746065219274	0.799214936008212	0.816475362359903	0.888831104619562	0.897974826093525	0.7323155840137	0.884570129567658	0.821947114180692	0.792417212014922	0.857330004545823	0.889108767387343	0.843050443816538	0.668947224143639	0.881507183533719	0.822478696442113	0.604077147171197	0.838580766011953	0.881163587777011	0.876007882035631	0.880272563588715	0.87769018439955	0.901808130453501	0.894282055421451	0.90424572181104	0.908077729883889	0.846445384620782	0.745155420121266	0.837320684469269	0.871240665761987	0.844862951116395	0.838632006077997	0.886022637665576	0.818003985566723	0.881027563063159	0.88756330497608	0.884470503182184	0.832249460294408	0.880467179003494	0.792303574685699	0.879649980665552	0.841407120567074	0.731515123825181	0.850653996009984	0.748135165160616	0.924461362161253	0.71958010580489	0.800758810658887	0.894454634802449	0.914774702467609	0.874772759630289	0.916547703568653	0.888265153126739	0.848462567338059	0.910503253673771	0.79050669785375	0.864177917690772	0.828448079588715	0.765033463021532	0.916731755273262	0.861393046773579	0.700953498619315	0.898927499982105	0.805633970632628	1	0.852292133188748	0.719248314798131	0.871226744004004	0.634443469258816	0.876085644737364	0.812328787496596	0.747362174516417	0.884221731097879	0.834545801243087	0.853305656504961	0.796299123143352	0.835958357125177	0.795803360225896	0.782887757933535	0.865022259700249	0.727772194780806	0.826898734046305	0.882517622473137	0.821043297824336	0.592371511621206	0.887375615772415	0.776714195551568	0.785682913144366	0.185142501241572	0.868767979590798	0.775392887593283	0.807691547232243	0.902423709201263	0.770105687507848	0.875114510451109	0.749139093237106	0.76705210608261	0.753288677856124	0.88591608654332	0.734079028912147	0.849091206795712	0.857864072217408	0.870037431462114	0.769987661513329	0.751763493061831	0.842920365729741	0.789303756592506	0.802796342029182	0.656385691875224	0.846530846271535	0.296565215406274	0.826591321668268	0.817834732107744	0.837288509416721	0.843872261605363	0.842306871645622	0.838521549265653	0.811629306085571	0.800786477150298	0.83836419347935	0.878136709880971	0.850040692289323	0.907172793092529	0.800233539900784	0.877007661426638	0.888029944862812	0.811781791307793	0.826957179969311	0.707000800342641	0.928699841912374	0.795985170960919	0.876418328918485	0.707590729861676	0.82051641898457	0.895551446197015	0.814437710172822	0.8766464035813	0.84256046711092	0.653492270348296	0.790658949341988	0.750425073275904	0.816278720897179	0.818071532940533	0.804631855731571	0.8712402061574	0.759181954736455	0.553439516999679	0.837894074986661	0.757420834367695	0.797473071901784	0.915367469692264	0.412139701539069
RYR1	0.721625772214321	0.769560620667916	0.876432868602045	0.787472991873844	0.834653291730717	0.748002309874961	0.816371048790758	0.748639568941491	0.806646754365532	0.849116991648755	0.86902223576502	0.688569119450738	0.820788678834507	0.83017140294882	0.661331925771143	0.802893716954498	0.87736896302132	0.843107244349405	0.609159240531769	0.861798290382443	0.837166288722329	0.736368658802451	0.862776673844305	0.900040387991584	0.888842600053322	0.845879888400581	0.740104077943513	0.864819605265357	0.878974462220956	0.906172497067164	0.903595134047615	0.80822257796491	0.659158374102549	0.831806992130765	0.862714218605162	0.800584489182157	0.815658320593851	0.851049628276773	0.907786409900467	0.890216863358446	0.833653940249862	0.894281174702521	0.860056007944697	0.829331947514769	0.857526559356277	0.82176805364644	0.776195537323951	0.67395545219587	0.850685747752236	0.666978421478108	0.842037234954045	0.680414614514575	0.80409680329891	0.858990246207081	0.907761057289006	0.867880764238347	0.866297698569025	0.86675637458671	0.802123829442201	0.839017847870801	0.854916051091485	0.813233177134981	0.839812309041029	0.785763748231069	0.886357425956194	0.861382401432522	0.853567761561393	0.82561502214061	0.771720726828402	0.852292133188748	1	0.718442844504779	0.843042527733305	0.76700652181239	0.858476465109498	0.738964336129527	0.78355021188234	0.884572566066007	0.822641353864004	0.798287314161703	0.704055441729795	0.820644777904759	0.84110430981093	0.786098449848091	0.853740426576866	0.662923960431348	0.791448558699061	0.852897705784367	0.768818371835204	0.74318930081758	0.893276751657387	0.739559981696632	0.833840233957161	0.465782591736766	0.848975057427774	0.758341721872979	0.729717496981449	0.822076318939372	0.697060109276671	0.893563829664415	0.798848753658811	0.824130231515766	0.633040023788444	0.854043260169502	0.812457148140216	0.855495459751641	0.850343825541369	0.835904626025605	0.762299069588795	0.672915149874729	0.808860200738159	0.814041567756233	0.742453424252633	0.734513106341331	0.746813515257055	0.524851159551662	0.854232271618352	0.889389893647743	0.835405851276382	0.818547694837034	0.853004109830868	0.812071274701807	0.733964327256778	0.808712865696486	0.808701168335482	0.834884089266716	0.82235297196175	0.862202579640215	0.828944030042566	0.777892971049408	0.840634448033946	0.822203112898956	0.827939169019564	0.635700340752757	0.855058185672933	0.761818473557154	0.743017742061126	0.78442933370912	0.7356795906301	0.858212051564744	0.822240498098801	0.84001944096191	0.829288852736305	0.61656641602821	0.695359605640428	0.750994681375534	0.81280741223701	0.740356473664131	0.83511101750284	0.859436316134653	0.790611913459524	0.526986235530712	0.859334360103882	0.834422932445443	0.824350370535883	0.905516066733153	0.382629766458499
CD300LF	0.931492553749836	0.900124627900578	0.877444138374677	0.874922403236384	0.897611974585576	0.924168283489291	0.810743126273681	0.946669940581837	0.93500715085781	0.885125052955249	0.887824596802525	0.950820792324301	0.901411615830081	0.940201204390295	0.876901473654807	0.923871233355964	0.86680193480242	0.791451589213398	0.92729629901535	0.876912212868324	0.917144418920969	0.781354770659681	0.816485285130988	0.69881541740571	0.868934495246309	0.880090842259517	0.743539760569146	0.878144535646259	0.784326912523645	0.854274192480801	0.851895837962437	0.935232049451637	0.929365797397573	0.906816898273223	0.880459540349947	0.841263629194602	0.911877735277302	0.906289476822247	0.752480897652562	0.861063582961484	0.845442327000953	0.893715112574986	0.762501941014551	0.80414060822431	0.893819258275251	0.896183920966738	0.893793677044949	0.925106724795193	0.91481597594947	0.881891202842702	0.771309766358167	0.94462232317443	0.939638848231335	0.859729176983169	0.864275539062949	0.869760293522205	0.87903275131401	0.885626035967266	0.682098763387641	0.838252166611169	0.887413350874859	0.901609615746225	0.896535553987592	0.906464478125981	0.846253927818349	0.791884081490665	0.60408743162529	0.873481597628551	0.919262523785575	0.719248314798131	0.718442844504779	1	0.895082374481182	0.759906902368388	0.845183175707627	0.923016990651139	0.920300731843322	0.850751473975692	0.905546620080476	0.912862842614096	0.67184171658793	0.796739977136062	0.855999483158779	0.917292921430405	0.769610896179887	0.906757689119089	0.796556968884379	0.841571911306889	0.761186021993627	0.625462837571256	0.72932307218449	0.794575450235374	0.835186365476364	0.288021408102809	0.901984819788534	0.877066633410897	0.859357336907052	0.870593684327575	0.91471965266936	0.859561954462812	0.882377311942518	0.857571000518607	0.713582144726124	0.822627330477181	0.64185096014053	0.8437121210158	0.893840602548592	0.903198375042079	0.936009675772258	0.896857762992745	0.857863179789984	0.839976825247099	0.883005943163686	0.63707443696898	0.873644641901376	0.583201651071988	0.857040929753791	0.733704606753854	0.905653417511937	0.911443662885398	0.834754688192016	0.855691561288509	0.899701101021661	0.817969161670798	0.878805628782792	0.830641402860585	0.900554712764564	0.866834311597446	0.920543666509347	0.821701101834874	0.896223056357547	0.91942869782398	0.939617962845923	0.930746291677984	0.861744549265527	0.885698473977622	0.792055880490503	0.781558113048724	0.93522791961037	0.884345302104737	0.866797573530295	0.818226658884111	0.908746085208923	0.551343546371964	0.722349792378755	0.817913036646513	0.88194201575719	0.914053218415271	0.916213734235745	0.847177895059587	0.584453869722129	0.334442358158514	0.886630643094179	0.706570812954347	0.715878711407051	0.835571544014485	0.187757425842033
KCNQ1	0.94214454843552	0.94535980056135	0.949449024649876	0.952420420399218	0.917303110015433	0.952936044550031	0.811769939256306	0.94665365258104	0.948659461915998	0.943846809304049	0.964198280286405	0.920375632200321	0.954916599442784	0.950822142877495	0.908239699829449	0.967245723459922	0.94812605861834	0.887367841681851	0.878015535388661	0.949348143532135	0.947110234905871	0.784424227497931	0.893268950531909	0.834300685867264	0.939262205698351	0.947391159119481	0.847537385650797	0.941054837828864	0.884149443668812	0.939857566232332	0.929656332874514	0.952371279116019	0.910319917677476	0.930668502974125	0.929685776613902	0.90350700034332	0.942798009395922	0.946626478082701	0.84733489515536	0.936587002894826	0.908543388745442	0.937832631082002	0.847315998138049	0.934472275280648	0.903369382737433	0.955334123014612	0.946892125439014	0.920405397267139	0.955069121387301	0.903244010545241	0.910536921512403	0.905271875528532	0.939442676271556	0.945432914265444	0.942990531126079	0.932499640724477	0.943422246126418	0.925592294520827	0.792077737375766	0.922727530843619	0.911227103876324	0.95476251372313	0.943054255514397	0.914127797107323	0.925137580374	0.87542020880591	0.70395448541276	0.938543963343203	0.939544702866612	0.871226744004004	0.843042527733305	0.895082374481182	1	0.775960126851197	0.930657756397551	0.941266907483649	0.923435661612885	0.91967636526582	0.921386117281382	0.962297171890015	0.814588050305506	0.891033955629932	0.91755107408875	0.925386269567943	0.841307150774105	0.90314420392384	0.879424441506253	0.89744521498655	0.826742364828408	0.641977694521384	0.858452193775026	0.846453434550359	0.857440553007064	0.283323479889874	0.944251403897977	0.894888263388378	0.910311714694082	0.953861922413735	0.919323475948755	0.938238268547147	0.887752428587476	0.879330393129816	0.81060339416593	0.877973839627288	0.769602283767161	0.912820313200607	0.933753988301659	0.951951561391533	0.933057417084646	0.906265092728502	0.918236744022906	0.867999951190263	0.908666331614326	0.707521797570367	0.916318614262261	0.514117992772157	0.932516980705269	0.827057571378028	0.937520925677948	0.931236130029994	0.908013347515379	0.888213759057335	0.91401924592763	0.880621417750155	0.929922993740818	0.887798781671447	0.957915545525647	0.955410353416085	0.936282596635883	0.91183404783796	0.969463753064354	0.933862900534607	0.949015958935598	0.90494407987266	0.957402149405455	0.927774357357572	0.87536072912188	0.830275845569048	0.946876263545671	0.943371970310713	0.906415165924764	0.901751379828109	0.949659756657806	0.600536949641722	0.830219760708586	0.851140399760831	0.902523580809567	0.926971813796397	0.940469555463993	0.910154154183445	0.699760410957445	0.425938783958851	0.935423802031747	0.790762432778341	0.834120421512123	0.937005115026844	0.268154409358156
CD44	0.71668614680058	0.709033157829006	0.857679643773478	0.6836186210565	0.839101450876952	0.710778322657334	0.902520278437895	0.766802296311979	0.846864553260034	0.755780158728207	0.773597649511645	0.757691716612908	0.778297826214899	0.84607246543499	0.589328369394074	0.806165251060306	0.84342959585934	0.821057817421396	0.675702372680546	0.837703947259641	0.864431787655886	0.93794551997028	0.854968842265408	0.794836799208164	0.854978416568331	0.786825926765893	0.509238676187273	0.754663261257691	0.721315702560647	0.829862979855995	0.779241434008793	0.762351388482835	0.656508335355522	0.809296124252031	0.824565839103772	0.719656608882937	0.836271866025126	0.760953871256398	0.849227572647052	0.854343331253303	0.724763139245631	0.818888607913015	0.747708498258633	0.776863771255323	0.883744027051986	0.791922930632442	0.784677151247377	0.767301703879336	0.798951293312592	0.718906091123641	0.698705268378601	0.746081236384867	0.853422573150007	0.812658497295573	0.793746282796527	0.830126461619997	0.769229652302539	0.802452826309093	0.5756705090171	0.744464952564899	0.903488613044849	0.732985258138179	0.864408727447838	0.848383474240988	0.778519271391281	0.726344826980117	0.699068027030963	0.782620217662837	0.83377711677455	0.634443469258816	0.76700652181239	0.759906902368388	0.775960126851197	1	0.826044692711051	0.707353625164442	0.882769648406933	0.791622901724045	0.830270964320376	0.790697686346694	0.54985235172919	0.753831187986545	0.884646204036466	0.855330832517793	0.742495706505394	0.697262947027906	0.768005527769243	0.735449999539324	0.566566588081252	0.812528071442046	0.744803969561551	0.651219281511392	0.802121114116808	0.70493143222335	0.821917655080449	0.809660392648533	0.674673121654746	0.787585784496147	0.775028817292566	0.835262980838584	0.924444491530062	0.833238925700307	0.534292399332074	0.804122526518115	0.827997584695258	0.879811992482096	0.821054545917693	0.845703116039027	0.83737033628715	0.682220753573902	0.739787764529195	0.739960028433619	0.805100677058803	0.67663343708433	0.668043156744169	0.831696681380078	0.862009230946921	0.832797128179566	0.856597210940165	0.813187366494123	0.84375439788665	0.81410567930687	0.738775892924915	0.778764495070527	0.805811215124315	0.693011533325964	0.82136111029539	0.761587923950427	0.849875673579456	0.681263049709234	0.827202872414609	0.843315039806375	0.869491228631631	0.716923800971263	0.751554213233413	0.812339712383815	0.651304490505089	0.890108552796779	0.731284164720524	0.831749044647019	0.737816711333899	0.762070081550084	0.835647855224504	0.62034981374069	0.655153104085382	0.817043120423918	0.836354557561574	0.686646112417111	0.867948980434792	0.839829590929405	0.72674137372444	0.527583326793661	0.857765684732129	0.847540993885882	0.839819882700873	0.830509993894045	0.399851333241829
