""	CD3D	CD247	CD3G	CXCR4	CD2	CXCR3	KLRB1	CCR5	CD8A	DPP4	KLRC1	KLRD1	F2R	CD69	ITGAL	KLRK1	ITGB2	SELL	TSPAN5	HMMR	FAS	PTPRC	CD27	CCR1	ADGRE5	SMAP1	TNFRSF14	ATP5F1B	RACK1	PILRB	CD44	S1PR4	LAG3	SIRPG	CD47	TNFRSF1B	TRADD	CD4	TSPAN14	CXCR6	AMFR	HAVCR2	ICOS	NCR3	ADCY7	LDLR	TNFRSF25	LRP8	RXRA	CD82	ITGB1	ITGA4	SORL1	CANX	HLA.DPB1	SLC1A5	TNFRSF1A	PTPRA	CADM1	SIGIRR	CD74	APLP2	VSIR	PTGER4	LPP	TFRC	CD81	SLC16A1	C1QBP	CD63	LRP1
KLRC1	-0.175185398736144	-0.0221368281289765	-0.213637597464475	-0.151409738537163	-0.231975018098331	-0.206102703151961	-0.0448352955874577	-0.285361996145963	-0.146743499685013	-0.105347003159156	1	-0.0258895260262602	0.202763769285603	-0.0900709623777268	0.0017318721376381	0.422056475626866	-0.0759612028535233	-0.368485121954293	-0.148314295110931	-0.30359476358343	-0.0981427961464985	-0.119159428876095	-0.248738253361565	-0.209724349171185	-0.173213448921697	-0.0464697516585923	-0.274619475142804	-0.0930251255068884	-0.0659339794977891	-0.256853454274412	-0.194700711469562	-0.156907589338868	-0.272191387156405	-0.213576652516896	-0.149132585096617	-0.251401313981081	-0.00685131746281689	-0.134451260348321	-0.0454270764308108	-0.279062159334988	-0.0968037351480748	0.117777077867437	-0.234771127418091	0.505329382009675	-0.0285712699495675	-0.0540430028040725	-0.147742075412752	-0.164610998072234	0.341363359239252	-0.201768959060534	0.0439478794851122	-0.157932224920065	-0.0159478761710322	0.0590105093199009	0.0313123667674237	0.20678044649435	0.0139152838210799	0.0608325144925732	-0.0132283355083155	-0.227106560066285	0.00770518679671749	-0.107417294515163	0.0401330415551252	0.0182283437445744	0.190737100630597	0.0635298805082257	0.0310082834187566	0.365192077743975	-0.124502225666699	-0.146022941372909	0.0489686823955179
KLRD1	-0.128027278524527	-0.1596357914397	-0.148598658879408	-0.208291988105685	-0.153380429832962	0.132296443199003	-0.319594842878733	-0.0926708956739629	-0.160391703235746	-0.49338501934459	-0.0258895260262602	1	0.237708847894231	-0.29756044930162	-0.157061560022244	0.630839254699824	-0.291193817863813	0.248137521412605	0.221815460881317	-0.0508782648007062	-0.104905550782366	-0.138919761160808	-0.00663466449208239	-0.311087341458179	-0.0415993037468921	0.0207994166065513	0.0669329368830599	-0.142266461303955	-0.359468261031577	0.425519444423464	-0.502107676388984	0.0762083432223932	0.0600728600471928	-0.366062886085787	-0.303810754031458	0.0511378108818437	-0.18177023030914	-0.26164307162763	0.0152818011769498	0.167315302584607	-0.121965181612627	0.0475052789851513	0.135955732202511	-0.331807011559191	-0.377232820898036	0.157282836723867	-0.169723064157737	0.124297318578475	0.24778690036061	-0.279280415489922	-0.241939008390033	-0.13387860848238	0.095435071016944	-0.218672626861263	-0.19133308855916	-0.0936608491605342	0.1414121078487	0.34251247507164	0.163364809501842	-0.0315497700243918	-0.203534950682283	0.0942741341087281	-0.19926066576585	-0.210068678853008	0.388313320985545	0.0497884776990247	0.043510939047832	0.0991458808258398	-0.219613508252351	-0.0501332962048771	0.225009783118637
F2R	0.0799451644074763	-0.0170463928055846	0.114262545307376	0.000201765503140506	0.0788487466373355	-0.0624338813359564	-0.311283956997908	-0.125461002439283	0.211330634397229	-0.387130997513819	0.202763769285603	0.237708847894231	1	-0.13426974966323	0.101427078959968	0.275447839714213	-0.395906918901086	0.278678136950741	0.799990614628776	0.53348670645363	0.495389672146411	0.0239650122024429	0.184177089037736	-0.497835881756485	0.442598120824814	0.832129937841493	-0.102972741816189	0.679720367567798	0.187380925457599	0.748660444715086	-0.526169460724303	0.317226321708293	0.327312912790464	-0.154030760085312	0.311192160809483	-0.0463512359870572	0.169264625488904	-0.114544973192371	-0.282628508436761	0.182619296129625	0.671043344153413	-0.293823153021424	0.16454797565705	0.262446270401695	-0.486963101550888	0.655239260820781	-0.0829016302485208	0.21323101550754	0.0804232174261418	0.218277364650637	0.400893468054529	0.323868959908639	-0.336212444482899	0.440895890968389	0.121780992918815	0.276137455411712	0.551114895560951	0.832702481402278	0.7623932126559	0.24186295793087	-0.0429999423250563	0.442179423880989	-0.381023663078138	-0.131310400023465	0.801454000590628	-0.363944462592148	0.0464207902987909	0.579853314650431	0.436658060248759	0.64649200505977	0.265737263070518
CD69	0.888700635476661	0.953619190828718	0.858643056216377	0.957162262763355	0.8552044004207	0.630521336426992	0.85038491234901	0.295133551911853	0.646213331605401	0.528765348882812	-0.0900709623777268	-0.29756044930162	-0.13426974966323	1	0.742211748676539	-0.135489406800592	0.280500349653096	0.429039878985836	0.0989116218397202	0.10516568846247	0.503686196930361	0.783128278313474	0.782929358117896	-0.339719778846574	0.636144418501438	0.0877591964412587	0.0696757229574117	0.194730684109933	0.521074695803929	-0.174861454982591	-0.197556167779596	0.599529203162314	0.392294837936942	0.906678809931904	0.745114419936568	0.272318519987554	0.858938592520536	0.191980639953718	-0.367832570785544	0.508966878733493	-0.240087878779664	-0.224346443426879	0.654299444778661	0.537846944204741	0.524817437464395	-0.595552174343179	0.932940213262996	0.538783661823328	-0.685208610388813	0.693581711927681	0.232892570778026	0.684582766986828	-0.221444375785775	-0.566281015480417	0.344388268713925	0.179027097184488	-0.592431596023621	-0.431194216312987	-0.433112508291805	0.732480368828604	0.204325675854751	-0.722539051474734	0.180511149704558	0.421670571768827	-0.217857116339619	-0.501314805045276	-0.524096120913588	-0.0316395049316031	0.279025265354741	-0.366177468643226	-0.817774073475589
ITGAL	0.868123386934997	0.825891006373898	0.83904443976476	0.833990470746814	0.866472713964754	0.631583656306399	0.450415835609833	0.631920920174443	0.919715878437762	0.133679680181122	0.0017318721376381	-0.157061560022244	0.101427078959968	0.742211748676539	1	0.105904968472962	0.198545060165178	0.382111993972897	0.174169513816686	0.241799252199893	0.625510161439707	0.81168998147705	0.750812627017064	-0.397861553316911	0.633957555116077	0.152378835317815	0.260409246432623	0.201588571879614	0.272717752100506	-0.225376273388762	-0.262352097882821	0.806784737016601	0.57439870872013	0.501817542266822	0.655566826830828	0.464673570389632	0.708373556048764	0.122750368360754	-0.300025859780242	0.608635595651905	-0.199907727091064	-0.254274596570754	0.78846473920451	0.517312314257952	0.276881603996518	-0.533867696610335	0.677064855466552	0.470750076191123	-0.6011317614971	0.529164899625111	0.220442670658635	0.739134987502703	-0.291592487513976	-0.545518753802217	0.212472327956787	0.305451740206071	-0.571201378848986	-0.364723267854578	-0.410928886705217	0.581879259528469	0.0660133249709341	-0.633512819390988	0.0279850581934394	0.177075105346663	-0.235975565516579	-0.495305373958778	-0.570576310030165	-0.173295302371506	0.0918452035439602	-0.324530113624588	-0.733711503132249
KLRK1	-0.0890509277493613	0.0078522975971493	-0.0870794397534673	-0.0737611012782456	-0.0952076620453322	0.00290041089022714	-0.245671876750829	-0.0422058244396535	0.175756659562015	-0.606596454577668	0.422056475626866	0.630839254699824	0.275447839714213	-0.135489406800592	0.105904968472962	1	-0.0851554891012896	-0.0447687476485667	0.0441367081269911	-0.0117480551982195	0.204656010877534	0.0247456736411058	-0.114543646209996	-0.270334551717258	-0.097781505624968	-0.0785128851153128	-0.289886916793943	-0.0374698094667551	-0.242813213404777	0.0895322104955547	-0.591589031078176	0.208985129771261	0.0528592807023271	-0.246176882722797	-0.146233628947533	0.0136490359201967	-0.136117777710147	0.0194805253822347	0.164573605556174	-0.0524131976777878	-0.0674454012826644	0.315895839093989	0.000489469507238286	-0.0505813086877256	-0.0587223721724769	-0.0858837287200496	-0.0987365182358694	-0.161098694459474	0.330208279360287	-0.342837908098665	-0.0627794832735554	0.0345879384830211	0.233098607739477	-0.261894447115403	-0.0498240362149143	0.265391629557733	0.0898845728171852	0.216035682299604	0.0930361054472111	-0.109724565282191	0.00266631810960315	0.00993888086654417	0.13325716222848	0.00942203521449937	0.250297206264202	0.154580290772982	0.111334404530095	0.0958347253956131	-0.143940157982571	-0.0903424902320264	0.184116492613112
ITGB2	0.166353661293545	0.157399038289767	0.097826130994143	0.252182687940882	0.100326301466236	0.449554192388487	0.0623434357554316	0.570220121448567	0.152481794173814	-0.181796364476431	-0.0759612028535233	-0.291193817863813	-0.395906918901086	0.280500349653096	0.198545060165178	-0.0851554891012896	1	0.0892861057158891	-0.395336124362822	-0.199651024413111	-0.0777742241716828	0.542113635085159	0.101519506649136	0.652493644222204	0.119373479193648	-0.458081027462986	0.395776503173596	-0.0270225130844681	0.423041929880556	-0.510795217984007	0.220107550478586	0.103669775955369	-0.0823022289070506	0.129073841952515	0.257199822234276	0.472755921380226	0.273896459798149	0.878215421469158	0.671229917174462	-0.137917259588857	-0.040774029688283	0.690764940046978	-0.0496703277653745	0.262313398187636	0.857796063743339	-0.574120967874227	0.0464271868917744	0.171541396445914	0.184313534290176	0.241435518311723	0.335106579015146	0.190461390449194	0.613025282827422	-0.289417216743448	0.593096992123649	0.424727966335854	-0.0319061246089291	-0.472689362788761	-0.303732102625583	0.224570459305713	0.784891369132591	-0.173800113916239	0.849536175032607	0.776576720508312	-0.288346128741877	0.528450786802864	0.4742351454479	0.00614172793777734	0.133008401948587	-0.135606845978097	-0.187291776427467
SELL	0.631482312006754	0.501812331288217	0.619158829875732	0.58898143690907	0.633194528637251	0.673102198401336	0.24464677068462	0.292441168235272	0.354499598611332	0.0636857514278514	-0.368485121954293	0.248137521412605	0.278678136950741	0.429039878985836	0.382111993972897	-0.0447687476485667	0.0892861057158891	1	0.626216120725138	0.437995541305827	0.508223120715625	0.570958816169034	0.730069308785705	-0.334182923468417	0.659102416184582	0.518818255028419	0.419149228859205	0.449980721162896	0.401360982759132	0.354542145330078	-0.370081160906836	0.59451099760656	0.517074499817472	0.356613127542661	0.558055115474246	0.65884895151872	0.630026888449903	0.215586423689653	-0.201232075170578	0.71379550292946	0.18623885019683	-0.198104646357819	0.704482142130197	0.333359210146751	-0.052384351183184	0.0119255198403667	0.554313934366265	0.762010570156242	-0.48787705364312	0.663200416228968	0.378755029208418	0.676032713264252	-0.151167077489181	-0.146877481523538	0.31791995842829	0.192909080706972	0.0207069036700377	0.123469051081654	0.117639253629038	0.790004172740421	0.160751549205475	-0.106940333891608	-0.0826453602453795	0.344873579739923	0.296885071597002	-0.396921897202123	-0.204910249478664	0.246816925865791	0.406947812572673	0.227004491886416	-0.405162677684402
TSPAN5	0.369291012643048	0.241243021063784	0.436107238188334	0.264690492451249	0.368868550771345	0.242695666949044	-0.100408542848484	-0.0726303799723338	0.305026775437088	-0.0841624437327957	-0.148314295110931	0.221815460881317	0.799990614628776	0.0989116218397202	0.174169513816686	0.0441367081269911	-0.395336124362822	0.626216120725138	1	0.770578577817703	0.667777115221867	0.249904005839812	0.540614539320364	-0.561915315083227	0.675077387586698	0.924240436896551	0.0644354837534908	0.829661124618847	0.385762868532385	0.780140110066904	-0.468943871850175	0.536880620453614	0.613111482876812	0.136514694215477	0.555632299245067	0.246244415847915	0.416521705673023	-0.0545395251637367	-0.493664163540158	0.590635305971955	0.589620975303057	-0.464910082925827	0.501271545851436	0.311637981913095	-0.43954014220162	0.511989295732872	0.247404035631605	0.453402760482774	-0.328239387887569	0.549602581334716	0.426152656441855	0.620866973788257	-0.460442435093043	0.380288074620647	0.202344175844707	0.327851963595892	0.329496710138821	0.658469404870889	0.672315064806826	0.579577610997014	-0.0210823421367536	0.313374283947249	-0.427283228714358	-0.0308458702863246	0.665154379924526	-0.581041490743682	-0.164033069527509	0.540437620921098	0.612859040268405	0.680477986777153	-0.0273605466880604
HMMR	0.349816330679827	0.243174391517346	0.502571607708663	0.252287415493014	0.403093949077609	0.22770592464786	-0.207921402557877	0.152776108272879	0.486284614802794	-0.0835492836613653	-0.30359476358343	-0.0508782648007062	0.53348670645363	0.10516568846247	0.241799252199893	-0.0117480551982195	-0.199651024413111	0.437995541305827	0.770578577817703	1	0.675759572477707	0.323066547241513	0.42172639749504	-0.242875539932376	0.607962398831484	0.655581495961695	-0.0440612862271581	0.708319423917269	0.235539441170368	0.511824537591492	-0.287335284592937	0.633233791325663	0.848415049745945	0.147163992755084	0.547920069831365	0.425764028970146	0.271922873526167	0.130876561826745	-0.356478336132401	0.616447212917014	0.599946933994629	-0.289468313289442	0.449761091655482	0.137485047087168	-0.1444796016624	0.294603789510655	0.224403195533052	0.0852971124709968	-0.377066058233667	0.466850867491189	0.169349741077265	0.653868311368098	-0.213069308643362	0.316507375358119	0.153567160145312	0.391836341564379	0.170878806874955	0.449345693949045	0.580936150337463	0.394794228707035	0.0405825040982632	0.377529923740522	-0.156711102395048	-0.0143640493573178	0.173961956327016	-0.386338717906708	-0.103483753425839	0.0909888375597368	0.384555281034655	0.549376180330785	0.0587856165658603
FAS	0.66945424399196	0.634583864441823	0.718402301107812	0.645181101219503	0.688097175400558	0.364119502028811	0.215908251225771	0.178748785356527	0.769283064691049	0.0211830690532176	-0.0981427961464985	-0.104905550782366	0.495389672146411	0.503686196930361	0.625510161439707	0.204656010877534	-0.0777742241716828	0.508223120715625	0.667777115221867	0.675759572477707	1	0.597704551260518	0.687016015080778	-0.467303482993969	0.672450787768455	0.611111465434174	-0.0754303423881722	0.745409142945527	0.497814942257472	0.279940168414889	-0.38767706328297	0.794835094054982	0.623163835382478	0.479762413851587	0.777661767270308	0.369051466501784	0.597668649496659	0.22401300679602	-0.353659428820366	0.557048485684321	0.328175230508014	-0.254763864489306	0.617395432849507	0.431292966955585	0.0138558023772046	-0.0130105312780228	0.554843550709804	0.372156737529692	-0.494938657511795	0.607369291482321	0.536732029306635	0.869177256289967	-0.340137139646355	0.0223072317556002	0.297203109168851	0.518203439316582	-0.0355554915833771	0.199523196936048	0.221412923613286	0.63706755975723	0.134774914740709	-0.0824715703935225	-0.0870941975624776	0.217526927336137	0.246689392067136	-0.546425395942641	-0.318132190404146	0.198557027291772	0.595616834773451	0.367182800001988	-0.36301128339011
