""	CD3D	CD247	CD3G	CXCR4	CD2	CXCR3	KLRB1	CCR5	CD8A	DPP4	KLRC1	KLRD1	F2R	CD69	ITGAL	KLRK1	ITGB2	SELL	TSPAN5	HMMR	FAS	PTPRC	CD27	CCR1	ADGRE5	SMAP1	TNFRSF14	ATP5F1B	RACK1	PILRB	CD44	S1PR4	LAG3	SIRPG	CD47	TNFRSF1B	TRADD	CD4	TSPAN14	CXCR6	AMFR	HAVCR2	ICOS	NCR3	ADCY7	LDLR	TNFRSF25	LRP8	RXRA	CD82	ITGB1	ITGA4	SORL1	CANX	HLA.DPB1	SLC1A5	TNFRSF1A	PTPRA	CADM1	SIGIRR	CD74	APLP2	VSIR	PTGER4	LPP	TFRC	CD81	SLC16A1	C1QBP	CD63	LRP1
PTPRC	0.87478107362074	0.831697609057781	0.847327896478068	0.870445078769595	0.799923077141159	0.841062976690741	0.401825046138385	0.621629060464886	0.784943971847354	0.0917219939222238	-0.119159428876095	-0.138919761160808	0.0239650122024429	0.783128278313474	0.81168998147705	0.0247456736411058	0.542113635085159	0.570958816169034	0.249904005839812	0.323066547241513	0.597704551260518	1	0.844983974346309	-0.169546764489903	0.773568283329162	0.117696671323326	0.414529302425906	0.41286829240121	0.637754691966193	-0.169418754097525	-0.204842373243965	0.834785230184724	0.603829830574461	0.589159560624936	0.846244820922148	0.689178136242357	0.861027805354987	0.530259316317594	-0.117859268066854	0.615640390794647	-0.0846361271787237	0.0244646564562462	0.737041982198804	0.61685610806177	0.586334371526204	-0.584009058783604	0.675948996332867	0.597932311135291	-0.529839973881752	0.734538201703456	0.4490389067349	0.868901261436185	-0.063790234238121	-0.442098578130969	0.636167909901545	0.605067880110583	-0.425607089948765	-0.36770881643322	-0.271673467976076	0.821527897705828	0.538702198948405	-0.535423236005254	0.405474792896065	0.610650456361531	-0.134811999177596	-0.325963323765053	-0.279247864548061	0.0624090599266232	0.386674223903261	-0.123173440662491	-0.724958994106777
CD27	0.955433613499923	0.870116328447022	0.93026274289083	0.894908451233624	0.894889574273978	0.790565261114875	0.519820273021091	0.398068020112828	0.714849712124593	0.315111463530478	-0.248738253361565	-0.00663466449208239	0.184177089037736	0.782929358117896	0.750812627017064	-0.114543646209996	0.101519506649136	0.730069308785705	0.540614539320364	0.42172639749504	0.687016015080778	0.844983974346309	1	-0.494009532043358	0.842097183354525	0.417892007992252	0.400405563643191	0.513225596110402	0.595161060698502	0.148749410463591	-0.253019990988967	0.847952705282342	0.66145389136685	0.689010472715522	0.855450095873057	0.55441272173015	0.904327886878824	0.14526013220636	-0.507510002130316	0.81351991287432	-0.0405895981264518	-0.42210648245046	0.915462433904912	0.56048613252715	0.187254299798669	-0.324460716073657	0.792400691952742	0.783735728530862	-0.756118421342086	0.837933153341473	0.410088322210017	0.885753061850082	-0.448821038108325	-0.31670645023599	0.413310104326236	0.365115172293783	-0.433144612561482	-0.172165041865223	-0.159706417247339	0.917939475133237	0.188005429346822	-0.515090123511517	-0.0639685733026473	0.295780154763212	0.0506488667056726	-0.687314915957993	-0.553123731467707	0.151714519793587	0.475192517526205	-0.0132427500787734	-0.771827974112086
CCR1	-0.449231947730462	-0.486438509735842	-0.464459308166418	-0.420581992972101	-0.43273944101248	-0.113607552810726	-0.343529436858392	0.286895992386118	-0.365350518600441	-0.21882291811399	-0.209724349171185	-0.311087341458179	-0.497835881756485	-0.339719778846574	-0.397861553316911	-0.270334551717258	0.652493644222204	-0.334182923468417	-0.561915315083227	-0.242875539932376	-0.467303482993969	-0.169546764489903	-0.494009532043358	1	-0.430991018286834	-0.592109496680592	0.174176851946503	-0.301737045944084	-0.0952215962387306	-0.431940136983302	0.586013362363551	-0.422169224930573	-0.359940870166123	-0.326036449880247	-0.341473005957589	0.145393219425257	-0.402142093489557	0.58524650672514	0.801400224852954	-0.475070601409586	0.16280356382198	0.649689769185698	-0.526559512598883	-0.293696636686728	0.485061723012615	-0.151651715398458	-0.487490085329551	-0.297330820400758	0.535661671884213	-0.207769678060063	-0.0235973263628502	-0.391423703204005	0.725490571732525	0.120798166680287	0.0265135881358989	-0.0262618369387479	0.282442050622934	-0.240215245397441	-0.0916032341806254	-0.417923997793243	0.342897044127969	0.363361304419488	0.535406558547481	0.245595084320519	-0.366081976642762	0.843993697649372	0.755894288423645	-0.205487082487901	-0.187717554184569	0.0311110650513084	0.424417448535957
ADGRE5	0.797865935395891	0.70636102668192	0.835047967719126	0.742505531613908	0.779589206743543	0.718111527454055	0.291125410783809	0.386796472293199	0.642035683341225	0.180043855270424	-0.173213448921697	-0.0415993037468921	0.442598120824814	0.636144418501438	0.633957555116077	-0.097781505624968	0.119373479193648	0.659102416184582	0.675077387586698	0.607962398831484	0.672450787768455	0.773568283329162	0.842097183354525	-0.430991018286834	1	0.594666104825527	0.321469189167658	0.671726713035268	0.607391879316702	0.332342875276441	-0.302937648715346	0.800469388885571	0.745474867663835	0.497516343250191	0.873357000871066	0.465693124454613	0.827016044673481	0.217581684855593	-0.453458872978293	0.748324475082924	0.239253149374906	-0.362091019812664	0.744900407761256	0.5338142855619	0.157813839951214	-0.0741707461328267	0.613008253753771	0.583143376944226	-0.565778435781392	0.826820618365829	0.437352791991423	0.854208513198654	-0.370075297411691	-0.0889996823704131	0.515409134685666	0.422429563383333	-0.136162408061818	0.130321914678379	0.192484135740899	0.825571315426847	0.29320733361152	-0.198563724299063	-0.0483077682632604	0.388144601376829	0.253516285713862	-0.59795463868564	-0.32934588030288	0.267637439409311	0.536720861805681	0.23419779711595	-0.492695608571524
SMAP1	0.286965118873711	0.178152854640279	0.34684521470022	0.229715661310309	0.317915694801638	0.0475757849941927	-0.0200545556426428	-0.173750421180707	0.242649101437375	0.0294302549241206	-0.0464697516585923	0.0207994166065513	0.832129937841493	0.0877591964412587	0.152378835317815	-0.0785128851153128	-0.458081027462986	0.518818255028419	0.924240436896551	0.655581495961695	0.611111465434174	0.117696671323326	0.417892007992252	-0.592109496680592	0.594666104825527	1	-0.00962128405438038	0.789588597875127	0.374977421749883	0.743031836946398	-0.407266286281481	0.366091042823416	0.436922870609026	0.135196910059082	0.498469884989762	0.0478166628847697	0.366093232375666	-0.157733804174706	-0.521037472789415	0.427923025590856	0.610796517654452	-0.538821907645247	0.354122721073148	0.353415280613041	-0.521616249137782	0.626679371223818	0.216442683992186	0.381852419474465	-0.328740837205739	0.493075823765276	0.446035579538631	0.508497874900325	-0.556766824377029	0.478678211772484	0.161806516170814	0.176815174926141	0.388693549396943	0.677872137192855	0.677742280090976	0.48380665565069	-0.0907817303305954	0.323247220098229	-0.508638160772313	-0.0618564866991246	0.6999078505627	-0.628814390727156	-0.201473754028311	0.556214468868182	0.606550516861991	0.691772832797861	-0.0142277945766423
TNFRSF14	0.316150060758843	0.0923255226697905	0.227472461029845	0.22080233432423	0.258291612837721	0.630485137932273	-0.0787996857704767	0.664161043407584	0.145509829703239	-0.00595307030278636	-0.274619475142804	0.0669329368830599	-0.102972741816189	0.0696757229574117	0.260409246432623	-0.289886916793943	0.395776503173596	0.419149228859205	0.0644354837534908	-0.0440612862271581	-0.0754303423881722	0.414529302425906	0.400405563643191	0.174176851946503	0.321469189167658	-0.00962128405438038	1	0.0632517344854267	0.267853319519291	-0.147648251358832	0.360438437603321	0.279992610134243	0.172121566591031	-0.0867106551764823	0.205231475705144	0.615024045160575	0.341149100498561	0.246024385780714	0.0596557230498317	0.362978581804951	-0.061833019722067	-0.13166760878146	0.407205308600526	0.222273532780195	0.0930393617062946	-0.155015056785645	-0.0167499821538846	0.571868820917634	-0.193347927049148	0.398144706911222	0.323987611254322	0.25003953024509	-0.165941947329053	-0.0457432511103458	0.346997298917635	0.0862487046536962	-0.144895508924381	-0.312003796031363	-0.235051157628303	0.407345954033263	0.280206257669706	-0.169406288029066	0.031696433497103	0.23375944704671	-0.0392470716188303	-0.0868233900147721	-0.00768514725851081	0.0440604463748375	0.0997304370444641	0.0189834712970477	-0.351321577402759
ATP5F1B	0.364432976018782	0.27138178158265	0.409763946335174	0.330759932616485	0.312668375262328	0.214768437485951	-0.0696423473393706	-0.0204910890944629	0.393714061228662	-0.084342527002713	-0.0930251255068884	-0.142266461303955	0.679720367567798	0.194730684109933	0.201588571879614	-0.0374698094667551	-0.0270225130844681	0.449980721162896	0.829661124618847	0.708319423917269	0.745409142945527	0.41286829240121	0.513225596110402	-0.301737045944084	0.671726713035268	0.789588597875127	0.0632517344854267	1	0.744998178672862	0.562911233748864	-0.251332055576232	0.523722836709451	0.468487287635029	0.265177482463724	0.75825001232068	0.237602201460839	0.495417961186023	0.327623331506771	-0.278776491472979	0.333889713507677	0.619899533532763	-0.197711543773463	0.31131242112514	0.461340296649573	-0.0593800437055383	0.354468622853502	0.195197354435531	0.366080860363721	-0.255607415136868	0.62931729321178	0.714963938187863	0.701484281826805	-0.347212175056719	0.490190380463973	0.573177214277336	0.64789440218481	0.360907068273901	0.491618696030102	0.636197520908657	0.619691236765979	0.411577803160914	0.277219580401858	-0.0315096273623978	0.324881938546684	0.565355905100378	-0.43712197092292	0.0197138219612062	0.607981832792696	0.892330994709436	0.787692256611266	-0.0875398183963277
RACK1	0.497064792350219	0.475745970685053	0.457192150824474	0.564481596438947	0.371171228682862	0.410107158297891	0.326159310526514	0.0702340538941113	0.329660034669213	0.198882641428629	-0.0659339794977891	-0.359468261031577	0.187380925457599	0.521074695803929	0.272717752100506	-0.242813213404777	0.423041929880556	0.401360982759132	0.385762868532385	0.235539441170368	0.497814942257472	0.637754691966193	0.595161060698502	-0.0952215962387306	0.607391879316702	0.374977421749883	0.267853319519291	0.744998178672862	1	0.117661214246599	0.0111839611796476	0.398135102629841	0.170214236687709	0.562201359981248	0.829792166314782	0.264001671386572	0.715430625075731	0.558605597013806	-0.115815722175696	0.169289437347213	0.208126101365397	0.0169057968773171	0.257408566978879	0.627876702493252	0.4285003129148	-0.103194396894177	0.39026875463796	0.517504294622555	-0.334169331078066	0.716541872665499	0.801977619121844	0.652969491495631	-0.219104038539523	0.182635681069225	0.866240359774042	0.649253386178421	0.0374500338979417	-0.0498860047252044	0.145460236662225	0.766084656490283	0.74438886532424	-0.185360179509551	0.371466087401963	0.719645300767747	0.291686912603478	-0.321386130768686	-0.0062993621063422	0.54699194617716	0.889811992298696	0.413699794269599	-0.470431677595447
PILRB	-0.0304292514192053	-0.128622294656193	0.0264060303220093	-0.0846119719230044	-0.0172354942170917	-0.104532935506831	-0.198944546288695	-0.323742788448074	-0.0525500351241404	-0.242302453664996	-0.256853454274412	0.425519444423464	0.748660444715086	-0.174861454982591	-0.225376273388762	0.0895322104955547	-0.510795217984007	0.354542145330078	0.780140110066904	0.511824537591492	0.279940168414889	-0.169418754097525	0.148749410463591	-0.431940136983302	0.332342875276441	0.743031836946398	-0.147648251358832	0.562911233748864	0.117661214246599	1	-0.490525129945609	0.120493457224582	0.261072244107129	-0.018814388632178	0.172094578268549	-0.191891039308609	0.00839465832050157	-0.235853885806432	-0.328231584656043	0.183807378335291	0.593143288050074	-0.365687579863142	0.100897848030231	-0.162675366474769	-0.536825253221655	0.70660142838909	-0.0452451663792531	0.18066625794762	-0.0142505711013925	0.144226446109373	0.114327209604283	0.138907086497271	-0.298673954239659	0.383056644191047	-0.000912825461517128	-0.0232437068818911	0.543803757064023	0.86392876656459	0.81068220670237	0.21724379566517	-0.139008288789815	0.505945789821538	-0.441960349512297	-0.237381496981697	0.725831393889119	-0.354811180325358	0.0522040789161191	0.472176484698251	0.435893540137587	0.624596889274704	0.358142723132642
CD44	-0.231855817579659	-0.286707577745432	-0.255034378595612	-0.25387853441236	-0.235486199665084	-0.133477382815401	-0.0855479741191798	0.112739876421754	-0.286533807164324	0.406381943981701	-0.194700711469562	-0.502107676388984	-0.526169460724303	-0.197556167779596	-0.262352097882821	-0.591589031078176	0.220107550478586	-0.370081160906836	-0.468943871850175	-0.287335284592937	-0.38767706328297	-0.204842373243965	-0.253019990988967	0.586013362363551	-0.302937648715346	-0.407266286281481	0.360438437603321	-0.251332055576232	0.0111839611796476	-0.490525129945609	1	-0.317856146142559	-0.3178895635169	-0.119668770550072	-0.195924083319699	0.0109545647098421	-0.203266053342158	0.0695011853976731	0.14310514405815	-0.277541386580107	-0.129929071713859	-0.015884672072507	-0.308694300188286	-0.192448792968815	0.188889584806503	-0.0085470997345523	-0.312705741189414	-0.172250566836856	0.027874965434313	-0.0396503905159851	0.0529970290119654	-0.320040096421526	-0.0378765204445076	0.336985959888191	-0.0191307646635065	-0.234529765216217	-0.09735598481404	-0.44434303820646	-0.312158726920015	-0.272293513950908	0.0591609003617494	0.0464987285443906	0.0746310436641045	0.0190239352500739	-0.418383056350923	0.21074858164826	0.128217286526999	-0.353857988996027	-0.115670540561382	-0.0117398312322029	0.0146816569244072
S1PR4	0.850455627115323	0.766231946330289	0.881247905928761	0.758307257159714	0.821757937702501	0.716571488546367	0.187008889989462	0.52274914602142	0.882277215167505	0.00939824469685978	-0.156907589338868	0.0762083432223932	0.317226321708293	0.599529203162314	0.806784737016601	0.208985129771261	0.103669775955369	0.59451099760656	0.536880620453614	0.633233791325663	0.794835094054982	0.834785230184724	0.847952705282342	-0.422169224930573	0.800469388885571	0.366091042823416	0.279992610134243	0.523722836709451	0.398135102629841	0.120493457224582	-0.317856146142559	1	0.847079695994612	0.450768411441559	0.790098996094918	0.668373491086939	0.727367305993227	0.2153765784853	-0.384107025992307	0.797467178317679	0.0856410312188556	-0.261098440039489	0.855418435829342	0.440141788659765	0.203149263129066	-0.278708741041205	0.600308139691754	0.509992502167982	-0.592950408743671	0.660624563563283	0.319625790922483	0.906255850426144	-0.290063290503954	-0.261908426042698	0.354510123227898	0.516396560332007	-0.341903299363339	-0.0606314590735244	-0.0333891011852077	0.729709213869066	0.190804413068267	-0.319174288298805	0.0384869485456266	0.243146374015945	-0.0116856992103963	-0.538762616287964	-0.430542682793154	-0.0294033673258868	0.314136891393058	0.0389549060451363	-0.540165648263733
LAG3	0.650823499351005	0.552497189050623	0.767230983313118	0.531369155051909	0.675431458601184	0.579852958755599	0.019439070005592	0.434327235382146	0.697069446882108	0.0386255243220327	-0.272191387156405	0.0600728600471928	0.327312912790464	0.392294837936942	0.57439870872013	0.0528592807023271	-0.0823022289070506	0.517074499817472	0.613111482876812	0.848415049745945	0.623163835382478	0.603829830574461	0.66145389136685	-0.359940870166123	0.745474867663835	0.436922870609026	0.172121566591031	0.468487287635029	0.170214236687709	0.261072244107129	-0.3178895635169	0.847079695994612	1	0.288151691183631	0.612503501805729	0.610476547976827	0.509262152168788	0.0673095613424945	-0.467737503799946	0.862047837063792	0.233112146531361	-0.367127237826806	0.758743509493843	0.25173595327108	0.0295500298371784	-0.0958364581038039	0.481804897154187	0.263762802071171	-0.57373561456733	0.558618814445322	0.0315418676224199	0.767632465433196	-0.259353470179105	-0.118856213366311	0.146906988402624	0.349110648307178	-0.266410628891023	0.0906620868195811	0.166831205290439	0.549049412769294	-0.00252453771067774	-0.0581931926139928	-0.11738563808249	0.00995929240353872	-0.0704502774062544	-0.496487177940963	-0.378441890859919	-0.111531346924974	0.143088780187425	0.111950170133261	-0.303872752549121
SIRPG	0.747020422985248	0.82771069856618	0.739293317179609	0.843843472926301	0.720773928385101	0.408713066251162	0.881835185834719	0.0444803006201244	0.501348638091623	0.612931435666724	-0.213576652516896	-0.366062886085787	-0.154030760085312	0.906678809931904	0.501817542266822	-0.246176882722797	0.129073841952515	0.356613127542661	0.136514694215477	0.147163992755084	0.479762413851587	0.589159560624936	0.689010472715522	-0.326036449880247	0.497516343250191	0.135196910059082	-0.0867106551764823	0.265177482463724	0.562201359981248	-0.018814388632178	-0.119668770550072	0.450768411441559	0.288151691183631	1	0.704875069165375	0.087631977279939	0.71607649472856	0.122104095223314	-0.428651979231862	0.376127007639771	-0.150310237922651	-0.292490282769959	0.510003321691676	0.376098801938204	0.431492384079382	-0.432047427244921	0.882078984146588	0.436634929765711	-0.721215359409703	0.610265313110932	0.216350935514061	0.584511040426536	-0.299303654937152	-0.386328803071083	0.29820137469083	0.117224026753605	-0.501656786905676	-0.331965193398434	-0.296000750266367	0.680504209654098	0.163429868511298	-0.59835424804142	0.128004686551564	0.325108876218733	-0.185904966386909	-0.54224889498728	-0.502919736016199	0.00804887198444489	0.415486297312002	-0.216827985607745	-0.705958881311456
CD47	0.824106787326366	0.781947350753567	0.838975668203499	0.828247492608917	0.76020305981689	0.599162149936345	0.419426599732308	0.292007284751979	0.726524892517362	0.244624758789884	-0.149132585096617	-0.303810754031458	0.311192160809483	0.745114419936568	0.655566826830828	-0.146233628947533	0.257199822234276	0.558055115474246	0.555632299245067	0.547920069831365	0.777661767270308	0.846244820922148	0.855450095873057	-0.341473005957589	0.873357000871066	0.498469884989762	0.205231475705144	0.75825001232068	0.829792166314782	0.172094578268549	-0.195924083319699	0.790098996094918	0.612503501805729	0.704875069165375	1	0.441029805325712	0.873570465589718	0.399383895856226	-0.372589468018176	0.566325838843895	0.208515833761753	-0.22327786806823	0.645753211729153	0.637729855035382	0.371321077180444	-0.199719994960245	0.674512252801383	0.56604308513294	-0.623138737386448	0.844608883038328	0.615289603747132	0.920281591505293	-0.343531565656156	-0.0475800224000016	0.671745677632504	0.612381210308058	-0.193861038138298	-0.0380751677577174	0.0903598037751205	0.876900327576101	0.486725236551267	-0.306230274384422	0.188232559768673	0.530784339291198	0.13886748188164	-0.573536060523554	-0.320419207669881	0.284015702695444	0.720312435032044	0.254925941791392	-0.609384014341652
TNFRSF1B	0.53115650210026	0.391212460994227	0.537660498868365	0.441296112165208	0.508289742225037	0.747041676570609	-0.0833552859773608	0.677288227307763	0.469539380458095	-0.115926223248554	-0.251401313981081	0.0511378108818437	-0.0463512359870572	0.272318519987554	0.464673570389632	0.0136490359201967	0.472755921380226	0.65884895151872	0.246244415847915	0.425764028970146	0.369051466501784	0.689178136242357	0.55441272173015	0.145393219425257	0.465693124454613	0.0478166628847697	0.615024045160575	0.237602201460839	0.264001671386572	-0.191891039308609	0.0109545647098421	0.668373491086939	0.610476547976827	0.087631977279939	0.441029805325712	1	0.482232606965005	0.528864774860881	0.117320552648317	0.642005778510467	0.102605957056059	0.130640614116785	0.605524114530845	0.350428819059762	0.322104893777795	-0.326011444148347	0.29307842480501	0.48907470220421	-0.302752283348981	0.532883487675495	0.303865709860752	0.643431821115182	0.160874790216135	-0.175941751657172	0.357228050887033	0.430448917476921	-0.161322693893917	-0.26493660101215	-0.148453582391461	0.546611578861259	0.355343721622729	-0.10132183798739	0.295000443020088	0.411353476693028	-0.170187777436405	-0.0128551711468796	0.0108024793734508	-0.0774459716523369	0.095616556533999	0.0476323138120567	-0.351623027977018
TRADD	0.911990510667177	0.885306761668213	0.862481000440027	0.905097006878221	0.815158980066509	0.770515147113836	0.587341178439413	0.33260818609348	0.614722349115763	0.390482219102531	-0.00685131746281689	-0.18177023030914	0.169264625488904	0.858938592520536	0.708373556048764	-0.136117777710147	0.273896459798149	0.630026888449903	0.416521705673023	0.271922873526167	0.597668649496659	0.861027805354987	0.904327886878824	-0.402142093489557	0.827016044673481	0.366093232375666	0.341149100498561	0.495417961186023	0.715430625075731	0.00839465832050157	-0.203266053342158	0.727367305993227	0.509262152168788	0.71607649472856	0.873570465589718	0.482232606965005	1	0.265871219623786	-0.423231244320915	0.643980609095104	-0.0111951150731617	-0.28593265457492	0.742969106150573	0.76809506219376	0.379243338271936	-0.360581049606515	0.786056461015532	0.772725771090764	-0.608240821259591	0.901187543569686	0.526424395722142	0.834137253411551	-0.34547676360165	-0.268698122513178	0.560454902892692	0.402622791101987	-0.37140999798479	-0.213441484002343	-0.183773252589655	0.909499878430135	0.352144867350679	-0.536557234069186	0.104159640827465	0.509403675666453	0.101867460353352	-0.579035672241905	-0.417792025117371	0.286402331034845	0.499247141307469	-0.0440399526012487	-0.771718156143023
CD4	0.138913584827425	0.115881661382994	0.124493279907004	0.218642393972807	0.097156585591007	0.367957144673675	-0.0757373655413733	0.440458634649539	0.209069264415925	-0.327382881744243	-0.134451260348321	-0.26164307162763	-0.114544973192371	0.191980639953718	0.122750368360754	0.0194805253822347	0.878215421469158	0.215586423689653	-0.0545395251637367	0.130876561826745	0.22401300679602	0.530259316317594	0.14526013220636	0.58524650672514	0.217581684855593	-0.157733804174706	0.246024385780714	0.327623331506771	0.558605597013806	-0.235853885806432	0.0695011853976731	0.2153765784853	0.0673095613424945	0.122104095223314	0.399383895856226	0.528864774860881	0.265871219623786	1	0.656913138246802	-0.0788105937138956	0.29717946465646	0.693526656419394	-0.038626929172829	0.278689320562175	0.726014665108278	-0.331651189293912	0.038956035600438	0.160823515652963	0.189018269982789	0.322253747131653	0.55974557126359	0.379569299217736	0.596214226757519	-0.0376530702660322	0.646370468045827	0.631356378461762	0.241100699422784	-0.172440256310886	0.0424451701141729	0.325787987644007	0.831237049000213	0.112402323558221	0.795730722018858	0.791314943430061	-0.0201662674062391	0.481169189950269	0.597133043011099	0.224605630627974	0.420944974861761	0.258279983941657	-0.0342249043175326
TSPAN14	-0.476993683763837	-0.480775949305664	-0.526369999974266	-0.40130580796485	-0.45897731198782	-0.142662915019294	-0.387333305606433	0.248125632063674	-0.285496710780988	-0.596918153768874	-0.0454270764308108	0.0152818011769498	-0.282628508436761	-0.367832570785544	-0.300025859780242	0.164573605556174	0.671229917174462	-0.201232075170578	-0.493664163540158	-0.356478336132401	-0.353659428820366	-0.117859268066854	-0.507510002130316	0.801400224852954	-0.453458872978293	-0.521037472789415	0.0596557230498317	-0.278776491472979	-0.115815722175696	-0.328231584656043	0.14310514405815	-0.384107025992307	-0.467737503799946	-0.428651979231862	-0.372589468018176	0.117320552648317	-0.423231244320915	0.656913138246802	1	-0.568449103914342	0.114093462202082	0.892799516943491	-0.529653475074316	-0.258151861232447	0.40185362135212	-0.14997990624594	-0.48837670730101	-0.230046908045698	0.693209139916402	-0.382924710237632	0.0895864694187681	-0.357036382741477	0.873546429224674	-0.0701150772262612	0.0898582129591312	0.128431956549443	0.430815025754166	-0.0983380903368948	-0.0392884925241177	-0.36845766727797	0.418815710744778	0.314679856255771	0.62753136514034	0.357958956148493	-0.0847609998481621	0.925243270707595	0.818710837683432	-0.0235355275541552	-0.145532445831242	0.0356755617921552	0.438794040174583
CXCR6	0.780048802690396	0.668328611506425	0.833512460465905	0.646154954838712	0.801202293865346	0.735566457187895	0.250724398162944	0.420842375213938	0.579750629365512	0.26607336497891	-0.279062159334988	0.167315302584607	0.182619296129625	0.508966878733493	0.608635595651905	-0.0524131976777878	-0.137917259588857	0.71379550292946	0.590635305971955	0.616447212917014	0.557048485684321	0.615640390794647	0.81351991287432	-0.475070601409586	0.748324475082924	0.427923025590856	0.362978581804951	0.333889713507677	0.169289437347213	0.183807378335291	-0.277541386580107	0.797467178317679	0.862047837063792	0.376127007639771	0.566325838843895	0.642005778510467	0.643980609095104	-0.0788105937138956	-0.568449103914342	1	0.0102756959016466	-0.515296935364352	0.928312639664377	0.347893947815535	-0.0841603164912985	-0.18580751287036	0.639015635192105	0.561829359960044	-0.702828133819651	0.673243813968921	0.0449102145351947	0.747791457247174	-0.386111172661892	-0.257098967029514	0.059999286341049	0.153789302559856	-0.410106798723085	-0.0592041279439361	-0.0630520573993083	0.672039044316457	-0.147543428082386	-0.277174293239023	-0.303342847519941	0.00223054946972795	-0.0463791307360275	-0.611241660644149	-0.549682045711962	-0.0544470865835989	0.118508184648918	-0.0389603158830597	-0.53080677244234
AMFR	-0.1226003330389	-0.246957166265201	-0.0500043768878141	-0.165623833771404	-0.0690058164432404	-0.124929622063499	-0.387900534457528	0.000817372818975982	-0.00748203980225603	-0.342289214350567	-0.0968037351480748	-0.121965181612627	0.671043344153413	-0.240087878779664	-0.199907727091064	-0.0674454012826644	-0.040774029688283	0.18623885019683	0.589620975303057	0.599946933994629	0.328175230508014	-0.0846361271787237	-0.0405895981264518	0.16280356382198	0.239253149374906	0.610796517654452	-0.061833019722067	0.619899533532763	0.208126101365397	0.593143288050074	-0.129929071713859	0.0856410312188556	0.233112146531361	-0.150310237922651	0.208515833761753	0.102605957056059	-0.0111951150731617	0.29717946465646	0.114093462202082	0.0102756959016466	1	-0.0230227316412723	-0.104509402770918	0.0947519204056477	-0.172093334278804	0.625811041504208	-0.217600612269378	0.0802978696683506	0.243224648998128	0.275941638816121	0.404841186189164	0.201768311520066	0.0807761474754481	0.614426428937129	0.0808318116215515	0.173474802221473	0.774546573886012	0.742312550458824	0.817493316913547	0.0921675024292342	0.107945249085476	0.793391420364819	-0.116002558819572	0.00652226708970997	0.555305263978322	0.0764079655630295	0.530118528492329	0.492658084258111	0.439672480352731	0.797852618911953	0.542346758105005
HAVCR2	-0.387402532152393	-0.296582418915126	-0.413794112231893	-0.285183711348983	-0.425420405162896	-0.104693331324175	-0.321221666253715	0.0755577208330831	-0.217237934320174	-0.541260695499958	0.117777077867437	0.0475052789851513	-0.293823153021424	-0.224346443426879	-0.254274596570754	0.315895839093989	0.690764940046978	-0.198104646357819	-0.464910082925827	-0.289468313289442	-0.254763864489306	0.0244646564562462	-0.42210648245046	0.649689769185698	-0.362091019812664	-0.538821907645247	-0.13166760878146	-0.197711543773463	0.0169057968773171	-0.365687579863142	-0.015884672072507	-0.261098440039489	-0.367127237826806	-0.292490282769959	-0.22327786806823	0.130640614116785	-0.28593265457492	0.693526656419394	0.892799516943491	-0.515296935364352	-0.0230227316412723	1	-0.503471283676347	-0.110727083453708	0.563614616148956	-0.274944541791857	-0.35041547209125	-0.286508439283992	0.627312289423316	-0.340303243693081	0.0716698341762257	-0.22714528032856	0.902306936032417	-0.126195508262812	0.284316408599322	0.367449856970038	0.305707661813834	-0.140269178499603	-0.0437450713685914	-0.265549884873429	0.585531304934614	0.17340588976001	0.825338807177832	0.542529729737466	-0.101569138734128	0.856745715443341	0.713679940345319	0.00767003606820087	-0.0836093640612551	-0.0320848872749129	0.322449666366153
ICOS	0.904518278372844	0.794186206919472	0.898708531309634	0.791659877639435	0.899535863439163	0.786999831216523	0.415650728722678	0.515864697971423	0.725523177504081	0.235071699025549	-0.234771127418091	0.135955732202511	0.16454797565705	0.654299444778661	0.78846473920451	0.000489469507238286	-0.0496703277653745	0.704482142130197	0.501271545851436	0.449761091655482	0.617395432849507	0.737041982198804	0.915462433904912	-0.526559512598883	0.744900407761256	0.354122721073148	0.407205308600526	0.31131242112514	0.257408566978879	0.100897848030231	-0.308694300188286	0.855418435829342	0.758743509493843	0.510003321691676	0.645753211729153	0.605524114530845	0.742969106150573	-0.038626929172829	-0.529653475074316	0.928312639664377	-0.104509402770918	-0.503471283676347	1	0.427202381755695	0.000556932713725166	-0.341155943433845	0.731471100205806	0.689034061297071	-0.741101302668796	0.678118850172007	0.157685247245392	0.793375681485116	-0.435951823682388	-0.431338113887161	0.113719722261311	0.204710656571447	-0.520488958530251	-0.183602467260034	-0.233778738814648	0.75335850175245	-0.0968673005075551	-0.494568983012583	-0.249906322064886	0.0299428608247179	-0.0720305945638202	-0.657597387571639	-0.629410793971032	-0.034915059848475	0.178161302884419	-0.158770142391805	-0.69847107441224
