""	GPR171	NCL	CD44	CLEC2D	CD2	CXCR4	SELL	ITGA4	CD69	RPSA	PTGDR	CD3D	PTGER2	LRP10	CD6	CXCR3	TNFRSF14	PDCD1	ITGB1	CCR5	ADRB2	F2R	SLC16A7	CRTAM	S1PR4	PTPRA	SIRPG	VSIR	CD3G	JAML	ITGA1	SORL1	LAMP1	ACTR2	PTPRC	TSPAN5	CD47	TIGIT	DIP2A	TNFRSF1B	FAS	CD46	TRADD	CD74	CD247	KLRD1	LAG3	ITGB2	CD8B	CD8A	JMJD6	KLRB1	STX4	ADCY7	TNFRSF25	TSPAN14	PTGER4	CD63	ATP5F1B	TFRC	HLA.DPB1	RACK1	HAVCR2	CD82	IFITM1	ITGAL	APLP2	SMAP1	PILRB	PTPRZ1	CD4	SIGIRR	CD226	TNFRSF1A	CD81	C1QBP	CANX	LPP
PTGDR	-0.251356477231349	0.0211114455040005	0.164324784588584	-0.062832695062312	0.0661609999668745	0.0531172188850783	-0.425461539774269	0.0695874884748184	-0.161153906307478	-0.306983593996145	1	-0.0273335275108677	-0.261700623921981	-0.12121771208243	-0.0878493627973372	0.272468704055389	-0.0985205591581027	-0.13079069246178	-0.0880721663671755	0.618949001500373	0.630724184850518	0.591362295665642	0.0747057965463468	0.666714025000924	-0.247780381068835	0.00875323019268755	-0.15197021185859	-0.314694486558961	0.0470796224869703	0.145096962073919	0.683921653477057	-0.132219615140665	-0.0917861745139002	-0.0594611771441262	0.22690538219942	0.0489282917454433	0.0350598261122597	-0.104291110420091	0.257955633498689	-0.121607594235568	-0.187778868889359	-0.0509224950710273	-0.420009967899965	0.0339034626675242	0.0653916893801213	0.653762907899164	0.386438988032014	0.180926509356569	0.680535292359856	0.731595708775682	0.446976845867937	-0.346770081990877	0.0942097098701491	0.177258427206286	-0.418390530145034	-0.0574137755566436	-0.0681667526559658	-0.0292490498441962	-0.144405609124854	-0.055507410357555	0.209163828265218	-0.270942136777403	0.0316222215120097	-0.101015300374804	-0.144624984339592	0.32659758765766	-0.0798748728644799	-0.176883298475923	0.612974585957704	-0.0583743309650345	-0.368239102111244	-0.0669662621484389	-0.325795306950698	0.0808386452963647	0.457108167583857	-0.26049872409651	-0.074160606468646	-0.00549012022585788
CD3D	0.556826976664777	0.756040089902175	0.808698928904921	0.793400735929422	0.950906067372213	0.867895355835177	0.422770167558286	0.788617643937883	0.803189666875603	0.703564993538125	-0.0273335275108677	1	0.424588524741403	0.807618923136858	0.82234236117418	0.703614546387609	0.903811497346401	0.798136064341107	0.736376083347751	0.402990658398385	0.203416575564268	0.334499515012986	0.617517612501922	0.217306202147411	0.843710435865084	0.780746897061431	0.836448493325369	0.695319669356644	0.93988791483698	0.755975020244749	0.11854305078931	0.509627989029693	0.75817233479928	0.834951909854034	0.815953458566239	0.855160252112394	0.799842909118079	0.680233618905138	0.677213466623187	0.809225455658824	0.800292061185622	0.687008777896546	0.646572788202999	0.465982136001118	0.914841874037624	0.163872048732965	0.599568949489038	0.82260475264033	0.153794017188684	0.104147952223805	0.541243382738658	0.633520045951496	0.722049173871914	0.644979917855828	0.717786127600058	0.791274727233655	0.656637883650174	0.444153875540071	0.793514523808453	0.641118484631189	0.497247342705694	0.781800612255958	0.693695347063269	0.851786189126931	0.74549345660838	0.76083719491995	0.283734893589176	0.844517897059826	0.276081037958312	-0.118356411906212	0.720565703825141	0.906145385897629	0.664145638921257	0.609548953779368	0.524169102477117	0.691075938582209	0.65106513940798	0.656426956717804
PTGER2	0.823592827946556	0.462954908514783	0.403327711801125	0.438336623554976	0.248083072212592	0.592878453072921	0.763619542701298	0.257288719347808	0.732427519671215	0.812539367609702	-0.261700623921981	0.424588524741403	1	0.535845392485989	0.491657995513056	-0.016753775065857	0.488860337064277	0.287233693144884	0.549619572823991	-0.248040348042538	-0.0292414833954447	-0.144269616409779	0.484169117814218	-0.190791818457728	0.690327749005136	0.410746150332756	0.34573491373288	0.692900127603023	0.459041711208696	0.310160997824832	-0.301582823749309	0.593466135093211	0.521339008430779	0.465424919214032	0.268179340839579	0.29881559889923	0.56291601297815	0.155698461700658	0.184709188568101	0.282148218961604	0.354700454241797	0.473558359509417	0.815885100161806	0.239851611995624	0.471716333808473	0.0594597411331857	-0.0861491292995769	0.303512386243569	-0.214029048386228	-0.299075947962135	0.0326234230153297	0.683338330661542	0.307318996844507	0.338110476150157	0.671463132323758	0.529700693184993	0.752669950273122	0.304275848673925	0.539327602755672	0.367201576058408	0.119623358250175	0.762832001117208	0.141074169026627	0.460789783054488	0.761728037168265	0.161350442758875	0.223735156528142	0.559706177407244	-0.0893612676656231	-0.0879840878357559	0.506818180975126	0.541751453144279	0.676006100180218	0.275375584224449	0.0721910138487032	0.710102681584459	0.477251020610678	0.343190543418484
LRP10	0.624457783411781	0.833925857640487	0.775808045378013	0.833567826937357	0.74114791313872	0.756479305356391	0.586912908895393	0.760083398461711	0.778440457121835	0.770470373409859	-0.12121771208243	0.807618923136858	0.535845392485989	1	0.765728982530719	0.42699411449918	0.860835619052661	0.636385041277778	0.861981143033368	0.219305888053383	0.129744295960989	0.27598884596873	0.714828832410942	-0.000153047371709482	0.820541642678541	0.814198816713098	0.821545565749209	0.819091761125391	0.817639898375824	0.714733669353159	-0.0693777785584398	0.775123156573926	0.837375062784404	0.898037603060076	0.768491888061051	0.791702484296195	0.783295347069207	0.691208527750848	0.68101369554209	0.849097012729092	0.781645731929245	0.76871307323692	0.740255054392923	0.592417022065977	0.81019016948523	0.0562449766864896	0.41445943164859	0.711997867196327	-0.139946486517292	-0.166025380448239	0.328362682658106	0.667673986163256	0.759268587401457	0.747475285847772	0.789112446711559	0.91025632607781	0.698123816609307	0.625236122796387	0.822780545544164	0.753281264881037	0.507372144181146	0.827052157656941	0.717093192073456	0.876566025033216	0.730733952399456	0.709162668684406	0.529896986957247	0.858740699123162	0.228959164509825	0.0277066595132608	0.850795013778613	0.828627485820262	0.817955202790899	0.659525512779168	0.427333433132244	0.774286112299667	0.806999420987835	0.81791816228478
CD6	0.706683367990273	0.71438235251035	0.703528520129354	0.681760947131925	0.775240740483459	0.793978940622894	0.51833292114254	0.632316186158697	0.85101445188225	0.777969055066021	-0.0878493627973372	0.82234236117418	0.491657995513056	0.765728982530719	1	0.4222388922372	0.760894308798634	0.720476215518301	0.752888187279746	0.231595401161695	0.144306082531878	0.259795059557622	0.595814644758425	0.0871099595849184	0.784717360380799	0.68225800896431	0.667589800575455	0.793254658380186	0.817757651726582	0.708445587227187	0.00778980751365707	0.596679197550712	0.756769112325539	0.767378223544968	0.67196332908215	0.750069609021766	0.762449925367419	0.414335112210411	0.581836319707091	0.639635518666406	0.61721052087616	0.60860530390702	0.728378207502537	0.425835942985131	0.778145358011065	0.106963663971158	0.389322853580148	0.679361980311368	-0.0300516152044106	-0.0331542586228429	0.389143416375732	0.814625542022472	0.676156513028941	0.582241140308203	0.7981949991764	0.727628013906927	0.736896485455389	0.446634832809213	0.773350398541868	0.556576781674384	0.386314794825561	0.795028106336554	0.534794579352677	0.805346953096576	0.777765466548535	0.627998937883606	0.295987936919139	0.804048294121483	0.254065870303775	-0.0709534185042231	0.721317233844841	0.818777937821109	0.74247355348723	0.543802323414247	0.4072889980586	0.72669231426935	0.684220262297214	0.58714551708972
CXCR3	0.117955909591326	0.413511767977654	0.575471568182801	0.44415080242296	0.734180941589917	0.583339701030455	-0.0392590676524925	0.543998114756285	0.357433641641785	0.219367181988764	0.272468704055389	0.703614546387609	-0.016753775065857	0.42699411449918	0.4222388922372	1	0.59302068560198	0.520118300351353	0.365971482017839	0.59668206413148	0.289978001233604	0.49012759245607	0.332688146915616	0.426146393395749	0.432078327628831	0.471949200369201	0.50688262984822	0.218484984348649	0.660621787410981	0.558514050629971	0.42484539623786	0.153261609898624	0.405288077760067	0.502239497500254	0.620231823094398	0.620030675723765	0.511451871087551	0.49276734913459	0.488125740000442	0.516714358885386	0.523790087043787	0.35498653147319	0.121031292742454	0.328328851190526	0.646493436794769	0.293328502031652	0.710516028942242	0.675676212307778	0.508280646536305	0.458200283780007	0.617121887059217	0.123058189376671	0.472131796625711	0.423319130309521	0.19876988247168	0.421050704208708	0.240375571389262	0.230778012170906	0.440766080875047	0.295319288851116	0.493595306384367	0.319905285817813	0.531097417031674	0.487304035356914	0.344182910823723	0.668270996921081	0.0861072444150138	0.44430231859615	0.399579361913198	-0.105773087445523	0.267755164231405	0.569451285269314	0.168054449082482	0.441064849881215	0.59728220170573	0.266386899932564	0.302614524071854	0.376348686883768
TNFRSF14	0.58196002257804	0.805953709020119	0.820250764552665	0.829603266309196	0.857627901973963	0.81561918993678	0.527136725982813	0.808657845763125	0.789683358207715	0.748372158923941	-0.0985205591581027	0.903811497346401	0.488860337064277	0.860835619052661	0.760894308798634	0.59302068560198	1	0.704824408024132	0.806487573686768	0.301446373711148	0.161221721438524	0.303168461521689	0.680401386382764	0.12167136590425	0.853185843397562	0.820131263935796	0.827528659156682	0.75524576572694	0.890173488317659	0.732906059279222	0.0333413829209747	0.63748661768463	0.80511907842853	0.881015170015887	0.809401939328062	0.812506957774149	0.793199262186867	0.690137030539875	0.69952256066726	0.828724192110933	0.814159854057841	0.764605229951376	0.700173042123152	0.538066346882727	0.862543852206321	0.0966358512851274	0.497481980241907	0.78248793134308	0.0182180839989113	-0.0303178720125134	0.441766391250474	0.632242048373613	0.749536053378487	0.69813880095159	0.752389260488502	0.86144382986544	0.68715990536605	0.537795141335461	0.813989389702121	0.736957759768712	0.510220795770343	0.823099476506099	0.698917987223371	0.856244649014597	0.741363078865182	0.741739704571829	0.426630829573635	0.858032116009184	0.256827945397433	-0.0601696206488587	0.788164706228587	0.885581420947445	0.732292302787159	0.598359157113135	0.481536669402724	0.752679192355302	0.740737923382652	0.747765049032713
PDCD1	0.420130354499273	0.513578813615323	0.512979281463654	0.613041293722621	0.800229454756695	0.598846157754361	0.237071151030953	0.642629341190857	0.604469283134527	0.528682396533723	-0.13079069246178	0.798136064341107	0.287233693144884	0.636385041277778	0.720476215518301	0.520118300351353	0.704824408024132	1	0.558178778731351	0.244500484034922	-0.0122223396362009	0.0845237564039261	0.370770827911904	-0.0349131694357999	0.680012866847862	0.59040247260386	0.801933715937324	0.633445261131062	0.671415378998319	0.655051122973664	-0.101184808454689	0.36671312826065	0.625031111211166	0.685188892374164	0.551649702622143	0.686961704054151	0.551524083375642	0.658045563294043	0.501637767056563	0.7472294892401	0.709359660376863	0.483103035744624	0.523048097727848	0.408198944923021	0.713735958038973	0.0135043397587531	0.461744389150804	0.678471388107035	-0.0962645762953765	-0.124421860382142	0.271734175853824	0.636632181102858	0.514879427589604	0.484757714402837	0.719325915750552	0.656067465457379	0.386976253341449	0.407159519975696	0.694637373365173	0.513655652634865	0.364079763283077	0.589219067213219	0.627400445862868	0.722790330588707	0.535919713026942	0.542731188730245	0.276629917695505	0.728291776848435	0.0212105961316759	-0.048657334284995	0.730112468293005	0.73521181603629	0.594884320451948	0.507883765769121	0.295033246582611	0.550000139086197	0.55479810249578	0.526049931332151
ITGB1	0.664547307823718	0.908994606671794	0.805163147698188	0.793186510428031	0.678797520674161	0.742071835824467	0.635712154870978	0.728024996516265	0.767129819480865	0.809139019006408	-0.0880721663671755	0.736376083347751	0.549619572823991	0.861981143033368	0.752888187279746	0.365971482017839	0.806487573686768	0.558178778731351	1	0.196101407387675	0.206064355144026	0.383146517496405	0.777851236282686	0.0794731247656717	0.787261002543606	0.811669872400237	0.657237027943205	0.837344456018603	0.781938435141504	0.711020582502703	0.0340309215739375	0.79163698971089	0.893473232901336	0.912469492687837	0.757103999631465	0.739016064137198	0.821550373792893	0.493762918117658	0.70016840219841	0.711938592560004	0.68119571594397	0.812774993313382	0.729988739968243	0.649421490995514	0.741058660898195	0.0917814515441512	0.402642794983475	0.685537365234662	-0.101262640191226	-0.0983801342191947	0.38124277151229	0.664662299930749	0.824486139953288	0.737150335366339	0.72843154352602	0.893724604972353	0.762329552729563	0.702605255815735	0.882253251964979	0.748648565501244	0.550779619639658	0.864613163628842	0.626091795489924	0.850004673159488	0.772743442858015	0.658367636984763	0.651447933695252	0.837239516570138	0.327601737834176	0.11526494028655	0.774610299478172	0.800256373919903	0.792164371619555	0.715122617123312	0.553602594062154	0.868938565553886	0.913098611366884	0.867292345921734
CCR5	-0.151282315584966	0.331155489385608	0.497408040149107	0.317289799077012	0.521619081097696	0.318004103787405	-0.318215918008976	0.441429989665193	0.0754958292226507	-0.106228546973023	0.618949001500373	0.402990658398385	-0.248040348042538	0.219305888053383	0.231595401161695	0.59668206413148	0.301446373711148	0.244500484034922	0.196101407387675	1	0.625144183385421	0.720555818294474	0.285304378084851	0.641492558909388	0.0825330435180405	0.336894404422576	0.281005405590494	-0.0886554947661082	0.442342619447181	0.455341392312686	0.724522411828641	0.0122750019244524	0.190174675175146	0.308943983156926	0.575283779553444	0.463165012565372	0.271679001063378	0.276279735141256	0.534328189901608	0.288585983464163	0.251434412857643	0.205402581442447	-0.184936821525598	0.251025351146937	0.388203576466394	0.39717965062359	0.620141062229826	0.519616577215757	0.63733846546878	0.689099422805474	0.598356808678599	-0.161498814741428	0.396116714119172	0.421831042554432	-0.11757921093321	0.264590451701064	0.0512627924704797	0.135135823308169	0.155579760541597	0.270776608781869	0.44457516285204	-0.0103251376435588	0.404014718043313	0.301783761386948	0.02903641859571	0.673137877289727	0.0561086534930379	0.139928340562349	0.608866591678903	-0.0763738034887273	0.000308818203319036	0.287488059979747	-0.096467142721929	0.334343142357075	0.603945984514336	-0.0505570385371023	0.167919596724171	0.252903271047097
