""	GPR171	NCL	CD44	CLEC2D	CD2	CXCR4	SELL	ITGA4	CD69	RPSA	PTGDR	CD3D	PTGER2	LRP10	CD6	CXCR3	TNFRSF14	PDCD1	ITGB1	CCR5	ADRB2	F2R	SLC16A7	CRTAM	S1PR4	PTPRA	SIRPG	VSIR	CD3G	JAML	ITGA1	SORL1	LAMP1	ACTR2	PTPRC	TSPAN5	CD47	TIGIT	DIP2A	TNFRSF1B	FAS	CD46	TRADD	CD74	CD247	KLRD1	LAG3	ITGB2	CD8B	CD8A	JMJD6	KLRB1	STX4	ADCY7	TNFRSF25	TSPAN14	PTGER4	CD63	ATP5F1B	TFRC	HLA.DPB1	RACK1	HAVCR2	CD82	IFITM1	ITGAL	APLP2	SMAP1	PILRB	PTPRZ1	CD4	SIGIRR	CD226	TNFRSF1A	CD81	C1QBP	CANX	LPP
ADRB2	0.00975874181350171	0.325109831665955	0.472961704949892	0.217386526463626	0.244953705155791	0.346115196855475	-0.129159368592816	0.246083736694193	0.13901233552978	0.0027159007924816	0.630724184850518	0.203416575564268	-0.0292414833954447	0.129744295960989	0.144306082531878	0.289978001233604	0.161221721438524	-0.0122223396362009	0.206064355144026	0.625144183385421	1	0.598653087207788	0.34260747218715	0.718418304335873	0.0536116833295955	0.206448346411372	0.0196132872814572	-0.0406469441644393	0.314891127178547	0.301041887466161	0.687123591769058	0.127273500804467	0.164392875295536	0.203621913350594	0.471955529663659	0.235721466565502	0.27208280798145	-0.0103464950221914	0.421500359740616	0.0526741062239079	0.0598636573119113	0.251982749049431	-0.136322159293352	0.239937760585839	0.245142603445377	0.548151321542853	0.476403694225607	0.363991726064289	0.631026333997571	0.696124937327853	0.605429181527849	-0.168151178749095	0.328794359114006	0.400507981692135	-0.166455509748504	0.21373868502057	0.244850903050977	0.13817640112717	0.118132036203315	0.219740903683432	0.390300818669267	0.0529419411781299	0.165448345955787	0.155660345381802	0.103284987390738	0.491778881646104	0.103549687437253	0.0565349738020516	0.674380321380484	-0.0638923619410948	-0.120529521762505	0.176743776498188	-0.074505326932049	0.258582822200662	0.58319110036044	0.0141413174609861	0.199745154386814	0.189813910579823
F2R	0.0187477856038557	0.436887920652868	0.529669421554759	0.285552829232898	0.424136397195005	0.371401286920986	-0.160162837107896	0.403503598863184	0.149339233479291	0.0469987640165534	0.591362295665642	0.334499515012986	-0.144269616409779	0.27598884596873	0.259795059557622	0.49012759245607	0.303168461521689	0.0845237564039261	0.383146517496405	0.720555818294474	0.598653087207788	1	0.395276385956117	0.636579913895631	0.110122608576771	0.372414163560019	0.134930715739197	0.0419464019790053	0.436920067132129	0.492157887203058	0.683446660290871	0.175219802010561	0.310293382543162	0.363587850706319	0.557112586202535	0.449324995725422	0.350279799216741	0.0945715522508609	0.538201027295582	0.206910632803093	0.158345802565268	0.290457813027815	-0.0864529195050482	0.302618907251448	0.363922103452636	0.446901220344987	0.593980760185475	0.432018395720513	0.590387385640968	0.646496575267738	0.627812257104737	-0.0532524448532714	0.509634494329123	0.415542296279434	-0.0936745714943419	0.307683377255291	0.184728124511743	0.284839096950453	0.282003170465562	0.285370989525619	0.444073304830617	0.121680124208179	0.318795049826077	0.326269637115102	0.164821323318919	0.639593776131731	0.196195486565462	0.186849314618857	0.733186693648919	-0.000962718872848211	0.0161347706543361	0.306887917864065	-0.00801202997029327	0.436894685946785	0.701523662906762	0.146754993986099	0.343928805718824	0.407943237597058
SLC16A7	0.531349017371223	0.848017327657425	0.844350717944604	0.795595819963532	0.608622006055496	0.693252597517206	0.53735520796594	0.700033492651047	0.680278146778504	0.631231893683923	0.0747057965463468	0.617517612501922	0.484169117814218	0.714828832410942	0.595814644758425	0.332688146915616	0.680401386382764	0.370770827911904	0.777851236282686	0.285304378084851	0.34260747218715	0.395276385956117	1	0.217454738290193	0.662666578236613	0.76353897564412	0.53765439372001	0.582906971697185	0.731935981090722	0.613870554170306	0.186805887443052	0.660533419351056	0.67293657568002	0.744123025110913	0.798217075093904	0.645371328905719	0.781135997310345	0.447030874214933	0.720411512643747	0.606684218645198	0.626053040279216	0.772048551111088	0.559993279969003	0.444596817101076	0.640342529362515	0.156588933066911	0.375985464270621	0.570335366063883	0.0310907330230099	0.0708737159326107	0.421108052671809	0.445249497571151	0.704264822090964	0.71522598159272	0.530539973888673	0.764401277477832	0.696537926143469	0.462047967905177	0.6118745062179	0.667408810692399	0.422022662941138	0.68605162320457	0.525972413074113	0.673916416197341	0.617999256248293	0.699863573965233	0.432197465313136	0.633445590755825	0.428863267656297	0.075061742515343	0.57496633129725	0.633495926143018	0.660393459348702	0.476660605437044	0.467659347413511	0.623052736209393	0.6766414241081	0.720604634257462
CRTAM	-0.0988881388101188	0.20005088239318	0.383829811217142	0.0568083687530615	0.260853678712717	0.348835963122826	-0.263397332560897	0.15914673993685	0.0636313577784003	-0.1145905345256	0.666714025000924	0.217306202147411	-0.190791818457728	-0.000153047371709482	0.0871099595849184	0.426146393395749	0.12167136590425	-0.0349131694357999	0.0794731247656717	0.641492558909388	0.718418304335873	0.636579913895631	0.217454738290193	1	-0.0485443328419764	0.138316341580665	-0.0731309524600832	-0.175234160296622	0.300643043483387	0.223405675375872	0.739629600071239	-0.049095451356024	0.0749555158696063	0.0860865850846571	0.401598573248853	0.226565531655551	0.219307084721997	-0.0278086846945443	0.359702693958148	-0.0159860164920222	-0.0526019946136832	0.0624968356557146	-0.264319599560105	0.145816616715348	0.219855494820214	0.622251108819794	0.547637913194065	0.305724589842479	0.837947854760255	0.870948214344138	0.786520478507098	-0.285721928978043	0.273775364179353	0.254350478831545	-0.321553986868681	0.0436801356387856	0.129180206823705	0.0117267318711098	0.0492537039337903	0.0374542629104321	0.363846466177397	-0.0536441029961667	0.0869983322592023	0.0569371055160872	0.0438793885105828	0.447612166791521	-0.0393912255275354	-0.0291449285422528	0.661031725802245	-0.0854407580007086	-0.293850904426524	0.154063492655727	-0.256655865490269	0.23439386018791	0.625494502586348	-0.0837139814167149	0.0261865239302671	0.0562684891015338
S1PR4	0.749188882208819	0.746330656401942	0.716674614648909	0.772633226907345	0.736171648640456	0.81714500651587	0.687717496502729	0.690567687678808	0.865896919227834	0.86352926415503	-0.247780381068835	0.843710435865084	0.690327749005136	0.820541642678541	0.784717360380799	0.432078327628831	0.853185843397562	0.680012866847862	0.787261002543606	0.0825330435180405	0.0536116833295955	0.110122608576771	0.662666578236613	-0.0485443328419764	1	0.745697980323104	0.752663157848968	0.821433741551284	0.824638003607518	0.659878877299778	-0.164419895301007	0.648788674712237	0.764047055448379	0.802460529538158	0.666223213387921	0.701734279159674	0.800968986210921	0.589828292988737	0.549481165397446	0.731891882461082	0.756764292582559	0.725304740359746	0.844679874175186	0.445692873938463	0.815309177869515	0.00258388687634148	0.318202235380012	0.651895093982154	-0.132330769930278	-0.191368986284388	0.300606361022754	0.757225596355877	0.641083969596434	0.577809575643314	0.84634123249239	0.810347541835477	0.754828450437154	0.458417409421093	0.79262130327424	0.635228733985773	0.389746431861908	0.900236243267734	0.549931222647235	0.789483186310354	0.835419511267949	0.554180711149212	0.349550857089521	0.84468158785541	0.097479188369074	-0.0764307850406287	0.783225889109293	0.847688192642469	0.787982201794838	0.536692883746774	0.323620805459098	0.801043925328704	0.685533250959398	0.652267728705918
PTPRA	0.450464667956396	0.873274731280234	0.835056488631841	0.871893311315871	0.789436403356718	0.699510624290884	0.427681772044752	0.859076931805244	0.690514752230911	0.609805558801037	0.00875323019268755	0.780746897061431	0.410746150332756	0.814198816713098	0.68225800896431	0.471949200369201	0.820131263935796	0.59040247260386	0.811669872400237	0.336894404422576	0.206448346411372	0.372414163560019	0.76353897564412	0.138316341580665	0.745697980323104	1	0.775432516805824	0.655024237785913	0.808739999040092	0.733553845274394	0.0622532734851911	0.652634226043002	0.767913117984845	0.86500169867532	0.842418121495882	0.80677644514763	0.774564557998474	0.70886388453039	0.764991749725467	0.826409613578002	0.788107447980485	0.821529345855874	0.579364971152818	0.540679640415517	0.772932682427263	0.1223774525885	0.461540526742244	0.711610820287291	-0.0208249281066379	-0.0469963331368404	0.413671255355195	0.52692698861214	0.777634092188512	0.734914661611575	0.642829114287356	0.859501532200992	0.615228361731118	0.596611389216552	0.725152552962771	0.782669203097063	0.5035776707487	0.696289111140779	0.715727914322414	0.798282655593299	0.603135295717394	0.749712306640385	0.511538940848561	0.764590055298933	0.326175525080754	0.0879650219819908	0.741488803874215	0.755162166181802	0.71545568116015	0.592871653796629	0.489860768941926	0.651468584860941	0.718713005665158	0.807843355356856
SIRPG	0.376539759878257	0.679755996489973	0.661359892605468	0.818969072236222	0.838854954324393	0.616262091678632	0.338290377525286	0.819634959412558	0.625995710323043	0.553205130718088	-0.15197021185859	0.836448493325369	0.34573491373288	0.821545565749209	0.667589800575455	0.50688262984822	0.827528659156682	0.801933715937324	0.657237027943205	0.281005405590494	0.0196132872814572	0.134930715739197	0.53765439372001	-0.0731309524600832	0.752663157848968	0.775432516805824	1	0.638760041458315	0.753709684035669	0.67876455051645	-0.103037418261209	0.493441781829081	0.686671099293442	0.813296036194139	0.721415240768108	0.765082515890571	0.63269997040808	0.879702177544351	0.64540582188669	0.938639428491619	0.875278992811511	0.670920412669356	0.570625540643022	0.465307789300385	0.787096931495789	-0.049971578862401	0.454307091866982	0.700587714843167	-0.177302537341254	-0.213955075222568	0.247222257019041	0.546087040471229	0.63582878814854	0.656602991376952	0.751255342318904	0.816163718268732	0.4361987815642	0.480691342218836	0.69879832987296	0.720459327573478	0.41473059676641	0.637105270520588	0.75745579663248	0.818549850147283	0.513816859449565	0.665012379946487	0.382110471514752	0.784695303443149	0.0806361983416399	-0.0262800948320384	0.836073145027853	0.769730786655059	0.69795500252	0.540499240510335	0.271775033511742	0.564068731922276	0.60100177905505	0.690993003839258
VSIR	0.803187493915351	0.709001721343566	0.599127365530636	0.66151558585293	0.575063535869019	0.690752608119735	0.761389770493055	0.539294870077407	0.81675000201786	0.911998147784139	-0.314694486558961	0.695319669356644	0.692900127603023	0.819091761125391	0.793254658380186	0.218484984348649	0.75524576572694	0.633445261131062	0.837344456018603	-0.0886554947661082	-0.0406469441644393	0.0419464019790053	0.582906971697185	-0.175234160296622	0.821433741551284	0.655024237785913	0.638760041458315	1	0.677545669568494	0.596203505692406	-0.287128915313532	0.792053169583445	0.837571194305701	0.80326373816256	0.523087523571944	0.615271895952885	0.705843396214894	0.418628314902946	0.449248303284493	0.628198400803067	0.624919519227964	0.676476657779471	0.871111268516985	0.569148313518725	0.675993846063571	-0.0273604121889086	0.207088501311721	0.601054565665401	-0.306049022287713	-0.340529614429427	0.15676080958062	0.860490666949991	0.640355336750509	0.579370464871574	0.879143401705265	0.794833467071477	0.755684563602249	0.608630444623734	0.861458321502677	0.608883138366639	0.406841342934933	0.916179533806408	0.514204429630341	0.791067737735745	0.836940755365005	0.442562990580276	0.532135506120998	0.852903588429244	0.0269431641959957	0.00724178970265672	0.829556225813281	0.793481921549133	0.845050301442345	0.587333455449485	0.303462929759159	0.90518184977789	0.824554567359796	0.681352676399206
CD3G	0.596679500971109	0.82773699198161	0.895409248848048	0.828324388882305	0.906758429791894	0.910695312721617	0.480280551317696	0.803500746901825	0.836887586786947	0.722673838805631	0.0470796224869703	0.93988791483698	0.459041711208696	0.817639898375824	0.817757651726582	0.660621787410981	0.890173488317659	0.671415378998319	0.781938435141504	0.442342619447181	0.314891127178547	0.436920067132129	0.731935981090722	0.300643043483387	0.824638003607518	0.808739999040092	0.753709684035669	0.677545669568494	1	0.774027150909339	0.226266477331469	0.586786007396512	0.759471020762659	0.845457074244416	0.88467248403867	0.856988130231125	0.857048894138228	0.598769725734569	0.739909529212028	0.743657687605201	0.753510492047181	0.738281226138855	0.649394678894389	0.45561786013121	0.897784782156368	0.194426841150769	0.579570511415281	0.790057462903302	0.210146861714175	0.181629338902084	0.585422003463434	0.596769379125386	0.76871862479518	0.689749682810592	0.670121031953128	0.813087727459924	0.752360743331218	0.420422302324641	0.756878832449946	0.655610021556075	0.50225885273528	0.791788364168538	0.635212202000444	0.842200914091077	0.760820282428657	0.821150212739864	0.283116178656503	0.812246358848232	0.414670674473213	-0.123969345142273	0.669926670093294	0.878913153811264	0.672040353191657	0.563171503409727	0.565741370837682	0.694746780682429	0.664468877239563	0.670757120951274
JAML	0.451097701506792	0.710885692743737	0.750947346359859	0.702986029075088	0.78808706294608	0.716270989755457	0.201552993119883	0.74412637348063	0.633232130382376	0.519845717181215	0.145096962073919	0.755975020244749	0.310160997824832	0.714733669353159	0.708445587227187	0.558514050629971	0.732906059279222	0.655051122973664	0.711020582502703	0.455341392312686	0.301041887466161	0.492157887203058	0.613870554170306	0.223405675375872	0.659878877299778	0.733553845274394	0.67876455051645	0.596203505692406	0.774027150909339	1	0.212207970757569	0.572349735238559	0.686985766593543	0.792820069113005	0.745360202180463	0.747178023593745	0.668421976164513	0.526736910789733	0.682883386777266	0.692493093668944	0.633768506761842	0.615794407383861	0.431924362736948	0.572784802709193	0.738540720276667	0.196108304841406	0.597314578321308	0.729813151373073	0.137742039406034	0.132104501098513	0.487461258565135	0.528140194965585	0.723198474434606	0.664223761272148	0.594681218363491	0.745986657517403	0.520077840426588	0.53210778087206	0.707947464410195	0.63649874790294	0.598055053191209	0.596179177079903	0.685288739704987	0.758103950687887	0.542963807250925	0.762371561223352	0.419879191534306	0.683532816722712	0.422291758185623	-0.0180933393337478	0.633402564104904	0.726240644853232	0.577240995636509	0.625301665452783	0.573533266566833	0.563974583261	0.672476119386348	0.669406817377011
ITGA1	-0.211157252252956	0.152823180294002	0.335978446288918	0.0472637615070608	0.23476940074812	0.187981513677458	-0.343053536422428	0.148137193612585	-0.0843703875442286	-0.226726377157934	0.683921653477057	0.11854305078931	-0.301582823749309	-0.0693777785584398	0.00778980751365707	0.42484539623786	0.0333413829209747	-0.101184808454689	0.0340309215739375	0.724522411828641	0.687123591769058	0.683446660290871	0.186805887443052	0.739629600071239	-0.164419895301007	0.0622532734851911	-0.103037418261209	-0.287128915313532	0.226266477331469	0.212207970757569	1	-0.141651934570275	0.00925227901939076	0.0482854631827663	0.371305023904798	0.180692800048652	0.111455634127461	-0.0931927444738167	0.340906135090581	-0.0738625267759171	-0.0881431523102425	0.0412879875956585	-0.359036453605411	0.0981536791571745	0.136535475867769	0.512996197441552	0.547693299730153	0.266693189159126	0.753344779670494	0.84461490335611	0.61777638281769	-0.367884484270978	0.231462259281249	0.215379760498264	-0.387700643260622	-0.00609064561097416	0.0118128530294485	-0.0126559868538846	-0.0354758408186786	0.0210139852465009	0.325811115402362	-0.1681948480329	0.10890776147708	0.0155418314364519	-0.0857961622496414	0.464148448030865	-0.0450150042279188	-0.139595622143945	0.725704439605543	-0.0715321485381612	-0.320242400346124	0.0112313275391635	-0.333511403560607	0.135190216069383	0.591272108588876	-0.170944938359693	0.0234605090669749	0.0466789297957475
SORL1	0.659172272692136	0.735628374616482	0.6350909862467	0.645468932359897	0.416701723054548	0.590364000228323	0.646141999928088	0.522260007052802	0.662412501279384	0.733209025736643	-0.132219615140665	0.509627989029693	0.593466135093211	0.775123156573926	0.596679197550712	0.153261609898624	0.63748661768463	0.36671312826065	0.79163698971089	0.0122750019244524	0.127273500804467	0.175219802010561	0.660533419351056	-0.049095451356024	0.648788674712237	0.652634226043002	0.493441781829081	0.792053169583445	0.586786007396512	0.572349735238559	-0.141651934570275	1	0.799446446966321	0.776208749735842	0.562488738844225	0.537682941985138	0.690032361549491	0.357656670724428	0.504434750492434	0.552526217910382	0.506819396475007	0.703193481284154	0.683261866352385	0.716493391936945	0.541957878642468	0.035805191719477	0.198034562331144	0.587002933888403	-0.198696882163385	-0.214765456895848	0.198924397954408	0.603771522972417	0.694584352090282	0.667646920341366	0.661451815886025	0.766768480173056	0.676122330613052	0.693449438687189	0.714233526250229	0.677663157487538	0.558864508465143	0.743655810036846	0.563762108044377	0.693912634977079	0.645573196574863	0.476732774093711	0.682632160628301	0.684419983525457	0.205240740718611	0.123656842167264	0.713360721120077	0.596233725520868	0.737729280458992	0.575794605862484	0.442429653463515	0.746653101849469	0.807859030781121	0.723618797261504
LAMP1	0.625079748478379	0.845787102154525	0.754114020772624	0.73401065100671	0.703774008247836	0.731159352878129	0.568135489259268	0.689681110653152	0.74599306587212	0.777189190781588	-0.0917861745139002	0.75817233479928	0.521339008430779	0.837375062784404	0.756769112325539	0.405288077760067	0.80511907842853	0.625031111211166	0.893473232901336	0.190174675175146	0.164392875295536	0.310293382543162	0.67293657568002	0.0749555158696063	0.764047055448379	0.767913117984845	0.686671099293442	0.837571194305701	0.759471020762659	0.686985766593543	0.00925227901939076	0.799446446966321	1	0.916451407319066	0.711889550347484	0.726465196101243	0.802336324654344	0.508491941102997	0.639917714944219	0.720643361387485	0.678531948431128	0.770663129515368	0.709128333865247	0.756162786861065	0.754007620040212	0.133795508659111	0.440919163227867	0.786860186010413	-0.0572723601374673	-0.0747931701655096	0.390091017719188	0.670296488761967	0.807817571123649	0.70620196788767	0.720708902936673	0.859286068443888	0.691639847301487	0.783376394285575	0.904993907143567	0.778352171536051	0.649867466793517	0.831590872321231	0.722431101917258	0.839620379330632	0.739230303852305	0.634854686260046	0.72240733225293	0.841342404349488	0.289988084702768	0.147161976378765	0.787372950334555	0.797374886654623	0.746333405761171	0.77866636776582	0.621503534676492	0.842553969511439	0.905734793714768	0.840329533871559
ACTR2	0.557550868874592	0.902146748703124	0.850105233797174	0.854038006752534	0.815764283957965	0.758990267001382	0.508785190054373	0.8416650321064	0.751017441337218	0.733608543013754	-0.0594611771441262	0.834951909854034	0.465424919214032	0.898037603060076	0.767378223544968	0.502239497500254	0.881015170015887	0.685188892374164	0.912469492687837	0.308943983156926	0.203621913350594	0.363587850706319	0.744123025110913	0.0860865850846571	0.802460529538158	0.86500169867532	0.813296036194139	0.80326373816256	0.845457074244416	0.792820069113005	0.0482854631827663	0.776208749735842	0.916451407319066	1	0.841968486615814	0.816731743444274	0.830354461067822	0.672170284503454	0.751976960693574	0.854377638492284	0.802306364075861	0.833610422217808	0.6690545299226	0.731828751628493	0.822283747955633	0.0817118818840609	0.505737761759072	0.827833982192856	-0.0612768876816883	-0.0752986122614928	0.408575328783109	0.631757434307447	0.87079917186575	0.809769474697647	0.741179468325552	0.934625512317073	0.680268129519269	0.728014796997207	0.879600210402872	0.844541222899206	0.66383766798293	0.812896450543235	0.801007045351796	0.904127356288383	0.697141093774464	0.748129690959101	0.6721474027965	0.870396939380564	0.325456645118466	0.0846165379568739	0.854267072079899	0.836143621650488	0.786506463068261	0.738582629391536	0.586350843359184	0.784768700615789	0.88476140071353	0.884732087521258
PTPRC	0.355228391220358	0.878598248634893	0.939087277049369	0.878694251261839	0.856336417978425	0.768751453893097	0.308980032256289	0.887894858680321	0.653639976208492	0.514088355486554	0.22690538219942	0.815953458566239	0.268179340839579	0.768491888061051	0.67196332908215	0.620231823094398	0.809401939328062	0.551649702622143	0.757103999631465	0.575283779553444	0.471955529663659	0.557112586202535	0.798217075093904	0.401598573248853	0.666223213387921	0.842418121495882	0.721415240768108	0.523087523571944	0.88467248403867	0.745360202180463	0.371305023904798	0.562488738844225	0.711889550347484	0.841968486615814	1	0.814788413336323	0.787767357975622	0.66892736592014	0.875832222736553	0.777780727690649	0.744232632093353	0.786867371254466	0.424730579575204	0.509486565223782	0.80252883154885	0.252111687998769	0.654982218970143	0.777024125983197	0.247055262882342	0.265562843696202	0.628880061396027	0.365022815436428	0.817095220959918	0.800103858755277	0.483144952066558	0.816109050575466	0.614895939663768	0.450427730228574	0.638696372548178	0.734440526793978	0.575979896398919	0.614764626328405	0.706646662283981	0.772473096138889	0.559085277319155	0.89035172518679	0.378229656411054	0.67950745131602	0.570108137844787	-0.0433621341784629	0.607723972895698	0.736650782694524	0.589641899472946	0.546748436717605	0.615311576525479	0.518783721078899	0.652326973622321	0.734286568859761
TSPAN5	0.428552400243697	0.785189577009296	0.799279653082041	0.781410038306504	0.864054002880499	0.754435651881384	0.301186479419129	0.80892141134765	0.693002696708155	0.570035003415191	0.0489282917454433	0.855160252112394	0.29881559889923	0.791702484296195	0.750069609021766	0.620030675723765	0.812506957774149	0.686961704054151	0.739016064137198	0.463165012565372	0.235721466565502	0.449324995725422	0.645371328905719	0.226565531655551	0.701734279159674	0.80677644514763	0.765082515890571	0.615271895952885	0.856988130231125	0.747178023593745	0.180692800048652	0.537682941985138	0.726465196101243	0.816731743444274	0.814788413336323	1	0.727937747396005	0.664970075217633	0.720322368262415	0.78878733084796	0.738047501097331	0.656151862197039	0.525906447308448	0.476328596226563	0.834937930748218	0.195395459658319	0.546751369894864	0.779876011938911	0.131293282651058	0.110962800060649	0.508155302527862	0.55268951684511	0.705811867854724	0.673699743079527	0.612625534862239	0.76813308563845	0.556016431410294	0.489067291230667	0.734500051173527	0.668123689989928	0.498215600243044	0.65614675072097	0.702123948682102	0.808509977938165	0.595793202468174	0.811786463928736	0.349991654136525	0.756350738667364	0.378139120246073	-0.00797275039969712	0.668973580447978	0.787967894909126	0.628693747962623	0.613360433069706	0.532573484017294	0.604079437932942	0.653389829691969	0.701661338795754
CD47	0.660056833084479	0.840991240290603	0.840319546997517	0.772178810054652	0.73712534967592	0.856616659122412	0.585187560577509	0.701796811795064	0.838181537766901	0.767867951630441	0.0350598261122597	0.799842909118079	0.56291601297815	0.783295347069207	0.762449925367419	0.511451871087551	0.793199262186867	0.551524083375642	0.821550373792893	0.271679001063378	0.27208280798145	0.350279799216741	0.781135997310345	0.219307084721997	0.800968986210921	0.774564557998474	0.63269997040808	0.705843396214894	0.857048894138228	0.668421976164513	0.111455634127461	0.690032361549491	0.802336324654344	0.830354461067822	0.787767357975622	0.727937747396005	1	0.479825058832626	0.653591357773965	0.655120746683551	0.664838345385025	0.758726463479494	0.694836169157196	0.525004612788988	0.803904701412409	0.233823762722805	0.431386277014617	0.718303157977098	0.116042024779512	0.0932587663456191	0.486554003653247	0.597497504578519	0.775782624679732	0.659112418143641	0.653013434212257	0.800317345777093	0.789016873327861	0.548834716421589	0.760361582850842	0.664932172945766	0.524280942866864	0.819904545768714	0.57389710720251	0.760324469664357	0.790040192995313	0.678892862163582	0.440730722234854	0.797905189020176	0.358969526405296	0.0555208846806024	0.64538414293823	0.789743409839982	0.726839271576607	0.611401701809595	0.582827859945483	0.759279155226562	0.714778339750684	0.712869036198543
TIGIT	0.100305309121079	0.566074026902337	0.563883480114942	0.738292276175894	0.705542247941505	0.437751551128333	0.159492053519311	0.76853479534629	0.397078599086864	0.307498665722275	-0.104291110420091	0.680233618905138	0.155698461700658	0.691208527750848	0.414335112210411	0.49276734913459	0.690137030539875	0.658045563294043	0.493762918117658	0.276279735141256	-0.0103464950221914	0.0945715522508609	0.447030874214933	-0.0278086846945443	0.589828292988737	0.70886388453039	0.879702177544351	0.418628314902946	0.598769725734569	0.526736910789733	-0.0931927444738167	0.357656670724428	0.508491941102997	0.672170284503454	0.66892736592014	0.664970075217633	0.479825058832626	1	0.587275268658151	0.914184724492514	0.823479046610235	0.579698114285489	0.343660647223556	0.388304232036165	0.633063128713713	-0.0755028351617758	0.437647389533675	0.572266014580003	-0.141836289405381	-0.176205500627697	0.230672469673064	0.265500156497315	0.515640757080205	0.57190889703199	0.516327261791112	0.687360001278275	0.209017955306178	0.373657275988085	0.491701536219203	0.629625702087171	0.378281054921638	0.417220839485239	0.703079011236826	0.639423925762485	0.276032840581871	0.597925432368372	0.335033873429764	0.586296442123091	0.0511671439502651	0.0229446262111685	0.689694215365563	0.587362724168438	0.513173035162363	0.416029892122126	0.193404291063978	0.331505185993232	0.426158263768293	0.616944825467263
DIP2A	0.282703793003386	0.796164832236437	0.80772973408072	0.7903258456012	0.741422743730464	0.635522168558473	0.212898830168384	0.806004936757149	0.517258932465453	0.40293445407703	0.257955633498689	0.677213466623187	0.184709188568101	0.68101369554209	0.581836319707091	0.488125740000442	0.69952256066726	0.501637767056563	0.70016840219841	0.534328189901608	0.421500359740616	0.538201027295582	0.720411512643747	0.359702693958148	0.549481165397446	0.764991749725467	0.64540582188669	0.449248303284493	0.739909529212028	0.682883386777266	0.340906135090581	0.504434750492434	0.639917714944219	0.751976960693574	0.875832222736553	0.720322368262415	0.653591357773965	0.587275268658151	1	0.702080089776481	0.646230391083871	0.737202535912592	0.32353017221412	0.470978132748888	0.683050612727303	0.256393884331857	0.594512014859617	0.67781022356347	0.180335646389143	0.221994606165555	0.567915947084705	0.303429512201392	0.743411388659322	0.750962864141744	0.416802661899722	0.754587023333737	0.486018995073093	0.459286872096721	0.584949189500969	0.677158974984992	0.518693299987891	0.494211597415336	0.650979222699907	0.684275556741628	0.436418119849551	0.816189388980578	0.404715027343233	0.592629106665096	0.521308220318883	0.0578586487085808	0.549188876248139	0.623752926890099	0.492535389316525	0.513856851121502	0.550337425143609	0.432724321633448	0.611275049062283	0.705172934381558
TNFRSF1B	0.311925712263328	0.740042582476155	0.714964374375836	0.851660515792499	0.819794859272831	0.599989212450123	0.303963027171427	0.859703259143503	0.587843797875815	0.512876703212413	-0.121607594235568	0.809225455658824	0.282148218961604	0.849097012729092	0.639635518666406	0.516714358885386	0.828724192110933	0.7472294892401	0.711938592560004	0.288585983464163	0.0526741062239079	0.206910632803093	0.606684218645198	-0.0159860164920222	0.731891882461082	0.826409613578002	0.938639428491619	0.628198400803067	0.743657687605201	0.692493093668944	-0.0738625267759171	0.552526217910382	0.720643361387485	0.854377638492284	0.777780727690649	0.78878733084796	0.655120746683551	0.914184724492514	0.702080089776481	1	0.87880014376216	0.72730356889616	0.525165050333236	0.545814362550425	0.772348665386193	-0.0271911964237584	0.488611539099206	0.714628662900172	-0.170954455522119	-0.190358970588122	0.29956303151158	0.492673830432492	0.705459670434544	0.706584558289244	0.693036085587486	0.849792711701433	0.419945190805259	0.551690963436113	0.699123192250383	0.780799970247773	0.4913344038411	0.613649893619127	0.824070238161522	0.825650336800922	0.471406760562245	0.712080675735896	0.48532861417832	0.766008339348071	0.160532462367328	0.0285957077181594	0.851896500616262	0.752076741342166	0.700809357820045	0.591027903823151	0.336293375544422	0.548705721207608	0.6546770216404	0.785755493823982
FAS	0.386273821155452	0.708719330005271	0.714874637634451	0.841987835556543	0.800834577429942	0.633529720029718	0.404912650941374	0.797568772290051	0.636745292652112	0.563047723827814	-0.187778868889359	0.800292061185622	0.354700454241797	0.781645731929245	0.61721052087616	0.523790087043787	0.814159854057841	0.709359660376863	0.68119571594397	0.251434412857643	0.0598636573119113	0.158345802565268	0.626053040279216	-0.0526019946136832	0.756764292582559	0.788107447980485	0.875278992811511	0.624919519227964	0.753510492047181	0.633768506761842	-0.0881431523102425	0.506819396475007	0.678531948431128	0.802306364075861	0.744232632093353	0.738047501097331	0.664838345385025	0.823479046610235	0.646230391083871	0.87880014376216	1	0.720437846488824	0.566044263392106	0.445757236429811	0.764582049667569	-0.0712702500422837	0.438723473383473	0.660755702672148	-0.154467420870531	-0.184104099360216	0.268508843628858	0.509553232895033	0.639999665982622	0.639940853351768	0.691843070759629	0.805087936025239	0.479896632005651	0.441933726194033	0.66909612432178	0.691406950411039	0.397369967140252	0.656740502889407	0.712543035965505	0.775092422299053	0.525888675237134	0.662226186780657	0.379858779362042	0.76003696642732	0.121671352036116	-0.0155443094908201	0.789271640527102	0.748603961626593	0.672859055265243	0.486258476890394	0.299218422490311	0.573873784261805	0.597409135443371	0.696881907549915
