""	DPP4	CD2	CD3D	CD3G	KLRD1	KLRB1	CCR5	CD8A	CD8B	KLRK1	CD247	CD69	KLRC1	ITGA4	CXCR4	KLRF1	ADGRE5	F2R	CD44	ITGB1	IGF2R	CD53	ITGAL	ITGB2	PILRB	PTGER4	PTPRC	CD226	S1PR4	RIPK1	TNFRSF14	PTGER2	ERAP1	CD9	SMAP1	EGFR	CLEC2D	CD4	CANX	TFRC	TSPAN5	SIGIRR	TSPAN14	PTPRA	HAVCR2	NCL	CD81	LPP	CD74	RPSA	PTPRZ1	SORL1	CD46	APLP2	CD63	C1QBP	ITGB8	LAMP1
S1PR4	0.921386777376052	0.815532383032346	0.841366288046214	0.808300370952888	0.102543795711168	0.806584957744498	0.535945324925642	0.683247179078808	0.728254613286227	0.220938619240124	0.675342890765366	0.76686883689566	0.2185492280254	0.586754780107061	0.764348588008991	-0.0709638954319513	0.789482973193509	0.187219633779637	0.66440034702237	0.544615419431103	0.471768682682597	0.712816599247751	0.717788947514838	0.615719410717115	0.094229305711596	0.868029409121601	0.800094072363256	0.754124681168744	1	0.295006544905221	0.705858894261942	0.884653027066962	0.661162920008965	-0.104564243393585	0.570873681300725	-0.178578451237145	0.775638196910789	0.637476554590611	0.133995550927126	0.0974460679362746	0.625651121578682	0.710470448966694	0.653766638715074	-0.0607324994611505	0.297472262011738	0.658001909473477	0.213360207006568	0.258281055381054	0.171538420051292	0.825529717823997	-0.261552309803195	0.20287646463434	0.525287145632417	-0.0174370226315787	0.0135067699934133	0.562503285630702	-0.283085013520087	0.355973875904186
RIPK1	0.184771189321304	0.439988948919074	0.365052154347888	0.401882281201566	-0.0397360710875689	0.137002709338347	0.425240499870471	0.505165311841487	0.35323495471558	0.296935255355891	0.133272484043894	0.341743014331508	0.125577540889657	0.548781351927067	0.39044077524668	0.059000552978145	0.354906579397148	0.333403555481304	0.527982052945787	0.720351943840738	0.0328844765212956	0.399664190071608	0.13834721643757	0.454114699352624	0.075536354538271	0.246618980740366	0.456833538861164	0.217616180181616	0.295006544905221	1	0.256804342610789	0.263905265345792	0.553942453045164	0.34907229621922	0.449065875308756	0.0553143899410443	0.399040006334733	0.363110839973633	0.370965631776408	0.112317412561822	0.394307000468527	0.240773202666006	0.146295663416407	0.192179194084003	0.243441992398609	0.479702111086538	0.583927494014035	0.385296269552598	0.503841837743794	0.342165237492903	-0.00219723710544909	0.443733984748324	0.17094995180063	0.287548326185258	0.266769937862826	0.506751496461844	0.0410182892291776	0.358970012523143
TNFRSF14	0.839118648147655	0.889314127236922	0.874853993255034	0.839339389115719	0.143660365568186	0.904640754589146	0.620754583910474	0.648874181957202	0.719888458771981	0.336465345438922	0.789375410138676	0.930650987990599	0.171382002884912	0.757102702568308	0.873875663431599	0.0569356287847037	0.919180902287449	0.286191155012164	0.802569021926086	0.640428122166121	0.571836638685906	0.861024064092672	0.628596179434929	0.772591310293795	-0.0970399019403017	0.9156431581343	0.896784660717102	0.862456225486905	0.705858894261942	0.256804342610789	1	0.806037326642532	0.766556927327014	-0.217819557201422	0.684699689594865	-0.275413609868677	0.929014078988018	0.751299315913165	0.185248912002176	0.175719465949266	0.609956291648178	0.883132253758223	0.69568261797954	-0.0132065049037489	0.42071160950081	0.654160333055464	0.275751177438974	0.24770958625266	0.214162834348049	0.874756270986484	-0.343643046479801	0.277733880506508	0.562088550226991	-0.016328159647402	-0.0746222162932826	0.729573897660872	-0.37224117615681	0.482698753560253
PTGER2	0.899299318166749	0.821494489621631	0.800096064247832	0.757171688675552	0.0974103282194835	0.906978592507205	0.417685423307043	0.564865918689864	0.652972849963883	0.159432573699504	0.688684929050647	0.826944021265727	0.114108730467729	0.550978197608002	0.756063215351591	-0.0757027348143152	0.819188236515628	0.210582597085656	0.661757799226389	0.569539977800012	0.469675394933206	0.783447920394495	0.589068024568585	0.684710337715961	-0.0477630445706068	0.868852766615636	0.795453793755394	0.794277481612104	0.884653027066962	0.263905265345792	0.806037326642532	1	0.73823364935128	-0.0683207483136732	0.719397509892439	-0.155817321367582	0.829050715575565	0.759068760204915	0.243838331495572	0.146487971708846	0.692458224426127	0.744311140650643	0.735072206511705	0.00218782172146579	0.352578607911324	0.702445123454703	0.308404289689039	0.305980951352592	0.230207157349675	0.915928306400063	-0.23163725438243	0.259975425547687	0.591256504408623	0.0858034935567151	0.102149934908792	0.701372913666731	-0.261107925395381	0.420559058472182
ERAP1	0.772879644786616	0.887263656847731	0.852899022708756	0.846989254370671	0.0390619088551745	0.700940509189899	0.618173715573211	0.803978930128746	0.77187080714818	0.443568665181396	0.581477370794668	0.849759205780748	0.0698602408263515	0.809469354340481	0.833197383100348	-0.00157120596166707	0.87144970116409	0.221105118480447	0.833509600270965	0.674330272045007	0.289285473877207	0.75391956004229	0.472571543541049	0.732915543804251	-0.100507647586245	0.775677876706239	0.869269223827326	0.826619049455599	0.661162920008965	0.553942453045164	0.766556927327014	0.73823364935128	1	-0.0165169836903285	0.675921605384856	-0.187584519422255	0.830492038421799	0.648731626081334	0.237115347778388	-0.0352102334662157	0.499485509197642	0.750613708671059	0.468212606631919	0.00529618432231993	0.358628844393907	0.666845130301893	0.416272111064817	0.27086165750985	0.319963925100679	0.826468156455938	-0.262867822805452	0.328994675315682	0.402799365056535	0.0038458457898169	0.0186643315446796	0.711582782361314	-0.275604413045331	0.377071804006414
CD9	-0.159456633165082	-0.240363500611836	-0.240278049263632	-0.25264100058464	0.103250470917796	-0.244096452610113	-0.135368429793223	-0.149598717307812	-0.123781458314874	-0.0492259214464094	-0.105016100209272	-0.257884636181642	0.116913281269518	-0.157202587455159	-0.152427116190925	0.0990465407258952	-0.210740137410371	0.328240086590546	-0.180302861954207	0.308334013088876	0.203944098478013	0.0434870139971141	-0.0303588351540482	0.240051782979243	0.504076490492383	-0.135762875238052	-0.0868254272896495	-0.161339513127996	-0.104564243393585	0.34907229621922	-0.217819557201422	-0.0683207483136732	-0.0165169836903285	1	0.392277591567449	0.66177068942749	-0.189538037170839	0.15253605789912	0.803279458490308	0.325315712400912	0.334561986119663	-0.117580446304513	0.228689279936539	0.74767646395658	0.449295014650241	0.465200114077618	0.714217145595955	0.60527067548161	0.612749153648808	0.00927574548500303	0.67550244623038	0.577585812760154	0.27862984926952	0.810472256218682	0.817994148451225	0.390036848872389	0.709914751252909	0.568719142607534
SMAP1	0.658383494906036	0.63111992682068	0.59508615453109	0.552733433335764	0.260056516126816	0.686914714202571	0.440437095903942	0.423683284307305	0.49928324620608	0.285288273095092	0.621627371112624	0.688631266588435	0.26611906576085	0.577748687666605	0.672125354837849	0.152486735423159	0.684608538419004	0.46206037998019	0.602373067711673	0.730062008614664	0.55438135997004	0.757128985220353	0.504641739492664	0.766122393781134	0.205966153842805	0.704593826694375	0.701638203615752	0.604522587660659	0.570873681300725	0.449065875308756	0.684699689594865	0.719397509892439	0.675921605384856	0.392277591567449	1	0.189755560879366	0.697266717560559	0.713972659463647	0.659681920963238	0.302428971476764	0.791720346193315	0.667079720468623	0.660309874446693	0.482745594149071	0.558195854204976	0.882877118529517	0.65266186970984	0.542913418006104	0.483148044791013	0.825170839710728	0.140332582351689	0.498358534026289	0.575751460821047	0.44492781519619	0.521000617793426	0.911948843138372	0.110583395210404	0.725826388066629
EGFR	-0.213875437922219	-0.323285945008274	-0.315838374344175	-0.312207791148776	-0.17666733468756	-0.23700563687895	-0.344122910148717	-0.29883885289117	-0.294631191463604	-0.328746999713933	-0.295377311725213	-0.320644162707736	-0.183202305874448	-0.364263334072451	-0.345902630175265	-0.189078108393569	-0.316167844886514	0.16995845785859	-0.323547350727063	0.0194081841882035	0.086773004727959	-0.251303367893498	-0.243373321514531	-0.126527317877474	0.321292623781344	-0.255808539251807	-0.297105166483618	-0.249576340011269	-0.178578451237145	0.0553143899410443	-0.275413609868677	-0.155817321367582	-0.187584519422255	0.66177068942749	0.189755560879366	1	-0.260973939796526	-0.0196835292841205	0.736957705248361	0.318714537418732	0.365352335806751	-0.250970653583346	0.0331206742521383	0.830543524192436	0.0162875780714265	0.218914804987734	0.335506295278009	0.426923059293859	0.128959284867214	-0.0841359559492215	0.981462678442629	0.108281229385578	0.273633081852729	0.691229673826741	0.731104952684374	0.0901014348006678	0.968068788691119	0.415592864211242
CLEC2D	0.858896338293074	0.939518829625704	0.907179392272928	0.882838407379166	0.0835005653279013	0.907246334895133	0.672673940495385	0.703680850839609	0.732811792597207	0.342245259530706	0.77923728133776	0.952834014896154	0.15834731180567	0.805458463036724	0.89638501435237	0.0208230926062145	0.930849901965028	0.225767224153776	0.852108092968632	0.651643465239811	0.474615215246527	0.841784678104553	0.626709426300661	0.727855622435583	-0.101853175957735	0.908305794254977	0.930518338697962	0.848843835892471	0.775638196910789	0.399040006334733	0.929014078988018	0.829050715575565	0.830492038421799	-0.189538037170839	0.697266717560559	-0.260973939796526	1	0.730350668430477	0.159490396916474	0.08717824357218	0.641049229906136	0.848506585873069	0.643533311167126	-0.0239518051545141	0.302649312436849	0.659673890243822	0.263801127483031	0.213401123331321	0.184740930119512	0.904599717218301	-0.342132414430125	0.235462787039668	0.483851269200944	-0.0853206040397221	-0.0756941136308834	0.713778680323629	-0.357593832979813	0.457663920786653
CD4	0.693247139819225	0.618130012683687	0.627117877020233	0.60561488227828	-0.195471162966529	0.771901378230615	0.241567002186299	0.387807037335586	0.392312499929267	-0.124687557675549	0.434922753753179	0.685609205046877	-0.151416269644665	0.407718002803444	0.551346600939125	-0.303048317822606	0.632922451828218	0.0960630878705093	0.431757672360708	0.59741288791381	0.385636812653684	0.707725999490614	0.338595657157952	0.836902294886143	-0.0916988776010437	0.684392741624324	0.671041794932652	0.737080487804137	0.637476554590611	0.363110839973633	0.751299315913165	0.759068760204915	0.648731626081334	0.15253605789912	0.713972659463647	-0.0196835292841205	0.730350668430477	1	0.493906055411839	0.360657896901689	0.737952077500533	0.631202717202117	0.800943857446095	0.203009365124503	0.544330323738786	0.675202029395099	0.658863059950645	0.421541675154436	0.625489142971138	0.849957821014503	-0.0576362723347667	0.632722677409408	0.640792927816835	0.427124279933411	0.253426589001118	0.759217209980056	-0.0938191366565461	0.734858337135482
CANX	0.162812084910849	0.0590937633320804	0.0542967380331954	0.0269547446652702	0.0596722654872639	0.147693348524799	-0.000847135926433941	-0.00342494643915453	0.0481125343292845	-0.067595079915226	0.12691476449864	0.0953562675413025	0.0562011428523111	0.0490370292168357	0.108348683907862	-0.000419966070018758	0.106851514296772	0.445916353605819	0.0586386046390035	0.557392774218542	0.436224971887278	0.318657639567829	0.132053249000192	0.49524457046347	0.457835191706847	0.189998548126227	0.193734758277106	0.167657968086936	0.133995550927126	0.370965631776408	0.185248912002176	0.243838331495572	0.237115347778388	0.803279458490308	0.659681920963238	0.736957705248361	0.159490396916474	0.493906055411839	1	0.50762778551992	0.689286543058899	0.208810463663809	0.521642189785504	0.868691815082772	0.557265700519695	0.689030916182509	0.8111429644415	0.753022789707018	0.636995675647376	0.357716808921998	0.710530930064826	0.638457804151069	0.58310285699916	0.909543492276204	0.820182398958006	0.641422137003062	0.710154879010803	0.828228054956205
TFRC	0.0820279478337142	-0.0542104978782789	-0.0489238516939565	-0.0759084523137214	-0.0188312053959223	0.122368160403391	-0.166324927798929	-0.131542944126487	-0.0984190609424911	-0.218305236632894	0.0374748193511084	-0.014160512666414	-0.0136115489364053	-0.121726610492321	-0.030480187534957	-0.0905256771517723	-0.0414783898053545	0.217660698359039	-0.0876029057746756	0.389274744539413	0.426147257157643	0.156774259711669	0.075449894332473	0.274012392834394	0.352823894153425	0.082080422086784	0.0416593818689272	0.0447176651397617	0.0974460679362746	0.112317412561822	0.175719465949266	0.146487971708846	-0.0352102334662157	0.325315712400912	0.302428971476764	0.318714537418732	0.08717824357218	0.360657896901689	0.50762778551992	1	0.503561300326623	0.157563430137629	0.524545661904908	0.412228487897177	0.422964130138611	0.259760323055299	0.414080373038494	0.638241885357417	0.347912963732409	0.119809882959074	0.335201265094434	0.50844481861943	0.700635693566661	0.596382143866224	0.337353449364375	0.245014772905254	0.351075172764213	0.636550385965742
TSPAN5	0.637399919395646	0.533678944232585	0.509887137003903	0.469277616992999	-0.0247342839279448	0.679119995131449	0.204167456243733	0.292857113485864	0.327549538362146	-0.0553203899327658	0.452994251899807	0.582239686983096	0.0545308344591854	0.348874853848595	0.477508141303927	-0.126271499051552	0.53642359027026	0.307714081095824	0.417504098877842	0.647192412238937	0.48785038313752	0.55542443640705	0.375006619637902	0.588686523892173	0.229739467013605	0.615066760283309	0.556165735457998	0.542369091051553	0.625651121578682	0.394307000468527	0.609956291648178	0.692458224426127	0.499485509197642	0.334561986119663	0.791720346193315	0.365352335806751	0.641049229906136	0.737952077500533	0.689286543058899	0.503561300326623	1	0.529709288801449	0.70448699043697	0.525603987839882	0.344952146262062	0.734633090464176	0.539729879940718	0.551917026022017	0.356682604880834	0.747436294539143	0.308495798382456	0.389159079106713	0.722608366752064	0.533367715248561	0.493808469132125	0.727524071640078	0.279022903480266	0.769338182501856
SIGIRR	0.832159798362132	0.850315196135174	0.870880366716475	0.828746676672507	0.321343680738953	0.781530596750173	0.720357789241442	0.730482160666364	0.837472458087117	0.504795719660819	0.842381020720508	0.834482852385322	0.326630651723442	0.774996405896103	0.906852681650911	0.193605414119128	0.887872479360697	0.446799939886524	0.805226310912357	0.681075750795854	0.693227404134708	0.902106200064534	0.765595353481692	0.782070744526456	0.0850098055661087	0.916841627623696	0.914408800964078	0.84355601030206	0.710470448966694	0.240773202666006	0.883132253758223	0.744311140650643	0.750613708671059	-0.117580446304513	0.667079720468623	-0.250970653583346	0.848506585873069	0.631202717202117	0.208810463663809	0.157563430137629	0.529709288801449	1	0.709875029535433	0.0595170641142005	0.544384325498653	0.737105926692761	0.330920548710222	0.343565898989712	0.260381924180524	0.804939289189267	-0.335229432162057	0.304636275692789	0.574653042653818	0.00620759685649612	-0.0153284008366228	0.740204786425625	-0.350379031311474	0.46996179594123
TSPAN14	0.689522217084445	0.507074029415723	0.529973373420162	0.4689839466727	0.142040870186862	0.683052382055745	0.305195892437537	0.297517041513127	0.472940853490272	0.01559500871648	0.611022230663297	0.535147952011556	0.142189405403617	0.308582366373173	0.556254272955368	-0.0302653130114938	0.54497727841326	0.288416854591565	0.381523771675376	0.62469340971583	0.705348749624583	0.761015375252923	0.604142196287698	0.771951192793516	0.281339373811352	0.726267024835587	0.643740592155225	0.618393652766778	0.653766638715074	0.146295663416407	0.69568261797954	0.735072206511705	0.468212606631919	0.228689279936539	0.660309874446693	0.0331206742521383	0.643533311167126	0.800943857446095	0.521642189785504	0.524545661904908	0.70448699043697	0.709875029535433	1	0.287747228711941	0.710121821010322	0.752381810420454	0.581845241396473	0.608618650599329	0.567487149378005	0.721479250461379	-0.00745560723970222	0.636993119595767	0.791517433176996	0.469689230932047	0.278959830501819	0.724130004610111	-0.0195917093489948	0.735327778935933
PTPRA	-0.0310430666904364	-0.115976077480768	-0.100686432517711	-0.110871912093677	0.0665511999871397	-0.049219616948933	-0.0508994227652145	-0.0971727256281907	-0.0508386933015229	-0.0620495215274778	0.0142558388339027	-0.101696941064478	0.0516427419104295	-0.0848148048441308	-0.0559134953068255	0.0314737176744017	-0.0707101575493905	0.455252381230174	-0.0834977902874458	0.346271870855027	0.35785692634565	0.103409555573323	0.032569478523966	0.235890758390721	0.444772619960966	0.00190760161471511	-0.00187880069154993	-0.0217539687101269	-0.0607324994611505	0.192179194084003	-0.0132065049037489	0.00218782172146579	0.00529618432231993	0.74767646395658	0.482745594149071	0.830543524192436	-0.0239518051545141	0.203009365124503	0.868691815082772	0.412228487897177	0.525603987839882	0.0595170641142005	0.287747228711941	1	0.376756737680283	0.530074302029245	0.607444882910676	0.626486667816007	0.398240909872915	0.130252260901876	0.825059843882058	0.394132850007664	0.417460669099602	0.776238679861039	0.836784299273959	0.46081996672467	0.799014244460173	0.691993877481871
HAVCR2	0.359614658499404	0.267506955670844	0.299287871240165	0.256992038612377	0.419923073770429	0.24528600050095	0.390007734022332	0.295224956579895	0.452538116538917	0.342025934545418	0.462984444625135	0.255420985122075	0.393693469869873	0.33024000539131	0.445082852418464	0.29567699361459	0.348484110239043	0.483526732335021	0.30233663692137	0.651795118140633	0.667523408714673	0.681656271447968	0.55590572932968	0.771456209449534	0.461309068344209	0.481171131063238	0.491546763194844	0.367569332237112	0.297472262011738	0.243441992398609	0.42071160950081	0.352578607911324	0.358628844393907	0.449295014650241	0.558195854204976	0.0162875780714265	0.302649312436849	0.544330323738786	0.557265700519695	0.422964130138611	0.344952146262062	0.544384325498653	0.710121821010322	0.376756737680283	1	0.723800139580164	0.756444571533693	0.665479195440711	0.809039202332138	0.386440987407849	0.000615437005267586	0.845285280675811	0.536674109511669	0.571511081513782	0.359191121213337	0.679092237137319	0.0097482188144168	0.642608594335606
NCL	0.68844996950659	0.647055772075618	0.647501686613246	0.606047699443943	0.325079019169687	0.586098115748301	0.582872667531508	0.561186206217916	0.682573340579876	0.3842508268056	0.670487268338001	0.6131097134944	0.363446537095035	0.592358050589822	0.719698920368152	0.192634444879499	0.682128564501354	0.563838897700376	0.624852279127711	0.814575429236395	0.672458555482264	0.835285090281164	0.681899700007547	0.826922315522002	0.354690047777435	0.768270381890822	0.768557464491465	0.618354610572363	0.658001909473477	0.479702111086538	0.654160333055464	0.702445123454703	0.666845130301893	0.465200114077618	0.882877118529517	0.218914804987734	0.659673890243822	0.675202029395099	0.689030916182509	0.259760323055299	0.734633090464176	0.737105926692761	0.752381810420454	0.530074302029245	0.723800139580164	1	0.734509995604483	0.631875204133115	0.608929772250291	0.77568449752402	0.146611410428505	0.588143442146304	0.605788958250667	0.509278781180817	0.559947738318039	0.92108232697472	0.132253508447352	0.722823105727888
CD81	0.219593157237188	0.198799411971518	0.204027048245995	0.199714949166031	-0.0072763062261215	0.164352575319051	0.160666499486519	0.219392137566759	0.224576987208994	0.0225060022099516	0.13657528727124	0.185830005537768	0.0141800879272519	0.213495808730338	0.244424030679441	-0.0492147309422373	0.219316793251933	0.378530308399883	0.181508815394988	0.680211208498854	0.327430159622943	0.504905641626381	0.174490922457098	0.728990713152664	0.268127540201047	0.275212796083785	0.366069390884097	0.28732466183147	0.213360207006568	0.583927494014035	0.275751177438974	0.308404289689039	0.416272111064817	0.714217145595955	0.65266186970984	0.335506295278009	0.263801127483031	0.658863059950645	0.8111429644415	0.414080373038494	0.539729879940718	0.330920548710222	0.581845241396473	0.607444882910676	0.756444571533693	0.734509995604483	1	0.697862244763736	0.937100018986469	0.435977627605029	0.322407268122597	0.876723179614717	0.489935013563822	0.808207539335169	0.681576524214444	0.741947383567373	0.32499546307414	0.783855119868901
LPP	0.248290199158342	0.138559565484871	0.138349613298763	0.117342155609279	0.216892776749199	0.154387288482045	0.164405439964927	0.125079697005691	0.221216012788178	0.111141297191332	0.254754906895722	0.11861415541119	0.208693132229739	0.157173701344541	0.232147410690651	0.105079351153989	0.178130541805153	0.608026022597746	0.197340882690197	0.70711976857179	0.656619075730408	0.428129124472581	0.323460014806099	0.536547081124842	0.60243981187995	0.281471007076343	0.294029240205878	0.200275901960013	0.258281055381054	0.385296269552598	0.24770958625266	0.305980951352592	0.27086165750985	0.60527067548161	0.542913418006104	0.426923059293859	0.213401123331321	0.421541675154436	0.753022789707018	0.638241885357417	0.551917026022017	0.343565898989712	0.608618650599329	0.626486667816007	0.665479195440711	0.631875204133115	0.697862244763736	1	0.586783851168329	0.284869989015407	0.423083688129343	0.696904602556169	0.77226324105501	0.735587852579978	0.515052961404195	0.550689363472237	0.448434787671368	0.735343093456135
CD74	0.152966704486138	0.114809783791637	0.128654250881954	0.119718444848711	0.0137680163454249	0.0887256876381887	0.145127928630132	0.15656171058618	0.180955908171633	0.00362668419504395	0.0943707380803161	0.101621260565524	0.0472492275985454	0.15150613904678	0.189800179150695	-0.021895391974508	0.136319048359409	0.239251090754921	0.0989798052835286	0.587722291987764	0.265002704920443	0.469627029657265	0.181083093666677	0.698855869439491	0.250942894491602	0.221245577814852	0.310097779708865	0.209935997839706	0.171538420051292	0.503841837743794	0.214162834348049	0.230207157349675	0.319963925100679	0.612749153648808	0.483148044791013	0.128959284867214	0.184740930119512	0.625489142971138	0.636995675647376	0.347912963732409	0.356682604880834	0.260381924180524	0.567487149378005	0.398240909872915	0.809039202332138	0.608929772250291	0.937100018986469	0.586783851168329	1	0.324984530630176	0.131566928433085	0.931951374646274	0.372950914827781	0.709638808825956	0.490112012442566	0.621196295235577	0.135881360432092	0.665670255631873
RPSA	0.909992676255215	0.867233930836873	0.865567333552304	0.833009484678835	0.0077361788068777	0.927530423548669	0.495048845090381	0.631821051580533	0.669020265145476	0.174609792488046	0.685757033628164	0.902133962150461	0.0450728061941715	0.658596475136014	0.806916176008554	-0.124526631869025	0.884177370386933	0.196217286131344	0.708255748974958	0.612440476148473	0.450434073295774	0.815789805929846	0.560306197512209	0.793892977533058	-0.0979778320091779	0.894525835523724	0.861446923122589	0.884344240969564	0.825529717823997	0.342165237492903	0.874756270986484	0.915928306400063	0.826468156455938	0.00927574548500303	0.825170839710728	-0.0841359559492215	0.904599717218301	0.849957821014503	0.357716808921998	0.119809882959074	0.747436294539143	0.804939289189267	0.721479250461379	0.130252260901876	0.386440987407849	0.77568449752402	0.435977627605029	0.284869989015407	0.324984530630176	1	-0.159041306900815	0.325608586541909	0.55801457721784	0.139991625573221	0.192544219747957	0.818892684276773	-0.199013954101747	0.56689120521103
PTPRZ1	-0.291727951155479	-0.417720720251972	-0.40549470660432	-0.399417876674474	-0.200495736333903	-0.301699366835821	-0.420559106347781	-0.387029259106029	-0.389330714750747	-0.384443784807627	-0.36790153714698	-0.400987040636494	-0.215852606669153	-0.445516061835714	-0.434225942643312	-0.208468785681125	-0.402945039847931	0.133794990244895	-0.417345381346247	-0.0375773553924951	0.0418629244504108	-0.325862669078731	-0.313813477050566	-0.168106043623455	0.322997018372488	-0.341378151512316	-0.383277156876998	-0.316872715105778	-0.261552309803195	-0.00219723710544909	-0.343643046479801	-0.23163725438243	-0.262867822805452	0.67550244623038	0.140332582351689	0.981462678442629	-0.342132414430125	-0.0576362723347667	0.710530930064826	0.335201265094434	0.308495798382456	-0.335229432162057	-0.00745560723970222	0.825059843882058	0.000615437005267586	0.146611410428505	0.322407268122597	0.423083688129343	0.131566928433085	-0.159041306900815	1	0.127913340014925	0.245392316080686	0.69529934109836	0.721115472593526	0.0330864749489255	0.974715074141678	0.401739451686116
SORL1	0.194153361917765	0.139654941350021	0.150111845088531	0.128293612114945	0.120266159577002	0.15628032475111	0.158549290807601	0.14625309290434	0.169402081801634	0.0661957401188588	0.207077349592431	0.156503825982117	0.141668598397976	0.184818423428858	0.244869278807314	0.0857398949017518	0.175802925130303	0.299875322440411	0.141600918630746	0.624310816456335	0.397725795347287	0.51438385387343	0.268123011269433	0.740354612511089	0.384684105004978	0.263597650037684	0.353530189306386	0.259865040179305	0.20287646463434	0.443733984748324	0.277733880506508	0.259975425547687	0.328994675315682	0.577585812760154	0.498358534026289	0.108281229385578	0.235462787039668	0.632722677409408	0.638457804151069	0.50844481861943	0.389159079106713	0.304636275692789	0.636993119595767	0.394132850007664	0.845285280675811	0.588143442146304	0.876723179614717	0.696904602556169	0.931951374646274	0.325608586541909	0.127913340014925	1	0.500491560605196	0.693741002265426	0.415360378940083	0.597523528258464	0.136384290081659	0.741158369040694
CD46	0.570056975272613	0.396435868689894	0.429954549765905	0.399387453511184	0.0252317257696482	0.527347680609558	0.141271016942628	0.284790399374746	0.371758069123327	-0.0355740804419292	0.393671548636591	0.40200123077214	0.0282683367607003	0.224137068961209	0.392453452943659	-0.150890613283048	0.425455074893431	0.393568038291345	0.313886028583842	0.601402297640175	0.700936904182956	0.528756076996455	0.392623763502382	0.589014484275873	0.346376515375058	0.542377795550379	0.469033294058434	0.542669721370532	0.525287145632417	0.17094995180063	0.562088550226991	0.591256504408623	0.402799365056535	0.27862984926952	0.575751460821047	0.273633081852729	0.483851269200944	0.640792927816835	0.58310285699916	0.700635693566661	0.722608366752064	0.574653042653818	0.791517433176996	0.417460669099602	0.536674109511669	0.605788958250667	0.489935013563822	0.77226324105501	0.372950914827781	0.55801457721784	0.245392316080686	0.500491560605196	1	0.545238959238929	0.296449139891923	0.556705142439525	0.253213978938722	0.734710439844511
APLP2	-0.0458691141046564	-0.186008365216118	-0.176242362765286	-0.191123980835308	-0.0568598705051574	-0.0583794420563165	-0.219734170705027	-0.200135780322533	-0.149628295843298	-0.275263773506346	-0.114000342945327	-0.161469299875959	-0.0675822207829367	-0.212739836763114	-0.145716533173544	-0.123178725330812	-0.1491618281578	0.328697390184322	-0.202536528395751	0.422978141570647	0.320610633824324	0.144485317043992	-0.0489800933482827	0.375268623705876	0.414564180592762	-0.0260251445054716	-0.0409131581794831	-0.0364032024888258	-0.0174370226315787	0.287548326185258	-0.016328159647402	0.0858034935567151	0.0038458457898169	0.810472256218682	0.44492781519619	0.691229673826741	-0.0853206040397221	0.427124279933411	0.909543492276204	0.596382143866224	0.533367715248561	0.00620759685649612	0.469689230932047	0.776238679861039	0.571511081513782	0.509278781180817	0.808207539335169	0.735587852579978	0.709638808825956	0.139991625573221	0.69529934109836	0.693741002265426	0.545238959238929	1	0.800791493540355	0.459545959875809	0.703100482869871	0.724664315163939
CD63	-0.0235768176950563	-0.117012402774994	-0.112802366671834	-0.121018766091651	-0.000206266631721786	-0.0563450847567132	-0.139404638707823	-0.105096428099589	-0.0712981483738233	-0.151444197351505	-0.0588047765757383	-0.123864346194116	-0.0191781447309438	-0.151775341882529	-0.0980242618712473	-0.0515445410947488	-0.0962590653553026	0.358123084410903	-0.135926976848901	0.305861257541973	0.196919723220941	0.114597657382732	-0.0241264420667557	0.267820038288742	0.286068861145359	-0.0141084149610434	-0.0255152498372622	-0.0336208511551826	0.0135067699934133	0.266769937862826	-0.0746222162932826	0.102149934908792	0.0186643315446796	0.817994148451225	0.521000617793426	0.731104952684374	-0.0756941136308834	0.253426589001118	0.820182398958006	0.337353449364375	0.493808469132125	-0.0153284008366228	0.278959830501819	0.836784299273959	0.359191121213337	0.559947738318039	0.681576524214444	0.515052961404195	0.490112012442566	0.192544219747957	0.721115472593526	0.415360378940083	0.296449139891923	0.800791493540355	1	0.487138479874135	0.706920374776004	0.58153830370995
C1QBP	0.656918301804467	0.667497621710437	0.647225540547188	0.610968075879027	0.248984809003332	0.651987772448407	0.540219184490461	0.519752260772402	0.60359109417922	0.347799163702847	0.650847669289853	0.686208340890738	0.253194216889494	0.62699930173904	0.719807829507968	0.160324928056435	0.708422571023606	0.512559676376928	0.647110246486425	0.801810746809642	0.569672191346757	0.848337842162493	0.561215813039117	0.866568493768373	0.176108312678927	0.741130612735923	0.771111503248564	0.665129286987607	0.562503285630702	0.506751496461844	0.729573897660872	0.701372913666731	0.711582782361314	0.390036848872389	0.911948843138372	0.0901014348006678	0.713778680323629	0.759217209980056	0.641422137003062	0.245014772905254	0.727524071640078	0.740204786425625	0.724130004610111	0.46081996672467	0.679092237137319	0.92108232697472	0.741947383567373	0.550689363472237	0.621196295235577	0.818892684276773	0.0330864749489255	0.597523528258464	0.556705142439525	0.459545959875809	0.487138479874135	1	0.00540229642832008	0.727871634241258
