""	TLR2	CD44	TLR1	SIGLEC10	ACTR2	TNFRSF14	CD74	KCNQ3	CD2	PTGER2	ADCY7	SORL1	ADRB2	NCL	ITGB1	PTPRA	CD3D	CXCR4	TNFRSF1B	ADORA3	CD3G	VSIR	ITGB2	KLRD1	CD247	STAB1	RPSA	ABCA1	SIRPA	RHBDF2	CSF3R	CSF2RA	JMJD6	CX3CR1	APLP2	SORT1	HAVCR2	LILRB1	CD69	P2RY12	RACK1	PTPRC	TSPAN14	FPR1	CD81	KLRK1	TNFRSF1A	TREM2	ATP5F1B	CD47	CANX	PTGER4	CD4
ADCY7	0.521905526024515	-0.0972796914450189	0.461367943115737	0.568972264693983	0.455998125456897	0.176502418461608	0.581356050766177	0.337831054129934	-0.122723760738659	-0.110337531627118	1	0.550335759729892	0.569299262953393	0.281705442796081	0.33914198789181	0.304057217631992	-0.0967011961318212	0.203892143716164	0.395945213264572	0.551226201833531	-0.0798282719063763	0.539432290010029	0.580842232611332	-0.09661532215462	-0.0583624470828244	0.278396256214861	0.253049731605458	0.39073538817575	0.589933483392848	0.442769195340222	0.560454618997083	0.615528578971463	0.0732311677103532	0.52968458462767	0.534657704362863	0.0437229657575848	0.600818246979881	0.386307858539054	0.0519240453021394	0.651620525647697	0.310961045029701	0.461488474434935	0.373109725001381	0.516367838015349	0.507215660710691	-0.00307852686272178	0.534059403261137	0.534037695394413	0.238986677395316	0.0536022357008431	0.472031460940093	0.0914629091017696	0.537716553680522
SORL1	0.642232277122535	0.0263995487271361	0.75900684499857	0.896140587712571	0.812090216000816	0.462714242118622	0.792091261454686	0.609816703541986	0.0138457533616112	0.0807022220665855	0.550335759729892	1	0.656821146021343	0.649576129620216	0.768225253667178	0.47109717544569	0.0687891292932191	0.450697788554428	0.856269111691218	0.907245526490926	0.0328422966682988	0.739703710077851	0.845063762580369	0.0261233628800592	0.0787387822912614	0.442594657353616	0.488260218499988	0.782251364260925	0.847954194884941	0.679379679869081	0.715417331475419	0.86269133124257	0.395967909673525	0.862151520717237	0.822946295862477	0.469525878876507	0.8109927040512	0.683303747456525	0.257950862568458	0.848271333169969	0.575936482948602	0.839101465011104	0.828671704759952	0.753212676838635	0.739440833989022	0.113433052834163	0.731579220324373	0.785230396518463	0.570010247888191	0.458732831058943	0.821443958242144	0.454347793001981	0.88326436609426
ADRB2	0.510932095700417	0.27779280814199	0.540451962898946	0.722422849179899	0.576589567071696	0.533514503829441	0.68980303920603	0.247756153675461	0.279931239525149	0.356785817225091	0.569299262953393	0.656821146021343	1	0.453913047499906	0.541493408472011	0.508295803518695	0.296572228581017	0.547805445581245	0.582927378903275	0.547906466623587	0.262052391713204	0.797555976584521	0.795615856675042	0.349072875883822	0.370749042979958	-0.105872909956738	0.383552457272747	0.456961221093877	0.574147371154579	0.320925072521725	0.436044151898581	0.626427060899854	0.372258314697897	0.790148216620989	0.666977601718318	-0.0214086620624351	0.638109298552059	0.376343703537462	0.370561568617389	0.751002517867538	0.42238035022066	0.779839671056969	0.593353676014052	0.592183155902073	0.683075268169402	0.386006460825779	0.729870472047265	0.641256965942319	0.383429822154845	0.256541980153599	0.56536987991805	0.334155955369898	0.671524573374244
NCL	0.616644142977838	0.336127543923506	0.545956403540897	0.529853759179712	0.908421830930625	0.652608205712807	0.864176454906988	0.42217103938821	0.238729306240079	0.239212150581306	0.281705442796081	0.649576129620216	0.453913047499906	1	0.873392291505251	0.810518971364021	0.298510529011731	0.677847717457523	0.780020662420086	0.635730814538705	0.235606534121837	0.561332655119565	0.74017019184675	0.224936521605696	0.196996212719441	0.0775957164897647	0.903015730626162	0.707274016336171	0.613858236148551	0.350365933514631	0.337174852387458	0.731401775549306	0.803660465635171	0.747516206479185	0.84104490453216	0.279353223013858	0.786406782212216	0.573755915770536	0.564807454504645	0.720799914904981	0.936078785813545	0.692711740366966	0.757992251654406	0.892447551662891	0.862002237502398	0.448690690516124	0.58558838655196	0.871370001217112	0.955673619334701	0.67782310824541	0.914650661783325	0.725815759302865	0.769388911515693
ITGB1	0.517317811717873	0.287385961113476	0.545716270635607	0.662373607122596	0.893462589189163	0.616598324143495	0.884762740349801	0.428507704517911	0.220523563809676	0.222498607931925	0.33914198789181	0.768225253667178	0.541493408472011	0.873392291505251	1	0.698924133640217	0.267657470694134	0.644197276411288	0.825590467795991	0.727293991326017	0.220494017935999	0.690603666079502	0.781930563554295	0.201583889863244	0.159241925351811	0.137385396921168	0.801303351767707	0.68752819222957	0.684921682222654	0.343894714430975	0.411053441387646	0.741329596641703	0.716396613623389	0.817078921979094	0.865469635555028	0.431908087191802	0.754831836140802	0.687258383294417	0.527745654497444	0.796930695515194	0.841383999812809	0.747110445837564	0.819817047158091	0.866688191062644	0.869292919093234	0.398431143651655	0.677893364790348	0.879315771857645	0.864779443734751	0.679413836064397	0.9142775371919	0.591763067229497	0.814056100591308
PTPRA	0.46790217394899	0.139270494739372	0.418840334712033	0.45865951640004	0.676584277462187	0.408721606446203	0.713142871388497	0.197488098330879	0.044018514942217	0.0408727521801915	0.304057217631992	0.47109717544569	0.508295803518695	0.810518971364021	0.698924133640217	1	0.109227121412057	0.43756880178895	0.442790204517122	0.402766158037956	0.0681041608985589	0.442788527191155	0.573905742302286	0.0340339722043539	0.0354103629946018	-0.153368789967344	0.701161557620448	0.49929162454959	0.526795799537964	0.186457764560436	0.103246039419057	0.536694363827255	0.595619846173403	0.589487899641617	0.767143847050719	0.167267352638036	0.615506494130895	0.357094563485947	0.337890105863627	0.573971404915944	0.745217332845573	0.496595564838338	0.49915109111606	0.739365288900017	0.714944601501878	0.230810432310178	0.406567027942212	0.718357508508549	0.781955607639448	0.38221870057866	0.722626858254783	0.462542742673226	0.560113203282858
CD3D	-0.0417132259817503	0.960932960959022	0.102778405856638	-0.0249412521922239	0.328885724350047	0.840891012148735	0.259148402927814	-0.267842307328795	0.989422796083916	0.955272661967497	-0.0967011961318212	0.0687891292932191	0.296572228581017	0.298510529011731	0.267657470694134	0.109227121412057	1	0.800141829774301	0.238808075238065	0.0244274439306248	0.990327740132883	0.356153050206925	0.360882397211972	0.961283303542069	0.938141280246254	-0.403150738357424	0.530575167821904	-0.0980898832918067	-0.0755065845577672	-0.263254280159527	-0.123817425663255	0.128947749464932	0.650696809289821	0.225417040156996	0.119161158651407	-0.306595878838291	0.147231347664034	-0.042423383220852	0.902747409158797	0.270550450295126	0.432611703015749	0.495121991173668	0.273858887340731	0.108979357636017	0.403972642610844	0.920528610071236	0.387190625587292	0.201032649272612	0.301038000116582	0.647869185362326	0.182045649174087	0.554516078714743	0.22331805763856
CXCR4	0.366668560784306	0.794282860076187	0.506564874589445	0.345405497154493	0.700720235448187	0.950978691779926	0.718529764329798	0.149641207357939	0.772981583545676	0.782580499168381	0.203892143716164	0.450697788554428	0.547805445581245	0.677847717457523	0.644197276411288	0.43756880178895	0.800141829774301	1	0.660818105592406	0.464743489432625	0.75206005553177	0.684794398655997	0.753347717652967	0.785266209093527	0.720321758194756	-0.147718703876435	0.803135074810163	0.309393435568868	0.343477034375131	0.135298621929882	0.139735237777853	0.593299956968229	0.828156668512344	0.64914545946447	0.527913300432761	-0.0640214767616465	0.637498157195165	0.217535583020474	0.936753171484799	0.668730859388169	0.777508273418282	0.767434859070716	0.616299705607445	0.615797511505241	0.807003853411838	0.867213209793992	0.707373652277981	0.697276126492992	0.661362202466852	0.801110432821182	0.612161212698236	0.765633188761383	0.604094423923211
TNFRSF1B	0.731428693096818	0.248158470417001	0.745068565364374	0.718462890782758	0.869417852240876	0.623481921275344	0.844996088627371	0.706371062928643	0.19964134972015	0.267673289455193	0.395945213264572	0.856269111691218	0.582927378903275	0.780020662420086	0.825590467795991	0.442790204517122	0.238808075238065	0.660818105592406	1	0.892299159943227	0.170520560571865	0.741838105518482	0.868902160061259	0.24674356970491	0.221888113178006	0.387674718943853	0.655618035314428	0.79432703250675	0.720578760411688	0.638060819127986	0.683125162756901	0.885380564904871	0.613242752568525	0.87092865456583	0.794817495345253	0.441025617009176	0.857729797184968	0.639474758565194	0.47704120021661	0.806874643838974	0.715505643266634	0.848057712491154	0.857408645731596	0.854450351073714	0.807114939599087	0.384856807379254	0.765600074164878	0.858899572314034	0.714819078975583	0.620931081757915	0.890237192604605	0.680852745760961	0.882726122236083
ADORA3	0.714857861896937	-0.0070234344322582	0.822885763434429	0.748275627928997	0.805237723473145	0.40984353201821	0.793577327954284	0.74466859666295	-0.0354950806766867	0.0492763163562457	0.551226201833531	0.907245526490926	0.547906466623587	0.635730814538705	0.727293991326017	0.402766158037956	0.0244274439306248	0.464743489432625	0.892299159943227	1	-0.0203902527250013	0.664816382820327	0.796373300670835	0.00806247859627281	0.0367528560789757	0.545940305254147	0.485683304333734	0.7730893834958	0.846139860059145	0.725859186776586	0.72049921747916	0.865518915241912	0.39102141983576	0.819511156463252	0.765378356185836	0.541081385876738	0.864112201600503	0.637837993527597	0.274224335978075	0.804200695363857	0.575701915564758	0.792506426480509	0.819420273973615	0.79047165388185	0.709770562365034	0.111895361938057	0.702721443097954	0.779637355436772	0.572674097521689	0.473617778875348	0.814382407347586	0.586814699257873	0.841298094589934
CD3G	-0.107729703374154	0.949012841668819	0.0572623803160541	-0.0599501035766363	0.285075015928482	0.807567170889532	0.213618196672958	-0.327738858681765	0.980008371926078	0.936948947245056	-0.0798282719063763	0.0328422966682988	0.262052391713204	0.235606534121837	0.220494017935999	0.0681041608985589	0.990327740132883	0.75206005553177	0.170520560571865	-0.0203902527250013	1	0.334755139947621	0.314490505242273	0.940840797751324	0.931250189928023	-0.412595967714192	0.491757788712526	-0.147489880508912	-0.112653016196207	-0.295252328847152	-0.147386631314752	0.0871199758863671	0.602085795749945	0.173590886301268	0.0655897042816613	-0.339823010608336	0.0967715233750818	-0.065709797287418	0.879450985391442	0.237095590233896	0.387012138128657	0.453729594678796	0.227498962890332	0.0523524782892513	0.357663707140632	0.886332446900178	0.358657000006231	0.146598466565456	0.248186722833519	0.61441659453989	0.129878564027182	0.511914695973746	0.180517678456296
VSIR	0.495173377211779	0.31037050441815	0.678464372092303	0.755800017752167	0.712875547836865	0.675826068668161	0.776931721129952	0.342574434328358	0.331873324386219	0.38412369260609	0.539432290010029	0.739703710077851	0.797555976584521	0.561332655119565	0.690603666079502	0.442788527191155	0.356153050206925	0.684794398655997	0.741838105518482	0.664816382820327	0.334755139947621	1	0.878415412597689	0.358788208175391	0.363578268985418	0.0233775990072776	0.570021716415651	0.489228025016118	0.633769893899606	0.415547592675779	0.552718409055404	0.791351777147277	0.473787733537013	0.86220366952234	0.706520875346395	0.0141162149331222	0.731945462670609	0.435172991544986	0.507368583091517	0.887119532413719	0.607975927145585	0.853087420202508	0.615235286800029	0.675926144451526	0.82719072738287	0.425396458063797	0.92510911085696	0.763614433100002	0.532158939376302	0.544702057178109	0.711685597987235	0.44509025357838	0.78560684757733
ITGB2	0.65823981675881	0.357006751568156	0.789423557547602	0.800935949368263	0.869903643478034	0.740970673756789	0.910519351355727	0.491679039088654	0.321007530390781	0.374977365436666	0.580842232611332	0.845063762580369	0.795615856675042	0.74017019184675	0.781930563554295	0.573905742302286	0.360882397211972	0.753347717652967	0.868902160061259	0.796373300670835	0.314490505242273	0.878415412597689	1	0.368556719796196	0.361013199424878	0.202147690206776	0.689568207303064	0.679453362906437	0.756326991061831	0.552122232506524	0.586095584255473	0.892593032017607	0.603913626061792	0.944740602681828	0.828326353807776	0.174095948783846	0.889061804712437	0.49375434564929	0.559996936818977	0.921162004719406	0.742213130382691	0.930258762777307	0.787536951005604	0.831711067057285	0.915988558457853	0.490246610159877	0.880360540609542	0.898212645797395	0.689331783881155	0.577923702205714	0.856550887169133	0.611948425534399	0.898941288082049
KLRD1	0.0194727814274464	0.941286927100884	0.104298605995092	-0.025579570080163	0.253181109755692	0.803640644761073	0.222264495494285	-0.205448408884699	0.97363877373417	0.974738204520424	-0.09661532215462	0.0261233628800592	0.349072875883822	0.224936521605696	0.201583889863244	0.0340339722043539	0.961283303542069	0.785266209093527	0.24674356970491	0.00806247859627281	0.940840797751324	0.358788208175391	0.368556719796196	1	0.956536946242333	-0.399552382196145	0.419520540039261	-0.0980900628483493	-0.0926292508127692	-0.232807794168987	-0.101400329956519	0.132444887278548	0.597551628000552	0.231439883393089	0.0950111839556608	-0.301831697650201	0.159590487864146	-0.0870918841457383	0.848057538634265	0.229059367376914	0.325409947580238	0.499378324900102	0.263759479054929	0.0935070613326647	0.349992518725871	0.93524955634713	0.373946972841375	0.177408467685738	0.208756854019401	0.549204155464462	0.128010179507227	0.529635292038515	0.205379408063738
CD247	0.0418268276553263	0.887900428553186	0.13489746300731	0.0179283463564422	0.239061501292399	0.789136292449874	0.189182126821209	-0.207180702501556	0.928031530363674	0.972499910623079	-0.0583624470828244	0.0787387822912614	0.370749042979958	0.196996212719441	0.159241925351811	0.0354103629946018	0.938141280246254	0.720321758194756	0.221888113178006	0.0367528560789757	0.931250189928023	0.363578268985418	0.361013199424878	0.956536946242333	1	-0.383149923632182	0.359673927299845	-0.102348784199202	-0.06563865306267	-0.196195866461125	-0.0383966990654104	0.135419761284491	0.491190470259631	0.226554771660935	0.0885040347177053	-0.303497860441	0.168552848725915	-0.0685278321472255	0.796422470635162	0.229918356787296	0.279050738312361	0.531317671432759	0.228233651417388	0.0573930594930616	0.312294773850584	0.853046287216634	0.383121308625579	0.143767402633583	0.149488726042386	0.488147069261674	0.105356556518652	0.528022594865625	0.211880847003442
STAB1	0.298524595963664	-0.375308975610477	0.348660973036249	0.332640462702432	0.256394198722288	-0.176773499987609	0.214658082802381	0.602247165242163	-0.41748532843685	-0.385924795603221	0.278396256214861	0.442594657353616	-0.105872909956738	0.0775957164897647	0.137385396921168	-0.153368789967344	-0.403150738357424	-0.147718703876435	0.387674718943853	0.545940305254147	-0.412595967714192	0.0233775990072776	0.202147690206776	-0.399552382196145	-0.383149923632182	1	-0.04818832389507	0.393120505714593	0.459288708126459	0.605531702713147	0.471098734443799	0.374657190217138	-0.124460232442222	0.243244210993462	0.160652553262844	0.525346247076811	0.33272210505011	0.293071568328723	-0.263260135901105	0.22878819037464	0.0276868872798693	0.139735208220531	0.315656000067592	0.269807193788744	0.0710465136091781	-0.327412668703891	0.0671393414886567	0.225387468595879	0.0766799906702382	-0.0881536536393461	0.262767365603241	0.0672189101858402	0.330183783628271
RPSA	0.370439009935035	0.559550630069349	0.441639508149271	0.344371942753715	0.858724617932705	0.770898809161901	0.821814466928912	0.175268385370869	0.475741261105982	0.42020012653227	0.253049731605458	0.488260218499988	0.383552457272747	0.903015730626162	0.801303351767707	0.701161557620448	0.530575167821904	0.803135074810163	0.655618035314428	0.485683304333734	0.491757788712526	0.570021716415651	0.689568207303064	0.419520540039261	0.359673927299845	-0.04818832389507	1	0.47043343043164	0.457816954851499	0.145487968196485	0.179389766420049	0.614750407706264	0.869062625163933	0.634380905662045	0.669675075199348	0.04910494660454	0.645280470947897	0.413445088767187	0.776708849041246	0.691958228940602	0.98646810986078	0.630377352907671	0.624514456733944	0.767987954772425	0.879630844893681	0.644954192825244	0.636017096749876	0.792364922471295	0.944003028307611	0.801688479737916	0.806811734861243	0.725148253192064	0.6580507415307
ABCA1	0.690860998248308	-0.0838604439957777	0.646262012797483	0.686299905936336	0.762529283543211	0.317661735852163	0.692382458825898	0.740735225670328	-0.144206357182749	-0.0875902683144495	0.39073538817575	0.782251364260925	0.456961221093877	0.707274016336171	0.68752819222957	0.49929162454959	-0.0980898832918067	0.309393435568868	0.79432703250675	0.7730893834958	-0.147489880508912	0.489228025016118	0.679453362906437	-0.0980900628483493	-0.102348784199202	0.393120505714593	0.47043343043164	1	0.718788954089021	0.689967823687443	0.622715083641844	0.765114746998015	0.435192512294802	0.697314049723438	0.790247419634583	0.56801454204393	0.733764874511855	0.68494908248294	0.137159500009229	0.627140225467778	0.548229043002236	0.626597491302468	0.757973068851793	0.755344377936566	0.609229184805592	0.0252388785017859	0.46245559975487	0.709472233203168	0.614601325237344	0.369083321113779	0.778366167982743	0.549561602505433	0.735161741076585
SIRPA	0.627976050945446	-0.124034275747742	0.703685929850738	0.796893406521593	0.751488273677415	0.299543021937049	0.770315090076511	0.577126555146768	-0.130064563865763	-0.0680760769238497	0.589933483392848	0.847954194884941	0.574147371154579	0.613858236148551	0.684921682222654	0.526795799537964	-0.0755065845577672	0.343477034375131	0.720578760411688	0.846139860059145	-0.112653016196207	0.633769893899606	0.756326991061831	-0.0926292508127692	-0.06563865306267	0.459288708126459	0.457816954851499	0.718788954089021	1	0.553869512618546	0.640755347918096	0.782487939158466	0.311901824869285	0.810369277326017	0.80974115359403	0.426658559312334	0.793712656992985	0.633985741131936	0.141283543112575	0.821184797506658	0.550152739437289	0.736030828209906	0.713634329120397	0.752942502052825	0.708458269745893	0.020959841062545	0.630604998168778	0.757970037074729	0.5798091916052	0.345054146246071	0.748536558065739	0.402595686426617	0.789695179428205
RHBDF2	0.590478528072351	-0.222522313598453	0.781304502002149	0.578622769571617	0.510236793617895	0.113836221251363	0.467541393773967	0.838413561331127	-0.295282108086057	-0.209308189966862	0.442769195340222	0.679379679869081	0.320925072521725	0.350365933514631	0.343894714430975	0.186457764560436	-0.263254280159527	0.135298621929882	0.638060819127986	0.725859186776586	-0.295252328847152	0.415547592675779	0.552122232506524	-0.232807794168987	-0.196195866461125	0.605531702713147	0.145487968196485	0.689967823687443	0.553869512618546	1	0.682661559807021	0.679820605696095	0.0695693635918612	0.51484759816139	0.485709240418828	0.476342339902589	0.669694803896777	0.430579484601643	-0.0832887901145175	0.440340138164691	0.240257609325541	0.467356898872002	0.546383031078302	0.526985424047387	0.354848320506545	-0.157664298992955	0.467071996127977	0.500181642339939	0.242081621724281	0.0744706036800289	0.563763691123356	0.311929923416938	0.610200194516378
