""	TLR2	CD44	TLR1	SIGLEC10	ACTR2	TNFRSF14	CD74	KCNQ3	CD2	PTGER2	ADCY7	SORL1	ADRB2	NCL	ITGB1	PTPRA	CD3D	CXCR4	TNFRSF1B	ADORA3	CD3G	VSIR	ITGB2	KLRD1	CD247	STAB1	RPSA	ABCA1	SIRPA	RHBDF2	CSF3R	CSF2RA	JMJD6	CX3CR1	APLP2	SORT1	HAVCR2	LILRB1	CD69	P2RY12	RACK1	PTPRC	TSPAN14	FPR1	CD81	KLRK1	TNFRSF1A	TREM2	ATP5F1B	CD47	CANX	PTGER4	CD4
CSF3R	0.714494494872247	-0.138611983171518	0.662125587455915	0.622397906400853	0.519100181305869	0.151678261545259	0.483901838854082	0.649613612002431	-0.158634178009778	-0.0860618202389273	0.560454618997083	0.715417331475419	0.436044151898581	0.337174852387458	0.411053441387646	0.103246039419057	-0.123817425663255	0.139735237777853	0.683125162756901	0.72049921747916	-0.147386631314752	0.552718409055404	0.586095584255473	-0.101400329956519	-0.0383966990654104	0.471098734443799	0.179389766420049	0.622715083641844	0.640755347918096	0.682661559807021	1	0.706054684621644	0.0861048030837123	0.593536549847864	0.587272510306127	0.365919215549062	0.587949739449365	0.637213171478355	-0.0299701878243774	0.559736163214859	0.244471632350845	0.59720305220312	0.529346686587848	0.50040191344995	0.40707282570158	-0.0313314125833641	0.588402339776722	0.479586342857346	0.260521473012479	0.207576940595363	0.589905582992652	0.240882467077018	0.692583679306714
CSF2RA	0.76068142126345	0.123116127625568	0.815368147810097	0.760636268738614	0.82256424507611	0.557276669555975	0.858567978099567	0.665248483492233	0.0834371859283112	0.157815111918081	0.615528578971463	0.86269133124257	0.626427060899854	0.731401775549306	0.741329596641703	0.536694363827255	0.128947749464932	0.593299956968229	0.885380564904871	0.865518915241912	0.0871199758863671	0.791351777147277	0.892593032017607	0.132444887278548	0.135419761284491	0.374657190217138	0.614750407706264	0.765114746998015	0.782487939158466	0.679820605696095	0.706054684621644	1	0.546196080741696	0.851239798666842	0.839343113492223	0.397298907932866	0.927663533626539	0.586301766782627	0.389620522120184	0.856186704924988	0.687011405782534	0.836649192264196	0.77927698595974	0.852709308691398	0.81075556947698	0.2574926006187	0.776979175636807	0.859864110833635	0.656657011166982	0.547273042132674	0.864797603358607	0.616771377384945	0.91551098006196
JMJD6	0.355032991557535	0.674619087125391	0.368999975912858	0.262642527852042	0.743205130795828	0.771239406855497	0.670818971845192	0.147372271046672	0.630017794277268	0.562806045022326	0.0732311677103532	0.395967909673525	0.372258314697897	0.803660465635171	0.716396613623389	0.595619846173403	0.650696809289821	0.828156668512344	0.613242752568525	0.39102141983576	0.602085795749945	0.473787733537013	0.603913626061792	0.597551628000552	0.491190470259631	-0.124460232442222	0.869062625163933	0.435192512294802	0.311901824869285	0.0695693635918612	0.0861048030837123	0.546196080741696	1	0.540047111632336	0.629839938156856	0.150559907505829	0.556078067875354	0.334442128025584	0.802547474279612	0.547884636599415	0.824531006977582	0.626133648303951	0.685704290878308	0.645523453333297	0.729816974063776	0.749060243957488	0.48745456384132	0.633047239198646	0.806498372145314	0.810120272507826	0.694627894737745	0.769059930313982	0.586704521310149
CX3CR1	0.68861051269465	0.217692654706745	0.745045640509247	0.823990778462183	0.853114412408062	0.627056841425222	0.904758066029382	0.496016479029079	0.189335849337289	0.247826132574244	0.52968458462767	0.862151520717237	0.790148216620989	0.747516206479185	0.817078921979094	0.589487899641617	0.225417040156996	0.64914545946447	0.87092865456583	0.819511156463252	0.173590886301268	0.86220366952234	0.944740602681828	0.231439883393089	0.226554771660935	0.243244210993462	0.634380905662045	0.697314049723438	0.810369277326017	0.51484759816139	0.593536549847864	0.851239798666842	0.540047111632336	1	0.848689425482753	0.228077562528902	0.8681542209326	0.560564502651936	0.434498337774038	0.92583991585689	0.702435579394263	0.891970188999457	0.812804774644515	0.85055142458816	0.884605471192533	0.364815824839117	0.817130443340799	0.892724009096542	0.697849991440235	0.522934014957477	0.859523718929324	0.522423025841792	0.88876336875458
APLP2	0.739148730683832	0.115488968845401	0.676755741406474	0.792572741749399	0.868516449444033	0.502683806215241	0.861845302248977	0.530918620958269	0.0707655569276178	0.0945881978838175	0.534657704362863	0.822946295862477	0.666977601718318	0.84104490453216	0.865469635555028	0.767143847050719	0.119161158651407	0.527913300432761	0.794817495345253	0.765378356185836	0.0655897042816613	0.706520875346395	0.828326353807776	0.0950111839556608	0.0885040347177053	0.160652553262844	0.669675075199348	0.790247419634583	0.80974115359403	0.485709240418828	0.587272510306127	0.839343113492223	0.629839938156856	0.848689425482753	1	0.423624891628884	0.850534216213569	0.692349999235725	0.33352365324499	0.822784830032986	0.731563629423102	0.80614422010732	0.81493698884093	0.874354968224024	0.828510519764523	0.260471777967231	0.670127132615195	0.855373564594498	0.768098960482685	0.517454154819386	0.913845796534498	0.550501751257829	0.866239759148905
SORT1	0.359039062548094	-0.288481844160329	0.35362741337934	0.28789414325001	0.30517610913844	-0.0984633993151186	0.251433843624135	0.613193872345166	-0.337754313681757	-0.270424319960428	0.0437229657575848	0.469525878876507	-0.0214086620624351	0.279353223013858	0.431908087191802	0.167267352638036	-0.306595878838291	-0.0640214767616465	0.441025617009176	0.541081385876738	-0.339823010608336	0.0141162149331222	0.174095948783846	-0.301831697650201	-0.303497860441	0.525346247076811	0.04910494660454	0.56801454204393	0.426658559312334	0.476342339902589	0.365919215549062	0.397298907932866	0.150559907505829	0.228077562528902	0.423624891628884	1	0.366675301041866	0.58351409563437	-0.134169065012585	0.11909549437562	0.115079908297311	0.223097675126157	0.498741449533345	0.370533538740773	0.0933797543502659	-0.247319520225322	-0.0110452999719238	0.262823423153757	0.228266806854107	0.180360806808154	0.382849737734297	0.290464833335211	0.384771282153827
HAVCR2	0.793216673727583	0.166157710897726	0.817896335606218	0.721969113425983	0.853219654131801	0.579665495368051	0.902739044572977	0.663106556909587	0.0919900469838461	0.170133436727524	0.600818246979881	0.8109927040512	0.638109298552059	0.786406782212216	0.754831836140802	0.615506494130895	0.147231347664034	0.637498157195165	0.857729797184968	0.864112201600503	0.0967715233750818	0.731945462670609	0.889061804712437	0.159590487864146	0.168552848725915	0.33272210505011	0.645280470947897	0.733764874511855	0.793712656992985	0.669694803896777	0.587949739449365	0.927663533626539	0.556078067875354	0.8681542209326	0.850534216213569	0.366675301041866	1	0.595957888649218	0.42335116724601	0.836999012181853	0.722819866237143	0.833736062967707	0.816223998887608	0.913235515838303	0.826743785533601	0.313722779829147	0.744563813186183	0.904837712606858	0.69692567272544	0.492198707006714	0.865918369014203	0.681940744847916	0.889644461065504
LILRB1	0.533475566735206	-0.013108099767332	0.421509767238219	0.53751423529059	0.648080722828713	0.211407804035144	0.615019419717042	0.488267985177313	-0.0918655470262826	-0.0896641695777209	0.386307858539054	0.683303747456525	0.376343703537462	0.573755915770536	0.687258383294417	0.357094563485947	-0.042423383220852	0.217535583020474	0.639474758565194	0.637837993527597	-0.065709797287418	0.435172991544986	0.49375434564929	-0.0870918841457383	-0.0685278321472255	0.293071568328723	0.413445088767187	0.68494908248294	0.633985741131936	0.430579484601643	0.637213171478355	0.586301766782627	0.334442128025584	0.560564502651936	0.692349999235725	0.58351409563437	0.595957888649218	1	0.130229031237357	0.518659059132601	0.452113316608505	0.540036696591421	0.713390524770166	0.653409055365741	0.470536380688607	0.0770116085064321	0.403666421210794	0.587357824338122	0.528481970700716	0.349940767707871	0.654895123294511	0.36253466621847	0.702013923886751
CD69	0.156812041513398	0.890564983784538	0.308882150031275	0.105773005403896	0.570985625926046	0.926896367677476	0.562018248527072	-0.0726550251258657	0.867181917923243	0.851057734096058	0.0519240453021394	0.257950862568458	0.370561568617389	0.564807454504645	0.527745654497444	0.337890105863627	0.902747409158797	0.936753171484799	0.47704120021661	0.274224335978075	0.879450985391442	0.507368583091517	0.559996936818977	0.848057538634265	0.796422470635162	-0.263260135901105	0.776708849041246	0.137159500009229	0.141283543112575	-0.0832887901145175	-0.0299701878243774	0.389620522120184	0.802547474279612	0.434498337774038	0.33352365324499	-0.134169065012585	0.42335116724601	0.130229031237357	1	0.487660461540419	0.715077127105649	0.613954406644529	0.463898083216041	0.432125544702487	0.661293416743435	0.911531492110263	0.557291041358574	0.511917704757546	0.584858836756794	0.816894164696721	0.445016123793876	0.744409969697231	0.428354440366336
P2RY12	0.595806779791151	0.224058780045964	0.710028813968267	0.822584324257729	0.860750196343275	0.638092254886968	0.908416871316192	0.404515976852128	0.226155161466409	0.254655852823614	0.651620525647697	0.848271333169969	0.751002517867538	0.720799914904981	0.796930695515194	0.573971404915944	0.270550450295126	0.668730859388169	0.806874643838974	0.804200695363857	0.237095590233896	0.887119532413719	0.921162004719406	0.229059367376914	0.229918356787296	0.22878819037464	0.691958228940602	0.627140225467778	0.821184797506658	0.440340138164691	0.559736163214859	0.856186704924988	0.547884636599415	0.92583991585689	0.822784830032986	0.11909549437562	0.836999012181853	0.518659059132601	0.487660461540419	1	0.750071345106799	0.863268043654835	0.733786153561801	0.805622804252318	0.921401950557051	0.361266733183064	0.864563203322464	0.877107744132695	0.696136316443694	0.572330298136371	0.833934836360984	0.506435563411236	0.867199767115655
RACK1	0.452501433634759	0.45631155516446	0.51840637037561	0.440548303263565	0.894274244505537	0.743154148925652	0.875439822013898	0.272055143456602	0.369598667249886	0.339291072688842	0.310961045029701	0.575936482948602	0.42238035022066	0.936078785813545	0.841383999812809	0.745217332845573	0.432611703015749	0.777508273418282	0.715505643266634	0.575701915564758	0.387012138128657	0.607975927145585	0.742213130382691	0.325409947580238	0.279050738312361	0.0276868872798693	0.98646810986078	0.548229043002236	0.550152739437289	0.240257609325541	0.244471632350845	0.687011405782534	0.824531006977582	0.702435579394263	0.731563629423102	0.115079908297311	0.722819866237143	0.452113316608505	0.715077127105649	0.750071345106799	1	0.664222304050881	0.65995293087723	0.835919527240149	0.917126260726657	0.557013187298962	0.671762053777981	0.861344119609333	0.961457367792627	0.772870671119554	0.858732815922743	0.720309292994407	0.710595865990004
PTPRC	0.644804366703095	0.450602417551696	0.755508720256039	0.758565923203144	0.832614951213455	0.775860227105669	0.818263360755594	0.443769586165859	0.450010818700118	0.523020386805595	0.461488474434935	0.839101465011104	0.779839671056969	0.692711740366966	0.747110445837564	0.496595564838338	0.495121991173668	0.767434859070716	0.848057712491154	0.792506426480509	0.453729594678796	0.853087420202508	0.930258762777307	0.499378324900102	0.531317671432759	0.139735208220531	0.630377352907671	0.626597491302468	0.736030828209906	0.467356898872002	0.59720305220312	0.836649192264196	0.626133648303951	0.891970188999457	0.80614422010732	0.223097675126157	0.833736062967707	0.540036696591421	0.613954406644529	0.863268043654835	0.664222304050881	1	0.826418170467708	0.740296600749628	0.830916891895121	0.550904816632347	0.840593238096191	0.790648874081532	0.614680304138055	0.633715712678978	0.791376709974545	0.690380824727438	0.880662782975046
TSPAN14	0.636135837625992	0.297331886613559	0.651453983641658	0.664035401841064	0.848446279631104	0.571354692794108	0.809356868872122	0.552014368755345	0.243988236993714	0.262261485761674	0.373109725001381	0.828671704759952	0.593353676014052	0.757992251654406	0.819817047158091	0.49915109111606	0.273858887340731	0.616299705607445	0.857408645731596	0.819420273973615	0.227498962890332	0.615235286800029	0.787536951005604	0.263759479054929	0.228233651417388	0.315656000067592	0.624514456733944	0.757973068851793	0.713634329120397	0.546383031078302	0.529346686587848	0.77927698595974	0.685704290878308	0.812804774644515	0.81493698884093	0.498741449533345	0.816223998887608	0.713390524770166	0.463898083216041	0.733786153561801	0.65995293087723	0.826418170467708	1	0.809177030254697	0.7269329953787	0.390918270971556	0.614451979679251	0.772484639562209	0.683660001908128	0.593337267163383	0.832926191331541	0.656142802792632	0.846659941884013
FPR1	0.730255208348868	0.174983865326014	0.650573800484249	0.662547469787137	0.893642825400967	0.542290184831364	0.952389748866433	0.611351825860061	0.0539893141105929	0.0907012662208749	0.516367838015349	0.753212676838635	0.592183155902073	0.892447551662891	0.866688191062644	0.739365288900017	0.108979357636017	0.615797511505241	0.854450351073714	0.79047165388185	0.0523524782892513	0.675926144451526	0.831711067057285	0.0935070613326647	0.0573930594930616	0.269807193788744	0.767987954772425	0.755344377936566	0.752942502052825	0.526985424047387	0.50040191344995	0.852709308691398	0.645523453333297	0.85055142458816	0.874354968224024	0.370533538740773	0.913235515838303	0.653409055365741	0.432125544702487	0.805622804252318	0.835919527240149	0.740296600749628	0.809177030254697	1	0.878940304821267	0.322395628038167	0.67331545040924	0.966866878371258	0.853507512122681	0.511914727234915	0.924655414232045	0.656435308953669	0.851667770994421
CD81	0.560168427758386	0.404408716584427	0.664419135449406	0.678240699661513	0.915647367425116	0.766762400860024	0.956482594546622	0.360012503134789	0.353568637968987	0.3607683076393	0.507215660710691	0.739440833989022	0.683075268169402	0.862002237502398	0.869292919093234	0.714944601501878	0.403972642610844	0.807003853411838	0.807114939599087	0.709770562365034	0.357663707140632	0.82719072738287	0.915988558457853	0.349992518725871	0.312294773850584	0.0710465136091781	0.879630844893681	0.609229184805592	0.708458269745893	0.354848320506545	0.40707282570158	0.81075556947698	0.729816974063776	0.884605471192533	0.828510519764523	0.0933797543502659	0.826743785533601	0.470536380688607	0.661293416743435	0.921401950557051	0.917126260726657	0.830916891895121	0.7269329953787	0.878940304821267	1	0.535061715143377	0.839708468019399	0.941929442397157	0.867323958811542	0.699053656489098	0.891481032907539	0.646986395705433	0.824069348954762
KLRK1	0.146046722582895	0.954430156865014	0.19104572190971	0.0330390054425488	0.453476019490445	0.850289874882141	0.438046097971259	-0.126355637187075	0.922489478779138	0.884993225647348	-0.00307852686272178	0.113433052834163	0.386006460825779	0.448690690516124	0.398431143651655	0.230810432310178	0.920528610071236	0.867213209793992	0.384856807379254	0.111895361938057	0.886332446900178	0.425396458063797	0.490246610159877	0.93524955634713	0.853046287216634	-0.327412668703891	0.644954192825244	0.0252388785017859	0.020959841062545	-0.157664298992955	-0.0313314125833641	0.2574926006187	0.749060243957488	0.364815824839117	0.260471777967231	-0.247319520225322	0.313722779829147	0.0770116085064321	0.911531492110263	0.361266733183064	0.557013187298962	0.550904816632347	0.390918270971556	0.322395628038167	0.535061715143377	1	0.47305696462794	0.387532519311519	0.465989539334226	0.641654550308074	0.34400152501925	0.610747013077773	0.361711451538226
TNFRSF1A	0.493017400105441	0.34620654660449	0.721564182076951	0.693365905021787	0.755894779323581	0.687795862638476	0.785607785177388	0.37125753648604	0.351011297040056	0.401161956647151	0.534059403261137	0.731579220324373	0.729870472047265	0.58558838655196	0.677893364790348	0.406567027942212	0.387190625587292	0.707373652277981	0.765600074164878	0.702721443097954	0.358657000006231	0.92510911085696	0.880360540609542	0.373946972841375	0.383121308625579	0.0671393414886567	0.636017096749876	0.46245559975487	0.630604998168778	0.467071996127977	0.588402339776722	0.776979175636807	0.48745456384132	0.817130443340799	0.670127132615195	-0.0110452999719238	0.744563813186183	0.403666421210794	0.557291041358574	0.864563203322464	0.671762053777981	0.840593238096191	0.614451979679251	0.67331545040924	0.839708468019399	0.47305696462794	1	0.759478062183478	0.576674441245982	0.583312061624976	0.74186637568549	0.504120922985615	0.774266667403123
TREM2	0.676979653764474	0.245173023489023	0.682163320929576	0.718255015370512	0.900394521980248	0.638753089111594	0.975967794630101	0.535343851278184	0.146175697846059	0.184168277625408	0.534037695394413	0.785230396518463	0.641256965942319	0.871370001217112	0.879315771857645	0.718357508508549	0.201032649272612	0.697276126492992	0.858899572314034	0.779637355436772	0.146598466565456	0.763614433100002	0.898212645797395	0.177408467685738	0.143767402633583	0.225387468595879	0.792364922471295	0.709472233203168	0.757970037074729	0.500181642339939	0.479586342857346	0.859864110833635	0.633047239198646	0.892724009096542	0.855373564594498	0.262823423153757	0.904837712606858	0.587357824338122	0.511917704757546	0.877107744132695	0.861344119609333	0.790648874081532	0.772484639562209	0.966866878371258	0.941929442397157	0.387532519311519	0.759478062183478	1	0.841605163625241	0.562564367405381	0.911118138205563	0.622114998100579	0.860420591005603
ATP5F1B	0.476290036143577	0.343621514637405	0.476417615427944	0.442930263590246	0.895047464759376	0.617162002443682	0.852238984309624	0.323199976506905	0.24616449186353	0.20495806633892	0.238986677395316	0.570010247888191	0.383429822154845	0.955673619334701	0.864779443734751	0.781955607639448	0.301038000116582	0.661362202466852	0.714819078975583	0.572674097521689	0.248186722833519	0.532158939376302	0.689331783881155	0.208756854019401	0.149488726042386	0.0766799906702382	0.944003028307611	0.614601325237344	0.5798091916052	0.242081621724281	0.260521473012479	0.656657011166982	0.806498372145314	0.697849991440235	0.768098960482685	0.228266806854107	0.69692567272544	0.528481970700716	0.584858836756794	0.696136316443694	0.961457367792627	0.614680304138055	0.683660001908128	0.853507512122681	0.867323958811542	0.465989539334226	0.576674441245982	0.841605163625241	1	0.699564083667441	0.885136881279236	0.677415761609582	0.710421579436907
CD47	0.291627265585505	0.590456572353162	0.477534727960919	0.228378385257765	0.67004366031771	0.780122068843053	0.608022982058294	0.0851373144894853	0.604184803791913	0.576005184425494	0.0536022357008431	0.458732831058943	0.256541980153599	0.67782310824541	0.679413836064397	0.38221870057866	0.647869185362326	0.801110432821182	0.620931081757915	0.473617778875348	0.61441659453989	0.544702057178109	0.577923702205714	0.549204155464462	0.488147069261674	-0.0881536536393461	0.801688479737916	0.369083321113779	0.345054146246071	0.0744706036800289	0.207576940595363	0.547273042132674	0.810120272507826	0.522934014957477	0.517454154819386	0.180360806808154	0.492198707006714	0.349940767707871	0.816894164696721	0.572330298136371	0.772870671119554	0.633715712678978	0.593337267163383	0.511914727234915	0.699053656489098	0.641654550308074	0.583312061624976	0.562564367405381	0.699564083667441	1	0.613807134064164	0.707966816789765	0.54763043289856
CANX	0.680113332824982	0.215742708912267	0.706122813586947	0.713318678987156	0.957039234411834	0.582615756996916	0.914500880868167	0.589521483076076	0.131107486511163	0.135857467414859	0.472031460940093	0.821443958242144	0.56536987991805	0.914650661783325	0.9142775371919	0.722626858254783	0.182045649174087	0.612161212698236	0.890237192604605	0.814382407347586	0.129878564027182	0.711685597987235	0.856550887169133	0.128010179507227	0.105356556518652	0.262767365603241	0.806811734861243	0.778366167982743	0.748536558065739	0.563763691123356	0.589905582992652	0.864797603358607	0.694627894737745	0.859523718929324	0.913845796534498	0.382849737734297	0.865918369014203	0.654895123294511	0.445016123793876	0.833934836360984	0.858732815922743	0.791376709974545	0.832926191331541	0.924655414232045	0.891481032907539	0.34400152501925	0.74186637568549	0.911118138205563	0.885136881279236	0.613807134064164	1	0.641218891642027	0.901643160377695
PTGER4	0.479281193334431	0.557132647296287	0.555897722820024	0.253363665747613	0.727037154784235	0.731111350461396	0.644933656832287	0.429197379604558	0.486622880121813	0.546190909118418	0.0914629091017696	0.454347793001981	0.334155955369898	0.725815759302865	0.591763067229497	0.462542742673226	0.554516078714743	0.765633188761383	0.680852745760961	0.586814699257873	0.511914695973746	0.44509025357838	0.611948425534399	0.529635292038515	0.528022594865625	0.0672189101858402	0.725148253192064	0.549561602505433	0.402595686426617	0.311929923416938	0.240882467077018	0.616771377384945	0.769059930313982	0.522423025841792	0.550501751257829	0.290464833335211	0.681940744847916	0.36253466621847	0.744409969697231	0.506435563411236	0.720309292994407	0.690380824727438	0.656142802792632	0.656435308953669	0.646986395705433	0.610747013077773	0.504120922985615	0.622114998100579	0.677415761609582	0.707966816789765	0.641218891642027	1	0.603703965601142
CD4	0.679433347748691	0.249025154525144	0.766770417362611	0.779785061422303	0.888781010663144	0.588874894740967	0.885209427421028	0.580615749042106	0.178254139270419	0.222566236701992	0.537716553680522	0.88326436609426	0.671524573374244	0.769388911515693	0.814056100591308	0.560113203282858	0.22331805763856	0.604094423923211	0.882726122236083	0.841298094589934	0.180517678456296	0.78560684757733	0.898941288082049	0.205379408063738	0.211880847003442	0.330183783628271	0.6580507415307	0.735161741076585	0.789695179428205	0.610200194516378	0.692583679306714	0.91551098006196	0.586704521310149	0.88876336875458	0.866239759148905	0.384771282153827	0.889644461065504	0.702013923886751	0.428354440366336	0.867199767115655	0.710595865990004	0.880662782975046	0.846659941884013	0.851667770994421	0.824069348954762	0.361711451538226	0.774266667403123	0.860420591005603	0.710421579436907	0.54763043289856	0.901643160377695	0.603703965601142	1
