""	CD2	CD3D	KLRB1	CD3G	CXCR3	CD81	CCR4	TNFRSF25	ITGAL	F2R	FAS	LDLR	PILRB	PTPRA	CD247	TNFRSF1B	CD8A	CCR5	CD8B	TFRC	CLEC2D	ICOS	SIRPG	CD47	NOTCH1	TRADD	KLRD1	VSIR	CD226	CD4	DPP4	CXCR4	SDC4	ITGB1	PTPRC	FZD6	LAG3	SELL	ITGB2	PDCD1	CD69	SMAP1	KCNN4	ADCY7	S1PR4	CCR6	HAVCR2	TNFRSF9	IGF2R	SLC16A7	RACK1	TRAF3	TSPAN5	KCNA3	SLC16A1	TNFRSF14	ITGA4	TRAF2	BMPR2	RIPK1	MCAM	SMAD3	CD44	ACTR2	CD53	ERAP1	ATP5F1B	HLA.DPA1	NCR3	JMJD6	TSPAN17	MCFD2	NOTCH2	SORL1	LAMP1	AMFR	CD74	LPP	STX4	TSPAN14	CANX	TNFRSF1A	IL2RA	RHBDF2	CCR1	NCSTN	SPN	ADGRE5	IL6R	IL2RG	ITGAM	CD82	APLP2	PTGER4	CD63	ABCA1
FAS	0.447194976763816	0.637055478451018	0.447990067706922	0.600732354490755	0.0952496066242414	0.663058906100128	0.833079661408873	0.46235388621303	0.523201803167071	0.0579336028355933	1	0.786400123991263	0.748103429549874	0.612237248115675	0.571912741117797	0.774653162269089	-0.158931560711547	0.55110028059341	-0.0969351539995149	0.38588455192855	0.907118447598346	0.845628439225189	0.655742327194926	0.82309261868786	0.609786065063315	0.45308098737128	-0.0346353135319311	0.725925090018873	0.397364941290633	0.555652097199019	0.435052059474213	0.68717549389047	0.276685043470342	0.729662562753127	0.850095814145558	0.291196023649789	0.208264175819844	0.506452282106894	0.405796278307164	0.28671818399957	0.681282837628224	0.672012023016914	0.670103327765447	0.628412661215657	0.868538573468302	0.836221673578448	0.175135451192485	0.786877626087546	0.341874236642156	0.595001448862076	0.685046225339488	0.761139006608172	0.602208668471216	0.198364699984126	0.769744607793163	0.736240274572082	0.779111496268829	0.555505629808862	0.420545254621735	0.670646179657202	0.157623672298901	0.717474302689129	0.895524827341034	0.696250291512648	0.540801641534068	0.602133055188952	0.590838382434316	0.418548401945996	0.323490286108658	0.634332323127564	0.519868960121202	0.766164599408535	0.457626471566949	0.482413318720662	0.430090344461401	0.539605026361688	0.483043757058511	0.853261791628583	0.719692164233584	0.743095592434381	0.545493610964072	0.0953636687948967	0.251722542642284	0.576227865993655	0.184538100862547	0.448599053491471	0.392130280318749	0.262477534599876	0.843408360193353	0.411252605888774	0.239085262952855	0.45299208581959	0.500019803123237	0.663411863852847	0.349747431876781	0.704213034348065
LDLR	0.192565075890987	0.417176552251823	0.415272224763025	0.452521889284416	-0.0899342857282153	0.445096745680819	0.79892904263604	0.317124490936215	0.235812051999328	-0.233940969962755	0.786400123991263	1	0.627787735002166	0.465440137643692	0.392650205266439	0.521464529746381	-0.315262355420709	0.188951500277432	-0.242087699188402	0.185987916050374	0.828666788551058	0.77300386112572	0.401195088208706	0.773870907407334	0.557104232173955	0.372078755316311	-0.209510284678412	0.832727987364566	0.207132322272276	0.394523262682689	0.377319956745413	0.794423635180379	0.0548368516838937	0.617263884003819	0.683958091755362	0.125787062865134	-0.01649435109753	0.708110114361053	0.174229292764572	0.0850829865102958	0.761573265146482	0.576462484255726	0.414952912375546	0.570204187893069	0.763033672082032	0.730500110095145	0.011204906817864	0.510388591727422	0.12581115788421	0.577274406912028	0.767716823937019	0.474690670864288	0.431480551325761	0.0477299958104856	0.529340086573094	0.638109424174514	0.734461710947591	0.364420773663247	0.277937700464148	0.567481843182573	0.0279768077136269	0.73627146035285	0.733433968530744	0.543073072887412	0.383300693455032	0.577481657121486	0.478605451125903	0.328542413476288	0.261106267081899	0.41367477605649	0.34505801750578	0.587342757797777	0.256136979031623	0.471214541331057	0.240086658968546	0.32076235179108	0.372478580584234	0.727792940686585	0.608698503683722	0.562413147035024	0.439938506888003	0.00697702883258731	0.085256221067302	0.377216306289113	0.0564333345299777	0.20704474347988	0.197420363349491	0.0449515344273254	0.725310774099374	0.174851676754243	0.056717301746698	0.231667457128453	0.370685925634242	0.821691660826624	0.153153057967899	0.590588285822209
PILRB	0.333327304539376	0.451122315975022	0.225558356409078	0.421541451352762	-0.0224302012547874	0.591140133585065	0.761825960189402	0.291986704872032	0.426576578393524	0.29150341338799	0.748103429549874	0.627787735002166	1	0.398734669570255	0.389479954557375	0.608533069787647	0.0537291222621294	0.472502778205165	0.105594101249629	0.278587295487553	0.688087005110311	0.732756133245488	0.471460311759587	0.680299858703616	0.554178516550023	0.22951282867405	-0.0875310384102113	0.526783059223231	0.257862948836665	0.383553271600495	0.184947915960949	0.555895264028248	0.310535320480887	0.488977066473385	0.779006806945101	0.114152375594897	0.0461327488337668	0.431509209143765	0.315659462839841	0.22928179851184	0.461721666136071	0.484831998460214	0.570151112085255	0.627146678159927	0.675107216253612	0.709804632289914	-0.0322454223018777	0.730430959820015	0.25608181316946	0.453229661755697	0.521263301527181	0.60681850696025	0.409308581909626	-0.0260056997585832	0.679575785859969	0.507596843693521	0.729100043175789	0.376579434968444	0.406537214103641	0.370524025187478	0.000236520883959566	0.625815941744803	0.800823535193262	0.581983329961643	0.342757272206062	0.631387335865484	0.464753592809363	0.451673520796192	0.0909454359066036	0.483500011868351	0.464062782051396	0.644520368442143	0.335913581168374	0.177796464646978	0.279912878985591	0.35630716758792	0.520678822027545	0.664615007161733	0.645240600645724	0.550701006356704	0.389100189284538	0.0144162273829832	0.0983594333092233	0.643480586805661	0.0559283037381317	0.397852943260382	0.255777204805888	0.165763463571034	0.605568320415048	0.271788270196294	0.262510230924076	0.311268208077679	0.441904535159081	0.491301726097337	0.176490778584148	0.636869142657477
PTPRA	0.886749394972363	0.911049182373513	0.807861686364289	0.909804596005141	0.7165728327252	0.779827653023803	0.294622850990933	0.849989196576454	0.722045666559593	-0.131347928374698	0.612237248115675	0.465440137643692	0.398734669570255	1	0.936013684289258	0.778562973090138	-0.455990494525852	0.749714253597637	-0.446195820681242	0.881981860334	0.564683729098941	0.690281803006567	0.877992603570403	0.716626743853765	0.728430996602018	0.846734024414107	0.642401361821902	0.523333416315653	0.877780365093391	0.916263431942467	0.827039922338097	0.201409491655068	0.687655673418604	0.893583507075163	0.815864583593385	0.833977206380935	0.693241727863579	0.0270085825854782	0.878194980942604	0.847545810649248	0.630147829031052	0.913826248106464	0.801690829044871	0.356663086119478	0.669880623294091	0.481081912101263	0.707440595715368	0.378998588115967	0.807795705457837	0.832848863182745	0.479463518606876	0.775735306262883	0.916833373518187	0.649694446018744	0.763234471568014	0.742347919958979	0.732020835022241	0.773163411810874	0.688754274945717	0.726544122719593	0.7922472719115	0.698799931180957	0.601577775130905	0.846506408387874	0.921583181559533	0.5482105873961	0.842091954066499	0.358247848994218	0.830778305113922	0.827681533094992	0.859396103053443	0.829577241442576	0.841358287794325	0.424629182580219	0.885786817465121	0.759757712935053	0.392410237663504	0.662398736598501	0.730195579898421	0.865443707328545	0.867992073729165	0.565746255679667	0.795427992535416	0.626272754689535	0.69369336821485	0.661182049238895	0.904869523939074	0.838822541918797	0.705171018560215	0.880017757200653	0.556938030044794	0.898432314827745	0.599073769559254	0.484877638058014	0.857172399209751	0.450777401419624
CD247	0.96311993218322	0.973096197147668	0.837494287723813	0.96721560609786	0.818614848622573	0.819351581538862	0.287144615870255	0.915302218641288	0.785052730240511	-0.078428174034535	0.571912741117797	0.392650205266439	0.389479954557375	0.936013684289258	1	0.809781775944502	-0.436941086937189	0.834187580338912	-0.423790298838538	0.92957447738727	0.543234974149401	0.67038243155259	0.932655175495841	0.637449409886415	0.722551033154137	0.909256819896724	0.737252283260943	0.471013445494511	0.935202946224748	0.95431186907168	0.864842213049386	0.129608538369207	0.682591147620035	0.890676771162191	0.813864908985481	0.91249637316294	0.787528985086953	-0.0459326114373522	0.906473018334738	0.897096706566286	0.545641774999986	0.921684712851597	0.797248847634464	0.283150991901996	0.668597344695439	0.421452873108916	0.776621001471343	0.321257275280744	0.84080153354103	0.773470314601174	0.421234056805318	0.784446710006299	0.954865982824645	0.652398141971383	0.794250198465002	0.703425193637966	0.659107099583966	0.739204438270424	0.731868494489849	0.755357400299416	0.832475689568743	0.675501052084954	0.56217896654625	0.814788995499545	0.935893066984815	0.466240176912074	0.816826133742959	0.240363039250104	0.868331868879797	0.829445127557395	0.909128361127071	0.799968767737557	0.860588632053142	0.457096384950343	0.934882893719471	0.764931695078211	0.28552175724872	0.60924119438872	0.679535459354079	0.891746612698258	0.853118289555178	0.588371261704537	0.866104857907024	0.6038209662539	0.730935273262072	0.61686301187276	0.920428958698465	0.90490476165102	0.653592627801908	0.951199219080368	0.534311613936015	0.940942539351323	0.564974281142919	0.410564786489023	0.877378983926105	0.355408765576021
TNFRSF1B	0.786468294245729	0.818519819049236	0.637581722824622	0.758999504918483	0.450360002613772	0.679494381174118	0.556544986572341	0.705116184717184	0.700637838201847	-0.0447851615081925	0.774653162269089	0.521464529746381	0.608533069787647	0.778562973090138	0.809781775944502	1	-0.385251346258775	0.869321838747079	-0.374357348283333	0.749964414307881	0.692332827858818	0.834238565607732	0.917227099392771	0.662510367122086	0.635629072221252	0.642493409830409	0.384611743468365	0.485207304377847	0.785009802115872	0.858181876392094	0.646154017991368	0.205415584504899	0.610597493648545	0.82719563502961	0.884355727133433	0.638161520652573	0.540441118289189	0.0524088105189896	0.742080117803611	0.607845037368256	0.411178093941984	0.860860592142378	0.921166733334196	0.381010170596988	0.728907801153238	0.744776055903537	0.558188197665226	0.744142534419157	0.661769397569424	0.618571173787094	0.400916191037718	0.941308591154894	0.756026043504113	0.305108067891982	0.911298899473792	0.577093709128017	0.701342765762126	0.724526786039261	0.616799522685417	0.639611134786149	0.513739069310109	0.712933665266033	0.72661374292017	0.859786958836442	0.764096553489615	0.59990198447579	0.718986179390282	0.432069026439965	0.590514711800056	0.735580764075779	0.82029516768611	0.944875848825198	0.738176691046691	0.269172441684717	0.734145458282209	0.75927872353294	0.497625731822617	0.831237783407105	0.770220346120248	0.866145733123558	0.713234837168505	0.350783447413349	0.637358966989741	0.69903028851165	0.620596051748929	0.602604253612939	0.708117379532884	0.659071234866785	0.840317000992408	0.771072046115632	0.567501977325841	0.810578573194852	0.698949765220264	0.3776504247015	0.659114188380407	0.706687567603839
CD8A	-0.387079988907414	-0.379400373220824	-0.616336071553381	-0.42104675911407	-0.301116175739996	-0.068891600107638	-0.136496703307249	-0.578504522776363	-0.0151808794819464	0.755624862316621	-0.158931560711547	-0.315262355420709	0.0537291222621294	-0.455990494525852	-0.436941086937189	-0.385251346258775	1	-0.162324456462903	0.96484857592711	-0.435963451636411	-0.172431518891422	-0.399865783677861	-0.451930554220887	-0.369523349566771	-0.204578217302887	-0.594951219103729	-0.323527631136024	-0.48561306052345	-0.520497209621917	-0.524874224709869	-0.531907489849583	0.0173405613633394	-0.321922231380213	-0.569723589895343	-0.203103772752769	-0.483422641781021	-0.170202937865189	-0.182214860966129	-0.390854678315598	-0.336476098361607	-0.289625057100452	-0.576025209912542	-0.405027533954381	-0.0934476963426326	-0.23039575289635	-0.362036075750367	-0.376533000817595	-0.0745452437332189	-0.328078135090593	-0.285007154890531	-0.371293437749751	-0.39145613479094	-0.438304402795877	-0.225823300363736	-0.248328306686307	-0.293798156164379	-0.217096494645559	-0.561800276901506	-0.178333405030594	-0.300816302928339	-0.548191796369988	-0.295375095766888	-0.153243871169846	-0.50741160336754	-0.546455290858353	-0.147288345623108	-0.523544565001995	-0.22628198532413	-0.59689854792482	-0.324910595361436	-0.425074670125877	-0.422092041260062	-0.513442692916643	-0.0766289529227796	-0.489171620517382	-0.397143602372686	-0.218190758466224	-0.371742428992158	-0.472652674317566	-0.453006829440769	-0.54451771549542	-0.47845246890762	-0.407867649596917	-0.249701178793899	-0.471501144800185	-0.242450330111251	-0.456791550119525	-0.418686303719606	-0.466112161605586	-0.452351012519341	-0.366933978574904	-0.500482006925882	-0.404519426990209	-0.419103357254448	-0.46534223641762	-0.320720920426137
CCR5	0.882259495109325	0.832038488213461	0.572997721530446	0.759226457145918	0.688794867045452	0.716852611314854	0.275380598694775	0.722872195132842	0.833434155089515	0.215290561468014	0.55110028059341	0.188951500277432	0.472502778205165	0.749714253597637	0.834187580338912	0.869321838747079	-0.162324456462903	1	-0.173539052983502	0.835189906907701	0.474476917961669	0.576042270538633	0.891922651934596	0.444638087798544	0.594952964894294	0.635110889982904	0.616782988992664	0.186947188598712	0.8437295205927	0.844960458250311	0.633444276131488	-0.0679966867519665	0.652382743718164	0.698170390646619	0.783922244510009	0.749596598674781	0.747621083698981	-0.269208984755674	0.845091296727087	0.750851433561486	0.203044578328438	0.747077199434454	0.846371613637241	0.235934210550022	0.55901118954822	0.430369667904534	0.710216549601315	0.551035790867325	0.8061031815441	0.5619651951376	0.135514009084503	0.845146795484009	0.777322035241362	0.438951392855215	0.830393154061058	0.468601109022975	0.581315039482993	0.620722358608785	0.737087361544933	0.574688448817543	0.630331855590201	0.540781145026327	0.523137665307355	0.743312847584372	0.756628743114117	0.424533851584965	0.639726541001579	0.319203872831804	0.61786589093625	0.704573246519705	0.850382374596952	0.804534194878931	0.774771352133933	0.218918259948087	0.775639626229811	0.717872042899765	0.373247406318275	0.573889831767862	0.608753347343832	0.758275155752551	0.66137181641211	0.444980992391052	0.750419606282162	0.698140532357924	0.703248657240338	0.625731691514337	0.810854226774147	0.801180486362509	0.591349655478761	0.859726553259737	0.602911950045526	0.844087496070762	0.631664503184035	0.0942892541267913	0.752610646103158	0.456180091475362
CD8B	-0.393035582503879	-0.334511188361325	-0.548351409000757	-0.377735610776375	-0.317349119633191	-0.0187389396171848	-0.0593915861531994	-0.535495915155333	-0.0711320593179984	0.725361463249278	-0.0969351539995149	-0.242087699188402	0.105594101249629	-0.446195820681242	-0.423790298838538	-0.374357348283333	0.96484857592711	-0.173539052983502	1	-0.438112752288343	-0.132336542849227	-0.344750697789133	-0.439866694144054	-0.316772877509012	-0.146920997358579	-0.566803252297583	-0.353294557955304	-0.400408362094568	-0.545854733049165	-0.52509271778742	-0.518315214638242	0.123876588953891	-0.355618868619392	-0.532014524594154	-0.174556735225529	-0.492968241478481	-0.201474902470964	-0.101855363034243	-0.407931295874851	-0.335215309973578	-0.190839642590022	-0.564400667322888	-0.415990696851233	-0.0328001528318397	-0.142285964328924	-0.327980113232849	-0.413470443003593	-0.0674435786987922	-0.370993264354615	-0.269128244378394	-0.283423220122703	-0.389794126452368	-0.395048184923893	-0.188092526216618	-0.251366117391003	-0.211150961973953	-0.156839228333502	-0.56283302059105	-0.173392287540607	-0.250720220093476	-0.568841457166186	-0.218072207167534	-0.100175225172329	-0.481683284433072	-0.520906682805141	-0.169331752995797	-0.488518593785631	-0.2356843829916	-0.576405040946745	-0.307393192007161	-0.403320936303087	-0.405849568425409	-0.512754833634847	-0.0264896252299896	-0.477665376949252	-0.435866172103009	-0.232199989164203	-0.371556101108641	-0.447730122915268	-0.421028964002656	-0.537642181476115	-0.498662048077665	-0.43800818501378	-0.281715227681996	-0.512597409702954	-0.29401348360671	-0.472616085284166	-0.444920807803798	-0.452640322098724	-0.461043899981327	-0.405478547649883	-0.508566097643941	-0.40071278774433	-0.333044716404401	-0.455802039341515	-0.298546590053538
TFRC	0.970273342835303	0.894722234523116	0.775408968687495	0.881160623805818	0.861192779690214	0.726579638746574	0.0699105094344056	0.87400951322858	0.725392012169664	-0.054181595517089	0.38588455192855	0.185987916050374	0.278587295487553	0.881981860334	0.92957447738727	0.749964414307881	-0.435963451636411	0.835189906907701	-0.438112752288343	1	0.328688311304617	0.516627813599718	0.88475214345329	0.48455159943175	0.617197505898513	0.836702676944926	0.862621410007282	0.258246114910165	0.958076309473683	0.924061292424573	0.826946835443776	-0.114982361507748	0.776375363164573	0.780780240526869	0.701435806028852	0.920470288746093	0.807824805082198	-0.26322499864727	0.947406754343153	0.943393166693917	0.363500982769698	0.853251088463893	0.763059980268555	0.176861438172293	0.480718388282516	0.266895666628683	0.834769263850202	0.249374413979916	0.893755395340646	0.711025739539425	0.207874926617812	0.715074675696516	0.881627188840457	0.66991969015437	0.706205886168901	0.515243719481247	0.549268242999776	0.673393601807309	0.779896011786336	0.620326034908201	0.861464369220398	0.539159145144844	0.410037360567135	0.759055119901692	0.904313123312589	0.43671097257824	0.766101483556514	0.230033170256803	0.831956329143722	0.748684303516483	0.911308364710948	0.747909385562925	0.856953763068742	0.261176587532886	0.937073688918974	0.764753719794675	0.260327270409734	0.469556271014196	0.595216604022873	0.788339034955478	0.817966815953695	0.648461509576333	0.923880066457684	0.572992165711795	0.840013962610733	0.656456440798672	0.94188783661794	0.961912728296198	0.50632888217309	0.974485914464248	0.650652970293292	0.965225623039658	0.59676060816862	0.201252028762244	0.911123154253649	0.280385598893071
CLEC2D	0.404110578633792	0.597238753907249	0.435531960584505	0.584258481881921	0.0875505967454382	0.606092717318276	0.851045422774973	0.452742485865381	0.499953487169569	-0.0130074174969123	0.907118447598346	0.828666788551058	0.688087005110311	0.564683729098941	0.543234974149401	0.692332827858818	-0.172431518891422	0.474476917961669	-0.132336542849227	0.328688311304617	1	0.799035024299826	0.593162557596334	0.815104370222813	0.63731163756914	0.470501430736106	-0.0657451352645247	0.77347711236837	0.356287096557794	0.503356892815113	0.461446018359538	0.724167954559508	0.158477742668669	0.716053709120194	0.802578844570108	0.277722677180825	0.167353560278344	0.603943671779177	0.333638920015595	0.238148946599092	0.696505797137095	0.636421514309314	0.588165135030805	0.6101478440074	0.813056481298747	0.807902368727341	0.125248279256445	0.692633862379543	0.276821794385627	0.570908004038602	0.727438276924263	0.674466235143799	0.588807803020071	0.125804690427027	0.66034905288179	0.772268484832567	0.772338665889267	0.501908625584827	0.383226187947512	0.655334380826817	0.146807158838832	0.659191338141957	0.838376708125063	0.626380577101385	0.49238968389109	0.626446562459461	0.55309674887339	0.331735258611126	0.334882571747747	0.608743777652338	0.445034329911506	0.681799000938728	0.4348054716137	0.45211323267833	0.361794842502766	0.465013513195199	0.405506547093921	0.809365779954676	0.678629541327269	0.694205503154875	0.495361604580323	0.145490050467191	0.206746730663435	0.499826039274194	0.112840012812916	0.298334256185014	0.3512200477429	0.21940646616556	0.797375335376682	0.352539548318559	0.104480619193382	0.399918808860183	0.372613047897022	0.714948746244804	0.282922971581198	0.593749709419491
ICOS	0.562882113932348	0.702374580823095	0.634540239465582	0.694771301841664	0.170237462387754	0.594107469678154	0.771484043911117	0.581140799318237	0.543610242232319	-0.131647494885257	0.845628439225189	0.77300386112572	0.732756133245488	0.690281803006567	0.67038243155259	0.834238565607732	-0.399865783677861	0.576042270538633	-0.344750697789133	0.516627813599718	0.799035024299826	1	0.753648694511422	0.766043602075779	0.648343538901826	0.530571253058218	0.12293338345228	0.698753570309085	0.539136194434119	0.660870929734279	0.509565668416253	0.518450511421075	0.435412647654405	0.766325684162235	0.880066326929816	0.398813196915268	0.220494261070361	0.405116845071441	0.48811466124873	0.439994318078817	0.671583775534518	0.801776903375575	0.729168806967285	0.478322286179521	0.837906471264164	0.809966455120765	0.219715741289728	0.686557311683815	0.36376944875542	0.658990065696604	0.644965953164913	0.809036774912982	0.672070854869047	0.212267786899324	0.86122738579445	0.689502640305685	0.755062342982719	0.626809892201253	0.424464790970699	0.544992274508763	0.30809328017188	0.829934566192138	0.808989805219872	0.760277034557671	0.617071540222128	0.612006131793147	0.648457284819848	0.356846623021408	0.452826348506797	0.644435841361822	0.686111275081898	0.847455448856505	0.503498713290943	0.344944970314236	0.527404549107631	0.53765024124499	0.418013781256259	0.854150742968304	0.758506149221321	0.81672330241504	0.587772480181658	0.158356175540368	0.361940241952725	0.603067333709002	0.276211800880588	0.517899261110563	0.46702241288659	0.404975117845329	0.824777785810199	0.516166410041106	0.304232371290813	0.58474949616803	0.545925328852632	0.656936296221615	0.41039859135033	0.715371944316146
SIRPG	0.923540087216389	0.929736745834802	0.774775147922762	0.895848325953302	0.69502932290305	0.738695412556341	0.407195040568912	0.864631965037381	0.765355307867409	-0.0220861769701707	0.655742327194926	0.401195088208706	0.471460311759587	0.877992603570403	0.932655175495841	0.917227099392771	-0.451930554220887	0.891922651934596	-0.439866694144054	0.88475214345329	0.593162557596334	0.753648694511422	1	0.614993897215919	0.635210490551751	0.795909226026909	0.627456124986021	0.445254410809397	0.90580262536231	0.93202478168384	0.787286656360852	0.0903527638164095	0.681826388619198	0.869551316542732	0.841420026979984	0.824969033751696	0.709091271325072	-0.0726698977622511	0.853165823730408	0.812366651797152	0.435914073894498	0.902581100929651	0.869322311629425	0.279897942528968	0.693766274251523	0.547237824903371	0.719496700867041	0.531918741573453	0.783083103525453	0.664434866508065	0.354449437052429	0.895375671170986	0.881349678025534	0.551100077515825	0.877369590403379	0.633976004754811	0.650058305042165	0.752517868498487	0.718460662649041	0.672922013140844	0.737766418914212	0.687588086050706	0.618960394382961	0.831190730952963	0.872305576501409	0.482116329171193	0.75324361763828	0.282002393328802	0.770394167432574	0.757153121658079	0.897183087468201	0.881421892060905	0.816843157491574	0.322242175404152	0.868165296903458	0.794140278502909	0.337767684171842	0.675331918214704	0.705517365796491	0.903992398561048	0.777385049781722	0.47304926656862	0.800233756296848	0.663612192442806	0.697066799636219	0.662567684497921	0.85280696712628	0.83907472285789	0.715446211859517	0.910475559815238	0.547706159645977	0.917804798000655	0.626941594839089	0.333251328823202	0.796755510189596	0.489091873757789
CD47	0.508337523442284	0.666058165321377	0.559764060154523	0.663781196185762	0.236152001481393	0.761240133543707	0.705767042533307	0.593898818530237	0.421732665666246	-0.176032897884295	0.82309261868786	0.773870907407334	0.680299858703616	0.716626743853765	0.637449409886415	0.662510367122086	-0.369523349566771	0.444638087798544	-0.316772877509012	0.48455159943175	0.815104370222813	0.766043602075779	0.614993897215919	1	0.715267895173139	0.662721252546253	0.088334564953282	0.879041751195972	0.500121131128213	0.640244375653562	0.559351559000202	0.695308159735247	0.42549232546654	0.842381583653745	0.797337359685769	0.416805959274043	0.220575763881025	0.635195459100232	0.546183191677909	0.419117773136036	0.774471978982978	0.764839984827615	0.704980142610162	0.803728859969651	0.823812643104642	0.820951489157854	0.241818421746481	0.606070578120921	0.411613782696764	0.663060827618853	0.881259797949477	0.707060550835287	0.643244429618649	0.276381717444146	0.634651636043582	0.832244411672273	0.807787356790002	0.728125853201419	0.412357423699941	0.690934670495268	0.379568083437425	0.68512150174584	0.867816285758672	0.821069252250842	0.691028745803385	0.736366070097415	0.816546740531912	0.620707369787723	0.512406042267317	0.798113895643911	0.547712274302598	0.7205526393213	0.639650557000614	0.463237398587502	0.581873824138486	0.651994201596847	0.669282644682959	0.828040563889094	0.861070537035275	0.792178068778552	0.766785204574864	0.346516364333622	0.341565305562058	0.646380902817524	0.286390945584306	0.505204953807648	0.538912821486394	0.395848017907147	0.837405338165477	0.502172493937727	0.398597089483906	0.571236369963359	0.485945285230219	0.834188457510236	0.511835437825605	0.669739434250383
NOTCH1	0.631611194222673	0.779192350207958	0.695062333706707	0.773085077719142	0.423841366864409	0.76274424000202	0.480661880111668	0.679398430529113	0.523809333066642	-0.0898924763845895	0.609786065063315	0.557104232173955	0.554178516550023	0.728430996602018	0.722551033154137	0.635629072221252	-0.204578217302887	0.594952964894294	-0.146920997358579	0.617197505898513	0.63731163756914	0.648343538901826	0.635210490551751	0.715267895173139	1	0.631585567355608	0.321331592717792	0.610716130121356	0.571159204950069	0.657434845139698	0.579196759104189	0.507073471688459	0.412778962403797	0.75825797119137	0.765579463610624	0.529977897489796	0.363704732854901	0.30967393929051	0.598047663159915	0.603470725018219	0.69880022720652	0.719144540007134	0.612734518475985	0.564971818426664	0.745437950698713	0.535694020016061	0.329521339261373	0.339335239858856	0.520320230845365	0.737283579067048	0.636711555153856	0.60068322606426	0.708587952945615	0.458092864288066	0.580379104184113	0.726792075427124	0.72151644212149	0.557933247991897	0.528390592610839	0.619061213390388	0.463988023846317	0.740862421021561	0.652179876621449	0.745532526721085	0.691659038619818	0.554422647683502	0.720280247588702	0.334008561375442	0.568419258857773	0.716735784570039	0.648723167339476	0.657034809098693	0.627452101959843	0.397380564652607	0.65299112108684	0.499503131723068	0.3852085992399	0.611318532553232	0.670000641862953	0.725372397431952	0.64063987656291	0.354786985424667	0.428654728290141	0.516637833465586	0.368249480011288	0.437580972628747	0.604978749625341	0.512497657056426	0.575484209519984	0.587217611682725	0.332056081019251	0.629406033058109	0.415760814152892	0.656092682337575	0.569693242572707	0.413413675413902
TRADD	0.850390945662988	0.872791452204749	0.819669693175227	0.897975301498731	0.793085642658548	0.748782554559335	0.222526253007118	0.889440082255416	0.571120044415903	-0.276478477127591	0.45308098737128	0.372078755316311	0.22951282867405	0.846734024414107	0.909256819896724	0.642493409830409	-0.594951219103729	0.635110889982904	-0.566803252297583	0.836702676944926	0.470501430736106	0.530571253058218	0.795909226026909	0.662721252546253	0.631585567355608	1	0.687761328238408	0.574555976814454	0.864094801795251	0.887520641211163	0.910153835042882	0.173185523728452	0.588011623039353	0.883906898212167	0.645185120553276	0.879957391431631	0.717537605662827	0.119551172030618	0.833798525958718	0.807301284660271	0.534696443014537	0.863823679866091	0.671412725116267	0.352210986021165	0.591175549432883	0.369655678360511	0.763031618415592	0.162950855337956	0.74226498087832	0.662934097447831	0.548807808947298	0.642035808255797	0.87216471538891	0.627331979975199	0.591542619953357	0.685580380483484	0.572192716802847	0.730831293291916	0.629869676839175	0.795682713825477	0.844512634869159	0.527030696943027	0.482094049891689	0.771799888119204	0.92634118756568	0.377982526631948	0.853038730389071	0.273490988466802	0.910028370441784	0.796695627188047	0.764548332147396	0.637016387148996	0.844168098135426	0.507022496410058	0.902190386054455	0.741427261689432	0.294479293600144	0.526869020209448	0.655898350739745	0.818902982769821	0.893646621368472	0.680485515319917	0.820600352308801	0.517055269109141	0.710070715787249	0.518030336919712	0.866696184185993	0.830693434251413	0.614428284557675	0.87634062071015	0.517887400088666	0.866798331753858	0.480893353435926	0.50862899015513	0.858779781708389	0.258119632571028
KLRD1	0.831362402775762	0.676825260353799	0.610526834518311	0.688889067282413	0.908237179752481	0.470261722328812	-0.326514928843537	0.720918112765689	0.581829760716948	-0.0138156774528255	-0.0346353135319311	-0.209510284678412	-0.0875310384102113	0.642401361821902	0.737252283260943	0.384611743468365	-0.323527631136024	0.616782988992664	-0.353294557955304	0.862621410007282	-0.0657451352645247	0.12293338345228	0.627456124986021	0.088334564953282	0.321331592717792	0.687761328238408	1	-0.0765765105823569	0.811112990217387	0.681790142624876	0.660786752669172	-0.424970417852575	0.644863234825409	0.463170689712625	0.324853599954121	0.859619211303456	0.782734831962265	-0.522507318817426	0.789227507801044	0.886203863299284	0.105810327164365	0.556539735291096	0.421755042796649	-0.179432271292062	0.103999421652621	-0.191394202318025	0.795510903736162	-0.169489786137917	0.794920549240115	0.492060662125441	-0.119065103574014	0.354563885677791	0.697843120060336	0.687935476142819	0.373041025395746	0.237322650381001	0.168056075261471	0.398256572394121	0.640628308316281	0.361736726204202	0.853377420723787	0.190144963372362	-0.000965623531719046	0.395671763134621	0.687424277307779	0.0837542029265879	0.482338306465994	-0.0940234982626085	0.715628079723528	0.492709913656537	0.722038404326441	0.378551029261185	0.65146363816599	0.133299835537991	0.780312456203985	0.511547505285616	-0.0960263920715625	0.0436518977776088	0.209136315685997	0.48380951740649	0.562566396381963	0.639358146423139	0.85762994190595	0.280280768787255	0.746726054345287	0.467673837904597	0.806283657167241	0.905850310828037	0.0776113257100047	0.841756352335422	0.490063063462403	0.787956727634246	0.311011591887848	-0.118705156026039	0.782059295934263	-0.153040779043114
