""	SDC1	EGFR	F2R	PARD3	CHRM3	CD9	ERBB2	TNFRSF1A	THY1	TFRC	CANX	LRP6	NOTCH1	PVR	CXADR	PLXNB1	ITGB8	KCND2	APLP2	ADGRV1	KCNJ10	PTPRA	TNFRSF11B	SMAP1	GRIN2B	CD99L2	TNFRSF12A	CD47	ADCYAP1R1	HMMR	INSR	PILRB	NOTCH2	ADORA1	CNR1	EDNRB	ACKR3	IGF1R	TNFRSF10B	IGF2R	PLXNB2	RIPK1	PTPRS	LRP4	CD81	LRP5	TNFRSF19	NOTCH3	PTPRZ1	RXRA	LRP1	LINGO1	GPR37L1	SLC16A1	LPP	MCFD2	SDC3	SMAD3	ADGRE5	TRAF2	S1PR2	SORT1	ITGAV	RACK1	SIRPA	ASGR1	NRCAM	LRP8	NCL	AMFR	ABCA1	ITGB1	CD63	CD44	C1QBP	SORL1	CD74
PTPRA	0.69007571880175	0.81233476618522	0.934267417773709	0.844378226476021	0.465225674373495	0.768048790442672	0.798887937267653	0.852956406864872	0.17294346797475	0.916233805180693	0.949664272611213	0.713725584416732	0.768142997411523	0.87055830795063	0.565064935488369	0.815561899184732	0.930381646436845	0.45383454989465	0.919903113966608	0.772596898656808	0.808358230503104	1	0.617790125643932	0.913130587078493	0.652685703452892	0.918283690077931	0.744919612715699	0.931659052228053	0.681464441939023	0.520975111360551	0.767067225823928	0.794296776676155	0.958837502987829	0.820298393740906	0.837098503863152	0.902543162883	0.716124935800849	0.874852920967182	0.784836232847324	0.826670826553904	0.850473518311549	0.958248179054773	0.852745672171432	0.782968532251269	0.904492178495525	0.857178934757621	0.875278175743914	0.937331058107033	0.913498815463327	0.913065547922329	0.953996367598829	0.447811362096812	0.882890010691908	0.889651498055918	0.874785402608964	0.909084157388725	0.928762628609442	0.784349470876133	0.813522889031566	0.651258794324955	0.580391370722991	0.965987976734622	0.881550454325401	0.779792093542658	0.726263796914685	0.666613277392606	0.737858303140798	0.694935480690835	0.876130815682518	0.916567953672812	0.768761651877374	0.806814503808287	0.848036343149506	0.555257013464961	0.781395530095309	0.671462024994422	0.0872803997215613
TNFRSF11B	0.515202395203952	0.82675081667545	0.614814396700047	0.641006993839925	0.427687064321277	0.804286251366279	0.285344898214746	0.456664304305713	0.213349041528875	0.616232739312449	0.498300753642798	0.485751062573194	0.651905190593375	0.501702388491487	0.566132625510837	0.496413588923061	0.551378748061258	0.341054621611581	0.459699612069048	0.189884279348894	0.428360989421321	0.617790125643932	1	0.70038436476102	0.561746898904184	0.43411644121119	0.332514618729065	0.535324576078239	0.190860933335388	0.444056342918467	0.411879287396355	0.500851647724212	0.580533929645698	0.439493927346404	0.31806017603513	0.459412729267631	0.835929997381251	0.40377873690425	0.437743933697744	0.355836505138401	0.325353417475521	0.524596380592677	0.624880330640944	0.591173232840172	0.614131941193862	0.713685819786951	0.724291331305168	0.604942956597966	0.523827925162294	0.552622682291799	0.626670804905305	0.539442678522173	0.440633722683833	0.753592571646599	0.342937193686582	0.513549232996808	0.60005526518448	0.283881595461263	0.415302670265708	0.585771950720603	0.595976409873513	0.525508541519058	0.361245613670593	0.792216058616074	0.116971883707629	0.4895988415652	0.168693942056493	0.465817446978507	0.705676872657771	0.490552322882254	0.186770744141349	0.370965159961547	0.658308833849925	-0.0245633774796374	0.776504792907058	0.123300192398905	0.0148612411310838
SMAP1	0.812297842232005	0.837344967198324	0.901523066611929	0.890985533029186	0.554743661881295	0.902330533958155	0.649485921487556	0.749910208730452	0.408742845142863	0.814593939457416	0.840076368790458	0.745344803938913	0.84117887086868	0.890607002608632	0.719195776525069	0.805276993177811	0.799939088856174	0.546186878956155	0.842385297095058	0.545250519610092	0.743363520001977	0.913130587078493	0.70038436476102	1	0.556114603168417	0.837723393698901	0.683761346992033	0.897026882849809	0.431961786641293	0.645573088221476	0.756564363594789	0.793724872991794	0.868060634928306	0.658273596728664	0.612565114795965	0.728278868624771	0.82395013875678	0.791430488493314	0.81843428486286	0.715892251698567	0.754646924417649	0.878282169233521	0.858033556200388	0.721750094829482	0.888849259138988	0.857461447963637	0.781832712821294	0.835343662904195	0.829886027260588	0.846939424601041	0.896139374731642	0.614196106824449	0.740508029493598	0.927517449651009	0.725373201200437	0.86391721828791	0.762558919818317	0.61759480348878	0.747155955376466	0.797719391200591	0.724653624433378	0.8704214374728	0.75967185400423	0.919513753134347	0.519908636454863	0.709729804095457	0.665347775686301	0.716134008991458	0.955568165109346	0.869176667361474	0.606473641434157	0.754462648554154	0.831758075411819	0.399257047369256	0.919404493939722	0.506761756548401	0.0871806462014378
GRIN2B	0.36602787502982	0.740156613324204	0.59239039536178	0.586546550928821	0.638811823877422	0.575986785482681	0.355217843941473	0.418477530578986	0.118200075642631	0.660988014867196	0.574315847624008	0.620541217989995	0.633392486725823	0.457943076377832	0.510088226814646	0.638630010724134	0.714063278330346	0.489222361234027	0.473765617514218	0.478659983160218	0.605209897956463	0.652685703452892	0.561746898904184	0.556114603168417	1	0.469333055015118	0.3152688508634	0.480634334432852	0.344367149637702	0.281647439314423	0.524236100202907	0.512751021416617	0.601725003406313	0.467108078642008	0.595642546859098	0.513424632118309	0.588890620609329	0.634925774600066	0.502264355535804	0.503769728703445	0.381809452918191	0.6066599918544	0.663927438891512	0.661168641260238	0.500349536281209	0.676142407750211	0.628969825493205	0.601814176328508	0.733267378643364	0.684037713082606	0.711431431445872	0.460616939946692	0.506754306370249	0.667072704477068	0.517400052842647	0.491558860899925	0.67753508462685	0.377307851888379	0.483408031610898	0.374912203935247	0.520720130809893	0.557660122681111	0.501846794975482	0.475672644992897	0.26685429198553	0.539473157559647	0.389420575360507	0.596311965636026	0.607812681165858	0.510882594265914	0.358006112312514	0.408237815565632	0.460409564183113	0.0732800800826901	0.453544398534066	0.238713608230529	0.0336626595717851
CD99L2	0.670349464247916	0.630929960371153	0.879406648228707	0.721028511655872	0.334101442543443	0.647133495342229	0.85841861195979	0.878295020280014	0.160555655319386	0.837871550571705	0.919861834803899	0.590527720046046	0.641951734904592	0.871886640123295	0.481067767551163	0.745792401720355	0.840046300746989	0.342858238178859	0.927641899487216	0.772453109049171	0.731616935273341	0.918283690077931	0.43411644121119	0.837723393698901	0.469333055015118	1	0.794136758337454	0.918300128809266	0.697880760135588	0.435619728923635	0.689991426318631	0.734317816611903	0.907481900354636	0.81582788286313	0.808967141163385	0.87628561427456	0.576736105340288	0.824298988802647	0.762067130371543	0.832331147400727	0.906065444890922	0.913863176445959	0.720942146165353	0.639793255006316	0.88441171660375	0.728447175620127	0.752961047711384	0.887413458036165	0.812082509231239	0.818246451550519	0.864950281253229	0.317464321372499	0.889816166347255	0.761905276060471	0.882391598981672	0.892965400202166	0.851656713555154	0.810199817011231	0.809122054779715	0.56466383872083	0.453416594623656	0.926667472547653	0.879916235062099	0.688579715797777	0.805586463567024	0.583138658046198	0.773488097097779	0.571672859091826	0.763050265382371	0.896984088914488	0.828425148914842	0.824906594710407	0.814129194708209	0.696057285966038	0.704415355684696	0.761969227176354	0.118768532035368
TNFRSF12A	0.493716807576947	0.379989290397438	0.789763577129224	0.499904258026882	0.189692130533583	0.547958756135452	0.899402680829105	0.919729814020254	-0.0722837446868982	0.763655353888069	0.841159498190062	0.25339105544437	0.299772417694223	0.778441751346225	0.229229382422266	0.415658462835544	0.745378040567933	-0.0239757895671673	0.902560089439002	0.533838559173739	0.45310619465713	0.744919612715699	0.332514618729065	0.683761346992033	0.3152688508634	0.794136758337454	1	0.870658442722722	0.526000851128484	0.2230961048578	0.424103790374093	0.49607151813241	0.797468770746701	0.816588755617998	0.719602927987143	0.770298517209313	0.325797868898105	0.632729375252928	0.671407107012903	0.711984232395359	0.902558704160272	0.794599401240955	0.498678641354693	0.314182316556512	0.844464103854629	0.473730221846247	0.606008898545203	0.734435515528003	0.542522538600765	0.59980913292783	0.632922985193337	-0.0041338393217499	0.816314889197493	0.598313056502128	0.858623126440999	0.887231679158594	0.689228779964389	0.740385564764704	0.792438044458017	0.321868545532722	0.143472732520846	0.775209244453361	0.807744598764996	0.637374216527486	0.758326387723256	0.401308067883251	0.746385716589995	0.320936308875258	0.57428782013567	0.757467420719115	0.851120560998457	0.910091743819428	0.893885526919907	0.827826598163147	0.628249745393723	0.803322791797569	0.0900883832947684
CD47	0.683031669760835	0.675805766539308	0.90705827954125	0.781869690933298	0.35184976100552	0.757525279073732	0.847761878489627	0.909066581225654	0.12615582501822	0.86219967583078	0.937196681710436	0.562924531739398	0.630084703042555	0.893262281837152	0.461649389043802	0.689185249680268	0.841779793803873	0.277806543668872	0.961491969062211	0.67114630052844	0.687503535944002	0.931659052228053	0.535324576078239	0.897026882849809	0.480634334432852	0.918300128809266	0.870658442722722	1	0.605336035938774	0.539063290651948	0.658226009808165	0.758097452153049	0.940869190911249	0.810234130682574	0.777967165999117	0.862036698235769	0.616525540947279	0.786923776878935	0.769033992112843	0.800531084767182	0.918608392243447	0.926679172803789	0.746735667117094	0.595732558240962	0.918488153079969	0.733234455404087	0.798615443006613	0.891630632669902	0.774822831377453	0.813246987683229	0.845475408943568	0.300448582964358	0.85071257056918	0.829866461517392	0.873974262922494	0.941405128085753	0.831284041451596	0.778049755771862	0.81281779436576	0.628372693343749	0.44412850675927	0.946150603369188	0.863863816932117	0.794260086040047	0.751327939808153	0.583205254498185	0.749880238822899	0.565949699621426	0.821737249863723	0.902792364134197	0.817589938674923	0.880491212005806	0.908895874551441	0.673569710449187	0.795516755371711	0.741815632554772	0.112313480213652
ADCYAP1R1	0.222807387848457	0.325113417438752	0.563754059549161	0.359591222865853	0.0293253108270833	0.255874932199144	0.741422042246779	0.725391703941454	-0.185844726451063	0.660633618866004	0.736768420627611	0.268447855017654	0.285312722597776	0.51463872875422	0.0594006963216311	0.494146336493428	0.635872904691274	0.0335898495954517	0.662424297738654	0.846671086248494	0.554157787108069	0.681464441939023	0.190860933335388	0.431961786641293	0.344367149637702	0.697880760135588	0.526000851128484	0.605336035938774	1	0.0812259673762651	0.372797095292693	0.445596623425461	0.67009407741061	0.799024478977733	0.811422098132972	0.823723114774063	0.223437264638616	0.590469844981864	0.397111822352093	0.689338773183729	0.682337077929015	0.651136788770259	0.396945564113796	0.510528976854434	0.602792952014899	0.448197450641226	0.634942739529312	0.725115638941979	0.574564615658436	0.58813911134948	0.616363226838737	-0.00864248273701501	0.766555305412125	0.430151041498751	0.728857749802763	0.613134889470908	0.803188868175681	0.79106538923782	0.547821693294372	0.143309736769511	0.07896921355177	0.719868902070055	0.708666683729463	0.281196680366597	0.878430024014183	0.310812434741457	0.526569444256455	0.269055041640496	0.349767479653653	0.608016663879754	0.761281741470183	0.529632562474112	0.54000684176036	0.670934621482734	0.292288103228854	0.71749957537578	0.073537667845019
HMMR	0.528893945754474	0.653483645340301	0.458508968900035	0.77363345192145	0.30358693200582	0.605130226971646	0.204429011360038	0.283123220563383	0.287192030218249	0.286830394756585	0.384994290966479	0.529481093904318	0.650297212490583	0.481406253215784	0.427120495103284	0.505774656284591	0.34173567135342	0.434667671262758	0.435510074198061	0.216636031378255	0.432754139112303	0.520975111360551	0.444056342918467	0.645573088221476	0.281647439314423	0.435619728923635	0.2230961048578	0.539063290651948	0.0812259673762651	1	0.429885540203544	0.79679329814803	0.51099278319893	0.13135881647951	0.17716279784198	0.287377550023278	0.620438752556935	0.411703600382353	0.387854725631133	0.284012012186606	0.370125365235499	0.49043743219828	0.56797076241299	0.374602016294375	0.370895831712974	0.525771236281797	0.517909513152868	0.447752494064976	0.490061664772367	0.48215315955818	0.493275463524372	0.43218465543512	0.21009864775254	0.606353294407719	0.266636548612999	0.393654284048555	0.331332783586213	0.215345987023152	0.215095811466261	0.752173497037382	0.503464638465544	0.549817936486655	0.320977562941772	0.522923395326285	0.107037415757299	0.284995492760882	0.237580844742265	0.509055826531445	0.653637584649672	0.521315617739488	0.167953419951364	0.321143050809109	0.351806636336612	-0.00104674100040763	0.534310496842692	0.105867372992669	0.0628133091540519
INSR	0.754524396501036	0.686950857774387	0.715292045479965	0.745005310019863	0.597268864776596	0.603899146994686	0.453819817128455	0.465204673203895	0.46403305039598	0.650954339741724	0.676387394414125	0.834961605409888	0.825714665434613	0.736113680672038	0.706570622231222	0.814312674946937	0.713369846341569	0.752342752303882	0.633087831496521	0.630080551894403	0.741426674553355	0.767067225823928	0.411879287396355	0.756564363594789	0.524236100202907	0.689991426318631	0.424103790374093	0.658226009808165	0.372797095292693	0.429885540203544	1	0.64422343196633	0.671493028501961	0.446120278512016	0.561935393254012	0.572513450373948	0.611421270539942	0.810870080029721	0.760436275029478	0.675888061525097	0.575389510266616	0.742017656814063	0.81290231728674	0.755140157527745	0.633628925112118	0.770530368227578	0.547813786962607	0.650592008494677	0.83360593851807	0.817100745738718	0.811549810906246	0.674575107822351	0.6012031027113	0.741703245117891	0.622894009418516	0.635101897786402	0.618037223455374	0.510372532816937	0.632758092500669	0.701100441808546	0.744120853730888	0.697835333513984	0.662148689068973	0.619669882677868	0.431974087231258	0.685248999564596	0.653629233550882	0.818468183232536	0.804823370804175	0.728260362146296	0.476497665680082	0.564429180741241	0.491069956106755	0.246409183700974	0.629591372298436	0.376890947287091	0.0935083048039041
PILRB	0.568868035216975	0.742917882353249	0.755801390115815	0.828469422407543	0.426234028914047	0.680477268474442	0.568963263940161	0.599981510182437	0.283739563413084	0.642384796949069	0.743736079593299	0.714857667097769	0.767739446089611	0.719397959782215	0.536465196643313	0.764578922548307	0.720575006107292	0.515648677100226	0.735804169343599	0.605200268669253	0.732937935677637	0.794296776676155	0.500851647724212	0.793724872991794	0.512751021416617	0.734317816611903	0.49607151813241	0.758097452153049	0.445596623425461	0.79679329814803	0.64422343196633	1	0.799790969062869	0.504024809069393	0.612441573205471	0.662124315922585	0.659276345618086	0.769784306986612	0.682725457889549	0.681085102814868	0.676196012369449	0.787179046770043	0.797029295439002	0.600194255727225	0.661092640209322	0.735399157287433	0.715871718662748	0.733413666644445	0.809806555220111	0.764927639132779	0.801798977266103	0.497245405380726	0.620645446600674	0.770560022337632	0.674217158289043	0.709112940433418	0.685596615499998	0.593952541933765	0.612703489073232	0.654290607879081	0.561235456516425	0.824402828624887	0.709583450646703	0.631198842759263	0.49930629516204	0.540226199522416	0.634905482449603	0.688352788214502	0.774951594209939	0.771469526010395	0.592241517859581	0.628643526082475	0.585339910217654	0.366359465251824	0.630846136334816	0.477261807319392	0.083574684180165
NOTCH2	0.615015334372227	0.75542147109776	0.934454328642313	0.782633625336575	0.393968143098607	0.729850901614314	0.851096775579424	0.892370101810306	0.109025708394632	0.90028047672429	0.949971052019463	0.629758650159197	0.676951563924398	0.845708550358379	0.499180588759179	0.758556012061528	0.917281546402009	0.347461100667351	0.941520472913682	0.731700170283164	0.775396324399059	0.958837502987829	0.580533929645698	0.868060634928306	0.601725003406313	0.907481900354636	0.797468770746701	0.940869190911249	0.67009407741061	0.51099278319893	0.671493028501961	0.799790969062869	1	0.834339031153202	0.84101576262723	0.904693475374912	0.658402158995882	0.83632334377228	0.758592951179478	0.8310335422998	0.889506265903317	0.940574403444922	0.800861149728142	0.685434291553403	0.903308339543347	0.795892827617761	0.858177894446237	0.917846863230373	0.856931037200357	0.860101821345382	0.906059646195903	0.348608138361756	0.893598679965227	0.834414972301125	0.904608339889856	0.932198186705246	0.903531045235768	0.794543479743352	0.843476954422499	0.573338309935151	0.473832674025317	0.955747635208999	0.891764402478522	0.747028906145768	0.745787915756376	0.625789853969849	0.757192632861242	0.627659039336015	0.814875973872285	0.885812554043455	0.824362042820578	0.847819788806082	0.8706914733907	0.636483776821791	0.748580404042909	0.730030041800284	0.112055877567189
ADORA1	0.396922878492739	0.485480275130957	0.793542540515298	0.494700950163759	0.224136727127696	0.541075973207351	0.891403481472054	0.926814981556133	-0.082771452247652	0.857062128000879	0.883938832992015	0.343889617498361	0.39347121838534	0.703999990416094	0.249776282165582	0.546883260078143	0.812906935441744	0.060993168402431	0.856471386969144	0.729468864212146	0.610489362771824	0.820298393740906	0.439493927346404	0.658273596728664	0.467108078642008	0.81582788286313	0.816588755617998	0.810234130682574	0.799024478977733	0.13135881647951	0.446120278512016	0.504024809069393	0.834339031153202	1	0.85354908899222	0.902612199404052	0.420351466163956	0.670434682326948	0.598124449341303	0.751889295706961	0.834183245101591	0.797293852557659	0.569363540169995	0.52952512054293	0.854012171249517	0.600272188682467	0.751883660665788	0.841436219216974	0.665036468224757	0.687142931793121	0.74110917882397	0.096049096613651	0.912846869018553	0.633502063346256	0.863719346683873	0.855702948711351	0.887002317886067	0.832365551629141	0.791695147608464	0.272701467012962	0.216731145956415	0.828553882962819	0.821181020723166	0.59803419000788	0.842318774624404	0.476734494087727	0.67397599949037	0.354038165922871	0.568480560755468	0.745494374953567	0.852500989430652	0.773428162410462	0.851091140174843	0.753404880793109	0.594829935098998	0.776329009611941	0.0630953653966901
CNR1	0.338005491499952	0.503237270622616	0.764565580203698	0.541964391181991	0.290148591890563	0.447653067201719	0.834334777047925	0.825328290244794	-0.108175295709791	0.847850714306187	0.893436541258878	0.474556819841742	0.449403667940508	0.673909949787742	0.23759235381044	0.629498905207946	0.879393593387669	0.190364610709772	0.83117688574858	0.860965831519975	0.696026063023565	0.837098503863152	0.31806017603513	0.612565114795965	0.595642546859098	0.808967141163385	0.719602927987143	0.777967165999117	0.811422098132972	0.17716279784198	0.561935393254012	0.612441573205471	0.84101576262723	0.85354908899222	1	0.912838702473611	0.369260712824959	0.785558727857696	0.614395604345894	0.816300211500008	0.809763724482981	0.832527247930496	0.63251920359636	0.603997528786549	0.76100630036014	0.615789852618492	0.737421322838974	0.813243422085102	0.781903249068605	0.769848753809846	0.797311675965268	0.144431613605643	0.8818839200092	0.616599803788307	0.900496884409915	0.801872525811218	0.898827159317901	0.803342912470782	0.779589691380809	0.243904158414904	0.236434417685294	0.852080346428296	0.863772316070578	0.457424932206506	0.847795407612898	0.528865839505214	0.744332136046129	0.48477710791091	0.548084106237287	0.759302126318665	0.87076804641147	0.753473644759961	0.710502074315736	0.704029647522017	0.444271703857198	0.790573363415309	0.090030376381381
EDNRB	0.452786752625766	0.58312762377563	0.858640803834959	0.623433181729308	0.224157790845585	0.550126985351267	0.886251097998916	0.899902134737069	-0.0418697213169252	0.888199026357414	0.938794671489688	0.484602517758115	0.510933796270782	0.751066673353579	0.314012458696293	0.66560538037721	0.890010082924076	0.191897867198175	0.898730084473516	0.850667236041637	0.711821294004999	0.902543162883	0.459412729267631	0.728278868624771	0.513424632118309	0.87628561427456	0.770298517209313	0.862036698235769	0.823723114774063	0.287377550023278	0.572513450373948	0.662124315922585	0.904693475374912	0.902612199404052	0.912838702473611	1	0.482442420675514	0.771841040429346	0.653044025921636	0.822745443747174	0.858514269264635	0.878114058920586	0.663775731275343	0.631592088983653	0.857629925742393	0.691645355953157	0.806547778646195	0.884733026280465	0.789481021204967	0.771379632240561	0.834138842384417	0.18812235904087	0.943672550021229	0.686189405700129	0.910206014760783	0.876968644913235	0.927904236940763	0.883325517908125	0.821590132377757	0.365046679804075	0.310477319381793	0.914286914095566	0.914838645831062	0.595726460737922	0.882758388928677	0.529499071166503	0.749646746947919	0.46813751786949	0.644508455007375	0.822651492202709	0.877117008851771	0.809899256942489	0.813602292362178	0.750246462405793	0.597110351495628	0.817296782314928	0.0846842701259349
ACKR3	0.703662959798379	0.902901461005711	0.695873567844811	0.798957290110468	0.597148907455442	0.872832329990787	0.306192951199091	0.464013767026137	0.433291661058109	0.621066051397748	0.56413026630932	0.683408378704799	0.842418253487672	0.618579997351369	0.722256087741216	0.70830323417542	0.598991165494921	0.567065052162116	0.526939435410017	0.310983839429306	0.621762500143208	0.716124935800849	0.835929997381251	0.82395013875678	0.588890620609329	0.576736105340288	0.325797868898105	0.616525540947279	0.223437264638616	0.620438752556935	0.611421270539942	0.659276345618086	0.658402158995882	0.420351466163956	0.369260712824959	0.482442420675514	1	0.561190268075388	0.563901431599347	0.436814626797211	0.401102474636345	0.619632744729684	0.749138320810975	0.717239681419133	0.668889774680136	0.835357906821481	0.750294575008963	0.671995059291791	0.673344905713471	0.696565345896497	0.761952297788691	0.732563596681079	0.483065573357013	0.846336296903793	0.40011304233757	0.572850577801355	0.634358469739651	0.329756272546076	0.478747291260895	0.792504873241736	0.761433301842136	0.637920794515415	0.446536440933461	0.846527439158822	0.16465738061552	0.634630109198523	0.288511829145727	0.649885652992081	0.846810158516864	0.621564147733324	0.240530744157683	0.407889284509493	0.635961244033066	-0.0196558027695337	0.850685201705808	0.145707626236008	0.0211461331919005
IGF1R	0.623650807089956	0.67542118261737	0.847140178453544	0.739746564497781	0.55432785381029	0.629365877090339	0.716833756569855	0.70231456888421	0.317887433352136	0.807750363181381	0.873960151324678	0.778469635853335	0.759354608630624	0.802266313895713	0.605575751135286	0.849852035136059	0.883764933697682	0.588647541259622	0.827036174991318	0.763334791202389	0.835353059839544	0.874852920967182	0.40377873690425	0.791430488493314	0.634925774600066	0.824298988802647	0.632729375252928	0.786923776878935	0.590469844981864	0.411703600382353	0.810870080029721	0.769784306986612	0.83632334377228	0.670434682326948	0.785558727857696	0.771841040429346	0.561190268075388	1	0.845694919581963	0.868881610266356	0.786841877160474	0.881087850774151	0.83777230136129	0.733659865022833	0.779148578496509	0.786405583520442	0.658926532360448	0.805279834641639	0.91572105896934	0.888363237588902	0.91137731656217	0.523994086574783	0.803318359703747	0.782185597875161	0.854113695115576	0.824731916811291	0.796089140544151	0.727704953108349	0.81271291687937	0.540164108476467	0.595238806777544	0.860166342057101	0.875468990515616	0.630006249974415	0.672933500614843	0.716217362571638	0.843095067505356	0.780895488981011	0.792449638727761	0.854864198974308	0.763308521207454	0.772553470720601	0.65064226274985	0.538109120451978	0.624839756110712	0.634805150044967	0.0981734307327116
TNFRSF10B	0.729432240510223	0.61497066853967	0.853633240531447	0.69486394889067	0.535346746746497	0.674398887061209	0.658669371473465	0.661180860038017	0.45945675348858	0.739844029045418	0.802080680581842	0.701436064957381	0.720048231605611	0.828156097580158	0.687416662611528	0.766042810644892	0.803736639692578	0.560499440506356	0.803891140258583	0.565478338510283	0.698535932716185	0.784836232847324	0.437743933697744	0.81843428486286	0.502264355535804	0.762067130371543	0.671407107012903	0.769033992112843	0.397111822352093	0.387854725631133	0.760436275029478	0.682725457889549	0.758592951179478	0.598124449341303	0.614395604345894	0.653044025921636	0.563901431599347	0.845694919581963	1	0.777311214895723	0.763983407425938	0.826479505573568	0.781545658029945	0.589326756680781	0.788753184035238	0.713589189452497	0.534602911597367	0.699818194709827	0.785182869600314	0.768218374386418	0.821432213851903	0.551310986245661	0.731327542490894	0.750017291378041	0.786315358945119	0.831315259971056	0.650916818665937	0.613930431373952	0.808849646303315	0.603051735245967	0.639097330486621	0.749860342029879	0.820443763420695	0.74110192797337	0.569613710322715	0.683034404956276	0.841552008519907	0.7164475306157	0.825789503156662	0.821765634417645	0.670086369873089	0.824337949597478	0.68690416256827	0.528804043153692	0.739681212478855	0.596298385193255	0.132207680613182
IGF2R	0.531319628490527	0.533605056674941	0.815918822828053	0.595100142032691	0.359723529126633	0.540616386465187	0.804868871610112	0.802084130250553	0.146524208724103	0.79978386038968	0.893775944719324	0.593538661196778	0.5822193590058	0.763510626688906	0.440556788068462	0.724740707220411	0.830607448178369	0.363982666030333	0.868483655017782	0.773182541859653	0.744654009470281	0.826670826553904	0.355836505138401	0.715892251698567	0.503769728703445	0.832331147400727	0.711984232395359	0.800531084767182	0.689338773183729	0.284012012186606	0.675888061525097	0.681085102814868	0.8310335422998	0.751889295706961	0.816300211500008	0.822745443747174	0.436814626797211	0.868881610266356	0.777311214895723	1	0.855759523596588	0.868414028393038	0.712075282594753	0.60377342180462	0.810016410366231	0.675566485675138	0.655887307276596	0.795018748425897	0.792331108215682	0.804648221134659	0.833905341681131	0.335998594897977	0.857167296242243	0.684139017678962	0.896457657014141	0.844296654620745	0.804353830080622	0.823739388486665	0.815378764388632	0.395272718382617	0.4027608118144	0.847750872817367	0.901794656424886	0.585703625693215	0.801785689027475	0.601568470521978	0.828632562101394	0.624662494868728	0.667631968110252	0.838283849154718	0.865735594240191	0.812494204310747	0.708505669885135	0.704353948516688	0.574917039178805	0.806261611519365	0.258317442312916
PLXNB2	0.568762578313585	0.481778379882597	0.848568795186782	0.618754719660535	0.228993602751261	0.55781244717562	0.929517720322291	0.926177081959229	0.022606477030242	0.803590222011064	0.92730995759137	0.439994637389526	0.470466669135953	0.83338657203792	0.326848344006618	0.608675143321828	0.820295510380803	0.163477997248131	0.961532592773688	0.717242898959197	0.626345469932446	0.850473518311549	0.325353417475521	0.754646924417649	0.381809452918191	0.906065444890922	0.902558704160272	0.918608392243447	0.682337077929015	0.370125365235499	0.575389510266616	0.676196012369449	0.889506265903317	0.834183245101591	0.809763724482981	0.858514269264635	0.401102474636345	0.786841877160474	0.763983407425938	0.855759523596588	1	0.896107300045296	0.625080883713773	0.464078557583841	0.870203182097263	0.593576520383846	0.678248286704298	0.83295764365504	0.703678033234331	0.736221273686842	0.7716527096594	0.131261834060501	0.88576631644729	0.678119277409668	0.935321472497037	0.922485907842551	0.790767524443764	0.835989018654727	0.82731803112712	0.433554845518611	0.270098932068982	0.896500317736509	0.915197420162883	0.628001181717361	0.867171481880971	0.474676337919607	0.8321565886029	0.484055833649094	0.668075306073908	0.87350053168801	0.910962213065751	0.918362026544938	0.838137200075205	0.840410576087944	0.63180180581712	0.874386040920147	0.18265958370451
RIPK1	0.656760940154448	0.729920375699876	0.92232000081482	0.788697862424647	0.441293743062813	0.717327723758785	0.830470761055067	0.859995411252479	0.161467451700277	0.882750754292503	0.952975008429251	0.680597530902996	0.705638013096679	0.879337072584141	0.539015800552408	0.783740722695556	0.91822893538045	0.419815899265097	0.942569651480075	0.753412285837449	0.76821615081703	0.958248179054773	0.524596380592677	0.878282169233521	0.6066599918544	0.913863176445959	0.794599401240955	0.926679172803789	0.651136788770259	0.49043743219828	0.742017656814063	0.787179046770043	0.940574403444922	0.797293852557659	0.832527247930496	0.878114058920586	0.619632744729684	0.881087850774151	0.826479505573568	0.868414028393038	0.896107300045296	1	0.812717187700943	0.699080711709463	0.890623552742117	0.780148629889908	0.806277812243853	0.903242894630572	0.881852034824719	0.88204713213412	0.915174018077973	0.387299904645417	0.882822407997739	0.840340735588938	0.913736150532145	0.925523867863015	0.879250262974052	0.794230861446505	0.842391593466478	0.592234156413088	0.522504179093885	0.94676419183087	0.906728529242071	0.734606849103321	0.752251088959944	0.633544860700204	0.804773645533115	0.652966624300852	0.837052626561434	0.922345610007974	0.8196446799699	0.860533815238971	0.829752411187403	0.633950879134129	0.732111241302038	0.732688795694327	0.130423261256172
