""	SDC1	EGFR	F2R	PARD3	CHRM3	CD9	ERBB2	TNFRSF1A	THY1	TFRC	CANX	LRP6	NOTCH1	PVR	CXADR	PLXNB1	ITGB8	KCND2	APLP2	ADGRV1	KCNJ10	PTPRA	TNFRSF11B	SMAP1	GRIN2B	CD99L2	TNFRSF12A	CD47	ADCYAP1R1	HMMR	INSR	PILRB	NOTCH2	ADORA1	CNR1	EDNRB	ACKR3	IGF1R	TNFRSF10B	IGF2R	PLXNB2	RIPK1	PTPRS	LRP4	CD81	LRP5	TNFRSF19	NOTCH3	PTPRZ1	RXRA	LRP1	LINGO1	GPR37L1	SLC16A1	LPP	MCFD2	SDC3	SMAD3	ADGRE5	TRAF2	S1PR2	SORT1	ITGAV	RACK1	SIRPA	ASGR1	NRCAM	LRP8	NCL	AMFR	ABCA1	ITGB1	CD63	CD44	C1QBP	SORL1	CD74
CANX	0.598283133295974	0.653990064189849	0.925196367156818	0.725911942791071	0.391876761717895	0.68839795991996	0.894009086821927	0.921821074995859	0.0940721682126484	0.929034261759301	1	0.600777966262666	0.62671461542125	0.866971640064545	0.453564815611268	0.738097641477201	0.930960696836284	0.302820203466206	0.969632466511676	0.801788820301068	0.747539231319905	0.949664272611213	0.498300753642798	0.840076368790458	0.574315847624008	0.919861834803899	0.841159498190062	0.937196681710436	0.736768420627611	0.384994290966479	0.676387394414125	0.743736079593299	0.949971052019463	0.883938832992015	0.893436541258878	0.938794671489688	0.56413026630932	0.873960151324678	0.802080680581842	0.893775944719324	0.92730995759137	0.952975008429251	0.773167605365505	0.655308479098295	0.916143318351718	0.760854002964426	0.815715240873155	0.923400877932118	0.847525333931034	0.863880045311548	0.899730559437338	0.309175817520724	0.936478671084115	0.822033572187891	0.955085442787011	0.955736979011658	0.917107628611611	0.867108411140118	0.880527857004841	0.491120081816453	0.432366107746083	0.959532931147211	0.951667445463278	0.72439848915647	0.846998764292056	0.618938197619014	0.83477558826205	0.602839170250503	0.78246078387515	0.912149697212384	0.900013876516962	0.903756058541943	0.871540258232143	0.736874729084543	0.715683731360939	0.815719280080426	0.123653853864308
LRP6	0.626268866307444	0.760363681981841	0.677573266796099	0.750592333878468	0.684800999209046	0.648903848180459	0.318476339327911	0.344381818199755	0.571343094294031	0.598183735818148	0.600777966262666	1	0.90991554418719	0.630246854538804	0.808284544574943	0.856271461972363	0.664960346581086	0.863634603508887	0.531976021934572	0.51959503970408	0.789866947212155	0.713725584416732	0.485751062573194	0.745344803938913	0.620541217989995	0.590527720046046	0.25339105544437	0.562924531739398	0.268447855017654	0.529481093904318	0.834961605409888	0.714857667097769	0.629758650159197	0.343889617498361	0.474556819841742	0.484602517758115	0.683408378704799	0.778469635853335	0.701436064957381	0.593538661196778	0.439994637389526	0.680597530902996	0.88915815234834	0.77107619389383	0.541198139515826	0.80749106193163	0.527523759448467	0.587817574590915	0.871314160565768	0.786426332729253	0.793373860033391	0.796350469128859	0.507164489316141	0.754369610070772	0.516031920761914	0.571578647030805	0.5612739809544	0.408751096732156	0.589380170351704	0.660748607274221	0.846134843340417	0.639618710399194	0.572993867397427	0.590894419017578	0.269487657693687	0.742212806537318	0.595500922301499	0.849341782994398	0.821032599822245	0.648479647792048	0.367933621667784	0.435045522158869	0.383039671435846	0.0843337034362502	0.60164119810632	0.213403999296015	0.0458380070521532
NOTCH1	0.755405737151423	0.875775037298937	0.729804061642155	0.85720006768108	0.701780694761289	0.791201906695122	0.337248608411029	0.412753773287235	0.596524892668872	0.638713028908181	0.62671461542125	0.90991554418719	1	0.698409393153664	0.852338766950864	0.876046984868873	0.676738547724323	0.839218245822816	0.574095780030812	0.490825825029353	0.764642811622995	0.768142997411523	0.651905190593375	0.84117887086868	0.633392486725823	0.641951734904592	0.299772417694223	0.630084703042555	0.285312722597776	0.650297212490583	0.825714665434613	0.767739446089611	0.676951563924398	0.39347121838534	0.449403667940508	0.510933796270782	0.842418253487672	0.759354608630624	0.720048231605611	0.5822193590058	0.470466669135953	0.705638013096679	0.880932770020468	0.793590109584006	0.632423404953014	0.887228920970839	0.648337529743597	0.679434312626044	0.858664511515143	0.802790373024651	0.851325822979175	0.854605700755688	0.525605626571275	0.856788116211775	0.498839823710137	0.605588959847661	0.632416895707553	0.405656798039571	0.562108304039778	0.816350776989208	0.899929232686001	0.689118570862379	0.572713276588184	0.744486716558369	0.254907411805654	0.730980114894625	0.513593266928843	0.849118971674649	0.913687635766146	0.694852139331536	0.33151805352798	0.456397716580576	0.501500061461174	0.0442271632958652	0.76170665163187	0.194735076519721	0.0360950518043546
PVR	0.773715511244702	0.655865245708808	0.870022276974384	0.763728566536844	0.469436780366412	0.759508200006359	0.747816369310414	0.795123487695599	0.313374967219371	0.777708027559411	0.866971640064545	0.630246854538804	0.698409393153664	1	0.594419845318604	0.726289920375898	0.787609135477528	0.42311708141946	0.880974237488745	0.630431353432154	0.681099428987848	0.87055830795063	0.501702388491487	0.890607002608632	0.457943076377832	0.871886640123295	0.778441751346225	0.893262281837152	0.51463872875422	0.481406253215784	0.736113680672038	0.719397959782215	0.845708550358379	0.703999990416094	0.673909949787742	0.751066673353579	0.618579997351369	0.802266313895713	0.828156097580158	0.763510626688906	0.83338657203792	0.879337072584141	0.76647439211261	0.602856485158297	0.868626108147509	0.734101946737525	0.68379055727476	0.813944871369053	0.772896133154527	0.802001970708623	0.835236716438777	0.443626035885557	0.775633729143207	0.819288518581595	0.805431143006459	0.877586486654913	0.73771477334007	0.703260652447076	0.785323147885398	0.655948333249295	0.576456458416215	0.858711142216407	0.820983203183941	0.806782863071233	0.651889621942057	0.641559047996713	0.753517059488851	0.639734607625288	0.842729847481668	0.869260158099394	0.732108623826392	0.833328248768661	0.814875809088065	0.576769360442839	0.810813116579149	0.634672888780429	0.092919538781015
CXADR	0.711927854996568	0.703918658911997	0.628568328297405	0.636585283287731	0.703767847480381	0.721150927960284	0.212508971791467	0.264885524840115	0.793342208425706	0.511130298840315	0.453564815611268	0.808284544574943	0.852338766950864	0.594419845318604	1	0.770093385277056	0.515200443190405	0.841190091867645	0.416241087825137	0.255615482715996	0.633646615832138	0.565064935488369	0.566132625510837	0.719195776525069	0.510088226814646	0.481067767551163	0.229229382422266	0.461649389043802	0.0594006963216311	0.427120495103284	0.706570622231222	0.536465196643313	0.499180588759179	0.249776282165582	0.23759235381044	0.314012458696293	0.722256087741216	0.605575751135286	0.687416662611528	0.440556788068462	0.326848344006618	0.539015800552408	0.75148274584112	0.65725293216762	0.54195293578888	0.735191329445788	0.366155731664192	0.446340722936085	0.686425827107037	0.597912697196622	0.675381890418838	0.851389312500385	0.414910196132723	0.691186380273851	0.367198070898377	0.500452830568374	0.396766351641775	0.271709827544152	0.531405384200497	0.708137276467997	0.895696602303339	0.457607950224585	0.441455175959052	0.700435652536471	0.0944429904303963	0.72233005398272	0.47374985548258	0.711510935638344	0.799177109472089	0.507973941446833	0.205283639954602	0.371089658910784	0.380987232859632	-0.00730305304957457	0.71988877534696	0.0683599045184934	0.00952485362161005
PLXNB1	0.661140847931903	0.755832678265832	0.789182029299651	0.769238590108932	0.601507791325851	0.691664422330848	0.528516399150911	0.55625837329462	0.538114863175196	0.710001437573756	0.738097641477201	0.856271461972363	0.876046984868873	0.726289920375898	0.770093385277056	1	0.762589042826476	0.7514081788828	0.672199211411364	0.657348272578873	0.896416518277922	0.815561899184732	0.496413588923061	0.805276993177811	0.638630010724134	0.745792401720355	0.415658462835544	0.689185249680268	0.494146336493428	0.505774656284591	0.814312674946937	0.764578922548307	0.758556012061528	0.546883260078143	0.629498905207946	0.66560538037721	0.70830323417542	0.849852035136059	0.766042810644892	0.724740707220411	0.608675143321828	0.783740722695556	0.84290083397774	0.795737546836455	0.711804354881019	0.832284381673192	0.634454356331113	0.732771642777582	0.903273625008721	0.850518312000995	0.895490415993357	0.713298374514003	0.705212396553582	0.779015705727701	0.67319985949144	0.705192358237166	0.733286558748704	0.597398682467879	0.701637928492762	0.667263945050976	0.76790276225916	0.769980316099107	0.724936383934971	0.663815852081558	0.498494999973538	0.769760477418102	0.686313806380843	0.782527282299172	0.821903923028113	0.755026161284306	0.559807498524076	0.565754560470582	0.538500982120138	0.304076170896812	0.675871956745174	0.427027431192778	0.0620187623298357
ITGB8	0.559701673361253	0.735423703502475	0.91970533062698	0.731985051341866	0.471506069815769	0.647621849837308	0.804579934519651	0.811170706349718	0.104426007355708	0.924701870482219	0.930960696836284	0.664960346581086	0.676738547724323	0.787609135477528	0.515200443190405	0.762589042826476	1	0.420207433986909	0.889158265089875	0.762055785300488	0.771504967091019	0.930381646436845	0.551378748061258	0.799939088856174	0.714063278330346	0.840046300746989	0.745378040567933	0.841779793803873	0.635872904691274	0.34173567135342	0.713369846341569	0.720575006107292	0.917281546402009	0.812906935441744	0.879393593387669	0.890010082924076	0.598991165494921	0.883764933697682	0.803736639692578	0.830607448178369	0.820295510380803	0.91822893538045	0.813656893184492	0.72941839645256	0.849790428053081	0.797657946704564	0.79928827171901	0.8702447001432	0.905395597107969	0.861699996261281	0.925461571598177	0.393620617911118	0.898300891957506	0.794841801733664	0.915750103815348	0.891816596657255	0.91351544166414	0.755172638363088	0.879690220117692	0.466078546021482	0.504239163492909	0.89341639448137	0.913255809904743	0.674546999790608	0.710751979679258	0.651224898933149	0.815432107449513	0.681054627691481	0.781467574925039	0.859433606486834	0.790809458656001	0.849269355773902	0.801242530764604	0.596919756860803	0.665205254892183	0.707708807215532	0.0762897361586655
KCND2	0.566493287437659	0.615567203849973	0.442950730269604	0.586110624823002	0.668065016201766	0.479827466275608	0.034677823583447	0.0423312174901954	0.74542330544596	0.334088614617835	0.302820203466206	0.863634603508887	0.839218245822816	0.42311708141946	0.841190091867645	0.7514081788828	0.420207433986909	1	0.241283059942103	0.282980061128281	0.645226041281864	0.45383454989465	0.341054621611581	0.546186878956155	0.489222361234027	0.342858238178859	-0.0239757895671673	0.277806543668872	0.0335898495954517	0.434667671262758	0.752342752303882	0.515648677100226	0.347461100667351	0.060993168402431	0.190364610709772	0.191897867198175	0.567065052162116	0.588647541259622	0.560499440506356	0.363982666030333	0.163477997248131	0.419815899265097	0.714124839352684	0.666923850674486	0.301537743238194	0.649200038724158	0.247823775996513	0.309257440687935	0.699858438497386	0.570195776638798	0.596755176598614	0.874637626968507	0.259838175050748	0.537764509088783	0.245106447553551	0.301578587386104	0.292286560255111	0.146509121925917	0.373095152530817	0.633633853557053	0.856404206906473	0.343865027998685	0.32327531408786	0.420072094880458	-0.00818896726493624	0.65720373127728	0.414184639530688	0.762808258497053	0.662669825454492	0.394774140911741	0.0784835075465106	0.166898397835823	0.100036624653917	-0.172816714149857	0.445736986975941	-0.0707471802426753	-0.00419264847473243
APLP2	0.623722227299257	0.607152811763585	0.920948498705738	0.713234600582103	0.316638200398666	0.667606864175888	0.915096358455143	0.938324520616199	0.0737912232221571	0.879016959078202	0.969632466511676	0.531976021934572	0.574095780030812	0.880974237488745	0.416241087825137	0.672199211411364	0.889158265089875	0.241283059942103	1	0.731125206502098	0.687233128069362	0.919903113966608	0.459699612069048	0.842385297095058	0.473765617514218	0.927641899487216	0.902560089439002	0.961491969062211	0.662424297738654	0.435510074198061	0.633087831496521	0.735804169343599	0.941520472913682	0.856471386969144	0.83117688574858	0.898730084473516	0.526939435410017	0.827036174991318	0.803891140258583	0.868483655017782	0.961532592773688	0.942569651480075	0.726066980550283	0.564436167107356	0.924914190151544	0.703197302653665	0.770751432463849	0.88982397221789	0.784310288441409	0.805059120590546	0.849748682691235	0.240145374498918	0.908998920446135	0.777506631175254	0.945077922882168	0.968528370803351	0.852030456120886	0.842183882476535	0.872256638317219	0.504292385671142	0.377829759795369	0.944922053266042	0.939509556246985	0.727154195399328	0.830459938094078	0.559651697030115	0.835782201898857	0.561159708569834	0.769567431352228	0.917120134041728	0.897733638389386	0.944407594230313	0.899490992879217	0.779895966159172	0.728255438938504	0.846552496852785	0.185347302747727
ADGRV1	0.389214941128571	0.435669530005266	0.66265901388817	0.530621422620873	0.248232767663376	0.325199889526942	0.720400985086778	0.674834043297052	-0.0233066945917791	0.715124039491391	0.801788820301068	0.51959503970408	0.490825825029353	0.630431353432154	0.255615482715996	0.657348272578873	0.762055785300488	0.282980061128281	0.731125206502098	1	0.684993871870179	0.772596898656808	0.189884279348894	0.545250519610092	0.478659983160218	0.772453109049171	0.533838559173739	0.67114630052844	0.846671086248494	0.216636031378255	0.630080551894403	0.605200268669253	0.731700170283164	0.729468864212146	0.860965831519975	0.850667236041637	0.310983839429306	0.763334791202389	0.565478338510283	0.773182541859653	0.717242898959197	0.753412285837449	0.582918700446122	0.60861932012713	0.627388785291625	0.59281552778472	0.632448737039228	0.758446759485828	0.761245493444275	0.712049754758932	0.748869169726367	0.17703274910167	0.786737697375909	0.552860388073647	0.792513578535313	0.667153708145206	0.80929605779588	0.798108563449258	0.645193513759681	0.284402829874596	0.295585110232653	0.798760344644301	0.813567810765317	0.332393935013813	0.843298288559392	0.446861110840875	0.689666219358276	0.503945229431319	0.510238897749599	0.718511642264735	0.772951745957401	0.628310460643662	0.516093959057856	0.630809208240434	0.350047394981233	0.711082953515168	0.0865565498626407
KCNJ10	0.53384113529421	0.690604139932944	0.784411862761452	0.701649311475185	0.529495903883118	0.60729258673465	0.594592898048591	0.603900224135182	0.405180167813922	0.698038445331252	0.747539231319905	0.789866947212155	0.764642811622995	0.681099428987848	0.633646615832138	0.896416518277922	0.771504967091019	0.645226041281864	0.687233128069362	0.684993871870179	1	0.808358230503104	0.428360989421321	0.743363520001977	0.605209897956463	0.731616935273341	0.45310619465713	0.687503535944002	0.554157787108069	0.432754139112303	0.741426674553355	0.732937935677637	0.775396324399059	0.610489362771824	0.696026063023565	0.711821294004999	0.621762500143208	0.835353059839544	0.698535932716185	0.744654009470281	0.626345469932446	0.76821615081703	0.826089035549247	0.777246404000208	0.718393057653752	0.7706490364113	0.640995596568921	0.712402283295213	0.88224892961054	0.842655134221133	0.865414019124741	0.610569019412498	0.745499487287016	0.694221209111605	0.707813145699496	0.723625909204933	0.746734366527076	0.664944352232979	0.742444300403182	0.533283730016439	0.643105401310906	0.783074083013308	0.747686407632821	0.592074527684491	0.554438842750393	0.765464107473606	0.706553122047362	0.748242589156448	0.728316160154924	0.725512102311534	0.644243930553675	0.571781097241378	0.557988589950986	0.392985218731227	0.598609443290056	0.491305425565407	0.0722994555104665
