""	PARD3	TNFRSF1A	TFRC	EGFR	SDC4	CD9	NRCAM	ERBB2	NOTCH4	TNFRSF11B	CAV1	ITGB8	MET	TNFRSF10B	NECTIN1	PVR	SDC2	RIPK1	LRP6	IGF2R	PLXNB1	AQP1	PTPRA	ADCYAP1R1	MYLK	TSPAN5	F2R	APLP2	LDLR	CANX	CADM1	INSR	SMAP1	LPP	TSPAN12	SIRPA	PLXNB2	KCNJ10	CXADR	ADCY8	NECTIN2	LTBR	NOTCH3	ADORA1	EDNRA	CNR1	CD99L2	LIFR	MTTP	THY1	SLC16A1	IGF1R	SORT1	SMAD3	LRP1	NOTCH2	TNFRSF19	PTPRS	CD81	TGFBR3	NOTCH1	PTPRZ1	MCFD2	EDNRB	TRAF2	GPR37	GPR37L1	MCAM	TNFRSF14	ITGB1	CD44	ADCY9	PILRB	UNC5B	GPC1	RXRA	SDC3	CD63	ITGB5	GPNMB	ADGRE5	TSPAN17	SLC16A7	ITGAV	NCL	ITGA2	NRP2	LAMP1	IL6R	ERAP1	SORL1	NRP1	TSPAN14	TLR4	IL17RC	ITGA6	CD74
APLP2	0.936034658475898	0.933749442221266	0.594691853795099	0.852427171668542	0.701912143760696	0.79713471117068	0.959917506564129	0.916392308829776	0.852025510547924	0.822725720954728	0.283978203151925	0.962401383086456	0.316830216045908	0.950132482621104	0.938865977526301	0.735804014034248	0.909849817306292	0.927339542731072	0.944610226121636	0.919707731597183	0.916657625544864	0.940288388165977	0.95605798822475	0.847864016373597	0.877009829145791	0.948829208672042	0.766002475623247	1	0.925054562623612	0.94911180027723	0.944191184868797	0.588281384278801	0.883938839361051	0.938570637624525	0.926434442104528	0.887198838128705	0.945948135458648	0.888790200814732	0.578774868058335	0.664531471819851	0.882137339322602	0.919613815798655	0.420895838650417	0.917107495785565	0.70395500481622	0.915805285612513	0.948683723190766	0.937000351228039	0.959090771560702	0.851863201047746	0.795952859430126	0.871714051175427	0.961905838467736	0.929287108353938	0.869038719753523	0.96395219607267	0.920358433236319	0.848910003548984	0.948695480550455	0.55993423488339	0.937344146642921	0.942991108374439	0.930452423452719	0.919742954511098	0.847729988543631	0.95692602426886	0.767699797708826	0.847527410852526	0.913880175206502	0.981491027451841	0.892569288979864	0.947842271827855	0.917548163053307	0.186755720739619	0.925873806514076	0.785493351858428	0.934357178509669	0.928946021136858	0.936946691042936	0.524382925032712	0.915851265339018	0.751712949085458	0.941747350450157	0.956831562272652	0.938723381704011	0.955016994953933	0.92322523713203	0.963263543434227	0.837535591426259	0.93287333594688	0.940163664085783	0.881971587517423	0.909162818184761	0.894588091578777	0.918261712237694	0.890378174768145	0.143203364148086
LDLR	0.870792013023865	0.835048182918517	0.724600678636048	0.911621820921781	0.778520546012601	0.797282288631168	0.838414174364149	0.850230867426638	0.822318626609972	0.835346340831486	0.446514563008192	0.884641522643553	0.455287456944335	0.918669019477768	0.854032821548324	0.811063659627504	0.911517039325519	0.86796000330501	0.859629886597861	0.875266523484907	0.834653234419481	0.840129332500392	0.896893798429645	0.826558702892522	0.81403673036207	0.879470106749659	0.756951128878152	0.925054562623612	1	0.940877007375659	0.866910415127408	0.630163370631702	0.873085445739421	0.873482021008543	0.8635647209075	0.889985398060461	0.864282928399059	0.8149079924835	0.629734896192785	0.702874249877534	0.812124091185878	0.855441908410854	0.566832085833819	0.833130667503379	0.711999164994042	0.788454637536339	0.828213645591785	0.877953849371316	0.86594071815594	0.726593732597607	0.848674990965113	0.780392214823958	0.877687879607109	0.863021731714292	0.871566963059628	0.881653795527295	0.856872401667022	0.772577405131931	0.827201387896539	0.706434122641635	0.877410275581992	0.838684933103133	0.896149136251061	0.80246518744261	0.819293339282346	0.834555709644203	0.749739187516165	0.835357828861212	0.78658870056375	0.925595393110095	0.789541269226774	0.884016563212925	0.892524801942968	0.36637540006724	0.883035089368012	0.772381052201811	0.827919278706448	0.858343487012291	0.88902783619742	0.635070855195977	0.923041783998357	0.750904597188643	0.898683188454048	0.838249805057819	0.921510670386096	0.868447217776681	0.785345835927468	0.875859658518039	0.667713619574098	0.840752419130847	0.842310925841425	0.88995939316745	0.83880316387631	0.838169945154512	0.834837190015364	0.805498767483426	0.145727071248662
CANX	0.934126101545954	0.914839818559271	0.783868073317609	0.919032717165339	0.839376790825645	0.861455340039483	0.880677002661426	0.883960012862699	0.822951805631514	0.88056930381491	0.515632975942643	0.896788577773634	0.547381994913064	0.967063497390459	0.899564308331714	0.863644210481253	0.967020696620555	0.938285072981927	0.908894128359577	0.921327586392878	0.856869194481437	0.861855197137637	0.957115932117228	0.850563189650913	0.837373908539437	0.888883829114617	0.763640250745043	0.94911180027723	0.940877007375659	1	0.879415002740453	0.598131715370127	0.951902113864694	0.94305433687782	0.85913711155648	0.938546635321061	0.916024615709445	0.797424769698703	0.738185362860927	0.744319584019043	0.905603055009233	0.948300832757163	0.603928798031848	0.865663028129133	0.757063736051264	0.862181654913079	0.868675759174738	0.889403820136792	0.876165663962646	0.762434781742308	0.899752932079523	0.865226245006397	0.912765976052565	0.899061678315536	0.925139923167483	0.93128179036256	0.860295012457418	0.814417354085214	0.899459293549063	0.739744711195088	0.865245821117364	0.8547362928416	0.974019855594315	0.831343758858448	0.873700985289274	0.876282152069743	0.697862622621245	0.806122612033348	0.839707068989517	0.956318843954003	0.879938549094029	0.913495471263465	0.89794474748236	0.401557227447839	0.933728223159503	0.864286978172079	0.843980062035029	0.937850928797568	0.91374569593083	0.674515856668225	0.930318217248743	0.823645137094527	0.915873214883115	0.868320662073412	0.975648426240785	0.883990743522051	0.836064200282258	0.945411975089587	0.769151198249373	0.873760931005769	0.865802394179789	0.898952571666427	0.861332981339583	0.853392262857082	0.886860346754699	0.799925259849265	0.137798995274537
CADM1	0.872498089924383	0.877150577734382	0.486886141055084	0.787919632695797	0.558191034973944	0.713161392463748	0.902556015527411	0.855312684879549	0.827157900571229	0.770225223602639	0.184739877669904	0.965741131210139	0.18231832260298	0.892310913620372	0.891036327982315	0.666626973696941	0.828678624115581	0.83069049107472	0.895164548259626	0.835393993530784	0.938534890883582	0.890755267232303	0.94167348919152	0.86970530246143	0.869455501122018	0.974887237531805	0.700510953987558	0.944191184868797	0.866910415127408	0.879415002740453	1	0.490884077142459	0.835573172444787	0.845468952061653	0.945659065939341	0.786882531894836	0.863731708883488	0.953984814021051	0.446222615179363	0.511195683895516	0.805442095150209	0.860816956700457	0.325606571848675	0.932972206359167	0.574849720507384	0.806418214989164	0.928122422926127	0.946018154055482	0.968012784644807	0.90937706884801	0.654519656939619	0.777705221214626	0.907725163057686	0.942387382914087	0.759787131089971	0.914348926750772	0.929079066606463	0.78928539410267	0.948334518823183	0.508978968799257	0.956567430392006	0.952740085773028	0.867889175046213	0.954688071545222	0.864051603767469	0.926131404726256	0.833887897159929	0.80489984427896	0.894679094212875	0.934346268444757	0.791538920274759	0.898525994520012	0.875073313926663	0.01242034411932	0.905133985662893	0.67467885362397	0.97157238859064	0.902206948957565	0.894585761399129	0.327931225932031	0.863170529283067	0.679369457855451	0.90338010668229	0.9418412454935	0.862760177829663	0.960443805103873	0.912933852467081	0.918330562318675	0.760837674549721	0.923870501251506	0.892109637157472	0.788871096166247	0.846507425414392	0.83592362949122	0.88228506181929	0.952941762833261	0.0580377779077303
INSR	0.553797390911082	0.491000335602656	0.525927879358392	0.617002876720872	0.572697202664477	0.466848259744627	0.550168258951904	0.56288054550537	0.801031289036963	0.483236410322803	0.36300402253274	0.537870577385312	0.456465509282722	0.554325529589091	0.514068957610723	0.57661119095718	0.596361798831723	0.5608923565218	0.631545010292019	0.701122728402425	0.412665140695787	0.654500265761955	0.508132270301512	0.395745651034009	0.469862781636571	0.507143001039774	0.832720713434005	0.588281384278801	0.630163370631702	0.598131715370127	0.490884077142459	1	0.486554134805627	0.62675743261925	0.448174732082143	0.60262583358145	0.555096509551023	0.375512115262933	0.494227960720974	0.605729332368034	0.581475147495404	0.530871628745723	0.456974911907273	0.443154249009006	0.497720359560334	0.494825496517258	0.443339129912034	0.532387484497817	0.490596194715733	0.304967656439983	0.590622351398199	0.491925593436099	0.564463678902796	0.483213743715958	0.574870342142435	0.580838728598539	0.485446405431137	0.625228175605639	0.428908256808396	0.553044480342869	0.559983684555072	0.461842230066476	0.545610648552805	0.42156360617476	0.396208882960547	0.476431264470256	0.319828149166192	0.752859180919684	0.47332751099992	0.658837240808389	0.507863739127744	0.526192900979202	0.669598321757366	0.437364285752129	0.524354212521133	0.608185838550776	0.430789602115935	0.456510539368502	0.655178512782971	0.594321394850657	0.586378872252355	0.540993618522679	0.522788652636838	0.459383425515597	0.558903414433555	0.532716951032325	0.411024759251311	0.58661572355697	0.456151461671489	0.475318483572291	0.500820709329591	0.824151079844075	0.727338744117807	0.477463120406322	0.522732428646486	0.510413675971518	0.224657218466952
SMAP1	0.906666828231132	0.898347956921728	0.753527541060009	0.884441709842124	0.791341801999879	0.850317947589042	0.811720387997677	0.841863873177567	0.766161354020963	0.841760014020558	0.549467297103161	0.834898313671093	0.556671272969723	0.940132236806286	0.860803984038429	0.865355864345832	0.92725062834352	0.898528945962385	0.841293071278552	0.836041649990979	0.857132673552474	0.798921320583196	0.941666671876863	0.820205547855804	0.790398601571156	0.851882637286616	0.67168358381482	0.883938839361051	0.873085445739421	0.951902113864694	0.835573172444787	0.486554134805627	1	0.892784211217907	0.819916132078732	0.887612736468728	0.86594973368499	0.758130692383338	0.750913186184332	0.643421911643572	0.89973927732292	0.933940808591015	0.577497790163535	0.830328131852105	0.727123121808454	0.813871972133222	0.828186742946934	0.831972496742199	0.819911492708952	0.771028229530585	0.855005810918416	0.830659216731175	0.865778115288023	0.857138519354898	0.867196859889205	0.870295162576949	0.802195468890692	0.733791307963497	0.898351733702559	0.709076120272516	0.820802690018434	0.798156768204074	0.964315828042418	0.813133576857251	0.895469672630732	0.826995569858608	0.698005604978424	0.732914282207261	0.813610860131369	0.901067465913603	0.848768370296161	0.85160401930932	0.815568238507401	0.361600805393466	0.911424514569609	0.833944833943627	0.807317168984103	0.954418858422656	0.861595636951338	0.609685972882678	0.889002801379612	0.835495141272696	0.858393082337122	0.816119166690005	0.9477399559861	0.850290952838788	0.80077558356627	0.910354923775107	0.726816150310725	0.821180434860704	0.800080580371685	0.793461995754188	0.758530067322275	0.782909471170587	0.86087315662231	0.749640252238821	0.0571778742408832
LPP	0.936700899494352	0.932880296672343	0.68784161455662	0.853205363075898	0.797513771177719	0.814263786489091	0.925070190996525	0.900075367497171	0.822184674906753	0.822629126560399	0.444766688910189	0.886421430469388	0.509876150688878	0.933215395116748	0.914584939577501	0.796892176235089	0.919216433687602	0.96857457941124	0.922750567670393	0.918243060863448	0.838866197795089	0.885214273668378	0.927585749245592	0.776184028266594	0.848377267110232	0.850689554388896	0.776512662408485	0.938570637624525	0.873482021008543	0.94305433687782	0.845468952061653	0.62675743261925	0.892784211217907	1	0.812000769003471	0.919788053764623	0.928220268689592	0.752173908912571	0.715570872111873	0.726919436867181	0.918723574394705	0.945571119854212	0.565294017017054	0.826548205415301	0.803246741975015	0.918501823485526	0.883449610338744	0.850817603481541	0.864886908910116	0.742424359554759	0.856620275827159	0.924010162434379	0.93731020399036	0.869033049307219	0.904198840920949	0.942677185649375	0.830798162064302	0.840824135093643	0.89369751583692	0.644463521103938	0.836053117725231	0.842300553280713	0.942639157575656	0.832514984269593	0.783116540567639	0.896997289733679	0.611449238010123	0.801235930082484	0.848674405825066	0.93782949098684	0.934624362750712	0.927810767464023	0.886020586556033	0.330199901274137	0.899232865153095	0.876936565753046	0.826652381120064	0.902780824258835	0.891426669170678	0.647082208023266	0.868134097092611	0.8165933040391	0.903793559176821	0.882052994132537	0.939977529698533	0.886458370940644	0.870781104720482	0.947798558296085	0.863251863513259	0.874716898736766	0.875919905354279	0.885353819898012	0.884643264204302	0.844208263526879	0.882419603164856	0.76864624898916	0.124206695175894
TSPAN12	0.848153069304251	0.835376749248791	0.475854356968335	0.805196363114804	0.528758287842676	0.704673618437561	0.875444643484376	0.84133823884417	0.813230006291736	0.773295091455518	0.154609520955113	0.942781558354148	0.125100584565788	0.864204870368716	0.860819886866945	0.653650267282465	0.808488796704709	0.817057429473675	0.864814142452969	0.80087158916043	0.919936803397004	0.845605276312269	0.915305059493367	0.865402479167346	0.855376046164757	0.96831819303494	0.659424411268656	0.926434442104528	0.8635647209075	0.85913711155648	0.945659065939341	0.448174732082143	0.819916132078732	0.812000769003471	1	0.75700990828741	0.833202321511977	0.948997449723572	0.440402128852498	0.498861917732775	0.761501298789773	0.812071409666825	0.303615201152609	0.91893124447832	0.544053128545205	0.794059832201471	0.88702681071243	0.92818974349463	0.936677395772511	0.921989198061743	0.651038286789965	0.732432227071951	0.862253467783485	0.91776789473929	0.744751353882593	0.875635443331134	0.922778527572905	0.761040556326236	0.916283504209652	0.44562601025555	0.952269352858571	0.952684374672855	0.844602010162903	0.954754563601243	0.862157978843036	0.894494092428685	0.914099865422558	0.827888039587567	0.855054668069175	0.923659488039788	0.738988107057037	0.8835390673486	0.82009171169183	0.026436640673022	0.881259906377667	0.620028828054816	0.959395907732457	0.881227367297879	0.864419196197358	0.313167696510516	0.842947051702803	0.643621238717678	0.891467831721632	0.927083187169113	0.871917625347891	0.915944277012399	0.885725514291846	0.88588758751959	0.714948711078	0.891052259421823	0.87631188924213	0.748819739553816	0.829053780130046	0.839457160993686	0.862970774857406	0.940150368046692	0.0998542562764851
SIRPA	0.898953502296047	0.897319572937744	0.834064127819321	0.906858667576822	0.882959832041001	0.898180452952039	0.817963078330666	0.876792379074705	0.755588309892373	0.910200271885093	0.579510552912667	0.80382086012904	0.610600003931362	0.940342242870186	0.840292123511039	0.860434219321501	0.940284535249903	0.932417823241332	0.869493194258917	0.902329754733995	0.79593875694637	0.809850354059222	0.902242540131206	0.825327597736728	0.758532248992341	0.797449141224755	0.734213222627049	0.887198838128705	0.889985398060461	0.938546635321061	0.786882531894836	0.60262583358145	0.887612736468728	0.919788053764623	0.75700990828741	1	0.92001562028111	0.681654839460592	0.806889539796869	0.806083255547219	0.885659542078545	0.921923021280952	0.724752361281852	0.818361366399105	0.812372988695572	0.823894964450075	0.801026881569886	0.8325102066934	0.801561569607553	0.630730120771502	0.949747143189631	0.904543925910698	0.89306117276781	0.80730503697811	0.977520147992396	0.902459025181343	0.785592916888087	0.799255454360712	0.830819401206277	0.721676016664737	0.780535509919176	0.772064961818626	0.942620275496191	0.736459761660277	0.752967123788346	0.824877921960001	0.57406238840041	0.711089219443861	0.769466692360671	0.883634360037599	0.862736910731919	0.863231256260973	0.850493571211434	0.527247702141067	0.867076876399021	0.885327279293865	0.736973739772448	0.858165907517389	0.81780948692119	0.753832729605675	0.853352852004078	0.824015329998941	0.876258655703639	0.793889950122311	0.922386778147983	0.821439298413811	0.748157638929781	0.88384320411731	0.76363928677794	0.814099330088864	0.817877940237873	0.891340289965488	0.806976814728258	0.794040997308171	0.833714646730343	0.68903946815526	0.143284464372151
PLXNB2	0.922787377001078	0.935797175459036	0.643156054299269	0.833149787260281	0.757355873808743	0.814385451872891	0.898210040451808	0.91342667938182	0.787128811138721	0.839453651376664	0.356059276073251	0.870517650972784	0.390755334286534	0.941934345925172	0.895735931982984	0.744122867787843	0.88625227402202	0.923164052082401	0.901504955234793	0.920723945871797	0.875719158469083	0.898051939628657	0.923368945727287	0.840995363557706	0.821302062693985	0.864834592731128	0.707923889609377	0.945948135458648	0.864282928399059	0.916024615709445	0.863731708883488	0.555096509551023	0.86594973368499	0.928220268689592	0.833202321511977	0.92001562028111	1	0.785752546425313	0.656339693846102	0.707548785630856	0.907286289882167	0.930374129908503	0.511899118948292	0.877881539560349	0.749780649501308	0.892466500879168	0.903538148649604	0.881221753249771	0.889327242123247	0.755289754233772	0.841227507060092	0.924146304024845	0.940900132326763	0.848614170022023	0.909904347028822	0.940996835043369	0.855184298089053	0.840551949625799	0.908872351342301	0.572462691015339	0.863485919739778	0.863962181533168	0.925928360414192	0.844786699987877	0.776101241840907	0.915275709235535	0.658090415049129	0.755448866576208	0.873478823997954	0.92703660689591	0.898993403111588	0.90327217209747	0.864851595459485	0.29044466585285	0.899325080137861	0.81476530463729	0.850379633497392	0.882628943845763	0.873314753264947	0.61422392554712	0.848795048042893	0.787124877643449	0.894634020899281	0.896594333059477	0.897779831283613	0.900498180720786	0.85973164892061	0.934759352223	0.866926550900214	0.896442137453892	0.915787283193838	0.863383262734121	0.858351987310214	0.873176009583611	0.86987848541471	0.792884446547926	0.224520752107603
KCNJ10	0.782740350225376	0.80019865559835	0.357437306655835	0.69808107101974	0.426301650748912	0.597684420760144	0.85430158871553	0.771853787563433	0.764373372171311	0.689412449231395	0.0213755387056225	0.938746654452276	0.0125121044054911	0.810719400291945	0.841578243928621	0.555226960190314	0.72319222045801	0.739301216674434	0.823251894536291	0.748247475969251	0.914183072714505	0.836167163439561	0.884394232032087	0.837053458142531	0.819885884773798	0.946296545887357	0.601200146968667	0.888790200814732	0.8149079924835	0.797424769698703	0.953984814021051	0.375512115262933	0.758130692383338	0.752173908912571	0.948997449723572	0.681654839460592	0.785752546425313	1	0.29886936858133	0.393183731242786	0.701043788122036	0.770634233463923	0.181062060780557	0.892437353577035	0.465885599929793	0.754435597192193	0.893562864978367	0.911203657556216	0.940948523979664	0.916531428595549	0.533454917196498	0.68795936985555	0.840725316220647	0.917965535483957	0.650097389823304	0.845620500424372	0.906539591930212	0.714936467525403	0.903083874921369	0.397525742123517	0.934598830335816	0.95057289367248	0.77383781117872	0.951968262506416	0.825371021776196	0.886599433418413	0.886458917374591	0.767523270740035	0.85505243846764	0.869243538427706	0.704625627089596	0.856282857569924	0.790047867704109	-0.133989368772127	0.840665747636477	0.550298374145344	0.971407622511926	0.836650506493886	0.821501780432321	0.184677087552976	0.786498323273145	0.581042557850846	0.857194686449414	0.932057486490099	0.79222801154484	0.905801224342434	0.903655598281885	0.846120403884854	0.705578260291256	0.881428208460402	0.86414719790974	0.676855091944232	0.783091074156424	0.820721594840812	0.809540047904419	0.951965218900971	0.0572910821683573
CXADR	0.70112417665516	0.654545418900348	0.88336606177667	0.794734105576723	0.835386629457013	0.77538900663897	0.521845687977494	0.647747527043231	0.521985752406846	0.767681724424955	0.748329889106599	0.488781859266288	0.797590357574972	0.704173888674688	0.527901801639236	0.797439277873451	0.774070797172283	0.744822756437926	0.63206942179143	0.697302930500617	0.490478654848424	0.459139800986515	0.660438024286368	0.55762086977952	0.461885486826627	0.48168941410937	0.581385442273384	0.578774868058335	0.629734896192785	0.738185362860927	0.446222615179363	0.494227960720974	0.750913186184332	0.715570872111873	0.440402128852498	0.806889539796869	0.656339693846102	0.29886936858133	1	0.75237382987569	0.713244513619597	0.725531667087642	0.799470257318223	0.511276864295694	0.69194866736576	0.56767965621658	0.449494684739339	0.538374637272024	0.43209332835738	0.340363043435348	0.87890938230453	0.688456109769484	0.607038319239415	0.529014701526387	0.816526198175212	0.648123803154233	0.490320035982441	0.581451310251757	0.533827129528027	0.718903320903132	0.464667003141693	0.44679350221264	0.770914467311114	0.410434285870186	0.536279847930079	0.495236803042118	0.315163668924215	0.462457295133791	0.464881813255855	0.617690063579235	0.640482118169811	0.572063373987234	0.597406550245743	0.707817373924086	0.623765097207528	0.833173522800092	0.383866113623006	0.640639008620181	0.549462484033172	0.787966210119973	0.616704868261715	0.707020509587487	0.573300471793594	0.450503053065106	0.74070165068957	0.505084207657197	0.410545511891313	0.644207479653281	0.512849314966004	0.495461465506884	0.466001831710424	0.682827655129738	0.560521693262802	0.473531856057302	0.599663552901912	0.351815834970823	0.0741992871329834
ADCY8	0.690500099561584	0.668797388210985	0.795263899316509	0.728316390537989	0.806409552096391	0.749649634967812	0.634061779461884	0.703972678978231	0.576778650669509	0.735143162158845	0.582087598877674	0.564951272739415	0.666246761863121	0.717163102815981	0.58623719027313	0.729092071359471	0.776804461818259	0.743090025960059	0.70439495877368	0.730642628484927	0.459426085144382	0.60716540502098	0.645493610646955	0.593517296590757	0.506436009552522	0.512909025908282	0.59741431622806	0.664531471819851	0.702874249877534	0.744319584019043	0.511195683895516	0.605729332368034	0.643421911643572	0.726919436867181	0.498861917732775	0.806083255547219	0.707548785630856	0.393183731242786	0.75237382987569	1	0.682772616065674	0.698884633491814	0.666172145738211	0.559999911651994	0.696476820437968	0.635675029772548	0.551535133387198	0.630190182756903	0.5552165952893	0.299453661129755	0.854822020206641	0.690373500708123	0.67222627192225	0.553277741611069	0.822787972305204	0.710591668245068	0.545271643910679	0.690127395859477	0.539244193092958	0.67500766230352	0.521075718801057	0.532855266719686	0.732199100238715	0.438531667524406	0.499600278967331	0.606467026447564	0.271688018465969	0.516007334501245	0.482948963730263	0.662998414001335	0.700170961120363	0.640774716518939	0.684688299773763	0.660268922916812	0.616287443389101	0.732444232947509	0.450872359095421	0.607044249300715	0.574378331003184	0.776502695342041	0.646324554537326	0.624451548597938	0.594246416498072	0.536664658659603	0.719916340372818	0.53593215032565	0.485595485880175	0.659941468596004	0.559340280552069	0.578057278193877	0.583081069535733	0.751293268260857	0.647024767772653	0.547989214939719	0.598161303865597	0.410361605657925	0.110162352431058
NECTIN2	0.892056746449973	0.909467425592707	0.670898188431291	0.811047961792817	0.763839902544152	0.796788009864134	0.837885230479814	0.863746538089867	0.786592593421697	0.770314320506977	0.446547887401163	0.810840987257643	0.507912665427281	0.909539722568165	0.852805384070713	0.78299338272148	0.878293353804063	0.89755902387415	0.863503324900697	0.885462128636782	0.848168092843825	0.849517657170115	0.906764180894512	0.764637654033096	0.781160992147933	0.817211593113949	0.72604911403706	0.882137339322602	0.812124091185878	0.905603055009233	0.805442095150209	0.581475147495404	0.89973927732292	0.918723574394705	0.761501298789773	0.885659542078545	0.907286289882167	0.701043788122036	0.713244513619597	0.682772616065674	1	0.932093241337919	0.519448632433213	0.798172939932339	0.695553685215137	0.842814539878957	0.826287733459583	0.816484367180445	0.816892727512482	0.714320133910147	0.835518006088081	0.880240428816255	0.881162319322344	0.797724047636333	0.859582455994369	0.894097702588912	0.778087953380776	0.828673653859225	0.886486483192105	0.620342410313496	0.798048431334418	0.781498491497837	0.926949658210112	0.79825249859291	0.778381252188119	0.847653882447486	0.591995958181087	0.74226472603214	0.812624363171843	0.894080994904641	0.884951346619245	0.838449043311589	0.835705930462429	0.340374324080792	0.872064050183391	0.859482614746206	0.788780601760114	0.896215071435175	0.849254392163223	0.621737890629036	0.849004559015716	0.80324749367327	0.82606778706839	0.817259487319688	0.881396416128885	0.83804926249833	0.817234364169328	0.9205102463714	0.835030944563085	0.844814611844158	0.830286996093516	0.826619740647171	0.844391326947944	0.783165039426831	0.863113890564888	0.734256915458204	0.170825729039402
LTBR	0.934064047262065	0.967170642673328	0.716553149016109	0.830999621773023	0.807210135829036	0.850866921745964	0.893379237152475	0.89263475071292	0.789884601960521	0.842051966681488	0.452010663881999	0.875192257502996	0.518156032625099	0.953357000680427	0.911137834320227	0.813842796844274	0.912478920126415	0.934977691945033	0.901807463294933	0.903605073375879	0.863073910372444	0.866739745247576	0.957602077645012	0.824448559847042	0.799972008461908	0.847714850087468	0.711222299875352	0.919613815798655	0.855441908410854	0.948300832757163	0.860816956700457	0.530871628745723	0.933940808591015	0.945571119854212	0.812071409666825	0.921923021280952	0.930374129908503	0.770634233463923	0.725531667087642	0.698884633491814	0.932093241337919	1	0.553846853315706	0.872445615952679	0.738061296807497	0.899343558473206	0.892756136655797	0.88166893295758	0.870434596740583	0.755240413721175	0.852132411292047	0.916606233663479	0.936384023384936	0.889881133103758	0.912692324880943	0.932819664210892	0.854458163318484	0.79648198299945	0.924923671169042	0.668361455822843	0.836515877885577	0.851853118984618	0.964130826598834	0.840974124272275	0.821366285818658	0.907158363640608	0.630477749791664	0.722044416028083	0.878477538938423	0.919085213570999	0.939385127478383	0.91258182079226	0.855701165100626	0.310940271317658	0.910876405368891	0.861803540305528	0.841206286122372	0.936451134819517	0.874622304575834	0.597016655894355	0.856034265718829	0.832588375270484	0.880199293609068	0.879689920336299	0.926540448089765	0.886496314459336	0.880260764662018	0.951927979013226	0.859230821822153	0.8856067881093	0.873837816832511	0.840408226555404	0.826352165833083	0.829693917484415	0.891711942696288	0.777797926141317	0.0882085154664115
NOTCH3	0.514433285837756	0.464263511923412	0.874672533714266	0.721258373150422	0.817070733249377	0.720736052955158	0.316286098348539	0.479260724309592	0.416156390919283	0.674660301486183	0.89444677603851	0.328106868036517	0.830416050295417	0.573578281468984	0.36772439208622	0.760722858644488	0.692013906488942	0.583000558846207	0.445846835004534	0.526031636098128	0.311312663310573	0.318271368556856	0.484646958677745	0.477486966585886	0.415306702224679	0.353365705617569	0.451544374833952	0.420895838650417	0.566832085833819	0.603928798031848	0.325606571848675	0.456974911907273	0.577497790163535	0.565294017017054	0.303615201152609	0.724752361281852	0.511899118948292	0.181062060780557	0.799470257318223	0.666172145738211	0.519448632433213	0.553846853315706	1	0.384136392877225	0.657117576689548	0.347028097172017	0.279516656210698	0.384894672537596	0.294238465908029	0.157979417506385	0.789391676991838	0.519234903421305	0.438304110826656	0.357790623156942	0.755117361135257	0.454652544298594	0.333824646614318	0.408231507153658	0.348427938620748	0.720812006362821	0.308593253686539	0.249067134757406	0.612032445981386	0.22080610006067	0.418455266749259	0.303539592052735	0.182005242848312	0.344292044733328	0.273129543961605	0.46351592729178	0.451526475688782	0.424263556009851	0.474577548876516	0.833548430173828	0.481235518268261	0.66856543864413	0.210338049854118	0.476952874512768	0.404187050170129	0.788434604745473	0.517744658612209	0.598202902642861	0.489644317242677	0.260396814731766	0.607276988145718	0.339521907839203	0.205457769246236	0.44613199070417	0.247809745335498	0.334251372818757	0.299169471447457	0.628636839137092	0.380107052988655	0.366397115264341	0.415262165001693	0.201239932869561	0.0631761241316078
ADORA1	0.866547644776713	0.908127650592128	0.536808028325897	0.778972056295781	0.609715690314042	0.806380864373199	0.87603852978378	0.87321133626678	0.799088152339135	0.812383962980586	0.232832244632681	0.903558273592075	0.212911809540624	0.903129111733363	0.87212099057272	0.703436994847408	0.833812961737822	0.831008737169256	0.87159100765914	0.830808903459042	0.908385675866872	0.866795322753414	0.931312944089495	0.889176563916179	0.810366089044017	0.93373680638868	0.660246889444783	0.917107495785565	0.833130667503379	0.865663028129133	0.932972206359167	0.443154249009006	0.830328131852105	0.826548205415301	0.91893124447832	0.818361366399105	0.877881539560349	0.892437353577035	0.511276864295694	0.559999911651994	0.798172939932339	0.872445615952679	0.384136392877225	1	0.583286088596347	0.822194287751469	0.901707877914703	0.932666725250085	0.924345030249284	0.870981417017772	0.711686733090616	0.786856762635075	0.885024181404683	0.896853825533494	0.820257016684214	0.891029869463949	0.913399829293703	0.758930345416273	0.93478719762492	0.478863822454368	0.90665834882491	0.935020779507843	0.878098984509909	0.910732351894732	0.824910031099	0.927833709347515	0.807101259794244	0.740780150883053	0.894425961405436	0.906550648082304	0.801126830117647	0.863775720396006	0.788753177330955	0.0987313335805919	0.886996816338361	0.6683198245866	0.920008720873131	0.900075500319849	0.851391124764982	0.357952226512644	0.809259329841563	0.725542025421162	0.879607744113659	0.912408429496019	0.850178120235366	0.918230231402557	0.880229679016343	0.901543846156881	0.766408959185328	0.889693238712539	0.881107886946107	0.775365321818427	0.788448528704577	0.821851656219813	0.878426149233251	0.896101590554572	0.0653357359713929
