""	CD69	LAG3	ITGAL	ITGA4	PTPRC	CXCR6	SIGIRR	IL2RG	IFITM1	CTLA4	CD2	SELL	CD82	IL2RA	CCR4	CXCR4	PTGER4	CD47	SPN	CD6	ITGA6	RIPK1	TNFRSF1B	CD3D	CXCR3	CD27	CD28	CCR5	ITGB1	ITGB2	CD7	CD4	TSPAN5	CD226	CD44	CD3G	S1PR4	PTPRJ	RPSA	CCR6	SLC1A5	LDLR	CLEC2D	CD96	RACK1	F2R	ICOS	SMAD3	TIGIT	SIRPG	CD63	ADGRE5	SORL1	IL6R	TNFRSF14	TSPAN14	CD8A	C1QBP	JMJD6	SLC16A7	CD46	NOTCH1	TFRC	SMAP1	LRP10	NOTCH2	CD81	TRADD	LPP	HAVCR2	TNFRSF25	PDCD1	CD247	CD8B	TNFRSF1A	ADCY7	IFNAR1	CRTAM	KLRD1	IGF2R	ACTR2	CAP1	FAS	HLA.DPB1	CD74	PILRB	PTGER2	ATP5F1B	VSIR	STX4	CANX	SLC16A1	PTPRA	KLRB1	LAMP1	APLP2
CCR5	0.139161127418902	0.713118410294893	0.831876249475092	0.724023354849098	0.638760156015821	0.731933076082989	0.525691594644876	0.550824964752288	0.144060055602323	0.493730620147075	0.621649744812897	0.0328918054161862	0.43363680414967	0.506449353682758	0.0282316393980129	0.387243470854147	0.0265826272849512	0.432663678867439	0.590764501814177	0.43611340671737	0.206761256558007	0.490890873161219	0.578044131732928	0.490633924107822	0.745581725943248	0.689493691999956	0.414956431282238	1	0.352986653512954	0.644999099363056	0.492287938259388	0.44931557522545	0.624188206891482	0.240950554892879	0.490959157894092	0.459180583741756	0.42883116302959	0.709569534975435	0.0321960502239018	0.231306433276398	0.456915502756623	0.4186333994126	0.505800138706484	0.625263872118249	0.157315962222125	0.729587742058294	0.362229004017857	0.349756923024599	0.562183283821029	0.608221610087476	0.387575912685824	0.597286342214511	0.232102952732802	0.387471699370046	0.404004041005025	0.444839615766089	0.64685060273756	0.268737139580113	0.666011378205234	0.496167475141116	0.515532480094883	0.545960938454382	0.567080294181631	0.380873540444601	0.479895747894429	0.470398847115932	0.607547975923575	0.136196173181366	0.46241933990066	0.575599540523316	0.173096939852345	0.613601009295087	0.575189095198026	0.588406997663154	0.434430158340845	0.614719075659555	0.441102485289994	0.549573128829719	0.393568490673223	0.644212270044637	0.532084387538964	0.536011060293783	0.403662789467155	0.519325828144404	0.517062832289483	0.697146552008249	-0.0937150056628814	0.434962103897472	0.289382232302305	0.528437812891784	0.449490960321021	0.532814497287725	0.539824633721213	0.0456041261220897	0.51502153621127	0.410028417467984
ITGB1	0.618753683104238	0.381994362167296	0.491345898061	0.710130706597616	0.696353232411944	0.346042184738985	0.767418847180345	0.715253098641402	0.6218882775484	0.571560561204426	0.682797481626882	0.681636055370516	0.770445080570616	0.609998789416479	0.663111988301418	0.625297859152046	0.627322318614669	0.870128175512015	0.768791904229687	0.748420742627079	0.864687052440669	0.761447813204337	0.694210906177803	0.696044270134184	0.431604694142943	0.473593151588327	0.73513641074637	0.352986653512954	1	0.80209275024984	0.636475148174683	0.802848634764451	0.747428466972319	0.721103194068639	0.833691094308272	0.722729736369255	0.764765210281351	0.657806490045208	0.721295354401964	0.652607286451898	0.861100412223007	0.853052283538595	0.704856845735246	0.602470708168851	0.794768171472044	0.334265698585716	0.683325203720208	0.842528576626687	0.390379669947488	0.577716605799397	0.877049088185122	0.785854795210662	0.749884588112893	0.825481737613167	0.755377586868075	0.891541522418767	-0.0235608095184637	0.898693667198962	0.548672820950655	0.756400250598848	0.846638216411726	0.869683439541001	0.776726500177423	0.850501684393894	0.832476565701778	0.801002817926376	0.815881998357022	0.696232835606243	0.930427826172524	0.618775790977515	0.717952677562708	0.476474835886094	0.640272604955603	-0.0654930164533294	0.861894020203329	0.658572662521298	0.89652056528478	0.000648974408870372	-0.0938611951183421	0.779364252402957	0.91874451442761	0.907354912758745	0.716075834899792	0.727269922128756	0.81952498130622	0.550407448095981	0.550828093285389	0.932568541378181	0.831116140593204	0.858930719903414	0.94573188531188	0.833138981356941	0.873352680042307	0.572998058928833	0.88397678557769	0.850666791532675
ITGB2	0.610895387606019	0.64531079348653	0.77103253723303	0.824242341790061	0.828591600833253	0.625748030152353	0.859778854248775	0.851126000232676	0.620450174216925	0.66283288151797	0.83041635494061	0.561181056796399	0.834945997180472	0.695558085892721	0.533920726979457	0.725374495443251	0.557228462867663	0.868161120591342	0.869104323626642	0.814201971119529	0.566189863704998	0.770482479161404	0.770694962287092	0.808752852196903	0.694374527513629	0.674707614076721	0.739339234308548	0.644999099363056	0.80209275024984	1	0.770420795367981	0.823189151625344	0.844949889620383	0.708221059257621	0.881218187434202	0.79592655464586	0.796117916458166	0.818240306130446	0.618256557068766	0.618881224314216	0.849626198044647	0.794845560552123	0.767062097014835	0.797748674501374	0.714604247955786	0.47692453510685	0.693245590666223	0.758409555454264	0.535444805866422	0.716000352365458	0.74571775227199	0.900459286311932	0.734140914546521	0.778340877457252	0.814270824356332	0.854235033577341	0.298723091571463	0.778955139746008	0.726612947283547	0.76877615950867	0.827271336919922	0.822234808640334	0.869899502276592	0.827909709947709	0.839153928038943	0.819830712356223	0.850056077196245	0.649688218364733	0.791032941580481	0.754797544833399	0.65826624771537	0.701718370595828	0.811483979295942	0.253875054774004	0.75573839705628	0.811116601109874	0.848804173111494	0.304274293053406	0.191944308893677	0.850391873065621	0.915053554071142	0.928739295266644	0.742316771663659	0.780794193208666	0.837896180639041	0.666302590361348	0.451351152867997	0.853389275906215	0.801719260353988	0.894047884884946	0.840843392305326	0.77582287235466	0.861230532468691	0.532796270766052	0.895310568524231	0.715926902383935
CD7	0.660617836664612	0.685499935428485	0.586523234586945	0.750609445185929	0.7567562750878	0.71927801589928	0.841623487381323	0.947754631529782	0.636317106617362	0.892081619899137	0.919234458327959	0.579225049231748	0.900528830210163	0.886138646678213	0.677779041525301	0.672485667850563	0.55797345491393	0.777552241805639	0.801033484508192	0.840963836528495	0.298261578759775	0.679122510842151	0.855961431926118	0.91243382637959	0.665127879425571	0.729649692849947	0.882266429967324	0.492287938259388	0.636475148174683	0.770420795367981	1	0.879581953939912	0.809789667518302	0.824971830855716	0.706030228002291	0.847386974374594	0.828742682753411	0.634183361962294	0.643675864876905	0.827214851562792	0.688547476944982	0.704514053982003	0.776517621424387	0.808675851564339	0.70976931312781	0.13964979650558	0.890780849672513	0.652812820496009	0.711628649957675	0.834656112816133	0.458405500677697	0.732250460277188	0.649521228278736	0.78407523472172	0.812935426623977	0.751766863528123	-0.022671693474816	0.626707882461393	0.47168543540991	0.609186614023762	0.689694307032189	0.593794309868303	0.831134381292119	0.818046313419398	0.880262988733597	0.826353342752802	0.490971400673256	0.793952185499191	0.581648335522801	0.560891870831855	0.830926496899255	0.767863875624873	0.915262994109901	-0.0384557652557296	0.440444741985599	0.580815636883161	0.63920173872541	0.0217318930462173	-0.0395082608688995	0.658664634033337	0.754785510161009	0.779686998989033	0.886579795791037	0.402265357279443	0.504149159704135	0.342106610142245	0.462799967341785	0.680725253378381	0.808501544889876	0.652330850401862	0.588443571202157	0.683732543911303	0.771036245618539	0.709052832680487	0.692047919654606	0.403863741961133
CD4	0.624271506911461	0.58314325337591	0.571141034629307	0.797359979375906	0.751949709464733	0.608186902573873	0.822891318782122	0.89903030124567	0.580580456075484	0.86124552161327	0.864227186699716	0.62413979419558	0.913393743633871	0.878895233114697	0.754783835800246	0.598111062241484	0.573231656134443	0.822886239679123	0.849496741468594	0.847404239053867	0.525578035752471	0.755802335834191	0.873603169360038	0.835143379442735	0.55484573321371	0.624218810534185	0.891399336325468	0.44931557522545	0.802848634764451	0.823189151625344	0.879581953939912	1	0.783309465553922	0.883705912326838	0.801277625102722	0.804966692422171	0.83130968290135	0.717909614232706	0.673889677549366	0.848995931523034	0.806855878606202	0.804286682108498	0.78182941888516	0.733478109975769	0.74905008625461	0.141580526375462	0.877449281960745	0.755898445453431	0.637233948517787	0.779269401654927	0.647123341948224	0.772178507784016	0.728242095716935	0.906559292450539	0.814551675533647	0.852893638897362	-0.142838477463554	0.747673776175913	0.410040320155861	0.682291302701645	0.790691647788973	0.704994978528321	0.919273334330014	0.870206139746146	0.910568803348301	0.910198224797566	0.603828965631599	0.793252395022592	0.755747163103312	0.680096592645102	0.8557013072111	0.656438412994952	0.834826943972995	-0.186280952660687	0.627747000942079	0.638562990146591	0.793221354447209	-0.0886739217958936	-0.186477191686479	0.750484598958242	0.87882767463765	0.882535867887148	0.890774977520316	0.581543853431546	0.696201689714848	0.408498720372571	0.496532295507749	0.80445001181702	0.869361721623929	0.749678679713334	0.770576935451561	0.792773280642497	0.852685122710251	0.690363347833962	0.82011906350742	0.636754240439254
TSPAN5	0.665313648871196	0.641160956250327	0.730146206200992	0.838772791088815	0.886351942879684	0.682243122000098	0.871295753223799	0.872171845134834	0.62019301521068	0.720221432576383	0.893303002544992	0.55856065858337	0.799745691926557	0.731328580502123	0.58521802656925	0.76889517358796	0.572471606356683	0.849823386539632	0.841621038099063	0.796149498770116	0.478491142168568	0.795304060203347	0.801453389694748	0.853110110616454	0.685273303223521	0.759373413112867	0.819163248456886	0.624188206891482	0.747428466972319	0.844949889620383	0.809789667518302	0.783309465553922	1	0.69192498000409	0.825327883698162	0.842807477718348	0.801080438154884	0.728986556065167	0.584655463876889	0.699185145021209	0.775757671758566	0.805272886240194	0.830439220181778	0.839092945942951	0.677527833430668	0.439530765295624	0.766398245104742	0.711532320425179	0.635817925919342	0.768220294290442	0.605296873621785	0.860361830082341	0.687473519575603	0.770313480826015	0.839069530555872	0.828602793833096	0.265109039220865	0.686325381653633	0.722246186652361	0.748289581484104	0.805737106822917	0.766460117310388	0.798193275283328	0.804025872932357	0.857294110898558	0.783457673956754	0.712802635206783	0.658667815712306	0.731728430139498	0.592754900005867	0.708526436650633	0.718172684102929	0.860099193992477	0.235040701527867	0.615597951552072	0.724872014127175	0.736170089304836	0.293773056257016	0.15114118803103	0.791115342026141	0.841154147994423	0.828593552363685	0.787591615961403	0.567556615434409	0.635037891048348	0.604781901201823	0.441365648883899	0.749709150513375	0.771013938633018	0.794440194611097	0.7152798358367	0.736742446569759	0.866230599315292	0.544462164526777	0.788353224586101	0.568632826407168
CD226	0.737565833700294	0.425172861988087	0.42230168623643	0.650524813103677	0.676422041823604	0.455562307955025	0.779948371651167	0.845600418451572	0.686372786788784	0.729388163611746	0.784084759384643	0.706457915476202	0.8841559264689	0.725512850265298	0.786778985095806	0.648509314820832	0.713882840962929	0.786781776111666	0.781599361305577	0.868111929396432	0.43288169978767	0.679569341667312	0.697980936686955	0.806211234243222	0.423711016959762	0.465884750315469	0.82021653750255	0.240950554892879	0.721103194068639	0.708221059257621	0.824971830855716	0.883705912326838	0.69192498000409	1	0.749336164730809	0.792677977823578	0.789778850856847	0.521745365324881	0.757479155628474	0.80739547661402	0.693743012393048	0.72358797963267	0.740679360940033	0.725220446289236	0.78992912682026	-0.0341870461828924	0.802895188534711	0.753606475021041	0.457470483068582	0.615078373937541	0.497734060095359	0.716264017420144	0.786370429362463	0.803275832414872	0.792635684520411	0.802059531283129	-0.252838064298567	0.696881600845489	0.303354801997428	0.6535870844698	0.735587138629197	0.585515595692864	0.764581764402492	0.829874635450381	0.837368305700712	0.838994558665445	0.44106257553461	0.849515145274681	0.635919155537069	0.489887742412727	0.897114958817608	0.622556520631212	0.771267178423256	-0.269135140274682	0.465789284309573	0.548573127354546	0.678689857750478	-0.181302935853333	-0.205336691237681	0.630634753710357	0.752943725998577	0.761654042929106	0.818243639196477	0.398036271222879	0.519105400607761	0.281037345826184	0.661715010792651	0.690882121876481	0.890181457638518	0.646477824286042	0.64455625524928	0.633015572376916	0.76950748871059	0.808131635312529	0.686637822459444	0.455650111791154
CD44	0.759262488952557	0.436689938717275	0.694228644748326	0.785589164302594	0.89491048056	0.427830182248302	0.829904565483464	0.800740574010798	0.718833015528678	0.569344311851947	0.790892212661253	0.734835929402821	0.785599678320689	0.612739845938629	0.687008396995543	0.814950323408079	0.72433660941422	0.918990949292153	0.826012210039238	0.804670834652843	0.605940989392665	0.820533136752796	0.731895160275125	0.802100801818259	0.525409222155643	0.64830110178153	0.800735876791016	0.490959157894092	0.833691094308272	0.881218187434202	0.706030228002291	0.801277625102722	0.825327883698162	0.749336164730809	1	0.835099998645555	0.804042052301679	0.731637046048439	0.718332001628832	0.681858165212666	0.811740605613999	0.873861689377962	0.864388079089618	0.763815776636527	0.797545815983584	0.39820925382608	0.727280474861279	0.840763580267277	0.496229439956394	0.595700029776505	0.690073282658049	0.927788899726	0.864455582444459	0.831721453630606	0.863788360331965	0.90693197556659	0.179256693675802	0.781770945040204	0.668178929031752	0.846122070758415	0.880092169881044	0.798858764900681	0.797534052088412	0.839312663866341	0.852627938997607	0.791705979381331	0.753467987833212	0.697555012175944	0.81640315466759	0.593305846480563	0.749817529688673	0.535105068025428	0.754329702646427	0.152371900298651	0.686742617971198	0.808449919827081	0.871282738796067	0.232260311566866	0.0159472839301031	0.812021847300674	0.914024235980411	0.872688994195731	0.773652470974037	0.673484724642008	0.747535521621759	0.635952920816813	0.625466038896789	0.798225058500612	0.850279093529864	0.884993282196965	0.819956222039363	0.755777216277256	0.894039283992327	0.563271862797902	0.841847736892211	0.687809762214607
CD3G	0.84939909582695	0.492542675988926	0.617695421752116	0.762955837221956	0.875323739211763	0.582584443642031	0.90288904553573	0.903697032337233	0.829887799406069	0.693533599868096	0.912940960420817	0.748848404105303	0.852944795687162	0.711129021658318	0.768847545613302	0.881582972182614	0.778588724592395	0.897255892538693	0.826566655040683	0.877831255443217	0.404790104668622	0.777588124022629	0.766007384189926	0.963716802254104	0.638234345265274	0.751890091851032	0.858950578827235	0.459180583741756	0.722729736369255	0.79592655464586	0.847386974374594	0.804966692422171	0.842807477718348	0.792677977823578	0.835099998645555	1	0.903661476033494	0.590547440066136	0.783193690248706	0.803359478409533	0.708633950978611	0.80775531496089	0.871941290075811	0.846177022580413	0.845984529432563	0.2317897297979	0.873217820522233	0.73971235978727	0.589281907006214	0.713673745302347	0.457702211124503	0.841545204981884	0.782463930369497	0.759532310646006	0.927088743191127	0.824120938306905	0.109517218296684	0.712377482614425	0.613486769694787	0.762869574026971	0.76686088652749	0.642285899758039	0.72393836513749	0.872993280445406	0.868579874613337	0.762970610640118	0.577446428922684	0.834321479040905	0.628077769349107	0.439670524882516	0.837332833967469	0.65190546606339	0.8984747368304	0.109127099028335	0.471914102629433	0.614522317364542	0.692182378530923	0.134594266500147	-0.0364900562048421	0.694848006323082	0.792930893787961	0.796068510024034	0.851433997705595	0.435376231947012	0.513058156076204	0.41100125345901	0.641311707859763	0.71998457411326	0.854877161456282	0.704978829555722	0.624157346899951	0.662454565161254	0.840126682319026	0.739590946308355	0.712794551819528	0.406256272385235
S1PR4	0.775414277174539	0.515698431260915	0.554893912705843	0.757684059144013	0.785373585709071	0.573327243746029	0.875532258182468	0.889490452517798	0.740660208058302	0.735789091916861	0.88552759047799	0.692175445448154	0.862913528285002	0.737191929529843	0.727055657713207	0.789919984116854	0.668844662597503	0.864986350348334	0.80935537194425	0.849791182060022	0.45281743457713	0.751182546096039	0.79664097775051	0.917477251158776	0.643161389836417	0.718574096020218	0.839895909649266	0.42883116302959	0.764765210281351	0.796117916458166	0.828742682753411	0.83130968290135	0.801080438154884	0.789778850856847	0.804042052301679	0.903661476033494	1	0.60763107495004	0.747124755262566	0.821774090148771	0.768706006588346	0.788818629082881	0.797541436004995	0.761176976277363	0.822245322261179	0.187134676633961	0.85548535314596	0.735624250067805	0.604202004520686	0.727838805695634	0.527796563216442	0.780123538534914	0.720533293615815	0.772998226312223	0.885576089846663	0.825088389911616	0.0118451954520349	0.750854965961909	0.543400035512167	0.696915366187768	0.749051080294825	0.647080449632801	0.747065100987564	0.864288759206053	0.866500961977465	0.785812757051987	0.599511174831382	0.833088332070033	0.655448141219885	0.515843676459335	0.825812179648668	0.664412355418136	0.871673091425349	-0.0035911415130322	0.547189535159661	0.608084177159228	0.710386950529647	0.0283893835875162	-0.0900302201657788	0.706991476264469	0.823734496862282	0.835279339700593	0.857315897538849	0.497777290185446	0.589219765503095	0.363304090042843	0.586192093913322	0.775176488268147	0.87684813948874	0.726967685143143	0.673219414879808	0.716665799691493	0.814424617792334	0.750739674209569	0.7253163550229	0.476343272216119
PTPRJ	0.298032914905395	0.642524256919693	0.782281302644986	0.814211568920388	0.738632336901278	0.66805868803813	0.661136442629748	0.682829103827189	0.290437954206045	0.664297305126748	0.712145697541908	0.283101116384158	0.630821038712227	0.665212137596631	0.317254597042876	0.461829222222764	0.238987142068425	0.654175379609566	0.72484927249097	0.584258988216546	0.499679293348271	0.677156321125523	0.777582904580616	0.595306798256033	0.681794695471446	0.72018258007821	0.634432946698401	0.709569534975435	0.657806490045208	0.818240306130446	0.634183361962294	0.717909614232706	0.728986556065167	0.521745365324881	0.731637046048439	0.590547440066136	0.60763107495004	1	0.273576243075355	0.48991701265469	0.734544894498612	0.662719211393267	0.66582362318588	0.627275120310227	0.39802326670172	0.566437950064311	0.592567745623628	0.590396234838539	0.675218929099993	0.730314236059455	0.688721221021434	0.747841600933782	0.499536820751912	0.70009399130378	0.594612548875328	0.727070636290162	0.350624258926766	0.556534338288178	0.6420136031252	0.60230222287318	0.706131433866109	0.732929664027518	0.807850662374544	0.600387476919703	0.703111057270824	0.68903483024103	0.768467539845479	0.353228339509494	0.761468412326296	0.789117770408454	0.439932642602594	0.599938351515299	0.663408655048093	0.29223358121186	0.706642374788592	0.752580805412436	0.764825952975342	0.331060674664372	0.214985544483498	0.812550674214327	0.803924454108884	0.802542811892288	0.603055906968716	0.743210061152062	0.790987678003353	0.699439087289702	0.141695629592495	0.689278409299233	0.585435476301246	0.765329180554371	0.74049182667133	0.768767311738812	0.74966617317164	0.20876507937946	0.798197409202797	0.728390042547544
RPSA	0.894586976975992	0.141762307458347	0.22557828234228	0.403091620821058	0.564433600822	0.0994355738294647	0.758247593672382	0.674899224756827	0.916456861260034	0.390156580540648	0.614434181199127	0.920636410508613	0.751546193957804	0.438218221839561	0.828036026996253	0.77769810489825	0.893981827818511	0.816710240772744	0.616875368299238	0.790882987531147	0.511003994184653	0.557131368810139	0.464016157049639	0.762353485592326	0.219997442407393	0.328986004278507	0.685016662867088	0.0321960502239018	0.721295354401964	0.618256557068766	0.643675864876905	0.673889677549366	0.584655463876889	0.757479155628474	0.718332001628832	0.783193690248706	0.747124755262566	0.273576243075355	1	0.693634517625237	0.61538593133412	0.709261988812903	0.641834289330833	0.585598903871411	0.98466314377578	-0.0838806463534053	0.686034584563302	0.742963083017142	0.160183562511669	0.389038318776364	0.476587381673498	0.668498087518553	0.828228664379732	0.655344925137053	0.813005862492192	0.718895383575679	-0.203379766591945	0.832339178935289	0.331076537964897	0.650723538673347	0.653728185255472	0.532835156798777	0.53058373484434	0.822545657487902	0.717774769281006	0.650309528312996	0.474499837946364	0.899750922797691	0.555161513976627	0.22091510003056	0.851806518210252	0.367364792420603	0.610488581586175	-0.193373636176113	0.467706009690549	0.449900504112325	0.629171141684888	-0.139396980329946	-0.248333397923644	0.430345057982301	0.668381044873658	0.687176463945607	0.71174984488866	0.361731278285386	0.453094019129267	0.176908915766166	0.858154275923136	0.72247520597476	0.852756544320578	0.619559129896146	0.60911756144279	0.472674294254689	0.683048119379293	0.842037631741598	0.595586206057712	0.387404678117542
CCR6	0.707858999681392	0.395837546970372	0.35458931592777	0.639109452622889	0.686401283830948	0.49076955588441	0.754510969294648	0.85315114958243	0.619322938159798	0.807882879212844	0.813096850266617	0.639722308401103	0.821262933698495	0.828037666894631	0.849908910996886	0.605366753470321	0.611679426528205	0.747132365777213	0.687127244372786	0.751148059089962	0.339128379025873	0.702016716851172	0.8391346442791	0.841274500236999	0.439068360480991	0.623974163521771	0.906107594437196	0.231306433276398	0.652607286451898	0.618881224314216	0.827214851562792	0.848995931523034	0.699185145021209	0.80739547661402	0.681858165212666	0.803359478409533	0.821774090148771	0.48991701265469	0.693634517625237	1	0.649315470062559	0.743990529091732	0.739784759287915	0.641739979555269	0.744610246013796	-0.0929183898843163	0.923399118041101	0.631580336053813	0.660273280260683	0.691474063390385	0.383372380595807	0.634264973890969	0.634900800387616	0.822342884286574	0.833063261544115	0.741609742264176	-0.312367429120975	0.630578801083618	0.272521186773571	0.56000685522512	0.636777005717798	0.513801389667117	0.741526613651303	0.787916725118009	0.835309487913544	0.756388214805391	0.32790097345145	0.835875081380583	0.560086254913299	0.382393982075666	0.90636288039439	0.512712916245568	0.801950527575712	-0.330293670455064	0.358759475386006	0.436984323436729	0.601338819701461	-0.226885007106231	-0.347502607805646	0.547551365266762	0.726898568444583	0.695450834229007	0.910549677087283	0.320721599487666	0.429255025533645	0.150631748646848	0.538683876638569	0.615550174225254	0.827346144126955	0.573059681805697	0.54041007111367	0.656871223202645	0.721083762336534	0.758455360737873	0.602734615729084	0.358419373243344
SLC1A5	0.562509640071447	0.496797493718235	0.588105247102649	0.772843318894533	0.713243849512077	0.49007591395379	0.79719605008749	0.763678338264425	0.533801985432797	0.664736360971975	0.750894568218347	0.567398088127896	0.780572478456435	0.67324848993461	0.585150087718023	0.610509816980535	0.51604549345247	0.821863854710636	0.807346999191461	0.736969219264178	0.692612058167	0.761669393720134	0.780323828852978	0.715273802912712	0.562976819258332	0.574953317035966	0.726293183757066	0.456915502756623	0.861100412223007	0.849626198044647	0.688547476944982	0.806855878606202	0.775757671758566	0.693743012393048	0.811740605613999	0.708633950978611	0.768706006588346	0.734544894498612	0.61538593133412	0.649315470062559	1	0.791238159310772	0.681950320386341	0.635436477501577	0.705985814535926	0.345382343970985	0.703038767046158	0.770303112775132	0.531862325307669	0.706283129563791	0.789950676471896	0.795466435638474	0.657216014230607	0.787553788987442	0.74422595310254	0.836679992017634	0.0826229709335901	0.856302372680413	0.60496493790679	0.712843182694178	0.772801561639977	0.802749153148254	0.821908523191423	0.783931665136907	0.825112419426377	0.773955764262917	0.809419798178593	0.629442851162691	0.811427391673632	0.716108616362153	0.657934825907516	0.586445815412125	0.712787602866179	0.0485661095393623	0.823797268481954	0.712396175772988	0.829451532573077	0.137162180390801	0.0470372279783607	0.779129318899423	0.913655128723322	0.921510000744549	0.740071715123411	0.743261742840186	0.829656336262366	0.567465764749278	0.447085104443537	0.908093643729487	0.811149489596413	0.837984416515765	0.885792651105473	0.797526993944046	0.833077480224352	0.495846038061671	0.86536882703351	0.766474595218891
LDLR	0.69197380413057	0.405304625450061	0.581115678655994	0.740463585690995	0.81624588660892	0.41393278551592	0.819676987915005	0.78372088862272	0.652035278511559	0.61970997230803	0.77381983552118	0.731589031895374	0.781795515825266	0.675618512254963	0.754160613161027	0.711050101420857	0.652012003170493	0.888576749474473	0.783973912497342	0.765137808020634	0.657329947647124	0.796162674367947	0.755754535869233	0.77708147733401	0.470797724650537	0.610351884044504	0.822573582641038	0.4186333994126	0.853052283538595	0.794845560552123	0.704514053982003	0.804286682108498	0.805272886240194	0.72358797963267	0.873861689377962	0.80775531496089	0.788818629082881	0.662719211393267	0.709261988812903	0.743990529091732	0.791238159310772	1	0.832443176761155	0.69877722615516	0.784009554503442	0.296707114997967	0.763322274584667	0.786519412470517	0.515167784259002	0.599811567397143	0.679916399381359	0.820953689412456	0.772269670704577	0.858696929370705	0.834897509136549	0.885804403649377	0.0308378685053144	0.777905534712122	0.534151458851498	0.758797099396662	0.838260018159156	0.802435975518877	0.777707306737126	0.827418739739721	0.862338053141367	0.77737704754274	0.667846957637061	0.71924844525681	0.825110608875906	0.524542618140767	0.766748395133013	0.508523625416528	0.736475080786148	-0.0200931314663274	0.678757928835128	0.685919612407937	0.833119920813531	0.0500036644596475	-0.155384949955701	0.753074783667844	0.882517052692607	0.842649017598038	0.805999003895652	0.610886600226445	0.69685467168069	0.549650832140658	0.574511405813002	0.802736359368497	0.822994480403657	0.804253210006396	0.801582662763275	0.782410782536919	0.88125131500581	0.579366205924131	0.787957101165412	0.673551718042961
CLEC2D	0.739301945133673	0.494310948617207	0.70197992712573	0.812877875216079	0.922661391181081	0.549667332449296	0.812058686574148	0.837806669728773	0.694555103234789	0.666702724240214	0.852872734105191	0.664651028823289	0.750023314511004	0.69094644939841	0.726437328479506	0.792604367865944	0.684102575672482	0.864018740886337	0.792984059689877	0.789766669880087	0.446216207351609	0.826999781823468	0.757600285374022	0.841407243144593	0.574389048006626	0.747383172057067	0.873221769094643	0.505800138706484	0.704856845735246	0.767062097014835	0.776517621424387	0.78182941888516	0.830439220181778	0.740679360940033	0.864388079089618	0.871941290075811	0.797541436004995	0.66582362318588	0.641834289330833	0.739784759287915	0.681950320386341	0.832443176761155	1	0.816890766545141	0.719090530644864	0.35495151422263	0.785161888714475	0.746989430432322	0.630745642236482	0.649326336745873	0.493611019342556	0.842832773846006	0.778369576708177	0.788573996128562	0.852039545918063	0.832734252950682	0.162847088197426	0.622404316950897	0.620602625208576	0.773583998362888	0.819859162629837	0.699668150494626	0.744650849736906	0.789403196831685	0.845353807536404	0.751617202229463	0.574750227345051	0.676347208987475	0.706069737226316	0.462232346619272	0.769364186415262	0.58487367503043	0.815243945603434	0.13844654594598	0.481267063065537	0.688818933056141	0.716134171876148	0.178587824012741	-0.0231346241072575	0.721953391508256	0.800187213975468	0.751416801927431	0.826853227929323	0.467034188426425	0.546050214010294	0.56550171033321	0.529041276098703	0.651567330780461	0.763855544413017	0.72116859949174	0.648927199767047	0.717559923169498	0.865076825008737	0.567291969783791	0.701692716791987	0.475477807234993
CD96	0.693066048822973	0.636060081184911	0.731722129912994	0.786678993063922	0.845623028206259	0.672649752718465	0.841030020130864	0.857732334019261	0.663351992592987	0.65155124976622	0.871046184759381	0.529302453016681	0.786121455871719	0.663172681474102	0.545867686599376	0.780766005350682	0.61092339349577	0.780357355177883	0.818368956800749	0.831039685167805	0.315528740861576	0.716321840406688	0.685496054742406	0.858940172147154	0.681770756104924	0.704053439325315	0.736356400874912	0.625263872118249	0.602470708168851	0.797748674501374	0.808675851564339	0.733478109975769	0.839092945942951	0.725220446289236	0.763815776636527	0.846177022580413	0.761176976277363	0.627275120310227	0.585598903871411	0.641739979555269	0.635436477501577	0.69877722615516	0.816890766545141	1	0.657812290650121	0.38058381140774	0.715553314718575	0.69816805308783	0.536286975285976	0.686074941701537	0.435451512421742	0.835957673096615	0.716166604896532	0.636716242731241	0.800076112724921	0.765910155194073	0.30538131068603	0.57692268813688	0.66201340946567	0.737379697054733	0.756204136611265	0.640436694656536	0.733831108046752	0.747279013984705	0.782500222107303	0.752326119911995	0.590646732564148	0.650435383032084	0.589949689283922	0.497191982382824	0.703857833583358	0.729959161293503	0.850180848507501	0.279439723102168	0.44983987815484	0.693652980235592	0.621349900976481	0.310837218353151	0.187240466687791	0.696539809666638	0.728819269403889	0.734634185196187	0.730607102721878	0.44024769355397	0.503755002384548	0.548659370458631	0.455775989211085	0.628046969921154	0.735622639279056	0.69311580397467	0.58290093017342	0.597050209702034	0.786229453535768	0.608849895013408	0.688969193560907	0.386869461333841
