""	PARD3	EGFR	TNFRSF1A	AQP1	SDC4	ITGB8	LRP6	SLC16A1	INSR	CANX	CD9	MYLK	DPP4	PTPRA	CADM1	AR	HMMR	NRCAM	ITGAV	PILRB	THY1	LPP	APLP2	ATP5F1B	PTPRZ1	CD99L2	CD47	CALCRL	ADORA1	LIFR	TLR4	ADCY1	SMAD3	SMAP1	RAMP1	SORT1	CHL1	CCR1	TFRC	TSPAN5	NECTIN2	PLXNB1	ROBO3	IGF2R	CD44	RIPK1	FAS	SLC16A7	SDC2	RAMP2	KCND2	NOTCH1	TNFRSF10B	ITGA3	JMJD6	CDH11	KCNJ10	CCR10	RACK1	LTBR	ERAP1	TRAF2	ABCA1	TNFRSF12A	FGFR2	TSPAN12	MCFD2	PLXNB2	AMFR	NOTCH2	NOTCH3	ACKR3	CD63	SELL	MCAM	TLR2	CELSR2	TNFRSF21	LRP1	CXADR	MTTP	CNR1	ITGB1	IGF1R	LRP4	EDNRB	GPR37L1	GPR37	ITGA2	TYRO3	ERBB4	CNTNAP1	MUC1	VLDLR	TSPAN10	GPC1	SDC3	TNFRSF14	TNFRSF19	NT5E	NCSTN	IL17RC	SCARB1	PTPRK	LRP8	NCAM2	ROBO1	MRC2	TSPAN17	STX3	CD81	STX4	ITGA6	TRADD	ADGRE5	FGFR1	ITGB5	ITGB2	SORL1	APLP1	NRP2	RXRA	COLEC12	ITGA4	SLC1A5	C5AR1	SIRPA	C1QBP	CD4	CD163	ENG	RHBDF2	VSIR	CD74	LAMP1	CD86	NRP1	MERTK	TSPAN14	TREM1	CXCR4	GPNMB	CD46	TMIGD3	PLAUR	TNFRSF1B	CSF2RA	CLEC2D	ADORA3	TREM2	HAVCR2	LAIR1	RPSA	STAB1	LRP10	CD93	SIGIRR	CD68	HLA.DPB1	PTPRC	C3AR1	ITGAX
ADCY1	0.815728251442095	0.902482864311169	0.87479497582507	0.469858437347213	0.870642181833338	0.896186217391838	0.878867202060075	0.838599817544099	0.788114203056038	0.900436016067531	0.851210746427431	0.837337125598016	0.761026046089868	0.879483083352166	0.896593842861662	0.852586815889649	0.572686243711478	0.89208644644314	0.915154145443746	0.874214727122185	0.847287315248724	0.897369462070805	0.811449722661292	0.792296705606854	0.89798660166976	0.889068047769448	0.874009186886187	0.87662539788854	0.852543068486588	0.913850774968153	0.804478489115431	1	0.861073789277738	0.788030230690429	0.894727055311218	0.876690002863151	0.893348348551298	0.362954855580977	0.77757619030917	0.833408816735538	0.632853976148219	0.840226927699374	0.84793396370096	0.73486606284108	0.791164709635236	0.685799301466858	0.794176951325881	0.846503025225335	0.773902146839029	0.852227800630209	0.867136173719931	0.85205884596327	0.679753149729804	0.90617897163633	0.865691203958808	0.825065213255975	0.763619284488935	0.832855380106302	0.825114230884313	0.841735029275442	0.879861591472686	0.785686770484315	0.833937491830494	0.810096051236357	0.742869941997784	0.839630479327323	0.86391121371787	0.531299164425325	0.846366735403127	0.870301195952101	0.602452706332431	0.662087255715029	0.867466809946483	0.781031816401306	0.758957940808012	0.467767902544293	0.80284691848426	0.847375633040826	0.865747828549108	0.852276972410168	0.835565308436216	0.874604158381641	0.772395665513602	0.902026717974722	0.780961491349234	0.836948892693045	0.709493638613231	0.843392516513969	0.89687918847588	0.75438403947495	0.904528925972716	0.80388702943717	0.843141735747625	0.791168333106234	0.767696160299447	0.605252122485264	0.827626201222518	0.707844690149853	0.737677484430729	0.833773032037359	0.846327591751701	0.832213375434404	0.580030026723086	0.892348342896609	0.821282795419227	0.91676025224045	0.876568356582749	0.894723261796611	0.786126172439882	0.825746572662234	0.716818935627612	0.787495759901999	0.864886489458075	0.756339175959051	0.730063072938606	0.850247482399331	0.620113544613145	0.375842880736488	0.822632050366244	0.76983957972088	0.774551398237974	0.667654291888844	0.669462467896447	0.400716472093127	0.669960500222485	0.491555753914121	0.573235721382762	0.795760882649211	0.397004777560984	0.361539244160393	0.362840567622619	0.596310539500683	0.39113133682205	0.423149387397221	0.745011362753365	0.361453854180318	0.645448155757771	0.490740920973978	0.651249060412495	0.255452566673413	0.314053375149403	0.463714399652219	0.8089482773921	0.264339531605283	0.350258695383495	0.294796494263329	0.44164029518684	0.691840118036465	0.377345086406018	0.402117373894157	0.337638164974371	0.396348503202846	0.830353499310636	0.374223910172701	0.847989127643897	0.312838947546099	0.641187630007001	0.386778415436779	0.422316201299235	0.248130696124836	0.373043724095475	0.421231293189794
SMAD3	0.794194037786421	0.908922486370418	0.813982514172962	0.638914414819513	0.831709794674407	0.925237468387524	0.960825463369127	0.810043158431186	0.760923174548054	0.872122988600258	0.750793526304557	0.752832115703636	0.838615245275279	0.926729779615238	0.837942750886653	0.876035447641542	0.667226120893945	0.91365069344675	0.931312676200525	0.852395231475901	0.849348428241352	0.886604378120217	0.732427957478904	0.7512628616857	0.923115184078554	0.816267417838656	0.855671457229654	0.871385614043194	0.83588437840351	0.946822675271632	0.782968235662526	0.861073789277738	1	0.697048541643838	0.837149271605721	0.860515326728955	0.928663663782878	0.195069221137828	0.680566995038301	0.812725889125853	0.575932108917712	0.815558595933657	0.816430894773513	0.657847575391624	0.712703212157257	0.573031022479763	0.634158726718605	0.715362160374298	0.659225820609816	0.727845130672864	0.849279371704262	0.878471991196075	0.583181392283643	0.891093212351812	0.785949832404192	0.86081743153225	0.714213555186343	0.915920799805518	0.774533937895341	0.841603398344669	0.786404408629297	0.859092507358449	0.804167191305973	0.827813242491956	0.626660379343608	0.760759059055395	0.770824060995504	0.380585650018106	0.841746410426465	0.873961010944788	0.593897569820971	0.514964311754563	0.810599394965595	0.779454513223431	0.858632019146974	0.382466745226343	0.698700938014931	0.772414473357857	0.827559031045496	0.8095216791471	0.835694162796906	0.862259349727582	0.655447311479907	0.891599204678721	0.724553667511864	0.858915645672188	0.78016794254637	0.82519343290318	0.9165743257792	0.673328258315213	0.897838571976711	0.884547921929105	0.852397529497405	0.802083812426069	0.884717065624155	0.566920065534999	0.793628384162859	0.528048562768402	0.733800136750853	0.871891836892104	0.788731333014105	0.878676869067471	0.449840352581413	0.896106797531583	0.691452215019437	0.907993421271794	0.945767758357487	0.846565932318753	0.809074302813061	0.717259275775327	0.622332533630145	0.666625291927151	0.840925472627833	0.691154100321774	0.669785643659561	0.768136816176973	0.477939165710788	0.227327453624598	0.73813580861784	0.668968259771412	0.745850414515919	0.591905002906052	0.602237719854509	0.299965006701781	0.593455070084557	0.3583107683149	0.433363875516151	0.748071742421714	0.263151033587065	0.214970788727747	0.22277825121084	0.431815007236582	0.245161278090768	0.276508001565616	0.640089675024582	0.215188015839549	0.487975552382087	0.334099190640147	0.562223758039619	0.082308988316703	0.187109276030911	0.322959555952782	0.775342345619058	0.119685591470377	0.197953027115522	0.0924086071691364	0.288753510103451	0.568890805074451	0.230993795543177	0.25509093371367	0.208189935024641	0.244796756456655	0.753240812830705	0.244990372199127	0.800117712004402	0.173234439009899	0.49780442801195	0.247272978038691	0.281933731370195	0.0960028419174069	0.208154413747914	0.25823967183022
SMAP1	0.8500274360888	0.817447559337597	0.910049123700316	0.386140028880194	0.826876600919789	0.79413184127121	0.783325805767356	0.716158068390091	0.710622237130699	0.920987455960458	0.833285926523123	0.687479444025736	0.690184119128067	0.793832978678934	0.873275074151857	0.843623451999793	0.702488390525324	0.793917751164274	0.871987986606077	0.840187720549815	0.788278658132051	0.903015238851132	0.980044140053235	0.861092057552254	0.758636490308972	0.905192692840495	0.870782322953993	0.761703034151746	0.764160726958367	0.761694327211321	0.951260145137405	0.788030230690429	0.697048541643838	1	0.815847954441284	0.86737073013792	0.747082873909545	0.732483569899316	0.903416165796541	0.818967755320925	0.894133002317142	0.830551222602731	0.829901570385003	0.902296607144392	0.940136928526675	0.858167770247902	0.840471544701624	0.746064115690021	0.908370210449379	0.75687116255871	0.789289719602198	0.86532485937559	0.922316524035035	0.834802300950236	0.862282290832873	0.764231073757122	0.5847422518169	0.677028227306471	0.970489150990425	0.926708540525015	0.857405086177131	0.764379811790596	0.943009906082776	0.73460663753109	0.678341920382391	0.768073986277866	0.959386926020035	0.846716588638224	0.912586295840616	0.889631598506	0.407011975520613	0.920455859720018	0.911473328217006	0.804882525912033	0.619032705963083	0.822838234484157	0.775684024765866	0.903511064637515	0.929795982056146	0.938623008574488	0.749462784564929	0.802615850775874	0.977501193307889	0.778929682232941	0.720770793384698	0.878406754209904	0.536449871701061	0.75953739145164	0.726393992453509	0.686682953968708	0.758638619911404	0.721598824831677	0.822886414593481	0.800364212916585	0.635915768942179	0.549241045039435	0.922766431099372	0.92811166390089	0.688407375507869	0.819793597160695	0.92149109668655	0.843922359258201	0.787354397718147	0.719845311180991	0.706567369962318	0.797107891323118	0.769063715263604	0.857297170189755	0.82235217475145	0.868336532955915	0.961982897040492	0.968753931617604	0.900894724242603	0.948543366770511	0.949989436999781	0.764723145623811	0.899269206574827	0.765066555156577	0.956749451909982	0.742883592700788	0.873091305869957	0.923929078737436	0.893414038487591	0.779595549709016	0.877193163367793	0.816275270697	0.879178792184577	0.922114599623383	0.778207392897677	0.749670817596546	0.768582355397082	0.900027816625392	0.775092135466354	0.792881819954537	0.965567083387417	0.762653595553481	0.933465908952671	0.831269402808454	0.948043578502898	0.667650410765703	0.724696092831893	0.801391072855382	0.942430695621111	0.69119462822369	0.738713515856489	0.687399240044857	0.792367733889237	0.865804607180284	0.76918162244025	0.77324912873824	0.754625691230678	0.775967696705517	0.97033441829298	0.751427227718205	0.940062480985326	0.712758904603537	0.901661255260976	0.766994390531073	0.787060326138288	0.661319163821434	0.751253542555846	0.767150795662741
RAMP1	0.896133955820428	0.944944577228249	0.934734521252337	0.621485790903622	0.876906133891593	0.946160944231922	0.848838460762906	0.881377774911345	0.823496050924842	0.933058569475366	0.913628215075279	0.861960477703596	0.706392234689032	0.929079488699193	0.93177404536526	0.896470720484666	0.633393964257244	0.955502913390641	0.919132415150352	0.932285924960858	0.955043403325843	0.914359408279462	0.834392506648706	0.9114633679523	0.951998105902523	0.872980508293009	0.937372930840231	0.95392177941875	0.973855948956221	0.926825639452111	0.807105661175818	0.894727055311218	0.837149271605721	0.815847954441284	1	0.944306656682995	0.950819638353646	0.310919902739186	0.792553508570815	0.938299203988717	0.69185792990235	0.931869019464909	0.937837268901508	0.651332225936753	0.85073139230077	0.770304827559646	0.846876303063348	0.903699461093483	0.838196395275424	0.89174397490873	0.906889398798931	0.89689722336146	0.770562559305749	0.905549042021555	0.874560523315825	0.87139197126336	0.824917408336449	0.841437794640021	0.87219110687361	0.846138497894473	0.886776196095857	0.812639070857577	0.830596139661249	0.81251256424595	0.809477253487021	0.934351548309866	0.89264364629468	0.527950703621999	0.856958469133561	0.920648375235134	0.692321887419515	0.622323458967906	0.954747847810316	0.805294359240762	0.781586972343557	0.425224876964522	0.820940100274668	0.909978709204519	0.853927730622621	0.865328012721122	0.83380746228625	0.880140522896515	0.796054795502755	0.870897777563493	0.759131928502038	0.892538756391184	0.827741651543513	0.924703734124026	0.878183253623376	0.889376556339322	0.872743305854085	0.834488756100214	0.898756537543785	0.808598257890413	0.780088440975761	0.757005722204729	0.817069554563567	0.688996260797532	0.853759375015992	0.929644266303211	0.874172174910139	0.910042637961678	0.52289285842253	0.862483354688247	0.831801318844429	0.949645401625843	0.924131500337677	0.926822189399977	0.782861490680435	0.83865583461739	0.712324700012464	0.802555887150693	0.894725538403716	0.748238146589805	0.747537577204479	0.856605851274226	0.576758954836318	0.326834776935302	0.824750029579069	0.878396531195796	0.861144114721772	0.648240499295994	0.705358488730908	0.355410922319794	0.737511800515301	0.438731960287868	0.530152387880021	0.881063992178264	0.343045098970044	0.306954223722182	0.323382671385725	0.597856847055098	0.37553400449875	0.381849868014551	0.739943361104241	0.331264034481216	0.643178173439591	0.452762081469582	0.675863503330397	0.212120429346373	0.281614844329014	0.412611285487255	0.815434367402591	0.252259784667268	0.30728937878507	0.262925090972616	0.374459673000376	0.659056172775456	0.347856582444995	0.358572896681901	0.322304808633597	0.352299153093558	0.887253078884896	0.315289428929252	0.876499444846314	0.261643265607829	0.692800952354744	0.342198968022462	0.370833013442377	0.194085560639552	0.317901077429757	0.364728001929548
SORT1	0.946377352996598	0.940083835788434	0.928423398303641	0.59219711290355	0.884881307400135	0.954035142473039	0.895946522849845	0.848398108236081	0.888204078627567	0.965306325530113	0.86898394884478	0.871910750882419	0.805130565633171	0.91508792905283	0.966001477167188	0.95046364332156	0.779141582613366	0.962450926216077	0.956914377933627	0.976190023003659	0.942314503048859	0.927134627360168	0.890234865953524	0.935074354393879	0.945642483688255	0.921245832897565	0.978120433753542	0.951062391140726	0.934574885215704	0.918940746267729	0.863888894234803	0.876690002863151	0.860515326728955	0.86737073013792	0.944306656682995	1	0.938500635970888	0.361508171728819	0.817075533777208	0.975259095964329	0.764128862711475	0.952947310388208	0.963262162836602	0.716197644779033	0.874510722301799	0.812501195064211	0.856297654775284	0.845304159790676	0.849928469290855	0.818275501250585	0.932155371714659	0.949287459043154	0.838476850937527	0.906001908296916	0.878550771604773	0.942795284669727	0.80129857511549	0.827445619089124	0.914151994121655	0.918413727778756	0.887962069990924	0.877096115532909	0.877357587663401	0.887017793554172	0.85131069796081	0.87444435365845	0.916416014308446	0.566640014008977	0.911982406390265	0.970295848510639	0.60861790777079	0.689485367526472	0.949995076956203	0.900084788625935	0.797566935202431	0.506305115237451	0.880235332794734	0.939914243025324	0.88747292664647	0.891418159487694	0.87873985959135	0.895854536236558	0.833074246043918	0.880499522907761	0.79661118239106	0.93082801837927	0.788416237330871	0.960009382428438	0.886969285311062	0.876914554578368	0.913685965804566	0.852442599843944	0.945606401151212	0.874047419686061	0.864280811984009	0.784646318077389	0.859667704852983	0.73813409090717	0.864674353310562	0.948705917404198	0.94097659281979	0.967678308766921	0.533769143209612	0.903399272920388	0.844795247225335	0.958500846627078	0.948135068165084	0.927251148878014	0.884775510481921	0.862455858099041	0.769526551864184	0.85257224021579	0.917399610531632	0.786871099383602	0.795463138097785	0.891380436776595	0.634171999241853	0.389906725593214	0.864592577513835	0.911504836226374	0.894936710443715	0.697959264118508	0.723125914937223	0.411526854855271	0.815527923473881	0.490669479405351	0.580153065858639	0.897172697038423	0.408818355459557	0.377069175047828	0.40353964334842	0.65932824743382	0.415790821163935	0.440301443559485	0.808950452020227	0.388102772121324	0.707177577040484	0.522389858872834	0.743560030392665	0.261881882547109	0.337945089456388	0.468233480393716	0.849089896278834	0.308089587997456	0.36864637713991	0.322640264769303	0.450242668170297	0.75143202736077	0.407474660585095	0.407997376031363	0.382312295702927	0.411446375536304	0.919332662238179	0.38938578034735	0.925014883789749	0.327601273759253	0.740927364381095	0.399610423169062	0.435951382489657	0.24949108986162	0.377275323473217	0.434703566242256
CHL1	0.868157420116538	0.952930128779602	0.910993792414252	0.666824986541903	0.870804522933986	0.962474317220409	0.915750065883465	0.877313024508904	0.830954537336647	0.931857451478519	0.861932642971	0.84651565491936	0.794363808759134	0.945619657751319	0.93059932790704	0.920900712887118	0.684280886423344	0.974483052573321	0.946598099780505	0.935792422261688	0.940906309313562	0.910412123921392	0.787031833226611	0.875816251587744	0.98874204693366	0.863689803505302	0.940541900599202	0.963914896949403	0.958608599654556	0.964598240049167	0.781030513045715	0.893348348551298	0.928663663782878	0.747082873909545	0.950819638353646	0.938500635970888	1	0.201455352343743	0.748032485149001	0.922677407073006	0.665304925006116	0.899299612662955	0.914562172464339	0.626711033995098	0.791582823267713	0.694831825820303	0.794935592128463	0.832102916053218	0.779481852354611	0.80855371530679	0.902869926631628	0.904979612734389	0.682743318267766	0.907363218153939	0.842291414319952	0.925943245957822	0.827070111465188	0.904347923909877	0.841623056377773	0.858270227068112	0.855612639155463	0.860553279269548	0.813688647519262	0.884868937303356	0.771476703016493	0.894270361103849	0.843089194492607	0.419153269591358	0.848714727923816	0.923072449040171	0.657615091949674	0.555013585975421	0.91730980631886	0.842909514125928	0.814866368598319	0.355910589701615	0.828914251298512	0.879311477056614	0.845701023256964	0.829717634866664	0.861792738285896	0.888119486601359	0.71874269105213	0.895283058499552	0.778251124418889	0.87818663295597	0.839050968117563	0.913002978590031	0.904986310683348	0.832143170556341	0.918456098493828	0.892900734457649	0.903430966909795	0.801625416379544	0.885179876097236	0.74419876729409	0.803485418779434	0.598457569171342	0.857126894209598	0.932994939071355	0.86383937970039	0.928257556982552	0.458148249166965	0.902110502714555	0.847018435695512	0.969228672824217	0.97228319058995	0.928832113394481	0.834651954174913	0.808427858362342	0.649231517223948	0.749310760994819	0.887184389864536	0.703306474315843	0.702356182765523	0.870786932380231	0.501903817841475	0.225683722760742	0.781940095733551	0.818770475299557	0.821893346942422	0.581553770366656	0.627717570603083	0.273672072749551	0.670338261383498	0.351402327384242	0.446143317749472	0.849196977737248	0.249368356528236	0.21141769498332	0.231274235333951	0.498732109739937	0.267653467771201	0.284512655629643	0.674525842030312	0.222543271508908	0.552286214237604	0.360964521019778	0.594392051576744	0.0960475768975288	0.170359293257513	0.320137331568291	0.787448866432176	0.130584725119223	0.209076127401155	0.134830798050398	0.287085113087686	0.612944852703326	0.239700877156304	0.259744232327736	0.215501842061637	0.254309495244823	0.837753207649131	0.229733074428845	0.849930044465735	0.165382652114754	0.606722874779399	0.245756451556955	0.283415467917486	0.0839997043248506	0.213531908732255	0.270563588227198
CCR1	0.387712766404282	0.303564834168247	0.522233716453543	-0.00227500495074443	0.385625586704065	0.245879270380251	0.313871270208024	0.19697384319988	0.261606574891603	0.479805198866329	0.409436615506974	0.176521962241052	0.229002714431796	0.304880328826428	0.394369808365105	0.373439230391796	0.271625394044938	0.269035141868885	0.408001268458692	0.340982425838149	0.245055465639868	0.492289233958706	0.706835439542221	0.384926149587079	0.218585201329291	0.510228233614079	0.368064569780667	0.224907288647615	0.220728767766941	0.236693437125959	0.670368594742519	0.362954855580977	0.195069221137828	0.732483569899316	0.310919902739186	0.361508171728819	0.201455352343743	1	0.658777466351614	0.282655936054583	0.72336784991304	0.356337251201209	0.31469040855597	0.790930746187539	0.675107218406324	0.659051104206496	0.480793558340415	0.325779957770618	0.621614112618626	0.330598436987859	0.283643764478605	0.416092876335514	0.663193732474715	0.400560861656546	0.489914349477327	0.209653618115418	0.0326740526990751	0.181249633626354	0.621294706735567	0.582164336968094	0.481093022920887	0.26730846681951	0.645458901551973	0.260185466279641	0.220466199313753	0.271154728923727	0.625522613623235	0.902841941392488	0.541153948190277	0.408224024411738	0.0199151507753329	0.842236873675899	0.481807890190474	0.334195294686313	0.162538336012159	0.913412532834975	0.352042371269249	0.511527395479264	0.613348428146723	0.587623637383522	0.228978776705272	0.347781873486426	0.785167459844815	0.307855941905213	0.373532306812389	0.426590206197704	-0.00419395353003569	0.218884213587903	0.213814743853555	0.194003713326785	0.243085292068189	0.258989314581716	0.324870957134728	0.363790198248348	0.0968398153232534	0.0788797502586623	0.663632129274681	0.805974439019968	0.210480562191872	0.299839580177076	0.541001408876345	0.334690458055616	0.795926918007132	0.199860825760423	0.28609554147661	0.24926180681116	0.214564822406273	0.430091844245339	0.392471749986117	0.481607441454747	0.829755814881274	0.732784063463093	0.536734795681305	0.744600598619508	0.755046699019807	0.2799778047169	0.906839493949829	0.964392511720898	0.714259119801582	0.238347785192418	0.518557078064421	0.824378997784025	0.7252650362167	0.935962824567626	0.597675139584912	0.940524784284581	0.921141246998585	0.551351697281738	0.957444020604336	0.964437241258645	0.962746446575858	0.892573634208996	0.936855902744567	0.946801101058132	0.797708484805355	0.962938323268829	0.864084927593481	0.934227432589996	0.833358388371807	0.964500125326658	0.927360317047382	0.949884937051607	0.666770896682114	0.935996148955042	0.952705539079299	0.917865138065775	0.939113932117631	0.719118692188341	0.9437725396844	0.956246114481214	0.957368267441554	0.966234048423825	0.625066743413443	0.93130682417083	0.568479133802251	0.936658681267507	0.732961283650937	0.962776648741136	0.931933170185896	0.926650288506796	0.951137893928678	0.939651587209471
TFRC	0.819719813666294	0.819743818348549	0.894001687208692	0.365871809715874	0.761789039266323	0.772400849917062	0.750088412778612	0.764949907106526	0.73206991191615	0.873693854116455	0.871730726081339	0.636589224876451	0.583666484707505	0.806666246121882	0.816340100042487	0.807961756243102	0.587497052470753	0.770685079521335	0.838081418550829	0.808308770464141	0.730578942110227	0.882736367946878	0.905535259636996	0.794038299098809	0.777791306627108	0.855041366273105	0.801782845981734	0.740176562431551	0.748281311986089	0.763363830286863	0.870142563982121	0.77757619030917	0.680566995038301	0.903416165796541	0.792553508570815	0.817075533777208	0.748032485149001	0.658777466351614	1	0.754186766415034	0.815429934130299	0.784488690664927	0.766322124365631	0.823331979370651	0.879967706155977	0.83737616041624	0.768669705545807	0.745227178375536	0.870108164243806	0.729958764439806	0.734458297943692	0.827081752990306	0.823576012217399	0.784946340514673	0.861523444403831	0.726250531300462	0.623101869951363	0.703740066999144	0.907134842390436	0.89529012958188	0.846105266958976	0.697738350319376	0.915295797432984	0.679435713521474	0.651317565198282	0.73840639492913	0.880831943419636	0.805419948552446	0.859335654827225	0.83352049170885	0.46505419105522	0.820253574224154	0.858051657179976	0.724504962059232	0.603255953554691	0.745160283227756	0.728936006674921	0.899091459952019	0.906732925293893	0.884876276125564	0.66669803680458	0.751021277084122	0.918851227464191	0.764537989157311	0.749195131140908	0.795389791999105	0.548285004234765	0.721275422077404	0.676620678487454	0.696427640529097	0.734542148122475	0.698395613520871	0.779254446528443	0.7357034903188	0.624443165182524	0.487424742952467	0.894268246398071	0.849843426269948	0.750194923882496	0.762744336904191	0.859809155243327	0.786053833198482	0.802849139147263	0.711431009595872	0.694188099390594	0.745569338545098	0.750933849556323	0.833224602535859	0.732852972423656	0.823510693402767	0.899942621568316	0.905664119729026	0.899870826281626	0.860506581780366	0.8828300348229	0.710691673413638	0.860714898121308	0.689909989160685	0.911518155344992	0.691602680786929	0.826365237451552	0.846936407611439	0.808554953150926	0.700820151413962	0.763122228664869	0.767572401365593	0.814510303014793	0.862531380605593	0.703697260876102	0.676725775499407	0.687752161276572	0.858530850140825	0.713886820856343	0.732929348132804	0.889050917705197	0.686881359342857	0.848764272776566	0.755538785668202	0.889264584723924	0.594019073075852	0.668397379581989	0.744091066510756	0.907882924702761	0.61616037236442	0.671950403603902	0.630425981554123	0.734468157662108	0.820390963552953	0.704375049090248	0.707396166901747	0.688256759261533	0.711039563030385	0.885702648727452	0.671707530819964	0.890845126677597	0.638575784232569	0.840757241892551	0.709109154228664	0.734041458238973	0.58201980805669	0.684557859358973	0.706204559962115
TSPAN5	0.909514492597701	0.917822315535634	0.899861722195699	0.593509628556201	0.868083652436342	0.920714282166636	0.837907639234078	0.838430585199986	0.839316332864574	0.937438673800345	0.855507019724299	0.857530105808175	0.767911021673245	0.881870439793981	0.957588853690634	0.903470477651052	0.805363723189386	0.933986575801097	0.90821298632166	0.953758994458455	0.961525179664936	0.87556768680136	0.84562329508163	0.962886982275108	0.91888830837882	0.870289249022233	0.963875727353455	0.93876194627838	0.929828983722102	0.874370733787258	0.799355252977333	0.833408816735538	0.812725889125853	0.818967755320925	0.938299203988717	0.975259095964329	0.922677407073006	0.282655936054583	0.754186766415034	1	0.739994070103652	0.925122655239785	0.95924954365348	0.626319740648107	0.822325346739332	0.792020068683219	0.864197851273589	0.831978245057617	0.844312242001887	0.816757991728704	0.920071415813691	0.915008744618802	0.804837200840711	0.877453518653864	0.826486751633143	0.937434642344659	0.788043776659921	0.801014079185097	0.887555510435406	0.854794190543817	0.850556375898808	0.847937466116017	0.808015446698622	0.854976389225503	0.844643548003173	0.881259452704392	0.87406535645655	0.496006156718458	0.877577917887871	0.939945375505527	0.610270788765074	0.625945502886619	0.938996238475725	0.889820680325216	0.771426041804844	0.42561638608023	0.852848143580572	0.920339324894366	0.817456571865554	0.839636375763892	0.870735271492958	0.867148889465283	0.784110822027591	0.82852973189428	0.72565172060311	0.891523873673829	0.775934973165502	0.951184493393428	0.862080121150611	0.888522044938323	0.878914724174317	0.804494224980728	0.918900606257094	0.814361491662755	0.825715946245247	0.825515675807562	0.776862295305726	0.67297627932731	0.841813656304956	0.954374905141586	0.908697020034592	0.950579922883577	0.459376497274815	0.858436749903142	0.846336500419738	0.949235263078961	0.92464585766011	0.897514433415912	0.864785457325946	0.834746584264893	0.700102257952002	0.803422265596762	0.868513774982683	0.721436170668421	0.742740998664155	0.898935227550077	0.55561293304562	0.30997223863878	0.791366363285639	0.927178447755703	0.856260071919627	0.62211249908419	0.674728369070209	0.331548206659776	0.805365700917806	0.397794434094812	0.50728732788824	0.883649028290083	0.324877422285161	0.295807636371538	0.329924044450122	0.591832485961303	0.330942850245018	0.357696637701368	0.752030194680017	0.311715016591102	0.656508014539655	0.448431269674536	0.683914783860509	0.187930608877026	0.266944106252955	0.393930054544687	0.783942180240738	0.23739812138169	0.287511403061538	0.25424245087812	0.365903993618354	0.680776045894856	0.33143921195477	0.328302869212454	0.312376750401522	0.330717532686247	0.896492040216404	0.313131171301495	0.88124157880289	0.251043320746888	0.708740072452691	0.321978277644509	0.350946042366199	0.173588869556469	0.295270110759071	0.350557243740984
NECTIN2	0.723462998661046	0.678452547019801	0.826622921080114	0.352542677240685	0.720989891146672	0.648542952329856	0.631279551196869	0.606724479070401	0.598599019289951	0.83374825679604	0.734446268572354	0.554638755551094	0.579081683854731	0.666194548753516	0.793637940977116	0.74396992140149	0.708913886444428	0.683147469574958	0.738673703593079	0.732943067040118	0.698655932862923	0.756559184191162	0.904907443681391	0.822941845579846	0.652711174349077	0.789847812406583	0.788752096235667	0.668079847098449	0.657849124737396	0.610492309509728	0.815239361160765	0.632853976148219	0.575932108917712	0.894133002317142	0.69185792990235	0.764128862711475	0.665304925006116	0.72336784991304	0.815429934130299	0.739994070103652	1	0.719693436898016	0.71725292822161	0.801166982258738	0.860532077132847	0.870187958252145	0.812733254195536	0.648481608717428	0.889018465182179	0.631482174301361	0.690655143353896	0.73551317699398	0.837662479622767	0.705136619534991	0.74734384770244	0.712954160255292	0.446780642026624	0.556714422617455	0.889487789805154	0.822540382754758	0.778164653390634	0.69033451705119	0.823740461451355	0.638048247999844	0.611839722728684	0.699373653621208	0.847336693028779	0.819441649084652	0.802142396369457	0.77389419975303	0.334840371039821	0.86721481698432	0.827714676179019	0.736829848719538	0.45759485312947	0.753963087062593	0.723168744102864	0.832150302776187	0.80401710953219	0.814774560957615	0.618608903223525	0.657278356111467	0.899943372622312	0.601575740154698	0.617915972814629	0.729825466625145	0.40147983027742	0.671018620171661	0.581185099051893	0.602131145719072	0.60348730629302	0.594243702219263	0.671608280875006	0.620069916512109	0.550202203843394	0.545260154540529	0.808544737352691	0.840869731887336	0.656092388180401	0.729001133271171	0.861554538077257	0.738106200299344	0.701151558255368	0.562134897641967	0.68276916229088	0.669724252487224	0.665001596694393	0.792272500831849	0.759723263367405	0.751385343923902	0.878371587021029	0.888375112879157	0.817444021341875	0.843379232008645	0.870591254269519	0.704249203293035	0.840696239845163	0.743161687564494	0.85052705369881	0.664409008034749	0.798096294048344	0.799585776970339	0.763183354447986	0.746727929095386	0.840038690122837	0.740918063613247	0.812896629562517	0.886485861673656	0.735807323482467	0.727651670295767	0.772417233010004	0.853267499584823	0.766060065906645	0.756529536937928	0.888793769114442	0.741343546477767	0.876837770591362	0.800052301050787	0.877494200694338	0.677426456621688	0.675369241747001	0.744733780468673	0.837057891710835	0.70533353545762	0.741040631410204	0.696365177427437	0.743677333816994	0.781305649770748	0.744860589734202	0.744781702335489	0.734700995585123	0.755996701762188	0.894310704607798	0.73703563458111	0.807005443627526	0.700689017524143	0.88145261152581	0.74034628449343	0.748960105927992	0.637266015768315	0.721130413893755	0.71764016103691
