""	EGFR	GPR37L1	C1QBP	LRP1	MRC2	FGFR3	TNFRSF12A	THY1	ITGB8	TFRC	LRP4	LRP5	LRP6	VLDLR	SDC3	TNFRSF1A	FZD3	TYRO3	SORT1	CD9	ADORA1	CNR1	CD47	IGF1R	EDNRB	RIPK1	NOTCH1	NRCAM	AR	CHL1	CD81	ADGRV1	LRP8	ERBB2	ITGA3	TSPAN12	LPP	ABCA1	F2R	ITGB1	TSPAN5	CADM1	CD46	CD82	ACKR3	RYK	INSR	FGFR1	CD44	ATP5F1B	CANX	NOTCH2	MCFD2	PDGFRA	SDC1	CELSR2	PTPRS	FZD7	PTK7	FZD5	FZD8	ANTXR1	ITGA6	SORL1	PODXL	MCAM	FZD1	FZD2	VANGL2	TRPM3	SMAD3	RAMP1	PLXNB1	KCND2	ITGAV	GPC1	TNFRSF11B	TRAF2	ASGR1	CHRM3	CD99L2	RAMP2	PLSCR4	KCNJ10	SMAP1	RGMB	TNFRSF21	ADCYAP1R1	SDC4	ERBB4	ATRN	NOTCH3	PDCD2	LINGO1	TNFRSF19	PLSCR1	GRIN2B	EPHA4	PRTG	MGRN1	S1PR2	PLXNB2	TSPAN17	NRP2	SEMA4C	EPHB3	LIFR	NCSTN	TNFRSF10B	SLC16A1	PTPRA	APLP1	DAG1	TMEM67	EPHB2	HMMR	CXADR	PTPRJ	RACK1	SLC1A5	IGF2R	APLP2	RXRA	ADGRE5	PILRB	JMJD6	STX4	AMFR	CD63	PLAUR	TRADD	LRP10	SIRPA	RPSA	LAMP1	TSPAN14	PTPRZ1	ERAP1	GPC2	NCL	CLEC2D	CD74
EGFR	1	0.619041952278871	0.771757085600846	0.774536178468081	0.659004850232658	0.387732454386506	0.64587715905091	0.547199506766655	0.797642937773477	0.673475820639713	0.815206707128976	0.880683136621297	0.867219697809809	0.438433216446371	0.640974672332574	0.58227073866426	0.854017905815572	0.876526291988377	0.778172235730303	0.811201810659929	0.441967642034091	0.497509422368628	0.797077047672135	0.803659365198544	0.559001631618825	0.775053449955637	0.915100801248967	0.624094189717494	0.413240657615356	0.403685227945293	0.659948590097156	0.448890018223643	0.850107245916552	0.550111648969037	0.375817191398456	0.886574286002441	0.664936069276993	0.398868359580787	0.745045971612026	0.612241505218023	0.820782108695416	0.481051258230847	0.798901493125471	0.836888096829084	0.810497100677957	0.909794682028665	0.75248758343221	0.519726482428703	0.197826328394369	0.76689974034152	0.722682875066365	0.778999240051623	0.702429399118243	0.838560837165223	0.56977096339381	0.830865739711046	0.909501629132514	0.317219445363046	0.847374090041769	0.723665596695194	0.510164971604789	0.797084102980781	0.215882948275365	0.282866164294908	0.387842296667069	0.721718444931533	0.724175967350416	0.788825856963992	0.880949314253255	0.447986153025096	0.422160719926071	0.568654076996211	0.650329650556225	0.680374694821695	0.600299099304284	0.52619977549267	0.71144797092077	0.809159407811655	0.708066954030067	0.688742699615652	0.635781234429714	0.727633063533594	0.284569833050046	0.71041699340332	0.877684900838588	0.74473268001051	0.50090621349083	0.287214561995138	0.481361518592563	0.587346973248997	0.669650202945672	0.685725884987012	0.802119177856078	0.718695145835033	0.804885991976892	0.53496131853212	0.729968103229169	0.709562733751282	0.812866187090993	0.832039414042614	0.816771256765883	0.529649440796022	0.699307977464792	0.310701289843635	0.813442186325522	0.787860947826232	0.379528255327293	0.661480303004205	0.707382396622483	0.922732064815292	0.845568832853376	0.503055602475163	0.691172013057371	0.847349866819785	0.845995769367041	0.657591479508179	0.708805278386857	0.515244035528518	0.716359296709343	0.621847598954151	0.599966303823773	0.663227713389233	0.824279776371613	0.556776376142672	0.833272420444779	0.863899850061747	0.672950698846805	0.567064681689477	0.570838252440152	0.445763545666424	0.429487110077222	0.46105764186518	0.350581376288477	0.761796490557674	0.64477936626399	0.782949596988079	0.814166171281882	0.521971029749749	0.73451356966777	0.923387517496387	0.793102507264017	-0.0225857756042564
GPR37L1	0.619041952278871	1	0.588481611137719	0.898650620947431	0.930069024569036	0.886771333516553	0.799052617013461	0.240735179937711	0.812734125857545	0.833267666892548	0.751571753771251	0.780827016344263	0.505605781778526	0.905794690246604	0.948723301794739	0.93288309120823	0.821693639156944	0.834159628718227	0.89061620237	0.610804717716096	0.928280998815299	0.844105570478866	0.814975230175589	0.791313990311745	0.921830085114337	0.863601758205374	0.543408232907826	0.866817482892759	0.896881451910065	0.734059400486598	0.888930228344891	0.769203107614856	0.506048096188971	0.95787752820254	0.845083131164065	0.617246276020383	0.910047345613639	0.911383599547491	0.8548547133531	0.788571077897428	0.812875157328599	0.946952590021641	0.703970209246917	0.471131832233882	0.481299338472973	0.721627606060054	0.690810024850051	0.91923644055067	0.835855810070195	0.597031023639973	0.945256951033205	0.915700095344598	0.89322435738564	0.271854157971952	0.489471970109748	0.883201544067445	0.663203376616911	0.863811941758829	0.762159116986353	0.76433744814643	0.919989294712954	0.63111031393642	0.749788566304244	0.800792417917944	0.885213367933469	0.799667634310153	0.856581252197258	0.445287314512603	0.687328560512479	0.395472794667919	0.896816275370196	0.811889410701437	0.874104372090123	0.231333671348245	0.934476091644513	0.941583928699739	0.395250213985038	0.408204762751311	0.730998534427833	0.23138615242344	0.941397134975103	0.471487811848628	0.825461714358591	0.854582650411722	0.790932134325612	0.743250256877503	0.820017464533499	0.811049097000518	0.829749661627098	0.727344488949339	0.894107958532825	0.925387661276367	0.693950639274447	0.258737183394231	0.805528074275217	0.861930741218084	0.299230490380718	0.797169612984405	0.595793244175867	0.790299529734425	0.371721366351075	0.856200414980961	0.824959066762356	0.737799824794102	0.705719936989584	0.302689938527624	0.861872001451123	0.893752423796052	0.714332793403015	0.709925183547801	0.889625269271503	0.853126629412765	0.959499114003485	0.80308160654134	0.695855797152138	0.212729928840017	0.381921527858579	0.849135388780478	0.577753056604104	0.247790248368665	0.802355594865965	0.837458512339755	0.827688311077634	0.828055507102667	0.759637938549852	0.596226973583662	0.896684133235842	0.831908991205311	0.696693112873091	0.322270310877734	0.649345155070888	0.935688022119981	0.87346358788527	0.627706835830382	0.961418251439916	0.631298930632323	0.809893833385519	0.816641996075841	0.201654295513941	0.640128970526124	0.385721313782525	0.0399845030508768
C1QBP	0.771757085600846	0.588481611137719	1	0.726848181151639	0.5477832611688	0.286828457531795	0.812665405251965	0.536376657495194	0.572601622590229	0.660693390165147	0.599588180947173	0.770717832516151	0.622563511913497	0.42018325512846	0.555595609946774	0.687072077678321	0.719424144981356	0.79625032325201	0.691000038612416	0.963852311736011	0.440080643223734	0.470104890593943	0.834206561364483	0.554508231903505	0.417498604271912	0.678609854705349	0.727401915666512	0.561495456465515	0.433982182808022	0.407817579161972	0.795167231653808	0.191489677285147	0.698900252920373	0.546088728651858	0.455402817051153	0.721985605785868	0.610270383935117	0.381296504728842	0.788948576796693	0.74268840129634	0.810802825726941	0.457497518298204	0.633871669622819	0.809163597862932	0.855014018452426	0.777034395188642	0.657335309027118	0.484271446621182	0.25890135078066	0.982512591231861	0.683538024038137	0.643440750724735	0.777747003631496	0.632612395669221	0.796456743653316	0.684121963477157	0.789004617406745	0.230373504191585	0.80614280352677	0.673801356343601	0.467999626017124	0.593143257409696	0.128449644203748	0.315312018052434	0.370372852687226	0.655117305925717	0.671340145591271	0.662652465915393	0.707773706337564	0.606326878261673	0.412927952181408	0.763843268513562	0.536798610679025	0.379407316214198	0.494486873605468	0.616934737805762	0.825659063945537	0.781626715681092	0.754718380344093	0.506097958847238	0.631977090580937	0.914283697521971	0.270959497012104	0.524466770132293	0.889138751434892	0.567436853815369	0.636553654275839	0.295038164630539	0.577124925516117	0.223987779765641	0.509323402354832	0.598390618471534	0.961342643092545	0.668736113539818	0.670151953752893	0.521256254926108	0.466398309674016	0.773771973623831	0.622490769087294	0.769895031039155	0.700873035415341	0.624607144558054	0.789102115659797	0.506233503581513	0.715755447234313	0.628898700174449	0.277980979940271	0.7202484428706	0.771415355033295	0.844048453096957	0.745000738242354	0.606930069441463	0.616532876184155	0.766320155645348	0.813572273967118	0.541009859820592	0.79993804437787	0.471747527780896	0.985304105200737	0.779819865845435	0.574821298688278	0.742233911801047	0.780488638490546	0.699973576942171	0.687950336052244	0.919700741989729	0.767075679909894	0.675720205398399	0.845264550003699	0.540653363389359	0.702970964021518	0.52421928589134	0.358067050269294	0.989483317908377	0.665445527313085	0.791452048146497	0.556197837586657	0.434268621145915	0.604312651153092	0.887218268930703	0.55140699413508	0.0118175613877145
LRP1	0.774536178468081	0.898650620947431	0.726848181151639	1	0.90624302642517	0.760004945863604	0.791539381290197	0.339359961619958	0.879669398412187	0.922253864454345	0.839025380043217	0.870151277464812	0.684505915528348	0.814635851056262	0.92551092768626	0.904725897006598	0.944314069315614	0.874209314633893	0.944147225130991	0.758424922065792	0.8241001974259	0.839428770744735	0.889715255158671	0.855056028291995	0.807616954166656	0.932209202671915	0.70331019928957	0.895966559088954	0.769270036670221	0.776184194207571	0.899149961192453	0.706197489407087	0.700985475647324	0.855101611348178	0.719918552263268	0.681388904208429	0.933345235744025	0.804780501686423	0.933137120342089	0.875319282531551	0.833606552631142	0.828282056242323	0.871372672850773	0.632080958160471	0.6962080336779	0.87679270623558	0.80419380098272	0.82369865228791	0.651740246543928	0.744347710630323	0.964007901042057	0.935592249265395	0.944761215001673	0.470137456901065	0.633980530746387	0.921621251677271	0.823071583804796	0.725954744514767	0.888033105816185	0.853908244539355	0.805213883270809	0.743531259480095	0.634866623889491	0.718031274447867	0.817267591967302	0.776579338466937	0.879569830459763	0.572573596917583	0.836359078645672	0.631328702485247	0.775729899574264	0.852421067008629	0.850993396581586	0.376442790276212	0.888476579554925	0.869367676967114	0.623605322204596	0.573554397146519	0.77539812469895	0.437500254516746	0.900132190591384	0.596008049655657	0.682536456146096	0.830510641751359	0.884497762077998	0.872957866794969	0.872162354849596	0.702415902745757	0.760868693493013	0.720477078874833	0.918923510103676	0.874894767648873	0.800396938864811	0.462545717488826	0.814863763362642	0.80235152042146	0.408760477194369	0.816876825480412	0.730940211216538	0.895307706828944	0.543957394813587	0.866969273207165	0.86583459938831	0.746176610893716	0.811117731724959	0.472684894191239	0.75977463257377	0.934029724286816	0.803175922003679	0.845291609551971	0.960824210073835	0.782696858840995	0.942052349590909	0.907854008091143	0.854674583208445	0.387643356960965	0.604148781469861	0.8305635662183	0.724971697432289	0.423343923431768	0.887761116447725	0.926804602022765	0.900395853081114	0.863511555893923	0.87287679572885	0.777027161830278	0.91819941965203	0.878270226374042	0.799462759088941	0.47365669253136	0.741050245185251	0.854382119553678	0.772772180073577	0.749027997629657	0.890570757857172	0.819808786018515	0.914844650327194	0.826193263103784	0.411099319196605	0.815561726297422	0.548494179435426	0.109405162153346
MRC2	0.659004850232658	0.930069024569036	0.5477832611688	0.90624302642517	1	0.849022702888442	0.739663175953121	0.120199655810116	0.890376477602855	0.888204626902922	0.748135410198148	0.763824564675313	0.532526411830905	0.85135035864083	0.955448590516756	0.880294348704016	0.890394270129981	0.833657633090014	0.911473439698793	0.573557275551194	0.887407911824005	0.916343620064989	0.801859636525297	0.797345628733688	0.900860952646526	0.887611669174669	0.548754640074496	0.835667543036472	0.838861529312868	0.791295302424794	0.813354468852151	0.814366638464796	0.548351863798295	0.887820053894915	0.757101377264944	0.619161405225964	0.916959446773862	0.835222386804082	0.831638644869374	0.776021520989325	0.809259113019422	0.878151207350906	0.78512071188093	0.419947055158299	0.518812347727035	0.779004145168529	0.665118935548972	0.832196871986935	0.716478103771403	0.55595354729802	0.936313638629194	0.920438449035658	0.865459691203501	0.298118323525661	0.437284701064732	0.883511384981922	0.692961219095123	0.862532195451824	0.794140856374867	0.852804228836909	0.89731296379796	0.603715557311428	0.729191379165213	0.745029591905475	0.868771973423075	0.744361746815662	0.84531490548968	0.458018456830393	0.717720708612124	0.500815384826014	0.797481875146887	0.773039759767542	0.791307412105135	0.214200054760602	0.893928590346056	0.878460842836964	0.448449631337619	0.38380026606273	0.688877787648605	0.299172433997588	0.86235845359007	0.471676035204932	0.738816798042234	0.788921921040961	0.760725989728164	0.804797138851776	0.788347132160551	0.735953316776298	0.751377769070054	0.729405374723783	0.926785939236512	0.89617218214475	0.641307558339118	0.220761890582317	0.859380336460398	0.802778509300135	0.40168106815603	0.822111273929042	0.648657782175056	0.789293708731973	0.3519571318474	0.804840179542627	0.748555850332275	0.677065971688368	0.679202749258805	0.287915244321226	0.833264325907618	0.853394221327913	0.641198003963879	0.758152160891719	0.915637066947217	0.72242565110059	0.950288745262521	0.842167974609291	0.694088430220943	0.245908335407759	0.344446966585179	0.876870271836449	0.534173080597985	0.272522219477517	0.819574232332788	0.832376017926864	0.819188397196071	0.761853996698077	0.78648448559424	0.589504835763061	0.829944373315713	0.795958180657368	0.669079461108547	0.346624068159627	0.607812861412195	0.861357575890096	0.812544426777193	0.573802215139874	0.886825304630526	0.681963446370496	0.864291228535566	0.830043782314075	0.190063222004344	0.663664459266947	0.450384293447822	0.0736925764271391
FGFR3	0.387732454386506	0.886771333516553	0.286828457531795	0.760004945863604	0.849022702888442	1	0.558296512332842	-0.0137006126872552	0.669840635559941	0.749223300503466	0.617823609914747	0.574372630016503	0.312651121933741	0.862199801736427	0.906130066537155	0.825471926270458	0.663394995860685	0.616854942769615	0.75593375693717	0.341249350710526	0.936687836770653	0.786745378146981	0.611378160252732	0.664906246374491	0.937253941296564	0.733337461927081	0.309414868705364	0.729716556259023	0.85874256968786	0.692250094079346	0.718853770223885	0.851956650940377	0.287255353791453	0.881300540039545	0.708089897465397	0.447753092496844	0.790378138958244	0.916196628747602	0.671698132074984	0.57996735117591	0.611835566397434	0.926254704250122	0.529223143124177	0.170093442551002	0.232840562507739	0.540006875239542	0.471991452135668	0.864358665538648	0.86618598802778	0.310269418531714	0.820129561488368	0.80098478102823	0.721749465679983	0.0161674371935237	0.19364475147419	0.744890415550615	0.430526423579486	0.911767232242715	0.54758044151447	0.634725005084653	0.891647004868647	0.458055988000853	0.924070861029208	0.823902302422856	0.933043945429217	0.639244883952537	0.708810399478638	0.252292196966822	0.501070560037314	0.239182216573222	0.891945636171822	0.632550807246639	0.787220560632613	0.0507499682943481	0.895545818410889	0.803898898614379	0.141903164904159	0.156864766849232	0.503786854168283	0.0124658455642836	0.818672347005256	0.208947818123695	0.885332374031402	0.758804982268777	0.568324713388835	0.643987141776007	0.685152870665345	0.899767543976041	0.659770629617831	0.740266375127155	0.824604054420209	0.864433870280474	0.427876404482926	-0.0140471262529312	0.684613980362494	0.868879383041035	0.121074827802902	0.552920888056918	0.430873884592171	0.606097536747898	0.122808229637792	0.70716815894661	0.635454268603651	0.621736590974527	0.492498662755122	0.0470911299375716	0.94707078125891	0.740990391336034	0.445597303420174	0.493499487575397	0.740988113349395	0.67029926563224	0.861609228651618	0.635726975333825	0.481574709467117	0.0359309875855084	0.0872873268672168	0.840759953136481	0.275206180290907	0.00371944368727683	0.688392496489088	0.66373853026734	0.64279272348152	0.639930247746829	0.596859773142136	0.327139199602712	0.734324254037571	0.709999224483031	0.479723288986601	0.141289787713589	0.445437076539189	0.895790627110118	0.911779179504552	0.329749112264211	0.831279675498189	0.436946273029705	0.719929994516857	0.78030533509039	-0.0384845338341226	0.385970936482036	0.191479934547223	0.0588060621033205
TNFRSF12A	0.64587715905091	0.799052617013461	0.812665405251965	0.791539381290197	0.739663175953121	0.558296512332842	1	0.268127400710777	0.691039526480287	0.751303181103942	0.550530862689012	0.71620680430059	0.474688339002148	0.692080888098819	0.7247668237025	0.854709529129777	0.746263071118439	0.819231471471304	0.775927129656226	0.798452962628913	0.694860024761044	0.687709530101142	0.879646949221735	0.649227959875116	0.633222307554971	0.799831176589184	0.533540790358711	0.753543102697743	0.723216234745726	0.619240503972497	0.87391331395137	0.386334853705196	0.513675362934085	0.787964984382952	0.791697433763869	0.564142686913136	0.790419048597242	0.655920743784637	0.86736029743203	0.865672304519302	0.843041839299037	0.712106325401774	0.652224234434287	0.579698942800719	0.615820231804866	0.684126585331087	0.647476667613497	0.699982983243669	0.597248018343511	0.813657910655829	0.826215555519753	0.761255783864122	0.878477211342234	0.328826106097747	0.732532051644462	0.723058791070097	0.69198674111343	0.565508837194357	0.805038274609979	0.684412941911151	0.666616169253748	0.512226512115192	0.36938638605474	0.581768130805897	0.615284687333453	0.689107050085251	0.796485445307023	0.485807188456776	0.627209048747379	0.573033370572072	0.651401957826228	0.90612677892935	0.6094996732063	0.157291242449762	0.698334866481575	0.876207849058148	0.612000882467516	0.579276689753846	0.754425398555642	0.344741614894745	0.805467991791398	0.698139506985306	0.553930194434242	0.613185816792391	0.834262250409753	0.588670273773546	0.749672821648144	0.496257716068706	0.831094957907298	0.389047335444033	0.669929981341075	0.732009810892887	0.844146486411431	0.339334945487311	0.711426755742562	0.643707866813649	0.283041318036571	0.856983634503425	0.515108425003326	0.752506063456615	0.437433600611907	0.83633967189244	0.813577562053263	0.749595842451011	0.636927671831256	0.350443694335789	0.539159931796529	0.842468802012083	0.805439602924442	0.748123236671233	0.796743117031603	0.809402281815091	0.794111232399226	0.758764762489203	0.696985393615312	0.369211244326239	0.550364755219771	0.60942284866476	0.829874538033794	0.464947521866963	0.692302765541002	0.860547906653434	0.782185812522142	0.846396284453602	0.688830212227532	0.759194674533686	0.87723571324872	0.777711173034798	0.883258540897366	0.408576832344168	0.775420292344132	0.766997602273365	0.613540816793346	0.832549169439053	0.840401085363058	0.681618424323029	0.620375537965083	0.641203210504336	0.271548283626048	0.74636302341104	0.430093232648651	0.0172436053956695
THY1	0.547199506766655	0.240735179937711	0.536376657495194	0.339359961619958	0.120199655810116	-0.0137006126872552	0.268127400710777	1	0.316522762217928	0.147508466768522	0.514250314923798	0.548269336601046	0.678385726233729	0.156253939844464	0.121305451148452	0.151858071376983	0.334660364167924	0.454346717060668	0.34722309014809	0.520413308696729	0.021875991017762	-0.0105795161361246	0.358826254798428	0.462238306532425	0.11590158663334	0.291019535806142	0.749192441520652	0.381080645246201	0.0488447226707613	-0.0686684257209719	0.335312883094759	0.0856238754294325	0.600341588701488	0.170684403991944	0.169789616546085	0.584232652096569	0.258002618972525	0.0802922281041802	0.332394049469619	0.265039258242174	0.337974458941588	0.121826350717517	0.369719832854108	0.801079828844681	0.473138239149867	0.496476689124769	0.546486181329111	0.239768520812429	-0.0140789038855161	0.508995055022474	0.273086845821306	0.295621523357866	0.291665367035333	0.780476183383712	0.403163420526061	0.439214928992366	0.5930785216685	-0.0497563787559258	0.390062170015203	0.17231093273289	0.136352398334266	0.737867413447803	-0.153369471650075	-0.00595304373409875	-0.0291464008573675	0.406787359657463	0.292929687562394	0.550642697684742	0.582753970980256	-0.00175687371990922	0.118526878298785	0.132642553776816	0.436866403255079	0.828961007042696	0.240745501165353	0.175291396077311	0.345842452957193	0.648468793264132	0.50117203536299	0.546060558020394	0.29218913313994	0.424009678239745	-0.0509453017821659	0.521634255831596	0.530203324533309	0.439324092068075	0.179190621301661	-0.0400631149808908	0.227721728606623	0.284241232402385	0.236770322993626	0.209249282742116	0.531334840838305	0.866652096617143	0.207482075912677	0.125187682172377	0.379171829829683	0.283833917344825	0.543549438606113	0.471055960829172	0.782575617784634	0.173638310376126	0.448894283877443	0.0427345418137994	0.616474811704929	0.801610507367908	-0.0152409433845529	0.27787727759918	0.544065965553874	0.449035324841049	0.323351999406265	0.39254720145904	0.230068511370189	0.357459817349749	0.562206995716465	0.418679715051114	0.748782100298123	0.11653178709303	0.470338895097335	0.48227350780451	0.243468485032566	0.249622623017517	0.408908677436242	0.29426256607464	0.429600558537484	0.569654216235403	0.305078120940137	0.19142697622864	0.15959389036718	0.359891927978852	0.154283941524787	0.101277539299778	0.0185568070818595	0.513567835266606	0.301445518241146	0.406175306983889	0.362022304945829	0.132750340695145	0.841423187934831	0.575807728205244	0.554142461211126	-0.0270321815849183
ITGB8	0.797642937773477	0.812734125857545	0.572601622590229	0.879669398412187	0.890376477602855	0.669840635559941	0.691039526480287	0.316522762217928	1	0.84502583628569	0.796156231139659	0.806565007577681	0.752868648245353	0.722415731726575	0.832710905833011	0.716208153108402	0.940367715616399	0.854369557573672	0.873830815651952	0.616903195069651	0.701822996813306	0.813224195473231	0.756368214551558	0.878425598893867	0.770525613681842	0.891398036617858	0.721894926594278	0.855631928286471	0.64961652284302	0.721656370583343	0.71218022505463	0.724451485369855	0.670280217166632	0.747286220015367	0.641278832197474	0.692142969052279	0.88316002907717	0.655815820254356	0.80036019752108	0.743691635846593	0.752163303944113	0.697693637721473	0.905504381746092	0.585323073687754	0.620997425583294	0.860942228423879	0.763224915175693	0.693808323032776	0.477225180931254	0.565231418301166	0.869412696998223	0.881570869205967	0.806619395809506	0.545298049426218	0.444583579727484	0.876915564124978	0.840954163160559	0.686380390917966	0.813642819401795	0.820866422671348	0.744315362173584	0.774329993060014	0.480710102112586	0.530988366417754	0.670233579360735	0.69505247626696	0.805321641091406	0.545037997653337	0.840445566630067	0.531682721998594	0.615302459270004	0.665720432152721	0.719733941781877	0.484407188204231	0.799106828294302	0.75522019218062	0.540526078618101	0.500550041576409	0.693681323938542	0.571592087804782	0.757912050891638	0.486253141221244	0.503779484704213	0.799027257099916	0.778506173559233	0.903733936067183	0.714952356090586	0.49009439046514	0.653819185549387	0.770700481971546	0.881596681997505	0.762175396171422	0.656401207502287	0.472998842392326	0.816163299212794	0.590141384627688	0.586468684024713	0.809667849151033	0.791101373454254	0.829282765847529	0.573404167797897	0.690185737097952	0.702350735272032	0.551913014440505	0.765592154489608	0.494142278012154	0.645098244335688	0.762841148134103	0.706372519745135	0.817983922777417	0.896102298969011	0.636511817661227	0.8661841250168	0.848229287088441	0.759028325425066	0.326384657344512	0.532381830513146	0.743287686035116	0.544739763914697	0.348650428177866	0.769843666457217	0.78842159978503	0.809364535161758	0.730414335038461	0.806570585206237	0.68352603903306	0.75918636882356	0.658348020144315	0.591413791575032	0.409701617190312	0.53505940988865	0.681513521879903	0.586220963395698	0.576104504306439	0.771486433261451	0.709878305583149	0.929138868214578	0.744979632908691	0.442064239143119	0.776390287802905	0.635454149954426	0.0146481841133526
TFRC	0.673475820639713	0.833267666892548	0.660693390165147	0.922253864454345	0.888204626902922	0.749223300503466	0.751303181103942	0.147508466768522	0.84502583628569	1	0.714701711086854	0.762285577685388	0.53784418502039	0.759170394071996	0.890889751233918	0.861938859141342	0.901523842295452	0.789297977515814	0.847386996931971	0.698923002166394	0.817702943082998	0.891170012148907	0.805928763306875	0.743708431892503	0.780659044137861	0.872643377940661	0.55076756664921	0.816245485629004	0.748475175602713	0.808040506736925	0.832523337755072	0.659051664413852	0.572372115050532	0.79886663649845	0.657498117826636	0.602969794394065	0.875835772308766	0.751541412517976	0.875087058943612	0.813807696987509	0.748886035062257	0.77682765346205	0.832440813526272	0.469462547705444	0.65961890211808	0.81715131981501	0.675035394223989	0.747456809304597	0.608503144548011	0.664748407233226	0.899858055733207	0.858284227192531	0.898972510128944	0.336066761197609	0.53635919957936	0.824495901840067	0.724966537985964	0.707759931816061	0.81310505855186	0.860415081049262	0.769544623215087	0.606104054880912	0.640855583171314	0.665207508341973	0.816304878324674	0.685079885750392	0.798395127122712	0.436923443324153	0.740776262116885	0.695729000878321	0.69396354919548	0.840915500494563	0.698044648649208	0.215109159115991	0.812278389591085	0.824888742154702	0.614227730874225	0.414007590101609	0.701129585072529	0.391178393860676	0.795107754321944	0.579194165048742	0.660221780435773	0.692561561975471	0.797242401248458	0.824878429652415	0.844396319368805	0.672090918175051	0.66101690116858	0.628509186276913	0.871588031104296	0.811183660359082	0.732176724011493	0.319892130889109	0.790925070845179	0.744166825996498	0.393846929184335	0.798696677810685	0.641925359386724	0.806939329925002	0.40219904146635	0.775415432047705	0.79238063092196	0.717494378728962	0.67340181782925	0.319404617132181	0.74440896579009	0.845711383012659	0.651371759496461	0.777741786733771	0.903191204723993	0.636603219111717	0.878064096402988	0.861708366564328	0.737798720380802	0.239800669400136	0.507113876479902	0.825368070514869	0.666370829439571	0.384770985292211	0.807469867576205	0.872700359600773	0.821919567854332	0.816295481448997	0.754175131990808	0.688104795125078	0.86214157017016	0.813017232261123	0.799750168525774	0.42452995838286	0.715180314769688	0.808962058975346	0.734498004402317	0.674520136771789	0.80217573645417	0.737920936250982	0.863168650785772	0.76895585504032	0.273224322810924	0.727230529082701	0.433121307759014	0.0678407225601575
