""	EGFR	GPR37L1	C1QBP	LRP1	MRC2	FGFR3	TNFRSF12A	THY1	ITGB8	TFRC	LRP4	LRP5	LRP6	VLDLR	SDC3	TNFRSF1A	FZD3	TYRO3	SORT1	CD9	ADORA1	CNR1	CD47	IGF1R	EDNRB	RIPK1	NOTCH1	NRCAM	AR	CHL1	CD81	ADGRV1	LRP8	ERBB2	ITGA3	TSPAN12	LPP	ABCA1	F2R	ITGB1	TSPAN5	CADM1	CD46	CD82	ACKR3	RYK	INSR	FGFR1	CD44	ATP5F1B	CANX	NOTCH2	MCFD2	PDGFRA	SDC1	CELSR2	PTPRS	FZD7	PTK7	FZD5	FZD8	ANTXR1	ITGA6	SORL1	PODXL	MCAM	FZD1	FZD2	VANGL2	TRPM3	SMAD3	RAMP1	PLXNB1	KCND2	ITGAV	GPC1	TNFRSF11B	TRAF2	ASGR1	CHRM3	CD99L2	RAMP2	PLSCR4	KCNJ10	SMAP1	RGMB	TNFRSF21	ADCYAP1R1	SDC4	ERBB4	ATRN	NOTCH3	PDCD2	LINGO1	TNFRSF19	PLSCR1	GRIN2B	EPHA4	PRTG	MGRN1	S1PR2	PLXNB2	TSPAN17	NRP2	SEMA4C	EPHB3	LIFR	NCSTN	TNFRSF10B	SLC16A1	PTPRA	APLP1	DAG1	TMEM67	EPHB2	HMMR	CXADR	PTPRJ	RACK1	SLC1A5	IGF2R	APLP2	RXRA	ADGRE5	PILRB	JMJD6	STX4	AMFR	CD63	PLAUR	TRADD	LRP10	SIRPA	RPSA	LAMP1	TSPAN14	PTPRZ1	ERAP1	GPC2	NCL	CLEC2D	CD74
CNR1	0.497509422368628	0.844105570478866	0.470104890593943	0.839428770744735	0.916343620064989	0.786745378146981	0.687709530101142	-0.0105795161361246	0.813224195473231	0.891170012148907	0.613671541603054	0.623641430664253	0.369130870427957	0.801671603914397	0.879422977477564	0.829705037484381	0.812288886148022	0.712193081115191	0.796175823394793	0.503046400261292	0.832901728742382	1	0.696174942020982	0.673704385136037	0.784686216246222	0.777792903567801	0.367209805625836	0.776470750431227	0.783838222153792	0.860671966190312	0.749376951745756	0.707308350908105	0.414106537580313	0.794813046750096	0.714996056742287	0.438184015915629	0.83774444395308	0.763888588146831	0.755339753863351	0.736678331799544	0.66668888535145	0.782215394618725	0.747590678056199	0.272996891271114	0.459569513731284	0.676522192360403	0.587571717308872	0.717916070507721	0.660055263175439	0.477307449356309	0.841536786764584	0.796007661350627	0.803390689789403	0.133415953364576	0.405754726693841	0.749708137444952	0.578626333265965	0.810555432435544	0.703105276720335	0.830065659214494	0.812574686269916	0.463832106622422	0.684413561659208	0.676748097204734	0.842921825762642	0.602011469088091	0.740396399701939	0.286762539224636	0.597271636670686	0.596944762920089	0.694412768388995	0.790218939020276	0.65142137324726	0.0605625253515031	0.77818455888668	0.836657212469217	0.455691367926686	0.21585981472902	0.629647399591708	0.247030288526728	0.759449718015676	0.410309069263464	0.684297706499938	0.634993916180039	0.64267074420869	0.744927861149233	0.794025004683644	0.677343607563019	0.665298948657496	0.603265467670081	0.867709185604575	0.767745455763783	0.544572270680739	0.118365452319571	0.735759494363209	0.68090428244614	0.310787445210736	0.767697607630565	0.529553117463958	0.655164273703389	0.184387545943203	0.757458410069817	0.676858264598355	0.700067615214003	0.550975180794478	0.127239889513067	0.760527942006304	0.791374519635837	0.548597152314789	0.624473182166117	0.816264186524028	0.631999137648412	0.856675705082551	0.746267984175383	0.574481388817251	0.0621111212427741	0.288458889068089	0.813674109121973	0.486559595969439	0.182911220385762	0.74938619676427	0.786642707583556	0.714118524597734	0.763646017175691	0.647786337488889	0.488615067291528	0.76345235023919	0.744147975845229	0.689737854849074	0.299585724337439	0.654481452397215	0.804942383279383	0.746070212779586	0.493073438533293	0.764920348158296	0.583713706653779	0.77955374382338	0.740317814506933	0.0536502894803463	0.527260328993898	0.289553808586945	0.0322960101621661
CD47	0.797077047672135	0.814975230175589	0.834206561364483	0.889715255158671	0.801859636525297	0.611378160252732	0.879646949221735	0.358826254798428	0.756368214551558	0.805928763306875	0.754418889549358	0.848650928469331	0.667628420809041	0.693758947756507	0.799550486707163	0.87398943017521	0.862145569397031	0.877517236681381	0.919003288922085	0.856180570353988	0.702408336256543	0.696174942020982	1	0.776268010357231	0.703397099761395	0.882446671405687	0.719032791213169	0.783471691791894	0.687943532222987	0.606038386344322	0.883181494492374	0.536318491079125	0.689199490216758	0.795314374337174	0.684762358203458	0.727915988246959	0.836198957369166	0.688030198342255	0.90456098092365	0.86038560780782	0.924555756131286	0.757905591909379	0.754386596787073	0.674234746635091	0.752865194649931	0.852806068713209	0.752796292816142	0.763849674022156	0.571546001714606	0.870222839019377	0.896561138874954	0.877779121754132	0.912748565299799	0.50786959806206	0.736856544703981	0.857774974829411	0.815960002810797	0.590159124182408	0.899227923237073	0.793698258564494	0.709289313056655	0.645114660823077	0.473159280099861	0.613618035191728	0.673781927401768	0.781087374484563	0.890025170229077	0.676443403519363	0.779801775148406	0.557826543895923	0.687311999659578	0.871424484820387	0.748601420252019	0.333229452177804	0.766217305332352	0.837206430876303	0.657253756200541	0.752064066864755	0.769029601116992	0.406291760454295	0.847987449477689	0.746510429741452	0.587705167919095	0.735327743119525	0.939091334379602	0.717132396791973	0.740439801450099	0.564131413411189	0.775121392771798	0.552874272429207	0.777640432845381	0.832401786907802	0.883726196519297	0.443892940295636	0.805870326865463	0.773239752504569	0.374474581321838	0.822203265013906	0.651109190327905	0.863746798083595	0.561096183035192	0.843284787984275	0.84821565025039	0.678240691538142	0.774801378716914	0.506732603457924	0.622607425662788	0.896641441549112	0.806556959535102	0.889072214000672	0.924747736314112	0.791733895203981	0.874449112913229	0.900327290082598	0.845417179100481	0.609878610958612	0.607258660733388	0.679216124970673	0.832600570949874	0.497222651704686	0.784589158233897	0.898603742617963	0.898051921709014	0.789481795462663	0.87761122098112	0.857066817630387	0.881084530178875	0.850598390841991	0.840517127784839	0.406661234566089	0.718503010314722	0.775465595076217	0.668176062280999	0.851374702126372	0.868661284052532	0.81429945488958	0.781042410293061	0.726485591209789	0.441731185403666	0.873589422057805	0.604487524843871	0.0586670517401747
IGF1R	0.803659365198544	0.791313990311745	0.554508231903505	0.855056028291995	0.797345628733688	0.664906246374491	0.649227959875116	0.462238306532425	0.878425598893867	0.743708431892503	0.841974884913383	0.848778606527104	0.809165266215673	0.731628980723746	0.789045134345895	0.704773320643166	0.862544814384279	0.837647923412094	0.867568670716099	0.608026671741982	0.666939297081007	0.673704385136037	0.776268010357231	1	0.751677189827599	0.85633335299398	0.791325493985771	0.847527052176394	0.642768954360773	0.583807263683116	0.704970519627885	0.718811884063314	0.713335362003722	0.743169687116512	0.625450330502475	0.732489653379779	0.838065020096404	0.689393978519521	0.786014625944337	0.686163138782888	0.7501173641146	0.719316655092742	0.832854290143841	0.669648436012098	0.565838229286514	0.83407511487011	0.810568486059488	0.751619887157953	0.530703865501565	0.560631302111761	0.841990778518818	0.870635291311168	0.771335021830998	0.601531365348159	0.473340973033564	0.892350325524912	0.827778306758889	0.635353852044238	0.799189595563405	0.710119441000238	0.696809618986981	0.84669407023527	0.510786516568654	0.572003339808997	0.654423521680313	0.749528428675755	0.824042473707326	0.591905378876579	0.85714746914481	0.382727490598422	0.667246450826148	0.602389402150841	0.820349151263457	0.615470381122783	0.819110546837616	0.713821968356448	0.434210100123274	0.612958129405309	0.696212246408023	0.572205971217681	0.780781528890484	0.444603381079319	0.554504740027619	0.879764649969854	0.799092166434282	0.856868170807894	0.641989015833716	0.544251159218556	0.63839030692523	0.817821679182352	0.856185283432567	0.78010791572861	0.645208842092918	0.535185227259087	0.749615477005617	0.669802847453696	0.507937055134792	0.697795954112278	0.775163564914654	0.837366672079383	0.623272226520544	0.695062503221307	0.735390395583318	0.519476404429897	0.812075199190008	0.595511676328694	0.670004063804176	0.765467784880264	0.731619285377519	0.792250933235775	0.866765304800202	0.692643734513966	0.837186024002168	0.837322694446325	0.785990821587102	0.434338872825581	0.56782730366658	0.69232234369111	0.516696288712319	0.304080747973477	0.767023702885461	0.751315735074669	0.811898358271889	0.68216839314853	0.843872196329482	0.685998621581871	0.743567489370603	0.671503756860093	0.515916001366855	0.361343853375665	0.459687584147717	0.679872681829332	0.629203890647291	0.568655349385051	0.778209273742762	0.689432728752409	0.910558210209573	0.746384928567381	0.534215947774733	0.778299629901907	0.689368100023363	0.025660590323806
EDNRB	0.559001631618825	0.921830085114337	0.417498604271912	0.807616954166656	0.900860952646526	0.937253941296564	0.633222307554971	0.11590158663334	0.770525613681842	0.780659044137861	0.712138253812366	0.699445485253519	0.468810367929011	0.846950842468942	0.93249634270905	0.842815097729901	0.761388671505321	0.746767384617053	0.830535988925048	0.459679979420739	0.920481727652108	0.784686216246222	0.703397099761395	0.751677189827599	1	0.813519245907372	0.480399887673736	0.764270267656465	0.845345228915305	0.649025499056888	0.769658553336698	0.868805134889124	0.430584274431605	0.908116357411339	0.711120303855069	0.631933372961957	0.836801997424023	0.895208208842445	0.741898415398137	0.619251489767258	0.750792838309782	0.936542051270344	0.620563273195188	0.335654545036617	0.362921434817578	0.668628038531721	0.547880072336607	0.890824814341359	0.816972506499933	0.42700318050053	0.877207184418451	0.881876068949097	0.773642087667191	0.207419680687127	0.254507390597449	0.841008262340113	0.570006081875366	0.885547056900562	0.644335685025776	0.700029542483008	0.937033047364734	0.570601452693216	0.853378077646724	0.792158507698825	0.889151798304131	0.728671351889335	0.775885455508296	0.408209307086439	0.626945783017274	0.236051233534778	0.885982437947901	0.643344856117828	0.824124312688247	0.203834839141252	0.933955701542031	0.815614702937087	0.238049546533117	0.319558919907585	0.589343521080877	0.152918495560145	0.855507407858395	0.348042577275989	0.85477375877318	0.833439535054006	0.697026035818761	0.705785206502597	0.688466293574602	0.839718201024099	0.672448725025426	0.784769470116801	0.865144216257615	0.920981311566664	0.545347179142036	0.130989311218416	0.815956470213239	0.887274926900987	0.29661926701634	0.660916474172786	0.564214591752309	0.708989066350059	0.285495257397538	0.701639188650409	0.689414822724428	0.572544353423158	0.60307329512586	0.207889914743473	0.921968551220968	0.766474494568595	0.531669361446168	0.648249707228226	0.830368989793739	0.692616817295605	0.906286831160638	0.742061333836181	0.591582155461705	0.17080546902745	0.186787177771705	0.872654629262202	0.380334143519867	0.13261755031077	0.709910157642769	0.694270502959703	0.743566696843972	0.637837666057616	0.697798034099627	0.467690688317159	0.781861338667791	0.712599995339325	0.508328517449491	0.216686044958975	0.436054057893695	0.88461052746596	0.881972252707967	0.454881910242598	0.893023234617911	0.540847659712325	0.792093275594778	0.795247175028047	0.11844833074221	0.535038418418491	0.348264197190755	0.0533950365810607
RIPK1	0.775053449955637	0.863601758205374	0.678609854705349	0.932209202671915	0.887611669174669	0.733337461927081	0.799831176589184	0.291019535806142	0.891398036617858	0.872643377940661	0.779641174834779	0.845097809536498	0.711689692984236	0.782842413284662	0.877621986303051	0.859142181674277	0.925895779438653	0.853968597423513	0.928462063172277	0.706571287746253	0.799199212449415	0.777792903567801	0.882446671405687	0.85633335299398	0.813519245907372	1	0.694058809136345	0.893916135140257	0.75797767967868	0.712462676058953	0.834063612399917	0.7002947995428	0.673092153446816	0.840937816745462	0.729289743724597	0.685671681301933	0.934996408781999	0.788564144143834	0.916192923672736	0.859514959657698	0.840573276541968	0.824177520650475	0.844412253081245	0.589764056455067	0.639645247631665	0.858149077789274	0.754640242101995	0.833455807109935	0.647778461454982	0.69343360449149	0.953761415645612	0.943929754325713	0.918584615012401	0.469001130720899	0.592101863628514	0.893977474643629	0.824042517770593	0.731395779103451	0.86265896533599	0.799708264320043	0.782626548193748	0.720985486980484	0.595269008627545	0.703117381493788	0.770001618985434	0.784172635399863	0.886383207163745	0.590846907728125	0.806743523076996	0.572253288296675	0.767419458927994	0.79742517144967	0.783237673577826	0.365998991349085	0.888703484681304	0.852759059238323	0.537835443679853	0.59302713329837	0.699462283711014	0.429809218823099	0.873303691675236	0.551373949038042	0.654135766363185	0.80615770288756	0.86364540585591	0.834809673090285	0.809623271282497	0.638837899890951	0.776674021218748	0.733079705609259	0.888739246553723	0.852475751912243	0.767751491224373	0.389790703700574	0.826980937139662	0.773211095393268	0.409214688121751	0.814113060896441	0.721580309696899	0.890712305374597	0.535493484811357	0.842325148247146	0.812988474614226	0.723813772444922	0.77754286689759	0.443819983669921	0.754102595012584	0.882008491498867	0.778439069922177	0.851828418361784	0.938254489638041	0.76103623188769	0.92567749764182	0.895783308383195	0.801933229766535	0.47141053090452	0.544164354922026	0.784840838503934	0.666718375433117	0.372998819534433	0.851489603800689	0.913253988364697	0.863900319487778	0.804587290231289	0.877715670180889	0.750524877361898	0.885211943764929	0.817885013502251	0.74395029499576	0.422191393764249	0.676802342582896	0.828693148964847	0.746910055133922	0.696382142154179	0.878073801131044	0.785246092320507	0.895741650514449	0.836796490708763	0.395473478089622	0.827741779702841	0.586437105658038	0.107317058009026
NOTCH1	0.915100801248967	0.543408232907826	0.727401915666512	0.70331019928957	0.548754640074496	0.309414868705364	0.533540790358711	0.749192441520652	0.721894926594278	0.55076756664921	0.807380101392673	0.859098265030051	0.929521778130225	0.409309602922113	0.541597619797658	0.486308585301096	0.766295756384596	0.79334953839989	0.734608077533645	0.751036581700515	0.353214962626155	0.367209805625836	0.719032791213169	0.791325493985771	0.480399887673736	0.694058809136345	1	0.617414751224776	0.309545173580248	0.273246191936815	0.586088369336647	0.426599757439005	0.84856603404287	0.473306434417108	0.312764627437765	0.866468608578458	0.605205539654548	0.345041339368648	0.662738102975232	0.536409988597342	0.714012130877018	0.418452912503166	0.727865746067552	0.89028036021686	0.767503878400628	0.865966034252458	0.750702321383942	0.495149771781867	0.153165779804766	0.72597149837849	0.645036277581087	0.69949286236883	0.619023073630551	0.910516397115371	0.529556001323648	0.792569952182662	0.902381683277211	0.25383929504818	0.751416979874717	0.604251403179594	0.453525978832148	0.879828713256743	0.151654915364543	0.229937618304572	0.307428511814474	0.694689077376564	0.662449362887485	0.810338039026571	0.89003025437638	0.317832687319493	0.377067654862958	0.424112610211265	0.674866940427323	0.829702526765441	0.550747053865401	0.443052164597991	0.597019121228361	0.837887383922149	0.664879993085451	0.687982086431643	0.576413708418226	0.648807472368604	0.194319731544096	0.744753245163167	0.825139896389073	0.750198261677258	0.436286772240478	0.23413143825111	0.425890012994933	0.57770501124093	0.598756625741495	0.599583721193732	0.757078476597005	0.839547797727513	0.685481772772712	0.464402926262278	0.658223340692522	0.596021056300848	0.820352535249236	0.806214491044751	0.883702171064549	0.455912635437313	0.681897105400159	0.229751246334106	0.848511745336394	0.870988083135804	0.316474573120672	0.602303504990398	0.701561612700649	0.849399349879543	0.751817105470813	0.505374739895303	0.612256461784971	0.768891670688212	0.844485374446209	0.672523310138633	0.763356710073018	0.443277884121558	0.656832000536889	0.600821255015742	0.555675678180406	0.582381706896904	0.73702281688452	0.49814868078915	0.813157119071037	0.835002182453422	0.594034428884226	0.50071027900941	0.440785871700734	0.436137517854827	0.332075836696815	0.383624513322747	0.293692535392452	0.709406730292354	0.587285286996426	0.73312532753119	0.756453951715209	0.473283884299551	0.856916721475621	0.893308371780631	0.798374065314504	-0.00639193231639256
NRCAM	0.624094189717494	0.866817482892759	0.561495456465515	0.895966559088954	0.835667543036472	0.729716556259023	0.753543102697743	0.381080645246201	0.855631928286471	0.816245485629004	0.736419465441413	0.765320210277772	0.664958417008144	0.857896574044099	0.822770846398427	0.81759043449549	0.843206061733211	0.756803563243693	0.875947751139092	0.569423445022443	0.787473661919342	0.776470750431227	0.783471691791894	0.847527052176394	0.764270267656465	0.893916135140257	0.617414751224776	1	0.782351963074552	0.733684296539389	0.778596743280987	0.698668214726186	0.574061480699247	0.843623845124782	0.849245617034652	0.515425763967499	0.949344666746819	0.839099825714091	0.882557619620089	0.861950451696166	0.702486301921619	0.830913813688877	0.814282223274962	0.549913773549014	0.497343717401135	0.753721831351714	0.795745698452902	0.867808066815121	0.736696544697329	0.574842361749502	0.920302184919617	0.8692164403535	0.88946282144367	0.374337097099747	0.581592423445901	0.839559641157766	0.749571791408042	0.782091953741625	0.772407055532357	0.70363089898318	0.768722369702966	0.746101239634819	0.582432861822249	0.720838110532451	0.790390669504107	0.715884704307953	0.840555448425161	0.413106384161472	0.771415508452986	0.539229284909288	0.789454124327863	0.761616487073856	0.799085392494737	0.38805580191097	0.883658686642404	0.893462780047073	0.398114017435191	0.462414908536839	0.685879539652797	0.380135946630857	0.874045210772486	0.365914017764785	0.679004039315842	0.83299782243786	0.75808921915401	0.843450312559191	0.853874273562571	0.646339231994542	0.840905297348981	0.764450230821061	0.8829839884676	0.76924186375338	0.659994427635553	0.391267856607932	0.666690095727397	0.687735569986457	0.230044341158836	0.766924400143629	0.652465945656949	0.851715031976988	0.462030078320794	0.875782806516042	0.791074647321976	0.819900640593017	0.754402209829981	0.379990060955684	0.758300541600744	0.876879644643679	0.816085719015334	0.70019833720456	0.84798717078373	0.866462389089219	0.901993611947257	0.800345620783713	0.748842447802688	0.284535660881365	0.551605738855888	0.733873597498348	0.561727069433106	0.189184361332034	0.861550162874061	0.898998701754383	0.778260843433388	0.870291298267063	0.792379987092008	0.628732459046879	0.852223416742783	0.809617242322052	0.67883804549377	0.340649142078267	0.676473203241442	0.843928733629548	0.763238121798496	0.583905760041657	0.855913156523053	0.653819201392804	0.861768964385579	0.839267158121703	0.346046677379731	0.704664144584883	0.485057197926577	0.0310433633267547
AR	0.413240657615356	0.896881451910065	0.433982182808022	0.769270036670221	0.838861529312868	0.85874256968786	0.723216234745726	0.0488447226707613	0.64961652284302	0.748475175602713	0.550852200229665	0.622863296539793	0.290422286330322	0.864647829936768	0.860310446102308	0.879672253505335	0.668305967044129	0.659311083789291	0.761695603376029	0.452433875137503	0.889222426393414	0.783838222153792	0.687943532222987	0.642768954360773	0.845345228915305	0.75797767967868	0.309545173580248	0.782351963074552	1	0.715492001156907	0.782650780853613	0.68664326839141	0.312034798810299	0.908793039705239	0.857182244726639	0.398513976409454	0.828727195315258	0.906002139965434	0.772743343522777	0.71822812415653	0.670986530977655	0.923059906392617	0.545215606597066	0.235993448244449	0.292037971658951	0.540253480163326	0.512079259623601	0.880407056787782	0.884678098577095	0.450801515036084	0.849035080439982	0.793923359375183	0.814754307672719	0.0480067409758113	0.378771299912126	0.71339492004662	0.467510032969313	0.867718956371741	0.616622028511431	0.65584135850091	0.857623926983063	0.427526700145224	0.777682323533024	0.822210208209562	0.884184020053614	0.703219906646172	0.721666699457431	0.283546465342397	0.507161446224059	0.383867922559782	0.876610435045852	0.756430095519827	0.737293588154836	-0.00471394151491964	0.866120619844581	0.900016450163061	0.260832528221624	0.226569771196236	0.588676567785445	0.0246572821577912	0.855312167308054	0.300296739809809	0.842841115536263	0.716247567499518	0.617743662873351	0.578362655824877	0.770131758163369	0.805746300792873	0.794088792714323	0.605249362220888	0.791893577687861	0.827293668987035	0.55292982149705	0.0366125517284569	0.665808857144794	0.815253923795889	0.0810265321553075	0.697102227701408	0.401493978193142	0.650323979439029	0.155969453682063	0.814691041039237	0.740504993576255	0.77847837195681	0.529479655654168	0.0932322473893079	0.853130213905622	0.816038549986914	0.565371350797088	0.513837528534877	0.741591788898032	0.793019809997843	0.855849066712459	0.662275427774607	0.505232217951091	0.113181225934008	0.211927466347574	0.782656961674511	0.441876688095708	0.0925403035290889	0.731184937988069	0.768260000934709	0.661437339920719	0.763494102711513	0.62287882718337	0.411627541470456	0.816282254102733	0.779337306564322	0.64151655368266	0.202805437844504	0.603798522567668	0.927608203883234	0.86343753064551	0.474395264929477	0.86768175862062	0.484349823658292	0.6551517519028	0.767833337648952	-0.00850062363252343	0.45762019036814	0.189602111380781	0.0477156019787602
CHL1	0.403685227945293	0.734059400486598	0.407817579161972	0.776184194207571	0.791295302424794	0.692250094079346	0.619240503972497	-0.0686684257209719	0.721656370583343	0.808040506736925	0.523215716528741	0.518880092721972	0.31268656032929	0.715541671175201	0.778668491366447	0.756926487417035	0.724391690872914	0.58069244612119	0.708179844535122	0.454110161133549	0.750799071598812	0.860671966190312	0.606038386344322	0.583807263683116	0.649025499056888	0.712462676058953	0.273246191936815	0.733684296539389	0.715492001156907	1	0.671977913857052	0.588451021302415	0.315053770449968	0.704948157527088	0.671184662045295	0.257488802868242	0.774856203873115	0.685210941374933	0.705298278294562	0.734077755770362	0.527469058309121	0.677375205372352	0.711394770996687	0.184251149905912	0.435968647772695	0.56807492732067	0.542878944958324	0.622881721350656	0.599175431764234	0.424716261918401	0.754062449526602	0.684234062228486	0.751607884107004	0.0563350866421692	0.416633599718233	0.609557008109345	0.493942958645004	0.714913555682884	0.611926046871017	0.742081069132036	0.662788409905884	0.361349143168495	0.595780928980509	0.623318958394556	0.76657673303718	0.497993781005614	0.642002445335106	0.20876538008126	0.501988179398812	0.684098757038594	0.618924645658232	0.764631275771176	0.555911066388544	-0.0331950196957783	0.682078188804927	0.772608039178074	0.450599231130799	0.139781631361495	0.525631808869133	0.184203452797873	0.676857195856728	0.308388532773554	0.596446617932342	0.526605195143212	0.531609490719851	0.651209887704241	0.798457286167831	0.601549948139012	0.654442644763377	0.493929427697546	0.752917799983531	0.639102850123872	0.479669792371831	0.0890453137796136	0.584040078738159	0.552254803962782	0.19134598003573	0.693119410877722	0.457001012071142	0.594694219584543	0.133128100189021	0.764462356420475	0.604989556340122	0.753247704667619	0.486015682693169	0.0421708054234775	0.664731583298958	0.755628671888995	0.54323160441704	0.516312092518099	0.71366583555481	0.597992366820004	0.772839468230612	0.63503367800646	0.491933493441945	0.0178064351306279	0.294569823721324	0.703574128226204	0.447866893242913	0.111267472688326	0.718314280146294	0.769830552417179	0.623459693114313	0.748536506817555	0.564662470246163	0.431640347452734	0.712831738063026	0.713245632826641	0.687514593266927	0.270960253954213	0.690386301229485	0.738986955621152	0.640083463195872	0.422981243470192	0.656623165003975	0.518551052234705	0.699359024298482	0.709936665130602	-0.00282283285364693	0.44727718670067	0.208113998725838	0.0406366696090933
CD81	0.659948590097156	0.888930228344891	0.795167231653808	0.899149961192453	0.813354468852151	0.718853770223885	0.87391331395137	0.335312883094759	0.71218022505463	0.832523337755072	0.709622185142101	0.790811136476735	0.510106606998229	0.786825223364936	0.849252670698225	0.93906602107775	0.795652897692601	0.846470798630977	0.855918769998378	0.814793515263214	0.81058022100476	0.749376951745756	0.883181494492374	0.704970519627885	0.769658553336698	0.834063612399917	0.586088369336647	0.778596743280987	0.782650780853613	0.671977913857052	1	0.552366273449384	0.570402102538881	0.870784224488336	0.746316253629739	0.651338573645601	0.833164079519498	0.781310821270161	0.876885481202608	0.870083762998411	0.844686085657664	0.826686698667184	0.708827765061975	0.59707046270055	0.652524108070108	0.744335620304171	0.696053009078445	0.796088868163862	0.688542128403477	0.806030649729037	0.896369272966766	0.840147722401112	0.919964879255854	0.353457374036016	0.642836192671915	0.824909158178624	0.707113467477882	0.651612368956205	0.798605438820811	0.753757441228668	0.788202327879635	0.612778184059144	0.590539752744288	0.772336106523427	0.754148423454314	0.750286122762324	0.819563454116477	0.538918619035814	0.700985514272569	0.514272033905664	0.77183587961103	0.89677245352003	0.789618224499295	0.228901823141687	0.842619806664402	0.885608518780751	0.605279523016872	0.553418008782252	0.801370242477419	0.3042163041629	0.888086425210555	0.678506324112446	0.691057973193063	0.751788567417654	0.883866790817508	0.69044429242622	0.824279015008155	0.690000269317045	0.775568468374427	0.526614639495791	0.778429430672956	0.844545486892979	0.856173219108042	0.398398691244397	0.758120351382785	0.817476626168717	0.309334268921411	0.801973965449349	0.57098198572484	0.80443557710913	0.46129204568113	0.852527559907385	0.886692571083564	0.729575728818457	0.73164093343368	0.392311675764659	0.689558862946426	0.91020404816982	0.796121976139695	0.76107395552203	0.869125609085557	0.822353527177586	0.86970653870819	0.804292206292205	0.775764367123263	0.317432003105004	0.556787885995669	0.814787651578073	0.804656145781674	0.507007888516619	0.816742059043094	0.877991609880742	0.856992272664799	0.861536820286619	0.746992803473963	0.767560605124655	0.946284033572885	0.850810515860906	0.857178710694862	0.560360481272477	0.789173762715884	0.870852621125696	0.778112956847613	0.831319800927756	0.931747949676507	0.803464842391217	0.719716635714288	0.735385176595323	0.320308085239845	0.739718265629432	0.421620557757304	0.251487825838835
ADGRV1	0.448890018223643	0.769203107614856	0.191489677285147	0.706197489407087	0.814366638464796	0.851956650940377	0.386334853705196	0.0856238754294325	0.724451485369855	0.659051664413852	0.689960312639959	0.577496477420827	0.455486559447793	0.774252180470824	0.830530207221163	0.651079190634199	0.67810143738499	0.606741143704566	0.738463277146369	0.230099725339931	0.793227062837214	0.707308350908105	0.536318491079125	0.718811884063314	0.868805134889124	0.7002947995428	0.426599757439005	0.698668214726186	0.68664326839141	0.588451021302415	0.552366273449384	1	0.400894600844888	0.744255404795573	0.565090638842644	0.496788542711124	0.74448713556723	0.799158790552173	0.584271343461494	0.47453980967636	0.557550137089561	0.805147636643064	0.59193897216305	0.237334563371859	0.229101990472636	0.589071211706005	0.521639107069532	0.772281224195536	0.704679750360507	0.200421644912396	0.751460969361276	0.766498263335935	0.597517809489978	0.164805671311709	0.134729831346949	0.756915154347156	0.483909210403524	0.840475359848674	0.536129737946483	0.612655884556492	0.801326919830057	0.56599855798436	0.826027858141069	0.704563180342324	0.825360846990838	0.582694358939723	0.67890595027493	0.280790552830369	0.579551699916026	0.15351951588935	0.752561278805665	0.433337431392318	0.775822999149521	0.265144239493464	0.836227415746852	0.643344235761571	0.0866913632201254	0.216970108721147	0.414949090589576	0.166627559078659	0.712402205838115	0.118975826514745	0.760449107988398	0.771132760005641	0.515249432235311	0.725422480289145	0.561277233433403	0.755490145618128	0.531728936290831	0.860597498876228	0.826827984677804	0.803398982555359	0.313924738056945	0.0847828777649771	0.656262085822249	0.754640920503107	0.265157588255101	0.467871580312082	0.558755191700903	0.596520907863126	0.204735639210702	0.584563180348814	0.501429069941666	0.450550513009238	0.512931349531488	0.177480614493029	0.872630489106939	0.615345981364945	0.41706358753028	0.52738499115774	0.712276244822494	0.546284448120811	0.793948822818681	0.632098496037043	0.516114251797869	0.103007760489918	0.110046570056008	0.802238046145155	0.14654649103545	-0.00107858663878381	0.671807304219014	0.560002505382711	0.609770471700705	0.464828114199685	0.635795980941308	0.301473288701767	0.574580077825494	0.604433105983984	0.281911967969882	0.156213897604986	0.259332689361819	0.722472833913939	0.792296464345082	0.217493522584569	0.714873213260306	0.423960208593784	0.778565239397802	0.783240498893433	0.0903926074129522	0.410353102226469	0.382114891969246	0.065898172674747
