""	CD74	TLR2	SORL1	APLP2	ITGB1	TLR1	TLR4	SDC2	PLXNB2	KCNQ1	CD163	SIRPA	ENG	ADRB2	HAVCR2	ACTR2	ADCY7	LAMP1	VSIR	KCNQ3	TREM2	TSPAN15	ITGAV	C5AR1	THBD	CXCR4	GPNMB	PLAUR	FPR1	PLXDC2	LRP1	CMKLR1	TREM1	SIGLEC10	STAB1	TLR7	LRP10	MERTK	NRP1	PTPRC	NRP2	ITGAM	AXL	RHBDF2	ADORA3	CD63	CCRL2	CSF2RA	P2RY12	CSF3R	TNFRSF14	STX4	NCSTN	CD33	CD46	PDE1B	CD93	ITGB5	SELL	NCL	TNFRSF21	PLXNA1	ITGA6	RXRA	TSPAN14	ITGA5	NOTCH2	ABCA1	PILRA	SDC3	IL6R	LILRB2	LILRB3	PECAM1	CD44	ST14	ASGR1	BMPR2	CD81	ITGA4	PLD2	AMFR	INSR	RPSA	UNC5B	CD40	MILR1	EPHB6	DIP2A	ACVR1B	STX3	FPR3	SCARB1	TLR6	IGF2R	CD47	EPHB2	PLD1	LILRB1	CADM1	CD226	PTPRA	TRADD	NECTIN2	SORT1	ERAP1	APP	JMJD6	MCFD2	NOTCH1	ATP5F1B	TSPAN17	RYR1	RACK1	SLC16A1	TNFRSF1B	CD99L2	SMAP1	LILRA4	CLEC2D	TFRC	TNFRSF1A	PTGER4	CD69	PTPRZ1	PILRB	EDNRB	CANX	ITGAL	TNFRSF12A	CD4	C1QBP
CXCR4	0.726185156153871	0.443067257271423	0.200562664487895	0.430693208111616	0.288793241660491	0.340491044068386	0.515594782563035	0.395082222081201	0.263129303645506	0.277854410362032	0.309560717561803	0.399268609718323	0.141287545679943	0.000705423390798194	0.280763938575442	0.4709409759954	0.467982967106906	0.513304306031004	0.0588583027404283	0.0375859430127392	0.28606135034845	0.0791535823608427	0.169575152148251	0.521525377363434	0.155821256130099	1	0.490750665019639	0.437588020135756	0.0879756537311552	0.430391522227982	0.467881261429513	0.500467927369323	0.152006975993143	0.135927813160744	0.291957477295875	0.521434002472448	0.395354114132493	0.507130056550402	0.188625520813961	0.359257667523175	0.448111421041257	0.265392013793669	0.575684479519133	0.163532852039589	0.480497184410301	0.452520114259022	0.492650117953675	0.489325471561938	-0.258359114494312	0.444436215545204	0.593307157106074	0.498706460999758	0.488177486236599	0.481279109311408	0.559268145435022	0.171529109514391	0.20192053510687	0.185852860752035	0.533502811091102	0.472535216397122	0.540825556458123	0.492839103575346	0.236005482941683	0.381653498927542	0.533196688767662	0.407221321457401	0.548279049875374	0.477010033607459	0.49442706201639	0.501590844683488	0.330457854137943	0.579040020845302	0.532548892229298	0.65599933685626	0.605690197185617	0.509861970121009	0.605488207080735	0.394152882634536	0.465995034848922	0.697007067693317	0.228783154814967	0.517311495669978	0.477361046298276	0.491776905684576	0.151783355393051	0.28401590425815	0.421649272023289	0.377592598391459	0.180900158240988	0.440043115419524	0.54589294637172	0.634551099195857	0.492182342804546	0.21644506335217	0.471356469333852	0.539614491660196	0.473154552393455	0.193610417248345	0.415476772594455	0.611714199777515	0.138268807110106	0.386099385338859	0.52699339289271	0.323747550341181	0.312064418077594	0.447138120968353	0.346235360995623	0.334212667944653	0.408775678455238	0.348749062841508	0.488789102394875	0.339613784873152	-0.20778353879063	0.526454059568802	0.362507678370502	0.35528334820187	0.430634881268274	0.606858708090357	0.430002118249074	0.272415625371936	0.360683048498164	0.411146541186216	0.570803121045995	0.221433222051147	0.0365455531245455	0.319488097068553	0.374247269451726	0.448846697243086	0.129403284873816	0.12970331751063	0.317085788876339	0.434818367741038
GPNMB	0.804399885794339	0.184166581218463	0.118395088564497	0.759302538232057	0.464524991239811	0.303183603756049	0.886857290089385	0.468041197688928	0.326235851865363	0.0833763275419855	0.458181694850137	0.621865816019931	0.271007966767896	-0.144157020158741	0.345291815139501	0.618145425992476	0.449966939380142	0.917453920665457	-0.50462005673931	-0.107068581580333	0.416018106740895	0.0160733399907641	0.122487866486752	0.710758059215297	0.22594564370002	0.490750665019639	1	0.810780073127716	0.0143433490039529	0.546637509536073	0.754680644642784	0.783467443503971	0.20776894748593	0.0263260256952551	0.370993879938001	0.537872993463164	0.563290121217095	0.574619843999976	0.292738690065584	0.287268845008221	0.722529940573124	0.321433796333944	0.810451106678924	-0.0218042326091749	0.779252855604742	0.795203043694534	0.825053552979047	0.30083331812789	-0.447534002384781	0.497379289692395	0.957710819010044	0.506521896145637	0.647343413636477	0.39882903230582	0.783154873816346	0.109186489608836	-0.070976021913643	0.369542539715872	0.446249349368755	0.556646764899211	0.817970772309231	0.85901381871363	0.332287570647364	0.521805079746451	0.704389922254184	0.561755280012875	0.94905642263026	0.84604112491433	0.591087367596467	0.912206073337785	0.505289413540667	0.636926179482689	0.811163150726442	0.925169256475502	0.909233964732067	0.810708622780085	0.828746168397502	0.41736416026903	0.710152051821099	0.741465703280725	0.105013793282452	0.818801139860321	0.378024541907743	0.562119920732148	0.0538384565785991	0.395410625380058	0.545274712240806	0.391128839103913	0.103212961406201	0.625758911028804	0.665184523021437	0.896854131163478	0.895330172559032	0.0987362189599977	0.881846375610666	0.78964940571299	0.568499729367394	0.262177484926999	0.330673273032955	0.768968043172672	0.0311645785280937	0.587153029044721	0.757411342746908	0.428559983087078	0.380882084471597	0.620365208019598	0.473617726828598	0.198988448577599	0.61110734271734	0.61442563946841	0.721346031540604	0.625049143570011	-0.563642552652053	0.617928614659171	0.52307458955277	0.288938434853841	0.713547850094726	0.819090527675292	0.927418052169908	0.358520862291623	0.571870206717129	0.446149144849751	0.713515145589026	-0.0719040669820658	0.271389086216055	0.413037541894841	0.629648272423249	0.685120402448995	0.197429900694904	0.212487537480239	0.393912970276997	0.550506806598243
PLAUR	0.842389668012528	0.533353073250545	0.593499704297592	0.963994914578012	0.869610282707051	0.725748090368714	0.924335739261723	0.748976881123388	0.693273969363561	0.555462184836369	0.858985049040127	0.925854496956945	0.730705407464287	0.275089312401134	0.792621437484464	0.926015229519078	0.759135093593552	0.94332159096109	-0.286080301842201	0.386092314326457	0.835680458252541	0.538890210650203	0.621247004313088	0.88479992427049	0.620030767471716	0.437588020135756	0.810780073127716	1	0.522078162366711	0.872425572525871	0.959410976559068	0.869115582953869	0.663323909753619	0.491970492491749	0.78507934333909	0.81039554452734	0.895090887091669	0.770118099531864	0.724807418152678	0.696074241393316	0.95163085617148	0.71391127089373	0.93986983091625	0.426561399786692	0.951522040092297	0.9840222818157	0.936833110161221	0.652431966876426	-0.0488606593333308	0.717803813025966	0.865183893148054	0.800400035192899	0.884752619333051	0.754133144549411	0.90912218931272	0.567808905772336	0.243162578873876	0.742469444895728	0.540937623502439	0.874147751449124	0.849043367820042	0.876550968588099	0.79118827690866	0.871537475308832	0.870815903266876	0.831721115597177	0.738599728729164	0.938295358024539	0.879252593875873	0.854048927139868	0.866017088372428	0.696551998379611	0.690144546081619	0.808834073111378	0.731342522107677	0.9593613324807	0.593309107331135	0.785260585455458	0.957360591063634	0.48817091222626	0.541702296073665	0.842522953372543	0.192462085018211	0.897899786500254	0.519419300289313	0.792776629593636	0.807344494489065	0.749988894826814	0.367842777813353	0.765320925362457	0.77761258664573	0.874661668921032	0.924798558673836	0.498520939441388	0.959763688494859	0.956313969852033	0.707143497626119	0.686127360477674	0.706659117698225	0.890959936607941	0.48069150596956	0.856869373200672	0.93888867824929	0.804589100297194	0.739579247034978	0.820293726228401	0.614583498138408	0.624514055490553	0.92179963075815	0.663727830225869	0.958609353134832	0.808291529593309	-0.274312176497947	0.913635790939969	0.759441046715037	0.67212090839741	0.827792744540881	0.933254418220534	0.713000989698696	0.565909469131015	0.849914941660403	0.823518011649039	0.905522303206524	0.39698770831911	0.248578410146381	0.692439757305118	0.770854063071646	0.932027243931083	0.681900434964632	0.660928274823554	0.80754702125111	0.890016794392891
FPR1	0.403979176259095	0.837097688548962	0.932187916307136	0.641231345117185	0.837271221587234	0.850048287478802	0.388526797413283	0.730035046496971	0.86769138956898	0.935188446822535	0.848136418879032	0.742827710595548	0.922075207252282	0.706620819122511	0.905294336413148	0.753831053408244	0.77098811371896	0.37895072704434	0.422399372320336	0.907340433455087	0.864552643416677	0.953790759787942	0.949289631803167	0.632922046027269	0.787933056157047	0.0879756537311552	0.0143433490039529	0.522078162366711	1	0.802308638615117	0.623725552349104	0.523341640078598	0.867457448941697	0.937422615434289	0.876794507187624	0.654863165347237	0.78446535390882	0.658534676458266	0.875237332494546	0.917884187217053	0.600977635606106	0.87543944548615	0.514872263479703	0.919009710705577	0.591921549472026	0.562211093457171	0.498616802467503	0.812194817828446	0.721923073713426	0.696499436226672	0.14362329300977	0.718040527601838	0.66578836753158	0.775919838321896	0.510232447055714	0.793909890933758	0.59853614733584	0.821448541651757	0.330080851104349	0.769057799652049	0.306156232150966	0.381532262822656	0.864130016972804	0.743457370463747	0.636950995565406	0.526162012846668	0.0293855372318695	0.485405544844517	0.74316124566453	0.227308180365192	0.769987006711031	0.317653509277676	0.121764498604508	0.123442567460369	-0.0449289325658867	0.464564074820457	-0.228685441067061	0.815251075921628	0.671706580337477	-0.280943446151643	0.837866629037619	0.389327953184703	-0.0714666410214263	0.7623412646256	0.902621363066467	0.867215591731157	0.652247705336435	0.793071255574512	0.651418865754907	0.554544387089323	0.451199370919667	0.238649588354949	0.381982309972158	0.767562831795047	0.406735190585871	0.524546575534679	0.341080968180346	0.829478484396453	0.828800792327069	0.392631651655003	0.879043192121988	0.706774872727436	0.56768685250684	0.815585736100292	0.824406626256425	0.570936040890503	0.493541813552922	0.89012751560423	0.744322833414398	0.354914199572549	0.637780657172203	0.643972411015336	0.499412879664878	0.730655595903997	0.658495222234384	0.89362758252937	0.461331523219758	0.490141661877703	0.0173154520760328	0.520706480151044	0.732714778761439	0.831018852762942	0.573397045603224	0.860572229192455	0.114770635263463	0.630040014680136	0.579949832664007	0.688829968537654	0.874044131481561	0.817172595074012	0.886529197825956	0.773952606428468
PLXDC2	0.807630018059087	0.834769492559374	0.862941912987604	0.942336928648358	0.947158741911224	0.90788990822352	0.806858555982922	0.857557269110273	0.890350999209428	0.822844016559666	0.953164197750513	0.960356625913599	0.891115173248847	0.556435878397839	0.947263515674539	0.97675044006409	0.929717540998172	0.815121553694113	0.0784210954754225	0.693356833717241	0.937629951769905	0.773952379641145	0.862628942502211	0.91873226486791	0.774079996675856	0.430391522227982	0.546637509536073	0.872425572525871	0.802308638615117	1	0.936336185326639	0.858726437644139	0.81127876692222	0.790656464037459	0.927604310897516	0.90625059502028	0.952030417609944	0.912567243928237	0.872263465058619	0.936406720924473	0.925564481604409	0.894763533911467	0.88276428621619	0.763153222642855	0.916277041697583	0.892417791196935	0.860802063619082	0.876857525518149	0.344076445950744	0.876144145300994	0.643780100774033	0.920598525418454	0.908595678533243	0.888896975235187	0.889299604114751	0.728861491079224	0.431005402890868	0.865876416471859	0.574412089678103	0.971211405852202	0.74223434187351	0.783164153446663	0.915324382957719	0.911129212857303	0.929908480061135	0.76615844736948	0.530398025506473	0.873235629000603	0.941663160929009	0.706201579746229	0.941888866029217	0.62467856129797	0.503573918185032	0.651322827021851	0.478759582572504	0.840190519343145	0.302987282982892	0.925146801896229	0.942950818010955	0.225332035622164	0.762816072205616	0.775144776554637	0.175666537032683	0.938675395255552	0.756862498335646	0.918962889131518	0.848404852810075	0.884017309898231	0.628785906846948	0.80823337933808	0.764971738490555	0.72293982434569	0.808364504372916	0.746988481369527	0.827926894399283	0.886205317199663	0.688003355531995	0.835793814960013	0.90082497611537	0.801534878859246	0.737835459099937	0.91817194126668	0.875242107405125	0.905364484110176	0.908796321307524	0.828424383035919	0.690437647950737	0.868232658605753	0.958487439859399	0.638594759295077	0.929708164384846	0.829014179726096	0.114527251239169	0.942972932268103	0.841760322561413	0.908733435481593	0.821277894448658	0.857554590409191	0.47738822962231	0.667750178467546	0.933382256364313	0.938017498244088	0.900034874599945	0.689695620947021	0.241007059270938	0.785368089541265	0.799323316814327	0.960207082416293	0.822763976469076	0.782579769207093	0.957863148914651	0.945390969256522
LRP1	0.862131795212823	0.677265149219558	0.700494006396828	0.987399328370156	0.894211409159534	0.778619579629353	0.916596793568572	0.811649029983154	0.791710617338937	0.656328311432007	0.906096833855568	0.950919332100605	0.778643736462423	0.338119349157685	0.845863242661773	0.963927635097206	0.850852571441016	0.936699180584818	-0.139476879836127	0.491609678202806	0.865161232194756	0.619379881650381	0.723283043488364	0.942444360391632	0.677069879750233	0.467881261429513	0.754680644642784	0.959410976559068	0.623725552349104	0.936336185326639	1	0.924074611526319	0.707337833295164	0.618118986612234	0.850391259350862	0.856978468489472	0.93224683954133	0.88336798840504	0.785803252935561	0.802459727396101	0.96180444851736	0.782251827790799	0.943966496061372	0.563688019284135	0.968341909253043	0.96483223591104	0.939205349161041	0.764308614539889	0.0893792577625451	0.833463143395909	0.816079802737711	0.880226206342003	0.926576685734651	0.794967675049859	0.937284982876569	0.621845779473348	0.308296620573925	0.804101113777156	0.580497417465304	0.940179570956667	0.859105126321956	0.89761220252418	0.829832502661119	0.895839228277891	0.93953217493551	0.805017068653814	0.727619191386791	0.962618246851764	0.918709357070866	0.865582642118213	0.896472872752526	0.704706548784533	0.646818030046913	0.801460450261431	0.676971830197996	0.929692446695299	0.502282448736716	0.862198243406872	0.966725282563189	0.410498453557185	0.636405844625339	0.855689401284598	0.261605669592243	0.923304266568078	0.624634034616638	0.842453263480962	0.83709167415505	0.828943107205565	0.504652591659878	0.849322582422488	0.809118609338503	0.864152673468102	0.923418909108876	0.602707224608529	0.93723972222967	0.956619833069218	0.710340351492079	0.747436302242077	0.808059408919338	0.888213058653929	0.58385434795054	0.933962724968444	0.94086432035028	0.85578880615064	0.845817893645329	0.862140655112411	0.742364652638608	0.73103623992488	0.946764866831079	0.755371823512721	0.963380742728835	0.853651986592149	-0.117674705201783	0.940474135063195	0.848248461856339	0.787225488342145	0.867825709899461	0.944424100700788	0.674623763489994	0.638998140294383	0.923123790495711	0.879317770579333	0.93811243995401	0.525193376205113	0.361097571172841	0.744723522209207	0.853427996102336	0.977239541433732	0.710237398098867	0.720561315632078	0.865089612188216	0.923450958422659
CMKLR1	0.859671677853232	0.637943761865396	0.61064551126927	0.924295423156477	0.758986500697024	0.651735055147629	0.913173050624948	0.762737273949348	0.731723574259703	0.578208521641839	0.779035246702228	0.870655898862151	0.64598872698268	0.218053571610895	0.723090617435464	0.874600387084681	0.791921139374461	0.924992303501097	-0.0678500540159722	0.409096428443597	0.740720012524134	0.498932312532575	0.598062291745057	0.914112544200728	0.56577212461437	0.500467927369323	0.783467443503971	0.869115582953869	0.523341640078598	0.858726437644139	0.924074611526319	1	0.598796819217187	0.552641520163212	0.753699067324021	0.801328074473464	0.834756678222722	0.880138798332303	0.694073448154182	0.735184777187455	0.874159124006884	0.724148456105209	0.906843657947053	0.508194557333205	0.925120092507396	0.878172869708163	0.902409412351007	0.703775390431094	0.0667301185466892	0.812910787824402	0.800108384910636	0.802593224458015	0.852918801272266	0.726541048977418	0.908907715261765	0.483328627472805	0.281383937135088	0.721388879488006	0.622764948687909	0.839239339406709	0.815631274439813	0.899349290167102	0.687934157925159	0.77804537199695	0.928782417764588	0.721445280040143	0.78659312499268	0.934299250921074	0.832255973811219	0.845780407501435	0.796693754699964	0.705720848434439	0.67437170414796	0.838423826109348	0.683027293077013	0.869206149917461	0.539686101246574	0.778787764926177	0.882075193257844	0.441116898738696	0.530631874890139	0.859893033891387	0.357229982934445	0.820820193929449	0.562849972925722	0.719741506427487	0.7756446532928	0.73428423885981	0.499480834205332	0.83270905813072	0.811663998397725	0.854066074339605	0.906596818002928	0.532867553173824	0.876445431276441	0.870945109158117	0.637112683609054	0.670404717177161	0.733436228087287	0.811804224005603	0.471353189011135	0.836438486276951	0.889240082780337	0.743395411658779	0.759356520828895	0.822059243932851	0.664759361802276	0.638783280192527	0.850111785735494	0.731645250385153	0.875370654450646	0.83203460575831	-0.0761655099990305	0.84457412593812	0.756941593312242	0.732737297890655	0.810682206679969	0.899589597180037	0.725550403823182	0.589941074193087	0.845708929009774	0.763189100426956	0.86704263021724	0.436371723823058	0.286127721551641	0.635819716836001	0.799348586248474	0.901514159808666	0.583136975736274	0.57612793930835	0.760244265804459	0.816401451709428
TREM1	0.46520013862107	0.689888709076007	0.863000371678959	0.709196685223864	0.871877099242484	0.78774714738062	0.542314193884395	0.796322528567868	0.831442159506682	0.833855087818428	0.861975493811542	0.828356358387562	0.894013889945761	0.547499188691232	0.868070707364168	0.805942714200432	0.72492360674128	0.510881083702548	0.168709446500584	0.806366916750716	0.847114312611686	0.85069046469606	0.889548012574219	0.742412535146635	0.786460062539759	0.152006975993143	0.20776894748593	0.663323909753619	0.867457448941697	0.81127876692222	0.707337833295164	0.598796819217187	1	0.847498362074368	0.847184598193975	0.685941974484404	0.809074241327452	0.669895661551609	0.865609319781122	0.862279837240426	0.704211537296035	0.857896524064895	0.590369212740984	0.764037325493734	0.651887126179264	0.658823595708641	0.573608270352419	0.71262615938509	0.53330663353664	0.68759712020166	0.301776773682077	0.766632730743747	0.716437745910512	0.734779934469611	0.609835805608955	0.80442618934948	0.597861113799829	0.825309992131845	0.307369265579809	0.779218099251768	0.417398469726633	0.514566142312418	0.866645279617957	0.810504544351746	0.676506776566099	0.679685928065191	0.191951649488255	0.604122533437047	0.756171201066334	0.366524322526092	0.801720663890045	0.473268408438682	0.311874248528746	0.286837794438216	0.161859640775922	0.601950857977499	-0.0119787047413207	0.860113744171887	0.724627184649558	-0.0955891398826493	0.746076298808418	0.486864646469087	0.0303463664239118	0.77660966068459	0.817390047235131	0.840891577091598	0.623872863851717	0.754301268817863	0.576415637594431	0.590854454049524	0.570570503011242	0.371355075036144	0.521864109717062	0.764888597713659	0.559781526211185	0.626164899290884	0.449764343972012	0.888476300846761	0.779180867940169	0.498626862641333	0.804450902636275	0.753126438543279	0.681247207416071	0.835800783404175	0.848648591659502	0.663804151922077	0.575396241595858	0.785401829083201	0.813109154669259	0.473221757079609	0.698374006509315	0.664239928176239	0.312461798044201	0.76165332163708	0.646599105432122	0.856664907453375	0.560240231947601	0.564699854299374	0.181301093538145	0.484487556349913	0.776190077174354	0.807485997295163	0.687461846013014	0.715107661103157	0.185869365569718	0.573084528044273	0.61921956841998	0.75013822593021	0.859193670239753	0.834679317934672	0.862293831949539	0.790283698970109
SIGLEC10	0.418765699981327	0.852660718789574	0.91885495328638	0.627551013959867	0.776334612979026	0.802601462346159	0.389584481407575	0.720980530940153	0.874935704608006	0.909820625134533	0.806060172640536	0.735236681858258	0.86044148525782	0.659718106221809	0.869127773989342	0.733760067689029	0.78494206675714	0.390089334627756	0.485646555902479	0.85807929077012	0.806577615243617	0.909931955687043	0.948850050471304	0.647218712766668	0.733348466903891	0.135927813160744	0.0263260256952551	0.491970492491749	0.937422615434289	0.790656464037459	0.618118986612234	0.552641520163212	0.847498362074368	1	0.848515193622011	0.694818592284371	0.767353821816523	0.70921646388446	0.838047902647085	0.917743968355447	0.580414725575236	0.874877913999531	0.500807860262219	0.910015117002618	0.577351213491799	0.527286904143013	0.466848285577974	0.839639873680544	0.763126513978323	0.766265706162582	0.138125060582984	0.748393492238921	0.656878504325265	0.776824974135056	0.53521398041115	0.80493139381116	0.61088501979639	0.801824213823162	0.415868309400031	0.763865728611616	0.333493248708371	0.417261933441304	0.819516389330559	0.718427347126263	0.683761664861362	0.554550855630275	0.069525692823022	0.491497008445666	0.694699306693812	0.251275591657393	0.734969256848388	0.355177395650806	0.104304918844251	0.160069794714931	-0.0237990313020871	0.445248432008858	-0.197889626344225	0.797470860603815	0.650270810116675	-0.249280327952073	0.776196821885569	0.383425017242851	0.0349672956176399	0.733322397746296	0.917369668376509	0.81980341868273	0.585232172914252	0.767028626771061	0.724213730637248	0.636864461030938	0.510973343113324	0.282069498704909	0.39422667974092	0.825200516476554	0.392742452736912	0.5175351004731	0.402667046529983	0.844863843897401	0.860000802085586	0.423794332978856	0.81531639921764	0.703910043300207	0.559615622390204	0.812658236501935	0.856412334954524	0.615504712849011	0.564514266890218	0.870128597572261	0.734085505797721	0.447432629856322	0.589970135462982	0.631230550970569	0.56612381255385	0.707691426956189	0.665417780316895	0.901755562486668	0.463546617503956	0.488628340012435	0.0111041593436429	0.552109197511487	0.743204082923406	0.794655801313783	0.582563932174623	0.896291810147799	0.179792370573105	0.623385987116052	0.591128861213926	0.683565725179751	0.816435819973654	0.830220771847354	0.836828525578361	0.745106256283593
STAB1	0.681565649755972	0.795110016404065	0.849471137813934	0.860489756943857	0.922434986178327	0.878966732163942	0.686461538005096	0.813958904117569	0.888133031569316	0.858456135912675	0.96224514402281	0.911167219666312	0.938195599891681	0.499867694627082	0.945966701502044	0.916376569045867	0.885935070483331	0.68745505425539	0.130824119978247	0.712670548635334	0.919131555673193	0.850292530395098	0.897633263163606	0.82567680826279	0.828707517281494	0.291957477295875	0.370993879938001	0.78507934333909	0.876794507187624	0.927604310897516	0.850391259350862	0.753699067324021	0.847184598193975	0.848515193622011	1	0.859064313350529	0.920500209151593	0.814140930280501	0.952622011791825	0.922507270980262	0.83238459467022	0.924025238949966	0.763230058759593	0.784533738509785	0.823045358762357	0.794424472182112	0.73254070777149	0.847350650113259	0.421977243644372	0.77321263565554	0.485043593270241	0.844378311684876	0.859812378038813	0.881866331417644	0.746631393491433	0.805848061173251	0.581448631324053	0.895958490519335	0.500965232557065	0.897686875813701	0.64528453450564	0.668544830929448	0.921657422518735	0.876508969690756	0.811326606821432	0.761859452327442	0.346689066421675	0.768046418583256	0.862329634273096	0.577487408898899	0.896124455330342	0.589468648526411	0.372927952553248	0.489199615668874	0.367385342096491	0.780194503520411	0.184269791089705	0.895602066977596	0.870867444227381	0.11953534670296	0.774725016053719	0.634780360245111	0.0237221018694629	0.902395866895766	0.832631333281736	0.897173070499378	0.772755370895197	0.820978783453752	0.517098138433737	0.722746175893763	0.691901946958789	0.603884486643331	0.66383887851093	0.726913730726992	0.713048769856523	0.785388031239819	0.622191162738068	0.833870297454824	0.872980565966529	0.732114636015345	0.770722484283886	0.846896566726134	0.803042794996735	0.921143960718033	0.869954896396305	0.812018507926876	0.636500836037313	0.859993481367765	0.910443738336395	0.552434663683341	0.852854559407401	0.7581575401023	0.171432616970613	0.887590144163839	0.775784879285422	0.910530270027973	0.702137000775935	0.761508317407103	0.290778483707728	0.575419529689659	0.874709481310461	0.933041738806572	0.797033261276234	0.726661595817254	0.163997598426812	0.754393053769786	0.712833330689999	0.898845890920619	0.841804971828667	0.799284815282182	0.961530995828686	0.904786616906985
TLR7	0.814243986839158	0.726236077460538	0.723323645563982	0.858135216640592	0.844168767535915	0.798619816167491	0.769553109347526	0.742487434081077	0.761303660690947	0.729953729899772	0.852916490514427	0.890453295279406	0.778593048724442	0.41115388441424	0.842958888853885	0.896113308584153	0.891055213885173	0.775545283261101	0.0268807559242085	0.538232281000181	0.835186033756335	0.64618687329547	0.754005610015226	0.845506659419435	0.66358073013549	0.521434002472448	0.537872993463164	0.81039554452734	0.654863165347237	0.90625059502028	0.856978468489472	0.801328074473464	0.685941974484404	0.694818592284371	0.859064313350529	1	0.865792772873627	0.814511466779165	0.766654049296521	0.830773930773215	0.86576539018802	0.791151720291566	0.842805288284073	0.614266412423762	0.862131020998757	0.829342357355981	0.823414566288281	0.815980770122014	0.202428779933814	0.764665541811796	0.62921242462769	0.84837685468982	0.857955863034885	0.872603048063311	0.869388152635896	0.648896668952506	0.394654865817443	0.724269177405704	0.562585645282826	0.882137257746042	0.71289248255511	0.717032760431133	0.822631651325473	0.811937434269843	0.862444063567356	0.765894714995208	0.51961475147551	0.819250763429606	0.837557391589934	0.688168341797856	0.868159858112306	0.651336130677469	0.483535113973557	0.675995772298413	0.534372838987882	0.831852519950351	0.449063973087048	0.841135706733029	0.883800930671695	0.379963263043384	0.616034726696709	0.680689247946357	0.190261064433228	0.875799866487597	0.643342277733072	0.791863558740316	0.756799205588542	0.768611094955163	0.491672676000672	0.707179879709096	0.702441600537071	0.740908773744089	0.767471901716097	0.639538492219223	0.779300814184034	0.837499845564668	0.777659142015101	0.723367935680777	0.80776642466498	0.851766848284884	0.560908879693255	0.810791655412749	0.835163365318343	0.840688926969801	0.787850598439205	0.787753857769755	0.626441046363016	0.761176224968544	0.888519858163878	0.633199954022273	0.879594453624019	0.748324696337935	0.00778551711244904	0.884739511598776	0.781626328854585	0.801197876358364	0.729924751185213	0.817497701879338	0.442574794083267	0.567381664203907	0.85234517036856	0.829903603675446	0.832759709205586	0.606131480467158	0.177700517244318	0.746621059561771	0.714472178242057	0.892796310367071	0.679227946222067	0.669636086105827	0.844329544323399	0.884593542074191
LRP10	0.794870456984122	0.766837418971	0.798826189443255	0.939216773963434	0.937485951513637	0.88521885519528	0.798225340331532	0.841185160173565	0.876639063829461	0.79791920511529	0.947499714291394	0.95705204691728	0.882242854980863	0.456953721305665	0.921316736869798	0.96660404880851	0.864555655485511	0.812780323717741	0.0473916490149108	0.633366998546954	0.929829772696063	0.77841589350694	0.839277606606159	0.898167322839053	0.764167775797361	0.395354114132493	0.563290121217095	0.895090887091669	0.78446535390882	0.952030417609944	0.93224683954133	0.834756678222722	0.809074241327452	0.767353821816523	0.920500209151593	0.865792772873627	1	0.850004724229443	0.881988773591142	0.898819200142924	0.909371865029667	0.880535064634728	0.872193274407234	0.706857790809426	0.915002788806379	0.909541113899638	0.846447917148748	0.837676005250215	0.288998024380318	0.825176134831266	0.654062606926393	0.89258928863774	0.917119930469496	0.870660065461822	0.863979277919032	0.738620901532638	0.471769309159884	0.876302985557805	0.55357694805011	0.952698435705507	0.750765660751209	0.799837104375009	0.905874018913336	0.915900489475704	0.894909172148662	0.805045744868774	0.540373140694682	0.868971714041835	0.928924759474867	0.716635365562184	0.910674032181116	0.688445972659323	0.538340863724027	0.627239022846553	0.514108093316963	0.856821456162054	0.340945460537319	0.904897433485552	0.955328703299176	0.258025893261312	0.755971722893977	0.757022903920186	0.165980241730262	0.958734264126206	0.773175828750765	0.913162460274182	0.825186728880908	0.848876993274956	0.548831145281659	0.797970806462072	0.754206294521316	0.735375809810874	0.794593818708789	0.663156420267985	0.828832061562231	0.907125294192459	0.680698840010439	0.834902547381903	0.853345114766355	0.82318058691678	0.703317279590477	0.911369236112716	0.906967383150985	0.933253006949492	0.874557464492532	0.811611037261492	0.694224859962609	0.833268534820106	0.958164452625912	0.689897441566324	0.933931389346612	0.834819089703498	0.0525936043776879	0.961155660654176	0.837953578214524	0.874066599839275	0.774026240575267	0.875583370867653	0.492862066081323	0.633779593396656	0.905787305447076	0.935714409375991	0.887130389684445	0.679709371492136	0.277161362591755	0.766252058836235	0.808738971933392	0.950041604334519	0.821712786666238	0.818402192997401	0.938340794369217	0.955965785403465
