""	CD74	TLR2	SORL1	APLP2	ITGB1	TLR1	TLR4	SDC2	PLXNB2	KCNQ1	CD163	SIRPA	ENG	ADRB2	HAVCR2	ACTR2	ADCY7	LAMP1	VSIR	KCNQ3	TREM2	TSPAN15	ITGAV	C5AR1	THBD	CXCR4	GPNMB	PLAUR	FPR1	PLXDC2	LRP1	CMKLR1	TREM1	SIGLEC10	STAB1	TLR7	LRP10	MERTK	NRP1	PTPRC	NRP2	ITGAM	AXL	RHBDF2	ADORA3	CD63	CCRL2	CSF2RA	P2RY12	CSF3R	TNFRSF14	STX4	NCSTN	CD33	CD46	PDE1B	CD93	ITGB5	SELL	NCL	TNFRSF21	PLXNA1	ITGA6	RXRA	TSPAN14	ITGA5	NOTCH2	ABCA1	PILRA	SDC3	IL6R	LILRB2	LILRB3	PECAM1	CD44	ST14	ASGR1	BMPR2	CD81	ITGA4	PLD2	AMFR	INSR	RPSA	UNC5B	CD40	MILR1	EPHB6	DIP2A	ACVR1B	STX3	FPR3	SCARB1	TLR6	IGF2R	CD47	EPHB2	PLD1	LILRB1	CADM1	CD226	PTPRA	TRADD	NECTIN2	SORT1	ERAP1	APP	JMJD6	MCFD2	NOTCH1	ATP5F1B	TSPAN17	RYR1	RACK1	SLC16A1	TNFRSF1B	CD99L2	SMAP1	LILRA4	CLEC2D	TFRC	TNFRSF1A	PTGER4	CD69	PTPRZ1	PILRB	EDNRB	CANX	ITGAL	TNFRSF12A	CD4	C1QBP
CD74	1	0.628887841942787	0.472234888262318	0.866752786390087	0.683514121483231	0.662156752061785	0.906542862243171	0.689064698453499	0.633915091162123	0.503125663119413	0.709928219486777	0.801149802152723	0.561497506518045	0.160969201149107	0.643921254990775	0.832896175366475	0.752493777776159	0.896375826897946	-0.104014550508423	0.260499118513891	0.66763732773257	0.372776772809455	0.470776392068645	0.877827298697086	0.506146033851606	0.726185156153871	0.804399885794339	0.842389668012528	0.403979176259095	0.807630018059087	0.862131795212823	0.859671677853232	0.46520013862107	0.418765699981327	0.681565649755972	0.814243986839158	0.794870456984122	0.826828571893515	0.578655507184833	0.666684100845717	0.832513204459329	0.642909968946686	0.925029023294341	0.410926329345516	0.88595311043862	0.85595818106137	0.870103867378151	0.696155588895858	-0.109109077383725	0.730088195390666	0.858083829476742	0.764449424391087	0.847025667382779	0.755331065714053	0.911699236393767	0.377583397370175	0.291750028096565	0.622808437895332	0.661472946081857	0.81009550714961	0.852155299406341	0.871613974607767	0.5954700678298	0.721287906507383	0.885465336230388	0.706732864313803	0.797533267969444	0.892083713883775	0.823971349990036	0.85902164879454	0.702243963418863	0.771401833938303	0.735315890363672	0.880327759361195	0.810749484756376	0.868141386138134	0.701685826606989	0.712860787605333	0.869265766292539	0.688911260935144	0.454343671047607	0.871430206501881	0.425825284699066	0.80883737893529	0.414326641800929	0.661333792636919	0.726121177512273	0.648920095826934	0.363521770224752	0.745271639269833	0.777205845201072	0.900595174428885	0.861185014206875	0.394817773024005	0.867891193701788	0.900422443616842	0.73743194670976	0.501571266833104	0.667129375103106	0.901763276250428	0.381101233949089	0.781894791691325	0.88060163657263	0.712309465153538	0.646005350999985	0.764595396136574	0.626968508471065	0.577677690820916	0.809918731471428	0.644383190944825	0.870751647738265	0.724462139512857	-0.24604251696495	0.853497537638592	0.739175323312631	0.657588736434778	0.76101091351119	0.928262228494475	0.737079315861813	0.532821765643267	0.738393375571454	0.748961688309479	0.86414185170245	0.339121270023223	0.229700395989128	0.658630340524408	0.7387512721179	0.852104896534782	0.472623510957477	0.438797388286814	0.699458174462338	0.789000215846854
TLR2	0.628887841942787	1	0.861922639859824	0.677893813043071	0.734049824367189	0.824477068912817	0.513097626999867	0.709844495508298	0.847068486887764	0.84552939140437	0.775799645087732	0.727691796898453	0.765974073395194	0.652745513161228	0.825102034924269	0.76661277493241	0.838817461900865	0.498902225056464	0.453069136360628	0.764378323044677	0.764277093780114	0.765052791991115	0.830384336831246	0.720483507996268	0.699834243913028	0.443067257271423	0.184166581218463	0.533353073250545	0.837097688548962	0.834769492559374	0.677265149219558	0.637943761865396	0.689888709076007	0.852660718789574	0.795110016404065	0.726236077460538	0.766837418971	0.815782771924336	0.748036525160069	0.918818621748782	0.631156495475829	0.822584718226292	0.613096555187442	0.873805126092458	0.63695513262483	0.578223805139145	0.568538871606422	0.875036794351219	0.569778898776339	0.802439333239537	0.31504083945294	0.775735421372788	0.697707331165593	0.773768830078575	0.648806606399056	0.65700447870846	0.555741562110194	0.75091430648893	0.559916947470151	0.81417579268257	0.47806948056597	0.503989815805606	0.747256055974595	0.717698024094284	0.769907535422251	0.526972607063978	0.246660264389498	0.580632452550207	0.779194791111463	0.385189586669857	0.734436365308827	0.484840254683736	0.262383555067725	0.365685432859201	0.169740591648869	0.514587517350472	0.000820800891948321	0.797199167358644	0.684945102377014	0.010047811853425	0.761233200637993	0.552429258076146	0.207611036650716	0.745847905520322	0.784618632379298	0.782875644773511	0.678989513258455	0.794747579825058	0.717917967056816	0.660132246381185	0.559525767188616	0.43298638185025	0.474964736929754	0.743593599884672	0.485187344141499	0.608504202894298	0.503837891023857	0.708222549318252	0.868644695996457	0.522337554900725	0.780435490601452	0.744218939810102	0.601747728281326	0.764164955384814	0.828027231239501	0.635431106927608	0.59291324430511	0.862678198537094	0.730208127277394	0.43818419250479	0.652881185637475	0.642397865830932	0.434388385035095	0.741560848535762	0.702156135672309	0.896093496071062	0.546525623529024	0.595171108626337	0.143206642326269	0.611433206516694	0.768910303319089	0.816960320237049	0.67417243139401	0.804730726823541	0.165893657962826	0.67497529840187	0.618230402010671	0.725351171113031	0.722444371004887	0.673395323722154	0.827726364404615	0.746570059211948
SORL1	0.472234888262318	0.861922639859824	1	0.700257043770529	0.869337709012355	0.860789022572782	0.469003317455315	0.782422269175645	0.863327072974906	0.926561711565317	0.8619279236106	0.791756133358681	0.88373902363283	0.774473097101255	0.922963883735582	0.804752838976152	0.83712835128891	0.470474069626749	0.38576218809699	0.906801368581719	0.891964067053661	0.927559107063927	0.961250884428714	0.699609725504404	0.732522398299391	0.200562664487895	0.118395088564497	0.593499704297592	0.932187916307136	0.862941912987604	0.700494006396828	0.61064551126927	0.863000371678959	0.91885495328638	0.849471137813934	0.723323645563982	0.798826189443255	0.757024578108293	0.840147741454998	0.935302908160354	0.69596948755357	0.860691059129858	0.609107540137694	0.915216732719792	0.660583484729754	0.632296242308106	0.589267606565432	0.85383572000522	0.663264822257953	0.789542114721313	0.238045088268734	0.799783490948139	0.699023603663228	0.79810905957905	0.633568856025578	0.783815134969296	0.447504076138087	0.792001411420305	0.441403256878264	0.835359667748923	0.388550725400175	0.4608626104389	0.892115418002775	0.791286977526523	0.720667423313903	0.569191020512275	0.128518630542958	0.560799859415739	0.796729775865155	0.31741369389461	0.831664675376647	0.344739293857555	0.151811795882553	0.253175075395066	0.0198259134486823	0.52029977593151	-0.149130788647829	0.862517342915156	0.724538086734999	-0.222203033454791	0.827408879133021	0.466043952023224	-0.00834526011518389	0.79117596438311	0.880059656055711	0.881925851698802	0.712241599839533	0.863425440332626	0.754146951344479	0.634938608858163	0.523685721352706	0.3483748522441	0.484421578404764	0.842816739914366	0.488847375640244	0.59408083148564	0.454553313424951	0.866638956997195	0.878564594833257	0.474989583489864	0.851567286487585	0.766803859443208	0.629287959782342	0.794746526166754	0.879555900165448	0.622061740269978	0.535510240505066	0.890743074560877	0.786549988226046	0.429060463327738	0.694817508160814	0.655427385655401	0.485864350629574	0.768016902427104	0.690439473296182	0.903083085318225	0.557964837227111	0.549897130917916	0.111977174071188	0.625074267377917	0.789003400656143	0.842065162453476	0.659113439983187	0.869271756513958	0.156153001423148	0.645355993709523	0.618386735605869	0.741980410058651	0.883844010121412	0.840739255861407	0.895930857922618	0.812634823441685
APLP2	0.866752786390087	0.677893813043071	0.700257043770529	1	0.90322754829838	0.788210915381851	0.923662455164259	0.809006033658104	0.798783984692897	0.661985790814245	0.911609434814453	0.957541527119916	0.804587845714613	0.353804650741821	0.859415434305727	0.965243228287461	0.854164275747562	0.942687890673273	-0.13821554962491	0.492338119611886	0.881302950663969	0.633855183732056	0.72076864968256	0.938006182239966	0.681828756543846	0.430693208111616	0.759302538232057	0.963994914578012	0.641231345117185	0.942336928648358	0.987399328370156	0.924295423156477	0.709196685223864	0.627551013959867	0.860489756943857	0.858135216640592	0.939216773963434	0.869857508198527	0.797789627591352	0.810129062690166	0.962010934791218	0.807621825410349	0.950044329868375	0.572806409021788	0.97607974991102	0.97278541307843	0.94719875954765	0.759117180233848	0.116157198772931	0.822277937268384	0.814265624497091	0.857870911783814	0.927525290210466	0.808475410112822	0.938464114307636	0.616346035579203	0.318070542100562	0.812141505528853	0.579832461600792	0.934528098453751	0.846199251010457	0.897512380536747	0.835347814912084	0.888947913423664	0.944048013144648	0.791467963726116	0.721949542457578	0.961939568534988	0.922307847164826	0.856206902383289	0.900753026893473	0.697462707300866	0.656882307077183	0.791120170557912	0.666800472003634	0.93122944379452	0.494688461482043	0.852282942134659	0.977640850889534	0.39441809183566	0.627869124388778	0.86459957779865	0.233989277482638	0.925269324446393	0.627839343206561	0.861884878952683	0.836595401317925	0.817234628254787	0.493980454970352	0.839676224673656	0.797436766229439	0.852098299256624	0.926734934944954	0.593337530992729	0.940067561369911	0.953807711880544	0.709623104265792	0.746297981263844	0.804538219666186	0.874799155383804	0.584008866920978	0.91828992871933	0.939376736278275	0.858801425051941	0.835564907416552	0.856135473898381	0.700824237578271	0.73335067594837	0.9547669985305	0.714175678946537	0.9694303507064	0.879081871510913	-0.127801721744798	0.943425810346489	0.836987317051582	0.791826551031257	0.870983339159391	0.943572594644646	0.684112175373694	0.636728003372045	0.919018528540029	0.88600858206004	0.927391706220642	0.514740706411267	0.30724933321992	0.753362958799522	0.852274220711299	0.97761878983952	0.720704566688216	0.703511175390719	0.879944825035096	0.928059953033784
ITGB1	0.683514121483231	0.734049824367189	0.869337709012355	0.90322754829838	1	0.88553458733777	0.736403171000643	0.837819960352264	0.833928713936976	0.832454770394841	0.974822146541909	0.94887207002151	0.944713899420663	0.583194540464245	0.965917907896553	0.951339511199027	0.864395259882337	0.743701114882533	0.00556085969099622	0.744494766792034	0.97994672508764	0.843637467465933	0.894141487089375	0.850602550221937	0.797530886557258	0.288793241660491	0.464524991239811	0.869610282707051	0.837271221587234	0.947158741911224	0.894211409159534	0.758986500697024	0.871877099242484	0.776334612979026	0.922434986178327	0.844168767535915	0.937485951513637	0.779177784809343	0.89445055965645	0.893682836405608	0.905459465393589	0.864209479760644	0.824962197185551	0.724040367249047	0.868442467229676	0.885897308446616	0.821108593727033	0.800255074518562	0.337582866249123	0.754685851086115	0.568601944900372	0.854326488553294	0.852600630818845	0.850310346939535	0.815127444191841	0.765280082667533	0.414354951753108	0.843640178137145	0.456145596393749	0.927036899646118	0.64243037531679	0.688873164856945	0.966565515734146	0.92769236120335	0.831596884351223	0.759590125309405	0.415057288548921	0.803567419476	0.922405380157745	0.603042986970898	0.951118996656556	0.536757873013672	0.447672773870441	0.516524700817697	0.379910140983031	0.808409793067877	0.197444238134465	0.917827264727185	0.92280993686403	0.113858196930364	0.77471255533936	0.685085576613638	0.037114838322416	0.936814128428503	0.765026251162747	0.939605244497599	0.843034565224759	0.885465733599972	0.564883104601558	0.704269588160057	0.658615763096899	0.613962021218278	0.741426847560866	0.708764506505679	0.787908984726704	0.837120446288629	0.610043491047378	0.877480727558258	0.839017314346891	0.732019684872403	0.763697600434007	0.88986276158431	0.85913930652595	0.900465033571056	0.876469931594874	0.766729163089953	0.601987867778898	0.835533386451182	0.949081862267108	0.565501459774167	0.913543412155969	0.808738930610236	0.0800781195384409	0.925947257565228	0.810784107322872	0.85929407420807	0.735415838382455	0.791925541858266	0.408113551922417	0.613615523227735	0.896196981503987	0.914940548928937	0.848946654234517	0.688849212481779	0.209035944487708	0.749161414355116	0.746500952817746	0.913835412884021	0.89544440362511	0.839376197366143	0.959846663352714	0.940008375721761
TLR1	0.662156752061785	0.824477068912817	0.860789022572782	0.788210915381851	0.88553458733777	1	0.59500988488154	0.784216710296515	0.859091353995107	0.862126305637777	0.882891466278774	0.856573677865254	0.878766949059771	0.637215738323677	0.919209593887695	0.872989043105605	0.841141704337246	0.606079581659111	0.205347405863583	0.76341894534862	0.900269109354587	0.818148635606897	0.861939766434093	0.757823533114193	0.759430356253876	0.340491044068386	0.303183603756049	0.725748090368714	0.850048287478802	0.90788990822352	0.778619579629353	0.651735055147629	0.78774714738062	0.802601462346159	0.878966732163942	0.798619816167491	0.88521885519528	0.790427885830341	0.854368940076923	0.917448814322392	0.779265369226363	0.861555186047656	0.727413602840501	0.802510832949829	0.761406188152741	0.752076684186915	0.673932215656222	0.859813272528952	0.441481000190035	0.778431840047535	0.426628021749427	0.854649320216383	0.798349722498584	0.883006513406475	0.714134268880102	0.750433802295189	0.49970701071609	0.834030446971462	0.458581279387858	0.896444179356595	0.589324456863555	0.596521655072079	0.871016015003481	0.837330801910689	0.778384044971179	0.703450396836373	0.289673576482353	0.682490931537811	0.868244779564498	0.496231171133784	0.854388983597683	0.517314985157132	0.32781454330313	0.421021319708206	0.279070853515747	0.673299084259072	0.125200970798858	0.874345675673608	0.831415648563185	0.0802951173920015	0.806894958084226	0.581144212328807	0.0521678022038902	0.873165631667073	0.763831296336491	0.887375672859486	0.75106691923421	0.826707919516189	0.585071108867499	0.657676850869105	0.637098329804578	0.538057064584464	0.608019653629888	0.692947654915787	0.635640220007863	0.760178396738035	0.592887551405798	0.786114864003485	0.866714034492209	0.672968405402235	0.794193153869355	0.804498195983774	0.734521827253256	0.874373522511255	0.830071940812123	0.653032408491169	0.584046418851373	0.893977163105475	0.868539492420236	0.492937291915449	0.807120424091423	0.685708578252501	0.247910772644078	0.863815440825982	0.729320092323872	0.86574630092259	0.676635694294141	0.707023250972635	0.238461409188645	0.604012049474407	0.813763566945577	0.893672516388081	0.765159287119489	0.744784698680346	0.153734163958479	0.761392833112548	0.652526656875274	0.826147254292795	0.832142397197366	0.792358577113984	0.924666722393019	0.885581549999251
TLR4	0.906542862243171	0.513097626999867	0.469003317455315	0.923662455164259	0.736403171000643	0.59500988488154	1	0.674578971277784	0.619582643355822	0.443061191317183	0.749093197147591	0.851191015740061	0.60619501194057	0.127691035788054	0.653877203820106	0.854702841002303	0.717789707470166	0.961047804491332	-0.290004559717643	0.261993279209319	0.687045499883551	0.374092619955997	0.472849023147297	0.905028325528679	0.554773210038425	0.515594782563035	0.886857290089385	0.924335739261723	0.388526797413283	0.806858555982922	0.916596793568572	0.913173050624948	0.542314193884395	0.389584481407575	0.686461538005096	0.769553109347526	0.798225340331532	0.791809591992826	0.619382028704278	0.628445367929244	0.890783165823859	0.647699346498524	0.917593543273527	0.335934400032621	0.912983531503614	0.908134990295752	0.913807439113815	0.57796485801365	-0.129001831511745	0.70250382239617	0.895514525204127	0.72498974180063	0.840854898093271	0.656982307265273	0.930025464549039	0.398063682711259	0.252499976598672	0.669463585442064	0.558314916917892	0.793717000891663	0.864243762824481	0.91541880939193	0.631268471071109	0.767208926840801	0.882697600058968	0.7618056541928	0.851759664931694	0.954967954516691	0.806298485311885	0.906764926786585	0.764946272267694	0.766470956724554	0.799914404589262	0.899631884199903	0.829845356346239	0.920268849486202	0.691820290847954	0.728497031769086	0.876041754846566	0.623402867819318	0.425058519936875	0.898211904979687	0.404253187768344	0.783801865338355	0.400750370069268	0.663431684420095	0.718456814445872	0.656807399750269	0.342982186585537	0.753397684981933	0.78026221992704	0.894592951258302	0.927362230702804	0.407554043820576	0.943127360288196	0.907360588244436	0.70049530007248	0.56261767890074	0.626372356121354	0.861996527350008	0.386936576771027	0.819251912603187	0.900253301292322	0.709979888497214	0.683021814772263	0.807839344961664	0.65462675888227	0.518579104721132	0.83349855168393	0.695438706099436	0.89019631921303	0.78864005412618	-0.308784683536346	0.820086443640011	0.738269288334172	0.632122695176945	0.824515173646029	0.915846431686225	0.810275999593679	0.536757916301884	0.800292176722949	0.721844182394806	0.882226821715438	0.242538983818166	0.294230153064054	0.63191114999736	0.76879585503691	0.889115490564443	0.524209673350019	0.483099120638224	0.70663467517505	0.778438948785228
SDC2	0.689064698453499	0.709844495508298	0.782422269175645	0.809006033658104	0.837819960352264	0.784216710296515	0.674578971277784	1	0.822025618120779	0.759266161071848	0.833456213806579	0.856871587299972	0.77716959740938	0.399249209173329	0.804864608390927	0.843200417472931	0.783197788820744	0.711434828980046	0.0986640022843293	0.631238370004078	0.822747253213902	0.702099358439201	0.766184474245511	0.849390300933964	0.676811733680965	0.395082222081201	0.468041197688928	0.748976881123388	0.730035046496971	0.857557269110273	0.811649029983154	0.762737273949348	0.796322528567868	0.720980530940153	0.813958904117569	0.742487434081077	0.841185160173565	0.820249493768827	0.822865569560651	0.846194748901763	0.794337775534397	0.824627898638837	0.77288085719034	0.673458206429252	0.778772075251348	0.76541253832055	0.720007706594859	0.761286209269704	0.280716536759172	0.755236375379382	0.544258939614199	0.871136374854518	0.805238969282962	0.791841506021904	0.752340302090426	0.700326195417916	0.419152145831718	0.736967957616626	0.493208232637377	0.852035741155298	0.662060301901022	0.728950882005382	0.788485773939897	0.847900603930879	0.802816559304227	0.630565507824054	0.47448415071891	0.774395441293729	0.855242399345269	0.607269065716828	0.787138965981809	0.587376079095145	0.47304454191361	0.562509611016214	0.425516382922578	0.720760988207109	0.214242738869906	0.852693447068767	0.824937927360625	0.142098382488299	0.673270026158252	0.711058439566639	0.11270445547439	0.826465110208105	0.720297672523134	0.824057015426879	0.748938952917019	0.754846549270931	0.549439185171753	0.742249755933959	0.735259538814025	0.643289971028284	0.698038954505102	0.629854082840163	0.723479241167396	0.77452771363588	0.566464720399061	0.789440849903295	0.77172309024426	0.686339726362484	0.684741711099891	0.805752577718678	0.819804185778047	0.803140437940442	0.818871885900345	0.769690863235843	0.621629932336882	0.721380714210653	0.848683619925079	0.555503270084718	0.789548870838588	0.694066463406106	0.147875728701987	0.833546544243822	0.711232626017295	0.835110113624244	0.678687462441224	0.748745269150165	0.415746269268914	0.509726337706358	0.820633865641259	0.832346949846026	0.815122035043282	0.616533015516125	0.209021429932566	0.551971798216493	0.698535935736625	0.830247141523366	0.731335408821262	0.743217878403167	0.848665653731331	0.831762149379649
PLXNB2	0.633915091162123	0.847068486887764	0.863327072974906	0.798783984692897	0.833928713936976	0.859091353995107	0.619582643355822	0.822025618120779	1	0.85049179676671	0.865252712682728	0.85444747525674	0.855331241441244	0.538235967238346	0.881981497146162	0.852656312221523	0.817306795272763	0.631091910280174	0.280553258917859	0.750796867342027	0.842253553844772	0.808300838946741	0.869682130850995	0.810207515783532	0.741309169878023	0.263129303645506	0.326235851865363	0.693273969363561	0.86769138956898	0.890350999209428	0.791710617338937	0.731723574259703	0.831442159506682	0.874935704608006	0.888133031569316	0.761303660690947	0.876639063829461	0.825192839798676	0.869457382827257	0.926679106045742	0.748536289461342	0.920885659992162	0.689034094357725	0.832678931514252	0.751205029788251	0.716694091260927	0.664318313963243	0.849322810525965	0.538919689536206	0.854254162679987	0.414885134850028	0.859294522263541	0.817488344699672	0.809917545562947	0.705221410462699	0.772909026736807	0.555839833061818	0.873677619804697	0.472641544395591	0.876767542787652	0.578637082026912	0.665738514406883	0.830665560268488	0.833880367946044	0.81907764101331	0.65022766162555	0.372471383533979	0.707683331135833	0.831026701278721	0.531408458276887	0.811706384940365	0.541547092943867	0.347340870066804	0.434082222014538	0.281764087303066	0.656941611412504	0.078547411324303	0.869679479227425	0.799059380024556	0.00508791889663193	0.76259354608737	0.619792915428648	0.132280914968235	0.833677516853595	0.855779699759351	0.856235583323277	0.707248399415154	0.793662356295187	0.643563413277719	0.751113338767442	0.656359287483938	0.533757006653467	0.627867462914744	0.737875414580539	0.633717131214768	0.727325789554971	0.54366068720194	0.80601768548448	0.869501021730624	0.620021030069377	0.765405211306707	0.825878787791523	0.719544146819753	0.87350345421487	0.888757487273447	0.745751385475666	0.697801914812501	0.843941534265437	0.844761000005197	0.580509876362417	0.756474684692969	0.727185641348512	0.353201567432766	0.826038093043801	0.75880873052724	0.910342555806304	0.682706610473009	0.694203223957608	0.274092865508283	0.598425687285222	0.858496324192467	0.886259651938577	0.753090787230215	0.771394971182454	0.271900833170216	0.660846150805002	0.745288133790254	0.837923950328237	0.78469622364626	0.811558961281412	0.892687988061149	0.856348470339821
KCNQ1	0.503125663119413	0.84552939140437	0.926561711565317	0.661985790814245	0.832454770394841	0.862126305637777	0.443061191317183	0.759266161071848	0.85049179676671	1	0.837640395033791	0.765384740764111	0.873728106342885	0.664042613416087	0.900337973305634	0.785288311315861	0.828134642293414	0.433034855277847	0.441604144150371	0.854472286139854	0.873620800629769	0.934614429332518	0.931830087958653	0.684878354140183	0.711479491315988	0.277854410362032	0.0833763275419855	0.555462184836369	0.935188446822535	0.822844016559666	0.656328311432007	0.578208521641839	0.833855087818428	0.909820625134533	0.858456135912675	0.729953729899772	0.79791920511529	0.700030338918095	0.838633506097311	0.922299852459436	0.641429842506526	0.870664790721714	0.585583055727925	0.90169563663691	0.643842618433215	0.603166070525724	0.556547930477934	0.854567033642999	0.64022189076589	0.738433463217388	0.22021502495646	0.786322953298145	0.704554764825737	0.85604484313149	0.59604806179012	0.784336766587817	0.540030338610685	0.764210400148878	0.437846524554232	0.811451307439421	0.352336574649395	0.444475495407485	0.845411582226789	0.763796509028656	0.706424019647862	0.586105315703708	0.117557364058824	0.527370063096119	0.773153046760323	0.287732761836735	0.778061958466414	0.376157014041284	0.213561705884202	0.238142020553097	0.0376408205535719	0.503469292938262	-0.103861433557732	0.864600536660972	0.714149792963263	-0.141103161995605	0.810796535494055	0.416864406144093	0.010623981365556	0.805382466843645	0.879314717963159	0.863736199756711	0.683276373915694	0.829813331136134	0.655825327526157	0.593446006448338	0.521865951116529	0.344627331641639	0.450199065994169	0.772109656443267	0.444291452162215	0.579791201742236	0.438106520114273	0.814553662443941	0.856793962707989	0.491979481613518	0.824869207559332	0.722182697495103	0.632165758181405	0.800222440724117	0.827335954621312	0.606428799592755	0.516799377328952	0.883033113377731	0.774373486383393	0.432376979401551	0.681604287591416	0.658001266492117	0.454400927901246	0.779268692047457	0.674631133412949	0.906197741242809	0.51574924112422	0.558385338610998	0.0929308612063605	0.565954037816635	0.735318120928005	0.83033901971278	0.62396559143949	0.881327323794601	0.116490349079969	0.63281378942822	0.613909255264587	0.712880502942276	0.846954343405051	0.808106314473852	0.878328420610178	0.814839569553109
