""	SIGLEC10	CCR1	CCR5	TREM2	C5AR1	TNFRSF1A	CD68	ITGB2	FPR1	LILRB1	CD163	VSIR	CD53	TFRC	CD4	CD74	HAVCR2	KCNQ3	CD33	IGF2R	TLR4	ITGAM	ITGB1	ENG	THBD	TNFRSF1B	SIRPA	ADRB2	HLA.DPB1	ADCY7	APLP2	CD93	CD2	TLR2	SMAP1	STAB1	ADGRE2	SORL1	PTGER4	ITGAL	CXCR4	NECTIN2	CANX	CD44	PLXNB2	ABCA1	LRP1	EDNRB	ITGA4	PILRA	TREM1	UNC5B	TLR1	TRADD	ITGB5	NRP1	CD9	IL6R	NOTCH1	RHBDF2	CD81	NRP2	TNFRSF14	ITGAV	SLC1A5	ADGRE5	PTPRC	LPP	TNFRSF12A	PTPRA	MCFD2	RXRA	CD63	CD69	S1PR4	SORT1	SIGIRR	C1QBP	SDC3	NCL	CD47	RAMP1	PTPRZ1
CD163	0.991084265598546	0.971044134964391	0.916797303635733	0.953613237499896	0.70615023291001	0.819071740149668	0.948131052121837	0.958466934253866	0.978568125237325	0.987552304873175	1	0.970836172749574	0.956851322956623	0.965954057551053	0.966514617604374	0.966865710704294	0.963667944232604	0.917210604306111	0.928178889400072	-0.0354486398292383	0.61299676187743	0.953770125446478	0.555213499270074	0.942831433489936	0.580219208920833	0.904817408731061	0.983604173859019	0.79847708414884	0.944983484033671	0.785190959397441	0.58903628374813	0.96029253451168	-0.0786235201750544	0.740260061766082	0.334980667581904	0.942094432028746	0.967649044930364	0.970753823712835	0.95638825714877	0.965106522052964	0.631827737739896	0.939739571728496	0.245406619434049	-0.377372185632082	0.829245367836846	-0.141185722445008	0.486711303522656	0.843066557509681	0.807812247080107	0.547230781569301	0.677789344103131	0.925868221684445	0.959722711974605	0.885207811558891	0.696817438386687	0.942747731222267	-0.322120347348285	0.885095721030356	0.219756272280317	0.986817736894401	0.908449073766717	0.432422394224064	0.460790219517906	0.610292107721092	0.797183612404808	0.520636116735952	0.824689638133636	-0.0260740339403218	-0.0275444970270617	0.0539605366058215	0.106078835265342	-0.288826805305281	0.564728651173858	0.880703716616499	0.401860508856752	-0.211794171790017	0.685649185496354	0.00853027485705418	-0.136776227411555	0.328702993539098	-0.323453727564372	-0.289450735630154	-0.300835857797968
VSIR	0.970190937853487	0.976019862450179	0.904013343305763	0.955097387071888	0.628426693676012	0.866716374861833	0.941754873360017	0.970331385277263	0.980333106584282	0.960285689886089	0.970836172749574	1	0.961809050022069	0.950276621849263	0.966295340951836	0.97477627401083	0.96496084681413	0.937754706312671	0.96824465344865	0.0545619546686645	0.568621447735165	0.923215384508371	0.599253468392387	0.921258591381462	0.620838988773906	0.850311363241021	0.969558802216852	0.803497625141795	0.947384619266193	0.766587875251268	0.605584367131203	0.953573252685699	-0.031870351863928	0.644559568940969	0.396672499970098	0.917609487243195	0.96064816025655	0.948284876200154	0.976781802676698	0.916100896550321	0.650955897253831	0.930775805627433	0.28208703485925	-0.343457195010009	0.855336706052728	-0.167911987712274	0.520268859159672	0.846436839121869	0.82372691820998	0.540140615463487	0.625330583973906	0.872925093833574	0.975645882918064	0.933256318216884	0.742130899057695	0.955060287323309	-0.29420239171364	0.854930149559792	0.299624192978844	0.950731138950435	0.921643102505156	0.408368106902732	0.473476123480826	0.646118736918194	0.780910619249101	0.610515257533177	0.827576272492466	-0.00140338801986576	0.00818443264798167	0.102500121440308	0.165867771492091	-0.297940786213333	0.610912235334713	0.894909109367855	0.468679505238767	-0.180392594668281	0.718279113107403	0.0778940275888984	-0.102531950984456	0.380112491928361	-0.266911680562087	-0.253407684016938	-0.260789399440506
CD53	0.962603079318135	0.965666267890962	0.832131583669566	0.976898163332638	0.555907141564634	0.850041297652434	0.905921955245063	0.987674878120935	0.978498441390328	0.962017563953002	0.956851322956623	0.961809050022069	1	0.920635314795994	0.945851061167085	0.961163781633927	0.982671787335134	0.853730008599631	0.934662954896373	-0.0919782468452792	0.441489350611665	0.915779758772486	0.555375074866624	0.962508444818926	0.50230726131976	0.794958264334161	0.977275424479894	0.854206896531455	0.930853666421725	0.697663421428743	0.557666543940426	0.976066583059511	0.0990171789370277	0.641419947223784	0.343377704952764	0.894757678579891	0.915958633784194	0.934312858031773	0.957421451842034	0.953709544593633	0.740764218710686	0.900984971502896	0.211827360690103	-0.29860119815968	0.831902241197799	-0.246932024356465	0.444440620069766	0.803393781083112	0.86666510289754	0.405925532497374	0.573290441730607	0.919981510487741	0.954360433731654	0.891218798061866	0.703323948980527	0.956785889914759	-0.346878459000886	0.820338531314976	0.269593259104667	0.955607703689864	0.876729846551878	0.320463423535853	0.384144250767094	0.603520292024343	0.769575630573073	0.648317364076819	0.893365321186557	-0.0440064968378553	-0.027260902472381	0.0682700573425756	0.0949835660267493	-0.342724604525792	0.57153205865794	0.964913809977985	0.546075770988576	-0.278636425455015	0.711088034098621	0.021152678190738	-0.15956040622962	0.353985514548738	-0.304983939688739	-0.269641487646845	-0.29682191623262
TFRC	0.966644279157956	0.919453929301165	0.935179974837403	0.926991348107002	0.716070858917487	0.845832445974325	0.909482085218344	0.924456215296653	0.935615196055129	0.971841822990519	0.965954057551053	0.950276621849263	0.920635314795994	1	0.945646836666792	0.95535620303483	0.938804432337731	0.945622569774437	0.893927118227195	-0.00551902447739902	0.61705982355477	0.933436347289545	0.618140870315823	0.911272750856444	0.479626710585851	0.884511955099817	0.9553923315095	0.694644294041933	0.953723397001072	0.740574222798761	0.637481284933386	0.927074790480876	-0.111887979376216	0.703208217025718	0.427742311379261	0.911842086039526	0.964325701525642	0.982302116279184	0.957849300415096	0.919450435056795	0.610368085564786	0.923415909498503	0.363575740835075	-0.395335330878647	0.869131274071636	-0.0813397871766428	0.557954542495601	0.86599673577631	0.807791396172416	0.468365313743502	0.6919574737928	0.938721976165798	0.93957143407798	0.890873667135064	0.722570719465192	0.910230404638525	-0.198686984120451	0.860178535090429	0.310248779292039	0.970190860676006	0.935401412877309	0.46659459333432	0.570785461722415	0.707402332414857	0.82659473656249	0.544835952913301	0.787310839668182	0.129248620328845	0.112625561317434	0.198463808616503	0.23556034091324	-0.204284676142571	0.620389240705721	0.863616916285308	0.367384031871622	-0.0867632682882774	0.625055414921719	0.0914131433733804	-0.0137749158320398	0.416044214479525	-0.20446752661605	-0.157628447927527	-0.184294719719371
CD4	0.971305187792311	0.961551323062181	0.877489562339304	0.961166888870944	0.573766964828566	0.880825838421183	0.909870840267616	0.95880987003324	0.976640973356477	0.956418249398824	0.966514617604374	0.966295340951836	0.945851061167085	0.945646836666792	1	0.982368732154826	0.964047837606027	0.893090089473042	0.963174087382388	-0.0174066200625005	0.478924689232578	0.930309869609023	0.595525387727942	0.932163415887064	0.529824977425716	0.801972505684379	0.97163338386023	0.793289601981376	0.956176373956327	0.74150292217472	0.590087404495152	0.972980923306104	-0.0826356277700364	0.638756410849258	0.430981357757476	0.944517179515538	0.947112128763586	0.93647485480876	0.960629716396099	0.932079885758013	0.579934816430581	0.945473402883888	0.2921526831923	-0.443621733345783	0.844133231663659	-0.259925354934505	0.519307055218556	0.862390848124566	0.830474530678153	0.438099961174654	0.535946689974078	0.883709118738224	0.966664895783559	0.93432528907068	0.760550129980457	0.963852569360662	-0.268557548483377	0.795559612235882	0.341768111605353	0.96202306658825	0.936262145449162	0.334801483146746	0.434894990090094	0.694917534604651	0.749749807683253	0.554190153138795	0.775776686881545	0.0378875965416115	0.0703136485614523	0.127820969323492	0.150728069280822	-0.317260656216178	0.605457978232389	0.885476237236357	0.407672720561803	-0.188861846003846	0.589790441957504	0.111789312075859	-0.0532973707821949	0.417348698727987	-0.213215753236403	-0.193177271097167	-0.207158520305664
CD74	0.982598804462636	0.955549684761422	0.905642017905776	0.966054822519494	0.609866404358913	0.849788816446823	0.886319359494025	0.957217038308272	0.980651385875675	0.96437787307353	0.966865710704294	0.97477627401083	0.961163781633927	0.95535620303483	0.982368732154826	1	0.961151576198051	0.883509887219291	0.960997045568153	-0.0155198012266073	0.469658881661797	0.954405858107211	0.535938172359434	0.917612959440327	0.5000345623552	0.801104747458318	0.969459914122202	0.799436488085758	0.986406932530112	0.765151090056	0.518128652894307	0.982728712209772	-0.00759649906687885	0.648464025343196	0.359205444794156	0.963202276297808	0.94885305612708	0.959013488122137	0.971417633564496	0.940403498653711	0.631025962144507	0.909496272665674	0.213746557290343	-0.386479575425466	0.807531714409441	-0.294807532058965	0.451562110584622	0.824052929086707	0.870731826677591	0.440728137169013	0.541710250494043	0.888236676275722	0.97458307368639	0.908893597036147	0.708900753236036	0.955759554122305	-0.344073552822451	0.775875576768406	0.275984626739275	0.962622380224203	0.91503133848082	0.279577438409889	0.4189002972058	0.659401776153939	0.712890830359034	0.547681814272381	0.823487487417191	-0.0141791420286795	0.00789226011048184	0.0654449565718522	0.0987131225044307	-0.37226892663164	0.545786107593126	0.896285525978043	0.480394220397834	-0.238952294099158	0.597064058521828	0.0334978898801894	-0.126822809665258	0.342228177672408	-0.273738946688884	-0.253351014892862	-0.277779180508283
HAVCR2	0.964299394206436	0.977021995340467	0.829336581126045	0.993656638910491	0.534097832905853	0.896070572350322	0.925886297953635	0.994349874501004	0.980403597943255	0.959840586134183	0.963667944232604	0.96496084681413	0.982671787335134	0.938804432337731	0.964047837606027	0.961151576198051	1	0.889382698156938	0.952366953581699	-0.11925411404897	0.440181242115689	0.894360978783706	0.623801354055157	0.978140787470571	0.482713915987768	0.808938433026014	0.986163862459413	0.824275520003566	0.917222369595697	0.658783903023647	0.622004362868522	0.971720057171589	-0.0445088916421821	0.626463344987861	0.412584401593781	0.885431331347778	0.915612302543944	0.928196812333922	0.954207426567611	0.954990035044846	0.645392843399026	0.928583963637946	0.302237674027239	-0.437943800966462	0.883395354879542	-0.212657060140255	0.50864227326759	0.85470558781083	0.804556474749427	0.37137018820342	0.569534049773167	0.933809675359332	0.976810735199149	0.906165973266313	0.749492915546496	0.984646126421802	-0.266547574933161	0.834980525474015	0.318289824083214	0.968252084304494	0.910223118223217	0.380423851574058	0.396030413086937	0.659441078135923	0.817190069148965	0.615081093534084	0.8158967617493	0.00283934552196461	0.0512983551102165	0.12819162833835	0.168220266447681	-0.298378556828616	0.641564591188209	0.954550549312568	0.419164525598754	-0.227682060260446	0.680047198773241	0.0719303870483972	-0.0882386828935981	0.40966588067906	-0.248375069895851	-0.20166727008282	-0.232579200540746
KCNQ3	0.896222335265334	0.897396031823095	0.90325483117682	0.861852405082957	0.699426220989594	0.839747493154319	0.948401653008141	0.884108660142151	0.884075985950468	0.905620113164201	0.917210604306111	0.937754706312671	0.853730008599631	0.945622569774437	0.893090089473042	0.883509887219291	0.889382698156938	1	0.882861326600913	0.0943261481377842	0.711164510288148	0.829863826509891	0.683684791547151	0.844577906167322	0.650409994540009	0.900531010952922	0.899441580959422	0.628192310687344	0.864398406757042	0.696905447734916	0.727000427018203	0.832810795201483	-0.226826672056068	0.65447356487696	0.485546011776791	0.809126160076181	0.936248763376009	0.907370369497634	0.910093079147167	0.814024635600608	0.542694731371566	0.915474614084625	0.466445595916333	-0.382218233747306	0.898416526600986	0.076425736801041	0.634893620665915	0.882365216461026	0.68090222874702	0.59162114714687	0.73351392278121	0.835038123017242	0.907207407468782	0.903468665766965	0.739081014612338	0.866278958711324	-0.0975482552409451	0.900039557368015	0.349877364469233	0.890105662991836	0.912211645891686	0.629131143589229	0.65957861808492	0.677519636495523	0.875809357713816	0.551828055464162	0.690953016227375	0.161881834508214	0.140577294744936	0.260927777581276	0.348938881683841	-0.112776650490673	0.694238699411977	0.782508270978615	0.254092101460594	0.0234702956061039	0.723388263012977	0.180316350411942	0.0495216533769999	0.455567406689795	-0.155918010597821	-0.127705972791195	-0.130155083834357
CD33	0.939371792137902	0.964133791688024	0.832405418590221	0.958023657716748	0.486203811920147	0.890293690858527	0.90044153904271	0.954831938628267	0.96547069664072	0.911516515492694	0.928178889400072	0.96824465344865	0.934662954896373	0.893927118227195	0.963174087382388	0.960997045568153	0.952366953581699	0.882861326600913	1	0.0305503736987193	0.422457151003742	0.86661300349072	0.60564926921998	0.907865807343091	0.57701316786298	0.753860701377628	0.945191445002783	0.795392157344801	0.914543350751317	0.713310536209513	0.578654947634865	0.945191080555965	-0.0990842155841426	0.547095687263753	0.436080217122066	0.898599831878023	0.905204218736751	0.880199146878157	0.929731154929101	0.884966207961679	0.540732033619153	0.907409871799495	0.282860538861288	-0.448085435605796	0.828304799377789	-0.252490993793111	0.504932541782071	0.84259692381363	0.784865040520708	0.438290192753389	0.501491763248997	0.817871738263663	0.973752132022923	0.925721264474155	0.764011393700093	0.971592278129694	-0.271764330384744	0.768317056586051	0.343956433929331	0.91112719701227	0.910888709918149	0.323521051909377	0.368419067348845	0.664636745546526	0.725629414908145	0.563415109207288	0.739224081762648	-0.0129080588984009	0.0420122617611634	0.10834592222247	0.172061573575092	-0.320403561526015	0.6237728667578	0.870834541516321	0.394072977701362	-0.200956849486845	0.624500287509874	0.119368225643158	-0.0739459199049886	0.403289291907653	-0.212146136758501	-0.210957286304263	-0.215249698208286
IGF2R	-0.0380386307769813	-0.00858632375721886	0.138002087984866	-0.142106468581074	0.0632268385484475	0.104432295624128	-0.0295521459029933	-0.0880482922017747	-0.0698518017608149	-0.049877941705156	-0.0354486398292383	0.0545619546686645	-0.0919782468452792	-0.00551902447739902	-0.0174066200625005	-0.0155198012266073	-0.11925411404897	0.0943261481377842	0.0305503736987193	1	0.227095125526874	-0.00204196649296381	0.277853034715911	-0.109879570036066	0.250700959879651	-0.0337807885720655	-0.0555183974050328	-0.048422500132593	0.0250139867834352	0.252947020099992	0.260343003407674	-0.122277618994185	0.0177726953034974	-0.0530725817706833	0.363699030628932	0.042251232281145	0.0987013487648749	-0.0150075533160614	-0.00209218853014746	-0.129925147556539	-0.00722155094938621	0.0958881235864817	0.34319209991256	0.388917396733649	0.0171479282644467	0.354650806918839	0.413176412081677	0.101016775096978	0.0569174548575812	0.292167216660038	0.120460509028672	-0.169447709068288	-0.0458214136060765	0.134845400400424	0.264828248339467	-0.0788888608502813	0.372062174464544	0.0348483701236425	0.368716288195156	-0.0820940222359798	0.152035404884975	0.120730476877631	0.275506513278615	0.300222189099472	-0.020721165128439	0.213713812055661	0.0236062726539215	0.418262751223491	0.270916425137885	0.32840360506212	0.463368343551625	0.42405654304328	0.243112573419215	-0.151327294515795	0.127474476426149	0.552839825649386	-0.041380920393759	0.459801675228882	0.407121262892564	0.359125713741212	0.419442264664938	0.253122546974307	0.375048962494757
TLR4	0.560766455804213	0.502314643589127	0.699916984557146	0.393047592042391	0.857960131013621	0.319823222716069	0.688865013649703	0.447749366591093	0.494575236205981	0.603323724121362	0.61299676187743	0.568621447735165	0.441489350611665	0.61705982355477	0.478924689232578	0.469658881661797	0.440181242115689	0.711164510288148	0.422457151003742	0.227095125526874	1	0.557333478263728	0.344369097924504	0.426197633055387	0.708172119703384	0.842183609349665	0.512823935592436	0.246325681781653	0.496704652606069	0.638272015815737	0.50270755730453	0.41454593860348	-0.249192363406601	0.69136078585273	0.165121270252216	0.494545449150406	0.681162500050501	0.627642360020248	0.54112088161892	0.471909358192126	0.33881332733994	0.574928697676741	0.266188221778332	-0.0140733240117193	0.500488954175943	0.448143576084534	0.419661306504285	0.489854016688014	0.319451752907648	0.862866825261809	0.872038165664624	0.504459309256592	0.464064086168636	0.48437280808315	0.333686947196066	0.387807222385682	-0.0702440772108071	0.785644920259305	0.00768247505032994	0.548947897666375	0.525377019433371	0.724591389670402	0.641576913962773	0.26084094622352	0.621883300692409	0.203214127362779	0.431700405875397	0.106798329333385	-0.0735641133420261	0.0856360945715406	0.163116931528803	0.114169710663277	0.330057651936265	0.30024066995183	0.0722684739747023	0.141104374122924	0.623703370900359	0.0109268880094503	-0.0293203778455004	0.147222820150936	-0.256776076793587	-0.246102351952503	-0.187973056603201
ITGAM	0.963034251744408	0.905262221865467	0.902785974527342	0.889800271622887	0.726049580352755	0.726656094588241	0.839409146380469	0.890347019695808	0.939352604154621	0.943196010759136	0.953770125446478	0.923215384508371	0.915779758772486	0.933436347289545	0.930309869609023	0.954405858107211	0.894360978783706	0.829863826509891	0.86661300349072	-0.00204196649296381	0.557333478263728	1	0.397101080464109	0.868921507361191	0.516181870544789	0.824414837262665	0.935846118545864	0.806653807646954	0.961139752840235	0.857735783095933	0.421128450157798	0.942166950662487	0.0828972925289946	0.714788826749532	0.225659477391803	0.975599141188716	0.931795030391524	0.955294717332346	0.930362958646378	0.930469251775838	0.642582625921603	0.85244365937839	0.0846600689500413	-0.245605166279746	0.704287183689223	-0.296803527562281	0.36015759873562	0.769424425470917	0.897649701036482	0.511956544328794	0.593883512497936	0.869536647618233	0.898121590338572	0.825299367799793	0.609959509809134	0.867020517323341	-0.439939417081014	0.760966728200822	0.156020794603179	0.949160394855375	0.850439587054483	0.234571331138102	0.391746494890244	0.555977173922986	0.631538095909866	0.501884648616291	0.861037678036497	-0.0870242102572067	-0.103362078927903	-0.0524795916449542	-0.0207842337880196	-0.407205414218762	0.405232678915202	0.826238636493553	0.546922104100981	-0.270179032321965	0.572731563057398	-0.0607047424788085	-0.210668294653682	0.22930505164379	-0.371366697192144	-0.349774374644308	-0.359616068166938
ITGB1	0.531941679584843	0.594853639693527	0.493573476041834	0.59829155616157	0.18138939648417	0.857435854312674	0.628408410519287	0.628296304346071	0.539636490405751	0.584435141755458	0.555213499270074	0.599253468392387	0.555375074866624	0.618140870315823	0.595525387727942	0.535938172359434	0.623801354055157	0.683684791547151	0.60564926921998	0.277853034715911	0.344369097924504	0.397101080464109	1	0.670379718293915	0.262744447826852	0.465940087153458	0.596213257187599	0.325742976743445	0.503052755101147	0.230405638725674	0.95524256874571	0.507249259782967	-0.230280044402293	0.352699872654624	0.914488296336886	0.422339862447947	0.611705602962027	0.523142892536649	0.589906675549162	0.518460825305237	0.360692294127925	0.75592969071032	0.899226393041194	-0.33165038110378	0.850836188284104	0.265871687855827	0.930457326722592	0.79262439063588	0.397775559169324	0.124937682784537	0.439194983960504	0.60077921103854	0.59178322730722	0.721304946630368	0.882834136259909	0.618322668028217	0.564826335582992	0.644597383115699	0.828496844874249	0.576730822752892	0.780070688767114	0.590858195265073	0.580910563418401	0.887838257622798	0.804341232098555	0.685065196598124	0.401048621721071	0.685720362567773	0.71521326349562	0.787965177625736	0.794737983102084	0.416845995841885	0.979397981035959	0.609198285945891	0.0510656532115817	0.52157450323256	0.41065644576719	0.728003490572957	0.637481914481339	0.912941598946479	0.525387119194777	0.542103889083819	0.527339924898944
ENG	0.94013870719192	0.957097606879562	0.770035911920576	0.967829319356337	0.485064333797079	0.903449437096151	0.896025614240287	0.973969260234178	0.951585191541465	0.943191999469399	0.942831433489936	0.921258591381462	0.962508444818926	0.911272750856444	0.932163415887064	0.917612959440327	0.978140787470571	0.844577906167322	0.907865807343091	-0.109879570036066	0.426197633055387	0.868921507361191	0.670379718293915	1	0.44170863566133	0.780261921817815	0.971283569783188	0.809894387622954	0.869824129461093	0.647227591341402	0.67463548663625	0.944203896446664	-0.0221397157186131	0.618248403972109	0.470841906537125	0.858422111325661	0.888698314783027	0.894848838931804	0.918225446386177	0.95785409167888	0.645337140274821	0.927803684568909	0.358696801316388	-0.413387923749417	0.885997571709454	-0.170140254251315	0.561208097565025	0.866733649829741	0.791493151339755	0.319462909918107	0.579975528979488	0.948698474961238	0.930162974540901	0.879038939090717	0.773586527520709	0.958454027178201	-0.178949014405814	0.842791527473721	0.377352718624359	0.96206449863376	0.908253812642909	0.38213241084164	0.355193479725612	0.689396263207687	0.824494603160202	0.646504975099975	0.817007912213748	0.0722337566520188	0.127235756572996	0.19993955418158	0.21002311648382	-0.196989564474414	0.686484507378988	0.952400771777528	0.408141384596637	-0.154629212495353	0.638175860149777	0.143495212474196	-0.0072128365472763	0.479438388849965	-0.162894708522166	-0.110156820060971	-0.141035427796837
THBD	0.532521180662817	0.613719011646707	0.555184313145301	0.435801243884227	0.520726456608006	0.384724738111773	0.696251121229548	0.516539044662609	0.570317314151928	0.527293656335739	0.580219208920833	0.620838988773906	0.50230726131976	0.479626710585851	0.529824977425716	0.5000345623552	0.482713915987768	0.650409994540009	0.57701316786298	0.250700959879651	0.708172119703384	0.516181870544789	0.262744447826852	0.44170863566133	1	0.647627839945035	0.52871606716116	0.471404382570164	0.461740787958042	0.663018423965521	0.374952125945203	0.455262951922782	-0.0960527609053866	0.440277871284099	0.109845716929433	0.506595953171109	0.605394802651433	0.489670908255991	0.52983949385046	0.425329400485864	0.344591940963908	0.56711787289947	0.0824579666094947	0.017149168521309	0.463953603968791	0.123974377780937	0.280208267701334	0.513011146387362	0.383691237098127	0.853260405134163	0.5523622560811	0.317788000464007	0.514737753697869	0.604664205988716	0.3231814063083	0.478582385024914	-0.271956281864236	0.659921084718524	0.0225544637684477	0.481222543888783	0.477477990220165	0.477167827612112	0.364779867481166	0.153719435658825	0.458960617234966	0.281098589055248	0.443896480370178	-0.178259435002523	-0.255121684441672	-0.0949133780764204	0.0103431133961616	-0.15629932738437	0.281006469968675	0.349923056213273	0.230502568261275	-0.100137481222301	0.656069088510033	-0.00485872766728559	-0.20857398470463	0.0729309699993264	-0.319667252203342	-0.39709706326712	-0.314437003981892
TNFRSF1B	0.870045646141436	0.82642326413642	0.887645078289116	0.782539409053554	0.870169123857197	0.616134577720804	0.925899698217617	0.798766182113325	0.826680814311973	0.891487587929288	0.904817408731061	0.850311363241021	0.794958264334161	0.884511955099817	0.801972505684379	0.801104747458318	0.808938433026014	0.900531010952922	0.753860701377628	-0.0337807885720655	0.842183609349665	0.824414837262665	0.465940087153458	0.780261921817815	0.647627839945035	1	0.844371399288529	0.582909604375079	0.79322517463895	0.735201048767479	0.579301550364641	0.782650478039068	-0.242596818272282	0.776140894610354	0.213858804919523	0.777713480313651	0.888542704489743	0.898604611493332	0.81868292235433	0.819805027660344	0.530838293849922	0.832714325781991	0.246473500430602	-0.323759772098646	0.729999579775152	0.168373514757111	0.443305911017258	0.714547445396739	0.580871910872385	0.741238294262097	0.863481060685276	0.832871669429993	0.814443513592676	0.720802118590674	0.531887938171657	0.768302574863598	-0.276128081104456	0.943896390726223	0.0470104150243552	0.870780961007662	0.772402992344992	0.660338924707301	0.593299697394649	0.429902455410621	0.822056473802241	0.337449006361133	0.677900459618819	-0.0306437505013642	-0.114500493074876	0.0149255211522031	0.106718611330239	-0.141955459898585	0.471159209447154	0.679729115449578	0.18646089137293	-0.123168531682738	0.766860409712607	-0.0820074054421866	-0.16266840268901	0.202761739672742	-0.410067552370199	-0.353987587205709	-0.341584799539042
SIRPA	0.984556652656858	0.980167007847478	0.864056248037671	0.976731087701289	0.610376290269779	0.874972587252636	0.934901337166505	0.981846033167595	0.9827375110435	0.976122686165875	0.983604173859019	0.969558802216852	0.977275424479894	0.9553923315095	0.97163338386023	0.969459914122202	0.986163862459413	0.899441580959422	0.945191445002783	-0.0555183974050328	0.512823935592436	0.935846118545864	0.596213257187599	0.971283569783188	0.52871606716116	0.844371399288529	1	0.829368795452264	0.937735305240427	0.744075741811693	0.618563135192574	0.971890820613853	-0.0561539568908394	0.677508388772472	0.403707659849579	0.919427663894058	0.946702614635752	0.952505171202063	0.957600213073877	0.966797803665768	0.632108969844384	0.939711031931988	0.284060726219047	-0.388923566696804	0.859607954201325	-0.191651092566781	0.51902710108136	0.866567182325858	0.828714132820203	0.443616878424691	0.619624930152411	0.936096150796466	0.964536514923422	0.90360963101922	0.747572134649419	0.96757011417849	-0.283913130709398	0.857306104865099	0.299533963955715	0.98066286824156	0.926710541883087	0.375526944322721	0.411135395794101	0.657818073655499	0.803324968884326	0.597624674119375	0.830996346789299	0.0068237839841447	0.0359197727081504	0.113791651186277	0.156911416606084	-0.288686431351929	0.621445912924953	0.926488364950064	0.426883635808249	-0.197792614153678	0.669645994047999	0.0723150431558444	-0.0890554900924542	0.400210437783972	-0.261823369196666	-0.221744409314246	-0.2398824837514
ADRB2	0.79579551173495	0.846259727506237	0.62976985372343	0.822864339045061	0.39305185589037	0.669733108821504	0.719164496732219	0.844300729910517	0.85047540856688	0.757640262328349	0.79847708414884	0.803497625141795	0.854206896531455	0.694644294041933	0.793289601981376	0.799436488085758	0.824275520003566	0.628192310687344	0.795392157344801	-0.048422500132593	0.246325681781653	0.806653807646954	0.325742976743445	0.809894387622954	0.471404382570164	0.582909604375079	0.829368795452264	1	0.748007756139394	0.638446215499472	0.333192453865499	0.841185265738795	0.277134451309095	0.53406729624635	0.159115063182664	0.791079122335508	0.717433209831086	0.71648149911844	0.787481375261123	0.828136383331738	0.646346990502123	0.706797512037578	-0.00967444603889063	-0.141771890485118	0.605237278405396	-0.427828118169824	0.258815223847926	0.650411718181435	0.781436400797805	0.317170849961736	0.293216292931424	0.696659858137445	0.796824867752437	0.7340457794155	0.564025114587917	0.806277708239967	-0.48472261784489	0.584490480505596	0.144276372022899	0.783610148730169	0.66753991819943	0.105173669066913	0.0951230079933083	0.387031306882342	0.51182686702383	0.604604779467195	0.823172310482026	-0.263012717404807	-0.206939636314972	-0.149376845939978	-0.0943392741512734	-0.452887346333188	0.350670448569456	0.821048027604291	0.659387142617851	-0.39469499920113	0.589730111939999	-0.0737182423482735	-0.285915234542831	0.180633698121033	-0.367926597304732	-0.392098815750044	-0.385653449672088
HLA-DPB1	0.964408176485011	0.907191382425271	0.929969402067256	0.922570396975606	0.667516887819946	0.804114814305733	0.848034250333837	0.913662511668426	0.943349493539461	0.953764151625998	0.944983484033671	0.947384619266193	0.930853666421725	0.953723397001072	0.956176373956327	0.986406932530112	0.917222369595697	0.864398406757042	0.914543350751317	0.0250139867834352	0.496704652606069	0.961139752840235	0.503052755101147	0.869824129461093	0.461740787958042	0.79322517463895	0.937735305240427	0.748007756139394	1	0.776381139639261	0.486479454865048	0.956331720030626	0.0412929335666196	0.685429162226098	0.342571856283848	0.962425663489532	0.951663329781696	0.965669999472494	0.959785118513828	0.914334164225042	0.65835897071217	0.884590504771779	0.198912841599862	-0.306007427619025	0.76517343070843	-0.289175299784371	0.440519952964635	0.79498703629599	0.89419893769203	0.452336317063604	0.548312541616505	0.868435126041152	0.936537956348635	0.879842518012109	0.68071712405096	0.900410563835503	-0.337031947774551	0.747009778269423	0.27116189384936	0.940579883775618	0.898353784730583	0.256052571172061	0.481790993753412	0.660535625762535	0.678583120244892	0.537640056430996	0.83579344464811	0.0360482772791511	0.024761598498472	0.0813255792546062	0.0975991274738827	-0.362849709540231	0.507297342845908	0.859845574991679	0.512359383877231	-0.196285738189381	0.567416649403563	0.0386130102561189	-0.107103337942602	0.331928692828467	-0.256153415544572	-0.234769370786419	-0.262266305832607
