""	CD44	ITGA4	CLEC2D	CXCR4	CD2	ITGB1	CD69	CD3D	CD8B	CD3G	CD8A	PTGER2	NCL	CD96	RPSA	ITGA1	GPR171	PTPRC	TNFRSF14	CD46	DPP4	CD47	PTPRZ1	KLRD1	ACTR2	ITGB2	CD247	CD6	CD74	ERAP1	PILRB	TIGIT	KLRB1	SORL1	TGFBR2	CD226	EGFR	TRADD	S1PR4	KLRC1	DIP2A	CCR5	JMJD6	PTPRA	RACK1	IGF2R	F2R	LAMP1	APP	CD63	KLRK1	TSPAN5	HAVCR2	ATP5F1B	APLP2	PTGER4	TSPAN14	CD81	SMAP1	TNFRSF1B	TFRC	CANX	CD4	C1QBP
ITGB2	0.640991401779474	0.655636565934791	0.727855622435583	0.751398886480784	0.693117959985678	0.778168669736669	0.709595562185668	0.715137005910469	0.634694315608584	0.687567871572455	0.597013785872356	0.684710337715961	0.826922315522002	0.694558103835847	0.793892977533058	0.171531804830485	0.525151194142772	0.827967790077978	0.772591310293795	0.589014484275873	0.692299020195089	0.732583940322683	-0.168106043623455	0.205007504670542	0.915503873640466	1	0.657076742592637	0.717768967382145	0.698855869439491	0.732915543804251	0.162831306661158	0.435488639442992	0.659322787058549	0.740354612511089	0.858212122223507	0.771795008896826	-0.126527317877474	0.727781120136344	0.615719410717115	0.223809810053614	0.316023897448989	0.564376176870434	0.669927690138314	0.235890758390721	0.829104104514137	0.597795758398803	0.442253498231892	0.721251032130371	-0.0806108406119948	0.267820038288742	0.33470128222277	0.588686523892173	0.771456209449534	0.81579072338807	0.375268623705876	0.771599848513433	0.771951192793516	0.728990713152664	0.766122393781134	0.895277622126759	0.274012392834394	0.49524457046347	0.836902294886143	0.866568493768373
CD247	0.787892349564141	0.760429666020853	0.77923728133776	0.89843634549491	0.76813403228382	0.588364279302414	0.792164243015798	0.754732394368443	0.738169468893561	0.682076521463259	0.57541178787925	0.688684929050647	0.670487268338001	0.856568541175672	0.685757033628164	0.132160705740123	0.688414086487686	0.85336159651967	0.789375410138676	0.393671548636591	0.750992274917199	0.671913040419336	-0.36790153714698	0.631894957235532	0.662137134180035	0.657076742592637	1	0.775837663183564	0.0943707380803161	0.581477370794668	0.296940768126913	0.634305513746205	0.745495462141069	0.207077349592431	0.712654583626933	0.687627768262062	-0.295377311725213	0.632712635395374	0.675342890765366	0.641730240828714	0.136203207513689	0.762939158739378	0.711513246613371	0.0142558388339027	0.629715674564791	0.747989047337383	0.50829019789469	0.354429474021958	-0.338782314453719	-0.0588047765757383	0.65450240429553	0.452994251899807	0.462984444625135	0.517199695062445	-0.114000342945327	0.879526946992229	0.611022230663297	0.13657528727124	0.621627371112624	0.764556637581974	0.0374748193511084	0.12691476449864	0.434922753753179	0.650847669289853
CD6	0.855363246509338	0.848452707750182	0.868269254981528	0.907504261908786	0.924823382956075	0.54086825879773	0.888054456367737	0.963172093654597	0.854975984178279	0.954505156829947	0.869042558660698	0.703748682973341	0.591520700802898	0.909788063206179	0.801149284316291	-0.00312507286574024	0.748593023996884	0.921127402120172	0.857319242787278	0.394958287022908	0.829696471721753	0.485821647589922	-0.431044826998275	0.156994357335071	0.672381551566621	0.717768967382145	0.775837663183564	1	0.0952428695422206	0.802040458781298	-0.105227021640205	0.628005482466814	0.779573222205956	0.14138710175858	0.812161889739006	0.92213432691084	-0.352448823239689	0.850661667211791	0.728695281658075	0.202118137124714	-0.0707654655201381	0.747768524194905	0.837234903237284	-0.0957741637202621	0.712117612694182	0.477951363948001	0.33115046084444	0.315829961920386	-0.416182401771506	-0.146252270290599	0.506635989983666	0.405353143701895	0.309125943073913	0.547155456392459	-0.22067791420461	0.875125109017907	0.494733602989174	0.170942172349017	0.541756468703287	0.747522211504578	-0.0717347696390015	0.0187191550138591	0.567590188852781	0.61582694065131
CD74	0.0989798052835286	0.15150613904678	0.184740930119512	0.189800179150695	0.114809783791637	0.587722291987764	0.101621260565524	0.128654250881954	0.180955908171633	0.119718444848711	0.15656171058618	0.230207157349675	0.608929772250291	0.0861224999650324	0.324984530630176	0.194377269626846	0.0237661137281704	0.310097779708865	0.214162834348049	0.372950914827781	0.152966704486138	0.533282937592864	0.131566928433085	0.0137680163454249	0.698831388274265	0.698855869439491	0.0943707380803161	0.0952428695422206	1	0.319963925100679	0.250942894491602	0.0745552810038397	0.0887256876381887	0.931951374646274	0.482677961414845	0.209935997839706	0.128959284867214	0.19254142548145	0.171538420051292	0.0472492275985454	0.443097287884106	0.145127928630132	0.221235901357353	0.398240909872915	0.498694750780092	0.265002704920443	0.239251090754921	0.665670255631873	0.218892166883138	0.490112012442566	0.00362668419504395	0.356682604880834	0.809039202332138	0.647569081125692	0.709638808825956	0.221245577814852	0.567487149378005	0.937100018986469	0.483148044791013	0.587593032790096	0.347912963732409	0.636995675647376	0.625489142971138	0.621196295235577
ERAP1	0.833509600270965	0.809469354340481	0.830492038421799	0.833197383100348	0.887263656847731	0.674330272045007	0.849759205780748	0.852899022708756	0.77187080714818	0.846989254370671	0.803978930128746	0.73823364935128	0.666845130301893	0.832861991689085	0.826468156455938	0.0937415719186517	0.825204927164691	0.869269223827326	0.766556927327014	0.402799365056535	0.772879644786616	0.662044968259481	-0.262867822805452	0.0390619088551745	0.720013768117046	0.732915543804251	0.581477370794668	0.802040458781298	0.319963925100679	1	-0.100507647586245	0.646375343226215	0.700940509189899	0.328994675315682	0.736680052325676	0.826619049455599	-0.187584519422255	0.880674360186831	0.661162920008965	0.0698602408263515	0.059590377440989	0.618173715573211	0.799559723676386	0.00529618432231993	0.801728135408718	0.289285473877207	0.221105118480447	0.377071804006414	-0.231187041758474	0.0186643315446796	0.443568665181396	0.499485509197642	0.358628844393907	0.601932594356639	0.0038458457898169	0.775677876706239	0.468212606631919	0.416272111064817	0.675921605384856	0.755932353733692	-0.0352102334662157	0.237115347778388	0.648731626081334	0.711582782361314
PILRB	0.0291140798320029	0.0538476318221341	-0.101853175957735	0.102046189859248	-0.123923387249585	0.359843276351236	-0.136785469765755	-0.101400449592478	0.0847417164105731	-0.163912808969175	-0.0579517776780915	-0.0477630445706068	0.354690047777435	0.0310503084509869	-0.0979778320091779	0.490738322807425	-0.04241913722651	0.0713337318875691	-0.0970399019403017	0.346376515375058	0.0424677466577757	0.355333219077597	0.322997018372488	0.628154474051995	0.301967411431516	0.162831306661158	0.296940768126913	-0.105227021640205	0.250942894491602	-0.100507647586245	1	0.310567916373023	-0.136831830639407	0.384684105004978	0.221966781540988	-0.118395990644973	0.321292623781344	-0.258210132454186	0.094229305711596	0.651873602023148	0.614962229756269	0.210368552964136	0.0820912294957259	0.444772619960966	0.0198603111526278	0.573772341807607	0.504659645706017	0.366782110346955	0.386811884128951	0.286068861145359	0.358098638791561	0.229739467013605	0.461309068344209	0.223377869599305	0.414564180592762	0.0954512457007007	0.281339373811352	0.268127540201047	0.205966153842805	0.306278754476594	0.352823894153425	0.457835191706847	-0.0916988776010437	0.176108312678927
TIGIT	0.783536586298136	0.783837068325333	0.588406587916662	0.771288035506816	0.730302172283522	0.605828978229412	0.616345682547671	0.714544208360602	0.772972778367515	0.694877078046974	0.782598921574223	0.509321885321128	0.532850095110016	0.770410756119619	0.488335308621018	0.353322965945467	0.783750405712538	0.735302097913907	0.464389353215844	0.203423176570538	0.641056322909562	0.504213998603763	-0.325448991237591	0.400639332504137	0.58088494689316	0.435488639442992	0.634305513746205	0.628005482466814	0.0745552810038397	0.646375343226215	0.310567916373023	1	0.422033412497283	0.111166268592793	0.680869186051539	0.501086813258921	-0.242893835122428	0.484467652624777	0.710812592373609	0.553922676870973	0.163810935133102	0.765751672040028	0.833266374293069	-0.103233336635848	0.499831223983821	0.38025035878455	0.360938650767536	0.116847830892253	-0.29119386018663	-0.0999698392364107	0.69474567904242	0.314069174898464	0.236417267196368	0.332638674742572	-0.202450921419178	0.667554105636991	0.226047118926979	0.117628331823486	0.408375808571232	0.674675660406686	-0.0845938539207394	0.00898404110000567	0.20203240039488	0.410956414085698
KLRB1	0.674575604564199	0.60920482550646	0.907246334895133	0.786116245185421	0.843432116671631	0.47632743165872	0.923706545050151	0.830799308376213	0.581426279236154	0.782561582762101	0.520083556250189	0.906978592507205	0.586098115748301	0.823707486232812	0.927530423548669	-0.0667986943089358	0.618666423135847	0.807771953626538	0.904640754589146	0.527347680609558	0.90201865697532	0.644249956922509	-0.301699366835821	0.0647489351854263	0.609741215463704	0.659322787058549	0.745495462141069	0.779573222205956	0.0887256876381887	0.700940509189899	-0.136831830639407	0.422033412497283	1	0.15628032475111	0.572842330182168	0.851128758489674	-0.23700563687895	0.913148023972904	0.806584957744498	0.090993909314395	0.0676229645754879	0.440944038671137	0.533042400027347	-0.049219616948933	0.815955557557382	0.463142526115717	0.11341625340235	0.442153657754242	-0.222157742934809	-0.0563450847567132	0.143065825277088	0.679119995131449	0.24528600050095	0.528627211828446	-0.0583794420563165	0.886913553823631	0.683052382055745	0.164352575319051	0.686914714202571	0.671963742646295	0.122368160403391	0.147693348524799	0.771901378230615	0.651987772448407
SORL1	0.141600918630746	0.184818423428858	0.235462787039668	0.244869278807314	0.139654941350021	0.624310816456335	0.156503825982117	0.150111845088531	0.169402081801634	0.128293612114945	0.14625309290434	0.259975425547687	0.588143442146304	0.130577880427915	0.325608586541909	0.30315282138655	0.0582663452907812	0.353530189306386	0.277733880506508	0.500491560605196	0.194153361917765	0.557953149826862	0.127913340014925	0.120266159577002	0.684639474225201	0.740354612511089	0.207077349592431	0.14138710175858	0.931951374646274	0.328994675315682	0.384684105004978	0.111166268592793	0.15628032475111	1	0.554386085866456	0.259865040179305	0.108281229385578	0.20405098805392	0.20287646463434	0.141668598397976	0.587865543573837	0.158549290807601	0.243354736458449	0.394132850007664	0.468191516041333	0.397725795347287	0.299875322440411	0.741158369040694	0.268994341324073	0.415360378940083	0.0661957401188588	0.389159079106713	0.845285280675811	0.611929979152767	0.693741002265426	0.263597650037684	0.636993119595767	0.876723179614717	0.498358534026289	0.622361031198056	0.50844481861943	0.638457804151069	0.632722677409408	0.597523528258464
TGFBR2	0.806482081823899	0.846027993142078	0.752388084550421	0.844007701803186	0.774131794449831	0.82564970232093	0.721174221818929	0.800092340880567	0.785826449738401	0.792667769199823	0.801114570510818	0.566656581685356	0.714134867376895	0.786283578553575	0.666698081561509	0.36905692673029	0.663841274039925	0.880750729057854	0.746237006704198	0.535402880107363	0.665306119726087	0.6309861866714	-0.326884280117355	0.318882365597958	0.838353836097077	0.858212122223507	0.712654583626933	0.812161889739006	0.482677961414845	0.736680052325676	0.221966781540988	0.680869186051539	0.572842330182168	0.554386085866456	1	0.742759496718387	-0.267784621108121	0.663930861527154	0.620366592133018	0.402306081878673	0.307827402745292	0.780278995675691	0.854933482850307	0.099078414927574	0.688156666242973	0.620987058452308	0.551433161963403	0.555545085437494	-0.199535398910389	0.0289416340627089	0.595076389944907	0.464178526544075	0.639248448263946	0.667610797434401	0.118740688042042	0.767649770141663	0.587404053525089	0.519098361277851	0.629154515509004	0.865216191990757	0.249256784087235	0.277197785329228	0.609470548879712	0.724014855390686
CD226	0.721849761808145	0.707744497740385	0.848843835892471	0.817933747935088	0.869707017693212	0.518122456053076	0.874575972273969	0.914612760864225	0.750812668314962	0.894613469351447	0.761043718040033	0.794277481612104	0.618354610572363	0.842246545326801	0.884344240969564	-0.0468742052597752	0.635348012680289	0.864185372438889	0.862456225486905	0.542669721370532	0.887882235806341	0.555799297584928	-0.316872715105778	0.0228427693890713	0.70917720847208	0.771795008896826	0.687627768262062	0.92213432691084	0.209935997839706	0.826619049455599	-0.118395990644973	0.501086813258921	0.851128758489674	0.259865040179305	0.742759496718387	1	-0.249576340011269	0.908910531484216	0.754124681168744	0.0420109018607999	0.0347902232423283	0.533780454319613	0.671124096879944	-0.0217539687101269	0.791762234066925	0.465855421321131	0.215256477553764	0.44591864601399	-0.258188723321299	-0.0336208511551826	0.294062695548727	0.542369091051553	0.367569332237112	0.603652561036054	-0.0364032024888258	0.865024859587244	0.618393652766778	0.28732466183147	0.604522587660659	0.762167924691308	0.0447176651397617	0.167657968086936	0.737080487804137	0.665129286987607
EGFR	-0.323547350727063	-0.364263334072451	-0.260973939796526	-0.345902630175265	-0.323285945008274	0.0194081841882035	-0.320644162707736	-0.315838374344175	-0.294631191463604	-0.312207791148776	-0.29883885289117	-0.155817321367582	0.218914804987734	-0.341243710622542	-0.0841359559492215	0.171227724971653	-0.355628957706446	-0.297105166483618	-0.275413609868677	0.273633081852729	-0.213875437922219	0.182673381909065	0.981462678442629	-0.17666733468756	0.0239754366596811	-0.126527317877474	-0.295377311725213	-0.352448823239689	0.128959284867214	-0.187584519422255	0.321292623781344	-0.242893835122428	-0.23700563687895	0.108281229385578	-0.267784621108121	-0.249576340011269	1	-0.230416471138968	-0.178578451237145	-0.183202305874448	0.367095173243138	-0.344122910148717	-0.258709804232027	0.830543524192436	0.0718273852839752	0.086773004727959	0.16995845785859	0.415592864211242	0.841982725185738	0.731104952684374	-0.328746999713933	0.365352335806751	0.0162875780714265	0.291707658596033	0.691229673826741	-0.255808539251807	0.0331206742521383	0.335506295278009	0.189755560879366	-0.157169686377312	0.318714537418732	0.736957705248361	-0.0196835292841205	0.0901014348006678
TRADD	0.769105585221099	0.713991816397678	0.922735333543667	0.820573158153002	0.91819759213944	0.555352774505573	0.943577906875799	0.902555857397663	0.698944181654645	0.888519169360168	0.701468904985318	0.861247392536465	0.626214193155285	0.855885059164577	0.945039887191252	-0.0502563232460821	0.724371477551832	0.862838181443487	0.906627026572646	0.497171154025869	0.889306474904709	0.62974431300405	-0.304175530300785	-0.0829949831619952	0.675858667293757	0.727781120136344	0.632712635395374	0.850661667211791	0.19254142548145	0.880674360186831	-0.258210132454186	0.484467652624777	0.913148023972904	0.20405098805392	0.663930861527154	0.908910531484216	-0.230416471138968	1	0.759891381161326	-0.0511661300236309	0.00296431770243297	0.506988648127345	0.673685284828992	-0.0461760649663301	0.859418586267997	0.335494280506439	0.107453412298509	0.421955797560222	-0.255794049972608	-0.0220021349340119	0.211959449823191	0.624585064889094	0.266886961962718	0.588450220217213	-0.0433314602552889	0.868531184803813	0.594026618291992	0.292007193089805	0.697077361055772	0.704743537558251	0.0385947228045213	0.1697459536886	0.7810583766193	0.703797652584758
S1PR4	0.66440034702237	0.586754780107061	0.775638196910789	0.764348588008991	0.815532383032346	0.544615419431103	0.76686883689566	0.841366288046214	0.728254613286227	0.808300370952888	0.683247179078808	0.884653027066962	0.658001909473477	0.810700470885694	0.825529717823997	0.12206811415685	0.561840700985636	0.800094072363256	0.705858894261942	0.525287145632417	0.921386777376052	0.629330011094621	-0.261552309803195	0.102543795711168	0.715887004648054	0.615719410717115	0.675342890765366	0.728695281658075	0.171538420051292	0.661162920008965	0.094229305711596	0.710812592373609	0.806584957744498	0.20287646463434	0.620366592133018	0.754124681168744	-0.178578451237145	0.759891381161326	1	0.2185492280254	0.146618988718258	0.535945324925642	0.652402215192306	-0.0607324994611505	0.785688811141967	0.471768682682597	0.187219633779637	0.355973875904186	-0.175478570968377	0.0135067699934133	0.220938619240124	0.625651121578682	0.297472262011738	0.502564062917256	-0.0174370226315787	0.868029409121601	0.653766638715074	0.213360207006568	0.570873681300725	0.767698653908705	0.0974460679362746	0.133995550927126	0.637476554590611	0.562503285630702
KLRC1	0.429443325524772	0.472454818748054	0.15834731180567	0.469579996447623	0.219597421823909	0.403335721371121	0.200537481795661	0.193801477242813	0.38896467949107	0.124491559696423	0.240712403970687	0.114108730467729	0.363446537095035	0.392047443137994	0.0450728061941715	0.340893587791702	0.365481437173561	0.356110409300486	0.171382002884912	0.0282683367607003	0.177348541921971	0.341369051309227	-0.215852606669153	0.943072885578969	0.321031823875811	0.223809810053614	0.641730240828714	0.202118137124714	0.0472492275985454	0.0698602408263515	0.651873602023148	0.553922676870973	0.090993909314395	0.141668598397976	0.402306081878673	0.0420109018607999	-0.183202305874448	-0.0511661300236309	0.2185492280254	1	0.267504451614498	0.588218085530587	0.425626277952609	0.0516427419104295	0.0823391896675863	0.574171574849901	0.578749358171702	0.0690676119005926	-0.215839739708694	-0.0191781447309438	0.784692470369973	0.0545308344591854	0.393693469869873	0.168252411037836	-0.0675822207829367	0.344652588429795	0.142189405403617	0.0141800879272519	0.26611906576085	0.421883967150952	-0.0136115489364053	0.0562011428523111	-0.151416269644665	0.253194216889494
DIP2A	0.0596679181970787	0.0644946990513839	0.119520059800808	0.0844272744666724	0.000911133185236269	0.485885043928958	0.0199564955004876	-0.0110495707232492	0.0150803378954832	-0.0372699449422139	-0.0369318248981518	0.112388742058722	0.35443015892925	0.0309338125001987	0.103079139227991	0.597753373355722	-0.0258379928130083	0.138513944107085	0.163708222967267	0.601746490642223	0.1042897584912	0.485929983615311	0.376728030848552	0.174559762344004	0.380899858217199	0.316023897448989	0.136203207513689	-0.0707654655201381	0.443097287884106	0.059590377440989	0.614962229756269	0.163810935133102	0.0676229645754879	0.587865543573837	0.307827402745292	0.0347902232423283	0.367095173243138	0.00296431770243297	0.146618988718258	0.267504451614498	1	0.0559624497365755	0.0927337513051023	0.432619685161619	0.20667973528557	0.522658998436016	0.324377081208613	0.618943543853873	0.558023873226341	0.272853031562754	0.0164866380589581	0.458265187876623	0.501470951061401	0.298465756200538	0.572648728477457	0.144608269539138	0.457746869068187	0.453993201727584	0.32741274354811	0.386203302334775	0.683350733970513	0.573923243734066	0.312695326509203	0.262938252075284
CCR5	0.877106007026312	0.899213650040704	0.672673940495385	0.858825732856862	0.753137034692052	0.655541075889247	0.659001441556787	0.747586826860255	0.845086502102497	0.741529011505974	0.777389516493912	0.417685423307043	0.582872667531508	0.812057706160712	0.495048845090381	0.218166721570274	0.779759579423753	0.81849960826447	0.620754583910474	0.141271016942628	0.566418230710465	0.498084104729681	-0.420559106347781	0.501700440396754	0.617358350785931	0.564376176870434	0.762939158739378	0.747768524194905	0.145127928630132	0.618173715573211	0.210368552964136	0.765751672040028	0.440944038671137	0.158549290807601	0.780278995675691	0.533780454319613	-0.344122910148717	0.506988648127345	0.535945324925642	0.588218085530587	0.0559624497365755	1	0.898380830379357	-0.0508994227652145	0.493377171871166	0.528680611439558	0.528108949534921	0.146223803866003	-0.471081482109531	-0.139404638707823	0.814363210918878	0.204167456243733	0.390007734022332	0.43400677520741	-0.219734170705027	0.728762843220383	0.305195892437537	0.160666499486519	0.440437095903942	0.695493194803579	-0.166324927798929	-0.000847135926433941	0.241567002186299	0.540219184490461
JMJD6	0.935576143751498	0.931366934112358	0.761042671020378	0.903145333409518	0.87592839807655	0.73373266141403	0.762762832391422	0.860677080804246	0.900139547007356	0.864322505400837	0.913883433708804	0.570152724209	0.661238932626796	0.868015292488959	0.63423200242297	0.285144400004047	0.840006185792989	0.898196366870647	0.703636168276035	0.27901706603663	0.660688871524296	0.56608845270264	-0.351756610410393	0.323556781568608	0.716911704088824	0.669927690138314	0.711513246613371	0.837234903237284	0.221235901357353	0.799559723676386	0.0820912294957259	0.833266374293069	0.533042400027347	0.243354736458449	0.854933482850307	0.671124096879944	-0.258709804232027	0.673685284828992	0.652402215192306	0.425626277952609	0.0927337513051023	0.898380830379357	1	-0.0209400726716492	0.64203172652338	0.45386596239326	0.494428175052473	0.258113477140521	-0.357788291491987	-0.0446880172961348	0.729615490629752	0.335529730397952	0.393574844213559	0.540485189705506	-0.126095607087154	0.776342549095824	0.361119498665717	0.292879725657957	0.539792044454044	0.778073267588241	-0.0580718360881216	0.101059332216123	0.392866949095297	0.614175558473042
PTPRA	-0.0834977902874458	-0.0848148048441308	-0.0239518051545141	-0.0559134953068255	-0.115976077480768	0.346271870855027	-0.101696941064478	-0.100686432517711	-0.0508386933015229	-0.110871912093677	-0.0971727256281907	0.00218782172146579	0.530074302029245	-0.0993960437598859	0.130252260901876	0.275427559306598	-0.175708599196955	-0.00187880069154993	-0.0132065049037489	0.417460669099602	-0.0310430666904364	0.44011129313315	0.825059843882058	0.0665511999871397	0.359890548503503	0.235890758390721	0.0142558388339027	-0.0957741637202621	0.398240909872915	0.00529618432231993	0.444772619960966	-0.103233336635848	-0.049219616948933	0.394132850007664	0.099078414927574	-0.0217539687101269	0.830543524192436	-0.0461760649663301	-0.0607324994611505	0.0516427419104295	0.432619685161619	-0.0508994227652145	-0.0209400726716492	1	0.304876334273395	0.35785692634565	0.455252381230174	0.691993877481871	0.742416967586518	0.836784299273959	-0.0620495215274778	0.525603987839882	0.376756737680283	0.614804252474861	0.776238679861039	0.00190760161471511	0.287747228711941	0.607444882910676	0.482745594149071	0.16006839679047	0.412228487897177	0.868691815082772	0.203009365124503	0.46081996672467
RACK1	0.665035268379748	0.622275077684656	0.837123332922082	0.756633658122371	0.7969112647168	0.70692698937044	0.8049175211403	0.791238670996646	0.65161208611838	0.762218153582641	0.611647158583479	0.862036488410795	0.882771269347478	0.75904827635987	0.962205125434275	0.0672258219129259	0.587858362332739	0.830698926042435	0.791294206481115	0.580769610495736	0.832243411805771	0.832316432680408	-0.00681352884639459	0.0256022316369162	0.879487231942534	0.829104104514137	0.629715674564791	0.712117612694182	0.498694750780092	0.801728135408718	0.0198603111526278	0.499831223983821	0.815955557557382	0.468191516041333	0.688156666242973	0.791762234066925	0.0718273852839752	0.859418586267997	0.785688811141967	0.0823391896675863	0.20667973528557	0.493377171871166	0.64203172652338	0.304876334273395	1	0.470473750053341	0.282050434432224	0.674773504719613	0.00885773903522191	0.386974658578754	0.178729743088157	0.799314715799401	0.500173635477471	0.863148899132174	0.33313072650894	0.837507599826618	0.750108641693139	0.623827418581754	0.885683119510969	0.819150992629952	0.191661323556952	0.536944137146226	0.857817915743767	0.897000074217579
IGF2R	0.467517817871807	0.438858466206428	0.474615215246527	0.583539946567061	0.411944632919696	0.622439610890604	0.4198614027862	0.447485183509766	0.528154958574842	0.387905893240619	0.313563556473122	0.469675394933206	0.672458555482264	0.547991554508418	0.450434073295774	0.418468471652999	0.253185515617323	0.570378261343713	0.571836638685906	0.700936904182956	0.527105666748399	0.670637182030192	0.0418629244504108	0.585882220289396	0.650491425972564	0.597795758398803	0.747989047337383	0.477951363948001	0.265002704920443	0.289285473877207	0.573772341807607	0.38025035878455	0.463142526115717	0.397725795347287	0.620987058452308	0.465855421321131	0.086773004727959	0.335494280506439	0.471768682682597	0.574171574849901	0.522658998436016	0.528680611439558	0.45386596239326	0.35785692634565	0.470473750053341	1	0.693406764868709	0.569806055528805	0.172655933603922	0.196919723220941	0.42957254550968	0.48785038313752	0.667523408714673	0.561488407930981	0.320610633824324	0.65141863996636	0.705348749624583	0.327430159622943	0.55438135997004	0.663568577670216	0.426147257157643	0.436224971887278	0.385636812653684	0.569672191346757
F2R	0.454513903599296	0.45854686408487	0.225767224153776	0.421225580062218	0.270311871990776	0.658909200619289	0.211188104014526	0.276242671097806	0.420524976627194	0.266946038521193	0.337864118510245	0.210582597085656	0.563838897700376	0.383511918146314	0.196217286131344	0.615160832168037	0.251069552542109	0.396162205449165	0.286191155012164	0.393568038291345	0.180254097306885	0.468053111639065	0.133794990244895	0.603906052273566	0.516465719216828	0.442253498231892	0.50829019789469	0.33115046084444	0.239251090754921	0.221105118480447	0.504659645706017	0.360938650767536	0.11341625340235	0.299875322440411	0.551433161963403	0.215256477553764	0.16995845785859	0.107453412298509	0.187219633779637	0.578749358171702	0.324377081208613	0.528108949534921	0.494428175052473	0.455252381230174	0.282050434432224	0.693406764868709	1	0.378305496955068	0.202123440830329	0.358123084410903	0.583859261343283	0.307714081095824	0.483526732335021	0.500578052226057	0.328697390184322	0.336003192080638	0.288416854591565	0.378530308399883	0.46206037998019	0.448852693661859	0.217660698359039	0.445916353605819	0.0960630878705093	0.512559676376928
LAMP1	0.229067123332681	0.240310222928394	0.457663920786653	0.342304070169382	0.295113960499196	0.644986191806382	0.366236122344698	0.31663824556668	0.193302386229045	0.281286335945368	0.17314911529549	0.420559058472182	0.722823105727888	0.271141608810931	0.56689120521103	0.300344727115764	0.123660779595067	0.446022168239965	0.482698753560253	0.734710439844511	0.405001546045878	0.706440237958908	0.401739451686116	0.0311747640285685	0.712086382085874	0.721251032130371	0.354429474021958	0.315829961920386	0.665670255631873	0.377071804006414	0.366782110346955	0.116847830892253	0.442153657754242	0.741158369040694	0.555545085437494	0.44591864601399	0.415592864211242	0.421955797560222	0.355973875904186	0.0690676119005926	0.618943543853873	0.146223803866003	0.258113477140521	0.691993877481871	0.674773504719613	0.569806055528805	0.378305496955068	1	0.512887361908745	0.58153830370995	-0.0465037760518347	0.769338182501856	0.642608594335606	0.799371739997424	0.724664315163939	0.433682725490186	0.735327778935933	0.783855119868901	0.725826388066629	0.609926737545053	0.636550385965742	0.828228054956205	0.734858337135482	0.727871634241258
APP	-0.396447270548478	-0.445431472690678	-0.29142617286056	-0.411048962107704	-0.388083252237541	0.130553955981737	-0.366026164274548	-0.383205018609793	-0.389561299684987	-0.384186256916863	-0.391250862082026	-0.118554559132585	0.141092733743155	-0.405979371565135	-0.129065191363425	0.426547474199675	-0.467115426436024	-0.340837117348065	-0.25581671678566	0.492516214266882	-0.224560734857819	0.205241890646578	0.866136516193222	-0.202254165931046	0.0303157833460506	-0.0806108406119948	-0.338782314453719	-0.416182401771506	0.218892166883138	-0.231187041758474	0.386811884128951	-0.29119386018663	-0.222157742934809	0.268994341324073	-0.199535398910389	-0.258188723321299	0.841982725185738	-0.255794049972608	-0.175478570968377	-0.215839739708694	0.558023873226341	-0.471081482109531	-0.357788291491987	0.742416967586518	0.00885773903522191	0.172655933603922	0.202123440830329	0.512887361908745	1	0.624019292273768	-0.433648303662527	0.408505307951945	0.105696682994276	0.226289987053528	0.76059975054789	-0.29336521915792	0.164525592722924	0.387719628761579	0.154006847245304	-0.132905245740878	0.632875505546185	0.712819338220632	0.0733509782150259	0.0615910701767156
CD63	-0.135926976848901	-0.151775341882529	-0.0756941136308834	-0.0980242618712473	-0.117012402774994	0.305861257541973	-0.123864346194116	-0.112802366671834	-0.0712981483738233	-0.121018766091651	-0.105096428099589	0.102149934908792	0.559947738318039	-0.120021830231884	0.192544219747957	0.200061574851166	-0.205775877027715	-0.0255152498372622	-0.0746222162932826	0.296449139891923	-0.0235768176950563	0.408407512610602	0.721115472593526	-0.000206266631721786	0.39534155456067	0.267820038288742	-0.0588047765757383	-0.146252270290599	0.490112012442566	0.0186643315446796	0.286068861145359	-0.0999698392364107	-0.0563450847567132	0.415360378940083	0.0289416340627089	-0.0336208511551826	0.731104952684374	-0.0220021349340119	0.0135067699934133	-0.0191781447309438	0.272853031562754	-0.139404638707823	-0.0446880172961348	0.836784299273959	0.386974658578754	0.196919723220941	0.358123084410903	0.58153830370995	0.624019292273768	1	-0.151444197351505	0.493808469132125	0.359191121213337	0.663671636289235	0.800791493540355	-0.0141084149610434	0.278959830501819	0.681576524214444	0.521000617793426	0.165750780289445	0.337353449364375	0.820182398958006	0.253426589001118	0.487138479874135
