""	CD3D	CD3G	CD44	CD247	CD2	PTPRC	IFITM1	CD8A	CXCR4	CD8B	CD69	PTGER4	ITGB2	KLRD1	ITGA4	IL2RG	KLRK1	ITGB1	ICOS	SORL1	CXCR6	CTLA4	TNFRSF1B	SPN	CD47	C1QBP	CD46	CD28	S1PR4	ADGRE5	ITGAL	TNFRSF14	LPP	CD81	HAVCR2	ITGAV	TSPAN5	F2R	LRP1	RACK1	VSIR	CLEC2D	CD96	NOTCH1	ANTXR1	PTGER2	PTPRJ	RAMP1	ERBB3	JMJD6	CD63	HLA.DPB1	SMAP1	CD6	THY1	ATP5F1B	PDGFRA	RPSA	CANX	GPR171	HLA.DPA1	CD74	PTPRA	NCL	PTPRZ1	ROBO1
ERBB3	0.0363677584891219	0.0357036958602715	0.0753618086000469	0.017802436753095	0.0169176109045912	0.0560638726408026	0.0140404147349687	0.0105075774366199	0.0887564422475549	0.0191517564113378	0.0205328421457929	0.13633448408463	-0.00604914570838454	-0.00249011951535906	0.0361890131175291	0.0166782720197915	0.0706943090033687	0.487495950051849	0.018366571334973	0.132987694593286	0.00917172494598303	0.0771381667262258	0.064484448241539	0.119645053504419	0.678010047317428	0.661562192078661	0.697771652180949	0.111148891023847	-0.00429790578620313	0.0797711857367248	0.0987044162489126	0.20076348708672	0.591438969600058	0.505594762513301	-0.0769767932080439	0.675904095094238	0.598112197439344	0.381366678501821	0.643757761127685	0.558282652908718	0.0534516767611688	0.163038213851344	0.00537049748056099	0.70192457942965	0.440331642427789	0.0585462113346065	0.262362196340864	0.596676604291608	1	0.498002107818792	0.491602445802448	0.197331828318832	0.590880497380439	0.172181572986105	0.657380400911366	0.539474661763904	0.618281845829199	0.636223152422152	0.607144087817512	0.0416955998966713	0.181202330726619	0.113220137066724	0.613075507673088	0.568130509817268	0.659418289502461	0.678313257240323
JMJD6	0.258790357332527	0.255396598527003	0.277379603556508	0.255511590619171	0.262215138019459	0.336007298728217	0.261255843755753	0.22785310067563	0.435581342784419	0.201933703263561	0.300242503612539	0.50612134677756	0.448049755852114	0.187466987132322	0.26892157921303	0.262518865845937	0.208690377212946	0.748331753977859	0.372810695645068	0.4808871087522	0.319880099624639	0.402010490807831	0.660947261483324	0.409085425167377	0.788152298684431	0.730354595005938	0.566062593002645	0.410320000524056	0.210872109816116	0.277706843982838	0.320515469652867	0.444182868132554	0.646641505231591	0.677327111823119	0.482701893145266	0.563584883977209	0.74872231990801	0.463943357552545	0.493647251113221	0.750605732981544	0.512998379851758	0.374056430405518	0.211365764753702	0.351063100274253	0.533641033534591	0.264859553949408	0.54330651536116	0.473812394387865	0.498002107818792	1	0.617018546595198	0.547001215608183	0.74140899101199	0.372227948147117	0.571893649040624	0.649462654377492	0.366515138879334	0.707114136030421	0.609276722070728	0.245337210801546	0.536719327844739	0.540181657391204	0.732774170998518	0.724615312295179	0.467113141795862	0.551378962454932
CD63	-0.273369755359965	-0.28863482544686	-0.245161634674845	-0.308359700474964	-0.293476292215408	-0.143441383909681	-0.251803663960002	-0.359657114504296	-0.0548171485415062	-0.381227175472	-0.217028431745312	-0.094909108687412	0.208823253422003	-0.390566166590927	-0.179257980095221	-0.308180811410062	-0.452668217249298	0.535712585180923	-0.0541910556980085	0.774500337299542	-0.16548717192251	-0.213553057341672	0.585066030441549	-0.0903362069369084	0.603959282834569	0.875717741081288	0.825796996683768	-0.158360152535813	-0.31635079020216	-0.285442713346793	-0.269500934984247	0.0143432334040156	0.890184705037795	0.986774449825184	0.682217544903789	0.846516917630243	0.634517937285139	-0.000228945493425809	0.89577834327611	0.832139244212307	0.770808109715549	-0.146281950810818	-0.322451969117265	0.778892704024113	0.688876386155219	-0.227674705950691	0.790406200009594	0.64818587475806	0.491602445802448	0.617018546595198	1	0.715954471957488	0.674992133685307	-0.135957725362236	0.883254638145282	0.95260743591469	0.638193935293614	0.804822385923717	0.934726312629991	-0.291925973553529	0.727823664167234	0.774343312038174	0.83485336605703	0.844465911128193	0.75513944855364	0.764145420721462
HLA-DPB1	0.107930980866873	0.128706050323282	0.133693386078366	0.0579629679386138	0.120427575634934	0.279559129681057	0.161475047938147	0.0468782150572639	0.345927186367566	0.0243059813936487	0.186086367339609	0.279348068861174	0.641614226669763	-0.00695195841554808	0.248588265901849	0.10621133424705	-0.0681797360949802	0.599529765214592	0.310842201973427	0.810175240617579	0.223947307790241	0.178234906032191	0.793235288711732	0.286126343531294	0.365967572691427	0.571293650881891	0.422666395376483	0.32336944556993	0.0708981584289956	0.103089862968599	0.176137585755784	0.343576341751946	0.575731022974237	0.675431233036011	0.827665532778952	0.283930695961568	0.406515970116953	0.089883012477213	0.391235423375499	0.639066414024136	0.921230530742898	0.206737034116341	0.077290766450676	0.249050093893349	0.174798040764212	0.200148829925995	0.722046072503671	0.0311855447701819	0.197331828318832	0.547001215608183	0.715954471957488	1	0.260499155807159	0.182079700449599	0.363582251866821	0.589172461188556	-0.0179357728017536	0.50636293269551	0.448468328373594	0.115132405490905	0.990933907164504	0.965942617363403	0.377395493215518	0.402741873458921	0.125448410765955	0.153034680519086
SMAP1	0.163985071487122	0.119124203051313	0.167668024750715	0.149608697605916	0.115639808201315	0.164918016299816	0.123931162989084	0.0883369399538751	0.243624529686809	0.0816128058151144	0.154856328242109	0.260463061047835	0.228664203991702	0.0794118500740114	0.115151627216306	0.102645836458583	0.057486999123669	0.683234500812024	0.235684466695769	0.242170423133354	0.194187224752722	0.197665136799742	0.37261359540988	0.260960093134501	0.866376022637468	0.901698396499902	0.764809414925702	0.129852324141758	0.112383873696575	0.159459974856129	0.105542093408851	0.375174578680108	0.643849400408713	0.769515741279267	0.240900100150011	0.833864729462812	0.918099311242815	0.541380573808436	0.695725259924171	0.882517702058875	0.284355662655486	0.225714335932633	0.108306521666302	0.589845569324758	0.899980174554247	0.135010645738896	0.460138538195891	0.889055692683521	0.590880497380439	0.74140899101199	0.674992133685307	0.260499155807159	1	0.311520049093396	0.793434048585666	0.828518978644742	0.808919386176412	0.930344278361183	0.813892846810187	0.119769388816153	0.271970920819042	0.249499303678161	0.933290518784477	0.952350241720671	0.829845976418354	0.850925918050828
CD6	0.98257477013438	0.971403414660155	0.977980441439312	0.963444750294436	0.965423090285347	0.95957712049406	0.953770296625497	0.955665820294086	0.952169232827062	0.960150267777914	0.958534642053503	0.929544502026386	0.788356012792582	0.94064160904198	0.93449569475225	0.954770259449789	0.920545484119741	0.713091612285483	0.913342174081078	-0.114671161888542	0.961920696302473	0.952171655162858	0.383214584358039	0.977664944815213	0.533200318756444	0.242626648660802	0.0795661087225252	0.909381636823964	0.958788781078314	0.978430266047813	0.960035136819016	0.975725855463465	-0.1083293051714	-0.0465172862044952	-0.00897014510060024	-0.135616126353965	0.549259570796878	0.935282413631819	-0.30417389807998	0.386479527323532	0.047201487193129	0.964654944840333	0.968826615168454	-0.328506409525806	0.0327569463264965	0.972696533458788	0.133281455716396	-0.0212984667879146	0.172181572986105	0.372227948147117	-0.135957725362236	0.182079700449599	0.311520049093396	1	-0.226063858660358	-0.0503017565097743	-0.153785886255555	0.341146659290123	-0.161583957833316	0.968478364187522	0.188583470114868	0.00514883560576425	0.110388305269276	0.123672367100368	-0.180786288951831	-0.153332397042365
THY1	-0.384524138152441	-0.409726354116812	-0.363819716354671	-0.407184783110767	-0.414582903544915	-0.333037182667345	-0.395120826128316	-0.446517504853458	-0.25055549516279	-0.459773123302104	-0.371658408118024	-0.248302074621622	-0.131058244258681	-0.462018426488049	-0.372478398931444	-0.427012009699346	-0.471778741740595	0.368837118399434	-0.265097081298481	0.463437622156002	-0.331996952715971	-0.332831309862713	0.239525835268352	-0.242574146972233	0.625801068647171	0.865495638395318	0.825502790214664	-0.298578155798869	-0.434124512964624	-0.38183049295591	-0.392248573417593	-0.125336940190252	0.818778466856729	0.9031117907416	0.312096290232144	0.956087926949267	0.637922212900337	0.0290626987573043	0.974262599053387	0.758180049804134	0.399012957766697	-0.279523184013395	-0.433305743922143	0.886666667741197	0.832256334192401	-0.372500531375851	0.528220793832032	0.877321149215052	0.657380400911366	0.571893649040624	0.883254638145282	0.363582251866821	0.793434048585666	-0.226063858660358	1	0.937144531377183	0.88688863073788	0.812968892446046	0.980205381384224	-0.413515111697127	0.368667030725207	0.421860574934553	0.89362598433752	0.892511742918093	0.950876263103811	0.955222461054849
ATP5F1B	-0.203654896786774	-0.231236103171907	-0.187713912289072	-0.237375931700739	-0.236054239616909	-0.121222668947319	-0.203540415637295	-0.290712378026613	-0.0317849523261939	-0.305219487485582	-0.173077085044978	-0.0627151764507925	0.160185358726226	-0.312989091146786	-0.16575513050863	-0.254023910523472	-0.359370673721903	0.547052225449441	-0.0344951715732447	0.605861972980033	-0.123357903793507	-0.160441734705463	0.480657601098004	-0.0456971570373996	0.678938799135779	0.936444668957666	0.82422686039868	-0.121798362949082	-0.255405609647191	-0.214451542409078	-0.227386888229277	0.0827738571639862	0.834123754443176	0.977096971318347	0.540649507676284	0.89246270857549	0.744281532502079	0.138908544808069	0.907351142055678	0.892502549613733	0.621929740159073	-0.110102630758866	-0.258051526189593	0.771253125339166	0.832922279031812	-0.177870332140679	0.66740312434443	0.795921677926106	0.539474661763904	0.649462654377492	0.95260743591469	0.589172461188556	0.828518978644742	-0.0503017565097743	0.937144531377183	1	0.76802155323393	0.898289660782692	0.964823443905468	-0.235136818281879	0.599288187517459	0.625444002730631	0.909308137171309	0.931201687008106	0.850456555002352	0.855096486350574
PDGFRA	-0.289066108711554	-0.326918069817307	-0.276138568515699	-0.28944529177547	-0.331363712812909	-0.301642326774908	-0.319254104448574	-0.346627630728433	-0.247872665989926	-0.348543959959461	-0.297142273273711	-0.265308286012375	-0.259201399752709	-0.333718042834923	-0.316346824379791	-0.336352033418356	-0.353644318010026	0.265086519205521	-0.232971669594187	0.119693563093413	-0.273427439217546	-0.299207602863119	-0.0074149959453672	-0.22261420205384	0.597750352057605	0.757669225266391	0.755519680269548	-0.335259475787993	-0.317737624823053	-0.289325832863206	-0.359062256350536	-0.102511154198517	0.610213732334112	0.69526018027478	0.00405715452717192	0.905323862360818	0.62576230485116	0.167699814026132	0.846441012816523	0.64243852846113	0.0578995195463906	-0.225419425496372	-0.323794564928245	0.810936804869252	0.86684991734487	-0.313227235240857	0.32294833743409	0.978482030032751	0.618281845829199	0.366515138879334	0.638193935293614	-0.0179357728017536	0.808919386176412	-0.153785886255555	0.88688863073788	0.76802155323393	1	0.758950451195753	0.855717984534372	-0.322885322110891	-0.00282929542281616	0.0271630632106738	0.832971680155794	0.838206906095121	0.977872773835705	0.954034679089593
RPSA	0.191264441109949	0.162244641914484	0.210069112871306	0.159588673440611	0.153925208706918	0.245314706780468	0.181603565938582	0.106184523674166	0.318875845244321	0.0944462542722212	0.210102362248847	0.26588124533257	0.39080270057143	0.0805269862287422	0.209325139578467	0.1391360968301	0.0286463863769019	0.768006420573477	0.306778529580996	0.415995552099321	0.247523956865234	0.201066599272645	0.505577683627978	0.322518769931799	0.8552999829039	0.979820395411632	0.83644196805639	0.213617248348716	0.14229470018473	0.185771246469415	0.147940270793664	0.445107899499863	0.709622739008859	0.871067868186391	0.393170836470518	0.82689083418402	0.926367347009088	0.541313275530741	0.748706716845785	0.982173199375136	0.489712022652076	0.272909938771284	0.140967122436571	0.632057493786239	0.833377807962553	0.202873594910945	0.62975180814299	0.826174295795049	0.636223152422152	0.707114136030421	0.804822385923717	0.50636293269551	0.930344278361183	0.341146659290123	0.812968892446046	0.898289660782692	0.758950451195753	1	0.854273835289754	0.159858764649032	0.5156969005713	0.463440283278384	0.910466265083031	0.941342255062676	0.795946191908285	0.798772251273676
CANX	-0.314855237669672	-0.342703348779646	-0.29172557153378	-0.339450509697095	-0.3473881187429	-0.238950777693718	-0.318897762167098	-0.393282571820713	-0.154526410685151	-0.40812994424062	-0.286409208761216	-0.16847542893387	0.00796119222288638	-0.413109703223255	-0.27825439157255	-0.358296475253883	-0.448517556944311	0.473939992046332	-0.150392634967923	0.574788224703284	-0.244217840863002	-0.266092835513162	0.380751073567782	-0.163870556054255	0.681425811231675	0.902855577695074	0.879399913119208	-0.256130959091299	-0.359668579309354	-0.321498609537433	-0.337730301668288	-0.0515565128405353	0.870243227767917	0.956156903809826	0.446489026380917	0.965765624148449	0.698183644837794	0.0661392967694448	0.968299331036502	0.820528150938883	0.522748839022131	-0.196697218026164	-0.36645413257293	0.874721450270612	0.840440644292323	-0.303920390818066	0.655742293254122	0.858362288885061	0.607144087817512	0.609276722070728	0.934726312629991	0.448468328373594	0.813892846810187	-0.161583957833316	0.980205381384224	0.964823443905468	0.855717984534372	0.854273835289754	1	-0.342480217468868	0.461064060985387	0.514395410602017	0.933574242382142	0.932930268429465	0.933448700217953	0.937593575978117
GPR171	0.993583078946807	0.996539510498494	0.993994285063238	0.984342245284676	0.992204715469057	0.979794233009176	0.988388062398809	0.986586485638103	0.953853416958751	0.989781682449494	0.988449958749197	0.91728995154094	0.787290398752827	0.964052058536047	0.97281289240957	0.994140332851505	0.949858685597968	0.605835810249995	0.930733775468179	-0.164750016603253	0.966517108261724	0.952490972440934	0.338525853260643	0.961266428969948	0.370335201999579	0.0581167622653652	-0.0753069218565975	0.914499297309223	0.993976768041076	0.993609863625911	0.976590288350493	0.925742066951151	-0.250869171905481	-0.216726609574802	-0.0289482582852383	-0.317850114002252	0.383387230051558	0.864184109945691	-0.473240405178166	0.214801864354008	-0.0103025789073955	0.967885732320074	0.994985958542153	-0.473902982206083	-0.156494006906813	0.984610696768952	0.0545366934007061	-0.204251429660437	0.0416955998966713	0.245337210801546	-0.291925973553529	0.115132405490905	0.119769388816153	0.968478364187522	-0.413515111697127	-0.235136818281879	-0.322885322110891	0.159858764649032	-0.342480217468868	1	0.116724007920919	-0.0633331643605498	-0.080157812239567	-0.0659334546992274	-0.360062412265286	-0.337623258212231
HLA-DPA1	0.114106680541921	0.125587917317632	0.135082047334246	0.0742729218783361	0.120772476057349	0.286003424850258	0.167187147504996	0.0423319485084191	0.351713825425781	0.0212124289983362	0.193116149020442	0.282172738695994	0.648760544100373	0.0096216013520302	0.255885295767861	0.105215683842997	-0.0714364536293878	0.609977135120461	0.317394957577659	0.833601447192118	0.232815728077983	0.17026042224364	0.809544383541106	0.286175609539996	0.392273075488571	0.58316247513138	0.443273522814991	0.29974306591449	0.0821542004056286	0.101111576541053	0.172877677833235	0.349224921031535	0.590660352259968	0.687456889772628	0.840925952915739	0.296285452663218	0.420641386702737	0.0993422830384729	0.405906646950759	0.650034835336606	0.933751800567013	0.206760144775762	0.0833679421595609	0.266434351589745	0.192691019521017	0.211451990734216	0.75430661673381	0.0476335349502113	0.181202330726619	0.536719327844739	0.727823664167234	0.990933907164504	0.271970920819042	0.188583470114868	0.368667030725207	0.599288187517459	-0.00282929542281616	0.5156969005713	0.461064060985387	0.116724007920919	1	0.971292262147259	0.398037623245156	0.416233362621802	0.139759078342106	0.16566881455582
CD74	-0.0657028805178235	-0.0519685464372423	-0.0425526504948533	-0.101835330521062	-0.0549573531572887	0.116887504512737	-0.0128808772875818	-0.135347060029108	0.194305088513225	-0.158898562534438	0.0217793861800648	0.147684737178678	0.529618195325968	-0.173081650939045	0.0817581501802129	-0.0680920762304919	-0.246364243213278	0.514741311143214	0.176048558165621	0.895136790253517	0.0720429292406088	0.0253613563405469	0.808151037985957	0.119488131577277	0.326495702740846	0.550447756280209	0.446947225641569	0.133706710186713	-0.0969661285968112	-0.0786441352538069	-0.0047591042010009	0.171799809999506	0.650298529844174	0.726337254169635	0.898850233795253	0.348380869096669	0.353321435792155	-0.0766144130542574	0.463654917108235	0.596760443952747	0.969597573230482	0.0451547364357661	-0.0980997811374482	0.318429408798457	0.222005892962005	0.0207916083420106	0.774841555563769	0.0648207636988553	0.113220137066724	0.540181657391204	0.774343312038174	0.965942617363403	0.249499303678161	0.00514883560576425	0.421860574934553	0.625444002730631	0.0271630632106738	0.463440283278384	0.514395410602017	-0.0633331643605498	0.971292262147259	1	0.421446672408059	0.437160343144817	0.184027139093322	0.214556875956936
PTPRA	-0.0396992985155431	-0.0819725250860045	-0.021173742906884	-0.0600025892719473	-0.0812177705084764	0.0129122367811554	-0.0667441745167822	-0.130596060571923	0.104436267255532	-0.142458455549798	-0.0247333801547621	0.117723104435604	0.176793845911786	-0.147576385443692	-0.0378726022532278	-0.0963926675683981	-0.181988674925335	0.6593413601279	0.113227932099818	0.480273185716141	0.028790020988525	0.0188668808567361	0.487537006869685	0.099304125513395	0.859883186108251	0.933656634836993	0.904757801134595	-0.0520431949683866	-0.0907710389096903	-0.0576584601339974	-0.0925237289213807	0.194026446301213	0.858198585285629	0.895662365145704	0.41081939058398	0.941829483310385	0.870248051218045	0.327160572326409	0.85463042228644	0.879932873108409	0.467286622749713	0.080838256951252	-0.0999860603095413	0.783810543655434	0.88173584604197	-0.0593805152052227	0.662669177518584	0.869235631397053	0.613075507673088	0.732774170998518	0.83485336605703	0.377395493215518	0.933290518784477	0.110388305269276	0.89362598433752	0.909308137171309	0.832971680155794	0.910466265083031	0.933574242382142	-0.080157812239567	0.398037623245156	0.421446672408059	1	0.98446581850092	0.898181185405015	0.924591981382704
NCL	-0.0258957646550907	-0.0644057856917324	-0.0102750184517833	-0.0463520791689001	-0.0673902473027752	0.0250945540077291	-0.0503385131864152	-0.116239819167208	0.116057598729069	-0.128008470850381	-0.00761426701595435	0.113688698723211	0.205511292609074	-0.133147901509878	-0.0209938816599328	-0.0817237796134964	-0.176815668462287	0.658719521440024	0.126911073568067	0.451706635369044	0.0472109675791656	0.0269297883952053	0.482901061776326	0.110575744773413	0.823848862510898	0.946095813026763	0.868097025452572	-0.0277201676913634	-0.0758444291272892	-0.0372734688226835	-0.079916984744036	0.223522997387949	0.804107129317685	0.909513079969907	0.427232296708476	0.928056302451428	0.877102491162656	0.345107565039303	0.832361646825591	0.911588624439652	0.482116608015833	0.0766509325031113	-0.0827334565280578	0.727062058353469	0.915634071433791	-0.0399403895013082	0.634888959744894	0.889593952618704	0.568130509817268	0.724615312295179	0.844465911128193	0.402741873458921	0.952350241720671	0.123672367100368	0.892511742918093	0.931201687008106	0.838206906095121	0.941342255062676	0.932930268429465	-0.0659334546992274	0.416233362621802	0.437160343144817	0.98446581850092	1	0.891030982771834	0.906429808025105
PTPRZ1	-0.328188658849888	-0.365621923980494	-0.310624120037412	-0.337409496260474	-0.370600982934447	-0.311965651317479	-0.353322701700822	-0.394254298899442	-0.244950833029798	-0.399893021895279	-0.327383007339439	-0.24759003532769	-0.201851062297409	-0.393446304890276	-0.338526583682352	-0.377374598662877	-0.410254664894208	0.342746319900607	-0.232990706348196	0.284131130949646	-0.298464225663758	-0.311982606711699	0.114773583066004	-0.231888605972296	0.655982963347389	0.819588575130426	0.839642968294036	-0.346138542389789	-0.363752428430383	-0.330273014699477	-0.380734943190017	-0.115421374520389	0.742769700971906	0.799218292125219	0.152105072303551	0.967937954678913	0.661301859811367	0.113576828558008	0.925471199846132	0.701517124220709	0.207237991490705	-0.232482678207238	-0.372625182850789	0.888099889845628	0.878448466854177	-0.345274671181011	0.442336814663054	0.957698576942569	0.659418289502461	0.467113141795862	0.75513944855364	0.125448410765955	0.829845976418354	-0.180786288951831	0.950876263103811	0.850456555002352	0.977872773835705	0.795946191908285	0.933448700217953	-0.360062412265286	0.139759078342106	0.184027139093322	0.898181185405015	0.891030982771834	1	0.991231296712508
ROBO1	-0.303527822000459	-0.341912960832258	-0.285257895038278	-0.311647558778253	-0.342194947461105	-0.283886782946387	-0.329349874773538	-0.366279566944613	-0.206175240607255	-0.37652129996884	-0.301386676982463	-0.190253690565208	-0.176067228914925	-0.370171269631707	-0.317489546144929	-0.350286849237401	-0.379339945951382	0.383970554526001	-0.204075917002599	0.308148070009339	-0.270752745488627	-0.266972919368037	0.168819856587991	-0.196126384823298	0.700251901905603	0.830904906738697	0.852796009389632	-0.305523546286777	-0.343844553290356	-0.306373048106568	-0.345495522254799	-0.09121741000485	0.78332775064295	0.810028884090063	0.182535127289475	0.974544917494504	0.685504772668482	0.131274175818158	0.926470068873021	0.713111409641259	0.231080945180037	-0.195325499937508	-0.35244246751482	0.88977230100419	0.875495877773104	-0.324061961139746	0.460410882003061	0.940785196341033	0.678313257240323	0.551378962454932	0.764145420721462	0.153034680519086	0.850925918050828	-0.153332397042365	0.955222461054849	0.855096486350574	0.954034679089593	0.798772251273676	0.937593575978117	-0.337623258212231	0.16566881455582	0.214556875956936	0.924591981382704	0.906429808025105	0.991231296712508	1
