""	ITGAX	C3AR1	CD4	HLA.DPB1	ITGB2	PLXDC2	ITGAM	TREM2	SORL1	CD93	HAVCR2	P2RY12	CD81	CD33	CCR1	C5AR1	TNFRSF1B	TLR1	NRP1	FPR1	PTGER4	PTPRC	AXL	TLR2	TMIGD3	LILRB2	LILRB1	VSIR	TLR4	CD163	ITGB1	LAIR1	TLR6	MRC2	RHBDF2	LILRA1	ITGAV	LRP1	CXCR4	TFRC	SCARB1	CD68	ADORA3	ADRB2	TNFRSF1A	NRP2	ITGA4	CD46	SORT1	ENG	CD9	ADCY7	IL18BP	ITGB5	C1QBP	PLAUR	ALOX5	ABCA1	GPNMB	SIRPA	TSPAN14	KCNQ3	UNC5B	SLC1A5	CD69	RIPK1	CCR5	CD74	CD47	KCNQ1	SIGIRR	LPP	PILRA	ST14	INSR	PLXNB2	TLR7	CD226	IL6R	CD44	LRP8	STAB1	TNFRSF14	LILRA4	SPN	ADGRE2	SEMA4C	SELL	FAS	CD40	PROCR	TNFRSF13C	TRPM2	GPR84	MERTK	ITGA6	STX4	RYK	CANX	ITGAL	PLD2	CD300LF	RYR1	IGF2R	CADM1	IFNLR1	TRADD	TNFRSF10B	TSPAN15	ITGA5	PLXND1	TREM1	PECAM1	STX3	ATP5F1B	PLXNA1	JMJD6	NCSTN	ANTXR1	APLP2	RXRA	MCFD2	ADGRG5	NOTCH1	TNFRSF12A	NOTCH2	TNFRSF21	CD99L2	RACK1	AMFR	SMAP1	CD82	CD63	IL2RG	RAMP1	LAMP1	SDC3	EGFR	CCRL2	EPHB6	ERAP1	ADGRE5	LRP10	RPSA	PTPRA	ITGB8	CLEC2D	NCL	SLC16A1	PTPRZ1
SPN	0.820323450546202	0.834440132350206	0.897855108993997	0.819553704475806	0.797475030318458	0.902839939737996	0.844410833860916	0.818261923270257	0.934044949661591	0.683171388483408	0.84875675091	0.805728319985109	0.901401228501184	0.876689156483227	0.660664943291097	0.687511011018483	0.677233014830262	0.790141237457923	0.526105977597846	0.832673921019922	0.697816067538566	0.876951299770745	0.888253491808763	0.815296133074819	0.630822413958455	0.722304404392096	0.78929299405164	0.921752610124122	0.786111158364575	0.572430586196899	0.729621066177255	0.87324326118041	0.880070185869288	0.912849004795049	0.904040758442454	0.82341138559504	0.854892059305069	0.821710477414382	0.658546532139475	0.762254749195258	0.773910822277164	0.650508446571991	0.856036622641021	0.753620432331528	0.883045720663954	0.662938807117591	0.623258307594745	0.861661799980197	0.919077938614718	0.752225731901345	0.749125296288213	0.914836705932533	0.829816005983381	0.721691192516376	0.864675868648041	0.470056179143604	0.85120142301831	0.402226226463059	0.0519943282263561	0.843522313362064	0.926038982831168	0.904640972383883	0.904892930604328	0.89945358867342	0.70650241483168	0.884523753546354	0.574629302460843	0.88576432466613	0.875335414811149	0.830254579857898	0.782784090401301	0.861820756042431	0.727839527716396	0.605942476648864	0.721366168794437	0.893904819184558	0.90460410685896	0.809923586606747	0.694681973882859	0.1587353769665	0.842629960076494	0.709327610996174	0.582428049922251	0.560575082742107	1	0.83417385677616	0.844139273481066	0.768396276248212	0.735821459803054	0.723547752059973	0.637467346391263	0.360405515393846	0.88755008315578	0.646944605472133	0.809384633210937	0.820545477490998	0.808264205917582	0.814398813119488	0.769127176423152	0.773638844071107	0.717084195912796	0.743281520963683	0.821142509257764	0.736783061975993	0.775328207773834	0.831146974441796	0.714210653864398	0.829156374185214	0.759321002785919	0.683367746889811	0.779569126751506	0.572995346659166	0.875819913716434	0.805182731515848	0.87946214248055	0.842318113352247	0.733943884425456	0.868906067535488	0.806817288521897	0.7085144680877	0.665638463298521	0.795364240212196	0.574337684676117	0.827629076728425	0.719523287314519	0.775967195944704	0.673357334526166	0.821736957577351	0.858602948398394	0.799424881016572	0.757353257723775	0.745225680033091	0.68320265007333	0.432666606157136	0.677554252566401	0.743321431847619	0.689382503749569	0.659111920685176	0.651199496070292	0.677565505176731	0.846582418678602	0.659734946618583	0.837488524781016	0.837079817225122	0.822672755153688	0.644012306206423	0.825466966925387	0.862422081237602	0.741276312266015	0.625271095702157
ADGRE2	0.886106253244736	0.914792532776259	0.944744614295832	0.820163997350956	0.915759377778073	0.949598430078068	0.881402894529392	0.891681245460408	0.845988480498882	0.856521782850343	0.930780206282021	0.657977009836787	0.932710900841363	0.848554461382935	0.822713089201066	0.841160215460225	0.854626390674761	0.899016922097649	0.717969605520807	0.933325660586187	0.874231351290216	0.941314406960678	0.822577742369669	0.935752203828165	0.750332974667824	0.875599587365521	0.880992657026106	0.900263546490069	0.867537786470894	0.809311319347258	0.853577671523211	0.952472323495741	0.795946752063994	0.817224223475303	0.927910487395824	0.795266732069503	0.917426158961627	0.87853567192563	0.610928768938975	0.890663639734173	0.852302236337512	0.815678173815839	0.824439769312077	0.79358707431065	0.910238873333735	0.76048610524201	0.814091480591635	0.906508651388058	0.893484330757105	0.856569702722087	0.838161364520955	0.871899571170763	0.807764153253988	0.833946173289405	0.912170704704723	0.69162056235989	0.907390085675047	0.602789867954061	0.264657733659786	0.92577412403788	0.891849302838745	0.897862700241302	0.876719731203244	0.870252585828283	0.734664867245121	0.888055194155791	0.753443861264216	0.92547602838493	0.89025603191281	0.86137382370387	0.846991921627	0.880786392435819	0.846536740436531	0.817789425089987	0.650498419760863	0.872198214781227	0.894288700079725	0.896996086104064	0.79741916082886	0.375613214199185	0.772044025842711	0.860460946823045	0.747999315302887	0.491298753214563	0.83417385677616	1	0.735223041496024	0.744687145613586	0.808342826152908	0.809060442194234	0.765737592947269	0.171009491853779	0.891370956252656	0.781224437452551	0.911149494060674	0.863348977070359	0.896512557900815	0.83812646905122	0.875740420088559	0.843832444575575	0.826445577087698	0.776455305469097	0.706463282635418	0.814311207760932	0.885434780135034	0.870985438076852	0.831391775231652	0.812165357385107	0.813417389843854	0.806539810511563	0.862902485240786	0.759473394488137	0.830943136489803	0.792803230407471	0.914921225471799	0.780671652147083	0.867497128824923	0.878955710831372	0.834583144099172	0.862998474892634	0.76724939982003	0.871980469192821	0.442133909533881	0.738951371368453	0.741968310762949	0.811521228844078	0.723217603448201	0.83512248294203	0.904584695924533	0.861978691715049	0.827949554866354	0.757773404633645	0.82757212678748	0.515094588386338	0.722146289308193	0.866077069297452	0.750987640403505	0.627820097711376	0.769959344025074	0.663425674394524	0.879235389864714	0.734756979157232	0.882306382793732	0.908200827869359	0.847516359517901	0.621307120258013	0.684857967411137	0.932549202971066	0.731819882793366	0.61303525752026
SEMA4C	0.703267230962898	0.757457995552195	0.809464406177996	0.786443361968385	0.681100094228986	0.818826519760068	0.728317369944954	0.719241048389437	0.880127001397237	0.562207505814401	0.763223478331254	0.782262466839281	0.822882866946309	0.794440825753042	0.546697989571444	0.565210080275648	0.552318714167554	0.719299016549537	0.39125329592666	0.72385240558315	0.586502387042929	0.796774198060356	0.842279411415505	0.698955060694958	0.511711506876586	0.655350600130721	0.703167653145199	0.862645527669446	0.69696979357251	0.453981019713206	0.625413094812755	0.779319057515924	0.827002510153309	0.831566277148051	0.838499831999496	0.790064805457105	0.765839822842647	0.733264994957344	0.607020520992518	0.642229141008524	0.75912688726149	0.553513888136324	0.842764461110506	0.6697759967011	0.825850433089019	0.519754999213543	0.483580424080676	0.796003577869044	0.849367286609559	0.6199288621997	0.627761570176706	0.872841054308142	0.73760226973662	0.583352087257327	0.745546286664494	0.284802154999014	0.771839241275805	0.323640561802022	-0.0191421906437048	0.740382591257069	0.880309347889323	0.82846578789577	0.850845774192047	0.814540377067673	0.618551832271701	0.801850549364799	0.444166567210701	0.820580361666128	0.80607687024104	0.742247143098603	0.720494555520875	0.783602708078793	0.666124947024331	0.490717290002903	0.706163645278085	0.81671363558267	0.8551207641245	0.733936668509032	0.59785802637239	0.044877167785125	0.759395039320804	0.583087288971225	0.540662284727395	0.558947272915418	0.844139273481066	0.735223041496024	1	0.765713677559254	0.63322711866941	0.62935430339432	0.505178703310966	0.431800243444039	0.829788830745055	0.513066884665692	0.759737672292983	0.751890353052942	0.722608784053402	0.753672280485909	0.661624088437058	0.656524343353571	0.680124242307078	0.689588844834754	0.823587930785057	0.635273804321733	0.701838360413288	0.718321268969528	0.599724266028511	0.788274521237464	0.652948129935828	0.548931261595424	0.703627574305701	0.437019442613582	0.824836239545494	0.714731116957393	0.779868068085447	0.835448946523618	0.642670097671695	0.76818295415562	0.719323797699595	0.589119186647838	0.577155983953671	0.722407298634299	0.549462292734789	0.811137570683359	0.637997664499396	0.744095990615372	0.598100215925879	0.73957558516759	0.777440376150522	0.707501771825107	0.666360111886385	0.677881740214734	0.564488724682227	0.342678988949598	0.595220974203462	0.648388058418974	0.64533316900969	0.60987599433386	0.519405643980325	0.696497366155055	0.818198716161775	0.562534955347244	0.775228523277399	0.73824081622449	0.751160356213365	0.599621740053246	0.802663811425698	0.758783381795169	0.643260464373225	0.579745881889905
SELL	0.584500506822969	0.724583554991012	0.784989731399052	0.849531605503637	0.650282758026103	0.764857807239836	0.707055956161605	0.72775033191096	0.776598260212006	0.58484440961305	0.749103785586341	0.742870755505665	0.81470913344515	0.7933950025326	0.548185660753855	0.532652819937262	0.524211304399971	0.746912674413355	0.364308285094232	0.728135708196778	0.554577245817663	0.794706582751734	0.769429624273276	0.676195283424897	0.46745019395867	0.718168716182545	0.776471905508983	0.841291762761326	0.671032595094578	0.481237856738289	0.54247153955433	0.75622574378203	0.752657582908175	0.785610411468871	0.782728026619209	0.763929751930748	0.696918206478889	0.608206892305845	0.570645368724559	0.557501697761981	0.663905882425419	0.512950425041536	0.854354124040314	0.557235798881992	0.785880490425777	0.385870286299503	0.492268755800413	0.722211739518297	0.750848553692703	0.596545916001645	0.517138285610042	0.776881275303372	0.667796247391647	0.553984392374786	0.756543232272366	0.284550989826509	0.798763463391073	0.203046379217735	-0.126059767637273	0.690266917715616	0.758272219801811	0.755735821768341	0.760704832147887	0.8014977626908	0.594349010018014	0.745949403389179	0.552400547086267	0.845217704542776	0.736705359199418	0.680254577568748	0.700389816185092	0.663445857367175	0.604436328638262	0.535931435454029	0.542272198642205	0.732418757964025	0.789865629591928	0.730584932633344	0.471447088747111	0.0134713431996048	0.628270079435912	0.567499586275165	0.472678732091562	0.450469886410558	0.768396276248212	0.744687145613586	0.765713677559254	1	0.594426547648262	0.525172273554983	0.483342174593709	0.260149191573796	0.800747403621157	0.533355146302147	0.721342836022473	0.652879362870011	0.6875165016153	0.634728123050796	0.59935991279307	0.6158984797292	0.585723344292938	0.659936272227167	0.651961643570168	0.515526201229381	0.65038478059811	0.689647513331623	0.615979368967881	0.671688510029399	0.602870734274975	0.457121301152911	0.612547255321729	0.402631918730232	0.742581426701788	0.647153897203648	0.739300637926256	0.696740161731938	0.558843608028154	0.661717016216185	0.61890719428689	0.560358520371393	0.480986357607961	0.627379278698004	0.599056756405104	0.626354194594345	0.482946821647383	0.61394382488392	0.429084238192866	0.701683470237219	0.772461210713545	0.664891516916203	0.569410824975346	0.53758282608538	0.499396188594729	0.261831822755609	0.418572311640156	0.559148429253953	0.476827491501703	0.431951352214339	0.503219871038217	0.745014838592048	0.774728341505226	0.503575702113833	0.685174402277265	0.745043989799204	0.629916200408124	0.419311119686034	0.620447143743395	0.75693971519041	0.49104360524845	0.394010600967492
FAS	0.790889012601041	0.845888213131448	0.832219754230396	0.643545072819659	0.844747430505368	0.836829454402125	0.794152033776749	0.811601776915424	0.765014476286097	0.809122236510659	0.836848249790122	0.671615355096251	0.839561512927098	0.772614695501116	0.74802860150972	0.72848664094055	0.793511005974281	0.814131098849872	0.694506608305855	0.862448454940068	0.78493780207519	0.846070009857842	0.698401751980788	0.829721477810083	0.785971319798699	0.796745206195106	0.815805671489742	0.789304401117336	0.797887171502348	0.755750720610199	0.787846674670852	0.813698516882889	0.721738795662753	0.726767672525936	0.822012053001766	0.715118432595068	0.854024932538375	0.832245794039383	0.46805404826415	0.808484572382974	0.716692088391604	0.750599908439447	0.722420423333056	0.721049914899425	0.819951303540855	0.656722659604902	0.772582786070728	0.818989054066877	0.822802396622369	0.841719883798452	0.714800847534954	0.768858086841097	0.734606314899789	0.762276513651191	0.825089818110587	0.645984935326036	0.79560364179921	0.529653726010282	0.246270197683486	0.846049041982639	0.79352608446211	0.809058112285995	0.766944817835305	0.77416637464906	0.630653240462184	0.788167418264614	0.60105420887805	0.778789846889801	0.7873083508573	0.832825206549442	0.786439986133443	0.820057617484204	0.769166850019604	0.740921333430976	0.545675104632364	0.765245389160004	0.79328849160409	0.813953371452948	0.709998346406121	0.371149704712156	0.727842474222196	0.831562064543661	0.602184002500514	0.556740993114915	0.735821459803054	0.808342826152908	0.63322711866941	0.594426547648262	1	0.756502263461646	0.771673276537815	0.16450066835421	0.753897309046896	0.685817375341041	0.821798257890724	0.778451308766053	0.801578396324585	0.773060118433567	0.814108837846222	0.761968854424429	0.730657217438144	0.746379782486069	0.626105265251503	0.777117733671175	0.778747077358563	0.716455742304383	0.733127651024686	0.761782902932401	0.816558304416091	0.777199337104611	0.80857995161998	0.73707012385544	0.721724238099976	0.688781743426085	0.844664376231276	0.686239298976133	0.788587841633884	0.834132137482272	0.748703653812219	0.804381815173263	0.747389420639625	0.815611769000583	0.202353804052314	0.678872206365402	0.686090989218963	0.717122091312855	0.691087025209214	0.751321396112426	0.803019158187374	0.756037320863628	0.763026134453832	0.698342807435804	0.776778380903539	0.463146807743016	0.69664563918371	0.813437737102124	0.71507529238745	0.589841312876515	0.679167138140908	0.602334831909133	0.760963493485246	0.741178665747659	0.791416048354295	0.828714758282154	0.792716187284253	0.580114141288362	0.590431597361241	0.84738224235596	0.697342848342359	0.578114536329957
CD40	0.836389776972846	0.84098908530794	0.814470675140586	0.6011769812693	0.828858979121349	0.830066044897075	0.812836842913649	0.806042692799001	0.741284044107601	0.734276040657845	0.828624201058892	0.662727426994044	0.813247877815435	0.721414728162869	0.743047649468513	0.731686139730502	0.74227210711181	0.76108127017219	0.677790519388585	0.831083403236088	0.776554153027536	0.817542169251684	0.667726318059416	0.834888275118496	0.779963203899539	0.717667119457509	0.735838100112644	0.756321100395514	0.809490784716677	0.669925590787445	0.781374434120108	0.802807626646814	0.699532795610934	0.710550333509323	0.809993313240049	0.721428469236477	0.821212099550408	0.817022291144773	0.509331782994912	0.814879404731685	0.716658128179662	0.763833666536175	0.698623303260493	0.75729026190835	0.792775340061461	0.779862660928606	0.701694781926075	0.83204582089206	0.791177094675575	0.775513008423034	0.80885672924822	0.760675204238148	0.753522867567096	0.795645960754779	0.813617182445804	0.643554828443745	0.766882238927444	0.598106171319599	0.336593372656363	0.805407340287717	0.792629010450794	0.822319240014638	0.752446345191022	0.765018037075955	0.646598959236024	0.761415617269162	0.558990517623003	0.739179920330165	0.790699229102458	0.823381261577218	0.72468496941249	0.803824161033608	0.757904326291168	0.684440624663074	0.5608292728405	0.777339801797845	0.790572342335829	0.776955455597391	0.712403923289549	0.365187187278217	0.712724238521392	0.762451102415852	0.656821712463025	0.579701458532566	0.723547752059973	0.809060442194234	0.62935430339432	0.525172273554983	0.756502263461646	1	0.707316351465684	0.263375530729042	0.758474075656167	0.732326112248257	0.787771983086375	0.785470143730886	0.808707348237137	0.74678901106034	0.801668611713558	0.756362305877891	0.712086814042193	0.696031778858116	0.679448913682761	0.751415644549113	0.702376406198057	0.795162245911052	0.745159202624586	0.743688344494976	0.767191618499593	0.740083428056108	0.759176336243152	0.673495807992	0.702793141207784	0.670482821755673	0.823056654990672	0.686914302291071	0.806869058606672	0.798045347062803	0.721230855264526	0.762404694095867	0.734823506902581	0.779283040194384	0.282357278108608	0.663662500479548	0.710224965378162	0.713434031674548	0.681108728260421	0.738981063694813	0.792478785106281	0.724337578314475	0.769809311888469	0.702570852759798	0.775749279501775	0.4886180741157	0.737786488489735	0.796394062964919	0.671767555018673	0.574046075358286	0.715323246149871	0.502883372311896	0.726776824666703	0.637400419900696	0.782469497567017	0.795571958057866	0.757317543565527	0.567594196317326	0.619303884190015	0.817191227371464	0.679459519856692	0.55662576885008
PROCR	0.728659181279495	0.792219038962906	0.786918084628192	0.503824172732782	0.902323974031447	0.758778625946838	0.793576747535135	0.796754617039558	0.573911253682324	0.887708444534673	0.822911596248533	0.487066338183169	0.781977210508513	0.712177089836003	0.867186129389049	0.669126666300468	0.879491902428317	0.837521666946394	0.904196701723683	0.837550817071478	0.772137163065946	0.793673801050878	0.51356143305315	0.780076912072751	0.878574193355835	0.821882567382105	0.806606140176183	0.714366486950655	0.74237935748643	0.904732706441972	0.873350563532278	0.794997873317305	0.551588981546601	0.576331850385693	0.73197757615813	0.57950388548187	0.846648822732037	0.847187599642682	0.230765381770497	0.844568295791264	0.716706434533732	0.880823140019023	0.61526466472508	0.653135540015281	0.798933841196233	0.631952632481374	0.904234822090974	0.802430988236983	0.711943394061574	0.920189307384893	0.730540180889844	0.641333915951979	0.702690185887854	0.850080842430278	0.817464117510732	0.6536453484707	0.790224257846068	0.698956780494989	0.542768120010765	0.845539501152183	0.652924937671419	0.717366322058958	0.646371860051822	0.62656337746677	0.390017952216785	0.753992980288495	0.61483299823742	0.680790119090014	0.744181894517562	0.816984602393696	0.739376545269698	0.787025239229839	0.782324832567628	0.886163993816668	0.493308505208097	0.717528891142675	0.678087672107869	0.795113888294353	0.786088258880181	0.601353470912754	0.650906292059055	0.927841118379536	0.729919550618125	0.507036828283173	0.637467346391263	0.765737592947269	0.505178703310966	0.483342174593709	0.771673276537815	0.707316351465684	1	-0.00325567066224434	0.649762418284746	0.60203606226717	0.817258844665432	0.838628181423502	0.710866026470869	0.7373185457799	0.905766241332885	0.697707654644926	0.669789879928174	0.710703204345455	0.479709519631737	0.836818394721605	0.829919832310565	0.676724434765009	0.830099012386224	0.648014622436779	0.773804211254789	0.809356096878069	0.872456982758276	0.743458556585078	0.653930003979049	0.697068812733866	0.850004658919422	0.539264289632466	0.75996582691367	0.812048681207612	0.719449725833704	0.920487960369339	0.819831463268317	0.857808132519455	0.0825031359072207	0.602295726151884	0.750984687247781	0.701787421882497	0.744183843019507	0.757074219497472	0.808956872202905	0.81198905469511	0.850915771572032	0.741135709519018	0.911283492388345	0.605839088505355	0.738476437302226	0.894061453490363	0.721720592889013	0.56782668916754	0.577826699289823	0.519672558640662	0.749136401207982	0.634065959279149	0.815440503916557	0.862373221254793	0.783248923863825	0.555042929842858	0.473868640091451	0.845841109050473	0.708891227346094	0.58050834738986
TNFRSF13C	0.221856653557038	0.206377592438897	0.250399597677127	0.248650227781667	0.121938610642344	0.263054559651524	0.29774464603152	0.14304844839241	0.454445397862891	0.0517112342979703	0.200264354827254	0.477345494628308	0.257048818492796	0.320762346321044	-0.0439730817905468	0.0332987562627786	0.0345287086136042	0.154376862502898	-0.0392574768735804	0.157450628643308	0.01085098735754	0.234022437691892	0.344312656387393	0.126677500109511	0.0829352389148378	0.0899609591009737	0.101610044020179	0.333385184323026	0.246887507025575	-0.0614833576924538	0.0875072157401021	0.216570526320016	0.446448025259652	0.421892447592516	0.316900844107863	0.373841268344265	0.200000537580852	0.260319539167888	0.235215618400609	0.130646296804665	0.122667498676467	-0.00419598910079405	0.313131727033753	0.28569692071376	0.316073724422818	0.171542581796743	-0.0268787808171518	0.239235834668689	0.359119618036391	0.119619220281331	0.147977292715899	0.401005316952401	0.300119460421947	0.114243860749492	0.259306190077986	-0.0926191469533184	0.219464792047578	-0.102855511196228	-0.277411439645414	0.176258925522014	0.424362491659985	0.340535795384092	0.363911597938646	0.345555207446123	0.16072544398139	0.256877599532042	-0.110851475683396	0.238611595933862	0.355992773788608	0.294863622876353	0.132772712094383	0.273086567431905	0.127183541492354	-0.0571981053459558	0.347188067968615	0.36116579900103	0.334023988405564	0.226492691574257	0.164038934524763	-0.226343304350536	0.336786549262194	0.0616084774962936	-0.0258203742292604	0.285951368815952	0.360405515393846	0.171009491853779	0.431800243444039	0.260149191573796	0.16450066835421	0.263375530729042	-0.00325567066224434	1	0.326834825129029	0.0880204907742507	0.20310903169825	0.241371355454265	0.123562937334349	0.24235968220166	0.110896079147319	0.233803556245574	0.20841215618361	0.155484507791024	0.607034261117507	0.122991114251168	0.119864765209125	0.202449848593359	0.0880873677712797	0.347701484688162	0.192276200251777	0.0939928942895096	0.183954495030617	-0.0305280600459162	0.349235650694326	0.0736521231597446	0.213618023771364	0.349723829480125	0.0604805624324412	0.252736820147902	0.200188742283147	0.0518250585718178	0.0219479049477125	0.104461053694938	0.492570542956624	0.375058154343051	0.241593500990566	0.260278500835436	0.162522139898851	0.319558890100307	0.204377834440877	0.21687624069726	0.122158258473559	0.257129392721619	0.0509840793342851	0.00700225917932654	0.226641710581326	0.113391695753924	0.204128587521704	0.321941282461302	0.0414839793462887	0.209662430891851	0.256573847906819	0.174205371787524	0.255081330099712	0.150964121105337	0.26496783018999	0.304388801755112	0.501909493864058	0.169564727415063	0.277738896101182	0.288807930562926
TRPM2	0.829478614492095	0.904046707085148	0.934929505547823	0.882040710619372	0.832461555186106	0.94113424240073	0.862273005753306	0.898984685392299	0.923181535542565	0.71473120937079	0.915624238578006	0.833322890923608	0.942686280255817	0.904897429240285	0.709231785155584	0.739611411831255	0.718246512580309	0.863022372484919	0.536744049823881	0.907307970574815	0.747047049371676	0.931060928942649	0.896509670055538	0.882977835018371	0.690093405004797	0.785754856284839	0.871073054334134	0.932045238021903	0.823818479177495	0.638307428350967	0.713099521741946	0.920030599082876	0.896678461196551	0.910851583923032	0.935685925016639	0.856609593406303	0.872054309553394	0.793574386617689	0.682640435494096	0.765758773956008	0.809972962305131	0.702482581271559	0.927051189100508	0.776824317090325	0.906768452114624	0.642038062685457	0.659787505820499	0.865204887334011	0.900549477013893	0.75083238913497	0.765110515309036	0.914951842852553	0.8269510067226	0.710843769304524	0.881975278835019	0.498453463637991	0.898600856145112	0.403520110703243	0.0423548723433996	0.88527301694537	0.906716635283295	0.906977717067185	0.900058793354318	0.913491154994403	0.749052531363726	0.867330498252653	0.63752047501897	0.941478243398412	0.855358850772646	0.836648275775627	0.801132406966362	0.822611390941863	0.784426471293686	0.669552459567735	0.597249708199694	0.839630643346421	0.942900080650007	0.858049600018309	0.66453050023182	0.125361814805768	0.757820398361588	0.745644775079296	0.605204473272962	0.586762831051984	0.88755008315578	0.891370956252656	0.829788830745055	0.800747403621157	0.753897309046896	0.758474075656167	0.649762418284746	0.326834825129029	1	0.690749255661523	0.871731791917858	0.78594961952212	0.86524692355879	0.788613366168576	0.761973052887618	0.804701927248502	0.753587186255931	0.809193383714531	0.802884707962101	0.698084112071582	0.780962040639426	0.834948212926414	0.774402202879582	0.808893675873368	0.81713655019614	0.678275016311715	0.765965368389988	0.609477120962785	0.820475146378432	0.770154587006042	0.873521738271639	0.833643966736034	0.794801035755594	0.822271064777618	0.757530484902711	0.724098302002322	0.654324017209846	0.792774017049395	0.575988461900147	0.732511005213761	0.648789609895425	0.731485342051178	0.596094094555861	0.786634766804848	0.878376440625634	0.788783460092237	0.723385866936736	0.651098129066545	0.679120728077391	0.356143124548145	0.619224983841167	0.762853446427718	0.612401273932585	0.529348481018599	0.650866409086344	0.712510780240017	0.859324927312508	0.641646697961586	0.810749576152304	0.854672532600121	0.764123808844898	0.513842822920462	0.698814204206625	0.884576451108162	0.634166044503244	0.495132373049248
GPR84	0.811619263865635	0.786910970809769	0.756709360727615	0.587200203832887	0.743906919862455	0.761970156760475	0.703670807513029	0.701922432176831	0.67045691206033	0.685531674716601	0.745302244262131	0.53605527868968	0.715529087761875	0.645241962767301	0.759277706761653	0.879007517704081	0.717497154907241	0.673808077547763	0.592529439703086	0.769546543036495	0.869867762578348	0.753014665004767	0.613895287113325	0.812824756902287	0.61588092937145	0.725131880753379	0.675060017185252	0.698659893319335	0.709438784235752	0.64603531538586	0.684369857299792	0.753520413272484	0.591558539174763	0.644928302607763	0.733387463543228	0.616190747720716	0.735039232029372	0.695449190605512	0.644847128103354	0.782390362367924	0.666445653925047	0.671001084828971	0.57804219145317	0.690808241886516	0.691241260289741	0.885476487055713	0.621357149224992	0.736899432473413	0.692115448518444	0.671416919343696	0.698036364686962	0.683947291847969	0.681423862415021	0.712742795545009	0.702534551648324	0.814825770681318	0.68190567493523	0.600186872788782	0.277544610475931	0.708775764291844	0.705926371901469	0.729158802616195	0.675035171741194	0.773042108733714	0.833809951792089	0.741023825560753	0.690641121975411	0.7142253828202	0.641599071719787	0.718080821593314	0.687355657836024	0.676750748387817	0.713790374811904	0.668427684239412	0.44779367137304	0.673967750185384	0.71799258095177	0.695635700988149	0.643911178969617	0.392626071498257	0.54357908257422	0.703314327777948	0.642403756265891	0.305141702050799	0.646944605472133	0.781224437452551	0.513066884665692	0.533355146302147	0.685817375341041	0.732326112248257	0.60203606226717	0.0880204907742507	0.690749255661523	1	0.728766061740226	0.643742832753361	0.816872688600042	0.631424578638495	0.692247944779328	0.702912758031559	0.674557000851182	0.545049433310592	0.54953275596847	0.683551386373864	0.639388620717308	0.760768212679073	0.637185858771219	0.690665263833405	0.623731430497799	0.70475516244787	0.707762162345036	0.766191974803592	0.609166018085189	0.620652707249434	0.722115586709857	0.602277938383696	0.862594974222118	0.703989825755023	0.64452779542051	0.704366094063433	0.684180938832898	0.686319183023788	0.323524118375514	0.57012776796187	0.558722773244266	0.63221568991513	0.591067937562019	0.584240550558389	0.703212428602092	0.636555195164823	0.651747537911304	0.580255804537985	0.671038355043201	0.414301319411124	0.56336883005151	0.708489776956374	0.576678385386733	0.445182609694279	0.873263420325841	0.460399288696121	0.621127166345034	0.586797807594503	0.681681052107684	0.704427331572436	0.647588669655764	0.450363293005814	0.460468677492435	0.736941285156178	0.53462678688841	0.442938868726367
