""	PTPRZ1	EGFR	NRCAM	SDC3	LIFR	PDGFRA	NLGN1	LRP1	NRXN1	GRM7	CDH2	RXRA	PTPRA	FGFR1	NOTCH2	PTPRD	PLXNB2	NLGN3	NLGN2	GPC1	APLP1	ADCYAP1R1	NCAM2	APLP2	FGFR2	NCL	ROBO3	CHL1	LAMP1	RPSA	LGR6	ADCY1	NRXN2	CD63	AMFR	ADAM22	BMPR1B	APP	DDR1	CNTN1	GPC2	TMEM67	NOTCH1	ITGB1	MCAM	LRRC4C	S1PR2	ITGAV	TNFRSF19	GPR37L1	PLXNA2	ROBO2	CD81	EPHA4	ZNRF3	ACVR1B	DSCAM	THY1	BMPR2	ITGA6	CD47	GPR37	MTTP	ABCA1	ACTR2	MCFD2	PILRB	C1QBP	SORL1	TFRC	CD74	SCARB1	PTPRC	PLXDC2	CD46	TREM2	RHBDF2	CANX
APLP1	0.730595399374566	0.669345859276671	0.715229207643404	0.76899518198386	0.816354850808014	0.170604660897389	0.700669022445783	0.844212102461221	0.782319991185481	0.964946291845993	0.6497229691568	0.882625783281838	0.746415944813039	0.440012634284724	0.732619371874181	0.796756379992667	0.730606680779354	0.801233638718649	0.527788822324691	0.907661917021924	1	0.63877849531277	0.786870098124746	0.79814491878049	0.837697582654679	0.736860149653045	0.645946191037463	0.800890345395348	0.821476701432255	0.701889895333322	0.856924185130319	0.837694382560528	0.722921897819907	0.675002780765186	0.837026892644902	0.753968185519464	0.787558912848936	0.793514631042234	0.731248280521827	0.926059885414744	0.92567772380236	0.788446170542211	0.722711803964033	0.833001922032355	0.857783633106552	0.466280445021882	0.489537133718739	0.812005962617524	0.693588070818624	0.728672443527203	0.780734298965605	0.678790895205233	0.860307106884374	0.630756953207551	0.765656117752493	0.742439521677086	0.950053904579365	0.348909883997894	0.801307223500148	0.773509404379162	0.752710791546992	0.762284402757424	0.757692215090984	0.884440764282825	0.885457237199747	0.683948005314144	0.773705793872827	0.618540154004364	0.870663186884496	0.849067530343708	0.762867556088413	0.782368818327133	0.716945297219579	0.816030057131442	0.701393401290137	0.700937889526576	0.861806394280622	0.707193190214612
ADCYAP1R1	0.965690919126628	0.976127186901954	0.980802604223681	0.959630405260551	0.933894297591472	-0.386849378596677	0.922340714228057	0.922153119011541	0.937960777665518	0.715527890959674	0.967854273973225	0.885971664025157	0.963941513345926	-0.18420357645641	0.96343996136063	0.946196757298093	0.234663557327959	0.861135096970805	0.931867595225598	0.593540342827654	0.63877849531277	1	0.965154678693112	0.949771327181123	0.919978357257833	0.94533651421436	0.961380555912232	0.92759712308139	0.940096783928149	0.977499698492774	0.803883866750276	0.915141963173891	0.981777992433963	0.962204748493102	0.925607274700148	0.94617201826003	0.953007536685319	0.963689381460888	0.974795608997237	0.783365289298602	0.833156554175846	0.948075191768965	0.982972428328241	0.914683903303291	0.88234895729138	0.0800126325596423	0.928560258392287	0.923664032675041	0.962117144791416	0.966037390180125	0.894447139775905	0.945624592134192	0.876132901573391	0.976789439839138	0.934473230698852	0.930301933399224	0.473895668428566	-0.0862599633532	0.956837256241066	0.92776220154084	0.928031954181987	0.97735549569428	0.955649700018095	0.572381457032118	0.85223788713824	0.936783369906268	0.944306624129082	0.977507912366213	0.47971861195417	0.903361329425281	0.248719679812905	0.172509255512582	0.247419951298694	0.316264175368958	0.893685612380545	0.247627095139222	0.500439937046147	0.967622366280205
NCAM2	0.991825273575755	0.980129042448291	0.990955447002747	0.996116898080542	0.970520848608198	-0.239826521169678	0.96460925544269	0.98161258540382	0.990362238266053	0.851257094360605	0.97166786998681	0.941454203819595	0.994456556277472	0.00647821896803497	0.989322045433289	0.992134794880939	0.396659971611925	0.949259967079129	0.915408871434104	0.751347864399617	0.786870098124746	0.965154678693112	1	0.992592279967352	0.985998567302546	0.98078349248368	0.964133297892884	0.985982401553648	0.986160008997693	0.974313789743434	0.866882707347115	0.959727499395362	0.991753619409334	0.977241484899	0.97556362023019	0.990993124080167	0.982458853850005	0.998621078881857	0.995279384354735	0.901862840166566	0.93971189597308	0.993253532035395	0.989773703650054	0.978972135993941	0.969877340471829	0.250424221367801	0.900382937479572	0.983634707464815	0.97962564221768	0.992173448608435	0.967618688417379	0.972752365377615	0.94089568024518	0.967420534490067	0.98497323186651	0.978733999913991	0.646146194096237	0.0855924103605286	0.992512093080475	0.945231057476512	0.982067128330383	0.994128126758161	0.99278578621668	0.686733012989803	0.933808008695788	0.968521271458396	0.991327296467431	0.963055011370346	0.615505000227343	0.95977305286197	0.399703719205698	0.339941820170961	0.376986480361567	0.46403369211959	0.9461117949073	0.385048584659153	0.638723975988352	0.986139933223583
APLP2	0.991237386741331	0.978421317099092	0.988155404796184	0.993676737108646	0.97066884138491	-0.238507009200625	0.964149909747096	0.993421205339424	0.992106694343412	0.84395035495427	0.971072352684317	0.945657527278135	0.992946311657471	0.00956705045889854	0.993256074935088	0.994448759715017	0.450067681749814	0.954009987482396	0.911246112893735	0.75263910612365	0.79814491878049	0.949771327181123	0.992592279967352	1	0.990331417530268	0.991105189443236	0.966001545527672	0.986671058117903	0.991375059152855	0.971637737414084	0.869226626435581	0.959401752499924	0.986142350154719	0.978462277561773	0.983864825626713	0.98730277471851	0.985981036997523	0.995529709173401	0.989752168707368	0.904589681689839	0.953146465798903	0.994381035356882	0.988880014740857	0.99163491731271	0.971459333980552	0.256660598402891	0.89304817005212	0.99451411584305	0.981937407596091	0.989996254605527	0.970676531502295	0.975441045066663	0.956655987752648	0.96260734613266	0.991637404354109	0.980728609984262	0.676107668005529	0.0977838555628174	0.995263811110605	0.945888747377706	0.986644957024359	0.99101724059071	0.98832643778592	0.719523879741992	0.955324715538373	0.974870925306077	0.99519850067093	0.960396538090737	0.66354165358493	0.974260500552936	0.458259546500279	0.394350436390802	0.437365002559896	0.519123518483218	0.957436599877116	0.430350758851307	0.694399317785199	0.987850847930321
FGFR2	0.979575664420775	0.960359793979354	0.972164751290235	0.987830801307905	0.960693705971385	-0.185067019782208	0.96098356967366	0.985787619282015	0.989415498633256	0.877645155912212	0.952770818504812	0.937737263187718	0.984399626072267	0.0754268594963286	0.981518026418504	0.99072961113232	0.452859752877756	0.960831179850409	0.88913919222369	0.781349793452632	0.837697582654679	0.919978357257833	0.985998567302546	0.990331417530268	1	0.978848074285613	0.947531093094011	0.985988077771208	0.982199964139918	0.949141991961731	0.867041329009181	0.951547870214653	0.967128276584411	0.963674194051549	0.973700697202676	0.986025750320596	0.97301931995351	0.986689458599611	0.978107803243842	0.917949419044392	0.97036846942509	0.98981928225428	0.9659280111845	0.989721649780303	0.978798326926716	0.307619735579536	0.867757155868366	0.996086058056046	0.967064381142923	0.979774036212098	0.975931047469156	0.9657060996182	0.952102913251803	0.946068769038736	0.982499786906986	0.981334399250432	0.703708897424856	0.137467504339922	0.987249626525063	0.938619636459252	0.98410180345786	0.975479920113876	0.984698734326658	0.726305636180273	0.957186461039914	0.964882635275083	0.991294244172451	0.934866933709314	0.679664994455942	0.968463626967538	0.477109123995677	0.419427129776729	0.444705580141322	0.535244505149015	0.957967826932434	0.4436201451829	0.704959603294137	0.975037219872989
NCL	0.994897598401923	0.989373034551764	0.98884608503376	0.985433231829386	0.937914399281151	-0.257591019370804	0.981588293374151	0.975197392547147	0.991468811227448	0.785279561016874	0.988435563681966	0.896087826374804	0.990787709751742	-0.0235932478586581	0.995921448964342	0.990701313478535	0.369327291294219	0.955093697249907	0.949725339642321	0.693119504211549	0.736860149653045	0.94533651421436	0.98078349248368	0.991105189443236	0.978848074285613	1	0.985845986403371	0.983249322253202	0.97032809300353	0.966355103337176	0.805668043174099	0.920136929805031	0.98531485187671	0.993511837648151	0.956674375559214	0.986615375107621	0.965210460889309	0.981599330558953	0.988107416568211	0.856439544244007	0.92468459142528	0.984264746776138	0.984652216703438	0.978192020811136	0.951378600166555	0.265506802895445	0.933877661713409	0.988298752773392	0.990404068046081	0.993529056519023	0.972391555202943	0.992845842766363	0.919995787262131	0.973954116197047	0.988644243778833	0.991251498223152	0.603402502868053	0.0919370235388864	0.977523909148133	0.909425666411898	0.992880029627637	0.981298873461582	0.981069691048869	0.637772990639421	0.917465353746438	0.994365387099243	0.992843268486516	0.978527580715204	0.585660469687326	0.942512667859936	0.376199069053545	0.305696365891016	0.349754252196381	0.435160569776185	0.980923768014232	0.358043661511844	0.6271405601726	0.993673237950053
ROBO3	0.987391220271566	0.994267905289156	0.98731977891463	0.965442720962362	0.898370755789894	-0.297846608307081	0.979659048863021	0.937574538508937	0.971059626461159	0.707303439705922	0.99766102962528	0.840294036854986	0.976910449020281	-0.0908979155355613	0.984374818404776	0.971217461529808	0.228526813248165	0.924186196949347	0.984375962971358	0.60034435589256	0.645946191037463	0.961380555912232	0.964133297892884	0.966001545527672	0.947531093094011	0.985845986403371	1	0.962211292499658	0.933304669891919	0.955883389883578	0.731665146149046	0.872522143462801	0.983997635828731	0.99548002154765	0.912709695570861	0.969552596776302	0.935553605675606	0.960050740561774	0.981882085710106	0.779398715817172	0.867509947713966	0.956931369564798	0.97905573336053	0.936820038858	0.905851131432775	0.226238959957063	0.976058975936934	0.959669949902312	0.985403099031958	0.986747034811535	0.947536889632707	0.990230378849378	0.860263655295248	0.989543074440916	0.960733591813494	0.981437829453392	0.482480663087441	0.0375864892423383	0.952442541311037	0.880569547396986	0.971620815019597	0.968284685804641	0.961054816916833	0.527454389509427	0.853235245677035	0.9879910113539	0.970164890026565	0.995756475982916	0.466964130755363	0.892857807020577	0.238965340987614	0.173832606431418	0.222172679364387	0.30627775444927	0.975360285365154	0.214256328873812	0.511677955615066	0.988005448768802
CHL1	0.987269969327331	0.969214316699253	0.976528727832588	0.982226558176254	0.932440172328962	-0.112186355677377	0.985376556824235	0.983695557397525	0.997414462614536	0.865115287205368	0.966351610346134	0.911118745696833	0.983328575199801	0.128354985992925	0.979642713797152	0.994953535708515	0.415548009520061	0.986477340177584	0.922139943708899	0.789788961562342	0.800890345395348	0.92759712308139	0.985982401553648	0.986671058117903	0.985988077771208	0.983249322253202	0.962211292499658	1	0.964675509112807	0.93623214314313	0.812971892971069	0.920773480265977	0.979293945931828	0.973041715972672	0.952075616146952	0.988448908236476	0.951509893258124	0.983571958709446	0.98314850721608	0.912207457304202	0.95734681169377	0.978681937527037	0.969995514371637	0.97099339640727	0.982444325784299	0.391130697583627	0.904647871620136	0.989436293178987	0.969029144612137	0.986940770897511	0.992511851967069	0.974393343806926	0.913161700553136	0.951635312882266	0.984467796107279	0.990541902379894	0.674990922531076	0.225719070107411	0.975445524961735	0.90011464352745	0.988313604973737	0.970298433698791	0.975959223231012	0.659464098131352	0.923741860268892	0.973245928048715	0.986841914279296	0.951230308340435	0.610815439709638	0.937355860744005	0.390686097837189	0.367072434868536	0.369618959383381	0.46146523100039	0.974658893912627	0.353784116087155	0.643983466429913	0.973792953020472
LAMP1	0.972460964606477	0.956422184049043	0.972369305576964	0.988146492887983	0.992340625045072	-0.286016885138934	0.926992904651593	0.987187235569081	0.973528334526424	0.861264776642308	0.943188667940379	0.972604775869749	0.981929316487696	-0.0246965275620633	0.979257706705087	0.977449082719503	0.505362016171948	0.923935997551587	0.862773391131688	0.765091926287478	0.821476701432255	0.940096783928149	0.986160008997693	0.991375059152855	0.982199964139918	0.97032809300353	0.933304669891919	0.964675509112807	1	0.975096095649904	0.92374371371196	0.986672334770416	0.969620741403309	0.953737745107005	0.997846086306552	0.973258330673155	0.996511370744454	0.991839359797245	0.975648894572292	0.920563872912602	0.950136588580365	0.993162513504848	0.978888180022709	0.993379373019166	0.965226241841247	0.186428115198476	0.842647377964969	0.980346140530512	0.965026562180718	0.971395993326305	0.944215355270328	0.949633220240369	0.982276237393956	0.938471549389898	0.981574870631664	0.953088903766622	0.709515008521341	0.0410036747483198	0.994317520443612	0.966282556194759	0.968603552090638	0.987781265643658	0.984917028163191	0.780430444504044	0.972172187367093	0.948752836527928	0.984610285041807	0.932219216172263	0.71465885571915	0.990421055002126	0.527012930780394	0.440876399855168	0.5008212274833	0.578577338647645	0.916327438253918	0.516258285959865	0.735992823063881	0.972375645677272
RPSA	0.972594897036567	0.97603136793105	0.981672645847822	0.977331936030451	0.969294069144509	-0.422280967484378	0.921251024286813	0.946653833266112	0.953305415081132	0.751675989870785	0.965929012793819	0.921647119442825	0.977614828548225	-0.188424149474806	0.980006977827938	0.960691827876749	0.334708108249487	0.874057922322413	0.908314501660621	0.623853624116792	0.701889895333322	0.977499698492774	0.974313789743434	0.971637737414084	0.949141991961731	0.966355103337176	0.955883389883578	0.93623214314313	0.975096095649904	1	0.867424369748355	0.955280794939532	0.977044139609508	0.968940792122232	0.96530053955105	0.960896230967969	0.98357740873144	0.97736039151207	0.977271831026214	0.823463674192745	0.874798982344146	0.9768698690749	0.986212794616402	0.961104065721527	0.906577107751204	0.0602606811905852	0.896299693127771	0.949614131807026	0.975588687554082	0.972236162523707	0.906249457074285	0.9583810322052	0.936007224297694	0.965033359833943	0.95931650059747	0.94226451823507	0.554237639246416	-0.111272049281942	0.975517250127249	0.94900501434135	0.953338016719746	0.98983350391796	0.976326746194642	0.662646383021986	0.905872075594134	0.955677244966277	0.968908557905035	0.967539812309868	0.575660960117233	0.94913130793588	0.380192890916289	0.262824951636367	0.348265829887089	0.427076739322094	0.905620405761525	0.410658176277007	0.598009412812044	0.981223088901281
LGR6	0.813983945732998	0.783096474088355	0.821429498738285	0.868617569913505	0.955819085915567	-0.305605588984965	0.722882452862606	0.883767221513578	0.824021602466699	0.870903056130058	0.752248039841669	0.97275329928432	0.845086560620477	-0.0296495482596993	0.831829599044876	0.835406376233768	0.670892827680068	0.758788651135884	0.612385237725142	0.77672965709814	0.856924185130319	0.803883866750276	0.866882707347115	0.869226626435581	0.867041329009181	0.805668043174099	0.731665146149046	0.812971892971069	0.92374371371196	0.867424369748355	1	0.970523012214763	0.81775886203617	0.771868109798345	0.9412531193472	0.829871516082586	0.923426576913466	0.881419162830165	0.829825212401114	0.906511704376769	0.877182520885673	0.88552867280817	0.844328846200229	0.900673390495451	0.865091227731001	0.0313740188135658	0.585809882048906	0.848706704418719	0.808773976980081	0.813232900775619	0.780673855660825	0.765073130563511	0.966734409210422	0.76033016329434	0.849792278740124	0.77375096718243	0.797256613468933	-0.0552350337800764	0.895675734516539	0.933535292970443	0.812890013965187	0.87184512699307	0.868034551891434	0.921638412773049	0.944887854435626	0.761734021316805	0.850894073039878	0.739235588849706	0.843249775480214	0.94826154040718	0.724418244573007	0.615635336588536	0.692100451431184	0.752862308110062	0.7032283993731	0.729965208537645	0.833768289469039	0.817609022136166
ADCY1	0.929104930486809	0.90923317047251	0.934173196147669	0.960855967496244	0.997945564409973	-0.313710513374145	0.862587848069591	0.960111424504708	0.930990466872883	0.875724631590433	0.887940205142418	0.9903999287551	0.947775533076869	-0.0454493066417525	0.939262263235598	0.938849538843834	0.554379653952711	0.869712007400449	0.783879286155523	0.773247551865557	0.837694382560528	0.915141963173891	0.959727499395362	0.959401752499924	0.951547870214653	0.920136929805031	0.872522143462801	0.920773480265977	0.986672334770416	0.955280794939532	0.970523012214763	1	0.931383416321667	0.900790665014801	0.991391687500185	0.9354543830317	0.986954098945651	0.968297897668347	0.939332556408099	0.925590964577377	0.930016883123082	0.968765351672078	0.947141956640059	0.969755150426555	0.939254552640796	0.110197759621595	0.762615857737747	0.942114593285936	0.923569019313142	0.928649456531878	0.893059319730002	0.894147995604954	0.989260893594338	0.891120977289928	0.945051461484545	0.897673486673494	0.737178718918851	-0.0161507861642122	0.974239993303894	0.975159684534889	0.922255951383089	0.962964499265347	0.959047313753537	0.836994832337478	0.971590615648526	0.890258507758899	0.948422764463494	0.878220456337226	0.757734175645076	0.988143111033384	0.588820902139751	0.492583558121548	0.560742893586364	0.633737526069735	0.843593236055883	0.587761041865162	0.765071717849675	0.930426267846475
NRXN2	0.995191463086959	0.992727770484958	0.997520440380719	0.986931991587888	0.948091373580949	-0.268838886962543	0.971346353088601	0.969027057645617	0.984350000980104	0.790870543652276	0.988340781496107	0.909867948356749	0.990813876568095	-0.0448300962425145	0.99092967604655	0.986994880915242	0.32663824097316	0.937710656595996	0.949955801335032	0.69022286378595	0.722921897819907	0.981777992433963	0.991753619409334	0.986142350154719	0.967128276584411	0.98531485187671	0.983997635828731	0.979293945931828	0.969620741403309	0.977044139609508	0.81775886203617	0.931383416321667	1	0.988473520479312	0.955824478964422	0.982814712577601	0.969536400692004	0.989823580232187	0.996479483749565	0.854270820139617	0.906483201760397	0.980107366138018	0.996595712008158	0.960392803119599	0.944017683097712	0.230001882322087	0.939520755072861	0.97234729398092	0.98506866840691	0.994660187954982	0.957513174991908	0.980357455649352	0.909325548830101	0.98292493993192	0.97723854303451	0.977957808767659	0.576041226939605	0.0597537465967986	0.981601266744101	0.925512614934424	0.976277320545018	0.992911608665635	0.981512590696681	0.621233511740746	0.900084013359469	0.97652930885487	0.982982841040754	0.986355414977449	0.548785440200373	0.935158941744321	0.322085269214585	0.265882952658667	0.310275006336106	0.391696802172282	0.953477078087026	0.306096578753208	0.578822244962607	0.99017072072668
CD63	0.99556881043422	0.998199289244784	0.992753073165978	0.982064780798132	0.922841148206634	-0.305793483489167	0.984335795905224	0.952335363409314	0.983787965271403	0.741620861537584	0.998747592353344	0.866431286270365	0.990110434203473	-0.0845582980098578	0.994225713984076	0.981639195061916	0.276603271476793	0.938518072437589	0.973447296700561	0.639690593943864	0.675002780765186	0.962204748493102	0.977241484899	0.978462277561773	0.963674194051549	0.993511837648151	0.99548002154765	0.973041715972672	0.953737745107005	0.968940792122232	0.771868109798345	0.900790665014801	0.988473520479312	1	0.935008419940055	0.985629891776597	0.954291390606114	0.974722852253691	0.991227849672973	0.815923624640016	0.887665149934182	0.976081430471799	0.98533749828446	0.957033437580557	0.929986358239728	0.223759166010713	0.962747975230023	0.972863361603464	0.994333690255461	0.995410935551881	0.962073476571236	0.997887762369772	0.888790408581899	0.989552103688386	0.979040874730107	0.989098759151907	0.520647650066764	0.0435298608482183	0.967008828163168	0.89973530057295	0.987072624236597	0.978257386625649	0.979975840245719	0.567869623579764	0.880282511827225	0.995968669635194	0.985682990601036	0.992950803116025	0.504513763307017	0.916034509674482	0.282228758492814	0.205511633103993	0.257761086064982	0.34241864638902	0.977533321825982	0.273593811184184	0.546080424389479	0.996428324376234
AMFR	0.9575642678389	0.938729624290984	0.958562284854762	0.977411857600207	0.994483375720385	-0.281373095899645	0.905158894975262	0.984767992173235	0.96046997828499	0.869642812892198	0.923262925444933	0.982220258688127	0.968889404327447	-0.0168891154275445	0.966527964318901	0.965845207005892	0.547888762479675	0.910079900925357	0.833465776235928	0.776223144949146	0.837026892644902	0.925607274700148	0.97556362023019	0.983864825626713	0.973700697202676	0.956674375559214	0.912709695570861	0.952075616146952	0.997846086306552	0.96530053955105	0.9412531193472	0.991391687500185	0.955824478964422	0.935008419940055	1	0.958269356643321	0.994457412841359	0.983340861961589	0.961339874105564	0.92827406169903	0.952604629521033	0.984604127837296	0.96818801933856	0.989542827640164	0.959065157487403	0.174500737260572	0.811216242666733	0.971845523988732	0.949518797186701	0.955951407574924	0.929155469501665	0.930348170831135	0.990342152803533	0.919670452447049	0.971208281602051	0.934590696899529	0.737764854772677	0.0384343534369197	0.989107042874784	0.970009028175734	0.953836284040974	0.978513029647202	0.973230019264461	0.815298290755399	0.981249350108377	0.929868393062083	0.973011403225855	0.911848262473874	0.751767827632157	0.995574424290476	0.572786255436327	0.48711535244576	0.549761052710893	0.62268164613822	0.895973502917532	0.556448274872157	0.770370385607676	0.957265497104906
ADAM22	0.993963353691411	0.983521582630422	0.986108730268172	0.995716693809641	0.949146729422976	-0.238083160872709	0.982449875750557	0.971938121686279	0.995476005553691	0.829224859830164	0.978589478622688	0.908509857099187	0.99648522716064	0.00653288215404272	0.991272207583986	0.990197823833813	0.372785815479386	0.964802009251418	0.932263227003625	0.742375672555686	0.753968185519464	0.94617201826003	0.990993124080167	0.98730277471851	0.986025750320596	0.986615375107621	0.969552596776302	0.988448908236476	0.973258330673155	0.960896230967969	0.829871516082586	0.9354543830317	0.982814712577601	0.985629891776597	0.958269356643321	1	0.967642677447268	0.989306577769236	0.993586639945013	0.88984705526986	0.929943681938657	0.992059981749982	0.978784234590742	0.975834651306326	0.972939655034236	0.280026302362024	0.917753010995092	0.98707950074128	0.986007549227524	0.995050493861456	0.984375934849733	0.988034114419036	0.922345705543799	0.97127738931198	0.993145726278042	0.99160960532398	0.614824064351409	0.117940988856663	0.981755709779203	0.922280192311584	0.995716750357785	0.979528154520842	0.995439956713398	0.643638426613361	0.920941478753292	0.984794665573636	0.996434664417965	0.964438678768489	0.582047421689281	0.943422583413992	0.362867046605898	0.297073962198305	0.335130036040824	0.421287915015784	0.968693041391587	0.350822827281727	0.614276714519114	0.989803138265775
BMPR1B	0.970071258667309	0.960090646073914	0.975276640586664	0.986304985970471	0.994879771944239	-0.349204747599159	0.916454371654791	0.976515656039286	0.963871511405079	0.830506041287683	0.945812150775443	0.967446974912663	0.980547561768361	-0.0927969262108812	0.979281414548958	0.969271041357119	0.467232266868101	0.899953755968496	0.866395423778305	0.720786391044746	0.787558912848936	0.953007536685319	0.982458853850005	0.985981036997523	0.97301931995351	0.965210460889309	0.935553605675606	0.951509893258124	0.996511370744454	0.98357740873144	0.923426576913466	0.986954098945651	0.969536400692004	0.954291390606114	0.994457412841359	0.967642677447268	1	0.988360483673321	0.975418615866185	0.894073903174429	0.930065867375854	0.989930993781241	0.982043844275161	0.985527678622779	0.945523532029721	0.118530987101382	0.848153999012401	0.971890484770944	0.967466448515733	0.969372268171082	0.926968274334761	0.947684774839901	0.97894773837811	0.948308115216	0.973580354269536	0.943959759730049	0.666921401974554	-0.0298755106661102	0.993725348794455	0.978782194708242	0.959854188632364	0.98889421409032	0.984006600725247	0.767005365595373	0.963345970505196	0.9447032458024	0.9791467856017	0.938627017860167	0.694215650447569	0.988290773378768	0.504779543476327	0.405502895486065	0.482048412673157	0.554355589787171	0.905219803714065	0.494764218207207	0.714103264291818	0.974424214677444
APP	0.990310330006804	0.978149260032886	0.989721585328522	0.996948299097273	0.977922690823832	-0.252539293205457	0.958696843716621	0.986505456822766	0.988977258242679	0.852666914691307	0.968371883138659	0.952024665438874	0.994584648857152	-0.00457348459609557	0.989999559978082	0.991478195514185	0.42635455731597	0.94593090319445	0.906348122410564	0.756911182279022	0.793514631042234	0.963689381460888	0.998621078881857	0.995529709173401	0.986689458599611	0.981599330558953	0.960050740561774	0.983571958709446	0.991839359797245	0.97736039151207	0.881419162830165	0.968297897668347	0.989823580232187	0.974722852253691	0.983340861961589	0.989306577769236	0.988360483673321	1	0.993624372068754	0.908286976992572	0.942734066533064	0.995450637487323	0.990988693650134	0.984551864184704	0.971544343674049	0.234629485842772	0.890724080319839	0.985772085691504	0.979935037166193	0.990170501513411	0.965160426151651	0.970035735526415	0.952998191726756	0.964152506832927	0.987940202276818	0.974767731902494	0.661967063114756	0.0775414259743872	0.996042255466578	0.953231121086749	0.981241127431126	0.995346132367762	0.9932199959539	0.710681575667755	0.946264796685981	0.966716364263104	0.992368977379474	0.959714927022859	0.641421842026876	0.970013588648129	0.429881816292633	0.365652416027686	0.409278116321713	0.492121749612062	0.941592283884926	0.413686136436835	0.665067845555939	0.985818824915077
DDR1	0.998151412601228	0.993861793438612	0.997916911690756	0.995474378268375	0.95538783265982	-0.279710899218054	0.976381802207396	0.971780089002205	0.990320444080289	0.803332752601437	0.988494264369113	0.91358239479411	0.997727075566876	-0.0461382767169864	0.995677181012525	0.98981238334942	0.340330078749618	0.945491993136691	0.945739869719338	0.704699149127712	0.731248280521827	0.974795608997237	0.995279384354735	0.989752168707368	0.978107803243842	0.988107416568211	0.981882085710106	0.98314850721608	0.975648894572292	0.977271831026214	0.829825212401114	0.939332556408099	0.996479483749565	0.991227849672973	0.961339874105564	0.993586639945013	0.975418615866185	0.993624372068754	1	0.866905337826492	0.91499723594373	0.989533589105885	0.994091721720056	0.96970362288124	0.955921216055499	0.227693941985847	0.934174425513625	0.981268278964452	0.989848512848334	0.998547454153477	0.968393888926485	0.986869258603768	0.920093774376634	0.985734281765478	0.986619254926638	0.985384425588439	0.584090289105912	0.061274341199955	0.987203610310579	0.935605862853743	0.986234260432188	0.99215368469353	0.992837159505784	0.633469932324009	0.913009906360227	0.982427425256183	0.992147459716726	0.982043650421316	0.564472330506595	0.944251272059526	0.338758379120926	0.272624103008491	0.322269412660668	0.402739618952667	0.959942226070702	0.323515738499665	0.594344483603135	0.995389565548428
CNTN1	0.863058813310854	0.813893572520781	0.845767880988687	0.895755887968553	0.912483015926155	0.0364941196243466	0.839610563143284	0.937295125030468	0.901581130747252	0.97659936139448	0.795561029186919	0.946701603465778	0.877777466330961	0.307232767406354	0.858935814552234	0.897897843268971	0.703573931253448	0.917890441650077	0.689455522849411	0.951951273804009	0.926059885414744	0.783365289298602	0.901862840166566	0.904589681689839	0.917949419044392	0.856439544244007	0.779398715817172	0.912207457304202	0.920563872912602	0.823463674192745	0.906511704376769	0.925590964577377	0.854270820139617	0.815923624640016	0.92827406169903	0.88984705526986	0.894073903174429	0.908286976992572	0.866905337826492	1	0.960995676090173	0.904635879548252	0.853680977953335	0.919225599301683	0.966106941038724	0.432690666364149	0.660895260431371	0.908273582260165	0.831616522868706	0.862374749818566	0.909233938067179	0.822422942266871	0.926856151557082	0.780704683404919	0.905252787994941	0.861074810444437	0.885750112977065	0.347149661927716	0.907017055148873	0.86761737084778	0.883281171852195	0.871857187223956	0.889414310192991	0.850371512668992	0.948426916914181	0.82251316526329	0.893888650722031	0.766828425851567	0.811969065542852	0.926539396385323	0.646884998740829	0.64419395585752	0.628224074819122	0.703821757225698	0.819305030943065	0.605052268979767	0.820523437933293	0.839789769045336
GPC2	0.919509047852451	0.881475764049726	0.90661913817256	0.934348923931615	0.92914109015316	-0.00883348751007999	0.902803490787939	0.974096107951686	0.949511907431102	0.944481398795917	0.871229935138036	0.943312199008055	0.92434389709253	0.261126908067519	0.920207150615233	0.953352526307036	0.597320212354079	0.949572713626511	0.786728079174279	0.869687853007797	0.92567772380236	0.833156554175846	0.93971189597308	0.953146465798903	0.97036846942509	0.92468459142528	0.867509947713966	0.95734681169377	0.950136588580365	0.874798982344146	0.877182520885673	0.930016883123082	0.906483201760397	0.887665149934182	0.952604629521033	0.929943681938657	0.930065867375854	0.942734066533064	0.91499723594373	0.960995676090173	1	0.942904180943439	0.904967081643879	0.963069903710324	0.970620350622736	0.428672379604182	0.75567331744635	0.965445068101298	0.894959101333047	0.918134637476987	0.94503467931929	0.892017034425371	0.945841214832928	0.857422077870071	0.936080255909956	0.927106839983175	0.837435762697428	0.275761395549363	0.948909371430119	0.900118765417107	0.933293760941077	0.92004566121016	0.925357966770971	0.813931342990724	0.967174353959329	0.894228799248364	0.941300982413636	0.84592049139122	0.786975856804722	0.955791519960677	0.612423078780683	0.599784143282784	0.581871741833848	0.67423446077411	0.906375980980671	0.548281757839927	0.806223881539721	0.904111278164639
