""	C3AR1	CD81	CD33	SORL1	CD4	HAVCR2	ITGB2	PTPRC	AXL	TREM2	ITGAX	TLR4	ITGB1	TLR1	TLR6	CCR1	PILRA	TFRC	ITGAM	LRP1	LAIR1	HLA.DPB1	CXCR4	PTGER4	RHBDF2	VSIR	TNFRSF1A	TNFRSF1B	PLXDC2	MERTK	ENG	SORT1	C5AR2	C5AR1	FPR1	P2RY12	LILRB1	ITGB5	TSPAN14	CD74	UNC5B	ADRB2	SLC1A5	ADORA3	LPP	TMIGD3	CD63	MRC2	TLR2	IL18BP	RIPK1	C1QBP	TLR7	STAB1	CD46	CD180	IL6R	CD47	KCNQ1	ADCY7	TNFRSF13C	KCNQ3	ABCA1	PLXNB2	APLP2	CANX	ITGAV	CD69	SIRPA	GPNMB	SIGIRR	SCARB1	TNFRSF12A	ALOX5	RYR1	LAMP1	PECAM1	NRP2	TREM1	RXRA	TNFRSF10B	TNFRSF14	CD9	TRPM2	NCSTN	RACK1	NOTCH2	STX4	MCFD2	ATP5F1B	TNFRSF21	SMAP1	PTPRA	LRP10	RPSA
ITGAX	0.759291315885877	0.746293960378478	0.546166835460682	0.702096500678977	0.640920334293189	0.844959727139013	0.822052565092997	0.797302882079289	0.653883491647719	0.805401732179778	1	0.546682614977569	0.857047744902677	0.529184622601353	0.486474069015822	0.719369381191869	0.585278858344314	0.809577672387684	0.474463421829566	0.76097468655256	0.691244570481903	0.441416041242953	0.621164391817431	0.744536301059188	0.813235732654698	0.498492411991935	0.595575275402535	0.810485159019611	0.919779758601553	0.798306048194353	0.697905093953354	0.815834107440205	0.784307589190654	0.796521281810466	0.80579287184776	0.479107366684775	0.748381454960873	0.597522520653203	0.771996646397646	0.589157698750516	0.739699206213389	0.230402415587462	0.758661976848929	0.677439093349797	0.789297758478986	0.641948782003509	0.783501532926207	0.782744220395751	0.757186626207995	0.690594580241425	0.72822500681353	0.601151047963326	0.618036204601465	0.351236441701125	0.787044776815448	0.55485860442311	0.850303349225592	0.633788581750295	0.499473227172197	0.500507053257312	0.38492437044101	0.685588353966413	0.755298298706663	0.574246437368419	0.891337162380634	0.855517330217076	0.809456469566943	0.646548237582815	0.86042887302109	0.582449179382727	0.604385238193326	0.668132014335294	0.732680720358176	0.727519750872206	0.626240097400607	0.749251131175737	0.735608752995886	0.73198185987678	0.697651201187462	0.652421608372107	0.568759569590023	0.667648353698024	0.766409004792079	0.744521935755357	0.692022965481378	0.560405076794998	0.561177417204685	0.861153318328432	0.685257085898254	0.663878916927038	0.341636488613366	0.726754979970578	0.645338910187607	0.819834768562269	0.579533554093781
TLR4	0.516899863852062	0.47063674650119	0.505890054621936	0.767614291431053	0.675090608114338	0.637165925471216	0.531178520324219	0.761089802319374	0.501589845970303	0.438010913456156	0.546682614977569	1	0.549084353836491	0.636707904798774	0.74168027332962	0.554984872391771	0.512298000213063	0.411722737354837	0.695541309349788	0.674127242117014	0.559535729915252	0.428813589849697	0.296454649633955	0.455142739844198	0.677691154815201	0.52681429405243	0.531774665783399	0.661235730405128	0.650246456797646	0.72810014569457	0.527517951238931	0.653729402554276	0.53115581155472	0.463572431237369	0.564893066929985	0.690354080819111	0.600795972713428	0.531032734973191	0.64890136339148	0.537040020305337	0.605678744875768	0.428023613422876	0.529857856038955	0.639917369674437	0.700929067538998	0.542980923469539	0.358630722597983	0.624242989214599	0.650815769394051	0.550343283162166	0.653031148289887	0.48147673510342	0.567279209254204	0.389907370405958	0.6417704619709	0.394650644464605	0.599937701263853	0.52913495289022	0.555982516914423	0.598537794567281	0.627748037084428	0.711555437515855	0.53441060991593	0.530974753913498	0.614008164107775	0.569780165601778	0.534640190463929	0.393238969475996	0.532117395588491	0.109866351208088	0.534150215358539	0.549758552649747	0.460315593736011	0.663469347584825	0.705717759821735	0.519691740988263	0.498864762971582	0.382156102623386	0.379996929793562	0.603019786455072	0.474511194065859	0.500636346436232	0.202605096169683	0.656816848423121	0.56067847789819	0.478144295944034	0.446291861086381	0.532035172358731	0.49384805118554	0.4824634877301	0.360280547422046	0.545338222974019	0.537521018570173	0.526639753794257	0.490244798347388
ITGB1	0.80128587256243	0.91394836143288	0.78396422687142	0.748832776952168	0.750239311142741	0.882195221504671	0.941449319385145	0.816672601461545	0.85511747039791	0.921407028375055	0.857047744902677	0.549084353836491	1	0.63487052308115	0.472335656643217	0.807941562098437	0.770895089979966	0.670157336602588	0.59775394494405	0.83986823907868	0.84865268881507	0.694756906455357	0.578131127550296	0.655352847075632	0.743328462817629	0.666440161350056	0.727534993165023	0.792581864321467	0.923602737226456	0.716727118375624	0.794553976780525	0.855126315543296	0.649168717576801	0.689310896788534	0.836373047515765	0.59419131900608	0.778222340223268	0.667022937681713	0.756883643951669	0.794543326050912	0.762653638127935	0.257151760166734	0.835571397329328	0.811420261704227	0.815333427751224	0.786674415705725	0.920678001947038	0.735436077208622	0.744436559431033	0.791942652378369	0.723098291284645	0.845447168856229	0.667712733727141	0.553289489892844	0.851931451145299	0.750438062515645	0.731740328264096	0.778681990097198	0.627472815651013	0.549567566761486	0.526592174134242	0.652810713628938	0.776106921766004	0.69590697615504	0.933672908957311	0.952829973444864	0.854750756127568	0.517192638650592	0.923592191288271	0.652136617092841	0.738191460234406	0.741959910603384	0.74033105325351	0.79937755942433	0.614391343983046	0.888675843215888	0.842170236148478	0.638924275357173	0.557529659458869	0.759009533954666	0.451311275054754	0.844106903735014	0.807894737204261	0.719867627063536	0.760370321999507	0.808636619372016	0.656452056325165	0.848387691360062	0.873844178720521	0.882145060290389	0.471177734065956	0.879851660635428	0.777424920034372	0.926263391543158	0.823988737547112
TLR1	0.659579044414371	0.603589169342693	0.643778883309592	0.734828798767208	0.685428232671198	0.692295323449275	0.625607838020256	0.786182029045884	0.626758973446565	0.567784193109428	0.529184622601353	0.636707904798774	0.63487052308115	1	0.616582896983929	0.663642286476894	0.640312403167979	0.461705875825015	0.69542794330443	0.673976800938386	0.719168513216616	0.576456440800201	0.425455888816682	0.517833292669069	0.696605975453034	0.60410350242662	0.664739555192896	0.705228087615356	0.685051113755282	0.663345233697351	0.574917719257665	0.670474454427635	0.495401532228059	0.516025494145271	0.649779047449248	0.730250219555373	0.662347196328069	0.544204404761398	0.681166527390851	0.650246328278936	0.637667385107788	0.274027000765537	0.635460210705418	0.697971962122115	0.696227447826471	0.694806700723666	0.497065667917868	0.597868864898233	0.678248447471427	0.602782477217869	0.699253640872924	0.612524920563588	0.615711202048214	0.450165523854578	0.597501907772251	0.491964476769307	0.589092858056249	0.585988397276674	0.627797348755199	0.648718171600275	0.67797588748004	0.627816625662981	0.629517307295913	0.631782922384555	0.6752607546328	0.624561149499991	0.61361956133903	0.500096031381217	0.617408002703278	0.244364181084207	0.593652283055869	0.521060793895738	0.629638397888693	0.632195299412143	0.676091511226721	0.615685009791405	0.534065983098732	0.450210327311515	0.448548865145181	0.574086434013495	0.461930295253086	0.596893906125783	0.305732498543426	0.6349397148512	0.605040158074852	0.609257512874504	0.411372762002732	0.587678816512907	0.574686367560706	0.579942840191212	0.400260005311859	0.611815327745942	0.51001933280672	0.607401187781271	0.612546859205515
TLR6	0.409508321230263	0.360618108545555	0.412253541910458	0.736122898650462	0.558868486597607	0.519722575062924	0.430848653907716	0.697298900653285	0.407770259442065	0.350904902026515	0.486474069015822	0.74168027332962	0.472335656643217	0.616582896983929	1	0.449271221471808	0.401455837270833	0.332607287231384	0.626425234806185	0.580867067303267	0.506820374793536	0.319892090786442	0.209025492896821	0.337522434073353	0.629593804335334	0.416083347467458	0.44765586623967	0.556620269199043	0.603854969347061	0.682406513380241	0.416271142822906	0.587797917356893	0.447308981252586	0.365798851585522	0.462697846263014	0.66839001143612	0.512404013767753	0.466274624550602	0.562589314387554	0.418744021081595	0.503838256206911	0.30949163105647	0.429288006762122	0.548737016588455	0.658002721242537	0.458829382448817	0.261632430027356	0.564467327144801	0.558925369879078	0.460490910366033	0.574542985805322	0.365910467884855	0.559330218714915	0.287315608919469	0.545895236071783	0.30845310159161	0.528904063182423	0.424117512502505	0.455197837014587	0.607662552382827	0.565311636693027	0.627723423749224	0.432446663928874	0.507387656255917	0.557139117005337	0.480308805875053	0.508067205998457	0.34218620553527	0.479436722451049	0.0865275043268419	0.438488988068552	0.460794092452199	0.365645141676976	0.560757078547906	0.594620007589539	0.426474918465806	0.409758340512918	0.320240859763585	0.272632124553101	0.484344294514219	0.377397458733055	0.412939299421736	0.160514939400154	0.548563100812371	0.496472399527831	0.353013116457786	0.372452961872514	0.392005159910653	0.361298108813416	0.34632530211815	0.316442084552975	0.438953444136956	0.455490621329495	0.430883456238496	0.362397614609406
CCR1	0.900220034514996	0.848411097626446	0.796643419298063	0.752910717213638	0.832992780385774	0.886034522879056	0.846372243128398	0.80002179452252	0.828329795051337	0.815320518838758	0.719369381191869	0.554984872391771	0.807941562098437	0.663642286476894	0.449271221471808	1	0.819764637345056	0.715125556079756	0.645222598163093	0.843265674546973	0.858241666488293	0.72753535456701	0.693496307698108	0.713100638477624	0.785440225011666	0.791631012838926	0.836518148910385	0.867589135788963	0.796258318581358	0.669720280643907	0.763316767981684	0.766071144698929	0.680549074950892	0.771913508824899	0.875046133489944	0.691064194947747	0.780436576305023	0.629194975031132	0.778949404242534	0.828595738591236	0.791523699020283	0.243578420447733	0.872202533453567	0.836177581303613	0.746910398612836	0.842105406965353	0.753490295992275	0.571200019123761	0.788994780132027	0.79952909579256	0.705009337997166	0.821244920746676	0.665490406197025	0.58965743459999	0.741588130260073	0.674763667299243	0.777728031314603	0.753950485808953	0.76436547459604	0.556314730602574	0.642847431700375	0.66599305837532	0.832709746405369	0.744388235423013	0.831144084116158	0.810536264387224	0.736307106372318	0.664301064064652	0.816757841078835	0.451092585046153	0.754333674318397	0.694840523915455	0.787995869000381	0.786662951982706	0.682374465628026	0.844938684473915	0.797761630268882	0.678188853755691	0.639664273276452	0.743637729953114	0.566780216655324	0.814821714653445	0.507574553284489	0.72278525419719	0.651932651942099	0.830229916081633	0.544265877671265	0.819058671117123	0.793933466238303	0.811512221242951	0.461841015410292	0.826170000386495	0.608127106084442	0.81033113485376	0.816185356908667
PILRA	0.845942684956244	0.889901058312716	0.89425496533318	0.70473143172382	0.835370123884725	0.831919556654651	0.82096691976245	0.731964270159175	0.822811401785944	0.828719599644675	0.585278858344314	0.512298000213063	0.770895089979966	0.640312403167979	0.401455837270833	0.819764637345056	1	0.544503327266961	0.662952144645214	0.775131325306106	0.861756725114303	0.766052591676097	0.614620204541897	0.576065080629989	0.656559800914598	0.888153175393363	0.846612701002793	0.757293201223972	0.714767559830939	0.544919416992081	0.697136123796713	0.688278335133377	0.486689518240674	0.623677724349282	0.817876059275834	0.717270487407659	0.686091014402073	0.584329262358339	0.660723408531449	0.847073645064322	0.716051595554789	0.259721352156377	0.833347285335666	0.855527570610498	0.67560067106562	0.894196185658513	0.751216006816185	0.483730557269682	0.668334125771049	0.776053848711488	0.658447069685085	0.883066883245317	0.660838338538188	0.51065544236865	0.651334972337967	0.695366109782105	0.601867201602225	0.734497558819421	0.841619298415626	0.513458169467561	0.693096870284999	0.551390033130705	0.706001732213357	0.734386545922203	0.74508265909146	0.736689965661428	0.584794535203683	0.526576430644202	0.753718849087638	0.367363485100316	0.752469099552332	0.605898312356813	0.709912650938586	0.727855731328277	0.605900647184465	0.837930592412862	0.693333039615175	0.502290908398707	0.508849894442933	0.72279718594003	0.381664746182282	0.830789901460359	0.434751007781155	0.62670579486956	0.624958856938677	0.908784856356417	0.467416230181866	0.739118744772093	0.788263637749779	0.858876508186456	0.410952430086261	0.81714685860342	0.575097330130949	0.803349207360175	0.885571875379855
TFRC	0.794136910636271	0.619346080330888	0.441761838928769	0.600622931883601	0.622284056220337	0.775379426502091	0.674052021742454	0.711074086203076	0.579229729645034	0.649059535384884	0.809577672387684	0.411722737354837	0.670157336602588	0.461705875825015	0.332607287231384	0.715125556079756	0.544503327266961	1	0.416798320471481	0.713483079389428	0.619055385000374	0.395095240647366	0.819208957737571	0.861716067646607	0.814727496532529	0.510341971871434	0.595061968225602	0.827967179141338	0.778946301088294	0.728051000402949	0.586600789629956	0.711635066556162	0.84435964004297	0.927074335916451	0.823831483696928	0.428222587810872	0.722307503218552	0.561274495071651	0.774939559632528	0.530008073285866	0.750447680230891	0.179459567321343	0.747322388134719	0.606003654585944	0.714108922899906	0.598286455224504	0.604941031370519	0.59876302174186	0.774900219317013	0.6059414047786	0.678325509335993	0.515437976524582	0.569652674182897	0.319267897028857	0.653169888079428	0.378971382264942	0.861455228652923	0.549137917625362	0.52885791978861	0.458212869685581	0.405319795233832	0.631098550401451	0.820085501074241	0.511323326184148	0.775966107897406	0.717721826959148	0.713321973616296	0.839492028004143	0.708911267692468	0.399452932470285	0.582464647533765	0.633040683596279	0.722448585647935	0.635059656308488	0.600225792089804	0.630332000564662	0.644756589523834	0.809975044545991	0.861653256294459	0.646436547842833	0.718006224698274	0.563520071971622	0.530047047109697	0.726880781703613	0.587960867712575	0.502508381925357	0.546240328738687	0.858805437624972	0.590881542821254	0.553735880491789	0.399990330751076	0.663994903545381	0.562772251068387	0.687290718240613	0.509933851821315
ITGAM	0.599704184314353	0.569913139795088	0.648349665787785	0.784386025574696	0.72997043940834	0.656909435538581	0.606580990447584	0.761319250682966	0.60415744010737	0.503554657225847	0.474463421829566	0.695541309349788	0.59775394494405	0.69542794330443	0.626425234806185	0.645222598163093	0.662952144645214	0.416798320471481	1	0.719573282412541	0.665100169930393	0.551536444811283	0.370142165372074	0.430165455082193	0.646594591729849	0.663747997755503	0.654542282524191	0.679876586381192	0.635305942771953	0.635917747908265	0.564055953295233	0.624996421272136	0.422712994491937	0.46807194691667	0.626090134029184	0.784463881213497	0.638134781374192	0.580449339881703	0.612781508203183	0.644458333065005	0.638853810109783	0.324388678545159	0.625831867273986	0.728423677814251	0.673355637740567	0.678362387206166	0.435334494587912	0.524753901212738	0.620902064089096	0.566836884902976	0.629619685082723	0.618738434618306	0.599559900876476	0.441451205209501	0.612166803460056	0.494657404130307	0.540279733236261	0.584774321962413	0.666978521342377	0.586121679930327	0.739571041713036	0.69006598805093	0.530168160939373	0.639759975556066	0.621541558217254	0.595746443269252	0.524003650447786	0.399816222011231	0.561582072627294	0.154743829097167	0.620632722758419	0.528624053180906	0.507910042702935	0.672515023501072	0.662373727816742	0.590079487584097	0.543340987051923	0.388535101985643	0.376552342429656	0.622941061429436	0.389354807396786	0.612384202787368	0.20738704256467	0.616256373684339	0.52667762582288	0.629153766466303	0.414238080094239	0.525730886794832	0.525607462412714	0.594179383992119	0.375115256325853	0.596425079201045	0.546682489554862	0.560706201896064	0.617929748176576
LRP1	0.815445979383308	0.808159165837355	0.729775084695926	0.885480897559633	0.834754041835087	0.884067496648269	0.841397036973634	0.866318523059752	0.784443682898762	0.781927983232841	0.76097468655256	0.674127242117014	0.83986823907868	0.673976800938386	0.580867067303267	0.843265674546973	0.775131325306106	0.713483079389428	0.719573282412541	1	0.815348522491813	0.621157478953429	0.619287803452484	0.677237356093984	0.82350751361607	0.720020650305642	0.791186636433006	0.856990148912079	0.876543797253745	0.778841241877544	0.75582559648626	0.881502008466193	0.689200192622084	0.737855201515267	0.827058895437157	0.740205284400013	0.752709479000628	0.68574016678602	0.853862524827971	0.748717539534737	0.831573862389954	0.281032424530259	0.834340566913874	0.846279424856563	0.866089624854805	0.783192640876335	0.72065789374431	0.696288350738593	0.782768646813452	0.770063555274277	0.740010582404013	0.796588864066628	0.736491461226238	0.537366508712886	0.818050957187043	0.613156214046754	0.797100825343201	0.751172413707036	0.727522082222812	0.64700133418423	0.639064876683774	0.768112326357502	0.848289297127188	0.757562545011567	0.888290838331537	0.867196957212073	0.811709540649016	0.616657159941879	0.837690168478639	0.418982519636358	0.731643654654677	0.753593275300748	0.681254595913442	0.803309761156932	0.73692425442086	0.858061412088985	0.791697523184857	0.694115988227098	0.58751522621414	0.808147918234179	0.557857969212196	0.78721172591572	0.529572686451117	0.783866652123546	0.75162649876422	0.785185969614499	0.716779840661569	0.811270742351502	0.807682355847746	0.805432660164074	0.596305727580591	0.851129658014828	0.783918685494656	0.839035235818037	0.789749495267748
LAIR1	0.854076268872445	0.889612955857497	0.861244507375879	0.78780680382632	0.854220206868728	0.88629610116748	0.874998559402373	0.829026685128364	0.84502154555407	0.846056080225767	0.691244570481903	0.559535729915252	0.84865268881507	0.719168513216616	0.506820374793536	0.858241666488293	0.861756725114303	0.619055385000374	0.665100169930393	0.815348522491813	1	0.769816943646552	0.646570797939519	0.669059887438358	0.761270271571565	0.84607953319431	0.834035394695455	0.824597826869372	0.821333368125966	0.644935110284036	0.744610463270251	0.776609118363077	0.60994537975396	0.691263653597894	0.871000839680629	0.750798814451519	0.787521613295254	0.654347485859195	0.756363501968771	0.865496047011123	0.783674115087027	0.267120323493494	0.837178763019903	0.88800892052038	0.767823733192457	0.879168359989023	0.781057164247517	0.634891036460184	0.774207402186726	0.807878405960972	0.691496590958839	0.856795254625647	0.742253371111578	0.554243695837383	0.765881323369853	0.720448910274448	0.697847193554164	0.774856437361527	0.771587718458535	0.635490725788954	0.7202038953057	0.685719519242815	0.766322548399801	0.759678373239049	0.834926268837816	0.820587194298109	0.731474524509685	0.618213688738021	0.819488385915729	0.459928523168097	0.766007032988339	0.696729585745804	0.747837159494641	0.794954548096786	0.660821899657229	0.837325928011623	0.769682430785544	0.576926575079481	0.581291068679588	0.752297522022249	0.506465829778133	0.841323206399801	0.53026964907059	0.722496976307117	0.689125999832958	0.862377585886447	0.541071599726676	0.785387750884847	0.816168772655203	0.846616008054037	0.464575323348663	0.846772039764105	0.663732885016178	0.845280973627412	0.857797411295552
HLA-DPB1	0.71890796619976	0.760169398047	0.835147728745443	0.555744750209753	0.751759242761133	0.708039192085601	0.737393300407786	0.665110693798711	0.866162003114553	0.656477558469215	0.441416041242953	0.428813589849697	0.694756906455357	0.576456440800201	0.319892090786442	0.72753535456701	0.766052591676097	0.395095240647366	0.551536444811283	0.621157478953429	0.769816943646552	1	0.494638766271035	0.517450623813356	0.537555429271462	0.767889245521869	0.752458609936173	0.679227336009063	0.582804413949025	0.410335054890867	0.730314198146456	0.561073961453238	0.445370710218531	0.49186519336539	0.69260175368322	0.54184207757129	0.71392987148103	0.509740147510137	0.529879258343437	0.962383306136518	0.661489604418974	0.112415354128751	0.639692650546793	0.734607871234242	0.601977154871377	0.735950386788612	0.62273685712385	0.38978354880758	0.686678284193757	0.700375368394213	0.546089652010649	0.805903472015663	0.584602852440031	0.792158758728754	0.612563819148285	0.690304851247085	0.440758847412487	0.763475648921759	0.66231762447721	0.495353162347402	0.581886220431148	0.490240551834906	0.638778366571945	0.579045572086122	0.654136801148919	0.702180388328341	0.579259807611649	0.400844126589203	0.618807416197946	0.252775713611689	0.739577170601971	0.578658545752029	0.639289027489854	0.741261040439975	0.538753318587451	0.63804214718063	0.652291952293283	0.319430478061628	0.426814685791631	0.632645191339887	0.411406901376793	0.803268352506001	0.343722969843388	0.585348995902637	0.528267294145196	0.851555206806183	0.480637348252656	0.621789606679942	0.706486040502418	0.799881359415417	0.481756231699839	0.766489067514211	0.51352414748306	0.641932191616986	0.86469640843057
CXCR4	0.764166707976322	0.622470410846151	0.505795737440239	0.457558114905611	0.561028332847944	0.685931738566519	0.623320043186911	0.582974756662635	0.63922520277271	0.613597682765003	0.621164391817431	0.296454649633955	0.578131127550296	0.425455888816682	0.209025492896821	0.693496307698108	0.614620204541897	0.819208957737571	0.370142165372074	0.619287803452484	0.646570797939519	0.494638766271035	1	0.827025582321718	0.681717262861723	0.628675612674485	0.623929393544453	0.765770664532752	0.6248003849775	0.589621384738529	0.543318930741633	0.542750617521507	0.764426838400028	0.871626012502521	0.804531586661513	0.348393611551488	0.623100906406436	0.542518380703497	0.674008024142122	0.572031565587365	0.661209317203462	0.139711777153646	0.73163058210797	0.610329353287288	0.550370527754752	0.618444639292797	0.56913401613328	0.40057739725478	0.68768207801838	0.573685781133333	0.582137146588482	0.561780386566029	0.505382550964437	0.360535722852364	0.51661682716731	0.431305393065318	0.711682250984841	0.515990983230361	0.603961632326799	0.34408595342836	0.46227775846364	0.477168042670681	0.753797955677546	0.51774569750831	0.647535378777173	0.606524311873492	0.548124481253067	0.87138978634107	0.633566481717352	0.34461811556054	0.544376938624624	0.529617847417176	0.636328688839314	0.542963175419053	0.509630660530943	0.60274463483362	0.593882126507434	0.691415880492196	0.835487435557723	0.60528201346229	0.612056907445942	0.577919316686315	0.432944481226821	0.646638643327195	0.51318292223945	0.573645607925959	0.450109700050371	0.785803316462651	0.571590873469253	0.578423122757363	0.408031733959489	0.629122205991974	0.448975855874902	0.600370864003316	0.550166777133709
PTGER4	0.781360104328669	0.607949797392544	0.492242785963798	0.571798206647756	0.657623863450048	0.777803860814318	0.667362715235252	0.733508225332573	0.613946395209098	0.611393763456975	0.744536301059188	0.455142739844198	0.655352847075632	0.517833292669069	0.337522434073353	0.713100638477624	0.576065080629989	0.861716067646607	0.430165455082193	0.677237356093984	0.669059887438358	0.517450623813356	0.827025582321718	1	0.801443619374108	0.556232067062092	0.581538815818396	0.830163863828681	0.741183110178044	0.717167936799107	0.592097785773803	0.684950407477509	0.813592114059416	0.890831841118289	0.82907384796766	0.441573204314054	0.744869999455772	0.53363763594341	0.754269279933538	0.611708261607058	0.768220693450171	0.160296943951756	0.69275245110455	0.641630570037938	0.699555755422996	0.615077035355546	0.569845540017401	0.610046242635112	0.787143215318031	0.601784264318154	0.688598909559162	0.54626574853073	0.566097561093463	0.400770090348992	0.67382974495474	0.397634104929337	0.823527139657108	0.579994509652089	0.57184242275126	0.497625648398589	0.510588644245274	0.67050950950576	0.809994687498041	0.515408088121201	0.742554252414433	0.719292791757559	0.69348217774071	0.86520744440654	0.658145607878491	0.308200703774286	0.607071591697439	0.62400189715208	0.705686692941623	0.646689860624516	0.631939947379388	0.582401462163256	0.608674732391407	0.717490825421316	0.867082487286933	0.60639527806587	0.76388879851681	0.574373185814627	0.460876566490576	0.724179656920541	0.579969602130675	0.544272549490711	0.518265976625705	0.848783944961083	0.579197449345921	0.56408323848305	0.467554792425907	0.664243161379264	0.576093844274006	0.663196726738634	0.55824190405496
RHBDF2	0.803240890921364	0.678158214741476	0.60281389164653	0.850751480153084	0.811553807006156	0.868443888685413	0.747940109145642	0.89755609567052	0.670203497377425	0.669298129312647	0.813235732654698	0.677691154815201	0.743328462817629	0.696605975453034	0.629593804335334	0.785440225011666	0.656559800914598	0.814727496532529	0.646594591729849	0.82350751361607	0.761270271571565	0.537555429271462	0.681717262861723	0.801443619374108	1	0.664200122063978	0.721880765340675	0.902860388248637	0.877761318733455	0.850451244420309	0.687099383936728	0.832958642694625	0.83877780060346	0.847370674396228	0.87045989265139	0.734655533504425	0.849287637275499	0.666896177507727	0.895691955498382	0.692918063394901	0.862641855874604	0.329355754363119	0.771945784365041	0.79461379614152	0.867123984025237	0.745484120310023	0.575557568472617	0.74913821372045	0.860219248768795	0.721397616549038	0.800908540118294	0.616869950014438	0.721614850172586	0.458017390066782	0.777765400653004	0.468333957001288	0.88777138807898	0.660835846986997	0.701072215333629	0.718891499002189	0.654841428355237	0.832776247476349	0.810635258076903	0.684302260856296	0.847197311521727	0.788183707196242	0.802433640263425	0.774887235254617	0.762070656137302	0.276251285566183	0.67445635148491	0.724331335257792	0.744514885775118	0.807105089010651	0.798454439540649	0.698528263181697	0.674593279372097	0.728670328060998	0.753344940205625	0.762343699322712	0.735541678769841	0.64330152598254	0.421031536770146	0.83605368051751	0.652836608682342	0.611590185711101	0.573308918853978	0.832748898451354	0.641927761813323	0.637051546313461	0.478689508324493	0.745244960763461	0.652500370509186	0.742277277335697	0.626378250851031
VSIR	0.800545176216623	0.827957044616052	0.865922379135113	0.703196687679246	0.865618740303093	0.801810286578631	0.756690801794791	0.708651490901315	0.768125733410305	0.724181014408294	0.498492411991935	0.52681429405243	0.666440161350056	0.60410350242662	0.416083347467458	0.791631012838926	0.888153175393363	0.510341971871434	0.663747997755503	0.720020650305642	0.84607953319431	0.767889245521869	0.628675612674485	0.556232067062092	0.664200122063978	1	0.878962463285712	0.768389631756842	0.635646011167245	0.504714295073646	0.696508793604415	0.637202451963534	0.502518109889256	0.618153561220415	0.811491810702587	0.765628072062963	0.706548477345835	0.565169237027355	0.642479982647654	0.859744769383886	0.734049514092859	0.352785261393908	0.785990435150205	0.862667024532357	0.643149004073527	0.879809805524904	0.620311962074241	0.402284581094515	0.707956656180383	0.746906343604274	0.616558099625496	0.839935520994932	0.657868977143947	0.526493907500812	0.634110657334363	0.617300354149931	0.562610758757144	0.736705513783478	0.827786056692098	0.540206949218486	0.746497800433481	0.587398647341935	0.640527631969001	0.71269423569088	0.665410716737889	0.662571437768146	0.538078977562618	0.557469470295423	0.648495985061255	0.200049842829183	0.740592989784673	0.625214661187078	0.652964562122811	0.751713605349228	0.596714629527019	0.770226961905969	0.649954838167623	0.442980933502125	0.526144616748002	0.716288608812207	0.429977090798924	0.782065841138719	0.262311525076045	0.642446966643127	0.597336266525988	0.881275142243452	0.434082844894532	0.687131527689551	0.73079474858426	0.804590491442016	0.417924774974606	0.783754405538717	0.543881149475916	0.715799343929239	0.863242625560936
TNFRSF1A	0.851706508828693	0.837211336075698	0.842296802540106	0.751046176442305	0.854242806722772	0.858078609457881	0.793311322338289	0.750741858146199	0.779536438193849	0.763296005383007	0.595575275402535	0.531774665783399	0.727534993165023	0.664739555192896	0.44765586623967	0.836518148910385	0.846612701002793	0.595061968225602	0.654542282524191	0.791186636433006	0.834035394695455	0.752458609936173	0.623929393544453	0.581538815818396	0.721880765340675	0.878962463285712	1	0.806378220745689	0.713826920621463	0.563623987602499	0.753054790628979	0.68071832993579	0.580720201877156	0.664500798498387	0.838672419202604	0.75431667988255	0.740663673703905	0.623681699751203	0.709098589163519	0.844675796654402	0.77247755587558	0.277293945438984	0.82828962232957	0.861122018550954	0.711994877586295	0.872191405148215	0.665049877806864	0.457071857101982	0.721176132253619	0.761958307294014	0.697957241955241	0.838707686442879	0.688739134103381	0.553419359953173	0.6600765407012	0.61546015837819	0.651200031485892	0.781460187633979	0.798068951599953	0.541647462166502	0.683078766696827	0.59673798748342	0.717512079328483	0.739584726246184	0.749241405274619	0.727654565956991	0.650160664120579	0.593469265647492	0.737265020086662	0.256218427636517	0.767432329720456	0.665137890452544	0.724262674988699	0.746854684481075	0.640001292261673	0.806622588228455	0.688908257136057	0.542669920000257	0.539702776553545	0.735054312534416	0.464003671468717	0.787010940726211	0.347524277298796	0.67656072497259	0.627262739881653	0.873054647418588	0.496287052898054	0.728427965682987	0.760488645693131	0.818876907554516	0.432639176927805	0.806695742953605	0.577235681434776	0.761629044671884	0.85844431065168
