""	CD74	PLXNB2	CD93	SIRPA	LRP1	FPR1	RXRA	ITGAV	SORL1	ITGB1	HLA.DPB1	ENG	STAB1	LAMP1	APLP2	NOTCH2	NRP1	TLR2	PTPRJ	VSIR	TLR1	CMKLR1	KCNQ3	C5AR1	TSPAN15	ADCY7	MERTK	CCR1	TLR4	FPR2	ACTR2	CD44	CD163	TNFRSF21	FPR3	KCNQ1	TLR7	HAVCR2	NCL	LY96	MS4A4A	ITGAM	PLAUR	NCSTN	ST14	ITGA5	PECAM1	LRP10	CSF3R	BMPR2	TNFRSF14	AXL	SIGLEC8	CSF2RA	ITGA4	ABCA1	CD33	ITGB5	PDE1B	INSR	PILRA	CCR2	RHBDF2	TREM1	CXCR4	SIGLEC7	CD81	CD63	THBD	TREM2	TNFRSF10D	EPHB2	SDC3	IL6R	ERAP1	ITGA9	ACKR3	ASGR1	LILRB2	ITGA6	UNC5B	ADORA3	DIP2A	NETO2	SORT1	CD46	RPSA	NECTIN2	STX4	LILRB3	SCARF1	PTPRA	JAML	GPNMB	AMFR	CCR5	STX3	PTPRC	CD47	MILR1	NRP2	ACVR1B	CLEC2D	MCFD2	CADM1	ATP5F1B	PLD2	CD40	C5AR2	PLXNA1	GPR84	FZD5	P2RY12	PILRB	NOTCH1	TNFRSF11B	ANTXR1	LILRB1	SCARB1	RYR1	CD99L2	SLC16A7	KCNN4	TLR6	RACK1	SPN	CD69	JMJD6	TSPAN14	TSPAN17	TRADD	EDNRB	ITGAX	CANX	TFRC	C3AR1	TNFRSF1B	SMAP1	SLC16A1	TNFRSF1A	LPP	PTPRZ1	PTGER4	TNFRSF12A	ITGAL	CD4	C1QBP
CXCR4	0.63579863319253	0.511221670860884	0.414621370750018	0.599292925686163	0.39326538291633	0.589234106897536	0.411026691761003	0.514161721019792	0.647501416492972	0.697358892427376	0.770415007839028	0.50251248798471	0.282834867926773	0.587689991118127	0.566988543872086	0.506720592396429	0.250762701264722	0.497575677508506	0.432677914271843	0.598270223711533	0.567629461595328	0.315754047915845	0.329952988191962	0.347294500865398	0.541607129664997	0.521975045859918	0.336816688379385	0.301193687153948	0.384470134596025	0.303822371099877	0.529515992971803	0.476479099153508	0.574469769617475	0.412680639055537	0.483755338544584	0.546196720720135	0.4571658775811	0.642866806028304	0.498537731559135	0.636964418440994	0.538573905871638	0.555472101910421	0.636798565318502	0.459449460312672	0.473789758327257	0.535905389886608	0.628030155446126	0.621350096064468	0.622363698218459	0.51566031721034	0.496336041890499	0.572348564261596	0.551616120420261	0.603123918908128	0.628237367651513	0.240130589327466	0.542519555255027	0.426479729410544	0.310034997851232	0.488964854622178	0.650461427896444	0.387511205602743	0.522378489805959	0.484715775860655	1	0.54380441664855	0.652381192477536	0.593369865499146	0.462574963830763	0.625801520648434	0.306156611214663	0.297669273527102	0.238719010356146	0.479313451663093	0.467694138506473	0.184393392334488	0.492340912804911	0.520518587442461	0.358814445366485	0.510004893624611	0.497068633763311	0.509567808931901	0.36404593933107	0.309111491151767	0.577029901551122	0.666941866432853	0.621454777015855	0.640011367154072	0.565470590706831	0.442058798035663	0.405618009927098	0.500786530648986	0.721153578209594	0.202705287578618	0.561887531941243	0.598329361789594	0.633480975777695	0.693614190469703	0.590174636317652	0.455333020732355	0.188189664473468	0.41917172063771	0.477871571374409	0.614624596100989	0.531627715722432	0.541995352136977	0.451617353379778	0.514500443690569	0.275313831783664	0.435503838247262	0.245794070884076	0.35532581938847	0.413387698651869	0.138437770970575	0.367274572028674	0.497714629060191	0.497000942879392	0.324078397371589	0.585866283331924	0.141582740420601	0.607569650461409	0.164702879230335	0.425740447605026	0.237925424428882	0.672049484412439	0.552099221669765	0.519358366189822	0.552786756825785	0.534891149948558	0.454615066366022	0.636028619718212	0.205103293963808	0.375194722743078	0.503458496608633	0.37497743787498	0.626348347015847	0.633977181117514	0.709482856328177	0.191508763544322	0.573537087191525	0.370134894907036	-0.0429894587310283	0.515697593428188	0.413972674046983	0.475335491077158	0.494374489990833	0.512420587626614
SIGLEC7	0.59456240037155	0.746568956547481	0.645568031295434	0.804586574343645	0.579639163523911	0.776780401313394	0.719586692260662	0.673064659814845	0.650464875562891	0.776508540530166	0.494338365045132	0.801127216481112	0.511016084545273	0.82208963422368	0.800092559147777	0.680491058530695	0.570194259699193	0.674464374856743	0.680547178623569	0.676544045870703	0.647769458729939	0.552414571230662	0.457543572181144	0.506780692963201	0.673613209799616	0.706627799067426	0.503294669291816	0.732430070850037	0.642371859061143	0.597106313886263	0.798336888517305	0.672121760296766	0.736949735904966	0.48634614804784	0.768076797808291	0.713227577447431	0.679149005890157	0.74717447379403	0.661384273289226	0.717318457524255	0.684350391686856	0.732014818225465	0.727900526086032	0.742923904778433	0.827723080319551	0.781456771750059	0.553071845256271	0.7602000401296	0.597263790151613	0.677840549900995	0.654982101508173	0.521319408803068	0.48259810941187	0.583799112889893	0.732879961018378	0.371716673247974	0.701381215798635	0.685192228471113	0.573894689068238	0.397689428583721	0.559885952957462	0.448762649545266	0.688295881777902	0.57414687812151	0.54380441664855	1	0.695516739815727	0.749774463893302	0.646619174792463	0.67979344091665	0.516861442714819	0.60223781075808	0.349660900723194	0.770442936647417	0.630381169761606	0.362820622759566	0.520556788647308	0.610611141205368	0.711984301259437	0.646388698032953	0.663569661296264	0.622229735014397	0.461141807632569	0.601063878162546	0.65768288593046	0.640505410669282	0.672878451619095	0.787730887876453	0.571438168562323	0.522827437068541	0.671764623886565	0.5953147233606	0.396753790721944	0.360533343224143	0.738291506430007	0.657071375120525	0.64500980748429	0.786495919534762	0.618294987427504	0.685262482408024	0.340805201597227	0.583729224176229	0.335715142904975	0.702647031668767	0.644308825936254	0.7298380900114	0.616574101189146	0.483515075864142	0.512271104924192	0.601156083420108	0.632060968886579	0.555697390014073	0.450465471620147	0.384192309691562	0.505462395451209	0.50806969709559	0.564347706256012	0.634210946115653	0.683685824669389	0.269077387180793	0.666800477623949	0.42718361702823	0.643299658164749	0.440029766048105	0.675183192070786	0.690042459615965	0.315069700563762	0.639543111398763	0.65071902959714	0.572574312283773	0.62778692071875	0.413100611606737	0.418243412578008	0.784584338990684	0.441948361884836	0.769852558060957	0.767252775647249	0.720551941950383	0.318561286199681	0.795271716323265	0.617346415918836	-0.127750827432332	0.436478482595335	0.486522696029812	0.551144757247254	0.756268884182883	0.63248956267986
CD81	0.866548936358612	0.722384771252116	0.718871589552666	0.792166407595255	0.49497035821553	0.885275159550348	0.529218414659686	0.730903708460445	0.809552063339927	0.889128879797198	0.836027518866758	0.718669115400867	0.542963896774625	0.840821035859186	0.778688703884918	0.573774317797312	0.370886518704166	0.688619770196184	0.66488520550966	0.913875281526606	0.761769962130396	0.486627745087857	0.579764386331011	0.245114261674477	0.857337273387026	0.759995063214912	0.385457351407068	0.591370026403948	0.482308511875669	0.610066065610437	0.839181934534633	0.502269190044371	0.805791575400507	0.250153796699956	0.612892606949811	0.852681122676463	0.793778763373905	0.896986898477137	0.712964825221139	0.942329234321586	0.919852849611861	0.818082353917096	0.727011408497534	0.778413288865728	0.699425916615336	0.637482086039958	0.601122336801495	0.899592250633485	0.675163200499661	0.673060567779978	0.493020616535555	0.679663811925182	0.796807348553149	0.746296951516591	0.851571643046998	0.0821707427486514	0.861620237524731	0.55490030653638	0.494010519229085	0.367885016069526	0.684780394460884	0.423487170517712	0.809923574562225	0.39159784094293	0.652381192477536	0.695516739815727	1	0.941609020908301	0.474762421157865	0.944839820797034	0.249291942391491	0.395620975036497	0.321635672467965	0.669534163621221	0.729081127142482	0.484213821298449	0.340728398050532	0.787518829553771	0.575560969117954	0.775693450555374	0.789923036717944	0.849067799499107	0.394285238313275	0.54955299231734	0.798284215834038	0.777708233482974	0.865813844708339	0.866125692753066	0.598494349600097	0.275476080249592	0.657257609338571	0.755813678570227	0.612428499490291	0.0690450546902992	0.687750790668511	0.720871303578421	0.516059998983748	0.882406943011399	0.849151374865663	0.768632768159814	0.159178924427053	0.468517343603077	0.38187503006256	0.852778479535403	0.744708243398438	0.885283394605974	0.773747815741773	0.859254985218613	0.260470289539613	0.463063532482121	0.594871651371128	0.618294449089744	0.787053791586257	0.189223099149705	0.561865226690031	0.750693748496823	0.746627704768715	0.711451830041089	0.798662710236841	0.271171140487866	0.749806824303734	0.369863150388799	0.552025458546285	0.357581331114111	0.86770044797061	0.6888418652568	0.461896983520375	0.631812319678691	0.525973103138985	0.67987790055067	0.834055431576866	0.273919077778288	0.133707207718301	0.809317361515519	0.477336939825922	0.901758104697079	0.716954422186772	0.888661150272762	0.324758674273626	0.86994003521556	0.537296219540787	-0.0500584177281182	0.47514442850884	0.498694872932682	0.44470135291763	0.789585065963227	0.843737745178812
CD63	0.737854783402723	0.746923923664496	0.632622709358872	0.820155738313281	0.571865343878889	0.824428511340892	0.570661585673166	0.734438590421979	0.687199752819164	0.914525898082142	0.680228946359043	0.766242168232983	0.51158540373602	0.885960791171225	0.859642847074777	0.689180490824347	0.550115486177713	0.647506452445389	0.669015389876715	0.801731860352535	0.687152827268001	0.601674830541971	0.534580736578731	0.426948843973511	0.79475142697281	0.735447714779672	0.4802952052815	0.679442250258358	0.568488434473467	0.594850742595591	0.840990946329846	0.663071712972211	0.783687929192445	0.415863357062355	0.630189238478658	0.772940766007026	0.734385772180317	0.88400200077684	0.766500246263932	0.883045310288998	0.895188322442322	0.752932164745225	0.795281838375776	0.825447522423346	0.780396344167826	0.698652488120448	0.564711981813804	0.902831512754025	0.563103779356663	0.710590450564702	0.647771745258547	0.636884245081999	0.680102943563667	0.664880902265427	0.80857935970422	0.290797551634187	0.778622810298234	0.666546299652889	0.573647389629702	0.417047618766689	0.591233367791612	0.318715648858748	0.753032832754296	0.515004072773925	0.593369865499146	0.749774463893302	0.941609020908301	1	0.584891305394355	0.901707604397131	0.379032628669116	0.543918678713341	0.482479661322679	0.71423974739846	0.677022857219713	0.444446238731513	0.424711563327056	0.711961485341644	0.589562227742085	0.804527688609076	0.760440827570822	0.776975596340339	0.4739364283162	0.613015570418028	0.76705476318341	0.781138012122283	0.826979716945716	0.890014751042182	0.696296592717526	0.415369043454361	0.655672151242678	0.796723032117906	0.440842905717877	0.309795066172843	0.767014310589557	0.698490548308232	0.571108239498	0.860999273599147	0.878911394437509	0.714053167505041	0.386350905024388	0.462129226367345	0.345306374017555	0.881218256860746	0.805037211764143	0.882096972523679	0.728985115337456	0.777846438684804	0.390754764789837	0.611450474709966	0.565383453517407	0.674493558525748	0.645529988879489	0.314277040273494	0.654498089784828	0.681205505457498	0.64626464041454	0.641822333550313	0.789802483380387	0.226549225634554	0.79065814799327	0.386965539705673	0.652377089710279	0.34102510851194	0.810476435216038	0.671645457166337	0.438943784652628	0.7378816965622	0.595374305017067	0.661992911938386	0.826994773506828	0.395455571683739	0.352697268041531	0.861791401340421	0.606437385078488	0.877582290080678	0.77478732024557	0.854249488571035	0.475768909436779	0.893781695805331	0.591026276289942	0.0797173968848369	0.535622589504571	0.642892521888528	0.530609374620146	0.80233130172777	0.838440238696434
THBD	0.264442099110911	0.70494093626279	0.461343220325901	0.751893006522191	0.678551017959663	0.526105571536902	0.609676224381806	0.495480776698547	0.337595817057219	0.659355584101951	0.184576247210305	0.754214928448013	0.470685545704894	0.675765165845129	0.789609141477872	0.580775038141942	0.735300591245796	0.531495992694454	0.584296935180965	0.408053639259265	0.39113308763003	0.471545697168433	0.281532213414214	0.730007657526271	0.493426165141788	0.618370981028737	0.56945902943802	0.656876583248831	0.57471943402905	0.450763503179861	0.640329779420254	0.863268135807813	0.538802392356112	0.770965836266986	0.738042204889319	0.406744194983945	0.479533066750319	0.605597625739719	0.735127125397511	0.413003243524747	0.4290907465112	0.601732537683038	0.839725124055919	0.572846187567668	0.798034006001927	0.831321033569407	0.403494552062451	0.557175063226128	0.4118839839256	0.585108132162684	0.772793872861021	0.365303912968532	0.289879954282592	0.427027114526454	0.576859319734104	0.61295205784947	0.425987811613294	0.699369196071087	0.619710948942416	0.43989985767353	0.29019026870379	0.247005437043094	0.524736488136909	0.895183171146473	0.462574963830763	0.646619174792463	0.474762421157865	0.584891305394355	1	0.456077618692453	0.809882745008469	0.632635136689142	0.500474006493306	0.713605136462093	0.401485473754169	0.160710455332392	0.693475048982929	0.516145527901647	0.620173447855094	0.472917655601519	0.534159496222705	0.447982348797249	0.488093415556924	0.711203688682821	0.575391912182957	0.501948305527788	0.509134704637956	0.715850681902541	0.845600399225101	0.662461732425316	0.534397104696287	0.505547433752861	0.117460182281361	0.600080355734985	0.699722237974822	0.379505080503976	0.747136618601303	0.559897712047385	0.635738412739906	0.404771695170322	0.58854043773926	0.539410234482001	0.253936255722395	0.596854840247206	0.559425857598704	0.572635678760278	0.430412705841089	0.322254361404577	0.718017006689293	0.663823052835418	0.575879950741262	0.409881583906017	0.0664574016059517	0.342166457561201	0.617870046916664	0.253327239638817	0.337172279319441	0.361526985207724	0.514830187598208	0.175567037647185	0.609911555325028	0.512583124254451	0.676930717223383	0.203516756392642	0.485415318713397	0.561166932144311	0.615492309919523	0.789389088115435	0.701787370422674	0.261667214898833	0.540038601544127	0.531773850957145	0.647199866731893	0.658443866576868	0.704511265538058	0.562280993405538	0.722092803011783	0.519020867735276	0.537244941267791	0.641501604785818	0.56075095199076	0.0123687125414909	0.813840327951073	0.558727631749812	0.636464125173184	0.716990770163022	0.494797305753444
TREM2	0.905117120955793	0.764359419355683	0.762061200932172	0.813917388666443	0.62521181028773	0.870633044685645	0.579885207242971	0.831119539799651	0.847207828788687	0.900520138347568	0.784447121931832	0.760156995977376	0.677162836749355	0.878895823103141	0.796912330997903	0.61254053848852	0.459438668061405	0.772244009916497	0.743572108282817	0.854614333490933	0.824384055776901	0.667522232147574	0.694872094930203	0.35849530290564	0.790664687830951	0.794079860421827	0.583331213461436	0.567776369930874	0.627554047732448	0.568326704448332	0.779453040286254	0.435633180460914	0.889391829610704	0.294305789631429	0.663440531707401	0.868456265114007	0.840052371538885	0.941149117131188	0.603328314822842	0.947630432028849	0.869811731551306	0.807169464934005	0.717513176948904	0.768183422472363	0.671714156236769	0.581781935073985	0.707918329250907	0.87243931110828	0.75150997812184	0.757992123142661	0.55618183803904	0.798248193721125	0.873792507191073	0.840456325666155	0.856004371135379	0.204017990060639	0.859015794754937	0.682081228324016	0.57117912045145	0.383335916819542	0.726593145766674	0.261511216133855	0.851432474766657	0.35675976207531	0.625801520648434	0.67979344091665	0.944839820797034	0.901707604397131	0.456077618692453	1	0.26164451509901	0.49558541820812	0.426116620457897	0.646454637065756	0.761881352607658	0.630240437772903	0.410795228846086	0.665892814774538	0.630390978652407	0.758793829494224	0.811236990519785	0.876953537713723	0.505588081298469	0.435825654310167	0.780954314756601	0.808612400648186	0.701900400750123	0.815989050538741	0.549057939593399	0.374800089281358	0.684596854677061	0.677513032795233	0.548947471918701	0.136124521790287	0.721725720983598	0.667222236242723	0.565439686232653	0.89127062591959	0.801802020481993	0.781584119389164	0.225357437561445	0.500520861620579	0.492336637429174	0.760013925693	0.852034685384988	0.762901040556366	0.830185606273715	0.867645851751852	0.337528530487676	0.567703284876658	0.485038203420746	0.593943323367995	0.79276610563659	0.227277042979936	0.563145932023409	0.595611218706162	0.71942666376928	0.782935905264402	0.811171730518287	0.394693599464337	0.742588822676925	0.257405237091964	0.510810343562016	0.487965038681245	0.728921270989798	0.578957043344624	0.357578342747894	0.551988799057824	0.646364434146935	0.654878006945533	0.717007636878835	0.26418111502168	0.233492110158661	0.798921899552465	0.36675899510212	0.945042809302242	0.802888878326573	0.821760410553896	0.205066892969034	0.830544421883633	0.634927841077867	-0.126801885961427	0.472115763020465	0.411101094422374	0.516537420085668	0.827107588635876	0.679230063642828
TNFRSF10D	0.0709065443531765	0.570027367479124	0.276174995560535	0.596669346985279	0.590135072241284	0.318052152346956	0.438553046837217	0.338791919968062	0.151963576994009	0.490506209377212	0.0123595166368511	0.637692833876695	0.3376270462034	0.524614988281145	0.637999553251681	0.481110872022873	0.645439483440732	0.381996434253473	0.442453530470561	0.21525521279589	0.21583519646172	0.395598134324239	0.107015003968505	0.736263814226368	0.323915236286835	0.426660277868082	0.517617965961336	0.509903165672329	0.461176661902266	0.274987802143865	0.433776108721877	0.80040215204433	0.37520543312069	0.751097542794559	0.637543974661011	0.26192245828633	0.276037034180554	0.409658224970187	0.56107914965586	0.205909524388196	0.194985049381138	0.426624367537582	0.670683757049681	0.376376023575425	0.613902971313062	0.72679922973777	0.334065554064428	0.35989512357631	0.278327990078449	0.456592373219276	0.680651561536694	0.184002916038057	0.0892775712803551	0.269680138326667	0.396735831746057	0.605971866252391	0.229887440566791	0.596088222492277	0.540062560058406	0.424438156314107	0.155115206131887	0.169085832981747	0.324061641638634	0.810012320510066	0.306156611214663	0.516861442714819	0.249291942391491	0.379032628669116	0.809882745008469	0.26164451509901	1	0.602047605356393	0.392046903175921	0.51540460563437	0.233382212531847	-0.00140064205725761	0.584288814089998	0.378957772700756	0.530508379581166	0.285269291268737	0.339354910193093	0.258250809315008	0.398483322355507	0.557557405337264	0.380706900987531	0.342195021077306	0.311937073807878	0.502963338033297	0.741880106029241	0.619758449374986	0.509610194807001	0.281855800500396	-0.0119862161358735	0.618435295775772	0.586357283888551	0.271497447822046	0.614411628763794	0.361682498354974	0.431061817021604	0.210418151381107	0.562750860847941	0.374776695469514	0.120233396796591	0.359082700224993	0.394544706865037	0.355839735319202	0.232553956511443	0.134657368210604	0.69896668889392	0.615564576169192	0.488214125614181	0.226964630338754	-0.114237346379223	0.241771474617122	0.49298509600388	0.0101001061414726	0.141389184270274	0.202936650437286	0.358322514363417	0.0560838263242521	0.444408271065873	0.429364257865859	0.589391453457684	0.0643381136157187	0.315995210219576	0.372612664968232	0.510417496247429	0.657657061351995	0.641048574059492	0.0554380031275814	0.37318381482325	0.445482907388999	0.657949774482822	0.453060500835496	0.556787692946124	0.412054896586172	0.55495539582188	0.326790236824252	0.434702198127133	0.429175950296027	0.397081124191392	-0.000871877979092411	0.72031474315578	0.436730957232132	0.573792933010437	0.560628695985979	0.294808379248034
EPHB2	0.35880465606727	0.728184130537375	0.534528519276063	0.706638127020125	0.772554659458241	0.47732659872264	0.645942949364532	0.677148181064242	0.374452450973096	0.625184609148491	0.067543125435548	0.732830789273312	0.659918865189452	0.719952539542014	0.763556195904397	0.657775853838502	0.872231396658631	0.591055542129438	0.710317654836979	0.300146403167277	0.4901604008237	0.747464127490174	0.565361623528634	0.757813098798491	0.389658180222941	0.640369070791441	0.779966339774188	0.575544136174639	0.79151480533141	0.375560117469577	0.521888904598648	0.597530230328586	0.641404132099567	0.686372300002864	0.703636405613194	0.491040169066944	0.578486228272152	0.619133933570865	0.482692520798224	0.446605156169644	0.413981564521078	0.552326853458599	0.699757215355525	0.57967168000837	0.731205703210668	0.635911603945295	0.516587035974422	0.556992090485744	0.411933058118662	0.743941174430086	0.77770277305558	0.589430573386516	0.376262444772315	0.53580274499577	0.53712392054448	0.744069929942666	0.415513538897822	0.865145767438708	0.680731838544039	0.442872761689733	0.291097604034223	-0.0916067918561708	0.599901467397146	0.530531635467342	0.297669273527102	0.60223781075808	0.395620975036497	0.543918678713341	0.632635136689142	0.49558541820812	0.602047605356393	1	0.666146336721181	0.680513857065559	0.523553564200717	0.495455729686124	0.59756643937091	0.224124647716147	0.543514901227806	0.50087653635726	0.602763120795027	0.531676840638374	0.655932010007903	0.503132603083753	0.554552394357433	0.538286812446366	0.236066989765672	0.588111955804937	0.581606396014362	0.629822734161634	0.60282644267593	0.403668620464711	-0.0264535371634371	0.669698866278135	0.773582804332458	0.299275204239888	0.690171031747165	0.500267887976818	0.506905398992433	0.443487568768734	0.720645939590752	0.483522298452748	0.416937367306021	0.443649222965919	0.702346252697294	0.412699584057218	0.530606007372249	0.324983887880529	0.724120267948839	0.830004008165272	0.370003927009854	0.520459129000481	0.216344861398265	0.514497196157827	0.568915791521294	0.112301473759854	0.326908571776528	0.499319991740792	0.547556255667728	0.43731588851409	0.488641594011772	0.352797950455411	0.585519190761459	0.48693886712511	0.213622667127672	0.344663286468113	0.223796923922518	0.48039649092736	0.803119859025561	0.305973351999762	0.29827636502125	0.359511325567434	0.633207034122009	0.678017025901725	0.466718642151627	0.570657698802012	0.750901900060193	0.453774943093247	0.364603758577569	0.622254230400125	0.734169495521202	0.0122424955559507	0.589029021533443	0.430467600444707	0.606668646252043	0.735547855159306	0.238208649255534
SDC3	0.321163731526928	0.595370355045118	0.41224480093053	0.576440995105325	0.805569026061062	0.312554748466809	0.506730386685422	0.618968955656952	0.281222812176958	0.544710739552925	0.0320495698249243	0.545975946313459	0.579575118026953	0.586648243944599	0.638093706814536	0.60333480562724	0.75299984837282	0.490372721027448	0.575985216123674	0.127361916431016	0.417427165561711	0.685391764160968	0.510368806781058	0.633551890186927	0.243421883380675	0.494688522726167	0.71708216950635	0.412371802274768	0.697209068548672	0.196285136346327	0.359575421723252	0.462423886179568	0.525207303863031	0.570070978565754	0.508348254987182	0.265967898939589	0.433461573997171	0.521956896248825	0.40529272875964	0.345261291447515	0.314805959110676	0.36634679437568	0.533185446242563	0.540448351225539	0.492824348775999	0.383604406869853	0.51175308909853	0.478263756184254	0.341689358503675	0.662153926605962	0.660975795219889	0.5822631167107	0.429903495104669	0.467540477484453	0.405156823605739	0.670633008393986	0.259519883498504	0.763597625499266	0.48522945394805	0.493226673549307	0.200406567334463	-0.294137801844188	0.478563987651452	0.415758124117434	0.238719010356146	0.349660900723194	0.321635672467965	0.482479661322679	0.500474006493306	0.426116620457897	0.392046903175921	0.666146336721181	1	0.468051056998047	0.381450866984615	0.466631449131324	0.593779038141095	0.0589682396014056	0.386453234755795	0.505039929061223	0.473822909335057	0.41652519835407	0.73770183457596	0.340544700486415	0.543176530887567	0.627381154778755	0.129955090833469	0.460641064204289	0.498052962183118	0.578089373938327	0.382124123377435	0.562337762197917	-0.127710072138515	0.565977615927508	0.657831287111035	0.158041020749576	0.589607482237179	0.373748166834837	0.561164738820037	0.293987067642149	0.835731711754365	0.421922808510424	0.481329762317171	0.460829036138786	0.746487676964201	0.260543625321993	0.470733660592414	0.31189410686818	0.575885875982127	0.746479555043735	0.0603729942152491	0.581422018356281	0.154080605793226	0.54506958571348	0.69415663980387	0.122265931330946	0.370793123051208	0.374236962152401	0.472184790214661	0.394359710961176	0.586730803640629	0.227361556412918	0.473130098071592	0.415868912762822	0.0953686768283964	0.175983471943275	0.110528799163666	0.435391338339456	0.679672973419452	0.241335546751035	0.164819882485108	0.484445571033459	0.589892926222123	0.558253224649157	0.560146981853629	0.427439753652694	0.612109175937982	0.378605881143664	0.535824190665711	0.515340567486534	0.675756355221755	0.469087941001411	0.502188901346186	0.610586035851289	0.492584322801244	0.545969349923207	0.203149760522337
IL6R	0.580351733424154	0.877383407918765	0.796483064524144	0.88086463889857	0.669927267470232	0.807039741125206	0.860607287885754	0.774285207288711	0.663618949090228	0.79631968115187	0.355822804549234	0.820048505884946	0.696789711272312	0.819460665601901	0.867193193565173	0.780735671904909	0.715434937294976	0.793967369372978	0.849183160777902	0.639641798692146	0.72969609747485	0.534275553029232	0.658593288233186	0.496828419029644	0.660786260443737	0.875020998532855	0.592978992187273	0.844959128056151	0.75113051169788	0.690121662331413	0.9037461934692	0.701009213227376	0.79338688178061	0.472767384342465	0.826016495442349	0.65430834737803	0.794909214306516	0.776520939036576	0.78919816364009	0.681382934738419	0.723295396789055	0.819591788044887	0.764378722830412	0.785664558465695	0.877303361585206	0.843255202936691	0.553126356032001	0.781916187173766	0.639579052171008	0.792835937441255	0.682184039025169	0.599583914150479	0.545889061495742	0.640856593177317	0.826511916067891	0.394947782454147	0.722212259799969	0.738060732205894	0.753257780153438	0.403653136201521	0.418710815368214	0.397577094089663	0.812167389315714	0.543469473570284	0.479313451663093	0.770442936647417	0.669534163621221	0.71423974739846	0.713605136462093	0.646454637065756	0.51540460563437	0.680513857065559	0.468051056998047	1	0.758397861083364	0.49255117919343	0.534328674918617	0.570370281951137	0.691325902483	0.765322680000093	0.817543108247914	0.749558628015072	0.638225576134662	0.778686305898458	0.82936306872345	0.679665762517488	0.649719696306821	0.854118892189237	0.633662981708347	0.510299716419422	0.715013316177383	0.681943559560967	0.31327744772895	0.320707918921989	0.809762647100691	0.627899314502476	0.733041388148991	0.806107784709394	0.702573520898003	0.719914629149211	0.414345458961164	0.731828484891674	0.53233015405605	0.758115666463225	0.702989683211967	0.796402936910799	0.689263279552286	0.489492752864103	0.57949323172959	0.65830957155859	0.646467818811645	0.716944913580312	0.410327279927755	0.583671056964706	0.722353523944496	0.522956496130532	0.683804455045431	0.717123343018602	0.705310054688832	0.470673398580674	0.710451686047328	0.546920816677638	0.714984801780855	0.589460173351413	0.59666536537453	0.809910341210914	0.430465996950617	0.674413289559684	0.73764683913475	0.672044682693801	0.570761555510455	0.379876473228986	0.335218403341527	0.908374128588602	0.550919426816386	0.751809067777855	0.808729055330568	0.755086014171168	0.402629924164331	0.856228543504744	0.811417466116206	-0.0782445058266776	0.581038996139467	0.512469746024823	0.644275562703231	0.841523822813818	0.626504780321158
ERAP1	0.803665794948444	0.810210551362372	0.852019974885039	0.754224815715588	0.61255484551958	0.843409502432787	0.710281927777903	0.859502663333921	0.828607955316919	0.776613259890547	0.523774593209726	0.712532064065818	0.784246522566141	0.773041447885866	0.732086806090028	0.64151560882841	0.486701464659817	0.829578748666934	0.832823969179183	0.712106748028108	0.857946371218485	0.517277653004671	0.797371958349849	0.234535212210884	0.692869409511364	0.827544073594047	0.595324830498235	0.623767169162361	0.682503480649967	0.715874295750372	0.796410420879191	0.369069759548886	0.872626836400596	0.149390882150109	0.683413262238757	0.766334884760459	0.850680316293891	0.779144520814934	0.620431507977574	0.792143845968915	0.735933691821834	0.793364601480774	0.556398917356305	0.717324702284343	0.692312360552185	0.58352313829268	0.685904422218862	0.792452300977647	0.751917324506371	0.78056722961665	0.465241586446292	0.684446384471996	0.766680107602054	0.75075047902951	0.848772102463424	0.117007957386821	0.819812339371971	0.628641323989711	0.672483723542418	0.382667511866348	0.534311579393343	0.343592629688201	0.843382714944425	0.183378307736892	0.467694138506473	0.630381169761606	0.729081127142482	0.677022857219713	0.401485473754169	0.761881352607658	0.233382212531847	0.523553564200717	0.381450866984615	0.758397861083364	1	0.643990973781666	0.327610931491229	0.503125997533534	0.609707578780499	0.769222989069059	0.845432330402001	0.815701223682148	0.627418245493834	0.555978420526988	0.828600984577769	0.767412947916496	0.60156312354081	0.729410081323988	0.38705820629469	0.276790021335053	0.661915277240099	0.680399270579086	0.457346150474931	-0.0199809295272684	0.645940050583685	0.617439445936083	0.544622386525576	0.833122118857388	0.674034479913324	0.81831032916948	0.194106534725747	0.643406580755405	0.705898651347313	0.693019585509343	0.723434766293173	0.699019086220677	0.758837504497544	0.652241290164102	0.299693272414189	0.501582762118339	0.480830854719418	0.718443642531013	0.659787169987141	0.497085655608555	0.653130751236224	0.587019555247723	0.71527815703301	0.831327357817547	0.756983450920829	0.603870697436128	0.670152631745441	0.493709309208739	0.546138293197995	0.730956965236678	0.558459098855758	0.632190534082918	0.275989874292461	0.476599006581139	0.641462611158008	0.73425893673123	0.496919057888265	0.340604351202396	0.0598552647487358	0.818522055125075	0.36414188430893	0.800687156609978	0.724317030273077	0.770523986874052	0.228905160205481	0.802449817189163	0.795682227914047	-0.0743010852451758	0.391253744302691	0.357590837363757	0.551337774257842	0.76391314598859	0.575933129049815
