""	CD74	PLXNB2	CD93	SIRPA	LRP1	FPR1	RXRA	ITGAV	SORL1	ITGB1	HLA.DPB1	ENG	STAB1	LAMP1	APLP2	NOTCH2	NRP1	TLR2	PTPRJ	VSIR	TLR1	CMKLR1	KCNQ3	C5AR1	TSPAN15	ADCY7	MERTK	CCR1	TLR4	FPR2	ACTR2	CD44	CD163	TNFRSF21	FPR3	KCNQ1	TLR7	HAVCR2	NCL	LY96	MS4A4A	ITGAM	PLAUR	NCSTN	ST14	ITGA5	PECAM1	LRP10	CSF3R	BMPR2	TNFRSF14	AXL	SIGLEC8	CSF2RA	ITGA4	ABCA1	CD33	ITGB5	PDE1B	INSR	PILRA	CCR2	RHBDF2	TREM1	CXCR4	SIGLEC7	CD81	CD63	THBD	TREM2	TNFRSF10D	EPHB2	SDC3	IL6R	ERAP1	ITGA9	ACKR3	ASGR1	LILRB2	ITGA6	UNC5B	ADORA3	DIP2A	NETO2	SORT1	CD46	RPSA	NECTIN2	STX4	LILRB3	SCARF1	PTPRA	JAML	GPNMB	AMFR	CCR5	STX3	PTPRC	CD47	MILR1	NRP2	ACVR1B	CLEC2D	MCFD2	CADM1	ATP5F1B	PLD2	CD40	C5AR2	PLXNA1	GPR84	FZD5	P2RY12	PILRB	NOTCH1	TNFRSF11B	ANTXR1	LILRB1	SCARB1	RYR1	CD99L2	SLC16A7	KCNN4	TLR6	RACK1	SPN	CD69	JMJD6	TSPAN14	TSPAN17	TRADD	EDNRB	ITGAX	CANX	TFRC	C3AR1	TNFRSF1B	SMAP1	SLC16A1	TNFRSF1A	LPP	PTPRZ1	PTGER4	TNFRSF12A	ITGAL	CD4	C1QBP
PTPRJ	0.716442921471314	0.929169649199993	0.89940375199257	0.896065302765757	0.814843646108971	0.798172881830713	0.858008786916634	0.932372735874538	0.762787353763092	0.831258058597446	0.366125608778339	0.845124826299304	0.903476682171427	0.848088644440202	0.865189005130348	0.771227956954537	0.727425360644074	0.916987533383475	1	0.625402179813629	0.835285179569721	0.698103363883491	0.824998550134918	0.479262276715708	0.622853766160607	0.929554282588278	0.786114070653972	0.7697792081793	0.843790137252272	0.642799857552427	0.825166440408072	0.510919641340919	0.915071708233537	0.386208287159575	0.826874677027231	0.741532977388871	0.867956016672791	0.835097928710911	0.678873730088916	0.720406035709093	0.69454410072503	0.805486048202014	0.683850966297793	0.791340895525845	0.795536406259325	0.712659148536918	0.711198481789593	0.778856034130893	0.754422175819734	0.876393306790971	0.636070328793464	0.760765970333492	0.748973715100798	0.793793160840351	0.87106248477688	0.360926058294158	0.779284378690795	0.819681850131437	0.7672203465142	0.422670472785819	0.456473941625257	0.198151080618541	0.886160745307607	0.382235094850833	0.432677914271843	0.680547178623569	0.66488520550966	0.669015389876715	0.584296935180965	0.743572108282817	0.442453530470561	0.710317654836979	0.575985216123674	0.849183160777902	0.832823969179183	0.694047104853338	0.552149347886828	0.484097491686631	0.731113465619734	0.773795277515635	0.893992108697412	0.868999113953364	0.794231802508953	0.622388829292749	0.86596786219545	0.766464386820935	0.498031506538988	0.776653927518088	0.550198489323488	0.471630452521711	0.754839819400206	0.658641441875427	0.279758122626786	0.214317729549157	0.798686067098832	0.550434271422965	0.735751623060883	0.811190340201334	0.726749518902996	0.791616962320745	0.413061754118189	0.7548495075511	0.706492110056051	0.660097635741341	0.8362976155485	0.663510148211307	0.775114571676969	0.598100755086561	0.546470856279318	0.726568558249714	0.546391310324287	0.705096245735756	0.547340253577468	0.58928114238667	0.716376345800329	0.421559907643295	0.692294696486371	0.85824870209556	0.717090332642846	0.627557128807178	0.724087852620857	0.481514098109702	0.603032594702409	0.733191595088179	0.452759388535886	0.6686410954794	0.358372469214553	0.513405976066354	0.82243447269707	0.637458403117365	0.422131783987387	0.392719492364555	0.279245729326294	0.883133179077915	0.423462953204691	0.819719430118894	0.826885078793207	0.725693896245225	0.28000683054215	0.827131176405217	0.905876079603945	-0.104049132780648	0.565251438082386	0.414787286267033	0.681733427220232	0.880796401390455	0.478021828455318
VSIR	0.832101980244954	0.670021282419211	0.753392995193936	0.714859565989232	0.424339339844245	0.902219937254259	0.527135298468553	0.637506212756113	0.826224849288777	0.765593771539244	0.839745655519662	0.696232858303112	0.51920834654183	0.719506606341186	0.668130437289123	0.436789733177214	0.211656007858458	0.697781383111761	0.625402179813629	1	0.737750265214614	0.343113641459063	0.530882236171678	0.149637464549222	0.8330064205095	0.759021577200933	0.304939876192116	0.488090379955366	0.403904371979933	0.583345154165708	0.789008840038918	0.41216717447597	0.757451488475175	0.1436636650439	0.656097323452274	0.871594877608335	0.804054586382081	0.814483279142395	0.617221408110913	0.877381269713574	0.77964440743586	0.848873381552029	0.627811886472728	0.692370525394873	0.619894167813697	0.637897247153064	0.578089247249478	0.834229600890877	0.747706554633847	0.60030732343807	0.38281403966354	0.610919239437854	0.72799418978184	0.764515408146763	0.796392814611063	-0.0717830502101344	0.883864550465417	0.417622092666414	0.427329266828846	0.295763789431965	0.727821912141853	0.577797354950869	0.798742223685244	0.321190734558931	0.598270223711533	0.676544045870703	0.913875281526606	0.801731860352535	0.408053639259265	0.854614333490933	0.21525521279589	0.300146403167277	0.127361916431016	0.639641798692146	0.712106748028108	0.480866117527837	0.271741276917888	0.843798147159575	0.608511219826528	0.628554037455311	0.740239981127677	0.810667415549642	0.254655757405716	0.449150989257701	0.752009757331601	0.673930228572331	0.847369368381349	0.764539413395622	0.503433962364631	0.223380242581945	0.711670437404709	0.623840472127581	0.701287318044977	-0.11227434801504	0.573070441899904	0.731271731913443	0.468608300108756	0.821276929095974	0.688035391680037	0.785355295458122	-0.036738753085539	0.469819494057097	0.311702644112367	0.717664753629336	0.591552914965652	0.822565631132645	0.74524555798376	0.758417042408707	0.202925404834304	0.282103319667502	0.690595398332427	0.464755642653646	0.824165071733195	0.0372230397499706	0.438437176508832	0.639362562807558	0.73868870811629	0.740472900545012	0.732813131968095	0.311268123585316	0.598937429190945	0.325227026841827	0.425300189271122	0.36941838105246	0.885825015961103	0.663433324201432	0.471781374544026	0.513816906937144	0.472815119295627	0.578390004144297	0.787731378345289	0.207604033414167	-0.0284721650517712	0.698265087570886	0.340589368649968	0.868875015983317	0.656541394259551	0.838507092064545	0.156783444810424	0.7748241842797	0.480752030461066	-0.172271098283336	0.401664630174476	0.324476350268121	0.343242345192612	0.740637773906509	0.789831749526107
TLR1	0.876023910993182	0.805481235307591	0.884672161619337	0.793468125388423	0.668187644652958	0.85497874382059	0.740309807382085	0.905928499370242	0.914828219905193	0.810328347836965	0.641424109400089	0.727969260459194	0.795840689907405	0.79590581858669	0.741088713351043	0.663554129978881	0.458698109488231	0.9066987548384	0.835285179569721	0.737750265214614	1	0.576148778209618	0.831718985559069	0.284504780499821	0.750393506697998	0.84499981550825	0.641105495794461	0.606694538743435	0.717829988506237	0.613690804699527	0.782284370938035	0.32724943536593	0.927440315467451	0.188987711923724	0.714890851771658	0.794499484064127	0.860135636005843	0.847142764903623	0.538934138831985	0.86327259565272	0.768682956115409	0.818711109323522	0.606445342060878	0.731827523421911	0.644197318474922	0.606183771640856	0.767197791038921	0.797150783016632	0.864572593498625	0.819404651596509	0.483957211012787	0.802061358370114	0.865175596800076	0.81998198545639	0.891064953759437	0.172030943333263	0.833797138721002	0.636648491032628	0.623268232361933	0.421856562667269	0.661840266236055	0.339524147799995	0.879260099767903	0.19984612242173	0.567629461595328	0.647769458729939	0.761769962130396	0.687152827268001	0.39113308763003	0.824384055776901	0.21583519646172	0.4901604008237	0.417427165561711	0.72969609747485	0.857946371218485	0.665253433447867	0.435317615045582	0.522847263950115	0.653626252410912	0.763359051089021	0.830521185241153	0.886466365892918	0.63684954262292	0.441599288390567	0.832967508297106	0.827460969421568	0.568038180840422	0.734326621530812	0.355450962772225	0.386289373095269	0.722227285106902	0.626110772988043	0.558369936028134	0.00259874638388884	0.675261272215544	0.62232881437557	0.650001420639318	0.880356394743869	0.670954825159607	0.852356995085781	0.176246958166553	0.675527920390085	0.728433650406536	0.690158045181975	0.767865879723858	0.653222429324268	0.79701484289717	0.735358406023013	0.318783401306609	0.523489282377742	0.428093871517781	0.64374409452635	0.7290365944413	0.444859269975003	0.593216136591062	0.569907213096696	0.768363136260415	0.872716757887242	0.765762966526711	0.609882021030497	0.717344279910198	0.31006088178905	0.540069407974854	0.760215447458848	0.576723713788259	0.641984553552576	0.19972003024066	0.430038575514611	0.678171126524193	0.742201068224569	0.48339437935158	0.246384574611544	0.140358723373324	0.795748344247257	0.240834001454729	0.862567257001006	0.782859604551694	0.769354763968276	0.0827788333547416	0.780429439717687	0.782315043133286	-0.154099352386651	0.341670316033315	0.307752449799406	0.51168816673649	0.752422355530518	0.515429543849433
CMKLR1	0.525489021127695	0.699193427996938	0.531881529453774	0.686876739578991	0.742652526386141	0.50311374024596	0.59177275690722	0.752824424607279	0.46260861210814	0.674784361850963	0.216168921087306	0.676884129301734	0.697896978854564	0.764231769174236	0.717048439621311	0.638325061693929	0.779705494540726	0.627311356182384	0.698103363883491	0.343113641459063	0.576148778209618	1	0.649961159755611	0.66000993107867	0.359868176288973	0.628192747828001	0.827952031240251	0.570715125425077	0.813919330935797	0.354273968851913	0.502509288428834	0.41241600051758	0.735426464521583	0.493581503717208	0.579173920719093	0.51609372959104	0.585140948389153	0.714697711432089	0.353662531365945	0.564402183340918	0.507168255099241	0.44788982257585	0.571675983668487	0.644946960979374	0.595108656696141	0.428741562196536	0.596619346804623	0.565232162390715	0.469919107116422	0.720115802127532	0.680832989218173	0.729562382707497	0.574722650217577	0.633361859765836	0.558929990434559	0.616507991764616	0.463475732659086	0.857637467075971	0.652281147862962	0.344907537413731	0.378998888572434	-0.2733603455623	0.623046797064856	0.361559654204843	0.315754047915845	0.552414571230662	0.486627745087857	0.601674830541971	0.471545697168433	0.667522232147574	0.395598134324239	0.747464127490174	0.685391764160968	0.534275553029232	0.517277653004671	0.631817439935002	0.517027690745881	0.140340480290006	0.567957917063393	0.559886335185881	0.627559570392719	0.589745063620104	0.660259075481595	0.302090778503837	0.523944362493394	0.586590418759946	0.15075239248691	0.542848336151867	0.449788152399605	0.577716069053474	0.525546901901447	0.411711415479073	-0.0304365150089877	0.538615260493335	0.720699382450519	0.34730369372515	0.565509221717988	0.578806018936636	0.533585435061385	0.49312875212691	0.586740754107198	0.384259597863121	0.480293146456531	0.437724626250974	0.833440845232059	0.348395778727294	0.624074066827309	0.476025491247449	0.612181693459766	0.801516919722732	0.181018137604233	0.522887580116281	0.360265895391551	0.458700281946703	0.524067567849331	0.0941700345158533	0.347192603157158	0.59771406301493	0.546454600795503	0.446230538289997	0.571503355910118	0.101606318083332	0.439075497711009	0.574195069794371	0.155415347370719	0.270195535338964	0.0642432882072944	0.360956059307289	0.742673792285872	0.390977621079321	0.279666311338276	0.290282406071196	0.583689054805221	0.669005757311585	0.269236928884289	0.6527237818159	0.762663763197239	0.417524052689838	0.183751289338268	0.602386015635893	0.693287655936897	-0.083001139076518	0.434481044929173	0.321855884506071	0.610798549381189	0.70155952127527	0.173634883996868
KCNQ3	0.750064359556222	0.752862295958452	0.843400083627271	0.668996609935778	0.676240143469511	0.695946720508451	0.705359002853012	0.869019171144527	0.753934983583827	0.658415879931783	0.359155721972813	0.62238113241365	0.860786275500878	0.671226390303807	0.627718877903349	0.542524697902324	0.556157714117571	0.814681641679163	0.824998550134918	0.530882236171678	0.831718985559069	0.649961159755611	1	0.244991082987483	0.517738291315572	0.788283065107177	0.686979343532826	0.536720784676143	0.756367823163934	0.518175022549143	0.64154072681972	0.150951850571736	0.830501936120749	0.147364570025099	0.611897573322392	0.61608260612442	0.839694924478632	0.738149156288254	0.410860866046096	0.699248861084116	0.634977421202249	0.676232946215626	0.446445901553675	0.610524881616048	0.561266408586533	0.407029785463707	0.666566271930942	0.663418090698454	0.704016035991164	0.827702399720848	0.423685247315502	0.798460639521064	0.80505669079475	0.739177392079883	0.744133593534606	0.221964218909653	0.688918283100032	0.66815852654961	0.630650052729509	0.301421888858979	0.424515438653953	0.0128253783567494	0.850656765895944	0.0422138201588669	0.329952988191962	0.457543572181144	0.579764386331011	0.534580736578731	0.281532213414214	0.694872094930203	0.107015003968505	0.565361623528634	0.510368806781058	0.658593288233186	0.797371958349849	0.817853982252181	0.364121200829202	0.255230808172672	0.513679642306817	0.668582752462194	0.831004997490901	0.807514293346874	0.690484353680248	0.355870673372355	0.749982467652327	0.687295597797809	0.302971086452184	0.566643856569887	0.234514716652406	0.29170052753381	0.58517802326753	0.522613941581161	0.249472164996137	0.026697234114297	0.607839523983501	0.394839712384416	0.518031503290605	0.688083447398372	0.555662129429105	0.764634837941143	0.257868290423235	0.584957513713117	0.728905166015119	0.500002423001158	0.750096843503602	0.48525686492623	0.781014993154966	0.575522511991731	0.313305063154725	0.543589388896769	0.294801148130256	0.630590299747349	0.648879667362088	0.495131835226021	0.564138977083202	0.394749730352376	0.671526621162756	0.835920692498543	0.687307275568844	0.726698096782141	0.545921594602045	0.287832313026301	0.392852642558631	0.804864356853763	0.27183714464803	0.481286758288462	0.093491486263636	0.261007413190567	0.646279079920551	0.645695922095139	0.252846152027919	0.188041426773178	0.0913995235521137	0.734983846668573	0.182461686985167	0.705264742749245	0.688117902337102	0.560464715623348	0.0615937442814732	0.659956828484459	0.826227306877588	-0.133345200367107	0.31657836550217	0.194961781493864	0.510058239364763	0.709264376083549	0.312027785119504
C5AR1	0.170663660609141	0.565915916097437	0.269673492007631	0.594739777750807	0.753491782536484	0.296829414968453	0.528154123428684	0.463393762872506	0.199814419396279	0.506512778175707	0.0232783567613477	0.641279931833755	0.435635736514254	0.616256310691824	0.677969753443434	0.603641818198222	0.751435048752088	0.446678900866687	0.479262276715708	0.149637464549222	0.284504780499821	0.66000993107867	0.244991082987483	1	0.248672745900828	0.437933254404998	0.752372135482859	0.433465044017589	0.677337392557586	0.181411505213553	0.319953346205264	0.728546125629056	0.4728642548378	0.861924060671128	0.652084052954384	0.268149649102246	0.32370753296273	0.511438012670249	0.345199431559464	0.274304581356702	0.189176562063169	0.382226524841455	0.74563307392944	0.412026467709391	0.594387494961003	0.593083193251831	0.462370028281114	0.388680498962891	0.351663889728886	0.556659723543775	0.849670976188335	0.443471995985694	0.22033094658655	0.458118852186337	0.325551733247503	0.890712879883385	0.210179713783805	0.763461056066139	0.548819083798277	0.427426108030949	0.323272861871064	-0.125203190143508	0.390467047553594	0.731979677355249	0.347294500865398	0.506780692963201	0.245114261674477	0.426948843973511	0.730007657526271	0.35849530290564	0.736263814226368	0.757813098798491	0.633551890186927	0.496828419029644	0.234535212210884	0.232476278916877	0.745553787130238	0.186072199690359	0.602545112990975	0.266586914704731	0.310678242450087	0.2934594670822	0.528712035186874	0.32112885805493	0.352193028608529	0.417116294270433	0.112420055807693	0.465624921712457	0.652985961012775	0.866449898249204	0.476703778835875	0.234337515140992	-0.0644881524474439	0.845230928501251	0.700255285444547	0.247855393267453	0.691935545922704	0.357572785157563	0.40988882330465	0.200281967566629	0.761802982967889	0.407777368984936	0.257352942841672	0.30575547319298	0.590710631692208	0.208557409528297	0.374090225648641	0.212574830889933	0.832847599445005	0.760780902124364	0.228529685851802	0.240536352814671	-0.0353407491451351	0.328173336792619	0.425908366443901	-0.129879961692134	0.149135883356093	0.251752812263158	0.396223549823919	0.208250070889007	0.430124265428493	0.114539848505958	0.503928444897512	0.272686815898234	0.159387461516549	0.165444806336374	0.257317558146048	0.528282017479615	0.781588094318057	0.0556190642038366	0.241589249517163	0.420635534082708	0.88721707988896	0.448093783266188	0.455428509781433	0.462858671686856	0.725151032642008	0.304688155999727	0.327325898725171	0.415105657133804	0.505625832253978	0.026204111685925	0.651169531609654	0.420249271916077	0.598938971989497	0.566080407514902	0.0919455796862602
TSPAN15	0.732068632060863	0.686530587394458	0.707773854735703	0.744301528170758	0.479856661173871	0.826874305137526	0.532668410717533	0.661593139141627	0.753868313407987	0.78579566688111	0.69996571041336	0.725795396902933	0.522301628290604	0.751855506357686	0.718458589460357	0.504707643998188	0.341367858668589	0.685446959247084	0.622853766160607	0.8330064205095	0.750393506697998	0.359868176288973	0.517738291315572	0.248672745900828	1	0.702618308617223	0.362917254416862	0.567004630668888	0.428212964570792	0.540067004918184	0.790103419372532	0.487063240753144	0.743545829739837	0.262381605368291	0.652369386832784	0.788595235975611	0.723316327053508	0.783503653366221	0.656430820153239	0.838234857580939	0.78078219500122	0.802270954797186	0.697783686975009	0.67519801522485	0.676131325047812	0.694235079799374	0.590662771800187	0.807384064517715	0.647300684952786	0.65647218325058	0.455454871813403	0.55149501999834	0.687577099831743	0.635942298572978	0.80984889337382	0.0879212074995509	0.769361449496947	0.488223830921445	0.520037613681034	0.433924336343054	0.620105532548851	0.530556396198269	0.747509958238123	0.401768877809101	0.541607129664997	0.673613209799616	0.857337273387026	0.79475142697281	0.493426165141788	0.790664687830951	0.323915236286835	0.389658180222941	0.243421883380675	0.660786260443737	0.692869409511364	0.39418349802399	0.344328345954653	0.778102287158807	0.5823038398799	0.708734024357912	0.729178777256586	0.77839266146268	0.333656083059788	0.557386354742718	0.744084266502471	0.69415683136223	0.790449091827533	0.81102309546668	0.542519647941581	0.268424523400474	0.704021452067406	0.639518890505376	0.573679721448348	0.0390951393062018	0.609786467861137	0.652210372303055	0.517219235163748	0.796953467176975	0.72578415281085	0.752356119182753	0.131619481998629	0.506543869960644	0.371789885155119	0.768712119042004	0.60992327597078	0.79753521265306	0.706770557997892	0.757209361971143	0.263254585255392	0.386134655584469	0.612792896756335	0.526824760792978	0.666942784506829	0.197120858835858	0.539624050644285	0.690500284398951	0.684441047899762	0.685999452864587	0.76605560800232	0.295678029646558	0.676363786919887	0.412309746631468	0.591552910016451	0.36519929945612	0.806280231238508	0.67184468995647	0.382557650047016	0.605903384734899	0.526499200062311	0.624981539809997	0.74612091506126	0.260348966582953	0.109535379329923	0.729853733735403	0.435639940754188	0.808316196827338	0.664763999016555	0.78602227065427	0.273317434878166	0.769952472937874	0.506516138731386	-0.0867270499684312	0.462070460330797	0.417168200962455	0.397155338446543	0.72210917017829	0.740698992448975
ADCY7	0.769577461838772	0.923270003229728	0.91579349705556	0.915267387083912	0.756021666069343	0.879927444599854	0.83931453974631	0.888715108014064	0.807949712113032	0.850690488797655	0.497116015303793	0.859516658665473	0.849631392437244	0.853386721877765	0.864454926193368	0.718063339030276	0.649340044743987	0.915261158967001	0.929554282588278	0.759021577200933	0.84499981550825	0.628192747828001	0.788283065107177	0.437933254404998	0.702618308617223	1	0.686733357574727	0.755278698682059	0.777510013654373	0.683788093894983	0.877908839322025	0.541548048441554	0.918177723285938	0.370046587826425	0.857147354211886	0.784683599900293	0.900130976818136	0.874040770919616	0.722987331351985	0.779256497168331	0.75335872840304	0.878059282487799	0.72870693322776	0.80448876235129	0.820647757808558	0.759450896692935	0.692337274642509	0.826687223752333	0.80144144116049	0.846911246114956	0.631643679663912	0.763545026267405	0.765657509978815	0.834844486658844	0.898338935965872	0.277020864324662	0.838338070370281	0.760627562885594	0.740223596180552	0.390488915931061	0.519213413699616	0.32925691112204	0.930128112813656	0.423883602564186	0.521975045859918	0.706627799067426	0.759995063214912	0.735447714779672	0.618370981028737	0.794079860421827	0.426660277868082	0.640369070791441	0.494688522726167	0.875020998532855	0.827544073594047	0.668150585812744	0.537031437032446	0.607767710651222	0.757830545551631	0.760537833460341	0.907541227606521	0.895822016884267	0.680846769283713	0.644575448903887	0.898308774227608	0.769612515272479	0.623655478135104	0.827755655069505	0.611762006876183	0.466795854673512	0.788784514430046	0.674258193964794	0.397858820846132	0.154631003269584	0.793939587660837	0.619761729930567	0.722102091035114	0.860542384230721	0.776833579606716	0.82388854867393	0.319131887290942	0.722574518948495	0.621067197204789	0.723726086151459	0.797654332815007	0.752309564053298	0.822710266926451	0.640115872502754	0.522268867757052	0.645344034064216	0.634195555353048	0.686706026981704	0.623964264788904	0.468965125131327	0.692364414525312	0.501176360311405	0.759114982027695	0.865662255573433	0.763487432918455	0.575863051740059	0.723625708771109	0.482223008743154	0.61459223137405	0.69037974557367	0.593141302340448	0.75394632653059	0.45146589478896	0.576312540001507	0.783197677180452	0.654232299965741	0.553447630035508	0.355902803126858	0.223162275700917	0.891709546721966	0.458124193814922	0.860883166645667	0.844932814206589	0.788755564813424	0.266051794270687	0.866183624216665	0.842389106525411	-0.143659796880973	0.5817316796261	0.419362826694238	0.639744614948293	0.897505039963665	0.591388421862351
MERTK	0.479706332055664	0.76435477895023	0.608051852469624	0.709381032847952	0.901207086439247	0.497673768809924	0.691746087952533	0.80596232545676	0.531914321652868	0.657555731937147	0.138825393380008	0.731138608449197	0.824098993015434	0.723997408775844	0.742768960644771	0.681806578318484	0.797789192449247	0.759427079036742	0.786114070653972	0.304939876192116	0.641105495794461	0.827952031240251	0.686979343532826	0.752372135482859	0.362917254416862	0.686733357574727	1	0.514795303823732	0.885365627248242	0.34134230436038	0.482185151930465	0.471509376439437	0.778085689211157	0.560987513197238	0.716720534755111	0.482567325349715	0.607071163222886	0.684969258464666	0.390499907067259	0.49636900829861	0.380168696894668	0.536518609311614	0.620042233654768	0.568314990135506	0.596006449664651	0.531697049326573	0.703576726592177	0.536241494307261	0.623290403347835	0.787712224354953	0.750084365772414	0.705146157802599	0.595317132471919	0.707805927964284	0.593571232167479	0.675649320176668	0.496081710961536	0.861632376984085	0.715116785593152	0.466206380119943	0.389125105429224	-0.154752956712433	0.666174060249252	0.410402270719149	0.336816688379385	0.503294669291816	0.385457351407068	0.4802952052815	0.56945902943802	0.583331213461436	0.517617965961336	0.779966339774188	0.71708216950635	0.592978992187273	0.595324830498235	0.622288236239526	0.666216161666844	0.160847918344498	0.65664686653587	0.509365734253231	0.617911531536944	0.598919132329169	0.793112664327845	0.328972919162604	0.58872076277382	0.666223929408039	0.122964941555625	0.528981954702079	0.492441914348104	0.691245980761488	0.597733043366876	0.404978610940447	0.0531466453015438	0.496226290430262	0.718996100520699	0.298887100292282	0.699677315520036	0.576380040971013	0.535976251223486	0.518746003152286	0.646339751587744	0.576101550837241	0.666267579336804	0.39368621123369	0.802282842705673	0.285452675347639	0.617983610541794	0.439522811262909	0.674145145756477	0.799187639786135	0.193795929652432	0.473218179237527	0.285763537315826	0.528250542670665	0.607196518759676	0.0207543247579127	0.358912874984916	0.631395578338974	0.564908039051984	0.611191998941567	0.569690082817908	0.191603450945346	0.489875389662968	0.682821672125994	0.133124851625091	0.252051099762362	0.16027116200707	0.392967939192292	0.875904308279237	0.339159766995871	0.184368009581143	0.396743760013289	0.60907441223067	0.633030129116205	0.328644366812343	0.660102419330591	0.804856982029913	0.446161248474638	0.20631478350907	0.561046117272841	0.815190838895694	-0.0315774030323393	0.5491693366138	0.33185890277937	0.67144947837083	0.712511005243776	0.114008666406171
CCR1	0.454093632410948	0.77646276834903	0.663091864471896	0.803084234025909	0.536679206752158	0.694706211700639	0.773834359668821	0.695413976483365	0.504449561545861	0.734827252982534	0.215524170892744	0.733694719532776	0.59979116868979	0.767177937018933	0.80316529633841	0.747460854306478	0.707060040021984	0.684474849011221	0.7697792081793	0.488090379955366	0.606694538743435	0.570715125425077	0.536720784676143	0.433465044017589	0.567004630668888	0.755278698682059	0.514795303823732	1	0.671489203205565	0.721329678400685	0.868242387728343	0.675341831302728	0.702515822546347	0.364523570598658	0.670387475502184	0.540572603501708	0.632304069962284	0.676075508801733	0.778894523212422	0.587033100932733	0.735440096447506	0.639729716156372	0.642976269915831	0.759076436274909	0.850451982205734	0.744066155893518	0.370139469422937	0.669690101647531	0.435096073104173	0.643409575209738	0.591779680729845	0.431613318996982	0.449191116263459	0.430249434158628	0.756216150424061	0.32611074097472	0.618627919368826	0.675135730648582	0.744459635393809	0.260203821380509	0.202433052039241	0.302823505063078	0.661280248168927	0.496452439722742	0.301193687153948	0.732430070850037	0.591370026403948	0.679442250258358	0.656876583248831	0.567776369930874	0.509903165672329	0.575544136174639	0.412371802274768	0.844959128056151	0.623767169162361	0.362527164022846	0.41389338920556	0.485186412197166	0.657190322269985	0.743196161861254	0.718470723762582	0.646062354422056	0.591332814977902	0.826784537173836	0.688409621187347	0.559082325659824	0.564353875225752	0.771693600777051	0.575605753083788	0.401579581981213	0.565666194422733	0.647422726401933	0.127169424359399	0.31339339412183	0.700370743746271	0.529914409080903	0.581723251147264	0.741260277903833	0.687371098404963	0.651652140357343	0.360976922760094	0.642008576079402	0.417773153156253	0.714777626622702	0.63634644214028	0.751261777436535	0.546644167683203	0.419066708850192	0.495373591647919	0.627012245952271	0.61271999765945	0.676095579091182	0.285954916116042	0.644287815887318	0.653397214645878	0.510647881935	0.491564420560989	0.633898677173619	0.559208653400365	0.284942758563567	0.704724025066522	0.595646405425354	0.722595234665796	0.503058336857928	0.471956329817038	0.797499939149251	0.335384956852213	0.655864728281271	0.593702124139828	0.689716795102037	0.525716799088543	0.439749357916068	0.322615192594701	0.874037840256643	0.504693592276608	0.648983946903343	0.677082593162785	0.625547539984045	0.409249895855752	0.795009525075791	0.694827442216013	-0.105483827388039	0.462387117610489	0.48655133146653	0.637038763088949	0.73423867218189	0.585440043208244
TLR4	0.562636309569762	0.824521205990243	0.726522433578478	0.792541511710202	0.847281703550195	0.641209434155956	0.798841583390972	0.858566479358554	0.596480347542998	0.727296262169938	0.200205857066259	0.766884273717113	0.833614520432023	0.781418695628422	0.805459737723417	0.744728467636862	0.82061939623304	0.80844790078052	0.843790137252272	0.403904371979933	0.717829988506237	0.813919330935797	0.756367823163934	0.677337392557586	0.428212964570792	0.777510013654373	0.885365627248242	0.671489203205565	1	0.509325351988495	0.650125406610297	0.514398865756592	0.827197479216133	0.494803553326786	0.767549163920309	0.557727376609767	0.727460139776056	0.72264265146128	0.518175937653734	0.585338158238508	0.536675606775222	0.639241224678026	0.64200104097494	0.681457536037546	0.714600152419456	0.592342122197832	0.683204600783898	0.635248149408643	0.65062535367675	0.84312788301562	0.741829136233652	0.751827969417698	0.603396786416018	0.724783186277069	0.705417392262242	0.595216097920233	0.573891542185174	0.882533377460565	0.752046241806708	0.451410252950767	0.38907787791418	-0.0275271111755094	0.761899084759097	0.392477797170687	0.384470134596025	0.642371859061143	0.482308511875669	0.568488434473467	0.57471943402905	0.627554047732448	0.461176661902266	0.79151480533141	0.697209068548672	0.75113051169788	0.682503480649967	0.680504706090745	0.659099447606019	0.235679399502357	0.670032295565666	0.64205170295655	0.728775319620816	0.671162279380944	0.827160467906598	0.491146532731589	0.707473832953193	0.698361132567516	0.262892761280698	0.639417620061739	0.474541456526539	0.624836174704513	0.619895731507627	0.519311062767007	0.117937702528733	0.438501040486151	0.794921096329478	0.387525261560214	0.736910574229112	0.683163389492408	0.58521188855062	0.621451051839226	0.604642430501941	0.677687890536145	0.664608831392203	0.502800957216192	0.819008620115752	0.465115929098581	0.674654741478895	0.441322382617178	0.647995146119324	0.786541539936554	0.299599321304044	0.653553805480462	0.37601995636746	0.619322003293767	0.639421881326394	0.221484362348061	0.519419666515038	0.698208101992236	0.621858694437256	0.62599441164171	0.646686705906854	0.324462435358039	0.546362912894692	0.750443719675869	0.245701257497281	0.435672804099657	0.183856069640868	0.479192594046107	0.861101372048656	0.508880083359712	0.295934562930309	0.428544797043019	0.517591337057869	0.773951943181262	0.376066915120021	0.698776598874584	0.818939720378847	0.568220202607531	0.261930855628692	0.709991621191027	0.893832291295182	-0.0558063374461302	0.507888316905599	0.411572766283619	0.651322808473767	0.778813973954807	0.26402236138328
