""	CCR1	CCRL2	ITGB3	SIGLEC10	CD40	CCR5	DPP4	C5AR1	FPR1	SDC4	ITGB2	LILRB2	LILRB1	TNFRSF1A	ENG	PILRA	TFRC	ITGAM	APLP2	CD53	CD163	IL6R	AXL	TREM2	TNFRSF1B	VSIR	LILRA1	CD4	TLR2	ITGB1	SIRPA	ITGB5	SDC2	PECAM1	HAVCR2	THBD	TLR4	ADRB2	LTBR	IGF2R	CD74	PLXNB2	GPNMB	ADGRE2	TNFRSF14	ITGAL	TREM1	RACK1	CANX	TLR1	LPP	CD81	TRPM2	CD9	PLD1	TNFRSF10B	RXRA	KCNQ3	PLD2	CD72	P2RY12	KCNQ1	SMAP1	ADCY7	TLR7	TSPAN14	RHBDF2	TNFRSF10D	SORL1	TRADD	STX4	RIPK1	ADGRE5	UNC5B	CD99L2	ITGA5	NOTCH2	SCARF1	CD226	NECTIN2	ACVRL1	ABCA1	SEMA4C	PDE1B	TRAF3	TNFRSF11B	TLR6	CD300LF	KCNN4	P2RY6	ITGA4	FLT1	FAS	CD47	TRAF2	ASGR1	RYR1	TSPAN15	TNFRSF21	STX3	SMAD3	ROBO3	NOTCH1	LRP1	CADM1	ERAP1	TNFRSF12A	ITGAV	CXCR4	SORT1	TSPAN17	NRP1	CD44	MCFD2	PTGER4	PILRB	PTPRA	INSR	PTPRC	AMFR	EDNRB	LAMP1	CD63	CD33	SCARB1	FGFR1	CD69	EGFR	NCSTN	LRP10	RPSA	SLC16A1	ITGB8	PTPRZ1	CLEC2D	C1QBP
TREM2	0.512696751948026	0.319083861193211	0.0522033844413029	0.938666418357732	0.835203532722936	-0.000436063769588675	-0.474540210730102	0.511328993146686	0.979002665182513	-0.193565975386502	0.867288670178748	0.890100417658779	0.941872426767116	0.881201597034216	0.923161063436998	0.463219607132655	0.899557719521302	0.867514046083883	0.382894491796043	0.973260893294201	0.692432804855559	0.443322832730206	0.95913542583549	1	0.494517626165274	0.575784610049297	0.909348740463291	0.956305981960367	0.837168182830806	0.672029625751955	0.661089022944899	0.492188185545755	-0.248775126781732	0.748050802986991	0.791994870682657	0.350552632931609	0.614529376396793	0.755603438951283	0.811798542546175	0.282861320921569	0.814428036639579	0.89545910960069	-0.0298814266359598	0.91674087483263	0.00700437821086767	0.930109371461338	0.625986907740776	0.748357634063472	0.621622824495818	0.840504013835019	0.878571781040825	0.96901102624057	0.964673082118965	0.331780500578378	0.596422849740011	0.913045427718565	0.583860331957652	0.911093024425344	0.772384437746441	-0.0646986914130574	0.71569140325431	0.96695555005669	0.578533566780625	0.901130150229707	0.845438499346574	0.845195358130124	0.857483481440477	0.0260484634644776	0.823355504170404	0.448272428891562	0.700869305093548	0.335617869040908	0.664531919976088	0.891271723575515	0.624248893357193	0.390411074789502	-0.142089401112937	0.629824207811652	0.800740869517196	0.461918835297118	0.214620961770615	-0.0302396566720265	0.742161538371617	0.84712305061066	0.532374230943131	0.702427358439688	0.65138354202854	0.850308990259971	0.580922205981507	0.806063046446227	0.791452907250445	0.358366157274882	0.785692262121583	0.910708562166648	0.470161211754233	0.446339504086979	0.774517870170874	0.91237600991947	-0.0889651029964762	0.180560567269313	0.567839491596001	0.695337673419408	0.73760865255444	0.737624163788272	0.25916968669436	0.840744454667325	0.280861370455082	0.933886894990965	0.185713358316496	0.92499472583045	0.783723931122347	0.460405267335178	-0.202862949231863	0.475515037910155	0.869021334405614	0.511710638890897	0.803789234908596	-0.310024908194189	0.937259369055785	0.341979662959459	0.543805451241337	0.38495039113131	0.46529472315142	0.877977240093554	0.826414416143162	-0.139759606870855	0.789864256305949	-0.270933210825118	0.7138272502431	0.781252836123584	0.768708575658696	0.659934107079595	-0.218636645425933	-0.253931526567728	0.158323151525898	0.841032646463867
TNFRSF1B	0.940666069134794	0.844312238224853	0.814126377390771	0.321351726318543	0.69510965792368	0.722442132024804	0.409874852636627	0.939870114230614	0.462076683748028	0.652648563151283	0.77203562620092	0.517973234027771	0.388688200416157	0.751076414638819	0.602072300311483	0.877940606763584	0.658790098891571	0.781750045384066	0.889972509986349	0.597957067841639	0.750796864184299	0.876495756441029	0.475037087995166	0.494517626165274	1	-0.030279891886678	0.441272579974716	0.5134347373746	0.580920821361046	0.912155268084575	0.90398501335218	0.902860062752268	0.596003644133245	0.451317200308699	0.861706479098302	0.833213233288005	0.91578887382277	0.115145209289837	0.767495443529477	0.890694455407266	0.18026156408906	0.677734731447418	0.781408641858183	0.52869414380477	0.815402378841928	0.580343650807906	0.839868042143286	0.758447232817857	0.880553599888957	0.763480235256248	0.642496947029374	0.59076184331789	0.438386083755397	0.908751168715584	0.778355789607867	0.409386404403018	0.92694466358209	0.63171746611191	0.559930879561896	0.739494796012287	-0.0240574373856101	0.493991651835614	0.913411718189241	0.632367181418984	0.160363732909881	0.751274115552065	0.388388280778265	0.691799799859802	0.237420475895819	0.842377224155676	0.886980847770877	0.907851938516629	0.714426923519648	0.252332775809001	0.50171725587708	0.882245225006493	0.671144042217465	0.517994687084738	0.372268197198015	0.86736238883457	0.649640924799806	0.80236712818362	0.236502945029541	0.586066681614097	0.879082633512119	0.0215722771203532	0.529262235099009	0.438749714610483	0.766495040969928	0.157909896584887	0.634036221468781	0.532941708323652	0.695280185583368	0.58376194937945	0.573891946346853	0.705529776390198	0.0850155047775515	0.439590089338625	0.751888826084955	0.850579306350306	0.0127001372796792	0.327190361890942	0.289954927590594	0.854830725224469	0.883528568564228	0.407309595021891	0.870040238126385	0.444489875073366	0.455982171567786	0.561529752974345	0.513826354188196	0.923567928886715	0.697319282852821	0.863183389752592	0.680303703465336	0.13625190155074	0.628259336596647	-0.102047808754199	0.657599538547493	0.893925186278833	0.639017826580356	0.869007734612439	0.904033243189859	0.467132427094648	0.745247986793572	0.40963831814145	0.103522422477167	-0.274015258954333	0.828306007496125	0.827526173418635	0.728480128123334	0.346378334832101	-0.0168758690807191	-0.31310905032985	0.0200846534432239	0.480734252972397
VSIR	-0.0811819868173232	-0.357071594727499	-0.429363145011138	0.758737089385913	0.402354235965913	-0.430878951429136	-0.591614044018137	-0.129728172805401	0.629859247806436	-0.566778865287256	0.276454150075879	0.51763802527169	0.673703399709714	0.456407227534866	0.310793204445645	0.159192027170297	0.372026469472591	0.281211839055511	-0.259575861794872	0.535946794526059	-0.0596126269556604	0.125705416458541	0.701410893101975	0.575784610049297	-0.030279891886678	1	0.575788290458842	0.595037259943739	0.644656232340193	-0.0261837305564825	-0.0478747551558509	-0.0160400323671228	-0.54246746201539	0.6714435854072	0.162600322542116	-0.379899510593325	0.176923033765981	0.922334900723999	0.270988571630626	-0.342225278686706	0.911062782658378	0.483973224533101	-0.530939728618065	0.627276379289468	-0.453127031498943	0.557982669159685	-0.137528570565162	0.420027096816748	-0.0723203184097053	0.425806726794136	0.494201692213448	0.510455621600501	0.606964984267914	-0.3531155703775	0.0291898473984602	0.647669895408519	-0.0698854374005246	0.577110624439326	0.664633395491081	-0.470293923260203	0.945889034396563	0.557545621064534	-0.00527739979146426	0.611195777323762	0.896040679779673	0.472035509776767	0.854061111454465	-0.105815647961681	0.885896563633228	-0.0510834275370002	0.0254425673134238	-0.247009454762794	0.274229897116471	0.820449680784728	0.522566934950353	-0.20638243561756	-0.295463872684659	0.437530895783661	0.751522276337034	-0.233742084910116	-0.262780007589898	-0.518734003987094	0.859274375742004	0.418423198604394	0.0360565326076376	0.878069183379924	0.730034166063064	0.633021319812969	-0.170020440159178	0.879103260441193	0.237768829592107	-0.0879104279555737	0.201079050377232	0.383357660474872	0.338369551011707	-0.0367948701444682	0.871853406418849	0.567567755284102	-0.499146622415613	-0.411704785219397	0.786541346561815	0.704400730939094	0.414920327333229	0.112892486814495	-0.158993666410207	0.582286599831194	-0.42347009968363	0.567478643127347	0.309392911230608	0.666794487104378	0.403774562651038	-0.22202138643303	-0.570243261366765	-0.206059852767417	0.271725558275962	0.617190293106072	0.397943897228784	-0.0744581051781516	0.49277489633958	-0.174096075309864	-0.0873393019740168	-0.245574978196562	-0.227508583219518	0.678542265219314	0.308130748238431	-0.47498397058889	0.861274266863407	-0.222221839015965	0.0931272143600566	0.217771648105455	0.339761153823698	0.187038074694299	-0.24533478037341	-0.17425673840829	0.629477158545793	0.475646444223572
LILRA1	0.429591285966249	0.28845410314169	-0.0305495552798678	0.881363140324263	0.741951085383056	0.0400825394748653	-0.446478571585487	0.482551072940705	0.886065193164339	-0.241997551168139	0.78321119694196	0.791555713572465	0.878206438817844	0.820385012314775	0.854787635449433	0.468401168909681	0.790247508442162	0.815779088169983	0.350549880410086	0.904693495207827	0.647926821668319	0.347285258479582	0.921020836414837	0.909348740463291	0.441272579974716	0.575788290458842	1	0.859549627065978	0.691204446989195	0.608757560038727	0.565588675932589	0.473565343782667	-0.199942076862332	0.707586227483552	0.747841398998456	0.275154650402961	0.557686183636204	0.728962016225267	0.749639314749784	0.204518153722852	0.762227224569841	0.798633479585074	-0.047512823419994	0.831935186912873	-0.0155745623838628	0.870606740715617	0.553750053356514	0.726222956923617	0.524445016062051	0.791740700716261	0.779426969134742	0.898430073233349	0.860231385033139	0.264882913340119	0.561451064829809	0.827796384902828	0.466044876676644	0.872388129992109	0.673303867021012	-0.0485267841081564	0.692963998506524	0.875387806070004	0.551156831432723	0.82248166350274	0.805503019944177	0.786491970798286	0.78305916787881	-0.028831460782139	0.781215031781204	0.424118105138054	0.665518309285798	0.318389872280065	0.550605009281033	0.827404744091404	0.661895825219501	0.289233155266761	-0.234564895372277	0.602671150453221	0.787709406413547	0.425945471579618	0.187933597805554	-0.0546636419081682	0.632414802192629	0.867361353146977	0.465929456043463	0.606204112133048	0.626017652975034	0.770858647732051	0.502487159001647	0.803487710651242	0.686917595020289	0.41878559668609	0.736379880584456	0.801466292429308	0.300026081416611	0.37601145555205	0.713587437787428	0.848906232352655	-0.0963404320191858	0.142955163649423	0.542296981145022	0.611928616243864	0.738455758491454	0.63739055213337	0.222570975341191	0.749870698032312	0.21653455146911	0.849648380039086	0.154665987495404	0.867960113432445	0.705673472437054	0.387317220197541	-0.240205280699063	0.411978406624952	0.802814006352481	0.412998270869689	0.663601039871679	-0.270614658078498	0.882081858892881	0.276115252686878	0.495006276763826	0.352550673166887	0.421758226431426	0.756428652010588	0.723435829520551	-0.118230703759939	0.771043882745307	-0.254664477276872	0.60687196841805	0.68108715422545	0.717155468799429	0.515050790676213	-0.200861358998579	-0.242497906151792	0.143990206608725	0.757033771911475
CD4	0.549917558694374	0.335675622884204	0.0848690903515973	0.933578809050937	0.898698144389826	0.0760899688677094	-0.405798875262425	0.507878983578013	0.967997305794989	-0.13962542034844	0.904387278212349	0.943847006838314	0.968568960583542	0.906893461611365	0.915563821475071	0.445538381950511	0.918834016500685	0.882446150066347	0.424523461892573	0.976628805349292	0.707477529158806	0.521485184149655	0.954230198680005	0.956305981960367	0.5134347373746	0.595037259943739	0.859549627065978	1	0.896255516135334	0.686448176849906	0.674098928862965	0.560497887856197	-0.189469026244885	0.775376420922949	0.791698098828533	0.362420127301253	0.673713111392957	0.728321198678345	0.842480975329553	0.31076969023141	0.84210419662584	0.891272067982049	-4.17633850834955e-05	0.947198293318583	0.0581008297549141	0.929961099836415	0.599218778798393	0.826203118244592	0.674010155019136	0.887914789090702	0.920086069698271	0.968253284525931	0.970680382707067	0.317662625431136	0.628658403565894	0.891275540192977	0.615250598975668	0.923572566481704	0.733440256915215	-0.00701017777549588	0.693599098711182	0.965474543044967	0.623345294448109	0.927075529228541	0.842066881723823	0.844803876985139	0.866459271670695	0.094913412269313	0.804908526827783	0.552574851901812	0.704893367776807	0.373752688751317	0.629752001150149	0.892102799016906	0.707165165591661	0.442998783934118	-0.066203147888478	0.579887631405237	0.832668603791953	0.512028443020563	0.280917050670891	0.0163096680082107	0.7522290013911	0.849978299750827	0.589147993420177	0.712968036341421	0.668320216416791	0.865347211064914	0.582057730680279	0.843433007322994	0.865312459204277	0.355899567140642	0.790413508671874	0.905678115128121	0.567955693277209	0.530641442055663	0.745506743592609	0.926171049569331	-0.0325763452241252	0.24244471753195	0.492977840338493	0.675635096457162	0.69856034441483	0.762947272820536	0.332130413077599	0.907945750749541	0.289753052272413	0.933933955258491	0.151218024287599	0.91074427576777	0.828959553346177	0.504095351822666	-0.128929215847106	0.524464068377326	0.904811834243981	0.490562904988577	0.826666371079067	-0.26869492479191	0.956791917461964	0.385589463493714	0.550325401028117	0.425659619343446	0.494687935448384	0.919336487619167	0.829465500886312	-0.103659176495618	0.78149030616184	-0.281984101679854	0.756380310498525	0.839591743549273	0.858468257451091	0.696528755975321	-0.224316242203892	-0.270875821988827	0.162454267766417	0.914379958937683
TLR2	0.556678440694565	0.263159678277165	0.193248645599734	0.839615441299683	0.84440134214589	0.0578362829901247	-0.245408208369619	0.480574475941278	0.874714102504125	-0.0387796421794378	0.796916956830811	0.8302858144034	0.860280885979567	0.847523378671303	0.757227907744254	0.530285863338199	0.846877774364871	0.76916034861588	0.385120136310763	0.859535547707963	0.532642326049407	0.638785242877478	0.843671864312619	0.837168182830806	0.580920821361046	0.644656232340193	0.691204446989195	0.896255516135334	1	0.610945842740612	0.615131720450228	0.560347803156361	-0.0999300887107558	0.80101371256946	0.692694229106128	0.306002708636163	0.698170382000162	0.750652758785611	0.734110818829085	0.334483300963557	0.822193376635795	0.863793513462521	0.0494005795807217	0.931871196567497	0.110412676836938	0.864319310164459	0.49305925715562	0.781524255124808	0.616322471396883	0.851016619540747	0.883514520930429	0.828099811114292	0.863234655784915	0.334304637925588	0.586324612714984	0.85390784299759	0.624155328270056	0.849080234215895	0.838344812921991	0.0444345168981591	0.681208360230256	0.83841713957156	0.556574091449493	0.896273323463285	0.79838613291525	0.845256950365574	0.907990580624621	0.304667879042252	0.820397891302062	0.496821306694583	0.617102158042692	0.415538940298215	0.716108736427432	0.846946733868346	0.67482416626459	0.458645804630302	0.172988577276474	0.588341417749991	0.816927381715111	0.457267127204356	0.260131852781466	0.0912913312164494	0.843190072212513	0.701344141632531	0.649150212010152	0.736803141310851	0.782437885331467	0.752195118896322	0.478150496232639	0.760598121322846	0.750936556624033	0.254557129916288	0.664976001658713	0.81301178493962	0.697226049135655	0.473023884640673	0.731330811111597	0.816762713052099	0.0698121883941602	0.259983397739606	0.573411776225403	0.760059562954778	0.56741911318155	0.724093163900191	0.403700839170968	0.811906180257512	0.281931460820771	0.84132767578956	0.401595728155399	0.88873281646353	0.770851741462783	0.485156578976379	-0.00912050329337344	0.455259312157232	0.754119973722242	0.61586217271496	0.869642061023454	-0.154003054973099	0.8537060765373	0.413662815736669	0.43031195354583	0.377517121309238	0.425071409453593	0.889599225352261	0.827027121168366	-0.0854061484384981	0.749210735793573	-0.261560823412341	0.726082057780263	0.78969116263028	0.761208657135798	0.637342566436059	-0.161325410931038	-0.251090426614502	0.402790220475341	0.808265547750389
ITGB1	0.946252994515378	0.880849591831471	0.696226258014148	0.477959456453525	0.810506340638007	0.682535529396402	0.199883139685421	0.956768625937897	0.620847706300745	0.504360259761295	0.91024788885257	0.668384297784521	0.562985894142103	0.827295771521387	0.807755231543826	0.767396333131432	0.804909682165171	0.92277981609761	0.913195349150819	0.758357275316923	0.928604914616871	0.774566183005544	0.626340786339622	0.672029625751955	0.912155268084575	-0.0261837305564825	0.608757560038727	0.686448176849906	0.610945842740612	1	0.976533772924429	0.909732550573665	0.468589625743589	0.531141950704301	0.97021293713344	0.874899249503903	0.895419413904799	0.164481610777228	0.878264816846243	0.864436869905039	0.276153350421184	0.766590808783163	0.690970078583922	0.636507324085276	0.708770594891399	0.712831837376277	0.929104919096853	0.803344409496521	0.952127737095246	0.839990511348858	0.782324326045845	0.7722602281541	0.610957973426747	0.884253075817579	0.874452968973639	0.544872638979997	0.945909977226053	0.755326403297118	0.527506762801651	0.637658390593953	0.0642680601905405	0.671316891401836	0.940333684148701	0.734161775529988	0.270350929246704	0.81841383738347	0.435333050176944	0.467425490695331	0.314901196489447	0.863735782417748	0.971272314065734	0.86750193117323	0.677363450838565	0.4015196241341	0.571518136203154	0.85714618985927	0.418523835688798	0.513307823570995	0.486077484215048	0.928442083879864	0.708275325404393	0.69305775520103	0.243283356388231	0.747311934894377	0.852662134636806	0.0921502973001815	0.463563663436519	0.57425442422277	0.837443932555947	0.2843721163329	0.781320227804064	0.670195879381853	0.827984253989218	0.750675510291306	0.505876662753937	0.729502335333017	0.194676484036133	0.597729436784266	0.629981239622167	0.807611966858965	0.0323836341287458	0.327303454918428	0.488583402936265	0.950216267304933	0.80820815688362	0.55748097943739	0.85393484547082	0.634763508037367	0.227115337949984	0.656929899403128	0.635222499409995	0.939097350637481	0.523013900787748	0.925062793803601	0.858717874315033	0.146230385628238	0.707449469839794	-0.155814773993903	0.808001995735237	0.849921011591407	0.814274043901746	0.903968737932638	0.950733958168671	0.557333847180388	0.840561261269695	0.41486762379506	0.207488391758101	-0.209447505947821	0.926099959473476	0.925296030502008	0.818918977418309	0.528768390127155	0.0028029051950152	-0.243276982495287	-0.135025020063	0.627260262910868
SIRPA	0.938066322889487	0.879852369725628	0.692698434874815	0.4736754754908	0.803052857733653	0.656561606884603	0.201640593003267	0.925614821044264	0.617645842412015	0.553005137336977	0.907178094512641	0.672878125988947	0.540820375520909	0.831164284228382	0.799707549732832	0.725491890775219	0.793802301701618	0.903757285173313	0.913394903506848	0.733144265103686	0.92075440391739	0.737271953975743	0.594861900790298	0.661089022944899	0.90398501335218	-0.0478747551558509	0.565588675932589	0.674098928862965	0.615131720450228	0.976533772924429	1	0.882035131413487	0.481769665989159	0.477958052933705	0.943440961559202	0.873244962219471	0.869438998364269	0.148404442744818	0.87083264495275	0.865041855510481	0.249602090411882	0.730516854407401	0.701070992316454	0.621962043736627	0.700781620097447	0.706259472169439	0.94486412222826	0.78813254963721	0.931559572344164	0.784149735069062	0.745325131459112	0.759138117501275	0.604133578653546	0.894399365277217	0.841222868418396	0.496248412465906	0.949125842877828	0.705094623838922	0.489235497374848	0.645400185702906	0.0330137862555595	0.646288767224929	0.920680755850454	0.695848566363671	0.255373933549349	0.774650555715062	0.412586086348449	0.430980438714881	0.279343921900316	0.836130819170934	0.9465475190649	0.847942287442191	0.630681454620533	0.369762790431353	0.514933059893145	0.836468475152568	0.419985676867944	0.448745501835916	0.432249667789855	0.911715747662775	0.691524840313607	0.686442584072782	0.252727651489723	0.692091812146357	0.840003415091919	0.094173414754807	0.402861207860505	0.598519175527359	0.852819139250663	0.27252899264009	0.786167993001716	0.591390472563761	0.799262973145714	0.726800175068695	0.484777294954981	0.77159867031862	0.157719611633671	0.610077078447758	0.636263784343215	0.800885630757261	-0.0381411462603427	0.298414813154584	0.408991905256232	0.953588735276572	0.804669251511444	0.541485904429281	0.876788494725108	0.594524406577345	0.170182688326063	0.622648214617783	0.653743601731005	0.943629717325725	0.540742057352829	0.893235819756339	0.836484460544844	0.120702787834767	0.670869238078567	-0.25313441540115	0.762743754200257	0.800289404935616	0.758053943577205	0.915189941924434	0.947520239054194	0.602942252189633	0.854346973294903	0.357122464263486	0.17476592509677	-0.269998959946817	0.922324363920408	0.900263787279981	0.800051218182492	0.52250633865455	-0.0615418382725048	-0.303092446074951	-0.188542104630512	0.63319323437304
ITGB5	0.93014987379815	0.843200534831602	0.772451611131689	0.346417455728074	0.754299888782953	0.806309499237153	0.436854492247198	0.915793228384885	0.457184871172998	0.574932487646447	0.806245178950125	0.524482354250908	0.421167745412125	0.71585049884109	0.622306611559231	0.828408587670531	0.657893802246029	0.810609971898159	0.919606539125029	0.626512837792033	0.809706704311361	0.843286267491737	0.494145314692284	0.492188185545755	0.902860062752268	-0.0160400323671228	0.473565343782667	0.560497887856197	0.560347803156361	0.909732550573665	0.882035131413487	1	0.661267663059486	0.486631753937226	0.875615440652807	0.787785706752044	0.909734647075243	0.118338716061503	0.796070194542918	0.888039585898886	0.203636745168885	0.621465255141841	0.762202368927847	0.530511634625774	0.789188919399529	0.585199468885386	0.792478648279517	0.81042527933003	0.874999062873191	0.782297600122579	0.679837738578444	0.626910313375006	0.453137415753986	0.824795362055474	0.892674248201687	0.397208650247359	0.854904530750718	0.681531085793671	0.476046394311225	0.764542076104794	0.00367816814632872	0.509012281142791	0.869236459404054	0.673309709181932	0.168120119163241	0.7621463376161	0.374723690495097	0.587626797171352	0.256902635175054	0.873645733095207	0.859904772801226	0.920140905132174	0.605689110308444	0.289239461437794	0.569752557932264	0.813389006409475	0.557035978499381	0.378970283453815	0.450354812639089	0.895784506829593	0.715335295519571	0.782578489572087	0.174567830012187	0.648500500601423	0.886269523536735	0.0205349235737673	0.501465019125772	0.46909531887095	0.67160613213813	0.215928028796562	0.648091968125833	0.609347191946136	0.649891856942938	0.564128062026547	0.524969848906168	0.665153416424748	0.102489964248478	0.458284381313814	0.760329917691801	0.850752691712948	-0.0226487522470723	0.269829416962076	0.290740722354213	0.878642063089645	0.897763955335279	0.441498168884212	0.792288848067125	0.488951680403111	0.310190086908289	0.534255661728064	0.501497265090864	0.921943453613776	0.650019745457741	0.905229408900393	0.719857345221135	0.0612070219884893	0.588922133798995	-0.0915314795418751	0.687555707376361	0.840501357891119	0.692798986184977	0.91832402914541	0.920032649425023	0.46966757134339	0.759479928805997	0.472345329771608	0.115800238911609	-0.252272708346429	0.850839604331128	0.852806769642242	0.770156886899528	0.333989577003976	0.00615571493271183	-0.293823635580672	0.0203102757832343	0.502138777166885
SDC2	0.630496777611202	0.730103769987619	0.803533439362109	-0.382484585516111	0.158411494580303	0.897496966530167	0.883006865574708	0.6171999966467	-0.291537326576623	0.846531302715792	0.188700134401785	-0.190222552142966	-0.334249218179558	0.0689796913107605	-0.0520576795078264	0.530858872650114	0.00848941158372227	0.195565448934474	0.750288569949942	-0.113203556317033	0.364051026214412	0.49217724992968	-0.243079891895007	-0.248775126781732	0.596003644133245	-0.54246746201539	-0.199942076862332	-0.189469026244885	-0.0999300887107558	0.468589625743589	0.481769665989159	0.661267663059486	1	-0.108754686475073	0.338361636960013	0.575803053117108	0.465691457526102	-0.490356941805805	0.214374570042946	0.77481496722681	-0.498990140714071	-0.0847157085358359	0.912040716219576	-0.196073238168744	0.864767280735789	-0.0870852210280211	0.407656074911726	0.280275946036399	0.432051675304558	0.111813117780039	0.00871181736514253	-0.0818322927299653	-0.303497580268415	0.698573733830631	0.510244252262424	-0.334699152630627	0.478921192765816	-0.0199883586855003	-0.150578226695452	0.926089348834898	-0.605432360107572	-0.257681000047141	0.47446265413419	-0.0176893650124287	-0.531665051776639	0.146156814548927	-0.314514323489871	0.534111032598956	-0.40749583799993	0.557056143291131	0.416774955361148	0.757144502612445	0.118516366416363	-0.421234935621012	0.0127297445000379	0.526922753695878	0.669959514031082	-0.166289082527609	-0.175070918252094	0.629726676281045	0.609677709250022	0.901746697038238	-0.437052617154606	0.0257276894782418	0.528887231819496	-0.568278083960024	-0.0703527581076965	-0.157259103510282	0.265401311159324	-0.451801981700461	0.0136332343557393	0.389841180646139	0.0768067999627759	-0.125884459400906	0.114169152907928	0.35742812654658	-0.535614546338906	-0.239357958752133	0.934934809481908	0.80236557401684	-0.529159689983701	-0.302195160216008	-0.31842795004471	0.407238309195227	0.775872648987481	-0.265604431336439	0.705403702062018	-0.242550834896104	0.101332155968379	-0.176198105855675	-0.0683260234179999	0.647656342813082	0.880156478225622	0.600970953007934	0.0711749583427827	-0.380615104587029	-0.0575790112098247	0.0552824844908569	-0.0391619335251352	0.599750353626587	0.322897988989851	0.755760660418615	0.679323066827905	-0.194313121126453	0.22861977146258	0.63200708388599	-0.55724992577451	-0.0860158842023147	0.380310879228927	0.251449558356855	0.180826128151696	-0.193095097406601	0.175110932574639	-0.139740660853429	-0.185937352606576	-0.165799969622608
PECAM1	0.469244267875913	0.244085710238503	0.078204820343908	0.778565065999057	0.754542455089411	0.0781955473947196	-0.337774872671636	0.428916670198091	0.764372154876937	-0.064436387254597	0.656721982504428	0.647353265630281	0.764829952187396	0.721259716353101	0.642072246136185	0.483297120073586	0.721123321010746	0.671457364046101	0.33315800827335	0.757890510261837	0.451580801773287	0.509255085079407	0.813236403753719	0.748050802986991	0.451317200308699	0.6714435854072	0.707586227483552	0.775376420922949	0.80101371256946	0.531141950704301	0.477958052933705	0.486631753937226	-0.108754686475073	1	0.633884000134859	0.163801876710205	0.577933848545491	0.754521716491599	0.630831104489677	0.239830934561663	0.804117478862748	0.753048952053872	0.0233015425375408	0.822850232222512	0.0661975843855535	0.780390208323869	0.346441314569044	0.694184603592231	0.464704445753988	0.756347414419328	0.880199315709094	0.77079226240286	0.745633395772464	0.232119474834383	0.548639190452145	0.813037213384883	0.454189915320563	0.837245101840867	0.759880961706704	0.0205846332785517	0.708271400428082	0.715464517907951	0.467584768202694	0.851737212193989	0.785033112664708	0.866504022143681	0.851428262564008	0.140763683039003	0.850358231560459	0.368756269422869	0.550800640858419	0.314585243319536	0.581546575971998	0.859350858858137	0.710982055259516	0.322385018369474	-0.00173708317619701	0.535078650626888	0.901191993837576	0.326621386311112	0.394241194605821	0.0263856623908648	0.772697864373932	0.67261929730321	0.479506660195741	0.671676193072105	0.795728212710666	0.768193640293633	0.229114609953805	0.746870498464209	0.549396421539378	0.493093628600888	0.503370433060116	0.734479875382623	0.572225087080978	0.391973334952164	0.770482789102797	0.703173947021575	0.0462984453830658	0.16201887395793	0.688984384427924	0.71529509667395	0.626383849860537	0.64061781429932	0.414361060362644	0.688386771600385	0.157171675507541	0.823666115553768	0.352835417338108	0.83920334093397	0.657429779174032	0.326793683360738	-0.151369366524643	0.359429480679271	0.605792513718427	0.725845176064013	0.734007423312901	0.102786201199533	0.778722063608104	0.33324121337779	0.465411752123955	0.331731270295639	0.346680141267178	0.730641404767577	0.748250301685228	0.0186298150730648	0.746621663882639	-0.0582698040751874	0.607938710343969	0.647383629435461	0.633083064549199	0.516537910852004	0.0788190375441575	-0.0295622603788372	0.473882314611439	0.655399532326571
