""	ITGA4	PTPRC	IFITM1	S1PR4	CD69	LAG3	CD2	CD8B	CD8A	CCR5	CD44	PTGER4	CD47	CXCR4	SIGIRR	CD3D	CD3G	KLRD1	IL2RG	ITGAL	KLRK1	CD247	CD28	CXCR6	CD7	CTLA4	CD27	ITGB1	CD96	CXCR3	F2R	ICOS	TRADD	CD226	ADRB2	ADGRE5	CD46	ITGB2	TIGIT	CD6	SPN	SORL1	TNFRSF1B	C1QBP	TNFRSF14	FAS	JAML	TSPAN5	RACK1	TNFRSF25	TFRC	IGF2R	CRTAM	HLA.DPB1	PILRB	PDCD1	CD82	CD81	KLRB1	CLEC2D	ITGA6	VSIR	JMJD6	TSPAN14	SMAP1	LPP	ATP5F1B	HLA.DPA1	CD74	PTPRA	CANX	RPSA	STX4	CD63	LRP10	SLC16A7	LAMP1	APLP2
KLRK1	0.354797876756772	0.366398584004703	0.0718254428867377	0.0130008958743633	0.0734509810148579	0.0256601733376656	0.221590872606624	0.370779446568701	0.439659663977483	0.249074516642655	0.121344700479658	0.0497960954191832	0.08898697228596	0.0420613296418083	0.212181111946217	0.0147644857605851	0.15465051522765	0.630568825693032	0.170882762156237	0.262171555850913	1	0.438385212316435	-0.0248759835996396	-0.118288635570062	0.142506563724687	0.0196754584445885	-0.0135851007377989	0.19737232541041	0.120421946152574	0.0152388375600446	0.346806428599353	0.0560881028239047	-0.142549203207359	0.0264003007041792	0.357058707840187	0.101562018059962	0.118262701705219	0.133219596259824	0.185230498933063	-0.0493915646278044	-0.0733359429539918	-0.00126391382818552	0.0586700746379932	-0.0811878577524363	0.00179011710563766	0.159215243116405	-0.109291356335014	0.133968222262584	-0.10094075404856	-0.185795401712439	-0.0763825246105914	0.00508377676797652	0.157676365693248	-0.0107245279160683	0.269250592484782	0.303986132218824	-0.195457914010857	-0.0799270871949661	-0.199179927705785	0.253335551451602	0.00461515329922153	-0.0668673373920189	0.130792321329473	0.166207680404631	0.0350746996657979	0.0188316053783065	-0.0164482473450862	-0.0239880282634461	-0.0499595392645349	0.224769917355102	-0.134673858949691	-0.0882289643104422	-0.0146800594240185	-0.102998633302148	-0.0258771349304318	-0.00297484979573764	0.0906947029372936	-0.119321219759582
CD247	0.541509901038242	0.675877479727441	0.188721098777164	0.379306870051537	0.154228709212188	0.32561948237006	0.648314685960979	0.328813288713701	0.437987426436304	0.503112429688652	0.413082456324795	0.10542375466541	0.311753398700019	0.24216868776584	0.324459020731627	0.41879220848676	0.583579559337643	0.392415092951226	0.43703332277598	0.46755022650201	0.438385212316435	1	0.209489952591781	0.362727112982031	0.460947659480984	0.373931695549951	0.337926140535866	0.435758336261718	0.457145126507345	0.348467762312559	0.566067311539258	0.116823614304829	0.0803244839824978	0.163068687784768	0.366627771192267	0.262973350273008	0.036258868525601	0.257066170706801	0.460012309965316	0.20880738997887	0.156415645687576	-0.0142367451172146	0.3578451818823	-0.0241789757175452	0.35232626149179	0.519779155548844	0.340684532009351	0.480622003584138	0.0359817712296742	0.051154713754303	-0.126404060616062	0.192517502575064	0.391268852685583	0.0475723187723583	0.276809605240257	0.533592212785954	0.0352430328155075	0.0701695540999519	0.0643760517237466	0.225225979356367	0.078603260067423	0.201812823063148	0.298112732142646	0.0309859424684708	0.207166511013877	-0.047968080893455	0.0782356371499977	0.0457782243418871	0.000470748076299806	0.379568686485769	-0.0751652449139356	0.0159251820145087	0.125366058673872	-0.0254321583629887	0.104158354306158	-0.163664054785164	0.0813080723752819	-0.195497235631858
CD28	0.50615877464256	0.608950549240257	0.681432687979058	0.641588611475879	0.625606880284127	0.199722279451664	0.498159811495058	0.128960773982445	-0.154711191754347	-0.107510164514378	0.728121312157452	0.665535348712575	0.726162868815742	0.479212737149928	0.483702264980794	0.544238320062649	0.591341039988471	-0.407214135874578	0.699175015471141	-0.0413435582178932	-0.0248759835996396	0.209489952591781	1	0.276125425965692	0.306689398888519	0.443512169717679	0.476233419227414	0.704073759914583	0.581038164526705	0.184652566315532	0.215996207454024	0.716611719274451	0.776218394233182	0.764141301763003	-0.0324826132235924	0.632524519077914	0.595122292789319	0.283366869722378	0.310257166054374	0.517405237572211	0.307025294946004	0.136201379309613	0.523367182862643	0.723189310010392	0.605397532150923	0.241167103383113	0.444856621620989	0.138634307956417	0.717874994203115	0.761243445179913	0.533047814652177	0.122426953598124	0.0277735549904708	0.311942340464836	-0.12094414237453	-0.0422876981803492	0.484482536691655	0.398530065184414	0.617478903545589	0.709589843704383	0.642019963043557	0.431351998092517	0.430483982512667	0.526823212998797	0.658377503991179	0.291777680451829	0.568684911067452	0.27924898316602	0.329179206371803	0.454229798132228	0.492904974958259	0.733191599712058	0.554793722542186	0.394740226223317	0.667218361098465	0.0577395354836378	0.325602936183278	0.163880483941294
CXCR6	0.274347865575593	0.393213670349637	0.223542563505305	0.673597538217774	0.118991435780337	0.638429876708854	0.729099997244747	0.388836134028503	0.400170268348874	0.527245171810618	0.41879222930786	0.195713850149756	0.339649201173867	0.301560039100755	0.518373962073942	0.74137050745684	0.676089105957174	-0.258016697044802	0.573305524928845	0.186142906528235	-0.118288635570062	0.362727112982031	0.276125425965692	1	0.545544527069531	0.497198911198116	0.753145702431577	0.373020290102472	0.700193087000486	0.575015825954879	0.384633548023558	0.280055841816923	0.399437246200238	0.0446313357099733	0.0383371090215311	0.336212623233879	-0.0636993065251064	0.414376884186342	0.632518182989196	0.646633661790579	0.3657236923623	-0.171102529085051	0.262145699323608	0.183577201146078	0.498005265341504	0.410986830122499	0.410387613704522	0.451175804775576	0.311796325962986	0.199081501518574	-0.110545902318754	-0.0287994398365349	0.266188488647613	0.145152473953343	0.01905894185913	0.520953255980461	0.304061910031867	0.252092175140105	0.228424680888083	0.335446764855916	0.0133799015241848	0.135761017492374	0.22416162641032	-0.123219041597366	0.244493373090216	-0.097147941552587	0.236631927446448	0.0959458086683424	0.0338793561691586	0.126328400160306	0.121738946301863	0.257504219707126	0.0758000208864722	0.0351656316864096	0.00956627950128926	-0.206439041530062	-0.0783077932379604	-0.13219192055209
CD7	0.188746188062876	0.272933055487657	0.480906364234961	0.67947081019505	0.123248331939431	0.417645531539843	0.537410176125905	0.393070223582696	0.276177172516189	0.288385341224979	0.348543684709095	0.177679732967803	0.403485964107379	0.145268739854019	0.673730356471376	0.555887376977523	0.527331754573619	0.00755216464545619	0.596769785151431	0.0765559601547381	0.142506563724687	0.460947659480984	0.306689398888519	0.545544527069531	1	0.231363011269676	0.536026777335067	0.287246180192409	0.466373099406677	0.413501710918619	0.0911646714487089	0.218918990505526	0.47565692911598	0.128352124039582	-0.0291605260123871	0.239152233447575	0.0866660334362439	0.385561137661776	0.409496217567425	0.393292281583007	0.436676179678724	-0.128725243499086	0.140458175980409	0.386317555858936	0.601068636143094	0.0336968858957527	0.179335897469189	0.248257284790036	0.494859268359562	0.248010646353446	-0.276105904586106	-0.00860179071475688	-0.0672671817620478	0.154704163687567	0.138792905320398	0.3650295922557	0.223659167604848	0.185492169433071	0.543742302301287	0.315240718394664	0.182140270100883	0.334379418415151	0.0330442001479997	-0.0421169754147078	0.296968741272291	-0.0693225202101624	0.352933068203625	0.126759623920941	0.064596530260033	0.111646981510272	0.114998168500396	0.46686955197143	0.171306960075989	0.138758851048306	0.138410205668882	-0.227035601461476	0.0135539005526695	-0.177417159048419
CTLA4	0.509120678799538	0.572287529914775	0.224471134181656	0.385384532098666	0.529315099216958	0.436809633329663	0.542877993781515	0.277143485055597	0.337981749794062	0.223870237304718	0.71839781771954	0.511964400913046	0.368364563508908	0.705079946881827	0.353135239742931	0.617065224288179	0.606521499721132	-0.183810920543702	0.576309430743248	0.333392980666695	0.0196754584445885	0.373931695549951	0.443512169717679	0.497198911198116	0.231363011269676	1	0.643916240977264	0.528453533581208	0.52950259644401	0.397374975491952	0.452694253135606	0.66584477416026	0.42443345784845	0.270218445980124	0.438641694052187	0.506478567269781	0.052624044274957	0.451013163676624	0.708979185328927	0.584155590137484	0.151612337433871	0.0016079520029155	0.618821498581802	0.260965934275606	0.433398486849922	0.613016243126621	0.411382545723488	0.474150762682071	0.334808075568566	0.277784359882671	0.320573050596814	0.0841591610805678	0.627105419624132	0.236490751058578	-0.223203560145498	0.458233522977839	0.336677150972935	0.333000689533998	0.0962009001550847	0.32197004848177	0.143926614934243	0.136800968018647	0.712630256149828	0.175500768117632	0.467679639219751	0.0950797030119566	0.332077658024444	0.20699973241295	0.227011157007577	0.377037488204089	0.159616085099812	0.287385974298748	0.306645998970333	0.174535678467493	0.218541286890115	-0.0857380672469401	0.0368685469553173	0.0597063464387975
CD27	0.349989399999384	0.396223053527659	0.408774965180981	0.783878888190401	0.394523179162138	0.846216808512863	0.668114109765969	0.51253142167105	0.428805120418089	0.313552858340749	0.601322621870627	0.4447619779371	0.44010912493614	0.514431187957487	0.666006884645801	0.86165645700768	0.739204290245611	-0.39655797831931	0.725079179039563	0.17082810759756	-0.0135851007377989	0.337926140535866	0.476233419227414	0.753145702431577	0.536026777335067	0.643916240977264	1	0.571175084475517	0.649641216410577	0.762973061143973	0.335504707816701	0.490034234976256	0.567638619907912	0.163733593650735	0.145822646227153	0.502888586570149	0.037721228664372	0.607306557962497	0.790525775125163	0.6871517573208	0.462770040271313	-0.212452900558154	0.42867469832253	0.459271982413874	0.735441966005939	0.353314808524226	0.349508853388055	0.492278096508101	0.547324639710804	0.274103704118111	0.033479438100056	-0.0585657924131503	0.331806402243904	0.3204171834162	-0.163904346007326	0.552928174809202	0.550226196710479	0.454719906156866	0.269735126701242	0.464851237429367	0.208110752884859	0.253501792296959	0.427086557099716	0.0455040575020786	0.45338008388411	0.0148316517041709	0.509723524417905	0.259718750155032	0.21768734365187	0.184936201928548	0.2471612257544	0.495759922638116	0.292091989045464	0.257546857887174	0.275695665335617	-0.20199105259926	0.0606064600797712	0.00219702175014719
ITGB1	0.656024722659476	0.705192405592084	0.641496607211391	0.55664304555757	0.62155793102591	0.368633121729444	0.585255172597562	0.373187173081544	0.183094174974207	0.148484393616559	0.804539764547853	0.611377506250992	0.662459475940834	0.575237673979482	0.561601387221037	0.583761121968576	0.624393373164085	-0.19740795345409	0.67599521981439	0.211079528550516	0.19737232541041	0.435758336261718	0.704073759914583	0.373020290102472	0.287246180192409	0.528453533581208	0.571175084475517	1	0.543571934321462	0.297795635873942	0.619004465801377	0.627279307844661	0.621777446452562	0.505727878224797	0.253804043094668	0.713459762007794	0.544378975751714	0.545188997696107	0.496617896584413	0.488810424633617	0.305365515696548	0.284114601030075	0.625085074917198	0.664323630583519	0.64605217334281	0.594215971699993	0.441940609572843	0.49227990782483	0.628284310679113	0.474680664070761	0.516436044001195	0.154175323412311	0.294039562144099	0.52806370946535	0.0234264473450016	0.257031549368935	0.636845730638719	0.710086146343662	0.313952659112437	0.601096583428358	0.682435820246426	0.580606226808371	0.648998248806718	0.574399085615205	0.744071807348991	0.497829767631377	0.75883721380934	0.508634986386217	0.533882101488547	0.631717671050673	0.647705354244823	0.581038567521064	0.625198754649959	0.654611354673977	0.726213044021192	0.197787061006554	0.54393334993295	0.445635319318203
CD96	0.49465048122964	0.687723513541963	0.39181913346177	0.707148952668852	0.331904480834935	0.43980021352603	0.830261671764747	0.366085470677497	0.315426226333252	0.402191773424548	0.635516031486058	0.383297216967722	0.543465361862678	0.39027755563751	0.527648832248316	0.781848425916319	0.846723867306059	-0.172639814948799	0.703755692222788	0.253631198462331	0.120421946152574	0.457145126507345	0.581038164526705	0.700193087000486	0.466373099406677	0.52950259644401	0.649641216410577	0.543571934321462	1	0.505896337643888	0.469584040050296	0.467064611889177	0.544592469739157	0.49453458941819	0.133517515574395	0.507090231879682	0.30657331620072	0.322064231248086	0.514163946269198	0.679357436268573	0.294463570429667	-0.116469802920194	0.342997368158458	0.346738946929245	0.53804326195831	0.362639544131449	0.528422830591999	0.424714758423178	0.441526774892798	0.45372544697514	0.0406564143549065	-0.0271620980863576	0.257376944881785	0.162324061001127	0.0694442708178391	0.399110763563833	0.29739135713431	0.219502516871387	0.402152782762724	0.62720613027758	0.173586875461813	0.130907460749454	0.28967992361892	0.125735968054409	0.494088056086091	-0.0520089835522015	0.274541650147315	0.100646912273141	0.049372596357515	0.26449532986181	0.182549997086887	0.420105490440697	0.21235797137494	0.0361057958091538	0.228709199161186	-0.224195857594802	-0.00523172445374395	-0.199249436050687
CXCR3	0.186181152528482	0.207344731825213	0.0847070903366046	0.56938095090937	-0.0133994471668719	0.798894035735021	0.593617830583117	0.401726432419196	0.471137056467028	0.424911950219533	0.304247408595106	0.026392164740177	0.159391287770816	0.128566329099014	0.437337953620612	0.712182447506796	0.615972587149686	-0.23994192097441	0.437155022274522	0.149667733734057	0.0152388375600446	0.348467762312559	0.184652566315532	0.575015825954879	0.413501710918619	0.397374975491952	0.762973061143973	0.297795635873942	0.505896337643888	1	0.34130871786021	0.0905190143208556	0.236419448831401	-0.00854382373570832	0.0560985293623355	0.21322220757264	-0.0402923262316078	0.494858805060782	0.598297166401239	0.458673721063111	0.318640488439905	-0.266447984220825	0.274836130930989	0.142515620629291	0.531895158266374	0.126047940368042	0.285999336596602	0.494328770226428	0.21958935581007	-0.0366811194211236	-0.318260357574767	0.0717306895628883	0.286933755664817	0.20775682446168	-0.0834938935056686	0.604912383992577	0.409079985209883	0.303870100217591	0.0486734073711352	0.160933163404716	-0.0750428190433468	0.11541218868759	0.0713904538047607	-0.0846243258529358	0.21179781814716	-0.149156825069056	0.2599211094966	0.168043199922671	0.0833507717202247	0.0324472346711378	0.0628358354659053	0.161675806142371	0.157932514671061	0.106816353278179	0.0550658030199372	-0.251412283508451	-0.0118127162578299	-0.111908766430378
F2R	0.602609497962261	0.650811892207192	0.0933554688438628	0.235081065829104	0.105738835061524	0.357362859507512	0.612335890001046	0.255904346882153	0.367541335782397	0.534233043922195	0.4302534644982	0.0463399846624062	0.286092159249946	0.21196559342913	0.279991968251684	0.38912091826223	0.521627700295366	0.235412446880891	0.350028469114164	0.508005897525121	0.346806428599353	0.566067311539258	0.215996207454024	0.384633548023558	0.0911646714487089	0.452694253135606	0.335504707816701	0.619004465801377	0.469584040050296	0.34130871786021	1	0.194411701910297	0.0396867206945651	0.190255863955631	0.388008998555177	0.303368392529825	0.311192642516954	0.364882683125522	0.519905423187249	0.256870657393	0.0773430871267209	0.164056273658883	0.472703594387022	0.0113549599245206	0.2025980107847	0.714557419712677	0.278514323623048	0.579470108655257	-0.0227154048955918	-0.00521078875866219	0.120041380774213	0.277674964291439	0.48013571381921	0.163319901449534	0.315498950482061	0.544492961715879	0.31531106852833	0.389796036495403	-0.147329207737586	0.321105808290701	0.182970355374023	0.170364743758453	0.421495559458725	0.320287837223963	0.358599628151673	0.338364701065141	0.272027716664732	0.162820365218796	0.149218659241068	0.581165858126405	0.250974463040206	-0.0785675578639601	0.279890031149769	0.244067802132656	0.256366853996337	0.200102459854213	0.288619581021799	0.200825372812469
ICOS	0.582980021780509	0.570858896191611	0.591433421647201	0.427494225919107	0.822801640885933	0.166299299877023	0.394661849812584	0.287590430020818	0.0616577837201155	-0.140287455553161	0.799873086243736	0.811313663069704	0.603726282345916	0.763957984918455	0.407458091215048	0.542232961787446	0.54058313424558	-0.310484845789073	0.668777183059684	0.0992100886044934	0.0560881028239047	0.116823614304829	0.716611719274451	0.280055841816923	0.218918990505526	0.66584477416026	0.490034234976256	0.627279307844661	0.467064611889177	0.0905190143208556	0.194411701910297	1	0.69354576434052	0.568297755497385	0.274831341600438	0.694768395224685	0.285278990498263	0.366985316712245	0.425742921274503	0.648591492854014	0.193944475667784	0.100730408694067	0.570980177816641	0.654086292238777	0.4983847436377	0.381433830916886	0.36078261946169	0.197299364285432	0.667798610251501	0.641961958233919	0.606582646853233	-0.0980243356016487	0.321991615192494	0.322587007003515	-0.254803878213012	0.0271527562161513	0.345472543444541	0.346700102745734	0.446448506492129	0.578331976387906	0.488911508871887	0.265532829059676	0.70381879237594	0.336910517522019	0.572967746519913	0.25284167602651	0.494921986984119	0.283466261066355	0.329357829467498	0.342238617502203	0.343448806930904	0.670684450996083	0.388240868550388	0.313481345727946	0.512624049539763	-0.0153876261908966	0.142326177752132	0.136739693322588
TRADD	0.415404457395664	0.427526003199246	0.824715106481523	0.698728315771811	0.70294555819101	0.257883330141476	0.474426587825097	0.311676039418851	-0.0227043679820425	-0.20697641607678	0.727686841887408	0.75707103781783	0.746747401177429	0.618110872844508	0.645028868329027	0.663637371070812	0.590773032711621	-0.519005711821074	0.768352416749919	-0.0831260755330558	-0.142549203207359	0.0803244839824978	0.776218394233182	0.399437246200238	0.47565692911598	0.42443345784845	0.567638619907912	0.621777446452562	0.544592469739157	0.236419448831401	0.0396867206945651	0.69354576434052	1	0.569581527165778	-0.0646867123185959	0.658379145284645	0.383935365409922	0.334602603224084	0.257155715509074	0.688618567472193	0.377578263377217	-0.00598115875543674	0.360149301537009	0.876488846332346	0.722226334830607	0.131606123297505	0.534612396915527	0.151481792654854	0.925831352934782	0.785205916877631	0.398927175586396	-0.17803171269411	0.0133800759527948	0.368776822947719	-0.253981394887829	-0.0609727340579985	0.461375813381666	0.447819273567681	0.797015708214615	0.683241994606225	0.635020311153776	0.427566029468563	0.457680067418211	0.236788027517816	0.723944485867374	0.161781396592296	0.663936698092142	0.325708735098025	0.337620175626709	0.283072025952402	0.514393966528192	0.932362370279457	0.445050904241827	0.448068681940533	0.584420138596175	-0.046587604501357	0.234074846129509	0.131280296870422
CD226	0.485891180006892	0.583331033075606	0.530276509004043	0.422628590921672	0.469953913729045	-0.0761274227238746	0.362531112020315	-0.152543660400992	-0.35797049210571	-0.167372955803992	0.590254317841594	0.541310253063382	0.704303400621967	0.32778328515082	0.287336231399256	0.316144986153315	0.435037772549838	-0.133755396915786	0.459718604692259	0.0398707056254162	0.0264003007041792	0.163068687784768	0.764141301763003	0.0446313357099733	0.128352124039582	0.270218445980124	0.163733593650735	0.505727878224797	0.49453458941819	-0.00854382373570832	0.190255863955631	0.568297755497385	0.569581527165778	1	0.113102158593566	0.346149379477997	0.662767886107052	0.0785416368325724	0.0577875267264785	0.3331013752282	0.124754131212454	0.257055422816438	0.380264306245372	0.546936814655483	0.343057018669775	0.105676682273495	0.412986008233216	0.00751781943656681	0.521529417329807	0.74731492811263	0.442140767174298	0.116072760136369	-0.115011519215871	0.192126079550694	-0.0416955945708062	-0.149662583902307	0.299376357488571	0.261334708407313	0.628456707635719	0.613935466110107	0.508047832670196	0.328177631343682	0.332153261681102	0.427419077132372	0.616865548804542	0.357299584213401	0.365962130693993	0.183515392908105	0.238963611326044	0.429509612055022	0.425847567340345	0.550546267205303	0.433668175856609	0.298591216838328	0.538440492075087	0.113038025288528	0.26797703658257	0.12292277119311
ADRB2	0.369381846726742	0.421890749456046	-0.0125308392686343	-0.0580655676070782	0.295173858315408	0.167924023266626	0.145450819029571	0.0998070078600087	0.230727855763003	0.175632577316624	0.332777392392153	0.276081307445	0.180430061155198	0.41393277973607	0.102097734206471	0.0893042211431947	0.152188027510023	0.394351584074948	0.134056121957389	0.632264188220244	0.357058707840187	0.366627771192267	-0.0324826132235924	0.0383371090215311	-0.0291605260123871	0.438641694052187	0.145822646227153	0.253804043094668	0.133517515574395	0.0560985293623355	0.388008998555177	0.274831341600438	-0.0646867123185959	0.113102158593566	1	0.153117217435876	0.03690593247594	0.353951359938849	0.433120094497692	0.112067962134466	0.0231450901645422	0.224315274484504	0.445845479201512	-0.147739239645125	0.0219596857406441	0.470090168009768	0.161508974349129	0.216934811518454	-0.123872592381664	-0.0398715240423773	0.212142852801638	0.094138767430996	0.434564324313604	0.207126392911463	0.0487417496995604	0.323138739467804	-0.0256361123072698	0.168899996599929	-0.172453456906789	0.133179277285921	-0.114559476968508	0.140113531938912	0.45055918674567	0.0703158156333457	0.109794474616184	0.199316694502178	0.00649004989122853	0.214877901591649	0.233338405529266	0.246764277053467	-0.0255911243613417	-0.148213928168353	0.132060810759481	0.0249970393316254	-0.00233016554825592	-0.0185039670885349	0.059544469733897	0.0951219405027205
ADGRE5	0.541671003597172	0.517966327793438	0.584577763165766	0.449398201122277	0.762800665481532	0.31930422301179	0.434843451348124	0.49838088209812	0.299929206459481	-0.0046747666259378	0.749771070219912	0.753498520288561	0.494768332479664	0.722165883152783	0.365007527213649	0.588952756243077	0.573997259814277	-0.39303917522979	0.643564638064502	0.139324105963071	0.101562018059962	0.262973350273008	0.632524519077914	0.336212623233879	0.239152233447575	0.506478567269781	0.502888586570149	0.713459762007794	0.507090231879682	0.21322220757264	0.303368392529825	0.694768395224685	0.658379145284645	0.346149379477997	0.153117217435876	1	0.225580726035223	0.329450332792649	0.355513798132191	0.615018375488827	0.154081396224134	0.02140146744463	0.455428379823131	0.59449306402888	0.569024126196644	0.442276096952191	0.467594466338503	0.303917580304334	0.62468603702441	0.512251647994178	0.530227242253546	-0.135993477044102	0.402413697011227	0.411112758336769	-0.182275497977276	0.108136613458374	0.363617692268826	0.387446962669148	0.311646485851964	0.615148144138526	0.466244390770372	0.31583619244328	0.62047326881007	0.309620782238279	0.570557294925187	0.0872894013292211	0.458861899737974	0.369799836091286	0.370789317183329	0.280136874973905	0.347501858857009	0.623065035859954	0.42986258041883	0.301442370686967	0.460875092271594	-0.0616011435195017	0.147970705227493	0.123142247765398
CD46	0.309324040113367	0.38445549265473	0.392249071427375	0.307905771016951	0.183871954567215	-0.088253355504572	0.244567670551513	-0.126192907242446	-0.35627272479838	-0.0108422084886938	0.373851031742618	0.238650077046421	0.596128690468001	0.00320310202408551	0.287722897124005	0.115342560970508	0.23190607697628	-0.0790650799093204	0.238136571671547	0.00917984586471638	0.118262701705219	0.036258868525601	0.595122292789319	-0.0636993065251064	0.0866660334362439	0.052624044274957	0.037721228664372	0.544378975751714	0.30657331620072	-0.0402923262316078	0.311192642516954	0.285278990498263	0.383935365409922	0.662767886107052	0.03690593247594	0.225580726035223	1	0.16038653135219	-0.030550863028253	0.0748596007416826	0.171216771632208	0.389368605684301	0.271695238738903	0.505912998320981	0.236543411608599	0.0895368669932821	0.185385752363551	0.0985519668951212	0.38991328291438	0.497578028502729	0.342345254085067	0.328765282936504	-0.254146629035513	0.255991821378164	0.0920806109192227	-0.14810105837557	0.464892000898735	0.454871751051203	0.394317657519797	0.469759006272826	0.610637678517262	0.386305098191322	0.101063697469221	0.635666346770831	0.568038080950214	0.510947057455486	0.515053191934376	0.263322049073902	0.303599105979203	0.552620657293421	0.608439371415345	0.385257729682328	0.506688379125492	0.463971394002919	0.653187417379633	0.458821242260726	0.507257838409694	0.407307905691752
ITGB2	0.309195293352841	0.34924116191378	0.306103179513819	0.426681146392614	0.248201175491914	0.577687760266728	0.406145046810895	0.320700421220081	0.313190245002709	0.234211641329019	0.482309768113075	0.297763261191033	0.290074192033576	0.312982374922075	0.528795082432366	0.499501140587244	0.421726293255136	-0.0596121662772323	0.468666833770542	0.207684642860641	0.133219596259824	0.257066170706801	0.283366869722378	0.414376884186342	0.385561137661776	0.451013163676624	0.607306557962497	0.545188997696107	0.322064231248086	0.494858805060782	0.364882683125522	0.366985316712245	0.334602603224084	0.0785416368325724	0.353951359938849	0.329450332792649	0.16038653135219	1	0.621384252193529	0.400461532513305	0.452521117189253	0.332005791557122	0.66412141909904	0.350976540714104	0.550670600893522	0.292755074873677	0.141242467435908	0.417872797141911	0.369778658805487	0.0744966606466904	0.198746838113531	0.268981372594095	0.226445700247445	0.668336890361215	-0.101878117751835	0.426488014956978	0.587701843622652	0.731767383022029	0.113897146742549	0.268361632500388	0.183730287528494	0.621262304389253	0.404998936506508	0.369111846232354	0.400933720702204	0.369243130488425	0.578257097277789	0.668868363649527	0.660631927763131	0.302754405897077	0.486407525944643	0.282095369097891	0.53744756556996	0.604888453363964	0.325506731154856	-0.0647533431054387	0.507957432038033	0.431809898606031
TIGIT	0.407926092138873	0.484707551871307	0.136794006187957	0.533091097151136	0.271737035271965	0.772155553569482	0.595794547601736	0.367861002224717	0.466925095760092	0.373747704403693	0.471955824472107	0.293966608175498	0.314205944122742	0.43470856177604	0.519568490625018	0.627496592544935	0.57759695672858	-0.000912720478378865	0.578473005536998	0.410061332659316	0.185230498933063	0.460012309965316	0.310257166054374	0.632518182989196	0.409496217567425	0.708979185328927	0.790525775125163	0.496617896584413	0.514163946269198	0.598297166401239	0.519905423187249	0.425742921274503	0.257155715509074	0.0577875267264785	0.433120094497692	0.355513798132191	-0.030550863028253	0.621384252193529	1	0.47605828791224	0.383878505779211	-0.100620630671797	0.590432639167749	0.140457380174046	0.502389980725647	0.515193355957542	0.239264634458079	0.453872459916356	0.1828460856616	0.053360840869072	0.0919203452151781	0.076193046355114	0.464809985793117	0.21843819253676	-0.0219674348684925	0.610370430935904	0.41374679179402	0.360910947707823	-0.0281334702859076	0.354391202293036	-0.00123658924917319	0.174823254946224	0.480713040693211	0.110900248692722	0.254397789536749	0.161253547587855	0.331987947695704	0.178106424826461	0.165995513945472	0.289927169894636	0.0936999498876466	0.132121786798717	0.236132020857845	0.1441689387758	0.125018670695167	-0.121344696747532	0.0737524876164159	0.0194853143439622
CD6	0.507459486946829	0.522168030746417	0.514511319982951	0.602884513648236	0.596111318317948	0.436158864018195	0.647823890052615	0.473036530846919	0.330475059825203	0.15801111075426	0.695992156127297	0.617560063838843	0.465431969820255	0.661083972451079	0.515871520493324	0.803114821293403	0.742556207014987	-0.425470984607097	0.763003012743044	0.103936114969457	-0.0493915646278044	0.20880738997887	0.517405237572211	0.646633661790579	0.393292281583007	0.584155590137484	0.6871517573208	0.488810424633617	0.679357436268573	0.458673721063111	0.256870657393	0.648591492854014	0.688618567472193	0.3331013752282	0.112067962134466	0.615018375488827	0.0748596007416826	0.400461532513305	0.47605828791224	1	0.29895545524448	-0.168676750092438	0.374668118125501	0.519489748268881	0.606532850431782	0.310451959396241	0.544149919913479	0.350412062389636	0.619533942307889	0.519965797718772	0.222340109345878	-0.226173018842549	0.352529592642743	0.306340430156112	-0.242627276308175	0.278099454135049	0.304237713711024	0.30728126080924	0.454983122963343	0.597991778283213	0.22313059349532	0.124196319269627	0.490097203479135	0.055580478482688	0.451329800695593	-0.0568000868048555	0.372742886036897	0.240018046304496	0.201542875930257	0.219377762728305	0.192426265682679	0.61322177086959	0.288140274382964	0.173372627294075	0.261774189650363	-0.223854099278039	-0.0277709433976905	-0.0861022800949694
SPN	0.104864454825832	0.192380060750848	0.357399486513918	0.434910832983921	0.101234447898403	0.423715934189119	0.310086341873115	0.0312562746100343	0.0618271714020356	0.0964636435252261	0.211423200481076	0.193735383128324	0.308123137315613	0.0673774258034694	0.505874615078769	0.295229235906212	0.292238539177255	-0.109873294258604	0.353056245917146	-0.0282987843881064	-0.0733359429539918	0.156415645687576	0.307025294946004	0.3657236923623	0.436676179678724	0.151612337433871	0.462770040271313	0.305365515696548	0.294463570429667	0.318640488439905	0.0773430871267209	0.193944475667784	0.377578263377217	0.124754131212454	0.0231450901645422	0.154081396224134	0.171216771632208	0.452521117189253	0.383878505779211	0.29895545524448	1	0.0172869986607293	0.227080171899213	0.347501744926242	0.451245495785052	-0.0305314286345168	0.195067505611199	0.134903000424492	0.353078112858624	0.253857112553934	-0.0036600840053647	-0.00614223277286709	-0.223160248940871	0.138033794010956	-0.0410519333990531	0.080928359644819	0.391511608888732	0.292486560775161	0.319603073294321	0.325737926534065	0.232809477821485	0.281859625522402	0.0618996647753656	0.137281904859651	0.193112295209622	0.116249659118715	0.372997452189217	0.142140171092019	0.131825405412316	0.11113484417851	0.230245331629267	0.341499741300873	0.135877914043076	0.295648425242721	0.358357368225262	-0.128797796237937	0.189607878107843	0.0386541818191338
