""	ITGA4	CD69	PTPRC	CD3D	IL2RG	CD47	C1QBP	S1PR4	IL2RA	SIGIRR	SPN	TNFRSF1B	CCR4	CD3G	CXCR4	CD247	CXCR3	ICOS	HLA.DPB1	ITGAL	ITGB1	ITGB2	TNFRSF14	FAS	CTLA4	CD4	SELL	CD6	CD2	PTGER4	CD28	NOTCH1	SLC1A5	TRAF2	TRADD	RIPK1	CAP1	S1PR1	CD27	CD70	CD226	CXCR6	CD68	CD5	LDLR	ADGRE5	CD82	TIGIT	RPSA	RYK	IFITM1	TNFRSF25	ITGA6	RACK1	VSIR	HAVCR2	CD74	CD44	ADCY7	F2R	TSPAN14	CD96	HMMR	SORT1	TSPAN5	CD63	LRP1	SIRPG	TFRC	ITGAV	MET	SMAP1	JMJD6	TNFRSF10A	KCNN4	ALOX5	CD9	CAV1	PDCD1	CD81	LRP10	LPP	CLEC2D	PILRB	MCFD2	TNFRSF1A	RAMP1	CANX	LY96	PTPRA	GPNMB	SLC16A1	NCL	APLP2	NRP2	LAMP1	PTPRZ1
ITGA4	1	0.173996365164389	0.859505177795586	0.609789992777125	0.580865197731796	0.873666920221797	0.718085105416469	0.951818237814838	0.0798062662702506	0.738900013614093	0.690657833954235	0.652286232029657	0.586151103712299	0.663695104302679	0.494140698001743	0.518794207841682	0.776534384020389	0.467405512886039	0.734955174075695	0.44028205012502	0.641946610869649	0.699830633216468	0.465575393341516	0.416244512708869	0.628316515387393	0.711334802079315	0.792726919174462	0.83291837342301	0.243105082689712	0.844942059263789	0.293732597672986	0.707417985972557	0.678225328124278	0.951871654719093	0.824797155090861	0.563099985710702	0.88816900174766	0.584862557376568	0.151288122473709	0.460159521436808	0.444497582298383	0.0789652482295723	0.240126061751841	0.729089110034929	0.730435803450789	0.817892336163157	0.277679226884254	0.289810811092912	0.801590346726642	0.0877461640968643	0.641532704244862	0.555459775728495	0.587624612606808	0.695322689967312	0.778227508709369	0.882136982347802	0.871018399137646	0.415796656967817	0.60955776855718	0.677461736058353	0.653862319373177	0.308857652761687	0.748630457826595	0.475271696369411	0.607806202336943	0.387789915060865	0.12751086338504	0.208267619847002	0.477402660957628	0.58412121185565	-0.418330086519245	0.584384261326256	0.668267787224843	0.56862948312446	0.670366952465824	0.398058279760581	0.00188691426884242	-0.000331745894005277	0.452531142661448	0.611550823611709	0.674519125759332	0.434642165425288	0.416812309024675	0.456628603222767	0.358613613645357	0.419074025664244	0.0891443808987151	0.330808357840861	0.353691352765802	0.315823194600966	-0.204155707154221	0.0172660546803573	0.700098675297974	0.391120233972481	0.381984566526152	0.350298276285918	0.0254454816622887
CD69	0.173996365164389	1	0.369120857512796	0.815777041211575	0.848602378456154	-0.194754311868429	-0.3089604220496	0.342606651692384	0.806247491048646	-0.0878252159687441	0.741775863440653	0.748678746963679	0.597685045407734	0.760118768335028	0.893028488764584	0.816908031172511	0.630909161116221	0.853287047780021	0.176483090505206	0.733149508505154	-0.200871660610118	-0.297335025449324	0.41101755663752	0.377052170053979	0.766963442820815	-0.156478717407915	0.59491374093492	0.398882282773798	0.923629910237234	0.226975491398193	0.739877355812092	-0.163178024072277	-0.209894420443069	-0.0684521904854169	0.392876870274864	-0.356938765980648	-0.173904471984222	0.145284418502057	0.865398960400028	0.855418347305994	0.404049354257114	0.864424915681223	-0.577683655434701	0.701294365060579	0.0508922936489659	0.0277581623347253	-0.375230591795442	0.909723275086423	-0.237320673867026	-0.586018483677739	-0.0410441000741445	0.70001483639198	-0.196703365092753	-0.370323600236469	-0.059649809625405	0.045211913548465	-4.91851938350931e-05	-0.563579039470063	-0.187458610443079	0.114317026963911	0.555940530747018	0.920879466936132	-0.190460803754399	-0.303722200827455	0.226921976216566	-0.504164904767846	-0.708890174130997	0.866138944779046	-0.564526613265332	-0.416417126276317	-0.477633029437545	-0.327212442427215	-0.0374760252077415	-0.207041521792375	-0.287133875305972	-0.585364825428567	-0.452121392133297	-0.44484281064042	0.803942373888393	-0.450427885126163	0.141688132483403	-0.234523223401833	0.856346236091273	-0.375909978919461	-0.542099056646273	-0.528358379549223	-0.124100723990437	-0.704122944272677	-0.669433146558266	-0.376361955950325	-0.508509401394031	-0.565120210889232	-0.264339828167373	-0.635741409216122	-0.581929675424341	-0.603360134193076	-0.073363260651379
PTPRC	0.859505177795586	0.369120857512796	1	0.67203138474706	0.631317232769169	0.772303425008004	0.702117128283786	0.820212837177949	0.246381960570292	0.794903992209204	0.645180840293815	0.744396570398156	0.494370038655628	0.762828425985647	0.617975673989319	0.634365443764634	0.748873043068491	0.522698122910103	0.507381312032875	0.672665999530057	0.70262129019917	0.730654422141127	0.706619229489323	0.507246130651677	0.616507900296831	0.782160838667673	0.671292154129455	0.663512915098876	0.476112875465978	0.84963827772421	0.504556379206443	0.435613026452686	0.775219873093708	0.778795914342411	0.920216475735379	0.541187195432398	0.791070823779862	0.501836666405051	0.364794724819804	0.600491198512742	0.324189659783282	0.280250821234544	0.205153360032965	0.688983787605187	0.637729231129866	0.913656971014325	0.432512323053062	0.434728695628718	0.74380426317523	0.190705484216049	0.695000499874218	0.751726004824357	0.574783424037588	0.630237997914108	0.594605454889088	0.778378469556806	0.708149468803609	0.329779751883591	0.687553692931232	0.797658027588402	0.85155404871689	0.513227403687062	0.810819352267698	0.338338808620953	0.522355799971311	0.19284632938476	-0.0107320718347167	0.425579752198994	0.38459352429139	0.602232159843843	-0.494046226210989	0.566126469684685	0.752664465260562	0.738265776555068	0.729906710556757	0.328141512820705	-0.186410339021239	0.0263953687199581	0.561044467575344	0.568963331022377	0.552972647493028	0.392449612165966	0.57216183478597	0.352668997526945	0.273299298404222	0.248062120500157	-0.116613861024666	0.227509208687124	0.163568911358162	0.257613633301556	-0.170521650131157	0.0229566825243235	0.745351942034613	0.31083426222327	0.390834448667583	0.251869561443662	-0.117517642626707
CD3D	0.609789992777125	0.815777041211575	0.67203138474706	1	0.974434780291858	0.213778208550381	0.0429542047251938	0.767760718844861	0.650269392701775	0.199370544810985	0.933612614511528	0.908076644811504	0.784758432319599	0.971734311219612	0.947919320341571	0.971082278833646	0.939341815007511	0.939476714149002	0.454188118729817	0.881188521425351	0.0286285741947596	0.0355403266192852	0.469850468995265	0.512083895591052	0.982297004517909	0.119141703931285	0.758418473142052	0.816737237651491	0.899288193104595	0.503430304006294	0.865952729207214	0.241970997815737	0.0851301302064242	0.386714073851756	0.618360957530072	-0.0856089057137801	0.238015509155699	0.341864044234485	0.815955792841614	0.928539835098168	0.476336017506248	0.671068342720289	-0.410282502525901	0.930872073784608	0.434183971459476	0.369527623506736	-0.282922570751361	0.877008523819565	0.128605332512973	-0.516255314342155	0.150408830850831	0.85977633785591	0.0450518083707416	-0.0273117029285734	0.222639365853556	0.371468127917417	0.354756759804396	-0.284675644981499	0.0252827325073485	0.359179405225031	0.677635678246995	0.915080940680184	0.176695697777525	-0.101347717078355	0.445142710894682	-0.260208148541316	-0.562445995113376	0.849426256284417	-0.291925506194474	-0.130662995766378	-0.534055370964396	-0.033162765447507	0.351441473969749	0.0670626338930504	0.0410667909751147	-0.351349401908501	-0.34571553238392	-0.410197333161322	0.957981301245426	-0.143466622838157	0.359485930095769	-0.10520064125564	0.918917387724603	-0.106694507311929	-0.288868756273446	-0.262659347812101	-0.055832677488383	-0.443368408668271	-0.426023140383635	-0.213585421039705	-0.540070740619375	-0.45180298557845	0.0688829107313233	-0.388522985451827	-0.353384125923933	-0.368662168450412	-0.058716559295491
IL2RG	0.580865197731796	0.848602378456154	0.631317232769169	0.974434780291858	1	0.186106626443228	-0.00144482152324563	0.740368071911939	0.655004198598054	0.168080947454439	0.948678944325824	0.908217465019839	0.750543526803369	0.961433941852929	0.965686852876397	0.939500384444178	0.910733790281517	0.943959576989956	0.503970434257546	0.863952841782388	0.0240505183427306	-0.0115707775842307	0.449894181496485	0.551135369754968	0.955584824393356	0.081587655172495	0.801874221988499	0.770066605411154	0.885635238973553	0.524994152789434	0.825908581176379	0.263494771160925	0.0447049318046177	0.357397306290821	0.622681893519028	-0.0876295945605305	0.221837433268353	0.258932201747215	0.810268406923402	0.903046110547188	0.56236717735621	0.723506363525695	-0.449810297783229	0.937462307806966	0.441637939394033	0.338962168796604	-0.301999393199381	0.920615537900564	0.0988686180130687	-0.55681659553057	0.157748578299688	0.814137811604082	0.0540173962925851	-0.0505195148173962	0.265753702615738	0.403513007364485	0.375471085859331	-0.325156804729009	0.00448608244951326	0.3381931810246	0.691601714256047	0.914788659602277	0.116859256874176	-0.0510612285392513	0.484169090971594	-0.246030312693631	-0.547315464604989	0.867521136186495	-0.284786319980454	-0.16154650213584	-0.520003781061798	-0.0165114031561156	0.290569693655244	-0.0211902381448135	-0.0202044106912036	-0.370954198940067	-0.307854169404363	-0.38772640417385	0.926704417813028	-0.167432490589073	0.431583239099094	-0.0326613371543573	0.913237518172911	-0.106441288170846	-0.292283281343527	-0.244412132751358	-0.00333773387076137	-0.456593654765018	-0.43523872091092	-0.189527447654928	-0.57197286674892	-0.470893531272699	0.0231763911014733	-0.39598892873391	-0.383843744648405	-0.388949530410086	0.0169059518226343
CD47	0.873666920221797	-0.194754311868429	0.772303425008004	0.213778208550381	0.186106626443228	1	0.94865285408317	0.725260393808676	-0.259659051713662	0.840520049477366	0.296630152326292	0.329200325374809	0.230416424483285	0.328352971821304	0.101658529654613	0.125782570379441	0.424432022706093	0.045935211235387	0.542958884222926	0.151775465508964	0.872124491898507	0.904219598939545	0.407353655732191	0.31297368350211	0.216382404031017	0.90407303757502	0.504265418301446	0.508309364497207	-0.131908845307593	0.769268607293429	-0.0444797732762161	0.739209533564359	0.899297625744277	0.95374825937874	0.762879242743288	0.82400471606034	0.991703697340915	0.512532668705089	-0.218186709744363	0.105967504173212	0.205005465542928	-0.252009975834332	0.529602108706952	0.361211083645702	0.708362193144275	0.90919131882492	0.64427467891907	-0.0938269576950886	0.978550245529107	0.524556998888802	0.773335652492138	0.268165695839824	0.796802022031813	0.936500704791847	0.74865423559228	0.852844953708993	0.821236139629729	0.67853169779641	0.798693313764557	0.753251193075844	0.518056166641094	-0.06921136682849	0.928419037383974	0.712149829095054	0.576795862342064	0.673400235373376	0.505670212477608	-0.150140841075042	0.739466315828491	0.889225516572028	-0.190380384886695	0.821503797371259	0.697152546732813	0.788682956317633	0.905691556690016	0.667981842680225	0.246134344680766	0.292667781908432	0.0566042308395724	0.893976461666302	0.678971206946389	0.637850550172686	0.0323261215776673	0.677581517992576	0.673648509740076	0.706154061413038	0.169391783012326	0.709448649966452	0.64444844793765	0.600516685217581	0.0668612822374729	0.357407465134659	0.929974681821119	0.76062880181996	0.76704443225597	0.672289913617737	0.11701938363887
C1QBP	0.718085105416469	-0.3089604220496	0.702117128283786	0.0429542047251938	-0.00144482152324563	0.94865285408317	1	0.54939325757596	-0.390983327766007	0.826480181518565	0.0728510136479305	0.139817316370311	-0.00286493761333572	0.174585967368601	-0.0646303137284922	-0.0164066957075564	0.236701322310008	-0.134045118891929	0.329122831454213	0.0568468763940702	0.912351080506301	0.903846516879205	0.300053493549279	0.274446607096638	0.0255511274138659	0.923811003976894	0.313584260203658	0.295342560852074	-0.232758757892399	0.610296749774483	-0.149541506538583	0.591323007797492	0.96503728405129	0.851214731925975	0.695184414606502	0.884981008215946	0.924815236627504	0.396384718789757	-0.315338630127889	-0.0447877839116225	-0.0441739497222374	-0.33957132470608	0.528155704298874	0.165547573596347	0.575424725963156	0.909968356547249	0.743309248071344	-0.228585740250313	0.984600557222082	0.688252160375853	0.795649671884466	0.188251631333525	0.827665091090036	0.967151574977265	0.558698975106431	0.704603796663356	0.66556927357645	0.632709427096483	0.782842281329182	0.771033406538939	0.386556411345914	-0.184103634034631	0.972537309477205	0.713819122965245	0.500379033388028	0.691273500866795	0.538355356296866	-0.252884073022278	0.733751054316592	0.960712854482795	-0.0486878133618492	0.848050052054509	0.680463592487804	0.867394012931283	0.978009398968935	0.65108158802691	0.301017592638046	0.441056140330392	-0.101686822463463	0.898222173080853	0.551653359172825	0.622874786251769	-0.0997178933676472	0.708096947811683	0.732748904485589	0.715333387515957	0.129364227368589	0.778439319112496	0.601959312023807	0.674717704200358	0.07474477141269	0.513196139944889	0.990443897655294	0.800057774516044	0.867085504155026	0.65270980425245	0.0927302009450091
S1PR4	0.951818237814838	0.342606651692384	0.820212837177949	0.767760718844861	0.740368071911939	0.725260393808676	0.54939325757596	1	0.191436128573885	0.574941215977542	0.825661976936609	0.741328151962443	0.685339071452108	0.798183567536917	0.665842180860526	0.679020152982022	0.906808663243396	0.635807597287355	0.757612316960687	0.589068022296245	0.428268445569011	0.493058151970781	0.392322583392702	0.461258877866947	0.789036494227086	0.517929598143824	0.851508601096533	0.935369364912228	0.431512587666335	0.774206916199714	0.481320360692758	0.659168724050499	0.509051705808608	0.85761243797224	0.765895892604974	0.407170619436966	0.74195485835104	0.488241846451842	0.316343346857427	0.614179676805601	0.51884914719425	0.225827975479384	-0.00871199887371835	0.868071746899838	0.705984014117472	0.708509862990659	0.0413015362431446	0.473947050790526	0.635913152343706	-0.157574280046295	0.451704808414829	0.65294795055019	0.458567080054836	0.509272054505952	0.649743453490756	0.786620755267498	0.797845227365374	0.191853118807692	0.412883794896255	0.56317083759785	0.640729907288172	0.487254396943751	0.609321935069038	0.340291534982062	0.626478465222662	0.247881095636489	-0.0994507066055455	0.388638883080013	0.255045185419419	0.36513705130283	-0.416706027637192	0.446817946337894	0.590831105447379	0.381465003308848	0.494369727001055	0.160772288430554	-0.0355125080632671	-0.149937939492974	0.646118355913578	0.381904302157664	0.620995388570989	0.251855647578312	0.570395715661931	0.354285498337108	0.198549032959061	0.271895028907258	0.123992604849172	0.113767151887667	0.118339209046227	0.183134177987219	-0.380489187229148	-0.11434115887522	0.531539080709378	0.161926079595224	0.156162768763618	0.12286534945146	0.0690615089501737
IL2RA	0.0798062662702506	0.806247491048646	0.246381960570292	0.650269392701775	0.655004198598054	-0.259659051713662	-0.390983327766007	0.191436128573885	1	-0.0776188826365397	0.543119445763976	0.689968304716492	0.713606718717535	0.571500590811451	0.690309710753559	0.708018873243862	0.481927631819312	0.782311803503765	0.0645340940343928	0.518864740123131	-0.277677923833978	-0.245174900362867	0.46343207896964	0.144865377848391	0.663775967324569	-0.177356933384193	0.375433242135624	0.281602674999239	0.770495705334287	0.140510308614498	0.57431515784116	-0.286850346024027	-0.272860878294554	-0.146515177990253	0.182636130659483	-0.478617820850421	-0.247576682547019	0.290862268252738	0.765191228659389	0.774922615438629	0.354779529429028	0.832885416053184	-0.308998138473068	0.56892554116445	-0.125656192064715	-0.0954824893123149	-0.265353641165651	0.808015487727874	-0.339593239700426	-0.486314208535631	-0.178397371043616	0.476385868592912	-0.344058462749336	-0.447294039893512	-0.0144640893094852	-0.0423180869111121	-0.0808894458810125	-0.36032446145772	-0.0148964741405617	-0.0633176533720155	0.460703141503572	0.692888691545163	-0.276487565978109	-0.455439870027615	-0.064501327360228	-0.607670656824975	-0.631770001008116	0.714609176272377	-0.502083060475715	-0.452930239145681	-0.535188148464527	-0.393648981063942	-0.0977594992975959	-0.140466119091802	-0.327211245413217	-0.35621328515071	-0.58540324074011	-0.506706139793495	0.591053092612784	-0.410509366796161	-0.0299804458036548	-0.302869068667216	0.701787854111511	-0.373830643241177	-0.576801381080192	-0.628640378935972	-0.317580245514846	-0.652732701371629	-0.467960245476277	-0.499810786731156	-0.145943672277974	-0.546739831161654	-0.332083384688378	-0.573203798551721	-0.575733863178704	-0.422134106126929	-0.270794433753411
SIGIRR	0.738900013614093	-0.0878252159687441	0.794903992209204	0.199370544810985	0.168080947454439	0.840520049477366	0.826480181518565	0.574941215977542	-0.0776188826365397	1	0.237812280430279	0.306347561855136	0.210597905160699	0.277789257674444	0.190598720255861	0.212754190099678	0.39792552851785	0.124738603504497	0.525499600772149	0.174867677499861	0.867924042782633	0.851280091185151	0.512000161607575	0.334029991332238	0.180410963254025	0.81477164276264	0.414353573289962	0.41758077467209	-0.0336782169319975	0.80680144781523	0.00255395940815855	0.474349529715167	0.860704265239566	0.762162304839619	0.771993554438652	0.81663428156212	0.854837489466698	0.479944152899215	-0.087227084300641	0.0809887313297513	0.157541660153516	-0.0484721077540126	0.454068533350092	0.339717786391753	0.631512485267177	0.888316889569253	0.62939799015409	-0.0386792909714666	0.861316896709179	0.500405808813922	0.865657960464911	0.451811358233628	0.80911742476874	0.843105527229759	0.673547508460752	0.829021528733401	0.788173900133093	0.579398180388454	0.823304881541314	0.799896619161685	0.547027167741795	-0.00629122890002894	0.85031081060736	0.575760363739864	0.481915243437314	0.506504354092932	0.421202125456859	-0.071103662265923	0.736770774566634	0.832283048281961	-0.219721146234734	0.783399523176897	0.700127018658144	0.819567966169903	0.83012635713354	0.65874077823301	0.105028843122633	0.366864891869167	0.0511404763092286	0.831467693821081	0.581415739551879	0.704233738305262	0.188016369823049	0.627583843703574	0.598577025752931	0.58291365812573	0.00798723674817236	0.592391493500668	0.515037061907199	0.599807729818854	0.0383448409731068	0.362452355118836	0.843955037634024	0.665251119012702	0.724129838775696	0.530290194679501	0.0154445883713111
SPN	0.690657833954235	0.741775863440653	0.645180840293815	0.933612614511528	0.948678944325824	0.296630152326292	0.0728510136479305	0.825661976936609	0.543119445763976	0.237812280430279	1	0.900826493388084	0.805547331993956	0.904834508609136	0.908381928241166	0.851247595276631	0.932626004100998	0.857023834259415	0.686906724384589	0.753332210153709	0.0743592712718919	0.0814235300124981	0.471249529524587	0.42307770222578	0.926730093060655	0.148974823727262	0.879922621543016	0.851272904513671	0.748725934554419	0.625917557245728	0.718488274788416	0.38653493293572	0.0869741045175569	0.480162590890447	0.621204379731879	-0.0194327980265526	0.340139036327436	0.408060076887451	0.63548862203325	0.851055408280726	0.700413334666698	0.534875014786102	-0.322744023612674	0.935624124748342	0.495141467889425	0.360654852083134	-0.289938786484432	0.774948215661574	0.193506311494981	-0.518824861332942	0.187501849080859	0.766865584779883	0.107503727208572	0.0430805017389275	0.441414328516964	0.551524109644455	0.55402768692994	-0.172948260758645	0.0689673878633752	0.341773889113963	0.672063993401983	0.798294656931905	0.166163092108635	0.0279719713110134	0.513459480340439	-0.131931352130132	-0.430176362119759	0.697813175117733	-0.116059247905528	-0.0894121170967802	-0.545154373543259	0.0251742500874504	0.283142013312602	-0.00850194170907255	0.0289153150550502	-0.230945621881447	-0.266607208302499	-0.4082713740572	0.873281550588743	-0.0542368557472101	0.49089619302851	0.0267461681671523	0.799262649823958	-0.0713587115317978	-0.221673754147054	-0.110307700403985	0.0646218386539994	-0.361673743207534	-0.257739774648257	-0.152099220661657	-0.502611380584086	-0.488464766073817	0.0729791035476452	-0.27570717433439	-0.301430041492058	-0.247777200544846	0.0491378052666008
TNFRSF1B	0.652286232029657	0.748678746963679	0.744396570398156	0.908076644811504	0.908217465019839	0.329200325374809	0.139817316370311	0.741328151962443	0.689968304716492	0.306347561855136	0.900826493388084	1	0.796172123139215	0.91652557785669	0.866486395834507	0.844095936837803	0.849544199954276	0.82330370422532	0.471799239000865	0.814700693798779	0.202682889128119	0.236040830046109	0.696103108943674	0.382821355335693	0.882648480250265	0.314665631098459	0.762341347189378	0.705930694601029	0.795608649725482	0.638560110144368	0.753092814800774	0.257789508985582	0.225362852977082	0.446492410239127	0.680446254720003	-0.0272383590478261	0.363948704129067	0.517147750100235	0.667215086480952	0.924510267185303	0.584868941114777	0.585888780304263	-0.127734271381104	0.850141602837357	0.420864706683331	0.455994267733969	-0.00791805174439874	0.798860396187052	0.222721539865783	-0.319309230851293	0.244570080549181	0.750161365955744	0.0955166274852874	0.0693600116924719	0.426798097955377	0.503988630699828	0.447716480098758	-0.0219454159364718	0.287273369501881	0.436292514761859	0.852654199226627	0.814882621779967	0.266065075403629	-0.0194722955574728	0.394157267884029	-0.215864887534745	-0.388037091512226	0.734667201026543	-0.0655381368738527	0.0179304040159617	-0.676066753292684	0.0684983005640472	0.36217779948281	0.221401027437331	0.15913477616485	-0.0910345770207218	-0.418385053263322	-0.396624641468607	0.844323168653848	0.0452355847438988	0.423605017449712	0.0527221874183155	0.780654160754414	-0.110648014881967	-0.228202941721768	-0.177905125291095	-0.125103248347596	-0.311550802608684	-0.203237540082541	-0.199082393230265	-0.27198005342395	-0.46908218005654	0.183804902027084	-0.18739389334921	-0.204697816847719	-0.111196160263894	-0.108001749643345
CCR4	0.586151103712299	0.597685045407734	0.494370038655628	0.784758432319599	0.750543526803369	0.230416424483285	-0.00286493761333572	0.685339071452108	0.713606718717535	0.210597905160699	0.805547331993956	0.796172123139215	1	0.702676661989943	0.724787071564286	0.746648857119493	0.806862617640675	0.809559693962549	0.591783559718644	0.488573212823718	-0.0404530590496501	0.0662083204828733	0.502816170724553	0.213950706419517	0.845006289851751	0.0934367135919391	0.696361863857558	0.766150921489444	0.602926107357492	0.520099590779843	0.526242955571831	0.321565298905711	-0.00298807085235088	0.402823149599237	0.399256624330466	-0.0985298345425841	0.243125380722474	0.606852431951727	0.521941270525645	0.813216558067565	0.683813542783211	0.476363036378344	-0.130267053416301	0.836310882644335	0.338474611578131	0.202018742878645	-0.240999988808802	0.653906834835978	0.0967766912686714	-0.390060246761073	0.0168497736241091	0.562316545686438	0.0131034630492983	-0.0271698142186597	0.391517744112005	0.425558115584876	0.463202537778982	-0.0298453725973436	0.171750349164142	0.15487103606539	0.500331692930691	0.568312720223141	0.0698454361886147	-0.0470496367416023	0.311454393433	-0.149129937671953	-0.3378255717893	0.505694057735068	-0.115408840939572	-0.13929873225391	-0.48976870417264	-0.0537449679779461	0.21505028867257	0.0287787203595174	-0.0274604304883563	-0.108823820283833	-0.274323243177786	-0.453992685582227	0.674499258641754	-0.0322241007222488	0.374378391182334	-0.0779161668281359	0.656757487984175	0.0126056352003213	-0.202211305382241	-0.160362271389736	0.00393223313350935	-0.295208463365037	-0.0819142607564124	-0.200002803856329	-0.16675274160822	-0.403524509430638	-0.00716976162316902	-0.224896940102152	-0.265691002819038	-0.0659566266427784	-0.0206865908373445
