""	ITGA4	CD69	PTPRC	CD3D	IL2RG	CD47	C1QBP	S1PR4	IL2RA	SIGIRR	SPN	TNFRSF1B	CCR4	CD3G	CXCR4	CD247	CXCR3	ICOS	HLA.DPB1	ITGAL	ITGB1	ITGB2	TNFRSF14	FAS	CTLA4	CD4	SELL	CD6	CD2	PTGER4	CD28	NOTCH1	SLC1A5	TRAF2	TRADD	RIPK1	CAP1	S1PR1	CD27	CD70	CD226	CXCR6	CD68	CD5	LDLR	ADGRE5	CD82	TIGIT	RPSA	RYK	IFITM1	TNFRSF25	ITGA6	RACK1	VSIR	HAVCR2	CD74	CD44	ADCY7	F2R	TSPAN14	CD96	HMMR	SORT1	TSPAN5	CD63	LRP1	SIRPG	TFRC	ITGAV	MET	SMAP1	JMJD6	TNFRSF10A	KCNN4	ALOX5	CD9	CAV1	PDCD1	CD81	LRP10	LPP	CLEC2D	PILRB	MCFD2	TNFRSF1A	RAMP1	CANX	LY96	PTPRA	GPNMB	SLC16A1	NCL	APLP2	NRP2	LAMP1	PTPRZ1
CD3G	0.663695104302679	0.760118768335028	0.762828425985647	0.971734311219612	0.961433941852929	0.328352971821304	0.174585967368601	0.798183567536917	0.571500590811451	0.277789257674444	0.904834508609136	0.91652557785669	0.702676661989943	1	0.921875675752886	0.93453022101317	0.918993953513077	0.88522266448831	0.444774990982177	0.928639802019522	0.156503111258811	0.17738205911152	0.535958400232483	0.565669174710995	0.933250923297754	0.26486968330833	0.745469838586738	0.786524731311406	0.868817070298546	0.58366538836515	0.866223837607461	0.298964981863127	0.23002861994624	0.464886073998816	0.694477946414612	0.0145074054536233	0.355857821579134	0.274184776641815	0.784851462076475	0.902573780333992	0.467778394511809	0.638778237240107	-0.300032517097622	0.907577051694773	0.500099402339692	0.50484232702155	-0.133026805016719	0.858912537282848	0.247104803124983	-0.402314814767918	0.235076067813852	0.845824084392032	0.127569325842388	0.0881922822471812	0.298933182211531	0.451299969782608	0.408045025355503	-0.178213246987924	0.154355407624205	0.438143287368999	0.768899093295637	0.895459366067607	0.316805192994985	-0.0196602830303635	0.470519136213566	-0.190017407721862	-0.488234508310118	0.851305726393701	-0.195389829840702	0.00714946126673786	-0.557348694910458	0.0876698888130951	0.450742675169817	0.191384289285605	0.179552081761967	-0.240739706547582	-0.335742784750609	-0.362597388375732	0.92868681393885	-0.0160905577259224	0.409548304247784	-0.0333434699165726	0.878338555282266	-0.0398900300252003	-0.20373589958799	-0.185366105048572	-0.0693828654569929	-0.331816225087202	-0.339346449802945	-0.150259832436316	-0.477566126077954	-0.390875483053689	0.211541239469052	-0.266703956392935	-0.230161053875204	-0.257251110708408	-0.0678999110345455
CXCR4	0.494140698001743	0.893028488764584	0.617975673989319	0.947919320341571	0.965686852876397	0.101658529654613	-0.0646303137284922	0.665842180860526	0.690309710753559	0.190598720255861	0.908381928241166	0.866486395834507	0.724787071564286	0.921875675752886	1	0.940707773186239	0.884141581148906	0.943759408615355	0.491653979155428	0.860335698571725	-0.0261856339033967	-0.0517981720567934	0.482425819472568	0.520422719723397	0.911948131287246	0.0275523536516677	0.753946469160407	0.720277472828035	0.914542476780793	0.52861709066438	0.836166723455899	0.130859878435706	0.0149188471806804	0.251667796057117	0.583656069703026	-0.108849221238377	0.14161131780096	0.212580401229705	0.832198694216331	0.889750395080986	0.562358974768117	0.784747963319592	-0.481142992377805	0.909352008895288	0.378560157902961	0.303568291027769	-0.326686872105096	0.909216943606019	0.0271485733624362	-0.575223381947262	0.119408197224429	0.859788706660867	0.0293692335812566	-0.113949040600809	0.215749196497184	0.373632995709761	0.349303151164506	-0.362982924607497	0.00335120210653099	0.294427034057704	0.694635054746457	0.929038563690192	0.0792647220971963	-0.138470141956233	0.410707725936286	-0.323980825049346	-0.606432805038838	0.869033116976928	-0.314224268009622	-0.211248706013834	-0.510809905911869	-0.0524990656773919	0.263503687682154	-0.0300276473711329	-0.0617065727538098	-0.379126253756001	-0.370489406765887	-0.400972565295375	0.923126807999953	-0.213639194960731	0.340448646167864	-0.0759290060425766	0.943618045252106	-0.134307339980837	-0.333967571866609	-0.30423753651266	-0.0635476524260017	-0.514052865597385	-0.492364211563078	-0.22244801681423	-0.551512755311589	-0.472356757583014	-0.026425406901039	-0.44693652505289	-0.40773646381699	-0.442926915078965	-0.0268066897089785
CD247	0.518794207841682	0.816908031172511	0.634365443764634	0.971082278833646	0.939500384444178	0.125782570379441	-0.0164066957075564	0.679020152982022	0.708018873243862	0.212754190099678	0.851247595276631	0.844095936837803	0.746648857119493	0.93453022101317	0.940707773186239	1	0.901244795966853	0.965299822717076	0.375605094412848	0.880790646911336	-0.0144017465380701	-0.0205130792786688	0.434626855263851	0.546977504369684	0.955715425350051	0.0466155153846298	0.653620158113291	0.761382007661298	0.927134374262767	0.440719446798821	0.88419708996358	0.139545733605232	0.0443183097618162	0.287819132524375	0.57079727571504	-0.105681505920859	0.149263520668169	0.25224966265419	0.884290567472073	0.889412886791419	0.379348112214734	0.756178480154801	-0.46611475402517	0.898556695668656	0.394045007031441	0.336200118035706	-0.308590899505354	0.90266560923172	0.0589063765318981	-0.528432048971984	0.139131414110992	0.889413440353076	0.0285136167732505	-0.0816395682340902	0.119719782462536	0.288947314104266	0.271505788643438	-0.357031915792211	-0.00518340351176801	0.335441073537224	0.619739467856142	0.916417676333666	0.13154888082901	-0.165723657609208	0.391500409937879	-0.319991785354697	-0.604330302552342	0.892482857948836	-0.353250909740791	-0.171788025166749	-0.486939547945538	-0.0572717875622628	0.353827047111062	0.0638897261295739	-0.00143404442505228	-0.391925154405967	-0.361576802685444	-0.370533618475422	0.933040186570175	-0.196089158860785	0.291865852885824	-0.125165572815632	0.965770846396111	-0.0983925754861777	-0.310377469609378	-0.326237721700058	-0.105425904592713	-0.481967583013117	-0.498440888006634	-0.207726157182752	-0.558454188637814	-0.406264052215453	0.0219242330209766	-0.443051698721419	-0.381678586417463	-0.44370688691034	-0.0888454035967565
CXCR3	0.776534384020389	0.630909161116221	0.748873043068491	0.939341815007511	0.910733790281517	0.424432022706093	0.236701322310008	0.906808663243396	0.481927631819312	0.39792552851785	0.932626004100998	0.849544199954276	0.806862617640675	0.918993953513077	0.884141581148906	0.901244795966853	1	0.867423257898641	0.678982559774503	0.777213243864018	0.168914947291206	0.200906668569637	0.435855695433522	0.555981796273853	0.946049495018188	0.242749416891305	0.824164931094796	0.937656107098687	0.727278673221195	0.661339771932187	0.734124791560531	0.456244841195191	0.244515344072931	0.601733184683023	0.691569085668889	0.158468620324748	0.453505818986536	0.417298768186214	0.630514121340647	0.816266665478531	0.564850149266214	0.506647990415133	-0.295018002221974	0.971613595579058	0.605082172874133	0.511070214877258	-0.211233555484722	0.734417199085218	0.333379110241435	-0.410733442720592	0.268393001346027	0.827310950421518	0.253209605643422	0.204132379888436	0.414693198750236	0.593340206531623	0.606520169022568	-0.11007038353729	0.174126344618674	0.450826827031874	0.647201089007934	0.750020112739979	0.346758720650945	0.0862738751509807	0.561154219912312	-0.0408741961894383	-0.380253401381277	0.672284018936709	-0.0457234239695273	0.0508222992869622	-0.417040328184058	0.211856987261786	0.483930125116165	0.173226040158247	0.205818583406472	-0.150743959010869	-0.168638589134686	-0.264457983194916	0.864480149055706	0.06505651776141	0.509683077091567	0.0749725382498999	0.830944857277325	0.164364872760168	-0.0358056965756244	-0.0168004627008966	0.0370310336936664	-0.202802337233906	-0.200523723579371	-0.011876747237938	-0.510940215623313	-0.259976615783918	0.242925550090762	-0.176169410126051	-0.149013904822593	-0.190902512861558	0.0263378041852673
ICOS	0.467405512886039	0.853287047780021	0.522698122910103	0.939476714149002	0.943959576989956	0.045935211235387	-0.134045118891929	0.635807597287355	0.782311803503765	0.124738603504497	0.857023834259415	0.82330370422532	0.809559693962549	0.88522266448831	0.943759408615355	0.965299822717076	0.867423257898641	1	0.426464425838209	0.78306221266119	-0.11901082611368	-0.129637642921312	0.381344914655236	0.507239451121174	0.949241438643415	-0.0619916271106176	0.699617765854446	0.735984484834304	0.895925988502125	0.4174081219638	0.796734919725511	0.129536935634075	-0.0862060092560844	0.227184725635526	0.48788490654073	-0.191622312126778	0.0707290414674588	0.227358998248951	0.873155519953003	0.875974050407552	0.487722798053884	0.827236850240948	-0.503047669227592	0.916425655136639	0.328357471482133	0.208293498554461	-0.405262766813881	0.937787685517895	-0.0402353330522119	-0.621692531241083	0.0486598466251037	0.7916369432023	-0.0458587482203847	-0.178615824389633	0.14960822504405	0.270377046789387	0.262238500062928	-0.408528000070668	-0.0563173727063763	0.202978285416303	0.56446363625731	0.880918342127126	-0.00944542967426076	-0.184062551375675	0.358948600597687	-0.352606411805666	-0.628746303690178	0.871744919230733	-0.406901909931152	-0.286928279476701	-0.483565199612997	-0.132365592359657	0.228067496324902	-0.0869015871948911	-0.137365999453973	-0.428004362873	-0.360352445134121	-0.427689620846846	0.878512687682318	-0.277713187950158	0.303122002038177	-0.148358041659801	0.949322844843993	-0.122422771106148	-0.375323511826415	-0.373529929894145	-0.069841967747292	-0.545421192066785	-0.502206425003932	-0.260109681460061	-0.542701228238788	-0.467230166987409	-0.106627147477579	-0.507244254797311	-0.479643257220859	-0.472540491353934	-0.0474834886811959
HLA-DPB1	0.734955174075695	0.176483090505206	0.507381312032875	0.454188118729817	0.503970434257546	0.542958884222926	0.329122831454213	0.757612316960687	0.0645340940343928	0.525499600772149	0.686906724384589	0.471799239000865	0.591783559718644	0.444774990982177	0.491653979155428	0.375605094412848	0.678982559774503	0.426464425838209	1	0.21917498060978	0.288097405116781	0.317211891502506	0.282429187634301	0.25654857039726	0.496099723917217	0.274239015771812	0.752807681090221	0.74960621153394	0.123668445853183	0.77556273903714	0.150670715879987	0.660324581347413	0.270524465475919	0.657702364893373	0.498803183425626	0.405261717542787	0.597058491343623	0.368426488066307	0.0275545324430257	0.310534001807847	0.804201536444194	0.0646978794972001	0.0171013364850881	0.683003229313835	0.641533717575531	0.433939230002043	-0.104050359422168	0.238943204717362	0.45871609853682	-0.1967800366026	0.351160883644425	0.416421544857681	0.454549028031209	0.40024371983352	0.75273726164838	0.846389862109953	0.910739055910769	0.215111453878733	0.309245194527715	0.33018525877265	0.381440338227677	0.182384934210872	0.325573550519641	0.419664240043604	0.572550957461901	0.353375832105431	0.100529092175582	0.0939575321983382	0.420239134536775	0.236648245059143	-0.22937342204718	0.401392057364268	0.318775176844228	0.0781986757561283	0.220031635901782	0.240544480287558	0.14150068908387	-0.0758997956423394	0.345779369543289	0.348528181922763	0.669367499097393	0.409766341475849	0.330938726368479	0.376237847608809	0.251819947294312	0.416056172663856	0.318761663608894	0.152091105897256	0.282836611814654	0.281809630208643	-0.256719036687268	-0.0972871707072774	0.280445906829639	0.221813785471916	0.146032329477391	0.194899855556138	0.293187168740755
ITGAL	0.44028205012502	0.733149508505154	0.672665999530057	0.881188521425351	0.863952841782388	0.151775465508964	0.0568468763940702	0.589068022296245	0.518864740123131	0.174867677499861	0.753332210153709	0.814700693798779	0.488573212823718	0.928639802019522	0.860335698571725	0.880790646911336	0.777213243864018	0.78306221266119	0.21917498060978	1	0.0849302522172804	0.0926904076160315	0.542411704725388	0.580102696153698	0.796465286075893	0.165568084338169	0.491915740450673	0.600517186601339	0.904321974931681	0.447784235793579	0.959844397484265	0.130656864805467	0.16221793934308	0.240689491502816	0.589387921780004	-0.06301246848601	0.189436414853365	0.0856048889957728	0.837989125368922	0.831338632928986	0.308881743066964	0.623140888735889	-0.339365868944478	0.729156159382076	0.430710953120642	0.423263239248932	-0.118636304147309	0.81841528938631	0.0972359213603417	-0.371916651024005	0.157666382658581	0.849798504631347	0.0393271589294776	-0.0313898015666997	0.0845453692815671	0.264637756764151	0.195796595842523	-0.236030105528047	0.0472174677842436	0.403349814737615	0.735916196228665	0.923202312567886	0.23727661569464	-0.140920191218165	0.34986770218275	-0.302151584138246	-0.507750253076334	0.909504919945013	-0.267002569648259	-0.0610615407078207	-0.469727060475493	0.0210896243147982	0.447867357628008	0.174204238232386	0.101900319188566	-0.314577626135835	-0.364592225442534	-0.3067665984548	0.924412365894401	-0.106085392475822	0.252641526937218	-0.0901717320887249	0.863699224854437	-0.152094763350925	-0.243025667904425	-0.27304225489663	-0.15165115849606	-0.378757829263481	-0.449077608539471	-0.20045341599587	-0.422221039671742	-0.353118878705027	0.124461991598552	-0.327957557749552	-0.260654518251564	-0.328703714284724	-0.114612835029727
ITGB1	0.641946610869649	-0.200871660610118	0.70262129019917	0.0286285741947596	0.0240505183427306	0.872124491898507	0.912351080506301	0.428268445569011	-0.277677923833978	0.867924042782633	0.0743592712718919	0.202682889128119	-0.0404530590496501	0.156503111258811	-0.0261856339033967	-0.0144017465380701	0.168914947291206	-0.11901082611368	0.288097405116781	0.0849302522172804	1	0.885952478149881	0.464309913860909	0.334464955045454	-0.017269077448565	0.916983468190683	0.303370459345754	0.16898797462004	-0.17732883000247	0.666762572943236	-0.134443385585461	0.517051776745334	0.933301979044733	0.7399517475459	0.773120226785822	0.868621748232656	0.873440848412153	0.453800422032174	-0.242295616254997	-0.0341945864497135	-0.00774576800207294	-0.246932107836031	0.539826136293147	0.112588433365954	0.582646033591741	0.884090566746232	0.821872263721221	-0.177186961275938	0.921321939908953	0.730144205868188	0.939800226958794	0.250938019417063	0.843985365146155	0.921495854873707	0.56890470384458	0.713007616335425	0.62754414000714	0.629724560332844	0.794549280153261	0.884780079337062	0.504816441892048	-0.113223336297956	0.886046998100849	0.740164130351732	0.514541285849478	0.633362463428368	0.604594504029095	-0.185203504319212	0.789278116470029	0.954461575689853	-0.110497179435732	0.832917193162536	0.667645807365614	0.864659140865722	0.907861176181193	0.648215978152964	0.245638520772607	0.53704789137548	-0.107294838004994	0.904001658990124	0.627003721552579	0.809688442421138	-0.02839317895639	0.609699017914454	0.707202434781139	0.688535418882749	0.077079888114417	0.740762590933856	0.576812113205264	0.696960188318768	0.115606192969083	0.470074173658294	0.92639561027815	0.794222149979359	0.858801555433865	0.648303381840096	0.0976464011037989
ITGB2	0.699830633216468	-0.297335025449324	0.730654422141127	0.0355403266192852	-0.0115707775842307	0.904219598939545	0.903846516879205	0.493058151970781	-0.245174900362867	0.851280091185151	0.0814235300124981	0.236040830046109	0.0662083204828733	0.17738205911152	-0.0517981720567934	-0.0205130792786688	0.200906668569637	-0.129637642921312	0.317211891502506	0.0926904076160315	0.885952478149881	1	0.550609688914688	0.140707022163724	0.00194108802199092	0.965643290377603	0.248564499787026	0.260996573444694	-0.206066670581593	0.712412554154273	-0.100187470209305	0.473817560743964	0.929343849486512	0.784051162128308	0.642573215807598	0.728442898348222	0.904850655149693	0.462467431493791	-0.2657306666251	-0.00461013452844212	0.0662964577861422	-0.296520235021902	0.768679288790232	0.115646394298317	0.505900907412389	0.869966430013648	0.822285155600627	-0.231096404536378	0.897224674625931	0.679664326597398	0.738410429325752	0.171818649222011	0.655228432596148	0.868073441112367	0.717996414368298	0.746675748491829	0.675492481339826	0.830178013643831	0.929454594281507	0.679522234528084	0.549492378140822	-0.163571579741058	0.921221821350052	0.520646431616514	0.262432022650336	0.504875398953975	0.5309330388264	-0.220606831435836	0.799511565138928	0.914158960327763	-0.285898364119767	0.738389954616809	0.696485362737516	0.919277584723038	0.933935625802456	0.843024426502848	0.0133690418544862	0.275544925714025	-0.0845413654056705	0.932925835802716	0.421582752971821	0.563688658403896	-0.0955660216701305	0.525040892583073	0.592159949572481	0.56946579442047	-0.107851142401631	0.718565592801616	0.725255832820912	0.449148631486697	0.363839118083956	0.34264441810214	0.92473230294566	0.800282472633572	0.814705544339738	0.775253205469851	-0.154599312727474
TNFRSF14	0.465575393341516	0.41101755663752	0.706619229489323	0.469850468995265	0.449894181496485	0.407353655732191	0.300053493549279	0.392322583392702	0.46343207896964	0.512000161607575	0.471249529524587	0.696103108943674	0.502816170724553	0.535958400232483	0.482425819472568	0.434626855263851	0.435855695433522	0.381344914655236	0.282429187634301	0.542411704725388	0.464309913860909	0.550609688914688	1	0.214029828532766	0.383184573176795	0.575305597306877	0.350416880703754	0.298052647497558	0.446376677864297	0.720393909502865	0.461870915732062	0.187100837515573	0.445057808188064	0.342022977321175	0.592462486349192	0.180111098628884	0.445945784822393	0.541892892432367	0.361848661692487	0.598493164817556	0.488178355078209	0.249517693730462	0.415576467497493	0.388591570395091	0.383181917252277	0.527924368716085	0.458379983880619	0.353239510111016	0.341616914434807	0.241604208871336	0.406447415474069	0.54160862992333	0.234637409984434	0.259784293947364	0.485278140180864	0.530492954129824	0.429123270752899	0.440779272738472	0.618421935662009	0.501482945642092	0.841232739440621	0.448951198739654	0.423746188700238	0.104096131582588	0.175916821306101	-0.0438531580300709	0.0698293135470019	0.385107108137978	0.30910086913145	0.338986969669972	-0.578178873010288	0.217266725732982	0.49549433935676	0.558195933958957	0.376104709456002	0.34405026724678	-0.381655449717831	-0.150512777669979	0.439304200287566	0.428431678935633	0.355380841538212	0.269540675775154	0.429549876206866	6.42588334591874e-05	0.0488944307057519	0.0277048664441162	-0.233349331564499	0.0743271860705341	0.243649145094632	-0.0186984586711198	0.337941623272915	-0.181468117505763	0.373985405103295	0.225811339334933	0.240895787629721	0.387136727746568	-0.202763661465786
FAS	0.416244512708869	0.377052170053979	0.507246130651677	0.512083895591052	0.551135369754968	0.31297368350211	0.274446607096638	0.461258877866947	0.144865377848391	0.334029991332238	0.42307770222578	0.382821355335693	0.213950706419517	0.565669174710995	0.520422719723397	0.546977504369684	0.555981796273853	0.507239451121174	0.25654857039726	0.580102696153698	0.334464955045454	0.140707022163724	0.214029828532766	1	0.468903788558082	0.227337191860914	0.418003111897147	0.414727164048073	0.4709929580289	0.405945203846778	0.455222588381439	0.393815264913037	0.315656114167057	0.402129090220606	0.657911742362282	0.412511575642493	0.345037309938725	0.0346255886807866	0.5205575986043	0.376215553015958	0.13610185191185	0.400349232018964	-0.316703852572483	0.547445860697975	0.549420551233231	0.461460232074824	0.00965923031889483	0.509766085463365	0.328544506563285	-0.0330263185259061	0.462162388640673	0.553999274945167	0.405207269235036	0.34578506935525	0.0685262019724293	0.341799084802646	0.284217791585614	-0.192905568058416	0.0811600697640289	0.583115753102721	0.39104050196358	0.506026277165409	0.334233211956757	0.268459160925536	0.534494965652551	0.0788567129813342	-0.0900124207442099	0.538551490068619	0.05226380269523	0.197990954814823	0.225592003251203	0.50036514850024	0.596783429228288	0.224427981643606	0.26361576101145	-0.198734279002066	0.210633610879894	0.451918001772751	0.462434142043523	0.124005678901546	0.528436925105389	0.410448507202881	0.635140860030852	0.493484180180257	0.389231645043052	0.10929256118136	-0.050155048872156	0.158795175120737	-0.15666898994185	0.317486117452257	-0.441383846400831	0.386142269154743	0.311891367308136	-0.0385093240509871	0.117334748354892	-0.176446746275703	0.074559964639801
CTLA4	0.628316515387393	0.766963442820815	0.616507900296831	0.982297004517909	0.955584824393356	0.216382404031017	0.0255511274138659	0.789036494227086	0.663775967324569	0.180410963254025	0.926730093060655	0.882648480250265	0.845006289851751	0.933250923297754	0.911948131287246	0.955715425350051	0.946049495018188	0.949241438643415	0.496099723917217	0.796465286075893	-0.017269077448565	0.00194108802199092	0.383184573176795	0.468903788558082	1	0.0717043248032576	0.775915814260849	0.857694470057722	0.842950295624995	0.47014266657279	0.796658919506825	0.282317760883201	0.0386074676428384	0.41334835800889	0.567256832127756	-0.0990003294967329	0.233075173175155	0.378717757615948	0.767759210154922	0.900588337395966	0.48759434121235	0.654458850344605	-0.419310424873735	0.951593421124105	0.42530451818427	0.321676218175998	-0.334578455233089	0.859183586903386	0.11745017306219	-0.556204479715543	0.106905412041185	0.792998014542915	0.0336992242741712	-0.0347950352423483	0.245241643137641	0.368638870134832	0.373103445402581	-0.284997112670476	0.00840099593719404	0.300708795766021	0.599519609440218	0.848527781893824	0.137351820532704	-0.0894074482434983	0.447341584537521	-0.229795871595526	-0.550088098327992	0.791438454359798	-0.298455556330785	-0.161353368900698	-0.509058527679174	-0.040582098491478	0.305587819801554	0.0158885153671796	0.00713512610039106	-0.343103657501558	-0.301529820593045	-0.428115671948027	0.915941869770037	-0.158566925348307	0.370396141159183	-0.116919561151438	0.883595319452713	-0.0663685469398244	-0.283227449488125	-0.244502828859863	-0.0115929016047997	-0.435794969818804	-0.395261209730416	-0.206626168800455	-0.548808258754178	-0.448220096872804	0.0363131276857008	-0.389225918986703	-0.377770723376059	-0.362933523986711	-0.0266914972176891
CD4	0.711334802079315	-0.156478717407915	0.782160838667673	0.119141703931285	0.081587655172495	0.90407303757502	0.923811003976894	0.517929598143824	-0.177356933384193	0.81477164276264	0.148974823727262	0.314665631098459	0.0934367135919391	0.26486968330833	0.0275523536516677	0.0466155153846298	0.242749416891305	-0.0619916271106176	0.274239015771812	0.165568084338169	0.916983468190683	0.965643290377603	0.575305597306877	0.227337191860914	0.0717043248032576	1	0.343205940860772	0.242568488488665	-0.101134048753968	0.695388668103404	-0.0517625433025608	0.449125540649822	0.958508645956104	0.794582788398818	0.731950070028731	0.730205825588668	0.897543131266783	0.495011282261321	-0.182806914189517	0.111456058412244	0.0622031262657719	-0.211481938969232	0.668017227242707	0.179483160418831	0.467326953894969	0.900006019737792	0.822909859599619	-0.117845191019474	0.915087643998826	0.688613883555737	0.779835601956896	0.231684653292907	0.66751398418111	0.867759916747358	0.646931891291997	0.71964996344498	0.633747623020804	0.707862438530466	0.897699514684995	0.752490213291701	0.597120061451308	-0.0533336750753307	0.937716216002592	0.545707421496554	0.329874789897691	0.474911181475858	0.447231912945164	-0.128444138600229	0.718581803802715	0.910083102784296	-0.286887669009717	0.72711384525554	0.691064782989022	0.925498367292803	0.951892823618357	0.713905227492878	0.00622108238933671	0.302346047415529	-0.0212937649368111	0.881566414809852	0.465723202563446	0.556653624299942	-0.0232948493022483	0.510030822929734	0.565780402455782	0.518988031589969	-0.111442240973599	0.665695520439287	0.612556658813102	0.450281612640887	0.256563677040831	0.337002868097976	0.947664364204635	0.730125756359374	0.786270714080147	0.688157095637083	-0.141776290523823
SELL	0.792726919174462	0.59491374093492	0.671292154129455	0.758418473142052	0.801874221988499	0.504265418301446	0.313584260203658	0.851508601096533	0.375433242135624	0.414353573289962	0.879922621543016	0.762341347189378	0.696361863857558	0.745469838586738	0.753946469160407	0.653620158113291	0.824164931094796	0.699617765854446	0.752807681090221	0.491915740450673	0.303370459345754	0.248564499787026	0.350416880703754	0.418003111897147	0.775915814260849	0.343205940860772	1	0.775455381125183	0.495600903186527	0.69222199979332	0.373183768006181	0.450336213391729	0.300252770841651	0.660075793337716	0.730665465549959	0.232470187949497	0.529571863771621	0.486704818053785	0.376323124965889	0.655251873965122	0.626923150208445	0.443507802882168	-0.203009536983711	0.875035775201661	0.46558863588633	0.491755439333749	-0.110529902925996	0.599891975589189	0.432198464303473	-0.316548441819265	0.402348176236356	0.601649214788102	0.318634495991396	0.298610046437461	0.598281637578299	0.699277603461856	0.696082377794648	-0.0640371419207527	0.262107127710359	0.450052112064016	0.623652044155159	0.567145086810474	0.339842007133886	0.253112537853893	0.577975191581295	0.0729610997021646	-0.259952554649568	0.431747368247464	0.0944681819799418	0.143711370385675	-0.454673756646109	0.253903729936615	0.297741029036885	0.122300917611056	0.247682673178543	-0.038174315435714	-0.133364306436862	-0.186136233106835	0.605394174229558	0.14793937975007	0.596083516769907	0.238869148645752	0.617675366696517	0.167616098528964	-0.0088837133736693	0.0862895895915426	0.0937271246412001	-0.12048503831221	-0.0754050187108132	0.0586297851123792	-0.506623493953702	-0.277829631871033	0.292855826990415	-0.0627877046472574	-0.0706885428094999	-0.106013652047204	0.07698703747261
CD6	0.83291837342301	0.398882282773798	0.663512915098876	0.816737237651491	0.770066605411154	0.508309364497207	0.295342560852074	0.935369364912228	0.281602674999239	0.41758077467209	0.851272904513671	0.705930694601029	0.766150921489444	0.786524731311406	0.720277472828035	0.761382007661298	0.937656107098687	0.735984484834304	0.74960621153394	0.600517186601339	0.16898797462004	0.260996573444694	0.298052647497558	0.414727164048073	0.857694470057722	0.242568488488665	0.775455381125183	1	0.511783333676744	0.65221330067434	0.580846454599063	0.587846491645757	0.237927595027397	0.68586048882355	0.590051907220728	0.201826149386391	0.529605417779902	0.41942323216806	0.434051963093464	0.631208811089153	0.534506118635748	0.296992674861878	-0.168137359850039	0.889944421187846	0.668566073314505	0.488048441347874	-0.223247210975838	0.524696292061654	0.398680002189509	-0.391994872404655	0.253564290252017	0.690608150575083	0.281438606303139	0.278207478290784	0.519728147324969	0.636814434048621	0.684075732573604	0.0486406829554983	0.180267060950772	0.375951144199446	0.511370264398983	0.54903642339951	0.369901171110342	0.162147274497245	0.551801041803273	0.11425910802199	-0.222645391406588	0.46629929969713	0.0682443581111655	0.11375483224827	-0.394322238345243	0.234483799671164	0.477640197653652	0.158807053021389	0.235419441387022	-0.00618070777116336	-0.0705681006503442	-0.288164111076282	0.74115659712752	0.168399796511421	0.508504157495862	0.0860015918994254	0.663923066239866	0.216663355410915	0.0359973278270361	0.129343367344027	0.14771454142081	-0.0813315547128097	-0.0217134776937144	0.0443431923350946	-0.437630132202987	-0.241521373504713	0.269629206617716	-0.03990553569048	-0.0682029817143345	-0.0459568724181935	0.0813247529952291
CD2	0.243105082689712	0.923629910237234	0.476112875465978	0.899288193104595	0.885635238973553	-0.131908845307593	-0.232758757892399	0.431512587666335	0.770495705334287	-0.0336782169319975	0.748725934554419	0.795608649725482	0.602926107357492	0.868817070298546	0.914542476780793	0.927134374262767	0.727278673221195	0.895925988502125	0.123668445853183	0.904321974931681	-0.17732883000247	-0.206066670581593	0.446376677864297	0.4709929580289	0.842950295624995	-0.101134048753968	0.495600903186527	0.511783333676744	1	0.247182703533384	0.926281861867997	-0.111572297245214	-0.123021906121696	-0.00103917412813739	0.420591133523068	-0.323025136442287	-0.10745826235012	0.104510040156685	0.952051051831256	0.904172394573116	0.306352892098188	0.825028367016894	-0.54693246966289	0.739131173925499	0.167374130126364	0.140760730106211	-0.347687839722964	0.935453005363836	-0.183561436435561	-0.566033033468551	-0.0410816306641104	0.811172505167895	-0.185565177428138	-0.319423269639777	-0.104818345573772	0.0400844725076452	-0.00716753406243669	-0.502578145168905	-0.158445311314768	0.187344773344852	0.597199970869259	0.983677628154457	-0.0653522251151953	-0.34942044725504	0.217046497327971	-0.523528380480544	-0.726919234124344	0.965239644061062	-0.546073017532769	-0.356926288259582	-0.476875611756674	-0.263794378725106	0.177488324974444	-0.0714143300583971	-0.184338714832297	-0.556861028442916	-0.476597174692243	-0.438836934668981	0.924471382103808	-0.402038411599729	0.0983081167208134	-0.286921265310672	0.932155166241039	-0.333887745865426	-0.494446055828087	-0.532265613359869	-0.199502855770901	-0.656507795386054	-0.674886471719542	-0.38744449951702	-0.497812341179116	-0.506134140722305	-0.170380041079305	-0.613165755526333	-0.537157633462886	-0.577202078521133	-0.153115000887114
