""	PTPRZ1	SDC3	EGFR	NRCAM	LIFR	PTPRD	PTPRA	CDH2	CDH10	LRP1	PTPRS	FGFR1	APLP2	NRXN1	DDR1	ROBO1	SDC2	NLGN1	ROBO2	NRXN2	SLC16A1	NOTCH2	NCL	PRTG	NOTCH1	NLGN2	ADCY1	ITGAV	NLGN3	NGFR	GPC1	NOTCH3	FZD4	TNFRSF21	LRP6	RAMP1	NCSTN	ADORA1	PTPRF	AQP1	IGDCC4	NOTCH4	ROBO3	DAG1	CD44	PLXNA4	NT5E	PLXNA1	PLXNA2	APP	FGFR2	TSPAN12	FZD3	ITGB5	NPTXR	LRRN3	BCAM	BMPR1B	NEO1	AR	TNFRSF19	GPC2	ITGA7	LRP8	LRP4	PDGFRA	PDGFRB	PLXNB2	BMPR2	PLXNA3	LRP10	RPSA	ABCA1	EPHA4	CAV1	ADAM23	TMEM67	EPHB2	ERAP1	CD99L2	CD63	CSPG4	LAMP1	GPC4	TFRC	FGFRL1	LRRTM2	SORT1	MCFD2	CHRM3	PILRB	KCNQ5	ITGA3	EPHB4	RAMP2	TYRO3	ADCYAP1R1	PLSCR4	DCBLD2	ERBB4	LGR4	CANX	ANTXR1	ACVR1B	FZD6	AMFR	ITGA6	DSCAM	INSR	SORL1	ADAM22	CHL1	TSPAN5	STX4	NRP1	RXRA	GRIN2B	BMPR1A	ACKR3	DIP2A	CADM1	CD47	CNR1	SMAD3	TRPM3	RYK	NRP2	PTPRJ	GPR37L1	GPR37	VANGL2	LRP5	FZD7	PTK7	ACTR2	EDNRB	CD46	UNC5B	SIRPA	IGF1R	F2R	SCARB1	ITGB1	TSPAN17	CD81	JMJD6	RACK1	ATP5F1B	TNFRSF12A	CLEC2D	MERTK	TNFRSF1A	TNFRSF14	CD74	TSPAN14	SMAP1	TRADD	C1QBP	HLA.DPB1
FGFRL1	0.905006061833308	0.760006676366628	0.959589413525276	0.913271591766554	0.759242334486204	0.508759343973134	0.957783708354853	0.956261764017004	0.88656316784602	0.906599613094424	0.722468998805385	0.930148994653776	0.953774437119993	0.902305538461808	0.907712029379334	0.886006700733823	0.888777900629785	0.901182059853821	0.87624906227308	0.844279821704652	0.939899353397223	0.850464290359095	0.934348332261557	0.815988228298233	0.783538285789574	0.84280726429765	0.895312939635921	0.903506507447069	0.930153409109833	0.865321659689489	0.875223714634702	0.887264573848845	0.754096156926717	0.926676733264129	0.759946410745723	0.909630997943578	0.924913515677666	0.917657700997002	0.812980585632135	0.132521592582418	0.744462181673095	0.841544900609948	0.921776406562996	0.919658124764528	0.77267232992998	0.825887386148369	0.935096837742189	0.919893108906912	0.889835885662319	0.959785202546725	0.66349333048534	0.832492763310292	0.88405129471503	0.938707083172485	0.798817554117424	0.940179090462303	0.867185227868732	0.700613580198989	0.763638262546109	0.825423020336341	0.79757385721152	0.844656159832573	0.882433508504036	0.88063490759011	0.8149012950137	0.6035505483623	0.553451620315127	0.870282339137653	0.860617438612909	0.835101242316246	0.840713459524466	0.894347028632707	0.808848404409217	0.923259641932082	0.799224247770452	0.882560146917634	0.742068360437459	0.89376863951882	0.866817054395751	0.92415773561128	0.891050921595662	0.73394304343756	0.9531011963678	0.817606220773365	0.937337118357162	1	0.899703280302053	0.888953366293587	0.94527082619163	0.879861229119139	0.574106010342582	0.805268332689059	0.873703922508626	0.816273032110388	0.883118371900346	0.884337014936209	0.372246578251841	0.429854935897983	0.823657619387666	0.769023067023429	0.825238766930438	0.959596289630999	0.757949858203692	0.701516849662362	0.850776899749086	0.846775865096583	0.807579109194588	0.777215842639459	0.580398220166225	0.786467603865716	0.874497556385995	0.925436682211195	0.950243507989024	0.914795472156011	0.689176089740636	0.854072420554656	0.847120348327187	0.814606040567821	0.675910128794529	0.791583320268026	0.941804447614425	0.85992489710561	0.811334290030653	0.782990380764346	0.880669313617975	0.942428320678383	0.79175161851419	0.920811698922098	0.907557512483403	0.900755167455728	0.67892548000263	0.708671127763556	0.771132280191452	0.866717310659823	0.939881283777797	0.860195520865938	0.840595691880099	0.827719623517018	0.826919625250392	0.440611271700815	0.94983358066387	0.89635097161116	0.942459733032238	0.89095399491814	0.923524012622716	0.902577252382172	0.89975320594769	0.897420377111444	0.646183689623783	0.812785566284939	0.675694438270702	0.869963610412256	0.695727181485494	0.426394739078643	0.786778425921684	0.950494438006645	0.903300058099804	0.896182376988013	0.573877837931148
LRRTM2	0.946707477842453	0.83354929838223	0.951358091249	0.945125537637014	0.815283559126179	0.678688112171636	0.932121615696537	0.94608034316915	0.919549730989326	0.919842922506113	0.8121586270195	0.956834285547997	0.940537541079844	0.934177045783024	0.885274436405558	0.933974999914774	0.8474955373193	0.95944232235899	0.93287140394953	0.912781061045315	0.950030450741002	0.905557598970464	0.931107033698847	0.894776876048404	0.812952631721692	0.871095907363929	0.934282010127447	0.936761595239926	0.937087431394388	0.884929613677727	0.793034110279871	0.894097982725114	0.775711499073714	0.913716900904679	0.882032857299855	0.792911223333592	0.910014187671531	0.87812462500574	0.796861921454239	0.0944362634871188	0.791652292555796	0.741504763898163	0.901448149057154	0.9318305079568	0.698257150424584	0.851761878504694	0.899164658543901	0.926671181086826	0.920030721668238	0.942253959178926	0.729195416821958	0.802690470633764	0.942007629588021	0.880806181124776	0.913501679536194	0.947718595109728	0.808885443148154	0.764596277156382	0.813467549888729	0.877794237600055	0.858734973528916	0.786413309711336	0.890515054363564	0.919696862713025	0.877256471195416	0.722931094334906	0.53408912575872	0.899859840090974	0.91096182086981	0.881561922080602	0.787901262548425	0.790708934373702	0.882619001772182	0.962803703764832	0.71535002784031	0.893856981316605	0.762091963520037	0.931065574996115	0.864163275375607	0.915820995557909	0.776938321926859	0.838444578574678	0.892015773280438	0.844610924812228	0.917228414069509	0.899703280302053	1	0.918985780734965	0.884605180641382	0.92337702260422	0.715062849292774	0.81482008710044	0.846303326604833	0.850807216931685	0.747932490661299	0.861430679025572	0.298687396694858	0.397159709773802	0.89110994790673	0.895250325461184	0.890103998724387	0.953878570001191	0.821947932826003	0.774166014261619	0.875199245550268	0.870333970680433	0.806894445184849	0.840348666604961	0.721463048632107	0.85152664808191	0.890343142403508	0.949534677086288	0.889243428335971	0.842937112582478	0.714278461599957	0.81387325633126	0.898483986107023	0.885932476598014	0.61565504094539	0.894524293870221	0.929524986784235	0.814237938383027	0.843650674845703	0.839354697922969	0.883573910148233	0.940983309861522	0.790077037580056	0.935064955090357	0.908030253833023	0.917036464932814	0.748211473615475	0.799657142688	0.739799032283268	0.912172489052035	0.933328517456975	0.819887682369641	0.904366792990843	0.860917642251956	0.838069605942003	0.535364654358698	0.910075995978067	0.873126138681974	0.926557249721125	0.779108966098991	0.796912165054059	0.828271941408084	0.796120309646789	0.781684625340322	0.574016174908968	0.899092387533553	0.774026811256095	0.792016163788123	0.629009133121786	0.425774470460622	0.891363463932634	0.885232410302387	0.789167442656868	0.791415538305561	0.539970376820595
SORT1	0.956520541977342	0.908343427655064	0.941129759312204	0.963795031100027	0.940850831529043	0.718969491797397	0.944011463162641	0.905131964620706	0.893074059219561	0.936472659797754	0.822293831680896	0.93822902867922	0.942166336573245	0.949951738072767	0.959607912117214	0.959550589037175	0.89057314810317	0.966787298923356	0.956911572585748	0.934043466278965	0.924641434680655	0.944237410771963	0.904284685831539	0.883574377895356	0.86875849602742	0.887590560549318	0.922468909140436	0.971608335901696	0.896266613843695	0.836588110392525	0.806093075327009	0.895609463953884	0.849905837781611	0.886474941942869	0.904076019319657	0.766499039743495	0.92772951138922	0.900337144444528	0.935643085044935	0.375157709787518	0.902235072899473	0.667311662484008	0.908363699262052	0.955467302905778	0.739795962655507	0.949369151897737	0.845863930446853	0.914929412060252	0.923614696252376	0.951841264525541	0.799928428808487	0.762253166432113	0.965048288687102	0.908380332122223	0.882088982995023	0.915882516167961	0.901333804633123	0.882301750766263	0.910322208092626	0.933506234604773	0.872965797310642	0.755710711790023	0.907764374688618	0.896364575731883	0.926369406282671	0.676612983414192	0.752303848864756	0.931301216878613	0.968417095165738	0.872730037108469	0.895496243577916	0.735656133324615	0.917483241711813	0.907952022541025	0.643885883511894	0.882205398535306	0.833977740901484	0.901102977148025	0.847937105073122	0.939840455663119	0.731531335448235	0.791813986144556	0.880466256779945	0.842732494796295	0.869742077392075	0.888953366293587	0.918985780734965	1	0.885232884100011	0.88964773147549	0.778768042550047	0.88216913002537	0.874042144932687	0.851058236057805	0.739922974491678	0.918457399759022	0.571640006874648	0.645306527647037	0.906209518700106	0.908969661541994	0.943605736537347	0.954318339445507	0.884873149018841	0.871597740260614	0.889883254962105	0.93748356859711	0.895638938605776	0.748076568193348	0.783530555128902	0.934292780820759	0.946776062384526	0.952815306358276	0.892197924470986	0.779258250173356	0.673261212874002	0.897760048114406	0.861468869078596	0.884725392977086	0.732862247387695	0.928225175659898	0.913216628572802	0.810389201801027	0.853859249838111	0.895597033914095	0.836575452126824	0.921857249899401	0.794568506137002	0.870874239240948	0.863726481934155	0.935052129024093	0.879493870531351	0.827898702134145	0.875353251123642	0.947408571431517	0.92110103310977	0.931339791965498	0.912481219951065	0.864730508706052	0.940115931264132	0.646475349400998	0.913929880288703	0.860024872928242	0.902775418544087	0.745305996135754	0.83695059423922	0.784104870658294	0.739455708986872	0.728305200630887	0.505301887619752	0.890373497681721	0.84546821972277	0.808194817452628	0.617979165653475	0.498149742841445	0.899425180671983	0.861586695530087	0.782580260862907	0.732215432775984	0.60941764550939
MCFD2	0.914985372770512	0.731416771714506	0.956778729404801	0.927272708963446	0.768724441603238	0.471964489590678	0.968764853696292	0.961635391398008	0.844690577190358	0.884802761343033	0.731286191611677	0.912538770913014	0.958586322909815	0.913074485529175	0.904509560218013	0.868072312777757	0.868289611642626	0.891731630853548	0.890051029032531	0.81206004432678	0.949288230167811	0.843880548468249	0.953437855827502	0.816423327559729	0.701447674683615	0.818648086222171	0.897589336283355	0.893233061550913	0.911973719732573	0.868956268664879	0.913791385925778	0.895163522881562	0.77253386658457	0.925993075910772	0.728936738524345	0.947671673058424	0.932400031503084	0.923952976898714	0.837356910387151	0.154225370331191	0.749496436083524	0.886197656547564	0.958264798831896	0.90890071751814	0.81909794014795	0.838638344600184	0.962138925701976	0.900486466705418	0.889225409688791	0.964773101265057	0.705790542608129	0.877634132173001	0.875122465865703	0.936134862856151	0.789121536254445	0.945268509517769	0.852739596655036	0.691018620651281	0.748446882240905	0.841526479770921	0.804851416815592	0.809328965509329	0.85779215288405	0.840016360925843	0.787869285418736	0.494066178705339	0.583913448863414	0.825892500577014	0.842505707860313	0.821554130209603	0.892353435189268	0.924580123024555	0.790416142805912	0.925192632838568	0.871335340821089	0.876732656684791	0.800501058083615	0.851892773497195	0.895839055220401	0.909940625980999	0.926321234261044	0.688699846648036	0.971191088400677	0.755649243050471	0.94449972574783	0.94527082619163	0.884605180641382	0.885232884100011	1	0.879701781983966	0.539000235884849	0.833577627293418	0.841169980648087	0.828973257066933	0.892482259823124	0.875918273975707	0.393549729938101	0.463145948905049	0.848928330533377	0.747151178997395	0.819433036442122	0.955980134044353	0.707820601016179	0.682519588890998	0.843194468193159	0.82886045200874	0.79599306738909	0.74159947955173	0.533766517195255	0.785467810089006	0.891556444036078	0.938270041093994	0.974328283100983	0.943402272895882	0.726370952307379	0.824990219495937	0.805180942973491	0.779809537826682	0.726102198146556	0.770731478382767	0.964522281203422	0.913586195406305	0.843052258069517	0.773716068767372	0.908737335269185	0.941019276831236	0.839071032960814	0.934260740097761	0.899626661763478	0.903434479869904	0.681445030845591	0.697517982086463	0.778813350990823	0.856715714213402	0.967134948260312	0.88575907650742	0.876758512596873	0.860854908211632	0.83473176182138	0.41761414744849	0.959148412595206	0.895999580545538	0.936019210928911	0.91692786538798	0.954095112931755	0.950383133792432	0.938594725914856	0.928452220025011	0.69852328328828	0.801930912540053	0.638361425234293	0.900811784374127	0.748801870323662	0.447455681160679	0.779896032054553	0.973826670214553	0.933268000604935	0.93135666652613	0.57535795517319
CHRM3	0.944061394028358	0.77422440513927	0.927620548103179	0.92231603358376	0.793939975823235	0.651734920149581	0.899008538170574	0.941152921673826	0.909373089205487	0.883354635279113	0.834697709015788	0.936985402088375	0.893752920325829	0.934565842999138	0.856011767470464	0.881861983099292	0.771320315996923	0.939963447399268	0.928733321230247	0.867839839143343	0.936168260982969	0.85003097978185	0.916167453183926	0.882894795032641	0.78758955726109	0.88065022472426	0.935661550162311	0.908574726673852	0.905797346148768	0.90672731876886	0.763016052069211	0.874636618375075	0.788422022083562	0.845049613441972	0.848087053333114	0.766068472844037	0.883868944591348	0.854466924194739	0.796880060962245	0.0576176687745847	0.782060422324827	0.753922011795171	0.90103925026919	0.900626556625481	0.660774708013877	0.842774126489875	0.89486501869998	0.902233942747683	0.873630783618511	0.926236681426115	0.705296008068895	0.834172228072253	0.927110381250488	0.843376856340396	0.866791489812545	0.953133341284645	0.775618088744078	0.763577427564408	0.768226071424495	0.87217373643576	0.910891793504297	0.825446146289081	0.858854634202123	0.897553014710009	0.834630129065184	0.695163728974277	0.548029106365767	0.867614364218033	0.873684290127983	0.883744365165795	0.767676214503546	0.780237970590631	0.857065717001026	0.939665129432861	0.726183407694484	0.924810273602665	0.74693359532461	0.882941874877229	0.80023279757383	0.880700457726069	0.757252298717545	0.810496933608159	0.890078240724656	0.797203719750874	0.944513679781204	0.879861229119139	0.92337702260422	0.88964773147549	0.879701781983966	1	0.712309023792173	0.757505134897121	0.781137345609458	0.877571485760273	0.71595539978805	0.878272384049907	0.299236033045791	0.378857096295492	0.906597316815256	0.876424554476636	0.868585778340698	0.921006458370106	0.797880534852019	0.783767678188402	0.845586856015836	0.7996842888812	0.72749075197374	0.854347388437772	0.677625267578043	0.813190155665069	0.897329979392496	0.939708840954909	0.902249369791098	0.834742551324239	0.624203897635654	0.81310750912893	0.893404723656839	0.843387442758406	0.58216185228951	0.896910105187913	0.903973298330268	0.782927454951449	0.827177817382701	0.81947812675762	0.878556164230884	0.929672602090219	0.808209383007335	0.907997551661351	0.900474041686123	0.823782253932953	0.737358542253352	0.800574412968541	0.709411171666136	0.901722961720354	0.922117455981615	0.818089766811768	0.894333134905003	0.879227803187992	0.813647516128467	0.47430401965445	0.930317030042211	0.838368307875882	0.913780843492709	0.765912535990776	0.780045591488485	0.805678807809601	0.802104592865136	0.778372914767753	0.553176040562219	0.864270398778644	0.709892040732074	0.755699305649203	0.562290037422538	0.363271134793362	0.838879933985943	0.882853292106183	0.767216340061339	0.790670888795456	0.495631702097833
PILRB	0.734686110449998	0.834464948380207	0.664882233750277	0.737483674916712	0.812724364633461	0.846869382958832	0.639637323000269	0.601735203456011	0.658869729701113	0.735795815878057	0.850894545187368	0.704036683008939	0.638988340898899	0.735963510286748	0.722187694563659	0.764090098126983	0.622752860889754	0.746791103597738	0.765214056209089	0.814991607595427	0.668802023330133	0.773105044979322	0.603383185682286	0.740019855642574	0.771192774327084	0.699817204981131	0.719461530788191	0.748929423333693	0.649304720468924	0.615082970616505	0.532139111481535	0.667062902918494	0.736182135739765	0.607560720837265	0.863142108651093	0.392581765973655	0.703405837577934	0.589043133262432	0.725784899527806	0.375077402336183	0.752010067871483	0.302208600224616	0.622836622370224	0.721389438214613	0.471089876369656	0.753575898871961	0.510605695138141	0.724619327610007	0.745395917607314	0.644385163158662	0.647593077121049	0.441373576962836	0.795292857378805	0.603359439089196	0.749534193524861	0.647117674549322	0.629440231066607	0.842195709367802	0.796258210486097	0.811914646394277	0.742831727122268	0.462092877003763	0.70430525368675	0.740799182327976	0.806814422710881	0.646292286419864	0.636710921867085	0.743776274521794	0.802705904803624	0.724877213618067	0.602092781703181	0.362465961422809	0.789397452304077	0.693095552109793	0.28886653122299	0.659995793614966	0.691272380839249	0.680638922663142	0.61258036917085	0.650139054336243	0.36196255934886	0.704831300611735	0.539265967360798	0.690051335949559	0.566946780351136	0.574106010342582	0.715062849292774	0.778768042550047	0.539000235884849	0.712309023792173	1	0.646104293217618	0.598741809792375	0.620677403085082	0.375782516012493	0.690072166140198	0.470519304399215	0.553115721239091	0.716649298911788	0.84267428713861	0.797987655260301	0.673703448855259	0.755342222823803	0.791848664540901	0.729715596781108	0.758411731469089	0.704073427627098	0.603898487720331	0.820842170645382	0.847626130938047	0.718805090739879	0.685681367196642	0.554349769768494	0.413915511737166	0.47851072749526	0.697526270432422	0.691088626340854	0.731546661199136	0.561803398043614	0.865068323965556	0.643021581051534	0.4994301494985	0.654178631781626	0.784988935779856	0.601103845659042	0.663946187979289	0.58353770639012	0.630690290356528	0.651599272860716	0.687087240933776	0.80061570991473	0.773131880886103	0.661801728309084	0.75476365985936	0.63115129048673	0.668579255405119	0.762367042815245	0.638340494114267	0.755671545152751	0.671299330418247	0.618470336533089	0.592866848295815	0.621067492143318	0.392737305583974	0.462641922152566	0.435919954885919	0.370990056362228	0.361542608474629	0.23804074580016	0.779210882469221	0.792783325758587	0.523685574007504	0.359146768685788	0.388413422788151	0.831160230388688	0.49595605414433	0.416427568179321	0.366526727913464	0.43030288177171
KCNQ5	0.835312439915272	0.779259803333341	0.854767875068188	0.884916512765232	0.856093090145064	0.557652342357954	0.871382108896542	0.807309097082447	0.748111913830344	0.821222938879695	0.665535087820531	0.81856765158083	0.871627185099674	0.820077202529888	0.862712407159139	0.843161458912149	0.871703525047593	0.834316090616401	0.827900123460806	0.786579890334858	0.809930527719843	0.820771245544381	0.819087566908423	0.740768024458383	0.713447262631289	0.714448571249968	0.797460268407289	0.87560291316381	0.782748490184163	0.66602796116809	0.837847660976915	0.774591574677976	0.77297281275054	0.865343969771075	0.779849337634391	0.776201731801286	0.842235810944076	0.865826934303157	0.831101393382048	0.373501373516187	0.774769596957121	0.66937713219361	0.837236916555507	0.826994120009973	0.853083037690065	0.855548366794667	0.811909870984245	0.84900573066399	0.872563548920585	0.862542821093451	0.692783108330782	0.629755399711603	0.861936985994519	0.80609720713946	0.730630654963693	0.809331485462479	0.783305930498432	0.739726898334506	0.840461282241668	0.855365689702412	0.716942674571964	0.581253626740391	0.859026048072331	0.796330304551938	0.776546907066108	0.495033922923314	0.696033421924034	0.775011295422027	0.841017722323948	0.751437239665496	0.880116551124599	0.703594672816443	0.815659401825993	0.786913813891403	0.634103836738316	0.735046213476327	0.749216652438457	0.792954947992492	0.828253970193145	0.839787896084958	0.750566891970595	0.612240833877588	0.810964778173463	0.707429396169779	0.756517413740818	0.805268332689059	0.81482008710044	0.88216913002537	0.833577627293418	0.757505134897121	0.646104293217618	1	0.857812904764229	0.718416771258484	0.69893635883293	0.798699099864332	0.547917723066781	0.605907425101123	0.756398079605848	0.77149010214795	0.804085819924838	0.868841707831676	0.729368459783236	0.730327863344288	0.821770322365236	0.837573685553136	0.905126824900506	0.603423559801979	0.671276600412605	0.808173142293645	0.833564673717365	0.853977128316021	0.802094485864777	0.760938493706019	0.791364188507928	0.758111117010412	0.73475396510972	0.789558226315191	0.775336127096129	0.763826055877271	0.875828926673984	0.863569967472015	0.744940982037103	0.819505553745162	0.797114935054467	0.825639304803315	0.750624922883739	0.764417271893792	0.725646275025006	0.888738395609599	0.7577597061785	0.678597348580403	0.822170130774833	0.815056733282007	0.844279740195182	0.846828073774618	0.827607585690479	0.763376865215648	0.81820045834071	0.591158840935191	0.812925215025037	0.813837211110314	0.8193226804908	0.747619467573898	0.804648799528813	0.767560881852989	0.704997921501978	0.703393493848424	0.649176806063603	0.736931886175816	0.72133082063562	0.845817159008613	0.739824599486506	0.514664804635632	0.757638769530011	0.789426128492587	0.776242072493024	0.700988477623417	0.5781924701746
ITGA3	0.831827111220877	0.765148800207258	0.877061395448752	0.877936118853882	0.78404373779108	0.506197648098472	0.894126782070654	0.855262032632762	0.809163036978019	0.847071075237869	0.659547950462259	0.846213411272401	0.886186745260251	0.82497397209969	0.866626087528618	0.83900646199545	0.859097494627029	0.846287465303224	0.813623195106785	0.806525931557243	0.82984951310182	0.822826694495126	0.847688127636307	0.720107166496663	0.781718904287923	0.762775859381091	0.80353993336807	0.861814839817741	0.821141466759016	0.703466335079806	0.853987949871822	0.775742422653021	0.69997994969668	0.898813151135001	0.747437350902753	0.816126655845887	0.866124566221994	0.865871227721551	0.7814223599231	0.234062641101509	0.706766016692053	0.686323813484159	0.826281434262505	0.844466739235163	0.852577105506443	0.8408937735527	0.842552956723795	0.895717246017747	0.874445006882363	0.892466437691082	0.608050022011658	0.634712922717163	0.842110162707521	0.827641705870514	0.738857004150242	0.838271170752053	0.803000318314182	0.681995319803383	0.809482815882226	0.78746947734055	0.69567854888475	0.728640739022594	0.908827280480701	0.838942386806742	0.783794969509267	0.535203835385835	0.59569446653863	0.822684567977544	0.833114088852134	0.739472062400289	0.840867078543109	0.75203314660974	0.786516864444203	0.834599644648909	0.689857431096332	0.745620116765391	0.702573991928589	0.860378647677137	0.871261351130021	0.861281927764262	0.811381110528353	0.660205478560594	0.851177786737066	0.795279176995678	0.791874870211826	0.873703922508626	0.846303326604833	0.874042144932687	0.841169980648087	0.781137345609458	0.598741809792375	0.857812904764229	1	0.718549926637877	0.750543049922887	0.791084331048151	0.44366424729735	0.458767855692524	0.712561839332132	0.748405210304621	0.792272914558548	0.90112819387009	0.741554191520269	0.664869341108401	0.770027858802708	0.841107118322242	0.866835293788892	0.643668959174256	0.613650781894888	0.776258072124027	0.798412868945992	0.868785500021773	0.835040688908998	0.799587678440324	0.78560915085576	0.807432727929107	0.778176430485473	0.783980933206511	0.760782863558358	0.750349699646323	0.891754851670298	0.864202202312247	0.729282307607793	0.769017069939131	0.82647829843608	0.848418625325721	0.750049884256646	0.812588689015209	0.771467795976864	0.871825537078441	0.680894637723308	0.681443031177805	0.805936366919053	0.80304624156946	0.85887051780249	0.811357396025438	0.799961434198637	0.752713819383765	0.795180338845828	0.561675059448152	0.844799268992257	0.820778153202278	0.864957169079702	0.816018187635561	0.836520998307054	0.785132698168289	0.76179093342592	0.768548409203621	0.692147516897685	0.726976290419789	0.706797937841768	0.872932193620716	0.766738519155134	0.525260999757856	0.791690237307811	0.831035327290435	0.810774705436698	0.76186315555011	0.598703413066531
EPHB4	0.899046204531972	0.785483926169318	0.875181245417632	0.841571147443511	0.779567389218625	0.641084482828131	0.865344234297139	0.866002585737459	0.868382316771264	0.865348133959859	0.754495161382824	0.869619648610197	0.843065508130818	0.894994492970798	0.859955346598404	0.850760457713171	0.752964865069034	0.883496534538777	0.899766347394154	0.870245275598455	0.876655027903601	0.844312181850544	0.857373558933199	0.827743851797142	0.761363546302281	0.847090222874929	0.888331780532722	0.852163412108062	0.868998722889026	0.861668235737908	0.68934652696828	0.840896726839392	0.780016476786588	0.802926907959547	0.752181481532461	0.726377706996298	0.811661757614354	0.839424486280579	0.796552317059275	0.155748204071642	0.803950549693936	0.703934364373502	0.878941795202349	0.876841333446149	0.572558485980366	0.782939387899547	0.824528363029037	0.805982815773012	0.786379166793609	0.860625907012737	0.705799446187884	0.788812363542312	0.844546537874444	0.823685930434854	0.820594917259187	0.869876950580543	0.765107649002483	0.732532359654401	0.747951333319572	0.803020266903248	0.82646232826229	0.756976617308344	0.734220002702512	0.837433835861463	0.836726813595027	0.599947158268579	0.613506616860566	0.837118979967512	0.848128899895553	0.832803159387453	0.795484456695644	0.735198831494536	0.773247355139233	0.855605788427067	0.643444971958655	0.844647261667143	0.697264237742291	0.819384385610557	0.747435544745377	0.85698168221316	0.694875124225253	0.794927047687723	0.83813251518908	0.767200206633171	0.874994874778201	0.816273032110388	0.850807216931685	0.851058236057805	0.828973257066933	0.877571485760273	0.620677403085082	0.718416771258484	0.718549926637877	1	0.738145838151397	0.862009537505083	0.39939254329321	0.451988854162107	0.860103557331527	0.834782384845904	0.812103522363205	0.870523917893805	0.796343872128266	0.761140922473432	0.820993538081986	0.793985533002716	0.690843867250031	0.801693917936314	0.639893481145836	0.787168458320065	0.872889047867475	0.877910419010457	0.858684237348922	0.790695797527869	0.525798750425634	0.759335364659518	0.823411652468421	0.779637042577036	0.57813455111704	0.841478579688632	0.83592609094044	0.696225121154974	0.817682862394148	0.767733120995887	0.739824022415664	0.859644076769069	0.66237510429798	0.827889705460614	0.884233930780911	0.805569399420519	0.723922444875822	0.801094630537758	0.692742962626142	0.848322789437525	0.856994555527046	0.81321581739431	0.798016087416952	0.812249698925277	0.801596122301159	0.51543851426767	0.851943702132088	0.806704571913944	0.832563103989995	0.697639942960719	0.765500953015295	0.747500902106876	0.740906711335426	0.721913125299036	0.423932629692699	0.785460912237328	0.683911219678193	0.692174032486369	0.49406579668627	0.310476094017073	0.76474708094473	0.834872668540374	0.712935175370316	0.731334170826282	0.451781909131839
RAMP2	0.768678960600998	0.609065173903507	0.84787354989024	0.764071004590428	0.60385823318648	0.355058924328675	0.869126669356228	0.850343424110249	0.741502316394965	0.797273963528761	0.58553263299699	0.805644977620642	0.862280601324065	0.774772060026769	0.795629053568623	0.736560596175126	0.821907022573403	0.736696700750735	0.733143853788753	0.699243795567422	0.841209861223206	0.730669367455918	0.858312498496925	0.679583896889224	0.628659098965351	0.674618540951252	0.769904720726822	0.752260300068045	0.830971918802018	0.792287545728913	0.850463635133796	0.789331904699419	0.633312061493114	0.868988106863898	0.554366087994479	0.930767773984163	0.804792571827998	0.814019820928053	0.714358477932289	0.10093253762546	0.604873078573651	0.851790355261068	0.864716108405499	0.807276649143339	0.741035522471155	0.658152230865303	0.875405535320554	0.806150251940791	0.758487284674625	0.844617162990295	0.54640224299505	0.781339254720222	0.711574763463742	0.873499820906405	0.628288306643527	0.825205717838498	0.802161010240172	0.513169866104628	0.623819877333348	0.683781856874993	0.606847618632056	0.712563427887704	0.736159187553102	0.745467157667321	0.676806944664703	0.398647088866978	0.481148194709627	0.723653525777986	0.709001224195862	0.697848453222115	0.798531551098045	0.90810506325759	0.599660322395051	0.783981156572596	0.781004062157792	0.733179533898759	0.665432913898457	0.772787441771109	0.781380804543405	0.822612835565023	0.9044788484208	0.637174399804875	0.895445147458994	0.679096853223351	0.838587787359541	0.883118371900346	0.747932490661299	0.739922974491678	0.892482259823124	0.71595539978805	0.375782516012493	0.69893635883293	0.750543049922887	0.738145838151397	1	0.787674756572909	0.336596651893691	0.362515344813165	0.711958513594637	0.579854466238024	0.650323476587207	0.844912355755622	0.595741270616055	0.548178399864344	0.756968546387997	0.719865481896981	0.696900644797245	0.679636236428265	0.392705915097994	0.638098027975917	0.756977751475641	0.799907883154267	0.885936574635528	0.89233887403457	0.6399268561052	0.75410723813235	0.684238006698096	0.651568511493109	0.675799915198448	0.600529166440334	0.862204243924416	0.827624464672452	0.724825671921781	0.606211939564156	0.758833593274803	0.824032341991016	0.636888004781234	0.811212269621441	0.822446861715029	0.819443039494495	0.527925816169341	0.560420823178244	0.661979396265805	0.73413568962704	0.850168803977282	0.759369986518283	0.7095637086293	0.720168477999	0.699522415596502	0.299538888373299	0.824553798541111	0.804512207033023	0.840466605807432	0.878970225336263	0.922643589330876	0.901710567544871	0.906725836766246	0.906577801516494	0.655617560053149	0.656693413531711	0.47861765774076	0.848650653389227	0.696804348109715	0.365336270463969	0.616911914262286	0.897344733758251	0.880124559753102	0.908140152850465	0.514398271050673
