""	PTPRZ1	SDC3	EGFR	NRCAM	LIFR	PTPRD	PTPRA	CDH2	CDH10	LRP1	PTPRS	FGFR1	APLP2	NRXN1	DDR1	ROBO1	SDC2	NLGN1	ROBO2	NRXN2	SLC16A1	NOTCH2	NCL	PRTG	NOTCH1	NLGN2	ADCY1	ITGAV	NLGN3	NGFR	GPC1	NOTCH3	FZD4	TNFRSF21	LRP6	RAMP1	NCSTN	ADORA1	PTPRF	AQP1	IGDCC4	NOTCH4	ROBO3	DAG1	CD44	PLXNA4	NT5E	PLXNA1	PLXNA2	APP	FGFR2	TSPAN12	FZD3	ITGB5	NPTXR	LRRN3	BCAM	BMPR1B	NEO1	AR	TNFRSF19	GPC2	ITGA7	LRP8	LRP4	PDGFRA	PDGFRB	PLXNB2	BMPR2	PLXNA3	LRP10	RPSA	ABCA1	EPHA4	CAV1	ADAM23	TMEM67	EPHB2	ERAP1	CD99L2	CD63	CSPG4	LAMP1	GPC4	TFRC	FGFRL1	LRRTM2	SORT1	MCFD2	CHRM3	PILRB	KCNQ5	ITGA3	EPHB4	RAMP2	TYRO3	ADCYAP1R1	PLSCR4	DCBLD2	ERBB4	LGR4	CANX	ANTXR1	ACVR1B	FZD6	AMFR	ITGA6	DSCAM	INSR	SORL1	ADAM22	CHL1	TSPAN5	STX4	NRP1	RXRA	GRIN2B	BMPR1A	ACKR3	DIP2A	CADM1	CD47	CNR1	SMAD3	TRPM3	RYK	NRP2	PTPRJ	GPR37L1	GPR37	VANGL2	LRP5	FZD7	PTK7	ACTR2	EDNRB	CD46	UNC5B	SIRPA	IGF1R	F2R	SCARB1	ITGB1	TSPAN17	CD81	JMJD6	RACK1	ATP5F1B	TNFRSF12A	CLEC2D	MERTK	TNFRSF1A	TNFRSF14	CD74	TSPAN14	SMAP1	TRADD	C1QBP	HLA.DPB1
ITGAV	0.975504773359271	0.875338470872866	0.948916287658374	0.979142493953236	0.924085916071306	0.71090559118457	0.949626615701573	0.919561667821996	0.900473152623877	0.949438874742007	0.809106504898286	0.948189937802246	0.950897835328751	0.945426888632186	0.945691893029707	0.959682503090078	0.907828083211139	0.96902223103764	0.959725415061246	0.928479862775082	0.931265017189914	0.947110967854753	0.909591166599045	0.886368479849468	0.837362136546727	0.896672460615188	0.916683486121616	1	0.902200927969806	0.846910563613949	0.791485984807213	0.902281559027936	0.855635126754892	0.900642638939275	0.909637134993287	0.77694309053524	0.925033658515359	0.914558060045609	0.904321942589794	0.301060342743134	0.892667012697105	0.706692409491119	0.911429947825152	0.954156653502483	0.730934534496255	0.924237896245404	0.860630062683439	0.915383622003324	0.941188308439661	0.959251601572588	0.819980683286704	0.765070622384221	0.967251575879912	0.909092310192024	0.893316340588084	0.932930953748484	0.892816785059461	0.868137865919287	0.896684504417577	0.93163093680167	0.882615152578908	0.750677437771544	0.90569153252142	0.906063762566927	0.934997005443307	0.681484492139207	0.719162449372187	0.917366211037263	0.964046978826315	0.897302277300422	0.868489541641968	0.738613466172035	0.94014393578431	0.924591781039717	0.65516177995526	0.919119484954236	0.822841906345319	0.889643588391039	0.858025908443327	0.94506891746824	0.734387294845112	0.784729846185548	0.879577439364422	0.827328364909327	0.889138487005945	0.903506507447069	0.936761595239926	0.971608335901696	0.893233061550913	0.908574726673852	0.748929423333693	0.87560291316381	0.861814839817741	0.852163412108062	0.752260300068045	0.907154505762872	0.513465804724509	0.593206351397293	0.911240777392627	0.909767154052717	0.961331143645882	0.964228568934253	0.870558005222584	0.83508180876633	0.900623475821512	0.929909496958122	0.886745429108532	0.750233106408803	0.767925111740898	0.914626297421116	0.929687781414857	0.969891651461682	0.888328099899863	0.802270472134212	0.702201019508828	0.866810747180865	0.849384984605145	0.89605794967911	0.694023855383225	0.914697595148887	0.918811983385971	0.807689031765544	0.888629901925903	0.883961137383518	0.839124393919362	0.927585044881118	0.816737104693445	0.894146942026118	0.876241758640427	0.932078701020992	0.843629723277243	0.835845826281009	0.848051476387535	0.933195389881182	0.917322322001737	0.916392792625081	0.927060821568517	0.844585691957345	0.927590386055853	0.599781539020177	0.914947783926489	0.870845334106475	0.91224833982814	0.740322586928639	0.829502855415142	0.784489568413586	0.74268852776012	0.730030552672875	0.516811574155783	0.866121103974153	0.854034973394447	0.816747220415714	0.627805845638518	0.487006286828679	0.888238009914776	0.863278859411549	0.799386667862958	0.733854401883221	0.590191085847404
NLGN3	0.933475506200857	0.83589091562373	0.969147270695295	0.912031872719369	0.783140401401993	0.629006423220312	0.954987627411182	0.959288462603962	0.922002310802824	0.939755833768325	0.785183948960298	0.963805289606961	0.940138087142836	0.952442041308763	0.903072221532646	0.928671205037143	0.826413616732771	0.926543745982454	0.915884122546683	0.908147395570231	0.961525792737663	0.866145699638547	0.941511794980318	0.887200160235072	0.820138226166454	0.877922838858405	0.945005864534053	0.902200927969806	1	0.927672191989867	0.810705301330495	0.928306901497146	0.784779071910994	0.924142896874141	0.796018443503711	0.855527967575051	0.91643684422089	0.902109885254299	0.821475944992029	0.0979032896926299	0.787460785330625	0.802085070871807	0.934746378020811	0.94819111703271	0.674257334095074	0.80916252824229	0.928769179656913	0.915083967131379	0.859469395685183	0.935950144194497	0.695874809331788	0.868251699962245	0.910284294372733	0.93838818193386	0.866593146340928	0.952085723584307	0.835218935562204	0.726446900771038	0.776083168569971	0.861561458878862	0.821035006313613	0.842654563803124	0.853584254995007	0.916611258742506	0.859396720206066	0.688032401966619	0.517873381921813	0.900204601162869	0.876193410314451	0.893892320235734	0.806899604412623	0.868657291947181	0.809101037601247	0.944918421149397	0.738495763018709	0.869698504019965	0.71604329372032	0.918199076657918	0.831031790916531	0.921922071029224	0.823404004211776	0.819079506224524	0.942223270151707	0.83059669026685	0.942411679915925	0.930153409109833	0.937087431394388	0.896266613843695	0.911973719732573	0.905797346148768	0.649304720468924	0.782748490184163	0.821141466759016	0.868998722889026	0.830971918802018	0.895937653671747	0.337965798197672	0.396526902843109	0.881358537730547	0.842469621497632	0.851024304755848	0.955203328551519	0.808376302716986	0.74989982520964	0.85329214441924	0.85283641897544	0.785586652275961	0.874407627970833	0.664866257767589	0.813524837447361	0.89513585596492	0.93414786493871	0.934960254517792	0.885709463987924	0.633620086210834	0.823233937610559	0.908117711548771	0.842580131725432	0.612399920548616	0.858692313617162	0.936235540220004	0.816047506413742	0.81169734048979	0.804982662007887	0.849588967282751	0.960331364490336	0.721110635127909	0.939991150719496	0.965440948564336	0.915929038775482	0.712734197863425	0.779865728859313	0.746302207584486	0.897912819630065	0.940170789327851	0.844547798029351	0.837489199426855	0.849266684657098	0.842401661748865	0.472019942307069	0.93841222154794	0.870322790454973	0.9238288086312	0.84403945220557	0.872497594325415	0.865285224786573	0.85858499294023	0.856269689068526	0.538026298349932	0.873963380736589	0.711710886001642	0.791528229368768	0.595459215072002	0.373228520123358	0.842793803134095	0.933146349438335	0.819878855474329	0.859407955766219	0.53049996302189
NGFR	0.901007735412284	0.770022584700926	0.908116264862043	0.851704477801276	0.714240362717282	0.637518351020439	0.882585563081366	0.914664918266997	0.882546699394566	0.894016560864768	0.7832385741497	0.912115873720174	0.87591586823134	0.909790663232227	0.829407370254882	0.868595074837067	0.7301123100197	0.888266798154679	0.876251039472645	0.860613009651245	0.93183778382173	0.812475471821555	0.922182751616858	0.862664642461145	0.73584907955946	0.847224524734274	0.91219280413683	0.846910563613949	0.927672191989867	1	0.728347845769922	0.899798530206564	0.743112275420395	0.831569109602063	0.759984216997628	0.784581219702636	0.840267208895596	0.815048325903159	0.767886563371919	0.0437487677341107	0.725410142989304	0.767309377068717	0.904298221465725	0.901778932101626	0.545343161499723	0.751787575058583	0.87819980918008	0.860116696958851	0.80491924160611	0.886217668156268	0.665056385805565	0.884694007337518	0.849827149199874	0.874539721255496	0.851962854701453	0.918141964277088	0.784725938743749	0.705804952451525	0.705047986909231	0.797266606150195	0.831937231116762	0.818860563970666	0.776995401270443	0.859768083180355	0.814107766294157	0.666821157838959	0.444049997623813	0.822890605883571	0.82192952309717	0.844056629786298	0.710824701688003	0.832330352667579	0.736944339573133	0.911050080647182	0.709212540228365	0.887453546387407	0.704490654050682	0.864155794191307	0.741786136153228	0.858236502696786	0.753729519737123	0.846309279729996	0.883326807499949	0.750089787935035	0.929666955379864	0.865321659689489	0.884929613677727	0.836588110392525	0.868956268664879	0.90672731876886	0.615082970616505	0.66602796116809	0.703466335079806	0.861668235737908	0.792287545728913	0.865117213087423	0.259300567983851	0.33574224172348	0.905387092951197	0.812924127071982	0.80935053711408	0.89086015232794	0.767185364597898	0.724327995566515	0.822520692223661	0.786435507629776	0.645503063081539	0.879747421586311	0.601209764187205	0.753403702280068	0.868639459280623	0.894316834177668	0.893727716332793	0.830097299022937	0.526732940099205	0.786270711669061	0.843549713529326	0.781344885347918	0.492279276146466	0.838335131678482	0.862266583246002	0.713576537400425	0.79266802687668	0.723905072872114	0.796003294250699	0.90321400723781	0.673930120581186	0.899314053202265	0.941175914070622	0.808340506609244	0.658023774213846	0.788926553568471	0.676523523948305	0.861403865181834	0.903496996548472	0.773794010736962	0.798565645147655	0.846515539236715	0.785005744458166	0.394487182428947	0.892209544139338	0.816435286540273	0.871638695373113	0.771104776174897	0.788972084986922	0.817566250063922	0.827794438989812	0.808384764008965	0.443982559438621	0.850534871695168	0.648182358932589	0.685520921916706	0.467123169236565	0.272369419611227	0.809822450497791	0.881780470896828	0.753755164116659	0.826118935717979	0.44895686168809
GPC1	0.797379896212514	0.665763661411965	0.865035297263664	0.849163842718957	0.69508678646382	0.399780333789812	0.885943435327362	0.857673811630319	0.710157967009437	0.79220566816444	0.67011337773788	0.795915990837862	0.870937756347062	0.793359910323471	0.834842175023508	0.763419823273679	0.825985135120239	0.780123970333967	0.772806959823664	0.712443639294687	0.844946289416893	0.755459926828744	0.858293603377451	0.704963321012699	0.632653036968747	0.678650329006374	0.791745264357574	0.791485984807213	0.810705301330495	0.728347845769922	1	0.764279091550668	0.692642315322616	0.903956292911835	0.653529363854393	0.936379865992913	0.885271029238308	0.867246695744012	0.743938094640512	0.165347527321693	0.62847850609966	0.823626556313696	0.869933329236647	0.797747369767587	0.9348783611546	0.764215656270086	0.900726345452953	0.8881643453408	0.8633499610507	0.87310191614169	0.592546223456289	0.717297254675802	0.782356166084459	0.841077694965884	0.66715777377588	0.834493662751326	0.766389767086775	0.610333306474998	0.703566457948642	0.775350024092438	0.6872468904856	0.668367027781078	0.84446660152583	0.768868046867619	0.683025474908911	0.366264286324879	0.534745457669415	0.732413792381174	0.758974671176557	0.721202376060247	0.865879892648995	0.86766292842665	0.715577888339226	0.835124016806583	0.847404050183266	0.730472685688204	0.776134478409492	0.796107357557563	0.894593777861116	0.810315250449117	0.939794803112529	0.595108065853049	0.895817297833967	0.699407967345728	0.822358351568945	0.875223714634702	0.793034110279871	0.806093075327009	0.913791385925778	0.763016052069211	0.532139111481535	0.837847660976915	0.853987949871822	0.68934652696828	0.850463635133796	0.803014984751502	0.385061645659295	0.427957175519518	0.702601312922589	0.64644800473417	0.694065895772509	0.870074092023487	0.585246854231673	0.594417509964861	0.814829922794057	0.762462190675711	0.799085648313687	0.624028763139445	0.456746874068277	0.706276837265551	0.783231707392626	0.836730610691945	0.888908349355908	0.886359833679127	0.830957896113709	0.763116517797621	0.709183148829634	0.699088688473733	0.824747438085938	0.666934950108797	0.930258213910395	0.946921759670774	0.726455865919489	0.711439971466308	0.882159539491641	0.839528350107728	0.776826288346324	0.837869731710654	0.789957069190499	0.84947570754749	0.604335496912426	0.602325069102727	0.735129672174439	0.766075854132519	0.890992947286333	0.794060316247946	0.811601533367937	0.787489428052175	0.755467890062893	0.432110840636704	0.86724532290146	0.825368480372561	0.853971242192282	0.920753100354615	0.911072653543903	0.914602560692886	0.896979140387887	0.903695706195358	0.842233313738429	0.725958157194615	0.545816458801128	0.954496246470915	0.871286482428079	0.485541354009333	0.714384853554789	0.883128502868802	0.885183195487856	0.899046731546443	0.562554539012584
NOTCH3	0.924633150756487	0.860209430509729	0.934434667418892	0.895686497094099	0.825780029941942	0.653431710097781	0.930072046383401	0.91526350356078	0.878918483947461	0.936485411006953	0.784198817755675	0.934351495982701	0.925240071840309	0.934245264700379	0.90313081069267	0.928083447696293	0.827960100459112	0.912144953761452	0.917773338564808	0.90528131898683	0.926597565529034	0.870873179283306	0.917658383247518	0.882364813227331	0.801181838001834	0.873057559204327	0.925547279510484	0.902281559027936	0.928306901497146	0.899798530206564	0.764279091550668	1	0.784943217264159	0.865098018110861	0.807903248277697	0.793366439815905	0.894572650303994	0.876137383325755	0.873259573360748	0.253979182444073	0.828022555323106	0.730005873872739	0.918095028226922	0.951609801691313	0.637044058207655	0.849655629061944	0.861289650869821	0.87808219206653	0.857423880726778	0.917203437448979	0.711991500462808	0.845731503457732	0.90113024582577	0.914137636654561	0.847188257583174	0.924105020812615	0.84663783477392	0.788537689073207	0.824080594196577	0.866379572329087	0.826640466521856	0.798016774597564	0.822612677883262	0.88628692490382	0.875360830717511	0.634045690274268	0.600415306836848	0.874490596740899	0.889941399246804	0.880194480549308	0.798001693995921	0.803146210722485	0.804287518273357	0.921872370528738	0.682473195115365	0.892160342436903	0.743420330267722	0.865288825778886	0.813195869909132	0.912480130075627	0.748413318839352	0.781673565862892	0.891026459840309	0.81810991559048	0.900628126789924	0.887264573848845	0.894097982725114	0.895609463953884	0.895163522881562	0.874636618375075	0.667062902918494	0.774591574677976	0.775742422653021	0.840896726839392	0.789331904699419	0.884853194685486	0.434547885159797	0.524642208630552	0.896932944363112	0.834934050322694	0.873974624373861	0.925269576391146	0.831710734028136	0.762688856320532	0.826768333306861	0.87265252626215	0.783362718514437	0.81447951374372	0.704102681218524	0.865256006929884	0.906239111991474	0.911115003495626	0.901828034450231	0.803630275493043	0.571626133242553	0.813959955354069	0.846579582861003	0.822612036632392	0.619375420578913	0.86585047308663	0.898115792085974	0.744500538292288	0.820293367274402	0.836031152918582	0.817802158123128	0.920883359279584	0.738638683313095	0.90251956535313	0.931443427396694	0.892892780655938	0.769560484499041	0.797992255855072	0.786680834959503	0.88063964101578	0.91599718809709	0.863605536666685	0.842043300918738	0.807384162646006	0.876434479042589	0.528321974630138	0.90714018277787	0.844146568987769	0.885241795984496	0.768384566610889	0.838026706213774	0.812106042833447	0.795952063173183	0.777977108222531	0.464763601734576	0.86842867074301	0.738122303153101	0.748389991035274	0.518209338016918	0.384326289129432	0.854392084095994	0.887113557856704	0.773234716820655	0.790286816713282	0.540523529237012
FZD4	0.866519135205994	0.81830848024195	0.816017374609535	0.848351908114117	0.85128228655423	0.751144852514426	0.827747260157653	0.762501080851078	0.748953095642136	0.856697331504574	0.779479173899215	0.803397663931924	0.787274220881152	0.863078099835089	0.86096289543415	0.841723241687142	0.785397930821767	0.82972559266919	0.858181407618851	0.849101073397237	0.813394330469258	0.837566834849681	0.755303096575931	0.763625861990637	0.716065666898041	0.801137742019403	0.834212932068276	0.855635126754892	0.784779071910994	0.743112275420395	0.692642315322616	0.784943217264159	1	0.749559636806325	0.770867286835548	0.654939783759182	0.794225687149407	0.808167128838872	0.839547684912713	0.360977025540477	0.856240950221355	0.610555735792596	0.821037498469594	0.833434667320549	0.611248775488351	0.799108400168147	0.723445935157242	0.803222212621046	0.824199967044424	0.805363603700569	0.803940692483194	0.62895209923225	0.840757537510132	0.807488203769992	0.805989816193164	0.770582228592513	0.817831666045133	0.802535734928786	0.796711263855007	0.865258622160071	0.816535828454507	0.577043560414784	0.763515616176092	0.771980220961072	0.859878383276404	0.522076826709533	0.725138842457131	0.785451281495941	0.847416280772321	0.800159548892231	0.815140586728106	0.601990326348885	0.821788158707852	0.787597372647676	0.542705058993546	0.797711724854979	0.79666004007832	0.718946727820304	0.702742749164276	0.806700449532455	0.599129494274281	0.657783555262671	0.75457053141114	0.630095163733492	0.75589756670538	0.754096156926717	0.775711499073714	0.849905837781611	0.77253386658457	0.788422022083562	0.736182135739765	0.77297281275054	0.69997994969668	0.780016476786588	0.633312061493114	0.842126293424158	0.576272714058079	0.604395141240614	0.801238145488748	0.856025573975957	0.857716672128647	0.82266095605813	0.783443169519711	0.747996349237924	0.825447289266134	0.846596001053207	0.785503287650442	0.654339008186926	0.709382095233346	0.807341328677692	0.826060024445714	0.834549232175838	0.778620054789045	0.676742747273079	0.547082627304864	0.728558781870884	0.72546755169459	0.732382638973875	0.617111820381482	0.830532810270189	0.783250324973671	0.657869034415056	0.796033853020319	0.767798696235459	0.679126728747365	0.771695558345876	0.69212327765642	0.77706139673156	0.80123720289138	0.802243021682631	0.767238528970923	0.794836078962177	0.762883724613738	0.797509550458427	0.783672671005615	0.861895527793466	0.831266565416918	0.768790239069072	0.845765552453195	0.522999201429041	0.774336628353142	0.753860221311332	0.753566147698614	0.609455893752153	0.72962390810115	0.645037258579184	0.614815322679702	0.608329775049095	0.369460557247428	0.756117754326921	0.769471330804613	0.694116444575864	0.510116366369413	0.381050568225053	0.796512365739539	0.733380020643522	0.653066735833809	0.607768411425703	0.469199586332341
TNFRSF21	0.897810858487596	0.76940472231959	0.945880866814702	0.923492104303154	0.774027398947523	0.544258757455494	0.952846041256892	0.931173985019758	0.861497872192492	0.920000862723902	0.718897952779857	0.922497157616348	0.947681824192909	0.884998792110491	0.890026118967013	0.893918220165291	0.878462821439458	0.8883719668804	0.8770487921626	0.853250654397573	0.927399921133048	0.867912190951791	0.930245909965161	0.838715900745111	0.754537319498422	0.795646799035043	0.880462806193865	0.900642638939275	0.924142896874141	0.831569109602063	0.903956292911835	0.865098018110861	0.749559636806325	1	0.760095206138786	0.915095085957939	0.91429618380299	0.912884083451688	0.796122235880023	0.121656146226235	0.73615697616268	0.81024234640419	0.927605829734962	0.904031294141722	0.841532226831129	0.820046306952283	0.938877413322176	0.944930933138884	0.91886379064074	0.940008659123438	0.673036688114544	0.779299745229181	0.873706768487687	0.909786224902613	0.803820835492334	0.919472512424227	0.826281130653421	0.676591523525924	0.781511704279375	0.840072969358097	0.762715348751445	0.739684553913559	0.893043272220432	0.895759160446558	0.814155410744358	0.537584235003481	0.555788996370887	0.864124483991244	0.863844619148685	0.830678488128977	0.861245451471418	0.866940937992645	0.795450260626128	0.91529111879538	0.777037795255558	0.824347635145493	0.751773655938616	0.898014120134676	0.915737781814182	0.916819147922516	0.89330078292078	0.742709259104926	0.926915149167248	0.794333451295462	0.887863454028636	0.926676733264129	0.913716900904679	0.886474941942869	0.925993075910772	0.845049613441972	0.607560720837265	0.865343969771075	0.898813151135001	0.802926907959547	0.868988106863898	0.847151703068245	0.358227467938504	0.405629947632215	0.80991054430846	0.763486889010455	0.816932032609742	0.953937696558698	0.726275954292461	0.676026690482963	0.862758148355579	0.849323511700596	0.849717855052408	0.743246476553539	0.61689685558655	0.797724461220492	0.851734662261471	0.923779028683964	0.91184656396709	0.907556925703435	0.822836111075134	0.829637285396829	0.827038168331215	0.802002512645245	0.754969699502196	0.791464503737449	0.960751967674803	0.914205491254268	0.83120879137143	0.768051989149574	0.871873169089536	0.921339713541526	0.77741164169142	0.914909689990246	0.889589160894569	0.929704119021777	0.680700190375823	0.735123899295283	0.757102896947742	0.850502150181589	0.931784003732206	0.828852568560805	0.854251762092065	0.82316320694588	0.819716486742843	0.473982758608692	0.897591820279536	0.880363551876821	0.91392586243887	0.882068035270511	0.895382325596692	0.894353523210944	0.8716105206085	0.876643047689785	0.711268708499064	0.794279840829066	0.692716102139461	0.913971031877597	0.797312563542383	0.468158267689819	0.804206124063228	0.915605761590788	0.868858342335089	0.87335349663865	0.568300855356733
LRP6	0.887609707561098	0.878565054412465	0.836779510263274	0.89763089803619	0.89138532495296	0.811689241979646	0.808205025470208	0.796550629603019	0.834832061085879	0.850864185797884	0.835969728905047	0.866911944738691	0.829473545853138	0.863890052387279	0.842453250432247	0.89684405937162	0.762274386668143	0.904464400245841	0.886859590024416	0.890606854724662	0.827708060399253	0.887525898860037	0.788577055103505	0.848687026207707	0.851642464555823	0.837080900543207	0.849542286485945	0.909637134993287	0.796018443503711	0.759984216997628	0.653529363854393	0.807903248277697	0.770867286835548	0.760095206138786	1	0.576736377192916	0.845570359665751	0.756910727231857	0.819194646566852	0.30796680296484	0.837956801634308	0.495253536763098	0.77610437843721	0.863113838601783	0.60608748205681	0.861563044400038	0.710257225828779	0.830289201153074	0.865672877015309	0.837767048289754	0.757615961304885	0.6447661561717	0.938468519862837	0.765545510139039	0.870745222432689	0.830541788935683	0.764674177834147	0.888274871895863	0.887431213007393	0.895398340236822	0.855017701452296	0.659940558692836	0.847382052413031	0.839365482565931	0.886687638136007	0.774947649901097	0.657970264367426	0.846014618351181	0.909009893641725	0.850909841689105	0.713318270825289	0.561710706473446	0.911743521656659	0.855019483873314	0.489829317818549	0.819799499993394	0.771654690862007	0.840802518919497	0.76281497467489	0.816011711738099	0.545911771651697	0.811348941686944	0.721350651209215	0.803309288525876	0.759151598026557	0.759946410745723	0.882032857299855	0.904076019319657	0.728936738524345	0.848087053333114	0.863142108651093	0.779849337634391	0.747437350902753	0.752181481532461	0.554366087994479	0.810407739998109	0.438984498650547	0.553805567363213	0.847389718147429	0.91384302133927	0.91153233542006	0.84755597668049	0.845022612324015	0.849621621498991	0.846666633648711	0.863546519687722	0.812291395327291	0.734907269598691	0.825161726057096	0.905468255267811	0.861309601776656	0.863254614127262	0.729577983034953	0.613776333849393	0.613686910025407	0.797234103142136	0.813548198792506	0.900665477770502	0.595984957872866	0.923346675463671	0.801403767623867	0.682867687957857	0.768967464316417	0.894750881423294	0.76429712544108	0.827435719941598	0.725969904671244	0.781434836446113	0.773974457703862	0.831130060965231	0.865546439398665	0.808297971919778	0.763318308412584	0.889785752750866	0.800942897130854	0.782405141405703	0.884516336309441	0.752629963192461	0.857677383834446	0.66021258329261	0.794670607195968	0.723763017060359	0.8014106006418	0.572440960681265	0.63466722197378	0.617831731575491	0.5585441832935	0.5421663460021	0.3892528572137	0.862187906948248	0.841932283020315	0.666742600333757	0.486745012485963	0.450752295246057	0.903014864294953	0.693574708523789	0.620735428543746	0.552182825245733	0.515559919176907
RAMP1	0.790137540232267	0.590056116330583	0.88806674482766	0.822936236460571	0.610100068086902	0.299277571747505	0.904825031736125	0.895546864918904	0.752539865026441	0.792525024310705	0.603216117712308	0.821213769205144	0.896440129293805	0.801050008043095	0.799938887551834	0.756264338343237	0.830895489285784	0.774319696604059	0.755588042009252	0.685447764647612	0.877674185968785	0.714494376949426	0.900236457691305	0.697525627453782	0.59650546131983	0.668841662677011	0.788457284735802	0.77694309053524	0.855527967575051	0.784581219702636	0.936379865992913	0.793366439815905	0.654939783759182	0.915095085957939	0.576736377192916	1	0.854404453562587	0.870113527492192	0.70942416034575	0.0274810492512613	0.581968543421639	0.905485940573866	0.902792467335461	0.800967832632996	0.851414124605534	0.704940566725447	0.95216570331729	0.858590811339536	0.810477862368812	0.888773389691355	0.566330489697237	0.813057222733752	0.752092459028497	0.87934908740155	0.652213797017855	0.862163943458164	0.790424940708026	0.508518156225549	0.61002238444765	0.716764746237725	0.651282775690308	0.743844075301182	0.806031806960994	0.761785186868608	0.646034113924248	0.369616632130373	0.438069588017556	0.723702094978363	0.706310555111341	0.70306514475689	0.833555524174084	0.965826393443307	0.63971488225102	0.836862487591116	0.894171007901078	0.753593714173882	0.68594276713508	0.7926888126911	0.848265500395539	0.824816868443437	0.987266444781286	0.577225112196598	0.942116264180187	0.673040857418307	0.872853649049491	0.909630997943578	0.792911223333592	0.766499039743495	0.947671673058424	0.766068472844037	0.392581765973655	0.776201731801286	0.816126655845887	0.726377706996298	0.930767773984163	0.77773882751854	0.277851340529908	0.311875550964763	0.702393505204565	0.593671887845963	0.667369341090059	0.881263068091215	0.551787632637059	0.515854712216436	0.761803497518313	0.726540768965627	0.740332223287893	0.673880050292856	0.373278776581644	0.635679828004803	0.771704270528796	0.839759023071261	0.934894995976631	0.958555423383462	0.751020724908917	0.738367253380946	0.727028733366581	0.658590296787627	0.71000084893544	0.621153969142123	0.922273186491284	0.928969242244859	0.724291061217309	0.632073123041528	0.866516590412889	0.868313194255556	0.734346089728656	0.863969676485156	0.825946438499083	0.834295874184669	0.497257008136359	0.557920258277022	0.664413154422048	0.737999344441646	0.907774674411905	0.775794891328527	0.751787270505514	0.78307216013734	0.705299876532138	0.272398814234009	0.8850613337818	0.834005569574019	0.879791252062589	0.966683993431672	0.954299475769117	0.956234594683583	0.970572300257307	0.979060690416698	0.793359069007619	0.683665130739098	0.488998755278247	0.918605106575341	0.817099422178222	0.423265999098928	0.650949934094182	0.948492701268219	0.944231635854972	0.974272470234785	0.546278522974688
NCSTN	0.930829379229074	0.848551613374079	0.951872563206384	0.949133782144047	0.858842903516372	0.610302119025371	0.953392707121705	0.930259407476563	0.867585116457308	0.908110778949077	0.830227443891456	0.925006604952037	0.939720247245853	0.925992206182221	0.945591994877551	0.915442985471476	0.860051059252734	0.910022298004409	0.908523403930616	0.882322914896478	0.927895456332244	0.901288411449178	0.902881341384611	0.85347218169195	0.820793442152137	0.867699086292165	0.911778639693245	0.925033658515359	0.91643684422089	0.840267208895596	0.885271029238308	0.894572650303994	0.794225687149407	0.91429618380299	0.845570359665751	0.854404453562587	1	0.897391416306348	0.877156031349169	0.263257400482886	0.816094771705534	0.75439795370248	0.912057952176962	0.926398245522915	0.802927555638968	0.873455035084263	0.892276181087142	0.913399859239045	0.913321131235316	0.949633986047314	0.725773245574384	0.815398138607126	0.927036300263609	0.927772453959037	0.833278989066236	0.932101990749633	0.846016604231575	0.812918779132073	0.851781471221668	0.914036815711768	0.841341008143324	0.801991309076099	0.885336326114955	0.875466575815225	0.861681889251458	0.61701353080631	0.665563471848192	0.873849966185351	0.899042815428911	0.875045241635777	0.883199159050701	0.815313287263057	0.872585757020199	0.940175753412907	0.754603154703197	0.858567702653291	0.828309340650887	0.867458840096621	0.910346990323905	0.899245467315996	0.827184233975912	0.745203917149766	0.922431523644571	0.829519382328058	0.889295055073374	0.924913515677666	0.910014187671531	0.92772951138922	0.932400031503084	0.883868944591348	0.703405837577934	0.842235810944076	0.866124566221994	0.811661757614354	0.804792571827998	0.897027187983094	0.473463636970591	0.554141845421064	0.845689472340733	0.823278242853342	0.883222503491359	0.955136402104976	0.783701396445781	0.763999324070185	0.856070549632218	0.896115176593897	0.857073420570671	0.736666681022048	0.664161504612046	0.871850581828628	0.906800497007517	0.93300655292649	0.9135888393135	0.846901448030883	0.723385541538829	0.867228593991447	0.825347785222546	0.850857430432142	0.770765899938168	0.84686978047978	0.95144466823578	0.871397138105374	0.827553385439385	0.865228812953569	0.889773873938247	0.938940331056335	0.835143218483546	0.910193768373449	0.89702958685568	0.925644030976146	0.794821599420678	0.769187150177264	0.841740423236572	0.887518441528293	0.929671018790718	0.897715067174767	0.914479731876479	0.823384497773202	0.891557018315465	0.535046752619282	0.945114439042387	0.863916918229832	0.915090336439041	0.840453608250996	0.900484222625136	0.861679146356778	0.828985491606892	0.829681602578709	0.622796778212132	0.846804585500378	0.729231771312029	0.884942462685164	0.707157481231282	0.489030177654193	0.875672628213799	0.904768921047015	0.854442046314271	0.824995735060959	0.590435516154629
