""	CD69	ITGB2	LAG3	SIGIRR	RPSA	CD4	IL2RA	SPN	ITGB1	ITGA4	ITGAL	CD2	PTPRC	CD47	CXCR6	CCR4	CCR5	PTGER4	SELL	TNFRSF1B	CTLA4	CD3D	TIGIT	LDLR	CD3G	IL2RG	CD82	CD44	TSPAN5	CD96	RIPK1	CD7	CXCR3	ITGA6	CD28	RACK1	NOTCH1	CCR6	CD6	MCAM	ITGA2	TFRC	ADGRE5	CD46	DPP4	C1QBP	TSPAN14	ICOS	LRP10	HAVCR2	S1PR4	CCR1	CD247	SLC16A7	PTPRJ	SORL1	CD226	CD74	CD8A	SMAD3	SLC1A5	CD63	CD8B	SDC4	KLRD1	F2R	NOTCH2	TNFRSF14	SLC16A1	TSPAN17	CXCR4	FZD6	IFNAR1	PDCD1	AMFR	IGF2R	ADCY7	CLEC2D	ACTR2	NCR3	RHBDF2	RYK	PTGER2	TRADD	CAP1	FAS	HLA.DPB1	TRAF2	SIRPG	CD151	NCSTN	JMJD6	PLSCR1	SMAP1	PTPRA	KCNA3	LPP	STX4	IL6R	TNFRSF1A	CANX	MCFD2	KCNN4	ERAP1	APLP2	LAMP1	VSIR	PILRB	ITGAM	ABCA1	CD81
CD8A	-0.289625057100452	-0.390854678315598	-0.170202937865189	-0.266670993768516	-0.424283132699626	-0.524874224709869	-0.407867649596917	-0.456791550119525	-0.569723589895343	-0.217096494645559	-0.0151808794819464	-0.387079988907414	-0.203103772752769	-0.369523349566771	-0.358563041803814	-0.136496703307249	-0.162324456462903	-0.419103357254448	-0.182214860966129	-0.385251346258775	-0.467274177558127	-0.379400373220824	0.00241837166746396	-0.315262355420709	-0.42104675911407	-0.452351012519341	-0.500482006925882	-0.153243871169846	-0.438304402795877	-0.44621939379607	-0.300816302928339	-0.437881438612586	-0.301116175739996	0.0624377816764007	-0.510259761493244	-0.371293437749751	-0.204578217302887	-0.362036075750367	-0.443265013956629	-0.548191796369988	-0.456622706018964	-0.435963451636411	-0.418686303719606	-0.347877748044643	-0.531907489849583	-0.44270702773806	-0.453006829440769	-0.399865783677861	-0.391447886956052	-0.376533000817595	-0.23039575289635	-0.471501144800185	-0.436941086937189	-0.285007154890531	-0.37491000615067	-0.0766289529227796	-0.520497209621917	-0.218190758466224	1	-0.295375095766888	-0.457194232565048	-0.46534223641762	0.96484857592711	-0.321922231380213	-0.323527631136024	0.755624862316621	-0.513442692916643	-0.293798156164379	-0.248328306686307	-0.425074670125877	0.0173405613633394	-0.483422641781021	-0.39164310078443	-0.336476098361607	-0.397143602372686	-0.328078135090593	-0.0934476963426326	-0.172431518891422	-0.50741160336754	-0.59689854792482	-0.249701178793899	-0.292774527149255	-0.0548646353488921	-0.594951219103729	-0.498108981871165	-0.158931560711547	-0.197529420136957	-0.561800276901506	-0.451930554220887	-0.507706125756845	-0.242450330111251	-0.324910595361436	-0.470422139532212	-0.576025209912542	-0.455990494525852	-0.225823300363736	-0.371742428992158	-0.472652674317566	-0.466112161605586	-0.47845246890762	-0.54451771549542	-0.422092041260062	-0.405027533954381	-0.147288345623108	-0.404519426990209	-0.489171620517382	-0.48561306052345	0.0537291222621294	-0.366933978574904	-0.320720920426137	-0.068891600107638
SMAD3	0.712725512761595	0.518223915092995	0.310868382496716	0.647380359548019	0.571411844242945	0.659625271072535	0.36303060409746	0.522891317081645	0.72648163164918	0.754037694938892	0.541342794847915	0.551219403832463	0.841656275347873	0.68512150174584	0.346991368571794	0.596448834284264	0.540781145026327	0.638828171589008	0.277192675925509	0.712933665266033	0.672588973512278	0.733097967031977	0.655789303067766	0.73627146035285	0.724666961390677	0.52343065358795	0.558457979876109	0.700916825808571	0.671722823184935	0.452919927993316	0.547674436930054	0.645723842919754	0.283974605845139	0.194745330322948	0.718741342384067	0.590599149370523	0.740862421021561	0.589813807752933	0.604279545081754	0.324821287288193	0.229573284909252	0.539159145144844	0.423994628823694	0.739773514016258	0.509905119309387	0.677888475539745	0.774828550170026	0.829934566192138	0.795755749258654	0.291793279595374	0.870367636116196	0.303516297583431	0.675501052084954	0.676076503679329	0.591007207902227	0.508623544431388	0.531216210060927	0.353005357212554	-0.295375095766888	1	0.604338586821279	0.488216231224618	-0.218072207167534	0.337706598329453	0.190144963372362	-0.123922674971066	0.518496119683372	0.678989031424094	0.737498744680484	0.70526079457462	0.518068059848206	0.448826801413104	0.676223789349052	0.500950556444694	0.48500153553452	0.398330836486117	0.454463070768209	0.659191338141957	0.737269850704933	0.550825866594741	0.501722142896799	0.57579710667571	-0.0452566841904439	0.527030696943027	0.647339896587626	0.717474302689129	0.274456541299159	0.520792299480469	0.687588086050706	0.541241105580632	0.519795560255681	0.564333549655906	0.439260806525657	0.741796998434614	0.698799931180957	0.429042055386004	0.674332342417917	0.668552229798978	0.664388155809984	0.159928955320176	0.574691571658367	0.762004461330824	0.63197594632075	0.536635145909538	0.503949863018373	0.5663482801169	0.606003305638767	0.625815941744803	0.265153637602102	0.576466226722567	0.669615776529471
SLC1A5	0.623051198224291	0.713486229517465	0.278008577291181	0.586902805642645	0.674045094948517	0.711842261095895	0.453662134873336	0.680015825237359	0.847851631484599	0.673716355496002	0.493402014003681	0.659934239869084	0.756015102584254	0.84486234381027	0.405325213637679	0.529653129647172	0.602741185657055	0.649894773927092	0.337691670624273	0.750870365209706	0.721105624134182	0.718608292820974	0.529903407933309	0.51455496369257	0.686801221253486	0.659020175886219	0.742810136203761	0.800598724620449	0.67804759998106	0.506670325385986	0.57086662401723	0.733900570930222	0.372802306414134	0.167725538986452	0.736216737567316	0.672771227071577	0.657320592236643	0.76674005112784	0.562952804237292	0.488850593597503	0.305717261207122	0.640297638851161	0.592129378960015	0.757566091784112	0.548921026161187	0.809272860131453	0.833690814044157	0.740840767272051	0.68387119109195	0.342242395641697	0.710846793536198	0.421597972633198	0.697179021375137	0.652739671119376	0.77462351124025	0.233638439084744	0.657847663927714	0.700624769663323	-0.457194232565048	0.604338586821279	1	0.639417281556285	-0.427541331027077	0.713856234374014	0.30205154916895	-0.189624584467696	0.748288337814845	0.724180574989681	0.718180104333337	0.688592857753844	0.381751528637784	0.553070556011998	0.788731357400655	0.577729508690764	0.714201867484648	0.561601835307394	0.69033837908249	0.627566776702373	0.893241130545524	0.563812013360804	0.734186036309138	0.725761249042041	-0.037641119933143	0.659204420227209	0.831280712446519	0.710762771459377	0.616934078812056	0.863168415308699	0.7289506137539	0.739952776333576	0.683264254471714	0.830220564671258	0.703368083516933	0.808539592752161	0.7740363313417	0.344078592601018	0.79391970620421	0.913995289413822	0.77306778220301	0.476040159528091	0.776427908994102	0.80957390451314	0.859213083073223	0.669683455137705	0.585082111071831	0.716165231598887	0.700295750729061	0.589301453986467	0.626876525320204	0.695422978254035	0.719477429925744
CD63	0.349006471674174	0.948349842275168	0.807803835678405	0.637855621814792	0.291615280978941	0.908963983301983	0.869485858580511	0.958163146616494	0.785971252738171	0.539000307568798	0.644688856301849	0.899872725794	0.622946601809184	0.511835437825605	0.886821203075095	0.0202363265491274	0.752610646103158	0.242145649100676	-0.213773432623071	0.659114188380407	0.814553201608511	0.837676430410522	0.162786114700141	0.153153057967899	0.818573576501742	0.93689008205897	0.914852491632367	0.402411450931736	0.838143434365468	0.892946739144241	0.657653971311291	0.864788121701082	0.871782304619392	-0.339760367271508	0.831198220684324	0.275060614140756	0.569693242572707	0.256174512100087	0.862108641532065	0.86407232771635	0.828480443232021	0.911123154253649	0.918150957739535	0.809947186056791	0.827703568872983	0.548429897131509	0.739989015796994	0.41039859135033	0.787287966591401	0.839090455403587	0.441812311711377	0.86025099279108	0.877378983926105	0.601750202334547	0.708302618210176	0.335855354614107	0.918148596231418	0.388518048287588	-0.46534223641762	0.488216231224618	0.639417281556285	1	-0.455802039341515	0.693538849739936	0.782059295934263	-0.149158292065312	0.92024317054424	0.558708226141534	0.607503530702563	0.826217362955714	-0.101395699987857	0.907056489121556	0.462036450421495	0.864078670479829	0.747549485560727	0.870041041644404	0.255442882895304	0.282922971581198	0.790384213389118	0.877923168107142	0.547229682136534	0.584173127714103	-0.254196285726763	0.858779781708389	0.909007843284091	0.349747431876781	0.328805517521267	0.714583893066136	0.796755510189596	0.891801408146739	0.599302455577987	0.776944779812515	0.875808711724337	0.806242366884472	0.857172399209751	0.616298435000933	0.462241771532286	0.644936407353411	0.550335644020144	0.76761070198671	0.89349167878322	0.684987429071526	0.75232241651428	0.410257813924681	0.669772742933929	0.929545404843611	0.296316498352742	0.176490778584148	0.723267114422765	0.357407976013826	0.729314118269652
CD8B	-0.190839642590022	-0.407931295874851	-0.201474902470964	-0.1984286967376	-0.343096504971395	-0.52509271778742	-0.43800818501378	-0.472616085284166	-0.532014524594154	-0.156839228333502	-0.0711320593179984	-0.393035582503879	-0.174556735225529	-0.316772877509012	-0.364387782407178	-0.0593915861531994	-0.173539052983502	-0.333044716404401	-0.101855363034243	-0.374357348283333	-0.459676241585576	-0.334511188361325	0.0427625569417322	-0.242087699188402	-0.377735610776375	-0.461043899981327	-0.508566097643941	-0.100175225172329	-0.395048184923893	-0.455109373768759	-0.250720220093476	-0.432924508376104	-0.317349119633191	0.117246624865616	-0.479842030436257	-0.283423220122703	-0.146920997358579	-0.327980113232849	-0.426850782655397	-0.568841457166186	-0.490158910634926	-0.438112752288343	-0.444920807803798	-0.349679454079503	-0.518315214638242	-0.368436898065371	-0.421028964002656	-0.344750697789133	-0.36205123904701	-0.413470443003593	-0.142285964328924	-0.512597409702954	-0.423790298838538	-0.269128244378394	-0.378177084330167	-0.0264896252299896	-0.545854733049165	-0.232199989164203	0.96484857592711	-0.218072207167534	-0.427541331027077	-0.455802039341515	1	-0.355618868619392	-0.353294557955304	0.725361463249278	-0.512754833634847	-0.211150961973953	-0.251366117391003	-0.403320936303087	0.123876588953891	-0.492968241478481	-0.323878766190643	-0.335215309973578	-0.435866172103009	-0.370993264354615	-0.0328001528318397	-0.132336542849227	-0.481683284433072	-0.576405040946745	-0.281715227681996	-0.2496452363733	-0.00551349664000178	-0.566803252297583	-0.489393255609029	-0.0969351539995149	-0.202865074208258	-0.56283302059105	-0.439866694144054	-0.537624087236348	-0.29401348360671	-0.307393192007161	-0.490961403099275	-0.564400667322888	-0.446195820681242	-0.188092526216618	-0.371556101108641	-0.447730122915268	-0.452640322098724	-0.498662048077665	-0.537642181476115	-0.405849568425409	-0.415990696851233	-0.169331752995797	-0.40071278774433	-0.477665376949252	-0.400408362094568	0.105594101249629	-0.405478547649883	-0.298546590053538	-0.0187389396171848
SDC4	0.197932669560765	0.810372392788326	0.533781171001845	0.394704727382572	0.172047867957196	0.709851016007452	0.718626588136768	0.732569823682375	0.592918720545671	0.328689929928919	0.525336108949946	0.760932726071899	0.536035127233251	0.42549232546654	0.611930314348727	0.0442758294910688	0.652382743718164	0.140260980278987	-0.221557483312225	0.610597493648545	0.706180219358149	0.620710794074201	0.247782038908425	0.0548368516838937	0.586512020933499	0.768875911491325	0.82346633324376	0.435020628494827	0.569119557423283	0.641030233914053	0.345253793701829	0.709968562030114	0.62764940805343	-0.313808085827173	0.611899458056078	0.147244204619309	0.412778962403797	0.318359253836839	0.619405567203976	0.618259800107489	0.50340476212003	0.776375363164573	0.807050409875393	0.6380199034305	0.526417960811829	0.421276813275981	0.652774748377187	0.435412647654405	0.515801457713108	0.592804201234868	0.321384924232045	0.634466798645998	0.682591147620035	0.544527060707093	0.657997863800012	0.0222713544402903	0.76577662946094	0.4453004375666	-0.321922231380213	0.337706598329453	0.713856234374014	0.693538849739936	-0.355618868619392	1	0.644863234825409	-0.00668393047612656	0.673308640553764	0.30808640367757	0.643706583424232	0.702188391798242	-0.186093466282228	0.663653112618365	0.388921198253359	0.740356938975319	0.728641051441402	0.693790211339174	0.267315496882866	0.158477742668669	0.662413188010962	0.51768638196097	0.594894705622795	0.404262864006333	-0.35597331858342	0.588011623039353	0.740588832149567	0.276685043470342	0.365536256972229	0.662697228703445	0.681826388619198	0.788672904634264	0.67330065387198	0.661668691385893	0.753716501228591	0.644434319304182	0.687655673418604	0.398047253818678	0.445209858274857	0.627712477789662	0.429058284182938	0.471986198143469	0.662666240519696	0.645275872431037	0.746012679659341	0.46767288299849	0.540669015979194	0.771999194591545	0.210356329476705	0.310535320480887	0.753418559627656	0.371276757599917	0.593177522295302
KLRD1	0.105810327164365	0.789227507801044	0.782734831962265	0.530729489225626	-0.0647821336116101	0.681790142624876	0.85762994190595	0.806283657167241	0.463170689712625	0.168056075261471	0.581829760716948	0.831362402775762	0.324853599954121	0.088334564953282	0.91414361939236	-0.326514928843537	0.616782988992664	-0.118705156026039	-0.522507318817426	0.384611743468365	0.627557075396768	0.676825260353799	-0.152884994190028	-0.209510284678412	0.688889067282413	0.841756352335422	0.787956727634246	-0.000965623531719046	0.697843120060336	0.9099929822042	0.361736726204202	0.688102702117344	0.908237179752481	-0.551162095661909	0.611270304068686	-0.119065103574014	0.321331592717792	-0.191394202318025	0.848843161363533	0.853377420723787	0.895285420757105	0.862621410007282	0.905850310828037	0.497869090334119	0.660786752669172	0.122610899338878	0.48380951740649	0.12293338345228	0.535192590040967	0.795510903736162	0.103999421652621	0.746726054345287	0.737252283260943	0.492060662125441	0.412759648114664	0.133299835537991	0.811112990217387	-0.0960263920715625	-0.323527631136024	0.190144963372362	0.30205154916895	0.782059295934263	-0.353294557955304	0.644863234825409	1	-0.0138156774528255	0.65146363816599	0.237322650381001	0.373041025395746	0.722038404326441	-0.424970417852575	0.859619211303456	-0.0438593081142776	0.886203863299284	0.511547505285616	0.794920549240115	-0.179432271292062	-0.0657451352645247	0.395671763134621	0.715628079723528	0.280280768787255	0.264344186557826	-0.323741036634736	0.687761328238408	0.615083164467959	-0.0346353135319311	-0.143285508421445	0.398256572394121	0.627456124986021	0.665696183970818	0.467673837904597	0.492709913656537	0.569854789060408	0.556539735291096	0.642401361821902	0.687935476142819	0.0436518977776088	0.209136315685997	0.0776113257100047	0.639358146423139	0.562566396381963	0.378551029261185	0.421755042796649	0.0837542029265879	0.311011591887848	0.780312456203985	-0.0765765105823569	-0.0875310384102113	0.490063063462403	-0.153040779043114	0.470261722328812
F2R	-0.258213326943586	-0.0377591573495883	0.18897112518255	0.0323120278414276	-0.384185047789538	-0.139659136462361	-0.0164600415032024	-0.0830357025343802	-0.252096859980014	0.0307092855372367	0.296769538972692	0.00261617016358953	0.0963129908662778	-0.176032897884295	0.0166215753774024	-0.00711632403323502	0.215290561468014	-0.410662326394725	-0.289863928201187	-0.0447851615081925	-0.0627844877799537	-0.0381208201576521	0.17444559396442	-0.233940969962755	-0.0746936012790659	-0.0575656933879006	-0.132927189224184	0.0455328854957879	-0.0834143107248566	-0.0903024900343363	-0.0901505640876906	-0.0641593487444379	0.0371998588554947	-0.082472228553582	-0.127882484120551	-0.357115779497051	-0.0898924763845895	-0.212890774202229	-0.104300425963165	-0.213051532752175	-0.122973435841228	-0.054181595517089	-0.042501141590706	-0.0542927524857409	-0.196675909679139	-0.307607457061653	-0.128946286374713	-0.131647494885257	-0.136345330729131	0.00904066887365666	-0.0601278613178655	-0.134651556279711	-0.078428174034535	-0.0786107054838833	0.0169080516148233	-0.0487650549675834	-0.118772412395886	-0.138308047062115	0.755624862316621	-0.123922674971066	-0.189624584467696	-0.149158292065312	0.725361463249278	-0.00668393047612656	-0.0138156774528255	1	-0.215656922991125	-0.153613879086626	0.126954721221175	-0.0747034610949694	-0.0938048192494194	-0.112765471030481	-0.316517822203922	0.0271355017535616	-0.0312263291817058	0.0543660391832698	-0.0900101781871894	-0.0130074174969123	-0.212723954009906	-0.294769695837808	0.0734516572218015	-0.0885572964527897	-0.192340396579234	-0.276478477127591	-0.168715244936066	0.0579336028355933	-0.176608073844979	-0.279769946009548	-0.0220861769701707	-0.190393933475171	0.107987308237602	-0.149608798336217	-0.159909740675589	-0.231117284658769	-0.131347928374698	-0.00204677977133964	-0.181878912828971	-0.232506716476968	-0.21359112874861	-0.330525650239692	-0.220171270867765	-0.0936234630439437	-0.0842705671452103	-0.0588242452577147	-0.0627181202768959	-0.153276603041867	-0.391781566249546	0.29150341338799	-0.133516480985591	-0.160029723198246	0.170300956476063
NOTCH2	0.389658797561764	0.924196127583532	0.679094818865993	0.659868151487817	0.422591320743071	0.902764352440604	0.751933877586199	0.932609600999847	0.847532331583732	0.604949806024732	0.641486177645824	0.87880090850647	0.687800843452148	0.639650557000614	0.78215026486635	0.190313643382029	0.774771352133933	0.369004983952828	-0.0375131792011419	0.738176691046691	0.834218058280044	0.838399897591125	0.26602451051578	0.256136979031623	0.797819926111936	0.902851815792309	0.901591444393597	0.504984653626622	0.828719380907372	0.823295148163812	0.63787520154946	0.898595214553314	0.757770860535384	-0.194708631321157	0.85402881305032	0.411900511560127	0.627452101959843	0.471822319112054	0.802666548038646	0.816542834308443	0.724395244482063	0.856953763068742	0.85655287936293	0.842689368000839	0.754626209273596	0.646467414117599	0.801150908362464	0.503498713290943	0.777921729160648	0.711362927124556	0.519617116122173	0.75680020279703	0.860588632053142	0.585919301854299	0.799189364016815	0.274427454994223	0.903949947881044	0.565057010448792	-0.513442692916643	0.518496119683372	0.748288337814845	0.92024317054424	-0.512754833634847	0.673308640553764	0.65146363816599	-0.215656922991125	1	0.65409985625503	0.643568399243915	0.833545431242822	0.0148086378695336	0.859613186114394	0.56654949732603	0.793943238927839	0.782611044268498	0.828692394355565	0.431883242738425	0.4348054716137	0.876592965047427	0.83432821011426	0.655587320572272	0.67046937946259	-0.208017869394862	0.844168098135426	0.939437965189864	0.457626471566949	0.476364312361989	0.827623017725152	0.816843157491574	0.879070500580083	0.599615577625466	0.845205508375321	0.856577596878752	0.843284476653814	0.841358287794325	0.503418198256967	0.591317585149021	0.7783449213577	0.662956744851048	0.774871574260985	0.897412487773024	0.753793798827958	0.853399730364581	0.548133522995803	0.649271502402873	0.906171025208845	0.432881829727183	0.335913581168374	0.721843606149835	0.485583316713848	0.738938936434117
TNFRSF14	0.845341841940292	0.55082018699568	0.305770865620408	0.75668741810718	0.789717182363888	0.609665279175049	0.342451574839303	0.585065347747683	0.790873188829144	0.741281101944716	0.548416413611477	0.582199989775847	0.732808818170904	0.832244411672273	0.42284126228282	0.570181571563013	0.468601109022975	0.748270640918821	0.477595273831139	0.577093709128017	0.58467118851956	0.764263102806658	0.421714393895306	0.638109424174514	0.754462332392279	0.545334451322725	0.578676527579088	0.726105009291586	0.758780822345439	0.51777002946915	0.64927699168621	0.650086016960426	0.392448445943411	0.366295594046687	0.704947898972853	0.785251889492198	0.726792075427124	0.592770809340511	0.608669712160162	0.464736056396473	0.315085154865573	0.515243719481247	0.466850160917961	0.647091439582018	0.569238184417388	0.803134622242834	0.784482431259998	0.689502640305685	0.791027018217144	0.250984625833333	0.798164312855812	0.209553704635075	0.703425193637966	0.65352599219397	0.543197990992847	0.524970248214505	0.508904601799095	0.382414992956643	-0.293798156164379	0.678989031424094	0.724180574989681	0.558708226141534	-0.211150961973953	0.30808640367757	0.237322650381001	-0.153613879086626	0.65409985625503	1	0.56297283573973	0.598781395769433	0.621648058965673	0.517322928397599	0.698967885825778	0.550521497765745	0.496084789495187	0.415962785361419	0.642570788563808	0.772268484832567	0.709001381075432	0.634548604722543	0.47070430542187	0.730410268192232	0.220178295252696	0.685580380483484	0.677758407155673	0.736240274572082	0.296542027473871	0.689633168531354	0.633976004754811	0.517117115216442	0.415648636237761	0.797777534963841	0.429166363732189	0.725754087052911	0.742347919958979	0.485777640177436	0.64398919701776	0.718029228340133	0.668650264019267	0.441926420284636	0.66682558175009	0.595826684187406	0.596263187812928	0.508989771388665	0.315844507618567	0.613112477434556	0.758046527858147	0.507596843693521	0.218465639652784	0.43682901901915	0.770715185299165
SLC16A1	0.432552278060105	0.724869981310187	0.537487242709245	0.605977302257986	0.373836667921443	0.807345742338249	0.616191837202108	0.674552810910341	0.757920354850135	0.708652750212622	0.7705050488769	0.759555631339492	0.91723408831104	0.634651636043582	0.520448423728823	0.560457905275237	0.830393154061058	0.365888168397247	0.039788146809207	0.911298899473792	0.880455191597334	0.785279861121749	0.77496931247962	0.529340086573094	0.749274953628262	0.729269855096024	0.748021192017763	0.738350771447828	0.749985509444709	0.579904203178167	0.601120507055706	0.824247583385365	0.452709268141849	0.018637427668074	0.835101548510199	0.37438101052032	0.580379104184113	0.653177243501872	0.662154813032183	0.449010628343766	0.373369248118396	0.706205886168901	0.64334783021896	0.860403428241605	0.600513643100816	0.589402912554188	0.843733044375958	0.86122738579445	0.750492517093077	0.515614531147902	0.738779524415431	0.528608679088072	0.794250198465002	0.660385257078639	0.860454657997437	0.328170290239355	0.740945178750057	0.453144278590213	-0.248328306686307	0.737498744680484	0.718180104333337	0.607503530702563	-0.251366117391003	0.643706583424232	0.373041025395746	0.126954721221175	0.643568399243915	0.56297283573973	1	0.811160961486612	0.214647463106965	0.599363550913894	0.519347502883006	0.613290105487006	0.703920815464148	0.641260807013048	0.368830152032575	0.66034905288179	0.793328430914947	0.53654806478148	0.741654736328863	0.562006816210261	-0.309916112634583	0.591542619953357	0.761661702386985	0.769744607793163	0.33834371983347	0.639537585476732	0.877369590403379	0.729289046378412	0.675670807378102	0.693301466068053	0.619243133250228	0.827508394238969	0.763234471568014	0.311992159554972	0.785605876162496	0.738692122185622	0.774721370737779	0.265163798630037	0.673745063664281	0.90711305865542	0.856659412073062	0.578921804887537	0.68431525130368	0.686743531140092	0.439449256255281	0.679575785859969	0.526564450973009	0.664539665322785	0.702209356415132
TSPAN17	0.462635430266791	0.892639031798062	0.666458539476643	0.728369925137522	0.336406505976823	0.898013031458604	0.772805585224248	0.877989009504166	0.789150348723671	0.663346831183987	0.768381129464834	0.917281150430002	0.813038077382571	0.547712274302598	0.775160126328931	0.265573437692401	0.850382374596952	0.324922113917981	-0.128987118357529	0.82029516768611	0.90678695064572	0.898916784493478	0.440922806186455	0.34505801750578	0.872637183148926	0.903624406402005	0.906687766044671	0.530123750192716	0.884236365458672	0.842884226722032	0.569440206419531	0.908102778937418	0.717669100789532	-0.189344949179374	0.894738722254209	0.318459869576441	0.648723167339476	0.405481016714425	0.91191710786465	0.746774773714288	0.669917966617601	0.911308364710948	0.869182376427328	0.848018928069583	0.705677853264695	0.566065316286008	0.831196249732016	0.686111275081898	0.826263429385565	0.668228915133925	0.632330582932592	0.709582356564351	0.909128361127071	0.729106979069275	0.786831421627052	0.3004738831241	0.897056855366967	0.335898236897503	-0.425074670125877	0.70526079457462	0.688592857753844	0.826217362955714	-0.403320936303087	0.702188391798242	0.722038404326441	-0.0747034610949694	0.833545431242822	0.598781395769433	0.811160961486612	1	0.0212595785101665	0.81919462225717	0.446049583497625	0.864863405212626	0.680216569475496	0.79794445488041	0.270717586336019	0.445034329911506	0.808899017195044	0.764499981621348	0.670740110072033	0.577696070237352	-0.349494371578223	0.764548332147396	0.887230135303861	0.519868960121202	0.246910583224425	0.683521780100772	0.897183087468201	0.829061666208103	0.691643142748338	0.757597999012311	0.721472826944491	0.882367301425393	0.859396103053443	0.559954512290467	0.585459677285893	0.694879857683439	0.59942026965955	0.582423571260625	0.777277182804986	0.842716735736168	0.817009455370042	0.480166819456054	0.630440086112434	0.858834911115561	0.361104900290522	0.464062782051396	0.615787415281759	0.436873311104245	0.741670530831344
CXCR4	0.769386510045098	-0.105833914371045	-0.270083341476059	0.420612138446634	0.798491415804359	0.0450849924492147	-0.242447133870594	-0.0897950895064991	0.391240890689632	0.554649864338436	-0.00412771933269746	-0.072169819582391	0.45228869810421	0.695308159735247	-0.27815331483465	0.773277998328664	-0.0679966867519665	0.827444962364085	0.869171670160878	0.205415584504899	0.0434362795460754	0.232332919452329	0.464187052359375	0.794423635180379	0.264360162855628	-0.116728327905895	-0.0589999195297756	0.679165542541057	0.197138059256398	-0.176713861968683	0.455254868821786	0.0432951329618906	-0.293078640090962	0.812501020674971	0.2045151943676	0.82713802875466	0.507073471688459	0.597242937783082	0.00289179039082848	-0.209646959946849	-0.358354329261681	-0.114982361507748	-0.23876150198699	0.221589511845367	0.106220039143551	0.648249145939469	0.334455495057903	0.518450511421075	0.367416806397872	-0.320041675412012	0.693161469832956	-0.32714753855844	0.129608538369207	0.375960689556704	0.0624560642877433	0.505596642505383	-0.147502242632018	0.253108419775265	0.0173405613633394	0.518068059848206	0.381751528637784	-0.101395699987857	0.123876588953891	-0.186093466282228	-0.424970417852575	-0.0938048192494194	0.0148086378695336	0.621648058965673	0.214647463106965	0.0212595785101665	1	-0.151454364958056	0.589224497021906	-0.121285280627866	0.049303615013706	-0.163460496507346	0.671557217802963	0.724167954559508	0.297068935363389	0.0116430390668076	0.167977074118347	0.552124197187397	0.608866355604654	0.173185523728452	0.117380542012386	0.68717549389047	0.214753581122348	0.163391438310924	0.0903527638164095	-0.0721441064655063	0.0184373835144093	0.310393382145364	-0.0735591487095461	0.251905596259368	0.201409491655068	0.046492344352376	0.496997952047684	0.390941563013234	0.45578448432148	-0.148659929773186	0.185809971418718	0.248536593077047	0.118190542768858	0.420792633815089	0.0112107891430305	0.00171821348341132	0.799387992352366	0.555895264028248	-0.211155150288143	0.355999146702373	0.398836040950584
FZD6	0.343011659407358	0.901122740331426	0.851601203106539	0.671133729144335	0.248662019367761	0.892421689963209	0.90599901259194	0.934410431807091	0.779002309847095	0.415144838240985	0.711651241661088	0.935672478037759	0.583315927360013	0.416805959274043	0.944570680755383	-0.0109083481604987	0.749596598674781	0.206607041755362	-0.257074174374149	0.638161520652573	0.815830969343516	0.863077611799763	0.101302094687321	0.125787062865134	0.864717477007833	0.955748647661663	0.915799943185433	0.298179418649923	0.862880338510645	0.958533900558657	0.640491827319664	0.8955453312452	0.919870678842503	-0.371094383881681	0.842149587087059	0.202673635371718	0.529977897489796	0.172919173460811	0.911132702984174	0.900932022026648	0.907426879869129	0.920470288746093	0.948618082856193	0.763355946759313	0.851934391159876	0.436660752304405	0.754470391299367	0.398813196915268	0.7473483833846	0.870141588639064	0.405008288489589	0.815557000233273	0.91249637316294	0.633949262723395	0.654282024812702	0.363765547115232	0.948802981615705	0.17973919299156	-0.483422641781021	0.448826801413104	0.553070556011998	0.907056489121556	-0.492968241478481	0.663653112618365	0.859619211303456	-0.112765471030481	0.859613186114394	0.517322928397599	0.599363550913894	0.81919462225717	-0.151454364958056	1	0.278365269797388	0.895968579003665	0.717148059768817	0.867761355489258	0.0916213670240294	0.277722677180825	0.683013327066702	0.892593389268275	0.447084951170485	0.494671476258513	-0.22040567751884	0.879957391431631	0.816390840187425	0.291196023649789	0.0918344785513152	0.679579513051209	0.824969033751696	0.824652999248299	0.541678461638852	0.706039952313798	0.744977172218104	0.809009814763292	0.833977206380935	0.649954536917865	0.397890120648747	0.515847062146893	0.449751598996921	0.679826085328356	0.791110777061433	0.624413193546552	0.684466052157995	0.325076879282816	0.485399884590365	0.928635136714291	0.254170819630465	0.114152375594897	0.565599087776926	0.161495697618876	0.66430133751379
