""	CD69	ITGB2	LAG3	SIGIRR	RPSA	CD4	IL2RA	SPN	ITGB1	ITGA4	ITGAL	CD2	PTPRC	CD47	CXCR6	CCR4	CCR5	PTGER4	SELL	TNFRSF1B	CTLA4	CD3D	TIGIT	LDLR	CD3G	IL2RG	CD82	CD44	TSPAN5	CD96	RIPK1	CD7	CXCR3	ITGA6	CD28	RACK1	NOTCH1	CCR6	CD6	MCAM	ITGA2	TFRC	ADGRE5	CD46	DPP4	C1QBP	TSPAN14	ICOS	LRP10	HAVCR2	S1PR4	CCR1	CD247	SLC16A7	PTPRJ	SORL1	CD226	CD74	CD8A	SMAD3	SLC1A5	CD63	CD8B	SDC4	KLRD1	F2R	NOTCH2	TNFRSF14	SLC16A1	TSPAN17	CXCR4	FZD6	IFNAR1	PDCD1	AMFR	IGF2R	ADCY7	CLEC2D	ACTR2	NCR3	RHBDF2	RYK	PTGER2	TRADD	CAP1	FAS	HLA.DPB1	TRAF2	SIRPG	CD151	NCSTN	JMJD6	PLSCR1	SMAP1	PTPRA	KCNA3	LPP	STX4	IL6R	TNFRSF1A	CANX	MCFD2	KCNN4	ERAP1	APLP2	LAMP1	VSIR	PILRB	ITGAM	ABCA1	CD81
RIPK1	0.57878957552412	0.620354968318887	0.62234781313182	0.7221393595889	0.576804058566326	0.741807667530305	0.646188901759262	0.656118687046828	0.806849536623908	0.70191758146502	0.470813294281491	0.651444336384766	0.705303332995858	0.690934670495268	0.573305793895645	0.444849449664274	0.574688448817543	0.545896209990529	0.253988738753309	0.639611134786149	0.659275469482525	0.747140320917074	0.41472936180251	0.567481843182573	0.773356774932174	0.66064980274596	0.629875676363811	0.605273342970772	0.757589537599167	0.583582960713823	1	0.673801946590444	0.539482241189372	0.171923210751147	0.78227499040003	0.576608769129767	0.619061213390388	0.490951822457028	0.639444693354917	0.52698144130349	0.50741810144707	0.620326034908201	0.543479823395081	0.744581444456818	0.829097181050301	0.691924787643864	0.687630541392041	0.544992274508763	0.759921510632224	0.605319106587232	0.658755325428464	0.533944824455745	0.755357400299416	0.638389247083574	0.544515071413205	0.575932330692586	0.619324786449239	0.313495956196749	-0.300816302928339	0.547674436930054	0.57086662401723	0.657653971311291	-0.250720220093476	0.345253793701829	0.361736726204202	-0.0901505640876906	0.63787520154946	0.64927699168621	0.601120507055706	0.569440206419531	0.455254868821786	0.640491827319664	0.507123387700685	0.531167055930891	0.599140748066452	0.621187502484929	0.438102486703252	0.655334380826817	0.677720964693381	0.659029024532722	0.457836622354208	0.731622120079213	0.160728026289677	0.795682713825477	0.683457941792804	0.670646179657202	0.243340638075025	0.534139191196911	0.672922013140844	0.591798829479683	0.3245270566262	0.665378051496455	0.60342058780131	0.734788131032589	0.726544122719593	0.456203073787778	0.601622729485992	0.580940975439901	0.67777806491671	0.426450948710559	0.756823584654511	0.640028171971594	0.572023953409797	0.453312395363876	0.472894500024639	0.677273177809553	0.622415154580384	0.370524025187478	0.323525442462529	0.341580738625534	0.7220589588548
CD7	0.424698081076965	0.908259524276281	0.757769911713372	0.745051699895377	0.367857266533266	0.948964493354845	0.81684764974018	0.906535941250348	0.87917071869539	0.604876440010267	0.797442686781784	0.959331520281638	0.80488994754682	0.603732158580751	0.824944186283053	0.308404062854499	0.900180797571967	0.328246909156746	-0.10974108201952	0.884362931605342	0.962767479585913	0.947373398293218	0.478936032290795	0.321735035927351	0.903475443045305	0.952183365321737	0.950891580481226	0.576451777720398	0.896335519290029	0.870955904358215	0.673801946590444	1	0.771322686916074	-0.215692437250321	0.95120427114703	0.350699236459437	0.666184704856403	0.504767021727809	0.881663907947225	0.793570952566433	0.724878200454756	0.909960499858161	0.890288324957227	0.903265760563153	0.779614138148343	0.584061656508279	0.906891941008463	0.674502868912268	0.824551631462246	0.752096121552872	0.645979663200132	0.733210436812711	0.954363653803775	0.664326953260334	0.873325193652454	0.350335780685061	0.946244114984902	0.380629646502483	-0.437881438612586	0.645723842919754	0.733900570930222	0.864788121701082	-0.432924508376104	0.709968562030114	0.688102702117344	-0.0641593487444379	0.898595214553314	0.650086016960426	0.824247583385365	0.908102778937418	0.0432951329618906	0.8955453312452	0.485264952396032	0.845141957166176	0.809529316576371	0.831633871225912	0.288540277629108	0.534420478841229	0.849137315800146	0.811485312800808	0.628291917121977	0.584252292631774	-0.273281018396371	0.833974742101696	0.89779806421054	0.58954319245145	0.261030573897937	0.799285938690796	0.959966269695736	0.879554037842705	0.643586830038472	0.825107468103887	0.744586724526558	0.900898537106127	0.889363923500472	0.565453036111221	0.655196542161708	0.716173846644503	0.689158686314716	0.565875321118582	0.813711045035932	0.84629653557238	0.887371527295815	0.505965337370777	0.616639492603627	0.924528108852703	0.41198233958462	0.409667925587186	0.609403878282058	0.467765420025673	0.774874505964676
CXCR3	0.170963208817003	0.851833619922228	0.895356703918847	0.60176326570882	0.0549748974449165	0.776641904584319	0.889318905962265	0.878641960459133	0.584427375895174	0.304726234504554	0.652522380316528	0.874305203230626	0.420808716871921	0.236152001481393	0.96499914567048	-0.206352386326482	0.688794867045452	-0.00657870765535406	-0.42597378335443	0.450360002613772	0.682823109034042	0.761978388998875	-0.0784359259573509	-0.0899342857282153	0.7575699452399	0.891536088289889	0.824229778840259	0.120080936007061	0.765407881691471	0.927426063816894	0.539482241189372	0.771322686916074	1	-0.510505243867426	0.699645517331514	0.0157768711566876	0.423841366864409	-0.0737891092133775	0.848823383285444	0.8643642759005	0.919415486367572	0.861192779690214	0.923260894888454	0.603650116115344	0.747536992552514	0.265855553457899	0.578484581050884	0.170237462387754	0.656454215177067	0.873141121631872	0.23272036853744	0.756123541190681	0.818614848622573	0.491969794061525	0.511999391209831	0.27664228536358	0.855656028822551	0.0472828457660045	-0.301116175739996	0.283974605845139	0.372802306414134	0.871782304619392	-0.317349119633191	0.62764940805343	0.908237179752481	0.0371998588554947	0.757770860535384	0.392448445943411	0.452709268141849	0.717669100789532	-0.293078640090962	0.919870678842503	0.100035785464683	0.874979658839887	0.618976175249239	0.838654936300146	-0.0344753328291113	0.0875505967454382	0.505971672279973	0.822421329258635	0.342876215133163	0.393808370786365	-0.242906599322539	0.793085642658548	0.696193685504781	0.0952496066242414	-0.0171041361670216	0.511721555389599	0.69502932290305	0.723815272905054	0.451137035478558	0.598433747933228	0.67291319045356	0.619546501947423	0.7165728327252	0.697406523828413	0.138192819430607	0.32942978345949	0.234837436325976	0.643611682311105	0.678999644869307	0.43950221145926	0.519912665000371	0.14796343295402	0.380481863208014	0.845176027252571	0.0556914423788949	-0.0224302012547874	0.494203502490532	-0.042515548067139	0.61634734080454
ITGA6	0.550734737827934	-0.324160697567729	-0.464377477909635	0.101132184577852	0.62805708360394	-0.208117272044471	-0.419849459380569	-0.322705537190795	0.105714430956764	0.355727818674443	-0.126739347211051	-0.306422143304201	0.210164664948217	0.493584628497632	-0.508780739105543	0.609180628577411	-0.301771353267432	0.636816164165167	0.852233868477878	-0.0077235423342707	-0.195575209369997	-0.0863217486658636	0.297782724618346	0.662674322626175	-0.0541265470567112	-0.354315110014412	-0.28652206657682	0.468562280233798	-0.0353864532576768	-0.397099894232013	0.171923210751147	-0.215692437250321	-0.510505243867426	1	-0.0604560938109572	0.621878326439071	0.147389879902029	0.458168957434875	-0.227885846193267	-0.405371092500732	-0.529409013821749	-0.333617446166339	-0.434148326090059	-0.0434627888888699	-0.137546063658952	0.40208482948815	0.0772717075871787	0.326933271041334	0.0694682832027744	-0.499468977511109	0.378921612629248	-0.460312224254763	-0.149235295386752	0.19316128132944	-0.130780576539734	0.334904316626059	-0.352443442011717	0.15293293315645	0.0624377816764007	0.194745330322948	0.167725538986452	-0.339760367271508	0.117246624865616	-0.313808085827173	-0.551162095661909	-0.082472228553582	-0.194708631321157	0.366295594046687	0.018637427668074	-0.189344949179374	0.812501020674971	-0.371094383881681	0.318036609556814	-0.358215471970276	-0.11663597462627	-0.32537388758126	0.48301777912359	0.583500977695863	0.0180520906235132	-0.266266419411664	0.0109267219576558	0.375001933624535	0.569683132901077	-0.0769028571501971	-0.131015135482483	0.500399754181453	0.131919260132222	-0.0286493159694044	-0.168792218079021	-0.311810076533988	-0.118976689135186	0.0802616666273543	-0.246064781695544	0.0269430247165187	-0.052439657916531	-0.253968624118961	0.354039492476144	0.211335507710062	0.310740509517107	-0.243483355576069	-0.0220581265632582	0.0464081095866435	-0.0847818345045903	0.310775145456056	-0.127004736041977	-0.272897696753972	0.578787306801413	0.444222702915494	-0.315399025008821	0.241471110602383	0.0908457443549266
CD28	0.547173056839132	0.850002836572885	0.712452718754212	0.80129934945271	0.487966985472083	0.957185220170046	0.803038715736262	0.869701812152884	0.923923744415429	0.742374017639612	0.72250656666811	0.917001514733429	0.861407839404691	0.694734411410918	0.765716047350832	0.430992057393253	0.845529273501429	0.460055233358644	0.047524690290418	0.901318282062737	0.956650792854945	0.954618132071688	0.536206650667519	0.50067142827567	0.938984636411667	0.905930446446798	0.910572192771847	0.632399052642132	0.93716244267169	0.829503916925226	0.78227499040003	0.95120427114703	0.699645517331514	-0.0604560938109572	1	0.471759820226967	0.738348319225857	0.576093646265976	0.889631694196564	0.755849559933197	0.680659744201875	0.887882768318046	0.818192750226041	0.910837481228895	0.855368911652294	0.677824058313387	0.903669448539986	0.76822598111926	0.884748535467775	0.718227234995567	0.71635318438476	0.712911486156957	0.958403290077676	0.73620088477735	0.818181367666542	0.396397561622131	0.902681399276922	0.35250777417416	-0.510259761493244	0.718741342384067	0.736216737567316	0.831198220684324	-0.479842030436257	0.611899458056078	0.611270304068686	-0.127882484120551	0.85402881305032	0.704947898972853	0.835101548510199	0.894738722254209	0.2045151943676	0.842149587087059	0.531929398238432	0.802886426591029	0.768422711469443	0.794847169562063	0.32901046308781	0.650720071209085	0.865663646490708	0.821316428788966	0.628923563597181	0.676903284642345	-0.170784709537109	0.871440006363008	0.888160529567267	0.679738232597598	0.240401707147614	0.753113726144278	0.956689863366004	0.840630489338249	0.578264973264882	0.803662061023363	0.727524231873817	0.945949333522297	0.913981952351411	0.545264568361016	0.710953354510554	0.734140566186921	0.769590489844245	0.543097010860605	0.849508413985167	0.879584019228458	0.841151071512295	0.526341717911299	0.644958948263348	0.879017526523939	0.544230710868318	0.472811174077936	0.521862088106706	0.495822688410962	0.765140563222708
RACK1	0.818192479029643	0.265070952383217	-0.0630530983990813	0.566384520100212	0.9908230335537	0.382052185098052	0.0623262365116937	0.272505788205487	0.68824120325569	0.629245415547836	0.163433869146447	0.239535922963823	0.573516823883557	0.881259797949477	0.0387928927488194	0.704775658215235	0.135514009084503	0.95449456713909	0.846226744759822	0.400916191037718	0.313225762287716	0.475957486658828	0.367315854269457	0.767716823937019	0.504228781853743	0.235601581373927	0.310043879629551	0.747165740307129	0.439947126998277	0.153459740330088	0.576608769129767	0.350699236459437	0.0157768711566876	0.621878326439071	0.471759820226967	1	0.636711555153856	0.709389207030427	0.283585090610538	0.185766883606146	-0.0168740892922819	0.207874926617812	0.128627066093102	0.440958600880312	0.402373294263471	0.923991742998587	0.612993462672506	0.644965953164913	0.602051690844262	-0.026955556596283	0.771247609535517	0.0168860375178383	0.421234056805318	0.502744471391729	0.329650459732507	0.511335629814162	0.23177827964285	0.51747980726496	-0.371293437749751	0.590599149370523	0.672771227071577	0.275060614140756	-0.283423220122703	0.147244204619309	-0.119065103574014	-0.357115779497051	0.411900511560127	0.785251889492198	0.37438101052032	0.318459869576441	0.82713802875466	0.202673635371718	0.776974003930704	0.196380981958323	0.366549090921144	0.0843740463986229	0.813845076367498	0.727438276924263	0.630350182707613	0.383150602123922	0.405634243341117	0.711107489597405	0.555553720216727	0.548807808947298	0.495159508215054	0.685046225339488	0.487422027612778	0.559253676415094	0.354449437052429	0.321721794104718	0.306145790800204	0.6282719881064	0.325829477993098	0.577231798070566	0.479463518606876	0.169159769022656	0.688663019895467	0.713396653919403	0.663328387226874	0.244131147237433	0.569686807878003	0.4541103177781	0.430372456699652	0.540415948045033	0.229466568698243	0.362729622990636	0.931531459749136	0.521263301527181	0.16638505548992	0.497402981371545	0.588089409628501
NOTCH1	0.69880022720652	0.598047663159915	0.363704732854901	0.762687442213175	0.612719765528922	0.657434845139698	0.428654728290141	0.604978749625341	0.75825797119137	0.72151644212149	0.523809333066642	0.631611194222673	0.765579463610624	0.715267895173139	0.432891766288752	0.480661880111668	0.594952964894294	0.656092682337575	0.30967393929051	0.635629072221252	0.624706719951965	0.779192350207958	0.450712826955851	0.557104232173955	0.773085077719142	0.587217611682725	0.629406033058109	0.652179876621449	0.708587952945615	0.543050857258561	0.619061213390388	0.666184704856403	0.423841366864409	0.147389879902029	0.738348319225857	0.636711555153856	1	0.535694020016061	0.661327294323342	0.463988023846317	0.338533921359012	0.617197505898513	0.512497657056426	0.71559394989163	0.579196759104189	0.711348040299763	0.725372397431952	0.648343538901826	0.764631990207394	0.329521339261373	0.745437950698713	0.368249480011288	0.722551033154137	0.737283579067048	0.511413562440828	0.397380564652607	0.571159204950069	0.3852085992399	-0.204578217302887	0.740862421021561	0.657320592236643	0.569693242572707	-0.146920997358579	0.412778962403797	0.321331592717792	-0.0898924763845895	0.627452101959843	0.726792075427124	0.580379104184113	0.648723167339476	0.507073471688459	0.529977897489796	0.605437051338695	0.603470725018219	0.499503131723068	0.520320230845365	0.564971818426664	0.63731163756914	0.745532526721085	0.568419258857773	0.516637833465586	0.675828459994592	0.10503971302963	0.631585567355608	0.678440015097331	0.609786065063315	0.295358503873471	0.557933247991897	0.635210490551751	0.607201088153234	0.437580972628747	0.716735784570039	0.506389207365729	0.719144540007134	0.728430996602018	0.458092864288066	0.611318532553232	0.670000641862953	0.575484209519984	0.354786985424667	0.64063987656291	0.657034809098693	0.612734518475985	0.554422647683502	0.415760814152892	0.65299112108684	0.610716130121356	0.554178516550023	0.332056081019251	0.413413675413902	0.76274424000202
CCR6	0.509267682747404	0.328851835612194	-0.0140523695812041	0.388279753820065	0.68196658654397	0.485359829530596	0.118639782563366	0.296040670869275	0.687138261178002	0.671180680719821	0.281022689171433	0.324147608035365	0.710062141184261	0.820951489157854	-0.00929319774934487	0.835658805299324	0.430369667904534	0.676122239133231	0.587186894598151	0.744776055903537	0.563675788763278	0.459100624349987	0.787722051290047	0.730500110095145	0.414515655460995	0.308642011394497	0.403939739683451	0.829465900809328	0.407535732044895	0.0953274592218454	0.490951822457028	0.504767021727809	-0.0737891092133775	0.458168957434875	0.576093646265976	0.709389207030427	0.535694020016061	1	0.213372103400483	0.115929191897377	-0.100350864746858	0.266895666628683	0.163479439184268	0.625615984683073	0.308141976996848	0.743021201822385	0.659550995630601	0.809966455120765	0.48424816560191	0.0307855282613025	0.717069034763693	0.147718914688082	0.421452873108916	0.400989142188491	0.673647753869377	0.186303378739294	0.338744235160646	0.713722651253092	-0.362036075750367	0.589813807752933	0.76674005112784	0.256174512100087	-0.327980113232849	0.318359253836839	-0.191394202318025	-0.212890774202229	0.471822319112054	0.592770809340511	0.653177243501872	0.405481016714425	0.597242937783082	0.172919173460811	0.767300592942353	0.12100636065928	0.516245203093189	0.215932694936772	0.689372474968888	0.807902368727341	0.737412792075585	0.233440143160425	0.610838183148755	0.590855753011319	0.0641123531848846	0.369655678360511	0.545434323749813	0.836221673578448	0.612627902565533	0.656378251863731	0.547237824903371	0.446214518902019	0.358458111222563	0.598633670789731	0.407391061453376	0.616601352895043	0.481081912101263	-0.0779082816006392	0.893097284955479	0.812176165720202	0.875375724124507	0.122880582493541	0.518911640305583	0.748415308218305	0.725537122748247	0.702051972051613	0.508519373183267	0.350847758207674	0.765204043518816	0.709804632289914	0.343004411815437	0.853337809777003	0.468267002688258
CD6	0.502201759223724	0.869957043625323	0.777502188098175	0.793363641138847	0.321486302232986	0.884910652231475	0.861791767810521	0.903340868096023	0.778919126459282	0.571903495980691	0.746100000299571	0.941528736576897	0.699639745528214	0.480096447809896	0.892334995975313	0.106401429572012	0.762410528663823	0.299769710176042	-0.17259050374274	0.68401830817372	0.847906697420978	0.926649534285439	0.223477982745528	0.260705147738508	0.939287760872376	0.924652391831264	0.903224141182957	0.38523643576925	0.932740699805684	0.95340592591322	0.639444693354917	0.881663907947225	0.848823383285444	-0.227885846193267	0.889631694196564	0.283585090610538	0.661327294323342	0.213372103400483	1	0.868847835096106	0.825959693098452	0.939617374156613	0.913816473462053	0.775838237760779	0.824994252400282	0.490515105073562	0.775839271519604	0.548017798798927	0.847038863634671	0.766536018227933	0.539957883361867	0.7390623846395	0.946613290578111	0.765950314180689	0.616979331613817	0.409233593891456	0.903254358784622	0.0984460532148546	-0.443265013956629	0.604279545081754	0.562952804237292	0.862108641532065	-0.426850782655397	0.619405567203976	0.848843161363533	-0.104300425963165	0.802666548038646	0.608669712160162	0.662154813032183	0.91191710786465	0.00289179039082848	0.911132702984174	0.313211783435748	0.935748190440293	0.635726125560777	0.828196928288845	0.116003336156709	0.377830839782731	0.695217619314699	0.866566368198169	0.48493039502967	0.541242447631596	-0.192681186037698	0.859915208260244	0.82097222748156	0.399874002801563	0.012180447606581	0.610279448819821	0.851255915318924	0.789939655187787	0.578167355379828	0.725404313913649	0.665283931203909	0.847451874258577	0.888473708843078	0.727644924017529	0.433958974669693	0.524928704961183	0.468136204204719	0.631238458738671	0.766718864755609	0.691095488580416	0.653273034598908	0.344112865788171	0.49048019462687	0.893096411658934	0.322209868434049	0.257239784119962	0.476505394548389	0.178717734889108	0.711600122825224
MCAM	0.272729532734277	0.835868995868368	0.775647674164048	0.601782311636579	0.226856273390336	0.823145306404118	0.864653324861368	0.884632423942333	0.685432010804001	0.364244373683703	0.556465481244922	0.861782864391109	0.440847538549299	0.379568083437425	0.901737377324794	-0.114971707472822	0.630331855590201	0.163196270490672	-0.266490565488321	0.513739069310109	0.736791818072398	0.767922251756067	-0.0549616346353238	0.0279768077136269	0.783265948158578	0.88811681743609	0.859366070586619	0.168088717703243	0.778610509258483	0.923478020617555	0.52698144130349	0.793570952566433	0.8643642759005	-0.405371092500732	0.755849559933197	0.185766883606146	0.463988023846317	0.115929191897377	0.868847835096106	1	0.902598258159868	0.861464369220398	0.901284736803784	0.638535247518493	0.798496979918215	0.390531457120753	0.636671049016281	0.30809328017188	0.6538503635918	0.814053955112671	0.284858802207362	0.781508618926593	0.832475689568743	0.521997302055536	0.529941116820323	0.235010582313786	0.878374134672584	0.159293897671005	-0.548191796369988	0.324821287288193	0.488850593597503	0.86407232771635	-0.568841457166186	0.618259800107489	0.853377420723787	-0.213051532752175	0.816542834308443	0.464736056396473	0.449010628343766	0.746774773714288	-0.209646959946849	0.900932022026648	0.255110478816553	0.878417389677646	0.657738791338514	0.794856899049289	0.0477090643510355	0.146807158838832	0.609455703879408	0.865089392824052	0.425990380379955	0.383996695215141	-0.128598391819679	0.844512634869159	0.77297547701348	0.157623672298901	0.085614098612378	0.668051327042331	0.737766418914212	0.820287670112416	0.513672192757933	0.655271313233438	0.709070983692838	0.732956205315276	0.7922472719115	0.663527069744679	0.282478174220721	0.445824919408164	0.363078540722821	0.725191488498983	0.765231186173925	0.515487660444101	0.578420679736102	0.246363304012409	0.406103790413819	0.861279427534243	0.225234674796024	0.000236520883959566	0.529530231844983	0.0754162771592656	0.557252601950118
ITGA2	0.115273065209172	0.788816713725587	0.85603831388926	0.544335488075699	0.028530162012866	0.760256801994697	0.869639196081501	0.847073267401878	0.562616287588981	0.233066175418077	0.571197239768015	0.812099839144817	0.324365350037991	0.161815909444065	0.947274589119673	-0.292254334246247	0.616645127517405	-0.0269500314061413	-0.441006468628857	0.431705801752964	0.659293701475681	0.700626996622577	-0.151532676552038	-0.106030707027557	0.7131430676231	0.854897970653998	0.787158637447537	0.00157939726362989	0.718785113269678	0.933854240295081	0.50741810144707	0.724878200454756	0.919415486367572	-0.529409013821749	0.680659744201875	-0.0168740892922819	0.338533921359012	-0.100350864746858	0.825959693098452	0.902598258159868	1	0.825939001186067	0.868592860390998	0.557880319527752	0.785753413300489	0.201621096288583	0.538376817863225	0.134343533673937	0.572788598344132	0.895994294064868	0.165591173890348	0.809702373373809	0.763492282323879	0.42956347483421	0.475005847693167	0.265299607848022	0.845986384368375	-0.0190951105326894	-0.456622706018964	0.229573284909252	0.305717261207122	0.828480443232021	-0.490158910634926	0.50340476212003	0.895285420757105	-0.122973435841228	0.724395244482063	0.315085154865573	0.373369248118396	0.669917966617601	-0.358354329261681	0.907426879869129	0.0561958305082523	0.828632004619227	0.600071270163515	0.80346230782107	-0.136528272837624	0.0323471161645449	0.474830105214214	0.855859800651397	0.300766676491615	0.299426765109215	-0.193907218214939	0.785366711895955	0.657906994039541	0.0341861206682804	-0.0720331851898582	0.503567523778208	0.667876146412305	0.724345327135957	0.443333927503647	0.500107757916143	0.627365525848822	0.625424317437177	0.679600942257644	0.687389903884949	0.117997073073022	0.26656294635414	0.218629654932735	0.680255303549732	0.655065499660557	0.394658361995673	0.460185983547523	0.0315076311593288	0.355081222228637	0.803005301698032	0.0176711574982441	-0.158586439209122	0.456840369075399	-0.08996282691419	0.462286055466487
TFRC	0.363500982769698	0.947406754343153	0.807824805082198	0.711203024008236	0.237471072373742	0.924061292424573	0.923880066457684	0.94188783661794	0.780780240526869	0.549268242999776	0.725392012169664	0.970273342835303	0.701435806028852	0.48455159943175	0.900051328708564	0.0699105094344056	0.835189906907701	0.201252028762244	-0.26322499864727	0.749964414307881	0.894550895050803	0.894722234523116	0.264051390794231	0.185987916050374	0.881160623805818	0.974485914464248	0.965225623039658	0.410037360567135	0.881627188840457	0.938606709937378	0.620326034908201	0.909960499858161	0.861192779690214	-0.333617446166339	0.887882768318046	0.207874926617812	0.617197505898513	0.266895666628683	0.939617374156613	0.861464369220398	0.825939001186067	1	0.961912728296198	0.8240710071859	0.826946835443776	0.47799534089642	0.788339034955478	0.516627813599718	0.790553905692994	0.834769263850202	0.480718388282516	0.840013962610733	0.92957447738727	0.711025739539425	0.725131692622693	0.261176587532886	0.958076309473683	0.260327270409734	-0.435963451636411	0.539159145144844	0.640297638851161	0.911123154253649	-0.438112752288343	0.776375363164573	0.862621410007282	-0.054181595517089	0.856953763068742	0.515243719481247	0.706205886168901	0.911308364710948	-0.114982361507748	0.920470288746093	0.360973990381725	0.943393166693917	0.764753719794675	0.893755395340646	0.176861438172293	0.328688311304617	0.759055119901692	0.831956329143722	0.572992165711795	0.566145747815496	-0.332072510124817	0.836702676944926	0.882815865093533	0.38588455192855	0.169328319528726	0.673393601807309	0.88475214345329	0.876993059736531	0.656456440798672	0.748684303516483	0.790836745830396	0.853251088463893	0.881981860334	0.66991969015437	0.469556271014196	0.595216604022873	0.50632888217309	0.648461509576333	0.817966815953695	0.747909385562925	0.763059980268555	0.43671097257824	0.59676060816862	0.937073688918974	0.258246114910165	0.278587295487553	0.650652970293292	0.280385598893071	0.726579638746574
ADGRE5	0.269938315682859	0.95242734055809	0.838595301492609	0.64186225111386	0.169000491455611	0.891300003244269	0.930685226916184	0.950186114803114	0.723598323759231	0.419667376395606	0.733232079597377	0.962796869079636	0.60003457437674	0.395848017907147	0.940526965288144	-0.046556538487248	0.801180486362509	0.114288410600414	-0.345625378592681	0.659071234866785	0.843405706176199	0.84690975611489	0.134559896021892	0.0449515344273254	0.832559528530779	0.974269433034768	0.957585982712991	0.320064565939162	0.837343839194326	0.953312641220467	0.543479823395081	0.890288324957227	0.923260894888454	-0.434148326090059	0.818192750226041	0.128627066093102	0.512497657056426	0.163479439184268	0.913816473462053	0.901284736803784	0.868592860390998	0.961912728296198	1	0.761279301504406	0.791708143326513	0.409881624044199	0.737412129981228	0.404975117845329	0.735791618071682	0.856985791544013	0.372881202632786	0.833071585771948	0.90490476165102	0.628129036585546	0.687408008004953	0.240548670272275	0.958602729409951	0.229128641848112	-0.418686303719606	0.423994628823694	0.592129378960015	0.918150957739535	-0.444920807803798	0.807050409875393	0.905850310828037	-0.042501141590706	0.85655287936293	0.466850160917961	0.64334783021896	0.869182376427328	-0.23876150198699	0.948618082856193	0.281763796114675	0.947220208545311	0.740195574525872	0.88583124143775	0.102682256423785	0.21940646616556	0.695071450092392	0.840664711690135	0.542222311701396	0.472000913074945	-0.340466408322754	0.830693434251413	0.850894060680944	0.262477534599876	0.143185669019349	0.675070977876838	0.83907472285789	0.871211986730106	0.640187855288396	0.728329215123699	0.785361519168436	0.786179844299253	0.838822541918797	0.646951829711748	0.380068444050034	0.545539965020073	0.425121801308368	0.69936662893931	0.788171477399864	0.658769232368851	0.730756444691556	0.348156272412864	0.537264768866762	0.933464245657141	0.182303158563374	0.165763463571034	0.665789933973303	0.199108264637157	0.684737470789535
CD46	0.505891519834063	0.851985756394486	0.667513830460585	0.681722738302869	0.434985973933278	0.916832232274865	0.735005922157574	0.845567655329615	0.885577578458859	0.7603894189856	0.745681515055671	0.84486479550871	0.901785213021787	0.714431872291018	0.657529735455711	0.448309063660791	0.856372482119982	0.437463789803996	0.0268742633301369	0.900493098491497	0.912934247568058	0.871153197032658	0.625152536973383	0.503616778744339	0.834907318959846	0.845962361182278	0.861101128518681	0.708640651664985	0.835974179939363	0.722513802050768	0.744581444456818	0.903265760563153	0.603650116115344	-0.0434627888888699	0.910837481228895	0.440958600880312	0.71559394989163	0.625615984683073	0.775838237760779	0.638535247518493	0.557880319527752	0.8240710071859	0.761279301504406	1	0.770839250146929	0.670779529688971	0.864208343689189	0.730098315432492	0.85398979831144	0.66896814220536	0.723040690698664	0.713549552172899	0.880631738662227	0.734579609906807	0.847972161925775	0.418829921158956	0.845642029483462	0.533001196907613	-0.347877748044643	0.739773514016258	0.757566091784112	0.809947186056791	-0.349679454079503	0.6380199034305	0.497869090334119	-0.0542927524857409	0.842689368000839	0.647091439582018	0.860403428241605	0.848018928069583	0.221589511845367	0.763355946759313	0.631118638017657	0.713520825383352	0.760905255673243	0.792884665213706	0.437889092424098	0.64378352180224	0.896129738545123	0.71674367841301	0.726480765823671	0.694514763236179	-0.263448972287192	0.747785367716935	0.894766883522501	0.707115982256748	0.420373931015017	0.73383322334698	0.892402368604804	0.862025373226916	0.63349113819786	0.815414520619125	0.772857766846296	0.892711625400765	0.886215570882963	0.434230548775993	0.782106209535404	0.797383533768619	0.795031671960838	0.509637488631226	0.831980873495107	0.910191287723139	0.901653702768559	0.662394037619643	0.713193583204082	0.820945841953579	0.497026530354912	0.543624174421518	0.625308462996263	0.635569177041703	0.77897448683908
