""	SIGLEC10	CCR1	LILRB2	LILRB1	PLXNB2	ITGB2	TNFRSF1A	ADGRE2	IGF2R	ITGB1	CD4	CANX	TNFRSF1B	VSIR	CD163	C5AR1	ITGAM	KCNQ3	KCNQ1	APLP2	TLR2	TLR4	CCR5	HAVCR2	PILRA	ENG	PDE1B	CD53	SIRPA	LTBR	CD86	SIGLEC1	TFRC	NECTIN2	THBD	TREM1	ITGA5	ITGA4	TRPM2	TNFRSF21	FPR1	ACTR2	CD9	ITGB5	INSR	TREM2	KCNJ15	SEMA4C	TLR7	CD74	TNFRSF14	ABCA1	KCNN4	TLR6	RXRA	CD81	BMPR2	LPP	TNFRSF10D	IL6R	SORL1	GPNMB	RIPK1	NOTCH1	CD99L2	AXL	TRAF3	RHBDF2	NOTCH2	TSPAN14	TNFRSF10A	TSPAN15	TNFRSF10B	RYR1	P2RY12	CLEC12A	PLD2	ACKR3	SCARF1	TRADD	ADCY7	UNC5B	ANTXR1	TLR1	SORT1	TSPAN17	STX3	LRP1	ASGR1	CXCR4	ITGAV	CADM1	SMAP1	SDC2	TNFRSF11B	NRP1	ADGRE5	PTPRA	ERAP1	EDNRB	CD44	STX4	PILRB	AMFR	PTPRC	MCFD2	TNFRSF12A	CD33	CD63	SLC16A7	SCARB1	PTGER4	CD69	C1QBP	SLC16A1
PDE1B	0.809650231097871	0.822896671825896	0.815919120029284	0.879458187303056	0.878618522940409	0.854565407329105	0.830970439958651	0.893995830878126	0.820855181942026	0.864654147248091	0.873548833091957	0.883120187713454	0.884385504109923	0.757023474869261	0.912184797902301	0.812764882072896	0.880072198966287	0.858100258886511	0.85039571572373	0.892949817572454	0.891104783303648	0.903268837343567	0.762701033685481	0.879624309690194	0.663590342616479	0.888785739237976	1	0.83208315180522	0.897558969708469	0.845375650558372	0.839072719477449	0.725825826122073	0.585072983356796	0.799177626594423	0.793220880389905	0.71350378398271	0.84686291121862	0.845719645207604	0.790568007350198	0.753192779447444	0.852957111133352	0.861820994004517	0.613778298268195	0.843124658634111	0.430606436635425	0.82020100028669	0.619047445546599	0.772903129586258	0.812609245600008	0.838506442542247	0.65224208111925	0.646551199307674	0.652026535796421	0.895412179820309	0.81245459136939	0.770380450405231	0.818011498300022	0.780383427217904	0.815903388801498	0.845383638483945	0.750183312359421	0.377797893740763	0.788511002764344	0.703674159803329	0.781121188830154	0.746041492874821	0.660536727922534	0.840086220866933	0.757642072615345	0.884456931988586	0.768904632545746	0.808979886350259	0.59582575704488	0.723024491045194	0.633472816163441	0.492726074479044	0.781843140473773	0.745378035677026	0.792349613860446	0.651545226537858	0.798881027856406	0.804902537289273	0.515930138940254	0.861876095735777	0.782833683459713	0.798634306562929	0.820349614945034	0.85333793943269	0.703812946807096	0.706762304808776	0.892090257488292	0.737774525245029	0.794769386614704	0.303568396222953	0.647141193979106	0.827956057561602	0.703688718436133	0.710048975856739	0.820151443076986	0.530776152791124	0.772158943210364	0.766735402337693	0.583469464405849	0.756393158449165	0.871815125841711	0.743146359484303	0.412130849994371	0.793923246814567	0.77143545510595	0.67164667661494	0.692644255183465	0.835233658797023	0.559268895892352	0.541029842086833	0.146609834333745
CD53	0.945642551676609	0.876872716093981	0.880743150822241	0.939496203908573	0.956311901805998	0.98747805548343	0.940909241908038	0.893123059868539	0.764913707698096	0.938445477009365	0.962774528089797	0.926484384715108	0.890293747745346	0.951155375772359	0.923749495513494	0.798278908752399	0.966706377611905	0.833436126375773	0.945651656052213	0.919966572555486	0.882327711442041	0.826035211846448	0.864883732839051	0.965411603185811	0.794268447180001	0.908815743377334	0.83208315180522	1	0.952410952712329	0.955532296132061	0.972136169908917	0.679257613816199	0.58896576979781	0.939164637776228	0.836931943960727	0.727584078882918	0.887897353428405	0.932233344150467	0.906709987797547	0.744292453996051	0.979544358829467	0.964666043431879	0.673132050676906	0.804898333488626	0.331651167246478	0.953754687679184	0.672502949252278	0.899807682359426	0.902903622825398	0.953919429290934	0.60758203654247	0.502702545568414	0.82536753160335	0.853291906324727	0.819148035325002	0.957376850163434	0.846494257300609	0.756175737124612	0.849877807627132	0.884495231687617	0.869348892382119	0.246541893407091	0.829722452512565	0.68147376066485	0.827439640012998	0.845657081601843	0.559690548148816	0.948721837635511	0.830804284578034	0.887329221387274	0.861233830681282	0.920865844832024	0.622686956573708	0.734676227293699	0.78571886099095	0.796475696827855	0.810929098633133	0.769878117291978	0.875932587248173	0.811410459515444	0.938708988851514	0.870103535256264	0.578396645405868	0.88946126928991	0.845714959306953	0.863273268640916	0.775020018703051	0.83941071873285	0.907304550231589	0.836965702478562	0.924241203739161	0.725299989198391	0.884362209246403	0.226399396352291	0.803237609726675	0.743768839393454	0.66152466881826	0.752686692027563	0.888771738575627	0.5105152141243	0.774650160971441	0.826394322943333	0.502385747144055	0.834185730417618	0.961057463038511	0.806673217806281	0.522607696187406	0.955364364460309	0.902655119945415	0.611620802623785	0.678937016789733	0.892511795905657	0.72344178367903	0.711827452875347	0.131615210564914
SIRPA	0.897092098064443	0.86122732691113	0.861631464253253	0.938995923412479	0.968300862767949	0.960602120459539	0.956268194793543	0.949968912783105	0.877863318015653	0.97308065384111	0.961182035318969	0.970493230323687	0.939777872583932	0.865632422554691	0.95980057550131	0.833609952540614	0.96280517785721	0.920615726784936	0.934533214717636	0.971844038918415	0.942306345435995	0.917604194070383	0.813676971872081	0.972007285301949	0.791067722143362	0.958506670840063	0.897558969708469	0.952410952712329	1	0.966599363626273	0.952932824101581	0.692667404952879	0.693426857571441	0.922396431900439	0.842796190711715	0.79350503148215	0.930303871403005	0.951139457337606	0.884928837024014	0.824453495904837	0.94484907302522	0.96116575190288	0.763297404031494	0.905351549433795	0.464988060501698	0.945008082488928	0.705153862064062	0.878483315218234	0.893460390439921	0.934335067057474	0.69954624431761	0.649043197312157	0.793421330409627	0.934215499419947	0.900648291523844	0.923710277109013	0.919317599345275	0.878421096176515	0.878697357990294	0.919430085411753	0.860987142629915	0.381259847555959	0.860846185448828	0.799620066020354	0.898992405320704	0.872034509059561	0.679246128538294	0.933492537912612	0.883467845372421	0.93674676321144	0.870643631589285	0.888706824201454	0.718955609939869	0.776444082922563	0.772935542875684	0.666267399820947	0.881235215190019	0.799403332614088	0.906527932948929	0.766990929521842	0.91122658232404	0.912435599917369	0.655595281235962	0.938295674131203	0.910412720829019	0.905815299007001	0.86898992572011	0.922540473861315	0.845355842883305	0.842257827727539	0.973130449333352	0.830281093337337	0.915337841505001	0.357176136670164	0.791015861871272	0.850324752693887	0.692926822273886	0.834091681316926	0.883026711718431	0.582334452971375	0.847074630727258	0.840447100758744	0.6357135739873	0.883120677320546	0.968684619722364	0.86905781020997	0.569350426598944	0.905813962440329	0.90585621646989	0.68250482303031	0.76370178506779	0.905618585135762	0.641514481653667	0.703899560047853	0.254687655717511
LTBR	0.894903920491412	0.883904077913343	0.863756852022179	0.928205274677628	0.965716830815823	0.964789239713472	0.961414937011636	0.911145979586562	0.842274569824906	0.95976451348092	0.951367074236485	0.958428084065127	0.896163808558266	0.910246809629485	0.928500401669037	0.793350293187803	0.952687131653182	0.853211875786835	0.926532190618392	0.941458542607404	0.89781272634398	0.859971792829564	0.835770421165256	0.96554039683312	0.796687549406793	0.917043895280435	0.845375650558372	0.955532296132061	0.966599363626273	1	0.952766721435031	0.704524373508852	0.642302216723417	0.91779549857624	0.806954161542865	0.717607541001562	0.905817849892234	0.915051680071927	0.899429347317833	0.767181242246238	0.946239527182305	0.94908749926921	0.754825390548949	0.870741180584359	0.407293905725326	0.940974456814455	0.664958958515258	0.883387216918903	0.892328980513843	0.923586285541974	0.641254699997323	0.568821873848005	0.791921252643285	0.895472282314983	0.890129670797529	0.955666170954371	0.898285483825872	0.845341390648913	0.82827804326938	0.923030377869288	0.871285601483364	0.34034716052963	0.845883898895967	0.761171038073268	0.892711099375824	0.863999767759821	0.662372090768852	0.942373033713539	0.900452952279673	0.913355129107434	0.844159610062292	0.907647128070588	0.711368699649539	0.762293758842999	0.806419856229597	0.72518323895978	0.836587927805826	0.752719908043133	0.859629380828495	0.811273109531222	0.933272221814008	0.904083398707049	0.664620777480684	0.906322929537972	0.892914529260516	0.897291495379212	0.810235304759764	0.89547405963995	0.850909700493388	0.829206265182621	0.942910020292416	0.819033575919442	0.906723821451166	0.337126530477323	0.780206611843767	0.796513324668359	0.673587533032827	0.836012343997494	0.900418148169934	0.597643831354598	0.806274944882931	0.783340777357654	0.589466363882051	0.905403015638908	0.948169767191437	0.870112451106415	0.579973712676945	0.922231003141062	0.93576269191772	0.627396785333126	0.751123339452595	0.852439766211164	0.621024642141303	0.740425238983234	0.241523269230656
CD86	0.905045842744286	0.813703842510137	0.824493645193766	0.90915037572105	0.941766904254523	0.964360662221747	0.929757165827182	0.906499092235986	0.793142799818662	0.950411524337437	0.938659402294558	0.92480308750177	0.922316804975918	0.931462677478556	0.927921203235446	0.822913450206428	0.947936424506975	0.86844597323197	0.940342145535952	0.928833433204533	0.899767000418366	0.858534419041698	0.834206395305518	0.965728567152097	0.862585689519101	0.90355867859639	0.839072719477449	0.972136169908917	0.952932824101581	0.952766721435031	1	0.627854728819747	0.604065719109771	0.90427686820379	0.825969203058555	0.747941820667926	0.881870698258429	0.912175987858225	0.886560670412494	0.758197506527347	0.946344005971928	0.933144128935804	0.758380086476559	0.822078806488936	0.378703825798076	0.963376324578231	0.635082492373573	0.87965532319544	0.886825724603296	0.953281970435809	0.679233027425323	0.570938200618616	0.763359606396202	0.876652849272151	0.852286496758688	0.951808524872531	0.881483209578954	0.80638296863008	0.843676151711841	0.888371348916533	0.899906059143876	0.3355069020784	0.816325798583498	0.704123680881841	0.833834255442312	0.885953955818465	0.60837340554499	0.944884750595423	0.860321874901495	0.924702710612189	0.817872788729922	0.892666449845781	0.670841326773422	0.722138329966433	0.817499850834619	0.752992160063734	0.828627502251541	0.79449896541156	0.870269318405494	0.822514510041387	0.93762491509331	0.899266054404711	0.630324222503976	0.917333608384554	0.880350555817739	0.85312562290143	0.813533990372046	0.868658939807242	0.861551604481107	0.907223496457772	0.940409768903388	0.801162768548573	0.889778218303019	0.288160857022222	0.76902662086089	0.721955479796666	0.627806273173544	0.779952286400902	0.850837829273533	0.598042115442283	0.791592201728244	0.826829217118394	0.543197532571572	0.888677070727364	0.955418166569731	0.835696981736866	0.529840828914377	0.918523264974895	0.903620296907642	0.564486526534852	0.731753460618852	0.887599479796654	0.711163599455829	0.679385794831118	0.166983256069289
SIGLEC1	0.653563209839066	0.803559114712776	0.741829842127597	0.739022218640833	0.756988445007898	0.713230171577301	0.693769382842813	0.667468996327892	0.638839651439214	0.63045626090375	0.768485516284378	0.70654647623546	0.643771122534211	0.664494082209863	0.752195681582661	0.610546050027648	0.700316280148376	0.576923243821844	0.67804754194702	0.662711881317209	0.674153329598229	0.738107388736724	0.615316674357444	0.718006332056683	0.533763082126315	0.657887161306268	0.725825826122073	0.679257613816199	0.692667404952879	0.704524373508852	0.627854728819747	1	0.335457877982202	0.626720255763373	0.522823191999761	0.429080592228082	0.589299130233529	0.605942448807967	0.69630594332095	0.480955942409352	0.702938575630251	0.670946369237853	0.39567657023753	0.717013156789685	0.181666301982483	0.652682944112116	0.408389086817295	0.57151065162895	0.687311151115632	0.678920779785662	0.433000993110972	0.482798356002184	0.444972664574742	0.707636803493702	0.661921112595266	0.643558107649275	0.639430877490417	0.595489286744952	0.512846423943235	0.681324626364172	0.592614663450595	0.316702406685902	0.631093361352379	0.470998164837579	0.577024486282042	0.612889884585057	0.451273851030161	0.741848262897284	0.625195198323984	0.688987136090095	0.565709675277705	0.692030614895822	0.388858277818239	0.659825168551184	0.521949221620558	0.378640329803334	0.545987697760279	0.473491327230686	0.538375861645207	0.536536435269701	0.679622022966893	0.641948243911841	0.334816965022687	0.689359666994103	0.532502968428421	0.650817561634477	0.547922485326859	0.677471793033353	0.490311113887154	0.452655709930849	0.674067838076503	0.538759330175766	0.562354192115944	0.141750251634543	0.392055341197387	0.717839228158118	0.495827475018412	0.51487712312423	0.774479073035599	0.431242900738294	0.496807231251005	0.481131650191541	0.299685017359458	0.578294834773961	0.640206938538738	0.489022307665682	0.215759475350605	0.663316179184533	0.653745893537332	0.438646211338518	0.574844491318394	0.54601563497143	0.31576541621489	0.372637614753325	-0.000402641516363792
TFRC	0.522227464240688	0.524617556772684	0.544442769483261	0.560137026484268	0.647271946843194	0.580121342000319	0.731696849089303	0.624536566937124	0.725999342423757	0.741194906707241	0.590030780987841	0.71853734483746	0.626291501791136	0.439567585980977	0.61483084269791	0.618401382611233	0.595219831910729	0.650270336142395	0.510207264756222	0.758565767548402	0.633596331302358	0.630621462948528	0.461331037609324	0.609086460727859	0.40013263254192	0.729268296707935	0.585072983356796	0.58896576979781	0.693426857571441	0.642302216723417	0.604065719109771	0.335457877982202	1	0.728579084886404	0.736506658542897	0.752474844446598	0.732129319336136	0.666144912037925	0.442752299658318	0.696239236411871	0.623674509136066	0.683226173691043	0.668402934424602	0.649987602097906	0.626213427429185	0.526066352379151	0.63634979741025	0.572662294104684	0.434366717774797	0.529790528061052	0.637879388146498	0.620229118351507	0.657886423950889	0.558215358281283	0.639237093905956	0.582913734014635	0.636190636429058	0.688686396794903	0.721911389972375	0.571242510725929	0.392015730519786	0.335590887751762	0.811586417288149	0.846127490317945	0.788471315470747	0.439116137484754	0.724294095528725	0.499172988126358	0.725651814737979	0.590091598114416	0.64860203629138	0.538073628377582	0.851571653479074	0.399138478785676	0.331760893308094	0.395694558711341	0.675793604550726	0.693908705487966	0.660569012002289	0.533084338159137	0.443357533874898	0.553107680122121	0.755240079586994	0.548116351681771	0.661792289799644	0.641447445425252	0.776530728128665	0.706468461085367	0.6033355439917	0.513533621938227	0.651718316208568	0.605448066561909	0.799958528217227	0.672714239425698	0.773434797296742	0.678990776610961	0.641724065045184	0.847595064034671	0.497308391819091	0.594303460692489	0.821886790684507	0.775566378872914	0.699324226032031	0.598838818778155	0.661247583140988	0.824644235818708	0.802316621874252	0.537836628318474	0.7097503061071	0.643743704063504	0.618969101869907	0.706401715619987	0.488467886448591	0.733859566593078	0.763440946136894
NECTIN2	0.878832517066112	0.879406582510561	0.864977537455911	0.893871010772942	0.936334989407803	0.938927520153662	0.947334165771775	0.862278717395186	0.803834092481251	0.933066762270249	0.920567184858579	0.93238951920073	0.844331667857927	0.859690157443698	0.872492270817548	0.786852813635805	0.918119227518821	0.794641316157369	0.855682711478798	0.930066143454194	0.850160764906377	0.790960372044053	0.790823162105306	0.923046856099638	0.686449911571366	0.930779081705129	0.799177626594423	0.939164637776228	0.922396431900439	0.91779549857624	0.90427686820379	0.626720255763373	0.728579084886404	1	0.911801569662765	0.814203948796556	0.933303949364382	0.917184640347504	0.816902978855549	0.787427974554204	0.959068538376978	0.964717134068502	0.651769355831856	0.811751842770295	0.419102291256902	0.865025621336419	0.77882700009104	0.839301317182858	0.788773891824505	0.865149088782445	0.631800280745251	0.549991342493573	0.901433704571313	0.794034894224822	0.824145246587084	0.899310083320743	0.783772578874874	0.724768340725296	0.891176088135627	0.858049785139352	0.730304343000171	0.283826603927826	0.880983150887381	0.724083327969658	0.851078009278207	0.731560992859884	0.654559430930549	0.854327950106493	0.832935853624891	0.812196406587557	0.885127391596826	0.893165503021558	0.68704965545335	0.658884922792368	0.656799746025954	0.746777004958766	0.82685584422548	0.800354577732545	0.850415179987548	0.761941070800514	0.832059993015043	0.793255297613286	0.635975084089562	0.789197698985641	0.789327470614799	0.881781539594428	0.826310926519328	0.823328965564914	0.905111377106258	0.742305138786631	0.869258045624881	0.673386881283452	0.925110208967444	0.421285098816668	0.849447137889486	0.787510115751099	0.715386434668151	0.795031650348533	0.846356983760732	0.53802856508972	0.870306296039898	0.86806645910747	0.529361192038297	0.777034218212732	0.93742519242789	0.862388323984504	0.624888391386144	0.897993484936325	0.920698879447016	0.679292794494711	0.660009231902949	0.922967098978269	0.669623808562304	0.804151373679552	0.282279751754496
THBD	0.773245849546961	0.795528202088505	0.807491605642648	0.822934917520012	0.841459889948675	0.827969948285079	0.849048841528471	0.833493986451117	0.782787239914764	0.852672263371683	0.822870059336572	0.855876487989718	0.814073023307454	0.728607026843008	0.816777940536067	0.820572051842495	0.820136960943818	0.771079226414319	0.751264751754414	0.893523483139429	0.809068304274544	0.772552749341838	0.693028514986794	0.840540195447538	0.604681345560668	0.882560748343268	0.793220880389905	0.836931943960727	0.842796190711715	0.806954161542865	0.825969203058555	0.522823191999761	0.736506658542897	0.911801569662765	1	0.879845878642982	0.876658702403812	0.851519159213658	0.656196470164836	0.85398479661866	0.862387228698538	0.887378852849149	0.59779113952066	0.771848638815972	0.428340153468719	0.758546577849494	0.810941667517116	0.724003980850291	0.651525551565693	0.750755049188639	0.679801604181288	0.618397333148039	0.833833800179724	0.732466336787595	0.748238836891527	0.754915279454963	0.679652398883163	0.63239638769313	0.865582042677358	0.765628008191204	0.590768505603741	0.37738357009647	0.850189695304573	0.685188271368351	0.769952383001584	0.599231830391743	0.652686782713572	0.725037662368298	0.754454994792322	0.736645305331725	0.815220879326801	0.770447099732161	0.614746498861461	0.568300881779407	0.527225478402592	0.601345471872295	0.78102051214117	0.822479836007693	0.812724719649733	0.633779889005918	0.676792750624799	0.685628802397785	0.547020032010142	0.698563474985175	0.686251593266803	0.770851528830189	0.829029493861036	0.771974941108157	0.842240503988598	0.699043011009685	0.789267565731794	0.608075873581578	0.846338527822634	0.464685390026305	0.794632933749566	0.75761516109433	0.744441743411255	0.695903928171254	0.715606990811606	0.542061983847093	0.888163049879608	0.874177823984586	0.463661523657439	0.652107555612765	0.865182724392411	0.802924495961414	0.525304458000661	0.791965742368633	0.815851207106291	0.669105231064278	0.565556299346392	0.918284251786995	0.654316597187896	0.665334533297074	0.263892016852098
TREM1	0.592763760179127	0.697668881329873	0.650814620916658	0.702136296728498	0.765867657260434	0.732496199655611	0.772654957887976	0.799467056973763	0.846866503958605	0.799935019663646	0.730498754829106	0.817734116908829	0.810402501555169	0.566309545032162	0.762855675589204	0.799760573403243	0.731382058569334	0.795570878447376	0.642209810771397	0.851562114423223	0.835890125127954	0.76319227562081	0.581342339333352	0.779871800000964	0.5849338782696	0.833210688134952	0.71350378398271	0.727584078882918	0.79350503148215	0.717607541001562	0.747941820667926	0.429080592228082	0.752474844446598	0.814203948796556	0.879845878642982	1	0.84026090536954	0.800015925668907	0.527427054894288	0.907224556050999	0.745657846286192	0.789471665426589	0.680214795764364	0.80489467273609	0.458731839803713	0.671896365992629	0.80898868217569	0.608799257384071	0.526575168790267	0.635408317463181	0.840181899973954	0.806569279000053	0.716139898366861	0.720792047578467	0.811014421314482	0.636831742170569	0.663608344512103	0.71641975264201	0.815633191993624	0.726360790162405	0.529573063206597	0.576959162604748	0.775709956879561	0.659042427223226	0.704469453640048	0.579780976051861	0.72825865637196	0.608340879463312	0.726214341614264	0.679445222823544	0.728966841845572	0.655009606949616	0.634447674826183	0.51350359327929	0.424055921789267	0.407233613070866	0.803267234435868	0.818745376187087	0.759583601358795	0.51179445300889	0.565953708188304	0.622084961689305	0.590970041672222	0.679518261794433	0.675667382426438	0.719181750787409	0.876984745791172	0.755118729440036	0.678474351889596	0.703637551726799	0.723764061957707	0.62837047819382	0.790067680786624	0.633635467623292	0.676129136894698	0.803350140779521	0.654174328794687	0.687733503504611	0.602731803756714	0.558285325767374	0.929159419963687	0.788663745373239	0.491071883744781	0.637304717113598	0.811301101278698	0.751976891768213	0.494467772748064	0.617811344173866	0.748038053208532	0.612828338667539	0.6091882920971	0.858178622652918	0.471345819004502	0.571956733898997	0.30783162153606
ITGA5	0.829163022771769	0.834160005909097	0.795013547904518	0.864744755315673	0.912234936512171	0.901275938317791	0.933502388567383	0.889864861672371	0.864363525772261	0.940596635896391	0.89814722230446	0.94566241450523	0.862554868802318	0.786188005973437	0.868628148629261	0.743146746709634	0.894974631447111	0.867427328913504	0.849325430713636	0.941631508034399	0.887904335208764	0.825566867824233	0.77950798167276	0.928445187696759	0.694735773216019	0.947031396716115	0.84686291121862	0.887897353428405	0.930303871403005	0.905817849892234	0.881870698258429	0.589299130233529	0.732129319336136	0.933303949364382	0.876658702403812	0.84026090536954	1	0.935594207538175	0.810860959841996	0.837661435378331	0.905989613078994	0.951447016169684	0.707036225276326	0.865213445089409	0.523956842370847	0.852165592428912	0.797006446580143	0.813933959059047	0.788413523479851	0.838762641124889	0.659233428223611	0.617439286455042	0.874350513849849	0.845535254427968	0.868768483972328	0.856407690148514	0.843354591337798	0.806827353385977	0.917000655870168	0.913659319037254	0.758832202737773	0.343386657355322	0.862864557176156	0.782008266533699	0.881039645120107	0.764583603394914	0.724823105975577	0.813102037153273	0.8094552245319	0.851335701752999	0.885424947827415	0.879549267651928	0.718624583302379	0.699232551660325	0.689592253765125	0.619816020001473	0.855324330036321	0.760561758390337	0.897786676837474	0.722187161296813	0.805651193909398	0.840653508783631	0.677030689925862	0.818477590618048	0.849517862262419	0.89549150272123	0.878724081332483	0.831318239362484	0.828768796822984	0.752437600566274	0.888750294458727	0.73425872287153	0.922869281429604	0.455482812506043	0.794032261958076	0.842709318538958	0.74540700075499	0.815696216460592	0.822075004595686	0.527836163666448	0.881092026723409	0.856327750226991	0.588389124291324	0.823911511444184	0.93672901011274	0.863327985014201	0.618434442675018	0.847232737374926	0.88762410509205	0.762971695721019	0.708208336063402	0.913657762604845	0.591995918925071	0.788682832851025	0.324578625147262
ITGA4	0.878575530408377	0.83737280586769	0.815075224156443	0.897618065429809	0.921771361960848	0.930651390177706	0.912983532769925	0.92066489289485	0.820639490348254	0.923740048502472	0.922635332940936	0.926474863497139	0.860787033313843	0.812069487430887	0.88363577763779	0.733905568122029	0.932891341787624	0.901864952109957	0.8953631390946	0.925882715964687	0.909305821745999	0.832360191096431	0.834374244115864	0.935940488197173	0.677238879794762	0.917596123504484	0.845719645207604	0.932233344150467	0.951139457337606	0.915051680071927	0.912175987858225	0.605942448807967	0.666144912037925	0.917184640347504	0.851519159213658	0.800015925668907	0.935594207538175	1	0.866310643558936	0.828251698780418	0.920336168575761	0.966563190102525	0.643718193219648	0.820341805941089	0.389519541766466	0.884441634087462	0.793264995175244	0.864195945519598	0.841596552159571	0.87312931781832	0.626496610741682	0.548252465047967	0.863687153298545	0.864274757593967	0.832702209233104	0.867106945127353	0.849967668998231	0.800759136085362	0.907096941194541	0.903347475813411	0.805151479744403	0.256567388253462	0.840338300938874	0.752443845444534	0.846233382557977	0.785646965547608	0.671073623061275	0.862719888068922	0.787438325156858	0.86409742286166	0.915787553826472	0.873371875912125	0.661119881222564	0.73930957348727	0.718554965599374	0.683580685507149	0.816699921135457	0.739226867414398	0.927509995525129	0.706217647189862	0.869765067094915	0.835253794981064	0.59062512047667	0.87006545312053	0.878917442106247	0.895971948650091	0.808152338760066	0.812563567840367	0.880411177253939	0.77834504121892	0.916637803345969	0.713199297580819	0.882788136380606	0.287941020504021	0.826001096604991	0.813493986991722	0.747738983970816	0.780013800396228	0.837880864564838	0.425114754636807	0.829642723208801	0.823934996219641	0.61089335251398	0.777609772634101	0.968503784025025	0.805427540208238	0.536913482863032	0.890384399097007	0.839040060299655	0.75962181304574	0.641964717373617	0.910049504472552	0.688545058611491	0.738477255575575	0.222263849571626
TRPM2	0.912217094498897	0.812635969580395	0.748414348656627	0.875697636984304	0.882289459646168	0.919578715812479	0.873065339394747	0.802944973624018	0.677402430332874	0.850947776901804	0.908893716474905	0.838341071592506	0.778818135015185	0.894411933652043	0.834862275018795	0.603590502587931	0.909954189787249	0.779450491999692	0.929827774707102	0.802530194585692	0.807622145682729	0.762576881699147	0.785675000776066	0.900649702246216	0.719218440892535	0.79784753666752	0.790568007350198	0.906709987797547	0.884928837024014	0.899429347317833	0.886560670412494	0.69630594332095	0.442752299658318	0.816902978855549	0.656196470164836	0.527427054894288	0.810860959841996	0.866310643558936	1	0.570526226318551	0.883176880043851	0.881187543133945	0.550345861008342	0.718715551897242	0.278788322378063	0.895743937822633	0.547584131485753	0.874263669744167	0.92886354067113	0.909177604753688	0.466350334103931	0.339318967471317	0.746615358179775	0.844105525594404	0.768307657430649	0.902249416514411	0.842184861148426	0.736721625989875	0.777566454045302	0.873855620811238	0.903201236911228	0.0986618834353727	0.725792323190026	0.619791446436516	0.773218522626772	0.826290072872369	0.500952917383593	0.927210665004878	0.741932820249396	0.864453954288791	0.796938717183526	0.88269968127474	0.546993808060341	0.825876216160251	0.878184188478605	0.782270985120407	0.711885381113105	0.590618852629165	0.810099462298929	0.752762506509094	0.951642295050227	0.85570244543294	0.521950504858784	0.862921897837201	0.831123793637979	0.85031204206272	0.651971180858866	0.744915686714569	0.810103048754887	0.728816971638788	0.879624176529978	0.675428615193146	0.800856343528547	0.0562144103428523	0.719528279731309	0.657351464654469	0.548881185805358	0.699188011363809	0.875636370713068	0.35432209093329	0.588231690873078	0.678460821720937	0.501707674162122	0.817157224482461	0.893379504496492	0.711322071386993	0.465868700325219	0.924435823377597	0.780535425025083	0.571217694046688	0.689514147617226	0.761382306800697	0.618138879685805	0.685758262121694	0.0723888217282022
TNFRSF21	0.61163547200997	0.733462207907199	0.723520230137046	0.752404209832119	0.790577923779266	0.761683579398768	0.773819667435694	0.87247254846022	0.877898876507848	0.807769918959288	0.759229062711716	0.844657964449642	0.836850275863879	0.583118177017475	0.805078493095257	0.830517420720659	0.770444801400735	0.809262798781279	0.682784464014583	0.871639933899585	0.868603778624817	0.809107233948923	0.618394989425452	0.807847264000316	0.618966934450647	0.827040479405773	0.753192779447444	0.744292453996051	0.824453495904837	0.767181242246238	0.758197506527347	0.480955942409352	0.696239236411871	0.787427974554204	0.85398479661866	0.907224556050999	0.837661435378331	0.828251698780418	0.570526226318551	1	0.755337636567171	0.793787436666916	0.696928054506508	0.870611550302688	0.363547599012334	0.723575035038965	0.827154392632107	0.634023888107831	0.594054935658238	0.663581480489883	0.769849120747935	0.804085601596397	0.701049750537332	0.784240825327756	0.820784342991803	0.65684725600468	0.7069474538161	0.749418279146437	0.792534846113811	0.738766630093474	0.56554480280916	0.626901926922657	0.744105089077903	0.662225486228907	0.737203208905732	0.619891848369065	0.734774680873309	0.658010720328873	0.75135966612231	0.739176603538435	0.786341782202141	0.670002621346505	0.586284457094463	0.527161425728592	0.491598531055468	0.367794939311201	0.793377722755816	0.762123842108297	0.771829646001295	0.498977252742743	0.624626358110726	0.664921807217634	0.50178001043511	0.71788115428134	0.727530863510977	0.733085669121947	0.818663946576423	0.816220814755915	0.721991462832166	0.73901810895038	0.763671636667365	0.715795164974539	0.746075158649107	0.564956561999608	0.6390020286951	0.831394984462592	0.661497967371169	0.664738800915708	0.633637260253032	0.582992069809475	0.890905666846411	0.715598383380411	0.504089682268648	0.678527316798646	0.815280276982334	0.742337852450314	0.418358157747755	0.649907342027088	0.750464188667566	0.637761912981814	0.57709775311619	0.816867897816601	0.472242409397488	0.527234297906043	0.226866744695117
