""	SIGLEC10	CCR1	LILRB2	LILRB1	PLXNB2	ITGB2	TNFRSF1A	ADGRE2	IGF2R	ITGB1	CD4	CANX	TNFRSF1B	VSIR	CD163	C5AR1	ITGAM	KCNQ3	KCNQ1	APLP2	TLR2	TLR4	CCR5	HAVCR2	PILRA	ENG	PDE1B	CD53	SIRPA	LTBR	CD86	SIGLEC1	TFRC	NECTIN2	THBD	TREM1	ITGA5	ITGA4	TRPM2	TNFRSF21	FPR1	ACTR2	CD9	ITGB5	INSR	TREM2	KCNJ15	SEMA4C	TLR7	CD74	TNFRSF14	ABCA1	KCNN4	TLR6	RXRA	CD81	BMPR2	LPP	TNFRSF10D	IL6R	SORL1	GPNMB	RIPK1	NOTCH1	CD99L2	AXL	TRAF3	RHBDF2	NOTCH2	TSPAN14	TNFRSF10A	TSPAN15	TNFRSF10B	RYR1	P2RY12	CLEC12A	PLD2	ACKR3	SCARF1	TRADD	ADCY7	UNC5B	ANTXR1	TLR1	SORT1	TSPAN17	STX3	LRP1	ASGR1	CXCR4	ITGAV	CADM1	SMAP1	SDC2	TNFRSF11B	NRP1	ADGRE5	PTPRA	ERAP1	EDNRB	CD44	STX4	PILRB	AMFR	PTPRC	MCFD2	TNFRSF12A	CD33	CD63	SLC16A7	SCARB1	PTGER4	CD69	C1QBP	SLC16A1
SIGLEC10	1	0.813441644131073	0.857474219604985	0.92921740123085	0.893498954707762	0.935942056126552	0.892418030839645	0.818046109492979	0.643864888896881	0.875237534141355	0.928238037336648	0.860705045232631	0.821173374826922	0.938536657770359	0.871736571433819	0.695924081132697	0.939539363723284	0.787704505632714	0.94406806724264	0.851491914181262	0.780944473154677	0.763116734022644	0.835294719482474	0.895338801403055	0.710347113107908	0.865529247517884	0.809650231097871	0.945642551676609	0.897092098064443	0.894903920491412	0.905045842744286	0.653563209839066	0.522227464240688	0.878832517066112	0.773245849546961	0.592763760179127	0.829163022771769	0.878575530408377	0.912217094498897	0.61163547200997	0.940227709007479	0.929356808281514	0.560740087424922	0.703945726183595	0.356814812257769	0.916198386517881	0.582730145340957	0.918265973692516	0.93770538758057	0.953200527492984	0.427018329481458	0.332638453271501	0.812446274824616	0.79986494193123	0.706441641622619	0.924540606547995	0.805701931120142	0.678150763449702	0.805236651645557	0.838164514399791	0.865338339411182	0.0314114438642127	0.773631843527606	0.660494729803861	0.795417471372635	0.797546899225193	0.471109643153408	0.923218412848356	0.737270854491817	0.842317170199848	0.800168692599467	0.904886648134616	0.57900283140903	0.744285840838237	0.783164323324209	0.777090692283252	0.744299395279203	0.697387607548146	0.848525346881904	0.789278938503717	0.908113584226435	0.850433859202516	0.54868676098245	0.847833003583932	0.80811141249089	0.807298302865318	0.673861756365999	0.761732714082486	0.878540618913995	0.72630752663612	0.905235520794026	0.651441848823189	0.837387341069517	0.0655802743951442	0.800254293708985	0.669593479737018	0.662580356177705	0.703843874959993	0.872056392274715	0.367328906230419	0.655339755806129	0.824720694459665	0.474878285018265	0.765453461242883	0.899737485057576	0.749188409286126	0.48926223197069	0.960441092599969	0.8111904676171	0.648762217235639	0.635106390847851	0.861395822664413	0.729637371670151	0.696846499479669	0.111271286633291
CCR1	0.813441644131073	1	0.871884636398983	0.896880967252548	0.914295818078594	0.902696625156691	0.869835143538091	0.821949346184244	0.797636397943911	0.824383875547618	0.894210516252659	0.888130056347589	0.786524134272045	0.824949900723818	0.854339554437939	0.745734084590624	0.882682102748263	0.699575207603292	0.826399083734668	0.849569419231905	0.835893723165446	0.766809092376041	0.787366693816579	0.893026838889501	0.60007307504495	0.833018143585288	0.822896671825896	0.876872716093981	0.86122732691113	0.883904077913343	0.813703842510137	0.803559114712776	0.524617556772684	0.879406582510561	0.795528202088505	0.697668881329873	0.834160005909097	0.83737280586769	0.812635969580395	0.733462207907199	0.904811558552817	0.89272492621658	0.509427360291299	0.820185314107904	0.213972382388817	0.791156647035684	0.727792899452552	0.773548459286605	0.762238513106839	0.782103329028371	0.57960375924522	0.541492774853806	0.774696431746324	0.805791035873629	0.817649846887753	0.809503883529565	0.694386977896994	0.658762349919448	0.756106585257146	0.854208848770292	0.680881648191413	0.348429318355125	0.798900361923126	0.572157632666311	0.742535943555376	0.664306038958805	0.589561762214403	0.838041843068771	0.772095839463379	0.75785078050316	0.804476501640986	0.855683655852383	0.49667282404312	0.736280655662107	0.623022009625838	0.639940771549615	0.715803655285568	0.675840867713792	0.727094556410384	0.662248671938864	0.803857254089885	0.710415011195865	0.41799961701459	0.748699243156681	0.669389833022606	0.830250918310326	0.710865187125124	0.777677648779691	0.802337339751179	0.617204725073237	0.786779764469018	0.585285871892983	0.778988653622445	0.309016437269774	0.674792837741232	0.818761887260593	0.652836564773271	0.655334904024255	0.896975658615229	0.486679880480438	0.762224885752414	0.659671700719691	0.40211573820703	0.69663860829564	0.865458492179584	0.698655476260114	0.399694971960964	0.853279259893209	0.840752298901263	0.616844407153858	0.606667311365866	0.7819727789878	0.49024791563625	0.633635476654321	0.0807366341871973
LILRB2	0.857474219604985	0.871884636398983	1	0.933950830201241	0.881490705187767	0.891841858007684	0.847058126097028	0.859672574501682	0.732064924169699	0.830561378588129	0.90765879826218	0.861366384341434	0.838915734829907	0.828915354599319	0.900547098292574	0.832502386619127	0.896787064750449	0.733603590478107	0.835221017391865	0.861621200542972	0.79244491378698	0.805695440724192	0.788272308008089	0.863428377610152	0.676393022690154	0.869543413866988	0.815919120029284	0.880743150822241	0.861631464253253	0.863756852022179	0.824493645193766	0.741829842127597	0.544442769483261	0.864977537455911	0.807491605642648	0.650814620916658	0.795013547904518	0.815075224156443	0.748414348656627	0.723520230137046	0.917461189976408	0.876485128722215	0.570127647366397	0.792594451480194	0.266786782799063	0.848196664934645	0.662968488249395	0.802153060839075	0.824814959275117	0.857059233476385	0.486203842974332	0.514952649578856	0.733448412753285	0.812660927192369	0.72619744170615	0.819160188662901	0.738889646634158	0.635769026996351	0.742800823537095	0.774667230182231	0.691933229189799	0.270045471946162	0.74935078241402	0.629153916469745	0.748382018162636	0.675485097932344	0.539210041332589	0.859128004624752	0.748407185826842	0.792198548868987	0.810183913509	0.845176144543757	0.515059370497791	0.623651068179259	0.604532235394158	0.58674954880739	0.757518331386439	0.751638455841095	0.726575901316224	0.672308057889147	0.813529732776856	0.759505032623937	0.467627050757842	0.777429857230802	0.678058600005559	0.74058430671658	0.689317262947768	0.831866055294461	0.820743762836724	0.674527295127734	0.847774268100059	0.664277476137426	0.748776353392055	0.237550443366712	0.675161926290317	0.786033902173031	0.683365495038308	0.64350059308911	0.867818367065975	0.495174309016285	0.73035224682897	0.756714107977772	0.458463051191507	0.684605375207673	0.832582912189879	0.711373293531027	0.38805363410313	0.848426633282608	0.81515529703139	0.613804845801998	0.537384584183607	0.830736379807324	0.606236262602769	0.556695809730303	0.0806683065615786
LILRB1	0.92921740123085	0.896880967252548	0.933950830201241	1	0.933878236213563	0.954914202909933	0.913836101906569	0.914579259677314	0.801790054455754	0.902848207128734	0.958907450172181	0.92084972309189	0.892417477485079	0.893742742183535	0.942551443329026	0.818905296655886	0.9648189175383	0.83942486233873	0.934295046374335	0.914626971627233	0.87398460414522	0.865445365987982	0.808351242036387	0.940683606080092	0.742373314855519	0.91329710503032	0.879458187303056	0.939496203908573	0.938995923412479	0.928205274677628	0.90915037572105	0.739022218640833	0.560137026484268	0.893871010772942	0.822934917520012	0.702136296728498	0.864744755315673	0.897618065429809	0.875697636984304	0.752404209832119	0.951109196063583	0.935856066875626	0.648153893804637	0.842355773796906	0.32487924477534	0.924788084357483	0.683861303448344	0.895099303835609	0.904227855992702	0.925011707672161	0.573290665848238	0.539728721387899	0.787291523808411	0.898444967490091	0.815295575076532	0.897433658728803	0.83281370994819	0.752163748122199	0.808580592339425	0.87794749583961	0.825838403164962	0.286224880851722	0.793625262167642	0.677817505517501	0.820000591624298	0.789779077619032	0.595430453583114	0.93575124754892	0.810836555248056	0.880661944528748	0.829096608793173	0.899232081145969	0.591161268077291	0.756748971377186	0.750246690701206	0.658536061428292	0.80674135770294	0.77396935031355	0.827265335285982	0.736789371470134	0.906657587403622	0.854385890830631	0.531970759858124	0.879285283568942	0.789072921759544	0.824791725438411	0.752785228958708	0.873417477367921	0.861578524382227	0.752837230400521	0.927460079764805	0.74929414346359	0.835495292464982	0.226732361468023	0.745644891592757	0.814411868644378	0.708895269571328	0.72535370815664	0.930386435228509	0.497814066712289	0.760710030258724	0.797288171882549	0.511858546620807	0.789845334119508	0.922817436746793	0.780674543811612	0.437388918265435	0.913721133779107	0.855114382320961	0.664193277797035	0.668646222321377	0.887966607093608	0.613993449648093	0.627587596280577	0.10346224721805
PLXNB2	0.893498954707762	0.914295818078594	0.881490705187767	0.933878236213563	1	0.973341499257357	0.953892772282404	0.914775560436518	0.863545075908138	0.945297605036503	0.968990090930765	0.966326319461255	0.905485007551072	0.892830074120726	0.947383961671564	0.828297593878702	0.958144725605234	0.857962324322493	0.918405072246366	0.951801287410269	0.923040384744529	0.889817172036075	0.817697542391424	0.970020100651726	0.755620261325089	0.931266745235452	0.878618522940409	0.956311901805998	0.968300862767949	0.965716830815823	0.941766904254523	0.756988445007898	0.647271946843194	0.936334989407803	0.841459889948675	0.765867657260434	0.912234936512171	0.921771361960848	0.882289459646168	0.790577923779266	0.959301915141654	0.96031658583781	0.699164163566224	0.896634906800936	0.38471518036128	0.92290185310828	0.712717683273219	0.846258251597568	0.880026114050431	0.914932695724444	0.681287816623646	0.629497948654931	0.804138882905238	0.895500072166014	0.896050887548021	0.925018721505979	0.863934104486861	0.817488313475028	0.849935430851883	0.920348158479052	0.829555253276494	0.384362129967173	0.873538380500662	0.735235752454604	0.868027779233099	0.836363256743009	0.654689118061129	0.934125500854126	0.878092856498435	0.901025938819019	0.850615161061894	0.9178477946118	0.676733761053523	0.764363734014233	0.73858740725271	0.681285563861609	0.846708802067592	0.795488748794561	0.862151127071663	0.749453233807154	0.903848130579611	0.876142653296606	0.606613473155529	0.896167177844931	0.848089282551787	0.899888106755187	0.827568584613353	0.895297030861225	0.838543719675156	0.802283882134389	0.929890362632607	0.765734685258302	0.88816071337397	0.34465917133314	0.753101457917807	0.850858975731994	0.674538251108236	0.790713500752207	0.909423243193468	0.581211960642137	0.825519884651716	0.791590886879848	0.547646298832566	0.845740160478794	0.949959269593343	0.823534119564423	0.524919853997645	0.914011683876837	0.919075669884714	0.631240846109173	0.739561388428197	0.881709185008218	0.626399599011066	0.700407109175046	0.195621854930954
ITGB2	0.935942056126552	0.902696625156691	0.891841858007684	0.954914202909933	0.973341499257357	1	0.949244339789197	0.910451370322673	0.801282020643916	0.940212908164203	0.979916543755197	0.941656103381175	0.902385790306107	0.944091940021217	0.940627956515735	0.809688206199985	0.978557829310683	0.841953742613227	0.953778880495468	0.927333742009484	0.905689269558881	0.84947196561522	0.847101188647807	0.976260069869384	0.796513285497771	0.916928831547609	0.854565407329105	0.98747805548343	0.960602120459539	0.964789239713472	0.964360662221747	0.713230171577301	0.580121342000319	0.938927520153662	0.827969948285079	0.732496199655611	0.901275938317791	0.930651390177706	0.919578715812479	0.761683579398768	0.981969482696238	0.964697390932351	0.676577295718555	0.843906566490722	0.313594006225981	0.957212264052319	0.693825660777776	0.89622641578365	0.917474121407233	0.952393636460416	0.622705404095051	0.540035827874476	0.825370843709131	0.884978494109768	0.852971882370943	0.954101791028319	0.857654957715705	0.772783973577572	0.848565118916604	0.901886719075343	0.871231658149244	0.290421374303362	0.823946458204106	0.682805022716428	0.83371064494337	0.84569679388371	0.590483626393158	0.959035015325772	0.838152131893116	0.898243475042584	0.865736844706223	0.938173707791525	0.622085466100201	0.768126801547327	0.795356856218321	0.75333265145448	0.82376105911944	0.776959891975721	0.861231464992355	0.784334220425684	0.949192355932469	0.877040219030453	0.573422136850193	0.894834740924173	0.8405223626961	0.879073565188205	0.772093470983804	0.86383996902431	0.894796196976034	0.829523841331001	0.931671375846945	0.744575428271186	0.87407132108142	0.245358575211071	0.772824957815509	0.789126306857386	0.650391729743431	0.75247068324208	0.913205158794088	0.521506620607919	0.776478301704778	0.796815304774303	0.501533974780538	0.846464741625681	0.961906212661092	0.800647738772337	0.507838490610946	0.950175554271843	0.90479316880409	0.60778389463378	0.706206258474275	0.893560232913434	0.673697421813489	0.706073563367224	0.118498850440798
TNFRSF1A	0.892418030839645	0.869835143538091	0.847058126097028	0.913836101906569	0.953892772282404	0.949244339789197	1	0.882474631379018	0.846019774567328	0.964846292827329	0.942182112411001	0.962340423046656	0.877471303951039	0.886334274989557	0.900408721136578	0.771741868255825	0.932278136478963	0.836700631259445	0.910063760362153	0.947075573062741	0.874657484397925	0.841466546492965	0.801217453432156	0.95016433483046	0.768669383884402	0.932774591747878	0.830970439958651	0.940909241908038	0.956268194793543	0.961414937011636	0.929757165827182	0.693769382842813	0.731696849089303	0.947334165771775	0.849048841528471	0.772654957887976	0.933502388567383	0.912983532769925	0.873065339394747	0.773819667435694	0.947639900094144	0.957479664664227	0.765860425796778	0.858241309749369	0.466465424570887	0.909534454603978	0.709305835163509	0.885714006284551	0.857380452920386	0.905310088608249	0.653341807304831	0.573109238183377	0.85492459569735	0.857662539690189	0.875490492013905	0.947151279902898	0.879567745747481	0.838024381641686	0.870768888411226	0.905070468073904	0.836595572936912	0.314313852719907	0.898754976867404	0.798488360772217	0.915116631202403	0.816324028098186	0.707239291998803	0.903112020065314	0.892134408363009	0.882192136404662	0.846210253628166	0.900774250719325	0.785662909141064	0.752348782540622	0.769269772070409	0.705232614920304	0.828438143842062	0.770623477680315	0.876342169591727	0.822262913446161	0.887232777778485	0.884309596026658	0.729593114370418	0.863860099028814	0.869378648974078	0.898420953479333	0.84601226374242	0.881425620205755	0.861137991874202	0.79138718036395	0.921457024466227	0.795542833151032	0.947789040759993	0.399310465153866	0.832023081707154	0.803014410603064	0.724533791141717	0.87887219712487	0.879672339781829	0.593870659474466	0.84000343844857	0.861528173073398	0.596486928251921	0.881233916302411	0.94378912093223	0.902225929883078	0.661320812267912	0.91168180386236	0.94547747536496	0.699044725774184	0.783006537210014	0.899427139716056	0.635185254721851	0.808373785823503	0.355145848562368
ADGRE2	0.818046109492979	0.821949346184244	0.859672574501682	0.914579259677314	0.914775560436518	0.910451370322673	0.882474631379018	1	0.882065468097523	0.922577989950907	0.917417767052551	0.930687132089732	0.947276329531457	0.791002469339589	0.958334478976251	0.877732654129383	0.92265740851049	0.929634506537424	0.869921228186748	0.950239608415365	0.947134104935491	0.937075277592497	0.792116227481594	0.937587331274797	0.784074665591407	0.92994308496279	0.893995830878126	0.893123059868539	0.949968912783105	0.911145979586562	0.906499092235986	0.667468996327892	0.624536566937124	0.862278717395186	0.833493986451117	0.799467056973763	0.889864861672371	0.92066489289485	0.802944973624018	0.87247254846022	0.89532490478795	0.902690155350873	0.745068245019579	0.91664670409361	0.412966922511036	0.904750681497863	0.701001081293128	0.803433576871638	0.835075659749273	0.882381313675407	0.683866385161162	0.716627708067473	0.706338190512896	0.933587982641814	0.870717710170229	0.835820927005075	0.890257035826232	0.846500176341707	0.835456224161794	0.869985973214142	0.80285460899406	0.4716425188906	0.779612062499111	0.741498060429464	0.823551012558374	0.832864611371523	0.708503867387497	0.884943475738488	0.842811913095861	0.934766282164895	0.839305527201965	0.847379315270543	0.632840311790489	0.677594746832278	0.693139693561747	0.524707929049777	0.866197827249997	0.798379008883538	0.845330733315156	0.665054539465092	0.857698133358368	0.867620302712601	0.584832070844986	0.917611420475761	0.863490706281354	0.846007179797975	0.845167862796737	0.926174569915197	0.788143237188391	0.839196289621921	0.945794670497552	0.848235242928775	0.833948694009068	0.36774427796184	0.685880485302498	0.858694532541085	0.692740586817736	0.756156284328154	0.827928241732299	0.597859727346565	0.835912660887688	0.794183269710536	0.603489731303835	0.819874350910717	0.928026500496669	0.80891073745221	0.438446998899982	0.82609935173815	0.838270171581961	0.645513377015329	0.687935497094871	0.881286630912217	0.599123201243263	0.563187103564909	0.164151897745063
IGF2R	0.643864888896881	0.797636397943911	0.732064924169699	0.801790054455754	0.863545075908138	0.801282020643916	0.846019774567328	0.882065468097523	1	0.87214416241279	0.815784023285202	0.910082822379326	0.874429359524066	0.630202216116139	0.8654880259768	0.827428079863396	0.816233464676024	0.842931495223854	0.743518753780267	0.917089256628809	0.906497572612782	0.892434889067847	0.623156362414164	0.863935639373971	0.678057460915936	0.872100533507039	0.820855181942026	0.764913707698096	0.877863318015653	0.842274569824906	0.793142799818662	0.638839651439214	0.725999342423757	0.803834092481251	0.782787239914764	0.846866503958605	0.864363525772261	0.820639490348254	0.677402430332874	0.877898876507848	0.779775376852935	0.818038211658882	0.770368939637885	0.934898772151768	0.482782287903562	0.759216443463366	0.732933198813255	0.677924136611168	0.6667998879119	0.715861098123016	0.831256153588791	0.852060224572393	0.656471647607299	0.876928183799632	0.920324925843059	0.727049013387778	0.812652697232951	0.872388754525322	0.778200602555834	0.843561165127916	0.656758295475995	0.66578039172157	0.786506061638956	0.766290779831422	0.820511998766038	0.706763810215649	0.809366249563519	0.751535909381552	0.871734886974977	0.829622107723188	0.739816097439164	0.729165549755845	0.722230063816221	0.643943093631239	0.569816912382062	0.399190713355329	0.85545656006915	0.783252486324855	0.768414346657438	0.583242857954434	0.705767785282268	0.751855227007058	0.628626661951608	0.795204797368896	0.782597659082016	0.799874891433472	0.890044715142268	0.907158387539457	0.648375068139163	0.73536223769726	0.833571760242309	0.815674867780925	0.81467714880891	0.607063995030743	0.609702457604045	0.910649390908038	0.67087365990335	0.793549491337394	0.76667223007562	0.69691023136446	0.896039747738436	0.697266342125186	0.632009946519366	0.788422180515745	0.84196602476428	0.814265968039679	0.483349794717382	0.678184804783825	0.827812577017685	0.622139580412947	0.757169449802791	0.790724317515111	0.390114625261995	0.571125748933949	0.322433742831884
ITGB1	0.875237534141355	0.824383875547618	0.830561378588129	0.902848207128734	0.945297605036503	0.940212908164203	0.964846292827329	0.922577989950907	0.87214416241279	1	0.928648270809172	0.963826731691569	0.930982434420432	0.863189006169079	0.931667787769827	0.831343613085959	0.936676550164725	0.890517541943847	0.909086317990893	0.973546651730872	0.915148822766201	0.884011356453949	0.80455999134324	0.953966091633944	0.801192291091612	0.963302649033341	0.864654147248091	0.938445477009365	0.97308065384111	0.95976451348092	0.950411524337437	0.63045626090375	0.741194906707241	0.933066762270249	0.852672263371683	0.799935019663646	0.940596635896391	0.923740048502472	0.850947776901804	0.807769918959288	0.933930757467266	0.944996030812338	0.810505443414986	0.88433550452042	0.557433289243488	0.926098575020386	0.677661264058472	0.875258603650571	0.854297361821297	0.917766695895633	0.715248504000485	0.647748809455141	0.798283540019508	0.889447556335201	0.891081534683848	0.934229010488003	0.919434453632858	0.882556037194067	0.877777348073087	0.894081419699328	0.844991628037053	0.378826126134055	0.87673461063765	0.832871987811915	0.920245325655387	0.854729741923261	0.718864385483145	0.909715636185816	0.912653177865647	0.925880342160993	0.847993385857241	0.889424707655842	0.78578794294854	0.708204504413563	0.748750937737919	0.673324856782395	0.875152093738248	0.827408556388183	0.892456590542875	0.810149625913999	0.886407834625808	0.898443970406407	0.745050411219099	0.906566221203614	0.915052981137566	0.893843984861323	0.891148564693004	0.921798538827667	0.838604410121967	0.858189762028131	0.956285692093659	0.849158846893001	0.944286491158333	0.441106463959676	0.809184735046345	0.816071397307224	0.705948513417294	0.886406444714726	0.849538564187796	0.642683185260123	0.869675908489598	0.866334871646722	0.669997250244645	0.900855774222357	0.955853437319556	0.924503918005963	0.649591616926481	0.884696644180716	0.935580663741961	0.672365933144993	0.791012960076915	0.906319332139259	0.663694207058825	0.758391702930651	0.336698063457598
