""	EGFR	SDC4	ITGB8	CD9	TNFRSF1A	SLC16A1	INSR	PTPRA	LRP6	AQP1	CANX	LPP	NRCAM	ITGAV	MYLK	PILRB	CD47	AR	SORT1	CADM1	RAMP1	CALCRL	TLR4	THY1	CHL1	DPP4	HMMR	ADORA1	TFRC	APLP2	TSPAN5	SMAP1	PODXL	NECTIN2	RAMP2	CD44	IGF2R	NOTCH2	SDC2	JMJD6	TRAF2	TSPAN12	SMAD3	ADCY1	LIFR	TNFRSF12A	NOTCH1	LTBR	AMFR	CELSR2	CD99L2	TNFRSF14	GPR37	SCARB1	LRP4	GPR37L1	ITGA2	VLDLR	TSPAN10	IL17RC	NT5E	ITGA3	EDNRB	TNFRSF21	LRP8	MRC2	TYRO3	GPC1	ITGB1	LRP1	PLXNB2	ITGA6	ADGRE5	ERAP1	ABCA1	TSPAN17	SORL1	SDC3	RACK1	ITGB5	APLP1	MCFD2	CD63	C1QBP	CD81	TRADD	RXRA	SLC1A5	CD4	NRP2	CD46	C5AR1	RHBDF2	VSIR	ENG	ADORA3	GPNMB	CXCR4	ITGB2	LAMP1	NRP1	TSPAN14	SIRPA	CD163	CD74	CD68	PLAUR	TREM2	ITGA4	NCSTN	TREM1	HLA.DPB1	STAB1	LRP10	RPSA	SIGIRR	CD93	FPR3	CLEC2D	PTPRC
HMMR	0.600363497009712	0.658506776317145	0.670935843611223	0.485479185604405	0.720845154829435	0.419334168785953	0.162217380941018	0.696011712969306	0.783739315111702	0.69835675915605	0.771239253882774	0.709884628102026	0.765099412541094	0.792919648064301	0.567383277264844	0.826564958601175	0.837291251655876	0.827746819576839	0.814376114721486	0.707275599292455	0.593763770769865	0.532030397587048	0.635014918861978	0.776767823375366	0.57580240640743	0.420295347842846	1	0.706681199411308	0.628806850134139	0.685434394376829	0.72734556118317	0.738130561808652	0.763446038472587	0.444722185081221	0.121865673230022	0.734883516872118	0.41572420030727	0.83268370093658	0.569420827512366	0.904560665536327	0.900750045648085	0.438762989471945	0.709678839471995	0.342157616705977	0.583515764297207	0.802229831348491	0.890007086550479	0.774335995814244	0.612683454747435	0.481329403041121	0.886754667584279	0.516016178805005	0.773716959728786	0.695758032832036	0.521665003742576	0.563127598948798	0.455380571593381	0.532292421988241	0.615021594412962	0.813866691735067	0.546731848816271	0.496428725245234	0.703707646102221	0.667231395744499	0.888296045535481	0.801603988419369	0.582835414084174	0.681631511662482	0.703650657713722	0.686074970275863	0.49027918833716	0.457705561263599	0.50476669838478	0.410901328105149	0.674347835197571	0.741259441790044	0.637778932725213	0.741946219295816	0.697493573399434	0.393255985023989	0.66188865531455	0.77061935627936	0.789610241724528	0.632955932575108	0.594548480015242	0.606521108005642	0.440581652982599	0.906799666328981	0.276809807561919	0.78131054048027	0.850220334805413	0.309556398413917	0.524753868435059	0.317917088565178	0.258592671850755	0.312862974072927	0.270061965119043	0.344634083045152	0.288821799509176	0.600616035559783	0.361701390819047	0.459676045329063	0.28660406033525	0.268004313647209	0.373847519853379	0.28820599861829	0.405247291875501	0.302011484792919	0.359697778084142	0.631385003247523	0.222224786389787	0.385836469311044	0.294678636555697	0.714923586650501	0.687857888905677	0.566431646953433	0.285756458604399	0.31198086750431	0.626428032894089	0.230209211258355
ADORA1	0.875897865939134	0.771066896481499	0.899226954762877	0.680573611885419	0.701062250552707	0.621928600430749	0.558965747243921	0.899735508651192	0.822352673422432	0.644179924571649	0.788298812294468	0.80690672345972	0.930959361796453	0.902065559521625	0.811767952818207	0.926698126103408	0.84624845770889	0.85853154234075	0.908538730378784	0.736235382439724	0.893800107069189	0.845884029426776	0.679949895744923	0.798122816906323	0.915937528460036	0.745673034862448	0.706681199411308	1	0.53797177339013	0.618735501515649	0.901581270759335	0.541496079501586	0.840261940728844	0.304824481628433	0.237633352573333	0.644804955056788	0.226521443928293	0.895004571324685	0.489677547015873	0.703670317718162	0.813971706104008	0.761008159926487	0.851642513126437	0.770331598289889	0.889731260872125	0.707844906862309	0.771551361035605	0.69827554486879	0.529488738348914	0.644309958332341	0.662393936920999	0.440318786514137	0.913215409798075	0.699239190605203	0.698925458773042	0.853314037796397	0.731426839515618	0.775322245315965	0.732847796803812	0.845584760945584	0.748570898360802	0.767697096959272	0.76859519923279	0.777589962527191	0.813593058827128	0.871471562755517	0.687246717730347	0.789513926948673	0.557544547660267	0.688541475146819	0.248387758089522	0.454642471137328	0.224400343557829	0.626614041910143	0.645230417556391	0.622306555868764	0.702823790090502	0.606510589092176	0.590980988211629	0.202563166435205	0.763448970021067	0.721612577559999	0.792337872826748	0.486020369205687	0.416983779808399	0.340639073209675	0.261224241994062	0.719667104028822	0.0162411597347578	0.681294004439494	0.624306346627493	0.116850422636295	0.324635214693695	0.0547248712740134	0.0144357914286027	0.0801004872062833	0.101400057007909	0.0929063681487355	0.0129282193620867	0.399913757772111	0.128130972598845	0.278061242846411	0.0445981968033468	-0.0152738529850453	0.117619980840443	0.0611883911165656	0.152231127001555	0.0349181417728425	0.069473204870811	0.526634455715826	-0.047741247831026	0.140625235111797	0.0416179264872382	0.659328079816376	0.586817331117117	0.332285837438257	0.00753623533612884	0.037347811992352	0.47743457061745	-0.0517246249891683
TFRC	0.559418423405175	0.397316915286471	0.445937063042295	0.581640070442253	0.730350351941493	0.489472665267828	0.355073220491419	0.617113944554552	0.613042473071193	0.359478336580644	0.652009406827144	0.604694722799743	0.509729016975604	0.644497014764538	0.428379824502392	0.674038653929341	0.573042584134995	0.550312478199803	0.578344268988852	0.481309006672006	0.46066897593864	0.445039742301661	0.595201479390041	0.457404268224369	0.394347521554286	0.32660540541969	0.628806850134139	0.53797177339013	1	0.603488648040544	0.541155719669338	0.724206750970701	0.50923059464824	0.504150047149152	0.090379585262781	0.706200403117624	0.503666038430526	0.591075866290319	0.541092150639706	0.749362440562725	0.64232525993662	0.233577269959442	0.558983531402602	0.256987847544332	0.407021593009142	0.445651117712562	0.625634616909934	0.768918975050897	0.62765655795636	0.225811863490877	0.657495916965696	0.568621662387004	0.547284453522508	0.806218538984183	0.694041078620422	0.363978368600023	0.203550528651685	0.590164322477522	0.505299415191884	0.709023254387321	0.682489579591342	0.376478695339001	0.5756081714764	0.643395248953413	0.702201915649434	0.714654874680903	0.360944125726174	0.444267875930786	0.618568900519889	0.694027732775327	0.561543689227812	0.425007300593538	0.522133617911034	0.521641629293072	0.666697466933064	0.463449246406286	0.611833652668941	0.641808933592031	0.732094821834055	0.429001779000157	0.295279115963566	0.642666873974469	0.57213611253797	0.552404684648317	0.617766694834439	0.677482415456271	0.573660577383977	0.743621328906267	0.418643318353258	0.64154466384833	0.748642220842665	0.472083093229275	0.617891058186739	0.454791355535682	0.395279480050966	0.459382837577159	0.4647512972187	0.524982551066335	0.439594490217037	0.592093095211584	0.422242494543783	0.618401055850144	0.425807848068355	0.40507366446947	0.503852921014467	0.454528450994505	0.532524250909791	0.450498312914759	0.467742808664043	0.542003950375352	0.389248105029608	0.526480962180035	0.4053999194213	0.663462299178735	0.628272790188762	0.633469914074906	0.422405311680744	0.453268619160285	0.636735666363271	0.405083739803693
APLP2	0.545104200866579	0.817350832359102	0.662696085740201	0.602067284326173	0.937606154003457	0.411071309923038	0.367555687859093	0.737741990930384	0.576651443222031	0.63976205204643	0.91377231206132	0.906436706654521	0.667536608095478	0.811758092715852	0.503039222962999	0.678498659951069	0.789554491802522	0.678791466699959	0.728138860449133	0.883641795379364	0.664702500991683	0.541975399206372	0.940464861282567	0.609553863407353	0.611731849759999	0.50790379863338	0.685434394376829	0.618735501515649	0.603488648040544	1	0.611742845593676	0.909929588511107	0.708920295653357	0.881303114827946	0.288791897168974	0.944395390886494	0.817597964063078	0.808315149551918	0.921011525542261	0.681529159953618	0.716718000931068	0.542009165473732	0.567079293274462	0.527409451545102	0.59043534591689	0.609718510270521	0.85295304099171	0.865667498888507	0.911087300223505	0.569797975166928	0.81794813719634	0.866256778636464	0.646327410307467	0.777729748801793	0.343094398220084	0.651780278868389	0.549352793275115	0.522052412884205	0.439662102234602	0.742396642466795	0.561838119938617	0.6451587093663	0.792605555609874	0.834919347354493	0.614173754074264	0.750198819893501	0.385250599230001	0.583599097113992	0.970924855403841	0.961481151834202	0.845734934577966	0.823470005268662	0.792143666896205	0.766725426566309	0.894238753514269	0.82224056623154	0.93107779768466	0.908463340438575	0.883669644460314	0.82646911659574	0.563809072853526	0.917153064563618	0.913358392955688	0.855795922599294	0.940259473051502	0.807421873843519	0.836273648049134	0.753440705960921	0.716409517691514	0.826774400910733	0.8377797074024	0.753767189924238	0.839716561400489	0.743003875810383	0.72689353006712	0.757773635316812	0.702857265774575	0.67945198005264	0.700720610287707	0.928743500119464	0.803710116337042	0.844905492623699	0.757775770712452	0.696617273284898	0.778838867585491	0.727217110952533	0.789255223188269	0.735814429554976	0.729947534768923	0.942265015184955	0.653903375663184	0.774854680100399	0.733185060544556	0.942017391651097	0.923344328545041	0.856176764740317	0.705566126528797	0.721811444174846	0.850996563921301	0.646751504449739
TSPAN5	0.932721261509442	0.75252419485337	0.933067572895306	0.721311597565994	0.695412097996882	0.667520162248749	0.631545482303218	0.949115514311634	0.862992871358748	0.713996800184389	0.838321248483788	0.818011639450009	0.953943065215931	0.921843844442275	0.889509251348098	0.933520265466434	0.893470382422946	0.881869814957977	0.931945733753419	0.809838365550444	0.937823543796188	0.920816667361295	0.663253898485055	0.898703732669819	0.930008553759995	0.80296856672048	0.72734556118317	0.901581270759335	0.541155719669338	0.611742845593676	1	0.513613581105144	0.828480927258182	0.269217977435901	0.422558702175224	0.620145473817441	0.176125328578836	0.911171961738357	0.484685189259402	0.713801698674921	0.81898056719202	0.82836164430941	0.881418192030972	0.787401160009538	0.910142510065777	0.741997338679896	0.776554411621438	0.627191908822672	0.547698525168057	0.785558332092993	0.647085045836331	0.401630746815849	0.916477457873739	0.64074642686221	0.710423937608988	0.884968809233912	0.834021750757426	0.79280089897901	0.842810820604274	0.837526697980775	0.785717357042049	0.771580433025841	0.797895259373761	0.728802168114093	0.832671096949401	0.886212313171051	0.826853185069237	0.868785069139579	0.54150287023905	0.677337667498467	0.20069646447784	0.537224378633071	0.187333412787039	0.62962671366506	0.60023709577169	0.624658943683627	0.645087174972498	0.581180069417545	0.572364104052905	0.166116300252593	0.826809189532553	0.707438734709116	0.802343848612404	0.471027999851561	0.397903296718217	0.367368395529209	0.198501896095516	0.718490887490324	-0.0443179867488184	0.692398658340706	0.636846891065647	0.0555768017082538	0.286589726717102	0.00243478276434841	-0.0369572830614132	0.0337581421239212	0.0474047626273012	0.0297398507527079	-0.058153287965726	0.372408059684761	0.0901701169542733	0.25150187470828	0.00324502208092543	-0.0758720549247143	0.0684301505868664	-0.00351926519674561	0.0922750728004887	-0.019234393125105	0.0126075623111367	0.528667831948912	-0.11611055179572	0.0891205413796815	-0.0124377207564259	0.650545718932396	0.564269851429956	0.308205383434417	-0.0448408196957537	-0.0260803833667164	0.494085594309379	-0.117055724114338
SMAP1	0.444482611645801	0.68527156302549	0.530549922680973	0.489816206345986	0.891145041501918	0.320228236134493	0.229640856154118	0.616991931726207	0.563656774593396	0.581920046306139	0.819673010625053	0.808617787895372	0.57331425043566	0.735378027763789	0.368767758687324	0.656079643704694	0.719337338384004	0.664501497659373	0.658811425884471	0.736459457435577	0.507084820887621	0.400094384075638	0.84939281449309	0.537239093133346	0.431610830774216	0.363725902129856	0.738130561808652	0.541496079501586	0.724206750970701	0.909929588511107	0.513613581105144	1	0.68104522328152	0.844114013991687	0.138697756094603	0.943567429297804	0.796863133798911	0.726626490091327	0.850028776685923	0.780981462713231	0.738985041627841	0.3338740645456	0.493562613357395	0.289088593742291	0.43796954749051	0.577785039838716	0.82787115922304	0.906986337934667	0.836035006113768	0.390828098555367	0.839977018650068	0.863817543361431	0.577394283641777	0.814157225246963	0.404891368270807	0.483250463801046	0.317575045243737	0.460316313768121	0.377922939246173	0.732881972472028	0.523709980976754	0.482493492666435	0.693949902311025	0.778572567971121	0.67654274521274	0.734170292611285	0.296163974972066	0.502160265717477	0.931083073268114	0.887492656130836	0.874015865276727	0.66100681715666	0.845360526628486	0.643225946326897	0.87363838829506	0.774055580332088	0.857768879507938	0.901337668625349	0.897377490843219	0.798483705686694	0.430468918225188	0.864982827628969	0.825524705392099	0.818526793643195	0.934685727874326	0.868679903745661	0.861124871650243	0.830678900786735	0.751783088537246	0.820266798477462	0.905271961082908	0.78279953592181	0.879864348287325	0.78159890069273	0.733222905302728	0.750726480829289	0.743971796958368	0.78828177931126	0.760453494222777	0.917233914525911	0.757049820977803	0.868261106099176	0.750253364298748	0.73030871233699	0.816493430399004	0.771099379292809	0.83472864684047	0.766985816050978	0.781684488589034	0.848075330018052	0.712620498623111	0.821796094534618	0.729762547444144	0.91861323928026	0.905032166054458	0.909582238326376	0.737601028895262	0.770079496638854	0.864720954349747	0.716588249547994
PODXL	0.754403321664877	0.827619391624548	0.892792913442995	0.529193651629074	0.769315705611799	0.452196333492007	0.46162982362239	0.824875224190869	0.828643794782289	0.725405840097542	0.812425430696801	0.875274227062018	0.910465766997016	0.919878396998566	0.688427007582859	0.89315691162491	0.878141105149771	0.939906403871212	0.879749215054256	0.823488023976899	0.84100423023543	0.724502028448525	0.746987501576138	0.853691503013823	0.802348426700484	0.652316858496073	0.763446038472587	0.840261940728844	0.50923059464824	0.708920295653357	0.828480927258182	0.68104522328152	1	0.450256651763663	0.35363970383016	0.744744559007304	0.350577116702286	0.894651494360636	0.614521233109992	0.774956366002584	0.870153824044595	0.673639424772899	0.794065849741231	0.629945175768323	0.833246531074406	0.758428636551414	0.868297838888297	0.77198365660815	0.597806717202346	0.691402308982282	0.755039656123775	0.539102175013692	0.886400387087443	0.68070056081648	0.597553032308425	0.859248770409315	0.646324835300227	0.645916134705186	0.609047229809369	0.832974957802697	0.651738171041279	0.735078277169516	0.785613593600488	0.784129496331568	0.820040546881223	0.877634120529632	0.662076859156187	0.786472834165166	0.699359083002552	0.747275910570997	0.422714913566013	0.51360951698414	0.368215724137337	0.621632229013802	0.739243089278637	0.705910070473358	0.774574356031878	0.776005630646645	0.636114893364441	0.369038277642038	0.762296391473218	0.789999750500977	0.876319866476625	0.575776387115525	0.578822862695723	0.442870841784651	0.413061631541083	0.784324670515125	0.202066729539625	0.76251826272222	0.747366493792099	0.279382608361437	0.467755411674593	0.217234706398364	0.196966700702982	0.24402770903721	0.219643235400992	0.223687840475571	0.16469685243194	0.532345262701546	0.294260660859306	0.437178008377588	0.219424505722253	0.17644421472536	0.285962886248687	0.208089179700842	0.316639135510746	0.199362499901982	0.220705178559725	0.660997092597307	0.118355726772765	0.303001592641187	0.233766281565039	0.760911989712592	0.664604885507071	0.491206307204426	0.197204938599589	0.208511862433154	0.639481348871406	0.112042677265986
NECTIN2	0.268613834258668	0.575146895816512	0.343788859804379	0.450450025963564	0.795044832336983	0.247349350897297	0.245442149850654	0.45676187180258	0.276106975900235	0.375501128533632	0.705055300620685	0.717608018057575	0.329147141618197	0.533988111916382	0.173456516665319	0.366164873705171	0.521823443510256	0.377713938239238	0.400792651217647	0.651978940872886	0.353305079466755	0.234496356444035	0.77024167726367	0.262806496854495	0.29489411397643	0.257569778843264	0.444722185081221	0.304824481628433	0.504150047149152	0.881303114827946	0.269217977435901	0.844114013991687	0.450256651763663	1	0.22720096384303	0.846763437290301	0.853000104703496	0.505645591484049	0.844971241239314	0.455572515376804	0.434758853371671	0.289791274307952	0.257523118084638	0.251714624681529	0.284463826148782	0.306678206673423	0.620303029461293	0.739013419896954	0.820803092024376	0.333187709008194	0.620381669546071	0.844186696919579	0.337566249594046	0.634003810039774	0.15003553449643	0.366783666911434	0.217802584949235	0.301753066799752	0.15474706603605	0.517942632201705	0.355675466316364	0.359126891839093	0.583524431232005	0.669720736796591	0.300800845570885	0.477369305965443	0.0503708606241166	0.271495066033133	0.893031602305534	0.829229381565959	0.932251160803495	0.748891458111009	0.887309778129976	0.62000468349671	0.768674136437865	0.697943439131509	0.817598093313404	0.761043407724322	0.841040209077337	0.885331271868323	0.244113950616322	0.754099384514933	0.709216141014792	0.851090847876959	0.944804156644906	0.798905066670862	0.938493390427478	0.545656218633694	0.884763701960889	0.643809787934509	0.700458411155116	0.867003819674625	0.87655532092434	0.908640973476455	0.906071861151665	0.874975160586645	0.784060241733673	0.825426014301816	0.873630577521957	0.897709921437734	0.893684736216538	0.902322847278221	0.910730465624315	0.859678139922844	0.91644089595163	0.856744511231471	0.892923085645587	0.894306091961974	0.901501467782423	0.877348502222774	0.834696590403221	0.909594370421942	0.8689265028388	0.841540768059748	0.884873611430092	0.899712440541679	0.876540913869026	0.870739791159957	0.799151675095961	0.855712112708521
RAMP2	0.431137992770339	0.309031467311307	0.510240559002198	0.464554161727597	0.306275775565423	0.389347885292432	0.609117992525535	0.46059867206685	0.372335890501999	0.39349343755626	0.382676782289039	0.391612472153408	0.389086627199636	0.358871814164664	0.413174848906992	0.240830675336438	0.38049192208947	0.373101709201792	0.299489918861884	0.491025954463402	0.452421532312027	0.408588917948124	0.307723767971031	0.439253174066213	0.408929915945591	0.495163324664949	0.121865673230022	0.237633352573333	0.090379585262781	0.288791897168974	0.422558702175224	0.138697756094603	0.35363970383016	0.22720096384303	1	0.171596260698706	0.0621643932717829	0.327818683060011	0.354440486222488	0.161718095880931	0.202835977238668	0.569455398306036	0.370328779386615	0.464037374807115	0.510545196821041	0.256659989702481	0.226295435914699	0.0846864865808685	0.263332505221015	0.616907072109973	0.0991120930760096	0.0548890405809969	0.382762997388472	0.053581788828832	0.221939652583134	0.48147466813939	0.485164965037321	0.447711458096204	0.112482981418588	0.300932908306016	0.312348270666429	0.434539125687249	0.33739301016862	0.260682438579654	0.175105911872682	0.256115953822162	0.525248899214007	0.253353094105908	0.250666042139029	0.297960972288445	0.0756500508754666	0.499378968200544	0.0302231471658838	0.356861826901593	0.187915337722949	0.244639575082394	0.281516289614014	0.166108988505369	0.217974043096949	0.068070267446418	0.546639960328795	0.266872074778412	0.411937051665351	0.314829356522427	0.180029715176713	0.127301486409667	0.0644222934474014	0.0735951777597491	-0.0592910485520144	0.241096700489626	0.246453869570068	-0.0654476127521543	0.00248422775972172	0.00169770941480863	0.0271540388553748	-0.0129540300716431	-0.0883178295416939	-0.130039193446619	-0.106741013755995	0.0922907012477627	0.0787090225769534	0.121914464243024	0.049078579087872	-0.07486542991376	0.00271291372709934	-0.0908874122884988	-0.0301258650124495	-0.0399208064856322	-0.0304274565212216	0.425584618947088	-0.117287863311507	-0.0120344377197329	-0.0387449241467707	0.233486012005904	0.251358766967127	0.138067752636561	-0.0492414079028454	-0.0833379356434159	0.136335523385249	-0.0831526445925143
CD44	0.548160315621658	0.80418092134859	0.630651149611763	0.601621109265432	0.954903143844451	0.466238058058353	0.318693205525824	0.741896391029215	0.64885137262307	0.606819070213719	0.907596185282628	0.895739486374037	0.673248423293314	0.825903332732554	0.512511183363552	0.733548673027237	0.797216812416497	0.701711824854355	0.737196166517907	0.819804695837541	0.63216102437599	0.510581849536035	0.891621407807919	0.600944617563621	0.574364513214955	0.434866903381157	0.734883516872118	0.644804955056788	0.706200403117624	0.944395390886494	0.620145473817441	0.943567429297804	0.744744559007304	0.846763437290301	0.171596260698706	1	0.780107357923426	0.809288034486122	0.880781088352066	0.780441989677074	0.767585930586781	0.45560464537328	0.604045545681161	0.434864283679698	0.555510849627916	0.649674069331515	0.871112296769103	0.920560022626562	0.882474427502027	0.475418722335562	0.870923086742825	0.872161502315432	0.670099589774352	0.845839521192548	0.442840240730752	0.622367300347343	0.447480131537623	0.559463308887281	0.513111233431213	0.803148514584411	0.640835435515256	0.587179828503092	0.799321363020993	0.827496001782812	0.676181574850382	0.771644136214841	0.35391176019972	0.610796724023068	0.962041025210585	0.935337665784887	0.847819586027618	0.703116128077247	0.806182033007912	0.71463168318719	0.909052304441799	0.812454033217144	0.925378073945062	0.903754895050991	0.94570952528923	0.767915416278502	0.520811350312774	0.940115900530437	0.898016473992712	0.857713856920872	0.922525132359578	0.839058326211643	0.842171213842915	0.839578572364427	0.69896174343853	0.884894212909497	0.880963068600603	0.741339792735078	0.849313977920435	0.729713518752861	0.695247308256197	0.725893978091154	0.693434801833311	0.729105410884515	0.693825891343316	0.90151107093354	0.75079364851601	0.838494343362952	0.711396079416343	0.669643988277967	0.763717831318281	0.712467872793986	0.78880915870934	0.706133929163479	0.721293347083912	0.884451137370342	0.646880217655709	0.773563982726245	0.694227662530385	0.952508022905963	0.94713713484772	0.893228243682221	0.682799785762135	0.704222254992326	0.894272282157226	0.651420475223548
IGF2R	0.126475097153015	0.535801953343205	0.233222586653924	0.26552533103957	0.718211894150479	0.0754625767097258	0.0710634909647508	0.340775170715021	0.203352909540149	0.302859492025148	0.605562794519203	0.613194219999937	0.244350270211579	0.445108993385933	0.13671322691322	0.30508805952592	0.390800286782963	0.307568391615237	0.344182548058148	0.575861749622586	0.265119950845656	0.146725148864497	0.759461427838993	0.240913582391053	0.171919751916157	0.122744931415209	0.41572420030727	0.226521443928293	0.503666038430526	0.817597964063078	0.176125328578836	0.796863133798911	0.350577116702286	0.853000104703496	0.0621643932717829	0.780107357923426	1	0.458834301370695	0.836637150275717	0.467211178580747	0.438797212676456	0.12377810375082	0.208892804934307	0.186421388113386	0.124505971944154	0.281155994402746	0.586445665433194	0.686970879370072	0.812909055740515	0.197515393718801	0.6345757166686	0.824215440962448	0.237080980923282	0.576629022207325	0.0606331235174518	0.261392946531222	0.203992516116637	0.211317084021585	0.0913307571829756	0.402437874202584	0.290169960880326	0.300876536163493	0.452415951886803	0.566948242514151	0.308804894162736	0.426740819861711	0.0192472939529783	0.200582486178384	0.833438241805767	0.770749744909274	0.895915833302464	0.646148338582566	0.799314238967381	0.589367853189988	0.756414115384264	0.549788722572106	0.720778648685346	0.761735583198958	0.726516888781728	0.855194550997893	0.180780914047632	0.674966254035729	0.581265213939065	0.691445700485505	0.885436700798709	0.83735536908851	0.916326653844173	0.549516268631018	0.878606835337993	0.598331240972709	0.654041124006643	0.891938456413213	0.8763423955941	0.890415961970436	0.871622580384183	0.894128075949204	0.868202191986251	0.824659976969211	0.878810108482513	0.909430639965673	0.886341064774144	0.894097760770818	0.898258009029748	0.879368052666211	0.876323649639588	0.880442617273756	0.907978800760199	0.871086788364142	0.855631766854692	0.811544399592348	0.867200629169917	0.869059029460574	0.872952712452651	0.770952953004126	0.747648320297175	0.871488128065597	0.86290552884896	0.874999097762876	0.790957346568017	0.841701401012652
NOTCH2	0.803880125304927	0.880903994166453	0.904218111046541	0.666006529589806	0.851014517256027	0.571376571048624	0.467135196555392	0.916395124951934	0.856156247212348	0.781923230366627	0.924279046203998	0.915531480192477	0.946091401439763	0.966074507703697	0.809406960422577	0.925890754042367	0.948728390247502	0.92414692331977	0.952018094897129	0.904384701265571	0.88843138725199	0.80975000200124	0.830030018216049	0.904267942939598	0.874547477692667	0.723248703403335	0.83268370093658	0.895004571324685	0.591075866290319	0.808315149551918	0.911171961738357	0.726626490091327	0.894651494360636	0.505645591484049	0.327818683060011	0.809288034486122	0.458834301370695	1	0.712369002211653	0.823883013619299	0.904045944706701	0.727498626326407	0.867695748572002	0.694289262591451	0.855987194769654	0.824435734392727	0.912746240934789	0.796199637110861	0.722373464225102	0.705534004251596	0.829549150109761	0.60038999105262	0.914507966473889	0.74487563407483	0.587165206499296	0.861464273678282	0.756470792253225	0.720155359557966	0.72857329537212	0.882502524812741	0.743708417160277	0.763098209382949	0.861751511743375	0.815020161148466	0.872526040884297	0.912662331889311	0.700784224027603	0.87512953437699	0.767020495188891	0.833097897428324	0.466365226942724	0.620304073952674	0.431524899042349	0.683119617383573	0.765207995415188	0.775017110108064	0.808399933292612	0.784639790124186	0.733595560802738	0.418476521651704	0.810825683853904	0.869592589681753	0.930435489655064	0.650482787628032	0.631599505292315	0.570400892391202	0.457285902762878	0.843003824476267	0.237436964387604	0.842078085901047	0.789059188326054	0.318239443175171	0.508219059389756	0.282319655763977	0.236403529117625	0.310993004022386	0.285006484152742	0.27637488951515	0.222465372221013	0.623200502595767	0.372492641203544	0.487362553294176	0.286662388905014	0.210822042525497	0.334274245901972	0.263494576744184	0.365530993315906	0.254727568549005	0.280410809111388	0.731183789331798	0.165181584033836	0.349331293415532	0.269843435953861	0.815247125031055	0.745838022832894	0.555062887409722	0.231570008484105	0.259452730509682	0.663229122810428	0.158339378446246
SDC2	0.410928313831278	0.767078970341683	0.556560907029662	0.538961459342669	0.873320552641935	0.376359023492522	0.299359532145254	0.623733709127402	0.506413654088448	0.579304240022186	0.824527739057836	0.808760650440261	0.559629017419882	0.704917140009727	0.421784974054593	0.548864596051762	0.677098456953369	0.568511300040294	0.617200536366546	0.821228702647901	0.55127006671114	0.410928063115297	0.875757097563455	0.534610472621827	0.485830541856528	0.394523600718951	0.569420827512366	0.489677547015873	0.541092150639706	0.921011525542261	0.484685189259402	0.850028776685923	0.614521233109992	0.844971241239314	0.354440486222488	0.880781088352066	0.836637150275717	0.712369002211653	1	0.632655356656457	0.591146694117247	0.424632406125022	0.481950335830398	0.411752369496216	0.486082441328862	0.541833979974686	0.748349040695606	0.759237449770177	0.865693186287909	0.487672234531105	0.761742921724183	0.823499290220233	0.546522858537832	0.669213291907114	0.239417791288547	0.563329615586973	0.441276945560585	0.455125661654108	0.315082340544544	0.663301421117227	0.510780166968007	0.550412561463122	0.71726484731033	0.699255340223585	0.50376680669007	0.613224829181919	0.279901529768102	0.491082414175713	0.928051639945579	0.886468041480336	0.814177867594979	0.736650718710185	0.734139873965058	0.702854381683954	0.849511150270027	0.726649711541253	0.84980409174591	0.835949074648964	0.824984610636203	0.80475704792336	0.513215515354266	0.855805994915328	0.832264317421571	0.764963093701183	0.885442872476594	0.79007241642829	0.816603306111486	0.64433060426989	0.709553696410386	0.800783438285545	0.753096945110801	0.760533733350355	0.789268621275509	0.741388480683316	0.725303349159513	0.760949508795164	0.734810843632985	0.654870208312579	0.69006059491759	0.89521403973511	0.818142042997013	0.837518106318284	0.757646493922706	0.694452629408922	0.75076940309015	0.734134554358808	0.781451594276374	0.716841125810024	0.688430255784949	0.918193916140591	0.681841841092731	0.745895937124814	0.71692868769805	0.861425666437338	0.834215776046208	0.847466821052928	0.683172470321076	0.710640161807259	0.790832057401359	0.645423876329125
