""	C3AR1	CD4	ITGAX	ITGB2	CD68	CCR1	PLXDC2	TMIGD3	HLA.DPB1	TREM2	ITGAM	CD33	TLR4	HAVCR2	LAIR1	TLR1	IFNLR1	PTGER4	TLR6	PTPRC	ITGB1	TNFRSF1B	LRP1	MRC2	IL6R	SORL1	AXL	VSIR	LILRA1	LILRB2	LILRB1	CD93	CD226	TLR2	C5AR2	CD81	PILRA	GPNMB	C5AR1	P2RY12	ADRB2	LILRA4	FPR1	TNFRSF1A	CD74	MERTK	SORT1	ENG	CD46	ADORA3	NRP1	CD180	CD44	ADCY7	ABCA1	TSPAN14	IL18BP	RXRA	SIGIRR	TLR7	UNC5B	SLC1A5	CD69	RHBDF2	RIPK1	LPP	TFRC	CD47	SCARB1	C1QBP	ALOX5	PROCR	STAB1	RYR1	SMAD3	PLAUR	ITGAL	CD40	ADGRE2	TNFRSF10B	ITGB5	CXCR4	ITGA6	CD300LF	SIRPA	CD163	APLP2	SEMA4C	TNFRSF10D	CADM1	CANX	FAS	NOTCH2	KCNQ3	TREM1	LTBR	TRPM2	ITGAV	P2RY6	TSPAN15	MILR1	PLXNB2	IGF2R	NOTCH1	PLD2	STX4	SPN	ADGRE5	OPRL1	FPR3	FZD2	PDE1B	ITGA5	FZD1	FLT1	KCNQ1	PLD1	CD9	PECAM1	TRADD	JMJD6	STX3	CCRL2	TNFRSF12A	TNFRSF14	ATP5F1B	NCSTN	RYK	MCFD2	RACK1	SDC3	PILRB	LAMP1	CD63	SMAP1	CD82	AMFR	EDNRB	EGFR	ERAP1	PTPRA	LRP10	CLEC2D	RPSA	SLC16A1	NCL	PTPRZ1
LILRB1	0.89891627222887	0.960282920443871	0.930014074681506	0.908194186678009	0.635568021544181	0.809890899216821	0.952966181461592	0.832242566986191	0.711596071151154	0.846415931992411	0.875461245762279	0.819017315506573	0.822391292711861	0.869403900061816	0.847441639643246	0.857218652500353	0.785958048017134	0.884828903776393	0.677897910635132	0.902148799158325	0.785145683929178	0.742004591475314	0.799099794975342	0.892139536013144	0.945312529101889	0.870577197597906	0.901111171666246	0.648631091978353	0.573711612304648	0.449120540683175	1	-0.0259848589127662	0.928016211965844	0.855789323319048	0.864348444356004	0.861116929272764	0.787866988438078	0.415219948573011	0.73088128521503	0.64766837984909	0.822719269524725	0.727742460026249	0.890599602251247	0.883536452347928	0.869145369040534	0.821370890205351	0.954984344520325	0.846118761965382	0.572496890206729	0.837805446196669	0.754519729638455	0.701847134048229	0.115825446265286	0.946968978121803	0.590528622745086	0.908788570238994	0.757335927392442	0.748467564869017	0.506926705567856	0.891577811061993	0.872973014055748	0.791183439991756	0.934011352791925	0.928182621262615	0.819021848284332	0.761310070627838	0.841370262497257	0.747603027382892	0.728368530003112	0.714115433929298	0.790733338169157	0.663190714081158	0.837605432850159	0.880524023621981	0.792100968035271	0.595234004559489	0.911725555867963	0.755698661918603	0.822901617524905	0.833652887505737	0.807615064769366	0.589710770585539	0.6823324281782	0.59152546417089	0.853532265105347	0.22222597454585	0.733863487793811	0.762417408561832	0.799476924235569	0.584259226383381	0.713154893549088	0.799743310605852	0.493233035135283	0.925548235208232	0.684506355193304	0.767113004213626	0.90766407537943	0.67314438722159	0.788793072409979	0.619665621032276	0.803966495366499	0.738400555224506	0.633096064439558	0.605223062653867	0.561977070199277	0.878186031337322	0.854422843273229	0.811284545634261	0.830563544618057	0.509192412726015	0.525983434626989	0.792019512360042	0.592969595649005	0.693290816386722	0.343716080567732	0.829573074127329	0.800931738892901	0.659666991874051	0.850693446898034	0.657621109862797	0.860114888762726	0.558795949156037	0.595997306704301	0.470514320199562	0.610893477664472	0.717253887241115	0.605868243152676	0.482996841799177	0.633154674527832	0.782351779078021	0.126423367367778	0.30287351870384	0.708815826924879	0.637865357692945	0.715975294890246	0.199923918600041	0.573673408165563	0.160202806865012	-0.0646004313862385	0.698903366737409	0.584605412021157	0.882141194068473	0.72131981712527	0.764595532987907	0.323148972570476	0.83595937997461	-0.0058524141788649
CD93	-0.0522392902192709	0.0270999092363296	-0.076512407876434	-0.126889811074921	-0.228594637567075	-0.120621662524218	-0.0881233134264101	-0.161588090648921	-0.0380528617901031	-0.234460659116035	-0.0215351388229056	-0.0668207823342817	0.0789194713772797	-0.18040067385603	-0.170847536555151	-0.098124985703961	-0.15990007999598	-0.0417070375468425	0.0230155441579239	0.0795079036776042	-0.170243053577924	0.327106998497872	-0.0447976726157904	-0.170095462255667	-0.0486201919986409	-0.00755070623915008	-0.191184272355491	0.116082453423703	0.359250479511306	0.504766597245095	-0.0259848589127662	1	-0.0518456938443525	0.01320530216623	0.0869417907101586	-0.198925556705734	-0.191054017821995	-0.222870580490473	0.28526767614578	-0.0134347035170039	0.0594326263351473	-0.158135665861846	-0.109110128161146	-0.0337925853651541	-0.0361688469753043	-0.187468393017979	-0.060032078629593	-0.128300925638318	0.0389001240837522	-0.105745013115642	-0.111440091155799	-0.257552368789039	0.201867306351354	0.0569970735801145	-0.146297072834189	-0.0163819664165986	0.0201755197983438	0.277631933727998	0.0709847718002761	-0.0136444270006787	-0.0760294950658324	-0.0833031120991057	0.0317214240221186	-0.0246640220484014	0.0541955908788151	-0.00858545029936544	-0.0388205029344922	-0.15401682969566	-0.125516190121683	-0.190594542925862	-0.150948731454272	-0.151610728399423	-0.0134875698414824	0.0900608454114353	0.251108022298648	-0.124188959813828	0.038448607734232	-0.223829234545567	-0.133694160910775	0.139530477271571	-0.236391660241914	0.448282061926061	-0.062039891639876	0.0987722089487809	-0.149057640916196	0.278324403988571	-0.00298346562357262	0.0224192873653462	-0.0340850629762332	-0.191901469971871	-0.132081420213473	-0.21689652264569	0.171395960667322	-0.0157151123753001	-0.0828964847107807	-0.183871682348106	-0.0524510706610669	-0.115445958568884	-0.186909965610931	-0.151455975094526	-0.188929765201951	-0.140252662053562	0.209748775152599	-0.0610335446520794	-0.23064677739819	0.0154349372269247	-0.0465294743588267	0.205894234385163	0.132035521305412	-0.218227137881695	-0.0447240718197687	0.294500706480652	-0.0420819381066289	-0.0624319171267508	-0.212411077598715	-0.034763703068719	-0.175759806664152	-0.260429687044818	0.196558461819886	-0.0131760321079983	0.0112581887608792	-0.0258720712135992	-0.097796272091513	-0.239358110832645	-0.0238633656163903	-0.072941196739037	-0.0730967002698563	0.0297103688921226	-0.150661250817219	-0.100239022825536	-0.060212829341903	0.119602853279697	-0.0819627937392244	-0.268205014315211	-0.0149852998937059	-0.0234962003222588	0.201194078014696	-0.0655906993643307	-0.0385552643051211	0.0397837583537687	-0.0258747356696384	-0.158275148106845	0.169442990690304	-0.1403884649849	-0.0779593217502279	-0.0154249086719862	-0.0167051483917026
CD226	0.813860850764199	0.895027204318357	0.900833302466945	0.846388774742455	0.63360585760598	0.761117912506566	0.941183634405944	0.825447613108335	0.654097244418877	0.804592209329944	0.844972187599788	0.751867823880149	0.87184307728881	0.861878905709454	0.787548420386764	0.836170937210628	0.786958688702932	0.864594572798841	0.662762563793034	0.873255622070062	0.820398827437844	0.725387115004844	0.824998506491444	0.870598003861907	0.888140581673541	0.843051307967689	0.847021438166604	0.538658331919591	0.46854299509258	0.40320556810227	0.928016211965844	-0.0518456938443525	1	0.843432732823887	0.819552967291216	0.823364018910992	0.756216877926371	0.483451916469735	0.705530171632469	0.589290749879128	0.749256030676343	0.686647856744025	0.842361447205255	0.855374542873236	0.801964384144714	0.8339442850472	0.894590161486111	0.811099206153918	0.657975290023117	0.82536516125283	0.772855790529614	0.714402008742946	0.149865241945633	0.893978419987542	0.665784495123093	0.920423477084576	0.667695202008921	0.707545604785669	0.498633157265286	0.867695032175187	0.796449293949492	0.789105867369715	0.877911894706566	0.887852079410181	0.812448469430821	0.794123150535116	0.785615583091088	0.71049791863866	0.765136171593741	0.67463726570844	0.739828731520906	0.679361359252114	0.786468080195455	0.835031807885718	0.787795417221962	0.590077476211103	0.842300826931174	0.659367590194976	0.761532223465527	0.718834723844719	0.803579249240053	0.551302029087344	0.757521635758401	0.628841853652242	0.838584057276652	0.272383783346798	0.764429910585743	0.739344601101952	0.809964185491782	0.633304524831659	0.759116147575065	0.767994029489244	0.500779025802952	0.915681198997209	0.626447696750642	0.765968777936426	0.864375711784029	0.702040690932048	0.750626796784626	0.581142983422374	0.719286139819513	0.660846676777523	0.664752774810323	0.625253609536179	0.516508768685856	0.863433109878478	0.788734442139492	0.73727171194773	0.755116665646926	0.551356574600373	0.429192395589723	0.755275397580736	0.64848126840485	0.581727691783779	0.378570429935342	0.783072075032619	0.75593767447964	0.663995100835408	0.878776780194745	0.650744453596628	0.817441442353351	0.645904093385424	0.569271947652053	0.470209702179204	0.608084068292166	0.716182938064609	0.658416795294839	0.478535129215968	0.682450998395903	0.746761356390402	0.184008477258772	0.247218258365451	0.727200562905662	0.656321342226116	0.700898373835461	0.222373507903895	0.574797193916316	0.217882382891455	-0.0381731698116209	0.631612465758084	0.645762828845105	0.844067198893066	0.721569419931808	0.730604154017319	0.32000368487543	0.818445045334098	0.02798307314006
TLR2	0.799362089651754	0.801603661171442	0.801439787188157	0.729333735678225	0.498200102408601	0.648660487824581	0.862959158271577	0.700302104874412	0.745532129459639	0.704719448512292	0.721691853933388	0.828963841329183	0.822499319417136	0.710364592989751	0.783418788873329	0.840608791747328	0.597482559697031	0.668370259856122	0.818246263174546	0.850124145983755	0.623897392009246	0.689404364405652	0.641631487907377	0.738238191198644	0.812869866206998	0.871052718699982	0.764515907966084	0.699681706687905	0.570297325495034	0.389876062495121	0.855789323319048	0.01320530216623	0.843432732823887	1	0.702709598779215	0.71573185385561	0.778170004134311	0.284574081747549	0.537340293983941	0.714094018656739	0.773223528746895	0.661122329061005	0.715894278105823	0.769925710600674	0.820531928972373	0.741377223284272	0.794051382461088	0.627218769784442	0.709757966743028	0.74729846593232	0.604535218766621	0.558004275450622	0.0234976839538297	0.829831196831579	0.436668405861677	0.762037536426159	0.650558529716089	0.571137316286979	0.584771955086525	0.796678954343629	0.638618412921389	0.719912747972406	0.749174798635606	0.817215914312798	0.626660294031541	0.702502938822101	0.586533011153223	0.556440480129733	0.540020463795268	0.568928596331321	0.705699418199908	0.48591525644897	0.653141564922687	0.679643276321341	0.689620581652458	0.396939971049942	0.708988341510024	0.668247374259431	0.580480548316035	0.736435189003496	0.654746175704554	0.494104456103787	0.545113952615243	0.48488395737997	0.699348512445879	0.234362365804722	0.585180932469237	0.651344474031443	0.565470548087356	0.445730096022084	0.520172212706866	0.67875353276298	0.358931735964395	0.812969721677607	0.432935919999867	0.81179827811218	0.889401819735634	0.477955310585701	0.637410318162217	0.648483871420469	0.775664719881611	0.579135493247442	0.57107024198416	0.353066611510563	0.380458867033449	0.623693147388792	0.68849603592853	0.679461654640293	0.767809090598786	0.481250735740866	0.60604319933293	0.692838312912268	0.515905851482093	0.490227119881939	0.166453201126129	0.758114616672661	0.642191296851737	0.459263946692364	0.753641789575725	0.526834413697082	0.659911653395589	0.469994643377261	0.434572199543603	0.268750024371561	0.484516386384521	0.539765354228583	0.521251225137022	0.430370966612009	0.466440827492032	0.6545223562976	0.00359521217228114	0.297476689633104	0.612459221517511	0.46577849082381	0.503190613325756	0.0614309749236969	0.504433665521592	0.0458556406274653	-0.138140020373907	0.524805356481679	0.430226402946236	0.762603523783797	0.795444172685969	0.614224256005156	0.182033176948412	0.633415789016168	-0.0966811812139615
C5AR2	0.792104029496368	0.877418007544557	0.83424463062072	0.724819838308922	0.424794906708848	0.646247209254918	0.843816402330889	0.753694192081156	0.672972446916439	0.669539558276008	0.700672812508263	0.724359871800006	0.662551304625568	0.711701029919059	0.649148843534452	0.688599096140419	0.591735158197872	0.760637012707767	0.690573881360453	0.775180845042402	0.637498346120286	0.680666525630958	0.721731004420849	0.736828871913235	0.77246316251116	0.841364454179514	0.776272695998107	0.607412502744464	0.516119790775468	0.305539493627766	0.864348444356004	0.0869417907101586	0.819552967291216	0.702709598779215	1	0.711941204682516	0.664935894340358	0.21849644564155	0.596822098711725	0.676972241761294	0.836316680829891	0.629065508991127	0.714615438462393	0.722762717801249	0.820065116763001	0.68648590440062	0.85797689519636	0.651562042831177	0.510711571853014	0.77444385061133	0.624586060956798	0.506989328817711	-0.0569436823015541	0.800741524732173	0.502856852134209	0.817199690271892	0.647812115737172	0.608137052770884	0.399833192737065	0.863690072873107	0.701036665869872	0.702378897724524	0.846241414798307	0.822720072816258	0.82749310051587	0.722457988213017	0.619692530525623	0.635606872758236	0.658429340458098	0.548889446285582	0.630337439007807	0.478828389224157	0.715277251663406	0.883103942522571	0.735077235057917	0.381056175713468	0.77341839386384	0.589177729978989	0.619119956758236	0.800713896301681	0.579287072154005	0.570437889543438	0.616581186099395	0.441726706150637	0.704270356396741	0.0811810812010854	0.600724485374856	0.841870529127024	0.763656779991984	0.461095863432265	0.601207692906022	0.62308643205613	0.364168143421703	0.878510097072174	0.460903639412484	0.502391533281011	0.793251452030891	0.606902924986846	0.677582612476395	0.418499544830732	0.770561778515287	0.529703578770366	0.464188438954503	0.520966818643797	0.314394249738012	0.847871136517755	0.628823338953045	0.650815706403738	0.775823900586147	0.27097002913825	0.481635016317153	0.853028098843134	0.427766894526419	0.595973268301752	0.14899182091989	0.699765993323185	0.658979170670178	0.459627929325712	0.779785757441549	0.607146354587603	0.782967996857973	0.384654947608357	0.383103857853313	0.262883582296436	0.401893778429528	0.663005273184537	0.562628986775741	0.309160305798984	0.563517636093751	0.668657614213951	0.183274478764606	0.365351914029732	0.560541844485711	0.43379374143474	0.683797455464723	0.246026192643206	0.583475297607844	0.21410116790168	-0.0173305333422455	0.594100838490563	0.576671431599451	0.728100972045237	0.696522758298376	0.590056216816113	0.284052882837605	0.737293962552506	0.0662520710972807
CD81	0.921874986212259	0.88707718599184	0.923856288632344	0.964863273813256	0.866412875143016	0.900960369739729	0.931910409658836	0.961536118443514	0.785552506170786	0.979943690802471	0.923993135299107	0.826594617538402	0.769932789850943	0.962875474626651	0.948577694333992	0.864369716860472	0.832688753192983	0.867962081918741	0.582566555348669	0.903713116260862	0.904195497161677	0.767050396418019	0.813226797966067	0.931054925752414	0.889502716874775	0.774964970862635	0.979639301994421	0.664527061150818	0.533799493956155	0.459114816935489	0.861116929272764	-0.198925556705734	0.823364018910992	0.71573185385561	0.711941204682516	1	0.917942304462444	0.647019198150939	0.760575583872157	0.593780792880771	0.7156873608618	0.909908793369376	0.957806151097303	0.924700515295212	0.861763030811355	0.828257739416659	0.894002793037604	0.909047761890765	0.555480399853953	0.904229766666357	0.831104468417412	0.87124452531487	0.282372620937502	0.853271448929189	0.723310769463547	0.884309445268836	0.796881187320145	0.718343973439972	0.620431845089715	0.858141048202926	0.84899584533419	0.877936105469578	0.847499219285578	0.829563618246965	0.771909287610068	0.704631851177945	0.810283970669215	0.824684357935351	0.773706431413431	0.865718954433987	0.881689864513847	0.809310771452196	0.941098891532699	0.6901507776745	0.565704632151999	0.760775153531921	0.891785643103514	0.86207559743866	0.805497432923615	0.724822674966231	0.868059859786918	0.546154959779968	0.75999016980202	0.771017569651602	0.924401439850438	0.336582065965652	0.82591422345644	0.618460636917491	0.790166704126295	0.714234473825742	0.800672392675994	0.854416915744947	0.520182826075151	0.776917958505453	0.795614696020536	0.846349893767138	0.831885780472497	0.689693245726232	0.847055085625176	0.754622799694781	0.816048009596617	0.842917772727432	0.700831459509428	0.566580834949549	0.732773394853415	0.822143015932671	0.86035543818501	0.792699615566393	0.729889922374889	0.601836478235748	0.420667034901035	0.577163446935891	0.702669081470658	0.70444592242904	0.463619097191547	0.726406977380074	0.85063714696263	0.801724970192574	0.73236029791116	0.860749903632535	0.884312092388516	0.630987383241085	0.828514233338857	0.686586625889814	0.768274971412227	0.832574179254472	0.724386385477924	0.529954692236777	0.761819804982717	0.954682015718279	0.101458583469243	0.156726862049489	0.906356299197854	0.860721398371781	0.799041963730589	0.178356798532599	0.474878107182561	0.174151224404231	-0.0931316037643476	0.728023747068868	0.547452545381292	0.916307459090377	0.549823252365159	0.956708959634788	0.295260044805404	0.83895415817821	-0.0613405031893504
PILRA	0.92014256983469	0.806912686184036	0.837112226458865	0.883047284317973	0.76484174177521	0.807268808415869	0.886342645022611	0.912414922403686	0.860857335570857	0.901948019578461	0.833679603593112	0.878990493933734	0.689775211930201	0.868715496023956	0.913274475723675	0.878010663336247	0.728185507725388	0.759851637574662	0.691315958003572	0.884837384610957	0.77390601432834	0.710121215577077	0.667798407218737	0.839844616203162	0.821567567913381	0.798212206305889	0.91577773075044	0.763099923473894	0.585633278663631	0.407339409875126	0.787866988438078	-0.191054017821995	0.756216877926371	0.778170004134311	0.664935894340358	0.917942304462444	1	0.528120176439036	0.618719318081419	0.702826665244294	0.760532884521254	0.87784295965464	0.870036545160031	0.812918492224868	0.872979173600454	0.743600397136426	0.7903369513308	0.779858261086195	0.534063370617001	0.859537677403225	0.71742671160434	0.759044638132822	0.190048706966854	0.755537329365948	0.591606929369335	0.782063782959545	0.758139249015091	0.59484200052888	0.683076705555687	0.817684808535857	0.70463498742265	0.87750022841297	0.74279637805069	0.77949025209412	0.65901879276164	0.59779575930917	0.642269937171307	0.648489762699434	0.615472054730823	0.739408121194168	0.896247492780069	0.673172726831172	0.832341763610802	0.591587345524521	0.420313236151856	0.643339402920904	0.787144128529665	0.864966232733999	0.643643029150019	0.710740030585041	0.754809803116282	0.450513282988155	0.594933113483301	0.693168508688463	0.800607309578162	0.329103931512834	0.691175459921573	0.550596812960444	0.677864812168645	0.530402011682808	0.616188892118653	0.750029774379956	0.340327362490397	0.698408271268087	0.653404231089964	0.828312606420789	0.860460937104135	0.487182498367827	0.812849442571369	0.820706352454185	0.860120433011136	0.738836932233559	0.548030417284737	0.315107282552309	0.629229600522335	0.676059355170144	0.747869513071861	0.669073698354989	0.704248631988789	0.500199137495439	0.528118475195841	0.539915863717139	0.606515070151987	0.614968922962985	0.299865565208733	0.68784468643326	0.775278495325198	0.640045203262631	0.646249454782741	0.827882225246384	0.792673104343912	0.487526925860407	0.72170764561836	0.514916334745076	0.678338338460021	0.684586855493652	0.599816260720337	0.421713640661135	0.599705163320013	0.893516727005492	-0.0875994876300463	0.0726713255849536	0.80934079204277	0.72645462889365	0.648933332668483	-0.0232931972933916	0.375386398207611	0.000606987103781351	-0.26928415644957	0.59609967401937	0.350452529446825	0.819939156599033	0.520274080621838	0.874982147944197	0.0976857501402925	0.676547656338283	-0.245712397410749
GPNMB	0.399272955173395	0.386343202567086	0.608722092878737	0.652919804047354	0.921306285530685	0.780866632248536	0.516652056953747	0.559591508824966	0.1467858283018	0.699249766140525	0.70145212408412	0.393150782560745	0.608775325775328	0.744451367880173	0.597390488065987	0.507245560010707	0.808174416024207	0.68956889256874	-0.0114784095721268	0.522866740772993	0.824294412023318	0.555076385215302	0.648936529389867	0.620987530776112	0.582726144226774	0.162764803159971	0.569667599798309	-0.0042459971786875	0.0628549643399645	0.465236554808261	0.415219948573011	-0.222870580490473	0.483451916469735	0.284574081747549	0.21849644564155	0.647019198150939	0.528120176439036	1	0.681243269724295	-0.123285995256875	0.0479532246389334	0.483073390204027	0.681868294836618	0.604645482620717	0.219499900326852	0.707564725220773	0.439031813831633	0.752697024220456	0.373287206351715	0.407064595023893	0.764290333680544	0.895006139051643	0.788531122035638	0.448667833674747	0.855977573178413	0.51510931616037	0.434397578717487	0.511861550629308	0.419895382247419	0.369610648312049	0.507037190680673	0.595111577708274	0.388436155859438	0.407014566701599	0.452712392825528	0.310450953789505	0.685378904246297	0.586424852784849	0.626100760433622	0.64023946347198	0.635259628631883	0.740864716245019	0.628111853155611	0.18084158301494	0.292627291988373	0.929320984487396	0.566207734530877	0.452600598506059	0.70650067684268	0.215951838648078	0.700209092169003	0.296013975899125	0.682344635764562	0.734625416828649	0.752442867038177	0.724284072572363	0.830205588907107	0.0434091301082863	0.620372002160422	0.763251977600914	0.760607093218758	0.738886965915155	0.674962962579071	0.343397958938029	0.829930888487635	0.688378588210052	0.311219606485553	0.513401320040537	0.445982329004655	0.456367525194366	0.224544291708645	0.676488037823317	0.700606251070503	0.542074069141511	0.779755883955356	0.459717865559708	0.681011465451494	0.531109877085079	0.202224764679642	0.796514495392251	-0.219063234327676	0.0749424569839231	0.845335158947719	0.313071452932214	0.864445318968148	0.293700122758091	0.76331044232266	0.880227331330701	0.508746992588277	0.632822633622559	0.501140977279724	0.789213570531916	0.882137107462583	0.886384810908352	0.851326496877896	0.526739786867943	0.586997881954604	0.44724683071032	0.72516009954417	0.614794107355009	0.124261619173824	-0.169112415118626	0.817822248081849	0.921271620483541	0.576247668404219	0.124972658808873	0.178955096762358	0.173445953760961	-0.0678353591830088	0.665063014515949	0.381644586744934	0.572541323720364	0.190534778171145	0.707093694731429	0.186020652626844	0.531010263035712	-0.0497046921883555
C5AR1	0.709304717262612	0.757677843192063	0.800693629249445	0.814960962048638	0.765511915208056	0.847369357884295	0.722675612152738	0.696262035592556	0.482546358223684	0.75100727337422	0.848830463338521	0.538831265683965	0.786934030712833	0.814870710611388	0.72570976459952	0.629113163066504	0.797737371385448	0.842590095064468	0.270718619065788	0.787445206095505	0.796606875705026	0.890598181243862	0.758883416489935	0.745613655318716	0.786319071956468	0.512860952517704	0.722505190514031	0.424038389780187	0.491319258341134	0.736336319619523	0.73088128521503	0.28526767614578	0.705530171632469	0.537340293983941	0.596822098711725	0.760575583872157	0.618719318081419	0.681243269724295	1	0.242933444244073	0.483154006241419	0.673751327792996	0.818354181381622	0.816384384557583	0.587364223945176	0.67749096224604	0.725188552845795	0.856022578330293	0.472129747628003	0.648367436087066	0.751692455510248	0.74911595352839	0.602349236198934	0.777076092820207	0.722221518406605	0.766178861448756	0.699597017623383	0.854346449669836	0.51602625964856	0.68068441363547	0.782399792676763	0.670997751764071	0.750145476482012	0.679571398148076	0.696297604560582	0.584069355681671	0.838384325623527	0.662350158534561	0.665512672552001	0.680376002419192	0.661867958740982	0.727687257496697	0.826901851679387	0.635244981386356	0.666377293755999	0.816685663424981	0.839755453741531	0.591268505489727	0.794024340635374	0.652821024845208	0.740037790135041	0.761780608970169	0.689600703418095	0.835906043726029	0.816692695663294	0.578701565842363	0.850970253149454	0.392735426189605	0.725518758174463	0.668424035027556	0.759770283295829	0.728854351698954	0.732299273729844	0.627732807369537	0.862135894733259	0.661916403923862	0.582526551582203	0.596339894521193	0.583824807601294	0.495686924288015	0.423445976284745	0.731154209057197	0.793136133863587	0.601380350831041	0.688965291074691	0.791231367680572	0.798402750118224	0.840523315572407	0.603333267317312	0.54900139507513	0.0851005962556531	0.543818813919055	0.757809986625976	0.64659188921966	0.581036822664992	0.596233967976261	0.747990736904714	0.74545429942253	0.766708243896433	0.742310980428699	0.82379775369837	0.711390104818448	0.827446996290372	0.701421157742853	0.854667160720074	0.704760271476221	0.659398957872598	0.541008122548065	0.707818205862917	0.761299176266625	0.118683182770896	0.14897230582357	0.813523137652499	0.76470444810956	0.757067493681892	0.18328098681979	0.530582939413913	0.182341948600723	-0.069105370711733	0.722459034144625	0.518354895426296	0.722546234002595	0.468226735249499	0.778352642538875	0.254408073540327	0.78551466770275	-0.0238938197582532
P2RY12	0.767745809635881	0.669188868512761	0.576114316680814	0.530191831234592	0.209560032759956	0.378121615105334	0.68726311718346	0.650534269618492	0.869957056108933	0.513146662452687	0.442765216780603	0.724770260244888	0.386803332688624	0.489827448915824	0.616949563374823	0.668800224324453	0.30071440707006	0.394025905771276	0.902015929423407	0.679986248365904	0.291471320350175	0.425342984450473	0.368354045114142	0.533755987404912	0.536013729766156	0.865959417621357	0.650403098928346	0.884942396411805	0.646453598727566	0.0645608632926073	0.64766837984909	-0.0134347035170039	0.589290749879128	0.714094018656739	0.676972241761294	0.593780792880771	0.702826665244294	-0.123285995256875	0.242933444244073	1	0.870746831262933	0.688342586688635	0.504859746653137	0.5375093011807	0.866342267245876	0.397477322516516	0.627742245197053	0.382759213562759	0.448265625857035	0.758966116282779	0.297898908590451	0.227651152620556	-0.397588641444422	0.576741332023193	0.103832260241733	0.553806523381477	0.618796027199442	0.263311018088092	0.492822152736492	0.755570538817952	0.506609290741071	0.601659412003053	0.602923973911313	0.608218547860558	0.533710019115254	0.570757327556381	0.224566739262226	0.363399833788688	0.308775653607355	0.369976443805898	0.551039020206432	0.295677502189758	0.548681194665195	0.596813625908438	0.373157260901219	0.0509696853142771	0.476772141632218	0.6923310456004	0.244888019580973	0.69476329333875	0.377466051925381	0.328040391327662	0.288846115897885	0.289460303534968	0.390446551870823	-0.180709391898203	0.217129498178947	0.708971616213383	0.401445826854292	0.0941360210443448	0.209426395082446	0.331744030339744	-0.0498948355337762	0.646203015145386	0.126344412475136	0.447631852515423	0.784768853034155	0.252365583048646	0.63819725607375	0.575914511249336	0.830446252552057	0.356935031196054	0.190929471210603	0.0130773709087071	0.119220220306588	0.501626883446245	0.335559358677231	0.394075748947193	0.731233691102527	0.102619819358015	0.707718705367208	0.621720963992177	0.0898911258555116	0.542011416529146	-0.24808405423788	0.545997259286433	0.326932010067667	0.0754326385531342	0.424833599149254	0.486764339828566	0.615154052259863	0.109372124746338	0.154949770044621	-0.0392075556191287	0.115691352572828	0.43570210854499	0.340946238812372	0.192196054905464	0.199059409953023	0.554300495272594	-0.13259065466859	0.305199425080802	0.378151806202344	0.1522071400034	0.363276735857802	-0.0198230275649131	0.383214706919402	-0.087294572274311	-0.20302140537265	0.237898136871824	0.220359122754144	0.519166137874421	0.540338711932425	0.451992845956718	-0.0214140363226187	0.437646898750817	-0.173305215864364
