""	PTPRZ1	EGFR	NRCAM	SDC3	NOTCH1	GPC1	NLGN1	NOTCH3	PTPRS	NLGN3	NOTCH2	SDC1	NCAM2	PTPRA	CDH2	NRXN1	PTPRF	NCL	TSPAN12	EPHB1	SLC16A1	LRP1	BCAM	GPC2	LINGO1	NLGN2	ADORA1	PTPRD	ROBO1	TNFRSF21	APLP1	RPSA	FGFR1	LRP6	NRXN2	APP	FZD3	PDGFRA	ITGA7	LRP4	CNTN1	LIFR	ADAM23	DAG1	ACKR3	APLP2	ROBO2	FLRT3	LRP10	NCSTN	CELSR3	FGFR3	PLXNB2	FGFRL1	CD63	TRAF2	EPHA4	PLXNA1	DDR1	TYRO3	TNFRSF19	RXRA	EPHB2	BMPR2	S1PR2	EPHB3	PLXNA3	EPHB4	LRRN3	PLXNA2	NEO1	DCBLD2	ADCYAP1R1	PRTG	CD47	INSR	ATP1A3	CD46	FZD5	ERBB2	ADAM22	HMMR	NT5E	ANTXR1	CHL1	ATP5F1B	GRIN2B	LRRTM2	TSPAN5	ITGB1	TNFRSF11B	DSCAM	ITGAV	TMEM67	PVR	NECTIN2	LAMP1	NRP2	ACTR2	ITGA6	SORT1	THY1	MCFD2	CNR1	ACVR1B	BMPR1A	IL17RC	SMAD3	CHRM3	LRP8	ERBB4	CADM1	DIP2A	EDNRB	IGF1R	ABCA1	TSPAN17	F2R	LRP5	AMFR	TRPM3	SIRPA	GPR37L1	ASGR1	CD44	STX4	CD99L2	RACK1	SMAP1	PILRB	TNFRSF12A	TFRC	JMJD6	CD81	IGF2R	CLEC2D	SORL1	TNFRSF1A	CANX	TSPAN14	CD74	C1QBP
LRP6	0.871314160565768	0.760363681981841	0.595500922301499	0.5612739809544	0.90991554418719	0.320795706544429	0.768440525999298	0.587817574590915	0.88915815234834	0.708374288101044	0.629758650159197	0.626268866307444	0.879762757451418	0.713725584416732	0.599667073358907	0.803583758734578	0.351417684223736	0.821032599822245	0.770183006497674	0.72302800199072	0.754369610070772	0.793373860033391	0.401962425541196	0.864768079406925	0.796350469128859	0.883847288834062	0.343889617498361	0.771295854868955	0.764647263162757	0.584731995531821	0.420393571490032	0.62422221475879	0.506271319449499	1	0.823660404765609	0.61274720142588	0.75980266253219	0.866777055376923	0.458385978906784	0.77107619389383	0.650376169004604	0.350874870788255	0.810437776541711	0.575398734698225	0.683408378704799	0.531976021934572	0.597069199782058	0.747477143600915	0.35086281603362	0.575865172485075	0.875381490071672	0.345472840521557	0.439994637389526	0.422586427305576	0.383039671435846	0.660748607274221	0.508522916534265	0.793553778895263	0.604577268506686	0.726006002576702	0.527523759448467	0.786426332729253	0.793151659736743	0.63636552363958	0.846134843340417	0.791781284097786	0.597139498912557	0.625195578885941	0.376144421233743	0.78645264772767	0.675003513017251	0.522034413393777	0.268447855017654	0.864703436986929	0.562924531739398	0.834961605409888	0.724895654143671	0.805164066507216	0.570052654252906	0.318476339327911	0.869215422291796	0.529481093904318	0.78689324662395	0.888076721082325	0.31229031777872	0.620725926015833	0.620541217989995	0.756153216203136	0.590202659728854	0.435045522158869	0.485751062573194	0.853029561709059	0.572993867397427	0.664810189993814	0.630246854538804	0.393889335883673	0.495118635360232	0.139621515306473	0.731932038293701	0.209478671320055	0.639618710399194	0.571343094294031	0.571578647030805	0.474556819841742	0.754378325969745	0.706040798961257	0.326520177616318	0.408751096732156	0.684800999209046	0.849341782994398	0.754795737487987	0.331803002337017	0.871855402986176	0.484602517758115	0.778469635853335	0.367933621667784	0.62197111514891	0.677573266796099	0.80749106193163	0.648479647792048	0.498614450078707	0.269487657693687	0.507164489316141	0.742212806537318	0.0843337034362502	0.583071204947002	0.590527720046046	0.590894419017578	0.745344803938913	0.714857667097769	0.25339105544437	0.598183735818148	0.649310284133477	0.541198139515826	0.593538661196778	0.828058567215559	0.213403999296015	0.344381818199755	0.600777966262666	0.669414157466051	0.0458380070521532	0.60164119810632
NRXN2	0.725917880502346	0.559886471823427	0.470555498690836	0.397725997290042	0.802373232036618	0.141363218221884	0.635993948416836	0.401316991296964	0.696466628661791	0.553108334460177	0.396026493582455	0.557792629196706	0.885535726856041	0.516626477591902	0.367372141557055	0.834687796856292	0.199239057349526	0.624637788391104	0.611628504732636	0.749163164684261	0.541491124224406	0.64957057476938	0.185356214053743	0.826005476035867	0.804631281938838	0.839281536296396	0.180700494249567	0.740558640522212	0.592995668964234	0.460436534400422	0.305384243939715	0.447249248760338	0.336215251327595	0.823660404765609	1	0.433864700012696	0.553921869739257	0.733487036911083	0.246903398523257	0.689368234922897	0.759726378444751	0.202178301967588	0.667252739265539	0.400754715270343	0.521807458879982	0.317753366313045	0.400366762045943	0.584312026212906	0.165960898054721	0.4069879760176	0.813780012230949	0.20293896685337	0.26275247677201	0.220075298435993	0.157744773932433	0.578523681073539	0.238200118105297	0.664071196174439	0.463266016375849	0.564137858155261	0.315297403636206	0.646997432576705	0.720787518742637	0.481395856014316	0.754760275119424	0.721439658830854	0.455151756526465	0.401686664268137	0.202733058114351	0.699393499638839	0.52321087987072	0.343762974874825	0.211122451201849	0.733336163092169	0.344448198233112	0.809347021269629	0.772310447726915	0.644897941301109	0.336773166926072	0.140065131245529	0.810410523462139	0.381184710867072	0.579980611444855	0.848897215840076	0.152871968679671	0.448174168931976	0.463246907491056	0.581323451939309	0.389161020700074	0.228772632870705	0.265138815957964	0.836433393429293	0.41144897622583	0.420106362721552	0.482832523884039	0.183430204960803	0.305169064671223	-0.00535780551109633	0.509168184740104	0.090009301013148	0.449553442250576	0.626445167391022	0.35370433099892	0.326015199718045	0.627092435866041	0.53703220549904	0.140605950564602	0.273752773945751	0.604539355640856	0.798215852321495	0.735223166812986	0.148146861384326	0.692983959118522	0.300241780124674	0.660500934126963	0.220518355906555	0.412751742753796	0.461581688805614	0.64796185582691	0.473790750634668	0.247534794561466	0.164880210890884	0.344569838833962	0.67654289183614	-0.0420089389705294	0.373605739447669	0.422468086521138	0.39746989662509	0.546435864815376	0.535029735309503	0.0602050473217962	0.37435051520762	0.409090165194674	0.367761846105644	0.478466772139393	0.720938206860446	0.0731685585084671	0.150274496610995	0.391190898041369	0.477636220066596	0.0149004053324401	0.415059331533461
APP	0.854820970831263	0.59780816115975	0.91269780855966	0.865035549329033	0.604244262981021	0.9081350368254	0.926777260072794	0.859040954490691	0.777779016735845	0.881228252037485	0.920168610743876	0.567250978127213	0.398078381066838	0.913665831466908	0.963254999882988	0.597702341575834	0.869134754020923	0.75017730462276	0.602579603474279	0.250786102048699	0.750557288129464	0.884993827201908	0.843818776531666	0.382601127449281	0.321098369140258	0.64227231715414	0.837595963613244	0.390058938844382	0.835876850136681	0.87520517673077	0.890639420907491	0.638925994928255	0.939957844245411	0.61274720142588	0.433864700012696	1	0.88078871241543	0.418666791754443	0.93311271195884	0.625782284569534	0.0819448021479293	0.905113008516907	0.792730525344168	0.945970219951098	0.496780824908061	0.954964887585967	0.813728001180431	0.416960890032293	0.924308788795709	0.92297815396774	0.581780431676847	0.835314492969773	0.919836801169179	0.837417151754507	0.820867106369333	0.442244905051849	0.84896654011995	0.838049969546106	0.945769578344424	0.839704785978909	0.729076131865363	0.836568948860921	0.693324562178494	0.949084717628011	0.428069027370472	0.355624574311353	0.888418974117343	0.644561599352515	0.904300128337329	0.619966139728401	0.929239939902383	0.924829399769641	0.682627043071867	0.555469524516599	0.895459826455748	0.69129709275979	0.203745633030153	0.859921158010448	0.843797974501903	0.893580644979278	0.530959020030527	0.346853368229857	0.671229811931776	0.630439387176869	0.849945537461079	0.637378576734256	0.538576447119816	0.903293796958008	0.810228270953746	0.925062668359403	0.420162122916713	0.354274455172785	0.972754213643601	0.860175969818733	0.848689003187382	0.879890440655376	0.947517553318889	0.811426175176112	0.905295212646419	0.72012582940773	0.926172644255195	0.124394448141169	0.950723516660887	0.879656288705613	0.859357745519564	0.915868714360552	0.868193223179851	0.851416646678	0.36442708165028	0.631584352504219	0.709610233054465	0.909714724055151	0.730410459682807	0.912975064411324	0.89430748774024	0.909083830729674	0.825153330450557	0.924298446398198	0.731133703270824	0.906066527611583	0.759525459501145	0.828016460932312	0.931717240139048	0.619443339963809	0.768619251700409	0.874597525790844	0.890982435508038	0.666582167870615	0.803718480809382	0.735838073934736	0.83306103753177	0.887253291358855	0.701758973271705	0.883759096542973	0.896564058552152	0.589515901774769	0.821432409562986	0.880448093108634	0.969179439002036	0.693059886125617	0.0951413116261992	0.660450958315303
FZD3	0.933857417945672	0.838493816062901	0.705758232719462	0.921609778132188	0.782529972230353	0.714658025554104	0.867746224216851	0.896273079086132	0.873341106950974	0.935930822317363	0.925089405615906	0.612560757139309	0.577852017519679	0.964433454999328	0.911339032599544	0.600973285379327	0.68812507619046	0.848049605903141	0.792906414426343	0.335131854291867	0.876639577710504	0.953187265087732	0.78661867013678	0.552067793478044	0.496182401925674	0.74462274230504	0.755812024579141	0.53190641044027	0.944415067516526	0.809088432131009	0.659299279942364	0.726755529657039	0.799304731838788	0.75980266253219	0.553921869739257	0.88078871241543	1	0.641395387609292	0.872200651138485	0.798910931801914	0.136097867058152	0.749000494214573	0.902855822926529	0.899760991317609	0.725045187585572	0.851029504711824	0.926269589038204	0.644488121841065	0.74270368036087	0.877670419053437	0.680208326302354	0.737449562528129	0.767991115180564	0.807973065614862	0.779005357480301	0.603537027619088	0.851727020418385	0.861347353098567	0.888709962641169	0.918535999002478	0.872220592518261	0.924442697742042	0.806290039725906	0.872509437939569	0.598221387891523	0.576767875919464	0.811893613128061	0.807514765471455	0.690205798114381	0.70983928865933	0.902270192931944	0.775576978017001	0.640216897871438	0.745074475354722	0.863282408392029	0.761896424952674	0.341388838083593	0.905470850192062	0.904849033407891	0.713717576229811	0.727792956567064	0.503894199269806	0.836786568085767	0.707655146714019	0.774763188702298	0.731431651968991	0.743641206607089	0.938223912384026	0.879950075945436	0.747908216292918	0.625883352048183	0.522838675771765	0.843017301222585	0.921529107545949	0.80640991424397	0.759178961242244	0.830978496419191	0.492417383214364	0.921620789369686	0.629725091168739	0.927760223919484	0.168270535812315	0.848058524748382	0.848072474836399	0.860665431258156	0.914997214883232	0.733711059200156	0.71934990481751	0.525232205040978	0.731969269321556	0.722591769774821	0.73144711922074	0.877932865709833	0.868357204281204	0.877832664113407	0.715565715221469	0.805524584859065	0.899252700081714	0.864704382653106	0.865299825584069	0.865175095874099	0.651870409752818	0.831762624995464	0.6949416748707	0.455152074492118	0.840592943448437	0.845601555916222	0.731735895286098	0.865870228297749	0.798849152270848	0.652001220493774	0.89752041999991	0.751334431988236	0.838368422924807	0.799887814493599	0.745084977248225	0.607090614966702	0.773776282808522	0.911434247847951	0.79473415274441	0.0797182143360615	0.723712291361334
PDGFRA	0.748126050971246	0.838550897128272	0.371453302262246	0.446365315205807	0.921903634014002	0.133798403566883	0.621823313414502	0.487722926148396	0.81328976246688	0.63212866470943	0.527714570789132	0.630048050418091	0.872111957029548	0.593706717473648	0.464850263175265	0.618870443076793	0.126606865290427	0.813435330063538	0.831651141823335	0.658750475188827	0.744321595462259	0.700992470940581	0.301417529830188	0.886759913872959	0.863457092788703	0.824336480921923	0.193381022138148	0.680051214836175	0.62877602274853	0.376841197568025	0.210576093998094	0.681085395951673	0.304959015329143	0.866777055376923	0.733487036911083	0.418666791754443	0.641395387609292	1	0.302349275309249	0.703789239573638	0.613101194047933	0.125934819269138	0.699397170208243	0.402893036997537	0.795267489743106	0.381972066693174	0.506611330283019	0.818653928648302	0.15548186356498	0.450358203769912	0.792978455825993	0.12735982206842	0.267056063445635	0.35995831553827	0.32763755080647	0.752386476537178	0.442759560041123	0.667943273403517	0.424657476522357	0.657026899245059	0.508624878318884	0.651247867127274	0.697188663672866	0.448300014163966	0.881857666645608	0.895283504407069	0.394789086704606	0.666328837538884	0.144958792608549	0.766153236951445	0.512631813508458	0.361243168042604	0.0745157060181523	0.827311617634488	0.449535267856981	0.681882703603884	0.752312428703012	0.630897276412116	0.45969708261294	0.135663960423281	0.822525103831601	0.674296182256501	0.810048967768039	0.787635727041857	0.149906216297016	0.683828975122194	0.621165460834493	0.616079941022654	0.534411997616368	0.281942780748249	0.63187687562847	0.851986018034398	0.388200702679193	0.595422869398541	0.520972566279278	0.289408000788796	0.327387446964969	-0.0682064728834182	0.648688301220475	-0.0160298828558681	0.500222588063518	0.656149999460413	0.438368634255905	0.260487573347946	0.586595187698309	0.562162502799147	0.151500138217524	0.210867339961444	0.718396302027838	0.773880459303859	0.561642434040253	0.127365316513142	0.826930055620724	0.309109380132653	0.608187097679787	0.134877100272851	0.565728752457025	0.58220327569195	0.782663499595152	0.508434252915026	0.440713292925586	0.0171928981772371	0.339459867009347	0.654508202742169	-0.15566472698186	0.497646103859235	0.434826224491458	0.637807834732494	0.718418752325117	0.70400604182631	0.108647967577315	0.484139917642967	0.662140818855932	0.449346515825281	0.401279233180881	0.797755158524678	-0.0169559612725994	0.213056600358403	0.434911343140204	0.689546350965571	0.00610983732273844	0.653261555065926
ITGA7	0.764445978325702	0.61943924405451	0.762521271313325	0.915161493477118	0.50260933550504	0.922559869394953	0.800910485746298	0.90344739750121	0.678809347371302	0.873516956159528	0.930594732313116	0.533433022111714	0.223591236949733	0.913876777376151	0.96109889115188	0.38523470641606	0.846884208356222	0.694441553873655	0.581457635984382	0.0386356988619761	0.744007843164281	0.839058296492667	0.912499635136921	0.20199833533776	0.151742978324263	0.486724564302557	0.895160002164767	0.22560182304723	0.813142883403666	0.815995918701319	0.824802848870429	0.641297737764451	0.883524764259673	0.458385978906784	0.246903398523257	0.93311271195884	0.872200651138485	0.302349275309249	1	0.586539047625386	-0.175087047182494	0.897062982020767	0.721599545385935	0.949908258490961	0.518367171144719	0.949063080530638	0.863124670918301	0.386776115315924	0.917248033184751	0.908237851495746	0.411845284816912	0.864507683720535	0.908856091836905	0.899227825659683	0.90231633106854	0.408032126114889	0.907161509119331	0.727992509197913	0.922955392714704	0.845085566853752	0.826123898733415	0.792548617082459	0.638540792845174	0.873540569127561	0.291615625573068	0.26330131663769	0.831785866271796	0.708012824679941	0.868206319604971	0.500542075201092	0.890081586212756	0.874588145257345	0.711379331117135	0.452612988298253	0.914228842106188	0.575757931364988	0.0161991227399059	0.768411727100582	0.90506144615676	0.91564045796878	0.448341033557777	0.322064659583454	0.638085080656729	0.437501731086342	0.902545514975621	0.641643393403987	0.556380258009097	0.846835499557367	0.865191154697984	0.896582258979059	0.491513731295489	0.189614854795225	0.906732674154599	0.859464336673529	0.80078360446748	0.895584415123258	0.946541679667418	0.77785811777017	0.871339043277121	0.76287108608226	0.923837191840031	-0.0710959094527592	0.918935285858006	0.891238170485992	0.783200217995039	0.861402034681065	0.917326167865033	0.828215355034354	0.277803336553323	0.500143584292059	0.568393263605349	0.919408853139315	0.653765567534306	0.930443434821079	0.788564832347139	0.871333537794169	0.798576552777604	0.888538387453446	0.689129193287263	0.870852875072498	0.854690008203283	0.828208188922663	0.926787322274927	0.516285094087405	0.749903167589241	0.878088305279178	0.888243847643008	0.670011729505636	0.770112816235752	0.660481412479847	0.878961060005981	0.900471624006673	0.675495570555978	0.89120481660517	0.820333283419853	0.496084042126841	0.826419289879352	0.937010340780838	0.954132301339473	0.683842949428173	0.0923205071097317	0.666471154640449
LRP4	0.839479089316899	0.806987641322585	0.479697227432222	0.742758398555032	0.793590109584006	0.392688472089066	0.691598438819916	0.707874743483686	0.781654272201653	0.801918184540182	0.685434291553403	0.59257236818483	0.694343078271665	0.782968532251269	0.643007713115171	0.649264019361836	0.397341633535457	0.753597353653921	0.792504385172504	0.511272751760634	0.742840393580921	0.827096273931544	0.532899635982667	0.67251946904703	0.646255149813659	0.787515738802074	0.52952512054293	0.545220233573399	0.788673965870137	0.675439634262639	0.396119913049211	0.645554038995467	0.519624630091388	0.77107619389383	0.689368234922897	0.625782284569534	0.798910931801914	0.703789239573638	0.586539047625386	1	0.352956157150774	0.461338907857926	0.835232143741259	0.658774905199739	0.717239681419133	0.564436167107356	0.774051927631955	0.695584065656762	0.430086624119204	0.637672469210629	0.697949919537073	0.536468622011987	0.464078557583841	0.586454443757008	0.516432892068631	0.603186721987948	0.597136952297296	0.724324036881841	0.697109628319964	0.787501905655773	0.695331112553019	0.784770936520177	0.767725603256022	0.653686655248913	0.700071977184231	0.667552701550965	0.610464938507566	0.68874862718241	0.383462062728735	0.63206390030909	0.71419675726901	0.477924921951539	0.510528976854434	0.763933256494334	0.595732558240962	0.755140157527745	0.531314245625314	0.761487500267609	0.664965620982993	0.423521081318176	0.782272946862625	0.374602016294375	0.808890568649873	0.737740944197789	0.492969042394239	0.636549087337414	0.661168641260238	0.750593269401227	0.675181930342102	0.428139281374988	0.591173232840172	0.670277605587038	0.596521415847198	0.690822006540263	0.602856485158297	0.465101686956617	0.571266576180717	0.159708376746612	0.714919672242113	0.425374456751451	0.68893042321983	0.354973705736966	0.586702339702859	0.603997528786549	0.732594182906542	0.730066583332673	0.456443361670345	0.505337565464144	0.544857849913454	0.692196518833289	0.673888575220951	0.430635806391916	0.779183173550831	0.631592088983653	0.733659865022833	0.412204279705046	0.61215858910873	0.688942837175033	0.833817356611633	0.654065731028303	0.664882713953639	0.404380781737614	0.629984634135423	0.694326779278697	0.140151237024853	0.62575662329464	0.639793255006316	0.60778440994822	0.721750094829482	0.600194255727225	0.314182316556512	0.711813789979049	0.625991779605782	0.639252441652931	0.60377342180462	0.694690357498418	0.308512076405529	0.478165166946271	0.655308479098295	0.664165452017594	0.0337295279065905	0.615495965481488
CNTN1	0.393215559611351	0.211781033601956	0.306755200254513	-0.0796310812972311	0.538816128366849	-0.168851942127731	0.350936101114642	-0.0560483138027843	0.427159803743406	0.156044289877406	0.00744908928312737	0.328370619166597	0.76260159757135	0.0913065842855817	-0.0043316521235898	0.717176485001889	-0.111817432318175	0.337109452177199	0.314972036964608	0.848007872954715	0.171091240826453	0.258069392555125	-0.188419451517703	0.744596245054995	0.716893822343924	0.648797469048297	-0.21051946067226	0.606120911637496	0.195700974104411	0.168225663167272	0.0580331496546082	0.180630088487359	0.0219648728603132	0.650376169004604	0.759726378444751	0.0819448021479293	0.136097867058152	0.613101194047933	-0.175087047182494	0.352956157150774	1	-0.160036759382757	0.31844628999707	-0.0199200855671211	0.218996171161983	-0.0402087827187586	-0.0694738124103322	0.374876015719401	-0.1603151207336	0.0265719705179711	0.648833305091652	-0.191229741460362	-0.067066772023613	-0.161068104964448	-0.214472580235929	0.360357259570896	-0.140398357464616	0.377731995578097	0.0664944796275577	0.141363062342001	-0.150360864215618	0.261394793464432	0.360171305273316	0.142795896402774	0.618029126642633	0.569930832043164	0.127605384443922	0.0382267247923856	-0.0519131006760452	0.48945690283255	0.130466510376088	0.0598870543164346	-0.177172596553026	0.504702264866658	-0.0267216874606691	0.507422497336613	0.811330512929135	0.312757131396205	-0.0989548210044731	-0.187366613272035	0.554034153453421	0.215603642530883	0.324907599500802	0.694734511548017	-0.268236842717415	0.161984317708962	0.151985079427004	0.213324342375999	-0.027145361389074	-0.0587493722581936	-0.0346387275330649	0.759844936684302	0.0777987745419313	0.0462740601844935	0.160754916170108	-0.151387817101747	-0.0560495811528314	-0.192711618537582	0.163396622188054	-0.277213497753084	0.0233177047339084	0.798556314553208	0.0293017184593093	-0.0775283443348696	0.288106357319687	0.171338521952845	-0.223488614629872	-0.0702965352884892	0.500878853160834	0.525865142936042	0.467572444370563	-0.192433868063904	0.388504091848147	-0.123485685643604	0.334475392062799	-0.0929500130891565	0.122663828023471	0.126245663483066	0.29848690013831	0.104849816291952	-0.175605324485939	-0.179138059279842	-0.0124101844484947	0.482418975130076	-0.237832108928396	0.053619486308237	0.0544427175574917	0.11723908650058	0.227615437996952	0.255055644190314	-0.234487113547667	-0.00798972221961624	0.178402998712733	-0.000468624776908013	0.135951794797238	0.428149391568474	-0.222443654753256	-0.232806704524102	0.00218486731486378	0.162581685821862	-0.0298627635849803	0.149394117227521
LIFR	0.678314126671817	0.370665213172638	0.810052425547244	0.833885869887924	0.340007705152467	0.914360064319874	0.775597804423253	0.801343955502912	0.53459791746941	0.738361065542445	0.828439595508762	0.358465489228893	0.11389482606753	0.797022982102707	0.85151374498296	0.427934753741759	0.929354244523361	0.504147105080444	0.368647001747641	0.0319347802525932	0.55228807218417	0.719370396233005	0.794670652533978	0.0745786434697494	0.00398071969549833	0.412035849063401	0.868087883943824	0.152136850943973	0.718434936845039	0.822893907986152	0.842432611054626	0.408853596446814	0.944887468530881	0.350874870788255	0.202178301967588	0.905113008516907	0.749000494214573	0.125934819269138	0.897062982020767	0.461338907857926	-0.160036759382757	1	0.67434000238735	0.907722527984037	0.262290755294282	0.888478503905047	0.7425190194129	0.124161197477945	0.947740045177484	0.858731200573051	0.332364375213756	0.926381933701578	0.898415219401781	0.756930063769632	0.731874671100379	0.216108070138463	0.739406141952639	0.683584343857978	0.896393117325561	0.684452264477795	0.662590816635717	0.676652107967169	0.528016015374583	0.912828972251363	0.124724007327308	0.0796107324262884	0.814666691267107	0.467977833732961	0.90857872629501	0.391360926565282	0.847153106237672	0.82280834954095	0.852453653946215	0.314819326437	0.806397283973135	0.465953647649374	-0.0790101928520002	0.70792427675142	0.789094599014845	0.921182618582131	0.288910426536382	0.197264934650285	0.437272980673607	0.381582359252351	0.902742219454693	0.416246266317697	0.385373073664089	0.758467864959529	0.687116725465622	0.846145957725731	0.216634754690237	0.0367186351611184	0.918335932143919	0.744559363304123	0.711844426949774	0.841224058111971	0.903755688191633	0.858320677207219	0.753064601964042	0.895717659433793	0.859775245039327	-0.126659620767376	0.845062736785095	0.895470557315891	0.723977915642951	0.827101071805371	0.884652453625352	0.900676276907018	0.111390097283131	0.376688708428787	0.577203443193951	0.962846391472478	0.528721143548675	0.921143720110457	0.752798462224572	0.948234147030187	0.666468455696667	0.773988544200562	0.521088903383572	0.798395485680703	0.701979174064693	0.958412802807281	0.899405136783301	0.410609815168161	0.886598191235005	0.747034040501665	0.835775575979302	0.439747323920806	0.595427427486811	0.599073532568751	0.803973224351228	0.794365125571073	0.490141337494489	0.769351415722667	0.838220614826571	0.367207689914469	0.902554518190129	0.885933697166958	0.90814628236363	0.491145955466199	0.0945345679830051	0.442389024885538
ADAM23	0.949820147303651	0.771761395153214	0.682592682023842	0.849003406495711	0.808760058094568	0.572433628244997	0.840164668810775	0.805364712617653	0.845532500277159	0.871634799960314	0.807085645829541	0.544103300884063	0.681036159562158	0.872469110351933	0.776437897232604	0.711557446814035	0.59442167371674	0.776317665279807	0.765030288419487	0.494174909771529	0.781768338741224	0.910360982922386	0.632894730061226	0.63691073796859	0.579898536837308	0.810904343681663	0.66349798761696	0.534353930580954	0.877072022313156	0.789275121825203	0.549072173857657	0.612882958873728	0.725107773526753	0.810437776541711	0.667252739265539	0.792730525344168	0.902855822926529	0.699397170208243	0.721599545385935	0.835232143741259	0.31844628999707	0.67434000238735	1	0.798475157624452	0.653294767127285	0.715025724292932	0.854180947204336	0.600653902791024	0.625712062691137	0.75988646288932	0.733293993584487	0.710900902770779	0.633401845701445	0.684988049305541	0.576650959519985	0.540427819837703	0.676193541770056	0.867995998009947	0.836406104705401	0.851909339903764	0.741199178068612	0.851086582994001	0.782593331855767	0.837989450922444	0.656260067827488	0.617498153919891	0.734553683983349	0.690695657728353	0.57255758875799	0.695976700060009	0.845957454005	0.633282592735814	0.646890457772457	0.786346957448837	0.704844697122662	0.759109603562719	0.433112257490376	0.891331149198492	0.761015237593342	0.597689050084531	0.73609950164307	0.422608654576112	0.81380936024537	0.79530611860486	0.671178040748916	0.611764586230321	0.723494744113195	0.872412536859174	0.70045994791102	0.588723895034401	0.520494444708705	0.598340355212388	0.783017229503994	0.846220419689993	0.704297684503132	0.62631160109262	0.711593876119036	0.374094752843253	0.817706026935069	0.605019574276803	0.815433898753568	0.308635423151001	0.724527649193853	0.778340533193437	0.818260245472375	0.859576463513646	0.606346701331957	0.691345038811793	0.57751930947235	0.738339295745475	0.779328075596962	0.622492308185141	0.854014407090057	0.797850167546314	0.854091697567089	0.629611927620366	0.682705880340756	0.801588805488598	0.830127484567795	0.758565187582717	0.726562406634529	0.603185347839113	0.768891581552396	0.707151525242648	0.365994220725147	0.70066618832464	0.769652528099453	0.590710135462623	0.761878615108693	0.763102611770693	0.452187016181099	0.819318481600817	0.655367750955862	0.717569402230961	0.742139928980383	0.736946334843692	0.498263691650065	0.616057271151466	0.808171189784632	0.687182077913325	0.0411529868246391	0.599467245460273
DAG1	0.840210759556258	0.647029547768668	0.799770938384964	0.922855120932432	0.620477125687568	0.89881239396401	0.873758940541834	0.930591503926524	0.742859159776781	0.907004511858347	0.944260348458559	0.614729367117423	0.366967373216287	0.954435913455333	0.951241142480263	0.535311225012296	0.876751984984358	0.762361901424169	0.647952421305955	0.15593900349903	0.790292316846275	0.889107357756677	0.888234696742177	0.320263018355046	0.27367244607503	0.599317582164179	0.882549291092	0.33992723244224	0.870314497948699	0.850263639643344	0.848380463273197	0.66937420181966	0.92399148134295	0.575398734698225	0.400754715270343	0.945970219951098	0.899760991317609	0.402893036997537	0.949908258490961	0.658774905199739	-0.0199200855671211	0.907722527984037	0.798475157624452	1	0.549388425248523	0.960172721423615	0.855711889078799	0.422672054927355	0.906809576697823	0.937572886481521	0.536328670228328	0.870655233980831	0.928009045394383	0.844540896918519	0.85594182574564	0.516002018770003	0.864943570649491	0.799447333123693	0.956235896202587	0.877822545667257	0.822348707070554	0.841778466470558	0.759101090284167	0.933970841646877	0.400260480746043	0.364754463384398	0.842170589393506	0.720457793332427	0.872118241635644	0.583159236051369	0.949541247123144	0.877689112044015	0.769670468062613	0.527502125549553	0.93890946389712	0.683237317921728	0.154704725003562	0.835210402333003	0.90618045678957	0.899448323947811	0.566148665308526	0.408239049998032	0.65973636172889	0.545022534174686	0.866445870827033	0.67944855522858	0.536287182484487	0.890638508656747	0.882294076951789	0.867095922058313	0.468603512572515	0.302017608543627	0.930228637408537	0.869832111558235	0.857408280961391	0.879340531366011	0.959255840524021	0.734749878534614	0.912104966676304	0.792220654489872	0.965856467454491	0.0536737170489254	0.928686512892084	0.887142692911735	0.85065909411096	0.919988971602159	0.882297315196852	0.868366778008887	0.325190793933844	0.581203272494404	0.664189075244296	0.917882450989032	0.736204079328548	0.94448317953442	0.850435543867897	0.880245648485453	0.816451695377898	0.904193916595992	0.746683229628344	0.911008668922884	0.809678165374209	0.861105398667847	0.931137515688194	0.564576747249171	0.73387427977743	0.880673385207577	0.94013813048204	0.685106529342482	0.828552033818591	0.739576380657741	0.831780569967785	0.902181728252424	0.697823657470919	0.895551111125495	0.871488769435191	0.606166719839399	0.804404415382352	0.919716154454917	0.975390089819419	0.700018392804379	0.0941656636949147	0.691900664013299
