""	THY1	EGFR	LRP4	ITGB8	CHRNA4	LRP8	LRP6	LDLR	C1QBP	LRP1	GPR37L1	SDC3	KLRC2	CD47	ITGAV	NRCAM	VLDLR	IL1RAPL1	CADM1	CD46	CANX	PTPRK	NOTCH1	IGF1R	SCARB1	TFRC	CD81	FZD3	TSPAN5	KCNJ10	ITGB1	INSR	APLP2	PDGFRA	TSHR	CD99L2	TYRO3	ABCA1	RAMP1	TNFRSF21	VANGL2	ANTXR1	PTPRS	RYK	F2R	CELSR2	SORT1	KCND2	PILRB	CALCRL	SORL1	NOTCH4	SEMA4C	ATP5F1B	SMAP1	RAMP2	LPP	IGF2R	ADCYAP1R1	CD82	CELSR3	FGFR1	RACK1	MCFD2	LIFR	PODXL	ERBB4	TSPAN15	GPC1	RTN4R	ITGA6	LINGO1	TRPC3	NOTCH2	CD63	PLXNB1	NCSTN	PLXNB2	AMFR	CD9	SIRPA	SLC16A7	PTPRA	STX4	CHL1	APLP1	SLC16A1	LAMP1	JMJD6	NRP2	RPSA	TSPAN14	GFRA1	NCAM2	ROBO1	PTPRZ1	CD74
GPR37L1	0.960593861676525	0.569674516889112	0.83035638998918	0.821346320168286	0.946728754896431	0.85025919435139	0.882289548098022	0.92076582472322	0.950020697376427	0.92962230273208	1	0.903449838768544	0.862657642736762	0.855205980415798	0.844715590512334	0.8795664283741	0.895672886775402	0.832804023834834	0.949695409646991	0.831129998269	0.916752350411599	0.88101766324636	0.926130069874245	0.865125804013118	0.928845270608829	0.807453020962661	0.934092074343786	0.842167714778136	0.861374428499855	0.939178076906513	0.899987971885154	0.874191389693354	0.894385998539061	0.782552791620134	0.595545698868293	0.889677947628123	0.918198279065249	0.405462815937204	0.727455339285643	0.963391598344362	0.86029469046037	0.811569759507253	0.77295917374371	0.898920170403278	0.8925751820425	0.874146800628002	0.615240824258502	0.726011427852635	0.827262070772868	0.740524476861678	0.104884765144571	0.718086249397551	0.861681864693498	0.949513475327594	0.926202487771215	0.92007677366037	0.715715408798884	0.854231681029899	0.742782814627658	0.79681810119773	0.920748022095551	0.862836623261703	0.933832743783513	0.875878187296623	0.574149560930767	0.844129847689842	0.807332133467413	0.892893206570682	0.947268160403457	0.936620304310695	0.831485470798683	0.895081866826148	0.847451867051833	0.752365860111584	0.949545031320061	0.937955949161896	0.877909425658051	0.876803025309511	0.885994814141828	0.787249054923831	0.799529831093893	0.777029393604363	0.881277824738596	0.902849925773445	0.856814799673123	0.934690505806726	0.913133343480362	0.944913684454227	0.856273901609126	0.619501816660581	0.950780854252269	0.768976113680169	0.877054531163051	0.766433057599996	0.924086253701432	0.89357937810974	0.083389998674296
SDC3	0.891079218513552	0.784264303555725	0.948480219537292	0.941845760200421	0.91600789592906	0.919464055523294	0.937089101042285	0.909314797023124	0.897261443113679	0.97346928015626	0.903449838768544	1	0.912667017133796	0.939625792452654	0.939669679109832	0.939256922768944	0.886304807716183	0.904647954186186	0.943061120211649	0.918017583060583	0.965846939307161	0.924632702392804	0.944310258423375	0.936351187652751	0.865468000760485	0.907115267353294	0.951200804610744	0.932490766196206	0.942552644440146	0.951703281926802	0.927615991774746	0.932198586430284	0.953244681237137	0.909459164857726	0.731679713010213	0.915420338568737	0.94574398028885	0.619963206039812	0.85160425425897	0.895365035208124	0.945209553180247	0.905800525419575	0.879451768725819	0.944555209633098	0.925619739512731	0.919454150508118	0.742817777966841	0.877026363618471	0.906379898912901	0.856310572352902	0.292941963105254	0.738617539079472	0.889027493727446	0.904700794587433	0.950017526601846	0.888555186132605	0.85057446808233	0.910217627125556	0.886079857311581	0.909129867303098	0.928752493249872	0.953276993162527	0.90601401276079	0.937726668746548	0.79686311801139	0.883908192920276	0.888443714975159	0.903150549448204	0.929793263037156	0.892082494198785	0.895617022072204	0.944159846018753	0.909346880052056	0.896318279745215	0.944785895997738	0.923939190464434	0.928251053789197	0.918188119801909	0.92948768477058	0.872754628467713	0.883722151944129	0.885693123804668	0.954342012062344	0.916402098830184	0.929402367193878	0.879007224292287	0.917640936531029	0.934418290757517	0.918720987879034	0.783765399213867	0.919257340735309	0.849152554452471	0.956740155134533	0.909026995705337	0.953404608236637	0.946527427273116	0.151389926410385
KLRC2	0.877812559696968	0.757125666234813	0.879257430067377	0.901050830708246	0.869497097602701	0.879107770002427	0.891584963805741	0.846105766627637	0.899074335903007	0.931037221340695	0.862657642736762	0.912667017133796	1	0.907930031544208	0.903767712116707	0.922077632111297	0.815996477925509	0.892540986516884	0.913611705281047	0.875372508505342	0.927188018325281	0.894588895840689	0.912677715018816	0.90041916427605	0.812919469467286	0.85907141505424	0.92993978509345	0.899760956192163	0.907804196423063	0.91623224604035	0.882839688498242	0.876573583864439	0.912784202624436	0.935448302119998	0.637899714573593	0.908504612679114	0.920418962753525	0.537676917487805	0.858214961051937	0.862046243804309	0.898970526144954	0.880331345349392	0.842013073823964	0.901545286400386	0.905576887956459	0.882010182055073	0.679945090543896	0.839010379282385	0.837027960116771	0.864492606927954	0.17904626959814	0.767253012489424	0.86686125706559	0.905647340104838	0.938981658557276	0.921970366620307	0.783689183531712	0.861116773647247	0.831270533500926	0.882959853584972	0.900753779612875	0.918345734403342	0.921051296392846	0.931053067822359	0.756260542617185	0.832139309692555	0.833242209597615	0.845855388502126	0.904378111707277	0.843772114266501	0.848140692001784	0.940355654690857	0.866873099960644	0.843297876528841	0.932314066107394	0.862946097219916	0.907453482579842	0.886288089610983	0.875453746270526	0.806298312505687	0.843863901001284	0.855877003257987	0.925786977969275	0.916527839514383	0.930624997446185	0.831150252319032	0.88268002274129	0.913140094222315	0.901143961127826	0.716750669564575	0.925635354727511	0.789236372353249	0.919681966612722	0.872644271393476	0.933625537944116	0.93900879380796	0.0981876397321925
CD47	0.854980445593398	0.830216828623677	0.938595080518389	0.965237619369783	0.868082004373552	0.95465277531756	0.956809023383658	0.87745307561132	0.875480630737677	0.944409609502927	0.855205980415798	0.939625792452654	0.907930031544208	1	0.96562013342987	0.973771902447382	0.865493064658114	0.946118299717884	0.941597023935156	0.966453982035281	0.970266779474633	0.957724562755493	0.939742399592145	0.959513749161669	0.846073235687139	0.912283061733972	0.93018546111042	0.973973137837655	0.955513615798213	0.9501704615026	0.955015799740794	0.946093611052336	0.974369662285816	0.927856806803031	0.707171383079523	0.919570597007496	0.918497323374556	0.695078627240995	0.797283017996115	0.863492512391233	0.944870500603803	0.945276811885859	0.932254302509963	0.959470145324225	0.951350689955724	0.915813694930795	0.806338044072435	0.877041892475937	0.925369672388791	0.863993402026638	0.351152558557803	0.746772932080334	0.904516059302388	0.876569343783268	0.945880444169862	0.873687983367843	0.906914309886163	0.936985475672821	0.861966777074538	0.903410380455362	0.925900526852645	0.939423059396681	0.893354840395602	0.949369005488571	0.831507120956003	0.887313266826211	0.931294606852666	0.883294045903597	0.890830323818362	0.854108818998239	0.902876866774618	0.930641651330413	0.916869345329929	0.883206997434416	0.919891037235455	0.906569609735231	0.928084960417334	0.916375720538044	0.935934817871277	0.833385799581055	0.887069838756363	0.932919126404799	0.978237496758279	0.885281495152781	0.955104420790283	0.862406813995817	0.922624431407761	0.919000906302124	0.925573982895903	0.843215328045375	0.894871841509918	0.873230263945504	0.962823282919959	0.952343695274367	0.962647723458558	0.964250268897237	0.176745148690822
ITGAV	0.839461147588316	0.811720634301995	0.933504364082789	0.96290685263158	0.84924374395836	0.941620372578124	0.950415793690662	0.856662435342487	0.857820574700826	0.937763399290655	0.844715590512334	0.939669679109832	0.903767712116707	0.96562013342987	1	0.969114043778086	0.859865557174338	0.951999712266364	0.926910895045029	0.957525666722601	0.966037462429246	0.943310345570872	0.936892106134453	0.950838834538112	0.828669048417599	0.927560052542021	0.916016050829175	0.971730395044497	0.938952171161168	0.939721998375198	0.9513315767962	0.93240657156407	0.970982381643599	0.927942295872862	0.689726612245682	0.910045490321021	0.90769256884571	0.692645792166027	0.772506963106362	0.845115181178045	0.945150400776769	0.947524917144137	0.93221401245561	0.949166950139509	0.947480193331232	0.934195317922606	0.804686194435764	0.86600060693719	0.920307796574858	0.860940977178278	0.352350914604505	0.731131724714318	0.895763438499637	0.862553356461105	0.93258605230832	0.865356169616635	0.903692785031682	0.92732793340654	0.857109064809537	0.867960071298303	0.925015432088589	0.940942716244792	0.877881741638226	0.947239221296022	0.822446649965467	0.865396615052551	0.92976283983091	0.857530253408516	0.882478375448441	0.835315589115591	0.903851696873032	0.917523112644055	0.917711586637637	0.884710636046929	0.909234198077592	0.894188132295489	0.92059677615033	0.914280499885911	0.924892019827646	0.826558518697676	0.88392816810491	0.915130669500315	0.969154958150901	0.87209686104469	0.951658699529077	0.853256204982447	0.917470719920036	0.91089766569177	0.915719245682494	0.839486132131268	0.876842528121784	0.865113709685198	0.962815962495014	0.939131034196201	0.962033925796501	0.967566353946589	0.18333700510935
NRCAM	0.871173642333401	0.809899079577437	0.938048272515662	0.964076187214804	0.881983395724492	0.965510123306317	0.969698774972678	0.890251547950004	0.889643746127297	0.955490373219201	0.8795664283741	0.939256922768944	0.922077632111297	0.973771902447382	0.969114043778086	1	0.874367464672567	0.955732612696793	0.953222902617459	0.969832405306	0.977556119825621	0.965274216004549	0.959583890939172	0.971441152052354	0.861228881358039	0.926082291682126	0.931958630515553	0.977937582090299	0.944362746803123	0.966371911051743	0.962570887651693	0.947653480445185	0.98183626291522	0.928468084404724	0.69376981018364	0.928053903323203	0.919231492145579	0.668348428123332	0.774103536854087	0.88135854957093	0.96022176618891	0.956745374989521	0.941525360832527	0.969647686345731	0.965520105653611	0.933956117989007	0.792030904631866	0.871919064876947	0.913927839052859	0.872171339471481	0.312137876583002	0.760988503242293	0.912305685145433	0.889003997552139	0.947649504560572	0.886605314612902	0.897138239029986	0.943275848013949	0.851142929596139	0.885264541926255	0.944820464565428	0.947008501637443	0.902370235263478	0.957979111133238	0.816939799814927	0.892614974918449	0.93859744150896	0.881188408419451	0.905335030375619	0.869730979397538	0.919935706411015	0.933908386257707	0.930681326435105	0.884570093680121	0.927649913441326	0.92496865557559	0.933242029828088	0.919437092151641	0.949104640603113	0.812368243268797	0.893370619418078	0.934756092148252	0.981749978637734	0.896453419934724	0.968358332638094	0.872729578274987	0.937881594989828	0.925537439241284	0.932655075694277	0.82816720628462	0.906936761360682	0.875510901272417	0.959080776200322	0.943378212406372	0.97825182043429	0.980253165803227	0.160710779584389
VLDLR	0.886047413221125	0.63040276172601	0.821042666009971	0.83578967449851	0.886955165804991	0.884754321794893	0.882830338832662	0.895560813036597	0.884536535521546	0.903549771857914	0.895672886775402	0.886304807716183	0.815996477925509	0.865493064658114	0.859865557174338	0.874367464672567	1	0.84311613543724	0.914227192881414	0.846944162204344	0.900068077227446	0.877318264027411	0.898683788266085	0.886961927935784	0.900149645205577	0.798154580459767	0.894615685269796	0.858966771104995	0.870951738259103	0.915445225192044	0.905820776084488	0.87784572389784	0.896388593992214	0.760237692168476	0.631913660359417	0.879999651476174	0.873354470558855	0.507566619735489	0.685182716639187	0.886403708251884	0.857380152476077	0.817629385722909	0.816456759540376	0.885541260686099	0.882554387118486	0.871349525484559	0.680112242442608	0.742224408473375	0.854016479715799	0.737111516891979	0.215568748056216	0.699523481371828	0.86489558369122	0.882643394737466	0.891335550074364	0.854462615379979	0.765167190497162	0.865587285654484	0.763673213713617	0.775027722549017	0.910866696502962	0.858959757085569	0.87032948694879	0.874948698795369	0.616021027212851	0.856598723188254	0.814787122271556	0.860032619275626	0.890256577830548	0.90936357062608	0.81745605031077	0.844711904786028	0.860686056731582	0.748498880135166	0.898023718205993	0.922781960775368	0.853665117975684	0.839177348294558	0.894763420387409	0.788947620967679	0.819469348684382	0.803958126492932	0.880185981418167	0.84848192498801	0.843899990796026	0.900640170937381	0.907174680928239	0.908165893896929	0.838908118708388	0.6942293366894	0.887924559313875	0.807240015281875	0.867777963142429	0.797770786113907	0.903041914222168	0.873821735635524	0.129319962506403
IL1RAPL1	0.810038037620426	0.812834091269045	0.912233338812734	0.946221432515148	0.824270065820887	0.927031584487392	0.936049839695673	0.838704936456571	0.828118012575658	0.91555568475523	0.832804023834834	0.904647954186186	0.892540986516884	0.946118299717884	0.951999712266364	0.955732612696793	0.84311613543724	1	0.915876524081546	0.948415056508692	0.940976624271549	0.939733372057508	0.920440467979205	0.953478123192461	0.812607594123684	0.89969472804114	0.889552876522753	0.953934573147118	0.917263500097052	0.930728292397584	0.927742741059978	0.919652243413106	0.951970113120286	0.917346650840191	0.688058257308621	0.892063258111014	0.87862697599947	0.667853273239446	0.749735416410842	0.822482962989582	0.917595805835401	0.91979438220392	0.906012264944953	0.931592656997742	0.918114492388997	0.907696825784376	0.806465672980488	0.864074972502303	0.887409949073472	0.874594306462092	0.321949972854868	0.725860620284146	0.870979384596052	0.828313821007033	0.900607616527902	0.841822714470142	0.886872644794844	0.903341734978821	0.832306258972294	0.852673205604656	0.902699685651526	0.919817293131984	0.84473809261713	0.925504315106666	0.824748747205828	0.85720472332404	0.900308492622579	0.850315086853122	0.85700974232467	0.803509947160696	0.896738193885324	0.885490070261372	0.910058167816649	0.8640821074011	0.880954753006652	0.869132564508605	0.898478836954321	0.893183434398938	0.913097718978678	0.82279075000589	0.871682861461789	0.92053510897012	0.948218115964301	0.847503332069523	0.937754525592061	0.832196129681941	0.893646167708278	0.890680565672761	0.902494051087707	0.821813253301711	0.849064691161951	0.826840229082773	0.932166823329921	0.926276061323855	0.942052227190398	0.953111172389575	0.156557845497108
CADM1	0.953436875277226	0.693074337762948	0.899583375997292	0.914201564833219	0.950441510336725	0.937769260200338	0.951811422705685	0.947667292356748	0.953565359797188	0.962430209457789	0.949695409646991	0.943061120211649	0.913611705281047	0.941597023935156	0.926910895045029	0.953222902617459	0.914227192881414	0.915876524081546	1	0.923773537399602	0.975690831829952	0.960095586489162	0.970665956857326	0.949937883790012	0.948722236147256	0.889538541617054	0.962659662384589	0.928157811304478	0.930947497152503	0.98370261128408	0.967353191537499	0.944262227884045	0.96769941270411	0.864922276353741	0.635337897678681	0.943018501886642	0.949238917466715	0.553277373911789	0.751028361036615	0.962353198001262	0.9262002448033	0.890874191885256	0.875643719128973	0.961276050436131	0.961160370751843	0.93317887228557	0.728577910912379	0.796574180539016	0.898781662934446	0.800329146619392	0.205557028396641	0.752963159171606	0.918705815780079	0.952266181509795	0.96679316219462	0.931130111541037	0.821977281134037	0.935722875074624	0.806954402259134	0.845701543583168	0.957754050953426	0.91563158699814	0.945198059331579	0.952520835697118	0.694114752346398	0.903166566614425	0.884061243475056	0.924460865611472	0.959058563925457	0.945279522650931	0.893258908534752	0.930352704637417	0.919045425127023	0.820615453811572	0.969447509417129	0.965753090098159	0.928627258770864	0.921856684109847	0.949545865481005	0.830536604499042	0.862626212321296	0.879660489249806	0.957019074640422	0.932380552387985	0.939857299709987	0.951261450120764	0.961082043619848	0.972733572295805	0.916597133471494	0.741510443288688	0.958581287533888	0.844829220088764	0.952258710354866	0.870972617491973	0.976221102436072	0.959811092427335	0.133749985461814
CD46	0.814256425555052	0.831467897992054	0.941979500135752	0.97086630797146	0.830286574406238	0.948041157820333	0.965294882117895	0.874058342397845	0.823904239045989	0.924349133083417	0.831129998269	0.918017583060583	0.875372508505342	0.966453982035281	0.957525666722601	0.969832405306	0.846944162204344	0.948415056508692	0.923773537399602	1	0.962620490318509	0.950914784797727	0.925547587218908	0.956481224919004	0.83636491858866	0.918654248798385	0.893360010254032	0.969967887725787	0.930941662924259	0.939588729171847	0.951761004711831	0.939399885583525	0.974765054934466	0.914435463477404	0.739169066831095	0.888655104137922	0.889534733109448	0.719601826049929	0.741688269066223	0.829615890983143	0.939888989455084	0.944978926489026	0.946684656963318	0.948918763705595	0.943060292474781	0.913956774994623	0.821890228153103	0.870672267756177	0.897726793321551	0.859739588273813	0.399958475527579	0.729224548686989	0.889468560393902	0.820086296881647	0.90750846507313	0.823168335031071	0.92849379238002	0.935912648895648	0.845274134689008	0.86936743931977	0.906971693797188	0.927911425794	0.835541551782145	0.935660917966092	0.846007002610635	0.866834601089535	0.946826442023962	0.868971225129379	0.854601865227186	0.832107251437955	0.917561606999766	0.88838129611863	0.917033750947848	0.885448475175301	0.88242017635987	0.884975823157307	0.892696954794727	0.880862606065463	0.924753229568797	0.824609130102987	0.871889092126366	0.945983778183568	0.967887694521663	0.844726836766309	0.95016657969835	0.836502572066417	0.915160004667225	0.896390571093953	0.902413892327102	0.845167437120376	0.84348355872189	0.868954376869561	0.940167471407635	0.944265678015452	0.950902328882179	0.964980816612278	0.204141095606272
CANX	0.91358192612925	0.779157098608906	0.945036154097145	0.963073333119797	0.918107070960192	0.953409347638117	0.971847602309527	0.926378070247811	0.923339207190783	0.974468214170022	0.916752350411599	0.965846939307161	0.927188018325281	0.970266779474633	0.966037462429246	0.977556119825621	0.900068077227446	0.940976624271549	0.975690831829952	0.962620490318509	1	0.967300347057515	0.972254274477681	0.966946665728505	0.905765576420691	0.924632530800203	0.9627096085203	0.968444358086441	0.958643609861021	0.982187291652721	0.973420885918428	0.957927691694281	0.991038824644933	0.917414539828882	0.708548729362612	0.940290841534472	0.945940924650124	0.640289025118406	0.802413022205996	0.920519217359861	0.959993736155445	0.942650399767325	0.924248733997416	0.972930042920346	0.972332604166741	0.949777732405731	0.777945573493636	0.860500621038812	0.919484075872066	0.858616194647767	0.293531869952304	0.755962064167545	0.923942472904806	0.923183700076176	0.968828414864102	0.91293759471673	0.880541837758559	0.951391586287853	0.864945153244087	0.894239007491793	0.953644743995297	0.953108016425937	0.9312394095095	0.969192771852958	0.787708558483121	0.897566366039105	0.932563691917856	0.915600713052998	0.940063983245216	0.913106835781038	0.920642126833528	0.949960843958839	0.936493946584084	0.87632876101695	0.960100543861847	0.944244865693585	0.941126062651491	0.930020723528936	0.952558299862997	0.856198943545976	0.890513846956807	0.919562315048744	0.986024734661927	0.925400504926215	0.962682205539137	0.91302074710766	0.954386356681839	0.961580797810637	0.940506196510254	0.800625669628685	0.939583690713438	0.874630222975345	0.975968123652265	0.931399428033798	0.987139633919258	0.983116711310561	0.163076614389362
PTPRK	0.87939027993247	0.770713613354705	0.920794463294031	0.944088842565921	0.887026565122563	0.954194469768007	0.959110033019203	0.908086437416748	0.890657029215905	0.945019922679359	0.88101766324636	0.924632702392804	0.894588895840689	0.957724562755493	0.943310345570872	0.965274216004549	0.877318264027411	0.939733372057508	0.960095586489162	0.950914784797727	0.967300347057515	1	0.959781783522674	0.963895050507466	0.886086926733732	0.890952887817348	0.929502015067962	0.95077193122519	0.935507947428736	0.964008305440145	0.956640258892724	0.943520263174116	0.972783284256593	0.890620278702925	0.680510614421966	0.923429244531063	0.916697215485154	0.645528492563621	0.750956025156696	0.893438087883093	0.933878063532348	0.929718434141962	0.921248347438558	0.952833984027979	0.956065136400123	0.922416616551801	0.796426374885029	0.841090799545009	0.90488621653248	0.826703077151794	0.282353056545738	0.728158463838977	0.903828953394279	0.885819468907485	0.937376983709022	0.878141579220943	0.872600870112169	0.948591587377039	0.833158813743289	0.849803885627793	0.943456493558276	0.919712371736089	0.894364015529985	0.95242756574994	0.774168751308811	0.89326255806019	0.920367102636895	0.890802350803374	0.912343431611772	0.882392462243129	0.899687047583044	0.911368353465422	0.933142794485669	0.847579129454315	0.928712422926092	0.933675536402904	0.913078891727541	0.908568300259756	0.945204756516526	0.822646981443709	0.8746903816002	0.914786687834461	0.962457431338146	0.883291373784401	0.950797936426624	0.89330395167314	0.943979524046568	0.930822142514961	0.921066722372928	0.806475859635807	0.904139440046067	0.849222885209871	0.950173702560005	0.920970281740713	0.967775820939402	0.962981949696407	0.150241776111848
NOTCH1	0.930498031051247	0.700745467782685	0.906091349202315	0.9276842885932	0.925746818092278	0.934931742068437	0.954765546629438	0.931983823694154	0.93256132746359	0.970275405988532	0.926130069874245	0.944310258423375	0.912677715018816	0.939742399592145	0.936892106134453	0.959583890939172	0.898683788266085	0.920440467979205	0.970665956857326	0.925547587218908	0.972254274477681	0.959781783522674	1	0.947527815713816	0.916812101557022	0.888623109176114	0.945707974004294	0.931658442135307	0.923127001710454	0.979353706944351	0.954472578331942	0.941314937327772	0.962308317314063	0.888876794003029	0.630588111627706	0.925208712707523	0.938197620054338	0.560951545119956	0.750775788151311	0.944685063432306	0.940218654620483	0.926183430019923	0.894716134619337	0.958474310151191	0.950316532375254	0.928989731142324	0.732674304034186	0.822946443619219	0.900146296704244	0.833365174977409	0.215712602302852	0.726544278082585	0.9214897006865	0.930378853014026	0.963017646521535	0.920748859873259	0.825010805649009	0.947538849569482	0.81264459938522	0.852768999814509	0.962674967135103	0.938586454751917	0.934781620194148	0.946012122736381	0.716927376137145	0.885967516705759	0.894540628611773	0.894082762626509	0.955857143481873	0.918604528811081	0.894078777056357	0.93987402004699	0.934521894924655	0.849871783771975	0.957544245681842	0.962546579095805	0.922539592461232	0.928662741611324	0.94874065886567	0.801239371680765	0.870608561314703	0.875616946684708	0.955845100868781	0.918396970264916	0.945298016160168	0.909833125895938	0.960120204251263	0.951458765325336	0.922828286206343	0.764938889627759	0.94800231311862	0.841833125172786	0.953607296619338	0.87843595952003	0.982738860913962	0.967394268101849	0.145186505063093
IGF1R	0.846794218643398	0.82644018947313	0.939543359373057	0.96295345094417	0.883794472748821	0.963347456288135	0.958308660110393	0.890096530660447	0.86348334617778	0.951615983884562	0.865125804013118	0.936351187652751	0.90041916427605	0.959513749161669	0.950838834538112	0.971441152052354	0.886961927935784	0.953478123192461	0.949937883790012	0.956481224919004	0.966946665728505	0.963895050507466	0.947527815713816	1	0.871409318035313	0.916329681788413	0.919896990134634	0.968501232776934	0.949049290805582	0.962154271127269	0.947521624621093	0.964356488703095	0.972765432070423	0.912990901424027	0.722422468130773	0.931354406595286	0.913018928861382	0.694200096735886	0.766250608907899	0.866583686690553	0.949903731944633	0.927480430032345	0.92807666167409	0.965802004610502	0.946246983105043	0.931214265071325	0.812018293844763	0.87063912241183	0.930160114288015	0.854834763335988	0.336793564074767	0.741545611084113	0.895559260423126	0.868552742013387	0.931947994420514	0.859276292235228	0.907540481761402	0.938850733507538	0.860188448924542	0.882276877768177	0.945269014300555	0.945097627149415	0.875708468191129	0.957420123278996	0.81865381078926	0.923708250085978	0.919342276736779	0.869088643885435	0.886941822518635	0.86089914195157	0.926451944095703	0.912120728613614	0.932804547891352	0.876648815967392	0.911253948699592	0.927393291539633	0.922381838946452	0.905721737661223	0.952977970289555	0.835600100216119	0.882124387960189	0.937226236718337	0.969841725185162	0.881431271313694	0.957306176812049	0.863412948654037	0.931405403550541	0.91337721872896	0.925423191797578	0.836627329091447	0.886972452033365	0.883627550017172	0.956731696171908	0.943659596162002	0.966378559565848	0.961453656632077	0.172823495616216
SCARB1	0.93922594244162	0.51989876619231	0.789190511472195	0.808808802552053	0.921672999853524	0.859160441530406	0.895274365619224	0.944141589149614	0.919233069048032	0.895762509324025	0.928845270608829	0.865468000760485	0.812919469467286	0.846073235687139	0.828669048417599	0.861228881358039	0.900149645205577	0.812607594123684	0.948722236147256	0.83636491858866	0.905765576420691	0.886086926733732	0.916812101557022	0.871409318035313	1	0.7999527435317	0.890470716243269	0.827854266284923	0.833212395135945	0.931152150622081	0.920211882037285	0.883063236971062	0.893237642158629	0.729224146244641	0.562605228641004	0.873143315155042	0.879499203418574	0.420231789760863	0.624321971346982	0.949969593095469	0.833486529369113	0.786659291859043	0.777584975806047	0.894823169170459	0.895705658564543	0.874772813501465	0.628423638588517	0.66774551585502	0.826362275128774	0.688586139101785	0.131117871663668	0.684005794547686	0.867358426675477	0.914006444176738	0.896453002969753	0.879746395483896	0.713348158092078	0.871946343943909	0.685023947222801	0.737556350705437	0.907520608704111	0.831428823034338	0.889199356112762	0.875241135560404	0.535630969182185	0.855390601594151	0.796773706604628	0.885223145543602	0.916225659121529	0.935450172065281	0.818303800499196	0.8338719479262	0.860106920394453	0.698489023565652	0.914318084779991	0.941944696194747	0.828357380221018	0.828226352649601	0.890775709074558	0.754144758139144	0.771932590157432	0.777008232235122	0.867484428464301	0.861767257155544	0.846465835446573	0.935687982749965	0.923006503205358	0.923217766838447	0.833474395625074	0.626642295311773	0.912203295525198	0.785170641207192	0.866143813069901	0.740159962909662	0.913322970777372	0.877527421242034	0.125644314492105
TFRC	0.799100611244831	0.785184472070319	0.902029797798918	0.925211904762715	0.821573486726661	0.898919498020947	0.909987028585305	0.846294226052279	0.819180184562307	0.905682177779666	0.807453020962661	0.907115267353294	0.85907141505424	0.912283061733972	0.927560052542021	0.926082291682126	0.798154580459767	0.89969472804114	0.889538541617054	0.918654248798385	0.924632530800203	0.890952887817348	0.888623109176114	0.916329681788413	0.7999527435317	1	0.874817753661553	0.924966235504174	0.882837060706991	0.896188561191118	0.907761266421496	0.906031960923799	0.926079473920327	0.887329848281195	0.68322405129291	0.872522802303181	0.856561978381326	0.727476338582914	0.732985378052166	0.80970043071094	0.919629148473656	0.892506273230111	0.881859847941393	0.919136365690984	0.906440432668886	0.901386157583094	0.78223289497465	0.828517299006717	0.868982313596193	0.811370659733227	0.432340777868346	0.741795893995874	0.842276297032104	0.820712040372484	0.8845907595726	0.820491085388015	0.889851603046163	0.880244540625936	0.81388825713346	0.844607929669156	0.873352996170619	0.910584102238318	0.835921826834198	0.913515455873275	0.803319933818125	0.857217552737895	0.871157728487688	0.8236580160015	0.839763784015431	0.796760988326655	0.882365610722922	0.877500687554723	0.873092794736523	0.871176312665591	0.871334804254857	0.844974832502278	0.883318369997548	0.872008295993842	0.895151329076074	0.803451615398857	0.857318432666929	0.885381134389091	0.923839290843266	0.848690374101897	0.916176993962747	0.810161264624485	0.8790587640798	0.866285820154241	0.89915686585687	0.843179481639811	0.837065558850667	0.873591291937335	0.911244005333441	0.894739712054507	0.912328925060712	0.920090913134139	0.312220116753708
CD81	0.944728393680118	0.730412576484958	0.900862075496952	0.896523998727692	0.940401240783883	0.906813719291612	0.908580765031862	0.899684730622411	0.962983517914542	0.962858045582187	0.934092074343786	0.951200804610744	0.92993978509345	0.93018546111042	0.916016050829175	0.931958630515553	0.894615685269796	0.889552876522753	0.962659662384589	0.893360010254032	0.9627096085203	0.929502015067962	0.945707974004294	0.919896990134634	0.890470716243269	0.874817753661553	1	0.909460810624207	0.94508109328031	0.95558649756968	0.938191094461243	0.916864780099296	0.948074186205976	0.86439651457489	0.672765095740007	0.929886954326608	0.949151245405204	0.583195671577634	0.853093453421241	0.926481202062218	0.925585197718475	0.890025942727316	0.849160505805574	0.936024792900083	0.939533642283786	0.913388248085626	0.720200035065799	0.827258379158119	0.879983690759385	0.816011446085202	0.269300200399208	0.786462088803307	0.914572597128507	0.967359516520499	0.969482759973061	0.941896828804252	0.819499497320685	0.894476802179676	0.862157844078767	0.881805783852725	0.934867761522168	0.908593825384966	0.973743715517469	0.944649704272009	0.720918375922373	0.862884959936407	0.862292376444128	0.92289457670671	0.964519812028432	0.928011892439083	0.860668666958313	0.9570322494898	0.889418183592596	0.826717780146524	0.988398749264217	0.932793914803423	0.945687512672803	0.935375134463497	0.917848855775696	0.867711772298769	0.902867862693539	0.854971038293635	0.949491829246703	0.953595657833073	0.918693203710669	0.930116799734877	0.938260190008807	0.974405706135416	0.93049064703254	0.752337306333812	0.973491956436405	0.848638636308565	0.938320832044829	0.880567502423431	0.947800794060594	0.932425890562201	0.18670672151334
