""	CXCR3	CD2	KLRD1	CD3D	CD3G	KLRC1	CD247	CD8A	CD8B	CXCR4	KLRB1	CCR5	KLRC2	CCR1	ITGAL	F2R	ITGB1	ITGA4	TNFRSF1B	CD226	ADGRE5	VSIR	PILRB	TFRC	ITGB2	KLRF1	TNFRSF1A	S1PR4	TRADD	CD53	SIRPG	CD47	FAS	RACK1	TNFRSF14	LAG3	SMAP1	CD69	ADRB2	IGF2R	CD44	CD4	PTGDR	NCR3	RIPK1	ERAP1	SLC16A7	NOTCH2	PTPRC	TSPAN14	CD81	ADCY7	PTPRA	CANX	CD9	LPP	CLEC2D	PTGER4	PTGER2	TSPAN5	CD74	STX4	SORL1	HAVCR2	EGFR	RPSA	MCFD2	APLP2	CD63	LAMP1	LRP10	C1QBP	PTPRZ1
PILRB	0.603215244710117	0.605344603094701	0.648886225846766	0.518132461715054	0.443126803729277	0.604116620169177	0.663413553650667	0.306072250678095	0.301018142916177	0.648186327297373	0.507317413875982	0.511068790036027	0.533052475679766	0.669440274309856	0.628476161203338	0.659481087655462	0.811345831084609	0.655262445521713	0.710173324947894	0.369817814258261	0.716184315908802	0.556539137058593	1	0.105896581582819	0.775022332251366	0.626906653509394	0.849918379857193	0.759331404713077	0.51048530493853	0.747847690095185	0.277733775600561	0.747306148218034	0.513002680174021	0.466666068150288	0.786618689613419	0.465737267618128	0.545630513057076	0.541397969186078	0.790024303593731	0.463881922604005	0.769945421326931	0.686347583335673	0.651030538419413	0.581221478785754	0.407279623382268	0.563127534746626	0.70190582138118	0.793618775431389	0.690448747372864	0.646045795752102	0.834132866607151	0.728757676800078	0.540819749269375	0.157514182236068	0.0946787277907339	0.697460688621719	0.485692805164097	0.455088394807012	0.373258272621043	0.615770863488979	0.696009212800301	0.202054318558098	0.771311454364207	0.74951459335679	0.220682432358423	0.485071573874507	-0.334721786752545	0.348546872401058	0.581723774270033	0.607368387836084	0.638565435744514	0.0905332942197966	0.266916183767281
TFRC	0.451040635859246	0.512460858341107	-0.292663054618367	0.634967782846384	0.712612269102679	-0.314405368873369	-0.267246391660564	0.790504675559029	0.792013915205206	0.501844977038408	0.511417280186253	0.0292337338773438	-0.483890613875021	-0.0976460005472272	0.597209394966087	0.285266818868281	0.184615770366925	0.416661576174362	0.434096026774245	0.789095694522459	0.25233810941476	0.55674098522763	0.105896581582819	1	0.104207696680703	-0.264869338762105	0.0709868353416981	0.139166576501407	0.717315204631426	0.230476367964189	0.819823032683982	0.587090645827317	0.528045688599215	0.701536378350717	0.464227875080392	0.592277210154588	0.796752875734041	0.605936511434417	0.100092797931649	0.572454683939473	0.359699362843569	0.391181377267722	-0.147807939253785	0.334927722627025	0.847942183568927	0.587567405415747	0.553521607877875	0.361722171172636	0.375935431797297	0.613379004847636	0.257884406472548	0.180423755169046	0.679519898398386	0.600716630129463	0.403024853915319	0.238963453626007	0.66858876356569	0.745428796342054	0.764439995072873	0.639027474991139	0.150758863155148	0.780117545381559	0.498496502641373	0.128076860198002	0.249768769960751	0.643235888537665	0.49889779087221	0.591223326945353	0.543265840937425	0.666778641124205	0.606241749139269	0.896672411194519	0.290510085955881
ITGB2	0.84736735918951	0.818466440674581	0.750987122294925	0.678802004037082	0.600336436911971	0.732214250922737	0.772379907449531	0.437444867981363	0.411168957857003	0.770383481940955	0.562355144693794	0.50777041126487	0.625365626947808	0.559591192324779	0.755407949989645	0.764794488667437	0.894132430517799	0.83248962301935	0.893225853401492	0.551173004949437	0.863130556029486	0.780619479986481	0.775022332251366	0.104207696680703	1	0.588406826434562	0.730942931392371	0.881652484091472	0.604217575958511	0.931557033403936	0.400184307531995	0.631542371291117	0.663522288251273	0.487478623957585	0.833041851125801	0.628135539009741	0.463464197714818	0.655582643093882	0.833992509291716	0.404597897591158	0.863304834191152	0.813137526297109	0.640419304713434	0.733473021417898	0.396626700517452	0.576636627310247	0.611688834138019	0.563690404071462	0.809199069190039	0.758535767980638	0.757107806760925	0.779763569469283	0.226586211146782	-0.225742411271227	-0.279694494426444	0.389371245205492	0.51888946001674	0.570432812378577	0.482138289108225	0.332898980454945	0.704142863360222	0.0279701234743626	0.660857089147326	0.710600137631607	-0.211467700284327	0.578869125267055	-0.585748632209117	0.108007523768953	0.386145054726295	0.417446342026547	0.46170355185419	-0.00203970567650521	-0.16627739215029
KLRF1	0.444235170483904	0.518717547854035	0.886485825210028	0.309913758204626	0.283283623149048	0.827176319159859	0.868215617539401	0.238132622127824	0.244642945306201	0.525461341098307	0.452143315238797	0.568623695720694	0.713001551843726	0.582867229791809	0.459162020614348	0.519595750830909	0.661098681105566	0.521575704547338	0.404958236858571	0.131983825522039	0.690339952922655	0.278133294472976	0.626906653509394	-0.264869338762105	0.588406826434562	1	0.591879339238479	0.626622068255768	0.267482442633977	0.65645551743647	0.204986614236811	0.511287505192494	0.448743778602226	0.129166764553484	0.400603436371452	0.415548873164808	0.186473219604803	0.401532746487964	0.799720937822956	0.362096466934323	0.681374438474197	0.420290945137095	0.911644887101763	0.411765895672017	0.161358448388114	0.531496598385129	0.386086817190137	0.233951881279247	0.684668651886457	0.419108034841088	0.387349609019506	0.658240847615472	0.128725479416524	-0.359687312737096	-0.381420729170267	0.199631523847346	0.438235864742601	0.3062423793257	0.197604108306652	0.172739900867836	0.323842641769492	-0.172147362807123	0.378034768669297	0.625476124481844	-0.25070490953058	0.186153160688914	-0.609859031085908	-0.280130790693479	0.0175943892063705	0.0184091026714444	0.458634290705109	-0.367085923770482	-0.222497670742405
TNFRSF1A	0.505787366833889	0.522715578831974	0.664874116406017	0.349392193917928	0.308804902586066	0.669278717248215	0.659219186776173	0.238518687915849	0.213635954965679	0.490337839872079	0.331553837311665	0.496683967132853	0.618343492860345	0.735655730544561	0.497231192013124	0.666206037392805	0.8195392926737	0.542755994098551	0.621568158150915	0.27495944058756	0.65413901991205	0.550082575415693	0.849918379857193	0.0709868353416981	0.730942931392371	0.591879339238479	1	0.590962257513866	0.35379539802346	0.641748993485043	0.22000337705846	0.638109675726518	0.361020982697531	0.301245026999201	0.655817182666424	0.364550672682836	0.456885176256736	0.380693100330543	0.659132098204665	0.502037513131936	0.681152385702096	0.595536058772974	0.637421612076461	0.500718720552172	0.378892032993703	0.560963804103198	0.569770823748077	0.787818523369538	0.586416102907607	0.528819569471061	0.897272208576751	0.637324342223948	0.54336851810928	0.191297616046139	0.247370887509742	0.752775166857916	0.33011573248652	0.358558978414097	0.219648212996174	0.523213237803045	0.616168926737854	0.281079799378988	0.658291474183385	0.83630066660808	0.323252906272827	0.303473861201113	-0.326715238265873	0.47067247545917	0.644516669495328	0.510172891961311	0.608149919094291	0.0232071391115549	0.350477922750388
S1PR4	0.85441427647438	0.816111765141221	0.662800177509519	0.782044748532763	0.696112563144236	0.638220752745309	0.659658559469143	0.519176714251293	0.499900803032006	0.889643661440599	0.762330533528145	0.362608705611766	0.480705173055668	0.359206293479993	0.801279969134707	0.647687711885148	0.789878839717116	0.87758874976158	0.890702562171278	0.610290499014451	0.879398371677434	0.737312920563858	0.759331404713077	0.139166576501407	0.881652484091472	0.626622068255768	0.590962257513866	1	0.744913418315805	0.9008730215933	0.461147793994556	0.698072348043408	0.709749274192949	0.684269742978645	0.868257359237175	0.707328096775721	0.539113034507507	0.793735864421267	0.895997125558547	0.297848009929244	0.851465120903168	0.864905231059886	0.62445838763154	0.758634242310661	0.407166137703781	0.534984258881727	0.703780388050683	0.487388544497463	0.831930288906665	0.787770695759022	0.581112540283442	0.922340225756181	0.216468884191735	-0.2850724446749	-0.356561881638837	0.216628059641233	0.647161935186342	0.65799723259035	0.6406803522461	0.413685451078666	0.631091158376363	-0.00279180553560657	0.598020226703336	0.586808255318885	-0.315646485156393	0.761278650974991	-0.508406510562175	-0.0482824313417805	0.283770818311784	0.412362537992143	0.43707996571711	0.0738978680934928	-0.284740931425444
TRADD	0.863908438744385	0.886560109595431	0.222008652670868	0.965638641543607	0.971562380586467	0.174820096532062	0.241918828571104	0.913320405339669	0.908760166552925	0.945806022205017	0.919287917304694	0.236288873579437	-0.0364802018962628	0.0960381511962633	0.935483655396188	0.568775321315238	0.580879125594619	0.847000343334661	0.840962008802593	0.930005760458257	0.763404430531075	0.799898509166399	0.51048530493853	0.717315204631426	0.604217575958511	0.267482442633977	0.35379539802346	0.744913418315805	1	0.734170998514192	0.880889660574643	0.846476374606612	0.855600222004619	0.918210305257163	0.847970071520777	0.887899334099699	0.889362140142421	0.965839233691146	0.692459459075658	0.563693521758025	0.789871768234485	0.801061902603635	0.311861544868245	0.693936391587552	0.841187456172039	0.756080020549689	0.829672964519859	0.470504557298424	0.815802006701836	0.929606381575982	0.455826684794175	0.737509655508188	0.558417192457794	0.124522053119893	-0.022363949181213	0.212028860240931	0.914072280797413	0.958190686356585	0.976922597832149	0.700548271196987	0.400617825169056	0.453076462689911	0.685376332511015	0.402354156590202	-0.0782103615538439	0.939619547221084	-0.0617707194285927	0.251226596551407	0.444971703498174	0.632013467280221	0.684268457548654	0.613621088908744	-0.0339987264085256
CD53	0.871645197868272	0.914930796627659	0.74527526526656	0.805116456129136	0.758655515865033	0.673606548205577	0.758380147679693	0.623239058815454	0.586037626711881	0.881060268461677	0.719699220058228	0.572241052506287	0.517928878512904	0.47445926741721	0.877259899513915	0.838461631767797	0.862915921663752	0.864523891257128	0.892009928031954	0.658322785495448	0.928157853869579	0.748642550901946	0.747847690095185	0.230476367964189	0.931557033403936	0.65645551743647	0.641748993485043	0.9008730215933	0.734170998514192	1	0.604313164273049	0.725487731079395	0.79397109071256	0.58163669634376	0.864554579972734	0.793233571086012	0.578829199150124	0.800553518785105	0.88589981929549	0.576528381594892	0.928535977703236	0.813535135616601	0.738387750702628	0.709712954751688	0.546103555524867	0.727657468441788	0.710777118708639	0.469859455279904	0.905430036519751	0.875160318177368	0.665170006918422	0.780306004355602	0.319833066642259	-0.228847119112069	-0.306847106329473	0.327680625198659	0.701593257020076	0.707910196727452	0.645239894220659	0.418742534685559	0.614850189874231	0.119661317676193	0.704461855604349	0.713495239232462	-0.246830612129566	0.662100865123904	-0.51958582135564	0.0563658671352876	0.346765552982717	0.461794950538392	0.579446493496261	0.0941156251198573	-0.201370190151823
SIRPG	0.708007992769733	0.829258061969714	0.153260053915354	0.853610627620638	0.924186888699486	0.0786397959676553	0.165084287280887	0.982534549195856	0.968886341038915	0.798247592367551	0.782946099376312	0.330498772026463	-0.160019396870618	0.0824506083434761	0.871225216416368	0.548068173089726	0.457430279506785	0.683873979926463	0.620585845135982	0.902346154850489	0.62176514184995	0.677616207738475	0.277733775600561	0.819823032683982	0.400184307531995	0.204986614236811	0.22000337705846	0.461147793994556	0.880889660574643	0.604313164273049	1	0.758247556767181	0.782825698345587	0.727567017662427	0.632494116818088	0.876178969061015	0.833613983959865	0.86392695926473	0.486721945715039	0.766722086499463	0.67611588490064	0.567777594277586	0.318904380956115	0.54092413685129	0.915856785544141	0.838459699237058	0.70746671594868	0.29391108518183	0.741847081718212	0.849792298835805	0.302748860766458	0.46985274029385	0.600476312501104	0.19505988708255	0.0379660032690093	0.163913592572793	0.914190416343595	0.933866097329146	0.921750346692874	0.619043062046909	0.223021407172321	0.570154182982703	0.627388424592374	0.342476694309611	-0.0351050316999002	0.732469404913759	0.0510378476522875	0.27609490873331	0.377195707754634	0.539031718958151	0.753064422815246	0.628543417127681	0.0164864600788089
CD47	0.742723190947158	0.805179533135764	0.405883077095605	0.797772727987965	0.813106757868932	0.359308126924446	0.433448230587333	0.773475349756882	0.784207829612347	0.856766574891784	0.803334936107764	0.42148407754868	0.173515154553806	0.418620704974559	0.871052130839708	0.655145007890842	0.713336476170265	0.766438765664611	0.763715860933307	0.743515476401002	0.774685882508229	0.692927045624165	0.747306148218034	0.587090645827317	0.631542371291117	0.511287505192494	0.638109675726518	0.698072348043408	0.846476374606612	0.725487731079395	0.758247556767181	1	0.737795939032063	0.769778626949833	0.822567921155271	0.755688217932995	0.872224050217686	0.827033610557508	0.766133509825471	0.69905625230281	0.852951635549044	0.751851558139265	0.542530995719209	0.627334773218652	0.812939434619029	0.856789242006387	0.847437138040994	0.694230406545684	0.837028630012934	0.856440091304717	0.668212550655929	0.737176114166759	0.774537578587931	0.334115511783437	0.190775358435199	0.5116695256238	0.87592888709705	0.843021211362406	0.785301913854873	0.828034613306284	0.504498532875813	0.515042863553066	0.820894262405952	0.608966297046262	0.181684931990593	0.75173580232316	-0.0889685626994191	0.407203091830458	0.636177349138776	0.721455840935886	0.898643019560482	0.497510147734874	0.241525912294188
FAS	0.873308422451028	0.909138619121836	0.447734722165789	0.862999766784949	0.858625646213742	0.35806542718168	0.497042360565154	0.801507434150386	0.824796282251482	0.875643176834645	0.795076321007814	0.487181854943845	0.219356710029599	0.25874917364068	0.860608029701708	0.633045631230626	0.649471232065833	0.811243178958625	0.779375861317991	0.767311752736373	0.770947254421741	0.711432799523929	0.513002680174021	0.528045688599215	0.663522288251273	0.448743778602226	0.361020982697531	0.709749274192949	0.855600222004619	0.79397109071256	0.782825698345587	0.737795939032063	1	0.72067885991839	0.741121415537902	0.857990275764917	0.7343143177231	0.846429271026222	0.781709326205597	0.523704735076668	0.85942443002452	0.657263080813187	0.426760207383098	0.671423066460684	0.746041999810596	0.808062896781125	0.641929914897797	0.313646630387521	0.885596954928147	0.853376462914597	0.445365102038409	0.661363795484031	0.39739381479708	-0.028577496645566	-0.238407627861319	0.145311164538281	0.823107973124274	0.822250048015531	0.825875497679871	0.48710708963697	0.377971427093423	0.251850937429544	0.620747060223335	0.46926523822895	-0.233683052949007	0.752123575583835	-0.215100248762439	0.0698244017400147	0.288578309187676	0.394346054105047	0.640491492668195	0.416435484564598	-0.190682186345996
RACK1	0.753713006979727	0.71506546679604	0.0789182943350167	0.846307551391331	0.850155465172363	0.0791297309410946	0.0810015650355816	0.770112315778871	0.77454882405215	0.839411550038539	0.823052181538376	-0.01646278529348	-0.124820121770263	-0.0136112168166783	0.793061850242586	0.395862885812934	0.475970547983184	0.769080983324321	0.775940261834537	0.850050846349754	0.642120560083484	0.745572610635505	0.466666068150288	0.701536378350717	0.487478623957585	0.129166764553484	0.301245026999201	0.684269742978645	0.918210305257163	0.58163669634376	0.727567017662427	0.769778626949833	0.72067885991839	1	0.772108712768567	0.699355533198262	0.865600932221573	0.862197264115001	0.553410355967792	0.363860097512196	0.666339000078065	0.768274739162006	0.164081778297357	0.643116454670656	0.713995877624244	0.592269135903421	0.789353799781171	0.477751542880257	0.645010705720612	0.781318079080361	0.427494877651822	0.700784491005721	0.539676327282371	0.263682939098377	0.0813374176367037	0.181775885325685	0.796590511864464	0.848341455499881	0.888559319505547	0.659141472101989	0.412093463582404	0.517013281686343	0.557530486867828	0.321305169778529	-0.047815276602132	0.973512215536257	0.146045065779987	0.280452429214762	0.549603666752217	0.663154416612188	0.560707788812855	0.728208010664913	-0.0244811091314471
TNFRSF14	0.845664934006796	0.842476029142088	0.438590449104839	0.869242474771434	0.813401996995714	0.397632791226375	0.456795873947612	0.658949826232872	0.635954430871013	0.884931601245742	0.761405997550228	0.370279733370302	0.248115055918204	0.334583587826292	0.877448413728132	0.759007218340937	0.76802024369201	0.860722514403746	0.946059230305518	0.767764235893074	0.818477824969714	0.806694996280598	0.786618689613419	0.464227875080392	0.833041851125801	0.400603436371452	0.655817182666424	0.868257359237175	0.847970071520777	0.864554579972734	0.632494116818088	0.822567921155271	0.741121415537902	0.772108712768567	1	0.792243430248422	0.757820989151979	0.826673817215601	0.792835600567432	0.510526697513302	0.834992114182262	0.90838287131116	0.461899455033263	0.661620615985995	0.645641864275615	0.671438850552466	0.818236039195802	0.68789886801397	0.79447568257614	0.901212105247004	0.743968192620143	0.795511306528513	0.527346178669456	0.0795987962640659	0.0296438157495359	0.506406130283796	0.734496518778029	0.773650939782316	0.741139832859365	0.687108576354257	0.636749638887207	0.325467176110701	0.783285951740113	0.638741329611862	0.0627050756285103	0.81059138996232	-0.277153385345385	0.382050242405952	0.549569015504943	0.723664953176175	0.632082799804378	0.375582982811275	0.0980537944678235
LAG3	0.796004944065509	0.903250141121741	0.351777090130741	0.941783675397476	0.922844338122398	0.247850944791686	0.370177974616568	0.884261110792832	0.856226049458441	0.887349021389836	0.865021632320909	0.504900858556542	0.0298559460736393	0.137952328132461	0.914610488932433	0.716884380036715	0.562289006964314	0.79032946404812	0.768641974275318	0.844098241488691	0.744832786404902	0.69823708732291	0.465737267618128	0.592277210154588	0.628135539009741	0.415548873164808	0.364550672682836	0.707328096775721	0.887899334099699	0.793233571086012	0.876178969061015	0.755688217932995	0.857990275764917	0.699355533198262	0.792243430248422	1	0.700913363947386	0.896840100015076	0.716817263094449	0.650746453564229	0.785481507493367	0.727602374713545	0.459848828902203	0.562671681338164	0.776433865483029	0.759233750100379	0.708062151204229	0.328370191341039	0.836853310253706	0.920405585603552	0.364372097743889	0.643264510137847	0.420022239579946	-0.0691866772853676	-0.191632702753004	0.151476841340987	0.881861160810926	0.882453121155507	0.88148307150061	0.59127552488655	0.341211094968569	0.297656744059429	0.687750549730538	0.432638200955048	-0.179692411236123	0.75323567204885	-0.215377007622419	0.145473553278034	0.220928883669671	0.515677424741074	0.639515431312445	0.361090545675718	-0.136097383255648
SMAP1	0.727423812420393	0.753797501414924	0.144522004695919	0.789284479780627	0.848293322865	0.121120384758833	0.162056877982987	0.847779386140172	0.854384368005345	0.798949964980112	0.763986008639852	0.172826383394781	-0.0557740273071534	0.235383911404676	0.828620458618177	0.47622925002563	0.571581253988114	0.712770943317889	0.724395506305132	0.844448768799625	0.658844189014064	0.735692964359647	0.545630513057076	0.796752875734041	0.463464197714818	0.186473219604803	0.456885176256736	0.539113034507507	0.889362140142421	0.578829199150124	0.833613983959865	0.872224050217686	0.7343143177231	0.865600932221573	0.757820989151979	0.700913363947386	1	0.832524615689574	0.551956489923822	0.664896940740184	0.718019576060648	0.665441951642119	0.260311605008284	0.634294770396652	0.907617788313418	0.813680799589528	0.838870783545647	0.637505861372725	0.701810779114855	0.825972582506839	0.597606746398922	0.612127253297602	0.823693705737342	0.474254849563732	0.332700122890677	0.460450313051856	0.832320314690631	0.887513195578833	0.863449068487045	0.805013259777023	0.365569918567584	0.707438201202848	0.69202878899783	0.492374655379717	0.256182733296639	0.832274418951465	0.172869302208135	0.520740519552033	0.721771419969614	0.738847247812295	0.814746336435302	0.781115208831688	0.301914728602276
CD69	0.877967210967646	0.913873893454214	0.355811266754639	0.961876945509009	0.966677232861626	0.30075954160499	0.359984148452895	0.91220526353595	0.889380406140868	0.971715299528484	0.953836206498149	0.266515614281734	0.0551343828934904	0.147755548595537	0.960906086708086	0.614253287962841	0.638934358551062	0.886059478730196	0.836136979825639	0.910656132080776	0.846736203625073	0.792896509474346	0.541397969186078	0.605936511434417	0.655582643093882	0.401532746487964	0.380693100330543	0.793735864421267	0.965839233691146	0.800553518785105	0.86392695926473	0.827033610557508	0.846429271026222	0.862197264115001	0.826673817215601	0.896840100015076	0.832524615689574	1	0.753139794438402	0.611554959857968	0.831488474040869	0.800937339026709	0.471408525422525	0.728529989264982	0.799294084596995	0.756926690912998	0.865753144961179	0.431204376975618	0.86130174761936	0.949266245158496	0.446620235129789	0.783110994939273	0.497004043578123	-0.00902810689174596	-0.14183303805734	0.186979466836907	0.926719856499665	0.959696885804344	0.955684426286666	0.649707293281673	0.384088914200023	0.381441859714735	0.688070516393311	0.4515957472125	-0.175672370143743	0.914326080008469	-0.174466145669069	0.13421795540981	0.378450518229236	0.578827737086219	0.674466744315411	0.482136490389541	-0.126631155639997
ADRB2	0.813457695684663	0.823888408496494	0.755705951505369	0.722797641390716	0.66755704399512	0.691235237516839	0.787311980938552	0.543689078945629	0.549603679827568	0.85705147105182	0.770471758706563	0.563683110234911	0.584191334878913	0.523812501119958	0.789472544803696	0.686734057881793	0.806160316285516	0.802679062857846	0.797892282205265	0.515155605782806	0.899421317417725	0.622916295026622	0.790024303593731	0.100092797931649	0.833992509291716	0.799720937822956	0.659132098204665	0.895997125558547	0.692459459075658	0.88589981929549	0.486721945715039	0.766133509825471	0.781709326205597	0.553410355967792	0.792835600567432	0.716817263094449	0.551956489923822	0.753139794438402	1	0.429826286391854	0.916027576290121	0.738831748704136	0.727052073532994	0.686072555360354	0.496077038409744	0.701524918142325	0.655006746611114	0.500375522678652	0.908668119460329	0.781344302739786	0.605501015046291	0.88022979426132	0.33105714430364	-0.229851691197914	-0.299483620030308	0.287474463324206	0.683138574591224	0.645770997682537	0.600031869715541	0.479323389217985	0.502795448020575	0.00356024482770169	0.648149365620826	0.661272793318052	-0.197159540575057	0.619347516079638	-0.538677862766251	-0.0442405982034177	0.256447086964021	0.343318460991907	0.600309403741479	0.00762955197411606	-0.15738257129032
IGF2R	0.449871982721905	0.647311414636003	0.331882934552473	0.56976629565898	0.649334948844384	0.230852354603877	0.33311139334323	0.727441733529892	0.672955918831463	0.557288240743232	0.53163938335749	0.520371371383909	0.052093637098924	0.385510289807874	0.698484527592805	0.677773476751528	0.531432781990864	0.464440950095971	0.456903590701644	0.590483245742848	0.578680646738427	0.459459362966501	0.463881922604005	0.572454683939473	0.404597897591158	0.362096466934323	0.502037513131936	0.297848009929244	0.563693521758025	0.576528381594892	0.766722086499463	0.69905625230281	0.523704735076668	0.363860097512196	0.510526697513302	0.650746453564229	0.664896940740184	0.611554959857968	0.429826286391854	1	0.615867091961113	0.40343005550101	0.568077900113238	0.336469649474669	0.791544306645112	0.812047553722466	0.681162872144001	0.471524778408841	0.617951292931752	0.714683937807612	0.507467876740306	0.294790467016695	0.732235044005068	0.334538756805122	0.271588437034425	0.535637996438397	0.685149088946161	0.677140441298724	0.576326843001053	0.643961233490296	0.222886043667293	0.60288574049339	0.706967697571076	0.57045531618927	0.296344204802004	0.37011761252501	-0.0070815089461629	0.475619769514567	0.512886756698949	0.612392486235726	0.815321976408774	0.367679739411184	0.357873378457309
CD44	0.906261222331932	0.932752499281862	0.719845421140553	0.796602682614245	0.782447765108523	0.672527574182213	0.75108152983052	0.700208699533057	0.699324914850636	0.910924349550086	0.764065639881626	0.573353195035802	0.518952920182718	0.581172565047549	0.899815221312855	0.751376311741271	0.889546759813582	0.87969414669418	0.872548686251918	0.686058550410789	0.938178949284673	0.779488882134453	0.769945421326931	0.359699362843569	0.863304834191152	0.681374438474197	0.681152385702096	0.851465120903168	0.789871768234485	0.928535977703236	0.67611588490064	0.852951635549044	0.85942443002452	0.666339000078065	0.834992114182262	0.785481507493367	0.718019576060648	0.831488474040869	0.916027576290121	0.615867091961113	1	0.773538069992161	0.70915283349196	0.786455493779088	0.683578735771616	0.850288987710625	0.748009897986306	0.588192947471401	0.970137798582422	0.884098752206402	0.6973923475236	0.825262609641302	0.492668700686058	-0.027288069033871	-0.185898214993761	0.368262220485947	0.78504997241136	0.77881576655516	0.712489269453618	0.523598123916549	0.577431798133798	0.262364308625063	0.745916031306334	0.739051968105711	-0.157288780060213	0.71097507410694	-0.368508149337739	0.127624588624055	0.474814328120757	0.496889983896582	0.736832726190118	0.247738143062254	-0.10266806759086
CD4	0.80428301757152	0.780640163652218	0.420620282239033	0.821748863347199	0.773492040230052	0.428338735443605	0.413208699097062	0.617587258750426	0.587418961031535	0.851740222301176	0.755361062157874	0.156412666834688	0.20522693060796	0.199401902832671	0.81134697447531	0.681094536023907	0.724972123395302	0.889164654678597	0.928938097756232	0.769867666029387	0.817698268684421	0.837117655394344	0.686347583335673	0.391181377267722	0.813137526297109	0.420290945137095	0.595536058772974	0.864905231059886	0.801061902603635	0.813535135616601	0.567777594277586	0.751851558139265	0.657263080813187	0.768274739162006	0.90838287131116	0.727602374713545	0.665441951642119	0.800937339026709	0.738831748704136	0.40343005550101	0.773538069992161	1	0.469919139145684	0.617686573227509	0.522069174472318	0.569958248806295	0.810552114149692	0.55752962897362	0.721326553667654	0.831185812290367	0.655394524327606	0.821160804954867	0.367464722712334	-0.026231015113688	-0.0762160275165244	0.380165937687894	0.720003821549561	0.750389463813725	0.703629737454687	0.54840309477859	0.657934196309826	0.28331648676747	0.688131261826407	0.624573414135054	-0.107070537867564	0.823198725685809	-0.311459273098383	0.254175743345315	0.470575162022689	0.651792773534002	0.52307496352408	0.296606583490075	-0.0665322842606042
PTGDR	0.468044127641931	0.575988779449395	0.888702863855113	0.365953558707769	0.360504956568821	0.831761999750178	0.847708375075538	0.32122745844854	0.284115054014782	0.558007827469569	0.446483398579481	0.56201880292394	0.663790939496753	0.599723173809334	0.548952989249408	0.650027128900854	0.735266587574766	0.566745087214649	0.459406507906178	0.239140247668288	0.757261822510421	0.358596798902926	0.651030538419413	-0.147807939253785	0.640419304713434	0.911644887101763	0.637421612076461	0.62445838763154	0.311861544868245	0.738387750702628	0.318904380956115	0.542530995719209	0.426760207383098	0.164081778297357	0.461899455033263	0.459848828902203	0.260311605008284	0.471408525422525	0.727052073532994	0.568077900113238	0.70915283349196	0.469919139145684	1	0.427961838114881	0.244110031884129	0.582641772074669	0.525528932224124	0.30200305480718	0.699039817520584	0.517225978656897	0.48160130547864	0.599505924949319	0.225819750750944	-0.286337344195869	-0.294428539017409	0.334746652645451	0.487967605696219	0.369652489379616	0.250092020888449	0.221864424677904	0.419161273116488	-0.0150644116576508	0.496295823721557	0.740110220311215	-0.185016407924433	0.224797836826222	-0.580957589595912	-0.137363002242072	0.17190751919085	0.18243476265167	0.535314294742494	-0.286912367635791	-0.147392928170468
NCR3	0.881222426477428	0.802960875131614	0.579644024176912	0.649594622774722	0.624898483239472	0.603058774979851	0.583787877986369	0.588969003442614	0.605969818398798	0.78588041559099	0.596257422876697	0.31989984299567	0.456281821881362	0.527184890817385	0.753634581582568	0.415123868861845	0.796242453351066	0.811885247937246	0.737868872019606	0.663476643763722	0.729865046058141	0.849035628442972	0.581221478785754	0.334927722627025	0.733473021417898	0.411765895672017	0.500718720552172	0.758634242310661	0.693936391587552	0.709712954751688	0.54092413685129	0.627334773218652	0.671423066460684	0.643116454670656	0.661620615985995	0.562671681338164	0.634294770396652	0.728529989264982	0.686072555360354	0.336469649474669	0.786455493779088	0.617686573227509	0.427961838114881	1	0.561341550466211	0.608885814806866	0.581034958480421	0.498018379061954	0.802707050904258	0.695781172344837	0.571754902461734	0.8035269609428	0.327238964204717	-0.0834609545516058	-0.242675877979261	0.167352934872701	0.589876749217897	0.696736639727347	0.652624199672271	0.326157691726497	0.598312883072185	0.201135942473453	0.53105982897201	0.487535439855967	-0.284630920889405	0.69582289447456	-0.294441290211144	0.0348337391662899	0.428209137139775	0.284645015859938	0.522278245925648	0.308181181801169	-0.235903832121787
RIPK1	0.673507277948791	0.771281994297468	0.116274929188851	0.782178772122617	0.850954546855218	0.0515070576573492	0.154655643601605	0.915418738075512	0.907140700270761	0.737694520048108	0.73400548676256	0.359898547394984	-0.109030689044373	0.230093837255253	0.817878945350443	0.542535410612794	0.500000239677675	0.602582635081474	0.622032372224065	0.824110884570582	0.587798685275142	0.655917314612915	0.407279623382268	0.847942183568927	0.396626700517452	0.161358448388114	0.378892032993703	0.407166137703781	0.841187456172039	0.546103555524867	0.915856785544141	0.812939434619029	0.746041999810596	0.713995877624244	0.645641864275615	0.776433865483029	0.907617788313418	0.799294084596995	0.496077038409744	0.791544306645112	0.683578735771616	0.522069174472318	0.244110031884129	0.561341550466211	1	0.860722417753859	0.708999990995487	0.518760507922218	0.704403012052957	0.827424244232172	0.482566053395521	0.467218839372155	0.79412196641601	0.438497496612318	0.272847816942464	0.354764105553148	0.822775223749481	0.8962691743094	0.863401912465213	0.766273495795969	0.224887566624704	0.684699047336773	0.681397927052216	0.40432389597592	0.212300706814929	0.699332819995527	0.19545117605135	0.501334468497695	0.577158479522466	0.65601276128351	0.82246706094894	0.71687140663057	0.269529904686562
