""	EGFR	THY1	ITGB8	LRP4	LRP6	CHL1	GPR37	GPR37L1	CD9	SORT1	AR	CD47	SDC2	CD44	RAMP1	NRCAM	INSR	ADCY1	ITGAV	CADM1	ADORA1	PTPRK	CALCRL	LRP1	LPP	ITGA2	IL17RC	MRC2	TFRC	TSPAN12	FZD3	ATP5F1B	C1QBP	CD82	ITGA3	SLC16A1	NT5E	NOTCH1	ABCA1	TSPAN5	SCARB1	CANX	ITGA6	EDNRB	DPP4	PTPRZ1	CD46	SDC3	FZD7	PTK7	SMAD3	TNFRSF1A	FZD6	CD63	FGFR1	FGFR2	ITGB1	LIFR	TNFRSF21	RAMP2	PDGFRA	PTPRA	TNFRSF12A	TLR4	SORL1	CDH11	ADGRV1	RYK	RACK1	HMMR	PTPRS	SLC16A7	NOTCH2	PILRB	AMFR	SLC1A5	CELSR2	MCFD2	APLP2	KCND2	SDC4	TSPAN10	NRP1	CD81	TRAF2	NCSTN	JMJD6	TSPAN17	CD99L2	MERTK	NRP2	RHBDF2	STX3	TNFRSF14	SMAP1	SIGIRR	PLAUR	TSPAN14	CD68	TRADD	HLA.DPB1	APLP1	LAIR1	ADORA3	STX4	ADGRE5	CD74	ERAP1	LAMP1	GPNMB	TREM2	NCL	ITGB2	VSIR	CXCR4	LRP10	RPSA	CLEC2D
FZD3	0.970816957187366	0.94574322831583	0.967927019501668	0.664874080299903	0.958090860380425	0.97766446296602	0.897371163774661	0.93091954020333	0.906781056471159	0.975444159013263	0.969938296696564	0.950993785329466	0.926568039469496	0.850183714430586	0.901309282582428	0.988750071421963	0.887510802499171	0.948398097675151	0.97833314318434	0.970888864259414	0.96967427476293	0.673609101171093	0.983213750728932	0.945666797094613	0.964337507162667	0.85639399217222	0.798279182506933	0.983151648951717	0.637956002214369	0.924714849219807	1	0.9499882166915	0.946436625596727	0.945296181678074	0.863887792802754	0.913227981418241	0.976793144354585	0.938672899939881	0.890899013367691	0.944179664244822	0.742891195440359	0.962169116286347	0.963367603941142	0.778033247052645	0.741705900097604	0.98355942230329	0.887372495857217	0.941844342431709	0.948406987650769	0.819326988027556	0.971519801927661	0.975035621453499	0.828374429576655	0.973044629573407	0.876076739429386	0.796234044839556	0.877175790260103	0.951994223040662	0.89174362206495	0.940686540550518	0.971100513316354	0.986446510884037	0.953841015780015	0.6854967017995	0.799050444801996	0.902157632291602	0.676916649368092	0.969753389142878	0.856416461757832	0.90494058766531	0.923544605484146	0.797423179694073	0.96126996730658	0.974329823096248	0.753859676378251	0.450701086088675	0.957061939427163	0.790346624491639	0.952361519759992	0.979899508687875	0.910149992507161	0.529810808259199	0.763391240501347	0.650868164469169	0.869382137716121	0.903442095322417	0.870559123142201	0.949559616436191	0.915981640650936	0.610665853387863	0.766538594370978	0.606447036188263	0.636279319687923	0.727204490321948	0.791257267139548	0.698999707995691	0.156785551419131	0.716222104899918	0.0268013811221779	0.469376063364724	-0.000647685830586817	0.904310866581692	-0.00455473770871627	0.0533107301749311	0.832789979817317	0.347651279406019	-0.0160399395885335	0.950459365469098	0.83447201269722	-0.0300362624346639	-0.0080110908815666	0.943075666254951	-0.0734473614067521	0.200948503437235	-0.364563234080236	0.926183833164696	0.904218166365612	0.251141779224635
ATP5F1B	0.957090063005401	0.982998173645579	0.966593912818236	0.736308060760208	0.939816801997403	0.955067611353343	0.927777256705508	0.972260936818555	0.868029091600526	0.987241928387886	0.973766079229383	0.994477490489018	0.906735912770154	0.870203258444539	0.972470229289487	0.959559473328193	0.762960987045298	0.979230195743979	0.960524431381987	0.977194673901316	0.956199717718437	0.530641007183344	0.92864960436406	0.906826415410434	0.90080849855338	0.92719537814437	0.911076818164703	0.923680131302911	0.489378712192178	0.975240462559916	0.9499882166915	1	0.974624141686549	0.984137125858315	0.809135712745566	0.880533926076128	0.959643239993875	0.951945855467976	0.80111394307833	0.984506158685524	0.668611537550122	0.95770496473815	0.943086645545821	0.910640898032783	0.87703611949635	0.96586840286391	0.794686625938321	0.89658071892434	0.854253623475472	0.930908737296355	0.980028054731798	0.939588586796617	0.949602055329458	0.977601832409092	0.723560952056111	0.914914202540924	0.848064262750272	0.96311858865177	0.960484347554491	0.875187428154482	0.936326884548713	0.974244503300937	0.846740700666511	0.811267842400254	0.772965332356109	0.957051791817496	0.823271580300996	0.966151249096392	0.791985126558698	0.914433062122811	0.831508269450795	0.889166948501582	0.908435635738193	0.97488061813773	0.692624230936222	0.519863942346998	0.971471632447209	0.830711010765545	0.978808237221794	0.968678231722579	0.764510375901967	0.657713731224566	0.707159609210341	0.612223961307665	0.912429809728966	0.961781995629405	0.8329907951097	0.90809274218926	0.856192289129921	0.583139215779888	0.665668598795954	0.579351067060556	0.481614749348433	0.606571107940303	0.905766239364241	0.649389832191877	0.133658222318485	0.610802671705154	-0.00703873087509653	0.425202216262833	-0.0145694850470761	0.970635372770492	-0.0256588126875191	0.0737603816228086	0.707547175264688	0.328621957800962	-0.0211141021588304	0.915225746188906	0.844130614650725	-0.0660851004653753	-0.00533483785337288	0.908732611111961	-0.0845477622791672	0.175243430033336	-0.418703423293639	0.952618846749946	0.932079690527909	0.210426854960995
C1QBP	0.94296472138735	0.97008284792139	0.963613175352272	0.70877264938641	0.960276298866724	0.950232732973239	0.919117402273026	0.956608636270779	0.863767005122302	0.973482175721743	0.956024785558628	0.974009725089761	0.899436859931813	0.871350372887332	0.959782740223199	0.961406245199534	0.788656463301571	0.958298496407171	0.984948281517332	0.967310251241793	0.963560473594323	0.610888030309086	0.935184912840556	0.944069654959323	0.937793017186696	0.934274423115357	0.87360099816228	0.942069096539013	0.593228839116317	0.939787558624866	0.946436625596727	0.974624141686549	1	0.969750765434447	0.825189909116845	0.865121825892788	0.964858621034876	0.972147983904211	0.85962142382512	0.964239721495999	0.684677474996853	0.957887453164942	0.978954938579751	0.866780583023827	0.82617739850029	0.966086103627018	0.850205487565041	0.946977505237981	0.839228562228483	0.865780473489087	0.976672840975944	0.971224862265868	0.909542711651716	0.989134364478925	0.759453303560902	0.864164665359823	0.916681646767705	0.973841958252169	0.936338820463898	0.936668491201464	0.917120968944209	0.974977631318867	0.875232617685153	0.863879344718151	0.855055278436999	0.935099649115211	0.794291505418812	0.966579213516931	0.834821467059563	0.87220204865791	0.836201754178077	0.843173532861275	0.925578742767209	0.965343240636148	0.736853146390647	0.58610073072972	0.960716158197089	0.871028820609259	0.982711088122796	0.958771299869312	0.790589502491907	0.609100621069671	0.800970269542617	0.735636655258904	0.870343158265455	0.96486985667794	0.868386729663596	0.954033836346073	0.889614752105798	0.696737276325062	0.700655968868281	0.69166350293868	0.523553776348522	0.671725128129521	0.904697388369693	0.766339079646593	0.281197264425539	0.708038298689445	0.149659676897422	0.542580012152986	0.139614454716852	0.927438530914094	0.130373529769864	0.218786395002698	0.779122302182663	0.379443895486827	0.130757077513823	0.941182383029965	0.902420037402389	0.0161613856286572	0.147112811994954	0.951822741327221	0.0670781222053782	0.328273360552615	-0.334892684872933	0.977786839805821	0.963054207442503	0.276950839426137
CD82	0.96340275292253	0.971977595629545	0.964482577698032	0.785125121649151	0.919615905272352	0.955299598853747	0.895634063523937	0.970909866374109	0.884731071631362	0.985183423070646	0.966629551704997	0.987098911139228	0.907494120130306	0.870140436456323	0.968876890948624	0.960050429094276	0.754146806890614	0.971412166900709	0.960831155874843	0.9886529102191	0.96813421087459	0.506049389909656	0.903042054005616	0.916622861193977	0.90066133149462	0.921105735856288	0.931542249059891	0.932470954495591	0.512389967136259	0.982494332175009	0.945296181678074	0.984137125858315	0.969750765434447	1	0.830233261955404	0.884216648568959	0.945569177589041	0.969418612176818	0.784621727549297	0.981529499247429	0.718518701795125	0.959934044109839	0.938712694432934	0.914985412991022	0.854432724798078	0.959513275165936	0.782150384870225	0.896837660380117	0.868266572087079	0.931405905421354	0.97682670822354	0.933788823206162	0.938488503203164	0.968164341952945	0.726883983482277	0.919007723035432	0.856666907781002	0.960452380462341	0.966762184534322	0.891108170776739	0.906357885821831	0.96124077256725	0.829159144642451	0.818231379585119	0.773260496237568	0.935678509361644	0.845491192944271	0.967534361089912	0.795269545050236	0.87542065317556	0.809378311336018	0.91970184989766	0.875755979090859	0.975134053162501	0.658473717790532	0.546129712694118	0.975347894931314	0.828906180058503	0.982186326300757	0.965167606304448	0.768461576224272	0.712513979572166	0.699209347256872	0.622631213930226	0.928299007707355	0.964142811364363	0.816340989356389	0.896509242240566	0.829858031328271	0.582763631421804	0.665036913436574	0.589699675078727	0.504478997669783	0.590643493509366	0.883791871828782	0.652329330811917	0.136572162158638	0.609022429362364	0.0102401854791698	0.436252677471692	-0.000581055956424831	0.976683045812182	-0.00890060920257995	0.0933958050317973	0.704818571422568	0.303657645423601	-0.00625295813191688	0.921200029411147	0.831151145276744	-0.0819337906070872	0.0147506845129023	0.908247038174301	-0.0738310093307588	0.193019561256141	-0.39100127674178	0.968697701975507	0.932976660808655	0.264426648107564
ITGA3	0.922853015304622	0.763981328469109	0.902409477939003	0.811820538752031	0.832034771152095	0.917731793816555	0.71937364017539	0.768904851044171	0.959804861226601	0.832603490916386	0.794955044933154	0.825459695015512	0.919395133912377	0.734566530368012	0.767617908862049	0.896829683673269	0.729747869764547	0.788035157403574	0.856701979173429	0.862856846311722	0.874074389301362	0.666367173369814	0.847834010938889	0.92901550641886	0.900748755555643	0.698204141343184	0.783924743016074	0.881729462425394	0.719307995821662	0.860960520289712	0.863887792802754	0.809135712745566	0.825189909116845	0.830233261955404	1	0.935494944879358	0.86338619031951	0.839403928081599	0.80784881116311	0.837562357896652	0.881061371455943	0.914317593633437	0.848601596031088	0.742772988271756	0.54853286822986	0.889004359336921	0.798140111825483	0.781010069350647	0.846954615500681	0.729138022817204	0.859604504198529	0.874057022723011	0.709815522254328	0.844008333560979	0.851677009886716	0.656507817343615	0.737489285399896	0.87729845423714	0.819200770063094	0.812596983987122	0.833737270112059	0.847458917664416	0.813939881626367	0.579852357961422	0.624247492386609	0.769711020343873	0.662746378388922	0.844924979487637	0.866011495661336	0.741523243734659	0.696976332681145	0.804410631922986	0.791311310765706	0.888960529888369	0.47672131461548	0.628439181834004	0.867770714522432	0.80264081060731	0.838817115851666	0.855397127259914	0.884512824687791	0.646878931919976	0.732835738831149	0.536011161016129	0.746886303238719	0.84892376493447	0.83193675578108	0.82133751486673	0.719028516485627	0.428978490524898	0.750632641423845	0.426356914731659	0.749874967340314	0.463115915783181	0.664207346518243	0.51689090311609	0.0645790665439708	0.503282849357909	-0.0167387400024637	0.308045097052632	-0.0440353549889067	0.739815810495083	-0.039370336618022	0.028593249933738	0.676107079046127	0.079757868285109	-0.0630708069593868	0.77412590429632	0.672361422574675	-0.0861858064837623	-0.0513812544401569	0.833034956492414	-0.144813439498323	0.123923412040185	-0.392649737441622	0.78658951511053	0.804093130939945	0.191268257130581
SLC16A1	0.963775849921522	0.819408318812465	0.92561384474416	0.790208794607483	0.832975686183717	0.940957409415244	0.754609549328656	0.814942008337253	0.988330224416011	0.903953786307812	0.869075439622785	0.895674343279911	0.950859811135934	0.855330724083569	0.804274972639477	0.927740549898284	0.794613948282817	0.853811393912086	0.886094017288325	0.912671058684848	0.896291636887288	0.653451109157614	0.891201098330491	0.936429474075524	0.916184511211837	0.732650650905032	0.832711848759049	0.902087814058099	0.713919952723934	0.906522691037462	0.913227981418241	0.880533926076128	0.865121825892788	0.884216648568959	0.935494944879358	1	0.919650711710883	0.843878241302419	0.857566913790131	0.887179613642937	0.894113129715838	0.965150995286834	0.866242615948056	0.806787157036877	0.636192090592417	0.91078793739848	0.853122694483051	0.791105440170501	0.903652350807048	0.810534597699609	0.914748501512157	0.901697462995729	0.776438289860148	0.884039062366232	0.887759100354032	0.72331670392306	0.77753121065087	0.885536677721646	0.844025559952854	0.808372217916885	0.905911632580245	0.904439413545186	0.867110706754182	0.595398902999944	0.677702710763102	0.847744719246299	0.685640032324434	0.909026119874978	0.917098846817537	0.851929037711263	0.746454732435686	0.858138232704871	0.867782683333727	0.936114491268863	0.580367889245081	0.609166632927792	0.917572078187316	0.823837344914378	0.904603470272704	0.882798496389548	0.902416500909313	0.655118029768469	0.753580933812759	0.539868594871062	0.834761627509759	0.86086508297958	0.89043701930197	0.845911679039805	0.765478273125238	0.468211993347338	0.843564034392154	0.482180777384596	0.762227036017154	0.569338931854884	0.740678085431142	0.556217983856609	0.0914717110150464	0.5516947708273	-0.0120349349093701	0.384536534870093	-0.0489705084738378	0.820606866070106	-0.0464564885472825	0.0202893194663117	0.727370023790243	0.20581083888945	-0.0670655385936672	0.83290302287119	0.745264003183106	-0.00802534870233846	-0.0611654145484094	0.881902928031964	-0.126471646348189	0.131483839408956	-0.340027815260833	0.823938312495655	0.872625220250506	0.270007683202682
NT5E	0.968393110500502	0.945042920406825	0.974673344361448	0.677089800023478	0.95462885007352	0.972855527359654	0.899535535122958	0.921590118659608	0.909495544157026	0.974874870849301	0.965534334248677	0.96015503853659	0.921760363373544	0.852103280435744	0.913278194554783	0.981374590470192	0.863816807801087	0.949545115491398	0.977079352358543	0.958842970097883	0.957298193868761	0.683630663752705	0.976821803113732	0.951403101435269	0.957656391838583	0.867033488246727	0.817568043992522	0.959904311062494	0.646403364485036	0.928815050519254	0.976793144354585	0.959643239993875	0.964858621034876	0.945569177589041	0.86338619031951	0.919650711710883	1	0.93366883851802	0.905231328613967	0.942521827685529	0.728665873359454	0.971576231485952	0.965144752157742	0.808289904337293	0.749209719835492	0.980290749645066	0.883547247158137	0.931450740066413	0.906007150042573	0.845490743024924	0.971446684176427	0.981325028967462	0.855772469751367	0.981008212555199	0.862439811209875	0.798742549192153	0.880141045703925	0.959332237144385	0.901870219583823	0.927273086389607	0.973779239529432	0.989894697553392	0.930754297084512	0.736375168732593	0.812211534575928	0.916380937278746	0.704038323082098	0.969410274381768	0.86304222229044	0.907179465370172	0.885828413436319	0.801704981642306	0.969259504976373	0.974563220129469	0.739392978302243	0.512128634351195	0.968497374728662	0.827903783335637	0.964137574781131	0.960278363706683	0.875276023376897	0.528817459585301	0.806414324236373	0.670819136356781	0.851037468532091	0.925558911341179	0.897734877891429	0.958352464139519	0.904027045263625	0.633499986256358	0.756786358765584	0.626699911434604	0.605143094737738	0.704501633187099	0.825112318333538	0.708700724282984	0.19925729455252	0.709583759252872	0.0722861770950838	0.487892313377288	0.0480875747615402	0.902549137796178	0.0437690779956073	0.109231567242372	0.815770883645561	0.336926406492696	0.0337321985418212	0.941552559530696	0.863393636642127	-0.0039291589201423	0.0464627358066606	0.944527559941067	-0.0264881284666301	0.239126454055861	-0.378237103163973	0.92196451968127	0.923561925391325	0.248346437649548
NOTCH1	0.941435011048659	0.96447623756767	0.962484062059362	0.760970156566307	0.946143146459819	0.947613802407762	0.883083524300321	0.973340598520767	0.853528393438873	0.956641911289184	0.950612874382996	0.955140272480359	0.871905793488053	0.838648683708003	0.963700316221757	0.964090873007071	0.747593989572886	0.954899370288704	0.971028470442848	0.973547231371835	0.974480322400908	0.560028069572331	0.901827295496574	0.932969901627418	0.914670600928141	0.928950453552316	0.882415320344758	0.957611004262061	0.546019342198392	0.941468552709461	0.938672899939881	0.951945855467976	0.972147983904211	0.969418612176818	0.839403928081599	0.843878241302419	0.93366883851802	1	0.804313034229224	0.951594134467411	0.685996989063999	0.933514363529292	0.956316030137406	0.857465065501939	0.801413808852285	0.96163133107616	0.78833717624845	0.943950139265155	0.851852271426087	0.856694720692457	0.955148732863547	0.945422092134762	0.897385516753618	0.975164559052683	0.731904385808558	0.863843823438161	0.865996330915653	0.966844529343297	0.9505172479581	0.936754051409354	0.872964446389502	0.952766477996644	0.850282925898346	0.827162524611224	0.797279980912017	0.906986612985889	0.828212539712964	0.933678662251577	0.790673862784106	0.819873364453697	0.828492057123995	0.855981761810124	0.870759206387636	0.949532218957257	0.64548591140293	0.511119987400175	0.952068468951275	0.807123249340731	0.956789515536919	0.969263519774929	0.783555586973789	0.647488562058207	0.719440727510769	0.666505940790485	0.869797350965943	0.954498721269765	0.806716376576584	0.91136122891692	0.828213833923587	0.612853939658858	0.65999080567237	0.61659780744967	0.520825684280397	0.610371905868725	0.839638393090722	0.697414640164907	0.182214749123427	0.637524464174103	0.0630598752872098	0.440857970565467	0.0474161013842622	0.937559806325399	0.0339034595471545	0.126430681651096	0.730290889530167	0.267048530890237	0.038773584019614	0.922218550581721	0.819296296474012	-0.0480150105469423	0.0598584556228565	0.900520168768867	-0.0311597763041628	0.233707577005484	-0.403461332679465	0.976583242877548	0.918807561577302	0.21255049766814
ABCA1	0.851901847693973	0.774793463903697	0.84781130485656	0.511643781707678	0.860193414637709	0.863286062860077	0.754422365752734	0.747879035349599	0.847503518327084	0.844008357551021	0.826382979181465	0.812117502440532	0.833937927062473	0.811307810940659	0.723457074512123	0.879460837297939	0.906340759412461	0.7826415336307	0.894998926850264	0.828163010734002	0.851275825703963	0.78839231269747	0.915479448171917	0.911060011661884	0.947339872043106	0.690563116733748	0.617176256149203	0.896231853783459	0.852786898492472	0.751038635564054	0.890899013367691	0.80111394307833	0.85962142382512	0.784621727549297	0.80784881116311	0.857566913790131	0.905231328613967	0.804313034229224	1	0.788447737857971	0.764961010193667	0.884734612658554	0.910612758289251	0.597885379154264	0.513272207381808	0.86503407401769	0.964198372311729	0.892489912257215	0.85303163135155	0.61063954855303	0.856665793865315	0.93916442787344	0.637018132408913	0.869006877978531	0.920027200457519	0.570065485056947	0.905618698212253	0.836787874072854	0.708301795406601	0.89328009685206	0.878110729912096	0.893863130697582	0.931864094035382	0.638228036002284	0.881967218101014	0.760712669245302	0.468694407911479	0.871405454532311	0.910214382200544	0.808630380137607	0.830593872893893	0.604805125226621	0.939405023205969	0.860389612977208	0.794997578749894	0.563719162365781	0.82835239136516	0.82713812172084	0.860039104196431	0.825121907604101	0.907994127771516	0.336349299232648	0.933405577698706	0.795914464727639	0.68867584231784	0.798804748026713	0.906760946977533	0.938205962262742	0.88892683814713	0.7517807041659	0.87346664427456	0.755595053188749	0.718582135558413	0.824500014627463	0.72778490674012	0.817154377578799	0.456669846271473	0.837719136697035	0.351677094564192	0.654900655847407	0.301357982200091	0.692367285359698	0.306777027690267	0.325365838569642	0.922562061554533	0.43909522408029	0.283418472987306	0.888503674857845	0.891330854647612	0.318925980528512	0.278364282981351	0.935878382890648	0.249358026822728	0.475917699995579	-0.124484653828538	0.819952294256426	0.858986445351666	0.354860441722472
TSPAN5	0.959233963552046	0.969876859002715	0.971332138820731	0.790836421235879	0.939145241054282	0.958168451403392	0.936064667901044	0.957836513380342	0.888729792851873	0.976988159501501	0.945456677947958	0.983259479982452	0.93921262583799	0.845282690404938	0.970568417318872	0.957111418270677	0.735582983322675	0.952029082945569	0.958770605973172	0.977178981121562	0.953857288310834	0.528339000199449	0.921747536486372	0.91894422100704	0.911274182776017	0.934874683838473	0.927441817683244	0.92447295215282	0.49176493430415	0.979893255265153	0.944179664244822	0.984506158685524	0.964239721495999	0.981529499247429	0.837562357896652	0.887179613642937	0.942521827685529	0.951594134467411	0.788447737857971	1	0.708105402267666	0.959355966190427	0.942934001950742	0.92611343007916	0.879401533034595	0.966632474244083	0.78395467776864	0.876218834262674	0.839578303795441	0.9301720219643	0.984485288461055	0.929696058481779	0.949309408785235	0.964649136397389	0.715379745266959	0.925845247130863	0.850342444226182	0.976310671447861	0.96119372921081	0.866959306530623	0.920910702830706	0.960891668328646	0.822530244558086	0.812449463538328	0.741514795027617	0.968487709924955	0.85402370655952	0.962010300276576	0.776011025859362	0.901012341009634	0.783741376786317	0.911180735576164	0.876882059997316	0.983895937892836	0.681213466695504	0.582080643405501	0.970084537241566	0.853512090511443	0.97352452756806	0.964935288838588	0.769965385706741	0.699864269079165	0.699555457083987	0.604845572948019	0.888970040329552	0.97029567802075	0.811940069948034	0.896375796401005	0.840313644298058	0.554484343384412	0.649960983778339	0.544697239350648	0.472116701365243	0.55415395414041	0.883266863871492	0.636843545749891	0.0986539215336349	0.583495087051	-0.0404502669833701	0.401891754101632	-0.0418346270884854	0.962202935970868	-0.0458580871297443	0.0559254010838451	0.679725369838259	0.327343221489783	-0.046398046674423	0.892656602120316	0.81477380145798	-0.122791252815886	-0.0317658335577835	0.90315812569284	-0.116623838241468	0.150589513839108	-0.405514484236783	0.943515253319049	0.91288070604815	0.226754090750099
SCARB1	0.821202906754951	0.589147074699947	0.746444141839549	0.766209363508203	0.616718588327061	0.785684235393888	0.499571117727899	0.600089258118893	0.923488302220119	0.722442510114145	0.667059070514581	0.708059219555199	0.826173970963116	0.70705421002738	0.584543851667999	0.761601782544818	0.65920028196788	0.639699038296866	0.725426504889896	0.763247369432369	0.765604529005643	0.502895119485047	0.700984439247231	0.842997669077133	0.81072929448697	0.488786380266432	0.709137874511327	0.771457085014597	0.819323979858291	0.745288269686708	0.742891195440359	0.668611537550122	0.684677474996853	0.718518701795125	0.881061371455943	0.894113129715838	0.728665873359454	0.685996989063999	0.764961010193667	0.708105402267666	1	0.837368174187014	0.711105108053241	0.652842749276045	0.380270077800236	0.730077871232271	0.759202467876874	0.640925043860303	0.811196942367103	0.606183614093592	0.750404039725611	0.761236944205088	0.550709845917162	0.682664463322343	0.817418516229745	0.52310860362091	0.707529769911782	0.703135890361624	0.66576533439364	0.677801693507881	0.702076841336731	0.71183568027684	0.704928908080993	0.46486172536793	0.611198143115148	0.609544484642273	0.527506791118468	0.749579966137971	0.862403202161619	0.681859814755274	0.550977025443987	0.759963777690914	0.668012295081055	0.778425964308965	0.391281296094757	0.685874366108966	0.734527949409707	0.790375182871187	0.761084630470795	0.69753536888471	0.840110330512823	0.671915520062257	0.728741378903215	0.551977335130964	0.700618854597305	0.72012682314797	0.739662222893477	0.688755228703509	0.60702269533434	0.455534565497028	0.827964203854904	0.495090202467823	0.792644784260643	0.455860747290013	0.583421587734037	0.486377364948279	0.206355105028356	0.507441820666914	0.161535022699331	0.389152638925912	0.119847122812951	0.607395914299345	0.137501665047729	0.197365508530403	0.671508885881676	0.105578117911568	0.107029315717669	0.703902019640792	0.648397636655827	0.114533787895585	0.116506219876863	0.77804289784909	0.0446180955386701	0.266126130267287	-0.136806079818169	0.689471515946593	0.734823494552347	0.365075874106487
CANX	0.987129547973251	0.921586035478028	0.972387703122166	0.783307204465151	0.919062409130212	0.977057711736179	0.860528718347432	0.908220437357029	0.965696370735805	0.970169098516868	0.938560990602041	0.967761400203577	0.958137895981127	0.883341824150123	0.908628145327208	0.974726444247928	0.812259376750352	0.930320482446068	0.966109912710639	0.973759844018416	0.962145567399958	0.624973901240931	0.941740360287099	0.974419415854764	0.958356847651019	0.849005912966906	0.888562249590417	0.954888286340858	0.685516459226366	0.957450618874442	0.962169116286347	0.95770496473815	0.957887453164942	0.959934044109839	0.914317593633437	0.965150995286834	0.971576231485952	0.933514363529292	0.884734612658554	0.959355966190427	0.837368174187014	1	0.951649086307692	0.86820342239684	0.749505187191164	0.968236271805823	0.876340910538982	0.894263142108572	0.907504825338034	0.870297472290293	0.97888223317578	0.968287119850132	0.86956115565181	0.961417362637138	0.849949446178224	0.820631443591133	0.881329927711959	0.955074136205944	0.918294371854425	0.896059257141961	0.941394563987926	0.967051090197814	0.89316956668557	0.752417161205502	0.793663055844165	0.913397355201934	0.758126603077471	0.970711213237651	0.903314154076294	0.899297961320634	0.816094831767358	0.887612833531415	0.920582419529836	0.985457571340777	0.678262101183544	0.63446333498739	0.9648487984212	0.891242298175508	0.980626823458883	0.951022952580786	0.879653034045076	0.67404607399242	0.810005284396977	0.669511777359537	0.891292885391561	0.948353901770867	0.893077290380422	0.926507784193807	0.861694832546285	0.609403207669053	0.79771654572763	0.611688613258721	0.656789028011576	0.628223212806276	0.85717456509693	0.6724114788648	0.200564598325496	0.653437190561797	0.080890994333534	0.474162855620662	0.0579152669178082	0.902954891635602	0.0569059684580065	0.139170370304578	0.777805917000033	0.286269475231645	0.0453561916356413	0.918429982684493	0.856975780271372	0.00854943665965561	0.0582385105977431	0.949761975047357	-0.0215551077952858	0.245706769061625	-0.359000099765256	0.930497595157841	0.944110874994445	0.275178105467948
ITGA6	0.937062701804014	0.946123595452232	0.957621502425781	0.661945945395322	0.973312513164415	0.955910212840957	0.915782761861205	0.927862978402812	0.871924919306419	0.956828943068988	0.938157557850686	0.945572852846884	0.907450371235406	0.849891204052942	0.921164089596921	0.966640384770912	0.844730622718804	0.924154341272653	0.991706992610238	0.952094880212877	0.961841711828641	0.675152489257049	0.961421734067734	0.958099806233946	0.968874608971414	0.891774708295466	0.808105446900024	0.963495443950754	0.663003623931559	0.90767803848582	0.963367603941142	0.943086645545821	0.978954938579751	0.938712694432934	0.848601596031088	0.866242615948056	0.965144752157742	0.956316030137406	0.910612758289251	0.942934001950742	0.711105108053241	0.951649086307692	1	0.793571952297126	0.754820052024619	0.970957297451844	0.898948655986568	0.970029638992109	0.865738443127339	0.808886195496094	0.964380851915059	0.988539497981601	0.850341827687458	0.980946735597653	0.820010869051872	0.80765865515394	0.940923399006658	0.965855821406466	0.891739044549474	0.962249996078778	0.927827681875894	0.975853395630473	0.914533834314686	0.8106207900738	0.879919746474625	0.904143540197279	0.710888067681001	0.958136086546239	0.849245425655307	0.862758975957623	0.86746105307533	0.78121565232939	0.942815566776216	0.95831779091373	0.783835299584064	0.578573241391122	0.937522756914718	0.861584486718091	0.964120463016957	0.956932427664916	0.852498723473235	0.521186787182302	0.84680614849214	0.776199819920797	0.8287739706303	0.939996876060757	0.873454973092082	0.978689948368813	0.930043812895423	0.724608476735644	0.732819589119715	0.714432564028164	0.568125541686701	0.729523472747088	0.853918638203544	0.796674333961484	0.315315188938217	0.771369061394347	0.185627772246809	0.565889127968455	0.168537652923873	0.882417813867679	0.166621730085618	0.234592747470634	0.83741230140903	0.418306051155002	0.158062012784348	0.952959672928625	0.905055995107625	0.0453392832972827	0.167623745327695	0.967293595306023	0.0938611195025763	0.361556700436335	-0.30587394796323	0.958112708865486	0.936830146051678	0.287743389155524
