""	PTGER2	CXCR4	CD2	PTGDR	CD44	CLEC2D	GPR171	RPSA	CD69	CD3D	SELL	CD3G	TNFRSF14	PTPRC	ITGA4	CD8B	NCL	KLRD1	SLC16A7	LAG3	CD8A	CD247	ITGB1	CD96	TNFRSF1B	TIGIT	CD6	SIRPG	ADRB2	CCR2	ACTR2	S1PR4	ITGA6	NCR3	SORL1	CD46	CXCR3	CD47	TGFBR3	PTPRA	VSIR	S1PR1	TNFRSF25	NOTCH2	NCSTN	PTPRZ1	LRP10	LAMP1	EGFR	CX3CR1	RYK	CD63	JMJD6	PILRB	APP	TSPAN14	STX4	RACK1	CD74	ATP5F1B	TSPAN5	IL6R	SMAP1	CD81	PTGER4	TNFRSF1A	CANX	HLA.DPB1
TNFRSF1B	0.910114329051033	0.878351708894251	0.938366841867529	0.907170594361264	0.775739332774982	0.841569624138817	0.891938417281342	0.84781829827222	0.851744887225166	0.905402943051265	0.812612475651529	0.901292535511377	0.760498455897088	0.947035925734973	0.878454633228736	0.915579774596834	0.885632825769303	0.872835851279872	0.901547644996899	0.879319005517497	0.921200512888619	0.890199143175976	0.842395863555821	0.878816176264738	1	0.899337339087353	0.799118674123381	0.888397044968256	0.982919433529981	0.849024829355142	0.984778537931952	0.86323821780216	0.887943637426254	0.817292892875498	0.887969421578482	0.818632362629894	0.889594317546343	0.821108980547965	0.911099956496833	0.762111008558833	0.962458356279765	0.714741249803382	0.865305632739156	0.709169210550759	0.679839589355347	-0.630131161325096	0.826537139038303	0.92821068888618	-0.662143090017446	0.863087600818629	0.916526194116714	0.387138043376102	0.867720732206256	0.870319951482879	-0.455929187624208	0.944303805183181	0.846950394202642	0.877997587427274	0.919046642213339	0.592359618825053	0.600901268120162	0.910182162075216	0.851292615719271	0.88128491525087	0.955503210493352	0.916225181830811	0.452423940506733	0.94900965874022
TIGIT	0.997569562611687	0.971536360170846	0.989310165125283	0.927301018769523	0.879644628411432	0.962822106263627	0.991494036338855	0.935001828590568	0.969070877872464	0.99495670246344	0.915528923726148	0.992024082670872	0.851529192411761	0.977960063948334	0.953751026184443	0.994899036916051	0.921356624301844	0.908065329741947	0.986353411195953	0.900118181153866	0.988070244282704	0.975421002540271	0.91666071057539	0.987229818257107	0.899337339087353	1	0.940643421908404	0.967772132038099	0.892724888896828	0.897664060760959	0.875811870728397	0.966224736634061	0.915763492595471	0.833262627758485	0.703539055875177	0.809571890442876	0.978313801709668	0.907932497331736	0.994588323857742	0.860463818339657	0.796552779886015	0.855569461026005	0.968587897266582	0.551322871888196	0.779892682687028	-0.746856931328001	0.786050304041601	0.87719565809372	-0.774687819281655	0.621032837447731	0.947792660435754	0.0995272708141455	0.811144001384275	0.883227788998972	-0.539699293869543	0.97079208109539	0.885618735871407	0.914179043935009	0.73731212455421	0.542993918638591	0.715071217209641	0.938275107103802	0.84255099356457	0.643578590009114	0.970543732266206	0.754388837394774	0.231878749012218	0.753580812817804
CD6	0.936213765564366	0.986151754364758	0.927338059064186	0.753681271387151	0.980742679711662	0.995287661973179	0.970851606866931	0.986963255241604	0.99319683630498	0.933926711897882	0.989655946203056	0.958137639111633	0.963516367327133	0.94638010929977	0.982851272096594	0.923391460678194	0.921325506541642	0.721958759661761	0.953494746117683	0.703162014826628	0.881355307912064	0.855634694254479	0.981452527407162	0.976324092636411	0.799118674123381	0.940643421908404	1	0.97258604830004	0.768200661035685	0.965568929286439	0.746178488513772	0.990348371328034	0.825658968654808	0.600207693517598	0.611213221508055	0.750493308345586	0.971109791931569	0.962328355427873	0.921980476224247	0.943990101301509	0.624183175503108	0.976669245027646	0.988073584911283	0.466213515914565	0.89537011775727	-0.744217937125506	0.647634072253264	0.892995176680151	-0.772795501010148	0.434321153393462	0.850806918067715	0.0214484526587372	0.657690259060651	0.862711879507	-0.513670649484825	0.924444220266636	0.940780372337733	0.956873324796482	0.72880207663563	0.626639129041997	0.713520714371567	0.960900612515226	0.862542992929466	0.544736834355877	0.931613896407184	0.605521683816576	0.138907644641584	0.684051998450016
SIRPG	0.964002890245731	0.993240885180415	0.978174893099245	0.838986414251401	0.948679518698825	0.98462466335423	0.989620595080265	0.984838044327614	0.989449594708165	0.970073663933851	0.974740156858211	0.987923422618845	0.92629091839726	0.978365841280402	0.984857302507761	0.967061153526355	0.943102000723757	0.795506230468714	0.971708900867508	0.793921357564797	0.937477592611769	0.902935296578636	0.963651548208514	0.986266685798778	0.888397044968256	0.967772132038099	0.97258604830004	1	0.849937744841752	0.967277414281004	0.838373849692787	0.993182577878323	0.854932760989698	0.700865162600722	0.673364377633532	0.752377095061374	0.988330225171905	0.940222868692397	0.953145925273964	0.909011825842018	0.749977839546761	0.925096588089958	0.984462511048703	0.496613656273983	0.826378913410296	-0.776805797976562	0.691342415764803	0.916214097035069	-0.797994335953	0.560268857473115	0.892626507762555	0.140845543951422	0.731335681191773	0.865850578729585	-0.591661276698905	0.956710094259664	0.949697917866177	0.972426954688476	0.801440074332421	0.655419586036347	0.704582211682303	0.967106950456948	0.898433278356168	0.652910501510684	0.981648750932386	0.695222454665642	0.187839339563416	0.792953473219306
ADRB2	0.904731065577109	0.845733275515248	0.918502470534373	0.931569562681901	0.728142738934037	0.812331492660923	0.872767549447331	0.798991642223766	0.821395133726435	0.890609044586018	0.76476062350234	0.879149103791664	0.709845648490153	0.930019340215094	0.841755580570267	0.907364802661072	0.846506777081235	0.912711450329069	0.886175364102938	0.909356617903993	0.922914640598145	0.900006069330044	0.809272486457439	0.85758296614724	0.982919433529981	0.892724888896828	0.768200661035685	0.849937744841752	1	0.795819960497712	0.982028310718185	0.830897930638979	0.912896509575502	0.854722533288314	0.911442832393703	0.856464710225407	0.856191693537393	0.790526267158145	0.915741617789638	0.723980563622488	0.965437250242789	0.671434273751824	0.84281789242289	0.754584686817482	0.646659941291784	-0.589060298407976	0.874311781076641	0.896493930355115	-0.628528070749877	0.887183747942475	0.919932499797	0.323339470567085	0.875582468396735	0.88611004656008	-0.380974021503974	0.934815579469284	0.795679870792835	0.820344367531089	0.874816483180515	0.494028032994479	0.595878674981913	0.884143125707982	0.788815661561888	0.857773539382776	0.926982944966551	0.932690990985948	0.461841856693268	0.909926303242423
CCR2	0.893114352937139	0.969928758493048	0.916905151731231	0.718367659500573	0.987633535968811	0.966242234854416	0.942753436537327	0.986390060329967	0.965361232827198	0.893151298296603	0.987090204050224	0.929017711894199	0.982768663031756	0.94516809998674	0.977327768029354	0.887595719486146	0.928570663727818	0.662110490083816	0.928705879373642	0.653894807851247	0.842138685835159	0.792197691534002	0.985902496529771	0.942810481074642	0.849024829355142	0.897664060760959	0.965568929286439	0.967277414281004	0.795819960497712	1	0.783809348615529	0.97387032118999	0.775304477204282	0.539349339072603	0.668887414560389	0.717641709518436	0.953393234362379	0.955664456998828	0.88141383765245	0.920974033535645	0.67937331377533	0.966161125660144	0.96593442581785	0.490665854204401	0.888684450291262	-0.73242181402619	0.611307928886402	0.950501538811502	-0.758173837709368	0.502982494808308	0.811101791235839	0.16848746805532	0.646509796338975	0.856234745538503	-0.538086076818753	0.912437752619433	0.961263194268529	0.982077911824094	0.84177278459241	0.71335405470666	0.659037504872074	0.969642931853515	0.902965203477595	0.650066536582036	0.942889735086917	0.650417862979993	0.195950050587894	0.789529314249249
ACTR2	0.891695132176969	0.832542352231062	0.911590136039523	0.919148894802852	0.709845553896259	0.795414429675847	0.854729853896464	0.794492094442819	0.805629921136372	0.883393773448384	0.749337865362507	0.867231935544116	0.694144118106477	0.916821315039043	0.834586782606944	0.890365488473243	0.850169542472835	0.897879452529906	0.87427308771331	0.900838577947996	0.909268654592819	0.893367705000956	0.792279994564573	0.84499935696349	0.984778537931952	0.875811870728397	0.746178488513772	0.838373849692787	0.982028310718185	0.783809348615529	1	0.811824321674915	0.907989560029554	0.855717985654139	0.905584988489546	0.830526997363013	0.852187971610548	0.79090454674616	0.895610327599465	0.734697230346176	0.972455590079921	0.647221976644372	0.822457759601587	0.762453248779669	0.648919247206031	-0.559070884510746	0.865688002771663	0.893416131976728	-0.587336669086721	0.900620104848044	0.927733069786412	0.442763480342962	0.89149239425965	0.861905142101093	-0.362339847409485	0.934365678676812	0.795863241591024	0.832686754512787	0.886962212266912	0.565582682326019	0.569778910827105	0.870054889198607	0.807438999327619	0.896984575732655	0.921912321887162	0.956809604089223	0.54605820662305	0.924293576018191
S1PR4	0.9618471491707	0.998292195738727	0.964135572996948	0.813384728040636	0.968718921882235	0.996307700849608	0.989493828754171	0.9913181732823	0.998096522131749	0.96291924834802	0.987414401727036	0.983286877346915	0.948524387481165	0.974448579808614	0.99167496880136	0.958682252156455	0.938928361860789	0.776251176471322	0.974982215718302	0.766022840353767	0.924081694437077	0.892929797662439	0.977585488226108	0.9888971949922	0.86323821780216	0.966224736634061	0.990348371328034	0.993182577878323	0.830897930638979	0.97387032118999	0.811824321674915	1	0.848557740355187	0.669924131465489	0.659560577381483	0.761111825806709	0.988512785311515	0.956410278187742	0.951752388347525	0.924571274129123	0.711312349590921	0.951086314255635	0.992836997061053	0.491339225656642	0.86384398532001	-0.768087566619349	0.682110867819856	0.917847223786296	-0.795774422600537	0.519402603353759	0.88596879825053	0.0867172749239564	0.715324815090978	0.874463523907006	-0.565933310863492	0.952077117757024	0.95059829060045	0.971004684578031	0.778675960637085	0.63693349948699	0.704389860659877	0.973184108171121	0.890264317946813	0.612652443149277	0.968815577690159	0.670469770611714	0.174600516194646	0.755464463742078
ITGA6	0.932783449217081	0.863888060433366	0.911022182894036	0.915245851721849	0.752019963749716	0.855163674010134	0.893604455589804	0.820032102551299	0.859747935431816	0.916034273827742	0.786404912871601	0.895340330526659	0.727346025944681	0.920132188264724	0.861349093942346	0.910811678362172	0.854098838445763	0.920616840117836	0.908660320067753	0.898596349485835	0.924280854121381	0.936553589986219	0.83425658254401	0.895015696691451	0.887943637426254	0.915763492595471	0.825658968654808	0.854932760989698	0.912896509575502	0.775304477204282	0.907989560029554	0.848557740355187	1	0.847392037601779	0.843695480547942	0.92671137391191	0.873919856193812	0.83878799599364	0.93165478741294	0.822654700753503	0.834710258314482	0.728943956051592	0.881660798078062	0.797829639428589	0.720131553773722	-0.518387897081536	0.918075920275595	0.848832470377457	-0.566108486773439	0.756837414619441	0.951270922857988	0.191345784209907	0.848963448264296	0.922562932512577	-0.226326740843851	0.949112515744251	0.794833303588134	0.813550338692857	0.750581401074345	0.466349573661437	0.687764917166645	0.88281001553759	0.752053383730354	0.752483022124703	0.897645377711483	0.864633766821085	0.454453316282794	0.760900078379683
NCR3	0.839395379513459	0.691505319910207	0.825340256916112	0.963081201000673	0.47802885204996	0.659092815716839	0.761505587633106	0.603369082093401	0.676359474516992	0.837804953442834	0.552159927325575	0.78719605868863	0.437048986169286	0.770650408095628	0.658151718262431	0.848740109036889	0.675301469877221	0.977898046509986	0.779920018471356	0.98553307392513	0.901836966976382	0.924778400311869	0.568482558244201	0.748641643888647	0.817292892875498	0.833262627758485	0.600207693517598	0.700865162600722	0.854722533288314	0.539349339072603	0.855717985654139	0.669924131465489	0.847392037601779	1	0.676198731639848	0.713611127778533	0.732501837511274	0.581331499469593	0.852803503739981	0.513976758873485	0.859625546258576	0.431049789120495	0.68181445349278	0.570444766904934	0.39009467508564	-0.539007644289959	0.823428311932783	0.614586800225887	-0.56128149643394	0.762486443894069	0.870004407235766	0.187410353363315	0.853390884853757	0.691492269227218	-0.405579593935055	0.797754615917699	0.559062068866084	0.600711892226692	0.547123650589991	0.250890384297576	0.536735387126691	0.656689363401406	0.584784952068215	0.6314757881251	0.772935698496195	0.800482516922672	0.337566024542888	0.65636937240142
SORL1	0.733435690570967	0.682895398038185	0.74420785569031	0.753430823077972	0.602879224333544	0.654564243015151	0.692981698555354	0.65340183906005	0.655457505555217	0.704187979687001	0.616498722311407	0.692017280908377	0.607074703026461	0.797556869305124	0.70781859360803	0.710478442771883	0.754526609376132	0.745197019337518	0.719649204084329	0.7294521437587	0.727682646565251	0.715233944452681	0.706313401143567	0.688735176519013	0.887969421578482	0.703539055875177	0.611213221508055	0.673364377633532	0.911442832393703	0.668887414560389	0.905584988489546	0.659560577381483	0.843695480547942	0.676198731639848	1	0.897461280404789	0.692333685535456	0.688345197408639	0.732460905322681	0.642300054595204	0.895311146072624	0.548557242540523	0.698421383463364	0.908028926801974	0.617037502752972	-0.309466930008208	0.886747762097287	0.845022673497994	-0.37493108199433	0.928499675530758	0.814958728574879	0.406148502249747	0.838803228389705	0.863324705024042	-0.057777380260475	0.817834135418444	0.663628110612795	0.695389941577276	0.890742886217504	0.430667980095079	0.454625764097413	0.788850288318522	0.682712580171192	0.913443953357086	0.783327854712868	0.933239435702336	0.642443724712811	0.883477778794805
CD46	0.830669246831577	0.775371164511654	0.803526646116798	0.800645930002261	0.703286151914781	0.773963040165228	0.798703951307154	0.735719522868351	0.771968128568494	0.797088437651204	0.712958925282512	0.783642282194612	0.695792326780686	0.844405938782579	0.784308511794433	0.795364039852526	0.837502798851516	0.80950697603455	0.813552214550064	0.774027282692218	0.804246464912656	0.812149504881139	0.791019383910874	0.796868382716759	0.818632362629894	0.809571890442876	0.750493308345586	0.752377095061374	0.856464710225407	0.717641709518436	0.830526997363013	0.761111825806709	0.92671137391191	0.713611127778533	0.897461280404789	1	0.775977757631192	0.792362299479103	0.828738259943447	0.750643335658521	0.764417883349195	0.685806447454449	0.816374680338803	0.875414580654844	0.753527352963375	-0.328947138284134	0.956462424347144	0.817576053886512	-0.402046358688309	0.741747228803197	0.893416256101181	0.119681106076678	0.851266544469953	0.959849566117951	-0.0216038900222608	0.868048667257686	0.688919368004985	0.726703131441601	0.741290810123108	0.356148389466538	0.583201765078743	0.828380471461153	0.666191212448608	0.725577153295675	0.810671656139832	0.83123315011267	0.497453076795225	0.714387483440145
CXCR3	0.978092603432942	0.994589185568275	0.980368612292246	0.849950378670897	0.939291532023009	0.988250898243878	0.989405159712478	0.980844360280516	0.99071192942834	0.981572722526899	0.966502375189435	0.991360938083494	0.920248033294452	0.981196474641706	0.990554646608683	0.971541709887897	0.940406894865494	0.818647409996426	0.982165728769422	0.812554850692435	0.947609712020963	0.926915136052634	0.959486417154017	0.994354452966769	0.889594317546343	0.978313801709668	0.971109791931569	0.988330225171905	0.856191693537393	0.953393234362379	0.852187971610548	0.988512785311515	0.873919856193812	0.732501837511274	0.692333685535456	0.775977757631192	1	0.942593187624453	0.963257261032622	0.907710006244593	0.758977181333789	0.914900380726267	0.983717756266775	0.523055086676396	0.840424622692285	-0.759989103384076	0.716595764750399	0.919534659008136	-0.792138312961714	0.578398874608519	0.920051381780999	0.138649436182013	0.77779523796874	0.873593282698469	-0.571613572458858	0.965734947066082	0.932756568817023	0.967623130508463	0.789450807367312	0.625560761334358	0.68386895771522	0.968926429093648	0.902581584247165	0.655949386521076	0.97890508645648	0.714849499070775	0.231941411891885	0.779868327200132
CD47	0.907684208205297	0.955223232332943	0.907273056211326	0.74362515474066	0.961952200714395	0.961593420315113	0.94131374804882	0.96703193607906	0.957901947152171	0.897028900124204	0.956767090188998	0.920637134300579	0.95501671291055	0.937953510042834	0.960952629376713	0.886118935456334	0.949654999608437	0.708626829989573	0.944507947093808	0.687417490347535	0.851170705127728	0.822830566031243	0.979059073792789	0.945452180468854	0.821108980547965	0.907932497331736	0.962328355427873	0.940222868692397	0.790526267158145	0.955664456998828	0.79090454674616	0.956410278187742	0.83878799599364	0.581331499469593	0.688345197408639	0.792362299479103	0.942593187624453	1	0.899538721569853	0.969541910005047	0.655338085290783	0.951695234339985	0.967413900343173	0.572659565197698	0.952095624506724	-0.595192719614515	0.71465417457712	0.927589654305022	-0.619764652471887	0.503499685479012	0.866293108105933	0.219811748015629	0.701261703640734	0.900731499194667	-0.359226360565545	0.935861362248102	0.943952040741828	0.963557812705746	0.781903010407568	0.731420837231549	0.710096422783709	0.956574625896147	0.865365956044314	0.650210018668668	0.921796767622588	0.707667749567046	0.357070497198867	0.723623534921056
TGFBR3	0.993163508451592	0.957227315241884	0.984603434153962	0.942979329796094	0.859059693252663	0.946018682070379	0.981963347143471	0.915686143479461	0.952996418244572	0.988215792241642	0.895244369147454	0.982933297120748	0.830142808971303	0.975287938974259	0.939828258037151	0.991806427587493	0.90958439897591	0.927570679835321	0.982735850279863	0.91638912888562	0.990282138227872	0.978379559210712	0.903659850512786	0.975214512940054	0.911099956496833	0.994588323857742	0.921980476224247	0.953145925273964	0.915741617789638	0.88141383765245	0.895610327599465	0.951752388347525	0.93165478741294	0.852803503739981	0.732460905322681	0.828738259943447	0.963257261032622	0.899538721569853	1	0.845390449997705	0.819134950868634	0.831893066988053	0.957475404880894	0.59459322621246	0.767306008190754	-0.715235816682222	0.815324551002774	0.881507709429909	-0.746210963207839	0.653168929171149	0.955241587671679	0.116704991793166	0.822719123909113	0.899616046476435	-0.502379323952592	0.974202443696733	0.869084894610633	0.897449195813066	0.741432655968679	0.5242455578044	0.710074509537415	0.930911381075176	0.830799254965983	0.663551818295972	0.964426338607428	0.786605945806797	0.26664750370623	0.76056850015996
PTPRA	0.867874254204043	0.925103977998589	0.857266735547787	0.671422658552473	0.93871081435703	0.937285618161215	0.898804491599468	0.94916550673073	0.931248127633921	0.860662037962482	0.938789278392701	0.884236158545478	0.926847513766781	0.896251672331701	0.936449016538002	0.8407438839639	0.89734455417086	0.644434475780055	0.902658160871363	0.621772583512211	0.79638278724478	0.77853007267434	0.953158617670164	0.912430547758251	0.762111008558833	0.860463818339657	0.943990101301509	0.909011825842018	0.723980563622488	0.920974033535645	0.734697230346176	0.924571274129123	0.822654700753503	0.513976758873485	0.642300054595204	0.750643335658521	0.907710006244593	0.969541910005047	0.845390449997705	1	0.592585633944416	0.937494724396832	0.931664230683527	0.562529557507255	0.925628471331028	-0.560531282568243	0.656061034103765	0.885472337583096	-0.578474736708011	0.452961053571702	0.821425992924239	0.215436351799529	0.632554944564772	0.841795670435269	-0.30858672267797	0.905233799072633	0.947772521279213	0.945072399094988	0.749454221730118	0.747211269005775	0.731463084563108	0.934254998963633	0.848460794009164	0.619327347755328	0.878355763183995	0.658983504247979	0.36123801333437	0.683613557705682
VSIR	0.813940044044436	0.734881509355517	0.842202842529506	0.892863824757522	0.582485850928941	0.684808488402962	0.763803742145626	0.684482985437577	0.699149969785118	0.809205987759492	0.636084499527518	0.786517925873015	0.563520855137934	0.840384807227738	0.731866233831378	0.826717623163143	0.757366881807553	0.871821783403432	0.784377388056418	0.886461873122106	0.854998096416436	0.835796960166405	0.673810806498854	0.746253806530286	0.962458356279765	0.796552779886015	0.624183175503108	0.749977839546761	0.965437250242789	0.67937331377533	0.972455590079921	0.711312349590921	0.834710258314482	0.859625546258576	0.895311146072624	0.764417883349195	0.758977181333789	0.655338085290783	0.819134950868634	0.592585633944416	1	0.506839057532243	0.714057413059689	0.722401864146131	0.491091524016387	-0.520192753349027	0.824828381774979	0.81173601763814	-0.554511830080766	0.949696555902896	0.862234074669469	0.449331948235488	0.88147655468646	0.769030922892499	-0.387301362772823	0.851023296273668	0.697486758875502	0.728870290311582	0.860748194537904	0.459561913190207	0.481383479475929	0.778120752836164	0.737221045983624	0.897847777942774	0.856308549763075	0.939192134892368	0.523276011424348	0.930381050261354
S1PR1	0.847873071419758	0.940716951087084	0.848799704598022	0.622966417314228	0.993592818587252	0.95810290650894	0.909173969315268	0.964972784365841	0.951633194553092	0.842228241861888	0.978004124580418	0.883258511853501	0.99035913910182	0.884226692175684	0.947321483903512	0.828805199860539	0.882480779259756	0.577594056031492	0.886970219653252	0.554202633604654	0.771993094206059	0.732582167468245	0.976263091291735	0.916520270030812	0.714741249803382	0.855569461026005	0.976669245027646	0.925096588089958	0.671434273751824	0.966161125660144	0.647221976644372	0.951086314255635	0.728943956051592	0.431049789120495	0.548557242540523	0.685806447454449	0.914900380726267	0.951695234339985	0.831893066988053	0.937494724396832	0.506839057532243	1	0.951732381481092	0.415566406947555	0.923413343680641	-0.696241966135088	0.542673193801932	0.876083483094514	-0.721849131684734	0.32482004926648	0.743343371113258	0.00910445375030045	0.532818255194487	0.822708206489632	-0.456110872615109	0.851546316426044	0.92724997804116	0.935990755109422	0.710920174188354	0.662420898243106	0.679930020990203	0.927127858359929	0.82903385201235	0.490078140330179	0.866190043979062	0.510218819597158	0.0954491351497301	0.628538731583037
TNFRSF25	0.965765429926704	0.991992205593017	0.964945741465406	0.828998927631658	0.964136983507823	0.993517515927804	0.990102331974811	0.982612165799209	0.994347495425799	0.95976568551116	0.975618425552814	0.976930795996398	0.948704956117186	0.978437881878599	0.987495505640225	0.954014539389888	0.95173228375248	0.795378486780163	0.97740813554592	0.779303347130233	0.925569998820192	0.898726597436821	0.984105288109373	0.989591351566792	0.865305632739156	0.968587897266582	0.988073584911283	0.984462511048703	0.84281789242289	0.96593442581785	0.822457759601587	0.992836997061053	0.881660798078062	0.68181445349278	0.698421383463364	0.816374680338803	0.983717756266775	0.967413900343173	0.957475404880894	0.931664230683527	0.714057413059689	0.951732381481092	1	0.55704397455152	0.883909845013067	-0.723146123034054	0.736574006947771	0.925860677153998	-0.75429360451879	0.541996328595885	0.900376749777514	0.0851537653086593	0.732561437925058	0.915337429439468	-0.483054064718351	0.961398095747798	0.938213784234205	0.961055570594334	0.781103540760417	0.622309660382332	0.724704785713398	0.975758097932147	0.870233056408211	0.632691340761149	0.965660912086404	0.699212587714681	0.213412528686935	0.749730787496465
NOTCH2	0.587287699655142	0.515460009355196	0.577210760230889	0.627078312963328	0.448806593438928	0.501079280140211	0.534120703763342	0.486786420190135	0.498344074319827	0.547579226289769	0.449252667567083	0.526154982269478	0.454816530395519	0.634448987426497	0.546371606902332	0.54578392612535	0.604985222543365	0.643758668606032	0.574443775620985	0.609769202972999	0.573213898598746	0.585884330258171	0.561605950443672	0.535687363448353	0.709169210550759	0.551322871888196	0.466213515914565	0.496613656273983	0.754584686817482	0.490665854204401	0.762453248779669	0.491339225656642	0.797829639428589	0.570444766904934	0.908028926801974	0.875414580654844	0.523055086676396	0.572659565197698	0.59459322621246	0.562529557507255	0.722401864146131	0.415566406947555	0.55704397455152	1	0.550059208327069	-0.0379860456125851	0.861372672105289	0.696026400667034	-0.110218865399409	0.802725025420202	0.706505579732972	0.359401756723034	0.726988968741785	0.801663197516636	0.256150343211428	0.689900500257675	0.495466343258071	0.522015122542869	0.704308037676273	0.319206832154632	0.415539752760644	0.629818271582167	0.509777552249225	0.795422806450653	0.600717367733835	0.847216861715365	0.700440637468772	0.674006024666286
NCSTN	0.781710212636128	0.861332637596721	0.769065059479768	0.564532213498712	0.921635694609	0.880846799697755	0.827841918793122	0.889873617840403	0.869771055813722	0.763255492076938	0.892023414084787	0.79624415167121	0.928940610638713	0.825060940133926	0.879637785683685	0.74479301310634	0.88690368381366	0.534972050198421	0.830567706862682	0.500696001086876	0.695726432301883	0.671177819888952	0.922298797390532	0.838439704645007	0.679839589355347	0.779892682687028	0.89537011775727	0.826378913410296	0.646659941291784	0.888684450291262	0.648919247206031	0.86384398532001	0.720131553773722	0.39009467508564	0.617037502752972	0.753527352963375	0.840424622692285	0.952095624506724	0.767306008190754	0.925628471331028	0.491091524016387	0.923413343680641	0.883909845013067	0.550059208327069	1	-0.433409412696349	0.636383058513327	0.852190663933692	-0.471108265150292	0.368252826414031	0.76358364902727	0.158228485923282	0.615248893433986	0.856358554608838	-0.201311984607793	0.82797732661367	0.846963746692768	0.883458213605085	0.701205333698462	0.681717903223488	0.568466154330368	0.874213164610242	0.770648062020736	0.537703271103238	0.798903185088085	0.592571220364104	0.361892930928033	0.599258081267989
PTPRZ1	-0.728500446931386	-0.761144042619158	-0.748527365381264	-0.631780350474587	-0.716067826320359	-0.749994581087189	-0.757557265179751	-0.742173903494525	-0.759842959414424	-0.749011840274836	-0.749531534150469	-0.766441181184458	-0.692782380144743	-0.717705764295882	-0.738328242851676	-0.751731458134156	-0.597614335493571	-0.58501167660249	-0.69798466380955	-0.601208556707011	-0.725924382643731	-0.68853548001715	-0.690034904393702	-0.754090878781069	-0.630131161325096	-0.746856931328001	-0.744217937125506	-0.776805797976562	-0.589060298407976	-0.73242181402619	-0.559070884510746	-0.768087566619349	-0.518387897081536	-0.539007644289959	-0.309466930008208	-0.328947138284134	-0.759989103384076	-0.595192719614515	-0.715235816682222	-0.560531282568243	-0.520192753349027	-0.696241966135088	-0.723146123034054	-0.0379860456125851	-0.433409412696349	1	-0.267238528168467	-0.614353340533328	0.977510615429257	-0.307347475400994	-0.554782141346582	0.110751453789022	-0.362908618974376	-0.47052499581674	0.848944515955257	-0.648667203133838	-0.710105407195985	-0.710367536620471	-0.528055676696179	-0.390621292210261	-0.501472772715627	-0.696516136586599	-0.653086888652968	-0.32129399946632	-0.733831711943733	-0.323274357390982	0.298608439793028	-0.558066336265427
LRP10	0.806552059396414	0.701151537507737	0.784668262032578	0.863207671921004	0.573598678372786	0.686417284611964	0.750931067544448	0.643282935532359	0.691180155239494	0.776703157852892	0.601703433570371	0.74468353492805	0.556617462042052	0.798952211169086	0.697434813708408	0.78206472690957	0.793168333468377	0.879033296125605	0.77742915826629	0.856407242824708	0.816629679800071	0.832361703025569	0.683150419725662	0.741172180069449	0.826537139038303	0.786050304041601	0.647634072253264	0.691342415764803	0.874311781076641	0.611307928886402	0.865688002771663	0.682110867819856	0.918075920275595	0.823428311932783	0.886747762097287	0.956462424347144	0.716595764750399	0.71465417457712	0.815324551002774	0.656061034103765	0.824828381774979	0.542673193801932	0.736574006947771	0.861372672105289	0.636383058513327	-0.267238528168467	1	0.737709026648004	-0.321273612876566	0.813065401907426	0.902041511124876	0.241306149302963	0.897155565764178	0.899440073251584	-0.010893171434818	0.841626517808109	0.604391551654361	0.650193007407992	0.687445292294443	0.32917778143178	0.553714922265091	0.743582321409462	0.592433068840074	0.751131374957509	0.774737405455042	0.897926276050144	0.591229841565417	0.708138271944585
LAMP1	0.885787696824813	0.925245932751202	0.909800761706873	0.76963001922516	0.914334432574055	0.910109513875462	0.905137435647818	0.930928739458388	0.909464568956219	0.87468655399398	0.915311585833021	0.896227107257202	0.917082796109029	0.952144814748354	0.944855309676393	0.871275389117693	0.914697622354506	0.726866809279197	0.914482248324399	0.713858969311386	0.846246944777521	0.805962054657509	0.950982146817699	0.905634215683313	0.92821068888618	0.87719565809372	0.892995176680151	0.916214097035069	0.896493930355115	0.950501538811502	0.893416131976728	0.917847223786296	0.848832470377457	0.614586800225887	0.845022673497994	0.817576053886512	0.919534659008136	0.927589654305022	0.881507709429909	0.885472337583096	0.81173601763814	0.876083483094514	0.925860677153998	0.696026400667034	0.852190663933692	-0.614353340533328	0.737709026648004	1	-0.660511895329695	0.70204203220869	0.858606304000058	0.324364464968934	0.753950504069624	0.910589997185935	-0.387892720105122	0.938421838406293	0.927867858381926	0.950773346067165	0.932733459199677	0.693475766485516	0.639757947548031	0.970725441781846	0.908593794552148	0.820376965813106	0.943619428336602	0.814436108353524	0.414945041374591	0.887485615865874
