""	TREM2	ITGB2	CD4	CD93	PLAUR	LRP1	HLA.DPB1	C3AR1	CD68	ITGB1	SORL1	CD33	PTPRC	CD44	C5AR1	PTGER4	ITGA4	C1QBP	CD81	ABCA1	CD74	ITGAM	APLP2	NRP1	TLR4	FPR1	TLR1	CD47	LAIR1	HAVCR2	ITGA6	ADORA3	SDC2	MRC2	TNFRSF1A	SCARB1	PLXDC2	TSPAN15	SDC3	TNFRSF1B	AXL	CCR1	CD163	ENG	TNFRSF12A	TMIGD3	C5AR2	TNFRSF14	TNFRSF21	ITGAX	TLR2	CD63	STAB1	CD46	CD9	VSIR	UNC5B	LILRB2	RXRA	KCNQ3	LILRB1	RHBDF2	ADCY7	CANX	GPNMB	TFRC	TLR7	ASGR1	ITGB5	MERTK	SIGIRR	CD180	LPP	CADM1	PECAM1	SIRPA	SLC1A5	TREM1	ST14	THBD	ACKR3	TSPAN14	PTPRJ	PILRA	ADGRE2	ITGAV	FPR3	JAML	ALOX5	ITGA5	IL6R	TRPM2	AMFR	FZD1	CD69	CXADR	RACK1	SORT1	CXCR4	KCNN4	SMAP1	PLXNB2	IGF2R	MCFD2	ANTXR1	RYK	GPR84	TRADD	CD82	NCSTN	NOTCH2	ATP5F1B	SIGLEC10	NRP2	JMJD6	LAMP1	ADGRE5	IL2RG	PTPRA	ERAP1	LRP10	RPSA	CLEC2D
TFRC	0.68713297039879	0.586785839414041	0.75433997935095	0.625076144203119	0.714363062207373	0.798902619997031	0.669873040784982	0.636750150965189	0.726602259210398	0.731722600145655	0.752870556753626	0.622315607059744	0.670816392705735	0.621674449854945	0.867230023999365	0.854687156330805	0.522065713286476	0.430029545760266	0.764946499108121	0.461766239556397	0.7045045194316	0.617978966285368	0.736569158487849	0.659587648486978	0.838571156381546	0.571762183348252	0.669285556317145	0.618317210218613	0.778764118610466	0.704696020218374	0.734432308809867	0.739493375835294	0.596635116133672	0.662448025769746	0.785648718341978	0.691941022688589	0.788631602521626	0.690362419998303	0.729242630325267	0.802545530352406	0.728385516828068	0.688773426035758	0.809558556191711	0.690758434805197	0.390934735539592	0.688434392830989	0.587956330085108	0.656388906677369	0.533075680481637	0.599735028002493	0.725262872239497	0.582422376676691	0.672475548408967	0.732896832966961	0.557610674559791	0.607335457511929	0.709451016840759	0.696151816885414	0.522011170073757	0.708020147275663	0.774668388039754	0.770962369112505	0.77639675920448	0.661771834868984	0.205601484851217	1	0.823153891656527	0.22653535983724	0.665083679562638	0.830396980247862	0.646293050304601	0.292840038090562	0.778840256225898	0.697840007795408	0.841496256262733	0.748967104914194	0.479996218185963	0.355858752575698	0.657677424314074	0.710392864003589	0.557418648303643	0.803365996301484	0.695935728981405	0.721568844733412	0.807900553143233	0.822987476206728	0.748281516193374	0.27598002597367	0.610464870761761	0.430766815739645	0.560723561516488	0.740078299785713	0.680642769014881	0.773152877540815	0.769986169926613	0.663112310637608	0.608127134643739	0.696790137300938	0.560247653077384	0.284165715193976	0.584330599826216	0.680568980425632	0.544833817933254	0.628262497966593	0.49069307724442	0.701249802438297	0.718549929938325	0.674824103733344	0.508732040888198	0.656580815848742	0.647134175284342	0.448051464733402	0.740476362597111	0.589473428465971	0.646718995983926	0.707276745620052	0.601986528501447	0.597844231653958	0.72933545888599	0.72654937813811	0.776922475853287	0.500794776511818	0.711681574230286
TLR7	0.818148653298168	0.749877764212132	0.810381335887094	0.747679266905235	0.805171524626623	0.768620861091866	0.791811713192148	0.778893274028305	0.783962191270859	0.85011433220295	0.876662815047064	0.776101073301138	0.820526236392598	0.710481229365702	0.797740465929585	0.861383917179411	0.716373201081258	0.626532616400378	0.810943640710908	0.347114198179213	0.830668269543243	0.715337509772386	0.819893597154941	0.681329035283594	0.850817065443937	0.758439148124257	0.798956351639935	0.783532188883087	0.874808607144706	0.831175060412112	0.824437590623648	0.845611884959902	0.524943251515694	0.745873936282538	0.85882097794714	0.730829011996787	0.898660036866242	0.798855974905112	0.637088888511646	0.844104973936195	0.830542174609335	0.774902479165752	0.837361993360947	0.775844908193836	0.545829126184748	0.688722701418759	0.513701859831075	0.722664942436909	0.487009898129111	0.567087857153815	0.86103349293171	0.727489098242382	0.677443326693086	0.807453734015009	0.691593523508087	0.762125908152345	0.834214881062649	0.844137595165991	0.583619776226736	0.824621637017845	0.856622506712309	0.857780916667727	0.859372223276798	0.792436826917602	0.177678534579536	0.823153891656527	1	0.441063133689728	0.665837831796001	0.787223471988668	0.787420361829403	0.47242422553171	0.866876457900489	0.816565177947694	0.878750890226038	0.847627727963168	0.689446965653402	0.422230287042906	0.771841792440552	0.730864313679622	0.473395100374	0.842349668094211	0.75835979339892	0.726469582097289	0.870224213662345	0.889484790928505	0.74290923523874	0.52030641049829	0.798974435845616	0.494935147958692	0.672894843501413	0.81115030959605	0.723811225218226	0.807597136571065	0.810448651302984	0.690936107617236	0.763544130040469	0.781917831438121	0.665092556965494	0.487537458071582	0.731553795115518	0.743507612838538	0.46700064827504	0.755829760881292	0.668398556922678	0.715401573688737	0.804073424813447	0.78120073626397	0.568692973475976	0.754736025189283	0.69800702268331	0.658299662833878	0.810269991874046	0.561923488770683	0.744821079681863	0.778696598710471	0.695941177238231	0.681301616735004	0.837281380881985	0.802195055262415	0.875653179677062	0.680145138834411	0.744267949962116
ASGR1	0.572118076902554	0.718749829954818	0.627269477046279	0.716390438516729	0.641449651366011	0.392070266531551	0.290456858606311	0.504701305791188	0.513764313595155	0.628700608175875	0.546255763003077	0.663566833822476	0.628622299914748	0.659978281013429	0.172833881288143	0.395617977027993	0.787667810993043	0.815508755818775	0.555353415802859	0.1993965156833	0.384322824221694	0.685848256354818	0.628333727192931	0.580340570557309	0.351824574633831	0.577250802375454	0.556342258028724	0.712281718151003	0.585743750129717	0.566560890071604	0.605536903232978	0.561658656170256	0.193611020313253	0.659401855980919	0.572074454428929	0.509649932248924	0.583745634614033	0.686440001056626	0.203962898750445	0.448075089372303	0.382924827123091	0.625478298305093	0.462661100892442	0.665125261117265	0.757731637600475	0.478501734461055	0.138335096451981	0.4883364815952	0.265686695387152	0.194523288352802	0.54936872463514	0.704705590002087	0.488543045418454	0.538826552859726	0.489426622037841	0.49448199801597	0.604815154542126	0.535712691832437	0.599196661414738	0.526344052370101	0.539756903604253	0.545080181703717	0.567651696614837	0.735479604700753	0.237445550021008	0.22653535983724	0.441063133689728	1	0.458294821236056	0.335195868860257	0.663190237981059	0.756201319762008	0.516092474175324	0.55583547968988	0.456720377641874	0.663186991737758	0.660988025444057	0.576868054472825	0.71298563924562	0.519318926023937	0.223705249081671	0.429998648882038	0.558046143397293	0.188728513577147	0.508250626605513	0.544564848732607	0.513058867015762	0.488622614906984	0.67060731293417	0.688800058450145	0.688693309063145	0.589103795022135	0.452919581891238	0.456985851064795	0.449669915050509	0.39484186857462	0.754338237856095	0.537880033613633	0.219753148186253	0.751945096755884	0.685035593275795	0.583905049953721	0.324250125469348	0.696847644545434	0.702037861277991	0.392842242015344	0.565116990711023	0.630669018573404	0.510301546513934	0.580786769262996	0.421804637107598	0.783743179532548	0.290751687888783	0.368557264158719	0.597153465772515	0.517762374183601	0.594302083812673	0.512255599019726	0.575363553641781	0.569742425901118	0.554430674544994	0.825697994549164	0.460346599934116
ITGB5	0.587599326390793	0.581770304688977	0.824604524710513	0.712242551234906	0.745371454116115	0.8909015038137	0.328970584646924	0.472458814031633	0.761353619278355	0.746619855978471	0.627556726052003	0.535171029972936	0.511429211523734	0.71955366996512	0.666654111586922	0.608098177502068	0.528658598619478	0.467754869209278	0.87218067535641	0.730567848713161	0.408430090254896	0.747798414053534	0.819057526607986	0.839424737982452	0.784881938872553	0.430099385362603	0.53331820681229	0.619817665019065	0.642920446726543	0.578665497217602	0.742162129683695	0.593466886542105	0.714804553279467	0.678217747181135	0.649852202686432	0.796809084339533	0.645403004204905	0.716762506333004	0.849156619884639	0.624184833095507	0.420438797789218	0.727591428587432	0.827823210941453	0.784911275671145	0.537889135120915	0.745664389147243	0.658143919203357	0.698827996951822	0.680184991921804	0.70649996296687	0.631477294255598	0.696157966221235	0.844167819766814	0.666832858684812	0.614514079714112	0.331878220455778	0.639181013693669	0.564975341721259	0.78533933723904	0.61357184943484	0.62529710511516	0.63442482556442	0.708735180120007	0.726713096819407	0.526240950242356	0.665083679562638	0.665837831796001	0.458294821236056	1	0.86633654393813	0.612995463687144	0.428479222661682	0.738734633234793	0.715074627262608	0.771035259537729	0.792448042526868	0.428760916330109	0.680080698063648	0.738312421875525	0.748036043935971	0.698126792118637	0.822048240842807	0.847759941326139	0.466306843214739	0.667496278437006	0.727504168188088	0.852649384066077	0.199767096198611	0.540799755500717	0.723469676354611	0.706736769119025	0.616795136242887	0.763995744145244	0.676394003780381	0.496836790696886	0.621571610853138	0.580067819028919	0.58815750845243	0.23177052266052	0.429136919717086	0.602148355027067	0.765535121260431	0.762198420946058	0.683345564226419	0.428002785424608	0.736155561018994	0.57262442122899	0.609056231648422	0.768345832440463	0.723289246459871	0.648798661185599	0.464143956149889	0.432454373137254	0.745013453038637	0.593764037085659	0.756173529066691	0.718434564692869	0.580524148145696	0.69597489892877	0.710960408744219	0.708162209768687	0.540812406807835	0.738092282027845
MERTK	0.660716969348664	0.581879386325299	0.834820631723506	0.716376702410557	0.755994811199213	0.900250852406141	0.537285894779362	0.573790125568976	0.782550287276202	0.772616226189938	0.711315857538694	0.577453061517842	0.591113950286199	0.679363410148794	0.802083841401395	0.753124449261298	0.538272063511627	0.428177691951526	0.887080330687117	0.614431911004023	0.58443587110808	0.699982483272184	0.814877367762699	0.791235695894299	0.861230226233372	0.506860621485457	0.612310366741841	0.6236344403824	0.748140417500858	0.655445810330049	0.787193295890471	0.696909809663981	0.714559200235266	0.681006963995675	0.744207610805937	0.807839192993092	0.753621179779309	0.736207242910966	0.907959881596536	0.725770561836706	0.59358034486573	0.71459960214481	0.887285924198216	0.779867147560893	0.451771582265895	0.746502525328737	0.662083179127274	0.707763659728563	0.720153672218608	0.684129673065046	0.725980660479989	0.658119366089546	0.856077623611216	0.728315981787894	0.604509069940088	0.480906007692408	0.711888039464733	0.672268193905297	0.672299755486075	0.676794712595795	0.726335938964985	0.720067149922833	0.777855148925473	0.705979553180231	0.340511968507828	0.830396980247862	0.787223471988668	0.335195868860257	0.86633654393813	1	0.616038240777403	0.317855259137328	0.798472190015505	0.749191840302255	0.866154212938019	0.814945327787998	0.453363221338663	0.515278239340677	0.743396044704392	0.757943613696489	0.684963165369729	0.878889743567549	0.834648057169261	0.605208861778611	0.773952152569858	0.806129030934952	0.883314038979226	0.214702777354186	0.587041812744607	0.600687942438137	0.64190256072413	0.703889749233963	0.739166979513289	0.745787120004878	0.638240514010048	0.63167689606966	0.590260440671443	0.637976040773315	0.418810482362284	0.330781077106361	0.577438306788545	0.773888366506246	0.676698805209021	0.663829715095128	0.447209748086159	0.776621068962889	0.650937760219612	0.639147356864473	0.670876528861191	0.7288059221639	0.656520469650471	0.446031888740118	0.605643213136604	0.677421203593104	0.615060597812958	0.763576959963047	0.698489491653001	0.581781737534762	0.748549797376143	0.747745126963173	0.777521272115369	0.512350007240819	0.756655597653671
SIGIRR	0.82954409778016	0.887625978671362	0.818553487041858	0.753313951562535	0.874455669804808	0.703241475911397	0.685680612337197	0.793699508781335	0.810219247755618	0.895327406970375	0.871385092272893	0.848634102049464	0.899899728018622	0.867679804478362	0.687168935460876	0.773618978316017	0.849386653009977	0.819239622897273	0.76141397170874	0.402709188929785	0.755185533726712	0.81476789994729	0.858673377005209	0.717305403868835	0.753300211383841	0.80611714624528	0.821076376700395	0.883500204776828	0.836396880533239	0.877350400714317	0.813333720429179	0.827197881801115	0.517165704231378	0.790222393360407	0.873319727141787	0.710549152857902	0.882773495807883	0.825173902695714	0.428550689499659	0.859214952308281	0.766063326021348	0.848209870563401	0.732357828419912	0.809308988530123	0.762044012364953	0.684391332223449	0.431837774269608	0.79438133328411	0.404765569186311	0.568607458332223	0.806392739388652	0.85554564646273	0.563535193133277	0.850170688661353	0.798777787606336	0.785943566531459	0.847369221932656	0.825113777985733	0.716397454046101	0.813037485806846	0.840406401885436	0.852665687823211	0.836321188471386	0.905273465949419	0.377921123968293	0.646293050304601	0.787420361829403	0.663190237981059	0.612995463687144	0.616038240777403	1	0.742084070284387	0.820541165953613	0.846114177067364	0.785197688225678	0.857587804702114	0.795628076659106	0.623544453696086	0.797545944396215	0.697492239952196	0.391834818644516	0.764600702740601	0.712458456578212	0.671063566557525	0.830079550956095	0.834193883770113	0.621172366617385	0.643798652702596	0.856672350232081	0.642411179643501	0.808174501535163	0.788377948262296	0.720791737955842	0.80263759516642	0.799642174191142	0.721867747844044	0.931416266031061	0.828064179108436	0.599254721155094	0.676729212967881	0.892211952473782	0.73139754305739	0.457444795360463	0.865561722884798	0.797611746969723	0.679434086104947	0.822957494898942	0.885393705986362	0.685011286323487	0.784221366857857	0.758170587117571	0.831420179063464	0.693820283919807	0.636386269613911	0.862220467293193	0.804293601768582	0.830952252059167	0.832763859528794	0.882498528528869	0.738195757428546	0.868944527031677	0.887150092467677	0.769860476239596
CD180	0.564553138278107	0.741909205134976	0.637234961977019	0.614495456413097	0.680666709643634	0.435052764246166	0.314139125111717	0.530396357661955	0.590982792406981	0.676659964630559	0.592820543570799	0.658494643517416	0.669650971407864	0.773802368968439	0.343295136428512	0.461270716379223	0.725399491419641	0.770275977939817	0.535036002831243	0.368467608572772	0.40872646030354	0.727454821247124	0.67148803897098	0.586052836857769	0.448028135636264	0.584972467187648	0.582198155470975	0.731838518859302	0.573627327065766	0.648045958657342	0.578280110631096	0.555638310387213	0.308882309982985	0.62853894437884	0.630154017665374	0.523209033922118	0.582416755778858	0.606085745974636	0.16595419668246	0.570309858917875	0.423736325564797	0.720676505174465	0.441717022724164	0.615247364085879	0.749576148281421	0.484039726024082	0.285493462779772	0.634088000113082	0.233459419241264	0.337523644494564	0.513554991933141	0.734333709783914	0.401174355894261	0.628324277192986	0.586961630831256	0.504298935191667	0.601327142058595	0.57051175753717	0.640457570108861	0.584556898216295	0.548528780507975	0.572922443574507	0.564187869672413	0.782926341327941	0.463155151383324	0.292840038090562	0.47242422553171	0.756201319762008	0.428479222661682	0.317855259137328	0.742084070284387	1	0.537516925671605	0.621689254384946	0.477593305885087	0.644344231691945	0.675269222962038	0.647801560311854	0.655864872565594	0.55803539323267	0.205950160700119	0.471484720908066	0.527300116016733	0.340549064965868	0.531412268983212	0.553936050932455	0.407996038201553	0.524975552461919	0.653708832402242	0.682386472210931	0.777504133786913	0.55873703849863	0.550302941794915	0.526435142161772	0.508365637089515	0.508005007383722	0.787870382492407	0.631103508794912	0.329023974360875	0.696717864711369	0.799605021979981	0.617979905006089	0.364166615555698	0.770801524552163	0.669832397836128	0.456357036219642	0.550381205987912	0.691774856015654	0.640863887294527	0.606121699144452	0.550235780517219	0.767058781769878	0.349805394403808	0.568386771807928	0.679458581970678	0.578403241805585	0.686940871505004	0.656043498702092	0.660163284853674	0.529547872001418	0.595032814536122	0.832852700652092	0.552146521984001
LPP	0.844714789007231	0.823567928638335	0.881246273505198	0.821362745195386	0.87625660907654	0.84475189886753	0.696587600368192	0.77111616910235	0.807337085994282	0.90692225141761	0.901531871630749	0.800211684187085	0.833667115804723	0.791967137767706	0.771349606057069	0.818177951034519	0.775713850608882	0.693052713551582	0.885280652397172	0.454421896518364	0.767629261680216	0.8139886564767	0.892595028835119	0.800400585252088	0.836029665915154	0.763158948490816	0.819820207543737	0.829795530780165	0.860530153045472	0.844400431848024	0.844386735728453	0.838098690640543	0.551424386089083	0.825658403416561	0.866798528026346	0.767250221647708	0.905516983158444	0.838425552401533	0.642016678427298	0.871945113856489	0.772526788205307	0.837287203613016	0.881099297068822	0.868928356816981	0.693311941866439	0.74658578801411	0.541679471840395	0.738092193346288	0.543371662915825	0.65826976333881	0.875990463787385	0.807466375041816	0.751614985857423	0.834232005289641	0.765406085472863	0.723165036797724	0.867740060008226	0.829630854199173	0.721170012257176	0.85851684057953	0.863280431583576	0.869713879205208	0.859551508810585	0.863858719790488	0.293825101917671	0.778840256225898	0.866876457900489	0.516092474175324	0.738734633234793	0.798472190015505	0.820541165953613	0.537516925671605	1	0.838640227601247	0.890604185193257	0.901840662278732	0.730432122444611	0.594254582498391	0.812188659351444	0.789175177319389	0.519600759672863	0.884386273541076	0.823653327448525	0.683284139870931	0.900177527264695	0.901335390915181	0.767844724781837	0.469987496463019	0.832641447329012	0.605361842186144	0.75886726700406	0.836594126903844	0.778184150415196	0.837562488800217	0.795323869378519	0.762229094922689	0.804510828262662	0.832889327934337	0.583057652483384	0.60949370289193	0.769128273898494	0.833650883126439	0.582015981308124	0.817113776940811	0.702188960714819	0.772453497247609	0.834950062344344	0.803000380812729	0.704868830956245	0.822967577003332	0.728731792961893	0.718096661744658	0.744683913520798	0.668563494432875	0.804047591316301	0.829354468057015	0.776498323537043	0.753218891965608	0.895057674753436	0.82447471783255	0.891657520502425	0.745255242644092	0.829181065877492
CADM1	0.786710396331972	0.802140359282924	0.808222265392703	0.704223248628869	0.831345255105313	0.7745687105299	0.727339888779601	0.771641843278643	0.845293779936539	0.869269453666276	0.838241841296085	0.773137240078708	0.832740427447578	0.860677382576817	0.7749721225061	0.810277682600091	0.744699794636261	0.686904278797894	0.776464739620066	0.4956845365832	0.760721144478996	0.743535230911111	0.857590719065069	0.712941435778823	0.842876262760347	0.741626257199804	0.807425161946215	0.822627939372223	0.836293204589026	0.828115147578588	0.842293933668439	0.793765894965086	0.607825911022014	0.78978400967709	0.861512727853547	0.779399905517984	0.87302463949234	0.788934134345237	0.564297353032271	0.8422572298581	0.765365262554556	0.812418415950328	0.796710743681346	0.760359598479282	0.621516038709362	0.637877170784572	0.562394881731604	0.851754626058849	0.539091667774535	0.603856898818787	0.827303661235134	0.804865579180105	0.603798373820123	0.875994282508463	0.799105067363359	0.752125225758709	0.795992092789057	0.801771692357102	0.66666594107386	0.816036468297781	0.820437619863559	0.831331575876501	0.813548319468372	0.841288801082797	0.419717384291707	0.697840007795408	0.816565177947694	0.55583547968988	0.715074627262608	0.749191840302255	0.846114177067364	0.621689254384946	0.838640227601247	1	0.855945806618428	0.851751089052558	0.715486928142887	0.5674944500133	0.80708702607647	0.723699152134105	0.54267690767362	0.824873974796514	0.724703542725064	0.706102963419929	0.818879947623229	0.843926143533478	0.72544279654828	0.612707291225252	0.778428802251202	0.619930720358154	0.772051470553041	0.762719574635086	0.742942845677339	0.789752656595299	0.778366597208526	0.659491853412439	0.857056472004789	0.792686161898652	0.686340387559559	0.494301226687936	0.82726419008185	0.729924416749461	0.556224038520562	0.815542046459899	0.705995387379932	0.751134097119229	0.757296068752116	0.839941282056838	0.707451518636976	0.770138573329154	0.810555720448318	0.716754017945417	0.694981959677271	0.682876146386907	0.831478591341855	0.793805047416123	0.768953485836639	0.746444579794334	0.847220764228902	0.770574715647599	0.866110485406729	0.777630901255999	0.783104745603805
PECAM1	0.843392731470688	0.781961814039381	0.871664614899661	0.781323271598939	0.856849768048055	0.874129843048723	0.743844600483459	0.773407895089866	0.857139556601318	0.89029445506075	0.891280198421149	0.784427492793634	0.813696737418258	0.765247644774162	0.845788140800585	0.856497725859311	0.723219226071742	0.625467536608063	0.880918817754932	0.483360726912419	0.801996484563522	0.775185102488139	0.891111597889597	0.776575346032803	0.884518558320096	0.746393613033582	0.818249702443834	0.798160289381945	0.890966709000907	0.847188264815912	0.864993795662908	0.862432229605744	0.603793842549571	0.800313963422298	0.891896021115454	0.793723006220697	0.904445232473532	0.833089026337557	0.728672279510315	0.873342000514658	0.80673532132414	0.815174527225009	0.918107954341936	0.840466838514932	0.583711786028691	0.781982822074217	0.566613166038503	0.784208713377408	0.584419528358062	0.660121516180816	0.872087943705043	0.786412832802375	0.769351505972451	0.853764204383081	0.762424510248345	0.729987257197887	0.845793488141881	0.809296774153672	0.674811749432952	0.820871911221167	0.877345318175441	0.890545251944404	0.87239172819767	0.829478850515624	0.297758854046385	0.841496256262733	0.878750890226038	0.456720377641874	0.771035259537729	0.866154212938019	0.785197688225678	0.477593305885087	0.890604185193257	0.855945806618428	1	0.891812003850266	0.677010010772314	0.523492323398886	0.806018762938848	0.800192558052388	0.5601172128512	0.895909722415507	0.813991334364577	0.753576103407699	0.884547856178108	0.91353682407457	0.815724927534705	0.444372325862537	0.788686218454975	0.578934436340389	0.732624292765336	0.846042880499479	0.766203120296973	0.807135591718211	0.775742316098274	0.761742024541638	0.782922753771158	0.784436151410742	0.597383441134252	0.494702793779739	0.744506862320045	0.797620079105836	0.595829898309518	0.790340103152511	0.639438176159125	0.79547507422655	0.793879503700224	0.817439036191857	0.658910925751988	0.82515427869532	0.740956574427648	0.656356302485958	0.786068964064098	0.659291049134948	0.765202080779308	0.844973871676678	0.741977826270633	0.70515697367909	0.859212327277853	0.819581585809033	0.891181619076151	0.693155894413006	0.808135548503195
SIRPA	0.853638480980561	0.871520831901217	0.936256727201185	0.89240937915713	0.9068924488025	0.842659929180537	0.639441037209526	0.772053778454251	0.823824051959913	0.934871791674454	0.896578328584648	0.846502631895177	0.856364556322339	0.839745077086132	0.708316538992144	0.807815441471352	0.857841735884758	0.796349310883955	0.915373819219335	0.462653179661398	0.732725381786996	0.879558021823871	0.930794979723502	0.854686876383165	0.819507612323978	0.774394548974892	0.821117630970398	0.883656308519801	0.900492310304201	0.858858016932425	0.906663368674677	0.871926033489574	0.562011964157055	0.871005621860333	0.898534582157013	0.809950189850181	0.915719436058859	0.902079876271139	0.675750898406253	0.84595765099128	0.737072493765027	0.870540807779616	0.891656190295277	0.922783104309407	0.760429089851924	0.785818633041801	0.511455807830589	0.764946392825952	0.539351273800829	0.592433074945301	0.874252709498876	0.866406520790323	0.817956128823937	0.847274748858862	0.741341491967696	0.721565381744571	0.898635643959163	0.855261355199828	0.764337564323887	0.816779078800993	0.886132547325737	0.88728287930987	0.914678869814847	0.926772096829123	0.296706447234419	0.748967104914194	0.847627727963168	0.663186991737758	0.792448042526868	0.814945327787998	0.857587804702114	0.644344231691945	0.901840662278732	0.851751089052558	0.891812003850266	1	0.768045260828858	0.629295228134859	0.898331598590365	0.844883152735325	0.536368456504586	0.862063408111675	0.864504167391632	0.610245201316502	0.898503678330701	0.921035334038881	0.830021394737396	0.487214389800481	0.863876676312578	0.718152335303596	0.839318333694908	0.889902889543667	0.757661407690458	0.843649527761714	0.791561157173394	0.752886146930209	0.874398394991174	0.827148108861916	0.500375403866036	0.69727054907507	0.801780729841656	0.887198802914357	0.590234465386609	0.882098156153824	0.766644032303995	0.745898441085909	0.848786978645691	0.846186346189809	0.723781853179544	0.85468307024254	0.712685549715123	0.80781597206158	0.711934238030122	0.652140288647518	0.808068419401669	0.844956323200216	0.824358469851692	0.758565436761061	0.901675950505761	0.857629170988969	0.902668167127704	0.847146519905694	0.814702866331764
SLC1A5	0.861906792311654	0.899493060407117	0.716706361381261	0.733534030359833	0.801947333321625	0.493838601637887	0.705306046095597	0.853538477532452	0.68796372272645	0.81819690110323	0.809865603094601	0.881738243593653	0.88329537757601	0.681655678153897	0.474671567236172	0.684819279621759	0.868439819503412	0.889305119443897	0.656970529739323	0.0951814323540756	0.7836472071172	0.69664015597647	0.780258163067504	0.613232767390295	0.546159702394418	0.9007954604173	0.836522574038734	0.890400021992696	0.838251637353601	0.851959594964267	0.736560475302542	0.851944673916415	0.291783353434291	0.722193775481862	0.829397265037146	0.549520498726313	0.793071673581594	0.795135360403176	0.253798169170543	0.741002542616757	0.759981727344517	0.766512611814025	0.665716472687566	0.769493148799451	0.767770116345696	0.618690050609016	0.176578190019764	0.594594087933069	0.222017127410918	0.354773214929407	0.768359717324416	0.833355735449392	0.493293490446349	0.772490473731804	0.699866537919432	0.834832057879488	0.810481025822228	0.822749138801886	0.513745218448496	0.675880106511914	0.819254089467036	0.826475280953605	0.750241312525607	0.844235765280821	0.114785497943919	0.479996218185963	0.689446965653402	0.660988025444057	0.428760916330109	0.453363221338663	0.795628076659106	0.675269222962038	0.730432122444611	0.715486928142887	0.677010010772314	0.768045260828858	1	0.470160888964856	0.788236722648322	0.644970973591743	0.156655777996511	0.57898638221975	0.5708599258769	0.560486790941038	0.73081683906395	0.779630784551827	0.521862289622542	0.611982881832505	0.858861953312979	0.534531019399758	0.707969378577842	0.782506604274595	0.515180233316732	0.651704251497195	0.769505946551232	0.701214306857323	0.866443698958162	0.758283472782913	0.608406395727389	0.794642627656279	0.782965920552532	0.625416174600883	0.292245834828645	0.803706217655858	0.779629238227787	0.507498240327848	0.828924552817047	0.830563818233875	0.555976220014392	0.753932368914655	0.534660556115501	0.920264886093306	0.728342770183937	0.387582841541559	0.770500883692207	0.740545569157043	0.672823944381244	0.670959653041941	0.791999875949291	0.667451227699207	0.776575603941023	0.877148918030829	0.563468657674584
TREM1	0.539165917080973	0.675014890510514	0.681527290589122	0.586529534747188	0.74787068369437	0.664907209753004	0.111980270616202	0.42089077138782	0.657311409209162	0.700426350748727	0.522774917943834	0.529693235228396	0.478115441089358	0.690296857193865	0.421447712476784	0.358485186895901	0.511085213952128	0.531611291531821	0.690565491180679	0.693302753968992	0.22999411463259	0.767554741395829	0.729402535456248	0.778849866118373	0.496155462107775	0.432069794845362	0.429596190660509	0.574560219706147	0.460450336281855	0.528980563508696	0.537588093559471	0.471798786972157	0.578492727832171	0.562109264835992	0.524196261429718	0.573179486256499	0.46578563580293	0.600597877604462	0.449140095560068	0.5695594003521	0.2577066790642	0.68127555558111	0.588034295046105	0.718239539539373	0.755775619031619	0.6880591019317	0.451549312034424	0.585343537415709	0.438471329425321	0.659073940349155	0.450250435270537	0.72582875980223	0.579314915287488	0.5510856595799	0.730742000544172	0.25065276471782	0.516403171670127	0.434056052804443	0.804520502619288	0.523963884089618	0.455388929119344	0.503934864607241	0.492561962741688	0.695859459808164	0.745627117001238	0.355858752575698	0.422230287042906	0.576868054472825	0.680080698063648	0.515278239340677	0.623544453696086	0.647801560311854	0.594254582498391	0.5674944500133	0.523492323398886	0.629295228134859	0.470160888964856	1	0.59780106116865	0.595030496956233	0.46926654307418	0.62689836401916	0.702764086707072	0.392624211800382	0.522715077288091	0.487753286656335	0.527499909487012	0.250549557272463	0.514436089949997	0.746716315064246	0.680323293086921	0.467428152558472	0.665786153542828	0.551784805886466	0.342989729959951	0.672984713464105	0.573015735652811	0.479543102998804	0.12253300453022	0.619451993257103	0.655073755872134	0.630215030508888	0.632788210637727	0.680859634518239	0.412589207179627	0.552466678915731	0.4962940439259	0.572691999104855	0.774868609370274	0.651737630380349	0.458158421089492	0.523327861358076	0.230282100614696	0.670973504946381	0.595160342564119	0.695677209414397	0.700981171595509	0.613730720577688	0.609218098004881	0.446916553885987	0.567329967819009	0.586690898406339	0.600998066633961
