""	CD74	VSIR	TLR2	TLR1	ITGB1	SIGLEC10	TNFRSF1B	LRP10	ABCA1	PLXNB2	ACTR2	SORL1	KCNQ1	NOTCH4	HAVCR2	SELL	CD9	SIRPA	TFRC	CXCR4	NRP1	TLR4	HLA.DPB1	KCNQ3	NOTCH2	FPR1	APLP2	PLAUR	ADRB2	LAMP1	TNFRSF14	C5AR1	ADORA3	ADCY7	TREM2	NCSTN	ENG	LRP1	STAB1	SORT1	RHBDF2	AXL	GPNMB	PLXNA1	SDC3	P2RY12	LILRB3	ITGB5	RPSA	NCL	MERTK	TLR7	PLXND1	NRP2	TMED5	INSR	CD33	BMPR2	PTPRA	FGFR1	TSPAN14	MCFD2	CD46	CD93	UNC5B	MILR1	PECAM1	FLOT1	IL6R	CD40	TNFRSF13C	ITGAV	PTPRG	STX3	RXRA	CD47	CADM1	NOTCH1	TNFRSF1A	TRADD	PLD1	STX4	SCARB1	LILRB1	ATP5F1B	CD82	PTPRZ1	JMJD6	SMAP1	PILRA	CCR1	CANX	CD4	PTGER4	PTPRC	CD81	CD69	C1QBP
PLAUR	0.583622301156762	0.43890037977337	0.539826490776867	0.350778342427098	0.587100524896898	0.557139628458339	0.572900905551935	0.517647634286129	0.63250618625353	0.617461449592072	0.645625121745888	0.505382845655175	0.478790983055317	0.570585513217505	0.55982211556201	0.18532789515555	0.442097149228432	0.605108384143564	0.77848779863884	0.675615996489092	0.610441179062856	0.554409868104571	0.467411916947515	0.31923768003782	0.53867479577969	0.581364658520607	0.69427711730839	1	0.640375180391077	0.495390036417922	0.564147944225705	0.89679200999768	0.523134294952803	0.438618253046103	0.529561543976659	0.618663939594111	0.603398692881984	0.604279673368865	0.559910217954116	0.600647408127078	0.565529214208037	0.549637125437697	0.4764310991822	0.556084874141329	0.397133661662925	0.39388510734887	0.312270196212066	0.500867330166462	0.591848879846272	0.748080966189375	0.508522808207699	0.521975461010003	0.487000334498382	0.687301894382446	0.671372851839842	0.450524347767935	0.527944702953395	0.577156980411359	0.566718409612733	0.718109354599339	0.664119767648451	0.692755116008563	0.484983932428422	0.469791746600385	0.411082550320844	0.628516341840322	0.614167763841988	0.649520519341844	0.678998950649384	0.844504690925903	0.268046948946901	0.61312530730656	0.2669476806492	0.648705502736276	0.5049066452313	0.582553625828438	0.497058280652493	0.561687095620081	0.447519772282437	0.682841733572186	0.57453348163604	0.830528136719961	0.57430185085294	0.685380346989694	0.55818123312056	0.471718714357796	0.143917735694864	0.840403160160728	0.630765477465468	0.572745499720021	0.510454118704252	0.627850904904672	0.650101361841272	0.835582821099719	0.585924088751473	0.602875031594827	0.768764894295368	0.60466425028277
ADRB2	0.809943975171908	0.748636593435757	0.813487396216259	0.603114494973124	0.766341844468534	0.734580357519066	0.756952569210411	0.615322771502744	0.871612231283453	0.692577490030414	0.751312321023727	0.719413551352061	0.765880009849757	0.758720188795697	0.744000877743278	0.435041921431077	0.418902723642	0.618973585623109	0.796451898576002	0.903441472866179	0.568654405772228	0.759159680496817	0.726228452022767	0.545579860445057	0.702978239663347	0.725526429372861	0.780177676712563	0.640375180391077	1	0.69616832640236	0.737980144383918	0.811162942346518	0.730121364634283	0.621021677439173	0.543491657507717	0.761101520199229	0.649719950250499	0.770817014042317	0.527718317040232	0.720656153769268	0.654865319925255	0.730697424920808	0.53724650082373	0.694240680790791	0.569421519466555	0.619982164967784	0.673403757881869	0.544593806354373	0.700190297094891	0.823102600050977	0.866474923121335	0.722152327352296	0.739859838960897	0.825888166195968	0.737646620022914	0.568419194852504	0.691006977274098	0.659324429006293	0.631191132622761	0.544413618018419	0.817542676134985	0.699899163848296	0.714547125802715	0.549747594876769	0.479513008647601	0.6422024418544	0.728400811519803	0.72843763533942	0.707100972553146	0.736471163673182	0.656281994776505	0.60954573498562	0.209105218948295	0.73526637821558	0.620447856232499	0.589661550205482	0.446765000035288	0.483083970429962	0.636727391197098	0.731296347407541	0.628816540269145	0.812715531328486	0.760050586476707	0.695164139663185	0.621586867489225	0.619142859634152	0.01730208504241	0.745090949583688	0.743669141613882	0.740932816922236	0.681743587755789	0.683800295407522	0.744042893396938	0.78561757611602	0.800232884887996	0.678304406541089	0.809740606806579	0.67504518482657
LAMP1	0.868409951916106	0.829740394924712	0.739127554887929	0.799518636663877	0.930697976258752	0.907883951754137	0.912156402607092	0.8946471309659	0.871586995091417	0.801323246777398	0.912733659615874	0.893179099351355	0.698024463558224	0.732868808909339	0.938075758366571	0.614513319724438	0.741361481593419	0.864817632498886	0.661331445956686	0.678103778674689	0.72376898474568	0.703850336622724	0.772326137089601	0.73692783959959	0.785000538308127	0.858771544850301	0.915388164598114	0.495390036417922	0.69616832640236	1	0.89220502253482	0.64923643908857	0.866984463767038	0.754466813000481	0.875089044052117	0.900347945513896	0.838473331213212	0.893572605968692	0.737185628259543	0.914640074267034	0.859730960318405	0.937278863910419	0.832142432330151	0.842947710141677	0.647747037438428	0.789467098378972	0.718416050012366	0.900389180208753	0.91081245857126	0.82019636659712	0.683208981576566	0.778444693935984	0.774840411165186	0.513822757007006	0.913706827510761	0.479749493250354	0.873015453156534	0.830463290700604	0.836479331172261	0.460927612634398	0.867655626392463	0.883767344935498	0.853367991560383	0.490113737397002	0.759417150653877	0.853688659978604	0.883238085625554	0.886749839722327	0.840714853922827	0.718413624001343	0.634323713849081	0.805544401394467	0.563387648878782	0.729988755150818	0.782405026924104	0.836908435569912	0.659775596134413	0.441270489170212	0.863590284171706	0.87353738694494	0.780473747414886	0.744733138470828	0.853185561967902	0.85181081691005	0.930626654507161	0.912343044460818	0.108904360891099	0.595097464105982	0.872698369630941	0.918145623034964	0.841653243544182	0.928226449090494	0.877500829049632	0.583113349820363	0.880773013059342	0.95814870818376	0.596597479842075	0.898055776197486
TNFRSF14	0.895600480888128	0.843534926000182	0.73820448761434	0.713978234130541	0.866054677033843	0.8877499709776	0.86631074872071	0.81587288930648	0.849805236804952	0.784721433097335	0.878647279043151	0.851933352648013	0.714367513289878	0.719122744692593	0.891064857131092	0.654944384643755	0.616261445232323	0.759294350144634	0.669896007624618	0.734934985374846	0.694866526188612	0.690377484176352	0.845683074628291	0.590093131420831	0.725497235977701	0.782995716722451	0.8712022416396	0.564147944225705	0.737980144383918	0.89220502253482	1	0.696298710358907	0.811476737542824	0.653303741760681	0.766688464605824	0.877363505888423	0.778986342627775	0.840521109275464	0.709637901119032	0.847716398780522	0.781531161758834	0.901061968749818	0.738854397141564	0.767037797620346	0.555810825514184	0.770144439140664	0.698115516286143	0.814776629780022	0.888729230416365	0.819890666490059	0.713035680344436	0.7323658764484	0.781924410071665	0.56622593537554	0.861131240682372	0.474997464400712	0.852064172636651	0.747842656564042	0.724846027374741	0.402074929521031	0.869999694760153	0.801074655106734	0.813396185222383	0.540239276769918	0.695199819826591	0.7909403475563	0.84649494076	0.874380344766968	0.815008165501781	0.76571481214753	0.664571581495038	0.739933685548999	0.383096798934395	0.794267234572784	0.814437849078065	0.757841488380747	0.557620603427592	0.418667062737888	0.829271045193197	0.820757402653666	0.656365652275651	0.73620380312801	0.764735269381279	0.809685315700035	0.82528176314522	0.820069075125448	0.00175596459864093	0.669059394693489	0.831698464387846	0.89998352660873	0.835894283876507	0.844077261318735	0.848072084189474	0.626188356358935	0.836341466562101	0.881578286324544	0.62761947033808	0.865954370671065
C5AR1	0.767349509773009	0.612943117745388	0.72586522240434	0.493243644669868	0.75012540131517	0.689587224712092	0.741002506611447	0.64613998234861	0.808264654221554	0.705555304410568	0.789661229974341	0.670518425522789	0.618895981215922	0.732757596420389	0.710858881897703	0.333348933147967	0.524754245633283	0.709004920926715	0.917556042483785	0.85655449382486	0.658124582378218	0.752589881453515	0.639200233981662	0.468918034983206	0.691027698827581	0.748371642883604	0.833252821700372	0.89679200999768	0.811162942346518	0.64923643908857	0.696298710358907	1	0.684019498054382	0.554601890468838	0.633928681085652	0.732434585464652	0.734968578294815	0.770544372960024	0.584417544457247	0.751098601334582	0.679121849599745	0.692381500001297	0.580697219458224	0.670495302988987	0.522347750017353	0.496764748451092	0.544657178322797	0.594479260120386	0.711371146042256	0.880492320794989	0.723308054975529	0.655774004349866	0.622184218936998	0.826704440088857	0.809627728022664	0.578178879916106	0.661341995039368	0.725434322986085	0.675911661121903	0.733392556343934	0.816908696200107	0.801009461773216	0.654421806571154	0.531963268356735	0.497640329431188	0.70602973049375	0.745884724142013	0.775343224105207	0.796572163409737	0.87990573322968	0.456775020545469	0.700105948277797	0.297324778346629	0.732738712302562	0.59468419187148	0.677290918154665	0.56792038064828	0.62910927121096	0.582745989428164	0.796558395228411	0.677075854788159	0.910880229148138	0.730944222167319	0.78555843717774	0.663255103046431	0.614091747688455	0.147296827083286	0.902264187850272	0.776431455291911	0.719026591514381	0.662486385745051	0.747881228735944	0.776259832658885	0.886219711750513	0.753544003699658	0.712818456923159	0.880342925709629	0.706150915711787
ADORA3	0.875123351527195	0.890923462748634	0.88790252532501	0.846046361694833	0.877732122999301	0.923231818985006	0.938308331279523	0.754714810475243	0.902158057983344	0.878143125017153	0.894779616137548	0.954098709804376	0.790767317665706	0.76599828432572	0.863368793724577	0.633257085541013	0.49656444555733	0.763131291910077	0.665074877428559	0.757764226067088	0.818891847572748	0.713893503334524	0.773373488532175	0.83418424947414	0.753922027832744	0.825617010009756	0.882695748705592	0.523134294952803	0.730121364634283	0.866984463767038	0.811476737542824	0.684019498054382	1	0.833605458359973	0.69573003714945	0.821917292616575	0.766487890548968	0.876400225921741	0.810880617411041	0.907060717645584	0.89899067565726	0.881881172533164	0.593487652706697	0.792601084283959	0.718124441758308	0.879803874688225	0.695362572009632	0.752030699829367	0.811078960958753	0.829010387167512	0.835259969446849	0.8638909384057	0.854835830367088	0.630864407018655	0.830204913398964	0.539148766280798	0.891745611155386	0.787869154807508	0.785367454453463	0.494493710120275	0.917423844820873	0.853177967149056	0.857603384222874	0.693705381576063	0.799655497722555	0.808942122613282	0.914208378569604	0.893936350429885	0.810360592668811	0.677074913989283	0.673925228574035	0.836120933466951	0.435732099489817	0.7972806735894	0.763985160168954	0.693615708142665	0.507427507496519	0.461492664702923	0.87367541099258	0.792810087382102	0.658663648238983	0.755921989165684	0.812959171897385	0.83461669351924	0.79607319601079	0.779724266066811	0.0317924564617656	0.629473964019397	0.805396125844805	0.845038915596665	0.859759112150216	0.852599852822404	0.920782062740779	0.593789145156399	0.932132266866143	0.833184178246059	0.611708958774045	0.80162411828862
ADCY7	0.645863627404175	0.730002453628583	0.812021892926024	0.836671893110795	0.77113938397809	0.828608487626553	0.807486476129806	0.639631583887459	0.792953983264011	0.811460064814816	0.741180235626028	0.818854278414385	0.676541985722954	0.678975563234241	0.721821462712846	0.346659503181479	0.450598497057825	0.69715523107615	0.533637482263542	0.583154058459893	0.7137384823881	0.638165718242313	0.500560380964322	0.792626025970418	0.631108310280075	0.714209259708758	0.732949508561852	0.438618253046103	0.621021677439173	0.754466813000481	0.653303741760681	0.554601890468838	0.833605458359973	1	0.601823481142613	0.74689428928594	0.635771641765799	0.729496128756931	0.762384613960584	0.784257834930767	0.855095715418205	0.739277931671809	0.480679444438816	0.662482321573192	0.670992613394853	0.782558209229913	0.518936971277692	0.668972238173952	0.605088658059336	0.693348347066634	0.750848688431622	0.719866238803071	0.741644765256851	0.628424050451476	0.706205099280589	0.432222055697542	0.753625347552356	0.711318292995254	0.693244893088794	0.454613236054257	0.778144384061185	0.767388090524553	0.744044708106623	0.624642864629188	0.766008167202047	0.71553610855088	0.78892719345409	0.728314918200681	0.736803546196885	0.525598725820503	0.491804407780251	0.793320174193747	0.580507953362723	0.648389932384293	0.638669778261817	0.568964821072784	0.429782418503139	0.384586056402459	0.669418772950332	0.634119951461361	0.649543686787481	0.673695606921696	0.739524965679984	0.745927810825922	0.655741657252827	0.656893779476839	0.0645877850448529	0.543154708158177	0.662963382968707	0.644434974215006	0.660744076100176	0.735438591956213	0.803831514265977	0.539304649227951	0.836551743406542	0.705110564546822	0.556531233621114	0.628962557900316
TREM2	0.72651765876434	0.591407302601112	0.532642889926934	0.670228319553251	0.867998947683992	0.729952273709056	0.774935696484609	0.94376826051824	0.70028691815166	0.610127986993764	0.839040162624571	0.714711572062355	0.514383221763298	0.638841520407159	0.885302121496163	0.441227406034534	0.932455409067649	0.947161260756509	0.607426259314315	0.512452737284658	0.592671050284009	0.631223916977943	0.598950163420739	0.594278145946662	0.681530867753297	0.894315384278902	0.82410233281916	0.529561543976659	0.543491657507717	0.875089044052117	0.766688464605824	0.633928681085652	0.69573003714945	0.601823481142613	1	0.785233120995202	0.89158784721714	0.722807672914454	0.648416205396867	0.827063699398291	0.78177014628905	0.849620213082138	0.906962342399792	0.762490550421939	0.396748917908502	0.551863325304661	0.623946798185336	0.943965691476352	0.81677685858721	0.714353665332863	0.441868554900274	0.622558033475128	0.567681480330193	0.401695622132805	0.899153820763809	0.347714073926424	0.74434534931839	0.768036528423695	0.722210338727139	0.388776664899136	0.726798806766492	0.885709682597623	0.686210844182172	0.238787551528887	0.660138141868094	0.806869411842641	0.729025567738728	0.757239012045174	0.806160331774156	0.73605887959382	0.354473683300202	0.633492658093438	0.679412410079404	0.52989833946296	0.563676308208709	0.850558040890732	0.667002797110973	0.316440875813097	0.730964942199171	0.849119157395401	0.872423187753597	0.703497440938544	0.741988656518657	0.862203280121878	0.901686689619378	0.845583374063061	0.0758200789622166	0.548926296508103	0.787703234112863	0.828754571150232	0.748909842372438	0.88540149818833	0.805535867654984	0.59258959505513	0.753460322435287	0.94288537145594	0.56437506743311	0.831305501338863
NCSTN	0.8602465661455	0.789750000080734	0.771836299220146	0.779398293269962	0.906927188219034	0.909433578477198	0.875219932628551	0.80891557912329	0.868886569007476	0.842660090020744	0.911440113286213	0.860559654984885	0.694773566915123	0.825408181213027	0.879400210715177	0.50630358634049	0.667352987560257	0.8104148452605	0.741645703264018	0.730599852137336	0.716687683934732	0.752504753229737	0.766894019452048	0.693694283833051	0.824415921795193	0.803735371831916	0.910448202895446	0.618663939594111	0.761101520199229	0.900347945513896	0.877363505888423	0.732434585464652	0.821917292616575	0.74689428928594	0.785233120995202	1	0.838062850164922	0.892126741213721	0.698770463166924	0.907625936315704	0.825597789060578	0.899375837293599	0.741900142484169	0.823198252478821	0.596761844483502	0.742842303794618	0.59711203416298	0.819495642435489	0.886614966155907	0.888427858250941	0.75279163568944	0.736331548517691	0.755208776307317	0.642131438351656	0.896510889332676	0.576103803303105	0.810476172565646	0.834931936340892	0.83955088809252	0.580862917248358	0.867820178748479	0.865835972512805	0.861497405767365	0.500901968508022	0.752034606443795	0.817171436596107	0.863343521772427	0.873132167354704	0.82975072561769	0.768068914014738	0.618205423369249	0.821604053600273	0.538159558648794	0.790440846012168	0.782545605327937	0.837277256068391	0.691029497386551	0.552297629209872	0.772916409528285	0.850016927043195	0.761157821144597	0.821362919510848	0.822595672419952	0.84168070877356	0.876003019485897	0.850209882436344	0.186761808379455	0.728485446136554	0.896869769850454	0.888480221318942	0.754334067534249	0.899470604189963	0.868387002157598	0.71225853238253	0.87855586252923	0.899721359337412	0.689346433506184	0.88551795087354
ENG	0.800065887498785	0.651020227983405	0.657494434662242	0.721762538140002	0.899254292208075	0.786702766078854	0.819405933138472	0.879023170718483	0.779177228341918	0.698316033423577	0.904396191093977	0.789075904821788	0.616894916480441	0.784599718262099	0.888748189137717	0.482948704395094	0.830683481599811	0.91015773044415	0.714626048604192	0.655327171406069	0.657283359736559	0.720767900925619	0.683404596968047	0.671006085317578	0.778137627979012	0.875762063557393	0.880686383888566	0.603398692881984	0.649719950250499	0.838473331213212	0.778986342627775	0.734968578294815	0.766487890548968	0.635771641765799	0.89158784721714	0.838062850164922	1	0.809264534091255	0.665902379983171	0.872056500285248	0.788783734117691	0.880223333873965	0.804233684859383	0.743077961830553	0.489437816508524	0.594009110356532	0.616202031418704	0.879503890299168	0.854699361885454	0.821833259652957	0.60515399419798	0.698060247607231	0.675182455915417	0.522972418553794	0.909004006165785	0.523957170023876	0.718542722407529	0.814689586234904	0.770974385896534	0.479639220437269	0.804595940308879	0.880403817541079	0.752469233924193	0.372036094894139	0.670209907104408	0.795984136085686	0.813418690871992	0.812340649823446	0.820013560358774	0.792965060918752	0.417188847122984	0.671954841695673	0.603834329494999	0.63396540595255	0.621410047340375	0.857138826816462	0.686393369977368	0.441231298540805	0.734975397632542	0.867264869461834	0.859731023839121	0.787814965361463	0.774943352240092	0.892641719413784	0.881125143355276	0.798725149610766	0.124637176319161	0.653930231946854	0.84790981303065	0.848052612052902	0.790254057417086	0.908127178357589	0.850368479505449	0.733702469790879	0.835101150837005	0.915856632445837	0.659886413760933	0.830073648184103
LRP1	0.904216350851747	0.843253695353358	0.818228140135746	0.737108952176685	0.901708243924818	0.893685443783961	0.917242695126073	0.778164002129055	0.921128240919855	0.858483226949659	0.937565702349982	0.909335438129281	0.763472941063205	0.802036068050778	0.873214604155226	0.594010147068009	0.565421511531016	0.78285213398079	0.783862720417984	0.807301263219344	0.731639683595165	0.785641239569153	0.813394397626441	0.763093681097051	0.846754423673534	0.809824248672561	0.936523867009343	0.604279673368865	0.770817014042317	0.893572605968692	0.840521109275464	0.770544372960024	0.876400225921741	0.729496128756931	0.722807672914454	0.892126741213721	0.809264534091255	1	0.71771493632149	0.911634301386906	0.82210496886679	0.879743505644222	0.663759062058157	0.829105598189067	0.754850667194224	0.748110132299942	0.671929512515628	0.755690152752488	0.906973438236264	0.920159495595419	0.804255763952028	0.797667065661738	0.784549131832763	0.652573923326721	0.882573860440416	0.673820796577614	0.831225016303446	0.87432455241208	0.898027720821483	0.655141617750098	0.927043776570991	0.861514220458544	0.910849484372882	0.611333789718467	0.737857872690338	0.806781578145523	0.902641353581592	0.920754010109881	0.864331544716989	0.743101542438495	0.682205689293429	0.861033783446608	0.460813428968724	0.79800576827055	0.810756061754954	0.815034003311994	0.720023127989621	0.676685797468226	0.820971426678392	0.862850250505913	0.695641311544563	0.805110608534501	0.848359074235397	0.8267925952312	0.86270178295246	0.856139044477519	0.28569650300513	0.752434283969361	0.914059636904515	0.886962498794122	0.819579498413121	0.908224503837202	0.879463834465154	0.69817165653537	0.886853834457691	0.86530388849034	0.701374150557827	0.89242211521599
STAB1	0.740680386493372	0.787717290849112	0.720771733085101	0.711390757894911	0.725043635366975	0.827330308634528	0.810602891994975	0.68622429301743	0.728356086890746	0.82609236388598	0.763014381131132	0.826531181583884	0.742890955062694	0.578052109110777	0.759545330266638	0.53937684713337	0.426292187616504	0.71085056834051	0.480604354233476	0.542463774456892	0.775677909995168	0.563124854699921	0.647106359127201	0.690603817845313	0.532692226599518	0.745046250827866	0.703465263774852	0.559910217954116	0.527718317040232	0.737185628259543	0.709637901119032	0.584417544457247	0.810880617411041	0.762384613960584	0.648416205396867	0.698770463166924	0.665902379983171	0.71771493632149	1	0.746047391844554	0.88130318362923	0.791545443120104	0.443337344608288	0.629934279073082	0.559126052293393	0.832153034998416	0.524741481646141	0.746462931314316	0.711574034123656	0.633014685714408	0.571024851422381	0.804982144484309	0.749382629600054	0.490584803782194	0.701654971234692	0.320703510564646	0.826296426564066	0.624686792658905	0.622224826916279	0.403275033588939	0.785837542230391	0.752650404013243	0.667649969186765	0.70020537295769	0.817371864318148	0.790981709532037	0.804848211743683	0.821860263927935	0.755031250284885	0.620117948182983	0.515264586357115	0.752104055891745	0.435848768635065	0.673749168127835	0.693331404174421	0.567478553079485	0.334078172642295	0.259589886085036	0.811780532894838	0.65423266821376	0.528618747426409	0.661735184500437	0.628707087318807	0.782578058347137	0.680404129650392	0.689865426454934	-0.0982423993472541	0.580508803741155	0.614943651601837	0.705877768683862	0.758224847161654	0.725914195883483	0.866850209644753	0.499032406510202	0.724333829519863	0.760002807384926	0.499825986598647	0.73379373339448
SORT1	0.873765612454929	0.803154952635307	0.826116608427603	0.832288185832853	0.937835080891345	0.920953977996307	0.940529014758084	0.841671761022934	0.89042114009001	0.844980189277961	0.955477422467365	0.914246079402139	0.702222780068491	0.813660217685918	0.911062934060355	0.544864703559197	0.69955773242058	0.879057162229517	0.743308620713167	0.744745936500805	0.795147809315476	0.762867847498767	0.755892186453644	0.789318193375842	0.798673055134282	0.88141419030282	0.941222412125412	0.600647408127078	0.720656153769268	0.914640074267034	0.847716398780522	0.751098601334582	0.907060717645584	0.784257834930767	0.827063699398291	0.907625936315704	0.872056500285248	0.911634301386906	0.746047391844554	1	0.887942176150112	0.922821471093864	0.743313491361351	0.818925072606681	0.638382447459434	0.765749576301539	0.655845090848594	0.848851157350746	0.880160889009532	0.896097905936776	0.77627588193862	0.775631435791534	0.785750704432242	0.621668142797921	0.928157752252987	0.615475430536444	0.858432413895167	0.877517504497567	0.85151496414594	0.565245924496342	0.912125195091923	0.915598886265585	0.884387379461877	0.547992780761645	0.804948938953372	0.843075828488237	0.902910316522898	0.91862347176123	0.880139682725353	0.752493969518995	0.607737446508735	0.848664594483918	0.583911078810434	0.782135019995287	0.761766215540615	0.840207889869198	0.663534582842592	0.535607869977961	0.843279402577928	0.889217064602215	0.802007549909267	0.823975980420934	0.848212808036462	0.895827160474461	0.8858748027707	0.86420056387951	0.143291479029591	0.702492529018519	0.878062960898021	0.889537606835189	0.818489405094254	0.9359717538392	0.919867661988013	0.68423176472196	0.940226741281481	0.914461134499329	0.679676850239456	0.874223087124854
RHBDF2	0.806664274979789	0.823963520450864	0.82939018725274	0.83116480711553	0.865732880231738	0.897023378576473	0.915389255978094	0.781688113457345	0.847894296474765	0.881662696879869	0.864557090345753	0.902118888345152	0.752904368948872	0.725975551115505	0.881780678396253	0.497773367089979	0.580357900763438	0.841343133200122	0.637012498649656	0.662972846415599	0.785889770169649	0.732231358320105	0.666765669116592	0.802104100180088	0.684520931899401	0.876336011223773	0.83361721703529	0.565529214208037	0.654865319925255	0.859730960318405	0.781531161758834	0.679121849599745	0.89899067565726	0.855095715418205	0.78177014628905	0.825597789060578	0.788783734117691	0.82210496886679	0.88130318362923	0.887942176150112	1	0.87780916784928	0.597092785177653	0.757993269454436	0.622199116153882	0.833508844292644	0.631041664740227	0.818212653954573	0.777127101725536	0.778890860526952	0.72359195814027	0.808035672375073	0.798047892284639	0.626030815903844	0.841254062981792	0.435561861161523	0.902733998194199	0.77865730993801	0.755123101782766	0.497236251414815	0.86549823678323	0.868544567297278	0.807594135603822	0.628268174121543	0.863884637343365	0.837937492923585	0.864979558157571	0.883684309116463	0.843363515525579	0.674765672544007	0.593107841237178	0.845442710824238	0.581727052644926	0.726651877569215	0.761611312086708	0.712865211730726	0.482461940447348	0.381891808542738	0.818305545765733	0.778430040765504	0.715834283169711	0.771454907496773	0.756836460653715	0.85501984221523	0.803731590049973	0.79956115318034	0.00490102498539384	0.665483771596571	0.771006995989386	0.799227788643892	0.826573041762237	0.846380397096453	0.920929920241137	0.596700738762429	0.869881140886669	0.857632284523883	0.64399237849468	0.801492325713993
AXL	0.928333938467901	0.874757468461777	0.78973504205178	0.808306150053516	0.923138138515721	0.934338766182666	0.925360811841651	0.880362375187308	0.871023855571309	0.843449685265129	0.934356164306495	0.916185325669105	0.784241647511106	0.754610492919465	0.955680785578519	0.607261473531267	0.693407473609751	0.862521385317679	0.676829620648241	0.73407951692773	0.742568487988982	0.732861649499579	0.856845983796752	0.72899681410709	0.77533112944721	0.884438033002272	0.895039015181976	0.549637125437697	0.730697424920808	0.937278863910419	0.901061968749818	0.692381500001297	0.881881172533164	0.739277931671809	0.849620213082138	0.899375837293599	0.880223333873965	0.879743505644222	0.791545443120104	0.922821471093864	0.87780916784928	1	0.748502243156639	0.79347446409246	0.550419164977695	0.809257047284847	0.725974216813187	0.878869415627741	0.932645368635857	0.842150552372916	0.726005934622802	0.799682271593414	0.8314617893898	0.562540780205054	0.897362839049214	0.510265870805253	0.88200035502943	0.784328554159129	0.787373586141952	0.419395402070695	0.885450723304395	0.877183655735184	0.840459836632602	0.547756037174526	0.778660144228971	0.890529753478056	0.895863367896883	0.918719481105974	0.829397272687942	0.752145058847652	0.686073173286472	0.761168826899709	0.488485410507921	0.785176763930069	0.79943181133118	0.818028140845279	0.57616969250132	0.378187788348231	0.891857906126326	0.885365835965786	0.755764066008647	0.788291991940005	0.802108561943995	0.885878828678172	0.901678569184218	0.865587927538243	-0.0119596849994091	0.650220416303915	0.851032385296236	0.94584693981384	0.860922163567143	0.904464708610917	0.934741455946303	0.659852363169512	0.890978303636524	0.952985271329223	0.644158563804741	0.903431404630466
GPNMB	0.639478889075097	0.47454001892088	0.416855029147304	0.586032952937227	0.790682941306962	0.63604366899246	0.661953507645713	0.868013749733547	0.646702401474444	0.499724295935756	0.746981535971483	0.596496387151493	0.336659695212974	0.581895441381881	0.792787437437911	0.397958494269723	0.917593029292921	0.825034409937505	0.60564096816303	0.4757430728464	0.508182351284209	0.541677330362804	0.547071921278407	0.46116864522175	0.683566680916532	0.732495441444873	0.797198641663741	0.4764310991822	0.53724650082373	0.832142432330151	0.738854397141564	0.580697219458224	0.593487652706697	0.480679444438816	0.906962342399792	0.741900142484169	0.804233684859383	0.663759062058157	0.443337344608288	0.743313491361351	0.597092785177653	0.748502243156639	1	0.768467369643302	0.357139194815226	0.441124039997286	0.598528780874265	0.858590920704458	0.74556750405829	0.666614462528061	0.389919459185083	0.513621624326457	0.46869798601526	0.344221917356369	0.833735509638252	0.331797690945602	0.611946542287659	0.699061508595918	0.666017302068262	0.354898240749277	0.649020366084444	0.796550577968058	0.625964985298151	0.139739205469349	0.502974240336534	0.698743109716509	0.647474670167394	0.635065146681704	0.736535280333261	0.701814885063903	0.282505668193839	0.544430480024269	0.577930410269612	0.517187425238305	0.517174005671456	0.812472926934855	0.684179663304759	0.353156034343773	0.616497036485251	0.800844133914417	0.811320413411036	0.623708388141958	0.739901696869963	0.745102411662119	0.836269705107075	0.79063663762808	0.120834170564051	0.441890097641066	0.757952513757162	0.785769760393456	0.641771903006644	0.812874436688484	0.665424577086397	0.548582762120605	0.694529640052029	0.862769732441169	0.486103881041392	0.738952961486201
PLXNA1	0.788250304561139	0.705639986336954	0.690063162930409	0.664592146022924	0.846926477378257	0.771785088577438	0.802013688185694	0.769179999475479	0.812377514761963	0.708878243685174	0.833393875012395	0.784878693702694	0.599305540378868	0.749988901234024	0.809852109809479	0.484116927367388	0.626313195352431	0.768229125482005	0.690598552564051	0.666920975579009	0.663737327393914	0.635343594944835	0.691912657396487	0.669863782503768	0.755961904811518	0.774339356978985	0.865051454236943	0.556084874141329	0.694240680790791	0.842947710141677	0.767037797620346	0.670495302988987	0.792601084283959	0.662482321573192	0.762490550421939	0.823198252478821	0.743077961830553	0.829105598189067	0.629934279073082	0.818925072606681	0.757993269454436	0.79347446409246	0.768467369643302	1	0.615106028888439	0.677646310820856	0.656666435377073	0.785933363399631	0.799069524891827	0.804576754210562	0.64913733532909	0.739224169959276	0.665872598811195	0.562339291389428	0.80426050475132	0.50386122043029	0.775874964525022	0.769777791917929	0.796189219716148	0.576732405162212	0.810875026569693	0.857475432863234	0.816835681233757	0.421591087967152	0.666288493095628	0.761423409224942	0.766909347433584	0.768987834658748	0.814003299911729	0.742280739239713	0.528356583761144	0.751298454444522	0.47630791145435	0.709109144734177	0.674538969688151	0.777946615935768	0.684618577633388	0.57678678452995	0.743066306609632	0.775353745031243	0.688734526758777	0.709235849361091	0.785149631823856	0.776313190958603	0.83210119037443	0.837969201304965	0.247000654167308	0.599302572182598	0.839162696907194	0.82942211789572	0.743642609492432	0.83236365166842	0.797982040369143	0.604045944480969	0.822998651358158	0.822130242055477	0.576124935410674	0.818377248100012
