""	PTPRC	CD3D	CD3G	ITGAL	CD226	CD69	LAG3	CD6	ITGA4	IFITM1	DPP4	PTGER4	CD7	CD8B	CD8A	CD44	S1PR4	CD96	CD28	CXCR4	KLRD1	ITGB1	CXCR6	CD2	CD47	CD247	CXCR3	CCR5	TNFRSF1B	F2R	ADGRE5	CD46	SORL1	TSPAN5	KLRB1	SLC1A5	IL2RG	ITGB2	C1QBP	CD4	TSPAN14	CD81	HLA.DPB1	SLC16A7	SIGIRR	TNFRSF25	CLEC2D	IGF2R	CAP1	RACK1	SPN	CD82	PTGER2	TRADD	JMJD6	TFRC	SMAP1	TNFRSF14	ATP5F1B	RPSA	PTPRA	CD74	STX4	CANX	CD63	LRP10	LAMP1	APLP2	NCL	PTPRZ1
DPP4	0.668589991802342	0.841599503201324	0.865918119453908	0.401454840008305	0.847965056489573	0.592473904149675	0.687506459634913	0.517961844134751	0.398117092016218	0.688191046028192	1	0.443403499858139	0.925274046461197	0.450777265193938	0.420906118067363	0.605530906477017	0.80712895224765	0.811342610639935	0.402273877281027	0.636184049789601	0.286218471731782	0.296179086944387	0.553775209407838	0.847552074332447	0.716279007409615	0.564899238711791	0.689370193694543	0.487180961166459	0.528384016824342	0.0802883433466401	0.669053013281833	0.401884013147911	0.227153819164861	0.528142793576464	0.870549641127078	0.35331486774617	0.894366501629947	0.0870542656393279	0.156207188945802	0.274044496632184	0.190112136686538	0.0429121768705005	0.191194354269713	0.395999028221421	0.625800734889362	0.705314150066405	0.548258503113662	0.329763955930243	0.443825214158872	0.583274717950895	0.726045452139486	0.622242114728691	0.725624031265395	0.87746735152192	0.444325734831399	-0.145647757091778	0.577777559898209	0.729935805563435	0.301026746895195	0.544526205512434	0.335872951050344	-0.0232297239902411	0.342842922627824	-0.0305947954470106	0.0513847638908	0.250886006671859	0.330463810562618	-0.271021595736628	0.186026698222667	-0.39062918502829
PTGER4	0.658229267187953	0.678533746422037	0.6569432263686	0.725219343576482	0.59661198089891	0.921010299647273	0.543855632340036	0.451280829069816	0.58366471384989	0.595999209567719	0.443403499858139	1	0.535571354511152	0.588485282833262	0.583107221694968	0.702762712430641	0.701125023818239	0.629722124893132	0.728693023522686	0.898444151222055	0.700373101085488	0.726260491374205	0.309412859142006	0.619189540848811	0.713113659684432	0.630016697552351	0.531334872792956	0.342926617564873	0.703065552113602	0.444010065969833	0.765280055617132	0.616563404642564	0.415984907130159	0.471161132250607	0.675408233236693	0.303989482560356	0.509389527783651	0.353038035431104	0.226265310940184	0.490943612555308	0.519407916066256	0.285348842915969	0.503210457511552	0.717231050379147	0.80965701149241	0.635386016278103	0.555659897481923	0.314313074029111	0.489269350396933	0.652538824559001	0.630672644712151	0.404205922115317	0.520190639569614	0.611261084284134	0.695209806925543	0.165042139478877	0.683131863984109	0.670693753389532	0.368646879181212	0.55027723039043	0.40288330376922	0.186675765826547	0.446089760275876	0.314778397386932	0.21476431897775	0.473236986747331	0.44254628810739	0.0186990819144824	0.435948005311926	-0.0926978592686452
CD7	0.772141058901122	0.941156769255909	0.943782947897978	0.51466413830371	0.897370974245514	0.655727676147557	0.749713743591964	0.60380593774019	0.447411900235586	0.814897745976153	0.925274046461197	0.535571354511152	1	0.542158171554003	0.544900041063808	0.73972303563587	0.855693896914204	0.86159467654499	0.589930882676146	0.727006768103741	0.346748410406602	0.438419646286325	0.539132465450487	0.906965210341259	0.757540311147501	0.673597901459779	0.794449488927699	0.464927389493645	0.621403066906599	0.159784796407162	0.794770962703838	0.510682322160164	0.303623470080467	0.590039441266435	0.907806810767551	0.390721409321146	0.913878419949923	0.100696716286997	0.182458306590174	0.354025436910223	0.237340062806705	0.0861803679436978	0.297313893689071	0.5160660752127	0.708583251980725	0.81135310907548	0.651301864124435	0.348847427039853	0.496638006797286	0.695873481253537	0.728041361755389	0.594241399346926	0.831875884244806	0.927939997975771	0.593625037603676	-0.143086520707999	0.656562408245022	0.807320910239553	0.335101770727002	0.635522117159853	0.406756705764067	-0.00150785787108354	0.338572718054212	0.0422571620541384	0.0953461959045888	0.352449296441824	0.3680805254567	-0.263454092209391	0.26859447548682	-0.388528194185216
CD8B	0.757838699976857	0.697727450491981	0.706899871932085	0.774409942928823	0.461766037167589	0.591392833270712	0.696760287862758	0.803141459070965	0.431484952262318	0.686682645515458	0.450777265193938	0.588485282833262	0.542158171554003	1	0.875071718278231	0.710006826745177	0.624502085034455	0.619613525678096	0.760309597746716	0.591152902067381	0.715498742009077	0.508468039172428	0.683494585368995	0.706179935950702	0.719909136549037	0.707937332684138	0.616395450252374	0.551092433666674	0.582643196634099	0.668023660106512	0.523455618685505	0.603894892355396	0.181003013033203	0.424381878881671	0.403741315206911	0.199002141283882	0.605479390155239	0.0995045453133809	-0.03797545717685	0.269661750009422	0.454660249511532	-0.0160753259716763	0.354945311399373	0.737137264175299	0.692102043455064	0.623087009437086	0.752376496553405	0.13572980342426	0.278224686643503	0.376742671685548	0.647829136043746	0.270829575935973	0.54102733649847	0.460223882385615	0.579698121452546	-0.144186078101965	0.481462275635276	0.597053046119179	0.0550335063393593	0.268499168245323	0.353670308204412	-0.0830725758070597	0.101253040605209	0.00109144304372805	-0.0912385915279986	0.0966028458536348	0.360706842946262	-0.286060521204082	0.143856206342849	-0.293498192134425
CD8A	0.754599239784004	0.692519307387402	0.6935788134025	0.84122510971676	0.465722912574082	0.618675379530708	0.667464693182727	0.839526742311384	0.557497296912562	0.617841876920146	0.420906118067363	0.583107221694968	0.544900041063808	0.875071718278231	1	0.657589512560723	0.643795667273929	0.702011730321704	0.734438762803148	0.641142556206812	0.785666057813478	0.532030163451496	0.651637589334887	0.671297298578651	0.682555899467513	0.778089634438597	0.539102274429864	0.465334770884989	0.474524222102035	0.571700223886816	0.613327777609779	0.655428923872646	0.230016646122128	0.343433405329216	0.459722566131263	0.22318427632798	0.576087305415365	0.0705038808399919	-0.117412580439959	0.223778387982355	0.438028816044514	-0.0591721381946825	0.299772100485685	0.65275353830433	0.653429597137496	0.710067206347802	0.794108364594357	0.163284285670721	0.218227057336328	0.335463567220418	0.633069015562371	0.180437427787727	0.595048030152694	0.442348786051035	0.562984399064931	-0.213313794337975	0.461381983721754	0.584751182742055	-0.01159866132176	0.230602043005577	0.260084171376148	-0.131295196527774	-0.0101386857594737	-0.0552538642880514	-0.150775447412791	0.0474414002151533	0.232749233713526	-0.339141490769882	0.0602141420884517	-0.376903931287579
CD44	0.897346189680447	0.846382837559955	0.821724375114608	0.711535034091376	0.690781273512325	0.70408537366822	0.702985848561316	0.666678384781302	0.662350683696708	0.833666333627497	0.605530906477017	0.702762712430641	0.73972303563587	0.710006826745177	0.657589512560723	1	0.739534454840899	0.705520475804024	0.770173094971175	0.71155848733557	0.565667445897272	0.818382358205011	0.560870825281923	0.817592689207062	0.837366431978569	0.780982003455351	0.739813513383675	0.571139219790481	0.855899766364063	0.530454559689143	0.781336926391484	0.792144653544276	0.600154788972329	0.661015006941875	0.637909675773324	0.54375335352086	0.69879839544015	0.475360727748927	0.365650766790286	0.679096345672221	0.614739895804378	0.433333964944659	0.661616653642812	0.757302038333124	0.824205390925918	0.765047348777924	0.78017655620608	0.461620173695195	0.730389287857662	0.797323112156001	0.721397150264594	0.651616938970319	0.713296186822729	0.782987175869349	0.825451067884061	0.202526708128908	0.846627123569147	0.869602316509111	0.556627481400368	0.687384568192823	0.721242600277656	0.312616127272394	0.582055204905277	0.455694014971474	0.356865773616752	0.581075998007163	0.683870584483981	0.11642996187371	0.609494343538018	-0.0827127862083767
S1PR4	0.791257653546287	0.869720626269578	0.895995907792028	0.7141912106125	0.841325760510086	0.790750304492724	0.819239041741093	0.56365762829382	0.563266373026425	0.699148698287714	0.80712895224765	0.701125023818239	0.855693896914204	0.624502085034455	0.643795667273929	0.739534454840899	1	0.897835149277042	0.612996158883255	0.881199075118856	0.561239941074485	0.509222312161317	0.598571907823847	0.867462111850784	0.835376357394135	0.845383705845709	0.788469607722982	0.459335771246097	0.642505957271267	0.355953398575831	0.810820285089445	0.547815731677612	0.292159510346655	0.535663163750557	0.883216595995748	0.359795850706615	0.881868754662686	0.155742868305096	0.0974691555233809	0.354826594973998	0.250825857452129	0.0634379021740042	0.312230996002934	0.580025103678975	0.776665942860185	0.741368581080622	0.685263700924731	0.267866269260122	0.472980418189121	0.626241761875104	0.823462136058597	0.497443659907587	0.798886659655237	0.807743783955592	0.540040254664168	-0.164656316738654	0.636621228501504	0.769712609491778	0.303115550029642	0.548801169846932	0.350662045214387	-0.0178002801143552	0.282346081740379	0.0226709966302559	0.0199888269350284	0.338385543447577	0.304852603027646	-0.286647556649335	0.221419208899476	-0.402002866416431
CD96	0.866591490783823	0.863559062524414	0.889897704891136	0.68442815103628	0.867215752421784	0.722224673618476	0.82100644324692	0.698730602285438	0.701404994457634	0.713549884849991	0.811342610639935	0.629722124893132	0.86159467654499	0.619613525678096	0.702011730321704	0.705520475804024	0.897835149277042	1	0.651742155183933	0.795532743572643	0.60851686142078	0.482920288298362	0.664751026823407	0.894137332371953	0.807606524009727	0.832765588315554	0.723588187709388	0.608550625504805	0.567039568144482	0.405493070467324	0.868551361059819	0.629859681246076	0.333063832545893	0.476710562107053	0.821496348084187	0.410218072508597	0.819804444155446	0.0926240968355621	-0.022284949629776	0.300022419236769	0.359642690760521	-0.0453642183763687	0.235623573793848	0.578116924066234	0.749472250353311	0.800805220800745	0.816893690835831	0.371732741646056	0.405078436138238	0.530110553260908	0.78293739150402	0.481119890876375	0.865473906313462	0.766456316861527	0.506636011319032	-0.22326680426888	0.577546302783126	0.745422527039392	0.179819872481463	0.453135495039703	0.354311852727343	-0.0920127728521939	0.202347225505392	-0.0771956950567061	-0.0934133188107191	0.198423828416641	0.327320635034452	-0.383470419623064	0.145755531422351	-0.479104915787577
CD28	0.799152227596147	0.759444808221665	0.708535089385105	0.724768154137044	0.573373127715174	0.663959524732192	0.638409073231058	0.699504329652586	0.492365726755628	0.813653307093315	0.402273877281027	0.728693023522686	0.589930882676146	0.760309597746716	0.734438762803148	0.770173094971175	0.612996158883255	0.651742155183933	1	0.681708029903937	0.61477933489789	0.689389344892956	0.439654885747531	0.693967266695386	0.650873426800714	0.640869053878805	0.695537829751788	0.456327955638882	0.672035189949388	0.622511915095379	0.756259540433878	0.682056898872817	0.357663231498599	0.519581325098805	0.512963655621012	0.19268629770568	0.487147245055756	0.120466590897877	0.0604737090507904	0.405337440054011	0.515728334556493	0.0889768624842733	0.413138552797852	0.794468008354969	0.735560040535333	0.746214748598461	0.794667129222608	0.292056762498066	0.369285529466783	0.556070234021722	0.521350681547182	0.353581509498798	0.573024724989273	0.566899899138152	0.709047249416278	0.0457933272348255	0.624279962212646	0.692974117175705	0.154130032758242	0.435334009574446	0.460637101589933	-0.000264404563040451	0.2631765149848	0.176843699548179	0.0532961446694552	0.376681992906177	0.46993701696581	-0.175935164727882	0.326845153654258	-0.170559462730686
CXCR4	0.715321509432271	0.796095038200813	0.781707143260408	0.759531210686458	0.737033543960342	0.949473954013543	0.695806815513218	0.489843514678929	0.590554473097645	0.640512841159789	0.636184049789601	0.898444151222055	0.727006768103741	0.591152902067381	0.641142556206812	0.71155848733557	0.881199075118856	0.795532743572643	0.681708029903937	1	0.663425620056652	0.637325355158797	0.400991751144688	0.730581016251548	0.767492045436845	0.741926778995828	0.655932919337975	0.318368021848888	0.697754253107607	0.331988686168003	0.818203051960538	0.587064444052756	0.363378677115769	0.514823446560887	0.857631470039225	0.305768630219946	0.714637868935547	0.249839935045785	0.169640934167091	0.421743316149871	0.326786745151768	0.178370449929723	0.410962497677628	0.629438354580392	0.823116616966128	0.743485863715242	0.596851556676918	0.257790092473862	0.480252031901125	0.671208333866252	0.754977573707178	0.392955410044098	0.71537437863603	0.728214653364746	0.660612235429756	-0.00201189453181682	0.706029660831807	0.733665824383909	0.328996674314693	0.582811439419262	0.325729047280343	0.076024145426166	0.341903949319575	0.160350588778231	0.131093436995412	0.463857358540274	0.30672569907419	-0.143629740939785	0.330275744743282	-0.249180476122443
KLRD1	0.668069485083186	0.54222828411245	0.545092386152145	0.821821412954123	0.393818771596107	0.713125286716264	0.519558634284835	0.67509494076546	0.655565497955919	0.475744236106351	0.286218471731782	0.700373101085488	0.346748410406602	0.715498742009077	0.785666057813478	0.565667445897272	0.561239941074485	0.60851686142078	0.61477933489789	0.663425620056652	1	0.479851844644775	0.565880859591338	0.544687886326105	0.628673400440116	0.756688673655049	0.322608990075794	0.460914219119549	0.399416249495221	0.637513977811846	0.538663771319246	0.630082835814675	0.177994413915772	0.249981179802918	0.382094360952424	0.113350820744122	0.380349036015719	0.115841448246555	-0.123935465677743	0.14332625208319	0.486175203518362	-0.0289147252940788	0.266397487889887	0.59764643572576	0.652187073130149	0.605491052732197	0.691562763274397	0.155217930128279	0.132837255387426	0.253493195435118	0.519543712212891	0.0842956415720018	0.527517523529921	0.330016482277864	0.497437741906271	-0.154699914626367	0.412883050725105	0.473821184330258	-0.00086918314630384	0.16697570717311	0.19793344340846	-0.10169971865165	0.0471124640526756	-0.0346920077473814	-0.140706521733653	0.016388103014579	0.194200563959024	-0.279611190454428	0.0380943814157004	-0.278049933568112
ITGB1	0.684775882020495	0.555801545639859	0.515486163524454	0.634268408009796	0.433298467755403	0.633193350819468	0.472834190236229	0.475566801045606	0.696641000211326	0.613334908894823	0.296179086944387	0.726260491374205	0.438419646286325	0.508468039172428	0.532030163451496	0.818382358205011	0.509222312161317	0.482920288298362	0.689389344892956	0.637325355158797	0.479851844644775	1	0.241091008088153	0.490808739770204	0.710805178240208	0.588511009545246	0.484001251319333	0.37222392397177	0.824498366146997	0.476461225088277	0.661390167695683	0.767672181908018	0.729428466354804	0.584154057372013	0.428879370083358	0.627816284317889	0.417602917971784	0.709537584311298	0.473714435440787	0.826647264728073	0.727560362254609	0.681160818542501	0.825973742499896	0.726162276450704	0.737198097395903	0.547608520731986	0.599196581859099	0.477248241531592	0.790004191028845	0.779165070329431	0.567081743133054	0.545113519465327	0.431255282094276	0.517904566896021	0.7562473522136	0.457794638070999	0.810018480378963	0.646653746936647	0.652985498965729	0.663097241728495	0.745582236223103	0.590792916420146	0.669229134431725	0.729752161609229	0.550277620053718	0.70197279144914	0.739261601914442	0.461235735577685	0.769833049429467	0.13771087058089
CXCR6	0.735353085901969	0.577750469941989	0.657074763333625	0.59905768192898	0.518053337014791	0.374447145338306	0.671357069929392	0.684303370751003	0.506992181698769	0.469246702869348	0.553775209407838	0.309412859142006	0.539132465450487	0.683494585368995	0.651637589334887	0.560870825281923	0.598571907823847	0.664751026823407	0.439654885747531	0.400991751144688	0.565880859591338	0.241091008088153	1	0.743764275292318	0.65100285013177	0.669588904475184	0.4516126151678	0.760114576170789	0.383686230095139	0.535790571743644	0.477901629426696	0.572695061732528	0.191140599807417	0.261003655519329	0.376484597958299	0.281989875823674	0.633158636650368	0.0541242373513212	-0.186119851037818	0.169472686048164	0.36322655071204	-0.167586968298915	0.132761471412399	0.488583849408038	0.50361593032752	0.447204614293654	0.677690241128749	0.281624453230381	0.241428884417047	0.168849202020094	0.724249538757301	0.324731623006048	0.685618391424046	0.4534015311177	0.275046085865119	-0.269717197289235	0.28679745622114	0.53132810356554	0.00159374267699371	0.0922338276773275	0.328813144120864	-0.161247235153239	0.0190958153161533	-0.194766759512573	-0.247599669468237	-0.151077013684357	0.2605481996073	-0.386385953058848	-0.0513118987659162	-0.387619947187936
