""	PTPRC	CD3D	CD3G	ITGAL	CD226	CD69	LAG3	CD6	ITGA4	IFITM1	DPP4	PTGER4	CD7	CD8B	CD8A	CD44	S1PR4	CD96	CD28	CXCR4	KLRD1	ITGB1	CXCR6	CD2	CD47	CD247	CXCR3	CCR5	TNFRSF1B	F2R	ADGRE5	CD46	SORL1	TSPAN5	KLRB1	SLC1A5	IL2RG	ITGB2	C1QBP	CD4	TSPAN14	CD81	HLA.DPB1	SLC16A7	SIGIRR	TNFRSF25	CLEC2D	IGF2R	CAP1	RACK1	SPN	CD82	PTGER2	TRADD	JMJD6	TFRC	SMAP1	TNFRSF14	ATP5F1B	RPSA	PTPRA	CD74	STX4	CANX	CD63	LRP10	LAMP1	APLP2	NCL	PTPRZ1
CD2	0.909856506761057	0.945068129598148	0.973194380718147	0.64694285195974	0.877274889906906	0.68849228874225	0.846892584328646	0.744344027897211	0.573421717899973	0.844305595623247	0.847552074332447	0.619189540848811	0.906965210341259	0.706179935950702	0.671297298578651	0.817592689207062	0.867462111850784	0.894137332371953	0.693967266695386	0.730581016251548	0.544687886326105	0.490808739770204	0.743764275292318	1	0.82216304039559	0.805793403578888	0.811913889470263	0.703277321312985	0.648275147132314	0.438166652304669	0.85119067432466	0.646335252098849	0.322483644268827	0.544308637742772	0.793743758147896	0.392744810165324	0.872449527415225	0.106607778891628	0.0633143023939557	0.365124743755252	0.418431118496871	-0.00226589073106149	0.292167612424003	0.658870844531277	0.759415506311887	0.80614115962969	0.821125272901942	0.426053706570955	0.464321240630459	0.595731841801063	0.778062036093204	0.606574343376784	0.844096271552262	0.866476561519247	0.608698222525331	-0.174609861347746	0.617371641331808	0.860901417404915	0.263047006547217	0.505777798766112	0.438067716938349	-0.0681044662508904	0.291244183418791	-0.0162307190947898	-0.0256478951229586	0.248857849588347	0.439428247554162	-0.338524325154589	0.214316939237952	-0.407937190367764
CD47	0.851639210207568	0.789890700847064	0.820571512919841	0.759814475035508	0.734710432981954	0.742370080979216	0.785606262346685	0.693972641851466	0.718887872455987	0.717714149790751	0.716279007409615	0.713113659684432	0.757540311147501	0.719909136549037	0.682555899467513	0.837366431978569	0.835376357394135	0.807606524009727	0.650873426800714	0.767492045436845	0.628673400440116	0.710805178240208	0.65100285013177	0.82216304039559	1	0.816956483133135	0.675374465227097	0.622802150365353	0.78076669289053	0.488261504765169	0.752297510386854	0.725415737087036	0.490253464756706	0.607933628338692	0.693832430941597	0.558782864372383	0.812924451643307	0.420205368399503	0.315698457427541	0.557762669913562	0.56971313559943	0.343522312854155	0.553676410113451	0.753364667618126	0.883329687969956	0.672121160062515	0.744735142451738	0.407834106580695	0.668166948467293	0.720645332647743	0.844619860390953	0.587841244494287	0.700786719305825	0.744593310464333	0.622051353102319	0.118330124118026	0.769068850141519	0.78460138588285	0.517189651339849	0.647083782172229	0.635741369230095	0.234854541862389	0.522320929832416	0.302506731493681	0.269067155174387	0.39308909212093	0.613997851020377	0.00502993995569548	0.477282404933679	-0.177081420728417
CD247	0.865577879043504	0.77035433244169	0.803896886330976	0.798148716441823	0.681067519021295	0.692805187591424	0.786814937418948	0.71462861106294	0.733727319910844	0.676710263859117	0.564899238711791	0.630016697552351	0.673597901459779	0.707937332684138	0.778089634438597	0.780982003455351	0.845383705845709	0.832765588315554	0.640869053878805	0.741926778995828	0.756688673655049	0.588511009545246	0.669588904475184	0.805793403578888	0.816956483133135	1	0.677957816277298	0.57246109588478	0.574832603251017	0.588313507548749	0.766656343560878	0.673616512672099	0.331075167594953	0.44998408497622	0.626562891469467	0.44922154618012	0.719345976028208	0.220639840133074	0.0216543424359174	0.367104601271748	0.43354516421285	0.0804119574663009	0.387914194569066	0.622827836830827	0.745553110496641	0.723724478529739	0.832820769394022	0.286164457854518	0.429784905814344	0.506684421074758	0.716345467484741	0.364417673577427	0.764034675772598	0.626733929066806	0.555608153831514	-0.19235898672831	0.563814567627122	0.704753230623551	0.257542136524086	0.411759264987608	0.37735059143253	0.0114393079378456	0.188696800675845	0.0493735369201382	-0.0279916324235458	0.211197451112602	0.343433419871755	-0.252721411488684	0.207194089123081	-0.40419766630827
CXCR3	0.716278898130697	0.842869321399651	0.818772747629741	0.483555960369391	0.722897216253231	0.585240869044977	0.739205820157252	0.493593267179335	0.339187683329578	0.813996206022247	0.689370193694543	0.531334872792956	0.794449488927699	0.616395450252374	0.539102274429864	0.739813513383675	0.788469607722982	0.723588187709388	0.695537829751788	0.655932919337975	0.322608990075794	0.484001251319333	0.4516126151678	0.811913889470263	0.675374465227097	0.677957816277298	1	0.40221265912957	0.648808194945342	0.348170646114353	0.748357171606236	0.41564245401549	0.237075501769004	0.531401437480828	0.701880147550572	0.330578254612764	0.775270317056491	0.115972229577002	0.153333725304388	0.375732967878661	0.188738543281349	0.0840932206432502	0.325390923070544	0.572709372453665	0.657544705158721	0.757200858665025	0.66084843173172	0.245093487179098	0.508305307171316	0.629480432902318	0.564958025908818	0.53592714078697	0.613558254113027	0.732772614222013	0.581933284748894	-0.0963556408763177	0.604532717437117	0.753532361891755	0.317141663507543	0.553137601748545	0.371970224068517	0.0184768451517809	0.284824424388583	0.0974774233039403	0.101305155803364	0.436887409705386	0.394381693316573	-0.217359622902282	0.316956543508981	-0.306610698859527
CCR5	0.756820339074181	0.513035228306671	0.573511178422828	0.456391774301987	0.550126476401463	0.326187881098714	0.703810333787563	0.700305670260888	0.666297184174856	0.521325174496555	0.487180961166459	0.342926617564873	0.464927389493645	0.551092433666674	0.465334770884989	0.571139219790481	0.459335771246097	0.608550625504805	0.456327955638882	0.318368021848888	0.460914219119549	0.37222392397177	0.760114576170789	0.703277321312985	0.622802150365353	0.57246109588478	0.40221265912957	1	0.486485450736302	0.634410508925435	0.563725057643968	0.599277959365501	0.392280991248039	0.283591162503507	0.260193356234278	0.417570345901297	0.434039775021932	0.215312891552391	-0.094802873180527	0.325225038920387	0.621158406167632	-0.0215939540992786	0.239883003267988	0.592717447372044	0.603465080059625	0.369407872245387	0.753137834411322	0.555037087409663	0.343537264364911	0.238291882626337	0.592277701995437	0.4298894149039	0.573778707841884	0.411467610301704	0.247412570775331	-0.0824014111596828	0.30285954053034	0.538540744282986	0.145245156898531	0.159733528490858	0.446215356286472	0.0451746886497104	0.29758013243622	-0.00562220037005978	-0.117067673970789	-0.0586215133853436	0.605646059410415	-0.192758231007339	0.152111125122488	-0.289749424466639
TNFRSF1B	0.743852884295163	0.676086027422562	0.646508848262616	0.62399140482907	0.575938105514041	0.668967918571725	0.643272060485351	0.464710524592972	0.597863466479476	0.679085549488926	0.528384016824342	0.703065552113602	0.621403066906599	0.582643196634099	0.474524222102035	0.855899766364063	0.642505957271267	0.567039568144482	0.672035189949388	0.697754253107607	0.399416249495221	0.824498366146997	0.383686230095139	0.648275147132314	0.78076669289053	0.574832603251017	0.648808194945342	0.486485450736302	1	0.391582104117633	0.656969094441714	0.703927592834943	0.74604656487589	0.544716777111162	0.571911661356524	0.505876803265788	0.614320686361751	0.652872533220739	0.35319813617513	0.81926030862135	0.643761897039625	0.516217621698942	0.73914710100005	0.792444084039561	0.832164273211931	0.585096516166905	0.5971273857857	0.462273398946835	0.801838355091214	0.75544761761215	0.734894777805041	0.676595677774408	0.52970048095861	0.664787754975948	0.70072780031083	0.366624655505734	0.822467204687572	0.801072537503116	0.582300531403318	0.62404591871601	0.687329002391702	0.537734815965979	0.701239534874252	0.573971555374501	0.409466365171231	0.679758492111418	0.773539355946766	0.298772097346789	0.656517809746151	0.0117749555156498
F2R	0.640538350308321	0.34293863354145	0.357622837416774	0.611783733173268	0.182552182868902	0.36830357995898	0.523081971422382	0.619604068931087	0.511657218392479	0.464808814995678	0.0802883433466401	0.444010065969833	0.159784796407162	0.668023660106512	0.571700223886816	0.530454559689143	0.355953398575831	0.405493070467324	0.622511915095379	0.331988686168003	0.637513977811846	0.476461225088277	0.535790571743644	0.438166652304669	0.488261504765169	0.588313507548749	0.348170646114353	0.634410508925435	0.391582104117633	1	0.412474570070689	0.517212936599489	0.226526641328968	0.272744073615693	0.055530391595813	0.104951532788111	0.188441441456118	0.0911462886206339	-0.122049663002233	0.191407087777922	0.554346863230934	-0.0289106076880843	0.236745292082775	0.632686247791734	0.516151027808879	0.321923670305543	0.689543565764864	0.163624907727176	0.147295335670671	0.132086688752898	0.359838871781047	0.140930449401536	0.326927170564724	0.11114373116377	0.273035895443797	-0.000565766460370845	0.275704452070087	0.313762886988923	-0.0444900149907082	0.035348755496605	0.415072825906794	-0.0668588060671593	0.106334862440165	0.0550852394177058	-0.126842040893887	0.0273399579702894	0.395348385400586	-0.160388901489478	0.100398881458286	-0.0926661270371626
ADGRE5	0.844629573974418	0.863040178436626	0.853355250325389	0.638306254867766	0.850853340472602	0.753718450716747	0.739579446440081	0.621594994319004	0.698021619759706	0.766063124586098	0.669053013281833	0.765280055617132	0.794770962703838	0.523455618685505	0.613327777609779	0.781336926391484	0.810820285089445	0.868551361059819	0.756259540433878	0.818203051960538	0.538663771319246	0.661390167695683	0.477901629426696	0.85119067432466	0.752297510386854	0.766656343560878	0.748357171606236	0.563725057643968	0.656969094441714	0.412474570070689	1	0.658797775594002	0.451014631710711	0.559225418818554	0.786307245144897	0.473288162910221	0.673529364571751	0.205537513798637	0.153205631859868	0.448362874171531	0.47422429862036	0.138794849877724	0.380491026119435	0.673059949128138	0.805046298886005	0.79346427165915	0.776620070957979	0.50836651283874	0.510903830682629	0.687487681901214	0.658746152653328	0.538530381156861	0.76622915860622	0.79851677673763	0.641570746509841	-0.037761404042386	0.656869949036525	0.807261091265931	0.359316411216651	0.598281654990837	0.453180079248347	0.0594001925677687	0.369095968842386	0.158569689265269	0.110248356151691	0.430540830474434	0.473796135938844	-0.168259832739985	0.369134097914547	-0.307925002160128
CD46	0.821812924810182	0.614759607263594	0.626490114564862	0.731510132199142	0.572313923617896	0.574003876467752	0.562033638659083	0.689092379875231	0.788664639946815	0.55753308249345	0.401884013147911	0.616563404642564	0.510682322160164	0.603894892355396	0.655428923872646	0.792144653544276	0.547815731677612	0.629859681246076	0.682056898872817	0.587064444052756	0.630082835814675	0.767672181908018	0.572695061732528	0.646335252098849	0.725415737087036	0.673616512672099	0.41564245401549	0.599277959365501	0.703927592834943	0.517212936599489	0.658797775594002	1	0.690233360969705	0.413882534360342	0.412153680585945	0.548556228302861	0.482161026690721	0.465848169062947	0.155192859937373	0.616137046865509	0.80497870628127	0.324329964970503	0.575890257244746	0.654947139334751	0.688393963509315	0.585858644723359	0.770216726036419	0.676100797725375	0.584539861629846	0.546624185362777	0.675087808967151	0.49224904843221	0.651727539280119	0.532692361514571	0.658590755980385	0.210191965871322	0.644777965983846	0.715542819749919	0.367220048759651	0.428006330086044	0.663510886561978	0.305271603294603	0.418379045079483	0.374587060509097	0.197516848994446	0.380874718351321	0.664014744207159	0.117501742214807	0.447314817658353	-0.0139101671082311
SORL1	0.530205444117649	0.306182883629982	0.28710458036884	0.365277935230839	0.330279836354816	0.354347052464474	0.315045817406187	0.246070515725935	0.652660409715038	0.302955912719153	0.227153819164861	0.415984907130159	0.303623470080467	0.181003013033203	0.230016646122128	0.600154788972329	0.292159510346655	0.333063832545893	0.357663231498599	0.363378677115769	0.177994413915772	0.729428466354804	0.191140599807417	0.322483644268827	0.490253464756706	0.331075167594953	0.237075501769004	0.392280991248039	0.74604656487589	0.226526641328968	0.451014631710711	0.690233360969705	1	0.241542541809429	0.267898135814224	0.59267879668422	0.270489261439871	0.778921738367194	0.301648679483601	0.831750514146302	0.699743731598328	0.577378028791923	0.717750555610037	0.505681536759339	0.523206944016562	0.308563060454712	0.420305041285041	0.595872610121211	0.738026318265811	0.531436740268509	0.490630780469989	0.566974632179749	0.310716967224588	0.377032229473894	0.438249647648262	0.475043951017782	0.601036899109265	0.561719695508236	0.539138268399175	0.415277891702938	0.68159736056823	0.726951639648394	0.62561792391412	0.669969516593955	0.419477960752335	0.598352836001587	0.751256686908899	0.514268880367825	0.609908667395933	0.15365735156462
TSPAN5	0.527293114255762	0.625430974162345	0.605256391937055	0.382428135886957	0.528560708761759	0.479740667351919	0.481650787129714	0.388548416774621	0.296887629046364	0.678378169277106	0.528142793576464	0.471161132250607	0.590039441266435	0.424381878881671	0.343433405329216	0.661015006941875	0.535663163750557	0.476710562107053	0.519581325098805	0.514823446560887	0.249981179802918	0.584154057372013	0.261003655519329	0.544308637742772	0.607933628338692	0.44998408497622	0.531401437480828	0.283591162503507	0.544716777111162	0.272744073615693	0.559225418818554	0.413882534360342	0.241542541809429	1	0.555641477493852	0.365069934027895	0.510901612727041	0.204221847149473	0.583824396421599	0.396114046566351	0.305854925526116	0.447997994644532	0.383037096605961	0.539574066796234	0.536173154780177	0.521626346841026	0.432489895787927	0.29401022206686	0.500172711922885	0.74747706195773	0.471668950668917	0.533524993520783	0.491245658412811	0.649043349532422	0.582546602206678	0.32733555058601	0.697136061415927	0.587701581805907	0.55085192907612	0.745687347972669	0.649383434909726	0.135554609904387	0.566943772026272	0.411931711462014	0.510617159109508	0.591185655761832	0.468081646560955	0.190616041662902	0.573399612040468	0.202563547291079
KLRB1	0.64278901253167	0.86578672164867	0.859206573170037	0.500335523578015	0.854931332321834	0.801628856356593	0.639377946366647	0.401105381855262	0.409958774617028	0.680280760138686	0.870549641127078	0.675408233236693	0.907806810767551	0.403741315206911	0.459722566131263	0.637909675773324	0.883216595995748	0.821496348084187	0.512963655621012	0.857631470039225	0.382094360952424	0.428879370083358	0.376484597958299	0.793743758147896	0.693832430941597	0.626562891469467	0.701880147550572	0.260193356234278	0.571911661356524	0.055530391595813	0.786307245144897	0.412153680585945	0.267898135814224	0.555641477493852	1	0.29219606467935	0.850110382493779	0.107635750940938	0.215217641528431	0.315574553031747	0.129139628587372	0.110356031151475	0.2614211524161	0.443322779678735	0.681609080676525	0.778571619973003	0.488667988694875	0.239959386325505	0.451745167506386	0.695552602683367	0.689560713968365	0.529810066037415	0.741797218048745	0.905111637980097	0.574133581353875	-0.0909234859073058	0.666967098194402	0.756204682367588	0.343366369190332	0.644278443472215	0.292497610292378	-0.00129783016639688	0.334413192186202	0.0627008118421093	0.126200175916819	0.425955826164007	0.224921008112239	-0.220586392768491	0.256270830731491	-0.328506619114817
SLC1A5	0.467840896501585	0.342661881646844	0.388631096000274	0.248521292800032	0.443156374445312	0.269352218518409	0.345916153838972	0.253581750751663	0.640473797447396	0.268988169204171	0.35331486774617	0.303989482560356	0.390721409321146	0.199002141283882	0.22318427632798	0.54375335352086	0.359795850706615	0.410218072508597	0.19268629770568	0.305768630219946	0.113350820744122	0.627816284317889	0.281989875823674	0.392744810165324	0.558782864372383	0.44922154618012	0.330578254612764	0.417570345901297	0.505876803265788	0.104951532788111	0.473288162910221	0.548556228302861	0.59267879668422	0.365069934027895	0.29219606467935	1	0.418830690438143	0.707959183125463	0.475046214807056	0.704123314665665	0.498100548614857	0.635334241403718	0.671610162416465	0.284180405324052	0.454328881059622	0.248307896383377	0.368332669296432	0.602836695008051	0.801452774129182	0.616396335584524	0.514582651104798	0.507022751184975	0.419130370831677	0.421701882321243	0.425151002994526	0.280319300400425	0.501037248679715	0.426249614333436	0.736710184275095	0.574120041835871	0.597713939017503	0.609130224214468	0.553864132122997	0.565790710727063	0.505834141665338	0.381456844678893	0.646249957007276	0.455732734204997	0.687763518465403	-0.0141105435775973
IL2RG	0.73657824793758	0.850759354344952	0.890914280739305	0.565541876358568	0.782997166361694	0.654791406422512	0.735588529054117	0.561596558426553	0.420692702462322	0.707577223752427	0.894366501629947	0.509389527783651	0.913878419949923	0.605479390155239	0.576087305415365	0.69879839544015	0.881868754662686	0.819804444155446	0.487147245055756	0.714637868935547	0.380349036015719	0.417602917971784	0.633158636650368	0.872449527415225	0.812924451643307	0.719345976028208	0.775270317056491	0.434039775021932	0.614320686361751	0.188441441456118	0.673529364571751	0.482161026690721	0.270489261439871	0.510901612727041	0.850110382493779	0.418830690438143	1	0.17872029544812	0.156611844045318	0.387836970678905	0.214496438280155	0.0975324487733171	0.325746827004106	0.49560148941853	0.663940920695902	0.727780927145602	0.589078727886207	0.236800132569547	0.52709534389186	0.616206547187564	0.810154576354194	0.604840470644622	0.756814018768558	0.845035332179795	0.526775675466933	-0.150908252645305	0.632665711846401	0.743111554363817	0.331518939127283	0.547379635605703	0.382616582072403	0.0353898568618142	0.28311265790207	0.0280783066055656	0.0676826246738753	0.294125028205423	0.30043480101007	-0.23772524965943	0.22183974388388	-0.39010535168589
ITGB2	0.287683956612123	0.113621527562157	0.104599373676705	0.239224547177454	0.097267832331409	0.271176651320543	0.12340213818861	0.0133590572531467	0.53210094273211	0.132162289727664	0.0870542656393279	0.353038035431104	0.100696716286997	0.0995045453133809	0.0705038808399919	0.475360727748927	0.155742868305096	0.0926240968355621	0.120466590897877	0.249839935045785	0.115841448246555	0.709537584311298	0.0541242373513212	0.106607778891628	0.420205368399503	0.220639840133074	0.115972229577002	0.215312891552391	0.652872533220739	0.0911462886206339	0.205537513798637	0.465848169062947	0.778921738367194	0.204221847149473	0.107635750940938	0.707959183125463	0.17872029544812	1	0.502799167427735	0.895055996177838	0.572953106237366	0.839129886817368	0.880534396011661	0.33568092842614	0.405881477774953	0.0754337849206391	0.152111590103848	0.402582336159899	0.845837263601454	0.554081256554646	0.400088828437019	0.48465880027628	0.101975504435564	0.224936324093899	0.441610638240904	0.523761206930225	0.553188224886902	0.332783420323261	0.751404926094432	0.466735895479817	0.576940428870373	0.941890660889154	0.701545025946701	0.834122413143681	0.639583542214696	0.578894605770548	0.689195314069568	0.761150198918276	0.751935868183311	0.209250568838596
C1QBP	0.0562524254455326	0.163899976273421	0.118894930193931	-0.0266350415445444	0.125847141991279	0.200444117416266	0.00804987672339901	-0.124123317085958	0.0834173693308684	0.189142212191203	0.156207188945802	0.226265310940184	0.182458306590174	-0.03797545717685	-0.117412580439959	0.365650766790286	0.0974691555233809	-0.022284949629776	0.0604737090507904	0.169640934167091	-0.123935465677743	0.473714435440787	-0.186119851037818	0.0633143023939557	0.315698457427541	0.0216543424359174	0.153333725304388	-0.094802873180527	0.35319813617513	-0.122049663002233	0.153205631859868	0.155192859937373	0.301648679483601	0.583824396421599	0.215217641528431	0.475046214807056	0.156611844045318	0.502799167427735	1	0.478941229600333	0.149415836673773	0.843796751873919	0.519982465827595	0.169141888037773	0.229904841635437	0.102686616131984	-0.0843984800448288	0.151500958786724	0.65523948467118	0.748267351981669	0.12786672690638	0.42093617709771	0.0250838982305001	0.340569484129275	0.453155789704221	0.69477759501694	0.645738185628319	0.277308430445685	0.873955069116792	0.834396129198385	0.635851602023312	0.509698379786732	0.747360148226512	0.761394012723478	0.953607669402862	0.648858005191636	0.475015342728355	0.682030387336535	0.847293799447768	0.581996437767678
CD4	0.519703014740853	0.376925686968751	0.365002008739809	0.383344063087913	0.328915176976159	0.414611756215554	0.323085133031266	0.222350602423146	0.567514132832234	0.419240554143911	0.274044496632184	0.490943612555308	0.354025436910223	0.269661750009422	0.223778387982355	0.679096345672221	0.354826594973998	0.300022419236769	0.405337440054011	0.421743316149871	0.14332625208319	0.826647264728073	0.169472686048164	0.365124743755252	0.557762669913562	0.367104601271748	0.375732967878661	0.325225038920387	0.81926030862135	0.191407087777922	0.448362874171531	0.616137046865509	0.831750514146302	0.396114046566351	0.315574553031747	0.704123314665665	0.387836970678905	0.895055996177838	0.478941229600333	1	0.654429156605965	0.755368522727822	0.878619224228797	0.513971130241478	0.54920633376867	0.314103011162737	0.370681119067249	0.49857635361404	0.899181919566005	0.69562606505945	0.553354478336989	0.668298335924106	0.305897901075229	0.464535747364481	0.630819352219743	0.487240132858908	0.707314152547717	0.566818372010117	0.730946671015089	0.576138847190922	0.681728443749313	0.825036979770921	0.738351538479371	0.781881207471411	0.584738106284539	0.684722087909017	0.7725523057871	0.61162551696867	0.777852627994041	0.132576425399646
TSPAN14	0.632571484729062	0.353759789123738	0.377981388909927	0.536774727043328	0.310811554031568	0.36845998092793	0.352401129997769	0.574269552109186	0.707847400802233	0.420752441954354	0.190112136686538	0.519407916066256	0.237340062806705	0.454660249511532	0.438028816044514	0.614739895804378	0.250825857452129	0.359642690760521	0.515728334556493	0.326786745151768	0.486175203518362	0.727560362254609	0.36322655071204	0.418431118496871	0.56971313559943	0.43354516421285	0.188738543281349	0.621158406167632	0.643761897039625	0.554346863230934	0.47422429862036	0.80497870628127	0.699743731598328	0.305854925526116	0.129139628587372	0.498100548614857	0.214496438280155	0.572953106237366	0.149415836673773	0.654429156605965	1	0.395650065065463	0.608123496654599	0.671791792160083	0.577109528263169	0.323793182691661	0.627065202581216	0.694071741586473	0.510891894991373	0.402044315585199	0.467401304216006	0.522791026972132	0.301144239353525	0.309095041337144	0.502369486255232	0.332310368214894	0.498047631093198	0.501238592433665	0.343423870205205	0.276214515640137	0.633329701127846	0.467807916477253	0.524665766025018	0.472210994561017	0.227370891686938	0.323244179441071	0.782065582635621	0.3076450416558	0.462167909776295	0.0849547402366895
CD81	0.12095733157063	0.0905996402884029	0.0500731498373205	0.0904219413542674	0.0455779590067461	0.209765520519042	-0.0214030311975492	-0.0993940636745924	0.303105059897326	0.142464623295261	0.0429121768705005	0.285348842915969	0.0861803679436978	-0.0160753259716763	-0.0591721381946825	0.433333964944659	0.0634379021740042	-0.0453642183763687	0.0889768624842733	0.178370449929723	-0.0289147252940788	0.681160818542501	-0.167586968298915	-0.00226589073106149	0.343522312854155	0.0804119574663009	0.0840932206432502	-0.0215939540992786	0.516217621698942	-0.0289106076880843	0.138794849877724	0.324329964970503	0.577378028791923	0.447997994644532	0.110356031151475	0.635334241403718	0.0975324487733171	0.839129886817368	0.843796751873919	0.755368522727822	0.395650065065463	1	0.806512871282669	0.240875597996964	0.30372195862058	0.0548815262911875	-0.0153066159583438	0.30084194749396	0.806804746154946	0.706175304148451	0.209962843786493	0.451350765451233	0.00199938612471767	0.245488689718735	0.483501095480214	0.739906164487181	0.642051608442529	0.265213665937515	0.90335465471563	0.702840945795993	0.684522075469028	0.842137984556195	0.807647924290807	0.954982356758858	0.932316827471956	0.709021227411781	0.638469313610574	0.890618748111294	0.909878633577085	0.523827611831915
HLA-DPB1	0.46728340619641	0.364633713141582	0.333930314191796	0.404548583252207	0.262935657644244	0.4257272073256	0.250109413110626	0.237973847300836	0.535513317463603	0.406546288998217	0.191194354269713	0.503210457511552	0.297313893689071	0.354945311399373	0.299772100485685	0.661616653642812	0.312230996002934	0.235623573793848	0.413138552797852	0.410962497677628	0.266397487889887	0.825973742499896	0.132761471412399	0.292167612424003	0.553676410113451	0.387914194569066	0.325390923070544	0.239883003267988	0.73914710100005	0.236745292082775	0.380491026119435	0.575890257244746	0.717750555610037	0.383037096605961	0.2614211524161	0.671610162416465	0.325746827004106	0.880534396011661	0.519982465827595	0.878619224228797	0.608123496654599	0.806512871282669	1	0.494556577481506	0.570784347989306	0.305084522749232	0.337466549371872	0.39097984763564	0.836670570456709	0.717524247179135	0.451673018835732	0.482090192937421	0.248379160356267	0.411759666563729	0.67559209174412	0.413951114300386	0.677213783572941	0.490874413186074	0.744451647512825	0.611990015855979	0.621702214548354	0.849661197117506	0.653524836584264	0.802097240177153	0.620015875003042	0.638331685459897	0.709411060109403	0.622355688846012	0.774358220125127	0.10464704340183
SLC16A7	0.757312733758208	0.650453528122001	0.639989923183327	0.735469192223734	0.499082465967391	0.61165032840584	0.671930841927562	0.638956801477721	0.535869974507042	0.706374684676099	0.395999028221421	0.717231050379147	0.5160660752127	0.737137264175299	0.65275353830433	0.757302038333124	0.580025103678975	0.578116924066234	0.794468008354969	0.629438354580392	0.59764643572576	0.726162276450704	0.488583849408038	0.658870844531277	0.753364667618126	0.622827836830827	0.572709372453665	0.592717447372044	0.792444084039561	0.632686247791734	0.673059949128138	0.654947139334751	0.505681536759339	0.539574066796234	0.443322779678735	0.284180405324052	0.49560148941853	0.33568092842614	0.169141888037773	0.513971130241478	0.671791792160083	0.240875597996964	0.494556577481506	1	0.788795026709701	0.575244654363426	0.716031515886212	0.320734319117192	0.476071677004933	0.55510663880733	0.625644027885268	0.530445107793104	0.468799125896003	0.511331635050902	0.58387266303677	0.226109222474196	0.649503168816214	0.680811335318228	0.293460549066562	0.43245337189105	0.59206908063746	0.182678028114407	0.471121956233523	0.330888288645986	0.178567887818481	0.397901709166381	0.632408562120167	0.0338177008365147	0.415554442241096	-0.030997190065344
SIGIRR	0.817877817842649	0.784058137358779	0.767974102385944	0.738241026096509	0.722873680955236	0.811121253797217	0.769595026468004	0.671551963787905	0.724850702493443	0.727386506529247	0.625800734889362	0.80965701149241	0.708583251980725	0.692102043455064	0.653429597137496	0.824205390925918	0.776665942860185	0.749472250353311	0.735560040535333	0.823116616966128	0.652187073130149	0.737198097395903	0.50361593032752	0.759415506311887	0.883329687969956	0.745553110496641	0.657544705158721	0.603465080059625	0.832164273211931	0.516151027808879	0.805046298886005	0.688393963509315	0.523206944016562	0.536173154780177	0.681609080676525	0.454328881059622	0.663940920695902	0.405881477774953	0.229904841635437	0.54920633376867	0.577109528263169	0.30372195862058	0.570784347989306	0.788795026709701	1	0.693373792033722	0.726511010745297	0.42694655739121	0.606165334211349	0.712082201183984	0.755802554101953	0.472993007080464	0.644958882139922	0.701019798413143	0.644679404645577	0.095307324404135	0.737083898630324	0.789418254045527	0.450888679915381	0.6130788203775	0.537664292371197	0.261471894530887	0.526392483452558	0.315775572493883	0.21487003944712	0.424197491353122	0.645970885143897	-0.00430410425768197	0.482904127160456	-0.233256358656902
TNFRSF25	0.789927538147547	0.895004551213055	0.840395420465639	0.627020096511514	0.72804281527653	0.761740450084385	0.624935510809202	0.677105811654473	0.514024644394154	0.838455168273285	0.705314150066405	0.635386016278103	0.81135310907548	0.623087009437086	0.710067206347802	0.765047348777924	0.741368581080622	0.800805220800745	0.746214748598461	0.743485863715242	0.605491052732197	0.547608520731986	0.447204614293654	0.80614115962969	0.672121160062515	0.723724478529739	0.757200858665025	0.369407872245387	0.585096516166905	0.321923670305543	0.79346427165915	0.585858644723359	0.308563060454712	0.521626346841026	0.778571619973003	0.248307896383377	0.727780927145602	0.0754337849206391	0.102686616131984	0.314103011162737	0.323793182691661	0.0548815262911875	0.305084522749232	0.575244654363426	0.693373792033722	1	0.743857710228177	0.239864244720677	0.379751794820005	0.605028777110705	0.547073655480211	0.439965310073079	0.696376338946016	0.785817446676049	0.71745356929187	-0.0865114843475992	0.702610387427279	0.778496558356983	0.196141286642103	0.524491469759715	0.355669048624	-0.0584286983067215	0.227659366929252	0.0618893048091676	0.0504995373246805	0.364487892034728	0.290324121848097	-0.275047037822546	0.239600738545713	-0.315624761048479
CLEC2D	0.932763029779827	0.77302735874474	0.781497879609675	0.739762830543754	0.667603708038421	0.560632815056359	0.801993096418693	0.873011934786553	0.739668373119988	0.783800733601492	0.548258503113662	0.555659897481923	0.651301864124435	0.752376496553405	0.794108364594357	0.78017655620608	0.685263700924731	0.816893690835831	0.794667129222608	0.596851556676918	0.691562763274397	0.599196581859099	0.677690241128749	0.821125272901942	0.744735142451738	0.832820769394022	0.66084843173172	0.753137834411322	0.5971273857857	0.689543565764864	0.776620070957979	0.770216726036419	0.420305041285041	0.432489895787927	0.488667988694875	0.368332669296432	0.589078727886207	0.152111590103848	-0.0843984800448288	0.370681119067249	0.627065202581216	-0.0153066159583438	0.337466549371872	0.716031515886212	0.726511010745297	0.743857710228177	1	0.457040782892165	0.367935644096858	0.422902881191393	0.631769587621438	0.409889630831547	0.719942098182958	0.566307758973421	0.54571277891227	-0.141707028928771	0.528858769808558	0.719579827067897	0.112856179525736	0.310999845807116	0.450257716027753	-0.025372505076878	0.203667949694103	0.0222797158556641	-0.108733708425686	0.165959817264146	0.512391072806037	-0.29186218713903	0.184425052745692	-0.372322827619481
