""	CD3G	IFITM1	CD8A	CD8B	CD3D	KLRD1	CD69	KLRK1	LAG3	PTPRC	CCR5	CD2	KLRC2	KLRC1	CD247	IL2RG	LSR	CXCR4	CXCR3	DPP4	CD6	SIGIRR	CD96	PTGER4	S1PR4	CD27	KLRF1	CD44	CD226	CTLA4	C1QBP	ICOS	SPN	SLC1A5	CCR2	TIGIT	ITGAL	CD47	CD46	KLRB1	ITGA4	TNFRSF14	TSPAN14	TNFRSF25	TNFRSF1B	ITGAX	RXRA	TSPAN5	CCR1	FAS	TLR1	CD82	NCR3	LPP	LRP1	ITGB1	ADGRE5	SLC16A7	CRTAM	SORL1	SMAP1	ABCA1	RACK1	ITGB2	TFRC	NOTCH2	PTGER2	TRAF2	RPSA	JAML	HAVCR2	ADCY7	RYK	TLR4	CD4	CD28	ITGAM	VSIR	CLEC2D	SIRPG	ATP5F1B	ITGB5	MCFD2	C3AR1	IGF2R	PTPRJ	TRADD	CD81	CD68	PLXND1	LAIR1	NRP1	HLA.DPB1	PLXNB2	PLAUR	CD9	GPNMB	MERTK	CD86	TNFRSF1A	JMJD6	FPR3	CD163	CD74	PTPRA	PILRB	CD63	C5AR1	ENG	CANX	NCSTN	TREM2	PLXDC2	ITGAV	AMFR	LRP10	SIRPA	CADM1	NRP2	APLP2	STAB1	LAMP1	STX4	TREM1	NCL
PTGER4	0.337363618782908	0.278469750256814	0.260789888562801	0.362617257523589	0.353272458101923	0.210965711882375	0.489781951836844	0.355698481047441	0.28793443738906	0.852337799309793	0.448375717229344	0.353980144894892	0.441924578912334	0.204634315962443	0.277207821082877	0.428481966892309	0.418504317284647	0.692209737380666	0.293304392907637	0.141708768146687	0.290896142143988	0.80162381497693	0.350310776332873	1	0.383520482391319	0.386186959622393	-0.00152830445085609	0.356952342098249	0.43859769315825	0.456384972100457	0.534538445175064	0.339292788263954	0.670273418043117	0.64864465958027	0.624466145033513	0.359620002734532	0.439606504633962	0.162327043069084	0.370038737336646	0.234088550226324	0.704322220201876	0.483326648000449	0.519038831943237	0.373767476645622	0.605493543412175	0.290209831908132	0.311017916736363	-0.116505390115356	0.0642076038364454	0.59068952904665	0.23525393887101	-0.13826714721695	0.270465150798686	0.12016968961113	0.0196238909618837	0.445402470363591	0.478709754379868	0.247945793805217	0.485695836778036	0.345108608641916	0.648224659664364	-0.212263514469209	0.58080061523819	0.438672628394374	0.287013811304329	-0.173564912638786	0.320479367039432	0.296921894968393	0.641811727789066	0.589160924596269	0.415248128724446	0.493665356911085	0.27031647453421	0.0276578138915982	0.42257961950452	0.442368653875169	0.259606756741276	0.608375168721403	0.570575135854752	0.332216598622379	0.346085620365963	0.0758991872144959	0.419364742234875	0.302031329926344	-0.0162980756950022	0.26175819429199	0.669127322737192	0.306672593042634	0.109678231913061	0.131564397720896	0.417001662082884	0.18320745974532	0.53935980357477	0.245708575383842	0.317150826297167	-0.124944814452144	-0.133187900087094	0.19511967967065	0.276846575331553	0.0886250642359305	0.10675447824757	0.201421843416764	0.243303335939908	0.505210001257609	-0.0395278034597311	0.139625000737169	0.0207370589983329	0.177150260760147	0.307187445939626	0.0531231991691618	0.163020029508128	0.390325877336385	0.322827318402557	-0.0795641269669976	-0.0553728087610042	0.349682854324214	0.262757518765547	-0.103211819839242	-0.046141431136704	0.141711813583524	0.307166546910961	0.199660086501158	0.210457129484608	0.177479260654144	0.508090111210359
S1PR4	0.901728086406929	0.922041051403069	0.953635487507498	0.877555530306377	0.949604265983594	0.922500151116468	0.927682796716813	0.955349553641825	0.888173435679315	0.693126055403466	0.79266081142168	0.929054949107282	0.586908340759096	0.837374510598273	0.913204746198361	0.903013230689639	0.684463194020958	0.859799544007952	0.881214107636051	0.874599081866977	0.95910935631828	0.64922819688413	0.913448149579594	0.383520482391319	1	0.837681738484207	0.634557500190324	-0.441134606099954	0.582426420761986	0.654919251844833	-0.0640344541679552	0.867514858547622	0.820918120853475	-0.0288242493564424	0.351563313018452	0.869808615096914	0.0935107221856962	0.0684424397960144	-0.3919304621256	0.727239954393093	-0.135019865403168	-0.189043064727473	-0.047103026100215	0.852581993691217	-0.138771588765255	-0.45953566581352	-0.469740893501885	0.403025733190332	-0.707723446899334	0.566959888869764	-0.577488863655758	-0.221045321623457	0.724187158298947	-0.258763879970833	-0.686709433602938	-0.380445934221373	0.940806389985109	0.638093493743848	0.757119764256733	-0.528400311202081	-0.0445381966038201	-0.823564626270111	-0.177752406770125	-0.453469757051632	-0.408796316192857	-0.286974982843628	0.864878784993507	0.171117096226358	0.209704470271239	0.534446587691865	-0.438861453501097	-0.292586645939801	-0.1827485535943	-0.71119223093229	-0.491974015891677	-0.0965218768018113	-0.609920091367564	-0.294683198446177	0.871931667696087	0.876509233194883	-0.162752757440345	-0.697943394480442	-0.286721062110676	-0.565399465525969	-0.788932040659963	-0.527926200978883	0.129809558538909	-0.539269999907898	-0.697694414468805	-0.635378796813408	-0.496771243414199	-0.670002685459984	-0.350368965681568	-0.599236915349411	-0.582257289686796	-0.652501915422523	-0.741406260159839	-0.60430862679553	-0.585527882508768	-0.651971935711134	-0.188310203066679	-0.632968456166856	-0.598820137224771	-0.401713420952713	-0.17214945726403	0.0843369541215381	-0.525328220261555	-0.590409620112882	-0.556065034878868	-0.676426423653984	-0.634328032288289	-0.485661689834228	-0.543383591812795	-0.53670587473234	-0.759750644167715	-0.335195296525154	-0.596441164604447	-0.679563840079685	-0.692723092808374	-0.655483629418289	-0.519485974839116	-0.670420817204486	-0.556452761996622	-0.666263643666143	-0.198280092482795
CD27	0.967093265517864	0.809950120367337	0.894742934324609	0.96087994479736	0.946317496826183	0.859866747400636	0.769496617513955	0.885896037569274	0.878217175263583	0.534349118388548	0.639140370661559	0.89072348199892	0.420894963918905	0.50377562449118	0.685605740882204	0.743571318598474	0.65185574794394	0.819716621409235	0.750558217341546	0.847233907487368	0.80633550771614	0.531333664218055	0.830749738694062	0.386186959622393	0.837681738484207	1	0.292563306981172	-0.501614349615006	0.512244707344184	0.876965702729391	-0.222099964804921	0.812500748711241	0.685463207825747	-0.22237422617502	0.571274166980175	0.953302577100466	0.0777936440217434	-0.0805914775081989	-0.550049441360032	0.531963280471511	-0.208449511735839	-0.128841864963057	-0.290157120606069	0.880277003668933	-0.153270025472467	-0.459386835166645	-0.643011473289477	0.33185580114939	-0.766779318999678	0.811412061684877	-0.677489857718482	-0.369599923071094	0.608496146425987	-0.439295355085897	-0.718917901474016	-0.537105183868569	0.848426899526572	0.539806863697351	0.797621552905391	-0.566736791577676	-0.230483554406375	-0.797357267579056	-0.310182190983592	-0.562577030967186	-0.449273514854032	-0.477960228758801	0.754232723454733	-0.187108447355376	0.0055283750382378	0.672219643422437	-0.568970953322894	-0.441127460132891	-0.307757347522033	-0.757963595651206	-0.581107932689559	-0.156266314657454	-0.691305758190066	-0.375420071341077	0.939001756362645	0.790317419245589	-0.343936308002748	-0.735360558553184	-0.518553546496701	-0.655517492142462	-0.721357715125955	-0.654652616275746	0.0657029655206363	-0.663387163057637	-0.722828818541686	-0.707356919080302	-0.580977765848685	-0.71274461206905	-0.476270700135928	-0.678668519993655	-0.669468910026286	-0.70603569174114	-0.720494093226596	-0.682043610982468	-0.675931095150431	-0.731070099434124	-0.221577757993357	-0.723155888182952	-0.682773151899986	-0.525679518437981	-0.245016809895566	0.180247915423214	-0.633021904550441	-0.619839260946733	-0.660733079382461	-0.731875803035175	-0.672910607679963	-0.595229623064235	-0.645101952308241	-0.532554549263211	-0.787049577358628	-0.484046096243653	-0.693214325853994	-0.686342299115175	-0.722747750665413	-0.725029989225586	-0.630898967295558	-0.727223873538432	-0.680571311883434	-0.715932573238745	-0.369786934660502
KLRF1	0.417210467543186	0.711612938553045	0.628985373074985	0.353289651254664	0.530545855452198	0.614935813273298	0.659441734506718	0.603641302115091	0.359303100472871	0.345204702135338	0.388149256447198	0.627008829584772	0.629171072290105	0.843332471630545	0.811888875740199	0.751286452903527	0.603470929667713	0.46770920157072	0.756529053119767	0.455731918910938	0.674426571015505	0.376481010987346	0.696223305294441	-0.00152830445085609	0.634557500190324	0.292563306981172	1	-0.391701524053659	0.553943165124763	0.193964764482792	-0.0355267021060037	0.688918976954143	0.516211850180893	-0.0801674837789204	0.0115746739344671	0.460706510439894	-0.350481272385217	0.0143312863538746	-0.218774633143648	0.824474238434806	-0.275596898894814	-0.136060616135256	0.085571892788091	0.460678825661209	-0.357394344141174	-0.267360064604824	-0.132615932215777	0.347870148641706	-0.466528625597791	-0.0193333597286162	-0.426934123967563	-0.0839451889101848	0.733285939387072	0.00731933567934429	-0.520437374999063	-0.340327486853413	0.595899000794232	0.62125962565516	0.512076617569058	-0.451980687802711	0.107547873047531	-0.518930653284129	-0.00734766715272908	-0.387854565299924	-0.398481953766966	-0.156769407763287	0.730267155303474	0.252250703780402	0.276928122687251	0.240451234422864	-0.357046596816488	-0.328547822916432	-0.113999938106832	-0.555693554863378	-0.410986342561181	-0.20152572388181	-0.443389130610939	-0.349464063145102	0.320829944127572	0.715563872147694	-0.201154140969903	-0.512964771717821	-0.180700717980868	-0.462979278456078	-0.632242625694589	-0.413677151558207	-0.187960354713942	-0.424257299238139	-0.490798596087602	-0.492720577196311	-0.447210517050593	-0.533269647213188	-0.286238384316481	-0.490649372104385	-0.447323975515498	-0.459362304593638	-0.449638365460037	-0.490736110120417	-0.401995967146893	-0.487171035717682	-0.292474242837503	-0.468372169349229	-0.486679815627911	-0.363378320423045	-0.161637838822863	-0.15382271705433	-0.373565286294351	-0.443132315018942	-0.418984957190635	-0.491062052734705	-0.539596214190327	-0.432228716199933	-0.449480250824636	-0.464281431887175	-0.501063692648839	-0.138803895581128	-0.439162620652923	-0.523839784616668	-0.508977572768119	-0.516440283675915	-0.439550641898029	-0.50218343858574	-0.43053381909091	-0.471141896981616	-0.175961918038603
CD44	-0.554101572577812	-0.580473075252219	-0.607015254805976	-0.511862111096289	-0.547956980660815	-0.630789128604417	-0.405861940097788	-0.566326591376386	-0.406257138021999	0.157643093405405	-0.0857374247534219	-0.579875790909083	-0.285455124106144	-0.39760884295375	-0.514976830865476	-0.458390582989734	-0.434048743590379	-0.231419010294123	-0.583767387819844	-0.646167743421613	-0.509530174219667	0.159641614831468	-0.55921989613282	0.356952342098249	-0.441134606099954	-0.501614349615006	-0.391701524053659	1	-0.424251840167029	-0.481512731721793	0.602460057372556	-0.585483120329971	-0.18559226329146	0.739766652400102	0.0278024881496528	-0.598784767259058	0.512424636900924	0.296832676773569	0.82817456725522	-0.532129451347987	0.746039210386949	0.570315899688279	0.62873750772088	-0.504948561903678	0.689498291125731	0.562016032044047	0.784115967925754	-0.306776916730591	0.741436201033483	-0.170601142322555	0.805633929340103	0.38923140266599	-0.573926302400249	0.48723794887118	0.757897692871726	0.851810309646196	-0.414362799857717	-0.405238103907118	-0.491672864917225	0.780289583143445	0.651861403637732	0.676924805695765	0.74606285031745	0.861052201626455	0.643609137339013	0.532784024515428	-0.587154640350744	0.469977947542484	0.452460620642501	-0.240098103199143	0.829893885407665	0.799961900741676	0.662101089259543	0.792431438159387	0.809541422805874	0.315599130585673	0.807348647841003	0.861124691804349	-0.352801853366641	-0.582806330311508	0.714809788290059	0.727023834736208	0.816933413536065	0.823659837062015	0.708024210782986	0.804203147242813	0.606948740844382	0.820024926676287	0.770838249088317	0.732252605383999	0.826019892235201	0.800607271939401	0.813868809908871	0.829249423582992	0.852293299152651	0.662138839268705	0.62819790943586	0.720337006566965	0.846026660978141	0.841469573150784	0.652732819507952	0.805808634938423	0.794657793546726	0.833733389060748	0.35969021528444	0.120086297609826	0.754601486215875	0.69658855261276	0.830550331180732	0.84184974722508	0.836240342942922	0.823166105721786	0.828185893422367	0.581705761578204	0.779266055274054	0.69680913620369	0.823285492172045	0.718087263253314	0.719179417254967	0.854593320517397	0.741985253606724	0.837727303053638	0.765683942755961	0.827686357444598	0.762293943162436
CD226	0.573392705486869	0.712090348987781	0.640432629858541	0.535162821412288	0.608886021630159	0.59939341552121	0.737608921622333	0.663791917313096	0.326897024913636	0.507218992497239	0.31690910108711	0.750889413238463	0.80085164983722	0.577335916901005	0.721484009085647	0.785868023800507	0.822044915786109	0.698495279423999	0.802136777872816	0.507545810720798	0.600825291236317	0.524301197080233	0.76464488259254	0.43859769315825	0.582426420761986	0.512244707344184	0.553943165124763	-0.424251840167029	1	0.64999039112216	0.0999148374012124	0.782968034425986	0.681076800776413	-0.0328930804686323	0.517922093925956	0.69149609614428	-0.341575483066981	-0.0147526837934074	-0.230233968739881	0.847962676268301	-0.0610782961373867	0.00493415057629662	-0.0116016169668584	0.7098904061576	-0.243502090837091	-0.194121110698338	-0.205401450181627	0.317237290071157	-0.515542978794767	0.509330755424684	-0.434716211056216	-0.274814212256207	0.858643170291964	-0.00978639717119762	-0.566215753674502	-0.333429350337723	0.690704993585501	0.794485280092141	0.853893950475455	-0.227147685255989	0.278184988357485	-0.657632845546733	0.159805306867077	-0.34840425716044	-0.346419310866401	-0.461404040681461	0.830704349565685	0.0296353869773033	0.428407744003813	0.746862754983716	-0.3247913886875	-0.320389465082192	-0.112732721677784	-0.601063831375057	-0.333014785530924	-0.0676779958338191	-0.450999945615383	-0.173042540448933	0.56293699491383	0.822727487328464	-0.231068338483146	-0.566571391865072	-0.162424395858181	-0.440456532864207	-0.571829177989909	-0.443980913673058	-0.0380763816503008	-0.401804509213964	-0.55334792744883	-0.500880773637309	-0.334961413871933	-0.527876694991144	-0.150595632022207	-0.462600875705224	-0.423494366225669	-0.561511288582031	-0.618398625535376	-0.465132192585356	-0.428862467515409	-0.515193476847206	-0.439299899874669	-0.48629954292149	-0.481006074641071	-0.246237434244004	-0.173819532637754	0.123061176913156	-0.476114525603016	-0.443576108156755	-0.403065015896282	-0.518867714986393	-0.54529003119872	-0.370306797827666	-0.413164435804997	-0.469916204815417	-0.617677494504268	-0.0191928431033766	-0.44987692343701	-0.600129090814011	-0.585343959666267	-0.569400999207225	-0.39286580904007	-0.526073727233353	-0.417788913444258	-0.516257688179209	-0.108110284871473
CTLA4	0.86679139842053	0.727866159415284	0.773075659686655	0.877124385576614	0.819231985503078	0.687705820034543	0.715121139620601	0.766670432925032	0.675953342377718	0.504270024918816	0.364304151473604	0.813080272677382	0.495786580341521	0.397230814457687	0.597972291651965	0.690936205423974	0.73498233004864	0.758983475281533	0.704372891076319	0.704078290198361	0.692535541117477	0.499318308471239	0.784468038101883	0.456384972100457	0.654919251844833	0.876965702729391	0.193964764482792	-0.481512731721793	0.64999039112216	1	-0.14459425103623	0.813213444549983	0.677712322843287	-0.211597538134309	0.688074828971818	0.893218582148084	-0.073978245787955	-0.1181171664202	-0.46902375877927	0.564198353152846	-0.12678980673563	-0.0522450868510603	-0.280010633826108	0.839075835504719	-0.149089208330034	-0.344637278368182	-0.532608872810552	0.322915033639183	-0.698365960282218	0.851997582808351	-0.601319536003192	-0.408456797471253	0.67533770365548	-0.375842160860856	-0.677788239548356	-0.50884151813599	0.771766617937191	0.611745316113836	0.872910148396065	-0.40955513140502	-0.0813899507335649	-0.733066625992317	-0.180613061991162	-0.501102159649968	-0.415850691125083	-0.532415054570853	0.734161878917182	-0.211330233757995	0.102874458203952	0.796374602273446	-0.501301779376984	-0.441559573157135	-0.305336195558602	-0.707925086511867	-0.488125178712871	-0.109966813519386	-0.614472280316098	-0.280085576708937	0.877992204670196	0.750197700500984	-0.356112677757837	-0.676433066709402	-0.437333718702374	-0.580241126307628	-0.614658984232484	-0.58109250202363	0.0209670965464472	-0.594093869586272	-0.664787217230297	-0.646400524007539	-0.484282333231778	-0.630306803855397	-0.362200156447657	-0.604579519797743	-0.592441327051481	-0.682428825616369	-0.675103390874552	-0.6069257910342	-0.607034925323312	-0.660754600044263	-0.392704676677616	-0.654846457139538	-0.614152583664965	-0.43022731335668	-0.277281852214153	0.192146295065023	-0.624831563867559	-0.553602184502863	-0.589270229053084	-0.679735584472097	-0.631928736846569	-0.527489292898268	-0.566980868256543	-0.519075932097692	-0.733681689899912	-0.316525591838973	-0.625331050918098	-0.658789481491198	-0.690099922062872	-0.680021640657443	-0.55803701352069	-0.650831405152073	-0.602491378912316	-0.650052608427952	-0.31454636112673
C1QBP	-0.227465169286833	-0.101994868628516	-0.200197612775113	-0.213179621185787	-0.201529994561089	-0.247213584964754	0.109787548027843	-0.145769910853629	-0.242476150436543	0.459474328655468	-0.0786561424085471	-0.143455275334407	0.346445105868887	0.0763830217816049	-0.0173318393119979	0.0628515130518676	-0.015308660655176	0.0720047582735546	-0.0738596127294185	-0.256590341665912	-0.0932546683280433	0.446287285566444	-0.0596836760554175	0.534538445175064	-0.0640344541679552	-0.222099964804921	-0.0355267021060037	0.602460057372556	0.0999148374012124	-0.14459425103623	1	-0.0975306347966355	0.345372489797654	0.875678620574771	0.249603572346909	-0.187921531515557	0.166422163208549	0.57854859506434	0.557246466440895	0.0308946709021919	0.788723494684404	0.301682656593323	0.33698373573911	-0.157174258374329	0.206313354716315	0.0373925751673134	0.646985797570712	0.00833851451162185	0.280633561256931	-0.00467042998100765	0.496234975712976	0.269067016175228	-0.0123116407900306	0.501130541392258	0.212662558835684	0.596274811807209	0.00540856772132905	0.213791000983776	0.0311781785359997	0.477647628092688	0.701370584927197	0.0227200459314496	0.858397267656722	0.583580899882275	0.203551289269674	0.290833738464671	-0.0488567987570217	0.750722667488315	0.893974863956938	0.206719899611155	0.548097701622058	0.612957332711446	0.723931568428359	0.344816552276386	0.543820480254524	0.0501533581698011	0.398872189490694	0.61980355538674	-0.0455215516893855	-0.0454469562364707	0.892195992464508	0.278243210725625	0.755524218058497	0.440332071537419	0.184942034779471	0.523414747955668	0.437245303260166	0.527172299992327	0.2708753025513	0.445658561118374	0.53836227919685	0.402219599929	0.536976531446122	0.509121593972961	0.506982711607279	0.236346764448271	-0.0340154879881071	0.311269280650187	0.452243241129548	0.527637935564304	0.402520829016273	0.424481105019648	0.405109791721025	0.591270342959742	0.386679837327842	0.196461001819168	0.59116350652534	0.107864787927968	0.566692633864132	0.56779245922705	0.58016805942567	0.516813710597678	0.44634118607767	0.268076432146348	0.26498324877311	0.54696007055906	0.443715692108602	0.250960798526344	0.338188292134623	0.443362567473547	0.466344195256705	0.456307614360153	0.392350406742929	0.383021310578906	0.941983512856232
ICOS	0.881368592378794	0.964211993235151	0.936075775894245	0.855466019884777	0.91735000741828	0.862498397128728	0.922871289895947	0.919514821538684	0.737370978451495	0.564493130552549	0.525340918568961	0.962390341643389	0.741887920317857	0.80414848241225	0.925749166904625	0.955341975154796	0.885649545976281	0.820586826876712	0.966880523731576	0.810066643373298	0.919203234250385	0.580376219429373	0.981782184642073	0.339292788263954	0.867514858547622	0.812500748711241	0.688918976954143	-0.585483120329971	0.782968034425986	0.813213444549983	-0.0975306347966355	1	0.811228775288902	-0.178719785082819	0.479911578219269	0.917116825603737	-0.262813166274476	-0.0121881602293123	-0.453591166112807	0.896815720007278	-0.262842334593053	-0.145747095215137	-0.163571179515042	0.897231909250463	-0.337905331262145	-0.439915380151759	-0.481995452541277	0.481807243509878	-0.809160293353421	0.602169040947848	-0.70087339595484	-0.301172330435818	0.914380475243971	-0.255253449379159	-0.805521119574357	-0.564758604716389	0.924499443068274	0.803797380453755	0.9328350760966	-0.579519903380203	-0.0388958087254855	-0.860626804387548	-0.145312202922141	-0.602215750460295	-0.534355270617438	-0.467735982028564	0.960435981862435	0.0167272554214905	0.247763993998116	0.704379876464864	-0.598322983703394	-0.510559306029837	-0.260317570965879	-0.833275351246621	-0.597770725462312	-0.214249639807053	-0.725506698163003	-0.432477505267011	0.835790972858769	0.972470296374373	-0.327979445595157	-0.811109638225534	-0.408429422951857	-0.713555687229465	-0.843797938611509	-0.656578657022852	-0.123148315870317	-0.679963312455671	-0.786298105031511	-0.763084378319369	-0.631733762734679	-0.79036335463304	-0.460817519166181	-0.7342182992493	-0.705111993936779	-0.759162316326576	-0.783696074989006	-0.73840353809819	-0.69720668028122	-0.767849384600353	-0.424120152243238	-0.769575583879539	-0.741204668779004	-0.543055572250526	-0.260447530834673	0.0724586128576939	-0.643080950111784	-0.686561528707122	-0.681596866848787	-0.767532753114479	-0.754575419876351	-0.645290119792534	-0.694983597332497	-0.624668651561135	-0.83345628089336	-0.299362812718354	-0.727662497948418	-0.778814238538906	-0.787857038424489	-0.799482217315551	-0.668278614630025	-0.76612076104707	-0.697243055395358	-0.762552771921819	-0.305395997221245
SPN	0.758425308920995	0.835928005826692	0.779368049414177	0.74672312303844	0.783145429753259	0.701512796011181	0.939652465814881	0.810684838314542	0.658648433057555	0.871234852186244	0.5315531998132	0.811326190101402	0.789716732135437	0.791089246044329	0.834831410799268	0.891467943877928	0.696211903330656	0.858438100139852	0.807705037750128	0.63141231755571	0.838704265303835	0.84928966584954	0.855631310304996	0.670273418043117	0.820918120853475	0.685463207825747	0.516211850180893	-0.18559226329146	0.681076800776413	0.677712322843287	0.345372489797654	0.811228775288902	1	0.303556059995843	0.5313702655538	0.759784991810385	0.0984301540824722	0.174009556385005	-0.151680284468872	0.744629577705205	0.230876484859595	0.0622301271327956	0.0900855353609013	0.745494484948391	-0.00983173870426485	-0.330713842326896	-0.0911693980627592	0.298875730241737	-0.513542508110157	0.588149164957041	-0.346871485651534	-0.247438397703721	0.743750487180017	-0.108789128428827	-0.594780532688974	-0.132690976441521	0.88296478508185	0.691378441522453	0.826147605057707	-0.285094515056552	0.33735380021599	-0.764186558313247	0.221821181285928	-0.160460341431383	-0.348919941449622	-0.333688646239338	0.818779472519535	0.399426197975903	0.594696128397357	0.716734938544265	-0.16744291499605	-0.0103713404852453	0.0142127195555833	-0.548305863543573	-0.191151795702913	-0.0582613709582682	-0.382383633019	0.0426046617800355	0.816577109635227	0.823533289206194	0.120718271375971	-0.515524431892239	-0.0025988038931884	-0.339383373516841	-0.650762884845554	-0.270587050090575	0.313531704548011	-0.286458814428644	-0.486490524027617	-0.409985165073036	-0.185352130088691	-0.448592241870539	-0.0649697311757396	-0.371423292975062	-0.290763314161897	-0.611808240519229	-0.677126493627894	-0.416866935954875	-0.334129892481866	-0.41588594656709	-0.164477700222944	-0.395601340751637	-0.38956250874438	-0.0978224624761134	-0.145551544255458	0.0489111257478032	-0.335935665763161	-0.50098216892371	-0.281105292134906	-0.463626951224687	-0.378603058211232	-0.218658286759613	-0.312387771824348	-0.501111033802528	-0.631332056964464	-0.0681332790144345	-0.364160419666259	-0.605209039144018	-0.573528649308859	-0.467504879608155	-0.279435722033232	-0.428370387302382	-0.387437027505706	-0.420184808851402	0.167466634665877
SLC1A5	-0.237667240139229	-0.176964089838255	-0.23701930655686	-0.210916439483079	-0.197676845353217	-0.28046782845527	0.0632034712067688	-0.171651801494803	-0.132036294990506	0.558078000261373	0.13055495512024	-0.203530453073432	0.162617584664481	0.0349242092466962	-0.0766677087204328	-0.00411566744704577	-0.123220909535379	0.109691088544861	-0.179392860329997	-0.311468513098114	-0.111598593040099	0.531922871547891	-0.13262129746794	0.64864465958027	-0.0288242493564424	-0.22237422617502	-0.0801674837789204	0.739766652400102	-0.0328930804686323	-0.211597538134309	0.875678620574771	-0.178719785082819	0.303556059995843	1	0.155149242790819	-0.251886941310675	0.440489199413134	0.446474120899462	0.675992201623514	-0.130670694413674	0.873630323809158	0.410714455840574	0.572604262934196	-0.192306551613371	0.551691686625396	0.268218182390597	0.733620543611654	-0.195273378541689	0.47961795549442	-0.0273987008532328	0.637392254213813	0.223028623910466	-0.15482371994936	0.39482759185146	0.373310252347463	0.786362014498622	-0.0125542765573108	-0.0358083172712284	-0.0970303936557901	0.557516707596113	0.751919278055231	0.185759534213185	0.813287761876349	0.786988632443774	0.436526390555521	0.302664559489734	-0.170493627411843	0.649401027484337	0.77664151198131	0.0807417225131754	0.752511796496885	0.809179481199305	0.653943646449584	0.496356967169041	0.704455964881345	0.307029606359473	0.60889498780158	0.812911568388601	-0.0112306097817912	-0.156549805924801	0.853325515768985	0.476237783878419	0.822123742445834	0.643603729566126	0.346165170046749	0.667731729376064	0.642302454720068	0.67729339626396	0.474364849654177	0.59236240116719	0.709041668150662	0.573802401333011	0.715288000572163	0.656801483380855	0.680635531060901	0.332433612789819	0.204710856086733	0.504075406173151	0.661872841290687	0.601303289979498	0.453167180657143	0.615259892481452	0.603177286942672	0.767955965420965	0.274831740535968	0.0629323870875617	0.5842719016982	0.367452381331061	0.716666555599214	0.593451015924722	0.659582492250774	0.7093843702731	0.650527255978479	0.281135210620272	0.392713020786771	0.543525335264673	0.638595833574654	0.319277869040313	0.440510345904746	0.604286552662802	0.632576742204221	0.618056457714694	0.574089149449292	0.573235094955042	0.919186401821984
CCR2	0.520819211512287	0.380513370634326	0.403349423965877	0.539651569844177	0.471377731502572	0.361804023069968	0.457887196840387	0.423720466288166	0.307654021185789	0.576084655488933	0.226460034798488	0.514392616377793	0.418350493820302	0.12202159232614	0.290836950810311	0.447024140377949	0.515652811242818	0.660772296756755	0.433275278159732	0.284523358045951	0.357101208440456	0.517014476241517	0.450955060766258	0.624466145033513	0.351563313018452	0.571274166980175	0.0115746739344671	0.0278024881496528	0.517922093925956	0.688074828971818	0.249603572346909	0.479911578219269	0.5313702655538	0.155149242790819	1	0.583220087479205	0.0971687844625143	-0.182352583381359	-0.105851958851161	0.346759306295473	0.33440276235592	0.314601089023331	-0.0769627987304119	0.497071236773117	0.088109105121203	-0.0709573863464445	-0.0341550623530973	-0.0723048878192735	-0.307692144278484	0.69164935436671	-0.14073217060918	-0.461153665464454	0.394807065464501	-0.282211257963127	-0.394793010427152	-0.165346385137625	0.509508639988187	0.412874540329611	0.64801467972302	-0.0998966665211025	0.303799938473912	-0.411347514152686	0.362144499724683	-0.0436266056232499	-0.280809654460789	-0.454805464983611	0.468936260713267	0.0281958439140601	0.454337497344157	0.861140594380994	-0.109781975497016	-0.0455591332484964	-0.0962574074182711	-0.404954284326496	-0.0634977360219361	-0.1673722512926	-0.196883478303941	0.169528324635479	0.568899276915828	0.474497656711948	-0.0568327390202346	-0.366415425400878	-0.056371964824726	-0.173305470892488	-0.279492010942463	-0.170730060585675	0.30465023085829	-0.241426555070114	-0.26968723305433	-0.263578366111418	-0.0881172175353091	-0.241306274356546	0.0387787970997193	-0.18278698218528	-0.146154481720352	-0.512077137324467	-0.330995934011844	-0.294469090652857	-0.135435857078479	-0.35306870338729	-0.192087888016736	-0.259402434793026	-0.234860889912339	-0.0417054117796517	-0.359973787508193	0.0480912956915729	-0.390157120824348	-0.241731878818386	-0.109251484989323	-0.29960031319642	-0.260581474792544	-0.169839392538284	-0.179243020218743	-0.443086842098382	-0.424160530969219	-0.0558425118478014	-0.222371917319842	-0.440345440406213	-0.473014505285916	-0.329208689361342	-0.237332116270318	-0.247278584628198	-0.313902937732436	-0.177010844085425	0.0945287994764059
