""	CD3G	IFITM1	CD8A	CD8B	CD3D	KLRD1	CD69	KLRK1	LAG3	PTPRC	CCR5	CD2	KLRC2	KLRC1	CD247	IL2RG	LSR	CXCR4	CXCR3	DPP4	CD6	SIGIRR	CD96	PTGER4	S1PR4	CD27	KLRF1	CD44	CD226	CTLA4	C1QBP	ICOS	SPN	SLC1A5	CCR2	TIGIT	ITGAL	CD47	CD46	KLRB1	ITGA4	TNFRSF14	TSPAN14	TNFRSF25	TNFRSF1B	ITGAX	RXRA	TSPAN5	CCR1	FAS	TLR1	CD82	NCR3	LPP	LRP1	ITGB1	ADGRE5	SLC16A7	CRTAM	SORL1	SMAP1	ABCA1	RACK1	ITGB2	TFRC	NOTCH2	PTGER2	TRAF2	RPSA	JAML	HAVCR2	ADCY7	RYK	TLR4	CD4	CD28	ITGAM	VSIR	CLEC2D	SIRPG	ATP5F1B	ITGB5	MCFD2	C3AR1	IGF2R	PTPRJ	TRADD	CD81	CD68	PLXND1	LAIR1	NRP1	HLA.DPB1	PLXNB2	PLAUR	CD9	GPNMB	MERTK	CD86	TNFRSF1A	JMJD6	FPR3	CD163	CD74	PTPRA	PILRB	CD63	C5AR1	ENG	CANX	NCSTN	TREM2	PLXDC2	ITGAV	AMFR	LRP10	SIRPA	CADM1	NRP2	APLP2	STAB1	LAMP1	STX4	TREM1	NCL
PTGER2	0.838102546161883	0.955281328073555	0.919650456296115	0.800761359816032	0.879229276081797	0.897957537527586	0.938255218808322	0.926910011401159	0.668843971069946	0.57983852949252	0.50128927825201	0.957261568073571	0.812376279013002	0.836935914187513	0.945331436210756	0.963045981723016	0.848806538317508	0.829356992107539	0.987881349904662	0.80359901042534	0.903898347859585	0.579134575996821	0.969217212293877	0.320479367039432	0.864878784993507	0.754232723454733	0.730267155303474	-0.587154640350744	0.830704349565685	0.734161878917182	-0.0488567987570217	0.960435981862435	0.818779472519535	-0.170493627411843	0.468936260713267	0.891549560766125	-0.282949972881637	-0.0262818411920878	-0.452394719888814	0.942969090680663	-0.241690962443128	-0.132767122662586	-0.150012575668665	0.857823485236934	-0.379989618448723	-0.457656734442683	-0.449934167473234	0.449749765180156	-0.779675550068859	0.534516693543765	-0.668837444337104	-0.312438593361004	0.93934824468824	-0.211094942811697	-0.81354330045649	-0.553013583594239	0.918747521728854	0.824138896012236	0.926837825421649	-0.564877923144556	0.0236259421504147	-0.875495681085485	-0.0967369822453175	-0.587811920239185	-0.586842802810936	-0.443746149051605	1	0.09522259783212	0.300119889416824	0.722722602681495	-0.572517389353256	-0.484912766132113	-0.245897598334091	-0.84018755398307	-0.59464437585908	-0.243930597615671	-0.715160599883903	-0.417717077938853	0.7712322319934	0.98393098610067	-0.310236881584787	-0.810833634162909	-0.384637530238675	-0.694623023631373	-0.845298590777236	-0.650101339179082	-0.103960182152108	-0.667557574857989	-0.786178480067953	-0.748779622818273	-0.605545162398587	-0.784940090615476	-0.435980925712013	-0.722318832504575	-0.688112910829482	-0.770452485252626	-0.79357372471252	-0.73192512165211	-0.681483632172954	-0.752829005026389	-0.428901757597421	-0.754495730914442	-0.734841556039268	-0.516737119511807	-0.254741622054907	0.05217626363472	-0.638344507672744	-0.700782601035433	-0.661472105381395	-0.757812667266213	-0.768093764445417	-0.633359985071023	-0.678022005127479	-0.648655604630473	-0.840631720537966	-0.292993983505287	-0.716613577085099	-0.789812047183704	-0.800204399727508	-0.799096108467545	-0.651260830266052	-0.771479249275706	-0.693292119019633	-0.755848137267077	-0.27251651638769
TRAF2	-0.0897159862491565	0.093249065388214	0.00957240827023542	-0.08796283733164	-0.0416151798717797	-0.0447884067473497	0.270689739278259	0.0446747698191516	-0.0269991883495245	0.489442233099839	0.122570166536719	0.000984590705834849	0.343202508779913	0.419229120095859	0.231239046786719	0.197665944530879	0.00967587127968996	0.126511304426518	0.0886494398285337	-0.0667464587556162	0.172963035021584	0.402971882897184	0.0935724646532215	0.296921894968393	0.171117096226358	-0.187108447355376	0.252250703780402	0.469977947542484	0.0296353869773033	-0.211330233757995	0.750722667488315	0.0167272554214905	0.399426197975903	0.649401027484337	0.0281958439140601	-0.139965288685472	0.232614416849392	0.570839777485002	0.429610488140496	0.182948482187597	0.538850663916801	0.0352071971886367	0.380035798906492	-0.0459607202239985	0.103741767347628	-0.129159272630155	0.471401974832083	0.22351856484579	0.0994122050691721	-0.119817780384148	0.313671662460694	0.378665866287853	0.0749533026883124	0.494112867146583	0.130885187937387	0.444141503477473	0.142340742397952	0.280461321630839	0.000130200243742256	0.304793292024137	0.563050026392397	-0.072342969394275	0.60787005445976	0.37447600480937	0.0771078386608149	0.455671414620345	0.09522259783212	1	0.726838194400368	0.0288861917169385	0.379015508474816	0.450298246088949	0.600724231462491	0.201220174497581	0.33258959553492	-0.0488121385218615	0.223654529126088	0.427196189584257	0.0111167018514027	0.0587199413358066	0.766812356588924	0.0795945536729743	0.670126158610346	0.29917726921593	-0.0422379424504088	0.38502743286955	0.429505025902913	0.376571147933117	0.0682677703753426	0.219930814554994	0.337029776897532	0.213219651065231	0.392467068114081	0.322679280666781	0.316084145243693	0.16285351960915	-0.140482123694644	0.164238329683747	0.26880664340286	0.395084019802902	0.313426608515546	0.244420077665945	0.237547757652477	0.421069704283923	0.40278503793054	0.148238642626533	0.484824335466129	-0.00622877068263728	0.361221615215715	0.38675477655252	0.334091129110345	0.338108504967405	0.307134644707486	0.192457261133176	0.138267288907489	0.477229116771015	0.267135883458179	0.219516726416725	0.196987757584197	0.284064039648241	0.300564164537972	0.228427945021617	0.270756154244882	0.199493203774934	0.726332646125269
RPSA	0.0473019116081682	0.222899463887815	0.101780352829175	0.0431944239104843	0.0890662919597907	0.0292188230814967	0.415125321034277	0.14343233674215	-0.0401440686396922	0.656710626072619	0.0982679345302062	0.191762644675384	0.611585743255775	0.366111416145262	0.313332203657275	0.398477175455682	0.339339905658999	0.376236757423551	0.278573963171559	-0.0431693279437027	0.209939831541011	0.677315920705885	0.276566368473767	0.641811727789066	0.209704470271239	0.0055283750382378	0.276928122687251	0.452460620642501	0.428407744003813	0.102874458203952	0.893974863956938	0.247763993998116	0.594696128397357	0.77664151198131	0.454337497344157	0.105680862088625	0.0664601847522595	0.440443994187434	0.465768517809541	0.387553382830829	0.679826632721787	0.38951453611707	0.380664512627052	0.147321481531549	0.14630016544008	0.0207221307337886	0.558549805438626	0.104843034323555	0.0671033514158461	0.158569077978086	0.27972556124345	0.116609591374362	0.3274805180411	0.390231156585137	-0.0321986562693142	0.398347614517981	0.315091441668734	0.493325467834016	0.355742655618063	0.297174060868875	0.798341421511667	-0.185653869750043	0.880882652003209	0.406216944813882	0.0215232813344133	0.104986643012622	0.300119889416824	0.726838194400368	1	0.478495586419757	0.375923246786622	0.42766994372781	0.575426428888013	0.0584029114967592	0.363143534953547	-0.0497432102448121	0.197507625572297	0.521907010577453	0.185865236085188	0.296001229881526	0.682569590129372	0.0282437593991797	0.623630006789443	0.223948134836075	-0.0552316652549057	0.314031132473717	0.420097284860393	0.294850300200179	0.0729771719639435	0.181031235027115	0.343872930912617	0.145205864176855	0.443968843390799	0.259690342190574	0.301282690308084	-0.0303015336968223	-0.18610059938046	0.0798788781721216	0.280956278007734	0.245701181306876	0.228985011141561	0.194588572460984	0.169125417862702	0.42890363936629	0.196116409220927	0.133431517367198	0.313138258854871	-0.0511526781046783	0.351691838714029	0.285055521572245	0.283376748315167	0.306064458852843	0.23790869805918	-0.00757659118326799	0.0113416882310095	0.499806940047011	0.228182359982328	-0.0255994377933069	0.032277525889512	0.167985223670589	0.231331774149416	0.220526948381028	0.173029638360997	0.192233627924524	0.776891540612482
JAML	0.663777807490602	0.617300382528604	0.605769116060227	0.661715992089303	0.635436355960568	0.564956371006779	0.685789479221512	0.635765004956222	0.391569683979622	0.638223118455678	0.252399258664853	0.720582262992309	0.701811881830015	0.380163273491718	0.554552730545938	0.685098436491205	0.714543359841306	0.76427329397442	0.682448085813256	0.483112554400276	0.556341954107313	0.610568172390568	0.694661170164488	0.589160924596269	0.534446587691865	0.672219643422437	0.240451234422864	-0.240098103199143	0.746862754983716	0.796374602273446	0.206719899611155	0.704379876464864	0.716734938544265	0.0807417225131754	0.861140594380994	0.75887852369622	-0.126552730116549	-0.133767688138854	-0.258702128109662	0.63679278806367	0.156995397205054	0.223276635483283	-0.155259190937545	0.684259098975372	-0.116362495428447	-0.231284963845315	-0.182627852468182	0.106401599171421	-0.483350481800385	0.726527044805549	-0.346520650678948	-0.440474809627376	0.698915696484499	-0.251999922292321	-0.62204352713173	-0.327504891409368	0.691107348615046	0.672259155442199	0.871347667856559	-0.283083871238972	0.30391071630319	-0.645667674526965	0.240786853314859	-0.254069017531458	-0.446442397725367	-0.527858496255515	0.722722602681495	0.0288861917169385	0.478495586419757	1	-0.256117380045583	-0.209988868039704	-0.149721538323566	-0.606922575119895	-0.259606172048588	-0.205101180588298	-0.412602515903113	-0.034224793089538	0.669087607568104	0.731305623933053	-0.142198782514494	-0.539511070578857	-0.211378007846197	-0.384873301980817	-0.481917704787875	-0.383054043097514	0.194380038093959	-0.421241661539887	-0.481438474483205	-0.464498999756627	-0.275217448863341	-0.461551428343693	-0.142956358119372	-0.406756748693749	-0.370246116692362	-0.662241072585824	-0.526053287515055	-0.49286671438914	-0.342653246348149	-0.521250796754401	-0.357485937670479	-0.461121212454212	-0.444319008305983	-0.210808832190752	-0.316431398292125	0.0878086039144105	-0.509159458331588	-0.469744321037584	-0.338170770813138	-0.492267144946862	-0.481862051136803	-0.357866395702264	-0.384077805854914	-0.564062384391837	-0.649713113970375	-0.117420887711662	-0.428138968485445	-0.627201832083462	-0.627219697861748	-0.53602673500871	-0.404342405694131	-0.458906659785305	-0.492536561166836	-0.412171199228859	-0.0109620953819631
HAVCR2	-0.599818435527818	-0.603284061667252	-0.628079623408141	-0.577546498902549	-0.578954147230399	-0.627803381018139	-0.402797167844038	-0.545877000808541	-0.496427932686848	0.216811781573031	-0.124418296531443	-0.589401432948059	-0.274785562806845	-0.385088351114529	-0.503784253667857	-0.459466441050043	-0.421381085611306	-0.235011138960273	-0.586571954068908	-0.700006023329667	-0.543198070075122	0.136495700900156	-0.576449206091039	0.415248128724446	-0.438861453501097	-0.568970953322894	-0.357046596816488	0.829893885407665	-0.3247913886875	-0.501301779376984	0.548097701622058	-0.598322983703394	-0.16744291499605	0.752511796496885	-0.109781975497016	-0.616847313050556	0.572568849096041	0.132203056540795	0.788301915539984	-0.499015949135184	0.829207520171023	0.466997356757131	0.715541775645956	-0.572082300105126	0.796220316618293	0.688505080922368	0.861229578659891	-0.534379557257821	0.837211245414266	-0.290390925454597	0.896779836782821	0.196495679965761	-0.531853609348814	0.409924349565405	0.778344741601389	0.949569432972319	-0.442082923956027	-0.450894042812239	-0.502572549870437	0.815893124039075	0.677009261157363	0.637974419763448	0.650329436791876	0.966604761087611	0.728644594257391	0.377387126418577	-0.572517389353256	0.379015508474816	0.375923246786622	-0.256117380045583	1	0.936033954266088	0.479725651645672	0.799657394707807	0.949440865458145	0.555660866020687	0.948705036180839	0.905296309600847	-0.401158980291249	-0.585580110938314	0.604511238324353	0.871241013767703	0.794058070088079	0.959682285389025	0.753689754601505	0.913480050012651	0.657828667989081	0.943499547587853	0.850714449162309	0.873222258070323	0.958387220870839	0.925509622612753	0.93296484275436	0.928710464334682	0.951248054322349	0.607442247453632	0.649366921379968	0.890413640599909	0.92705081779608	0.811155272623945	0.384652350640181	0.937908281957446	0.934486498956674	0.962305156778011	0.190456774069911	-0.11929961234985	0.625425110788652	0.806753817892128	0.948033597548496	0.754843254266392	0.836236595289237	0.96124395317585	0.960450129371088	0.470886374965429	0.736848358203771	0.63378645504652	0.948406079614034	0.614082688435933	0.686463291437339	0.882008960218701	0.939061600725034	0.898202279454482	0.87451607053243	0.906087190835397	0.745709985313932
ADCY7	-0.46853981657669	-0.48183615618708	-0.50270203331888	-0.452982960686731	-0.444596234590009	-0.493950392170249	-0.27351778853012	-0.411916051882874	-0.328353373904345	0.328716088873659	-0.0338398316340492	-0.486139224643646	-0.224469503205222	-0.274952434136325	-0.398293813710126	-0.349818847339812	-0.426305366041448	-0.133528555772104	-0.490460749489767	-0.571336491612908	-0.398555527054395	0.23731728503058	-0.473463588742779	0.493665356911085	-0.292586645939801	-0.441127460132891	-0.328547822916432	0.799961900741676	-0.320389465082192	-0.441559573157135	0.612957332711446	-0.510559306029837	-0.0103713404852453	0.809179481199305	-0.0455591332484964	-0.505114864029172	0.641888977192599	0.145662349711966	0.721154363347802	-0.453942146899208	0.890558197452729	0.409490655221354	0.675039339929082	-0.500050089780507	0.786092026226596	0.562984917863673	0.810575293420705	-0.546783844392174	0.762859740524671	-0.242663837583381	0.877693213424023	0.137734588455218	-0.490122137285407	0.316358799423518	0.675343849584372	0.93572022264081	-0.305468473926619	-0.437017523251685	-0.436419950399833	0.713673665616851	0.611975562657002	0.498076528960445	0.634444052024012	0.955541540054056	0.649454969676985	0.341333296421806	-0.484912766132113	0.450298246088949	0.42766994372781	-0.209988868039704	0.936033954266088	1	0.454461007277542	0.729402861967824	0.926799352839943	0.560697596289104	0.883764812353629	0.909913949214148	-0.263667794133221	-0.491865931940439	0.655438543977008	0.802038076804881	0.780326979919113	0.899443676276822	0.643738605019901	0.902146979141473	0.680224624289084	0.902055470263866	0.785239913303209	0.865017514012751	0.934241788932614	0.867916824706309	0.871615353321816	0.887828042249616	0.909701415534839	0.464336372182524	0.522831229643695	0.849467772232002	0.868131272613062	0.746261258090221	0.410925694935641	0.882953904404541	0.891436178388456	0.922360292954811	0.130687922182485	-0.168667736980924	0.578244820759834	0.693975183358532	0.930097798629175	0.681705775043376	0.807047787687633	0.934919737005409	0.904559906070441	0.370200845634714	0.625108660005652	0.530358801036928	0.898245545152367	0.491880561560063	0.590913439876623	0.820637965215971	0.916608998896659	0.829135600462655	0.811324527998343	0.837983453188126	0.786282429027602
RYK	-0.357604945659968	-0.25578541284318	-0.30230447087659	-0.347034905307045	-0.305493660374225	-0.342043641217597	-0.128025925742293	-0.268069864921956	-0.25127417871989	0.117141625904081	0.00238125177008271	-0.294765887718801	0.0416131210702387	-0.0917380449284505	-0.180954343613854	-0.147106851502468	-0.130406313760692	-0.137949732278193	-0.248596826992433	-0.284620949244167	-0.264362361623517	0.238575594493291	-0.229233627308651	0.27031647453421	-0.1827485535943	-0.307757347522033	-0.113999938106832	0.662101089259543	-0.112732721677784	-0.305336195558602	0.723931568428359	-0.260317570965879	0.0142127195555833	0.653943646449584	-0.0962574074182711	-0.342739018090441	0.144231711993759	0.817507721818292	0.693399780766835	-0.16695802959253	0.496574595841993	0.255137688338264	0.483332329683583	-0.220740490628483	0.240462259714339	0.167007497220244	0.456091002312328	0.343290649950804	0.311590861371418	-0.0516617827811939	0.461877431151251	0.737552647343782	-0.215958425285835	0.83709191167336	0.506090775222492	0.631707368354648	-0.158167617146864	0.100168152374504	-0.209248822752811	0.672872141446588	0.52850741344316	0.303900263766973	0.652328084753927	0.46345125887391	0.503127681584445	0.652232894664297	-0.245897598334091	0.600724231462491	0.575426428888013	-0.149721538323566	0.479725651645672	0.454461007277542	1	0.573286967116273	0.436390468395667	0.166094680066318	0.395034408243864	0.48610069040258	-0.165396060091359	-0.235757513572063	0.832306149229542	0.344933303155894	0.76036495760559	0.440954591034272	0.362832980854023	0.484078866205418	0.288621698036481	0.570617681374075	0.301312210718738	0.396514990653952	0.481844419321856	0.421901843827515	0.489502129637065	0.537245986933584	0.450086760019576	0.643462327481199	0.111467290047532	0.366141180885627	0.401314832651238	0.725861419044825	0.702082198694441	0.39013019549147	0.418874057642629	0.527698210016111	0.833468404584645	0.584131702403504	0.860435390444388	0.282357800914297	0.478734060819069	0.764228965396989	0.666089521551029	0.499155165877284	0.462750620346802	0.752120043164516	0.536082504680231	0.726516787883299	0.452857808755596	0.660192903553017	0.66137968834712	0.599410422162192	0.453186860441877	0.494606730703022	0.527534822129242	0.340444447825914	0.789494880164785
TLR4	-0.827379093547068	-0.835179695248726	-0.848173768610541	-0.795852325933729	-0.813249589860919	-0.83327242587924	-0.73174759629989	-0.804355503217862	-0.641027835268305	-0.269201872063019	-0.310223684238232	-0.85869761154048	-0.55980400363811	-0.637346809327539	-0.764189671131314	-0.75674531652935	-0.685865207084752	-0.611278978281911	-0.84239951832879	-0.795914027465864	-0.798617313911144	-0.2296061094135	-0.830469090790235	0.0276578138915982	-0.71119223093229	-0.757963595651206	-0.555693554863378	0.792431438159387	-0.601063831375057	-0.707925086511867	0.344816552276386	-0.833275351246621	-0.548305863543573	0.496356967169041	-0.404954284326496	-0.854065630203965	0.345051143902643	0.273470352072067	0.753791701911823	-0.745444321865812	0.508231709683795	0.359205771559602	0.569544973447357	-0.760878095059791	0.605830294282653	0.638153229536354	0.657309212773253	-0.340042344228028	0.904157220691048	-0.434330149012326	0.870917880053261	0.520737097265491	-0.76038268395801	0.563914494666497	0.935993900629754	0.846546481672687	-0.742463063808111	-0.636895914644575	-0.777325859389854	0.83770284788536	0.367907369740494	0.882573241217123	0.422730919785216	0.806888023429468	0.815309101001356	0.60802268932704	-0.84018755398307	0.201220174497581	0.0584029114967592	-0.606922575119895	0.799657394707807	0.729402861967824	0.573286967116273	1	0.810741891632213	0.518806045513462	0.877500483625994	0.705968855476379	-0.641497666771489	-0.843181631249481	0.555347661540737	0.907697028511083	0.741712702461035	0.879581219734035	0.902921702852252	0.851168285537739	0.324060169508661	0.899360357645512	0.881641197426325	0.867044513791294	0.842885868144212	0.90874007153208	0.723505391594436	0.914008581997571	0.869930582250201	0.874997499206029	0.782551034841435	0.900070663795171	0.853405353629013	0.947036754953974	0.571991102374464	0.886983606966215	0.90755742984597	0.78692508637247	0.447740138410471	0.125442897550252	0.830121357128724	0.848530413161583	0.845550348328441	0.909720000778433	0.905174819491138	0.865150402884712	0.884931716979542	0.795658383588123	0.945155358136964	0.665270798684593	0.902537346619043	0.885257374684553	0.911411972683164	0.972911039214109	0.857816253461112	0.927694280685429	0.912251853786785	0.843591616776315	0.583970617445076
CD4	-0.623849138504511	-0.618646672897632	-0.663176115512203	-0.59518420545266	-0.606168789429194	-0.681101911523325	-0.44521156687037	-0.587194058151549	-0.530231127755032	0.158740760537795	-0.197877033092683	-0.61218295879144	-0.292103700892682	-0.434458137508946	-0.540138901168607	-0.475947028979472	-0.393282047880392	-0.260376703794829	-0.596049173721697	-0.72818874173531	-0.581675882733183	0.0802119727740754	-0.605473445213866	0.42257961950452	-0.491974015891677	-0.581107932689559	-0.410986342561181	0.809541422805874	-0.333014785530924	-0.488125178712871	0.543820480254524	-0.597770725462312	-0.191151795702913	0.704455964881345	-0.0634977360219361	-0.63609200587318	0.507162252998382	0.0976766648214963	0.808249928165659	-0.504954948380162	0.829187683946228	0.501706961853047	0.707798143876727	-0.583115815257769	0.786568947385243	0.750064118544932	0.859318973758542	-0.567052022624183	0.847418700926908	-0.279990089238745	0.915647883010122	0.182717004218212	-0.543492181161604	0.403966456910147	0.803337449093554	0.93684537710049	-0.458589923445469	-0.469631051927143	-0.499898265769939	0.814813041782907	0.609730533174506	0.665831150466679	0.661474176390325	0.965851188139531	0.761656898297935	0.348306417722738	-0.59464437585908	0.33258959553492	0.363143534953547	-0.259606172048588	0.949440865458145	0.926799352839943	0.436390468395667	0.810741891632213	1	0.601868234495295	0.957628136371469	0.887728911202416	-0.415039711089672	-0.605838465249128	0.571092728263852	0.89482560058768	0.792444211726628	0.952500229890676	0.77199572892857	0.949485804560485	0.576663457522594	0.959386563843253	0.889367200664588	0.901066398805802	0.96029542081279	0.944491030755456	0.916853780139768	0.94844877469178	0.96620149685212	0.577102027385999	0.669342610670908	0.934562718191992	0.928644770621065	0.79117564938324	0.344686731414766	0.945366298172458	0.960112795439665	0.941727314017115	0.135432908204817	-0.136895194983803	0.606003560180059	0.836008409982504	0.968184771793638	0.758261259498725	0.857921288591566	0.963351748560066	0.953535879614581	0.466013640604719	0.750813604285323	0.656114484139599	0.965461194679148	0.609925981804857	0.677287420255118	0.885619748666129	0.959695196614937	0.931550782960289	0.884730615472753	0.927167724511914	0.728102427584152
CD28	-0.225409548774742	-0.266687703534117	-0.238296679169943	-0.208188540430193	-0.171353096044109	-0.216618872712072	-0.156804811580229	-0.140635812630223	-0.111838605754212	0.183837149133156	0.175573010701807	-0.224789620311496	-0.189659638338307	-0.238537962316777	-0.223484995739762	-0.172988421503748	-0.115989300418877	0.0465758671321812	-0.25153170810151	-0.228175264998303	-0.24343411088355	0.103606852003167	-0.237293421383809	0.442368653875169	-0.0965218768018113	-0.156266314657454	-0.20152572388181	0.315599130585673	-0.0676779958338191	-0.109966813519386	0.0501533581698011	-0.214249639807053	-0.0582613709582682	0.307029606359473	-0.1673722512926	-0.226301824257302	0.361551720569814	0.0335769871171885	0.449758421504399	-0.256453982115292	0.397824442586093	0.255948604855791	0.65974710819342	-0.16431840710689	0.721216377088707	0.669443671924587	0.257294947554621	-0.282095438092975	0.53735070474261	0.0863951929174272	0.536322084490721	0.239379426766047	-0.186664402997025	0.360257015255013	0.593165115283671	0.639247327940435	-0.112345711444074	-0.310917635170771	-0.185971020014124	0.600267573697005	0.263421649957844	0.38275626609053	0.134654768012913	0.540734817762048	0.799240740059927	0.242881098223023	-0.243930597615671	-0.0488121385218615	-0.0497432102448121	-0.205101180588298	0.555660866020687	0.560697596289104	0.166094680066318	0.518806045513462	0.601868234495295	1	0.586415145377511	0.509493499392543	0.00518562337070731	-0.254594240558306	0.104024148990903	0.575963774848379	0.401782026267891	0.611847771805589	0.492201407100564	0.484456338594778	0.418060360790513	0.622323707278322	0.495212249523376	0.502599972934022	0.595788403231563	0.577968545357519	0.589831117125548	0.554666828091441	0.537036336896632	0.405967990362047	0.392229325273373	0.689841236674813	0.502261726778011	0.436797182645761	0.121927503518401	0.55969888554933	0.639276971542917	0.597412899150505	0.137870736861315	0.139832622762709	0.253570020484406	0.704179665430845	0.502021948716806	0.329964225957033	0.382713500191545	0.631551837520598	0.634872486339221	0.399327471168372	0.448546850780807	0.458162727972038	0.608198911302802	0.391955856042568	0.46953151573668	0.556964331783422	0.666129855334574	0.514690507490784	0.673897754792763	0.42317309061335	0.234613644098569
ITGAM	-0.737798683455772	-0.747265504418459	-0.767520620521031	-0.712792532215077	-0.719561818410653	-0.751996146923562	-0.592488058901064	-0.69923231571256	-0.605872956807104	-0.00726643449398182	-0.24043862666181	-0.737717441067229	-0.440592485284434	-0.536146925012981	-0.657515935476292	-0.620263215562421	-0.531229798677816	-0.404598790683582	-0.720989533697014	-0.820746336512902	-0.697452906562517	-0.0680777735346632	-0.729922869953366	0.259606756741276	-0.609920091367564	-0.691305758190066	-0.443389130610939	0.807348647841003	-0.450999945615383	-0.614472280316098	0.398872189490694	-0.725506698163003	-0.382383633019	0.60889498780158	-0.196883478303941	-0.754578179640935	0.48748040099735	0.0143803408501225	0.789420026034115	-0.624885150102118	0.717445737581829	0.455941178095522	0.6920138324854	-0.712905986079987	0.780155093140819	0.786858750009007	0.833062138514121	-0.616808067320898	0.920170946780065	-0.427420554562059	0.934211039097627	0.194405324752101	-0.662678205698721	0.369898580637424	0.87374916245938	0.91835072595352	-0.607793984740428	-0.624192414779032	-0.650811860312392	0.819675640354929	0.533676669800887	0.792698868392103	0.556333738543435	0.955505955795869	0.782013594366409	0.370017120763889	-0.715160599883903	0.223654529126088	0.197507625572297	-0.412602515903113	0.948705036180839	0.883764812353629	0.395034408243864	0.877500483625994	0.957628136371469	0.586415145377511	1	0.848103572313285	-0.553563607157924	-0.73286290536275	0.480255279725914	0.94460983345083	0.738253458374769	0.984457015257844	0.859109287880093	0.93469621565562	0.487780692978722	0.954801777856085	0.940365620489943	0.922912731997048	0.947453457748439	0.976625172012258	0.894662553636567	0.958316084601969	0.973235858205904	0.666123890276572	0.798440969698366	0.956055587569971	0.960008842920016	0.824792153022245	0.343390274945312	0.97411305985648	0.983193693743971	0.922127956849764	0.125242935953294	-0.192145977941395	0.612692488968832	0.906467638272221	0.965129410958702	0.779691109509249	0.853934793199757	0.957486526514744	0.974871191029681	0.513039397929316	0.843705653695084	0.599233085163458	0.985175210184205	0.68520756454648	0.752490024804302	0.927969442693123	0.954030606414653	0.95480977227862	0.910688414534712	0.965134166103721	0.623847015431554
VSIR	-0.412497846480073	-0.453037736338558	-0.47573377835582	-0.384792942927217	-0.407592290900712	-0.499169291929417	-0.219645134227558	-0.391186500622248	-0.333696761303433	0.401358320152395	-0.0256256489395643	-0.4205372619626	-0.120027618928105	-0.289517294409639	-0.376779345933484	-0.292432111203535	-0.298944411674713	-0.0179582918734768	-0.438555495339213	-0.566638752164226	-0.387105526882004	0.367122500512977	-0.403333670205014	0.608375168721403	-0.294683198446177	-0.375420071341077	-0.349464063145102	0.861124691804349	-0.173042540448933	-0.280085576708937	0.61980355538674	-0.432477505267011	0.0426046617800355	0.812911568388601	0.169528324635479	-0.428104604482132	0.609675679381585	0.150563094680231	0.76880618982517	-0.39182136978273	0.89052719890286	0.575429328459098	0.718325729608828	-0.39492878166597	0.822314521912717	0.609055835673548	0.797408878493919	-0.478564795808302	0.74656686420757	-0.0568993728558552	0.831645594050553	0.117991351960195	-0.413780733425686	0.329095583193715	0.641921844734889	0.888938962016916	-0.262581470440333	-0.345544201469091	-0.299758090176947	0.778771528628655	0.78152530285947	0.514256922446472	0.760503482185992	0.934247353708131	0.65020487710625	0.257789882740889	-0.417717077938853	0.427196189584257	0.521907010577453	-0.034224793089538	0.905296309600847	0.909913949214148	0.48610069040258	0.705968855476379	0.887728911202416	0.509493499392543	0.848103572313285	1	-0.18373806771896	-0.425401472381061	0.618034733353576	0.719127770836561	0.828141512909431	0.874393006404913	0.642672135157801	0.835735348080313	0.75623803325279	0.848064440746593	0.761169219823235	0.750377863302011	0.936129897290566	0.803706129933154	0.934233755578721	0.839220933005229	0.896639137513274	0.468438477407072	0.531984309915655	0.784296398976664	0.883292423020682	0.728775839151533	0.429055724954569	0.827963685607846	0.835292190646577	0.944894243279178	0.126463636682094	-0.0550147149378126	0.555291951265488	0.702211837261067	0.877376279783666	0.662767054956468	0.749788439330709	0.909206735731239	0.890318454929679	0.353058791494554	0.611717233727976	0.63878752429168	0.860981063271124	0.497461216360301	0.54337509748533	0.775984824214456	0.827872736265418	0.801632035009582	0.789223444392904	0.8118853647369	0.765611670388844
