""	SIGLEC10	CD163	THBD	C5AR1	TLR2	TFRC	LILRB1	CD74	CD86	LILRB2	HAVCR2	CD40	SIGLEC1	TLR4	CCR1	ITGB2	FPR1	CCRL2	TREM2	CD4	ITGAM	CD93	CD44	ENG	TNFRSF1A	CXCR4	GPNMB	ADRB2	STAB1	PECAM1	SIRPA	ITGB1	KCNQ3	TMIGD3	ITGB5	ADCY7	PILRA	UNC5B	CD63	CD81	APLP2	SDC4	GPR84	CANX	CD47	NECTIN2	CD68	ADGRE2	HLA.DPB1	NOTCH2	SMAP1	ADORA3	NRP1	ABCA1	ITGAV	SORL1	PLAUR	ITGA5	TNFRSF10B	TREM1	RXRA	CD72	CR1	SCARF1	PLXNB2	FPR2	TLR1	IL6R	ASGR1	ITGA4	ERAP1	SDC2	RHBDF2	AXL	CD226	CMKLR1	LAMP1	LRP1	TSPAN14	TNFRSF14	PTPRC	CD9	LPP	SCARB1	TRADD	MCFD2	ATP5F1B	ADGRE5	CD33	PTGER4	NRP2	EDNRB	SORT1	CD69	RACK1	CD46	NCSTN	CADM1	TNFRSF1B	PTPRA	TNFRSF12A	RPSA	SLC16A1	ITGA6	TNFRSF21	NCL	SIGIRR	SDC3	LRP10	C1QBP	PTPRZ1
SIRPA	0.605858348068535	0.715121519815469	0.441917219209918	0.434090767924452	0.638718954624531	0.556250819541339	0.665413046538039	0.0234691706317044	0.23236340410101	0.328369506256225	0.53025851839845	0.51265146141425	0.496108594181668	0.5618265227838	0.805643987456386	0.719895947735996	0.466379213743419	0.392650429038272	0.605435596738706	0.771390242717679	0.609810553643915	0.561998653752783	0.709882942869209	0.753681641741694	0.683247993102382	-0.19206590381103	0.23058744749303	0.571293087439453	0.649005822336174	-0.0364259844287724	1	0.481703775982976	0.303916826210402	0.621778054764693	0.726112792058551	0.569613632925945	0.279907117362045	0.602617651944777	0.54089684092339	0.840872517563895	0.78215517798716	0.352648435168877	0.662797410736481	0.647723328252164	0.488555335591613	0.611768059221942	0.597538237411749	0.580228140859232	-0.164571575014497	0.447746449005901	0.444391031639142	0.663648482078226	0.756993346841273	0.590417275559538	0.70372720845801	0.531935314754483	0.403631380695546	0.556973003585127	0.403781353085525	-0.00869420205660986	0.674859680253061	0.122614495285313	0.342539916499564	0.589704085202271	0.6013522917205	0.274184929426696	0.49638764441897	0.675830601679419	-0.0175770870571465	0.414548998480398	0.517083627904558	-0.0309309554773244	0.434324234221706	0.281655669236019	0.22011779008091	0.548298797653516	0.709236977456761	0.781429850629555	0.759850342224582	0.349982836900629	0.547431494149228	0.362314787466055	0.526545132214908	0.546860720517176	0.484493889236194	0.448424772166768	0.423331646256692	0.471853028102106	0.664290971383361	0.516606932323338	0.748686057591332	0.309430418184525	0.677117592716378	0.211862703007922	0.447829310326844	0.66899612457116	0.509570148778509	0.366678078766749	0.429940003564223	0.435746338792457	0.330876723765587	0.408151224031812	0.392976393655805	0.507117129412789	0.564553705252825	0.452127219713056	0.411428129782069	0.476532608891547	0.56109637507069	0.402617457024403	0.242131638801593
ITGB1	-0.00350243953253891	0.0507109852163191	0.0197155458612379	-0.162326412719148	0.230326417120765	0.0373586805291439	0.436964994091375	0.0468542696811038	0.286370414765164	0.337243350322975	0.346771483293273	0.64335689428057	0.0264532483533812	0.208764247344338	0.38146522720887	0.430454108629935	-0.120640732170633	-0.126874639080356	0.0361212300190773	0.498693973367299	0.285564802879124	0.0578387658084981	0.423652405972817	0.395755646036228	0.689173395405245	0.21115866406025	0.296238254096571	0.138075509537035	-0.0259248062946707	-0.07531131275407	0.481703775982976	1	-0.0532424123239109	0.165098177168388	0.436502722765421	0.151812295040772	0.0470442774007909	0.345510944926293	0.884959776108337	0.536637663701068	0.724586998880978	0.67940789018586	0.044534507567183	0.781986045831778	0.769359146298386	0.860677881940276	0.456331809250305	0.272957008793587	-0.00967791488435947	0.772542070031755	0.786185752615834	0.036977456653906	0.425087472280132	0.51834449936918	0.781255122535746	0.160354497802374	-0.0307831430710943	0.858385600962049	0.767986692371778	0.205192569770891	0.524962939956655	0.00320051022830706	-0.131480791602766	0.492049009753827	0.75353537262124	-0.10685518421255	0.084349283093424	0.349053001167408	0.0438531805750899	0.361346259799343	0.63981923459836	0.443899204364869	-0.0553585838158082	0.286794946293736	0.107341450693134	0.127533246576195	0.426515782668812	0.484973418685288	0.379215632757978	0.400448526323068	0.549916567238249	0.703098870053036	0.743339299092917	0.565692453591634	0.723610448491012	0.834311367907234	0.838949269599652	0.806757881752995	0.488634225548374	0.219158553260689	0.80988704646766	0.45133055412764	0.533076239589053	-0.0480191330235993	0.871340901153373	0.68988367589505	0.75445080419792	0.603248094806205	0.0875732335656105	0.661822938144014	0.791243758228152	0.829981782164702	0.767516710381196	0.469965316760829	0.691667882386427	0.824407814625838	0.65137070770297	0.382564862402239	0.657207098749953	0.796210794769793	0.37003980869687
KCNQ3	0.580123151092903	0.591629655343276	0.0882409598031575	0.551046991827821	0.371455004619383	0.778969862975817	0.254406241634105	0.220439053405656	0.258208654466387	-0.0305635913911928	0.443247276906504	0.13840255510909	0.305817367442464	0.352948295930159	0.256635891545937	0.484785343950061	0.768656183037652	0.317439907260012	0.756447864669085	0.44508926920828	0.182085043277087	0.402549093177979	0.17817138303496	0.414242861590373	0.246608696627058	-0.141667447314365	-0.112081311385333	0.416078672446896	0.719029290206411	-0.0889955849820903	0.303916826210402	-0.0532424123239109	1	0.43900790137827	0.445864284568103	0.632553822458408	0.218946307741312	0.66962808342883	-0.0344371833415908	0.504399467113427	0.140469890384397	-0.246892589059382	0.594028993237143	-0.00151967449627493	-0.142488363595108	0.0332538051978886	0.149122635711498	0.570969050668008	0.0437102975071498	-0.120015415893844	-0.0410159634306237	0.627487182816379	0.391811521085347	0.187696115048864	0.214312471039839	0.721182624237615	0.3436335415914	-0.157886422332904	-0.0851808397587566	-0.298839827125677	0.134813500922831	0.410954439130671	0.311890362072618	0.126155918337535	0.0855029293562869	0.182070513034658	0.67666023836165	0.471687365958476	-0.30649650351309	0.258090113737568	0.0088138042285563	-0.265208096834714	0.817549617925377	0.529968209076159	0.0808745447815063	0.493413272845726	0.240146042534499	0.411857361375449	0.455800191055749	0.041778090570011	0.282999866133536	-0.126689739753806	0.0630552157925019	0.308816438929205	0.207281407790422	-0.046341226252653	-0.120965941841765	-0.208484490970851	0.269607310555073	0.509160675756293	0.119118857105067	-0.173020794595565	0.317433228732129	0.589881414304729	-0.0170929624185392	0.195648251764206	0.0103093192519606	0.0451809854872027	0.630092307317534	-0.00118277023848436	-0.097087865758576	-0.0664010017443331	-0.120819691368746	0.389546819125273	-0.0577827419616155	-0.103350310817994	0.00033013713582553	0.168213321173731	0.27675545966114	-0.109098048837894	-0.0553691445515562
TMIGD3	0.663353639945441	0.837649135894551	0.730874051482148	0.551884918115239	0.745486613197678	0.480235786908006	0.583338231126727	-0.102933939944442	0.396255800869346	0.265948818437522	0.597505916457394	0.31169734385381	0.516375753570595	0.570481399973408	0.753246422174332	0.753531397447765	0.704801414811753	0.429534486367641	0.811338582771978	0.728409283926072	0.756357606436591	0.770410810618184	0.73588169760933	0.611264745607735	0.38097904857679	-0.271060646455276	0.334695745878609	0.678043528084423	0.66653065044589	-0.0672739134181253	0.621778054764693	0.165098177168388	0.43900790137827	1	0.751621694638229	0.529576891592831	0.472921363668567	0.484397622988813	0.214089593509591	0.747432051685422	0.611642395398728	-0.093584526053103	0.741858426679842	0.452491086817696	0.300012432968195	0.163198653828075	0.654996231028449	0.459694117364056	-0.202651684284175	0.205968149798684	0.233588415411319	0.817079361436302	0.845337668829308	0.409655959657514	0.275171798244509	0.53239566796676	0.549449363120934	0.166724726007212	0.149853163458039	0.158764429176285	0.668904274297427	0.0550988842441607	0.441683944979504	0.31846109434725	0.215383134126257	0.348335706847106	0.558063798321669	0.741244219096261	0.192476961254788	0.351418553159129	0.175896396544525	-0.0512064194564953	0.410470891730557	0.127050263646498	0.311962308750923	0.818853223816857	0.76818357848356	0.640074265062285	0.705373273981623	0.305612905272299	0.264994070588875	-0.119355601345424	0.138045020327581	0.471649269877605	0.17725489976832	0.158742518646828	0.00771490066602355	0.0531296362889826	0.501410090844021	0.475698691357871	0.350432259829224	0.174309881813024	0.464627553523623	0.104935172091029	0.166172634778776	0.32846113896799	0.119757855766263	-0.151088818623443	0.31312877230292	-0.0722609860451049	-0.0673529938683762	0.165859351902638	-0.113159723073955	0.104576309205126	0.334527527918322	0.158931285159002	0.206957521058483	0.0820647998640204	0.334114109340711	0.103016815653709	-0.205269362818062
ITGB5	0.618872487177313	0.740380440978928	0.501504054211613	0.432152344881781	0.591591160814257	0.479407797661894	0.620064685444561	0.0570906056471833	0.326927548456257	0.378360074678647	0.57165511679959	0.504860112057742	0.509648657287357	0.517659346505061	0.759904759020797	0.806243684207375	0.573915836100769	0.295742143393519	0.712985740782465	0.845270532723581	0.771901181467385	0.724928242185948	0.720763944531035	0.729487242693401	0.599179042032519	-0.188274513772335	0.238172777898056	0.512093453633444	0.651398591763871	-0.13688409699057	0.726112792058551	0.436502722765421	0.445864284568103	0.751621694638229	1	0.617922989208786	0.245195960268633	0.609190462921185	0.433941017594796	0.877889995643029	0.694262997710841	0.13491467896477	0.639404399120952	0.610282769580175	0.503545659057211	0.524835898587681	0.639084169084676	0.516969057614896	-0.12193237544614	0.334226855665928	0.337078783403252	0.736991095083626	0.849635141072389	0.417943547042356	0.607186930202388	0.581494405969659	0.336132741644592	0.469027979232429	0.366869443214354	-0.0588126368680183	0.72949268562282	0.0798783215614393	0.333680743629861	0.591899183626971	0.523120451130131	0.188827581155509	0.574438974720726	0.658380560554378	0.0171243324632348	0.531868547130668	0.38178654738258	-0.0544956228417611	0.413042671470216	0.245258201431157	0.280357459130658	0.658609086991961	0.720788018038387	0.641575030042456	0.704218912844379	0.345282217257466	0.509531723752874	0.157188646681713	0.345530932544924	0.618505957783868	0.495235176099829	0.437378798305524	0.342892721562446	0.320184526501106	0.627885344929745	0.519519894920954	0.624382038391692	0.232879662786401	0.54629575462066	0.222795634997908	0.415652347243475	0.551453831175231	0.404320265595222	0.223654873571239	0.352456694197868	0.202900130793806	0.194014913011599	0.421789063311625	0.198608942804142	0.3948912554045	0.517250593164748	0.409290534336768	0.309767347367297	0.288737025457696	0.548293371400411	0.375649474231342	-0.00206524198419662
ADCY7	0.778301193940445	0.749687325522536	0.262932895159538	0.648770033100594	0.509216950595075	0.788344341164312	0.619339766054057	0.320319982297865	0.134089063468762	0.397676686080578	0.484367457293232	0.362647376299836	0.364826486829636	0.601256514776582	0.47371979941259	0.681873064736914	0.766023467096666	0.398493166931182	0.762809747539483	0.68554028748586	0.487814171021294	0.672248232537061	0.413043952956806	0.767572528963829	0.439385542786549	-0.224465779355915	-0.238945605191609	0.437845373791824	0.812954419622218	-0.0356218013374917	0.569613632925945	0.151812295040772	0.632553822458408	0.529576891592831	0.617922989208786	1	0.0776148135649577	0.73404946036527	0.0728656885601546	0.693857376883517	0.313693665619735	-0.0726717022468634	0.630972745292712	0.151822969201706	0.177715575443137	0.29501056872961	0.207156074647871	0.728798155098317	0.0359027404515644	0.0247277463750777	0.0609987701339254	0.781156372950179	0.631173192905042	0.118656137231961	0.49803421270436	0.679379999309318	0.445383983949926	0.200500170033163	0.0833135187096587	-0.414971996816457	0.286513906807322	0.126001641399941	0.437406011485837	0.549500406153377	0.361842535188289	0.311613355393296	0.668998174079513	0.575276624450356	-0.16520795760498	0.565675630781702	0.350808262611373	-0.429715085555351	0.709696240110785	0.380329908278647	0.102438497182867	0.542013120668875	0.348205920635194	0.452649525685876	0.585810206048828	-0.0149081980312425	0.557746033964142	-0.0781518663920502	0.155794287119804	0.274812691374826	0.503101760210862	0.0614796137703363	0.155695731109301	0.134368344858844	0.575376338304745	0.656131004635699	0.343445269004705	-0.175968617549227	0.371869578981591	0.598475379766741	0.170923485248692	0.315860884103429	0.196135140035265	0.135426045020557	0.613038530744084	0.0949202255008766	-0.0207260992376648	0.169303833079372	0.0223907695712364	0.460693850465929	0.163307452255533	0.170270512352742	0.213996888045373	0.191232324846776	0.287310391407042	0.172834724986956	-0.0710948681640392
PILRA	0.14717657014018	0.362521692619532	0.574614018819359	0.375527076007282	0.467070678131783	0.173072740119865	0.174997041332816	-0.163453201031549	0.528811047229931	-0.137935696317746	0.379910640393659	0.140234504685212	0.375805686496301	0.326918473315277	0.510226730835297	0.232529956084581	0.312862525098689	0.435523405715951	0.375917569285111	0.216367503561987	0.305696897518812	0.155027712707967	0.492091541007493	0.0322052677946972	0.0913747112168446	-0.0358907063518954	0.731426726327058	0.58059090599619	0.274311524976504	-0.00196091257868383	0.279907117362045	0.0470442774007909	0.218946307741312	0.472921363668567	0.245195960268633	0.0776148135649577	1	0.107069678539603	0.193092569034953	0.23822924564138	0.394800438864189	-0.120040704666891	0.478151790631643	0.318621600465634	-0.00927030793325638	-0.0559576442944535	0.657990827607005	0.100125443522327	-0.148248451154994	0.228990333710227	0.352801983530602	0.375374494027932	0.387529187707113	0.580646972334015	-0.00177442466627099	0.208387265444513	0.450064546143604	-0.0609759245375334	0.15526358529283	0.542680779240373	0.390690214818259	0.561303937166573	0.356780302650899	-0.0653220828086268	-0.0549687802502014	-0.0335576235465234	0.217205278603329	0.461048634188011	-0.0089544661292502	-0.168135737399585	-0.140179734327486	0.424829334103573	0.230681592595181	0.263384845261321	0.137354169546986	0.497124708013934	0.607645150861667	0.484577795210341	0.422691631601668	0.643574789902369	-0.07462952777071	0.028256759822676	0.069107507509201	0.358311837860049	-0.0643670180875676	0.134944495848359	-0.185652724321905	-0.178249886456905	0.0231318471658351	0.260167642382106	0.216276412040412	0.236978976123741	0.165912618891956	-0.140605861606868	0.0805498250512178	0.244504295062482	-0.114106066823612	-0.14464794441277	0.250520743304137	-0.0840215018578266	-0.117613300208822	-0.0398333402713194	-0.0820866173781144	-0.0445250777477326	0.147190652673466	-0.0898921165444953	0.26343003380081	-0.0489377430653626	0.289860025644331	-0.156657505859595	-0.144815164716145
UNC5B	0.669585568459137	0.650977793296462	0.146001574793388	0.511313805644852	0.551950351368134	0.782180311550763	0.466072465605941	0.257495994767689	0.24801307908169	0.146503335158665	0.558503463332808	0.452221615568396	0.243122722657006	0.505443183456575	0.41520309593181	0.615042732722368	0.66298125678088	0.285887748874457	0.733033288979389	0.616085816555989	0.325677659933631	0.553740124083149	0.400144344422141	0.644298644541315	0.610145268121501	-0.0647931476969267	-0.146884539370392	0.452755827126915	0.719009945301441	-0.0251187892247356	0.602617651944777	0.345510944926293	0.66962808342883	0.484397622988813	0.609190462921185	0.73404946036527	0.107069678539603	1	0.329698386819087	0.772087369061166	0.427182977491075	0.117881693719322	0.59005097997838	0.348333570935748	0.255022607844089	0.431435411339216	0.202313513115275	0.686375081622796	0.0655737465055974	0.179159223323526	0.275858041048604	0.639938071646737	0.606974461395714	0.325779907556223	0.560849557921616	0.744895538325811	0.311883177056358	0.229554164280974	0.270201166284744	-0.293222603653477	0.359306228456861	0.270416021059856	0.213283518843663	0.386024910503256	0.390632460593565	0.312255184729446	0.704043629647571	0.567609541456726	-0.162333626668498	0.491269971942626	0.369107880733601	-0.221952143641568	0.757961021101495	0.552510379413413	0.181330895720919	0.482154720765197	0.362022376944468	0.650203760607353	0.605837752354681	0.0343101574157363	0.506461570372634	0.23571445112534	0.469624971947556	0.521946875345852	0.531952618576331	0.278097693976159	0.225308863988984	0.232333930656048	0.574421599805361	0.595522020703982	0.461115168182167	0.107788497192043	0.606208703229886	0.554553988195998	0.312305305619177	0.486393671426138	0.473543257581628	0.43343593514123	0.58966733112291	0.412798321538238	0.279563714924404	0.261652092843915	0.282652717314793	0.638722790027396	0.328706540616706	0.242234514084966	0.227683962080835	0.490683911029903	0.52054404171018	0.209682209519209	0.248238115651761
CD63	-0.00850832863328669	0.064213562711962	0.0804705626275471	-0.126282733686196	0.246704228107152	0.0241781683721107	0.341174819657172	-0.0217909618971431	0.320274984700518	0.170629886770561	0.363195173380856	0.586568210805559	0.123126393864702	0.208697328952531	0.442800963826948	0.337588887850332	-0.0886255160682818	-0.0536270405086369	0.0520950012005121	0.408356733656932	0.235387143153864	0.0269296737572339	0.498016581059526	0.273639471952977	0.799282273115735	0.20524406990906	0.424197554896412	0.203161747654102	-0.0123969780155737	0.0265914039426844	0.54089684092339	0.884959776108337	-0.0344371833415908	0.214089593509591	0.433941017594796	0.0728656885601546	0.193092569034953	0.329698386819087	1	0.575150559024411	0.822526229749434	0.693906103915225	0.102101646257005	0.878882035445427	0.724811720575567	0.830035999534939	0.56823244440402	0.220926095162768	-0.029805368234971	0.780495256013749	0.855208257200303	0.0612405428558245	0.4216790410004	0.703077058744184	0.750593575148164	0.211051259296826	-0.00540876556703831	0.76354203256894	0.788708219719336	0.308241471742812	0.601061932204878	0.131941749851219	-0.113166260183568	0.343772625955391	0.642121829420092	-0.0755529259418328	0.062291962931337	0.350859683083212	0.0673480481314022	0.227689777923457	0.569874112207921	0.504594618467707	-0.0562100957604398	0.363972336682757	0.146368298351191	0.148853496901916	0.53120978038408	0.630434229229882	0.459701868976405	0.488665930738707	0.41960215433084	0.862397641365563	0.851842424366333	0.682771914910185	0.63960418546438	0.884954779984131	0.718247646730594	0.70947256427059	0.379941062036802	0.190776354538152	0.875006968173826	0.679499260102916	0.659614897127768	-0.10532582874992	0.813533803280164	0.783184040130128	0.792736401510907	0.708407874390475	0.0417380735259533	0.807067704827481	0.841573067976898	0.718272538897284	0.795718150080151	0.534922042765369	0.824872556685648	0.700790324624293	0.624694447605031	0.602678110795314	0.813530964058984	0.641806803522707	0.597540966315165
CD81	0.68471149764639	0.777934536797163	0.428717332977645	0.459973957682452	0.634138831825153	0.62025824553673	0.710973176100859	0.131206768929441	0.32605983224475	0.384906000865665	0.678295558638366	0.585157146184733	0.505341625413301	0.586366111362207	0.767100353296999	0.825610354340417	0.603278611271878	0.322946547887405	0.748254015399087	0.885705610513638	0.693335081413604	0.701566836425153	0.720677018688776	0.80563537788781	0.781134136054749	-0.131852628830085	0.163513908272129	0.554498643540073	0.721062161934351	-0.0431006217749371	0.840872517563895	0.536637663701068	0.504399467113427	0.747432051685422	0.877889995643029	0.693857376883517	0.23822924564138	0.772087369061166	0.575150559024411	1	0.801521321526692	0.25666349469773	0.679885773125015	0.698956064230422	0.56787994832326	0.650693679684085	0.617592145381717	0.643644915629589	-0.0662258572085963	0.43539869409261	0.482175952750492	0.750724155314389	0.862446531763196	0.543209307151528	0.745991263035962	0.676735233787967	0.348253534174953	0.541359213839154	0.457176415942007	-0.0974731600145034	0.701060588084276	0.11662431361371	0.336170553966248	0.618148154005786	0.633798609230592	0.26281616187544	0.597135266917276	0.738427662405187	-0.0166092448183056	0.574172838371565	0.530288125212558	-0.0875146555345483	0.519565558216198	0.371010968006093	0.280395933166622	0.692301886505046	0.741242929724469	0.81092087351706	0.801028975507605	0.305699118589793	0.61254186480961	0.325813346858353	0.546913276052621	0.695294375537475	0.609894287183793	0.51729596775128	0.449350684687431	0.452923265681555	0.715627989434323	0.624565202375496	0.747341803053808	0.334380166568841	0.715682946500589	0.316772659619331	0.521001617900526	0.678408691467394	0.592044098465065	0.415029817515226	0.424271403584254	0.436500067601614	0.368430770878286	0.499437491518641	0.367514586384475	0.588607299637242	0.611852193789636	0.508881676452381	0.451917365417095	0.497419426675449	0.68216639603291	0.46121542027353	0.222947449950616
APLP2	0.310700032545326	0.502315246518474	0.466609074117077	0.220488935439389	0.600885832298201	0.241023928176072	0.628418612381017	-0.144893876435945	0.371539265765081	0.331798059239448	0.550125051993724	0.576170339722729	0.418450392536697	0.489186588206897	0.792076959111641	0.647768019479947	0.240975598219748	0.22897495937514	0.394129798558215	0.718651579954351	0.636727993114327	0.414602540294499	0.769966327831127	0.561670517184993	0.745552817435456	-0.0490273683917059	0.54865665126355	0.489160166461644	0.347999759797264	-0.0548111836981156	0.78215517798716	0.724586998880978	0.140469890384397	0.611642395398728	0.694262997710841	0.313693665619735	0.394800438864189	0.427182977491075	0.822526229749434	0.801521321526692	1	0.488799423034689	0.466812664569365	0.91319622077464	0.70927382332364	0.725617806036578	0.805576419157476	0.401503542652077	-0.227808289975766	0.741212747794345	0.772305992175643	0.428257116837932	0.743939993783254	0.761622528940714	0.725737061118996	0.356649333618359	0.285664633288416	0.722091897690867	0.669942824179065	0.351964667866049	0.81020741933987	0.162568369134388	0.181039421919719	0.479941993336986	0.669115113898929	0.155962005075294	0.30960865549329	0.662324768480248	0.181008131556695	0.320290298961347	0.547005688482773	0.352192232417283	0.114834868360946	0.204921710014406	0.20980690256193	0.520904883359674	0.82562223899996	0.804415010151715	0.720542899570414	0.560622873136853	0.468470736397277	0.565045025964131	0.638599100229871	0.73864727817284	0.536267962994405	0.741852709567641	0.588162065975515	0.608402921396877	0.580424324795247	0.357433463176756	0.875618154354967	0.613070187947284	0.653235012566501	-0.0845898544634332	0.685442587126054	0.747508754544652	0.661625029632681	0.4151645473644	0.197797461563223	0.54107247908875	0.546527356100471	0.630975199307015	0.561864456726777	0.438111264019173	0.736629493995682	0.656219021240146	0.584978347097287	0.455984513393291	0.713697158513675	0.578652525657154	0.308376420833057
SDC4	-0.198424349104267	-0.155733300209566	-0.129662519179261	-0.250076293296508	0.0165360844208952	-0.0651311592311136	0.180416842057254	-0.207212722759953	-0.1381425657253	0.119932007023791	-0.0397813009479924	0.262529055998439	-0.0381080499983095	-0.0840909978088813	0.164821873480868	0.0860374243481093	-0.311793827194752	-0.0720307518881294	-0.213451363390899	0.144246620708263	0.000195818401103572	-0.187890040676585	0.222931144006665	0.148379127839383	0.513392167042317	-0.0167024245648962	0.165979243111681	0.00461357368380682	-0.195927029798818	-0.107887443507224	0.352648435168877	0.67940789018586	-0.246892589059382	-0.093584526053103	0.13491467896477	-0.0726717022468634	-0.120040704666891	0.117881693719322	0.693906103915225	0.25666349469773	0.488799423034689	1	-0.0825765296138882	0.570544509122656	0.46232468432371	0.673219639203328	0.167545129313807	0.0374895774202723	-0.230799675798562	0.627238202772976	0.557619104241663	-0.19603897024541	0.123161449040996	0.490913574331646	0.584784414124372	-0.0320303031317658	-0.08002774121032	0.707060096938169	0.572481859878656	0.202389409786282	0.31109328056054	-0.0898192812063051	-0.27200306829811	0.254989488797564	0.555774763826056	-0.122262735257101	-0.0991366539267488	0.0830873369072201	-0.0263932251066997	-0.0181810235240635	0.475395890360709	0.318806191855668	-0.191371343281656	0.116603353795569	-0.114323235671596	-0.148808852118314	0.168789164891386	0.335778757305288	0.166560897697298	0.157155209743758	0.239770280005705	0.747139832989189	0.658956959473642	0.388163125054696	0.410147648225827	0.610402551119362	0.614976318768494	0.641905319406699	0.187265056295844	-0.0502462955181666	0.629622631126099	0.41941802910304	0.41418676090313	-0.188328942343417	0.547265865213895	0.536581969526428	0.627267448037677	0.55593938532976	-0.0392706807758949	0.660861641550537	0.827624017574794	0.484350779476891	0.807759105427557	0.352402648048413	0.533900352965074	0.550142342156136	0.31239634449009	0.46399576686099	0.4020860976457	0.526239698802488	0.515189511824914
GPR84	0.701534089490279	0.848716357206296	0.574957846823652	0.706774333145633	0.727965667238098	0.678673893998846	0.488440850003744	-0.00518618525432813	0.261287051603441	0.108884720764298	0.566543496485236	0.195917912159902	0.652328938998037	0.550865376788157	0.704051766533025	0.58984051781465	0.75225211667781	0.60387893325612	0.802714446025494	0.62486383006903	0.562600596703423	0.636292198271708	0.646148939550833	0.613315567294984	0.328836152531782	-0.322865689998521	0.213499801355111	0.716905865511493	0.843958005656853	-0.0468290581749829	0.662797410736481	0.044534507567183	0.594028993237143	0.741858426679842	0.639404399120952	0.630972745292712	0.478151790631643	0.59005097997838	0.102101646257005	0.679885773125015	0.466812664569365	-0.0825765296138882	1	0.32299661401083	0.0801873017000084	0.124937523775262	0.506439857320936	0.587517867060834	-0.184622503603016	0.0966206749099016	0.165603111681466	0.800462061841655	0.6927254217562	0.449898203130138	0.272450083642855	0.583897350684561	0.712930007914317	0.0439940495424791	0.0436605307541673	0.0501926723913634	0.452224452749158	0.294411277312986	0.558766217308502	0.296769904344258	0.175296481497235	0.309943361557214	0.68125084520903	0.706798779925618	-0.113670553817199	0.261392156620135	0.0948021522246927	-0.099111371362079	0.640582053758876	0.307071429107399	0.254129946530986	0.75091447863004	0.650654099165993	0.669969905477261	0.692916927380827	0.268123585689938	0.256138453486852	-0.114324937677441	0.120833474224568	0.357044451750388	0.181315824404916	0.0798622047022645	-0.0891260104262092	-0.0933022232043514	0.463066346614999	0.614096214141026	0.326007126039058	0.0322723457723248	0.338886874318006	0.333843706253057	0.0674431021520282	0.313681555258537	0.0461275338168369	-0.0868666480501256	0.491629390149995	-0.0188085108556237	-0.111244631680945	0.00076663260777371	-0.0633062869321009	0.245584721353949	0.166802965273299	0.0138055208193974	0.152206950943695	0.187195870153525	0.322878620532768	-0.0319810122505034	-0.121514648272519
CANX	0.142126147598498	0.293325300523518	0.322611913927158	0.0173364847240049	0.447451816295045	0.0552659202168601	0.481790765442515	-0.114693811128774	0.366621100153206	0.24338648723263	0.477546269524572	0.598805650520601	0.279822737932225	0.350758103596552	0.65759085351147	0.491387207973628	0.0378426208953751	0.0927934155250814	0.219913560092278	0.56713187103133	0.520678823909905	0.24856710370998	0.701683855339227	0.422337081381245	0.736103436271569	0.0923246070398593	0.568576124845372	0.368983672620204	0.161514602915019	-0.0528338695676404	0.647723328252164	0.781986045831778	-0.00151967449627493	0.452491086817696	0.610282769580175	0.151822969201706	0.318621600465634	0.348333570935748	0.878882035445427	0.698956064230422	0.91319622077464	0.570544509122656	0.32299661401083	1	0.774375613515068	0.758909117383113	0.740734733063165	0.279935517139121	-0.150136836557322	0.799696519439282	0.839741016842362	0.236685413239973	0.641425077760664	0.736780042955287	0.669571833734322	0.242749092261693	0.149530097990402	0.730824531900682	0.807269826509257	0.41315917870717	0.771559261925889	0.0805730552187991	0.0243053466257124	0.442005541763195	0.668437712013892	-0.0161632347754588	0.189713907774806	0.512662941689382	0.169428778183707	0.310434852996732	0.56133897130132	0.486630268910666	-0.0271881501699102	0.209337844853278	0.235536854519434	0.33465248810971	0.734229764022821	0.709255406033794	0.597798752245169	0.624530985899568	0.414649113715724	0.664461946741893	0.711256735418111	0.766292585853343	0.571522595220102	0.854232698661219	0.638750742001098	0.641548235559801	0.479507112168113	0.27389994953389	0.86297038304452	0.652453358572742	0.61946084557322	-0.159891058621772	0.771784436620119	0.746344376574631	0.715337909126494	0.507206878441292	0.102523242182464	0.624951079908214	0.627206176099702	0.710021562946998	0.672974132472447	0.443117291890316	0.783946998400301	0.713061135472094	0.624673814869509	0.482310056898782	0.745161989274831	0.63515325751585	0.391593424723449
