""	CD74	SORL1	LRP1	PLXNB2	TLR4	CD163	TLR2	NCL	ADRB2	TLR7	KCNQ3	ITGB1	ADCY7	CD63	PILRA	HAVCR2	TNFRSF1B	APLP2	LY96	SIRPA	ENG	SIGLEC10	CD81	ACTR2	VSIR	LRP10	CD33	CXCR4	ITGAV	RPSA	SORT1	LAMP1	PTPRC	ITGAM	STAB1	CMKLR1	INSR	CD69	NRP2	TREM2	LILRB1	TFRC	AXL	PTPRA	TSPAN14	ABCA1	PECAM1	P2RY12	BMPR2	STX4	IL6R	C5AR1	TREM1	FPR1	LILRA4	RHBDF2	GPNMB	JMJD6	CCR1	PLXDC2	PTGER4	TNFRSF1A	C3AR1	CANX	CD4	ITGAX	CD46	C1QBP
VSIR	0.791639351427439	0.80588708049716	0.639308899113943	0.617605083337643	0.597977748247456	0.48864913630326	0.760803916232773	0.607796740513955	0.508029190980624	0.73717346672205	0.702807042829914	0.572667450864351	0.665504314512811	0.461924170563357	0.782082790948723	0.717478778345011	0.581619675116044	0.517336683254571	0.436992983538838	0.600007822827274	0.436307933535324	0.589034252568054	0.599482132534874	0.70215745306776	1	0.572196429245898	0.667709300028409	0.549011760987534	0.616191657746595	0.598374513885616	0.764289445766424	0.526448840871969	0.818485156572869	0.643692805087757	0.534361284678157	0.570662352307096	0.501672331085648	0.672469450131958	0.601245626415114	0.618780944806855	0.650817994568716	0.629799542108945	0.738972769860918	0.515029779070567	0.751620449600738	0.478750904323705	0.603808548684214	0.48366246283799	0.647298813521476	0.660808273840296	0.606312462354811	0.586536761724859	0.614800511576626	0.664905714309429	0.708641478213821	0.831956125262623	0.265914275887723	0.70407952084136	0.601064666214434	0.732508974717874	0.636398089112901	0.702484522177374	0.758534804670988	0.513779237495432	0.66460077769731	0.643460737968317	0.616864959059048	0.552831475858228
LRP10	0.784314808210161	0.721862774751277	0.871238757463556	0.79313729367337	0.595433810852102	0.849903744071073	0.617467610889437	0.793199152822894	0.320870724720444	0.668984063361084	0.729728255444164	0.879719086383465	0.710027374042822	0.849233180151217	0.758916684751852	0.802880335429185	0.863210693085999	0.844583624106822	0.751524354672623	0.840673928851084	0.830320307123398	0.764837603925122	0.883433117159368	0.862120533461973	0.572196429245898	1	0.584039255215951	0.400453803393454	0.831220111831043	0.801589134101759	0.664212215257062	0.854244938971927	0.703297113365053	0.766815613932677	0.837203284600124	0.819403856784779	0.400547368459249	0.710056039164663	0.753975532489434	0.834457044467393	0.825004874899603	0.787624111465034	0.776388995797072	0.686522164473077	0.702139279369139	0.854781359368375	0.720574793896778	0.110342890809575	0.750700017730777	0.74174284132252	0.718481413626041	0.774246724132264	0.658267895338434	0.821079878979661	0.67748367107034	0.668763029506671	0.776904488375704	0.620608111820025	0.866374143417013	0.858803471636283	0.814680596886784	0.821942395248481	0.740275347630188	0.856634587387113	0.851549326041885	0.835849442962108	0.667491185326606	0.7852995618266
CD33	0.825097786559539	0.688025389454492	0.674690740899726	0.640707850469368	0.490861776233706	0.592819634177562	0.532765925817673	0.612226677658352	0.0890767778858848	0.656603099002514	0.625582109152247	0.623574286402932	0.582683189777355	0.60334291550785	0.716939728122768	0.635924611317959	0.592459464436032	0.589121350728051	0.686937173547817	0.665565601203739	0.505273799553805	0.610611425701713	0.683726710318031	0.636273449185764	0.667709300028409	0.584039255215951	1	0.206522654656828	0.665200249300887	0.765411833748047	0.718622700565515	0.615367088544246	0.72655686082574	0.640818984691963	0.660494345047435	0.590083544169184	0.360264677666236	0.773091639202348	0.631404489505478	0.759054130060846	0.609552000421911	0.673329401259368	0.816267270266351	0.447228078415258	0.692349091705827	0.521536350713391	0.518900318914528	0.218767121688267	0.697561826227137	0.719930796071883	0.491278948597609	0.648062559715886	0.612013738060446	0.679651294138566	0.655639232240873	0.68081751451537	0.386907778522565	0.61224674455181	0.60239673743006	0.736561825153976	0.610635156404086	0.73384100043395	0.633647199960417	0.604626226842096	0.707632900094143	0.602745430743463	0.596261674068642	0.667261896832208
CXCR4	0.400113630455304	0.587388168267111	0.397971986640113	0.414050797896329	0.363583588947077	0.278339122261329	0.543557788612317	0.423199291400916	0.46923935789936	0.494541377803256	0.429312928310153	0.331744269441994	0.520567465141825	0.191060093415626	0.448210518361199	0.461689429124157	0.433039928227471	0.307990382727537	0.0859302415853817	0.365732815515935	0.261578471384172	0.307467424721003	0.323203649233637	0.480154627771737	0.549011760987534	0.400453803393454	0.206522654656828	1	0.341157092061544	0.231090418652127	0.465191726984596	0.238085492951328	0.578656805145761	0.433158517112126	0.24103329157944	0.293587104682123	0.498766501384968	0.408364321527618	0.405534299541006	0.255648800467338	0.441767335000872	0.351755764206625	0.382678180766895	0.297755599286975	0.536189163261347	0.367335268935259	0.463361941037453	0.357877909313493	0.353458295300219	0.468743117810441	0.523998523831332	0.450422731684247	0.482723987381642	0.452920055610045	0.378045173382652	0.621623837258072	0.182810769610178	0.544300085934371	0.396935350647253	0.454003071006527	0.462267320124259	0.407360440498269	0.527708975961002	0.240435826561355	0.376416091708525	0.543315317815062	0.396030224456037	0.242569778940476
ITGAV	0.880546679209428	0.74523283296554	0.925779892868863	0.831057176494633	0.657102953096706	0.88883564019461	0.628356256737735	0.832366117395905	0.197152444694625	0.727645982576921	0.79441802644029	0.910428167204365	0.780504346299445	0.894872479194382	0.813861405583164	0.864154036626397	0.863002729379002	0.899414672836755	0.855727461645849	0.871280181460278	0.787300997638155	0.893707931022326	0.92676764940443	0.889454584749207	0.616191657746595	0.831220111831043	0.665200249300887	0.341157092061544	1	0.833379497004847	0.710896569921263	0.858436823990093	0.763198692254494	0.795452477394649	0.882036849510083	0.848223711824671	0.350848989574478	0.842520563434282	0.913144451973602	0.89564622506965	0.800436146979323	0.935727325366454	0.852428387423108	0.733605639055436	0.834105657202727	0.834248144090613	0.757936986065698	0.0830208268472076	0.834726679632343	0.874733279042458	0.74518794515051	0.875827751435386	0.761414689858213	0.892930606064713	0.666497141309543	0.76113111703364	0.718517476592579	0.753806054908019	0.899729496000535	0.918802068766045	0.882709834747683	0.881038861556578	0.768379251366641	0.929194050563794	0.901482511151733	0.838629160126262	0.702589113207853	0.842646294500496
RPSA	0.883440159688029	0.751396188834251	0.86155289381547	0.723924991688139	0.472838239027561	0.807611876982753	0.50009438307315	0.819531868790963	0.130256683806345	0.739463961931371	0.702580517615921	0.847238282427597	0.702032661554398	0.818372882594233	0.794969703578602	0.738602070642286	0.759190441421591	0.79931978442285	0.876397480862758	0.813274430559977	0.729499402698479	0.723870598637449	0.878906431727766	0.838003384918897	0.598374513885616	0.801589134101759	0.765411833748047	0.231090418652127	0.833379497004847	1	0.760456665208882	0.811111459767326	0.736310093147663	0.751701725254352	0.806294575764333	0.78375047357747	0.349237398337511	0.791317017565502	0.720106388835299	0.900668088434116	0.779449156020103	0.755836078497971	0.883411858830591	0.651175094635546	0.738425943688256	0.777541403593408	0.649885720315898	0.0932094195489734	0.818971750448222	0.780335725479438	0.61397128034241	0.750194240854651	0.66295824987521	0.80152783613211	0.710246236653537	0.658413266972864	0.652244497497328	0.605270937301795	0.810574049816546	0.848372345573005	0.75716328438074	0.824671485096155	0.69585281492703	0.849445297660862	0.8521959521528	0.756452739643167	0.696732399684692	0.885926856484649
SORT1	0.821284130755314	0.798582384594026	0.731568844021269	0.689717782446351	0.532998200504146	0.603000076880366	0.618852962348894	0.691273219360715	0.311414670043517	0.7858250194577	0.724495461524414	0.669371248118253	0.720889866843374	0.585508232486657	0.78735072447107	0.669201227629948	0.664090176997731	0.632530505891927	0.591968141635232	0.682130007163682	0.548697450711302	0.618667343757903	0.710542473896133	0.736159284413294	0.764289445766424	0.664212215257062	0.718622700565515	0.465191726984596	0.710896569921263	0.760456665208882	1	0.651778874860248	0.783994195471983	0.650267100693843	0.654491524878277	0.67038060298011	0.480106784762026	0.737971319904167	0.66600366879409	0.720745228581071	0.737530036643114	0.684623840994186	0.80370584454177	0.587895966517421	0.742149478349565	0.599789519130475	0.599332961360351	0.29242139686475	0.755484140000859	0.762872761907326	0.602269631205591	0.676542669618583	0.637668688745482	0.729211496940454	0.687066954172179	0.775763437644234	0.424687511224655	0.674323890928366	0.699807994373627	0.777389691352229	0.696695599699445	0.753296265796437	0.703171550387078	0.652001522577645	0.729149320959359	0.731531037840781	0.675643808563731	0.699696259185432
LAMP1	0.775205221516788	0.657468250196711	0.908593173595689	0.79020986736625	0.651076207190081	0.913754992504263	0.585880129867245	0.765486479608117	0.213327515824354	0.611872487222784	0.747800889827368	0.895463858920085	0.690980087552596	0.911619819683663	0.759533161490827	0.816950179800774	0.852149848140003	0.934975492731623	0.818295584168376	0.875035462546202	0.870677959312199	0.832386191797838	0.92090819756927	0.851014023564911	0.526448840871969	0.854244938971927	0.615367088544246	0.238085492951328	0.858436823990093	0.811111459767326	0.651778874860248	1	0.6460685439745	0.799170422734269	0.919113174076279	0.813338600176903	0.334307499849248	0.677299878161772	0.781496051265026	0.862873793030291	0.768060517568456	0.819093798350897	0.753697469663973	0.722969854591356	0.697500047865582	0.887104716409225	0.706283793276857	0.0368589320899756	0.776985519797654	0.725460946243419	0.721871045614813	0.793293003451644	0.643637660914572	0.823908266170128	0.646228385471901	0.644115352474681	0.855898739756766	0.573489010255138	0.875835751476883	0.844113910924692	0.780923149073037	0.843408740355243	0.725768115333359	0.903549511722337	0.886856297442449	0.799716392728438	0.6909334619648	0.817543130242566
PTPRC	0.877675387267512	0.878117707610634	0.790858753470467	0.774190854029238	0.585784815473316	0.633051929407775	0.759439529734221	0.821163242926523	0.366751106706934	0.805145097739703	0.730473205967544	0.737763887687818	0.751001453123461	0.598261004882529	0.842359452902227	0.832055011282144	0.715556320087086	0.65435349812492	0.610050239824518	0.704429394011801	0.604001619533659	0.6815584952198	0.722189552705692	0.833063825403594	0.818485156572869	0.703297113365053	0.72655686082574	0.578656805145761	0.763198692254494	0.736310093147663	0.783994195471983	0.6460685439745	1	0.755379157896767	0.660154578432681	0.650173728792262	0.552213145391576	0.83102370523674	0.743858566004576	0.741337807188026	0.74987405355134	0.741051787025213	0.835084948177747	0.61741785799017	0.87332560590028	0.653159622755151	0.665809556905581	0.326405050801335	0.778818952011271	0.849993983619839	0.735258310057846	0.774497186131836	0.795553096724216	0.830344193618111	0.704629005980162	0.894121478206977	0.399024364505158	0.793171174383594	0.704652322219988	0.839450773411698	0.757968282596596	0.810575665022575	0.793197091855582	0.63602779036266	0.791214192904396	0.804117550191468	0.716102823737011	0.711149746438871
ITGAM	0.790696713262035	0.758489749262052	0.857638506443945	0.763025916888556	0.645336437245221	0.798142981135326	0.659504785213504	0.755301407392912	0.320078447522138	0.661638998686528	0.755610479504315	0.814207347462959	0.704031795703643	0.77075843825339	0.750743968648766	0.829262541386339	0.79804834860494	0.816832708009903	0.699371659553427	0.823694482402254	0.762053645546736	0.785539968951873	0.83338454919571	0.857768774479444	0.643692805087757	0.766815613932677	0.640818984691963	0.433158517112126	0.795452477394649	0.751701725254352	0.650267100693843	0.799170422734269	0.755379157896767	1	0.808237884445024	0.70878657071186	0.431905672418013	0.685352377748613	0.739861055041022	0.779331756065114	0.782085771825288	0.732622149042053	0.750125942294871	0.674251459058961	0.764696498340773	0.796241164795151	0.664271866962319	0.2199002198236	0.734616816678289	0.728040283841856	0.750160602159404	0.774921752513727	0.66279586194151	0.815695761182007	0.634773785702193	0.756800835710986	0.68828849113198	0.646440733030575	0.788213943680917	0.832311595156868	0.763467982498625	0.822062566724334	0.768554639928318	0.767931806323268	0.851283766975908	0.769902825494112	0.720130959113482	0.715764716172796
STAB1	0.806745517296305	0.664300397732987	0.906230861872814	0.823891127009424	0.617567309770008	0.936137504285901	0.570403372680521	0.7435767676255	0.1818998172366	0.610948141153869	0.770655729920037	0.889678089904826	0.722477407161446	0.923178698602337	0.763969447386346	0.814558633468618	0.887972109106111	0.93629319899313	0.848659723246075	0.895564238135285	0.873627802050104	0.864757472479685	0.938920739191007	0.831301273943326	0.534361284678157	0.837203284600124	0.660494345047435	0.24103329157944	0.882036849510083	0.806294575764333	0.654491524878277	0.919113174076279	0.660154578432681	0.808237884445024	1	0.855989738249053	0.302757311140737	0.713222607193646	0.817091775652558	0.886333807880695	0.788359209313485	0.844853744265534	0.778262093457003	0.655176042336288	0.712739906180508	0.888963580415952	0.674965474869902	0.0625275335994503	0.776007117061454	0.74953800186042	0.719663304438723	0.827757458800699	0.673526031095646	0.847808862673813	0.627544749760716	0.652221305896165	0.861632360579686	0.60683913440492	0.892035920371811	0.878432722422178	0.821867336015908	0.852784740091745	0.714110096085475	0.907808522585489	0.904137859463574	0.800434035708878	0.7152964077966	0.791611500619764
CMKLR1	0.77341466671154	0.670804607388717	0.856208987427263	0.764643030336598	0.597311907599948	0.891150282487829	0.562210527896238	0.693451551503031	0.259288716583112	0.646103880838999	0.734543432997242	0.838690560093163	0.72075325775886	0.82622893426052	0.762850316793174	0.746685969819971	0.851987464603017	0.862902614490182	0.77965586783666	0.843931696986278	0.784097029530321	0.785692243691875	0.887399299510443	0.809669978060075	0.570662352307096	0.819403856784779	0.590083544169184	0.293587104682123	0.848223711824671	0.78375047357747	0.67038060298011	0.813338600176903	0.650173728792262	0.70878657071186	0.855989738249053	1	0.339671624068687	0.68196494739241	0.780291140246003	0.819894734405486	0.758533621553817	0.829867930996532	0.751589389159511	0.643791345727894	0.700981027083512	0.834958501406221	0.71466809452649	0.122057557466645	0.776729053527826	0.715133502978151	0.659686178697154	0.777446530630339	0.624000561726035	0.75698713587954	0.637889330268339	0.636525311531247	0.7775877153596	0.618179467009371	0.8756657222001	0.823814976947215	0.807283760951381	0.816913407887367	0.698211342875976	0.864012103614258	0.851530521294153	0.737477203413049	0.632624259930733	0.759263402810928
INSR	0.405761771894266	0.474750217853892	0.425642545034747	0.467464523139525	0.322128288222293	0.284825675483211	0.51264815144621	0.489697196376716	0.201384934701794	0.477834887030198	0.357279513906356	0.397327702867766	0.373085950132751	0.230091384388245	0.454540799170568	0.402796234145309	0.424837369923198	0.337526966400467	0.205196265094969	0.38639137263101	0.352561135950806	0.265113076084885	0.358108837517652	0.449345449977499	0.501672331085648	0.400547368459249	0.360264677666236	0.498766501384968	0.350848989574478	0.349237398337511	0.480106784762026	0.334307499849248	0.552213145391576	0.431905672418013	0.302757311140737	0.339671624068687	1	0.417163442694065	0.385476186813725	0.281589930036146	0.424630590313076	0.340782749347266	0.399199095668578	0.364116919574185	0.504790253181451	0.389589637007928	0.365196159093953	0.255583254699881	0.437634170713555	0.444414964769768	0.412340457891892	0.429698149150924	0.508532530111791	0.423779054621139	0.407797424661591	0.508788395549975	0.199695804520784	0.475759210278431	0.334888625204328	0.422144666621288	0.397460567786524	0.389133186763942	0.432904032217683	0.284301530659346	0.397672553828054	0.451831978586211	0.354558478221724	0.443378103651628
CD69	0.893462395690033	0.773681421438197	0.799443527988913	0.75562266870619	0.527706348086315	0.705515149037751	0.624797364131719	0.805730205586939	0.0792582577506819	0.725141512138343	0.699786483400605	0.75961687554803	0.690516097498908	0.706534934742567	0.811243319353996	0.783691548309809	0.72347464821668	0.700531884570012	0.760414442045582	0.762947863533046	0.60819589908728	0.732519565116591	0.785998408409474	0.798534605598484	0.672469450131958	0.710056039164663	0.773091639202348	0.408364321527618	0.842520563434282	0.791317017565502	0.737971319904167	0.677299878161772	0.83102370523674	0.685352377748613	0.713222607193646	0.68196494739241	0.417163442694065	1	0.839195975894617	0.816926421716513	0.753451180818518	0.830056249768735	0.868992423123289	0.594763370647782	0.858893255848753	0.681436811547402	0.694529489912783	0.149164912832307	0.778696672424839	0.901046380461741	0.69412791700804	0.856494173050249	0.859085803853913	0.846645492628406	0.661403063702907	0.789913250268426	0.472077392838226	0.769162741845316	0.746628405113289	0.851416017066271	0.828866361944102	0.798537570510206	0.735008496315304	0.735598044197558	0.800489458936669	0.74695787937936	0.626945202422154	0.761657800565838
NRP2	0.810116977177996	0.696890276608361	0.8675312810976	0.793229101162674	0.666917753527768	0.842152533414825	0.645727029939717	0.754106727408023	0.177305177129524	0.664459616383771	0.730720041783682	0.82454647653666	0.74803022574527	0.793316242563508	0.80983792420985	0.815047883103508	0.835411982484594	0.834719276826938	0.781361408648238	0.822286187472338	0.712105814310592	0.833332814763813	0.845945842092901	0.822582825037889	0.601245626415114	0.753975532489434	0.631404489505478	0.405534299541006	0.913144451973602	0.720106388835299	0.66600366879409	0.781496051265026	0.743858566004576	0.739861055041022	0.817091775652558	0.780291140246003	0.385476186813725	0.839195975894617	1	0.787645681436404	0.729181601839423	0.916522059634174	0.773676615097827	0.64454186299279	0.828628645548138	0.804419208850522	0.747158524712268	0.0883544881255978	0.773701100415292	0.86445182367605	0.731334943229864	0.903274011203277	0.801921120293302	0.831238677894584	0.601629092855723	0.748879930914551	0.66592983366413	0.770046116839281	0.827392201510536	0.860836066091914	0.852110464281124	0.821672490042643	0.727922463161461	0.827577388406822	0.848816459783727	0.784306641328654	0.662941371030342	0.74705027343375
TREM2	0.931436439286413	0.780832249429129	0.885243176234836	0.774524022234468	0.583042675474061	0.864598724677503	0.561559331382064	0.789026383666446	0.172180766035842	0.700865112290086	0.775318901697801	0.872617103137124	0.72367288716198	0.920339808861358	0.811882686672661	0.844357883100586	0.820719425490036	0.856971365470327	0.884553815443711	0.865864810417879	0.801775541305467	0.844782141109197	0.937887485223063	0.862371533052588	0.618780944806855	0.834457044467393	0.759054130060846	0.255648800467338	0.89564622506965	0.900668088434116	0.720745228581071	0.862873793030291	0.741337807188026	0.779331756065114	0.886333807880695	0.819894734405486	0.281589930036146	0.816926421716513	0.787645681436404	1	0.831939424998902	0.843700255306236	0.91226729061884	0.641754327655904	0.784985327019296	0.79795456409126	0.6876791004032	0.160405159538921	0.823802922463043	0.800619737215543	0.725304705820285	0.806207934220684	0.674679227868225	0.880465887719129	0.758573391422666	0.719627931985019	0.733094717210627	0.637305837625032	0.879884739725551	0.928198371909909	0.812702006409046	0.86919475222191	0.800452752714914	0.893412144658468	0.890164982531366	0.837493392801933	0.687993363363188	0.840999640079326
LILRB1	0.827268913044004	0.795423239236408	0.823541166250636	0.751168286444578	0.560793114621947	0.765185207178836	0.600012354430202	0.781278411816987	0.303233857100661	0.700435506193341	0.768482795740523	0.795271897576018	0.689138250857811	0.77443174494293	0.758839992790891	0.792472122766783	0.805509860547926	0.77394530427105	0.68870988226741	0.805949013551575	0.763061948551542	0.722283699139072	0.842985023208685	0.852172375929762	0.650817994568716	0.825004874899603	0.609552000421911	0.441767335000872	0.800436146979323	0.779449156020103	0.737530036643114	0.768060517568456	0.74987405355134	0.782085771825288	0.788359209313485	0.758533621553817	0.424630590313076	0.753451180818518	0.729181601839423	0.831939424998902	1	0.725344650582721	0.812384547110665	0.617839028572669	0.751264157596348	0.7919087215423	0.650851522341154	0.230089448195943	0.730331889914979	0.751981814331009	0.768458176158315	0.771406184140524	0.694058844887415	0.843174291279854	0.735942051321751	0.728837873112866	0.676727061991319	0.651179971697581	0.830459693835838	0.858030089364614	0.814872371579524	0.780297308325406	0.783128289777871	0.782959384072259	0.840257919089663	0.826734691076348	0.649142310698549	0.737401928965514
TFRC	0.842991344330578	0.724772468706346	0.89689282661193	0.793913253647417	0.682432971476231	0.87170379872753	0.658147073741991	0.751777032575309	0.204096148407825	0.676179300946516	0.747848548333201	0.849463273067867	0.754377469843536	0.829288181577565	0.822854846758211	0.848275851959087	0.840420996906092	0.843305494205037	0.807312844648351	0.840273770060355	0.702440140117483	0.876042081816739	0.886805647341195	0.84766596781332	0.629799542108945	0.787624111465034	0.673329401259368	0.351755764206625	0.935727325366454	0.755836078497971	0.684623840994186	0.819093798350897	0.741051787025213	0.732622149042053	0.844853744265534	0.829867930996532	0.340782749347266	0.830056249768735	0.916522059634174	0.843700255306236	0.725344650582721	1	0.821279342993628	0.709318028571798	0.838315650306897	0.783823153562001	0.770785486316482	0.0804457328328988	0.834972423036203	0.865335299052301	0.730932950100113	0.859405285655517	0.735016476823882	0.831795712613523	0.65412065544547	0.766356528382127	0.665971170765744	0.762844235758414	0.874167124580078	0.899015282756836	0.834316457316472	0.846565747903755	0.734988681591441	0.877082159272939	0.855558529672206	0.797842292603506	0.690039670007097	0.759285757753393
AXL	0.956185578566587	0.859432151068666	0.850030304507804	0.740712140455328	0.584353354815602	0.755010633472272	0.621547672410927	0.806349041834997	0.211416477632279	0.804563035069173	0.745677215356628	0.803908753268305	0.729127176206319	0.761980430298753	0.855558046225586	0.817033389430009	0.740010150553556	0.728053000565261	0.790598890216294	0.804671097124526	0.639504045259347	0.752206792577613	0.860370178126465	0.849029170736901	0.738972769860918	0.776388995797072	0.816267270266351	0.382678180766895	0.852428387423108	0.883411858830591	0.80370584454177	0.753697469663973	0.835084948177747	0.750125942294871	0.778262093457003	0.751589389159511	0.399199095668578	0.868992423123289	0.773676615097827	0.91226729061884	0.812384547110665	0.821279342993628	1	0.61984370012226	0.854307302431707	0.690724769835247	0.686793663614487	0.252147904532956	0.83968414299501	0.853157346416293	0.690670018349112	0.780730571530885	0.726111663648523	0.845938235665185	0.796822302544692	0.815639551126163	0.530160356421061	0.7237412937372	0.805470279196563	0.918230007275239	0.791736118042175	0.844000811215957	0.789454987271404	0.793757635142513	0.854357879596174	0.832385595155733	0.702580020335753	0.799657105464363
PTPRA	0.6414136361947	0.61204338265255	0.755353776872334	0.636924161149127	0.58417273241886	0.670354833474317	0.550033607652885	0.771112090051543	0.301878533764109	0.556281920476197	0.624619088155107	0.751125674545601	0.610537355055782	0.679758476199273	0.669818376237277	0.728047568012661	0.668923890330088	0.71710438903487	0.592720100137938	0.670035911504671	0.606999363708551	0.703651914983881	0.697004408616983	0.756168809272632	0.515029779070567	0.686522164473077	0.447228078415258	0.297755599286975	0.733605639055436	0.651175094635546	0.587895966517421	0.722969854591356	0.61741785799017	0.674251459058961	0.655176042336288	0.643791345727894	0.364116919574185	0.594763370647782	0.64454186299279	0.641754327655904	0.617839028572669	0.709318028571798	0.61984370012226	1	0.650370150442716	0.662710278540985	0.670381711475452	0.0964321271705165	0.657588190639258	0.633817637998841	0.674823076980701	0.596400792650291	0.559774432059491	0.674537146942541	0.544541987763034	0.636941957008441	0.528527360376743	0.585225492083491	0.701192418685332	0.688512434950365	0.683682406471136	0.681079374956252	0.628233397629337	0.749103834066466	0.674669562886232	0.658714832798814	0.611666527850778	0.683241803818525
TSPAN14	0.876515358306912	0.841877555606348	0.837674862364121	0.748609762439183	0.622634246643722	0.716293672548849	0.734227892833967	0.814122521391067	0.233978869167755	0.764586818248063	0.713138768646263	0.761561346893182	0.742347786610225	0.666783862045634	0.860876052717365	0.856895133138279	0.734332046200592	0.72499638067653	0.680882068721368	0.765976064491208	0.597314323955031	0.740585553868775	0.798484768345838	0.866250605016328	0.751620449600738	0.702139279369139	0.692349091705827	0.536189163261347	0.834105657202727	0.738425943688256	0.742149478349565	0.697500047865582	0.87332560590028	0.764696498340773	0.712739906180508	0.700981027083512	0.504790253181451	0.858893255848753	0.828628645548138	0.784985327019296	0.751264157596348	0.838315650306897	0.854307302431707	0.650370150442716	1	0.68361801265192	0.754873802835759	0.255610692971029	0.829669064269643	0.892143798839375	0.782713946342704	0.831644397056584	0.81549075352261	0.838910009828401	0.710956564139923	0.882652439667237	0.464661704204778	0.81170798249774	0.775021098854277	0.879211220096179	0.803907375522707	0.792819291252815	0.81174461104212	0.726769735002135	0.809886995927842	0.814064640277587	0.71744492395558	0.731581614560754
ABCA1	0.714546326234714	0.62616211692622	0.892732304343729	0.804387301305891	0.567729095150108	0.920389009134147	0.562230772098389	0.779086383538091	0.240313013921009	0.583338117693445	0.718730782196482	0.893592176325254	0.696943061731709	0.865501056596048	0.719760567456843	0.795303052142037	0.901818058814871	0.928045614685396	0.794228957347148	0.879460148807861	0.904713800509905	0.790601596537163	0.898817617304362	0.853710606591134	0.478750904323705	0.854781359368375	0.521536350713391	0.367335268935259	0.834248144090613	0.777541403593408	0.599789519130475	0.887104716409225	0.653159622755151	0.796241164795151	0.888963580415952	0.834958501406221	0.389589637007928	0.681436811547402	0.804419208850522	0.79795456409126	0.7919087215423	0.783823153562001	0.690724769835247	0.662710278540985	0.68361801265192	1	0.677558692535646	0.0495027590405443	0.722909826978495	0.731109902922552	0.724096719091035	0.860705400176976	0.701232448574497	0.81342956701801	0.580631248027838	0.625848442492649	0.90209427194823	0.586874343500393	0.884427371667929	0.809135811502082	0.830228710737645	0.819706560281104	0.70016395966651	0.873047081500954	0.877192600944314	0.803701364391358	0.671504728956581	0.778128026341752
PECAM1	0.716388000382177	0.709362870118197	0.779894388504537	0.683506717287141	0.613624593617762	0.730635456563556	0.670640557974833	0.677405011660275	0.254731947552143	0.603940553046241	0.647884382200354	0.73550003566595	0.679857089790845	0.680057702150066	0.738521135294416	0.767509181320275	0.725413106821703	0.72528259732873	0.627046821646732	0.750475026217649	0.587883417028792	0.681085397483592	0.763228345407005	0.794301385492078	0.603808548684214	0.720574793896778	0.518900318914528	0.463361941037453	0.757936986065698	0.649885720315898	0.599332961360351	0.706283793276857	0.665809556905581	0.664271866962319	0.674965474869902	0.71466809452649	0.365196159093953	0.694529489912783	0.747158524712268	0.6876791004032	0.650851522341154	0.770785486316482	0.686793663614487	0.670381711475452	0.754873802835759	0.677558692535646	1	0.0940905817780554	0.668329689646104	0.676554344731912	0.71702060100775	0.713604203374546	0.610961420052236	0.689284967163521	0.598365549420362	0.685572263620938	0.556856872436222	0.632880859768044	0.744453031632891	0.770978648276482	0.732299394258253	0.701366363311292	0.676241724207221	0.747546384493952	0.737164318285303	0.705146367261749	0.615758645472237	0.650628741652612
P2RY12	0.284059871529803	0.344515900647463	0.0951781845497409	0.147955420202219	0.184563309006467	0.0300401237884984	0.32142988664751	0.111499905232821	0.416794530362346	0.300509877088397	0.275117270556221	0.064940335307516	0.264200189187662	0.018713912961617	0.246838260535318	0.213124940061703	0.144976257634563	0.0469307689159416	-0.0303366164626068	0.099845065084656	0.070525310489178	0.0943835762443135	0.127954861777051	0.178534259152116	0.48366246283799	0.110342890809575	0.218767121688267	0.357877909313493	0.0830208268472076	0.0932094195489734	0.29242139686475	0.0368589320899756	0.326405050801335	0.2199002198236	0.0625275335994503	0.122057557466645	0.255583254699881	0.149164912832307	0.0883544881255978	0.160405159538921	0.230089448195943	0.0804457328328988	0.252147904532956	0.0964321271705165	0.255610692971029	0.0495027590405443	0.0940905817780554	1	0.11685713109522	0.148794032688539	0.211335665133164	0.119945142786339	0.155236186609548	0.194525398652946	0.358514275047996	0.401943440397378	-0.0347184203454462	0.244387103436799	0.135999935535238	0.212171845485759	0.130145722572327	0.233102324193094	0.396419600014845	0.0358483184391458	0.174304905940836	0.234544791400008	0.201692900402345	0.0485525473439329
BMPR2	0.852290107911617	0.784192190555946	0.855096775467953	0.749122113694685	0.594196460057683	0.770092863879253	0.62170644293631	0.772191409525762	0.202259605637846	0.71986334799543	0.686673860638596	0.814718839320312	0.724050313166995	0.751275808338151	0.819515857718155	0.786612618435275	0.741175870301208	0.771083114584027	0.730136903030224	0.779026321171379	0.663267205917769	0.747039989843664	0.844303620672282	0.836713825955266	0.647298813521476	0.750700017730777	0.697561826227137	0.353458295300219	0.834726679632343	0.818971750448222	0.755484140000859	0.776985519797654	0.778818952011271	0.734616816678289	0.776007117061454	0.776729053527826	0.437634170713555	0.778696672424839	0.773701100415292	0.823802922463043	0.730331889914979	0.834972423036203	0.83968414299501	0.657588190639258	0.829669064269643	0.722909826978495	0.668329689646104	0.11685713109522	1	0.808798445666143	0.668716497328393	0.783431252594665	0.695571441860951	0.792140523860303	0.676481053481679	0.75634668072468	0.58245327485995	0.695214674434283	0.795809708985041	0.860309896408736	0.75427046147881	0.813235940466471	0.721211714660369	0.7929271884478	0.841278518792226	0.783941940795848	0.684729351849063	0.822137034912442
