""	PTPRZ1	NCL	CD63	GPC1	APLP1	TNFRSF21	NRXN1	NCSTN	ITGA7	LRP1	SDC3	NRCAM	ERBB2	NLGN3	LRP6	PLXNB2	SDC2	ITGA3	EGFR	LIFR	CD151	DDR1	TNFRSF19	FGFR1	SDC4	SLC16A1	APLP2	SLC16A7	CD99L2	LRP10	INSR	NLGN1	F3	ITGAV	TSPAN12	PTPRA	CAV1	ADORA1	TYRO3	NT5E	MCAM	CDH11	LDLR	NRP2	SORL1	APP	MET	NOTCH2	SORT1	PDGFRA	RAMP1	DAG1	ITGA6	LAMP1	LRP4	ITGB1	PILRB	ROBO2	ITGA5	RXRA	CNTNAP1	PTPRF	NEO1	CADM1	THY1	FGFRL1	EPHB4	CHRM3	ABCA1	MTTP	RPSA	AR	NRXN2	ITGA2	BMPR2	BCAM	CD46	MCFD2	NCAM2	AMFR	ROBO1	CANX	SIRPA	GPC4	CD44	TMEM67	EPHA4	ROBO3	TREM1	NLGN2	IL17RC	TRPM3	CD81	LRRN3	EPHB3	DCBLD2	TSPAN5	CHL1	NOTCH1	PTK7	PLXNA3	PTPRK	CD47	ACVR1B	NRP1	BMPR1A	TNFRSF12A	FAS	PDGFRB	CD9	ANTXR1	SCARB1	PLXNA1	NOTCH3	SMAD3	ITGB4	ITGB8	LRP8	DPP4	PVR	EDNRB	NECTIN2	DDR2	IGF2R	GPR37L1	RAMP2	GPR37	CALCRL	AXL	CNR1	IGF1R	DIP2A	TSPAN17	ACTR2	PLAUR	ACKR3	PLXND1	TLR4	ERAP1	PLSCR1	TNFRSF1A	F2R	LY96	RACK1	STX4	ATP5F1B	JMJD6	TRADD	LPP	CXCR4	TFRC	CD82	SMAP1	TSPAN14	CD163	GPNMB	C1QBP	STAB1	CD74	RIPK1	CD68
F3	0.731789161999364	0.856412341846488	0.840094890327738	0.854965577304998	0.886616986055189	0.79110948666676	0.712690599893249	0.844346409537461	0.764651455997679	0.83086918861026	0.469293086681528	0.748624030439567	0.754983901538513	0.460753662510865	0.693349021962685	0.805104044352601	0.847649897079164	0.710776919906302	0.788193303546095	0.673041009407477	0.862308416355809	0.775648989980934	0.625144363145937	0.786667376536326	0.507450741565454	0.520093017424325	0.866039449454448	0.801102377317578	0.81132387206447	0.886644544538661	0.708394368692186	0.79038523677355	1	0.87048710067861	0.407022337065965	0.841013381840621	0.335228089615289	0.75953865664054	0.750011837876171	0.557766792792432	0.664280001850247	0.864255454207091	0.839879892362732	0.812689495392668	0.7149000489983	0.830800136871788	0.624089983388443	0.830936074815659	0.819784543277952	0.570533123647417	0.653443339810486	0.774912304785472	0.435317762662902	0.889382380664688	0.699269013254528	0.791317631331153	0.812939856112183	0.574554503080407	0.640644592137137	0.783534335282635	0.763865164872759	0.577951004115465	0.813422793478597	0.675214845983773	0.704009734271757	0.728639424379554	0.755649064777904	0.626069828209233	0.789227358897083	0.731851265117988	0.76017671271506	0.791147832718435	0.458895608132581	0.666499544547703	0.78021929981634	0.686087198390961	0.783071282707192	0.838757910151206	0.793219535577053	0.748438549721143	0.813910867911322	0.791150070405314	0.818008401312681	0.823463971122076	0.788479983802373	0.797188398309175	0.737842735530158	0.659498962434165	0.353711841844307	0.810445694369071	0.819877454856551	0.683327033773916	0.897274127169511	0.696046157906757	0.523627005890766	0.736583188220985	0.844822301301303	0.771470145983525	0.682360932592094	0.838009320656161	0.625235857044392	0.782072874260401	0.870040237173819	0.734573397094087	0.554373689725885	0.684367280463039	0.823947021127804	0.743910698187905	0.668772403077697	0.597888160489638	0.742191679565594	0.657124367424538	0.71096270940516	0.607338072426922	0.715966600350698	0.688615637862111	0.796591611568361	0.768526311870703	0.718928548951458	0.835057834013349	0.635051587921543	0.899247206594797	0.733907173796147	0.745874632247279	0.576281200656306	0.716552414115656	0.656298030300626	0.797010775509972	0.787228545320901	0.678562250520864	0.704430078654984	0.741335974270572	0.793016331564477	0.846120469945556	0.607583376533458	0.543888859496709	0.817990321252329	0.7161871150386	0.760664891084046	0.860919658994229	0.861375024532755	0.839406105725351	0.676076765203431	0.741673411354496	0.813436436778379	0.792975724720098	0.65688282146233	0.786185229283369	0.86657778286162	0.527240245038555	0.603971931438742	0.625638007570434	0.766372909134021	0.751590102090646	0.138720163210047	0.16568085694811	0.842124822289826	0.358900556287659	0.174509338838691	0.802356961923837	0.578091691445756
ITGAV	0.840747747695059	0.853509150722043	0.943385729096892	0.911737954395713	0.941044202974481	0.848937619035376	0.742320635456685	0.945671923882508	0.872792570074051	0.875824264223062	0.50056417368344	0.902593451658759	0.711512720444058	0.453403797898867	0.769161129246345	0.834736798306838	0.775539372828733	0.807504470040861	0.841920042248493	0.66318979227856	0.927078843835234	0.823902358784345	0.598030244769632	0.882392490480998	0.539483376262582	0.60941829378155	0.936672032836393	0.902148658589308	0.893599434804133	0.966994665378056	0.769083200193917	0.872193544228171	0.87048710067861	1	0.419383349946891	0.945287920710957	0.29030268020708	0.873404270661357	0.765623848006339	0.51939992111959	0.723561856548747	0.848263470369614	0.89216672267917	0.836971774022552	0.851057348485777	0.954920598745297	0.79567839908732	0.81064525700752	0.908541393157013	0.362706743040318	0.741338766747268	0.866816162919373	0.404861861107932	0.942360354679562	0.718989545500213	0.70735809275415	0.85924860392052	0.610023637426997	0.467832445368132	0.88274335723789	0.823322068340739	0.744443552251614	0.791863886630872	0.755379095654854	0.820841054957907	0.837028704102153	0.823485966846117	0.829934027968062	0.899688509332071	0.878073570542325	0.767097280161866	0.848905181844013	0.451958923495243	0.586447684351335	0.881812427906509	0.800466338465068	0.909625500370165	0.910253903202629	0.812466760130796	0.848218120935111	0.750778954109174	0.921572797335217	0.903326455475315	0.924504471963108	0.823759671470136	0.849213639654208	0.893874557171726	0.611210470346927	0.284119100591175	0.852781714267686	0.93795884998369	0.75983212143405	0.89572735665447	0.821878188320087	0.574248152507884	0.829902308030278	0.815460194698302	0.908452316547178	0.737320150811181	0.719221004113826	0.71199927639169	0.787096173371203	0.921601023176884	0.753634772308106	0.631079888165783	0.754403297705435	0.848188132664642	0.688688704889319	0.498194199360271	0.799884486278252	0.685296603589971	0.709538365113085	0.705053934833527	0.47190729729934	0.663996985631204	0.764147062407939	0.938917953215773	0.823129607586882	0.728997624339058	0.870805760479169	0.615481291105119	0.867755752690465	0.623797113411611	0.774816247430388	0.581967596629898	0.783213481589233	0.80704182913269	0.899520797115233	0.741482752834621	0.795373039404397	0.79773064373253	0.822206055805914	0.846818283659504	0.852628205418952	0.489364930040351	0.55202767490067	0.773924388055853	0.763339855404485	0.835427358812881	0.855459881933754	0.955054886710592	0.830420232468555	0.872678767728676	0.807725863325853	0.858660984112903	0.86863163437171	0.625107028756305	0.865640182993066	0.935332663461896	0.574118217080992	0.675168837382878	0.431195943985621	0.867192749674709	0.836523258880122	0.204151671714624	0.16652214074182	0.869750478949723	0.399451932173346	0.276341952745262	0.902256677505262	0.639622565588955
TSPAN12	0.557424564383782	0.516009460701575	0.465802975259735	0.301004936941338	0.431691879182908	0.646247447741769	0.61695420945308	0.324894653205761	0.447388479670514	0.261860165751235	0.831324597496818	0.223691734555924	0.418720653231764	0.836429755898068	0.595572407568484	0.177292705941681	0.295051979205835	0.12945772324025	0.387761049012618	0.375853289453738	0.548473309011269	0.641837610234881	0.683280707609632	0.525313340692553	-0.221393195036349	0.00208281220467245	0.588459283992934	0.171315971740008	0.414784802386523	0.40089030275671	0.186362749989159	0.585025295665582	0.407022337065965	0.419383349946891	1	0.564828481787421	-0.27332285280397	0.398435667105137	0.550448982942603	-0.064870046501986	0.501160291370839	0.170996471057923	0.442339537065218	0.501962766203971	0.414126758300847	0.291413561830328	-0.0591527514816682	0.233093065242825	0.553829955861346	0.54862287298241	0.829761161269954	0.603854886446892	0.804343580183918	0.522595800195651	0.660800692281004	0.0808716122700321	0.333175847783589	0.713716707777397	-0.0995723723130461	0.184357471272991	0.293056942119226	0.0266336101281075	0.355074282575282	0.829331317944674	0.141048680882286	0.533051514820578	0.453136084759514	0.343190592621506	0.130070804287311	0.538106270040497	0.395305318675296	0.560748622455719	0.545393115974953	-0.0433411799759624	0.319928101536013	0.472678162689501	0.225505243907677	0.338486910240192	0.531863535590726	0.357376115530353	0.229245263078292	0.285332174248211	0.314712592458169	0.30103969374245	0.265196256268988	0.471987728397455	0.24279851450488	0.430920468620824	-0.273438733519627	0.322083468208437	0.430875902519553	0.641842634800973	0.377635096184201	0.692496601722592	0.646204063808595	0.178329332055546	0.609099075818023	0.506368471560566	0.627625349803911	0.199336732413819	-0.0162400821592262	0.157000249749072	0.410128831553887	0.015795729498097	-0.000522370630812723	0.648054726089356	0.222953678642653	0.149896828641835	3.78693155270378e-05	0.43714970738987	0.319876219218753	0.110230900934289	-0.0811564014085759	0.0690820420785268	0.236290473209399	0.452661574942536	0.457878815029463	0.150080317238255	0.305345832400826	0.387027160296407	0.815168687995489	0.29881036705651	0.0375921360506177	0.112183073736013	0.549724358214568	0.711585181493548	0.102926345003014	0.276296052356518	0.376446881393029	0.598162320255103	0.286501470336631	0.362582895954107	0.466462248288227	0.354334681666583	-0.0467783499680933	0.779292730701887	0.110366082959648	0.306282140123796	0.168070547426865	0.41515052315303	0.556701558426099	0.294152164139373	0.205220668227231	0.293606690500274	0.295280915705796	0.625427521663062	0.164678700263159	0.332180017152161	0.243362166149015	-0.103787534283792	0.139599926913142	-0.0780678479457464	0.478364952409119	0.53964488070243	0.0264497487705314	-0.108037035417098	0.481950965405261	0.138076644917585	0.228648582111874	0.3464910984336	-0.00284866999013808
PTPRA	0.919409371602339	0.840004790909564	0.9212883116363	0.894728120436365	0.925333974012299	0.915078982655008	0.829758392108135	0.92633534930149	0.932199537792107	0.862602519941746	0.660404164716659	0.863133834777478	0.725956092537069	0.635744572956466	0.828647705853934	0.795874207642981	0.702600510248886	0.769311173742847	0.819388280565942	0.699023784985093	0.913420099566327	0.906332493952012	0.715059633581025	0.913070309514098	0.401144242230504	0.53299093376361	0.934160035521003	0.84765583442771	0.90141233424824	0.928336144042634	0.720575606837672	0.934045573953814	0.841013381840621	0.945287920710957	0.564828481787421	1	0.139609897041593	0.908980427381753	0.853666009496486	0.376147366556305	0.76844849310176	0.751494526043872	0.898558867461025	0.831752174041563	0.897461773322837	0.925249893661347	0.722673736466561	0.776021027982402	0.957307060515409	0.376026978040046	0.855750894777228	0.942685567950829	0.56266321749394	0.913330906981308	0.793961476783378	0.583433352063492	0.888448395702051	0.747016054721982	0.346262712386719	0.849814721561447	0.856491685294115	0.703935842265669	0.802854391710348	0.848650691030909	0.761350138093328	0.904684663213347	0.86388141345488	0.873461783166578	0.824138536975183	0.908021878545096	0.70859258834286	0.88768344249304	0.543145143931891	0.480960309026547	0.829488304243353	0.847419573491325	0.860769144812159	0.852663300481688	0.817764572670911	0.855244110662912	0.640814164238243	0.883803678909986	0.899878966030459	0.891468112482768	0.726574783604753	0.888653563925771	0.851140754668366	0.658130321043709	0.133039594632348	0.83842220084973	0.917395787061565	0.877562451905807	0.883498005019535	0.889545500184626	0.710909120242884	0.744794571247129	0.806770147260742	0.954160962866583	0.852937225552145	0.665185974446803	0.657981127592008	0.717265448405517	0.866455669298561	0.670932334933422	0.542930429948775	0.833872233745154	0.762621921281954	0.568490278481062	0.395617645879597	0.803572735917649	0.617813145562918	0.655489893265228	0.61967629201183	0.373680879555336	0.653375383331119	0.829079425471572	0.952507159004118	0.755437591058283	0.667982390396755	0.862133070359687	0.686648771435036	0.789968862449255	0.490187556490281	0.693004356902729	0.683388820829088	0.818446094879572	0.804896511172699	0.854061068177601	0.682522764701219	0.878865528231803	0.74538050545716	0.849493903298434	0.825509614255372	0.807766681755385	0.343807936560176	0.6838489555795	0.670817773190537	0.749668151360413	0.77308760514689	0.807552006396013	0.965890413010689	0.757449663929137	0.819129563027548	0.741496162700253	0.798305998021985	0.883291744212089	0.534375992072488	0.804833719523523	0.868537711565547	0.426965037274337	0.597696800738689	0.290345392755961	0.854890845227502	0.871949581176114	0.152035765663314	0.0572083849400714	0.845390330412258	0.35656372133621	0.259048274939769	0.855991772517198	0.504551422696795
CAV1	-0.171926368869837	0.418484671445932	0.356370436369446	0.377330130376116	0.352123984703212	0.0217147635234441	-0.156343492245256	0.283121092372352	-0.00200504563356157	0.426098096767904	-0.247140224550979	0.419986942636129	0.129977033494216	-0.380751040364547	-0.0650825666343245	0.4332372356531	0.567136854984671	0.526996287436295	0.435831091700465	-0.0483794773940468	0.358714073284058	-0.0797729763381847	-0.0681909065392176	0.340828015460569	0.846025075724215	0.807538881966812	0.329466591742755	0.430952487530326	0.221418926802603	0.365512131423765	0.560186938162665	-0.0055429444421717	0.335228089615289	0.29030268020708	-0.27332285280397	0.139609897041593	1	0.0382492067924152	-0.0978563822678092	0.901084811166788	0.0325141384167122	0.539934963269281	0.157092565164349	0.4305626147989	0.00771322403068431	0.289780328062612	0.490419179699845	0.585456058280319	0.036004233099132	0.343683263025773	-0.130759665326195	0.0227106890358531	-0.421753368754736	0.337227576134587	-0.017838018931726	0.726488366626582	0.233049985491625	-0.269403237583361	0.818609777553004	0.347829092346764	0.150630184046734	0.547255911460063	0.224232492153092	-0.0662731683945885	0.34188521303191	-0.0436093780693662	0.0910897067516282	0.119149522461662	0.54201150486591	0.0733193834458678	0.523574016438617	0.150593304344305	-0.158719872861201	0.678490988599831	0.523663036912683	-0.00749530465930419	0.474786104884894	0.491113007857365	0.239809624803657	0.371541086326386	0.589439809692833	0.494627861796749	0.196919243942546	0.334457341186649	0.610077189564094	0.153157226703442	0.282911459905815	0.23205730846436	0.896263078304282	0.421517121380109	0.259090561404415	-0.150402754272508	0.305021325973898	-0.102901733016022	-0.233540841437003	0.596733960101317	0.405417584945097	-0.0226144447023664	-0.181353157896515	0.541297152104207	0.604371657009738	0.535992475736539	0.426243147639989	0.648479817473552	0.781899698228081	-0.00429538883247448	0.617543366493393	0.723494709170106	0.620648530606989	0.27824650628803	0.436996412195573	0.641826717376439	0.572765184013745	0.683518313523261	0.462412995641	-0.131654237602964	0.105330686210518	0.562372727896249	0.591898915703703	0.388599385472826	-0.215397818340994	0.550169808017126	0.711455642293741	0.564240856662812	-0.311080016807625	0.119873879218648	0.110959523121456	0.228202578314246	0.575950311033752	-0.158233027117573	0.551243495098475	0.299387885884866	0.369504694943305	0.524673383800318	0.783107207825447	-0.25097184579762	0.565922967843649	0.161079637378447	0.524871055151738	0.379528839949332	0.225021327779343	0.54844685166886	0.321213735164744	0.628724567215224	0.550699060471577	0.258720491336388	0.750610265380449	0.532145502243453	0.490070627373967	0.681979414035137	0.68234585204283	0.791910921191688	0.45364182275639	0.160530202884317	0.0458566606241775	0.436393390951317	0.387062726422515	0.157574405470112	0.052604686558919	0.314618105015278	0.628894692305743
ADORA1	0.911431416884834	0.70035625883087	0.82044709376015	0.857857250831047	0.842142953341409	0.801837313339993	0.825667882892723	0.872058392577347	0.918010789842745	0.822476282623896	0.565497114358086	0.840175838700487	0.683862117800277	0.528527767982005	0.758053439663311	0.797543261376244	0.630950981691857	0.744837845606917	0.730663332147136	0.738660388481957	0.785098545167015	0.849833848904497	0.651835978581057	0.815885749229764	0.344106865233422	0.425964113963551	0.795315710267252	0.811134942567832	0.879760076692351	0.849994286561289	0.633770824199233	0.871534427317666	0.75953865664054	0.873404270661357	0.398435667105137	0.908980427381753	0.0382492067924152	1	0.801133091835635	0.262095625076692	0.759880605119604	0.704159784815945	0.871715588769531	0.704437519389275	0.898880582456439	0.879484238282484	0.720999495127627	0.690052331597975	0.90219457974115	0.184335671176038	0.733102152894558	0.904145075877004	0.474908420192241	0.797784892080574	0.692347142575826	0.485489629869874	0.853975917867734	0.706218453728534	0.246065800488399	0.834366542746873	0.867369829277374	0.662710426342406	0.776656841751641	0.721843807858278	0.747407458313079	0.838860079687934	0.806783883349396	0.839851886388918	0.802517080267123	0.845502325618015	0.549802594403419	0.830538404295726	0.513131248737689	0.420841515201504	0.73347977771365	0.802993459790861	0.800551229491925	0.734827564574296	0.772321512309445	0.801179668571596	0.524048919014845	0.799960403804995	0.882180515910529	0.861749092528535	0.63528200130865	0.827865673996747	0.880286037028332	0.611241205923441	0.0453460663476573	0.770964210488192	0.8456346063487	0.852431395025546	0.855734506671424	0.836688272449109	0.640890513748633	0.701900343889393	0.631174650500857	0.920762378630741	0.82217507268267	0.553114654138782	0.645663282940796	0.625652867446767	0.743636273865438	0.658988772401264	0.431735382289456	0.757244045140169	0.66042673372946	0.435253177833251	0.343736815495324	0.679159772729893	0.50109202499055	0.574330686809259	0.611236256165887	0.285637237091379	0.577618556195185	0.859415199696144	0.899008843553763	0.689478653608477	0.543708542697186	0.772885166885829	0.578048903836747	0.679684406436989	0.402427571437116	0.620113332312864	0.662487563747841	0.66907109785817	0.853748253516991	0.86070121156845	0.548156839360659	0.854096320878916	0.653120575731903	0.769656222936796	0.706714525788171	0.700055530925595	0.228243841008869	0.576322587744363	0.613277579792696	0.742915437823549	0.704357876904131	0.707731535679744	0.876309082237407	0.645376640766311	0.757432529239924	0.587637328158202	0.714692690203998	0.733358178407522	0.37139761130429	0.695776957435791	0.816545219866029	0.351150860395424	0.485435921668251	0.194984581920178	0.694691548756636	0.7548445504821	0.131863656616756	-0.0165623718132573	0.725942825628884	0.316124608423982	0.182822415103706	0.806405829658218	0.416803591226408
TYRO3	0.887385522394551	0.640610564583069	0.713421681074813	0.722447863684112	0.764837424147879	0.876774879498936	0.797716911681521	0.774393747868534	0.852450477836327	0.718483074859409	0.651690774091619	0.639579771211428	0.625267793352531	0.710210378971588	0.766249205799654	0.630067481070151	0.496395833668683	0.576829646607041	0.653418069151689	0.687870656430782	0.702057365957676	0.879707036798132	0.633263759436144	0.716785767947687	0.224217917573865	0.280769777908944	0.760825485112102	0.690190063606744	0.786315692567966	0.752964541212538	0.545315769578511	0.859054176108119	0.750011837876171	0.765623848006339	0.550448982942603	0.853666009496486	-0.0978563822678092	0.801133091835635	1	0.16493785481465	0.643953237530819	0.545470372705189	0.772977005809855	0.636263788064905	0.78105864679338	0.782085644744116	0.558327866579484	0.600828548927849	0.867481212201237	0.298182503728119	0.795312161165513	0.83182648421591	0.606194587653861	0.717475464950271	0.747823306196238	0.372121253125039	0.800766654136695	0.732039316383994	0.180084556238221	0.704548190740047	0.784576416604962	0.509236371257328	0.700916975281711	0.755693343564191	0.593104623812689	0.859503194909839	0.809724515740784	0.730954044143469	0.60564000764194	0.754626502328617	0.492563390254269	0.806558468645397	0.511557312212075	0.307521121803582	0.610653672485219	0.775602830150686	0.642176904107266	0.637061001562986	0.642714861783674	0.687628846218428	0.48041363985211	0.641667991925975	0.814423758941431	0.719194654320645	0.483566225625267	0.81560589064392	0.674411595096905	0.564901413816611	-0.0298548907703407	0.640909459918588	0.779855807152058	0.80474084791251	0.740284903821337	0.795346970739087	0.757552837226698	0.499590229778141	0.631980818405754	0.87183032249884	0.835154361610262	0.514041436407525	0.481509778896474	0.534679357893531	0.667452494507371	0.471661483704418	0.276594977950906	0.762391442174857	0.526207210388084	0.321759458812065	0.238276910209461	0.60689511333027	0.480578207719106	0.432718223717272	0.45765684500588	0.179170924443426	0.519264427899197	0.769027525306428	0.845708497042598	0.538106505497931	0.484118622248528	0.673897193946425	0.676356106053094	0.603577798334887	0.30585728435819	0.501813900056925	0.78366977313287	0.679631091478565	0.738160606246918	0.682681373742324	0.504237388617614	0.817686718656548	0.498929354448044	0.70365414884192	0.644218847602127	0.600242958990089	0.185759303111324	0.724770522735767	0.507442445212737	0.612265868419482	0.597639497045695	0.63354780337112	0.798660144409293	0.597413316043836	0.626719241325757	0.495059555769075	0.570896911760319	0.719692704016759	0.312519785910976	0.581287594285062	0.659656304170882	0.242128522209977	0.346232980705187	0.160043192098289	0.649639862850876	0.763865086420578	0.0844043161996411	-0.0756246588318302	0.642765393487785	0.260882272985922	0.120057554380356	0.679365344849514	0.290649100803476
NT5E	0.0729006600623688	0.614334974527026	0.586839815526869	0.566967827767383	0.583609359314029	0.287238202267586	0.0695217707035054	0.502760124856882	0.239548200554801	0.590263610243526	-0.0096827406615616	0.581207909446184	0.327020698375434	-0.148080504848226	0.16898997798173	0.592016085802995	0.71757969936121	0.655544070918077	0.633498982113775	0.107847912019964	0.58583862490825	0.175233004556808	0.128725413262346	0.509257477836802	0.883554982794557	0.787113715200904	0.566113869314068	0.61546276451677	0.441482890192809	0.591107775734063	0.662881172070214	0.25746680905787	0.557766792792432	0.51939992111959	-0.064870046501986	0.376147366556305	0.901084811166788	0.262095625076692	0.16493785481465	1	0.221537881297419	0.68449192929726	0.353652946612735	0.633898482106859	0.200787190888132	0.496664728602963	0.600277121188919	0.736595881611453	0.281806734316638	0.492353854363508	0.134794628623542	0.247215154002115	-0.220603067145153	0.564189041269768	0.163815344967905	0.85146349550497	0.442806645354837	-0.0579704119195919	0.87121690610111	0.490964911001621	0.318875228428671	0.581720896456928	0.41936981558579	0.173328207701156	0.48764253511309	0.182011803683245	0.323311149497311	0.264439462092629	0.688927504527371	0.286532101174862	0.694148830901723	0.37005811828808	-0.0371667937943979	0.793559289279252	0.678840556357311	0.193702441980952	0.622913027420813	0.662546579787833	0.445900509121323	0.510078149969545	0.776655354267951	0.629139172225958	0.405788397477371	0.527329837806799	0.745270939586706	0.364344567923073	0.484525769428451	0.404880457578428	0.890896639484067	0.589624980315084	0.472171318696128	0.109600891692593	0.517205535187025	0.173808766864681	-0.00179544012826338	0.732003856394353	0.602634898899326	0.220373807603734	0.0429035735175883	0.692091675380816	0.656416281134337	0.686564492696361	0.647471144514195	0.769545283243294	0.781057025299638	0.250636342811011	0.812919582457373	0.836777003191765	0.675805404084033	0.39706322480912	0.587199834179436	0.652533477276881	0.684676854399589	0.731791144727449	0.582080043980946	0.0350384757255868	0.345468932191862	0.696693253670389	0.759651142297388	0.573269389229625	0.0249053791595703	0.746420544006855	0.784235780914432	0.670297130965562	-0.0687837903198888	0.372909306690642	0.278823184386054	0.40873022309185	0.712729895969679	0.0498405235559277	0.61426600144602	0.44309109472406	0.604921041135306	0.683885631795066	0.863405871568381	-0.0293841884604302	0.714481893408708	0.299329334680895	0.681067257731926	0.553192727436144	0.474363153433119	0.702778399797366	0.465361778720057	0.750091737539368	0.732665090575646	0.497655331988426	0.791606511198655	0.65254566179639	0.664001917972571	0.772595811720024	0.715739206434268	0.887524867878326	0.59520035162156	0.352751354731324	0.0609851287694899	0.36535205182922	0.609958461068564	0.240579285287305	0.0933666528370526	0.509786796851906	0.693348761298368
MCAM	0.736114409322291	0.682133313015392	0.711242395197343	0.720155667169312	0.693151615025834	0.731980841980395	0.688333883124072	0.699368432134538	0.756740923326209	0.642247565881435	0.600488219950644	0.626054309891596	0.617480628795191	0.530204646828427	0.698319867846992	0.626082645984257	0.645491288317294	0.561580432046288	0.595116378737927	0.57923417612182	0.722121964327645	0.72040935256541	0.669051594742725	0.680306702062528	0.214605063374143	0.289604802113624	0.714598751906421	0.615664870766443	0.748195090738618	0.717974079284728	0.497161539654719	0.74193891985405	0.664280001850247	0.723561856548747	0.501160291370839	0.76844849310176	0.0325141384167122	0.759880605119604	0.643953237530819	0.221537881297419	1	0.638228054056912	0.72558731415486	0.654733556022833	0.697571908620064	0.703927939432632	0.486099407574807	0.612685136562364	0.773484219239083	0.367079197388042	0.689431851221812	0.750849881643306	0.501721178726153	0.716426802679722	0.596690761614311	0.493944921143963	0.714601165287618	0.636578418376254	0.242045612520038	0.658181574395328	0.690697685470522	0.442929897231124	0.676775393919657	0.688373520311015	0.74843309786366	0.681441325766803	0.664262140821755	0.629540038305671	0.599990494276644	0.69044941338009	0.565580009524973	0.723658372455634	0.466442618762598	0.325549583226525	0.640783288770098	0.684213575890835	0.630104719036212	0.665437963757411	0.656983048069491	0.623965987482562	0.506040566237952	0.643770042235107	0.713487831893128	0.708211155209875	0.552124881461093	0.712074293971325	0.661400091391471	0.559994215343986	-0.0022296634157121	0.633834799708935	0.70367389279122	0.751709117491426	0.723672489202826	0.7221629212949	0.571628007665048	0.607820838332965	0.629197642535364	0.731798766407486	0.712614492884577	0.578417448116782	0.474253550722615	0.563515208446888	0.668609915655126	0.467700080675112	0.360767016991528	0.708420908506306	0.554021364244472	0.399143322939365	0.495894539233045	0.538813003773586	0.535242323268722	0.452213745540363	0.482982231584684	0.485843419772133	0.438127383071078	0.718994427520447	0.741734856081304	0.554147524994004	0.52632848502778	0.659663728637079	0.564326544383241	0.636452858663233	0.41866915794565	0.520039332099159	0.556921509693251	0.633424688944885	0.609925714991725	0.693675202532969	0.605415355401177	0.706726287330566	0.607500580915784	0.635460700150464	0.672918086312673	0.683058082345546	0.229388850659396	0.558971298906721	0.585435757983576	0.643178238191358	0.561944991934008	0.672399704951139	0.752988415772746	0.659511952273533	0.584130300876358	0.550101607731434	0.628592780082765	0.714925065692047	0.374889110621994	0.588357362172476	0.664995557214935	0.268057994605575	0.423249499872194	0.183597894796388	0.606237226932279	0.712461046110066	0.151140470210396	0.0220394386206187	0.691011093155246	0.320867679697047	0.271926408648923	0.679886283211208	0.369732086972091
CDH11	0.581007202387552	0.852859179762952	0.834615491259411	0.861722254934815	0.828730616345488	0.633993033437904	0.547668246693034	0.810745411861278	0.66723169251093	0.818946946079626	0.237716323767798	0.814747182838686	0.596583157937374	0.168319102010946	0.582093268394025	0.844772966811864	0.888802573840231	0.778297620878515	0.773204963302199	0.496656068970331	0.821884274569966	0.576276488841621	0.461597718246335	0.755042799572863	0.66572686161175	0.652112883679555	0.800517449701684	0.835485848807959	0.798384967294617	0.869671234239428	0.737210130135788	0.652774025994556	0.864255454207091	0.848263470369614	0.170996471057923	0.751494526043872	0.539934963269281	0.704159784815945	0.545470372705189	0.68449192929726	0.638228054056912	1	0.770038491723781	0.763129116272048	0.626824625768203	0.823983903593334	0.732174321733599	0.850543782689029	0.701150158943686	0.490626872666015	0.469948328021365	0.669403426834567	0.146507273361271	0.846479135383093	0.499917252345541	0.905836424469108	0.76063633987072	0.358294683030832	0.728146226149297	0.807639756891549	0.700643478853402	0.657067671883415	0.725772921020774	0.502593502734619	0.825960471604206	0.579014233559687	0.659933098081693	0.617812324860844	0.870051077782816	0.655306493016019	0.799175046572905	0.712444226183056	0.313223808583527	0.7041320455897	0.832510771711156	0.593905845432003	0.830692430257722	0.87113780274672	0.738169949881068	0.746081968432837	0.838699845033524	0.839595477373486	0.763330330505742	0.809852567713153	0.848383941621973	0.70617054858514	0.782624004524401	0.573348625664287	0.478944052311245	0.824238973752778	0.812863070753914	0.555559984423687	0.861171872653863	0.562334171650184	0.349345645658506	0.853608750766245	0.784833767603714	0.666188673937863	0.509648039112207	0.878044002063771	0.737881753436883	0.83557114850058	0.863830490628372	0.814358559440832	0.72067060496029	0.553881852865328	0.869817148206438	0.818912233419404	0.809562698610187	0.586447643652641	0.81670117047009	0.746858544783462	0.793200817134779	0.749452931030724	0.699428444903832	0.558917809444678	0.734540044208918	0.847404566223962	0.751349958820897	0.823998175558853	0.389425359944733	0.913106334382624	0.875253743839935	0.79422069385903	0.339331631626883	0.60571309060777	0.666182069461287	0.814592446337788	0.789074254528966	0.529295097655642	0.765550599794853	0.716318346161894	0.76829611549838	0.87771299994453	0.675227518319767	0.318332148245252	0.909970061481177	0.663904429306287	0.833884759110115	0.848283135348855	0.788691171322258	0.890256577334388	0.725716756532757	0.819734064252077	0.87394120379327	0.732527929389819	0.746157612088442	0.838870391541796	0.89648733748001	0.650167106471915	0.695340646119978	0.68498728722208	0.760028007592825	0.699678495890405	0.158337268570539	0.293558077867841	0.838996940573204	0.35971033092541	0.190354018561159	0.798070030054427	0.702651073585403
