""	PTPRZ1	NCL	CD63	GPC1	APLP1	TNFRSF21	NRXN1	NCSTN	ITGA7	LRP1	SDC3	NRCAM	ERBB2	NLGN3	LRP6	PLXNB2	SDC2	ITGA3	EGFR	LIFR	CD151	DDR1	TNFRSF19	FGFR1	SDC4	SLC16A1	APLP2	SLC16A7	CD99L2	LRP10	INSR	NLGN1	F3	ITGAV	TSPAN12	PTPRA	CAV1	ADORA1	TYRO3	NT5E	MCAM	CDH11	LDLR	NRP2	SORL1	APP	MET	NOTCH2	SORT1	PDGFRA	RAMP1	DAG1	ITGA6	LAMP1	LRP4	ITGB1	PILRB	ROBO2	ITGA5	RXRA	CNTNAP1	PTPRF	NEO1	CADM1	THY1	FGFRL1	EPHB4	CHRM3	ABCA1	MTTP	RPSA	AR	NRXN2	ITGA2	BMPR2	BCAM	CD46	MCFD2	NCAM2	AMFR	ROBO1	CANX	SIRPA	GPC4	CD44	TMEM67	EPHA4	ROBO3	TREM1	NLGN2	IL17RC	TRPM3	CD81	LRRN3	EPHB3	DCBLD2	TSPAN5	CHL1	NOTCH1	PTK7	PLXNA3	PTPRK	CD47	ACVR1B	NRP1	BMPR1A	TNFRSF12A	FAS	PDGFRB	CD9	ANTXR1	SCARB1	PLXNA1	NOTCH3	SMAD3	ITGB4	ITGB8	LRP8	DPP4	PVR	EDNRB	NECTIN2	DDR2	IGF2R	GPR37L1	RAMP2	GPR37	CALCRL	AXL	CNR1	IGF1R	DIP2A	TSPAN17	ACTR2	PLAUR	ACKR3	PLXND1	TLR4	ERAP1	PLSCR1	TNFRSF1A	F2R	LY96	RACK1	STX4	ATP5F1B	JMJD6	TRADD	LPP	CXCR4	TFRC	CD82	SMAP1	TSPAN14	CD163	GPNMB	C1QBP	STAB1	CD74	RIPK1	CD68
PTPRZ1	1	0.644915618000074	0.75494433929749	0.768517518827666	0.795333469174764	0.886771600619351	0.898404604887888	0.835520150972545	0.937293453961523	0.755621480530449	0.656519898363773	0.732562930127242	0.686526777865255	0.705320593249347	0.841210081994202	0.666262328744481	0.503344290967866	0.600076143069042	0.682291578698865	0.753528513698531	0.738564224309599	0.937602336649254	0.699781724863203	0.777704906583657	0.147219828029054	0.266518615421235	0.776485070043191	0.727640837366081	0.832236816585816	0.788841063335764	0.568842126094177	0.926720548555578	0.731789161999364	0.840747747695059	0.557424564383782	0.919409371602339	-0.171926368869837	0.911431416884834	0.887385522394551	0.0729006600623688	0.736114409322291	0.581007202387552	0.849671666833349	0.648430168242312	0.88662555989347	0.843120505780212	0.610588072337364	0.589815867723889	0.930104998682222	0.173018179243036	0.820360021928061	0.930493026163118	0.667538439805977	0.758894230673992	0.79731849477402	0.334973449589094	0.815356509327387	0.833890612592277	0.0733515814676964	0.760768625483907	0.834716122200148	0.562072440397361	0.756100796408718	0.800150964791111	0.674308921867886	0.925675297601871	0.838243846032146	0.848401063893776	0.668175870132625	0.847387821588381	0.455839170868847	0.848681058694406	0.616548303564339	0.258259360430232	0.657407650129271	0.833540465130254	0.72284859334629	0.667917853479158	0.72512094159798	0.741272925841304	0.442036536063298	0.709385255061882	0.856869973372695	0.799501836426958	0.498403068012171	0.84099054309696	0.787788003852879	0.59240383798417	-0.154119583637354	0.7058608754929	0.808203729213062	0.906136724663563	0.787319747250077	0.877029605426617	0.781419958758074	0.549354258691679	0.614552914798941	0.972362123981157	0.894944438975117	0.484121021663817	0.500543144355494	0.534123179357987	0.677707923213141	0.482738582860715	0.274368493426976	0.792253127054471	0.528272901451943	0.303062722157354	0.208605236170336	0.672013828537236	0.457121660957481	0.459546112057018	0.456720902321472	0.14484575526707	0.511282955155929	0.903102212955933	0.927163513599073	0.581571618787628	0.425592504913554	0.71888604485284	0.710898673037469	0.583837518872129	0.257209879608732	0.533887086150801	0.82367238880175	0.676366235645835	0.833532124602956	0.802551345363998	0.456405041380349	0.915439630004878	0.571759553622395	0.760369502006873	0.644134997918502	0.604415044879841	0.0709207482684441	0.706605252974109	0.488070808033947	0.725314748969044	0.607149489563837	0.648151868556078	0.851219068580052	0.572088690879298	0.694925760163351	0.479969933402221	0.597078945411364	0.722644273854478	0.267149606262964	0.615438316057426	0.721792339038849	0.190031158964199	0.365199045379984	0.0282679631211745	0.656763989281966	0.790722439095716	0.116855678522398	-0.100459432830539	0.654626405643536	0.280570481259911	0.166257061462855	0.756133352955635	0.284537699489092
NCL	0.644915618000074	1	0.922881049006005	0.82612818290154	0.845508269807374	0.796648474247249	0.630871424370664	0.792802137372679	0.698728328575978	0.760018036744152	0.547964464744823	0.750423833698009	0.635387474380486	0.456130190732247	0.665507039329994	0.758102945622835	0.863456873892745	0.690103038915188	0.816092842836123	0.465872135966411	0.927901298531018	0.678141199647441	0.643442647026102	0.860457200545099	0.519541386973624	0.613382429756802	0.923732652463019	0.758174547860356	0.789093509759966	0.888013626866359	0.658917365021105	0.73895979802582	0.856412341846488	0.853509150722043	0.516009460701575	0.840004790909564	0.418484671445932	0.70035625883087	0.640610564583069	0.614334974527026	0.682133313015392	0.852859179762952	0.772377847460383	0.869675612717583	0.643742123197886	0.795029982264613	0.599792808790854	0.857181495664938	0.791653199547281	0.71436170553492	0.738451845251782	0.770327791058702	0.383193663564004	0.935136594162678	0.639355790517276	0.83505199419277	0.768114815048824	0.545031698268497	0.638356841648546	0.732397293416841	0.650968131060463	0.578141035830446	0.689317500326819	0.72609701310906	0.724616505442949	0.673751404472951	0.691585880980575	0.634572328119719	0.778686897866335	0.726330492286262	0.933942867355972	0.778715354055791	0.408857385497694	0.638448840563747	0.836935512750171	0.631064124356681	0.792247875129032	0.909726828216598	0.78710479162453	0.760182805012046	0.803685093240747	0.845093227992179	0.723927735523315	0.772146635074514	0.824591702968505	0.742735632071839	0.719983041409649	0.609286238200818	0.361899474490225	0.808385630054607	0.821958015943438	0.681056736435172	0.832948340293615	0.733074615822085	0.549129910338171	0.783230750067419	0.939870001320289	0.715516719240075	0.642255523823969	0.834725678782882	0.602670529628861	0.763184721678683	0.928149822770071	0.688805506741476	0.677757389950536	0.713881625315412	0.877946121482423	0.807286919232903	0.679445945957227	0.716163130145388	0.784359471436507	0.697915961181687	0.635870262634186	0.667115824000485	0.684383078776196	0.546897495907768	0.761333357404531	0.771198394996167	0.793486818398629	0.864595252847287	0.589862336144619	0.910418575518297	0.765150454027059	0.716461985614126	0.472983201082702	0.834652744665967	0.546675476824959	0.721086757248358	0.863377795477741	0.640741524697587	0.744374131192428	0.736994689642907	0.907311918884977	0.936766420733016	0.607196466042295	0.55052029351846	0.809799241962462	0.631390390350712	0.802211968936277	0.899454768648886	0.885235445345482	0.847720436619771	0.709643990392483	0.909995015073259	0.882032420092486	0.925214118522041	0.791969533917912	0.8467937219407	0.813143457759384	0.569860101950915	0.700919127656517	0.590401302962571	0.885158978484062	0.801413710111414	0.176193922084082	0.277294181732053	0.96563893952525	0.382382876557136	0.328328805828388	0.824443121547526	0.654414419519218
CD63	0.75494433929749	0.922881049006005	1	0.880054132436552	0.913990090793184	0.850177780099589	0.665274392256763	0.890391326698907	0.804788403748322	0.812594797442341	0.533200198748251	0.866598302774316	0.625262041511215	0.450030477946003	0.682489446951412	0.780101995391635	0.807417705356197	0.774897579572897	0.828598467769135	0.522690869886483	0.974514830433174	0.742238084342544	0.59110399831644	0.878605229383405	0.56210704779696	0.625689776635959	0.951670375536615	0.868717273430796	0.859246291177945	0.959208631239513	0.711695635839005	0.812122208322827	0.840094890327738	0.943385729096892	0.465802975259735	0.9212883116363	0.356370436369446	0.82044709376015	0.713421681074813	0.586839815526869	0.711242395197343	0.834615491259411	0.836534387018621	0.86354897446729	0.782144433977901	0.91865081661929	0.75624264013501	0.830990091614987	0.874339617446389	0.491393591243487	0.791869229904005	0.82113136313276	0.35858328000878	0.958326657915034	0.668649087441326	0.759399685408326	0.80646185572816	0.566274569504824	0.510318992043116	0.817763010473763	0.745615546087893	0.693331309100943	0.73920150480466	0.765472118782265	0.814531618858196	0.773289416659738	0.762562698475078	0.75972058305186	0.866988743033363	0.844678722141722	0.885582901110642	0.810067727390096	0.358020218187361	0.600327541016939	0.865197768488984	0.744731969476741	0.88075778685512	0.933958892487915	0.813289037408232	0.827276691734069	0.749043242990808	0.923455302032918	0.825030015904096	0.873589777255047	0.825864390235336	0.789615910355872	0.841598369472649	0.580294396681749	0.343911589738638	0.834425969418122	0.916540230778678	0.747625953828974	0.845434772049769	0.831702340632328	0.562400139274526	0.825662839529539	0.876763649369083	0.846657691240718	0.676072307876339	0.746629685259175	0.676460649463561	0.759126887116372	0.96263658738102	0.730002086677257	0.667956727424313	0.771406090471642	0.914850820055474	0.741433643679697	0.526212013739414	0.844352341395764	0.717668271197971	0.671577042716585	0.685687079133493	0.502346008384918	0.639851948102144	0.641077791155497	0.874146450918472	0.795963830095182	0.796359208510207	0.871006516124994	0.569090355317947	0.884105863192439	0.645044498240236	0.700319653021699	0.503636733152511	0.869660879676851	0.71856029615003	0.828450055279214	0.797489373931596	0.739784162717373	0.756065213794458	0.765861213354823	0.924776195623314	0.883100009071178	0.521763655416859	0.526935182060911	0.762050471482547	0.660601290018426	0.836270223159821	0.844108831237156	0.958907836089271	0.825680188172084	0.873999714159488	0.90216638824044	0.882692504498625	0.954293610016649	0.687074534241541	0.871562440741123	0.88838106952074	0.589355288998961	0.681479629801012	0.482303957440107	0.906887824095973	0.809987927866768	0.139304472767548	0.160249468130038	0.956802856185349	0.346377358811527	0.279394672269633	0.856208510969561	0.640047930021281
GPC1	0.768517518827666	0.82612818290154	0.880054132436552	1	0.925721015793785	0.754011552814575	0.69471460955039	0.927854369337454	0.867300582564154	0.922356103752961	0.463588747325524	0.925943208170071	0.733134922828899	0.378118379958409	0.708910287584011	0.89439208937625	0.787448155593453	0.898610701212577	0.80352296349112	0.68504575419315	0.874516029117538	0.763852021107093	0.607033917270548	0.852786320049093	0.615507420990294	0.660057716030561	0.880797133563857	0.876654466413786	0.893027308746938	0.924908280178708	0.771394238414025	0.818112060750598	0.854965577304998	0.911737954395713	0.301004936941338	0.894728120436365	0.377330130376116	0.857857250831047	0.722447863684112	0.566967827767383	0.720155667169312	0.861722254934815	0.894673464645565	0.839223631777239	0.830568674601003	0.904033430116479	0.794284801080506	0.85232451785845	0.865278205899271	0.376838866693506	0.63475494239833	0.833442286733193	0.321095527940771	0.871875337208041	0.618006695404291	0.740110174027316	0.903250265982931	0.551444500722531	0.568614283562072	0.899773904025526	0.869696453181566	0.787144313876242	0.837692649691288	0.656335524347596	0.783399346206111	0.768502069876753	0.758398648154092	0.810087875679198	0.920786061997431	0.802773898215771	0.71950323527346	0.796575734876856	0.441808575750179	0.658264280519217	0.859718849430179	0.776728779797631	0.881064027035696	0.854807268038745	0.783548108953703	0.855178741571146	0.734269568654131	0.891242815913143	0.897456526180375	0.911668579667764	0.835886907181995	0.837498600410881	0.87075296266104	0.711529931479797	0.351062781138376	0.865868633122592	0.872985471355558	0.741187865197435	0.914796750435424	0.68565344235332	0.498930373927622	0.874938125785773	0.757540021559302	0.820446401221945	0.719599537451993	0.7781437347289	0.815716887562675	0.79827277165599	0.86368060067841	0.84592103714275	0.706796512387689	0.701775930761156	0.824471726738202	0.681811373604778	0.596924131797341	0.680380293002961	0.676046232001027	0.762885177448429	0.777744049821182	0.569638018680303	0.737731019154503	0.74904582961765	0.879184996125135	0.850181032992202	0.734839136694405	0.889378648450161	0.470681691707367	0.868225348047685	0.667490495463827	0.830316640670488	0.478187766458768	0.662629095611768	0.80288293397959	0.880526046612515	0.747194721071794	0.753766321315463	0.808264849275794	0.84704979861237	0.776225749083284	0.870702825412154	0.534380496450939	0.46322313901419	0.80575905998023	0.760372756711552	0.814946720480809	0.8329052490515	0.893583437612921	0.818251620279647	0.787509216266219	0.77156403757101	0.869482568546593	0.78294585199018	0.634300861548188	0.823370162826752	0.939395624977164	0.578001859596732	0.699306360787686	0.50278815601638	0.785684079334358	0.792356458588849	0.175630142254462	0.163403111427568	0.813071758958762	0.388887971136278	0.222129980492064	0.851772005879537	0.641008297318409
APLP1	0.795333469174764	0.845508269807374	0.913990090793184	0.925721015793785	1	0.8033163103063	0.748214463082089	0.938482752053767	0.857921580969692	0.902454838719482	0.511380589474682	0.891237210364901	0.745329082192818	0.465869018608447	0.749246419376301	0.867630842295225	0.807093991798899	0.844070866267341	0.85166266582014	0.666423827419196	0.915857725245444	0.829449445979505	0.611250234331873	0.891788179985406	0.585845316489396	0.63456662258121	0.934028149975091	0.863870764283711	0.879119255248235	0.937577425460408	0.799790759248577	0.861590628708616	0.886616986055189	0.941044202974481	0.431691879182908	0.925333974012299	0.352123984703212	0.842142953341409	0.764837424147879	0.583609359314029	0.693151615025834	0.828730616345488	0.884403238445837	0.881805042159432	0.815337479225491	0.91145164250038	0.761378930927377	0.838549260006075	0.883576866041509	0.41812351903596	0.716918912667321	0.853284376315468	0.397599133747687	0.913366410497261	0.694201002152641	0.726162869069018	0.88487268062002	0.626766156916422	0.549359391957815	0.850967678068493	0.817696888121651	0.72704699675175	0.828544786712745	0.738078456873824	0.743625172947273	0.797463332217582	0.825083277370923	0.784240685163789	0.886143933827203	0.822193299404885	0.738105250223959	0.850490454474326	0.495503631205502	0.673370222844564	0.879983524517131	0.767157974907493	0.892614074435738	0.875046532140411	0.835533425734091	0.861059260929075	0.786787074970482	0.896102161817784	0.883580678986415	0.911821131511833	0.841459395110622	0.84396882813298	0.838321226909327	0.703237835912192	0.38260739613532	0.871017366441954	0.893357242454029	0.763107517639663	0.911940383477683	0.758875347917839	0.558022032266106	0.843473757347365	0.808670187307998	0.85091687719884	0.715142535951219	0.734963642235963	0.745899824129228	0.803887730078507	0.890891978056385	0.8059844996241	0.638957853018838	0.748768002935007	0.860409238796771	0.729712766328724	0.531074762835774	0.718689950219435	0.678425642693732	0.708430427737617	0.726872514963418	0.524317397951502	0.740894399542954	0.725158142359246	0.895104585682045	0.832186691419819	0.752288316884101	0.89337097733	0.589899598427816	0.87172529109651	0.630052261228592	0.793335902270025	0.565181857768746	0.766173342281703	0.759801283449076	0.857922973945261	0.754302250086763	0.766415350819349	0.801574107019133	0.844069251702703	0.817122503064341	0.859080303965858	0.566934133054948	0.551982472777936	0.775012732384939	0.770704353062381	0.81897788847676	0.825189318384465	0.922107360991769	0.830402615178597	0.794585493372515	0.781815126450915	0.872717713653726	0.838078380723293	0.65209815635247	0.822663961330125	0.941058212935186	0.58448384399038	0.687922681876482	0.534053017053437	0.836447106029591	0.817536329085193	0.171778339469918	0.154966768173515	0.842907646865057	0.389264139147641	0.234924683537397	0.877422462609582	0.622891822896176
TNFRSF21	0.886771600619351	0.796648474247249	0.850177780099589	0.754011552814575	0.8033163103063	1	0.774064865031225	0.810397383252656	0.850476479408146	0.730562699296399	0.707301048843325	0.695283760851004	0.649302634988267	0.724846990042057	0.790642154163599	0.627196737758633	0.602846922907483	0.581271789410101	0.747319055790687	0.597581029233407	0.847657418558583	0.873821435931947	0.713485048421825	0.805428725619874	0.261075335170283	0.367464560967152	0.869605896309595	0.74850502418327	0.810803243070789	0.842284386879241	0.587609333527122	0.887825811428722	0.79110948666676	0.848937619035376	0.646247447741769	0.915078982655008	0.0217147635234441	0.801837313339993	0.876774879498936	0.287238202267586	0.731980841980395	0.633993033437904	0.787773852591395	0.742741717531583	0.775052830954749	0.83953626585541	0.584505623233817	0.698553999071588	0.898355327110646	0.458170674296414	0.887075308304772	0.86976086872317	0.641530644430382	0.846888427176821	0.797959127947268	0.510290998189659	0.771272345457004	0.744036111459112	0.248991496440649	0.717958381517455	0.726727908790793	0.545825157617074	0.710212838510106	0.853789845533847	0.705963580934979	0.881179707570637	0.8151349081525	0.756230551708019	0.668487547956025	0.825955245800869	0.692025907278964	0.845958429770178	0.4931613091809	0.338933580415796	0.710754051634529	0.777293367150095	0.727207870804636	0.786280595317765	0.718880153685399	0.724887228244236	0.574586461221337	0.74957808447165	0.799972632866487	0.757734330373686	0.593150293097569	0.83308127050606	0.735785752628392	0.570746155640247	0.0313944659884098	0.722522750954127	0.831395801570206	0.841835519232568	0.764556241613376	0.892679527871326	0.782539169334474	0.585106326109439	0.78946593509433	0.906562999180658	0.8148366367469	0.638616566566211	0.480064659151833	0.593606094691483	0.805440312050193	0.485290691020295	0.396203859801133	0.831615412064951	0.66470989028948	0.469669795370343	0.344035438310174	0.760897315583515	0.605085420929139	0.517262938912386	0.460521880047603	0.294129983538613	0.539343353183405	0.734778605543448	0.885332434751301	0.598591309115266	0.5979767560193	0.76559954965172	0.732861366574963	0.720181703884306	0.421292712765203	0.550561053031632	0.763667695137149	0.816184699459592	0.706083539974498	0.729336279547433	0.641168569509841	0.824484661098773	0.595365002765189	0.721059331915433	0.80965084685631	0.722356544253547	0.258236761996515	0.732816690055734	0.585274173352091	0.625291656249488	0.692760110045055	0.73857303714435	0.902899504951564	0.694323482111577	0.723639531656027	0.681976393119358	0.693322302611049	0.882678466772093	0.465289813615093	0.71534692704012	0.721898042144733	0.319887811967494	0.467182185202684	0.210801851679523	0.784060173301828	0.837968309621649	0.110933040128896	0.0118494500031258	0.807785446091094	0.302223925735732	0.234892676462625	0.742044900841649	0.408457389420162
NRXN1	0.898404604887888	0.630871424370664	0.665274392256763	0.69471460955039	0.748214463082089	0.774064865031225	1	0.736175867764448	0.826271798223396	0.71584406334827	0.649621340037769	0.63792602666958	0.720736852939554	0.707302116996599	0.802577985744335	0.638820481563474	0.562484855429855	0.534590185203304	0.694896505767533	0.755527509180936	0.67746946616245	0.879969585338057	0.728502403529366	0.751728056925923	0.0930996470780889	0.219577334409882	0.722043525010803	0.605428706834254	0.735814679536367	0.710436607747078	0.530823319058351	0.883954029458373	0.712690599893249	0.742320635456685	0.61695420945308	0.829758392108135	-0.156343492245256	0.825667882892723	0.797716911681521	0.0695217707035054	0.688333883124072	0.547668246693034	0.784710025704369	0.631131090306822	0.779860368375531	0.704438710420209	0.451444700267106	0.538706939995418	0.837675453845062	0.264496689356585	0.777679044232689	0.878760537610099	0.686362157758543	0.715180913987655	0.786779422614678	0.33191298860975	0.736229859941177	0.859704948892524	0.125951893579115	0.641367495781491	0.739549518979021	0.437440210778158	0.723839506663503	0.77561843933712	0.529306303397459	0.782951743685825	0.761966793370608	0.713448190691499	0.58514248674899	0.752553403665737	0.40855664536046	0.826942468798393	0.719475999255254	0.30675630986089	0.624684224276029	0.745488466557567	0.63772854833829	0.573976391694078	0.772620404994278	0.691539470200197	0.447204372996657	0.606736475629056	0.750483247551919	0.698141736769226	0.475337693887599	0.77740738376683	0.663832559545836	0.647394250509958	-0.133505373929678	0.675172679961725	0.694769730939619	0.856319059475498	0.767342939417683	0.813745588281739	0.727849746079026	0.513670280902502	0.622689871319513	0.854601365637006	0.814843249381696	0.453091036937553	0.437201077791115	0.497019378428208	0.600810312312121	0.447039574728728	0.23572650716238	0.72732600994292	0.469908208456972	0.331222280850783	0.258807803954956	0.531007719389194	0.429728211413453	0.414894030697606	0.390774074450215	0.238679648992955	0.541254632954666	0.837963155123728	0.805443327451455	0.519110209634081	0.364302997034555	0.680862169016689	0.793244514788514	0.541919889302833	0.272240508409628	0.482827303950379	0.805632650811113	0.638823898257629	0.675258571975005	0.730906622338204	0.448715209280321	0.821308543182389	0.535785245711624	0.695157079070968	0.567109256454714	0.578965831874114	0.105901305455817	0.716079785689595	0.440759537538548	0.719731257245287	0.520303099013565	0.623431755818309	0.764352035725713	0.521465985389394	0.515979489813609	0.396905997892239	0.56869376094765	0.646258822612392	0.263975345025942	0.544251335811965	0.661388749425251	0.120313887704048	0.321909931582495	0.0989232169461979	0.602022883734233	0.699115461302879	0.0940798545853954	-0.0870820974696567	0.604168096155213	0.260436711023574	0.143037318692191	0.712649163286685	0.221105933824533
NCSTN	0.835520150972545	0.792802137372679	0.890391326698907	0.927854369337454	0.938482752053767	0.810397383252656	0.736175867764448	1	0.894991985707357	0.891311253079838	0.456866740564126	0.894986913915195	0.721591845878101	0.437130633670561	0.740332872772897	0.855578752184244	0.73390312068531	0.836632905271403	0.80449358046467	0.670201694073229	0.859934168186546	0.817373958560741	0.547731910957829	0.857250866200334	0.562801319432465	0.611301450415344	0.872584066103924	0.894580022431055	0.873770578208924	0.932108695697774	0.775643363926849	0.857235830537329	0.844346409537461	0.945671923882508	0.324894653205761	0.92633534930149	0.283121092372352	0.872058392577347	0.774393747868534	0.502760124856882	0.699368432134538	0.810745411861278	0.872184549420446	0.800772111395021	0.867658819323525	0.947010986378985	0.837895498450956	0.815867246177444	0.896886523710847	0.293341985843951	0.664309264908039	0.845986798437676	0.354169513768534	0.870901341662582	0.664138179179128	0.677929557016649	0.901855279360361	0.608275231473942	0.478692259393204	0.903099244242697	0.853995989668598	0.772608198546234	0.807028824005481	0.677525431882994	0.80698074044173	0.827129085467643	0.826839405192985	0.846796178696341	0.899770731968136	0.820957178753855	0.690274774884825	0.815163195454855	0.447167475885047	0.623002939507001	0.852084397359021	0.785564958249557	0.906238124771352	0.875847590658072	0.752813035510689	0.846958200421164	0.733356478603472	0.903431845929551	0.919750712669445	0.910941676382911	0.759586366549981	0.847234057152063	0.872299566299673	0.628930309384969	0.298765048251772	0.848652920496157	0.886931207680648	0.763588978294561	0.883960043786505	0.759076734596529	0.564781459015026	0.814002388232845	0.727569320443158	0.891752080502865	0.743969970767808	0.713548699735713	0.752624780945258	0.791757470464708	0.861955075931571	0.781759212435499	0.624986265715035	0.752860772384594	0.817124650654914	0.646848478847096	0.49607051173153	0.723783092503053	0.622767416852579	0.713192133401565	0.752079266920053	0.4577413699849	0.686302476364765	0.752234333089958	0.930334541491242	0.816943418098313	0.686180440342048	0.861487836647196	0.504841511864727	0.839278022265766	0.587755806584683	0.802772261949458	0.590617553215587	0.681106147717293	0.860317453004461	0.88329145602258	0.679174051214818	0.793839163692862	0.771514840413533	0.862121868530351	0.782134876993183	0.828506662128479	0.483080388575229	0.518385969930602	0.76115179224421	0.780724338163911	0.841629486369471	0.803444137976546	0.899824784346327	0.799403212657217	0.843802109492926	0.752077000293734	0.828426441125682	0.802997177372509	0.595984189630253	0.796950137095169	0.925293019313404	0.57447202183008	0.655274755706096	0.429246325763655	0.806685878194285	0.82067568340426	0.193252434506077	0.146013258910024	0.805790003785009	0.395531439314896	0.241292138642847	0.883678938568152	0.614046025230527
ITGA7	0.937293453961523	0.698728328575978	0.804788403748322	0.867300582564154	0.857921580969692	0.850476479408146	0.826271798223396	0.894991985707357	1	0.836672756292193	0.619627616251801	0.831636705324125	0.73623526877095	0.616531517860587	0.832558430572754	0.781129534560519	0.578768384065628	0.748912605346961	0.734743532946667	0.719017600407546	0.790175879028231	0.896989897710409	0.680528114617861	0.82435370077394	0.306123052235568	0.398893187885642	0.824014996907965	0.789991524258724	0.879019408416019	0.844924613329365	0.662337436557427	0.922948226033169	0.764651455997679	0.872792570074051	0.447388479670514	0.932199537792107	-0.00200504563356157	0.918010789842745	0.852450477836327	0.239548200554801	0.756740923326209	0.66723169251093	0.884412613268433	0.73965230024728	0.900179053189314	0.880862429776498	0.695935675897063	0.682452962709085	0.92056918476671	0.215995980859968	0.759724753171153	0.914910462308192	0.547958885716089	0.795925061414504	0.723441567244751	0.456354166786889	0.882847048402134	0.760403043843595	0.23110717096157	0.811432334023979	0.887119657955575	0.643381240938201	0.783347236757205	0.75462143377844	0.716418542615164	0.90867319434266	0.855247890550401	0.884482988162909	0.769065295894423	0.847552705732878	0.534429560800034	0.826259374961297	0.55560580358531	0.390468102360234	0.731062264825195	0.853952409181289	0.786790839939284	0.733089447245292	0.735186441001798	0.788458522117681	0.522788799202219	0.782319236119568	0.891354170923095	0.839483687430138	0.629439754442338	0.865207379779455	0.827053579559738	0.654291859657377	0.0004879456498423	0.767011118486663	0.844570125647289	0.886997693288589	0.851632095207752	0.821216351224756	0.708409203993484	0.690455818679002	0.630170971377627	0.932636413640679	0.856798833985753	0.575883192858996	0.633672979787156	0.661395367466837	0.730365675159601	0.627373596600165	0.444493211251035	0.773834065735428	0.628343077809651	0.428283888944713	0.326630553736555	0.665234203780805	0.498665399709313	0.580832212390071	0.549508607588845	0.281498782102183	0.614626065220058	0.878077592365816	0.94115625769585	0.690217553129009	0.519977376058786	0.803755413294061	0.598777201653073	0.677387686444063	0.378832286073098	0.660369548587521	0.710366654186386	0.681889242606176	0.847090579570965	0.847469468437277	0.531178122868167	0.896488027948571	0.659877719634477	0.836811538213259	0.70003615072256	0.697082816883071	0.213808778526595	0.653373395224149	0.598912940595363	0.739369689831782	0.684889192962752	0.709339149094114	0.884593530203697	0.654729034795731	0.739899623968553	0.573304261237918	0.723352571964036	0.741526841699765	0.366577659621559	0.683928173666592	0.80853788009907	0.309742841609244	0.474553602948076	0.167315045739148	0.691680813424581	0.80540179513795	0.147054919265118	-0.0216252663218116	0.700864543982719	0.34212944565277	0.208431508684565	0.78801669893447	0.410319575770784
LRP1	0.755621480530449	0.760018036744152	0.812594797442341	0.922356103752961	0.902454838719482	0.730562699296399	0.71584406334827	0.891311253079838	0.836672756292193	1	0.401703413223581	0.917839113097641	0.722285968428734	0.367919257390359	0.706225588409014	0.90263456461964	0.77804024104453	0.906552912045705	0.850042203140143	0.695182331764985	0.81090260738899	0.775781436257595	0.579763284596079	0.862373290307577	0.651545991007279	0.701938797526951	0.847226671109822	0.870067663433826	0.867088471269874	0.879376718763021	0.854193101671843	0.803905347595457	0.83086918861026	0.875824264223062	0.261860165751235	0.862602519941746	0.426098096767904	0.822476282623896	0.718483074859409	0.590263610243526	0.642247565881435	0.818946946079626	0.851272912825471	0.812060920437501	0.783004192505734	0.881481394149851	0.818571383359204	0.855745179179839	0.806672351829998	0.287603934723678	0.58883792509094	0.830658904931312	0.316007939843998	0.819398691572642	0.651342283073378	0.699573570178671	0.873269247522735	0.550847726303605	0.581797115401984	0.880359142943917	0.844410252810729	0.822963137447412	0.835109661987856	0.605912289028028	0.736559086299781	0.745220848143659	0.785930149959609	0.80457688034496	0.917005465785111	0.756798675097273	0.613433808795334	0.825902975658166	0.510325951306848	0.654699379920698	0.872925196736149	0.74301689457787	0.892521849905886	0.809497064604369	0.784711041845399	0.886522270600504	0.709158366892377	0.880919305932737	0.886159949265217	0.889167196645255	0.809339659924213	0.846845960205297	0.854313345214197	0.735605262735282	0.409095020288064	0.873846180357767	0.838182350352075	0.706233543356138	0.916375399326711	0.628930331160268	0.524343540643867	0.846478684240437	0.702310211971614	0.811418077415596	0.660364998271727	0.726794703793131	0.850458046325018	0.781998258886835	0.781345642835366	0.868026517762194	0.715936034978377	0.625694935861501	0.783217789012168	0.65847993154151	0.557454846340007	0.636608961692729	0.638693652169698	0.780633426215916	0.740471469780725	0.554843578462044	0.77152875458663	0.750194261417475	0.853118966843219	0.845966544975685	0.696256048481304	0.869770125696862	0.469929784503315	0.804893933822353	0.638536052985852	0.854042938024361	0.528907747788441	0.59437514849526	0.815257794024691	0.863257326467229	0.678291068752241	0.68487632238356	0.810674398793245	0.860857783131409	0.709264028019839	0.825036107986819	0.550336106881042	0.44525125190973	0.784568550255591	0.770069850670408	0.809253067235263	0.781078728803913	0.840077905050658	0.789982170025674	0.73753679265734	0.703413690024255	0.863035584535894	0.694220278215589	0.622311283723772	0.826350166647362	0.934065698295522	0.548907895518078	0.707487040633007	0.513879174464951	0.768764771814235	0.776226176004412	0.195283414228417	0.193745890963809	0.727191161287804	0.400517048847917	0.196864927556845	0.813006170170249	0.635497770720563
