""	CD3D	CD2	CD3G	KLRB1	CXCR3	KLRD1	CD247	KLRC1	CXCR4	CD8A	CD8B	ITGA4	ITGAL	CD44	ADGRE5	ITGB1	FAS	TNFRSF14	SELL	CD69	S1PR4	ITGB2	ICOS	CD226	PTGER4	TRADD	PTPRC	SMAP1	TNFRSF1B	PILRB	IFITM1	LPP	SIGIRR	PTPRA	HAVCR2	CD74	SORL1	VSIR	CANX	TFRC	CD81	C1QBP	APLP2	CD63	CD46	TREM2
FAS	0.161494361617886	0.170104720525667	0.225878026977274	0.230329784304304	0.312370837534399	0.00768373943666989	0.348633814905216	-0.162984281373678	-0.178015856152822	0.060281902196658	-0.0329762390994124	0.0641795684564078	-0.31550248038137	0.249919498069166	0.19184843107261	0.368879917174351	1	0.493454051212956	0.332933789526337	-0.370770022248835	0.269628730203822	0.408278153792131	-0.0204248044304359	-0.340496411341794	0.00353877729043505	0.700209751993701	0.107986576411279	0.333773908761537	0.076851320985845	0.3957190687114	0.53474471031767	0.310465566892022	0.34865613802124	0.322916009462013	0.13363452479415	0.328115474589259	0.195102899987624	0.183121174672396	0.375395645645722	0.0840755329069536	0.31401499832336	0.565379166553753	0.353976315365685	0.424633167411579	0.382769670981702	0.0692010503754965
TNFRSF14	0.0973544489628172	0.260447508078393	0.353174646851444	0.415088969736763	0.396633311626293	-0.123009597414708	0.195510423727108	-0.184960445469764	0.30646597085689	-0.135825811065703	0.0898043323627015	0.270993264323181	-0.108166755614846	0.432894536474606	0.324156689039293	0.690199081107911	0.493454051212956	1	0.296993923044897	0.0107953449338271	0.483095642824147	0.535799789852311	0.27629233330507	0.00132877163489001	0.386901358566423	0.619083435681795	0.375778146649546	0.67597600469958	0.558197038960396	0.328075853433122	0.758871814202616	0.537825372758432	0.700026173703837	0.427767393238651	0.360293669805514	0.710029917183942	0.450330156843342	0.62549361330325	0.632271633550632	0.318457309940441	0.500533206224466	0.668217359823367	0.467768432620514	0.475520995461424	0.64060544076403	0.231615450577979
SELL	0.0210112806909633	0.0604576683407336	0.0759899630840424	0.505953056409779	0.0168945947473279	-0.374778270466492	-0.19878872155025	-0.277185947234942	-0.183058948930672	-0.574736999627308	-0.433718293363497	-0.247561609435992	-0.504004523307057	-0.209381151964373	-0.283683505640219	0.141018530387328	0.332933789526337	0.296993923044897	1	0.105642992831166	0.0999166511441933	-0.167033442451636	0.293510597300551	0.224405756054193	0.265688106356472	0.269461008969349	-0.0611026049538992	0.16162253063751	-0.164720865141413	-0.288597837229138	0.146379018032211	0.00822411353258543	0.0118771614794233	0.0530902642648021	-0.195145760727729	0.108180823598568	0.187022437005583	0.0825529700646319	0.103323028165084	-0.0713742642014974	-0.108629319759829	0.342493756215278	0.0207299799095064	0.0112930109189149	0.132674848982355	-0.116808987105094
CD69	0.245119752653583	0.211998263694665	0.386845240365591	0.511461827083577	-0.0975694411950244	-0.122742132826802	0.0279630237303894	-0.0397635570399836	0.731800988935134	-0.0635521639888449	-0.047066605324797	0.275402928311151	0.300846030369398	0.297303886825074	0.159294603771154	-0.120174156424349	-0.370770022248835	0.0107953449338271	0.105642992831166	1	0.224784350986464	-0.258980134399663	0.53821486014283	0.512265471050738	0.51843819784008	-0.183546441394137	0.398732956115818	0.0569824412490099	0.0282473907047213	-0.153446479078833	-0.087964881530429	-0.0719837905036427	-0.0653120094279369	-0.153524715978602	-0.252609555969483	-0.107750107439576	-0.119806918822496	-0.0104270657203854	-0.0995967305294818	-0.161172152458936	-0.286135573940333	-0.102778963726995	-0.279532299973684	-0.312527022712022	-0.0409487607936352	-0.294932406938388
S1PR4	0.432091707904847	0.430222096632633	0.621209557187087	0.394427910534142	0.1718375063689	-0.18091404562575	0.126677924105439	-0.114900263081304	0.356019760715882	0.10089574850191	0.0762084289450311	0.509634328771248	0.12363372918192	0.444123970336242	0.431685190069295	0.373001700645383	0.269628730203822	0.483095642824147	0.0999166511441933	0.224784350986464	1	0.130305915147003	0.554891576732005	0.150642384184632	0.0719806359049756	0.369793269677796	0.48290060407985	0.294534420510216	0.209199372667883	0.104614262971109	0.549429336725964	0.189299214937726	0.241125570852836	0.026898103619007	0.007568584513771	0.269689788985616	-0.0320548214735943	0.210422734485616	0.254959927662819	-0.1551784241593	0.0206808743279769	0.479476854085672	0.0965487829734817	0.180596052802444	0.180287526192189	-0.161070144898759
ITGB2	0.00599811208586608	0.0701828752225962	0.165391576060031	-0.107920856054094	0.303993093809166	0.160996582348105	0.224918478422711	-0.0224670042830639	0.198402814793045	0.258102615767592	0.277039043461758	0.359541667422395	0.214268199530884	0.46086357678487	0.350619674340215	0.592523950126623	0.408278153792131	0.535799789852311	-0.167033442451636	-0.258980134399663	0.130305915147003	1	-0.146242514389028	-0.304712097098878	0.397163970461551	0.517119340374362	0.406319130718963	0.479790964449659	0.699817716906528	0.505161285263235	0.488398218548097	0.486394449054727	0.613104532789651	0.422948671441452	0.862659008944751	0.797515391719101	0.714032093822074	0.75138870594231	0.517220994090503	0.703152552548886	0.808948493442715	0.401326340957899	0.581060131601514	0.539938077639732	0.603971916018936	0.753923333140346
ICOS	0.537667254874588	0.566479235186048	0.609176283231428	0.578432431359745	-0.0747847718381974	-0.351848386420612	-0.0854319855047662	-0.20269565367321	0.380411238159266	-0.127610090411464	0.0633812708775542	0.351777620134059	0.117863591545448	0.223880496552403	0.291438855665621	0.136576865280018	-0.0204248044304359	0.27629233330507	0.293510597300551	0.53821486014283	0.554891576732005	-0.146242514389028	1	0.357507039718131	0.101567746486682	0.138029144401484	0.51691823242519	0.308169998206649	0.121923669538131	-0.144375118490491	0.195089351307039	0.116446511576196	0.212587543270665	0.0444638678988552	-0.0520151340503945	0.0618123835825294	-0.0345092131043012	0.136667604306711	0.136996213725487	-0.149442761802729	-0.130549528656309	0.194215482411545	-0.0453589943136246	-0.0590941571380894	0.119831638450109	-0.208052403362597
CD226	-0.0297872325739717	-0.0755371883177781	-0.0489112118973362	0.432832135683478	-0.39967670093914	-0.161001162767256	-0.113264404043572	-0.139555175456138	0.225186986556283	-0.452452182118468	-0.388475662719161	-0.121081889693383	0.0354428685592075	-0.128592467478686	-0.0677848098426699	-0.0860003644102924	-0.340496411341794	0.00132877163489001	0.224405756054193	0.512265471050738	0.150642384184632	-0.304712097098878	0.357507039718131	1	0.160794515776189	-0.176307885340241	-0.0665818206026064	0.080036210186058	-0.127864429868014	-0.479413790297914	-0.141776465067132	0.00861527454009091	-0.326971305957257	-0.160563065157088	-0.109962292977414	-0.0559716949405898	0.00743088295472	0.0372849246672053	-0.0280486776513408	-0.0154091572659616	-0.185905160948551	-0.0124176830704413	-0.0954879468998882	-0.156324994734978	-0.19819067004143	-0.0778286065407741
PTGER4	-0.0652226959184544	0.00149989243040321	0.19570636023398	0.357282860884286	0.223995166952974	-0.0509305550025084	0.0371086758867562	-0.156831890649988	0.593578311163881	-0.116540712007458	-0.0480125475130811	0.216169980706987	0.1751253326357	0.343756037129331	0.123244617779205	0.350890898451453	0.00353877729043505	0.386901358566423	0.265688106356472	0.51843819784008	0.0719806359049756	0.397163970461551	0.101567746486682	0.160794515776189	1	0.22479528307055	0.364404619328261	0.357250869953459	0.466039154624271	0.131562183014368	0.260369865539768	0.291021163274389	0.342336275193244	0.227181963928893	0.33724600196637	0.526373978765112	0.466127245757018	0.494919955687484	0.293394661221164	0.426433852599821	0.361016197234306	0.230693412202296	0.216202064102464	0.134704025155913	0.433113993032798	0.277337243845816
TRADD	0.0959693895090012	0.168992791875539	0.258831569106412	0.410281938782379	0.280799590861406	-0.120969172917417	0.312350153197357	-0.291671291370592	-0.0224260499238383	-0.0575445040418982	-0.0476107268246775	0.269688557899234	-0.262846485160307	0.346675198447148	0.114197552618615	0.547420805885679	0.700209751993701	0.619083435681795	0.269461008969349	-0.183546441394137	0.369793269677796	0.517119340374362	0.138029144401484	-0.176307885340241	0.22479528307055	1	0.222838201195534	0.555874753755053	0.223301847901837	0.262715135184811	0.629124300121521	0.519392025263029	0.427205564435229	0.325908423245069	0.332733739987426	0.587184447606181	0.36652404708511	0.427236417491998	0.533760077005229	0.279185183864312	0.450422986682371	0.708158350559834	0.444735114550781	0.473204448133619	0.41681914383717	0.230206345425029
PTPRC	0.722970379178208	0.800755947647188	0.859647517700554	0.220699414270617	0.427830186525501	0.061424016016603	0.321627778850619	0.174891210830029	0.695182342752978	0.478427541377069	0.620037229426699	0.705280451304988	0.610363781314523	0.732179132445038	0.67406241971203	0.331216345321117	0.107986576411279	0.375778146649546	-0.0611026049538992	0.398732956115818	0.48290060407985	0.406319130718963	0.51691823242519	-0.0665818206026064	0.364404619328261	0.222838201195534	1	0.282598049038057	0.5039460919887	0.344865347866803	0.393872463790557	0.107339310500485	0.537456405737249	0.167983182445059	0.254389022520537	0.318124051178139	0.120811651276809	0.323228449286795	0.185209533608525	0.0218067778586474	0.131934925778375	0.119247101765174	0.0267512559480133	0.0484966410367477	0.448486161539859	-0.0143581790483319
SMAP1	0.00699595180091672	0.137375936540979	0.205685107021486	0.283770331604735	0.214744436025698	-0.261679030160865	-0.0781150036050604	-0.289746342100236	0.20754097228161	-0.287963857235636	0.0253354436714375	0.359522894362892	-0.0295154164791519	0.278468831581344	0.259237035629546	0.833887722765433	0.333773908761537	0.67597600469958	0.16162253063751	0.0569824412490099	0.294534420510216	0.479790964449659	0.308169998206649	0.080036210186058	0.357250869953459	0.555874753755053	0.282598049038057	1	0.629045474708256	0.282391023447858	0.666455329504049	0.850847589551204	0.690647594560993	0.822878054729102	0.485064744474333	0.741441029476777	0.533000537391101	0.69561671955215	0.937820521621996	0.502032773806591	0.704101709729675	0.757459438280703	0.83626627035681	0.815915430364961	0.70562397488404	0.368015115604011
TNFRSF1B	0.0633475851638683	0.214480011683465	0.307594759295751	-0.0861462033020306	0.329998604537125	0.0349241551659867	0.0128878462136717	-0.0357324320863605	0.443269742248492	0.140060022701888	0.355962264072618	0.402024931752532	0.377110469047319	0.449235966619562	0.51174500193122	0.729535739974161	0.076851320985845	0.558197038960396	-0.164720865141413	0.0282473907047213	0.209199372667883	0.699817716906528	0.121923669538131	-0.127864429868014	0.466039154624271	0.223301847901837	0.5039460919887	0.629045474708256	1	0.542150346113631	0.589423818160573	0.589072161614792	0.808886343983688	0.612234526753997	0.693181057567191	0.725956563617815	0.589705099118446	0.761340234929987	0.638812167124787	0.622925204116712	0.73469606973698	0.323099635474502	0.601719066697935	0.548573700315229	0.808032530991635	0.499372736557657
PILRB	0.0890362899478903	0.240839140002067	0.318703995680073	-0.178010414716114	0.324734062706727	0.267460089701401	0.316222778201316	0.016621347885042	0.237775960957575	0.474155134189083	0.383633796550376	0.262627211747011	0.244484778166191	0.485720783731144	0.52922709801891	0.399058746545139	0.3957190687114	0.328075853433122	-0.288597837229138	-0.153446479078833	0.104614262971109	0.505161285263235	-0.144375118490491	-0.479413790297914	0.131562183014368	0.262715135184811	0.344865347866803	0.282391023447858	0.542150346113631	1	0.439050476555792	0.38348891900916	0.594078037673113	0.490109129473675	0.317967307626057	0.277124660277631	0.179562430655319	0.268566062012904	0.360017286194839	0.256722430569339	0.451392868447756	0.0899416357244012	0.36381550445788	0.39508709779666	0.596021137720969	0.137473173193317
IFITM1	0.192031570027458	0.321616749196866	0.425585003019041	0.279477861271149	0.478462503332383	-0.00994365998535338	0.264291612101308	-0.0759994374759275	0.248045826806632	0.00794692025937421	0.165013837059288	0.398992085059054	-0.0155907283801247	0.484936528049178	0.451016660487059	0.808438250774416	0.53474471031767	0.758871814202616	0.146379018032211	-0.087964881530429	0.549429336725964	0.488398218548097	0.195089351307039	-0.141776465067132	0.260369865539768	0.629124300121521	0.393872463790557	0.666455329504049	0.589423818160573	0.439050476555792	1	0.616062412592329	0.713747542440451	0.548961980759125	0.297850795997095	0.626033202167947	0.319188002756154	0.535747919803918	0.703116652649412	0.25232705848158	0.54261431655327	0.741491652218965	0.560132188320763	0.617180378015157	0.721446102502278	0.126830638938631
LPP	-0.190919031382602	-0.0697975038044121	0.0555034474247513	0.105882806721739	0.123209070397584	-0.221236300253595	-0.0904549112453135	-0.343256502666972	0.113096800610824	-0.216195912755424	-0.0564395838514693	0.21624081239661	-0.0748968290726894	0.230541801054346	0.216061042925292	0.783810192051485	0.310465566892022	0.537825372758432	0.00822411353258543	-0.0719837905036427	0.189299214937726	0.486394449054727	0.116446511576196	0.00861527454009091	0.291021163274389	0.519392025263029	0.107339310500485	0.850847589551204	0.589072161614792	0.38348891900916	0.616062412592329	1	0.613131172551756	0.770882392367058	0.518207506824604	0.680630185054393	0.540462076398355	0.666689004153696	0.868281801422254	0.571577533681398	0.757339973606888	0.622573040492308	0.843595057201652	0.794673075366938	0.657590242974079	0.418077843126992
SIGIRR	0.17897906370325	0.404879578542618	0.43223560665959	0.0532874192362586	0.560006259825321	0.0520879467333726	0.187593695717886	-0.0384144446130443	0.36532411747521	0.120343256915944	0.461063196670958	0.485800084610213	0.242618545581247	0.490519553589004	0.473297467263965	0.793799887530945	0.34865613802124	0.700026173703837	0.0118771614794233	-0.0653120094279369	0.241125570852836	0.613104532789651	0.212587543270665	-0.326971305957257	0.342336275193244	0.427205564435229	0.537456405737249	0.690647594560993	0.808886343983688	0.594078037673113	0.713747542440451	0.613131172551756	1	0.668226320308687	0.487095035927624	0.651107318471769	0.429636141129542	0.606788803283864	0.665312582429408	0.400088742161195	0.623141240156455	0.454754990522087	0.546525398338344	0.556502821132137	0.803927072842813	0.269459354750924
PTPRA	-0.078040571739073	0.0477181665255495	0.0808234296105093	-0.0624432145731044	0.24184066671924	-0.125698747531449	-0.135126099030963	-0.15273594510341	0.0417797501801724	-0.131691109593545	0.123842127595994	0.217723957144965	0.0199299884528636	0.157725290393574	0.29958709931732	0.762498657581802	0.322916009462013	0.427767393238651	0.0530902642648021	-0.153524715978602	0.026898103619007	0.422948671441452	0.0444638678988552	-0.160563065157088	0.227181963928893	0.325908423245069	0.167983182445059	0.822878054729102	0.612234526753997	0.490109129473675	0.548961980759125	0.770882392367058	0.668226320308687	1	0.427727219005285	0.554678005628269	0.443482115407592	0.534443767936728	0.878080711172344	0.483923948089533	0.723073343137656	0.558593954104164	0.883614303293752	0.870076210104833	0.749932153509902	0.346327105931106
