""	CD3D	CD3G	KLRB1	CD2	CXCR4	CD247	CXCR3	KLRD1	CD69	PTPRC	ADGRE5	FAS	ITGB1	CCR6	CD44	CD226	S1PR4	SDC4	TNFRSF14	SMAP1	ITGB2	IL2RG	ITGA4	SELL	TNFRSF9	NCR3	ERAP1	ICOS	TSPAN14	RACK1	CD4	TSPAN5	PTPRA	PTGER2	LSR	TRADD	CD74	CD47	SLC16A7	HLA.DPA1	TNFRSF1B	IFITM1	CANX	SIGIRR	SPN	SLC16A1	LPP	MCFD2	SORL1	HAVCR2	HLA.DPB1	PTGER4	RPSA	IL2RA	CD63	C1QBP	APLP2	TFRC	FGFR1	CD46	VSIR	LRP10	CD81	CD68	PLAUR	NCL
MCFD2	-0.55318582858249	-0.368138628478298	-0.329525927478977	-0.482463582368482	-0.58365185347599	-0.261197572126965	-0.204509417063928	-0.623602129263085	-0.430711712661869	0.110191740012011	-0.0888903042575794	0.625899448385209	0.850868941426846	0.329518752466211	0.682973791030974	-0.102079584744476	0.0401294601126762	0.884745973797074	0.535274229845585	0.754390947358001	0.615754989191232	-0.259374739856558	0.655321893858441	-0.688850718413525	-0.2525388273749	-0.429985179185728	-0.187629008606264	-0.659846702213028	0.580239002200305	0.823112854161	0.748118835782526	0.693687693265831	0.688499946431909	-0.231964282546338	0.293138814183162	0.57093612426039	0.898334472740251	0.790885023576342	0.339033194041558	0.891382498789858	0.598101658051451	0.450143832120567	0.947933356145458	-0.0480744585422389	0.569588267647262	0.420311536777751	0.798198636565812	1	0.564226036985361	0.750479729822322	0.879069152500684	0.68721366058101	0.409902041254675	0.126897749881178	0.86306320401619	0.87484089664105	0.830549963952603	0.774800559302812	0.810269574600038	0.590906715247278	0.797562509235752	0.672974119728338	0.872867432022721	0.867568409295891	0.878045437275765	0.876695430717598
SORL1	-0.506602039065211	-0.445445135140613	-0.505063370039745	-0.39330006305829	-0.460481522874365	-0.376030616447461	-0.537702515956855	-0.470483657777511	-0.41057058252618	0.0719583966957253	-0.246493287716132	0.321485172323632	0.425870029395074	0.0757000741442978	0.324354489939707	-0.283586333651123	-0.258054948139326	0.582184632063196	0.188759897667272	0.518781152937552	0.547263374443253	-0.332526478956199	0.376907781947674	-0.539716558205481	-0.135725162297771	-0.175048144406473	-0.149912661263947	-0.465960908975406	0.376998142377605	0.206804819326674	0.521585311475185	0.386584856088697	0.650879808401072	-0.165067409596341	0.196189870616736	0.213441461512003	0.5255839521379	0.285799890258536	-0.0125259771395795	0.44384601353535	0.480162851585331	0.0378332958960627	0.581024584840279	-0.216279156742026	0.291833958175213	0.358893137593851	0.64748168516852	0.564226036985361	1	0.786827198155566	0.41076328320235	0.266913433777406	-0.150032014659013	0.0720879695909206	0.490523453739445	0.277483033281946	0.656835367976973	0.807829233720973	0.582178990298094	0.636127761434583	0.687508011005714	0.193344759138841	0.73936086918954	0.62418948188051	0.772836644901498	0.49383747476418
HAVCR2	-0.495804263007767	-0.291471046460984	-0.507332980804215	-0.303904793224521	-0.520097578214046	-0.318943790183095	-0.225334516653654	-0.525046039045478	-0.519934597845204	0.168121173677192	-0.301233393269465	0.634348497937661	0.672013881430939	0.436867247331949	0.379781784752268	-0.14378522152418	-0.0610193858482943	0.757938185650647	0.458542408160496	0.759037180236626	0.73008640902036	-0.0493185003922221	0.709573297963182	-0.412596420922788	0.20579930627297	-0.0535927082241145	-0.362027847227458	-0.387988552028636	0.7762019413997	0.466324947915653	0.783930626770197	0.641550721248897	0.764351751135665	-0.466257582503229	0.10179620495279	0.439445740993248	0.81858990975155	0.574056134950426	0.186198720433084	0.744403382700762	0.786029783442637	0.338175002570804	0.796935895587957	0.183954333075908	0.361078185978794	0.565304337209568	0.770125932316107	0.750479729822322	0.786827198155566	1	0.720738219088895	0.509037941197492	0.0220236544714485	0.441491324584605	0.694982821029953	0.571943534403237	0.825471350230796	0.917372837442263	0.759398856900853	0.661757873866668	0.93511237987967	0.527140083259434	0.895329059204926	0.824055941236114	0.922128843934361	0.703541202863519
HLA-DPB1	-0.27392212777751	-0.0414144633061865	-0.17401328752634	-0.166857910806196	-0.311997263410102	-0.105722189815342	0.00743452084085933	-0.44275774271632	-0.223461743558434	0.37737071027084	0.0557460721475508	0.720757537160732	0.91292941610851	0.58360910201999	0.715671541861522	0.112784910721159	0.271503592490369	0.777178565152054	0.746543334707027	0.7163762273896	0.804735656684291	0.0611025535147088	0.803397715174214	-0.434328748121011	-0.0568765809293602	-0.309817676450463	-0.0922947701103301	-0.429495080660128	0.718436164895862	0.86959402806226	0.899386514434263	0.61169659815926	0.546315727343925	-0.172153583366646	0.36868255216803	0.648539580703285	0.985380262811297	0.901664812904091	0.378449321227274	0.996115041543218	0.775137774845392	0.635369220504905	0.851748626272248	0.291372260857483	0.743549965994364	0.286862531473204	0.689534021967174	0.879069152500684	0.41076328320235	0.720738219088895	1	0.788003384912879	0.536381621220198	0.327912499445565	0.706850670567961	0.912906609616192	0.670085346430148	0.665770515882668	0.6851135334605	0.559069285402647	0.825272288617315	0.754353458639182	0.766845552944519	0.810778852702414	0.80343429510629	0.902142984952733
PTGER4	0.0252929365741472	0.189669319968809	0.325725662799068	0.041397393856467	0.0362329187950094	0.313303404841702	0.350756299946993	0.028412035341112	0.147243410848179	0.578114722475054	0.508935278425691	0.371859197836454	0.681490639882138	0.294784067566725	0.823983471757356	0.57053189492907	0.282578933157901	0.541102966579333	0.716604945564207	0.456796681134977	0.471335459681722	-0.00166461521177164	0.588581710409261	-0.242661323596806	-0.13027250971293	-0.447404554657188	0.137204790421256	-0.208680880239652	0.664370587691933	0.869717162799547	0.684733106898236	0.504592652132822	0.173441268555717	0.0918528418515604	0.414926764669431	0.778910470317706	0.733066244631132	0.825694358644486	0.596341878862619	0.741819922930893	0.563036689579852	0.512464658171746	0.567387695195011	0.161774523625109	0.602340560719043	-0.0293962875657773	0.414838395015058	0.68721366058101	0.266913433777406	0.509037941197492	0.788003384912879	1	0.796836283141011	0.0351481744770514	0.335118119114608	0.83465277715785	0.333869905213287	0.389190428391601	0.422457608764994	0.30525233160086	0.689782393834662	0.652746722290635	0.452191249649636	0.594854082445064	0.616408961869209	0.774151139978505
RPSA	0.336089957554055	0.414378486395884	0.691240049667124	0.230399863830866	0.330395767308345	0.608825393137569	0.591753684939346	0.195330678572462	0.395283778262022	0.618783301600748	0.725732571585929	0.0418835383660754	0.435528640116656	0.146580030362045	0.826871856196213	0.730225879905219	0.511182817877136	0.204535699192574	0.491613095277535	0.0998236079133194	0.233872940524666	0.111317998616332	0.22705124080579	-0.101900382982776	-0.350958283852974	-0.505186297933526	0.584564910179988	-0.0268684837838905	0.338174112873656	0.82645569220349	0.387135382564268	0.208144015926337	-0.260696574954327	0.514347924796169	0.643872505863818	0.7248977884817	0.412119783475006	0.713770164823263	0.586879047219625	0.480818848112471	0.23190525845141	0.382996144503423	0.230875285264878	-0.00678917242687836	0.60108561896928	-0.39954341751646	0.0151460219415428	0.409902041254675	-0.150032014659013	0.0220236544714485	0.536381621220198	0.796836283141011	1	-0.267538471637917	0.0451824144848425	0.721114119446719	-0.0893436145610852	-0.120556328646314	0.0496896542485281	-0.00176621480510982	0.243205485193642	0.517781193956941	0.00161350596989546	0.237770111853237	0.161462518104466	0.495587599996793
IL2RA	0.0705543609246443	0.275559425994064	-0.40397163109168	0.33037492870752	-0.0146613165954125	-0.150063734148245	0.0733506407584591	-0.0873600041984309	-0.115261192618803	0.23325131389612	-0.226138690897477	0.773703535127979	0.350926482807083	0.786834167340464	-0.155506347854873	-0.0925087023288875	0.327739149839054	0.255204848022523	0.507677826274906	0.581813982983293	0.498829151498535	0.599983613782546	0.74564204077921	0.34831332277837	0.827243556479835	0.53793128542181	-0.531337257786911	0.299516438187163	0.582029292710811	-0.0259251682486179	0.504058587898035	0.440302063221279	0.547411850837962	-0.624090874794819	-0.337505804010087	0.167283905909815	0.375409919597772	0.280330947629358	0.0323439337586904	0.348079522032203	0.698217072554968	0.397253962947358	0.276049030847177	0.865304683984034	0.00458770125785166	0.501020266302422	0.355919957728502	0.126897749881178	0.0720879695909206	0.441491324584605	0.327912499445565	0.0351481744770514	-0.267538471637917	1	0.284608269871261	0.114565282254613	0.38687477771309	0.400405458067177	0.46533245301865	0.336086812251374	0.388862770414261	0.412226294637488	0.357835611455095	0.150483902031242	0.25816708096677	0.299809985471465
CD63	-0.761651347457291	-0.547387489676039	-0.620999118280806	-0.64619239453579	-0.801585376347554	-0.581932251717577	-0.443303672052636	-0.730599719616	-0.681155118799562	-0.25556000706832	-0.429336988798483	0.710346866614655	0.748591498615662	0.269991901191751	0.370242715886998	-0.432427071730647	-0.139482953844858	0.884892664899781	0.342746374509716	0.757249956496762	0.505848073259271	-0.336846802258033	0.585345593603263	-0.710065584167069	-0.0840829401476106	-0.24325559097654	-0.454667885459509	-0.701315704475252	0.422642883811459	0.574471311585996	0.5832560096772	0.646896178244295	0.837779845995318	-0.496528681566647	0.057241319021356	0.202001338093035	0.759798829880285	0.552954430852908	0.168820438296154	0.747359964837191	0.464174303940668	0.397440041064806	0.955158760473751	0.0029148959431669	0.265550633533541	0.691684120910306	0.818877068112758	0.86306320401619	0.490523453739445	0.694982821029953	0.706850670567961	0.335118119114608	0.0451824144848425	0.284608269871261	1	0.673008667931465	0.937526154792844	0.800689339105025	0.883185385869497	0.555363357743396	0.655586073366489	0.518206743026468	0.896078498872472	0.827305438230734	0.818963436442491	0.71874560991654
C1QBP	-0.215433701369999	0.030408521004822	0.061489723226505	-0.186081691939882	-0.278876759862452	0.0983761523547681	0.191792385450091	-0.343388452996403	-0.206656993998082	0.361697475975123	0.209815419249283	0.569483223410023	0.872665584120378	0.384201079490589	0.782471190904888	0.275415899422005	0.306224367179202	0.776960682924305	0.616276800268484	0.672238885830281	0.599619217099437	-0.0177836599704848	0.656500146994132	-0.494049886236764	-0.166819955737668	-0.38379265566101	0.0930847030395112	-0.418269792139611	0.673903389089098	0.961418128956844	0.733563857913852	0.680184514331288	0.437713188000329	-0.0496245874664429	0.467295507703476	0.749272993852251	0.86798768232084	0.943395627049868	0.599498456643841	0.899658483325991	0.59246117623936	0.629391708324143	0.807306618521308	0.12606783851272	0.679834787479764	0.254479463278725	0.634964769767129	0.87484089664105	0.277483033281946	0.571943534403237	0.912906609616192	0.83465277715785	0.721114119446719	0.114565282254613	0.673008667931465	1	0.594538824344928	0.518768097021216	0.647093952768446	0.491370891222649	0.702310159607104	0.760476271513221	0.65252235083843	0.710894677240982	0.698567701311114	0.912118687083148
APLP2	-0.737649398417397	-0.517157384952582	-0.685138945191485	-0.606451260314079	-0.794582959883694	-0.542076816067181	-0.450765851146773	-0.703417003050153	-0.722286395317938	-0.196300114835592	-0.472305063868616	0.742150020056834	0.754411522352725	0.28597608368247	0.264314476737236	-0.436495665937081	-0.159207272737802	0.925643370822063	0.318921112771999	0.867965538852323	0.516979491543261	-0.266268159975563	0.668603300154475	-0.67372579533084	0.0714726757859268	-0.0465081584474904	-0.548048674267776	-0.622416225271376	0.558683406692984	0.464921078944952	0.615475341497826	0.760599731283968	0.939793347895372	-0.63668986795104	-0.0684374806005337	0.260477638769174	0.754769398731754	0.511050752090943	0.236323563918286	0.710660506836918	0.548366952807032	0.438261514042617	0.923810375110181	0.0884152260103341	0.225493558623357	0.811471040968948	0.933435794418248	0.830549963952603	0.656835367976973	0.825471350230796	0.670085346430148	0.333869905213287	-0.0893436145610852	0.38687477771309	0.937526154792844	0.594538824344928	1	0.942911893062173	0.934051842509449	0.730960532702023	0.771418826190588	0.532999195389016	0.972599101880132	0.783613926451228	0.889969549694509	0.751207139978192
TFRC	-0.653010594984094	-0.463917582792746	-0.666466920214234	-0.511437274092271	-0.686477626995447	-0.474883423008883	-0.442268215256077	-0.635386811736176	-0.641196968128092	-0.0494172704951327	-0.432607180513275	0.693017976221802	0.726899848702002	0.317420931368607	0.274707937962068	-0.369103935704964	-0.15347272974641	0.862568174977593	0.356453051561892	0.836188700325165	0.592427638677035	-0.198101594911584	0.696603601551043	-0.591674237359887	0.118464240018679	0.00522336693202731	-0.519669036241187	-0.536379192790603	0.636810339130753	0.406459685920947	0.691593530807267	0.704700589256203	0.89149975719598	-0.599095454777204	-0.0454209790489015	0.307215836234629	0.767137231339546	0.479874143217348	0.205154674090517	0.69938836326229	0.636896957557317	0.412807462681524	0.846662400592568	0.129024780045776	0.290160223014035	0.728689432048875	0.923438576993606	0.774800559302812	0.807829233720973	0.917372837442263	0.665770515882668	0.389190428391601	-0.120556328646314	0.400405458067177	0.800689339105025	0.518768097021216	0.942911893062173	1	0.8644632555172	0.789854944180391	0.863155279890675	0.508380372510959	0.973835879688396	0.775858640014512	0.933276481716953	0.728911492638083
FGFR1	-0.561183848714004	-0.321084734609441	-0.501893949345469	-0.415799248184457	-0.590789633227375	-0.365174985413526	-0.287393783162758	-0.521169842051313	-0.537864550271718	0.00389831568211903	-0.247627326087593	0.809554920449461	0.804001963183455	0.346770586942713	0.384521527691978	-0.216438735834254	0.075798407960002	0.905647271728589	0.468257654290918	0.928911306992686	0.512802846257613	-0.151488966371684	0.770393857282134	-0.538727259442191	0.159471506548501	-0.0480118330337047	-0.434777788674179	-0.419757778879285	0.620414475862551	0.542707049960172	0.676835315123752	0.846865427943304	0.920050928221976	-0.537784914661974	0.0193300023987764	0.380720198576471	0.738974219608123	0.609533076125276	0.38554033339219	0.711196249911534	0.596426516205058	0.542851254282415	0.891263901024155	0.226340194246173	0.207661883791956	0.73876163033772	0.899996131661657	0.810269574600038	0.582178990298094	0.759398856900853	0.6851135334605	0.422457608764994	0.0496896542485281	0.46533245301865	0.883185385869497	0.647093952768446	0.934051842509449	0.8644632555172	1	0.690284090087028	0.739347874190965	0.681219172016723	0.898410488922714	0.696386749777577	0.836661417033927	0.811873765825154
CD46	-0.305380452048641	-0.110931819932041	-0.426298646055911	-0.235893281730734	-0.439883086346712	-0.126284218418167	-0.214428925701917	-0.54979838510264	-0.47289670065318	0.155380037709918	-0.21720697592283	0.649471846460413	0.742891151428209	0.365489526338344	0.232366413303563	-0.256927452403827	0.127038660660345	0.774862855882328	0.205813604585345	0.816878788277689	0.517343399311	0.0953906597092053	0.63152397501687	-0.553636597137468	0.0834326404535486	0.234872753262362	-0.187271656797004	-0.366509749652997	0.612082875097266	0.36945176562122	0.5801357543272	0.730939011417792	0.733267529074885	-0.386233393517655	0.127684433985711	0.497636052883333	0.61555235096261	0.541604852750945	0.406388746457209	0.586592523960973	0.543321105661413	0.602934288786256	0.625957790149044	0.182873362532722	0.496222818452699	0.643333024734449	0.879874641278478	0.590906715247278	0.636127761434583	0.661757873866668	0.559069285402647	0.30525233160086	-0.00176621480510982	0.336086812251374	0.555363357743396	0.491370891222649	0.730960532702023	0.789854944180391	0.690284090087028	1	0.627040813863287	0.463382115109954	0.764532529266088	0.398884330194594	0.664390221354158	0.732147044597498
VSIR	-0.36122800938502	-0.156758779657938	-0.318161053416842	-0.243460750130853	-0.39093997219305	-0.153470054022486	-0.082794578526994	-0.401011924884884	-0.371226623602819	0.296539196802591	-0.121477422061138	0.627893095030979	0.756402650284508	0.45464565773938	0.517857849857521	0.047297726307572	0.0907950798971243	0.771695271496869	0.613885982208147	0.762801966444334	0.726382646139829	0.00744495759945605	0.783026294678354	-0.377568036360603	0.147692119702369	-0.0898926535961635	-0.294467718707094	-0.353106814812667	0.820666436256914	0.627291460883833	0.838655773052077	0.664207580735076	0.665402197611122	-0.414714721705744	0.0978333535542115	0.56243926906563	0.885267104625191	0.689014147015793	0.368929773476054	0.830726961507822	0.807950621278116	0.47525790160172	0.794911655900569	0.261393264297315	0.457526537318254	0.464249694139342	0.766626206400171	0.797562509235752	0.687508011005714	0.93511237987967	0.825272288617315	0.689782393834662	0.243205485193642	0.388862770414261	0.655586073366489	0.702310159607104	0.771418826190588	0.863155279890675	0.739347874190965	0.627040813863287	1	0.705278686227208	0.858542418158461	0.825918507305228	0.919178777938601	0.804260580215335
LRP10	-0.0108015268805059	0.185024012392713	0.0270962646414175	0.009825698507199	-0.0758031935088932	0.222275732567436	0.307626181303375	-0.220163241488457	-0.127298082164048	0.462282808668455	0.134054694704203	0.621871517899315	0.797840291590612	0.517403073155169	0.567860130488772	0.313102116183699	0.626181772151163	0.627914420075816	0.666086139041946	0.744651994967663	0.511747267850642	0.307724198600341	0.789252881348653	-0.136207657708604	0.207507167167768	0.0294384153097333	-0.0723966681145902	0.0120223225153176	0.76331681412179	0.74917226817545	0.750543352795602	0.70979282479758	0.446935506494294	-0.262093918743669	0.171935755504189	0.692329719007832	0.723057692589483	0.770737745117813	0.64799485877572	0.736797522232302	0.658118752371119	0.710542720953632	0.611659263940412	0.481024160860596	0.435911893507576	0.325408496089475	0.611810653473241	0.672974119728338	0.193344759138841	0.527140083259434	0.754353458639182	0.652746722290635	0.517781193956941	0.412226294637488	0.518206743026468	0.760476271513221	0.532999195389016	0.508380372510959	0.681219172016723	0.463382115109954	0.705278686227208	1	0.560940688963861	0.4747664306295	0.567552460131787	0.763831120197385
CD81	-0.697198855159079	-0.483598052781874	-0.637470539009504	-0.559493539648979	-0.736377378008297	-0.494014332793706	-0.421890192940756	-0.698681323432574	-0.662753274978675	-0.0660002160560389	-0.405448317375058	0.72716197188442	0.811754620537287	0.335894471942842	0.371343091722046	-0.35741838070633	-0.134338046028668	0.924948525712646	0.402911680299285	0.856211938161856	0.634659521031628	-0.24049715491895	0.707884885911019	-0.669377177732693	0.024207904726947	-0.113484568835814	-0.463349910509929	-0.626995979390397	0.628490880472326	0.541837118433447	0.729102928621597	0.733022070916339	0.894154702052793	-0.547604925516284	0.0464171638828205	0.350096980087057	0.847409909053963	0.586545028354711	0.23059811184617	0.799574553271277	0.635050830174232	0.47346587165419	0.935483901058944	0.0973563922036796	0.377668690603212	0.709875714349525	0.937645170049853	0.872867432022721	0.73936086918954	0.895329059204926	0.766845552944519	0.452191249649636	0.00161350596989546	0.357835611455095	0.896078498872472	0.65252235083843	0.972599101880132	0.973835879688396	0.898410488922714	0.764532529266088	0.858542418158461	0.560940688963861	1	0.85077345017317	0.952425351957659	0.802434410937447
CD68	-0.658273391022817	-0.488784722710438	-0.431548501466914	-0.532639068031845	-0.620550201332857	-0.464494324528503	-0.340480999195738	-0.562627006274661	-0.479041039717365	-0.0189185632430341	-0.235008886401821	0.523813002224861	0.683243220547013	0.259279991436603	0.585485778349972	-0.165023970995472	-0.207582878088632	0.761373043540631	0.502248408923076	0.575267613197168	0.668819173628656	-0.372755752148275	0.548220530618414	-0.602424616351104	-0.171347709744667	-0.483910016511702	-0.281267810302032	-0.676602457797149	0.511041524797527	0.672037829502785	0.7306063023239	0.459927996000458	0.620229518595192	-0.27436742358691	0.232419209043724	0.299570162483962	0.863352528904694	0.605308043216368	0.0969364980504158	0.827068785580601	0.5903405578329	0.266661672907635	0.901438802522926	-0.0582995518637598	0.413907066934424	0.371588423243552	0.652360836352977	0.867568409295891	0.62418948188051	0.824055941236114	0.810778852702414	0.594854082445064	0.237770111853237	0.150483902031242	0.827305438230734	0.710894677240982	0.783613926451228	0.775858640014512	0.696386749777577	0.398884330194594	0.825918507305228	0.4747664306295	0.85077345017317	1	0.920371509709405	0.693777708383477
PLAUR	-0.620477137319654	-0.423001344224644	-0.464185877445671	-0.496594450625193	-0.612895035462844	-0.376505179554392	-0.331747771517075	-0.547829311410944	-0.51748139813598	0.0672069525192126	-0.223574914235066	0.636331318808366	0.782168212498385	0.280221760474959	0.538850531181095	-0.156170934364045	-0.12386950597584	0.886746912109222	0.491960859121361	0.773826892355411	0.65854619309328	-0.293233720869875	0.68195989919719	-0.632284422912901	-0.0412683438268594	-0.274437594969762	-0.340036643294052	-0.603087327707211	0.657796169337323	0.632108797040527	0.776421579733939	0.667979117886589	0.773168032517434	-0.398340813790813	0.160591786665739	0.422029489930182	0.872452203450588	0.633793245717048	0.281709295554709	0.82055562118457	0.662276965931953	0.418558622327509	0.915931192291173	0.0429020715342117	0.399139196423379	0.54058891970245	0.846441265762827	0.878045437275765	0.772836644901498	0.922128843934361	0.80343429510629	0.616408961869209	0.161462518104466	0.25816708096677	0.818963436442491	0.698567701311114	0.889969549694509	0.933276481716953	0.836661417033927	0.664390221354158	0.919178777938601	0.567552460131787	0.952425351957659	0.920371509709405	1	0.809889334028903
NCL	-0.264312969521532	0.00181982424536902	-0.131701617943156	-0.190860399682191	-0.331908293640488	-0.0194379321310688	0.00532597742199731	-0.360605522240223	-0.263505653484982	0.36059052131378	0.123082871198148	0.748095369132785	0.936871330852089	0.447237515761992	0.667570199807997	0.13705147769545	0.265802273995286	0.890411275161919	0.65306151753708	0.857434304021144	0.656202516561914	0.00741184849030091	0.820858667204696	-0.530114864060692	-0.0209148952288803	-0.188380513728131	-0.0977390623734203	-0.414920365905656	0.742023228112756	0.827803881082772	0.793488334279722	0.817437845458641	0.674114190152967	-0.239811517168103	0.303643682141979	0.717619939430817	0.893472961361224	0.900296271545272	0.605574171614977	0.899654259844222	0.698387534619945	0.703129380879811	0.857188076952542	0.246626504481638	0.6359662126276	0.457892669971513	0.830129395368268	0.876695430717598	0.49383747476418	0.703541202863519	0.902142984952733	0.774151139978505	0.495587599996793	0.299809985471465	0.71874560991654	0.912118687083148	0.751207139978192	0.728911492638083	0.811873765825154	0.732147044597498	0.804260580215335	0.763831120197385	0.802434410937447	0.693777708383477	0.809889334028903	1
