""	CD44	CD2	CD69	CXCR4	CD3D	CD3G	ITGA4	CD8A	CLEC2D	CD8B	PTPRC	PILRB	CD47	ITGA1	NCL	GPR171	RPSA	TNFRSF14	PDCD1	CD96	JAML	KLRD1	CD247	CD46	ITGB1	S1PR4	TIGIT	ITGB2	SORL1	ACTR2	PTPRZ1	CD6	PTPRA	EGFR	JMJD6	VSIR	RACK1	CD74	F2R	CD63	CXCR6	MCFD2	ABCA1	CD81	APLP2	KLRK1	TFRC	PTGER4	SMAP1	TNFRSF1B	CANX	IFITM1	ATP5F1B	ITGB8	C1QBP
ACTR2	0.855542351929838	0.843755227136119	0.857101098674671	0.850116460607001	0.813761027861505	0.846643905760703	0.768718815165419	0.784214819379404	0.830210051473968	0.843635941338093	0.868683938064094	-0.182168678504705	0.885570818223139	0.365190849674179	0.636937850922959	0.847338816017489	0.775445870454099	0.666033181131542	0.781468934658476	0.828308269631106	0.844802147182931	0.438196895890286	0.78523164275938	0.525558213493328	0.918506369816765	0.781046743460558	0.820266313171997	0.845833805966994	0.468187385635337	1	-0.102032150122722	0.83212907774207	0.273686046803805	-0.0951776262322243	0.831907962580486	0.82112262394156	0.44112179565786	0.544202732874484	0.604559402056941	0.0993959636807043	0.821344179554701	0.504571998357296	-0.242684999389698	0.515465491258097	0.279526260449512	0.610060084410218	0.62227177987499	0.774631510726953	0.60985560685019	0.819195554552519	0.152178641802362	0.835970241085531	0.0340807039740546	-0.160013254302753	0.160802789239379
PTPRZ1	-0.275864709913093	-0.496175397911978	-0.473752185973065	-0.504818042574729	-0.499508820359867	-0.462490570410566	-0.475046433877597	-0.513728826875186	-0.431007470327947	-0.432253028837387	-0.483251876688627	0.240528544594737	0.141973633659552	-0.0995395566862247	0.394582299691976	-0.440788707524422	-0.174236939683855	-0.414297151997242	-0.463485841329871	-0.493160977634727	-0.401733904991834	-0.314840423160793	-0.494675962315591	0.582682721804751	-0.1981875281306	-0.412459546539821	-0.459066725899487	-0.476817904475234	0.0691513846697831	-0.102032150122722	1	-0.485999370017043	0.828307883846318	0.958213772621669	0.103875866915655	-0.382563913424253	0.199885251860317	-0.167567318763693	0.403216137586732	0.602905689129482	-0.503396649461599	0.502324578677005	0.83791548245962	0.504762840389169	0.792718322323655	-0.398719841327323	0.475095950079839	-0.480736463957193	0.380166532126639	-0.505201208986127	0.751431813117158	-0.404651854584705	0.602813473262152	0.977855962693044	0.462380206735398
CD6	0.866811095438086	0.964736308042107	0.919672967610357	0.941330444765599	0.955874882712769	0.953846574896256	0.821765311733309	0.867222390591224	0.885154834833999	0.918792803273468	0.923428980860442	-0.177186901565162	0.699303170656285	0.289471866316586	0.298577667291833	0.924020502506399	0.735032487985273	0.840430469527172	0.848135892709821	0.915945987585406	0.859327282664522	0.415366792058137	0.888268607514284	0.205965698876247	0.895323629571202	0.902732980497185	0.876646807317358	0.876947751834691	0.286987291058455	0.83212907774207	-0.485999370017043	1	-0.139069947452547	-0.446189533347813	0.646784954218279	0.787994819088155	0.235508065549782	0.402107466186097	0.315263107783703	-0.235545507036227	0.979096736508834	0.197076618205485	-0.543167753332833	0.141650897125491	-0.113243682145072	0.584491932130387	0.329460351764012	0.821898936333455	0.281781949065998	0.870862401382778	-0.257897376397608	0.903170383906204	-0.289495265551627	-0.530340827553763	-0.0830500463709803
PTPRA	0.0588319280859834	-0.14983350300893	-0.137116659539449	-0.149472381810763	-0.159203208303586	-0.144872821359481	-0.147099792888032	-0.174642286719565	-0.0924727358432907	-0.133485447486052	-0.151809344712193	0.0505435467429453	0.46989185956353	-0.0579444131647556	0.797461545891303	-0.102095149163784	0.271121500850315	-0.126316248128267	-0.150454230705928	-0.157695947866833	-0.146952917653578	-0.0710355497249207	-0.120189737435557	0.629444099872268	0.11745278690208	-0.113512158036853	-0.139275698808401	-0.111066264872965	0.143246334829062	0.273686046803805	0.828307883846318	-0.139069947452547	1	0.793331891529423	0.392739548651225	-0.0920484503896893	0.613205284011192	-0.0470160656723154	0.662819770925339	0.82847934809021	-0.157754954054596	0.815980663581398	0.638120800870373	0.836527747545636	0.911466137585166	-0.121119381094129	0.718807412144585	-0.132119030023572	0.743988137230364	-0.150224510673665	0.895333480337984	-0.100618223672215	0.815644946911424	0.790087986088953	0.750593456961993
EGFR	-0.207890107460768	-0.451696010130518	-0.434756282552211	-0.45802087887022	-0.455142591416048	-0.429306422312396	-0.415009080136578	-0.462315023029942	-0.382516450082213	-0.409921514141978	-0.441639492307157	0.26360135633943	0.153370172931228	-0.0277222569112644	0.353478455207608	-0.406906522029155	-0.183492766732936	-0.369107785580602	-0.430436224841548	-0.449514435520873	-0.382118293871954	-0.268714695932773	-0.438155777007228	0.663633396205881	-0.154930654241347	-0.383031838328554	-0.416113137764864	-0.418491056829165	0.174024274347976	-0.0951776262322243	0.958213772621669	-0.446189533347813	0.793331891529423	1	0.0710833898016177	-0.35269603683747	0.155996340104646	-0.15491931083494	0.426156996087532	0.545732277090926	-0.458616074936234	0.459446621471255	0.81415732699312	0.438073516010553	0.739127082551445	-0.342681707202827	0.477376539715292	-0.423116350470557	0.308876004639614	-0.440854534689762	0.676949775285949	-0.381442344119099	0.545860450009417	0.959373334317786	0.41059253462171
JMJD6	0.717479054929649	0.666433792113917	0.678493098638162	0.641057284840657	0.655289270150064	0.730581296043403	0.5195941121927	0.569278133185692	0.623288687431981	0.775490573462018	0.678612398358724	-0.152853141603602	0.834515505105983	0.150252928130879	0.672625344499883	0.720039657248751	0.798567676388682	0.519867046128864	0.659599567370576	0.63738563048416	0.774033755447527	0.134624191475892	0.489457208392198	0.570963559007414	0.78978468998623	0.703649496878528	0.674794141460397	0.510539671754285	0.103979016552153	0.831907962580486	0.103875866915655	0.646784954218279	0.392739548651225	0.0710833898016177	1	0.568544266425549	0.566239665045791	0.343249240986917	0.530635461895838	0.24877155558809	0.613808320035701	0.656082499754457	-0.0318240225995927	0.554351632868123	0.430978933556714	0.339964535936624	0.612030711601149	0.489855936663145	0.690107119928614	0.453403473200993	0.394094165936778	0.770997075151202	0.191125642147998	0.0319291402961179	0.262971238019193
VSIR	0.685192909822082	0.747000454959681	0.746937464282558	0.774501064214233	0.717411367938832	0.730061167572212	0.631224240768054	0.689236894861723	0.706623641915475	0.746466270844202	0.792312083045176	-0.234904559501271	0.571538304974265	0.25546356215632	0.257652316893033	0.836900665436295	0.638004332600503	0.688990564267071	0.635773651826904	0.701750016844837	0.759106556976497	0.33624467804122	0.729652168979676	0.225090098277547	0.856323681203387	0.780604406163685	0.700215309900494	0.903310054856035	0.574069268821626	0.82112262394156	-0.382563913424253	0.787994819088155	-0.0920484503896893	-0.35269603683747	0.568544266425549	1	0.220337982462174	0.843657050920326	0.1638824953287	-0.173514006405658	0.731633439408646	0.233877489751938	-0.399569188414382	0.278310388061942	0.0104485913469179	0.448528275980702	0.324660682550368	0.678577585817557	0.224069567892877	0.875665305368605	-0.150497327723588	0.807220880955151	-0.207236461704923	-0.423924355584704	-0.0467566522444312
RACK1	0.250026389170105	0.198243972653221	0.179109643080638	0.184002415856847	0.211140655417495	0.206473298073144	0.113166209277324	0.136330551570533	0.164293942553963	0.216552373677158	0.168046233663826	-0.315697761813855	0.463321801592347	-0.215863853912699	0.798617476282071	0.279715062903061	0.782619313531298	0.214330929478287	0.152552990099399	0.149039152679425	0.193331389989433	-0.0583680913851126	0.149853924005843	0.271381349811851	0.321867568755293	0.272314730017531	0.181921285255834	0.189904768788873	-0.0394924274629855	0.44112179565786	0.199885251860317	0.235508065549782	0.613205284011192	0.155996340104646	0.566239665045791	0.220337982462174	1	0.139484479558375	0.390469352505244	0.815687497253506	0.184616995805984	0.777426981671957	0.136030842104852	0.828245713004277	0.609561470381216	0.0084877371635111	0.546493859087857	0.105128472805004	0.769007567028745	0.151093076486878	0.702783682387344	0.261685292147139	0.742598547056426	0.147863409334443	0.826832709641125
CD74	0.298630827081235	0.324302515576554	0.344427265172864	0.360687614955889	0.301642832299224	0.329341144720444	0.216815649511864	0.285275079548825	0.295605637364014	0.389101982768206	0.404795474616085	-0.211605441811329	0.261283388632301	0.137697438137603	0.119031570768008	0.482166238250229	0.360678130514552	0.404924223088587	0.24586594727945	0.29178538062704	0.442506944019404	0.0550975013210722	0.315665251829944	0.189969774820097	0.581821146505596	0.422177583871768	0.287426758094861	0.617627275159457	0.618183937377152	0.544202732874484	-0.167567318763693	0.402107466186097	-0.0470160656723154	-0.15491931083494	0.343249240986917	0.843657050920326	0.139484479558375	1	-0.0601450254626944	-0.0768409922909004	0.312966126739581	0.197075261230396	-0.123039923403743	0.305108651759321	0.142315090351557	0.0826035609541554	0.273120721819977	0.289264545591861	0.0757184753653234	0.57991239749932	-0.000455574675971691	0.441986087526309	-0.064750390294289	-0.190783681894563	0.0153484910019613
F2R	0.594577602320595	0.40474838030155	0.462525745595869	0.42329728322555	0.354719321253603	0.38770737547094	0.527478254329375	0.410668439618966	0.500476599502427	0.341347129622699	0.422331847909259	0.223674348126292	0.795342618303973	0.340105360602412	0.776646252124889	0.290331564958023	0.349363606791748	0.107990895288033	0.44337118577543	0.459792711756076	0.299535103824636	0.544200831800814	0.465947249742276	0.722956459445644	0.421219696256613	0.187788861304214	0.431681625093721	0.375878570693852	0.316820916085326	0.604559402056941	0.403216137586732	0.315263107783703	0.662819770925339	0.426156996087532	0.530635461895838	0.1638824953287	0.390469352505244	-0.0601450254626944	1	0.409264000153356	0.397958203030703	0.500903256092334	0.195900625667941	0.547757510397946	0.511276446254017	0.583569557093812	0.60125711903571	0.531272789890284	0.770706509583866	0.332849376311853	0.445539319558462	0.274019969314912	0.333705450825728	0.388525367873415	0.298567893104072
CD63	-0.163696559843307	-0.271850844432063	-0.268127566490084	-0.274914264156949	-0.258999851072184	-0.263317728569783	-0.288020670144363	-0.277671803675307	-0.271231592052668	-0.250464245838868	-0.286731623800024	-0.240999252321036	0.190415085272476	-0.244700604627233	0.72413365926147	-0.220572044016538	0.362264120189581	-0.188031961094769	-0.262975726980459	-0.281563068037882	-0.255740710590237	-0.200016643711656	-0.255960357039523	0.273298187179248	-0.0666545135850732	-0.213527323655647	-0.27629207959573	-0.221605068695434	-0.0782597524490268	0.0993959636807043	0.602905689129482	-0.235545507036227	0.82847934809021	0.545732277090926	0.24877155558809	-0.173514006405658	0.815687497253506	-0.0768409922909004	0.409264000153356	1	-0.262529426035637	0.750749978133425	0.440900141578665	0.86104590163083	0.794986587556996	-0.262105306931558	0.554164261187315	-0.266957205102475	0.665731954651288	-0.238599204283717	0.870725760362496	-0.220761584774042	0.967579810553499	0.578052423239196	0.942819937906679
CXCR6	0.894929907568529	0.976981251118054	0.95875613081015	0.966406107982069	0.960898812230595	0.961905307458271	0.890272910200888	0.92073180945097	0.928084685031924	0.917299569118884	0.949610306911673	-0.120452799066285	0.708676375487422	0.401019409391816	0.311518430294765	0.885586887206487	0.66951079804303	0.788942825215775	0.903051279941355	0.963730705243155	0.850785605971868	0.551074722127074	0.924487395331555	0.216911890858377	0.857710423878671	0.835826589083103	0.899892253045057	0.878895910350028	0.293803017131948	0.821344179554701	-0.503396649461599	0.979096736508834	-0.157754954054596	-0.458616074936234	0.613808320035701	0.731633439408646	0.184616995805984	0.312966126739581	0.397958203030703	-0.262529426035637	1	0.125902441033543	-0.570399796194078	0.0919774266878726	-0.159228622155514	0.708027220764214	0.304598116382809	0.896955322318346	0.290045062889177	0.878821464540297	-0.294217470808718	0.863777476623164	-0.322111339205022	-0.543359911373734	-0.138485438040276
MCFD2	0.245138072472366	0.14686549721515	0.122078878252757	0.128866712491902	0.167426014975707	0.171913829597248	0.0234854288030486	0.0765540171823879	0.130364541869541	0.209730564217574	0.126225432789028	-0.215077748566593	0.562533892281222	-0.116004925744902	0.81030843566774	0.262810463620435	0.635074220974386	0.241827967151791	0.106530005722124	0.0849277265537736	0.195821705591432	-0.176665286293205	0.0620792821335915	0.503366588542359	0.411206547211985	0.285512369839043	0.136209796630066	0.129124206353432	0.0403867445923016	0.504571998357296	0.502324578677005	0.197076618205485	0.815980663581398	0.459446621471255	0.656082499754457	0.233877489751938	0.777426981671957	0.197075261230396	0.500903256092334	0.750749978133425	0.125902441033543	1	0.366868708410593	0.872657156221275	0.805006391444821	-0.105953768904201	0.770259816209526	0.00768778760150243	0.756400350994872	0.104183925066531	0.793368490943472	0.272851692728386	0.726026333319945	0.451862165310108	0.786067456236222
ABCA1	-0.300313499089472	-0.56100598860318	-0.530078416933018	-0.565793036769158	-0.566804963322595	-0.526424027197849	-0.525433585855436	-0.583782061879596	-0.445899773311289	-0.491992035508052	-0.536864913669283	0.500155684186086	0.0387463636554195	-0.128718983638746	0.176444823347791	-0.473910482949996	-0.254657282635931	-0.449502812803971	-0.539386120036776	-0.564484164895325	-0.448654801731706	-0.355744161990489	-0.551731993719926	0.524018015069907	-0.290635472830423	-0.45065076392499	-0.512473089840989	-0.505560922580463	0.110090337216614	-0.242684999389698	0.83791548245962	-0.543167753332833	0.638120800870373	0.81415732699312	-0.0318240225995927	-0.399569188414382	0.136030842104852	-0.123039923403743	0.195900625667941	0.440900141578665	-0.570399796194078	0.366868708410593	1	0.297478443664771	0.611893792036725	-0.446901711646015	0.327588218134913	-0.5444603747235	0.175480350125857	-0.557489984223227	0.627028669200788	-0.450758689287391	0.430488735305591	0.820015947273614	0.302108797399376
CD81	0.177146395069587	0.0884102004622403	0.0908818872063635	0.0969312463647928	0.0957991947567864	0.096287846883069	0.00891393243787584	0.0691997160170467	0.0752429789524546	0.123320648461383	0.094264422452033	-0.310509708291162	0.506141778583763	-0.0414044687436234	0.877157266325015	0.165270040693554	0.597346847679951	0.166418051673262	0.072131977244262	0.068178721598571	0.119496642344261	-0.0455907116514349	0.0766739126707279	0.443011596110684	0.368255442705168	0.141480301864583	0.0573856490736227	0.190178363861395	0.187206503375217	0.515465491258097	0.504762840389169	0.141650897125491	0.836527747545636	0.438073516010553	0.554351632868123	0.278310388061942	0.828245713004277	0.305108651759321	0.547757510397946	0.86104590163083	0.0919774266878726	0.872657156221275	0.297478443664771	1	0.853059805053168	-0.0515940114270591	0.77620765922744	0.05682609425843	0.79777175448609	0.166274144470071	0.829922406084324	0.152356661661497	0.845337508372853	0.452234907568925	0.867550473802387
APLP2	-0.0299521817990898	-0.189178317082514	-0.175921021238817	-0.195208576714331	-0.189258126020492	-0.159733149845063	-0.267482782639273	-0.226528464308474	-0.1851871198835	-0.12651798967419	-0.182856484036186	-0.082303755889946	0.380728840844704	-0.0365714560856269	0.73288456118837	-0.122926709994861	0.27552821981814	-0.0752213305867584	-0.200704752742938	-0.20032959661374	-0.136628914884298	-0.197997309255144	-0.19446427799991	0.590824908824098	0.188745002218276	-0.112344714175758	-0.228280042630482	-0.116951717539023	0.184325961616821	0.279526260449512	0.792718322323655	-0.113243682145072	0.911466137585166	0.739127082551445	0.430978933556714	0.0104485913469179	0.609561470381216	0.142315090351557	0.511276446254017	0.794986587556996	-0.159228622155514	0.805006391444821	0.611893792036725	0.853059805053168	1	-0.287854337924164	0.784132430562084	-0.218848157916895	0.646292325428201	-0.131396097379232	0.92798299898669	-0.103832025471214	0.801490952145896	0.753044994760255	0.750729484096213
KLRK1	0.777184304679124	0.737711556518859	0.817597133702415	0.790038649223002	0.668121979910892	0.68954968573735	0.918647414616256	0.80371342486852	0.839086164439633	0.63159714228669	0.794822930256676	0.168220077624163	0.609518096977584	0.520614039420719	0.293045100754824	0.58556252833697	0.296925849214122	0.301780022253308	0.787399235492189	0.819861450524588	0.604509822004597	0.891855668455044	0.83288225695004	0.252736269557759	0.472046758133621	0.43247169953718	0.792758757947671	0.729223930831686	0.360110714217439	0.610060084410218	-0.398719841327323	0.584491932130387	-0.121119381094129	-0.342681707202827	0.339964535936624	0.448528275980702	0.0084877371635111	0.0826035609541554	0.583569557093812	-0.262105306931558	0.708027220764214	-0.105953768904201	-0.446901711646015	-0.0515940114270591	-0.287854337924164	1	0.0338207837250296	0.924589597592457	0.320820011496408	0.692246670596512	-0.309386550757952	0.55095663293188	-0.353345521703446	-0.41056284249447	-0.309982935338247
TFRC	0.360650322573752	0.263784263183324	0.255918080920725	0.256888833091627	0.295189997247259	0.289572058183682	0.140774614887118	0.276814840009128	0.251893055878289	0.310186034976391	0.259709403753955	-0.208565299769912	0.604743611839794	0.382634702548743	0.74304493815779	0.254521218736	0.504914931587559	0.409399668426907	0.263277610437694	0.266644648436438	0.306258262223231	0.000705781596924691	0.185578756751008	0.642541701696983	0.59072138383601	0.255148294421396	0.190079762960729	0.270776611974665	0.330604071112625	0.62227177987499	0.475095950079839	0.329460351764012	0.718807412144585	0.477376539715292	0.612030711601149	0.324660682550368	0.546493859087857	0.273120721819977	0.60125711903571	0.554164261187315	0.304598116382809	0.770259816209526	0.327588218134913	0.77620765922744	0.784132430562084	0.0338207837250296	1	0.182016249486813	0.577069165131618	0.301614524117836	0.658353303624899	0.263421290882277	0.563440838871793	0.424973425441027	0.61134080918399
PTGER4	0.892710095381008	0.901681574983721	0.941851841040466	0.936826021186157	0.84693896142894	0.858082570644352	0.960061273982449	0.919267092869053	0.938090580522831	0.8063664313655	0.929365300918277	0.0298956436909783	0.699538938707497	0.495926749050927	0.342714032740588	0.778320929238968	0.50229693932524	0.577593443216158	0.891293395777041	0.943898224313178	0.750110393056157	0.819214917442857	0.960333101317972	0.248687641700596	0.715796233034916	0.655390990020872	0.885246360528363	0.902635442725202	0.432519491657825	0.774631510726953	-0.480736463957193	0.821898936333455	-0.132119030023572	-0.423116350470557	0.489855936663145	0.678577585817557	0.105128472805004	0.289264545591861	0.531272789890284	-0.266957205102475	0.896955322318346	0.00768778760150243	-0.5444603747235	0.05682609425843	-0.218848157916895	0.924589597592457	0.182016249486813	1	0.333364515986267	0.8750712819019	-0.309936342775497	0.741579129760517	-0.337242457812343	-0.507297033165352	-0.227523917462106
SMAP1	0.455923905579118	0.329431703537184	0.358611612055246	0.326869031481456	0.300655439747703	0.335506814984813	0.35605630813107	0.268150975888154	0.362241944020194	0.330711943055265	0.327483818863359	-0.0789188916427019	0.736226975375826	-0.0515255368728113	0.926142123187554	0.352756284159609	0.62696718675595	0.119582193244569	0.329745776982992	0.322518068789121	0.300816642317699	0.229533813593973	0.31522056800334	0.530040685042197	0.397194937321731	0.276234045277659	0.36287980977353	0.297394313507804	0.0718062736392197	0.60985560685019	0.380166532126639	0.281781949065998	0.743988137230364	0.308876004639614	0.690107119928614	0.224069567892877	0.769007567028745	0.0757184753653234	0.770706509583866	0.665731954651288	0.290045062889177	0.756400350994872	0.175480350125857	0.79777175448609	0.646292325428201	0.320820011496408	0.577069165131618	0.333364515986267	1	0.220583081131677	0.695890129779719	0.326415303334939	0.591690309338359	0.321743488354227	0.579658604029951
TNFRSF1B	0.791501630515143	0.865545650744115	0.855624263432111	0.900272988492537	0.849732836953051	0.813329711916165	0.836849119558102	0.872066333993174	0.858609697593197	0.774199843730515	0.881399807211738	-0.201499909248756	0.607695095121801	0.435149382140915	0.29737968865712	0.825049434333373	0.588632579071953	0.76386612273333	0.787631850935211	0.851497355074316	0.749950377993168	0.569530606534318	0.887445184712738	0.191729421848693	0.817883303542845	0.752227450276589	0.807429338471513	0.961513854958835	0.573438547645217	0.819195554552519	-0.505201208986127	0.870862401382778	-0.150224510673665	-0.440854534689762	0.453403473200993	0.875665305368605	0.151093076486878	0.57991239749932	0.332849376311853	-0.238599204283717	0.878821464540297	0.104183925066531	-0.557489984223227	0.166274144470071	-0.131396097379232	0.692246670596512	0.301614524117836	0.8750712819019	0.220583081131677	1	-0.284654028163237	0.767511777022221	-0.281948962640462	-0.523504634136933	-0.101909843729128
CANX	-0.130187405510607	-0.29049540876191	-0.270525137798126	-0.294875434426581	-0.281628939211958	-0.255316597938656	-0.327612144921885	-0.30402342866712	-0.268795931666141	-0.215301848020669	-0.282249920148298	-0.118500816830961	0.287255968437016	-0.145690175939889	0.745163276061035	-0.213627959474809	0.269968824731691	-0.202210854706958	-0.255192585451711	-0.294570162202	-0.206034516245499	-0.256623275813553	-0.316019211942676	0.470142487523987	0.010062052113401	-0.208394923710053	-0.281067074474505	-0.262101066901201	-0.0196127905407733	0.152178641802362	0.751431813117158	-0.257897376397608	0.895333480337984	0.676949775285949	0.394094165936778	-0.150497327723588	0.702783682387344	-0.000455574675971691	0.445539319558462	0.870725760362496	-0.294217470808718	0.793368490943472	0.627028669200788	0.829922406084324	0.92798299898669	-0.309386550757952	0.658353303624899	-0.309936342775497	0.695890129779719	-0.284654028163237	1	-0.194840907347264	0.873545734256313	0.713979868409787	0.786968734170904
IFITM1	0.866969524348055	0.925217896690935	0.895265109788167	0.909710641195433	0.909852801563088	0.937118704966944	0.783723260868874	0.817406570670084	0.867161905721479	0.947981524651018	0.921117910726339	-0.149887618364561	0.733452632897191	0.169963638445761	0.290769001662774	0.977818026928029	0.782557472387224	0.765934109777966	0.834785684957496	0.857462639202312	0.937343139426387	0.301391772526235	0.794376153629236	0.274297540819915	0.884734620981045	0.972501460030596	0.922084192059019	0.804851090748533	0.20992186176605	0.835970241085531	-0.404651854584705	0.903170383906204	-0.100618223672215	-0.381442344119099	0.770997075151202	0.807220880955151	0.261685292147139	0.441986087526309	0.274019969314912	-0.220761584774042	0.863777476623164	0.272851692728386	-0.450758689287391	0.152356661661497	-0.103832025471214	0.55095663293188	0.263421290882277	0.741579129760517	0.326415303334939	0.767511777022221	-0.194840907347264	1	-0.295603257855595	-0.461799367056509	-0.122356782359647
ATP5F1B	-0.247088381805951	-0.342682848069986	-0.344094960977143	-0.342705954684395	-0.317167253883338	-0.33157472680547	-0.383144449280243	-0.325666264280389	-0.35224025362853	-0.305507697424807	-0.357797306588326	-0.284428829140426	0.09504410987659	-0.208511044039714	0.683318665762012	-0.292286216344176	0.280839033878737	-0.187052742574498	-0.313669745063508	-0.342569825233847	-0.323603448943245	-0.252575727589702	-0.328381489050673	0.197684621036686	-0.0940492616344672	-0.284358839530352	-0.367621032339327	-0.275862483831918	-0.123334794564023	0.0340807039740546	0.602813473262152	-0.289495265551627	0.815644946911424	0.545860450009417	0.191125642147998	-0.207236461704923	0.742598547056426	-0.064750390294289	0.333705450825728	0.967579810553499	-0.322111339205022	0.726026333319945	0.430488735305591	0.845337508372853	0.801490952145896	-0.353345521703446	0.563440838871793	-0.337242457812343	0.591690309338359	-0.281948962640462	0.873545734256313	-0.295603257855595	1	0.588130890834785	0.94694085364336
ITGB8	-0.324197120408409	-0.542255354217811	-0.518892375339816	-0.548521902568785	-0.547574092293849	-0.515610726194565	-0.500535736316069	-0.553190748738018	-0.474552857778052	-0.493102426017944	-0.527591366862044	0.267261377199269	0.0736532475023169	-0.106821162379127	0.337214269290866	-0.493850838069873	-0.240836680136874	-0.463995411261963	-0.515918721998161	-0.537827871552476	-0.458933590538179	-0.312428488403564	-0.521641080412049	0.563914581711168	-0.254255810663387	-0.46309525362688	-0.50487859616546	-0.509081396629074	0.0573108294515349	-0.160013254302753	0.977855962693044	-0.530340827553763	0.790087986088953	0.959373334317786	0.0319291402961179	-0.423924355584704	0.147863409334443	-0.190783681894563	0.388525367873415	0.578052423239196	-0.543359911373734	0.451862165310108	0.820015947273614	0.452234907568925	0.753044994760255	-0.41056284249447	0.424973425441027	-0.507297033165352	0.321743488354227	-0.523504634136933	0.713979868409787	-0.461799367056509	0.588130890834785	1	0.440636547477216
C1QBP	-0.124739365100321	-0.170992647079625	-0.205285468430926	-0.180763279527214	-0.134429224511438	-0.171122665398596	-0.265706395874262	-0.181871042054239	-0.210415658168709	-0.157961885261064	-0.210848570633973	-0.375267658992249	0.167150069375928	-0.21594414643985	0.697800855277053	-0.112839704402944	0.464403728019454	0.0266830111651211	-0.199640676430763	-0.203202823029995	-0.187044637150937	-0.245454847617947	-0.172443038224564	0.161216492698233	0.058383549990836	-0.0807168677712772	-0.226887893035822	-0.115802639421013	-0.0892965459060629	0.160802789239379	0.462380206735398	-0.0830500463709803	0.750593456961993	0.41059253462171	0.262971238019193	-0.0467566522444312	0.826832709641125	0.0153484910019613	0.298567893104072	0.942819937906679	-0.138485438040276	0.786067456236222	0.302108797399376	0.867550473802387	0.750729484096213	-0.309982935338247	0.61134080918399	-0.227523917462106	0.579658604029951	-0.101909843729128	0.786968734170904	-0.122356782359647	0.94694085364336	0.440636547477216	1
