""	PARD3	EGFR	CHRM3	ADGRV1	F2R	CANX	ERBB2	NOTCH4	ITGB8	NRCAM	CD9	PTPRA	SMAP1	KCND2	TNFRSF1A	TFRC	APLP2	TSPAN5	TSPAN12	PTPRZ1	LRP6	AR	TNFRSF12A	ADCYAP1R1	THY1	PDE1C	PLXNB2	HMMR	NOTCH2	NOTCH1	IGF2R	CD99L2	CADM1	NT5E	LDLR	PILRB	KCNJ10	TRAF3	NECTIN2	PLXNB1	ADCY1	ADORA1	ITGA2	MCAM	CDH10	CNR1	PTPRS	S1PR3	FGFR1	EDNRB	PRTG	ITGB1	SDC3	LRP1	LINGO1	TNFRSF10B	SMAD3	LRP4	TNFRSF19	SLC16A1	LRP5	GPC1	RIPK1	NOTCH3	GPR37	TSPAN17	DCC	ITGAV	GPR37L1	IGF1R	LRP8	CD81	APLP1	INSR	MCFD2	TNFRSF21	AMFR	RXRA	LIFR	LPP	SORT1	ITGA6	CD63	NCL	ERAP1	NCSTN	SIRPA	LRP10	ABCA1	ADGRE5	RPSA	LAMP1	C1QBP	CD46	CD44	NRP1	TSPAN14	CD74	SORL1	CLEC2D
CD9	0.834738336187648	0.823054852947864	0.764652872410941	0.687430480261945	0.777952362330609	0.87573182741323	0.809831397754133	0.678604929713245	0.85347942627249	0.878815427610501	1	0.860983546352613	0.881164677060152	0.824060650647205	0.830567989897618	0.820188331548082	0.845752045151084	0.79012294013978	0.843365293438032	0.8471872078473	0.876316174698566	0.833836224946736	0.652067454740005	0.335778067395462	0.847866066849987	0.795244328019207	0.821637316121219	0.645397455919989	0.866420264436023	0.896664123838884	0.819038074877406	0.828280829704808	0.878405149924401	0.801542733746588	0.757226729571829	0.790720716286297	0.886132114172732	0.858855610549502	0.79195445506408	0.835188633525811	0.814225009781253	0.740292501266979	0.710615628507772	0.602621875694077	0.692501800205797	0.732371688677587	0.85327022791632	0.668149157197436	0.864462163936262	0.803909474413032	0.810974381783033	0.744192751614449	0.824433293442855	0.82601921375333	0.816225509505647	0.796024951889419	0.819526894588998	0.788556732591191	0.763257247693092	0.86046755864631	0.769356981734554	0.744109719427968	0.83384188655241	0.608790983756714	0.708456813353879	0.83055744193571	0.637682397535734	0.853740490167738	0.77909813645439	0.733045190811013	0.793950474619095	0.881681940775509	0.846184750410032	0.458987278100209	0.862381476477993	0.857042256664435	0.860600826883264	0.890326850126203	0.731101642258693	0.77713589903104	0.850897755355729	0.541702459487401	0.787097195834297	0.845788517170028	0.809558405797951	0.840268276889769	0.734602360590533	0.797193806938037	0.787177280811318	0.790163658479721	0.851116036001282	0.86666792894106	0.825256838809259	0.852336357364069	0.231819282732381	0.585169733763595	0.719581095847752	0.607007361650623	0.653987960599758	0.79373157654111
PTPRA	0.890468863196945	0.881600035731944	0.899152837610757	0.857080941145089	0.807892610704275	0.983146813893401	0.892604584128882	0.710898175872719	0.977933524526122	0.858614533846875	0.860983546352613	1	0.963674355511242	0.910255698120256	0.919855194673534	0.947790200004702	0.972460384357685	0.955826327153194	0.965169055813857	0.953013439652093	0.893586436578017	0.894909676141618	0.801592439903112	0.312170206768059	0.615743679601891	0.907576670479801	0.926653715709926	0.671789531487434	0.957151871393281	0.915653124487016	0.874497401595178	0.9367109676026	0.954242704138192	0.953690252191364	0.744416155006189	0.845043639443571	0.907167614231074	0.938105070417717	0.832284151829767	0.774587942628111	0.91313415648378	0.820861583346636	0.646953226323293	0.548369458408899	0.867809023882406	0.898495042649582	0.849111680447369	0.708890527538153	0.930676818582105	0.93004128852748	0.854320542259298	0.790942770726302	0.923118818874461	0.966763597804058	0.791416405719733	0.876668877812279	0.890157849603745	0.931011222694343	0.92352293294019	0.967488074352792	0.882323826963465	0.799424856946568	0.952938080736848	0.686612544935722	0.828274726511325	0.909855413499276	0.821196242785308	0.973721798196856	0.912281219216264	0.735710501760194	0.929082082381789	0.960964516531413	0.875489666083744	0.433366313924805	0.973460682944821	0.941091980362163	0.963226384549018	0.895943843805792	0.767945165771849	0.859026599881443	0.934557795940257	0.481424646164274	0.948166605442352	0.963196767579675	0.908315740802377	0.954131082677325	0.77847451029168	0.860971526228945	0.851489036793189	0.842476802726015	0.938965681641898	0.95584753074874	0.944798478724466	0.875698784053714	0.170516734779748	0.633250028537792	0.709203308579992	0.588498922737356	0.653886827108244	0.805209996808806
SMAP1	0.86315066670444	0.838586676147724	0.849950591417641	0.824770020943735	0.820503082344929	0.973109340270834	0.876114792722159	0.715480648419768	0.939570158226059	0.86911062293284	0.881164677060152	0.963674355511242	1	0.863049087923358	0.929011853495899	0.919115375958704	0.951544911526537	0.926040308182893	0.931847664984136	0.909954847937593	0.855758909698734	0.900014460570181	0.793321598279049	0.383046048360513	0.67606275867864	0.895485565440493	0.898790039823672	0.620418552705106	0.918422769198442	0.885821127272669	0.862209887576962	0.919178744875994	0.921372890644897	0.912763632313749	0.760216171033289	0.812731052489531	0.876328619702547	0.913559994281837	0.815833804211159	0.793783949868165	0.883928539003741	0.811738192964086	0.684800771372734	0.552581477408863	0.833943547459575	0.863230747419133	0.810813774130095	0.733790766784177	0.905204826566295	0.924403171560611	0.801723548715627	0.782543772109651	0.899578749923209	0.924897121891328	0.766434023629839	0.817387624120125	0.861629052361226	0.874630559748079	0.876883189403534	0.959012322806341	0.858938183608253	0.833039119641128	0.926956876268836	0.682548617155352	0.796880462980829	0.872682685734024	0.771306985412131	0.934833168558697	0.881753018699603	0.712621638929946	0.899423842558075	0.968682756465295	0.88672051295878	0.438710308192997	0.960127576894392	0.919975035223016	0.948356691672505	0.872649593265647	0.789708305729502	0.832998145839449	0.912711285214517	0.551283380408546	0.932194888251718	0.950110639696345	0.885473219807913	0.932320720123072	0.815670360853829	0.86729243074254	0.830437233552045	0.813219291059849	0.941284536480046	0.961887789374634	0.940346101843857	0.845401272105573	0.252292074416833	0.639641823311607	0.705021856586517	0.617428644944711	0.683672838174706	0.781148025748522
KCND2	0.857688182357281	0.870087449591838	0.852355008320943	0.725982739185628	0.641355074336951	0.886713921661291	0.792131170698732	0.688919975846469	0.903008761318097	0.745853325927725	0.824060650647205	0.910255698120256	0.863049087923358	1	0.759746889368618	0.884484820820367	0.891915220754403	0.877677408945149	0.932391983216345	0.937828953065397	0.880682311119436	0.750878411641286	0.680649725395842	0.087412861393188	0.615353940717789	0.873490639849702	0.875733526961156	0.689933254264809	0.918031121407549	0.90083180817738	0.800147820385687	0.886809606203766	0.881869330516829	0.90579872412911	0.590159483273813	0.818165228736136	0.855744618215718	0.842028017538268	0.747846547614111	0.674649810467471	0.928713435095525	0.692092816696223	0.501356953837096	0.576151110172933	0.824199431646868	0.794241647186218	0.824930225561355	0.561762799978103	0.913523892081636	0.790481577341438	0.817978552183847	0.74396293364701	0.859696757088914	0.926816973164964	0.830739857564418	0.872607717337974	0.826890672332227	0.92596681700253	0.888668273043082	0.889689456191286	0.852112300813938	0.605021725514262	0.884080701313285	0.658519357627553	0.678370012748191	0.845570254478157	0.785691984765095	0.906607976454026	0.881773777035304	0.699572893502147	0.840648646004108	0.827682952356412	0.775436314788156	0.435975644638949	0.880011739941342	0.884757793937618	0.882289944511511	0.83244396163883	0.582005233984116	0.77684590812601	0.841905367421374	0.289465738907285	0.845611653830064	0.895669927734976	0.802366164981204	0.889433742381303	0.601278153117668	0.694646122215474	0.741920066584431	0.834565203228009	0.873492777863078	0.823562733199135	0.850581552877074	0.834736462610003	-0.0826826372620186	0.533060054786762	0.666402564411681	0.505543398862068	0.520499869786227	0.791317645507169
TNFRSF1A	0.824473680397127	0.780478520812893	0.801125408221183	0.849324535620959	0.88444241791116	0.935683437867768	0.871443347689544	0.7365883549586	0.905761791058639	0.880184768262283	0.830567989897618	0.919855194673534	0.929011853495899	0.759746889368618	1	0.871403771897522	0.925136904606493	0.86510989013537	0.850613940009984	0.848930610898931	0.809404082000053	0.909814052514665	0.821462406250531	0.452688083486162	0.63282014529903	0.871852081805472	0.87236292951699	0.622278387344884	0.882092004511444	0.830153255793976	0.876035603258302	0.87228275646653	0.910530751946682	0.853226021353413	0.83715420860838	0.807851285851518	0.876257076710153	0.89436710291511	0.86833270355784	0.821949658551925	0.7877663943845	0.852165610684559	0.741110897357477	0.583153380330353	0.734229640556204	0.814898093790023	0.765026977361536	0.808838991812665	0.868241955139311	0.917589601831984	0.76849361901583	0.811596336131299	0.876208983744784	0.862475361940089	0.675044285260395	0.78184426834566	0.823483170253035	0.78929489408968	0.805317063672518	0.905737351231182	0.806446084995934	0.872277428211446	0.908541830720937	0.695356009617867	0.831562430723703	0.834978782946963	0.69122865618421	0.928486508233618	0.813277706952824	0.737096064076995	0.859920136682925	0.962484553587136	0.898368416397894	0.501185672187594	0.922241680890932	0.881526565006402	0.90713516909949	0.860869451670527	0.849523391712925	0.871538809255835	0.920190428094717	0.67039413019848	0.878962971394107	0.879555514624393	0.903889138314841	0.900477314117557	0.872579622869703	0.909748863509691	0.855102255893597	0.750318562673965	0.850232591750979	0.95734361558276	0.890213048898665	0.86121740058602	0.40907851770361	0.742942363363815	0.747034535729769	0.705705361137307	0.787808497976807	0.776951008865158
TFRC	0.848404659675325	0.853093378228684	0.907550282312103	0.786269792027723	0.754857194862568	0.950401280710723	0.82891573049481	0.760770601284626	0.942049187327419	0.840783110413442	0.820188331548082	0.947790200004702	0.919115375958704	0.884484820820367	0.871403771897522	1	0.942419790265323	0.927436045861215	0.915808773744906	0.943065272932701	0.886483018765913	0.825959030889989	0.803170671915464	0.171207366330937	0.64116538687033	0.89920289146346	0.896360662481834	0.578072316759012	0.935050667407404	0.877800741261364	0.896084499458047	0.887529493891795	0.899686931948384	0.963435072861666	0.655124061980024	0.791291414562442	0.862051171839627	0.914289326506555	0.843962513618315	0.720099930331482	0.894069825963961	0.771974478578298	0.568341806246226	0.632921301699347	0.889871100538712	0.903360926436693	0.839940386153396	0.667181162541176	0.909716600835499	0.840211853247093	0.869729152751198	0.831544087303566	0.866349225186368	0.972964216762413	0.821100338481425	0.893891462119679	0.874606518362437	0.917464892627614	0.878661901200658	0.930071376156151	0.901926636954808	0.730358582892243	0.928266985742813	0.68129033960801	0.828327736532842	0.899092337246729	0.844952387691886	0.942159148811638	0.912235042867472	0.738007590476019	0.927255690222189	0.91993761274691	0.815584380813695	0.534022571660833	0.94855299590695	0.961782998100217	0.920549518454962	0.864131221333978	0.665317862262698	0.882417527358914	0.873117341858212	0.412530831276877	0.936144169205863	0.947316401771503	0.846517658225355	0.943777424706802	0.66502313381319	0.785959245109083	0.834823744107524	0.818856934365956	0.913680985398698	0.893118593223267	0.948687590029152	0.890205062017838	0.0550434344689875	0.706848643619272	0.758236513613158	0.625878343279554	0.639861683196746	0.752213850060829
APLP2	0.901886945718539	0.865245143820743	0.893906085299096	0.812014622199785	0.79806370800759	0.987129809996173	0.881433082028405	0.770704355877365	0.938926096187524	0.858833500678536	0.845752045151084	0.972460384357685	0.951544911526537	0.891915220754403	0.925136904606493	0.942419790265323	1	0.963774765364629	0.955097581519503	0.923313646168632	0.873388392987161	0.857378527545792	0.829497734871161	0.231155696844478	0.620743901124335	0.9147133730929	0.954138846707077	0.730816707338718	0.956654281519314	0.921074940167624	0.908157480867443	0.949795787511228	0.966357179762398	0.954242491881864	0.747781586676265	0.860876414295054	0.876354327204357	0.952680851986963	0.871316537576014	0.756491960476688	0.899140262905044	0.804452276594851	0.627379807485827	0.608454051756188	0.820082130230113	0.888771259160324	0.821428529737749	0.73308454677189	0.94913109572705	0.901180637055688	0.845139828038442	0.851837331124137	0.879548730278275	0.94378054783729	0.799357029580102	0.873287534297301	0.87377918935296	0.895747829304471	0.937923810829828	0.985281252797329	0.899895869561319	0.803573760665748	0.970944025092665	0.741368249091923	0.787060760360285	0.926954214518792	0.808278337644094	0.960560009430672	0.892589982392089	0.715487898779448	0.92578599942169	0.944129441219681	0.893463365041011	0.503719770245703	0.971914937091327	0.953509842166129	0.967850375134019	0.884861047225381	0.713987960879312	0.849639127494024	0.957973600569769	0.473852310716144	0.962428737089679	0.972784091959186	0.932097549257077	0.97024949986454	0.765574517968867	0.836367880791547	0.842655913091749	0.842690705508735	0.953071309393104	0.942958853752999	0.95625646633145	0.884974284838532	0.149603435792754	0.699174468770783	0.763854498654166	0.653900102838647	0.694194798115848	0.829172753302322
TSPAN5	0.869604569092687	0.806785544888688	0.876636613203746	0.761523158501577	0.717107459109028	0.957879851733122	0.851023949070605	0.703998148853294	0.902947258696373	0.776016642057115	0.79012294013978	0.955826327153194	0.926040308182893	0.877677408945149	0.86510989013537	0.927436045861215	0.963774765364629	1	0.965004691418185	0.889084697620852	0.841766546356853	0.817143431702368	0.781025570262386	0.19564926175152	0.535017112366788	0.873239009309244	0.923610734912915	0.700433077128999	0.923994421387443	0.875659946370145	0.846090248663173	0.91745523140294	0.930742734245365	0.953017489418674	0.654800621679699	0.816037167740544	0.805602767207772	0.929369255423608	0.789078601809551	0.657629273277338	0.890824156832977	0.719183699661501	0.5475565807101	0.529726660097752	0.839648183804434	0.91717019216374	0.777750763728355	0.66987587174085	0.912572652714656	0.868820737269777	0.833237127724446	0.778105676283269	0.815016998350295	0.93407833772574	0.749375771963109	0.848045438740602	0.859255589101727	0.885327279247403	0.958160669272102	0.96719526280905	0.867120979279938	0.735418608671254	0.940608924737533	0.690291865392721	0.754933600263316	0.898864766871044	0.843604465230056	0.910001804825773	0.872016993793001	0.643685978456619	0.92397634926814	0.902198025897009	0.839060829867191	0.415389399528511	0.935075938422465	0.923344110276801	0.934463689810113	0.842226191281637	0.64910970686995	0.76989377970919	0.903621428865505	0.362551433096782	0.963384916125765	0.97183537087458	0.8850975632021	0.945522910148928	0.715964932132035	0.776039544821999	0.788367030580834	0.810670719815689	0.962582647209322	0.897722560711586	0.957831256109082	0.818237859689664	0.0624709095614389	0.611713531806259	0.674095483678721	0.561247020675238	0.601096198997173	0.776344491735339
TSPAN12	0.893366259345057	0.846320469137714	0.865882533043549	0.769774595673057	0.723797125636686	0.956584780916082	0.845457242593741	0.69781098472244	0.923260829789765	0.778263039525266	0.843365293438032	0.965169055813857	0.931847664984136	0.932391983216345	0.850613940009984	0.915808773744906	0.955097581519503	0.965004691418185	1	0.916781324858392	0.871864267344919	0.828494649612315	0.723659213277463	0.225171312902439	0.587723091291364	0.862849611885238	0.927853656712727	0.723508999938068	0.942744788442797	0.920999549868153	0.83681044391119	0.930926943893949	0.937817033311636	0.946566464991877	0.668698610381826	0.846564133686376	0.860018497733726	0.919835862327584	0.787792009461091	0.699328293559211	0.910823327047714	0.728275708184387	0.587127079264295	0.535681610722538	0.841674428312432	0.893945068055892	0.809630905110235	0.657960916264562	0.931479533665416	0.892128561308256	0.840242870734879	0.766119062844505	0.85711312678768	0.944835275289258	0.813696661754261	0.86616702502628	0.871012210902911	0.918252953682555	0.956872772817824	0.959003100156842	0.879613196889821	0.695594101987111	0.93790270100974	0.681983522007982	0.757052604450235	0.892765700807212	0.81955022288875	0.926180397678851	0.884757477946245	0.66713734695669	0.904151728343836	0.911440305918424	0.841056097449087	0.409650894631231	0.93419213508853	0.924928595280758	0.938323072502731	0.865505276791992	0.683677294582538	0.761791597852879	0.910699614036233	0.390417988274719	0.928024422523895	0.955832930281643	0.880643035841044	0.934576556719822	0.727994164988361	0.78872337191961	0.781958138228425	0.83326783983119	0.959599437071583	0.907980996846768	0.924231202375858	0.838407569784667	0.0474034589417766	0.573541769508609	0.690714743862339	0.557222207004631	0.604610539473625	0.814596489088648
PTPRZ1	0.835790887633514	0.907892312765838	0.903969676147122	0.825373310563783	0.694602455682006	0.929788025231704	0.808854098461391	0.66855422667204	0.969582466551623	0.842754246440167	0.8471872078473	0.953013439652093	0.909954847937593	0.937828953065397	0.848930610898931	0.943065272932701	0.923313646168632	0.889084697620852	0.916781324858392	1	0.876649170258169	0.81134056696629	0.805643143251913	0.147067163751497	0.631992525550371	0.914088983370343	0.857272943447133	0.591475607876501	0.926416912526165	0.889314615305562	0.826621302381668	0.888889035162254	0.914272149398655	0.943959316380915	0.643908568814486	0.771182765148449	0.914134551336126	0.873472122006193	0.787794728439855	0.746647253135693	0.914579504359959	0.831230538236843	0.522369373747711	0.538000883987625	0.888935900543693	0.831782422620845	0.871154453535355	0.568492993370647	0.902809062891765	0.833207500286632	0.839280713765319	0.74100467932287	0.940235361962883	0.964877542539115	0.837658225242476	0.883009067569122	0.847741512725307	0.934575750518279	0.844957587357038	0.909761064248839	0.874004989100199	0.732141401437514	0.898324115013389	0.61323975691916	0.76366449605593	0.873604435154036	0.784298558196805	0.959154224005627	0.958027477571044	0.7161578363121	0.869988270916452	0.898722732315114	0.817520454096479	0.405964002760247	0.931935404794413	0.925537612295313	0.905949534396308	0.846664680240262	0.651914331098177	0.867932385693455	0.849391019195866	0.361831546718931	0.903050890229015	0.924060059357217	0.829892159217241	0.911954908856984	0.624971571515762	0.746305376319305	0.792923493021307	0.871130409947177	0.879081943912578	0.875218161713556	0.916566011663977	0.861413369325057	0.00313567176692916	0.575240205979084	0.678697096768473	0.532835912658696	0.560270065273432	0.74545804858463
LRP6	0.899764012832343	0.83882093330573	0.822556740419933	0.701643490022008	0.790656619438544	0.886791761576268	0.849130375284081	0.74556888591666	0.891384001725728	0.876246982234614	0.876316174698566	0.893586436578017	0.855758909698734	0.880682311119436	0.809404082000053	0.886483018765913	0.873388392987161	0.841766546356853	0.871864267344919	0.876649170258169	1	0.843524241137633	0.646214825209334	0.220264024434522	0.745054635527842	0.836028270361572	0.897813893739927	0.678691247157419	0.932425372165556	0.935228412140296	0.890736679623746	0.874356736828614	0.875172635058781	0.858744236745	0.68236715877428	0.879091465958875	0.869262755768713	0.880292801553053	0.841077538596759	0.767967736218793	0.872025849085946	0.647222998685571	0.659174658259564	0.687251179361947	0.800286234199851	0.820786073712253	0.901195801900267	0.68456568738403	0.918608923268487	0.800437455493404	0.892589067017943	0.825873416271058	0.801275752790353	0.899802995126807	0.826762992221714	0.900013125998777	0.910318783989684	0.875671969358171	0.862194219037707	0.866325116725026	0.840649003119372	0.657320884278026	0.884793954043837	0.67890575894745	0.776508915173706	0.847495250033298	0.814815527702866	0.900348821728243	0.769785491857038	0.840811307347948	0.889677448927889	0.857161664362104	0.812585524520364	0.555661390061157	0.899097076822193	0.893000649441727	0.874902456489028	0.923908176768165	0.696447680346919	0.866990906344067	0.876463657142944	0.445720765337271	0.811668254311736	0.872045264660801	0.826053424345243	0.911637960547804	0.690733775983296	0.800843835663713	0.885610167927594	0.754753905141141	0.840754218221819	0.855053256791524	0.816595692935828	0.92980097703964	0.145684275052277	0.685583641446261	0.780118009089641	0.619795343327077	0.649058921385674	0.850578549353817
AR	0.805738537117713	0.788186814020687	0.735109693149799	0.828464954045121	0.88926455992007	0.895124826467012	0.891398579890518	0.680350571123176	0.892500449611535	0.854431785479164	0.833836224946736	0.894909676141618	0.900014460570181	0.750878411641286	0.909814052514665	0.825959030889989	0.857378527545792	0.817143431702368	0.828494649612315	0.81134056696629	0.843524241137633	1	0.663544291603485	0.567157139373411	0.654632506011549	0.807053978189078	0.830809997922273	0.608687546725716	0.861221082944827	0.832204920461995	0.84570155937699	0.854290747466911	0.863444124386958	0.786036789355989	0.821866401639799	0.838560119054538	0.875885388075717	0.846378364084706	0.830979542488656	0.843983739295548	0.774972281333444	0.769122319345581	0.800641667934023	0.536084106545136	0.745014256005325	0.76920608050692	0.773813957718685	0.784880077689297	0.835613762315767	0.919815263413455	0.758607876185326	0.744655384957888	0.846377750948184	0.838799114219577	0.641087437931307	0.775862546625014	0.843928833399953	0.802707709583524	0.780463307559899	0.854521256314252	0.772191812069424	0.794967618598762	0.855185877424303	0.65280282889855	0.835340102712987	0.770229507657664	0.678743106202189	0.893278237737606	0.753112897592126	0.799066913952483	0.849728592398215	0.939335389252648	0.866780021768731	0.465542705684002	0.895655039177373	0.839514487987094	0.88389351021457	0.880828372396338	0.890706912753753	0.849509819290209	0.890299967650829	0.701936571309242	0.792083621303712	0.817646070444569	0.859545257819801	0.859743120252785	0.887743946004758	0.933154744321521	0.87791014003961	0.686165212260198	0.805520532372238	0.940019816480706	0.804777645888854	0.833501388472388	0.4510755037877	0.681451309029976	0.713961929867644	0.657907057711247	0.768881750393201	0.784031760580227
TNFRSF12A	0.701617020530415	0.688579263273051	0.856741300464231	0.696048056664408	0.647024983489815	0.815665619145002	0.702832799164139	0.54332752291892	0.815281586880957	0.779050347549649	0.652067454740005	0.801592439903112	0.793321598279049	0.680649725395842	0.821462406250531	0.803170671915464	0.829497734871161	0.781025570262386	0.723659213277463	0.805643143251913	0.646214825209334	0.663544291603485	1	0.0919909347746142	0.421370768683619	0.832981973752755	0.73621058294326	0.447758515550049	0.748271064638004	0.662768104739033	0.700622338630393	0.740656571535862	0.776439120690845	0.80151547331765	0.624830244722992	0.544374414664275	0.700249766232561	0.764915405468847	0.673915911091801	0.567160449470358	0.732430151030908	0.795036971003641	0.418173181356436	0.416788371823643	0.64670471393831	0.715534965963239	0.661151190386489	0.535105005707055	0.738633253884722	0.666732842345529	0.655648151177043	0.643795863043856	0.761723189133009	0.775917801550715	0.584740973195942	0.695024633871522	0.623330755347913	0.695087843569331	0.686474248777419	0.814966802254816	0.688486573465904	0.8483489179434	0.77959462883234	0.514697117121461	0.649396310738873	0.770057786321132	0.607499500722592	0.811902893557183	0.777268160804318	0.530147632200559	0.716814552490036	0.770448354883329	0.742187844343512	0.287568375229165	0.8120272200025	0.747217329130081	0.771354247984397	0.666985519786778	0.560569981013076	0.777740240365257	0.727862731589184	0.282455121466198	0.88332115147496	0.840262996288446	0.733535655228291	0.778286087373214	0.579972939028597	0.645026497240625	0.632343261386227	0.758350485001902	0.769703833136279	0.755163292966313	0.860340088741296	0.674416270768885	0.157066846576741	0.54007196061301	0.539239415855374	0.473186258381906	0.482398725224698	0.561107788926652
ADCYAP1R1	0.179288603958872	0.156570903259303	0.0510069542221808	0.489591000756095	0.593014252080291	0.316102876274665	0.387196902986261	0.193590680556681	0.313907403148326	0.327600783564602	0.335778067395462	0.312170206768059	0.383046048360513	0.087412861393188	0.452688083486162	0.171207366330937	0.231155696844478	0.19564926175152	0.225171312902439	0.147067163751497	0.220264024434522	0.567157139373411	0.0919909347746142	1	0.291526973371136	0.172875529905984	0.22151071319569	0.082205859435498	0.20258592423112	0.216646297553955	0.247664294991845	0.270703526117117	0.255751686380146	0.123616808337875	0.570757613128338	0.291990436907185	0.336404185344987	0.251100255231806	0.268740613135511	0.523214008998846	0.140463450594024	0.383560283597598	0.688967847953172	0.0650693085417781	0.164354946955032	0.202416635552628	0.142557237749845	0.564171013723378	0.18163963894836	0.566064311778664	0.115249657807335	0.172284647288189	0.369668193336073	0.192084819808859	0.00991492810834574	0.0664013299525507	0.295036735010043	0.186746308612357	0.151468672230621	0.246783108276194	0.102582032134389	0.484307765071288	0.245933959609116	0.219299252118732	0.442225908738268	0.14825359889164	0.0703947245793892	0.277658240106328	0.149383183204877	0.330462599569756	0.270465909999783	0.466627372705275	0.377704486477314	0.12199012430541	0.294145045266425	0.193932222606779	0.307231307289392	0.330329340364758	0.778962568303498	0.253778569304433	0.347213594597051	0.786896790583067	0.168832860186282	0.169440217234721	0.334025153803009	0.218122068270845	0.707113784536787	0.622299160584296	0.365736476241769	0.029841607540273	0.184919680616381	0.494862875884356	0.177647505472113	0.214759268948852	0.787960965369155	0.270410450095082	0.144698817954615	0.219033255457803	0.474289500179261	0.264344415761304
THY1	0.635234025986392	0.636882083508515	0.523801708318207	0.494259989410947	0.677356018383542	0.658736397818753	0.63000218290925	0.647485166630628	0.613399137316801	0.782667589005761	0.847866066849987	0.615743679601891	0.67606275867864	0.615353940717789	0.63282014529903	0.64116538687033	0.620743901124335	0.535017112366788	0.587723091291364	0.631992525550371	0.745054635527842	0.654632506011549	0.421370768683619	0.291526973371136	1	0.62286441128064	0.624728269226486	0.477092683143367	0.656411494792046	0.732496639962095	0.726490796504185	0.640122259633995	0.656055144396697	0.576501289197363	0.627674637226712	0.664539676787314	0.702900861012718	0.682643665560082	0.688214847984359	0.746728521869839	0.614603273545715	0.544865045692828	0.639280973669201	0.687362777090339	0.508787724280617	0.48918749697904	0.727476298276311	0.616035219790533	0.701768660729344	0.58271037305848	0.654021365963419	0.69750209245513	0.600597012622728	0.623690357315177	0.688649960691939	0.64568882305079	0.675637491362793	0.591990703302503	0.518402172003963	0.630320456543836	0.601633095103826	0.578506951390773	0.641050709428935	0.5448452457852	0.563099663370717	0.625920006567112	0.479174147429646	0.645180118549933	0.56034823817196	0.671680954756546	0.633473498782993	0.68654935954079	0.706232042831826	0.562482278708668	0.652322599778822	0.705355772426999	0.651052715105349	0.747209579118814	0.568801406612024	0.680869543503579	0.664411199330381	0.561037940035042	0.526202883163875	0.610383631487004	0.625485526081276	0.649705047044568	0.591809921148661	0.644408887020119	0.662945956162155	0.572236798563404	0.615253535813065	0.667544587113646	0.601023922857341	0.74711343886038	0.229383256324504	0.596306703451774	0.699590066290562	0.617048671636162	0.633305795298068	0.633607821165676
PDE1C	0.817782762650081	0.823646352331209	0.876347918157814	0.794764892599223	0.741334177702583	0.910769364165618	0.823088830553415	0.742938923737549	0.903405461256604	0.832705892973037	0.795244328019207	0.907576670479801	0.895485565440493	0.873490639849702	0.871852081805472	0.89920289146346	0.9147133730929	0.873239009309244	0.862849611885238	0.914088983370343	0.836028270361572	0.807053978189078	0.832981973752755	0.172875529905984	0.62286441128064	1	0.885004018152365	0.601745084518309	0.882736360431196	0.820576699382302	0.861085207758659	0.878213709105626	0.882845371748157	0.89909291323551	0.699481165697796	0.781785712131773	0.851387560047921	0.874551168021177	0.813010490676125	0.734579461775378	0.873287471358654	0.793008146915637	0.580211144433805	0.609748082472831	0.792264291400433	0.802126993581146	0.792773642247253	0.665245660611235	0.900340600352637	0.812755394037485	0.78097081784325	0.801165827421025	0.856839369824075	0.910838688760993	0.712993379316419	0.833914071610062	0.793355602808673	0.844453798067786	0.828718102876204	0.899891326827812	0.853252714501239	0.768131027525677	0.904687902557447	0.672477289502316	0.747753514869993	0.836772160800694	0.76336075816893	0.920212446181178	0.864355123121438	0.728450936198512	0.85423971883978	0.884300223025691	0.867749319542694	0.504010731033324	0.910163932129155	0.886434957141519	0.886866774149539	0.844659352782389	0.667045801355322	0.878275673748943	0.868734611864337	0.42249643260651	0.885174461907629	0.90321214185767	0.849039809682577	0.912833877726364	0.699968125984444	0.780211058658561	0.794653022139902	0.806638624715322	0.852580697563448	0.879990191713873	0.893530289339807	0.85679701485745	0.13289378925836	0.690426413171486	0.71891831860091	0.643400017245111	0.660755080776073	0.742617149407245
