""	IFITM1	CD3D	KLRD1	S1PR1	CD3G	CD44	LAG3	CD69	CD8A	CD8B	ITGA4	CXCR4	PTPRC	CD247	PTGER4	S1PR4	IL2RG	CD2	SIGIRR	ITGB2	ITGB1	CD47	CD27	ITGAL	C1QBP	ADRB2	SELL	CD46	TNFRSF1B	CXCR3	RIPK1	KLRF1	TGFBR3	LAIR1	TSPAN14	CD6	ITGA6	SPN	CCR2	CD81	VSIR	TSPAN5	ADGRE5	TNFRSF25	PILRB	TRADD	SORL1	TNFRSF1A	NOTCH2	CANX	KLRB1	IL6R	TNFRSF14	CLEC2D	CD96	TIGIT	PTGDR	NCR3	SIRPG	RYK	ATP5F1B	EGFR	SLC16A7	RACK1	HLA.DPB1	NCSTN	PTGER2	JMJD6	SMAP1	PTPRA	CD9	CD82	STX4	LAMP1	RPSA	CD63	GPR171	CD74	LRP10	NCL	PTPRZ1
ITGB1	0.916682432671169	0.907327439192812	0.70113913030365	0.976263091291735	0.936233645198891	0.987655228165229	0.681905742272956	0.976380080467382	0.858045106560375	0.898402858871827	0.98334078387535	0.975288043003519	0.95717156177481	0.821694808716521	0.942391570069458	0.977585488226108	0.968006318534192	0.92245676524589	0.987228095422839	0.722501918219905	1	0.979059073792789	0.905879067634383	0.649809651466136	0.863581543735198	0.809272486457439	0.983492562261015	0.791019383910874	0.842395863555821	0.959486417154017	0.982915790376186	0.66940952520638	0.903659850512786	0.930184150543135	0.935831659968766	0.981452527407162	0.83425658254401	0.863202017240347	0.985902496529771	0.6518156100386	0.673810806498854	0.700014105044299	0.613443219756466	0.984105288109373	0.903003948954082	0.940758386705094	0.706313401143567	0.678867176129816	0.561605950443672	0.244622418479905	0.982243305698781	0.982669987649238	0.982853819073727	0.979767171285752	0.959191890408505	0.91666071057539	0.742778979611796	0.568482558244201	0.963651548208514	0.846832441730918	0.684823922719911	-0.721250650222431	0.943600930280299	0.974263705666271	0.763604366057544	0.922298797390532	0.916304506361732	0.673917261435625	0.88209348307959	0.953158617670164	0.00421864347102649	-0.451686998810003	0.958682601039479	0.950982146817699	0.98559835256801	0.135731104355873	0.955318589445206	0.823349671651734	0.683150419725662	0.941587129421593	-0.690034904393702
CD47	0.907478247560601	0.897028900124204	0.708626829989573	0.951695234339985	0.920637134300579	0.961952200714395	0.687417490347535	0.957901947152171	0.851170705127728	0.886118935456334	0.960952629376713	0.955223232332943	0.937953510042834	0.822830566031243	0.921796767622588	0.956410278187742	0.948762560818104	0.907273056211326	0.967478376427909	0.712773768706612	0.979059073792789	1	0.874462090814335	0.654658290037996	0.851945765344123	0.790526267158145	0.956767090188998	0.792362299479103	0.821108980547965	0.942593187624453	0.958031258755695	0.67560032224371	0.899538721569853	0.909662985159738	0.935861362248102	0.962328355427873	0.83878799599364	0.855059113340118	0.955664456998828	0.650210018668668	0.655338085290783	0.710096422783709	0.627396423719675	0.967413900343173	0.900731499194667	0.935646715644413	0.688345197408639	0.707667749567046	0.572659565197698	0.357070497198867	0.960661158890487	0.956574625896147	0.95501671291055	0.961593420315113	0.945452180468854	0.907932497331736	0.74362515474066	0.581331499469593	0.940222868692397	0.866293108105933	0.731420837231549	-0.619764652471887	0.944507947093808	0.963557812705746	0.723623534921056	0.952095624506724	0.907684208205297	0.701261703640734	0.865365956044314	0.969541910005047	0.0906307058604606	-0.345261398992284	0.943952040741828	0.927589654305022	0.96703193607906	0.219811748015629	0.94131374804882	0.781903010407568	0.71465417457712	0.949654999608437	-0.595192719614515
CD27	0.696366152056497	0.693191453793076	0.360574784875919	0.969026019518018	0.751928772450736	0.952757091144997	0.336691032566016	0.853826542123752	0.598865268680591	0.675054195807287	0.85544011921141	0.839440754044397	0.754024380138263	0.548075510937884	0.737685552666107	0.856020896768489	0.827813539829448	0.704554237974739	0.839794157731677	0.369928715152498	0.905879067634383	0.874462090814335	1	0.287182556667264	0.920459213152447	0.498065539822158	0.917734570628459	0.53388476898508	0.561124763366247	0.803088137644227	0.91043422029654	0.318715281691573	0.673830707279373	0.69451417916131	0.708076624611291	0.898938117934822	0.549635145159825	0.590400551088583	0.910045225525572	0.361983807931599	0.32428228071716	0.576907542050395	0.233394023176783	0.849248841462907	0.695791794561325	0.753542451345316	0.40365364223618	0.332835805332979	0.27338633798954	-0.000461899990483735	0.945163280484344	0.829292842638792	0.960622231773404	0.865075041791033	0.796594526807533	0.70689710910299	0.417032212705959	0.201349860418721	0.821417250211603	0.571985146578658	0.659769519658305	-0.650847811606522	0.754959161111247	0.861387384777583	0.514379467654114	0.892948169242496	0.695721813839521	0.353315308294889	0.753856681389073	0.8714850001162	0.196249198573965	-0.417342770957192	0.857183136556906	0.78707090930052	0.890188623921327	-0.0302248942327563	0.784426724543439	0.62939955986156	0.351473723428274	0.779381919396406	-0.630000064859637
ITGAL	0.880570983196989	0.878656567633622	0.984770851976301	0.50722105529842	0.836895562978708	0.560512025747839	0.989217810536273	0.736242258479972	0.932198386979689	0.889558058468747	0.732034360992945	0.755677402019214	0.836745335756692	0.945593615626491	0.838472358497692	0.733444789279105	0.768068149157102	0.873643446867983	0.755619146670608	0.957123790400567	0.649809651466136	0.654658290037996	0.287182556667264	1	0.3095869134779	0.919133699326192	0.629308283939199	0.775803683248968	0.888805427188533	0.790867200728254	0.629611533120407	0.991038429445328	0.893323756014458	0.861240274643164	0.860425491746471	0.663155538085893	0.89116131065119	0.937712972929404	0.625752550646542	0.714138176904755	0.917399965816315	0.551176017035374	0.991186509249388	0.743827293607071	0.765389949517975	0.827928001635258	0.765451217759766	0.861270463736877	0.645552800918757	0.396191913836438	0.576526759262583	0.74037010585255	0.523668716588902	0.721320144411766	0.800236182061249	0.871973663012609	0.976053231999559	0.987797605589556	0.761593966899621	0.915750099052679	0.317971709047235	-0.593637217226521	0.832320324214615	0.681203244070323	0.747521863728797	0.474370494673948	0.88203655519562	0.897896749368188	0.669327751888803	0.588580052165977	-0.456172721963903	-0.423819725183188	0.638036420603327	0.714407674908178	0.67670575454241	0.231725708536712	0.811768636033463	0.656460464377128	0.860828963464398	0.738842623989849	-0.560036128057552
C1QBP	0.666236770701303	0.666883366836195	0.355281647493881	0.895229053735868	0.721709275218265	0.899987397300436	0.35454285651234	0.803835522164257	0.586645490134064	0.649983212225279	0.81770480393766	0.801121394273737	0.739751571500812	0.523281807303189	0.746530864082026	0.812660317638418	0.784933778789764	0.705876670877404	0.806534101619739	0.430192974325549	0.863581543735198	0.851945765344123	0.920459213152447	0.3095869134779	1	0.525487511366236	0.866514240267103	0.44007377138355	0.618250432072737	0.777287254675011	0.855861731992857	0.339335633863478	0.642765900908935	0.695399182621832	0.702338298167209	0.828511989961889	0.514477432677024	0.582325748655424	0.893111360581661	0.525265737015881	0.411329175297706	0.595920501223326	0.283652007578893	0.797250642037604	0.623994821465261	0.762416324761411	0.420865468371244	0.426691367244875	0.268503336460253	0.135766950196386	0.879800831802077	0.800948604394607	0.916811988998851	0.806553694249058	0.75400186879916	0.673929011178512	0.436699618990512	0.226748128303675	0.802671649719546	0.552692229803482	0.876783406545524	-0.609398733046335	0.722302593431194	0.885674745115621	0.626188107059849	0.832749598560847	0.661652156345876	0.355563111059734	0.811873888432218	0.8474523304618	0.366690199074646	-0.328703103592084	0.889659341076596	0.803828795093873	0.866415328345693	0.307080308624247	0.750368632706709	0.715513701039153	0.311734361305125	0.786547398387681	-0.627459636330707
ADRB2	0.904724825277345	0.890609044586018	0.912711450329069	0.671434273751824	0.879149103791664	0.728142738934037	0.909356617903993	0.821395133726435	0.922914640598145	0.907364802661072	0.841755580570267	0.845733275515248	0.930019340215094	0.900006069330044	0.926982944966551	0.830897930638979	0.847158853716461	0.918502470534373	0.86647953627423	0.977091386839036	0.809272486457439	0.790526267158145	0.498065539822158	0.919133699326192	0.525487511366236	1	0.76476062350234	0.856464710225407	0.982919433529981	0.856191693537393	0.759009753503	0.90957306445949	0.915741617789638	0.96155447522818	0.934815579469284	0.768200661035685	0.912896509575502	0.946742020701401	0.795819960497712	0.857773539382776	0.965437250242789	0.595878674981913	0.918054358161628	0.84281789242289	0.88611004656008	0.885505310271907	0.911442832393703	0.932690990985948	0.754584686817482	0.461841856693268	0.714387751999909	0.884143125707982	0.709845648490153	0.812331492660923	0.85758296614724	0.892724888896828	0.931569562681901	0.854722533288314	0.849937744841752	0.919932499797	0.494028032994479	-0.628528070749877	0.886175364102938	0.820344367531089	0.909926303242423	0.646659941291784	0.904731065577109	0.875582468396735	0.788815661561888	0.723980563622488	-0.265206029147218	-0.410399781188987	0.795679870792835	0.896493930355115	0.798991642223766	0.323339470567085	0.872767549447331	0.874816483180515	0.874311781076641	0.846506777081235	-0.589060298407976
SELL	0.908801830552873	0.915193117027248	0.672827250840724	0.978004124580418	0.947252230044106	0.991216633233503	0.660459103011126	0.9846246344112	0.855444680736494	0.905266387377894	0.986397128800859	0.983590828429188	0.941459257651656	0.818332957346952	0.935624155369624	0.987414401727036	0.978556875126048	0.917466386112257	0.973255568708107	0.67859310966951	0.983492562261015	0.956767090188998	0.917734570628459	0.629308283939199	0.866514240267103	0.76476062350234	1	0.712958925282512	0.812612475651529	0.966502375189435	0.976713378797457	0.644140112835411	0.895244369147454	0.899806299550113	0.913240117041173	0.989655946203056	0.786404912871601	0.848951638551151	0.987090204050224	0.5757256806539	0.636084499527518	0.670083604326947	0.58245199870272	0.975618425552814	0.842493175166424	0.943379574500749	0.616498722311407	0.601324484539458	0.449252667567083	0.148031940631866	0.984880295326717	0.965918855714225	0.976761615470798	0.986694066948237	0.960859621608213	0.915528923726148	0.715795952734858	0.552159927325575	0.974740156858211	0.82621504692813	0.669449430741605	-0.779481329717154	0.938629474643419	0.975622922237752	0.728149424299837	0.892023414084787	0.911843000453707	0.645004670999653	0.896477077349845	0.938789278392701	-0.0183767958315862	-0.525446719642845	0.955809342401705	0.915311585833021	0.994790414915591	0.0777637235821857	0.955549614486461	0.777026669241547	0.601703433570371	0.918405447420569	-0.749531534150469
CD46	0.828159370433592	0.797088437651204	0.80950697603455	0.685806447454449	0.783642282194612	0.703286151914781	0.774027282692218	0.771968128568494	0.804246464912656	0.795364039852526	0.784308511794433	0.775371164511654	0.844405938782579	0.812149504881139	0.810671656139832	0.761111825806709	0.770171099555674	0.803526646116798	0.8229876720422	0.830319495193014	0.791019383910874	0.792362299479103	0.53388476898508	0.775803683248968	0.44007377138355	0.856464710225407	0.712958925282512	1	0.818632362629894	0.775977757631192	0.741207793203302	0.776745326681165	0.828738259943447	0.866996582496793	0.868048667257686	0.750493308345586	0.92671137391191	0.840172765439499	0.717641709518436	0.725577153295675	0.764417883349195	0.583201765078743	0.772241074938754	0.816374680338803	0.959849566117951	0.783099246209777	0.897461280404789	0.83123315011267	0.875414580654844	0.497453076795225	0.709569307149296	0.828380471461153	0.695792326780686	0.773963040165228	0.796868382716759	0.809571890442876	0.800645930002261	0.713611127778533	0.752377095061374	0.893416256101181	0.356148389466538	-0.402046358688309	0.813552214550064	0.726703131441601	0.714387483440145	0.753527352963375	0.830669246831577	0.851266544469953	0.666191212448608	0.750643335658521	-0.213739291058382	-0.204971277779682	0.688919368004985	0.817576053886512	0.735719522868351	0.119681106076678	0.798703951307154	0.741290810123108	0.956462424347144	0.837502798851516	-0.328947138284134
TNFRSF1B	0.908516579943714	0.905402943051265	0.872835851279872	0.714741249803382	0.901292535511377	0.775739332774982	0.879319005517497	0.851744887225166	0.921200512888619	0.915579774596834	0.878454633228736	0.878351708894251	0.947035925734973	0.890199143175976	0.955503210493352	0.86323821780216	0.875511306996609	0.938366841867529	0.892042212023347	0.965764267197356	0.842395863555821	0.821108980547965	0.561124763366247	0.888805427188533	0.618250432072737	0.982919433529981	0.812612475651529	0.818632362629894	1	0.889594317546343	0.788544230650667	0.876344967154338	0.911099956496833	0.968600227153643	0.944303805183181	0.799118674123381	0.887943637426254	0.940269155226531	0.849024829355142	0.88128491525087	0.962458356279765	0.600901268120162	0.891932804476269	0.865305632739156	0.870319951482879	0.918955049353441	0.887969421578482	0.916225181830811	0.709169210550759	0.452423940506733	0.754698025230894	0.910182162075216	0.760498455897088	0.841569624138817	0.878816176264738	0.899337339087353	0.907170594361264	0.817292892875498	0.888397044968256	0.916526194116714	0.592359618825053	-0.662143090017446	0.901547644996899	0.877997587427274	0.94900965874022	0.679839589355347	0.910114329051033	0.867720732206256	0.851292615719271	0.762111008558833	-0.180121809808357	-0.427596095904073	0.846950394202642	0.92821068888618	0.84781829827222	0.387138043376102	0.891938417281342	0.919046642213339	0.826537139038303	0.885632825769303	-0.630131161325096
CXCR3	0.974185300173818	0.981572722526899	0.818647409996426	0.914900380726267	0.991360938083494	0.939291532023009	0.812554850692435	0.99071192942834	0.947609712020963	0.971541709887897	0.990554646608683	0.994589185568275	0.981196474641706	0.926915136052634	0.97890508645648	0.988512785311515	0.994080026288669	0.980368612292246	0.985708966105197	0.810655838778465	0.959486417154017	0.942593187624453	0.803088137644227	0.790867200728254	0.777287254675011	0.856191693537393	0.966502375189435	0.775977757631192	0.889594317546343	1	0.949490525389838	0.800009984434139	0.963257261032622	0.952186477849647	0.965734947066082	0.971109791931569	0.873919856193812	0.939439992846955	0.953393234362379	0.655949386521076	0.758977181333789	0.68386895771522	0.752273399355511	0.983717756266775	0.873593282698469	0.990690997063949	0.692333685535456	0.714849499070775	0.523055086676396	0.231941411891885	0.94476956733398	0.968926429093648	0.920248033294452	0.988250898243878	0.994354452966769	0.978313801709668	0.849950378670897	0.732501837511274	0.988330225171905	0.920051381780999	0.625560761334358	-0.792138312961714	0.982165728769422	0.967623130508463	0.779868327200132	0.840424622692285	0.978092603432942	0.77779523796874	0.902581584247165	0.907710006244593	-0.136652607245692	-0.535913030805078	0.932756568817023	0.919534659008136	0.980844360280516	0.138649436182013	0.989405159712478	0.789450807367312	0.716595764750399	0.940406894865494	-0.759989103384076
RIPK1	0.9184588128849	0.905299174308181	0.700292347804985	0.981417771212308	0.933664311377351	0.980603993511833	0.680261509295013	0.977289828919544	0.857236113970133	0.89742351217859	0.965812387679311	0.968461969056523	0.934869444459141	0.823540913972662	0.916377474116026	0.976315478874273	0.965185516644336	0.91256196137843	0.974248484195729	0.669668391824727	0.982915790376186	0.958031258755695	0.91043422029654	0.629611533120407	0.855861731992857	0.759009753503	0.976713378797457	0.741207793203302	0.788544230650667	0.949490525389838	1	0.665502752278136	0.902734116642829	0.899084130956974	0.908710758314339	0.988649025253507	0.812056382121016	0.854813539417374	0.96603639958195	0.552344420491045	0.605827808845821	0.761398403618803	0.577492821234851	0.981053961598465	0.859999515696346	0.922724051240031	0.609548562922797	0.600569456264971	0.479191494507259	0.121915555139103	0.98752866513347	0.952951598149181	0.970596853774203	0.97923353816091	0.958766890159275	0.920813659053005	0.740207032464392	0.566577310734542	0.958925600394801	0.811620071894863	0.65054007434516	-0.758249963695143	0.936193976692951	0.947406990373965	0.681115019516667	0.890395128028132	0.913533735371367	0.60204370773331	0.834582061768387	0.939462021153442	-0.0628323078086025	-0.501836537018302	0.944278988223496	0.895772750271318	0.974976894160745	0.0352146991888923	0.957083878696884	0.735710700443143	0.630752126588242	0.910557879950032	-0.742598162731808
KLRF1	0.899522574163692	0.888127793314865	0.994908040309183	0.538398724648657	0.849147529320044	0.58231315301456	0.998417672044309	0.755009266718702	0.94479437174991	0.901521284719096	0.738760375235805	0.768857306462335	0.845018532306371	0.953257254846887	0.844242064892715	0.751997375135318	0.783789923787785	0.888069689840046	0.772313079204446	0.941121227897503	0.66940952520638	0.67560032224371	0.318715281691573	0.991038429445328	0.339335633863478	0.90957306445949	0.644140112835411	0.776745326681165	0.876344967154338	0.800009984434139	0.665502752278136	1	0.909444034757003	0.868787071124519	0.864480572284667	0.687188358918554	0.89733098800077	0.948827980948257	0.64100011357445	0.686171740061022	0.889311861197472	0.606194515662153	0.974338948908741	0.767721534274731	0.777655817761119	0.834910654816799	0.735450110205646	0.840691589888598	0.62227598699699	0.345217472951286	0.605474865033478	0.743946424319111	0.546166068688213	0.738937047296098	0.817418272647707	0.889989056856832	0.992593987888343	0.987920116854962	0.780054739382082	0.908244322333303	0.335368992301423	-0.607344120502831	0.845979574464493	0.687773245534821	0.721513625036478	0.490124951512472	0.894022928584177	0.86271695091141	0.652872664802132	0.605061520295727	-0.475254023172852	-0.447153078069592	0.653191278922452	0.708743537420898	0.690461089307295	0.198526848921583	0.833889179882026	0.633554315928225	0.860830420864145	0.756053767983295	-0.585600968157087
TGFBR3	0.995681539958535	0.988215792241642	0.927570679835321	0.831893066988053	0.982933297120748	0.859059693252663	0.91638912888562	0.952996418244572	0.990282138227872	0.991806427587493	0.939828258037151	0.957227315241884	0.975287938974259	0.978379559210712	0.964426338607428	0.951752388347525	0.964798931343648	0.984603434153962	0.955583919150136	0.877940435560732	0.903659850512786	0.899538721569853	0.673830707279373	0.893323756014458	0.642765900908935	0.915741617789638	0.895244369147454	0.828738259943447	0.911099956496833	0.963257261032622	0.902734116642829	0.909444034757003	1	0.96435572423461	0.974202443696733	0.921980476224247	0.93165478741294	0.98876909785126	0.88141383765245	0.663551818295972	0.819134950868634	0.710074509537415	0.853431594679979	0.957475404880894	0.899616046476435	0.968035863144319	0.732460905322681	0.786605945806797	0.59459322621246	0.26664750370623	0.873945858426788	0.930911381075176	0.830142808971303	0.946018682070379	0.975214512940054	0.994588323857742	0.942979329796094	0.852803503739981	0.953145925273964	0.955241587671679	0.5242455578044	-0.746210963207839	0.982735850279863	0.897449195813066	0.76056850015996	0.767306008190754	0.993163508451592	0.822719123909113	0.830799254965983	0.845390449997705	-0.290938432236811	-0.5186474405131	0.869084894610633	0.881507709429909	0.915686143479461	0.116704991793166	0.981963347143471	0.741432655968679	0.815324551002774	0.90958439897591	-0.715235816682222
LAIR1	0.967976146325379	0.956453481166939	0.881760791160671	0.83696386221867	0.959068660262543	0.874738817104244	0.875005577329138	0.937756601997549	0.955902186708234	0.961285280585071	0.947524185344874	0.95049817127769	0.991925605777738	0.92882639438661	0.986343525746679	0.942309516143312	0.949397081888062	0.977532103200785	0.964888899493191	0.91965125360187	0.930184150543135	0.909662985159738	0.69451417916131	0.861240274643164	0.695399182621832	0.96155447522818	0.899806299550113	0.866996582496793	0.968600227153643	0.952186477849647	0.899084130956974	0.868787071124519	0.96435572423461	1	0.985263742804518	0.90514819462119	0.929646302321306	0.96901392919625	0.9156914022516	0.800545993790894	0.885280960008591	0.684835112322052	0.842506148194616	0.952116135382626	0.930097729049423	0.963573159234	0.850215268610297	0.860674801394093	0.684778186021757	0.362384739706032	0.868446031212002	0.968681563472449	0.858882763005306	0.932595540562978	0.955549940198087	0.960776394725757	0.912558947350403	0.795407399392528	0.951786133182165	0.941871249903723	0.603263191202688	-0.715049598104462	0.961616036032202	0.929520151228524	0.884986354421827	0.788627495578447	0.966609308396311	0.837982355622452	0.866685655538932	0.859664320749828	-0.185987817295042	-0.475490426689823	0.905398767363439	0.949024030689801	0.923876927567517	0.246789539579435	0.962787883240992	0.881692085582318	0.837739266904117	0.941435952212669	-0.682958862663196
TSPAN14	0.976955639641281	0.971934679072228	0.883569870515768	0.851546316426044	0.971350530234275	0.884415757563836	0.872061040516839	0.953276094076526	0.960294661955871	0.968765340396471	0.960712174921029	0.962276204804926	0.99009147932413	0.94595079183032	0.981194779919359	0.952077117757024	0.960706257868445	0.977613868030473	0.971566492355258	0.897878847355123	0.935831659968766	0.935861362248102	0.708076624611291	0.860425491746471	0.702338298167209	0.934815579469284	0.913240117041173	0.868048667257686	0.944303805183181	0.965734947066082	0.908710758314339	0.864480572284667	0.974202443696733	0.985263742804518	1	0.924444220266636	0.949112515744251	0.970596248772491	0.912437752619433	0.76730442572926	0.851023296273668	0.693375897400345	0.839616217742372	0.961398095747798	0.931364066411559	0.977594355250701	0.817834135418444	0.852923605098905	0.689900500257675	0.404732834324462	0.882378496066224	0.969417243208134	0.863197398971281	0.949728403865547	0.970262688789987	0.97079208109539	0.903807906271514	0.797754615917699	0.956710094259664	0.966126930071851	0.623252712037356	-0.681095799401324	0.977081998415624	0.941796466148534	0.839779946386348	0.82797732661367	0.979447560625647	0.847094527790107	0.873508089862405	0.905233799072633	-0.139756412313572	-0.422223348850206	0.912509548178589	0.938421838406293	0.938748042755348	0.249890857876264	0.970477033917735	0.841572523864454	0.841626517808109	0.94372736354248	-0.648667203133838
CD6	0.935178616208922	0.933926711897882	0.721958759661761	0.976669245027646	0.958137639111633	0.980742679711662	0.703162014826628	0.99319683630498	0.881355307912064	0.923391460678194	0.982851272096594	0.986151754364758	0.94638010929977	0.855634694254479	0.931613896407184	0.990348371328034	0.983549498454125	0.927338059064186	0.979979979727873	0.686381945154608	0.981452527407162	0.962328355427873	0.898938117934822	0.663155538085893	0.828511989961889	0.768200661035685	0.989655946203056	0.750493308345586	0.799118674123381	0.971109791931569	0.988649025253507	0.687188358918554	0.921980476224247	0.90514819462119	0.924444220266636	1	0.825658968654808	0.87411546938697	0.965568929286439	0.544736834355877	0.624183175503108	0.713520714371567	0.609899407065047	0.988073584911283	0.862711879507	0.946202586746265	0.611213221508055	0.605521683816576	0.466213515914565	0.138907644641584	0.987752949284765	0.960900612515226	0.963516367327133	0.995287661973179	0.976324092636411	0.940643421908404	0.753681271387151	0.600207693517598	0.97258604830004	0.850806918067715	0.626639129041997	-0.772795501010148	0.953494746117683	0.956873324796482	0.684051998450016	0.89537011775727	0.936213765564366	0.657690259060651	0.862542992929466	0.943990101301509	-0.0782194307255979	-0.524173033760326	0.940780372337733	0.892995176680151	0.986963255241604	0.0214484526587372	0.970851606866931	0.72880207663563	0.647634072253264	0.921325506541642	-0.744217937125506
ITGA6	0.933030358267887	0.916034273827742	0.920616840117836	0.728943956051592	0.895340330526659	0.752019963749716	0.898596349485835	0.859747935431816	0.924280854121381	0.910811678362172	0.861349093942346	0.863888060433366	0.920132188264724	0.936553589986219	0.897645377711483	0.848557740355187	0.864482251736056	0.911022182894036	0.891158657915693	0.903097441114738	0.83425658254401	0.83878799599364	0.549635145159825	0.89116131065119	0.514477432677024	0.912896509575502	0.786404912871601	0.92671137391191	0.887943637426254	0.873919856193812	0.812056382121016	0.89733098800077	0.93165478741294	0.929646302321306	0.949112515744251	0.825658968654808	1	0.947145580353108	0.775304477204282	0.752483022124703	0.834710258314482	0.687764917166645	0.873467797003306	0.881660798078062	0.922562932512577	0.887988212313172	0.843695480547942	0.864633766821085	0.797829639428589	0.454453316282794	0.763424552735512	0.88281001553759	0.727346025944681	0.855163674010134	0.895015696691451	0.915763492595471	0.915245851721849	0.847392037601779	0.854932760989698	0.951270922857988	0.466349573661437	-0.566108486773439	0.908660320067753	0.813550338692857	0.760900078379683	0.720131553773722	0.932783449217081	0.848963448264296	0.752053383730354	0.822654700753503	-0.270113540934844	-0.314750040374359	0.794833303588134	0.848832470377457	0.820032102551299	0.191345784209907	0.893604455589804	0.750581401074345	0.918075920275595	0.854098838445763	-0.518387897081536
SPN	0.987052099924097	0.98056852902989	0.958222647499584	0.767208103249559	0.967351815413829	0.803119671164267	0.954350696647428	0.918188533129113	0.995669869404093	0.987398130096088	0.90891268427897	0.927728749348365	0.967113834998739	0.985537513207912	0.963649355708763	0.917795766597353	0.934822613083367	0.98221556214003	0.928108307994214	0.930363361980937	0.863202017240347	0.855059113340118	0.590400551088583	0.937712972929404	0.582325748655424	0.946742020701401	0.848951638551151	0.840172765439499	0.940269155226531	0.939439992846955	0.854813539417374	0.948827980948257	0.98876909785126	0.96901392919625	0.970596248772491	0.87411546938697	0.947145580353108	1	0.842098282278982	0.722506312788564	0.880247710895005	0.69309100162738	0.908352233405348	0.925075886121604	0.888129501983685	0.955771282017077	0.777030100671083	0.835689563541996	0.634985442501975	0.315643092174346	0.813409889983399	0.909919398089432	0.771874098342041	0.907807415569527	0.949820889335297	0.981681442370894	0.973534850071023	0.900566444028223	0.932092452317354	0.964836244198483	0.504529339853232	-0.723607151748232	0.960991542596866	0.87052649595695	0.806420863554757	0.702313601732021	0.984754247503303	0.858897657521011	0.814002301387775	0.804082100386178	-0.329089785651057	-0.508383153545608	0.843839704904857	0.866247949263564	0.878679345032468	0.175209460376999	0.960683716418412	0.766874061522407	0.850226196337708	0.895553282779144	-0.695400602153141
CCR2	0.893888179746736	0.893151298296603	0.662110490083816	0.966161125660144	0.929017711894199	0.987633535968811	0.653894807851247	0.965361232827198	0.842138685835159	0.887595719486146	0.977327768029354	0.969928758493048	0.94516809998674	0.792197691534002	0.942889735086917	0.97387032118999	0.963333823809239	0.916905151731231	0.971326727091989	0.708527862192995	0.985902496529771	0.955664456998828	0.910045225525572	0.625752550646542	0.893111360581661	0.795819960497712	0.987090204050224	0.717641709518436	0.849024829355142	0.953393234362379	0.96603639958195	0.64100011357445	0.88141383765245	0.9156914022516	0.912437752619433	0.965568929286439	0.775304477204282	0.842098282278982	1	0.650066536582036	0.67937331377533	0.659037504872074	0.590739850156571	0.96593442581785	0.856234745538503	0.937155005180771	0.668887414560389	0.650417862979993	0.490665854204401	0.195950050587894	0.973030804977149	0.969642931853515	0.982768663031756	0.966242234854416	0.942810481074642	0.897664060760959	0.718367659500573	0.539349339072603	0.967277414281004	0.811101791235839	0.71335405470666	-0.758173837709368	0.928705879373642	0.982077911824094	0.789529314249249	0.888684450291262	0.893114352937139	0.646509796338975	0.902965203477595	0.920974033535645	0.0203202321152356	-0.500162256245996	0.961263194268529	0.950501538811502	0.986390060329967	0.16848746805532	0.942753436537327	0.84177278459241	0.611307928886402	0.928570663727818	-0.73242181402619
CD81	0.665921421207485	0.657212597188646	0.669632173817513	0.490078140330179	0.648541116057319	0.557126961862578	0.681736507492087	0.602172232481407	0.678037556916823	0.660513164945741	0.660911404849249	0.637454935090981	0.748454931583325	0.64978105410554	0.763147311842012	0.612652443149277	0.621496353399756	0.717898118463037	0.683603513553041	0.873695530429813	0.6518156100386	0.650210018668668	0.361983807931599	0.714138176904755	0.525265737015881	0.857773539382776	0.5757256806539	0.725577153295675	0.88128491525087	0.655949386521076	0.552344420491045	0.686171740061022	0.663551818295972	0.800545993790894	0.76730442572926	0.544736834355877	0.752483022124703	0.722506312788564	0.650066536582036	1	0.897847777942774	0.473578814891436	0.765860977066143	0.632691340761149	0.727281773658832	0.708847158597737	0.913443953357086	0.921622249775679	0.795422806450653	0.688884498757347	0.51574153946595	0.733818626017034	0.565927496927113	0.593199222044864	0.632723901108094	0.643578590009114	0.70891750280618	0.6314757881251	0.652910501510684	0.741169699234107	0.659693529631497	-0.350816248921695	0.665127131997033	0.713482353135351	0.935272226323284	0.537703271103238	0.669059491827035	0.771989623589546	0.747270226415727	0.619327347755328	0.0903104976702164	-0.0709623760089615	0.699924010009488	0.820376965813106	0.632920994811134	0.69154964613057	0.642243727407015	0.920046283513837	0.751131374957509	0.734077282525402	-0.32129399946632
