""	CD74	STAB1	CD163	PILRA	ITGB2	THBD	TREM2	HAVCR2	SORL1	ADCY7	NRP1	TLR2	SIRPA	ADRB2	KCNQ3	LY96	PLAUR	ENG	FPR1	TNFRSF1B	TLR1	C5AR1	ITGAM	VSIR	PTPRC	TLR4	NRP2	CXCR4	ACTR2	GPNMB	CD93	CD44	CD63	CMKLR1	LILRB3	LILRB1	TREM1	CD81	LRP10	CD69	TFRC	ADORA3	PLXNB2	RHBDF2	LAMP1	NCL	CD33	ITGA4	LRP1	RPSA	HLA.DPB1	NCSTN	AXL	PECAM1	CLEC2D	MERTK	TNFRSF14	APLP2	TSPAN14	ITGB5	ACVR1B	DIP2A	ITGAV	IGF2R	IL6R	JMJD6	ITGB1	ABCA1	UNC5B	CCR5	RXRA	CADM1	SORT1	SDC3	NOTCH1	STX4	TRADD	EDNRB	CD46	PTPRA	CD47	MCFD2	PDGFRA	CANX	PTPRZ1	RACK1	TNFRSF1A	S1PR4	RAMP1	CD4	CD2	TNFRSF12A	SMAP1	PTGER4
CXCR4	0.631025962144507	0.579118942760097	0.631827737739896	0.312152454456687	0.686170430295968	0.344591940963908	0.621602420747673	0.645392843399026	0.657929484613183	0.442732050747498	0.568632206637998	0.532360829228526	0.632108969844384	0.646346990502123	0.542694731371566	0.599072393333325	0.609611329269316	0.645337140274821	0.642406682407454	0.530838293849922	0.591370279858448	0.427629067726549	0.642582625921603	0.650955897253831	0.905095255043661	0.33881332733994	0.248696776137002	1	0.685255375691488	0.309325870071466	0.645310610363772	0.267963104459539	0.327335038365578	0.610848605692799	0.579666855744342	0.670941767017396	0.414270611907904	0.512129787816041	0.591664637374378	0.770116770874058	0.610368085564786	0.640992388073564	0.568605137082978	0.634297636676389	0.437369193058101	0.227216909887342	0.540732033619153	0.760010641887096	0.248437297942773	0.429552967539496	0.65835897071217	0.430438119451491	0.564985658938251	0.727997145274743	0.700814231103857	0.588433494676867	0.475386536481901	0.348583972265852	0.692937724355873	0.398635368960668	0.221062122080409	0.275564627277542	0.346436855660778	-0.00722155094938621	0.581131121064569	0.495339133369775	0.360692294127925	-0.154504138365172	0.633704005326189	0.581483923972388	-0.222946675878099	0.0934234656050112	-0.201492816499569	-0.178053549015065	0.184240066210103	0.360116505995542	0.625438459361974	0.475676041965755	0.320981537853929	0.0755902277672192	-0.223891445273903	0.0337519374732277	-0.223555042372605	0.0915895909790291	-0.26185046843541	0.181251897274677	0.518273759028071	0.777388999617887	-0.226461514546308	0.579934816430581	0.60155815035011	-0.0959284502297326	0.155138429483488	0.705839995358031
ACTR2	0.949686294435719	0.910384880656847	0.928052670536777	0.424949019727713	0.949224600437721	0.548157989283825	0.925780840125887	0.936231447551729	0.899668901593774	0.750569297422901	0.927725114975447	0.600597645360664	0.946916061524428	0.809654693298593	0.864255961973066	0.900571825637603	0.942688885796976	0.931186079937071	0.948050452565793	0.737267550285568	0.924188156896174	0.505140575201623	0.901073551724982	0.954722205891287	0.85283335168532	0.462886700726129	0.314683267852181	0.685255375691488	1	0.442991442065098	0.937164117606316	-0.259545437650024	0.687026050094262	0.838480955610209	0.643825143638064	0.927032429083133	0.523306596453677	0.947037091971492	0.668771213978873	0.904895351348063	0.908064152247062	0.940786450480226	0.86093099979759	0.9238592340949	0.788322689367841	0.54052539426705	0.940151098734882	0.884829730168118	0.618926037764362	0.765802397007724	0.930100584025168	0.6240611248279	0.925147133278919	0.516490300491511	0.87282797224942	0.847186647013553	0.452549700910479	0.665289628323979	0.954929749592155	0.825906837368229	0.551380765505993	0.637623216677037	0.763630302921733	0.140012433149945	0.791178530774109	0.650899352574691	0.681971936944799	-0.220832379710914	0.849452616068155	0.831527597164135	-0.199500114024446	0.443045213102859	-0.0514058530917576	0.0658754319959295	0.487684794973861	0.625632083624897	0.950153563642438	0.885763420931751	0.40548402160768	0.253347737376928	-0.0692922748665348	0.262905928309779	-0.0175368206816144	0.372664770790808	-0.0710121298779831	0.467065463784826	0.916894099975321	0.5381723505511	-0.0720850195636962	0.956846272408051	0.0838447365678303	0.170223728707148	0.54059525150606	0.948694494649495
GPNMB	0.401217805272201	0.333534967943097	0.585105638481562	0.622123745428928	0.543390466147379	0.651338131252361	0.490746493013192	0.545568717632271	0.495267123036197	0.374830883197438	0.517250497374837	0.491143318124896	0.550911885461395	0.365399347354117	0.654550633687138	0.589213092373628	0.557200782606763	0.564334137493204	0.509840936385736	0.761475981928689	0.506488899187001	0.51666128403421	0.384830082803785	0.537539385085529	0.358179815877905	0.693468578404375	0.824959151178173	0.309325870071466	0.442991442065098	1	0.418237698690121	-0.240300076846958	0.51090501503903	0.727999508839318	0.398693573878233	0.548303425114079	0.76263738372487	0.488013483754357	0.659117711375111	0.430463095820679	0.509458381601986	0.484220779363471	0.598771777243209	0.537865037708988	0.648395725826949	0.260709069177599	0.479561798150997	0.159219205409462	0.459157558001592	0.343480422647508	0.332205410260349	0.431970695154956	0.471580036202118	0.206453091048745	0.308845661960732	0.708445105494383	0.471261064292395	0.649671458315161	0.598214845114748	0.420211806033936	0.665194745466879	0.32193355093117	0.22757882499055	-0.0226936857648765	0.825352448777023	0.675084137280222	0.495300173848882	0.494637002453109	0.5355229364185	0.466299821152634	0.155151494318246	0.254278252513279	0.0456427676894733	-0.0154629775431272	0.0905347060283224	0.579309370424855	0.475859136553833	0.540079732608038	0.504027694038896	0.123612005885928	-0.233338590721295	0.269399438623504	-0.0837132565627657	0.380260416964226	-0.136125615053181	0.210924863772583	0.440184029368832	-0.134475447148163	-0.193858521038037	0.467400826780927	-0.370401892795163	-0.0563524088640828	0.250155333598127	0.444647965255307
CD93	0.982728712209772	0.943047521768159	0.96029253451168	0.391777110314669	0.968104525326342	0.455262951922782	0.980051752662137	0.971720057171589	0.939702123598926	0.721774663332377	0.961749955731986	0.644297245286452	0.971890820613853	0.841185265738795	0.832810795201483	0.944094305547843	0.944528192125716	0.944203896446664	0.985363708098227	0.782650478039068	0.963798912639153	0.564058710209495	0.942166950662487	0.953573252685699	0.833050798891358	0.41454593860348	0.252787557779643	0.645310610363772	0.937164117606316	0.418237698690121	1	-0.405373864718666	0.520043712505868	0.856030933083976	0.633781273650416	0.961075002499081	0.517319057575309	0.884287597221809	0.616823365347944	0.922369272757361	0.927074790480876	0.983807742733082	0.791251744210076	0.965891572819452	0.677134029035504	0.31637702485525	0.945191080555965	0.857261090222535	0.406704477765962	0.552383972788158	0.956331720030626	0.545780085327881	0.976927257761741	0.573585929526082	0.752314883785701	0.866111532485152	0.331958096863821	0.496389167714216	0.906546677766078	0.688461081160107	0.462616053789548	0.452997515014449	0.612254418662961	-0.122277618994185	0.76842417652454	0.587345799130015	0.507249259782967	-0.332572244548073	0.9097619601006	0.852039591752341	-0.395903184483962	0.218423627106282	-0.30976539872354	-0.170709243276782	0.24324749536483	0.474192687564621	0.87878525568627	0.790655897522432	0.210457168404602	0.0243226259134352	-0.314811414736909	0.0334290056223238	-0.265684941679972	0.167914273142614	-0.309508905070909	0.223687306873153	0.833097317168305	0.49690219339823	-0.280298681263404	0.972980923306104	0.0273795980914088	-0.0317088652082823	0.323223910487179	0.954647494623479
CD44	-0.386479575425466	-0.324691431413691	-0.377372185632082	0.0681729869794614	-0.38261675842762	0.017149168521309	-0.473417692517333	-0.437943800966462	-0.323458486621651	-0.0748835046927975	-0.503289911925412	-0.0737010521656835	-0.388923566696804	-0.141771890485118	-0.382218233747306	-0.395845079229434	-0.394248415338598	-0.413387923749417	-0.393052678196552	-0.323759772098646	-0.464237250446075	-0.0522792191214424	-0.245605166279746	-0.343457195010009	0.10169643062235	-0.0140733240117193	-0.201949692790277	0.267963104459539	-0.259545437650024	-0.240300076846958	-0.405373864718666	1	-0.346180771959769	-0.400884232069241	0.054921393032501	-0.355312804266345	-0.104015398074595	-0.42005904101468	-0.290073562267042	-0.293370003782939	-0.395335330878647	-0.420401230563855	-0.408963767774	-0.41530253372965	-0.409433461680521	-0.188370161970954	-0.448085435605796	-0.00391666702603955	-0.243415297839532	-0.153277567719203	-0.306007427619025	-0.297802528434645	-0.487186225010078	0.142385559003675	-0.179963916657228	-0.431287119623793	0.0295072670176789	-0.297375358341041	-0.291013899830316	-0.333304042082188	-0.246833622878276	-0.313729996507337	-0.353223566775788	0.388917396733649	-0.302147926902989	-0.331643441332999	-0.33165038110378	0.0937400572552587	-0.417525315623853	-0.286599222102429	0.0590461247436166	-0.250655748099988	0.123383511226544	-0.0710282839248627	-0.112863734327647	-0.252388106656134	-0.317312719999471	-0.387157238165814	-0.0344395992222954	-0.0938043699235332	0.0248858440957766	-0.111751399480423	-0.0146842495921334	-0.280366434564272	-0.00765083337730466	-0.108476755781772	-0.439969284472507	0.448820563372549	-0.0651826714247392	-0.443621733345783	0.69581434418198	-0.192364646784358	-0.272638595277742	-0.314883771756297
CD63	0.545786107593126	0.417494514055745	0.564728651173858	0.132481670559152	0.64308624486734	0.281006469968675	0.61267352926407	0.641564591188209	0.528403883266107	0.255737874672767	0.634645769712935	0.34210832702129	0.621445912924953	0.350670448569456	0.694238699411977	0.57134651369543	0.616324024305012	0.686484507378988	0.551188370333785	0.471159209447154	0.601482922816863	0.17865601313863	0.405232678915202	0.610912235334713	0.401731355986261	0.330057651936265	0.550160923945344	0.327335038365578	0.687026050094262	0.51090501503903	0.520043712505868	-0.346180771959769	1	0.655497781943867	0.277838674789356	0.584664279132415	0.446620663993922	0.796357575138227	0.717094009275057	0.618304423406812	0.620389240705721	0.592660239271242	0.844315897081633	0.580004982869568	0.9329511421936	0.906084094699214	0.6237728667578	0.401977106103296	0.926754842652338	0.908198418862147	0.507297342845908	0.75345730517942	0.580593381342716	0.196800088612917	0.762981537654697	0.682820119268536	0.536865357463677	0.955349338460902	0.737836324359079	0.904535098204597	0.509120971341625	0.83086741014697	0.868492730610979	0.243112573419215	0.650572989300362	0.820851533671046	0.979397981035959	0.21983113261007	0.605100003391503	0.475578181300566	0.352198129191015	0.888188435011021	0.517799234967133	0.632988290747293	0.83007715957369	0.863179969112751	0.710975859757532	0.808848109301009	0.775352285595915	0.769759406822844	0.493537759762124	0.778180204541412	0.57885429976165	0.869806555347248	0.517232794993645	0.841628496265791	0.871072040261505	0.0315004292809532	0.537722303291327	0.605457978232389	-0.269512469219993	0.719113482756721	0.910168953289292	0.590126075743537
CMKLR1	0.840180704123805	0.769064182382388	0.916432685756565	0.485298939423652	0.910854731843549	0.570962075475005	0.886977676327181	0.910751281044741	0.85633675660319	0.558220475027676	0.872309724142731	0.749260182723692	0.90892565164841	0.721545865188184	0.886915606356922	0.877577465174585	0.906455774831946	0.904764421577694	0.887039087890613	0.871413317554447	0.875134483367002	0.613386905466189	0.790323630324424	0.876704745892416	0.711652476446308	0.608298759563402	0.62242804358599	0.610848605692799	0.838480955610209	0.727999508839318	0.856030933083976	-0.400884232069241	0.655497781943867	1	0.591097314627924	0.913367635131588	0.652531087154862	0.837937832293482	0.855030553227727	0.845012988127916	0.878188639128005	0.898764912206903	0.884312913707952	0.900528779121603	0.819693786668347	0.419749382064165	0.836883784180506	0.636996432558512	0.565117658745145	0.593115050610075	0.800852679619641	0.632734529182124	0.857195061330778	0.496960924366158	0.713294494890551	0.940549510969631	0.537718277483621	0.70982387004434	0.883897603835655	0.695412305657617	0.608606711927684	0.540669701889087	0.585430074715052	-0.159240467554489	0.89594958847711	0.77834431863304	0.64988252205305	0.0114647537404143	0.875435058216516	0.798399255143584	-0.130909491777263	0.347081540053492	-0.121116247419913	-0.0230286043920087	0.285742334741021	0.679734897639334	0.860507688107562	0.835876697978668	0.489828354004486	0.208115017357906	-0.21150269799799	0.218359601521435	-0.121179160451973	0.405882838116913	-0.18515780720149	0.329882006789429	0.802172310144635	0.25480203670448	-0.166991539810301	0.884496828902563	-0.158963654266361	0.0762022693062365	0.419054035986033	0.87511015883744
LILRB3	0.692812602386169	0.701222626814405	0.727450388775261	0.760754214649682	0.593408567269288	0.58043374992359	0.559039752718719	0.584630365969822	0.814276861990327	0.77623008579086	0.523188224194545	0.701532216634587	0.656851555964948	0.396507002741438	0.737220733028912	0.648866470060294	0.705615042701621	0.538730617109619	0.647935872446208	0.816664178098626	0.608256764439135	0.889346642826821	0.77307037422363	0.710987369553486	0.690155408127911	0.821113367749647	0.398718801106744	0.579666855744342	0.643825143638064	0.398693573878233	0.633781273650416	0.054921393032501	0.277838674789356	0.591097314627924	1	0.751932894268991	0.77386160322616	0.644811309485099	0.463509346202292	0.504638271871197	0.758779371285612	0.661776968787262	0.5003735850567	0.68214906992036	0.504025632007885	0.142200814827256	0.57224524442249	0.665371308188345	0.332718653595516	0.393781456937426	0.763068614259293	0.445869622532719	0.647791674521386	0.720316879567957	0.559315160634749	0.673265229365991	0.649635900622012	0.378774298952244	0.619207840744585	0.405226532801985	0.596923343085432	0.232467079502778	0.364540183465744	0.183892306109126	0.734263533974185	0.532982244851988	0.276352316543228	0.0811241957197777	0.633034492397729	0.839240156551376	-0.171807166581353	0.0902661487398689	-0.0214533877234193	-0.127047971766529	0.0500220167706218	0.509081722702669	0.593614412676833	0.517386096924246	0.363220154268796	0.0131290521115769	-0.340804728361777	0.0307937170326732	-0.274315789755531	0.0977872049767544	-0.287089259452975	0.180286606501521	0.423859531725125	0.40741111209787	-0.304378775810994	0.645607058507534	0.0402476522719693	-0.10098668719974	0.131632768959668	0.719270146116127
LILRB1	0.96437787307353	0.926676152203311	0.987552304873175	0.510088660500229	0.956088664354008	0.527293656335739	0.95286829214444	0.959840586134183	0.979417143605214	0.741861867496325	0.92953364836754	0.756033323600495	0.976122686165875	0.757640262328349	0.905620113164201	0.935596942373285	0.963023796166945	0.943191999469399	0.967249562431626	0.891487587929288	0.948436426932306	0.704043484816411	0.943196010759136	0.960285689886089	0.836696671861493	0.603323724121362	0.436548455127593	0.670941767017396	0.927032429083133	0.548303425114079	0.961075002499081	-0.355312804266345	0.584664279132415	0.913367635131588	0.751932894268991	1	0.685008842224001	0.910700228862096	0.730055836154548	0.8974609704482	0.971841822990519	0.981304800089922	0.841859222438026	0.983980097266643	0.763035938583767	0.364984428266483	0.911516515492694	0.819983303801675	0.504556238478626	0.584560501389586	0.953764151625998	0.658440244515345	0.957073990901969	0.642222970795663	0.77455256520041	0.934169557817152	0.492224396770443	0.607804584249365	0.924469265721413	0.699550962640638	0.594858889949225	0.516056374394454	0.639922320437772	-0.049877941705156	0.88443616809014	0.724284588397118	0.584435141755458	-0.121254697917051	0.945646081225203	0.92080866619573	-0.245911856977283	0.279859092251289	-0.185604161599837	-0.102205350669789	0.248379453476863	0.615862850974378	0.886959523680688	0.827072166019932	0.37296724414049	0.113463878200055	-0.277256664955421	0.133262522280386	-0.223019778882873	0.280350008088813	-0.263874882980248	0.294638260062473	0.825140735099313	0.424881752115381	-0.237623029912634	0.956418249398824	-0.0482317564444167	0.0219087373359325	0.367302717607912	0.962731846454814
TREM1	0.541710250494043	0.512302304007341	0.677789344103131	0.706997127222889	0.561676389935862	0.5523622560811	0.525842754257674	0.569534049773167	0.709226907669673	0.614260645094944	0.526448622487994	0.603079700384418	0.619624930152411	0.293216292931424	0.73351392278121	0.623603610398285	0.633753842414366	0.579975528979488	0.570539308725045	0.863481060685276	0.550461853664529	0.782059500394027	0.593883512497936	0.625330583973906	0.519380879438358	0.872038165664624	0.730792392074547	0.414270611907904	0.523306596453677	0.76263738372487	0.517319057575309	-0.104015398074595	0.446620663993922	0.652531087154862	0.77386160322616	0.685008842224001	1	0.593554292125593	0.576369392153104	0.467330388377998	0.6919574737928	0.580992049014861	0.580098506944485	0.652753605535011	0.616082246636252	0.22682667348833	0.501491763248997	0.387767576649939	0.428500390184968	0.349971776892708	0.548312541616505	0.562260452280573	0.567633697324911	0.563906333744632	0.434164303677959	0.738838871920415	0.609197164129122	0.576923192851619	0.632893671476488	0.421793518996258	0.729002644311751	0.28210335822141	0.323356802165158	0.120460509028672	0.860018297125931	0.725531309620656	0.439194983960504	0.469819180075709	0.681919022298905	0.68827639542855	0.0899273664772224	0.211107002280105	0.0781923802895295	-0.0428585092885368	0.0438301930612019	0.643401749855557	0.501495261557336	0.507421257310446	0.534229170138464	0.117197305908403	-0.293454834060736	0.213340731135604	-0.178793479421999	0.302206775852119	-0.202039820036769	0.236927842648237	0.438320762507973	0.0647032257288616	-0.230169860734328	0.535946689974078	-0.266569168743796	-0.0409328459919009	0.201333960767915	0.584221754235703
CD81	0.91503133848082	0.859179737207976	0.908449073766717	0.39544519685256	0.903236604188968	0.477477990220165	0.89814795970668	0.910223118223217	0.899281546081543	0.705764005068107	0.904786626850299	0.599048210200712	0.926710541883087	0.66753991819943	0.912211645891686	0.864503747790228	0.926111138419614	0.908253812642909	0.895884022902903	0.772402992344992	0.903630490178766	0.545985942125264	0.850439587054483	0.921643102505156	0.715410584459187	0.525377019433371	0.419449461497957	0.512129787816041	0.947037091971492	0.488013483754357	0.884287597221809	-0.42005904101468	0.796357575138227	0.837937832293482	0.644811309485099	0.910700228862096	0.593554292125593	1	0.693786320214837	0.834882984383601	0.935401412877309	0.91950569778	0.901716207238822	0.910723333208839	0.878292181811851	0.650215047167484	0.910888709918149	0.777319197114596	0.756425732088205	0.817974442291463	0.898353784730583	0.735543944538838	0.920383266700029	0.481818095761045	0.864261909793996	0.884406284401905	0.524737690280456	0.784280972909957	0.925787443504048	0.894808643516657	0.645197129947889	0.728976948721027	0.862112329484633	0.152035404884975	0.819425574214856	0.760737275892392	0.780070688767114	-0.0758864809897011	0.865802117816233	0.841124594865177	-0.0407361117037779	0.602086703104473	0.136073240561409	0.250146022268912	0.575268938388021	0.766600283672724	0.917678596631809	0.937046397763159	0.543760235643186	0.40690044960055	0.0548057493326975	0.42886326367273	0.134838992949496	0.544079110494027	0.0916764322249714	0.585005271328946	0.944138684582878	0.30586409471818	0.0897232188604311	0.936262145449162	-0.166239477068317	0.348143148600976	0.669570600435064	0.908517654964086
LRP10	0.609259221513289	0.540729655507196	0.699375375638497	0.338009061485108	0.699963115938066	0.381849221856083	0.670675355658506	0.699680358778025	0.659966098197274	0.2864885646923	0.640051428063808	0.703136701517672	0.674830427638155	0.428473308021378	0.739900783445971	0.631971822895923	0.691774349298058	0.728789907215528	0.645508091874292	0.710771501125698	0.662487832355737	0.490198660823583	0.549602107420194	0.659097751851767	0.556568540670205	0.568903626462311	0.74584604038291	0.591664637374378	0.668771213978873	0.659117711375111	0.616823365347944	-0.290073562267042	0.717094009275057	0.855030553227727	0.463509346202292	0.730055836154548	0.576369392153104	0.693786320214837	1	0.677441913166326	0.716490976189428	0.684001893380937	0.83471399009817	0.710029149530413	0.828814598724153	0.553717450555298	0.590655985254332	0.446944660546863	0.655975446034556	0.626697318256712	0.595602884894644	0.757140523980903	0.619346333134582	0.501896817624685	0.722775355670974	0.783332805440672	0.673394405744271	0.777853428571092	0.711239663061327	0.624195741266876	0.528750942091321	0.622995112143086	0.62552885516768	-0.0997130124670559	0.781299229079165	0.849054663392257	0.765653550513351	0.237243817523782	0.723987964202608	0.650143064198135	0.174270728105834	0.488076822175286	0.166123505723909	0.229482623405286	0.430862519393205	0.804294256754979	0.716758321628694	0.742430040237447	0.668094669662893	0.47443095537556	0.11820390116409	0.43631542343982	0.160581341564033	0.619629128651326	0.0999963533553409	0.509941407364893	0.700622618796548	0.140875740895485	0.153032442848394	0.656901149155623	-0.105473217044097	0.332560110211682	0.549079052137788	0.689451452825468
CD69	0.896285525978043	0.802102260985098	0.880703716616499	0.206020591532637	0.96285543475446	0.349923056213273	0.947532800847754	0.954550549312568	0.861127723905426	0.553570184409165	0.924382293430195	0.542617808211597	0.926488364950064	0.821048027604291	0.782508270978615	0.860022398768224	0.879301498111363	0.952400771777528	0.916709576530982	0.679729115449578	0.897466319645789	0.396644361529119	0.826238636493553	0.894909109367855	0.875103798113076	0.30024066995183	0.277887068040818	0.770116770874058	0.904895351348063	0.430463095820679	0.922369272757361	-0.293370003782939	0.618304423406812	0.845012988127916	0.504638271871197	0.8974609704482	0.467330388377998	0.834882984383601	0.677441913166326	1	0.863616916285308	0.929591742914511	0.853419591263358	0.903365563301454	0.702014803957986	0.437292024647965	0.870834541516321	0.834352027801249	0.469418762410142	0.610780199928764	0.859845574991679	0.573532923490533	0.893149651177469	0.579037860731766	0.822466499615578	0.862543598363005	0.346915590691777	0.579479027622336	0.936289784244513	0.711089107611139	0.377219124651895	0.507206362692338	0.643050540825935	-0.151327294515795	0.753129440951558	0.668201183003988	0.609198285945891	-0.260272709286474	0.9099226150547	0.720491668585689	-0.276154849682393	0.333369811430649	-0.243765810750914	-0.078884245434807	0.356705892249693	0.513154702141026	0.862653157580549	0.781313006221398	0.347670706732288	0.178213694389455	-0.183369061727834	0.166475808756308	-0.142087199627069	0.287312998533423	-0.188501908930993	0.317598983787105	0.873837757042264	0.565781556728699	-0.135797928733256	0.885476237236357	0.177195069938768	0.0835032215762469	0.413907435500408	0.920654837370257
TFRC	0.95535620303483	0.911842086039526	0.965954057551053	0.468365313743502	0.924456215296653	0.479626710585851	0.926991348107002	0.938804432337731	0.982302116279184	0.740574222798761	0.910230404638525	0.703208217025718	0.9553923315095	0.694644294041933	0.945622569774437	0.892338674476992	0.959754512430148	0.911272750856444	0.935615196055129	0.884511955099817	0.93957143407798	0.716070858917487	0.933436347289545	0.950276621849263	0.787310839668182	0.61705982355477	0.46659459333432	0.610368085564786	0.908064152247062	0.509458381601986	0.927074790480876	-0.395335330878647	0.620389240705721	0.878188639128005	0.758779371285612	0.971841822990519	0.6919574737928	0.935401412877309	0.716490976189428	0.863616916285308	1	0.968014616480802	0.869131274071636	0.970190860676006	0.784422168298746	0.416044214479525	0.893927118227195	0.807791396172416	0.557954542495601	0.623689184298026	0.953723397001072	0.696292900895168	0.9568005429488	0.650189029439015	0.80730311699765	0.940151424951688	0.570785461722415	0.637481284933386	0.905465550959686	0.722570719465192	0.602318293722804	0.540680042137349	0.707402332414857	-0.00551902447739902	0.860178535090429	0.767785107776517	0.618140870315823	-0.0813397871766428	0.938721976165798	0.935179974837403	-0.204284676142571	0.362892160332775	-0.0867632682882774	-0.0137749158320398	0.310248779292039	0.682061951572934	0.890873667135064	0.86599673577631	0.436096222317506	0.198463808616503	-0.20446752661605	0.23556034091324	-0.148734429191607	0.363575740835075	-0.184294719719371	0.372929438753737	0.845832445974325	0.367384031871622	-0.157628447927527	0.945646836666792	-0.111887979376216	0.112625561317434	0.427742311379261	0.957849300415096
ADORA3	0.985974698920628	0.934320026627982	0.980917162714879	0.411250206760606	0.979857730579804	0.480038591482737	0.984920543067239	0.986852855722109	0.963443041034046	0.711366083355393	0.968638852379955	0.683049684474643	0.988886245082125	0.812000247219604	0.899020085287908	0.943655813789622	0.97136324706937	0.956699031291337	0.985133023719682	0.831966271763821	0.978863912305215	0.614549678170956	0.941418384173783	0.972634666747157	0.824125546158476	0.488544300424443	0.357887755815572	0.640992388073564	0.940786450480226	0.484220779363471	0.983807742733082	-0.420401230563855	0.592660239271242	0.898764912206903	0.661776968787262	0.981304800089922	0.580992049014861	0.91950569778	0.684001893380937	0.929591742914511	0.968014616480802	1	0.85617604185582	0.982605611360772	0.748258443544575	0.373632473127355	0.947928976955899	0.837796015246009	0.487339302816839	0.597522234123564	0.96176057123423	0.611845501934496	0.985415905011765	0.58356455149346	0.784672732229182	0.925950404248882	0.42714987660742	0.579811270270439	0.933555425222492	0.725744827510596	0.506776409461511	0.510011003425534	0.664057835366338	-0.0849468622120019	0.823626693212088	0.685543188327282	0.582495654534072	-0.231884397017288	0.936870922782569	0.891427130159203	-0.323259231643343	0.296078518072875	-0.231453681554762	-0.109771994391979	0.281497683254932	0.566501517370473	0.909766490830332	0.846785463777747	0.311267472654993	0.101659790391802	-0.266661165623474	0.133802583332562	-0.217485600209409	0.268664468300508	-0.262708371191789	0.294850288357919	0.869476800079285	0.442942732229202	-0.228528797413455	0.980284465323688	-0.0410678681606937	0.0344312303814888	0.382689909740924	0.974203376988057
PLXNB2	0.807531714409441	0.694798904370502	0.829245367836846	0.302802329367862	0.883734063478893	0.463953603968791	0.85621460450305	0.883395354879542	0.801023044090396	0.474495130991006	0.862694139290366	0.543306871685193	0.859607954201325	0.605237278405396	0.898416526600986	0.795422966605823	0.881120775565279	0.885997571709454	0.828981968563765	0.729999579775152	0.851589662485607	0.41765241856133	0.704287183689223	0.855336706052728	0.653405560449346	0.500488954175943	0.598154626375728	0.568605137082978	0.86093099979759	0.598771777243209	0.791251744210076	-0.408963767774	0.844315897081633	0.884312913707952	0.5003735850567	0.841859222438026	0.580098506944485	0.901716207238822	0.83471399009817	0.853419591263358	0.869131274071636	0.85617604185582	1	0.839134451768507	0.922456677852177	0.668644913152795	0.828304799377789	0.637704380436638	0.756173025093511	0.793063155090366	0.76517343070843	0.742686313822491	0.833279253289518	0.412918261182542	0.878485639893724	0.913742211342981	0.585686193515307	0.850068564008997	0.909249498468541	0.821387347267779	0.577535285368022	0.742523467603374	0.816241772551011	0.0171479282644467	0.829274231197584	0.860751021559264	0.850836188284104	0.0741489990829261	0.849109049013483	0.723765927409134	0.0675906790396046	0.631107299937943	0.125104996922236	0.250695886848299	0.574720635540887	0.808013745773028	0.916773030824478	0.908289731087337	0.654728618953803	0.499107635594799	0.101528379226653	0.525429779366729	0.1621483209572	0.660038675377644	0.113615933094186	0.615295154079761	0.938872542030462	0.256537964999853	0.129750395110483	0.844133231663659	-0.153482624383832	0.3637498423781	0.690454062128041	0.863739338647454
RHBDF2	0.962622380224203	0.938603684036134	0.986817736894401	0.447596936175587	0.956462053927986	0.481222543888783	0.960778704333605	0.968252084304494	0.967222987975465	0.75360318606596	0.948172535835105	0.702162126846917	0.98066286824156	0.783610148730169	0.890105662991836	0.917687052791064	0.954194053222346	0.96206449863376	0.970843691052596	0.870780961007662	0.951068595365185	0.656601425140214	0.949160394855375	0.950731138950435	0.822390190081736	0.548947897666375	0.401924300243383	0.634297636676389	0.9238592340949	0.537865037708988	0.965891572819452	-0.41530253372965	0.580004982869568	0.900528779121603	0.68214906992036	0.983980097266643	0.652753605535011	0.910723333208839	0.710029149530413	0.903365563301454	0.970190860676006	0.982605611360772	0.839134451768507	1	0.738607299007773	0.363403163503406	0.91112719701227	0.816317207697012	0.488848782224286	0.566399387199165	0.940579883775618	0.659453240581848	0.962913390606295	0.618498181250626	0.759100031792069	0.918749399361499	0.435330092994492	0.59173241036687	0.920986419660058	0.702435405413759	0.592717821059559	0.506644184083102	0.6454279965286	-0.0820940222359798	0.862307217092767	0.700523690836221	0.576730822752892	-0.167625207056723	0.957064238094065	0.888967028363386	-0.270333866008122	0.281073980763077	-0.203549315433804	-0.103176392668467	0.251306730807326	0.594112107695436	0.87379442042524	0.840052591785072	0.332645978225948	0.0938970024868455	-0.276174602279169	0.117972103848373	-0.219142822804152	0.271032239614659	-0.260104527734976	0.276525386776674	0.838917186621134	0.402772528254945	-0.231159635888083	0.96202306658825	-0.062046840291678	0.0244076436229266	0.361078834748306	0.952191237883485
